Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata
OG0007180	AT4G02640	fgenesh2_kg.6__3429__AT4G02640.2, Al_scaffold_0004_1945
OG0007181	AT4G03390	fgenesh2_kg.6__3359__AT4G03390.1
OG0007182	AT5G60580	fgenesh2_kg.8__2021__AT5G60580.4, scaffold_400841.1
OG0007183	AT5G53110	fgenesh2_kg.8__1194__AT5G53110.1, scaffold_801781.1
OG0007184	AT1G80740	scaffold_202986.1
OG0007185	AT2G48100	fgenesh2_kg.4__3062__AT2G48100.3
OG0007186	AT4G23690	scaffold_701970.1
OG0007187	AT1G02740	fgenesh2_kg.1__187__AT1G02740.1
OG0007188	AT5G20310	Al_scaffold_0006_1959
OG0007189	AT1G49010	scaffold_104540.1
OG0007190	AT5G10920	fgenesh2_kg.6__1057__AT5G10920.1
OG0007191	AT2G21120	fgenesh2_kg.4__21__AT2G21120.1
OG0007192	AT5G57520	fgenesh2_kg.675__1__AT5G57520.1
OG0007193	AT2G17350	scaffold_304046.1
OG0007194	AT1G34780	fgenesh2_kg.1__3605__AT1G34780.1
OG0007195	AT2G24430	fgenesh1_pg.C_scaffold_4000352
OG0007196	AT4G30400	scaffold_701180.1
OG0007197	AT5G18400	fgenesh2_kg.6__1848__AT5G18400.2
OG0007198	AT1G69010	fgenesh2_kg.2__1159__AT1G69010.1
OG0007199	AT1G69970	fgenesh2_kg.2__1253__AT1G69970.1
OG0007200	AT4G35560	Al_scaffold_0001_119, scaffold_402796.1, fgenesh2_kg.7__523__AT4G35560.1
OG0007201	AT1G71000	fgenesh1_pm.C_scaffold_2001119
OG0007202	AT3G59430	fgenesh1_pm.C_scaffold_5001957
OG0007203	AT2G28110	fgenesh2_kg.4__758__AT2G28110.1
OG0007204	AT4G22320	fgenesh2_kg.7__2068__AT4G22320.1
OG0007205	AT1G78120	scaffold_302906.1, fgenesh2_kg.2__2109__AT1G78120.1
OG0007206	AT2G32650, AT2G32180	fgenesh2_kg.4__1250__AT2G32180.1
OG0007207	AT3G18620	fgenesh2_kg.3__2068__AT3G18620.1
OG0007208	AT5G24460	fgenesh2_kg.6__2444__AT5G24460.1
OG0007209	AT2G37880	fgenesh2_kg.4__1854__AT2G37880.1
OG0007210	AT5G48490	fgenesh2_kg.8__726__AT5G48490.1
OG0007210	AT5G48485	scaffold_801149.1
OG0007211	AT2G15240	scaffold_303705.1
OG0007212	AT5G55020	fgenesh2_kg.8__1401__AT5G55020.1
OG0007213	AT3G12145	scaffold_301396.1
OG0007214	AT3G28050	fgenesh2_kg.5__582__AT3G28050.1
OG0007215	AT1G33390	scaffold_500548.1, fgenesh2_kg.1__3466__AT1G33390.1, scaffold_800519.1
OG0007216	AT1G07320	fgenesh2_kg.1__705__AT1G07320.2
OG0007217	AT1G01630	fgenesh2_kg.1__67__AT1G01630.1
OG0007218	AT1G65810	Al_scaffold_0002_1121
OG0007219	AT1G09880	Al_scaffold_0001_957
OG0007220	AT3G26360	fgenesh2_kg.5__391__AT3G26360.1
OG0007221	AT3G13940	scaffold_301620.1
OG0007222	AT1G27000	scaffold_102812.1
OG0007223	AT3G49490	scaffold_501941.1
OG0007224	AT2G13570	scaffold_303557.1
OG0007226	AT3G29170	scaffold_500912.1
OG0007227	AT5G48820	Al_scaffold_0008_1162
OG0007228	AT3G24810	fgenesh1_pm.C_scaffold_3002205
OG0007230	AT3G18420	fgenesh2_kg.3__2045__AT3G18420.1
OG0007231	AT5G17710	scaffold_601827.1
OG0007232	AT3G11410	fgenesh2_kg.3__1179__AT3G11410.1
OG0007233	AT3G18270	fgenesh2_kg.3__2026__AT3G18270.1
OG0007234	AT1G09870	fgenesh1_pm.C_scaffold_1000810
OG0007235	AT1G01250	fgenesh2_kg.1__103__AT1G01250.1
OG0007236	AT5G10630	fgenesh1_pm.C_scaffold_6000823
OG0007237	AT2G27980	fgenesh2_kg.4__770__AT2G27980.1
OG0007238	AT2G38490	fgenesh2_kg.4__1919__AT2G38490.1
OG0007239	AT1G11070	fgenesh2_kg.1__1195__AT1G11070.1
OG0007240	AT4G24400	scaffold_701889.1
OG0007241	AT1G13190	fgenesh2_kg.1__1426__AT1G13190.1
OG0007242	AT1G65510	scaffold_201198.1, Al_scaffold_0002_1055
OG0007243	AT2G41945	Al_scaffold_0004_2826
OG0007244	AT1G09800	fgenesh2_kg.1__1036__AT1G09800.1
OG0007245	AT1G80690	fgenesh2_kg.2__2308__AT1G80690.1
OG0007246	AT2G30395	fgenesh1_pg.C_scaffold_4001145
OG0007247	AT3G29030	fgenesh2_kg.5__663__AT3G29030.1
OG0007248	AT3G54400	scaffold_502551.1
OG0007249	AT1G12530	Al_scaffold_0001_1271
OG0007250	AT4G14770	fgenesh2_kg.7__2853__AT4G14770.1
OG0007251	AT2G15860	fgenesh2_kg.3__3133__AT2G15860.1
OG0007252	AT1G64350	fgenesh2_kg.2__47__AT1G64350.1
OG0007253	AT5G12840	Al_scaffold_0006_1178
OG0007254	AT3G48890	fgenesh2_kg.5__1236__AT3G48890.1
OG0007255	AT4G23650	fgenesh2_kg.7__1936__AT4G23650.1
OG0007256	AT4G00480	fgenesh1_pm.C_scaffold_6002945
OG0007257	AT3G15660	fgenesh2_kg.3__1721__AT3G15660.2
OG0007258	AT3G48460	fgenesh2_kg.5__1198__AT3G48460.1
OG0007259	AT4G12720	fgenesh1_pm.C_scaffold_9000115
OG0007260	AT2G39830	fgenesh1_pm.C_scaffold_4001729
OG0007261	AT4G25050	scaffold_701818.1
OG0007262	AT5G61600	fgenesh2_kg.8__2143__AT5G61600.1
OG0007263	AT3G13882	fgenesh2_kg.3__1494__AT3G13882.1
OG0007264	AT3G53720	scaffold_502472.1
OG0007265	AT2G35050	fgenesh2_kg.4__1531__AT2G35050.1
OG0007266	AT5G55060	fgenesh2_kg.8__1405__AT5G55060.1, scaffold_98900001.1
OG0007267	AT2G40970	scaffold_402901.1
OG0007268	AT2G01260	fgenesh1_pg.C_scaffold_5000025, fgenesh2_kg.5__29__AT2G01260.1
OG0007269	AT3G24660	fgenesh1_pg.C_scaffold_3002400
OG0007270	AT4G24972	scaffold_701829.1
OG0007271	AT4G27420	fgenesh1_pm.C_scaffold_7001181
OG0007272	AT2G15440	scaffold_303728.1
OG0007273	AT1G80920	fgenesh2_kg.2__2283__AT1G80920.1
OG0007274	AT1G06040	fgenesh2_kg.1__570__AT1G06040.1
OG0007275	AT1G47278	fgenesh1_pm.C_scaffold_1002967
OG0007276	AT2G15230	fgenesh2_kg.3__3092__AT2G15230.1, scaffold_303703.1
OG0007277	AT5G50090	Al_scaffold_0363_1, scaffold_801412.1
OG0007278	AT5G55130	scaffold_802053.1
OG0007279	AT1G68430	scaffold_201683.1
OG0007280	AT5G13690	fgenesh2_kg.6__1323__AT5G13690.1
OG0007281	AT3G62810	fgenesh2_kg.5__2776__AT3G62810.1
OG0007282	AT3G24340	fgenesh1_pg.C_scaffold_3002359
OG0007283	AT3G24150	fgenesh2_kg.3__2618__AT3G24150.1
OG0007284	AT2G47420	scaffold_403718.1
OG0007285	AT4G31160	fgenesh2_kg.7__1060__AT4G31160.1
OG0007286	AT4G21430	scaffold_702276.1
OG0007287	AT5G65090	fgenesh1_pm.C_scaffold_8002068
OG0007288	AT2G45130	fgenesh2_kg.4__2706__AT2G45130.1
OG0007289	AT5G47520	fgenesh2_kg.8__36__AT5G47520.1
OG0007290	AT2G33860	scaffold_401977.1
OG0007291	AT2G26280	fgenesh2_kg.4__547__AT2G26280.1
OG0007292	AT5G13060	scaffold_601315.1
OG0007293	AT2G21880	fgenesh2_kg.4__112__AT2G21880.1
OG0007294	AT4G15930	fgenesh2_kg.7__2725__AT4G15930.1
OG0007295	AT1G26520	fgenesh2_kg.1__2917__AT1G26520.1, fgenesh2_kg.1__2711__AT1G26520.1
OG0007296	AT4G12730	fgenesh2_kg.9__119__AT4G12730.1
OG0007297	AT1G76240	fgenesh2_kg.2__1906__AT1G76240.1
OG0007298	AT3G63510	fgenesh2_kg.5__2856__AT3G63510.1
OG0007299	AT5G43870	fgenesh1_pm.C_scaffold_8000361
OG0007300	AT5G19860	fgenesh1_pm.C_scaffold_6001602
OG0007301	AT1G55340	fgenesh2_kg.1__4546__AT1G55340.1
OG0007302	AT4G29540	fgenesh2_kg.7__1236__AT4G29540.2
OG0007303	AT5G58900	fgenesh2_kg.8__1829__AT5G58900.1
OG0007304	AT4G33870	Al_scaffold_0007_683
OG0007305	AT1G22800	scaffold_102586.1
OG0007306	AT3G51100	fgenesh2_kg.5__1455__AT3G51100.1
OG0007307	AT5G12120	fgenesh2_kg.6__1189__AT5G12120.1
OG0007308	AT4G02715	scaffold_603997.1
OG0007309	AT2G21720	fgenesh2_kg.4__97__AT2G21720.1
OG0007310	AT1G28160	fgenesh2_kg.1__2978__AT1G28160.1
OG0007311	AT1G10270	fgenesh2_kg.1__1092__AT1G10270.1
OG0007312	AT4G18830	fgenesh2_kg.7__2409__AT4G18830.1
OG0007313	AT3G19290	fgenesh2_kg.3__2145__AT3G19290.1
OG0007314	AT5G48030	fgenesh2_kg.8__671__AT5G48030.1
OG0007315	AT3G03540	fgenesh2_kg.3__300__AT3G03540.1
OG0007315	AT3G03530	fgenesh1_pm.C_scaffold_3000250
OG0007316	AT5G66680	scaffold_803456.1
OG0007317	AT3G45780	fgenesh2_kg.5__952__AT3G45780.1
OG0007318	AT1G08380	fgenesh2_kg.1__853__AT1G08380.1
OG0007319	AT2G04620	scaffold_303239.1
OG0007321	AT5G24600	scaffold_602561.1
OG0007322	AT3G59820	fgenesh2_kg.5__2439__AT3G59820.2
OG0007323	AT3G14740	Al_scaffold_0003_1526
OG0007324	AT2G31570	scaffold_401693.1, scaffold_76200001.1
OG0007325	AT4G14930	fgenesh2_kg.7__2831__AT4G14930.1
OG0007326	AT5G43300	scaffold_800729.1
OG0007327	AT3G55850	fgenesh2_kg.5__2020__AT3G55850.2
OG0007328	AT3G03740	scaffold_300359.1
OG0007329	AT4G13540	fgenesh1_pg.C_scaffold_7002638
OG0007330	AT4G34770	fgenesh2_kg.7__611__AT4G34770.1
OG0007331	AT4G21105	fgenesh1_pm.C_scaffold_7001719
OG0007332	AT1G63670	fgenesh2_kg.2__114__AT1G63670.2
OG0007333	AT5G36890	fgenesh2_kg.7__3118__AT5G36890.1
OG0007334	AT5G18610	scaffold_601931.1
OG0007335	AT3G55970	scaffold_502735.1
OG0007336	AT5G45410	fgenesh2_kg.1__3308__AT5G45410.3
OG0007337	AT1G19980	fgenesh1_pm.C_scaffold_1001706
OG0007338	AT1G32460	fgenesh2_kg.1__3392__AT1G32460.1
OG0007339	AT4G34700	scaffold_700658.1
OG0007340	AT5G22580	scaffold_602309.1
OG0007341	AT5G62790	scaffold_802953.1
OG0007342	AT5G11930	fgenesh2_kg.6__1169__AT5G11930.1
OG0007343	AT1G06470	scaffold_100644.1
OG0007344	AT2G15690	fgenesh2_kg.3__3125__AT2G15690.1
OG0007345	AT1G72180	fgenesh2_kg.2__1481__AT1G72180.1
OG0007346	AT2G26990	fgenesh2_kg.4__639__AT2G26990.1
OG0007347	AT2G39000	fgenesh2_kg.4__1979__AT2G39000.1
OG0007349	AT4G16570	Al_scaffold_0007_2561, fgenesh1_pg.C_scaffold_7002262, Al_scaffold_0007_2556
OG0007350	AT5G03120	fgenesh2_kg.6__217__AT5G03120.1
OG0007351	AT4G19160	fgenesh2_kg.7__2368__AT4G19160.2
OG0007352	AT2G39370	fgenesh2_kg.4__2016__AT2G39370.1
OG0007353	AT4G16450	scaffold_702846.1
OG0007354	AT5G49220	fgenesh2_kg.8__801__AT5G49220.1
OG0007355	AT5G62160	Al_scaffold_0008_2720
OG0007356	AT2G26540	fgenesh2_kg.4__574__AT2G26540.1
OG0007357	AT2G26830	scaffold_400989.1
OG0007358	AT2G20000	fgenesh2_kg.3__3171__AT2G20000.1
OG0007359	AT1G23120	fgenesh2_kg.1__2521__AT1G23120.1
OG0007360	AT1G68040	fgenesh2_kg.2__1050__AT1G68040.1
OG0007361	AT2G40130	fgenesh2_kg.4__2118__AT2G40130.2
OG0007362	AT3G27010	fgenesh2_kg.5__478__AT3G27010.1
OG0007363	AT2G38790	fgenesh2_kg.4__1951__AT2G38790.1
OG0007364	AT4G12530	fgenesh2_kg.6__3188__AT4G12530.1
OG0007365	AT2G31490	scaffold_401685.1
OG0007366	AT4G26520	fgenesh2_kg.7__1593__AT4G26520.1
OG0007366	AT4G26530	fgenesh2_kg.7__1590__AT4G26530.2
OG0007367	AT1G68100	fgenesh1_pg.C_scaffold_2001143
OG0007368	AT4G16980	fgenesh2_kg.7__2613__AT4G16980.1
OG0007369	AT3G58710	fgenesh2_kg.5__2317__AT3G58710.2
OG0007370	AT1G51070	fgenesh2_kg.1__4178__AT1G51070.1
OG0007371	AT3G05330	scaffold_300580.1, scaffold_300576.1
OG0007372	AT5G15780	fgenesh2_kg.6__1556__AT5G15780.1
OG0007373	AT1G78780	Al_scaffold_0002_2586
OG0007374	AT2G01190	fgenesh1_pg.C_scaffold_5000010
OG0007375	AT5G46550	Al_scaffold_0008_162
OG0007376	AT5G47560	fgenesh2_kg.8__33__AT5G47560.1
OG0007377	AT1G02040	fgenesh1_pg.C_scaffold_1000018
OG0007378	AT2G38730	fgenesh2_kg.4__1945__AT2G38730.1
OG0007379	AT3G55420	fgenesh2_kg.5__1961__AT3G55420.1
OG0007380	AT3G28740	fgenesh2_kg.5__641__AT3G28740.1
OG0007381	AT1G28490	fgenesh2_kg.1__3020__AT1G28490.1
OG0007382	AT2G29760	Al_scaffold_0004_1399
OG0007383	AT4G31880	fgenesh2_kg.7__980__AT4G31880.1
OG0007384	AT5G47650	fgenesh2_kg.8__25__AT5G47650.1
OG0007385	AT5G21482	fgenesh2_kg.6__2168__AT5G21482.1
OG0007386	AT3G63190	scaffold_503605.1
OG0007387	AT5G50375	fgenesh2_kg.8__917__AT5G50375.1
OG0007388	AT5G36110	fgenesh2_kg.7__3085__AT5G36110.1
OG0007389	AT3G03710	scaffold_300355.1
OG0007390	AT1G07340	fgenesh1_pg.C_scaffold_1000595
OG0007392	AT1G43670	scaffold_104141.1
OG0007393	AT5G12460	Al_scaffold_0006_1171, fgenesh2_kg.6__1228__AT5G12460.1
OG0007394	AT1G28060	fgenesh2_kg.1__2960__AT1G28060.1
OG0007395	AT3G15530	fgenesh2_kg.3__1702__AT3G15530.1
OG0007396	AT3G52460	scaffold_502316.1
OG0007397	AT3G04340	Al_scaffold_0003_380
OG0007398	AT5G57070	fgenesh2_kg.8__1617__AT5G57070.1
OG0007399	AT5G25500	scaffold_602667.1
OG0007400	AT1G32690	scaffold_103636.1
OG0007401	AT4G19380	scaffold_702470.1
OG0007402	AT3G27860	fgenesh2_kg.5__568__AT3G27860.1, scaffold_500996.1, scaffold_104209.1
OG0007403	AT1G64370	fgenesh2_kg.2__43__AT1G64370.1
OG0007404	AT3G52740	fgenesh2_kg.5__1637__AT3G52740.1
OG0007405	AT4G23530	scaffold_701986.1
OG0007406	AT2G40650	fgenesh2_kg.4__2184__AT2G40650.1
OG0007407	AT4G29230	fgenesh1_pm.C_scaffold_7001013
OG0007408	AT4G30230	fgenesh2_kg.7__1161__AT4G30230.1
OG0007409	AT2G01620	scaffold_500074.1
OG0007411	AT3G25890	scaffold_500470.1
OG0007412	AT1G75020	fgenesh2_kg.2__1770__AT1G75020.1
OG0007413	AT3G01470	fgenesh2_kg.3__78__AT3G01470.1
OG0007414	AT4G24120	fgenesh2_kg.7__1884__AT4G24120.1
OG0007415	AT4G27330	fgenesh2_kg.7__1499__AT4G27330.1
OG0007416	AT2G34570	fgenesh2_kg.4__1480__AT2G34570.1
OG0007417	AT1G23420	fgenesh1_pg.C_scaffold_1002152
OG0007418	AT1G27450	fgenesh2_kg.1__2903__AT1G27450.1
OG0007419	AT4G30270	scaffold_701193.1
OG0007420	AT5G01620	fgenesh2_kg.6__46__AT5G01620.1
OG0007421	AT5G58030	scaffold_802391.1
OG0007422	AT4G34680	fgenesh2_kg.7__620__AT4G34680.2
OG0007423	AT1G17400	fgenesh2_kg.1__1899__AT1G17400.1
OG0007424	AT5G06440	fgenesh2_kg.6__585__AT5G06440.3
OG0007425	AT2G41530	scaffold_402974.1
OG0007426	AT3G48510	fgenesh2_kg.5__1201__AT3G48510.1
OG0007427	AT5G22220	fgenesh2_kg.6__2206__AT5G22220.2
OG0007428	AT4G32680	fgenesh1_pg.C_scaffold_7000732
OG0007429	AT5G23040	fgenesh2_kg.6__2291__AT5G23040.1
OG0007430	AT1G51210	scaffold_104877.1
OG0007432	AT2G37970	scaffold_402487.1
OG0007433	AT1G59540	scaffold_200699.1
OG0007434	AT5G24020	scaffold_602475.1
OG0007435	AT2G41475	fgenesh2_kg.4__2284__AT2G41475.1
OG0007436	AT5G64240	Al_scaffold_0008_2966, fgenesh2_kg.8__2441__AT5G64240.2
OG0007437	AT3G62470, AT5G14820, AT3G62540	scaffold_503531.1
OG0007438	AT1G31885	Al_scaffold_0001_3249
OG0007439	AT1G68480	fgenesh2_kg.2__1097__AT1G68480.1
OG0007440	AT5G54095	fgenesh1_pm.C_scaffold_8001097
OG0007441	AT1G64680	fgenesh2_kg.2__5__AT1G64680.1
OG0007442	AT4G25315	fgenesh2_kg.7__1733__AT4G25315.1
OG0007443	AT5G42870	fgenesh2_kg.8__547__AT5G42870.1
OG0007444	AT4G32360	scaffold_700955.1
OG0007445	AT1G80040	fgenesh2_kg.2__2382__AT1G80040.1
OG0007446	AT3G12650	fgenesh2_kg.3__1325__AT3G12650.1
OG0007447	AT2G28180	fgenesh2_kg.4__751__AT2G28180.1
OG0007449	AT2G24180	fgenesh1_pg.C_scaffold_4000314, fgenesh2_kg.4__333__AT2G24180.1
OG0007450	AT5G58720	scaffold_101000002.1, scaffold_802477.1
OG0007451	AT5G05190	scaffold_600482.1
OG0007452	AT1G09370	fgenesh2_kg.1__982__AT1G09370.1
OG0007453	AT5G16460	fgenesh2_kg.6__1634__AT5G16460.1
OG0007454	AT5G48240	fgenesh2_kg.8__694__AT5G48240.1
OG0007455	AT3G27550	fgenesh2_kg.5__537__AT3G27550.1
OG0007456	AT2G33750	scaffold_401951.1
OG0007457	AT1G68720	fgenesh1_pg.C_scaffold_2001214
OG0007458	AT1G52760	fgenesh2_kg.1__4356__AT1G52760.1
OG0007459	AT3G48150	fgenesh2_kg.5__1167__AT3G48150.1
OG0007460	AT3G03380	fgenesh2_kg.3__286__AT3G03380.1
OG0007461	AT5G42650	fgenesh2_kg.8__593__AT5G42650.1, Al_scaffold_0008_816
OG0007462	AT5G67080	scaffold_803405.1
OG0007463	AT5G17990	scaffold_601857.1
OG0007464	AT1G17070	fgenesh2_kg.1__1859__AT1G17070.1
OG0007465	AT4G10360	scaffold_603393.1
OG0007466	AT3G24110	fgenesh2_kg.3__2623__AT3G24110.1
OG0007467	AT2G37380	fgenesh2_kg.4__1791__AT2G37380.1, fgenesh2_kg.4__1824__AT2G37380.1
OG0007468	AT1G78160	fgenesh2_kg.2__2114__AT1G78160.1
OG0007469	AT1G55550	fgenesh2_kg.1__4570__AT1G55550.1
OG0007470	AT2G47490	fgenesh2_kg.4__2989__AT2G47490.1
OG0007471	AT5G13470	Al_scaffold_0006_1243
OG0007472	AT3G03300	fgenesh1_pm.C_scaffold_3000229
OG0007473	AT1G75240	scaffold_202465.1
OG0007474	AT1G01120	scaffold_100139.1
OG0007475	AT5G13050	fgenesh2_kg.6__1255__AT5G13050.1
OG0007476	AT4G35850	Al_scaffold_0007_459, scaffold_700522.1
OG0007477	AT1G15385	scaffold_101724.1
OG0007478	AT5G58920	scaffold_802504.1
OG0007479	AT2G42130	fgenesh2_kg.4__2362__AT2G42130.4
OG0007480	AT2G39270	fgenesh2_kg.4__2006__AT2G39270.1, Al_scaffold_0005_1489
OG0007481	AT5G18830	scaffold_601959.1
OG0007482	AT1G67480	scaffold_201559.1
OG0007483	AT2G41370	scaffold_402952.1
OG0007484	AT1G09020	fgenesh2_kg.1__935__AT1G09020.1
OG0007485	AT5G19920	fgenesh2_kg.6__2021__AT5G19920.1
OG0007486	AT1G78090	fgenesh2_kg.2__2106__AT1G78090.1
OG0007487	AT1G10320	fgenesh2_kg.1__1097__AT1G10320.1
OG0007488	AT1G53040	scaffold_105124.1
OG0007490	AT5G60050	fgenesh1_pg.C_scaffold_8002008
OG0007491	AT5G53950	Al_scaffold_0008_1815
OG0007492	AT4G03400	scaffold_603919.1
OG0007493	AT4G18390	fgenesh2_kg.7__2455__AT4G18390.1
OG0007494	AT3G54630	fgenesh2_kg.5__1859__AT3G54630.1
OG0007495	AT3G58180	scaffold_502996.1
OG0007496	AT3G30260	Al_scaffold_0005_914
OG0007497	AT5G01360	scaffold_600076.1
OG0007498	AT5G24090	fgenesh2_kg.6__2399__AT5G24090.1
OG0007499	AT4G13350	fgenesh1_pg.C_scaffold_9000024
OG0007500	AT2G48140	fgenesh2_kg.4__3068__AT2G48140.1
OG0007501	AT4G15240	fgenesh2_kg.7__2798__AT4G15240.1
OG0007502	AT3G62080	fgenesh2_kg.5__2707__AT3G62080.2, Al_scaffold_0005_3173, fgenesh2_kg.5__1319__AT3G62080.2
OG0007503	AT4G17785	fgenesh2_kg.7__2528__AT4G17785.1
OG0007504	AT3G18010	fgenesh2_kg.143__1__AT3G18010.1, fgenesh2_kg.3__1989__AT3G18010.1
OG0007505	AT3G07340	Al_scaffold_0003_757
OG0007506	AT1G02970	scaffold_100240.1
OG0007507	AT1G69310	fgenesh2_kg.2__1186__AT1G69310.1
OG0007509	AT5G58040	fgenesh2_kg.8__1726__AT5G58040.1
OG0007510	AT2G43080	scaffold_403189.1
OG0007511	AT2G01905	fgenesh1_pm.C_scaffold_5000075
OG0007512	AT5G64780	fgenesh2_kg.8__2510__AT5G64780.1
OG0007513	AT1G22660	fgenesh1_pg.C_scaffold_1002073
OG0007514	AT4G37520	fgenesh2_kg.7__300__AT4G37520.1
OG0007515	AT4G30600	fgenesh2_kg.7__1124__AT4G30600.1
OG0007517	AT3G50810	fgenesh2_kg.5__1421__AT3G50810.1
OG0007518	AT2G46000	fgenesh2_kg.4__2805__AT2G46000.1
OG0007519	AT2G40880	fgenesh2_kg.4__2209__AT2G40880.1
OG0007520	AT5G63980	fgenesh2_kg.8__2407__AT5G63980.1
OG0007521	AT2G32510	scaffold_401807.1
OG0007522	AT1G47380	fgenesh2_kg.1__3839__AT1G47380.1
OG0007523	AT1G11600	fgenesh2_kg.1__1252__AT1G11600.1
OG0007524	AT2G02850	Al_scaffold_0005_212
OG0007525	AT2G32415	fgenesh1_pm.C_scaffold_4001039
OG0007526	AT4G15790	Al_scaffold_0007_2680
OG0007527	AT1G63900	fgenesh2_kg.2__98__AT1G63900.1
OG0007528	AT2G32520	fgenesh1_pm.C_scaffold_4001048
OG0007529	AT4G23410	scaffold_702002.1
OG0007530	AT1G72010	scaffold_202121.1
OG0007531	AT3G02970	fgenesh2_kg.3__244__AT3G02970.1
OG0007532	AT3G18940	fgenesh2_kg.3__2111__AT3G18940.1
OG0007533	AT5G64620	scaffold_803181.1
OG0007534	AT3G63220	scaffold_503610.1
OG0007535	AT4G33760	fgenesh2_kg.7__736__AT4G33760.1
OG0007536	AT1G08630	fgenesh2_kg.1__884__AT1G08630.2
OG0007537	AT5G66700	fgenesh1_pm.C_scaffold_8002241
OG0007538	AT5G51680	scaffold_801598.1
OG0007539	AT3G07420	fgenesh2_kg.3__763__AT3G07420.1
OG0007540	AT3G46160, AT2G18530	Al_scaffold_0005_1394
OG0007541	AT1G17860	scaffold_101992.1
OG0007542	AT2G38780	Al_scaffold_0004_980, fgenesh1_pg.C_scaffold_4000762, fgenesh1_pm.C_scaffold_4001631
OG0007543	AT1G14620	scaffold_101639.1
OG0007544	AT3G63520	fgenesh2_kg.5__2858__AT3G63520.1
OG0007545	AT4G05150	fgenesh2_kg.6__3299__AT4G05150.1
OG0007546	AT1G01060	fgenesh2_kg.1__131__AT1G01060.3
OG0007547	AT3G08610	fgenesh2_kg.3__863__AT3G08610.1
OG0007548	AT5G20680	scaffold_602168.1
OG0007549	AT3G09980	fgenesh2_kg.3__1026__AT3G09980.1
OG0007550	AT4G05530	fgenesh2_kg.6__3202__AT4G05530.1
OG0007551	AT5G19875	scaffold_602082.1
OG0007552	AT3G18730	scaffold_302216.1
OG0007553	AT2G01180	fgenesh2_kg.5__18__AT2G01180.1
OG0007554	AT1G76360	fgenesh2_kg.2__1919__AT1G76360.1
OG0007555	AT1G49850	fgenesh2_kg.2__381__AT1G49850.1, scaffold_104700.1
OG0007556	AT5G07030	fgenesh2_kg.6__657__AT5G07030.1
OG0007557	AT2G47180	fgenesh2_kg.4__2954__AT2G47180.1
OG0007558	AT5G17680	fgenesh2_kg.6__1767__AT5G17680.1
OG0007559	AT5G41380	fgenesh2_kg.7__3273__AT5G41380.1
OG0007560	AT2G35260	Al_scaffold_0004_2020, fgenesh2_kg.716__1__AT2G35260.1
OG0007561	AT2G18660	fgenesh1_pm.C_scaffold_3002830
OG0007562	AT3G59710	fgenesh2_kg.5__2429__AT3G59710.1
OG0007563	AT4G16100	scaffold_702903.1
OG0007564	AT5G51810	fgenesh2_kg.8__1062__AT5G51810.1
OG0007565	AT1G31970	Al_scaffold_0001_3256
OG0007566	AT1G33240	fgenesh2_kg.1__3451__AT1G33240.1
OG0007567	AT3G60200	fgenesh2_kg.5__2481__AT3G60200.1
OG0007568	AT2G42890	Al_scaffold_0004_2944
OG0007569	AT1G08800	fgenesh2_kg.1__907__AT1G08800.2
OG0007570	AT1G54850	scaffold_105524.1
OG0007571	AT4G16280	fgenesh2_kg.7__2690__AT4G16280.3
OG0007572	AT1G79060	fgenesh2_kg.2__2206__AT1G79060.1
OG0007573	AT3G51240	fgenesh2_kg.5__1468__AT3G51240.1
OG0007574	AT3G59530	scaffold_503161.1
OG0007575	AT2G17710	fgenesh2_kg.3__3367__AT2G17710.1
OG0007576	AT3G54610	fgenesh2_kg.5__1855__AT3G54610.1
OG0007577	AT5G54110	fgenesh2_kg.8__1306__AT5G54110.1
OG0007578	AT5G55490	fgenesh2_kg.8__1448__AT5G55490.1
OG0007579	AT3G62980	scaffold_503580.1
OG0007580	AT2G40730	scaffold_402867.1
OG0007581	AT5G46220	fgenesh2_kg.8__168__AT5G46220.1
OG0007582	AT3G10110	fgenesh2_kg.1__2002__AT3G10110.1
OG0007583	AT2G20930	scaffold_400007.1
OG0007584	AT3G49250	fgenesh2_kg.5__1275__AT3G49250.1
OG0007585	AT4G17260	fgenesh2_kg.7__2582__AT4G17260.1
OG0007586	AT1G11790	scaffold_101288.1
OG0007587	AT3G55560	scaffold_502684.1
OG0007588	AT2G47010	fgenesh1_pm.C_scaffold_4002407
OG0007589	AT5G56890	fgenesh2_kg.8__1595__AT5G56890.1
OG0007590	AT5G08380	fgenesh2_kg.6__806__AT5G08380.1
OG0007591	AT2G47260	Al_scaffold_0004_3432
OG0007592	AT1G76250	scaffold_202578.1
OG0007593	AT5G28237	fgenesh2_kg.1__1248__AT5G28237.1
OG0007594	AT2G46535	fgenesh2_kg.4__2873__AT2G46535.1, Al_scaffold_0005_2849
OG0007595	AT5G02420	scaffold_600161.1
OG0007596	AT1G63970	fgenesh1_pm.C_scaffold_2000068
OG0007597	AT3G24605	fgenesh1_pm.C_scaffold_3002181
OG0007598	AT1G64430	fgenesh2_kg.2__36__AT1G64430.1
OG0007599	AT2G34610	fgenesh2_kg.270__2__AT2G34610.1, fgenesh2_kg.4__1484__AT2G34610.1
OG0007600	AT3G21330	fgenesh2_kg.3__2354__AT3G21330.1
OG0007601	AT5G16820	fgenesh2_kg.6__1675__AT5G16820.1
