Orthogroup	Arabidopsis_thaliana	Eutrema_salsugineum
OG0007558	AT5G17680	EUTSA_v10012455mg
OG0007559	AT5G41380	EUTSA_v10028337mg
OG0007560	AT2G35260	EUTSA_v10016805mg
OG0007561	AT2G18660	EUTSA_v10022910mg
OG0007562	AT3G59710	EUTSA_v10006128mg
OG0007563	AT4G16100	EUTSA_v10025362mg
OG0007564	AT5G51810	EUTSA_v10013824mg
OG0007565	AT1G31970	EUTSA_v10007300mg
OG0007566	AT1G33240	EUTSA_v10007000mg
OG0007567	AT3G60200	EUTSA_v10006502mg
OG0007568	AT2G42890	EUTSA_v10016237mg
OG0007569	AT1G08800	EUTSA_v10006726mg
OG0007570	AT1G54850	EUTSA_v10023692mg
OG0007571	AT4G16280	EUTSA_v10024390mg
OG0007572	AT1G79060	EUTSA_v10018666mg
OG0007573	AT3G51240	EUTSA_v10010399mg
OG0007574	AT3G59530	EUTSA_v10006000mg
OG0007575	AT2G17710	EUTSA_v10022897mg
OG0007576	AT3G54610	EUTSA_v10010247mg
OG0007577	AT5G54110	EUTSA_v10014374mg
OG0007578	AT5G55490	EUTSA_v10015474mg
OG0007579	AT3G62980	EUTSA_v10005852mg
OG0007580	AT2G40730	EUTSA_v10016269mg
OG0007581	AT5G46220	EUTSA_v10000873mg
OG0007582	AT3G10110	EUTSA_v10008922mg
OG0007583	AT2G20930	EUTSA_v10000369mg
OG0007584	AT3G49250	EUTSA_v10010429mg
OG0007585	AT4G17260	EUTSA_v10025596mg, EUTSA_v10025435mg
OG0007586	AT1G11790	EUTSA_v10007886mg
OG0007587	AT3G55560	EUTSA_v10011142mg
OG0007588	AT2G47010	EUTSA_v10001420mg
OG0007589	AT5G56890	EUTSA_v100126930mg
OG0007590	AT5G08380	EUTSA_v10013789mg
OG0007591	AT2G47260	EUTSA_v10001802mg
OG0007592	AT1G76250	EUTSA_v10018564mg
OG0007593	AT5G28237	EUTSA_v10009923mg
OG0007594	AT2G46535	EUTSA_v10001658mg
OG0007595	AT5G02420	EUTSA_v10015059mg
OG0007597	AT3G24605	EUTSA_v10002953mg
OG0007598	AT1G64430	EUTSA_v10023389mg
OG0007599	AT2G34610	EUTSA_v10017803mg
OG0007600	AT3G21330	EUTSA_v10022273mg
OG0007601	AT5G16820	EUTSA_v10013428mg
OG0007602	AT5G59960	EUTSA_v10013947mg
OG0007604	AT4G35550	EUTSA_v10025989mg
OG0007605	AT5G12930	EUTSA_v10013519mg
OG0007606	AT5G58700	EUTSA_v10013042mg
OG0007607	AT5G54170	EUTSA_v10013518mg
OG0007608	AT3G12150	EUTSA_v10021002mg
OG0007609	AT2G34357	EUTSA_v10016153mg
OG0007610	AT5G66510	EUTSA_v10008724mg, EUTSA_v10004794mg
OG0007611	AT5G58860	EUTSA_v10013214mg
OG0007612	AT5G06320	EUTSA_v10014557mg
OG0007614	AT2G21260, AT2G21250	EUTSA_v10000256mg
OG0007615	AT1G76060	EUTSA_v10019271mg
OG0007616	AT3G20270	EUTSA_v10020156mg
OG0007617	AT3G03170	EUTSA_v10021675mg
OG0007618	AT5G14290	EUTSA_v10014999mg
OG0007618	AT3G01740	EUTSA_v10021760mg
OG0007619	AT3G02350	EUTSA_v10020416mg
OG0007620	AT5G39220	EUTSA_v10027834mg
OG0007621	AT1G22490	EUTSA_v10009836mg
OG0007623	AT5G47220	EUTSA_v10001003mg
OG0007624	AT2G22120	EUTSA_v10000252mg
OG0007625	AT5G60880	EUTSA_v10015806mg, EUTSA_v10004801mg
OG0007626	AT4G33030	EUTSA_v10025085mg
OG0007627	AT5G40250	EUTSA_v10028349mg
OG0007628	AT4G33630	EUTSA_v10024585mg
OG0007629	AT4G36730	EUTSA_v10025733mg
OG0007630	AT3G57300	EUTSA_v10005740mg
OG0007631	AT1G21880	EUTSA_v10007751mg
OG0007632	AT3G16810	EUTSA_v10020259mg
OG0007633	AT5G50570, AT5G50670	EUTSA_v10013892mg
OG0007634	AT2G33550	EUTSA_v10016974mg
OG0007635	AT1G80980, AT1G80700	EUTSA_v10019105mg
OG0007636	AT1G16560	EUTSA_v10008113mg
OG0007637	AT2G26970	EUTSA_v10002092mg
OG0007638	AT2G35100	EUTSA_v10016654mg
OG0007639	AT2G37750	EUTSA_v10017906mg
OG0007640	AT5G66730	EUTSA_v10004063mg
OG0007641	AT1G72510, AT2G09970	EUTSA_v10019228mg
OG0007642	AT5G53570	EUTSA_v10013153mg
OG0007643	AT3G08500	EUTSA_v10021052mg
OG0007644	AT5G04490	EUTSA_v10014196mg
OG0007645	AT5G42030	EUTSA_v10027878mg, EUTSA_v10028228mg
OG0007646	AT4G18160	EUTSA_v10025197mg
OG0007647	AT1G78100	EUTSA_v10018841mg
OG0007648	AT3G18710	EUTSA_v10020785mg
OG0007649	AT5G45890	EUTSA_v10000948mg
OG0007650	AT5G27000	EUTSA_v10003600mg
OG0007651	AT4G20940	EUTSA_v10024279mg, EUTSA_v10024290mg
OG0007652	AT1G53860	EUTSA_v10012249mg
OG0007653	AT2G28470	EUTSA_v10016234mg
OG0007654	AT5G13300	EUTSA_v10012699mg
OG0007655	AT1G05350	EUTSA_v10007699mg
OG0007656	AT4G22790	EUTSA_v10025023mg
OG0007657	AT4G28210	EUTSA_v10025608mg
OG0007658	AT5G42050	EUTSA_v10027832mg
OG0007659	AT1G33800	EUTSA_v10008341mg
OG0007660	AT5G47740	EUTSA_v10001004mg
OG0007661	AT4G34790	EUTSA_v10027540mg, EUTSA_v10023002mg
OG0007662	AT3G57190	EUTSA_v10006006mg
OG0007663	AT2G31410	EUTSA_v10017252mg
OG0007664	AT2G24840	EUTSA_v10000479mg, EUTSA_v10003338mg
OG0007665	AT1G22850	EUTSA_v10008173mg
OG0007666	AT3G54820	EUTSA_v10010603mg
OG0007667	AT1G68730	EUTSA_v10019239mg
OG0007668	AT1G53570	EUTSA_v10022608mg
OG0007669	AT1G26560	EUTSA_v10007404mg
OG0007670	AT3G11690	EUTSA_v10021370mg
OG0007671	AT1G69170	EUTSA_v10018638mg
OG0007672	AT4G33210	EUTSA_v10024312mg
OG0007673	AT4G29930	EUTSA_v10027332mg
OG0007674	AT1G20470	EUTSA_v10009034mg
OG0007675	AT1G76500	EUTSA_v10019495mg
OG0007676	AT5G54580	EUTSA_v10014908mg
OG0007677	AT3G06610	EUTSA_v10021793mg
OG0007678	AT3G54690	EUTSA_v10010498mg
OG0007679	AT2G40060	EUTSA_v10017117mg
OG0007681	AT4G17895	EUTSA_v10024586mg
OG0007682	AT1G29290	EUTSA_v10009585mg
OG0007683	AT1G63980	EUTSA_v10023525mg
OG0007684	AT3G51290	EUTSA_v10010132mg
OG0007685	AT5G45290	EUTSA_v10000852mg
OG0007686	AT2G27590	EUTSA_v10016700mg
OG0007687	AT5G19650	EUTSA_v10015317mg
OG0007688	AT4G02040	EUTSA_v10029029mg
OG0007689	AT1G17440	EUTSA_v10006997mg
OG0007690	AT2G36090	EUTSA_v10016952mg
OG0007691	AT5G55600	EUTSA_v10012909mg
OG0007692	AT4G38390	EUTSA_v10027183mg
OG0007693	AT2G25737	EUTSA_v10000151mg
OG0007694	AT2G35420	EUTSA_v10017563mg
OG0007695	AT3G47650	EUTSA_v10010812mg
OG0007696	AT4G40080	EUTSA_v10025543mg
OG0007697	AT1G11190	EUTSA_v10008305mg
OG0007698	AT3G15810	EUTSA_v10021485mg
OG0007699	AT3G60240	EUTSA_v10005736mg
OG0007700	AT5G60920	EUTSA_v10004178mg
OG0007701	AT3G07810	EUTSA_v10004139mg, EUTSA_v10020586mg
OG0007702	AT3G55470	EUTSA_v10010786mg
OG0007703	AT3G28007	EUTSA_v10004823mg
OG0007704	AT1G69200	EUTSA_v100183771mg, EUTSA_v100183770mg
OG0007705	AT1G49670	EUTSA_v10011316mg
OG0007706	AT4G18395	EUTSA_v10027014mg
OG0007707	AT5G38510	EUTSA_v10027755mg
OG0007708	AT3G08505	EUTSA_v10021103mg
OG0007709	AT3G43610	EUTSA_v10002374mg
OG0007710	AT4G39680	EUTSA_v10024660mg
OG0007711	AT1G27595	EUTSA_v10006574mg
OG0007712	AT3G04140	EUTSA_v10020242mg
OG0007713	AT2G40980	EUTSA_v10016332mg
OG0007714	AT1G21528	EUTSA_v10009273mg
OG0007715	AT1G62640	EUTSA_v10023499mg
OG0007716	AT3G22410	EUTSA_v10020858mg
OG0007717	AT4G10350	EUTSA_v10029403mg
OG0007718	AT1G80150	EUTSA_v10018671mg
OG0007719	AT5G11340	EUTSA_v10014874mg
OG0007720	AT4G30080	EUTSA_v10024601mg
OG0007721	AT3G24503	EUTSA_v10002492mg
OG0007722	AT3G03100	EUTSA_v10021682mg
OG0007723	AT5G05330	EUTSA_v10014946mg
OG0007724	AT3G06270	EUTSA_v10021055mg
OG0007725	AT2G38110	EUTSA_v10016551mg
OG0007726	AT1G09932	EUTSA_v10008516mg
OG0007727	AT2G39560	EUTSA_v10017179mg
OG0007728	AT5G11980	EUTSA_v10013117mg
OG0007729	AT3G52140	EUTSA_v10010065mg
OG0007730	AT5G21140	EUTSA_v10013965mg
OG0007731	AT3G58170	EUTSA_v10006315mg
OG0007732	AT3G20170	EUTSA_v10020642mg
OG0007733	AT1G67325	EUTSA_v10018870mg
OG0007734	AT3G23750	EUTSA_v10002394mg
OG0007735	AT3G55480	EUTSA_v10010081mg
OG0007736	AT1G17980	EUTSA_v10006945mg
OG0007737	AT3G25140	EUTSA_v10002465mg
OG0007738	AT4G18010	EUTSA_v10024638mg
OG0007739	AT2G39190	EUTSA_v10016257mg
OG0007740	AT1G05260	EUTSA_v10008189mg
OG0007741	AT5G14320	EUTSA_v10014848mg
OG0007742	AT3G54170	EUTSA_v10010523mg
OG0007743	AT5G36960	EUTSA_v10027988mg
OG0007744	AT5G60450	EUTSA_v10012728mg, EUTSA_v10012074mg
OG0007745	AT5G52520	EUTSA_v10013193mg
OG0007746	AT1G15130	EUTSA_v10006787mg
OG0007747	AT3G49530	EUTSA_v10010340mg
OG0007748	AT5G03230	EUTSA_v10014814mg
OG0007749	AT1G80760	EUTSA_v10018924mg
OG0007750	AT5G54750	EUTSA_v10019192mg
OG0007751	AT5G27550	EUTSA_v10005446mg
OG0007752	AT5G54480	EUTSA_v10015546mg
OG0007753	AT4G28640	EUTSA_v10026085mg
OG0007754	AT1G16520	EUTSA_v10008187mg
OG0007755	AT2G19790	EUTSA_v10002117mg
OG0007756	AT1G75730	EUTSA_v10018322mg
OG0007757	AT1G53530	EUTSA_v10014866mg
OG0007758	AT5G19070	EUTSA_v10014319mg
OG0007759	AT1G48960	EUTSA_v10011768mg
OG0007760	AT2G38400	EUTSA_v10016589mg
OG0007761	AT2G46710	EUTSA_v10001445mg
OG0007762	AT5G40530	EUTSA_v10027875mg
OG0007763	AT1G27930	EUTSA_v10010026mg
OG0007764	AT1G32080	EUTSA_v10007389mg
OG0007766	AT5G65780, AT5G65770	EUTSA_v10003578mg
OG0007767	AT5G05210	EUTSA_v10013953mg
OG0007768	AT3G25070	EUTSA_v10002991mg
OG0007769	AT3G15190	EUTSA_v10021521mg
OG0007770	AT4G38360	EUTSA_v10025065mg
OG0007771	AT2G46090	EUTSA_v10001507mg
OG0007772	AT1G72540	EUTSA_v10018537mg
OG0007773	AT2G20490	EUTSA_v10002146mg
OG0007774	AT3G10530	EUTSA_v10020478mg, EUTSA_v10016037mg
OG0007775	AT1G53250	EUTSA_v10011596mg
OG0007776	AT3G15360	EUTSA_v10021581mg
OG0007778	AT5G47870	EUTSA_v10004932mg
OG0007779	AT3G23090	EUTSA_v10021164mg
OG0007780	AT2G30250	EUTSA_v10016764mg
OG0007781	AT5G39680	EUTSA_v10027662mg
OG0007782	AT5G44260	EUTSA_v10003231mg
OG0007783	AT4G24560	EUTSA_v10024307mg
OG0007784	AT5G22450	EUTSA_v10012493mg
OG0007785	AT3G10380	EUTSA_v10019960mg
OG0007786	AT1G07440	EUTSA_v10008362mg
OG0007787	AT5G17690	EUTSA_v10013571mg
OG0007788	AT2G47210	EUTSA_v10001452mg
OG0007789	AT1G30850	EUTSA_v10008294mg
OG0007790	AT2G20310	EUTSA_v10001979mg
OG0007791	AT5G53800	EUTSA_v10013922mg
OG0007792	AT3G17210	EUTSA_v10021839mg
OG0007793	AT1G44835	EUTSA_v10021201mg, EUTSA_v10004660mg
OG0007794	AT5G60930	EUTSA_v10003526mg
OG0007795	AT4G35720	EUTSA_v10027399mg
OG0007796	AT1G54160	EUTSA_v10011685mg
OG0007797	AT2G05900	EUTSA_v10002891mg, EUTSA_v10012393mg, EUTSA_v10012220mg, EUTSA_v10012381mg, EUTSA_v10012167mg, EUTSA_v10012001mg
OG0007798	AT3G09180	EUTSA_v10020833mg
OG0007799	AT2G15760	EUTSA_v10022784mg
OG0007800	AT2G46220	EUTSA_v10001605mg
OG0007801	AT2G42880	EUTSA_v10016406mg
OG0007802	AT5G20230	EUTSA_v10014739mg
OG0007803	AT5G56980	EUTSA_v10013847mg
OG0007804	AT5G53040	EUTSA_v10015321mg
OG0007805	AT5G62260	EUTSA_v10004345mg
OG0007806	AT1G05205	EUTSA_v10009219mg
OG0007807	AT5G63720	EUTSA_v10019657mg
OG0007808	AT3G60850	EUTSA_v10005830mg
OG0007809	AT5G10180	EUTSA_v10012871mg
OG0007810	AT3G61770	EUTSA_v10006136mg
OG0007811	AT1G73830	EUTSA_v10019010mg
OG0007812	AT2G43430	EUTSA_v10001542mg
OG0007813	AT5G16600	EUTSA_v10014086mg
OG0007814	AT3G59670	EUTSA_v10005896mg
OG0007815	AT4G14000	EUTSA_v10025872mg
OG0007816	AT4G29010	EUTSA_v10024533mg
OG0007817	AT5G20740	EUTSA_v10014618mg
OG0007818	AT5G13280	EUTSA_v10013112mg
OG0007819	AT4G22330	EUTSA_v10026048mg
OG0007820	AT5G63700	EUTSA_v10003959mg
OG0007821	AT2G31790	EUTSA_v10016636mg
OG0007822	AT5G13510	EUTSA_v10014625mg
OG0007823	AT5G05340	EUTSA_v10014105mg
OG0007824	AT5G04020	EUTSA_v10012432mg
OG0007825	AT5G11010	EUTSA_v10000203mg
OG0007826	AT5G10310	EUTSA_v10015039mg
OG0007827	AT5G65310	EUTSA_v10004645mg
OG0007828	AT1G32190	EUTSA_v10007722mg
OG0007829	AT1G25054, AT1G25145, AT1G24793, AT1G25210	EUTSA_v10007963mg
OG0007830	AT2G37870	EUTSA_v10017444mg
OG0007831	AT1G53050	EUTSA_v10011275mg
OG0007832	AT1G21090	EUTSA_v10008611mg
OG0007833	AT5G15630	EUTSA_v10013604mg
OG0007834	AT1G47740	EUTSA_v10011705mg
OG0007835	AT3G17060	EUTSA_v10021065mg
OG0007836	AT5G48150	EUTSA_v10004053mg
OG0007837	AT1G03030	EUTSA_v10008317mg
OG0007838	AT2G14750	EUTSA_v10022805mg
OG0007839	AT5G59990	EUTSA_v10014534mg
OG0007840	AT5G13600	EUTSA_v10015450mg
OG0007841	AT5G60640	EUTSA_v10013040mg
OG0007842	AT4G29080	EUTSA_v10025542mg
OG0007843	AT3G04070	EUTSA_v10021011mg
OG0007844	AT2G32370	EUTSA_v10017809mg
OG0007845	AT3G04360	EUTSA_v10020890mg
OG0007846	AT5G52300	EUTSA_v10013021mg
OG0007847	AT5G35960	EUTSA_v10005419mg
OG0007848	AT1G29960, AT1G23465	EUTSA_v10008933mg
OG0007849	AT3G27820	EUTSA_v10004089mg
OG0007850	AT2G42570	EUTSA_v10016832mg
OG0007851	AT4G20790	EUTSA_v10027352mg
OG0007852	AT1G26160	EUTSA_v10008520mg
OG0007856	AT2G39050	EUTSA_v10016926mg
OG0007857	AT4G16295, AT4G29035	EUTSA_v10026872mg, EUTSA_v10027477mg, EUTSA_v10024144mg
OG0007858	AT2G26320	EUTSA_v10002204mg
OG0007860	AT3G25050	EUTSA_v10002629mg, EUTSA_v10003079mg
OG0007861	AT1G30545, AT1G30550	EUTSA_v10008708mg
OG0007862	AT1G10586, AT1G10585	EUTSA_v10009819mg
OG0007863	AT1G10745	EUTSA_v10009817mg
OG0007864	AT3G01420	EUTSA_v10020279mg
OG0007865	AT2G40250	EUTSA_v10017802mg
OG0007867	AT3G52240	EUTSA_v10010215mg
OG0007868	AT5G16170	EUTSA_v10013684mg
OG0007870	AT5G46877, AT5G46873	EUTSA_v10001205mg
OG0007871	AT1G32130	EUTSA_v10007423mg
OG0007872	AT1G47820, AT1G47813	EUTSA_v10011898mg
OG0007873	AT1G71840	EUTSA_v10018505mg
OG0007874	AT2G22345, AT2G14365	EUTSA_v10015888mg
OG0007876	AT2G48120	EUTSA_v10001558mg
OG0007877	AT3G53220	EUTSA_v10010819mg
OG0007878	AT4G13885, AT4G13870, AT2G34110	EUTSA_v10025908mg
OG0007879	AT4G32730	EUTSA_v10024320mg
OG0007882	AT1G20410	EUTSA_v10007426mg
OG0007884	AT1G65030	EUTSA_v10018816mg, EUTSA_v10019798mg
OG0007885	AT5G05010	EUTSA_v10013243mg
OG0007887	AT5G23950	EUTSA_v10004867mg
OG0007888	AT4G04930	EUTSA_v10028789mg
OG0007890	AT5G62170	EUTSA_v10003732mg
OG0007899	AT2G33700	EUTSA_v10016757mg
OG0007900	AT1G65520	EUTSA_v10019107mg
OG0007901	AT2G26230	EUTSA_v10021194mg
OG0007903	AT2G01720	EUTSA_v10004162mg
OG0007904	AT5G05500	EUTSA_v10014798mg
OG0007905	AT1G80510	EUTSA_v10018453mg
OG0007906	AT5G25340	EUTSA_v10004912mg
OG0007907	AT2G17550	EUTSA_v10023126mg, EUTSA_v10022564mg
OG0007908	AT1G51970, AT3G28853	EUTSA_v10005614mg, EUTSA_v10019518mg, EUTSA_v10022043mg, EUTSA_v10019801mg
OG0007909	AT1G19000	EUTSA_v10008346mg
OG0007911	AT1G14740	EUTSA_v10006891mg
OG0007912	AT2G46150	EUTSA_v10001755mg
OG0007913	AT5G14995, AT5G15000	EUTSA_v10015392mg
OG0007914	AT5G63050	EUTSA_v10004512mg
OG0007915	AT4G30580	EUTSA_v10025500mg
OG0007916	AT4G25170	EUTSA_v10025619mg
OG0007917	AT3G62010	EUTSA_v10005753mg
OG0007918	AT5G13560	EUTSA_v10012885mg
OG0007919	AT1G44800	EUTSA_v10011570mg
OG0007920	AT2G28480	EUTSA_v10016829mg
OG0007921	AT3G59770	EUTSA_v10005739mg
OG0007922	AT3G20250	EUTSA_v10020002mg
OG0007923	AT2G33990	EUTSA_v10017065mg
OG0007924	AT5G57860	EUTSA_v10015128mg
OG0007926	AT5G22740	EUTSA_v10013221mg
OG0007927	AT1G04000	EUTSA_v10010011mg
OG0007928	AT4G03565	EUTSA_v10029282mg
OG0007929	AT4G33565	EUTSA_v10025767mg
OG0007930	AT3G06790	EUTSA_v10021360mg
OG0007931	AT1G49970	EUTSA_v10011829mg, EUTSA_v10011565mg
OG0007932	AT5G40370	EUTSA_v10027999mg
OG0007933	AT2G40620	EUTSA_v10016819mg
OG0007934	AT4G03210	EUTSA_v10028859mg
OG0007935	AT3G52160	EUTSA_v10010365mg
OG0007937	AT4G39330	EUTSA_v10025545mg
OG0007938	AT3G60080	EUTSA_v10006114mg
OG0007939	AT1G29300, AT2G32130	EUTSA_v10007535mg
OG0007940	AT1G75060	EUTSA_v10002707mg, EUTSA_v10019057mg
OG0007941	AT2G41830	EUTSA_v10016171mg
OG0007942	AT2G40350, AT2G40340	EUTSA_v10016913mg
OG0007943	AT4G36640	EUTSA_v10025882mg
OG0007944	AT2G34900	EUTSA_v10017714mg
OG0007945	AT4G02195	EUTSA_v10028804mg, EUTSA_v10028977mg
OG0007946	AT4G17000	EUTSA_v10024666mg
OG0007947	AT5G03170	EUTSA_v10015384mg
OG0007949	AT1G60080	EUTSA_v10023611mg
OG0007951	AT1G22910	EUTSA_v10008564mg
OG0007952	AT1G67790	EUTSA_v10019754mg
OG0007953	AT4G24610	EUTSA_v10024255mg
OG0007954	AT5G25240	EUTSA_v10005131mg
OG0007955	AT3G26700	EUTSA_v10004401mg
OG0007957	AT2G17500	EUTSA_v10022717mg
OG0007958	AT4G09720	EUTSA_v10028966mg
OG0007959	AT4G14110	EUTSA_v10025920mg
OG0007960	AT3G45770	EUTSA_v10002573mg
OG0007961	AT5G14910	EUTSA_v10014795mg
OG0007962	AT4G00170	EUTSA_v10028931mg
OG0007963	AT4G21192	EUTSA_v10026658mg
OG0007964	AT1G43850	EUTSA_v10011234mg
OG0007965	AT5G23230, AT5G23220	EUTSA_v10005281mg
OG0007966	AT5G65540	EUTSA_v10003865mg
OG0007967	AT5G64690	EUTSA_v10005693mg
OG0007968	AT5G12900	EUTSA_v10013095mg
OG0007969	AT5G45840	EUTSA_v10000802mg
OG0007970	AT2G37670	EUTSA_v10016206mg
OG0007971	AT4G16970	EUTSA_v10024346mg
OG0007972	AT2G38240	EUTSA_v10016867mg
OG0007973	AT1G75980	EUTSA_v10019087mg
OG0007974	AT3G56900	EUTSA_v10005968mg
OG0007975	AT1G68130	EUTSA_v10018614mg
OG0007976	AT3G60630	EUTSA_v10006506mg
OG0007977	AT5G50110	EUTSA_v100143730mg, EUTSA_v100143731mg
OG0007978	AT5G67130	EUTSA_v10004292mg
OG0007979	AT1G77620	EUTSA_v10018028mg
OG0007980	AT1G77090	EUTSA_v10019004mg, EUTSA_v10000289mg
OG0007981	AT2G37080	EUTSA_v10016431mg
OG0007982	AT1G67510	EUTSA_v10017984mg, EUTSA_v10018190mg
OG0007983	AT5G51230	EUTSA_v10012944mg
OG0007984	AT3G48880	EUTSA_v10010519mg
OG0007985	AT4G30770	EUTSA_v10027257mg
OG0007986	AT4G22210, AT4G22212, AT4G22235, AT4G22230	EUTSA_v10026698mg
OG0007987	AT5G03940	EUTSA_v10013128mg
OG0007988	AT5G64100	EUTSA_v10004557mg
OG0007989	AT5G42830	EUTSA_v10003208mg
OG0007990	AT1G67830	EUTSA_v10018726mg
OG0007991	AT4G29680	EUTSA_v10024984mg
OG0007992	AT2G15960	EUTSA_v10022948mg
OG0007993	AT5G26230	EUTSA_v10004558mg
OG0007994	AT3G27530	EUTSA_v10003626mg
OG0007995	AT2G35610	EUTSA_v10016368mg
OG0007996	AT5G15330	EUTSA_v10014185mg
OG0007997	AT5G47240	EUTSA_v10000934mg
OG0007998	AT3G14140, AT3G14160	EUTSA_v10020706mg
OG0007999	AT5G46630	EUTSA_v10000887mg
OG0008000	AT4G24040	EUTSA_v10024684mg
OG0008001	AT1G79870	EUTSA_v10018906mg
OG0008002	AT4G00330	EUTSA_v10028705mg
OG0008003	AT5G13420	EUTSA_v10013572mg
OG0008004	AT1G47603	EUTSA_v10012382mg, EUTSA_v10011560mg
OG0008005	AT4G20270	EUTSA_v10024310mg
OG0008006	AT5G53310	EUTSA_v10014692mg
OG0008007	AT4G23930	EUTSA_v10026760mg
OG0008008	AT5G11910	EUTSA_v10014553mg, EUTSA_v10015401mg
OG0008010	AT1G31050	EUTSA_v10007669mg
OG0008011	AT4G32605	EUTSA_v10026176mg
OG0008012	AT4G15200	EUTSA_v10024386mg
OG0008013	AT5G11790	EUTSA_v10014007mg
OG0008014	AT2G43890	EUTSA_v10001486mg
OG0008015	AT4G32650	EUTSA_v10024632mg
OG0008016	AT1G61900	EUTSA_v10023466mg
OG0008017	AT2G42710	EUTSA_v10016743mg
OG0008018	AT2G40550	EUTSA_v10016414mg
OG0008019	AT2G37990	EUTSA_v10016958mg
OG0008020	AT4G07390	EUTSA_v10028929mg
OG0008021	AT1G78460	EUTSA_v10019113mg
OG0008023	AT1G23090	EUTSA_v10007442mg
OG0008025	AT3G59140	EUTSA_v10005744mg
OG0008026	AT3G54110	EUTSA_v10010579mg
OG0008027	AT3G10970	EUTSA_v10020975mg
OG0008028	AT1G19860	EUTSA_v10007764mg
OG0008029	AT1G44760	EUTSA_v10011770mg
OG0008030	AT3G50070	EUTSA_v10010471mg
OG0008031	AT4G23780, AT4G23770	EUTSA_v10027527mg
OG0008032	AT2G01360, AT2G01390	EUTSA_v10000833mg
OG0008033	AT5G50410	EUTSA_v10014456mg
OG0008034	AT5G51150	EUTSA_v10013222mg
OG0008035	AT2G39550	EUTSA_v10016771mg
OG0008036	AT5G46280	EUTSA_v10000786mg
OG0008037	AT1G48405	EUTSA_v10012064mg
OG0008038	AT3G07960	EUTSA_v10020133mg
OG0008039	AT4G38760	EUTSA_v10024188mg
OG0008040	AT5G65020	EUTSA_v10004625mg
OG0008041	AT4G09820	EUTSA_v10028584mg
OG0008042	AT1G78140	EUTSA_v10018789mg
OG0008043	AT3G24570	EUTSA_v10002655mg
OG0008044	AT3G53470	EUTSA_v10010814mg
OG0008045	AT2G16030, AT4G26730	EUTSA_v10022104mg, EUTSA_v10027187mg
OG0008046	AT4G28920	EUTSA_v10027377mg
OG0008047	AT3G22620	EUTSA_v10021547mg
OG0008048	AT4G21300	EUTSA_v10024394mg
OG0008049	AT2G35980	EUTSA_v10017726mg
OG0008050	AT1G68810	EUTSA_v10018758mg
OG0008051	AT1G61110	EUTSA_v10023591mg
OG0008052	AT5G58375	EUTSA_v10015157mg
OG0008053	AT3G48110	EUTSA_v10018047mg
OG0008054	AT2G07180	EUTSA_v10028670mg
OG0008055	AT5G48380	EUTSA_v10003825mg
OG0008056	AT5G59710	EUTSA_v10012986mg
OG0008057	AT5G16360	EUTSA_v10027205mg, EUTSA_v10014271mg
OG0008058	AT3G09280	EUTSA_v10021969mg
OG0008059	AT1G33270	EUTSA_v10007991mg
OG0008060	AT2G02050	EUTSA_v10005178mg
OG0008061	AT3G24840	EUTSA_v10002458mg
OG0008062	AT3G55070	EUTSA_v10010415mg
OG0008063	AT5G25090	EUTSA_v10004978mg
OG0008064	AT2G26680	EUTSA_v10002044mg, EUTSA_v10023596mg
OG0008065	AT3G46550	EUTSA_v10002543mg
OG0008066	AT3G21360	EUTSA_v10021117mg
OG0008067	AT5G22130	EUTSA_v10013575mg, EUTSA_v10015361mg
OG0008068	AT4G17090	EUTSA_v10024842mg
OG0008069	AT4G24910	EUTSA_v10027469mg
OG0008070	AT5G23890	EUTSA_v10003612mg
OG0008071	AT2G25410	EUTSA_v10006034mg
OG0008072	AT5G41080	EUTSA_v10027797mg
OG0008073	AT2G43110	EUTSA_v10017033mg
OG0008074	AT5G37630	EUTSA_v10027679mg, EUTSA_v10027629mg
OG0008075	AT3G53490	EUTSA_v10010698mg
OG0008076	AT5G39980	EUTSA_v10028245mg
OG0008077	AT4G34660	EUTSA_v10025594mg
OG0008078	AT5G09995	EUTSA_v10014442mg
OG0008079	AT3G14220	EUTSA_v10021005mg
OG0008080	AT4G36400	EUTSA_v10024815mg, EUTSA_v10000690mg
OG0008081	AT2G42690	EUTSA_v10016724mg
OG0008082	AT4G02270	EUTSA_v10029026mg
OG0008083	AT5G23910	EUTSA_v10005649mg
OG0008084	AT5G67590	EUTSA_v10005067mg
OG0008085	AT1G13195	EUTSA_v10008511mg
OG0008086	AT1G08060	EUTSA_v10006530mg
OG0008087	AT4G24620	EUTSA_v10024695mg
OG0008088	AT4G12740	EUTSA_v10024575mg
OG0008089	AT2G17265	EUTSA_v10022738mg
OG0008090	AT5G19080	EUTSA_v10013842mg
OG0008091	AT1G67570	EUTSA_v10018471mg
OG0008092	AT5G04310	EUTSA_v10016093mg
OG0008093	AT1G70790	EUTSA_v10019195mg
OG0008094	AT2G46200	EUTSA_v10001493mg, EUTSA_v10028732mg
OG0008095	AT1G61450, AT1G61415	EUTSA_v10027967mg
OG0008096	AT4G37445	EUTSA_v10026444mg
OG0008097	AT4G30935	EUTSA_v10025126mg
OG0008098	AT2G29870, AT2G34390	EUTSA_v10017039mg
OG0008099	AT4G38690	EUTSA_v10025753mg
OG0008100	AT1G22065	EUTSA_v10009379mg
OG0008101	AT1G78420	EUTSA_v10018644mg
