Orthogroup	Arabidopsis_thaliana	Thellungiella_parvula
OG0005804	AT3G23770	Sp3g21480.1
OG0005806	AT3G49510, AT1G54550, AT3G49520	Sp3g32750.1
OG0005807	AT1G71070	Sp5g26240.1
OG0005808	AT2G32910	SpUn0002_0100.1
OG0005809	AT1G30050	Sp1g25920.1
OG0005810	AT4G24790	Sp7g22770.1
OG0005811	AT5G18500	Sp6g25820.1
OG0005812	AT2G43120	Sp4g25250.1
OG0005813	AT1G14760	Sp1g13200.1
OG0005814	AT5G66850	Sp2g29810.1
OG0005815	AT3G17970	Sp3g16090.1
OG0005816	AT1G12460	Sp1g11060.1
OG0005816	AT1G62950	Sp2g01650.1
OG0005817	AT2G29660	Sp4g12380.1
OG0005818	AT4G18070	Sp7g16060.1
OG0005819	AT5G62290	Sp2g25490.1
OG0005820	AT3G06240	Sp3g05160.1
OG0005821	AT1G80210, AT3G06820	Sp5g35600.1
OG0005822	AT1G61620	Sp2g02960.1
OG0005823	AT1G48175	Sp1g35130.1, Sp7g33250.1
OG0005824	AT5G62840	Sp2g25990.1
OG0005825	AT5G24470	Sp2g22860.1
OG0005826	AT5G57620	Sp6g19310.1
OG0005827	AT3G07940	Sp3g06850.1
OG0005828	AT2G40890	Sp4g23210.1
OG0005829	AT3G51070	Sp5g11140.1
OG0005830	AT5G56960	Sp6g18670.1
OG0005831	AT3G06860	Sp3g05820.1
OG0005832	AT3G13850	Sp3g12070.1
OG0005833	AT1G10200	Sp1g08820.1
OG0005834	AT4G33625	Sp7g31350.1
OG0005835	AT1G61610	Sp2g02970.1
OG0005836	AT5G65500	Sp2g28590.1
OG0005837	AT1G55840	Sp1g41430.1
OG0005838	AT4G15802	Sp7g14190.1
OG0005839	AT5G02530	Sp6g39980.1
OG0005840	AT5G10410	Sp6g33040.1
OG0005841	AT1G78690	Sp5g33750.1, SpUn0074_0060.1
OG0005843	AT5G06710	Sp6g36150.1
OG0005844	AT2G21820	Sp5g34290.1
OG0005845	AT1G67650, AT1G67680	Sp5g22670.1
OG0005847	AT5G01600	Sp6g40860.1
OG0005848	AT1G03820	Sp1g02670.1
OG0005849	AT3G18390	Sp3g16500.1
OG0005850	AT5G09370	Sp6g33960.1
OG0005851	AT5G17523, AT5G17520	Sp6g26700.1
OG0005852	AT4G02110	Sp6g02000.1
OG0005854	AT1G03940, AT1G03495	SpUn0788_0010.1
OG0005855	AT5G16550	Sp6g27610.1
OG0005856	AT1G50500	Sp1g37750.1, Sp1g37350.1
OG0005857	AT5G47600	Sp2g12310.1
OG0005858	AT3G61620	Sp5g01790.1
OG0005859	AT4G32890	Sp7g30660.1
OG0005860	AT2G26000	Sp5g35210.1
OG0005861	AT5G55810	Sp6g17690.1
OG0005862	AT2G40030	Sp4g22340.1
OG0005863	AT3G44100	Sp5g17230.1
OG0005864	AT5G10490	Sp6g32940.1
OG0005865	AT5G06800	Sp6g36060.1
OG0005866	AT5G25040, AT5G25050	Sp2g22470.1
OG0005867	AT5G57740	Sp6g19420.1
OG0005868	AT5G22890	Sp6g22510.1
OG0005869	AT4G19970	Sp7g18410.1
OG0005870	AT4G20280, AT1G20000	Sp7g18640.1
OG0005871	AT3G17609	Sp3g15740.1
OG0005872	AT5G08415	Sp6g34520.1
OG0005873	AT5G01760	Sp6g41020.1
OG0005874	AT5G13910	Sp6g30090.1
OG0005875	AT1G77780	Sp5g32960.1
OG0005875	AT1G77790	Sp5g32970.1
OG0005876	AT4G36520	Sp7g34170.1
OG0005877	AT4G32760	Sp7g30520.1
OG0005878	AT1G72550	Sp5g27630.1
OG0005879	AT4G21215	Sp7g19310.1
OG0005880	AT1G14570	Sp1g12920.1
OG0005881	AT1G71800	SpUn0020_0140.1, Sp5g26830.1
OG0005882	AT4G22350, AT4G22285, AT4G22410	Sp7g20480.1
OG0005883	AT4G16710	Sp7g15350.1
OG0005884	AT5G65790	Sp2g28880.1
OG0005885	AT5G11000	Sp6g32490.1
OG0005886	AT3G49240	Sp5g12840.1
OG0005887	AT4G34050	Sp1g37660.1, Sp7g31780.1
OG0005888	AT3G24520	SpUn0226_0010.1, Sp3g22310.1
OG0005889	AT2G45420	Sp4g27450.1
OG0005890	AT1G76400	Sp5g31550.1
OG0005892	AT1G68580	Sp5g23680.1
OG0005893	AT1G01725	Sp1g00580.1
OG0005894	AT1G07950, AT1G16430	Sp1g14580.1
OG0005895	AT5G41580	Sp7g00460.1
OG0005896	AT4G39940	Sp7g35950.1
OG0005897	AT2G40460	Sp4g22800.1
OG0005898	AT5G67550	Sp2g29100.1
OG0005899	AT3G51220	Sp5g11000.1
OG0005900	AT5G46560	SpUn0632_0010.1
OG0005901	AT4G18960	Sp7g17670.1
OG0005902	AT1G55915	Sp1g41520.1
OG0005903	AT1G29770	Sp1g25660.1
OG0005904	AT1G12500	Sp1g11090.1
OG0005905	AT3G48630, AT3G44150	Sp5g17210.1
OG0005907	AT5G43570	Sp2g08400.1
OG0005908	AT1G72610	Sp5g27670.1
OG0005909	AT1G14780	Sp1g13220.1
OG0005911	AT1G21700	Sp7g04880.1, Sp1g19260.1, Sp4g09080.1
OG0005912	AT2G47590	Sp4g29520.1
OG0005913	AT5G53045	Sp6g15200.1
OG0005915	AT5G16030	Sp6g28100.1
OG0005916	AT1G21480	Sp1g19010.1
OG0005917	AT3G05670	Sp3g04540.1
OG0005918	AT4G11560	Sp6g05920.1
OG0005919	AT3G27740	Sp5g24680.1
OG0005921	AT5G67260	Sp5g18090.1, Sp2g29410.1
OG0005922	AT4G15880	Sp7g14290.1
OG0005923	AT5G11770	Sp6g31830.1
OG0005924	AT3G16490	Sp3g14840.1
OG0005925	AT5G03430	Sp6g39310.1
OG0005926	AT5G10610, AT5G10600	Sp6g32840.1
OG0005927	AT1G56220	Sp6g02660.1
OG0005928	AT4G39400	Sp7g36460.1
OG0005929	AT4G21110	Sp7g19200.1
OG0005930	AT1G68330	Sp5g23390.1
OG0005931	AT3G48210	Sp5g13810.1
OG0005932	AT2G03870	Sp2g14670.1
OG0005933	AT2G12400	Sp3g26360.1
OG0005934	AT1G12840	Sp1g11410.1
OG0005935	AT1G78310	Sp5g33430.1
OG0005936	AT1G36095	Sp5g18760.1
OG0005938	AT3G07560	Sp3g06480.1
OG0005939	AT5G43260	Sp2g08050.1
OG0005940	AT5G51270	Sp6g13460.1
OG0005941	AT3G23380	Sp3g21040.1
OG0005942	AT2G32300	Sp4g14690.1
OG0005943	AT2G35900	Sp4g18150.1
OG0005944	AT5G50780	Sp6g12880.1
OG0005945	AT5G51190	Sp6g13400.1
OG0005946	AT4G00585	Sp6g00620.1
OG0005947	AT2G18390	SpUn0030_0030.1, Sp3g31800.1
OG0005948	AT2G33835	Sp4g16230.1
OG0005949	AT1G11890	Sp1g10510.1
OG0005950	AT2G31160	Sp4g13640.1
OG0005951	AT1G05190	SpUn0024_0100.1, Sp1g04040.1
OG0005952	AT4G24380	Sp7g22360.1
OG0005953	AT5G18960	Sp6g25430.1
OG0005953	AT3G06250	Sp3g05170.1
OG0005954	AT4G30950	Sp7g28820.1
OG0005955	AT5G02770	Sp6g39810.1
OG0005956	AT5G59810	Sp6g21490.1
OG0005957	AT5G22460	Sp6g22790.1
OG0005958	AT1G02960, AT1G02965	Sp1g01950.1
OG0005959	AT3G23230	Sp3g20880.1
OG0005960	AT1G03850	Sp1g02710.1
OG0005961	AT2G03690	Sp2g14510.1
OG0005962	AT5G56260	Sp6g18110.1
OG0005963	AT3G02140	Sp3g01210.1
OG0005964	AT3G50870	Sp5g11350.1
OG0005965	AT5G08150	Sp6g34800.1
OG0005966	AT1G55090	Sp1g40750.1
OG0005967	AT1G11755	Sp1g10370.1
OG0005968	AT5G02480	Sp6g40030.1
OG0005969	AT5G20670	Sp6g23820.1
OG0005970	AT2G29940	Sp4g12500.1
OG0005971	AT4G38260	Sp7g37460.1
OG0005972	AT4G30960	Sp7g28830.1
OG0005973	AT1G12730, AT1G63110	Sp2g01480.1
OG0005974	AT5G03150	Sp6g39570.1
OG0005975	AT2G29720	Sp4g17910.1
OG0005976	AT5G26130, AT4G33710	Sp7g31450.1
OG0005978	AT5G61380	Sp2g24590.1
OG0005979	AT3G23900	Sp3g21580.1
OG0005980	AT5G14440	Sp6g29580.1
OG0005981	AT2G36890	Sp4g19180.1
OG0005982	AT5G22030	Sp6g23160.1
OG0005983	AT5G53050	Sp7g25780.1, Sp6g15210.1
OG0005984	AT5G22090	Sp6g23100.1
OG0005985	AT2G37440	Sp4g19780.1
OG0005986	AT5G11730	Sp6g31870.1
OG0005987	AT5G59460	Sp6g21150.1
OG0005988	AT3G54650	Sp5g07800.1
OG0005989	AT5G65300	Sp2g28410.1
OG0005990	AT1G75490	Sp5g30620.1
OG0005991	AT5G56240	Sp6g18090.1
OG0005992	AT2G45340	Sp4g27380.1
OG0005993	AT5G23420	Sp2g23750.1
OG0005994	AT4G13430	Sp7g10990.1
OG0005995	AT3G04470	Sp3g03320.1
OG0005996	AT3G49750	Sp5g12330.1
OG0005997	AT4G17500	Sp7g16660.1
OG0005998	AT5G47320	Sp7g05780.1, Sp3g21530.1
OG0005999	AT5G65420	Sp2g28500.1
OG0006000	AT4G39410	Sp7g36450.1
OG0006001	AT1G04680	Sp1g03520.1
OG0006002	AT3G56290	Sp5g06210.1
OG0006003	AT1G54040	Sp1g40480.1, Sp1g40470.1
OG0006004	AT5G03680	Sp6g39040.1
OG0006005	AT5G35620	Sp7g06640.1
OG0006006	AT3G01670	Sp3g00380.1
OG0006007	AT2G34260	Sp4g16550.1
OG0006008	AT5G60980	Sp2g24290.1
OG0006009	AT5G16110	Sp6g28030.1
OG0006010	AT3G12490	Sp3g10620.1
OG0006011	AT5G02600	Sp6g39910.1
OG0006012	AT5G55940	Sp6g17790.1
OG0006013	AT1G17080	Sp1g15200.1
OG0006014	AT3G55960	Sp5g06570.1
OG0006015	AT4G09830	Sp6g07690.1
OG0006017	AT5G06150, AT1G34460	Sp6g36740.1
OG0006019	AT4G34490	Sp7g32280.1
OG0006020	AT1G10280	Sp1g08870.1
OG0006021	AT1G15820	Sp1g14130.1
OG0006022	AT4G24440	Sp7g22400.1
OG0006023	AT5G58230	Sp6g19890.1
OG0006024	AT5G65130	Sp2g28210.1
OG0006025	AT5G62960	Sp2g26100.1
OG0006026	AT1G08810	Sp1g07450.1
OG0006027	AT4G24150	Sp7g22110.1
OG0006028	AT5G13570	Sp6g30460.1
OG0006029	AT3G52110	Sp5g10180.1
OG0006030	AT1G50910	Sp1g37650.1
OG0006031	AT1G53190	Sp1g39770.1
OG0006032	AT3G12160	Sp3g10400.1
OG0006033	AT1G48050	Sp1g35020.1
OG0006034	AT3G13840	Sp3g12280.1
OG0006035	AT2G27090	SpUn0118_0020.1, Sp4g09740.1, SpUn0012_0090.1, SpUn0118_0010.1
OG0006037	AT5G57330	Sp6g19050.1
OG0006038	AT2G18250	Sp3g31670.1
OG0006039	AT3G19930	Sp3g17950.1
OG0006040	AT2G44860	Sp5g25120.1, Sp7g01420.1
OG0006041	AT4G17030	Sp7g17160.1
OG0006042	AT1G50000	Sp1g36840.1, SpUn0137_0040.1
OG0006043	AT1G17200	Sp1g15340.1
OG0006044	AT1G77250	Sp5g32420.1
OG0006045	AT2G28380	Sp4g11180.1
OG0006047	AT1G10840	Sp1g09540.1
OG0006048	AT5G50890	Sp6g13020.1
OG0006049	AT2G47730	Sp4g29660.1
OG0006050	AT3G49142	Sp5g12930.1
OG0006051	AT4G16690	Sp7g15320.1
OG0006052	AT5G10010	Sp6g33390.1
OG0006053	AT3G56910	Sp5g05680.1
OG0006054	AT3G12890	Sp3g11030.1
OG0006055	AT1G32200	Sp1g27880.1
OG0006057	AT3G26932	Sp2g16050.1
OG0006058	AT4G16090, AT2G45930	Sp4g28000.1
OG0006060	AT1G23980	Sp1g21260.1
OG0006061	AT3G13200	Sp3g11380.1
OG0006063	AT5G14020	Sp6g29980.1
OG0006064	AT4G11600	Sp6g05870.1
OG0006065	AT1G75690	Sp5g30800.1
OG0006066	AT1G59970	Sp2g04640.1
OG0006068	AT3G07660	Sp3g06600.1
OG0006069	AT5G07440	Sp6g35430.1
OG0006070	AT5G10280	Sp6g33150.1
OG0006071	AT5G19980	Sp6g24400.1
OG0006072	AT3G21250	Sp3g19280.1
OG0006073	AT2G17120	Sp3g30450.1
OG0006076	AT5G63010	Sp2g26140.1
OG0006077	AT4G33250	Sp7g31000.1
OG0006078	AT5G06270	Sp6g36590.1
OG0006079	AT3G50780, AT2G24692	Sp5g11450.1
OG0006080	AT2G20920	Sp4g00110.1
OG0006081	AT4G24820	Sp7g22810.1
OG0006082	AT5G54790	Sp6g16730.1
OG0006083	AT3G18360	Sp3g16470.1
OG0006085	AT1G67050	SpUn0149_0010.1, SpUn0173_0010.1
OG0006086	AT1G77710	Sp5g32880.1
OG0006087	AT2G36360	Sp4g18640.1
OG0006088	AT5G58500	Sp6g20190.1
OG0006089	AT4G19700, AT2G12290	Sp7g18300.1
OG0006090	AT4G23430, AT4G23420	Sp7g21330.1
OG0006091	AT3G18830	Sp3g16920.1
OG0006092	AT4G19540	Sp7g18120.1
OG0006093	AT2G38090	Sp4g20410.1
OG0006094	AT3G02830	Sp3g01860.1
OG0006095	AT5G10020	Sp6g33380.1
OG0006096	AT3G16870	Sp3g15120.1
OG0006097	AT3G61200	Sp5g02170.1
OG0006098	AT2G34200	Sp4g16510.1
OG0006099	AT3G21740	Sp3g19740.1
OG0006100	AT5G65480	Sp2g28560.1
OG0006101	AT1G30870	Sp1g26770.1
OG0006102	AT1G02660	Sp1g01650.1
OG0006103	AT4G37400	Sp7g35060.1
OG0006104	AT1G76750	Sp5g31900.1
OG0006106	AT2G15670, AT3G51670	Sp5g10590.1
OG0006108	AT4G31140	Sp7g29020.1
OG0006109	AT5G24800	Sp2g22650.1
OG0006111	AT4G30993	Sp7g28870.1
OG0006112	AT4G24830	Sp7g22820.1
OG0006113	AT3G60830	Sp5g02420.1
OG0006115	AT4G06534, AT4G06536	Sp6g10670.1, Sp6g10680.1
OG0006116	AT3G57450	Sp5g05150.1
OG0006117	AT3G11800	Sp3g10020.1
OG0006118	AT1G30040	Sp1g25910.1
OG0006119	AT1G59590	Sp2g04990.1
OG0006120	AT1G25260	Sp1g23030.1
OG0006121	AT1G14990	Sp1g13380.1
OG0006122	AT4G12250	Sp6g05310.1
OG0006123	AT4G14750	Sp7g12880.1
OG0006124	AT1G47810, AT1G47800	Sp2g03550.1
OG0006125	AT3G06350	Sp3g05260.1
OG0006126	AT3G18215	Sp3g16330.1
OG0006127	AT5G67220	Sp2g29450.1
OG0006128	AT2G23660	Sp4g02600.1, Sp4g02620.1
OG0006130	AT1G16530	Sp1g14700.1
OG0006132	AT4G10340	Sp6g07090.1
OG0006133	AT1G76660	Sp5g31820.1
OG0006134	AT1G07473, AT1G07476	Sp1g06210.1
OG0006135	AT5G54680	Sp6g16640.1
OG0006136	AT5G07630	Sp6g35240.1
OG0006137	AT5G20970	Sp6g23550.1
OG0006138	AT3G03970	Sp3g02940.1
OG0006139	AT3G25100	Sp3g22680.1
OG0006140	AT1G62400	Sp2g02210.1
OG0006141	AT4G33420	Sp7g31120.1
OG0006142	AT3G57280	Sp5g05320.1
OG0006143	AT1G12980	Sp1g11540.1
OG0006144	AT5G58970	Sp6g20670.1
OG0006145	AT5G37530	Sp7g04620.1
OG0006146	AT5G16560	Sp6g27600.1
OG0006147	AT1G59700, AT1G59670	Sp2g04860.1
OG0006148	AT1G13790	Sp7g00930.1, Sp7g00920.1, Sp1g12150.1
OG0006149	AT5G35917, AT5G05260	Sp6g37570.1
OG0006150	AT4G18510	SpUn0835_0010.1, SpUn0467_0010.1
OG0006151	AT3G61160	Sp5g02220.1
OG0006152	AT2G29710, AT2G29730	Sp4g12430.1
OG0006153	AT1G75390	Sp5g30530.1
OG0006154	AT3G12900	Sp3g11040.1
OG0006156	AT1G31500	Sp1g27300.1
OG0006157	AT3G25120	Sp3g22710.1
OG0006159	AT5G63860	Sp2g26920.1
OG0006160	AT1G36280, AT4G18440	Sp7g15590.1
OG0006161	AT5G07020	Sp6g35860.1
OG0006162	AT1G71940	Sp5g27010.1
OG0006163	AT5G13670	Sp6g30350.1
OG0006164	AT3G54290	Sp5g08100.1
OG0006165	AT4G37295	Sp7g34960.1
OG0006166	AT3G10985	Sp3g09320.1
OG0006167	AT5G51020	Sp7g23070.1, Sp6g13170.1
OG0006168	AT2G44820	Sp4g26910.1, Sp2g10980.1
OG0006169	AT5G17230	Sp6g27000.1
OG0006170	AT5G19790	Sp6g24610.1
OG0006171	AT4G24930	Sp7g22910.1
OG0006172	AT1G19300	Sp1g17200.1
OG0006173	AT2G20280	Sp3g33510.1
OG0006174	AT3G15355	Sp3g13590.1
OG0006175	AT1G50560, AT1G50520	Sp1g37370.1
OG0006176	AT5G48270	Sp2g18630.1
OG0006177	AT1G15420	Sp1g13790.1
OG0006178	AT1G09960	Sp1g08620.1
OG0006179	AT2G38670	Sp4g21010.1
OG0006180	AT5G21960	Sp6g23230.1
OG0006181	AT5G62280	Sp2g25480.1
OG0006182	AT4G13830	Sp7g11630.1
OG0006183	AT1G26750	Sp1g22060.1
OG0006184	AT5G04530	SpUn0377_0010.1
OG0006186	AT2G28920	Sp1g06310.1, Sp4g11730.1
OG0006188	AT5G52180	Sp6g14430.1
OG0006191	AT5G14330	Sp6g29170.1
OG0006192	AT3G27160	Sp2g16270.1
OG0006193	AT5G02110	Sp6g40330.1
OG0006194	AT5G52900	Sp6g15070.1
OG0006195	AT1G68590	Sp5g23700.1
OG0006196	AT4G17810	Sp7g16290.1
OG0006197	AT1G68320	Sp5g23370.1
OG0006198	AT3G24090	Sp3g21850.1
OG0006199	AT1G72310	Sp5g27380.1
OG0006200	AT1G49560	Sp1g36430.1
OG0006201	AT5G58060	Sp6g19730.1
OG0006202	AT5G21280	Sp6g23210.1
OG0006203	AT4G35320	Sp7g33120.1
OG0006204	AT2G43180	Sp4g25300.1
OG0006205	AT5G55960	Sp6g17810.1
OG0006206	AT5G23800, AT5G23780, AT5G23770	Sp6g06690.1
OG0006207	AT4G01410	Sp6g01360.1
OG0006208	AT3G60380	Sp5g02840.1, SpUn0080_0020.1
OG0006209	AT3G56950	Sp5g05640.1
OG0006210	AT4G16650	Sp7g15265.1
OG0006211	AT5G60910	Sp2g24220.1
OG0006212	AT3G50630	Sp5g11590.1
OG0006213	AT3G15110	Sp3g13310.1
OG0006214	AT3G10960	Sp3g09290.1
OG0006215	AT5G49690	Sp6g06670.1, Sp1g28090.1
OG0006216	AT2G30530	Sp4g13080.1
OG0006217	AT2G01500	Sp2g12950.1
OG0006218	AT2G46080	Sp4g28140.1
OG0006219	AT5G45040	Sp2g09820.1
OG0006220	AT1G69380	Sp5g24430.1
OG0006221	AT1G77690	Sp5g32860.1
OG0006222	AT1G52630	Sp1g39180.1
OG0006223	AT3G12800, AT1G36580, AT2G07640	Sp3g10955.1, Sp3g10960.1
OG0006224	AT5G02430	Sp7g08760.1
OG0006225	AT1G32370	Sp1g28510.1
OG0006226	AT1G08510	Sp1g07170.1
OG0006227	AT5G54590	Sp6g16550.1
OG0006228	AT1G72490	Sp5g27570.1
OG0006230	AT5G43960	Sp2g08780.1
OG0006231	AT5G45100	Sp2g09880.1
OG0006232	AT3G11110	Sp3g09430.1
OG0006233	AT5G03510	Sp6g39240.1
OG0006234	AT4G14746	Sp7g12860.1
OG0006235	AT3G52450	Sp5g09850.1
OG0006236	AT1G14710	Sp1g13150.1
OG0006237	AT5G20180	Sp6g24220.1
OG0006238	AT3G61730, AT5G36000	Sp5g01640.1
OG0006239	AT1G63700	Sp2g00950.1
OG0006240	AT5G43155, AT5G43160	Sp2g07940.1
OG0006241	AT5G41350	SpUn0010_0070.1, Sp7g00590.1
OG0006242	AT1G21340	Sp1g18890.1
OG0006243	AT5G64020, AT2G37720	Sp2g27090.1
OG0006245	AT3G21710	Sp3g19720.1
OG0006246	AT5G25510	Sp2g22020.1
OG0006247	AT1G17380	SpUn0033_0020.1, Sp1g15530.1
OG0006248	AT5G60620	Sp7g33030.1
OG0006249	AT1G30700	Sp1g26600.1
OG0006250	AT5G67190	Sp2g29480.1
OG0006251	AT5G12260	Sp6g31370.1, Sp6g31380.1
OG0006252	AT1G16780, AT1G78920	Sp5g33950.1
OG0006253	AT1G65420	Sp5g20150.1
OG0006254	AT3G62600	Sp5g00900.1
OG0006255	AT3G49100	Sp5g12980.1
OG0006256	AT1G13360	Sp1g11860.1
OG0006257	AT3G16000	Sp3g14350.1
OG0006258	AT2G19690	Sp3g33030.1
OG0006259	AT2G25970	Sp4g05870.1
OG0006260	AT1G75900	Sp5g31030.1
OG0006261	AT3G04280	Sp3g03180.1
OG0006262	AT3G12300	Sp3g10520.1
OG0006263	AT1G30690	Sp1g26590.1
OG0006264	AT2G25840	Sp4g05700.1
OG0006265	AT4G35790	Sp7g33580.1
OG0006266	AT1G80600	Sp5g35170.1
OG0006267	AT4G11820	Sp6g05630.1
OG0006268	AT5G11920	Sp6g31670.1
OG0006269	AT3G27700	Sp2g16820.1
OG0006270	AT5G08110	Sp6g34850.1
OG0006271	AT1G21500	Sp1g19030.1
OG0006272	AT1G51340	Sp1g38000.1
OG0006273	AT5G20190	Sp6g24210.1
OG0006274	AT3G14180	Sp3g12430.1
OG0006275	AT1G21460	Sp1g19000.1
OG0006276	AT3G54750	Sp5g07700.1
OG0006277	AT1G16920	Sp1g15060.1
OG0006278	AT1G18740	Sp1g16750.1
OG0006279	AT5G60800	Sp6g22380.1
OG0006281	AT4G35490	Sp7g33270.1
OG0006282	AT1G51640	Sp1g38280.1
OG0006283	AT1G13740	Sp1g12180.1
OG0006284	AT1G72160	Sp5g27240.1
OG0006285	AT4G38120	Sp7g37630.1
OG0006286	AT2G15695	Sp3g28970.1
OG0006287	AT3G18050	Sp3g16170.1
OG0006288	AT5G62850	Sp2g26000.1
OG0006289	AT3G07070	Sp2g19220.1
OG0006290	AT4G30850	Sp7g28730.1
OG0006291	AT1G08650	Sp1g07310.1
OG0006292	AT3G57120	Sp5g05450.1
OG0006293	AT5G04320	Sp6g38420.1
OG0006294	AT5G28770	Sp2g20050.1
OG0006295	AT5G16840	Sp6g27280.1
OG0006296	AT3G44050	Sp5g17250.1
OG0006297	AT4G18020	Sp7g16100.1
OG0006298	AT3G23620	Sp3g21310.1
OG0006299	AT1G19850	Sp1g17650.1
OG0006300	AT4G18770	Sp7g17470.1
OG0006301	AT5G25610	Sp2g21920.1
OG0006302	AT2G44050	Sp4g26130.1
OG0006303	AT3G56010	Sp5g06520.1
OG0006304	AT5G57630, AT5G57565	Sp6g19330.1
OG0006305	AT4G00955, AT2G23450	Sp4g02450.1
OG0006306	AT5G27300, AT2G27790	Sp4g10620.1
OG0006307	AT5G61340	Sp2g24550.1
OG0006308	AT2G47050	Sp4g29040.1
OG0006309	AT5G52060	Sp6g14320.1
OG0006310	AT1G29260	Sp1g25120.1
OG0006311	AT5G11470	Sp2g21930.1, Sp6g32130.1
OG0006312	AT1G12350, AT5G02080	Sp6g40350.1
OG0006313	AT5G11970	Sp6g31620.1
OG0006314	AT5G63320	Sp2g26440.1
OG0006316	AT2G18400	SpUn0030_0020.1, Sp3g31810.1
OG0006317	AT1G17680	Sp1g15780.1, Sp4g05220.1
OG0006318	AT3G62390	Sp5g01020.1
OG0006319	AT1G20180	Sp1g17950.1
OG0006320	AT2G43465	Sp4g25550.1
OG0006321	AT3G23820	Sp3g21540.1
OG0006322	AT2G43970	Sp4g26060.1
OG0006323	AT4G37180	Sp7g34610.1
OG0006325	AT3G13980	Sp3g12230.1
OG0006326	AT1G16570	Sp1g14730.1
OG0006327	AT3G54470	Sp5g07950.1
OG0006328	AT5G15290	Sp4g18340.1, Sp6g28780.1
OG0006329	AT3G10260	Sp3g08530.1
OG0006330	AT2G01110	Sp2g12580.1
OG0006331	AT2G40120	Sp4g22470.1
OG0006332	AT4G32950	Sp7g30730.1
OG0006333	AT5G14230	Sp6g29800.1
OG0006335	AT1G13260	Sp1g11770.1
OG0006336	AT5G49650	SpUn0078_0010.1, SpUn0134_0020.1, SpUn0057_0010.1, SpUn0011_0010.1
OG0006337	AT5G63140	Sp2g26270.1
OG0006338	AT2G44500	Sp4g26590.1
OG0006339	AT5G56420	Sp6g18235.1, Sp6g18240.1
OG0006340	AT2G28350	Sp4g11140.1
OG0006341	AT2G33360	Sp4g15670.1
OG0006342	AT3G60220	Sp5g03000.1
OG0006343	AT2G20300	Sp3g33550.1
OG0006344	AT4G29960	Sp7g27770.1
OG0006345	AT3G17465	Sp3g15640.1
OG0006346	AT4G15480	Sp7g13720.1
OG0006347	AT5G64530	Sp2g27610.1
OG0006348	AT5G15680	Sp6g28440.1
OG0006349	AT1G77405	Sp5g32560.1
OG0006350	AT1G75500	Sp5g30630.1
OG0006351	AT4G30010	Sp7g27810.1
OG0006352	AT2G46340	Sp4g28380.1
OG0006353	AT3G60530	Sp5g02690.1
OG0006354	AT1G30380	Sp1g26220.1
OG0006355	AT5G02460	Sp6g40050.1
OG0006356	AT3G12260	Sp3g10480.1
OG0006357	AT4G15770	Sp7g14130.1
OG0006358	AT3G63430	Sp5g00120.1
OG0006359	AT4G10380	Sp6g07050.1
OG0006360	AT1G20650	Sp1g18370.1
OG0006361	AT1G77100	Sp5g32220.1
OG0006362	AT1G19870	Sp1g17670.1
OG0006364	AT1G47720	Sp1g34710.1
OG0006365	AT5G27820	Sp1g06410.1, Sp2g20940.1
OG0006366	AT1G08450	Sp1g07090.1
OG0006367	AT2G33410	Sp4g15730.1
OG0006368	AT4G28340, AT4G28330	Sp7g26290.1
OG0006369	AT1G05280	Sp1g04130.1
OG0006370	AT1G24625	Sp1g23140.1
OG0006371	AT1G15350	Sp1g13670.1
OG0006372	AT2G34810	Sp4g17090.1
OG0006373	AT5G48350, AT3G62320	Sp5g01070.1
OG0006374	AT4G23620	Sp7g21540.1
OG0006375	AT1G02580	Sp1g01600.1
OG0006376	AT3G26350	Sp2g15500.1
OG0006377	AT2G33435	Sp4g15780.1
OG0006378	AT5G49120	Sp2g19470.1
OG0006379	AT5G53210	Sp6g15390.1
OG0006380	AT1G59750	Sp2g04790.1
OG0006381	AT4G10680, AT3G29380	Sp2g17970.1
OG0006382	AT1G53300	Sp1g39880.1
OG0006383	AT1G65450	Sp5g20230.1
OG0006384	AT5G08370	Sp6g34575.1
OG0006385	AT5G01220	Sp6g40570.1
OG0006386	AT3G54740	Sp5g07710.1
OG0006387	AT1G20760	Sp1g18460.1
OG0006388	AT5G46720	Sp2g11530.1, SpUn0036_0080.1
OG0006389	AT1G27150	Sp1g21620.1
OG0006390	AT1G80460	Sp5g35360.1
OG0006391	AT1G65270	Sp7g05900.1, Sp5g19940.1
OG0006392	AT2G38650	Sp4g20990.1
OG0006393	AT5G41480	Sp7g00510.1
OG0006394	AT5G05990	Sp6g36890.1
OG0006395	AT5G57030	Sp6g18740.1
OG0006396	AT1G31130	Sp1g26960.1
OG0006397	AT3G26890	Sp2g16010.1
OG0006398	AT2G43640	Sp4g25740.1
OG0006399	AT2G43140	Sp4g25270.1
OG0006400	AT1G78590	Sp5g33680.1
OG0006401	AT2G27180	Sp4g09980.1
OG0006402	AT1G08910	Sp1g07530.1
OG0006403	AT2G39670	Sp4g21930.1
OG0006405	AT1G55270	Sp1g40940.1
OG0006406	AT3G57440	Sp5g05160.1
OG0006407	AT3G29034	Sp2g17670.1
OG0006408	AT3G54220	Sp5g08180.1
OG0006409	AT3G53850	Sp5g08530.1
OG0006410	AT3G62300	Sp5g01090.1
OG0006411	AT5G20100	Sp6g24310.1
OG0006412	AT2G36000	Sp4g18260.1
OG0006413	AT5G38530	Sp7g03530.1
