Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0004460	AT3G07880	Csa15g009610, Csa01g008950, Csa19g011660, Csa19g011640, Csa19g011650
OG0004461	AT1G35750	Csa17g065950, Csa14g047100, Csa03g039220
OG0004462	AT2G39340	Csa05g013900, Csa06g043320, Csa04g053330
OG0004463	AT1G29750	Csa17g042690, Csa03g032930, Csa14g037330
OG0004464	AT4G28530	Csa12g021980, Csa16729s010, Csa10g014090, Csa11g015230
OG0004465	AT1G09620	Csa14g011030
OG0004466	AT1G09970	Csa17g013600, Csa03g013410, Csa14g011480
OG0004467	AT2G33450	Csa07g007930, Csa05g022960, Csa16g007790
OG0004468	AT1G48020	Csa03g051780, Csa14g051950, Csa17g076460
OG0004469	AT3G61700	Csa05g093830
OG0004469	AT2G46420	Csa06g052910, Csa04g065470, Csa05g002780
OG0004470	AT5G61070	Csa11g094920
OG0004470	AT5G61060	Csa11g094900
OG0004471	AT5G44090	Csa20g070130, Csa20g057190, Csa11g070620
OG0004472	AT2G36730	Csa04g050290, Csa05g017160, Csa06g039380
OG0004473	AT4G13710	Csa12g061740
OG0004474	AT1G73530	Csa09g078050, Csa07g040720, Csa16g036260
OG0004475	AT4G30500	Csa12g065850
OG0004475	AT2G23940	Csa16g045560, Csa07g053870, Csa09g088050
OG0004476	AT4G30420	Csa10g012100, Csa12g016740, Csa11g012970
OG0004477	AT3G06470	Csa19g010130, Csa01g007510
OG0004478	AT5G60230	Csa18g033570, Csa02g067180
OG0004478	AT3G45590, AT3G45577	Csa04g026290, Csa09g039640, Csa06g019330
OG0004479	AT1G22030	Csa17g028910, Csa03g025910, Csa14g027250
OG0004480	AT5G44600	Csa18g008730
OG0004480	AT5G44590	Csa18g008710
OG0004481	AT1G16670	Csa17g022230, Csa03g020400, Csa14g020740
OG0004482	AT1G76340	Csa07g047880, Csa07g047870, Csa16g040460, Csa09g081050
OG0004483	AT1G05760	Csa17g009150, Csa03g007170, Csa14g007110
OG0004484	AT1G62810	Csa16g055520, Csa09g097490, Csa07g064150
OG0004486	AT2G40910	Csa04g057530, Csa05g009500, Csa04g057890
OG0004486	AT2G40925, AT2G40920	Csa04g055320, Csa05g011760, Csa06g045370
OG0004487	AT1G69750, AT1G66590	Csa05g087590
OG0004488	AT5G60030	Csa02g065840, Csa18g033320, Csa11g093940
OG0004488	AT1G75335	Csa16g039230, Csa07g046800, Csa09g079940
OG0004489	AT1G74810	Csa16g038700, Csa07g046240, Csa09g079390
OG0004489	AT1G15460	Csa17g021050
OG0004490	AT1G72250	Csa07g022070, Csa09g075720, Csa16g034880, Csa07g039250, Csa07g022040
OG0004491	AT1G07830	Csa17g011260, Csa03g011280, Csa14g009230
OG0004492	AT5G37190, AT4G00930	Csa12g074570, Csa11g050920, Csa10g040730
OG0004493	AT2G02160	Csa09g004550, Csa04g007760, Csa06g002320, Csa06g002330, Csa06g002310, Csa06g002340
OG0004494	AT3G18210	Csa01g020970, Csa19g025530, Csa15g024700
OG0004495	AT3G52430	Csa09g059540, Csa06g026760, Csa04g038290
OG0004496	AT5G48480	Csa08g027680, Csa20g041360, Csa11g074610, Csa18g014570
OG0004497	AT4G22300	Csa10g020880, Csa12g034640, Csa11g023900
OG0004497	AT4G22305	Csa12g034620
OG0004498	AT5G14470	Csa20g021010, Csa13g017290, Csa08g006500
OG0004498	AT3G01640	Csa10g042490, Csa19g001290
OG0004499	AT2G44930	Csa06g051330, Csa04g062820, Csa05g004340
OG0004500	AT1G74550	Csa07g045970, Csa09g079140
OG0004500	AT1G74540	Csa09g079130, Csa07g045950, Csa15649s010
OG0004501	AT3G01770	Csa08819s010, Csa04514s010, Csa19g001170
OG0004501	AT5G14270	Csa20g020810, Csa08g006310, Csa13g017070
OG0004502	AT5G01630, AT4G00020	Csa20g001390, Csa08g063290
OG0004504	AT4G35180	Csa08663s010, Csa12g008410, Csa11g006680, Csa10g006960, Csa11g006540
OG0004505	AT1G77350	Csa09g084090, Csa16g041520, Csa07g049980
OG0004506	AT5G62200	Csa18g035610, Csa11g099020, Csa02g070280
OG0004507	AT3G23550	Csa15g044660
OG0004507	AT3G23560	Csa19g034050
OG0004508	AT2G32560	Csa07g010070, Csa05g024300, Csa16g008840, Csa18062s010
OG0004508	AT2G26850	Csa07g060420, Csa05g044320, Csa16g051030
OG0004509	AT5G54920	Csa02g057310, Csa18g026220, Csa11g088020
OG0004509	AT4G26990	Csa11g017200, Csa12g024900
OG0004510	AT5G41650	Csa11g060190, Csa02g055050
OG0004510	AT1G64185	Csa09g099030, Csa16g056900
OG0004511	AT1G68750	Csa16g029070
OG0004512	AT1G43040	Csa17g069340, Csa14g048690, Csa03g044520
OG0004512	AT5G42410	Csa18g012560, Csa11g073620, Csa20g063150
OG0004513	AT5G58290	Csa18g031440, Csa02g062880, Csa11g091950
OG0004514	AT4G39140	Csa12g001970, Csa10g001890, Csa11g002080
OG0004515	AT1G15990	Csa07017s010, Csa17g021580, Csa14g020120, Csa03g019800
OG0004516	AT4G23320	Csa10g019850, Csa11g022600, Csa12g032140
OG0004517	AT3G15518	Csa19g022290
OG0004518	AT2G33390	Csa05g023060, Csa16g007870, Csa07g008000
OG0004519	AT4G32551	Csa12g013460, Csa10g009850, Csa11g010680
OG0004520	AT4G33000	Csa12g011860, Csa10g009270, Csa11g010160
OG0004521	AT5G58160	Csa02g062740, Csa18g031330, Csa02g062730, Csa11g091830
OG0004522	AT1G77145, AT1G77160	Csa16g041350, Csa09g083880, Csa07g049770
OG0004523	AT3G15352	Csa01g017930, Csa15g019880, Csa19g022100
OG0004524	AT1G26355	Csa03g029200, Csa14g032440, Csa17g034570
OG0004524	AT1G69230	Csa05g085910, Csa07g035900, Csa16g030540
OG0004525	AT2G42610	Csa05g008960, Csa06g048770, Csa08978s010, Csa04g059200
OG0004526	AT1G65483	Csa15g001940
OG0004526	AT1G13825	Csa20g003990, Csa13g003910, Csa02g039240
OG0004527	AT1G25440	Csa03g029650, Csa17g035050, Csa14g033960
OG0004528	AT5G12870	Csa13g015420, Csa20406s010, Csa08g004720, Csa20g018170
OG0004529	AT1G78900	Csa16g048450, Csa07g057910, Csa09g093080
OG0004530	AT1G73790	Csa16g036610, Csa09g078350
OG0004530	AT4G09550	Csa08g037330, Csa02g028500, Csa13g043460
OG0004531	AT1G21970	Csa31362s010, Csa17g028800, Csa14g027200, Csa03g025850
OG0004532	AT1G27120	Csa03g028330, Csa14g031460, Csa17g033620
OG0004533	AT1G20890	Csa03g024750
OG0004534	AT1G21660	Csa03g025520, Csa14g026930, Csa17g028410
OG0004535	AT5G49520	Csa02g035670, Csa18g018890, Csa11g078830
OG0004536	AT3G58840	Csa04g046360, Csa09g071460, Csa06g036590
OG0004537	AT5G20890	Csa13g024790, Csa08g014670, Csa20g032880
OG0004538	AT1G65210	Csa00517s100
OG0004538	AT4G38030	Csa11g003450, Csa10g003090
OG0004539	AT2G43880	Csa05g006410, Csa05g006420
OG0004540	AT1G44180	Csa03g046900
OG0004540	AT1G44820	Csa14g049490, Csa03g047140
OG0004541	AT3G28956, AT5G62950	Csa11g099800, Csa18g036400, Csa02g071160
OG0004542	AT1G72040	Csa16g034700, Csa09g075400
OG0004543	AT3G48430	Csa04g033560
OG0004544	AT5G61720	Csa02g069680, Csa18g035100, Csa11g097570, Csa02g069690, Csa18g035090
OG0004545	AT1G05650	Csa17g009030, Csa14g007000, Csa03g007040
OG0004545	AT1G05660	Csa17g009040, Csa14g007010, Csa03g007050
OG0004546	AT1G31812	Csa03g036140, Csa17g050040, Csa14g041770
OG0004547	AT1G31870	Csa03g036260, Csa14g041850, Csa17g050140
OG0004548	AT4G33980	Csa12g009720, Csa11g009020, Csa10g008240
OG0004549	AT3G61390	Csa16g003370, Csa07g003470
OG0004550	AT1G19640	Csa05g030350, Csa07g011880, Csa17g025440, Csa03g023430, Csa14g024910
OG0004551	AT3G20570	Csa19g028530, Csa15g030880
OG0004552	AT1G64980	Csa09g032860, Csa06g015540, Csa04g022610, Csa00608s010, Csa07g019880, Csa00512s010
OG0004553	AT5G46290	Csa11g065710, Csa18g003740
OG0004554	AT1G02050	Csa03g001170, Csa04091s010, Csa17g002530
OG0004554	AT4G00040	Csa08g001050, Csa13g057430
OG0004555	AT4G30780	Csa10g011750, Csa11g012600, Csa12g016360
OG0004556	AT5G45770	Csa18g005450, Csa20g077620, Csa11g066380
OG0004556	AT4G18760	Csa12g043050
OG0004557	AT1G60989	Csa09g095500, Csa16g052870, Csa07g062130
OG0004557	AT1G60985, AT1G60987, AT1G60986	Csa16g052860
OG0004558	AT4G28240	Csa10g014420, Csa11g015650, Csa10g014440, Csa12g022340, Csa06372s010
OG0004559	AT3G46020	Csa09g041090
OG0004559	AT5G59860	Csa18g033160, Csa02g065640
OG0004560	AT3G12780	Csa15g016750, Csa19g017010, Csa01g013920
OG0004561	AT2G15400, AT2G15430	Csa01g035970, Csa19g046520, Csa15g071420
OG0004562	AT3G08770	Csa01g009410, Csa15g010030, Csa19g012130
OG0004562	AT5G01870	Csa20g001130, Csa13g001050
OG0004563	AT2G22500	Csa09g086820, Csa07g052590, Csa16g044250
OG0004564	AT4G36470	Csa12g004970, Csa10g004760, Csa11g005280, Csa12g004980
OG0004565	AT5G36250	Csa11g045420, Csa12g072140, Csa10g040330
OG0004566	AT5G11630	Csa13g014430, Csa08g002770, Csa20g017160
OG0004567	AT3G21760	Csa15g032280, Csa01g024940
OG0004568	AT2G18170	Csa01g041290, Csa15g076660, Csa19g057750
OG0004569	AT5G53440	Csa18g024460, Csa02309s010, Csa02g049750, Csa11g085260
OG0004570	AT4G24840	Csa10g018140, Csa11g019800
OG0004571	AT5G14030	Csa08g006040, Csa13g016800, Csa20g020490
OG0004572	AT4G22710	Csa12g034160, Csa10g020480, Csa11g023550
OG0004573	AT5G13220	Csa20g018590, Csa13g015820, Csa08g005100, Csa20g018580
OG0004574	AT1G71960	Csa09g075310, Csa07g038910, Csa16g034610
OG0004575	AT1G68140	Csa07g033550, Csa16g028010, Csa05g083170, Csa07081s010
OG0004576	AT4G20380	Csa12g038910, Csa11g025840, Csa10g022840
OG0004577	AT1G69420	Csa16g030780, Csa07g036100, Csa05g086130
OG0004578	AT3G09230	Csa01g009950, Csa19g012680, Csa15g010590
OG0004579	AT3G20740	Csa19g028710, Csa01g023810, Csa02080s010, Csa15g031090
OG0004580	AT4G34410	Csa12g009210, Csa10g007750, Csa11g007540
OG0004581	AT5G16790	Csa08g008990, Csa13g019600, Csa20g024710
OG0004581	AT3G02950	Csa19g005090, Csa01g002600, Csa15g002670
OG0004582	AT2G40000	Csa06g044200, Csa04g054180, Csa05g012940
OG0004583	AT2G19130	Csa15g079880, Csa01g042340, Csa11840s010, Csa19g056200
OG0004584	AT5G54062	Csa02g051090
OG0004584	AT5G53742	Csa04g052640
OG0004585	AT3G21690	Csa19g029830, Csa01g024810
OG0004586	AT3G28180	Csa09g017350, Csa06g009370, Csa04g016320
OG0004587	AT2G32980	Csa16g008320, Csa07g008550, Csa05g023590
OG0004588	AT1G53130	Csa14g063480, Csa14g063490, Csa03g060270, Csa17g093380
OG0004589	AT4G04780	Csa08g048810, Csa02g011260, Csa13g052640
OG0004590	AT3G55430	Csa09g067420, Csa06g030050, Csa04g041690
OG0004591	AT5G44570	Csa11g069630
OG0004591	AT5G44568, AT1G22890	Csa14g028100, Csa17g029860
OG0004592	AT1G53210	Csa14g063730, Csa17g093520, Csa03g060440
OG0004593	AT3G18310	Csa01g021140, Csa19g025680, Csa15g024830
OG0004594	AT1G09320	Csa14g010740, Csa03g012690, Csa16796s010, Csa17g012800, Csa17g012810, Csa00441s230
OG0004596	AT1G58050	Csa07g019480
OG0004596	AT1G58060	Csa05g066120, Csa16g018710, Csa07g019470
OG0004597	AT5G56170	Csa02g059060, Csa18g028860, Csa11g089500
OG0004598	AT3G45750	Csa04g027380, Csa04g026370, Csa09g039810, Csa06g019490, Csa16g023670
OG0004599	AT2G44940	Csa06g051340, Csa04g062830, Csa05g004330
OG0004600	AT1G72880	Csa16g035610, Csa07g040050, Csa09g077450
OG0004601	AT5G26710	Csa08g024370, Csa08g024390, Csa08g024350, Csa06g015240
OG0004602	AT3G07270	Csa15g009010, Csa01g008290, Csa19g011000
OG0004603	AT4G30790	Csa11g012590, Csa11g012580, Csa12g016350, Csa10g011740
OG0004604	AT2G43280	Csa06g049510, Csa04g060890, Csa04g060870, Csa05g007190
OG0004605	AT2G41660	Csa05g010000, Csa06g047600, Csa04g056110
OG0004606	AT2G30210	Csa16g014690
OG0004607	AT1G24240, AT4G11630, AT5G11750	Csa13g014600, Csa08g002930, Csa20g017330
OG0004608	AT1G80840, AT3G32090	Csa16g049540, Csa09g094090, Csa07g058980
OG0004609	AT2G46620	Csa05g002540, Csa06g053130, Csa04g065720
OG0004610	AT4G14660	Csa11g037290, Csa11g035520, Csa10g031190, Csa11g091180, Csa11g036620, Csa12g057150, Csa11g036630, Csa20g017600, Csa14g058920, Csa10g031800
OG0004611	AT1G15790	Csa03g019560
OG0004612	AT3G61460	Csa16g003450, Csa07g003360, Csa05g093440
OG0004614	AT2G30300	Csa05g033440, Csa07g012870, Csa16g014590
OG0004615	AT1G18950	Csa17g024760, Csa03g022820
OG0004616	AT3G57030	Csa06g009540, Csa04g016550, Csa09g018550, Csa09g018540, Csa09g069480, Csa06g032750, Csa04g043430, Csa06g032760, Csa09g069500, Csa04g043440
OG0004617	AT3G61520, AT5G28370, AT5G28460	Csa07g003290, Csa05g093500, Csa16g003490
OG0004618	AT4G22720	Csa10g028240, Csa12g034140, Csa11g030940, Csa11g023520, Csa10g020460, Csa10g028230, Csa01g043930, Csa01821s020, Csa19g048340
OG0004619	AT1G36340	Csa07g065750, Csa17g065850, Csa17g065860, Csa05g025610, Csa14g047040
OG0004620	AT2G30280	Csa16g014610, Csa05g033470, Csa07g012890, Csa20g041450, Csa18g014640, Csa11g074680
OG0004621	AT2G31980	Csa07g010830, Csa05g028070, Csa16g009530
OG0004622	AT1G24430	Csa17g035760, Csa20953s010, Csa03g030310, Csa27411s010
OG0004623	AT5G03905	Csa13g004010, Csa08g060580, Csa20g005100, Csa17g037400, Csa15g057390, Csa17g068120
OG0004624	AT5G09920	Csa20g013120, Csa08g054720, Csa13g011630
OG0004625	AT5G60400	Csa02g067340, Csa18g033730, Csa11g094250
OG0004626	AT1G14060	Csa03g017790, Csa17g019450, Csa14g017020
OG0004627	AT3G15510	Csa15g020050, Csa01g018100, Csa19g022280
OG0004628	AT1G48320	Csa17g078910, Csa27266s010, Csa03g053090
OG0004629	AT2G17950	Csa01g039720, Csa15g076390, Csa01g039690, Csa19g054930
OG0004630	AT5G27220	Csa20g055960, Csa08g028430
OG0004631	AT1G73325	Csa07g040510, Csa09g077890, Csa16g036040
OG0004632	AT5G58003	Csa11g091670, Csa06g054420, Csa05g001260, Csa04g068010, Csa18g031130, Csa18g031150
OG0004633	AT2G40750	Csa05g011960, Csa06g045180, Csa04g055100, Csa05g011950
OG0004634	AT4G12130	Csa08g044480, Csa13g050420, Csa02g015740
OG0004635	AT3G54000	Csa09g062460, Csa04g040030, Csa06g028480, Csa15g016360
OG0004636	AT1G21010	Csa17g026900, Csa03g024880, Csa14g026210
OG0004639	AT2G06020	Csa15g058660, Csa01g038260, Csa01g038270, Csa19g040750, Csa19g040770, Csa15g058670
OG0004640	AT5G02730	Csa20g002760, Csa08g061890, Csa13g002570
OG0004640	AT3G09590	Csa01g010380, Csa15g010990, Csa19g013060
OG0004641	AT4G00231	Csa14g051740, Csa03g051530, Csa03g051520, Csa17g074260, Csa00780s020, Csa13g057170, Csa02g001290, Csa08g001310
OG0004642	AT1G27420	Csa03g030640, Csa17g036130, Csa14g034980
OG0004643	AT1G59833	Csa04279s010, Csa05g048620
OG0004643	AT2G13542	Csa01g036330, Csa15g067880
OG0004644	AT4G29037	Csa10g013550, Csa12g020440, Csa11g014400, Csa10g013460, Csa15g070010, Csa19g046140, Csa01g035630
OG0004645	AT5G49730, AT5G49740	Csa02g036020, Csa11g080050, Csa18g020160, Csa11g080060, Csa02g036040, Csa18g020200
OG0004646	AT1G37113	Csa11g010830, Csa20g068910, Csa11g002120, Csa11g041610, Csa14g066180, Csa11g010820, Csa11g093840, Csa13g050350, Csa19g043720, Csa16g024160, Csa16g016030, Csa11g057730, Csa08g014610, Csa16g018550, Csa16g001520, Csa08g029610
OG0004652	AT3G22750	Csa15g040460, Csa13333s010, Csa01g026010, Csa19g032000
OG0004653	AT4G28880	Csa10g013720
OG0004654	AT5G03330	Csa08g061270, Csa20g003360, Csa13g003260
OG0004655	AT5G02780	Csa08g061840, Csa13g002620
OG0004656	AT4G12040	Csa02g015890, Csa08g044350, Csa13g050260
OG0004657	AT2G40170	Csa05g012650, Csa06g044510, Csa04g054440
OG0004658	AT2G16930, AT5G15220	Csa13g018060, Csa08g007300, Csa20g021710
OG0004659	AT5G22970	Csa08g017300
OG0004659	AT5G60000	Csa11g093900
OG0004660	AT1G18970	Csa17g024790
OG0004660	AT1G18980	Csa17g024800
OG0004661	AT5G24890	Csa13g030670, Csa20g046040, Csa08g022480
OG0004662	AT3G54085	Csa06g028550, Csa09g062540
OG0004662	AT2G37975	Csa04g051640
OG0004663	AT3G24420	Csa19g036310, Csa13827s010, Csa15g050040, Csa08806s010, Csa01g030400, Csa01g030440
OG0004664	AT1G03730	Csa14g004800, Csa03g004860, Csa17g006790
OG0004665	AT1G09560	Csa03g012920, Csa17g013030, Csa14g010960
OG0004666	AT5G19290	Csa20g028930, Csa13g022210, Csa08g011940
OG0004667	AT5G55860	Csa18g028430, Csa11g089160, Csa02g058570
OG0004668	AT2G43770	Csa06g050100, Csa04g061600, Csa05g006540
OG0004669	AT5G19560	Csa20g030310, Csa08g012330, Csa08g012280, Csa13g022520
OG0004670	AT1G53025	Csa17g093250, Csa03g060170, Csa14g063360
OG0004671	AT4G22485	Csa11g023760, Csa10g020750, Csa02818s010, Csa12g034380, Csa12g034390
OG0004672	AT1G71270	Csa09g072640, Csa16g033980
OG0004673	AT1G24210	Csa17g032450, Csa14g031320, Csa03g028160
OG0004673	AT1G24220	Csa17g032460, Csa03g028180, Csa14g031330
OG0004674	AT5G57120	Csa18888s010, Csa11g090680, Csa18g030080, Csa02g061550
OG0004676	AT2G45670	Csa06g052070, Csa05g003620, Csa04g063640
OG0004677	AT2G43630	Csa06g049930, Csa04g061400, Csa05g006730
OG0004678	AT3G52420	Csa04g038280, Csa09g059530
OG0004679	AT3G25882	Csa09g009080, Csa04g011120, Csa06g005460
OG0004680	AT3G19640	Csa15g027600, Csa26678s010, Csa19g027310, Csa01g022670
OG0004681	AT3G49220	Csa04g034660, Csa09g051640, Csa06g023180
OG0004682	AT1G12330	Csa17g016550, Csa14g015250, Csa03g016070
OG0004683	AT1G77140	Csa16g041340, Csa09g083870, Csa07g049760
OG0004684	AT5G04430	Csa08g060050, Csa13g006430
OG0004685	AT2G02950	Csa09g005150, Csa06g002900, Csa04g008400, Csa00579s090, Csa03080s010
OG0004686	AT5G04590	Csa13g006580, Csa08g059880, Csa20g005820
OG0004687	AT5G37290	Csa10g040790, Csa12g074620, Csa11g050980, Csa11g050950, Csa10g040770, Csa12g074650
OG0004688	AT1G14850	Csa12g013210, Csa11g010480, Csa17g020410, Csa03g018650, Csa14g018020
OG0004689	AT1G03490	Csa17g005570, Csa17g005580, Csa17g005560, Csa14g004560, Csa03g004610
OG0004690	AT2G46870	Csa05g002280, Csa06g053390, Csa04g066000
OG0004691	AT4G08370	Csa03g029280, Csa17g034640, Csa14g032510, Csa02g016330, Csa08g034450
OG0004691	AT1G26240, AT1G26250	Csa02g024550
OG0004692	AT1G19080, AT3G55490	Csa14g049390, Csa04g021200, Csa06g015140, Csa06g030110, Csa09g067480, Csa04g041760
OG0004693	AT5G41190	Csa02g054550, Csa10g049750, Csa11g059760
OG0004694	AT2G46770	Csa06g053280, Csa11335s010, Csa05g002390, Csa04g065900
OG0004695	AT4G02050	Csa08g052450, Csa13g055230
OG0004696	AT4G34460	Csa10g007670, Csa12g009120, Csa11g007470
OG0004697	AT4G10070	Csa05297s010, Csa08g038930, Csa13g047110, Csa02g026820
OG0004698	AT3G20475	Csa15g030680, Csa19g028340, Csa01g023550, Csa15g030710, Csa15g030690
OG0004699	AT5G40670	Csa10g049190, Csa08346s010, Csa12g078230
OG0004700	AT1G76890	Csa09g082590, Csa16g041070, Csa07g048460
OG0004701	AT3G24350	Csa01g030330, Csa15g049990, Csa19g036230
OG0004702	AT1G08290	Csa17g011740, Csa14g009740, Csa03g011740, Csa11g019590, Csa12g028200
OG0004703	AT1G78080	Csa09g084870, Csa07g050740, Csa16g042310
OG0004704	AT1G70740	Csa16g032330, Csa09g072040, Csa24615s010, Csa07g037630
OG0004705	AT1G04080	Csa03g005260, Csa17g007180, Csa14g005200
OG0004706	AT2G44745	Csa06g051110, Csa04g062610, Csa05g005510, Csa05g005500
OG0004707	AT3G51280	Csa04g037060, Csa06g025440, Csa09g058260
OG0004708	AT4G20880	Csa12g038650, Csa10g022640, Csa11g025630
OG0004709	AT4G27500	Csa12g023320, Csa11g016630
OG0004710	AT4G30210	Csa11g013200, Csa12g016980, Csa10g012290
OG0004712	AT4G24140	Csa12g030270, Csa10g018920, Csa11g020640
OG0004713	AT1G06210	Csa07g030460, Csa14g007620, Csa03g009650, Csa17g009630, Csa16g023840
OG0004714	AT5G28910	Csa20g058790, Csa13g039190
OG0004715	AT3G14230	Csa19g020890, Csa01g016760, Csa15g018570
OG0004716	AT5G67620	Csa02g075040, Csa18g039820, Csa18g039810, Csa11g103240
OG0004717	AT3G61710	Csa05g093850, Csa07g002920, Csa16g003670, Csa16g002840
OG0004718	AT4G31610	Csa12g014360, Csa10g010910, Csa11g011780
OG0004719	AT3G10910	Csa19g014650, Csa01g011870
OG0004719	AT5G05280	Csa13g007260, Csa20g006550, Csa08g059180
OG0004720	AT5G58560	Csa18g031720, Csa11g092280, Csa02g064180
OG0004721	AT5G19760	Csa20g030510, Csa13g022700, Csa08g012560
OG0004722	AT3G54080	Csa04g040100
OG0004723	AT1G28370	Csa03g031680, Csa14g036010, Csa17g039230
OG0004724	AT1G55900	Csa17g095840, Csa03g062540, Csa14g067780
OG0004725	AT5G10220	Csa20g015490, Csa08g054370
OG0004725	AT5G10230	Csa08g054360, Csa20g015510
OG0004726	AT5G26660	Csa08g024440, Csa05023s010, Csa13g034610, Csa20g052930
OG0004727	AT2G25330	Csa09g090590
OG0004728	AT3G57150	Csa04g043540, Csa06g032890, Csa09g069620
OG0004730	AT3G61440	Csa16g003430, Csa05g093400
OG0004731	AT4G12270	Csa13g050490
OG0004731	AT4G12290	Csa13g050520, Csa08g044590, Csa02g017360
OG0004732	AT4G31120	Csa10g011380, Csa12g015980
OG0004733	AT5G48655	Csa18g014790, Csa20g041630, Csa14542s010, Csa11g074820
OG0004734	AT1G22100	Csa03g025990, Csa17g029010, Csa14g027320
OG0004735	AT4G32870	Csa11g010320, Csa10g009440, Csa11g010310, Csa12g013010
OG0004736	AT4G30030	Csa12g017210, Csa11g013440, Csa10g012530
OG0004737	AT1G10120	Csa14g011610, Csa03g013530, Csa17g013740
OG0004738	AT3G11400	Csa15g015130, Csa01g012440, Csa19g015480
OG0004739	AT2G47850	Csa04742s010, Csa05g001330, Csa06g054370, Csa04g067930
OG0004740	AT5G45010, AT1G64750	Csa19g051090, Csa19g051080, Csa01g034550, Csa15g072330
OG0004741	AT4G01590, AT4G35685	Csa02g004710, Csa08g052900
OG0004742	AT1G26610	Csa03g028940, Csa14g032140, Csa17g034300
OG0004743	AT5G46330	Csa18g003700, Csa11g065650, Csa20g079470
OG0004744	AT1G55790	Csa03g062410, Csa14g067660, Csa17g095700
OG0004745	AT1G48110	Csa17g076560, Csa14g053040, Csa03g052850
OG0004745	AT3G17330	Csa19g024410, Csa15g023480
OG0004746	AT2G43340	Csa06g049560, Csa05g007140, Csa04g060950
OG0004747	AT5G23540	Csa20g038590
OG0004747	AT5G23540	Csa13g028100
OG0004748	AT3G06580	Csa15g008180, Csa01g007610, Csa19g010240
OG0004749	AT1G08130	Csa17g011580, Csa14g009580
OG0004750	AT1G55510	Csa17g095330, Csa14g067350, Csa03g062090
OG0004751	AT4G23880	Csa31866s010, Csa11g021010, Csa10g019190, Csa12g030560
OG0004753	AT5G05560	Csa13g007550, Csa20g006810, Csa13g007530, Csa08g058930, Csa18g038980, Csa08g058920
OG0004754	AT2G30360	Csa07g012810, Csa16g014530, Csa05g033360
OG0004755	AT2G41850	Csa06g047690, Csa05g009890, Csa04g056200
OG0004756	AT3G61050, AT3G60950, AT3G61030	Csa05g092920, Csa16g003950, Csa07g003930
OG0004757	AT1G04040	Csa30802s010, Csa14g005160, Csa14g005170, Csa17g007150, Csa17g007140, Csa05g014370, Csa03g005230
OG0004758	AT5G24270	Csa20g039610, Csa08g018630, Csa20g038920, Csa13g028870, Csa08g018610
OG0004759	AT5G48600	Csa17g070620, Csa14g048950, Csa06g011280, Csa17g070640, Csa04g018210, Csa09g021340, Csa17g070630, Csa17g070650, Csa14g048940
OG0004760	AT4G15090	Csa00430s030, Csa11g035510
OG0004761	AT3G62110	Csa07g002500, Csa05g094360, Csa16g002540
OG0004762	AT5G06470	Csa20g008760, Csa13g008490, Csa08g058000
OG0004762	AT3G11773	Csa15g015620
OG0004763	AT5G65670	Csa11g102890, Csa02g074690, Csa18g039480
OG0004764	AT2G44520	Csa04g061540, Csa04g062360, Csa06g050840, Csa05g005760
OG0004765	AT1G80960	Csa17g090050
OG0004766	AT1G72150	Csa09g075600, Csa16g034780, Csa07g039190, Csa07g021940
OG0004768	AT1G18310	Csa14g023580
OG0004768	AT5G15870	Csa13g018690, Csa08g008030, Csa20g023410
OG0004769	AT3G17020	Csa15g023060, Csa19g023960, Csa01g019710
OG0004770	AT3G25760, AT3G25770	Csa09g008870, Csa09g008840, Csa09g008820, Csa04g009880, Csa09g008850
OG0004771	AT3G25640	Csa06g005150
OG0004772	AT4G37650	Csa11g003900, Csa12g003740, Csa10g003470
OG0004773	AT5G05970	Csa20g008200, Csa13g007960, Csa08g058540
OG0004774	AT3G20050	Csa19g027840, Csa15g029190
OG0004775	AT5G09530	Csa13g011190, Csa08g055120
OG0004776	AT5G13180	Csa13g015790, Csa20g018530, Csa08g005060
OG0004777	AT1G12420	Csa17g016640, Csa03g016150, Csa14g015330
OG0004778	AT1G01740	Csa14g001380
OG0004778	AT4G00710	Csa02g001770
OG0004779	AT3G21110	Csa01g024100, Csa19g029020, Csa15g031420
OG0004780	AT3G06330	Csa15g007900, Csa19g010000, Csa01g007360
OG0004781	AT5G13780	Csa20g019170, Csa13g016490, Csa08g005740
OG0004782	AT5G06160	Csa13g008150, Csa20g008370, Csa08g058360
OG0004783	AT1G71910	Csa07g038850, Csa09g075250, Csa16g034560, Csa05373s010
OG0004784	AT3G60360	Csa07g004690, Csa16g005540, Csa05g092150, Csa09g014710
OG0004785	AT4G20970	Csa10g022530, Csa11g025540
OG0004786	AT2G27900	Csa05g040920, Csa07g061340, Csa16g052020
OG0004787	AT3G16010	Csa19g022840, Csa01g018640, Csa15g020740
OG0004788	AT4G35900	Csa12g007500, Csa10g006150, Csa11g005740
OG0004789	AT4G02660	Csa13g054490
OG0004790	AT1G03910	Csa03g005090, Csa17g006990
OG0004791	AT1G69880	Csa16g031460, Csa07g036660, Csa05g088750
OG0004792	AT1G68570	Csa16g028590, Csa05g084990, Csa07g034250
OG0004793	AT3G08740	Csa19g012100, Csa15g010010
OG0004795	AT3G50140, AT3G50190	Csa04g035720
OG0004796	AT1G06890	Csa17g010270
OG0004797	AT3G22845	Csa01g026160, Csa19g032140, Csa19g032130
OG0004798	AT1G61350	Csa09g095930, Csa16g053240
