Orthogroup	Arabidopsis_thaliana	Arabidopsis_halleri
OG0004717	AT3G61710	g05431
OG0004718	AT4G31610	g00826
OG0004719	AT3G10910	g05954
OG0004719	AT5G05280	g26038
OG0004720	AT5G58560	g16962
OG0004721	AT5G19760	g12147
OG0004722	AT3G54080	g11421
OG0004723	AT1G28370	g12993
OG0004724	AT1G55900	g24575
OG0004725	AT5G10220	g10486
OG0004725	AT5G10230	g10487
OG0004726	AT5G26660	g21865
OG0004727	AT2G25320	g28662
OG0004727	AT2G25330	g28664
OG0004728	AT3G57150	g21131
OG0004730	AT3G61440	g05467
OG0004731	AT4G12270	g27668
OG0004731	AT4G12290	g27670
OG0004732	AT4G31120	g00880
OG0004733	AT5G48655	g15964
OG0004734	AT1G59312, AT1G58936, AT1G58643	g25134
OG0004734	AT1G22100	g13340
OG0004735	AT4G32870	g00679
OG0004736	AT4G04985	g06043
OG0004736	AT4G30030	g04222
OG0004737	AT1G10120	g05105
OG0004738	AT3G11400	g11547, g05898
OG0004739	AT2G47850	g09539
OG0004740	AT5G45010	g28475
OG0004740	AT1G64750	g30805
OG0004741	AT4G01590, AT4G35685	g08540, g09203
OG0004742	AT1G26610	g08080
OG0004743	AT5G46330	g07686
OG0004744	AT1G55800	g24559
OG0004744	AT1G55790	g24558
OG0004745	AT1G48110	g17464
OG0004745	AT3G17330	g16182
OG0004746	AT2G43340	g17998
OG0004747	AT5G23540	g27763
OG0004748	AT3G06580	g06464, g32486
OG0004749	AT1G49250	g31443
OG0004749	AT1G08130	g18284
OG0004750	AT3G13450	g05661
OG0004750	AT1G55510	g27961
OG0004751	AT4G23880	g10441
OG0004752	AT3G02280	g02547
OG0004753	AT5G05560	g26012
OG0004754	AT2G30360	g24222
OG0004755	AT2G41850	g17249
OG0004756	AT3G61050	g05524
OG0004757	AT1G04040	g02034
OG0004758	AT5G24270	g25294
OG0004759	AT5G48600	g15955
OG0004760	AT3G22170	g11335
OG0004760	AT4G15090	g20163
OG0004761	AT3G62110	g05381
OG0004762	AT5G06470	g15577
OG0004762	AT3G11773	g05859
OG0004763	AT5G65670	g07398
OG0004764	AT2G44520	g18134
OG0004765	AT1G80960	g01682
OG0004766	AT1G72150	g03969
OG0004767	AT1G47760	g32326, g17504, g19042
OG0004768	AT5G15870	g00183
OG0004769	AT3G17020	g16223
OG0004770	AT3G25760	g19578
OG0004770	AT3G25770	g19577
OG0004771	AT3G25640	g19598
OG0004772	AT4G37650	g02953
OG0004773	AT5G05970	g15519
OG0004774	AT3G20050	g28998
OG0004775	AT5G09530	g19126
OG0004776	AT5G13180	g10754
OG0004777	AT1G12420	g04836
OG0004778	AT1G01740	g01734
OG0004778	AT4G00710	g19783
OG0004779	AT3G21110	g11204
OG0004780	AT3G06330	g06434
OG0004781	AT5G13780	g19321
OG0004782	AT5G06160	g15538, g26764
OG0004783	AT1G71910	g03943
OG0004784	AT3G60360	g05590
OG0004785	AT4G20970	g05222
OG0004786	AT2G27900	g27199, g27195
OG0004787	AT3G16010	g06621
OG0004788	AT4G35900	g00316
OG0004789	AT4G02660	g09078
OG0004789	AT1G03060	g01931
OG0004790	AT1G03910	g02020
OG0004791	AT1G69880	g03722
OG0004792	AT1G68570	g14731
OG0004793	AT3G08740	g11726
OG0004794	AT5G52980	g08208
OG0004795	AT3G50130	g22236
OG0004795	AT3G50140, AT3G50190	g22235
OG0004796	AT2G30460	g24211
OG0004796	AT1G06890	g02328
OG0004797	AT3G22845	g22765
OG0004798	AT1G61350	g19845
OG0004799	AT5G10160	g15301, g19196
OG0004800	AT3G10020	g06052
OG0004801	AT5G34581	g21264, g27023, g24840, g32212, g22074, g20347, g11904
OG0004802	AT2G15025, AT5G35890	g04320, g15221
OG0004803	AT5G02290	g19469
OG0004804	AT5G52870	g08221
OG0004805	AT5G16890	g00080
OG0004806	AT4G00315, AT1G55660	g24540
OG0004806	AT4G15060	g20160, g20161
OG0004807	AT5G58520	g16958
OG0004808	AT3G16060	g06615
OG0004809	AT1G28360	g12992
OG0004810	AT5G52050	g08313
OG0004811	AT1G09330	g18164
OG0004812	AT3G43250	g27331
OG0004812	AT2G32050	g07973
OG0004813	AT1G27290	g26714
OG0004814	AT1G11870	g04897
OG0004815	AT4G28310, AT1G52270	g04420
OG0004816	AT1G02090	g31614
OG0004817	AT1G18070	g25886
OG0004818	AT1G49320	g15196, g15192
OG0004819	AT1G27760	g12928
OG0004820	AT1G77120	g01268
OG0004821	AT4G05030	g21435
OG0004822	AT5G41270	g22438
OG0004823	AT1G55670	g24541
OG0004824	AT5G47180	g07806
OG0004825	AT2G27430	g26220
OG0004826	AT4G13010	g29208
OG0004827	AT5G39950	g29864
OG0004828	AT5G38360	g20797
OG0004829	AT4G27410	g04524, g22596
OG0004830	AT5G10350	g10500
OG0004830	AT5G65260	g07439
OG0004831	AT2G01540	g14538, g31755
OG0004832	AT4G23060	g14365
OG0004833	AT2G23190	g21010
OG0004834	AT3G07050	g11864
OG0004835	AT4G32000	g00774
OG0004835	AT2G25220	g27524
OG0004836	AT1G74045	g00940
OG0004836	AT1G18510	g14002
OG0004837	AT5G02120	g19489
OG0004838	AT2G22600	g21706
OG0004839	AT1G09540	g28830
OG0004840	AT5G37930	g20847
OG0004841	AT4G37560	g02962
OG0004841	AT4G37550	g02963
OG0004842	AT2G39730	g12535
OG0004843	AT3G06220	g06419
OG0004843	AT3G06160	g06413, g31318
OG0004844	AT1G02080	g01695
OG0004845	AT4G09760	g18579
OG0004846	AT1G25510	g08144
OG0004847	AT2G28160	g07138
OG0004848	AT1G34540, AT3G56630	g21195
OG0004849	AT5G13710	g19328
OG0004850	AT2G11623, AT3G45800, AT2G11620, AT2G29850, AT2G29605	g24487, g25348
OG0004851	AT1G23220	g13673
OG0004852	AT3G57650	g16627
OG0004853	AT1G30320	g23721, g19945
OG0004854	AT4G18150	g22612
OG0004855	AT3G24515	g20063
OG0004856	AT2G40020	g12573
OG0004856	AT1G45248	g25495
OG0004857	AT5G52510	g08260
OG0004858	AT4G15020	g20147
OG0004858	AT3G22220	g11341
OG0004859	AT1G65820	g25955
OG0004860	AT3G53270	g27341, g20390
OG0004862	AT4G38540	g02727, g02726
OG0004863	AT5G47030	g07769
OG0004864	AT3G11000	g05943
OG0004866	AT1G79430	g01510
OG0004867	AT5G64310	g07564
OG0004868	AT2G23090	g20992
OG0004869	AT3G55440	g11571
OG0004870	ATMG00750	g21312, g27437
OG0004871	AT5G22100	g11970
OG0004872	AT3G20020	g22568
OG0004873	AT2G32710	g03161
OG0004874	AT3G30841	g28223
OG0004874	AT4G09520	g18553
OG0004875	AT5G55730	g09253
OG0004876	AT3G24800	g28233
OG0004877	AT1G64970	g26478
OG0004878	AT1G68910	g14689
OG0004879	AT1G72390	g03995
OG0004880	AT5G41370	g31773, g22448
OG0004881	AT5G45640	g07596
OG0004881	AT5G45650	g07597
OG0004882	AT4G30570	g04168
OG0004883	AT1G12120	g04865
OG0004884	AT1G08465	g18254
OG0004885	AT2G33845	g03290
OG0004886	AT3G02760	g02490
OG0004887	AT4G22570	g14416
OG0004888	AT2G39870	g12556
OG0004889	AT5G56920	g24111
OG0004889	AT5G56910	g24112, g24113
OG0004890	AT3G47120	g12794
OG0004891	AT2G27775	g27213, g31236
OG0004892	AT5G25930	g14047
OG0004893	AT3G55370	g11563
OG0004894	AT1G61520	g21412, g19833
OG0004895	AT4G37608	g02957
OG0004896	AT2G37590	g03687
OG0004897	AT1G71710	g03915
OG0004898	AT2G43050	g17397
OG0004899	AT2G01940	g14587
OG0004900	AT4G29260	g04313
OG0004901	AT5G18990	g13180
OG0004902	AT4G36620	g03062
OG0004903	AT5G60690	g10883
OG0004904	AT2G31400	g07898
OG0004905	AT3G56810	g21178, g32522, g21175
OG0004906	AT1G72210	g03977
OG0004907	AT4G23170	g27978
OG0004908	AT1G33980	g27268
OG0004909	AT5G43400	g17598
OG0004909	AT5G43390	g17599
OG0004910	AT4G33450	g00606
OG0004911	AT5G18550	g13232
OG0004912	AT5G04070	g15781
OG0004913	AT3G54040	g11417
OG0004914	AT1G04120	g02042
OG0004915	AT4G34160	g00525
OG0004916	AT2G48090	g09512, g30932
OG0004917	AT5G46230	g07675
OG0004918	AT5G61550	g10791
OG0004919	AT1G04770	g02109
OG0004920	AT1G76180	g23245, g01170
OG0004921	AT2G32700	g03160
OG0004922	AT4G25550	g10268
OG0004923	AT4G18430	g15320
OG0004924	AT4G21490	g21737
OG0004925	AT3G46310	g12695
OG0004925	AT3G46300	g12694
OG0004926	AT4G28140	g04438
OG0004927	AT3G57390	g16655
OG0004928	AT1G05615	g02204
OG0004928	AT2G24670	g08886
OG0004929	AT3G19500	g22526
OG0004930	AT1G64820	g26500
OG0004931	AT2G31865	g07942
OG0004932	AT2G32460	g03126
OG0004933	AT2G02230	g14621
OG0004934	AT3G07890	g11778
OG0004935	AT1G55205	g24845
OG0004936	AT4G23550	g10474
OG0004937	AT5G61410	g10808
OG0004938	AT1G15190	g10065
OG0004939	AT2G30410	g24216
OG0004940	AT4G14600	g23207
OG0004940	AT1G29060	g13050
OG0004941	AT5G09600, AT4G32210	g19133
OG0004942	AT2G45790	g09758
OG0004943	AT1G79960	g01656
OG0004944	AT1G48860	g24290
OG0004944	AT2G45300	g09818
OG0004945	AT4G29270	g04311, g04312
OG0004946	AT5G16270	g00150
OG0004947	AT5G18930	g13187
OG0004948	AT1G77830	g01340
OG0004949	AT2G46680	g09657
OG0004950	AT3G15540	g06671
OG0004951	AT5G47210	g07809
OG0004952	AT1G68620	g14726
OG0004953	AT5G57830	g16876
OG0004954	AT5G54310	g09409
OG0004955	AT1G78170	g01377
OG0004956	AT2G27550	g28729
OG0004957	AT3G51650, AT3G51640	g14862
OG0004958	AT5G59980	g10954
OG0004959	AT3G20155	g11085
OG0004960	AT5G04760	g15701
OG0004961	AT1G07110	g02365
OG0004962	AT1G20900	g13473
OG0004963	AT3G15720	g06651
OG0004964	AT3G49601	g22298
OG0004965	AT2G39660	g12525
OG0004966	AT1G64520	g26988
OG0004967	AT5G53590	g29974
OG0004968	AT3G44770	g29264
OG0004969	AT5G26630	g21875
OG0004970	AT3G24140	g24053
OG0004971	AT3G47470	g12816
OG0004972	AT2G40430	g12630
OG0004973	AT3G53580	g31891, g20358
OG0004974	AT4G36250	g03092
OG0004975	AT1G69780	g03707
OG0004976	AT5G25640	g14073
OG0004977	AT2G45200	g09827
OG0004978	AT1G69670	g25181
OG0004979	AT3G10050	g06049
OG0004980	AT5G61220	g10827
OG0004981	AT1G63770	g22948
OG0004982	AT2G33510	g03250
OG0004983	AT3G46240	g12682
OG0004984	AT4G05160	g08920
OG0004985	AT5G64750	g07498
OG0004986	AT1G06340	g02280
OG0004987	AT3G21630	g11271
OG0004988	AT3G27890	g18954
OG0004989	AT3G62380	g05355
OG0004990	AT5G21990	g11981
OG0004991	AT2G46490	g09679
OG0004992	AT4G13450	g29377
OG0004993	AT3G51910	g14836
OG0004994	AT1G21830	g13374
OG0004995	AT4G23980	g10430
OG0004996	AT3G56490	g21212
OG0004997	AT3G11930	g05847
OG0004998	AT5G14370	g19259
OG0004999	AT2G38470	g18403
OG0005000	AT1G25275	g08171
OG0005001	AT3G25860	g19564
OG0005002	AT1G01090	g01818
OG0005003	AT4G37750	g02938
OG0005004	AT1G09760	g28856
OG0005005	AT1G28440	g13004
OG0005006	AT2G43750	g18048
OG0005007	AT2G47940	g09528
OG0005008	AT3G21070	g11201
OG0005009	AT5G03840	g15806
OG0005010	AT5G67300	g07315
OG0005011	AT2G37010	g03610
OG0005012	AT1G75540	g01098
OG0005013	AT1G23730	g13631
OG0005014	AT3G06545	g06459
OG0005015	AT2G17480	g22191
OG0005017	AT4G18170	g22610
OG0005018	AT1G72050	g03959
OG0005019	AT3G51370	g14889
OG0005020	AT4G12570	g29645
OG0005021	AT3G29310	g24163, g30968
OG0005022	AT5G51300	g08536, g08418
OG0005023	AT3G10572	g05982, g21258
OG0005024	AT3G21460	g11249
OG0005025	AT3G12760	g05754
OG0005026	AT5G20720	g12043
OG0005027	AT5G22950	g27288
OG0005028	AT4G30890	g00906
OG0005029	AT4G12700	g30147
OG0005029	AT2G04280	g16463
OG0005030	AT5G59080	g11040
OG0005031	AT5G61020	g10849
OG0005032	AT3G07020	g11867
OG0005033	AT5G61820	g30987
OG0005034	AT3G51550	g14870
OG0005035	AT2G36950	g03605
OG0005036	AT3G20650	g11149
OG0005037	AT3G23180	g29425
OG0005038	AT1G67620	g21079
OG0005039	AT1G11120	g04992
OG0005040	AT3G66656	g06472
OG0005041	AT4G10080	g28406
OG0005042	AT2G41410	g24475
OG0005043	AT4G14301	g23164
OG0005043	AT3G23450	g27162
OG0005044	AT1G07080	g02363
OG0005045	AT2G33380	g03237
OG0005046	AT1G09176	g18180
OG0005047	AT5G58950	g11068
OG0005048	AT3G57610	g16633, g28699
OG0005049	AT4G15093	g20164
OG0005050	AT5G46910	g07759
OG0005051	AT5G17800	g13326
OG0005052	AT3G27810	g28201
OG0005053	AT5G53420	g23047
OG0005054	AT1G03900	g02018
OG0005055	AT4G33110, AT4G33120	g00643
OG0005056	AT5G22380	g11928
OG0005057	AT1G52900	g15088
OG0005058	AT2G45490	g09793
OG0005059	AT5G09640	g19137
OG0005060	AT3G08600	g11740
OG0005061	AT3G50670	g14974
OG0005062	AT5G08520	g19054
OG0005063	AT1G74650	g01003
OG0005064	AT1G34355	g30637
OG0005065	AT3G27090	g20507
OG0005066	AT2G01690	g31584
OG0005067	AT3G04330, AT3G04320	g06174
OG0005068	AT5G62470	g12237
OG0005069	AT3G28910	g08634
OG0005070	AT3G23410	g27158
OG0005071	AT5G66650	g07241
OG0005072	AT4G39780	g02862
OG0005102	AT4G16610	g17213
OG0005103	AT1G12800	g04787, g04802
OG0005104	AT1G67260	g21030
OG0005105	AT2G18300	g21970, g21513
OG0005106	AT1G49150	g24327, g24328
OG0005107	AT1G07390	g02397
OG0005108	AT2G38420	g18428, g18397
OG0005109	AT3G14850	g06764
OG0005110	AT2G27120	g26193
OG0005110	AT1G08260	g18274
OG0005111	AT2G44600	g18142
OG0005112	AT3G26750	g20771
OG0005113	AT3G56880	g21166
OG0005114	AT1G42440	g08526, g26138
OG0005115	AT3G16720	g06533
OG0005116	AT5G39670	g26745
OG0005117	AT4G29550	g04279
OG0005118	AT3G50410	g15000, g31978
OG0005119	AT4G10470	g25336
OG0005119	AT1G33050	g17632
OG0005120	AT1G45688	g18968
OG0005121	AT2G36420	g03548
OG0005122	AT1G72020	g03956
OG0005123	AT1G16820	g09911
OG0005124	AT4G10060	g28408
OG0005124	AT1G33700	g17708
OG0005125	AT5G58330	g16929
OG0005126	AT1G72120, AT1G72125	g03964
OG0005127	AT2G25720	g30020, g32201
OG0005128	AT1G15340	g10048
OG0005129	AT2G32880	g03178
OG0005129	AT2G32870	g03177
OG0005130	AT5G55560	g31581
OG0005131	AT4G12790	g28913
OG0005132	AT1G30110	g23691
OG0005133	AT3G27340	g20556
OG0005134	AT2G19070	g22688
OG0005135	AT3G22680	g22747
OG0005136	AT1G79640	g01532, g19391
OG0005137	AT3G13890	g06869
OG0005138	AT5G02750	g19432
OG0005140	AT3G07565	g11809
OG0005141	AT5G24670	g01952, g01953, g03878
OG0005142	AT3G04300	g06172
OG0005143	AT3G06530	g06457
OG0005145	AT3G63210	g05261
OG0005146	AT1G12450	g04833
OG0005147	AT2G22480	g21693
OG0005148	AT2G24850	g22343, g22344, g22345
OG0005149	AT4G31400	g00858
OG0005150	AT5G51960	g24066, g08327
OG0005151	AT3G45180	g29489
OG0005151	AT5G42300	g26430
OG0005152	AT5G02210	g19481
OG0005152	AT1G14048	g04799, g31813
OG0005153	AT1G66520	g31114, g31115, g22042
OG0005154	AT5G54800	g09358, g14057
OG0005155	AT3G07650	g31878
OG0005156	AT3G17220	g16198
OG0005157	AT1G32640	g15983
OG0005158	AT3G61780, AT5G28320, AT5G28400	g05421
OG0005159	AT3G15570	g06668
OG0005160	AT2G05140, AT2G37690	g18306
OG0005161	AT1G80500	g01602
OG0005162	AT1G02950	g01909
OG0005163	AT4G18340	g22586
OG0005164	AT2G27020	g26204
OG0005165	AT1G80190	g01634
OG0005167	AT1G24440	g26694
OG0005168	AT1G20070	g13837
OG0005169	AT1G64625	g27005
OG0005170	AT3G23890	g24032
OG0005171	AT2G33470	g03244
OG0005172	AT1G79580	g01526
OG0005173	AT4G16830	g17182
OG0005174	AT1G06230	g02269
OG0005175	AT1G77770	g01337
OG0005176	AT4G37470	g02970
OG0005177	AT1G64960	g26479
OG0005178	AT2G17650	g22169
OG0005179	AT5G42630	g22097
OG0005180	AT5G57660	g16858
OG0005181	AT3G05220	g06285
OG0005182	AT5G11290	g10594
OG0005182	AT4G31980	g00777
OG0005183	AT1G19110	g13938
OG0005184	AT5G65140	g07453
OG0005185	AT3G14200	g06829
OG0005186	AT2G19580	g31571
OG0005187	AT1G31330	g27557
OG0005188	AT2G16430	g26525
OG0005189	AT1G69930	g03732
OG0005190	AT1G70320, AT1G55860	g24569
OG0005191	AT1G52370	g15151
OG0005191	AT4G28360	g05557
OG0005192	AT3G16770	g06527
OG0005193	AT2G46820	g09641, g30862
OG0005194	AT4G16630	g17211, g17225
OG0005195	AT1G80260	g01627
OG0005195	AT1G20570	g13512
OG0005196	AT2G47510	g09571
OG0005197	AT1G44160	g21066, g17076
OG0005198	AT4G25730	g10246
OG0005200	AT5G16950	g00075
OG0005201	AT3G07860	g11781
OG0005202	AT4G18570	g15337
OG0005203	AT5G57910	g16884
OG0005204	AT1G28280	g12981
OG0005205	AT2G43950	g18069
OG0005206	AT3G23690	g24003
OG0005207	AT3G22160	g11332
OG0005208	AT2G01340	g14518
OG0005209	AT5G18670	g13219
OG0005210	AT4G27990	g04456
OG0005211	AT1G20970	g13466
OG0005212	AT3G10410	g06002, g05730, g05731
OG0005213	AT3G04570	g06202
OG0005214	AT2G46600	g09665
OG0005215	AT3G47840	g07219, g12865
OG0005216	AT5G41990	g28513
OG0005217	AT1G06720	g02314
OG0005218	AT5G13450	g19353
OG0005219	AT5G13330	g10770
OG0005220	AT5G02280	g19470
OG0005221	AT1G07615	g02423
OG0005222	AT5G63240	g12331
OG0005222	AT5G63250	g12332
OG0005223	AT3G06780	g06489
OG0005224	AT1G32240	g16032
OG0005225	AT5G64430	g07547
OG0005226	AT1G10770	g05024
OG0005227	AT3G54840	g11507
OG0005228	AT4G34150	g00526
OG0005229	AT5G23140	g27318
OG0005230	AT3G61113	g05517
OG0005230	AT2G45695	g09772
OG0005231	AT2G40470	g32069
OG0005232	AT2G37950	g18334
OG0005233	AT2G28000	g07162
OG0005234	AT4G09650	g18569
OG0005235	AT3G21270	g11226
OG0005236	AT5G04500	g15729
OG0005237	AT5G20700	g12045
OG0005238	AT5G58070	g16901
OG0005239	AT5G23580	g27768
OG0005240	AT3G23250	g27141
OG0005241	AT4G23660	g10464
OG0005242	AT1G33055	g17633
OG0005243	AT3G49000	g16752, g25669
OG0005244	AT3G56850	g21171
OG0005245	AT5G17590	g00010
OG0005246	AT3G02650	g02502
OG0005247	AT2G28840	g07029
OG0005248	AT4G11320	g20669
OG0005248	AT4G11310	g20667
OG0005249	AT1G21150	g13451
OG0005250	AT1G80130	g01639
OG0005251	AT5G57420	g16832, g16828
OG0005252	AT3G56090	g00656, g11645
OG0005253	AT2G23240	g21013
OG0005253	AT2G42000	g17266
OG0005254	AT2G31810	g07932
OG0005255	AT2G15610	g14270
OG0005255	AT2G15590	g14267
OG0005256	AT2G35680	g03466
OG0005257	AT5G06920	g15630
OG0005258	AT5G51120	g08440
OG0005259	AT1G64760	g30804
OG0005259	AT2G19440	g32233
OG0005260	AT3G53990	g11410
OG0005261	AT1G72530	g04012
OG0005262	AT5G41040	g22409
OG0005263	AT5G04560	g15722
OG0005264	AT5G61620	g10783
OG0005265	AT2G47710	g09552
OG0005266	AT5G03490	g15853
OG0005267	AT3G18680	g21619
OG0005268	AT4G19550	g15452
OG0005269	AT2G43780	g18051
OG0005270	AT4G25140	g10306
OG0005271	AT1G22220	g13790
OG0005272	AT3G24160	g24049
OG0005273	AT5G12940	g10732
OG0005274	AT5G62940	g12294
OG0005275	AT2G39510	g12514
OG0005276	AT2G25350	g28669
OG0005276	AT4G32160	g00756
OG0005277	AT2G30930	g25738
OG0005278	AT4G16490	g23085
OG0005279	AT1G61000	g19907, g19906
OG0005280	AT1G18750	g13970
OG0005281	AT5G67450	g07335
OG0005282	AT5G02830	g19422, g24354, g29836
OG0005283	AT4G01150	g19735
OG0005284	AT1G64380	g26966
OG0005285	AT2G01220	g14506
OG0005286	AT3G23290	g27146
OG0005287	AT4G05440	g08965
OG0005288	AT2G04220	g16472
OG0005289	AT5G65410	g07425
OG0005290	AT1G63220	g18683
OG0005291	AT4G20040	g05152
OG0005292	AT5G52820	g08226
OG0005293	AT2G27035	g26202
OG0005294	AT5G65290	g07435, g07395
OG0005295	AT1G17100	g09882
OG0005296	AT3G10760	g05969
OG0005297	AT1G72820	g04040
OG0005298	AT1G54150	g24883
OG0005299	AT5G53390	g23044
OG0005300	AT5G02890	g19415
OG0005301	AT4G33680	g00576
OG0005302	AT3G16380	g06575
OG0005303	AT1G13750	g04685
OG0005304	AT1G24340	g25686, g26702
OG0005305	AT3G47350	g12803
OG0005306	AT2G37700	g18307
OG0005307	AT1G10590	g05044
OG0005308	AT1G67740	g21097
OG0005309	AT4G20300	g05178
OG0005310	AT3G21865	g11298
OG0005311	AT4G32780	g00689
OG0005312	AT3G53150	g20403
OG0005313	AT1G16825	g09910
OG0005313	AT1G78895	g01450
OG0005314	AT5G22570	g27133
OG0005315	AT5G58350	g16931
OG0005316	AT4G34980	g00430
OG0005317	AT1G03080	g01933
OG0005318	AT1G50200	g15307
OG0005319	AT3G27880	g18956
OG0005320	AT4G25640	g10259
OG0005321	AT1G71970	g03951
OG0005322	AT3G18570	g21606
OG0005323	AT3G17860	g16117
OG0005324	AT2G27260	g26245
OG0005325	AT2G02560	g14654
OG0005326	AT1G55770	g24556
OG0005327	AT4G20960	g05221
OG0005328	AT4G20150	g05165
OG0005329	AT3G14205	g06828
OG0005330	AT2G21340	g23942
OG0005331	AT1G29280	g13080
OG0005332	AT5G06360	g30276, g15563
OG0005333	AT2G31953	g07951
OG0005334	AT3G03330	g26837
OG0005335	AT5G61230	g10826
OG0005335	AT5G07840	g23858
OG0005336	AT4G21200	g05248
OG0005337	AT4G09950	g28420
OG0005338	AT5G66380	g07212
OG0005339	AT5G50590, AT5G50690	g08479
OG0005340	AT3G15040	g06742
OG0005341	AT1G58110	g24747
OG0005342	AT1G16040	g09987
OG0005343	AT3G61590	g05448
OG0005344	AT5G17300	g00040
OG0005345	AT1G22280	g13781
OG0005346	AT2G18160	g24952
OG0005347	AT3G49900	g22264
OG0005348	AT1G13390	g04726
OG0005349	AT1G52680	g15117
OG0005350	AT3G22550	g22736
OG0005351	AT5G46740	g07739
OG0005352	AT5G53830	g09472
OG0005353	AT2G39980	g12566
OG0005354	AT5G16120	g32102, g13246
OG0005355	AT5G18110	g13286
OG0005356	AT4G21440	g21732
OG0005357	AT5G28640	g30350
OG0005358	AT2G23820	g08741
OG0005359	AT5G13170	g10753
OG0005360	AT1G69120	g31398
OG0005361	AT1G30470	g18776
OG0005362	AT5G18460	g13243
OG0005363	AT5G25060	g14152
OG0005363	AT5G10800	g10543
OG0005364	AT2G18260	g02901, g24938
OG0005365	AT4G17330	g17136
OG0005366	AT1G15660	g10015
OG0005367	AT1G22640	g13745
OG0005368	AT4G01245, AT4G01270	g24578, g19724
OG0005369	AT4G24690	g10354
OG0005370	AT1G79550	g01522
OG0005371	AT2G02820	g14672
OG0005372	AT3G24860	g28240
OG0005373	AT3G11964	g05842
OG0005374	AT1G77800	g01339
OG0005375	AT5G13480	g19350
OG0005376	AT4G25040	g10314
OG0005377	AT5G23810	g29096
OG0005378	AT4G33740	g32171, g00570
OG0005379	AT5G62150	g12205
OG0005380	AT5G05440	g26023
OG0005381	AT5G48170	g15877
OG0005382	AT5G15550	g00215
OG0005383	AT1G21360	g13431
OG0005384	AT1G17090	g09885, g09883
OG0005385	AT3G60680	g21002, g05553, g21001
OG0005386	AT4G00910	g19754
OG0005387	AT5G17210	g00050
OG0005388	AT3G18690	g21620
OG0005389	AT4G16160	g23123
OG0005390	AT5G62380	g12229
OG0005391	AT3G12700	g05760
OG0005392	AT4G31050	g00886
OG0005393	AT5G62550	g12246
OG0005394	AT3G57990	g16592
OG0005395	AT3G27230	g20525
OG0005396	AT3G29390	g24181
OG0005397	AT1G51200	g21902
OG0005399	AT2G02070	g14604
OG0005400	AT3G58130, AT2G27340	g16579
OG0005401	AT4G18540	g15333
OG0005402	AT2G42200	g17287
OG0005403	AT2G38690	g18430, g18447
OG0005404	AT1G04260	g02056
OG0005405	AT5G67060	g07289
OG0005406	AT2G16485	g26532
OG0005407	AT2G04030	g23541
OG0005408	AT3G13040	g05716
OG0005409	AT2G40530	g12640, g31842
OG0005410	AT4G28395	g04412
OG0005411	AT5G20260	g12091
OG0005412	AT2G36400	g03545
OG0005413	AT1G78815	g01442
OG0005414	AT1G68850	g14699
OG0005415	AT1G02860	g01900
OG0005416	AT2G35580	g03451
OG0005417	AT1G62960	g18737
OG0005418	AT5G33210, AT3G51060	g14923
OG0005419	AT1G80670	g01580
OG0005420	AT3G49600	g22299, g05630, g31521
OG0005421	AT2G02590	g14656
OG0005422	AT1G09070	g18193
OG0005423	AT1G34060	g27263
OG0005424	AT2G02450	g14645
OG0005425	AT1G44770	g17048
OG0005426	AT3G25980	g19550
OG0005427	AT3G27250	g20528
OG0005428	AT1G06950	g02332, g02348
OG0005429	AT3G16240	g06593
OG0005430	AT1G08570	g18243
OG0005431	AT1G27950	g12943
OG0005432	AT3G25950	g19552
OG0005433	AT4G37150	g03025
OG0005434	AT3G19390	g22509
OG0005435	AT3G21700	g11278
OG0005436	AT4G11150	g20651
OG0005437	AT5G59000	g11063
OG0005438	AT2G43000	g17392
OG0005439	AT3G03440	g26823
OG0005440	AT3G29760	g30598
OG0005442	AT1G04500	g02080
OG0005443	AT1G08790	g18223
OG0005444	AT1G28310	g12985
OG0005445	AT5G19530	g12123
OG0005446	AT1G07430	g02401
OG0005447	AT1G68920	g14688
OG0005448	AT1G01030	g01825
OG0005449	AT3G15115	g06731
OG0005450	AT5G15830	g00188
OG0005451	AT2G46550	g30069
OG0005453	AT3G05870	g17519
OG0005454	AT5G48500	g15931
OG0005455	AT3G07100	g11858
OG0005456	AT4G36780	g03044
OG0005457	AT5G05980	g15520
OG0005458	AT4G18880	g15369
OG0005459	AT1G30280	g23715
OG0005460	AT4G30480	g08748
OG0005462	AT5G62580	g12249
OG0005463	AT4G38470	g02718
OG0005464	AT2G02790	g14668
OG0005465	AT3G61960	g05402
OG0005467	AT4G00050	g28743
OG0005468	AT1G77720	g01332
OG0005469	AT5G61330	g15119, g10816, g12670
OG0005470	AT3G19580	g22536
OG0005471	AT3G62050	g05389
OG0005472	AT2G31500	g07907
OG0005473	AT5G10320	g10498
OG0005474	AT5G66920	g07271
OG0005475	AT1G16950	g09896
OG0005476	AT1G65720	g24371
OG0005477	AT1G68370	g14759
OG0005478	AT1G51800	g31153
OG0005479	AT5G22330	g11934
OG0005480	AT5G37480	g20582
OG0005481	AT5G21940	g11990
OG0005482	AT1G70260	g03763
OG0005483	AT1G04445	g02076
OG0005484	AT5G67070	g07290
OG0005485	AT1G52810	g15100
OG0005486	AT4G28890	g04355
OG0005487	AT5G56860	g24106
OG0005488	AT4G34120	g00531
OG0005489	AT3G15990	g06624
OG0005490	AT5G57990	g16892
OG0005491	AT4G21330	g29737
OG0005492	AT5G65470	g07419
OG0005493	AT4G36540	g03069
