Orthogroup	Arabidopsis_thaliana	Boechera_stricta
OG0005040	AT3G66656	Bostr.22252s0371.1.p
OG0005041	AT4G10080	Bostr.25463s0315.1.p
OG0005042	AT2G41410	Bostr.11568s0040.1.p
OG0005043	AT3G23450	Bostr.19424s0293.1.p
OG0005044	AT1G07080	Bostr.25219s0249.1.p
OG0005045	AT2G33380	Bostr.23794s0765.1.p
OG0005046	AT3G55790	Bostr.20505s0171.1.p
OG0005046	AT1G09176	Bostr.25219s0030.1.p
OG0005047	AT5G58950	Bostr.26833s0351.1.p
OG0005048	AT3G57610	Bostr.20903s0013.1.p
OG0005049	AT4G15093	Bostr.0597s0143.1.p
OG0005050	AT5G46910	Bostr.28243s0040.1.p
OG0005051	AT5G17800	Bostr.26527s0427.1.p
OG0005052	AT3G27810	Bostr.0556s0458.1.p
OG0005053	AT5G53420	Bostr.26833s0940.1.p
OG0005054	AT1G03900	Bostr.26675s0399.1.p
OG0005055	AT4G33110, AT4G33120	Bostr.7867s1163.1.p
OG0005056	AT5G22380	Bostr.26527s0039.1.p
OG0005057	AT1G52900	Bostr.0124s0083.1.p
OG0005058	AT2G45490	Bostr.25993s0226.1.p
OG0005059	AT5G09640	Bostr.13129s0028.1.p
OG0005060	AT3G08600	Bostr.22252s0210.1.p
OG0005061	AT3G50670	Bostr.6864s0180.1.p
OG0005062	AT5G08520	Bostr.13129s0103.1.p
OG0005063	AT1G74650	Bostr.3288s0110.1.p
OG0005064	AT1G34355	Bostr.1040s0034.1.p
OG0005065	AT3G27090	Bostr.0556s0385.1.p
OG0005066	AT2G01690	Bostr.7903s0008.1.p
OG0005067	AT3G04330, AT3G04320	Bostr.2570s0272.1.p, Bostr.2570s0270.1.p
OG0005068	AT5G62470	Bostr.0568s0561.1.p
OG0005069	AT3G28910	Bostr.0556s0539.1.p
OG0005070	AT3G23410	Bostr.19424s0297.1.p
OG0005071	AT5G66650	Bostr.0568s0079.1.p
OG0005072	AT4G39780	Bostr.25542s0167.1.p
OG0005073	AT1G54370	Bostr.6758s0082.1.p
OG0005073	AT1G79610	Bostr.20129s0399.1.p
OG0005075	AT3G04945	Bostr.2570s0198.1.p
OG0005075	AT2G14935, AT3G23167, AT3G23165	Bostr.19424s0328.1.p
OG0005079	AT4G09600	Bostr.25463s0364.1.p, Bostr.25463s0363.1.p
OG0005079	AT4G09610	Bostr.25463s0362.1.p
OG0005081	AT3G59650	Bostr.20903s0186.1.p
OG0005082	AT4G10850	Bostr.25463s0240.1.p
OG0005083	AT4G34590	Bostr.7867s1319.1.p
OG0005084	AT3G47833	Bostr.18473s0169.1.p, Bostr.25463s0131.1.p
OG0005084	AT5G62575	Bostr.0568s0549.1.p
OG0005085	AT1G05065	Bostr.25219s0462.1.p
OG0005086	AT2G13295	Bostr.15774s0005.1.p
OG0005089	AT2G04925, AT2G04034	Bostr.0556s0212.1.p
OG0005090	AT5G26050	Bostr.29827s0214.1.p
OG0005092	AT4G19930	Bostr.7200s0134.1.p
OG0005093	AT3G49645	Bostr.30176s0001.1.p, Bostr.13671s0127.1.p, Bostr.6864s0277.1.p
OG0005094	AT5G67150	Bostr.0568s0137.1.p
OG0005096	AT2G19365	Bostr.24399s0059.1.p
OG0005102	AT4G16610	Bostr.30275s0117.1.p
OG0005104	AT1G67260	Bostr.26959s0184.1.p
OG0005105	AT2G18300	Bostr.18351s0299.1.p
OG0005107	AT1G07390	Bostr.4704s0001.1.p
OG0005108	AT2G38420	Bostr.23794s0227.1.p, Bostr.10064s0001.1.p, Bostr.11568s0004.1.p
OG0005109	AT3G14850	Bostr.28625s0222.1.p
OG0005110	AT2G27120, AT1G08260	Bostr.25219s0119.1.p
OG0005111	AT2G44600	Bostr.25993s0311.1.p
OG0005112	AT3G26750	Bostr.20129s0188.1.p, Bostr.0556s0345.1.p, Bostr.20129s0189.1.p, Bostr.20129s0190.1.p
OG0005113	AT3G56880	Bostr.20505s0065.1.p
OG0005114	AT1G42440	Bostr.12302s0002.1.p
OG0005115	AT3G16720	Bostr.28625s0020.1.p
OG0005116	AT5G39670	Bostr.10058s0035.1.p
OG0005118	AT3G50410	Bostr.6864s0202.1.p
OG0005119	AT4G10470	Bostr.25463s0274.1.p
OG0005119	AT1G33050	Bostr.3359s0061.1.p
OG0005120	AT1G45688	Bostr.12302s0134.1.p
OG0005121	AT2G36420	Bostr.23794s0449.1.p
OG0005122	AT1G72020	Bostr.10273s0151.1.p
OG0005123	AT1G16820	Bostr.7903s0127.1.p, Bostr.18351s0184.1.p, Bostr.25463s0345.1.p
OG0005124	AT4G10060	Bostr.25463s0317.1.p
OG0005124	AT1G33700	Bostr.3359s0008.1.p
OG0005125	AT5G58330	Bostr.26833s0419.1.p
OG0005126	AT1G72120	Bostr.10273s0141.1.p
OG0005127	AT2G25720	Bostr.20968s0001.1.p
OG0005128	AT1G15340	Bostr.7128s0147.1.p
OG0005129	AT2G32880, AT2G32870	Bostr.23794s0812.1.p
OG0005130	AT5G55560	Bostr.26833s0702.1.p
OG0005131	AT4G12790	Bostr.20129s0081.1.p, Bostr.2021s0013.1.p
OG0005132	AT1G30110	Bostr.15697s0307.1.p
OG0005133	AT3G27340	Bostr.0556s0415.1.p
OG0005134	AT2G19070	Bostr.18351s0373.1.p
OG0005135	AT3G22680	Bostr.19424s0387.1.p
OG0005136	AT1G79640	Bostr.20129s0402.1.p
OG0005137	AT3G13890	Bostr.28625s0318.1.p
OG0005138	AT5G02750	Bostr.2128s0156.1.p
OG0005140	AT3G07565	Bostr.22252s0273.1.p
OG0005141	AT5G24670	Bostr.10273s0217.1.p
OG0005142	AT3G04300	Bostr.2570s0274.1.p
OG0005143	AT3G06530	Bostr.2570s0004.1.p
OG0005145	AT3G63210	Bostr.13158s0325.1.p
OG0005146	AT1G12450	Bostr.13671s0214.1.p
OG0005147	AT2G22480	Bostr.19427s0018.1.p
OG0005148	AT2G24850	Bostr.11217s0001.1.p
OG0005149	AT4G31400	Bostr.7867s0994.1.p
OG0005150	AT5G51960	Bostr.15774s0343.1.p, Bostr.15697s0465.1.p
OG0005151	AT3G45180	Bostr.21132s0008.1.p
OG0005151	AT5G42300	Bostr.3148s0279.1.p
OG0005153	AT1G66520	Bostr.26959s0266.1.p
OG0005154	AT5G54800	Bostr.26833s0786.1.p
OG0005155	AT3G07650	Bostr.22252s0262.1.p
OG0005156	AT3G17220	Bostr.19424s0941.1.p
OG0005157	AT1G32640	Bostr.3359s0090.1.p
OG0005158	AT3G61780, AT5G28320, AT5G28400	Bostr.24355s0001.1.p
OG0005159	AT3G15570	Bostr.28625s0138.1.p
OG0005160	AT2G05140, AT2G37690	Bostr.23794s0306.1.p
OG0005161	AT1G80500	Bostr.20129s0462.1.p
OG0005162	AT1G02950	Bostr.4824s0068.1.p
OG0005163	AT4G18340	Bostr.30275s0300.1.p
OG0005164	AT2G27020	Bostr.29505s0032.1.p
OG0005165	AT1G80190	Bostr.20129s0495.1.p, Bostr.30275s0251.1.p, Bostr.21942s0005.1.p
OG0005167	AT1G24440	Bostr.15697s0039.1.p
OG0005168	AT1G20070	Bostr.7128s0608.1.p
OG0005169	AT1G64625	Bostr.29223s0014.1.p
OG0005170	AT3G23890	Bostr.19424s0246.1.p
OG0005171	AT2G33470	Bostr.23794s0755.1.p
OG0005172	AT1G79580	Bostr.20129s0396.1.p
OG0005173	AT4G16830	Bostr.30275s0145.1.p
OG0005174	AT1G06230	Bostr.25219s0334.1.p
OG0005175	AT1G77770	Bostr.20129s0215.1.p
OG0005176	AT4G37470	Bostr.30440s0001.1.p
OG0005177	AT1G64960	Bostr.21554s0008.1.p
OG0005178	AT2G17650	Bostr.10058s0017.1.p, Bostr.18351s0225.1.p
OG0005179	AT5G42630	Bostr.3148s0235.1.p
OG0005180	AT5G57660	Bostr.26833s0489.1.p
OG0005181	AT3G05220	Bostr.2570s0164.1.p
OG0005182	AT4G31980	Bostr.7867s1050.1.p
OG0005183	AT1G19110	Bostr.7128s0515.1.p
OG0005184	AT5G65140	Bostr.0568s0278.1.p
OG0005185	AT3G14200	Bostr.28625s0283.1.p
OG0005186	AT2G19580	Bostr.18351s0418.1.p
OG0005187	AT1G31330	Bostr.15697s0447.1.p
OG0005188	AT2G16430	Bostr.18351s0107.1.p
OG0005189	AT1G69930	Bostr.10273s0362.1.p
OG0005190	AT1G70320, AT1G55860	Bostr.7128s0020.1.p
OG0005191	AT1G52370, AT4G28360	Bostr.7867s0671.1.p, Bostr.19427s0036.1.p
OG0005192	AT3G16770	Bostr.28625s0015.1.p
OG0005193	AT2G46820	Bostr.25993s0084.1.p
OG0005194	AT4G16630	Bostr.30275s0121.1.p
OG0005195	AT1G80260	Bostr.20129s0488.1.p
OG0005195	AT1G20570	Bostr.7128s0650.1.p
OG0005196	AT5G50950	Bostr.15774s0238.1.p, Bostr.15774s0237.1.p, Bostr.15774s0236.1.p
OG0005197	AT1G44160	Bostr.12302s0075.1.p
OG0005198	AT4G25730	Bostr.7867s0388.1.p
OG0005200	AT5G16950	Bostr.2618s0035.1.p
OG0005201	AT3G07860	Bostr.22252s0240.1.p
OG0005202	AT4G18570	Bostr.30275s0331.1.p
OG0005203	AT5G57910	Bostr.26833s0463.1.p, Bostr.26833s0459.1.p
OG0005204	AT1G28280	Bostr.15697s0147.1.p
OG0005205	AT2G43950	Bostr.25993s0374.1.p
OG0005206	AT3G23690	Bostr.19424s0266.1.p
OG0005207	AT3G22160	Bostr.19424s0444.1.p
OG0005208	AT2G01340	Bostr.7903s0042.1.p
OG0005209	AT5G18670	Bostr.26527s0343.1.p
OG0005210	AT4G27990	Bostr.7867s0631.1.p
OG0005211	AT1G20970	Bostr.7128s0688.1.p
OG0005212	AT3G10410	Bostr.22252s0022.1.p
OG0005213	AT3G04570	Bostr.2570s0244.1.p
OG0005214	AT2G46600	Bostr.25993s0105.1.p
OG0005215	AT3G47840	Bostr.18473s0166.1.p
OG0005216	AT1G64630	Bostr.29223s0013.1.p
OG0005216	AT5G41990	Bostr.17016s0003.1.p
OG0005217	AT1G06720	Bostr.25219s0287.1.p
OG0005218	AT5G13450	Bostr.2902s0080.1.p
OG0005219	AT5G13330	Bostr.2902s0068.1.p
OG0005220	AT5G02280	Bostr.6251s0044.1.p, Bostr.12722s0033.1.p, Bostr.24513s0210.1.p
OG0005221	AT1G07615	Bostr.25219s0200.1.p
OG0005222	AT5G63240	Bostr.27205s0001.1.p
OG0005222	AT5G63250	Bostr.27205s0002.1.p
OG0005223	AT3G06780	Bostr.22252s0357.1.p
OG0005224	AT1G32240	Bostr.3359s0130.1.p
OG0005225	AT5G64430	Bostr.0568s0354.1.p
OG0005226	AT1G10770	Bostr.13671s0395.1.p
OG0005227	AT3G54840	Bostr.0697s0099.1.p
OG0005228	AT4G34150	Bostr.7867s1267.1.p
OG0005229	AT5G23140	Bostr.10199s0091.1.p
OG0005230	AT2G45695	Bostr.25993s0204.1.p
OG0005231	AT2G40470	Bostr.23794s0013.1.p
OG0005232	AT2G37950	Bostr.23794s0279.1.p
OG0005233	AT2G28000	Bostr.27991s0130.1.p
OG0005234	AT4G09650	Bostr.25463s0353.1.p
OG0005235	AT3G21270	Bostr.19424s0527.1.p
OG0005236	AT5G04500	Bostr.0556s0123.1.p, Bostr.13129s0507.1.p
OG0005237	AT5G20700	Bostr.26527s0135.1.p
OG0005238	AT5G58070	Bostr.26833s0443.1.p
OG0005239	AT5G23580	Bostr.10199s0072.1.p
OG0005240	AT3G23250	Bostr.19424s0318.1.p
OG0005241	AT4G23660	Bostr.7867s0164.1.p, Bostr.30057s0038.1.p, Bostr.30057s0039.1.p
OG0005242	AT1G33055	Bostr.3359s0060.1.p
OG0005243	AT3G49000	Bostr.14830s0001.1.p
OG0005244	AT3G56850	Bostr.20505s0068.1.p
OG0005245	AT5G17590	Bostr.26527s0449.1.p
OG0005246	AT3G02650	Bostr.1460s0183.1.p
OG0005247	AT2G28840	Bostr.27991s0034.1.p
OG0005248	AT4G11320	Bostr.25463s0191.1.p
OG0005248	AT4G11310	Bostr.25463s0192.1.p
OG0005249	AT1G21150	Bostr.7128s0706.1.p
OG0005250	AT1G80130	Bostr.20129s0502.1.p
OG0005251	AT5G57420	Bostr.26833s0514.1.p
OG0005252	AT3G56090	Bostr.20505s0143.1.p
OG0005253	AT2G23240	Bostr.24281s0001.1.p
OG0005253	AT2G42000	Bostr.25993s0578.1.p
OG0005254	AT2G31810	Bostr.24513s0048.1.p
OG0005255	AT2G15610	Bostr.18351s0034.1.p
OG0005255	AT2G15590	Bostr.18351s0033.1.p
OG0005256	AT2G35680	Bostr.23794s0529.1.p
OG0005257	AT5G06920	Bostr.13129s0282.1.p
OG0005258	AT5G51120	Bostr.15774s0254.1.p
OG0005259	AT1G64760	Bostr.6128s0001.1.p
OG0005260	AT3G53990	Bostr.0697s0009.1.p
OG0005261	AT1G72530	Bostr.10273s0097.1.p
OG0005262	AT5G41040	Bostr.7200s0122.1.p
OG0005263	AT5G04560	Bostr.13129s0501.1.p
OG0005264	AT5G61620	Bostr.26833s0072.1.p
OG0005265	AT2G47710	Bostr.13208s0047.1.p
OG0005266	AT5G03490	Bostr.2128s0104.1.p
OG0005267	AT3G18680	Bostr.19424s0794.1.p
OG0005268	AT4G19550	Bostr.30275s0436.1.p
OG0005269	AT2G43780	Bostr.25993s0397.1.p
OG0005270	AT4G25140	Bostr.7867s0321.1.p
OG0005271	AT1G22220	Bostr.12659s0074.1.p
OG0005272	AT3G24160	Bostr.19424s0224.1.p
OG0005273	AT5G12940	Bostr.2902s0030.1.p
OG0005274	AT5G62940	Bostr.0568s0516.1.p
OG0005275	AT2G39510	Bostr.23794s0122.1.p
OG0005276	AT4G32160	Bostr.7867s1070.1.p
OG0005277	AT2G30930	Bostr.24513s0137.1.p
OG0005278	AT4G16490	Bostr.30275s0101.1.p
OG0005279	AT1G61000	Bostr.25832s0001.1.p
OG0005280	AT1G18750	Bostr.7128s0485.1.p
OG0005281	AT5G67450	Bostr.0568s0171.1.p
OG0005282	AT5G02830	Bostr.2128s0167.1.p
OG0005283	AT4G01150	Bostr.7365s0067.1.p
OG0005284	AT1G64380	Bostr.29223s0053.1.p
OG0005285	AT2G01220	Bostr.7903s0049.1.p
OG0005285	AT3G27610	Bostr.0556s0440.1.p
OG0005286	AT3G23290	Bostr.19424s0310.1.p
OG0005287	AT4G05440	Bostr.2983s0078.1.p
OG0005288	AT2G04220	Bostr.19424s0083.1.p
OG0005289	AT5G65410	Bostr.0568s0247.1.p
OG0005290	AT1G63220	Bostr.9600s0043.1.p
OG0005291	AT4G20040	Bostr.30275s0477.1.p
OG0005292	AT5G52820	Bostr.7305s0069.1.p
OG0005293	AT2G27035	Bostr.29505s0035.1.p
OG0005294	AT5G65290	Bostr.0568s0259.1.p
OG0005295	AT1G17100	Bostr.7128s0318.1.p
OG0005296	AT3G10760	Bostr.19424s0999.1.p
OG0005297	AT1G72820	Bostr.10273s0070.1.p
OG0005298	AT1G54150	Bostr.7128s0066.1.p
OG0005299	AT5G53390	Bostr.26833s0942.1.p
OG0005300	AT5G02890	Bostr.2128s0173.1.p
OG0005301	AT4G33680	Bostr.7867s1218.1.p
OG0005302	AT3G16380	Bostr.28625s0051.1.p
OG0005303	AT1G13750	Bostr.13671s0077.1.p
OG0005304	AT1G24340	Bostr.4766s0001.1.p, Bostr.15697s0046.1.p, Bostr.11793s0028.1.p
OG0005305	AT3G47360	Bostr.18473s0233.1.p
OG0005306	AT2G37700	Bostr.23794s0305.1.p
OG0005307	AT1G10590	Bostr.13671s0421.1.p
OG0005308	AT1G67740	Bostr.26959s0136.1.p
OG0005309	AT4G20300	Bostr.10689s0007.1.p
OG0005310	AT3G21865	Bostr.19424s0460.1.p
OG0005311	AT4G32780	Bostr.7867s1128.1.p
OG0005312	AT3G53150	Bostr.11793s0075.1.p
OG0005313	AT1G16825	Bostr.7128s0286.1.p
OG0005313	AT1G78895	Bostr.20129s0323.1.p
OG0005314	AT5G22570	Bostr.26527s0018.1.p
OG0005315	AT5G58350	Bostr.26833s0418.1.p
OG0005316	AT4G34980	Bostr.7867s1357.1.p
OG0005317	AT1G03080	Bostr.26675s0445.1.p
OG0005318	AT1G50200	Bostr.26675s0149.1.p
OG0005319	AT3G27880	Bostr.0556s0465.1.p
OG0005320	AT4G25640	Bostr.7867s0377.1.p
OG0005321	AT1G71970	Bostr.10273s0156.1.p
OG0005322	AT3G18570	Bostr.19424s0805.1.p
OG0005323	AT3G17860	Bostr.19424s0884.1.p
OG0005324	AT2G27260	Bostr.25219s0193.1.p
OG0005325	AT2G02560	Bostr.0556s0078.1.p
OG0005326	AT1G55770	Bostr.7128s0007.1.p, Bostr.23568s0001.1.p, Bostr.7128s0010.1.p, Bostr.3127s0002.1.p
OG0005327	AT4G20960	Bostr.10689s0048.1.p
OG0005328	AT4G20150	Bostr.30275s0487.1.p
OG0005329	AT3G14205	Bostr.28625s0282.1.p
OG0005330	AT2G21340	Bostr.5022s0102.1.p
OG0005331	AT1G29280	Bostr.15697s0224.1.p
OG0005332	AT5G06360	Bostr.13129s0335.1.p
OG0005333	AT2G31953	Bostr.24513s0027.1.p
OG0005334	AT3G03330	Bostr.19046s0045.1.p
OG0005335	AT5G61230	Bostr.26833s0116.1.p
OG0005335	AT5G07840	Bostr.13129s0183.1.p
OG0005336	AT4G21200	Bostr.10689s0070.1.p
OG0005337	AT4G09950	Bostr.25463s0329.1.p
OG0005338	AT5G66380	Bostr.0568s0048.1.p
OG0005339	AT5G50590, AT5G50690	Bostr.15774s0208.1.p
OG0005340	AT3G15040	Bostr.28625s0205.1.p
OG0005341	AT1G58110	Bostr.30057s0084.1.p
OG0005342	AT1G16040	Bostr.1166s0003.1.p
OG0005343	AT3G61590	Bostr.13158s0157.1.p
OG0005344	AT5G17300	Bostr.2618s0066.1.p
OG0005345	AT1G22280	Bostr.12659s0081.1.p
OG0005346	AT2G18160	Bostr.18351s0282.1.p
OG0005347	AT3G49900	Bostr.6864s0252.1.p
OG0005348	AT1G13390	Bostr.13671s0108.1.p
OG0005349	AT1G52680	Bostr.0124s0057.1.p
OG0005350	AT3G22550	Bostr.3742s0001.1.p
OG0005351	AT5G46740	Bostr.28243s0062.1.p
OG0005352	AT5G53830	Bostr.26833s0893.1.p
OG0005353	AT2G39980	Bostr.23794s0067.1.p
OG0005354	AT5G16120	Bostr.2902s0348.1.p
OG0005355	AT5G18110	Bostr.26527s0399.1.p
OG0005356	AT4G21440	Bostr.10689s0089.1.p
OG0005357	AT5G28640	Bostr.16327s0002.1.p
OG0005358	AT2G23820	Bostr.27895s0108.1.p
OG0005359	AT5G13170	Bostr.2902s0051.1.p
OG0005360	AT1G69120	Bostr.10273s0459.1.p
OG0005361	AT1G30470	Bostr.15697s0343.1.p
OG0005362	AT5G18460	Bostr.26527s0366.1.p
OG0005363	AT5G25060	Bostr.5763s0015.1.p
OG0005363	AT5G10800	Bostr.13175s0023.1.p
OG0005364	AT2G18260	Bostr.18351s0296.1.p
OG0005365	AT4G17330	Bostr.30275s0187.1.p
OG0005366	AT1G15660	Bostr.7128s0182.1.p
OG0005367	AT1G22640	Bostr.12659s0116.1.p
OG0005368	AT4G01245, AT4G01270	Bostr.10064s0008.1.p
OG0005369	AT4G24690	Bostr.7867s0275.1.p
OG0005370	AT1G79550	Bostr.20129s0392.1.p
OG0005371	AT2G02820	Bostr.0556s0099.1.p
OG0005373	AT3G11964	Bostr.19424s1132.1.p
OG0005374	AT1G77800	Bostr.20129s0218.1.p
OG0005375	AT5G13480	Bostr.2902s0083.1.p
OG0005376	AT4G25040	Bostr.7867s0310.1.p
OG0005377	AT5G23810	Bostr.10199s0053.1.p
OG0005378	AT4G33740	Bostr.7867s1224.1.p
OG0005379	AT5G62150	Bostr.26833s0024.1.p
OG0005380	AT5G05440	Bostr.13129s0422.1.p
OG0005381	AT5G48170	Bostr.5224s0002.1.p
OG0005382	AT5G15550	Bostr.2902s0291.1.p
OG0005383	AT1G21360	Bostr.25570s0010.1.p
OG0005384	AT1G17090	Bostr.7128s0317.1.p
OG0005385	AT3G60680	Bostr.13158s0067.1.p
OG0005386	AT4G00910	Bostr.7365s0034.1.p
OG0005387	AT5G17210	Bostr.2902s0401.1.p, Bostr.2618s0056.1.p
OG0005388	AT3G18690	Bostr.19424s0793.1.p
OG0005389	AT4G16160	Bostr.30275s0062.1.p
OG0005390	AT5G62380	Bostr.0568s0569.1.p
OG0005391	AT3G12700	Bostr.3640s0045.1.p
OG0005392	AT1G47578	Bostr.25219s0568.1.p, Bostr.15654s0070.1.p
OG0005392	AT4G31050	Bostr.7867s0964.1.p
OG0005393	AT5G62550	Bostr.0568s0552.1.p
OG0005394	AT3G57990	Bostr.20903s0050.1.p
OG0005395	AT5G40830	Bostr.7200s0090.1.p
OG0005395	AT3G27230	Bostr.0556s0399.1.p
OG0005396	AT3G29390	Bostr.0556s0597.1.p
OG0005397	AT1G51200	Bostr.26675s0070.1.p
OG0005399	AT2G02070	Bostr.0556s0033.1.p
OG0005400	AT3G58130, AT2G27340	Bostr.20903s0064.1.p
OG0005401	AT4G18540	Bostr.30275s0329.1.p
OG0005402	AT2G42200	Bostr.25993s0559.1.p
OG0005403	AT2G38690	Bostr.23794s0203.1.p
OG0005404	AT1G04260	Bostr.26675s0328.1.p
OG0005405	AT5G67060	Bostr.0568s0128.1.p
OG0005406	AT2G16485	Bostr.18351s0110.1.p
OG0005407	AT2G04030	Bostr.0556s0209.1.p
OG0005408	AT3G13040	Bostr.3640s0078.1.p
OG0005409	AT2G40530	Bostr.23794s0006.1.p
OG0005410	AT4G28395	Bostr.7867s0677.1.p
OG0005411	AT5G20260	Bostr.26527s0173.1.p
OG0005412	AT2G36400	Bostr.23794s0452.1.p
OG0005413	AT1G16910	Bostr.7128s0298.1.p
OG0005413	AT1G78815	Bostr.20129s0315.1.p
OG0005414	AT1G68850	Bostr.10273s0484.1.p
OG0005415	AT1G02860	Bostr.4824s0057.1.p
OG0005416	AT2G35580	Bostr.23794s0545.1.p
OG0005417	AT1G62960	Bostr.22157s0030.1.p
OG0005418	AT5G33210, AT3G51060	Bostr.6864s0138.1.p
OG0005419	AT1G80670	Bostr.20129s0446.1.p
OG0005420	AT3G49600	Bostr.6864s0285.1.p
OG0005421	AT2G02590	Bostr.0556s0083.1.p, Bostr.0556s0080.1.p, Bostr.0556s0062.1.p
OG0005422	AT1G09070	Bostr.25219s0039.1.p
OG0005423	AT1G34060	Bostr.1040s0063.1.p
OG0005424	AT2G02450	Bostr.0556s0069.1.p
OG0005425	AT1G44770	Bostr.12302s0089.1.p
OG0005426	AT3G25980	Bostr.0556s0274.1.p
OG0005427	AT3G27250	Bostr.0556s0401.1.p
OG0005428	AT1G06950	Bostr.25219s0263.1.p
OG0005429	AT3G16240	Bostr.28625s0066.1.p
OG0005430	AT1G08570	Bostr.26833s0370.1.p, Bostr.25219s0087.1.p
OG0005431	AT1G27950	Bostr.15697s0115.1.p
OG0005432	AT3G25950	Bostr.0556s0272.1.p
OG0005433	AT4G37150	Bostr.7867s1554.1.p
OG0005434	AT3G19390	Bostr.19424s0722.1.p
OG0005435	AT3G21700	Bostr.19424s0476.1.p
OG0005436	AT4G11150	Bostr.25463s0211.1.p
OG0005437	AT5G59000	Bostr.26833s0346.1.p
OG0005438	AT2G43000	Bostr.25993s0479.1.p
OG0005439	AT3G03440	Bostr.19046s0060.1.p
OG0005440	AT3G29760	Bostr.0556s0608.1.p
OG0005442	AT1G04500	Bostr.26675s0299.1.p
OG0005443	AT1G08790	Bostr.25219s0067.1.p
OG0005444	AT1G28310	Bostr.15697s0151.1.p
OG0005445	AT5G19530	Bostr.26527s0247.1.p
OG0005446	AT1G07430	Bostr.25219s0213.1.p
OG0005447	AT1G68920	Bostr.10273s0474.1.p
OG0005448	AT1G01030	Bostr.5325s0023.1.p
OG0005449	AT3G15115	Bostr.28625s0174.1.p
OG0005450	AT5G15830	Bostr.2902s0318.1.p
OG0005451	AT2G46550	Bostr.25993s0110.1.p
OG0005453	AT3G05870	Bostr.0556s0372.1.p
OG0005454	AT5G48500	Bostr.2392s0016.1.p
OG0005455	AT3G07100	Bostr.22252s0324.1.p
OG0005456	AT4G36780	Bostr.7867s1535.1.p
OG0005457	AT5G05980	Bostr.13129s0375.1.p
OG0005458	AT4G18880	Bostr.30275s0365.1.p
OG0005459	AT1G30280	Bostr.15697s0327.1.p
OG0005460	AT4G30480	Bostr.7867s0900.1.p
OG0005462	AT5G62580	Bostr.0568s0548.1.p
OG0005463	AT4G38470	Bostr.25542s0032.1.p
OG0005464	AT2G02790	Bostr.0556s0093.1.p
OG0005465	AT3G61960	Bostr.13158s0201.1.p
OG0005467	AT4G00050	Bostr.14547s0014.1.p
OG0005468	AT1G77720	Bostr.20129s0209.1.p
OG0005469	AT5G61330	Bostr.26833s0107.1.p
OG0005470	AT3G19580	Bostr.19424s0704.1.p
OG0005471	AT3G62050	Bostr.13158s0208.1.p
OG0005472	AT2G31500	Bostr.24513s0071.1.p
OG0005473	AT5G10320	Bostr.13175s0066.1.p
OG0005474	AT5G66920	Bostr.0568s0114.1.p
OG0005475	AT1G16950	Bostr.7128s0303.1.p
OG0005476	AT1G65720	Bostr.26959s0340.1.p
OG0005479	AT5G22330	Bostr.26527s0045.1.p
OG0005480	AT5G37480	Bostr.9638s0065.1.p
OG0005481	AT5G21940	Bostr.26527s0084.1.p
OG0005482	AT1G70260	Bostr.10273s0330.1.p
OG0005483	AT1G04445	Bostr.26675s0309.1.p
OG0005484	AT5G67070	Bostr.0568s0129.1.p
OG0005486	AT4G28890	Bostr.7867s0734.1.p
OG0005487	AT5G56860	Bostr.26833s0575.1.p
OG0005488	AT4G34120	Bostr.7867s1262.1.p
OG0005489	AT3G15990	Bostr.28625s0092.1.p
OG0005490	AT5G57990	Bostr.26833s0452.1.p
OG0005491	AT4G21330	Bostr.10689s0082.1.p
OG0005492	AT5G65470	Bostr.0568s0241.1.p
OG0005493	AT4G36540	Bostr.7867s1511.1.p
OG0005494	AT1G26480	Bostr.12659s0347.1.p
OG0005495	AT1G71450	Bostr.10273s0203.1.p
OG0005497	AT5G47920	Bostr.5224s0027.1.p
OG0005498	AT1G07175	Bostr.25219s0237.1.p
OG0005498	AT2G29995	Bostr.29246s0004.1.p
OG0005499	AT1G73760	Bostr.3288s0019.1.p
OG0005500	AT3G03260	Bostr.19046s0037.1.p
OG0005501	AT1G63000	Bostr.22157s0022.1.p
OG0005502	AT4G02250	Bostr.16335s0031.1.p
OG0005503	AT3G56360	Bostr.20505s0116.1.p
OG0005504	AT4G28720	Bostr.7867s0717.1.p
OG0005505	AT4G21710	Bostr.10689s0130.1.p
OG0005506	AT4G01290	Bostr.10064s0011.1.p
OG0005507	AT1G78600	Bostr.20129s0293.1.p
OG0005508	AT2G43160	Bostr.25993s0459.1.p
OG0005509	AT2G24990	Bostr.0556s0494.1.p
OG0005510	AT5G08130	Bostr.13129s0152.1.p
OG0005511	AT4G01440	Bostr.7365s0009.1.p
OG0005512	AT4G01883	Bostr.16335s0077.1.p
OG0005513	AT1G78110	Bostr.20129s0245.1.p
OG0005514	AT5G59790	Bostr.26833s0258.1.p
OG0005515	AT3G18165	Bostr.19424s0851.1.p
OG0005517	AT2G36200	Bostr.23794s0477.1.p
OG0005518	AT1G08820	Bostr.25219s0064.1.p
OG0005519	AT4G01010	Bostr.7365s0052.1.p
OG0005520	AT5G58390	Bostr.26833s0413.1.p
OG0005521	AT4G21150	Bostr.10689s0064.1.p
OG0005522	AT3G07360	Bostr.22252s0296.1.p
OG0005523	AT5G16010	Bostr.2902s0336.1.p
OG0005524	AT4G28300	Bostr.7867s0666.1.p
OG0005525	AT2G19880	Bostr.18351s0443.1.p
