Orthogroup	Arabidopsis_thaliana	Brassica_oleracea
OG0006300	AT4G18770	Bo7g106240, Bo3g157300, Bo1g019910
OG0006301	AT5G25610	Bo7g095790, Bo2g158560, Bo9g011300
OG0006302	AT2G44050	Bo3g037060, Bo4g194780
OG0006303	AT3G56010	Bo8g090410, Bo4g115380
OG0006304	AT5G57630, AT5G57565	Bo9g133360, Bo9g015120
OG0006305	AT4G00955, AT2G23450	Bo8g100430, Bo4g151600
OG0006306	AT5G27300, AT2G27790	Bo4g164830
OG0006307	AT5G61340	Bo9g014540, Bo2g161620, Bo7g098530
OG0006308	AT2G47050	Bo3g039480, Bo4g197470, Bo4g005750
OG0006309	AT5G52060	Bo3g023420, Bo2g048080
OG0006310	AT1G29260	Bo5g058500, Bo3g143820
OG0006311	AT5G11470	Bo9g171190, Bo3g007030
OG0006312	AT1G12350, AT5G02080	Bo2g002470, Bo9g184840
OG0006313	AT5G11970	Bo3g007390
OG0006314	AT5G63320	Bo9g017610, Bo3g103590
OG0006316	AT2G18400	Bo3g094150, Bo7g010190
OG0006317	AT1G17680	Bo01108s050, Bo5g024000
OG0006318	AT3G62390	Bo8g097810
OG0006319	AT1G20180	Bo5g050570, Bo8g070020
OG0006320	AT2G43465	Bo4g019790, Bo4g170670
OG0006321	AT3G23820	Bo3g081930, Bo1g101240, Bo7g038960
OG0006322	AT2G43970	Bo4g021180
OG0006323	AT4G37180	Bo1g005280, Bo3g153770
OG0006325	AT3G13980	Bo5g131830, Bo1g134710
OG0006326	AT1G16570	Bo8g105410, Bo5g022010
OG0006327	AT3G54470	Bo4g119930, Bo6g068050
OG0006328	AT5G15290	Bo9g164260, Bo3g010220
OG0006329	AT3G10260	Bo1g144020, Bo2g075550, Bo5g137650
OG0006330	AT2G01110	Bo7g078040, Bo2g133760
OG0006331	AT2G40120	Bo4g025500, Bo4g188850
OG0006332	AT4G32950	Bo3g171010, Bo7g115930
OG0006333	AT5G14230	Bo3g009680, Bo9g166060
OG0006335	AT1G13260	Bo8g107500, Bo5g015210
OG0006336	AT5G49650	Bo3g134140
OG0006337	AT5G63140	Bo3g104710, Bo3g104700, Bo9g017550
OG0006338	AT2G44500	Bo4g023810
OG0006339	AT5G56420	Bo2g034310
OG0006340	AT2G28350	Bo4g071620
OG0006341	AT2G33360	Bo4g043770, Bo3g027250
OG0006342	AT3G60220	Bo8g094960, Bo6g076840
OG0006343	AT2G20300	Bo9g028160, Bo8g102410, Bo7g003710
OG0006344	AT4G29960	Bo3g175830
OG0006345	AT3G17465	Bo1g120540, Bo5g123050
OG0006346	AT4G15480	Bo7g103790
OG0006347	AT5G64530	Bo3g101220, Bo9g018140
OG0006348	AT5G15680	Bo3g010550, Bo2g012730
OG0006349	AT1G77405	Bo2g092510, Bo1g049520
OG0006350	AT1G75500	Bo2g083930, Bo6g086310, Bo6g119670
OG0006351	AT4G30010	Bo7g114140, Bo3g175820
OG0006352	AT2G46340	Bo3g039180, Bo4g009360
OG0006353	AT3G60530	Bo6g077140, Bo8g095280
OG0006354	AT1G30380	Bo3g148990, Bo5g062900
OG0006355	AT5G02460	Bo9g183590, Bo3g001890, Bo2g002590
OG0006356	AT3G12260	Bo5g133540, Bo3g064840
OG0006357	AT4G15770	Bo8g042090, Bo1g055430, Bo7g103980
OG0006358	AT3G63430	Bo8g098620
OG0006359	AT4G10380	Bo3g044690, Bo2g110350
OG0006360	AT1G20650	Bo8g070320
OG0006361	AT1G77100	Bo6g121070
OG0006362	AT1G19870	Bo5g027970, Bo8g069840
OG0006363	AT3G18610	Bo5g117350
OG0006364	AT1G47720	Bo8g016760
OG0006365	AT5G27820	Bo2g155470, Bo7g094780
OG0006366	AT1G08450	Bo8g055820, Bo8g112470
OG0006367	AT2G33410	Bo4g043720, Bo4g181910, Bo3g027300
OG0006368	AT4G28340, AT4G28330	Bo1g051410, Bo8g054250
OG0006369	AT1G05280	Bo8g115180, Bo8g004520
OG0006370	AT1G24625	Bo7g050340, Bo3g140010
OG0006371	AT1G15350	Bo8g066370, Bo8g106120
OG0006372	AT2G34810	Bo3g028060, Bo02486s010, Bo3g028050, Bo4g039280
OG0006373	AT5G48350	Bo6g079360
OG0006373	AT3G62320	Bo8g097760
OG0006374	AT4G23620	Bo1g036890, Bo3g155430
OG0006375	AT1G02580	Bo5g003240, Bo8g117380
OG0006376	AT3G26350	Bo7g082610, Bo2g139110
OG0006377	AT2G33435	Bo3g027330
OG0006378	AT5G49120	Bo9g009690, Bo01327s010
OG0006379	AT5G53210	Bo3g022850, Bo9g110960, Bo2g046020
OG0006380	AT1G59750	Bo4g083590, Bo1g090350
OG0006381	AT4G10680, AT3G29380	Bo7g087490, Bo2g148060, Bo9g008870
OG0006382	AT1G53300	Bo3g183920, Bo6g029480
OG0006383	AT1G65450	Bo6g099300
OG0006384	AT5G08370	Bo2g009050
OG0006385	AT5G01220	Bo9g184990, Bo3g001530
OG0006386	AT3G54740	Bo6g068230, Bo5g104730, Bo4g118440, Bo8g084890
OG0006387	AT1G20760	Bo8g070360, Bo7g061390, Bo5g030650
OG0006388	AT5G46720	Bo9g065500
OG0006389	AT1G27150	Bo8g027440, Bo7g054600
OG0006390	AT1G80460	Bo6g080400, Bo2g095970, Bo6g124540
OG0006391	AT1G65270	Bo4g136040
OG0006392	AT2G38650	Bo4g027110, Bo4g187710, Bo3g032680
OG0006393	AT5G41480	Bo7g075230
OG0006394	AT5G05990	Bo9g176650, Bo3g003630
OG0006395	AT5G57030	Bo9g130620, Bo3g019500
OG0006396	AT1G31130	Bo7g041060, Bo5g065730, Bo2g121200
OG0006397	AT3G26890	Bo7g083990
OG0006398	AT2G43640	Bo4g020940
OG0006399	AT2G43140	Bo4g019620, Bo4g194080, Bo3g036400
OG0006400	AT1G78590	Bo6g122140, Bo2g093520
OG0006401	AT2G27180	Bo4g077080, Bo00966s010, Bo4g161420
OG0006402	AT1G08910	Bo8g058070, Bo8g112270
OG0006403	AT2G39670	Bo4g026040
OG0006405	AT1G55270	Bo6g034370, Bo6g051170, Bo3g184910
OG0006406	AT3G57440	Bo3g035800
OG0006407	AT3G29034	Bo7g087200, Bo2g150040, Bo2g147650
OG0006408	AT3G54220	Bo8g083500
OG0006409	AT3G53850	Bo4g120520, Bo8g083210, Bo6g067660
OG0006410	AT3G62300	Bo4g098820, Bo8g097740
OG0006411	AT5G20100	Bo3g014000
OG0006412	AT2G36000	Bo3g029880, Bo4g185900
OG0006413	AT5G38530	Bo4g144050, Bo4g137300, Bo00955s010
OG0006414	AT2G31280	Bo4g176150
OG0006415	AT1G28560	Bo3g143640
OG0006416	AT3G51120	Bo8g081870, Bo7g100770
OG0006417	AT3G49390	Bo8g077770, Bo1g078950, Bo3g109610
OG0006418	AT5G64350	Bo3g101400, Bo2g166190, Bo9g018060
OG0006419	AT5G56970	Bo2g032890, Bo9g128520
OG0006420	AT2G45730	Bo3g038960, Bo4g195750
OG0006421	AT2G45690	Bo4g024870, Bo3g038920
OG0006422	AT3G61610	Bo6g077870, Bo8g096120
OG0006423	AT5G67120	Bo6g097280, Bo4g052570, Bo7g064060
OG0006424	AT3G02910	Bo1g155070, Bo5g151370
OG0006425	AT5G26742	Bo7g095270, Bo9g010910
OG0006426	AT2G41970	Bo4g014670, Bo3g035890, Bo4g191250
OG0006427	AT5G49450	Bo9g009810, Bo7g092760
OG0006428	AT5G17870	Bo2g014050, Bo3g012810
OG0006429	AT4G26500	Bo1g045320
OG0006430	AT4G32820	Bo1g009910
OG0006431	AT5G66780	Bo7g064510, Bo2g167780
OG0006432	AT1G65320	Bo6g099240
OG0006433	AT1G03140, AT1G54590	Bo8g116100
OG0006434	AT3G09970	Bo5g137830
OG0006435	AT1G27210	Bo8g075190, Bo1g072550, Bo5g041260
OG0006436	AT1G73210	Bo00796s060, Bo6g116510
OG0006437	AT5G24930	Bo7g096320, Bo9g011530
OG0006438	AT5G62810	Bo9g015210, Bo3g107110
OG0006440	AT1G08480	Bo8g055840
OG0006441	AT2G24450	Bo8g099780, Bo4g154620, Bo3g042180
OG0006442	AT2G42280	Bo4g191390
OG0006443	AT3G42150, AT1G21930	Bo5g035020, Bo7g060040
OG0006444	AT2G35930	Bo4g036170, Bo3g029820, Bo4g185810
OG0006445	AT5G23530	Bo7g097610, Bo9g014080
OG0006446	AT3G04910	Bo5g146900, Bo3g058680
OG0006447	AT3G06120	Bo3g060420, Bo5g144750, Bo1g150080
OG0006448	AT1G75810	Bo2g086410, Bo6g119890
OG0006449	AT2G41680	Bo3g035740, Bo4g013400
OG0006450	AT4G35530	Bo1g006390, Bo7g117470
OG0006451	AT2G38550	Bo4g027180
OG0006452	AT5G20240	Bo9g152080, Bo3g014100, Bo2g020730
OG0006453	AT5G45380	Bo2g127110, Bo9g061460, Bo4g144100
OG0006454	AT1G31480	Bo8g032300, Bo5g067050
OG0006455	AT5G54390	Bo9g117330, Bo2g041820
OG0006456	AT5G15270	Bo9g164270, Bo3g010210
OG0006457	AT5G02260	Bo3g001800, Bo9g184700, Bo2g002510
OG0006458	AT5G04600	Bo9g178900, Bo2g006620
OG0006459	AT3G15860	Bo5g126580, Bo1g124970
OG0006460	AT3G14280	Bo5g130440, Bo1g134480
OG0006461	AT2G28710	Bo4g069230, Bo4g166690
OG0006462	AT5G08280	Bo9g174550, Bo3g004810, Bo2g008970
OG0006463	AT5G06700	Bo2g007350, Bo3g003960, Bo9g175910
OG0006464	AT5G52660	Bo3g023120, Bo9g108370
OG0006465	AT2G03980	Bo2g137280, Bo9g075670, Bo2g137270
OG0006466	AT5G51740	Bo9g102530
OG0006467	AT3G11680	Bo1g139880, Bo7g081330, Bo12700s010, Bo5g136220
OG0006468	AT4G28040	Bo1g051140, Bo8g054110
OG0006469	AT2G40475	Bo3g035000, Bo4g012630, Bo4g190220
OG0006470	AT1G77700	Bo6g082080, Bo2g092880, Bo2g092810, Bo6g121430
OG0006471	AT5G25210	Bo7g096170
OG0006472	AT1G63910	Bo9g029530, Bo9g033970
OG0006473	AT3G29400	Bo09176s010, Bo2g147760, Bo2g148090, Bo7g087510
OG0006474	AT3G10915	Bo1g141370, Bo5g137030
OG0006475	AT3G49790	Bo7g099080, Bo1g080120, Bo8g079060
OG0006476	AT2G44080	Bo4g021250
OG0006477	AT5G22650	Bo9g148250, Bo2g024240, Bo3g016960
OG0006478	AT5G16760	Bo9g161830, Bo3g012160
OG0006479	AT3G22640	Bo1g104960
OG0006480	AT1G69270	Bo2g062920
OG0006481	AT2G44910	Bo4g024150, Bo4g195250
OG0006482	AT5G46800	Bo9g065590, Bo2g131480, Bo7g075760
OG0006483	AT2G16810	Bo12025s010
OG0006484	AT4G32860	Bo3g171070, Bo1g009870, Bo7g115870
OG0006485	AT5G06240	Bo9g176480
OG0006486	AT1G35720	Bo6g043900, Bo8g025760, Bo5g083900
OG0006487	AT2G30500	Bo4g173090, Bo3g024680, Bo3g024690
OG0006488	AT5G54300	Bo9g117230, Bo2g042090
OG0006489	AT5G47620	Bo2g133510, Bo7g077760, Bo9g069660
OG0006490	AT4G37630	Bo7g118630
OG0006491	AT5G23260	Bo7g097810, Bo9g014270, Bo2g160980
OG0006492	AT4G34390	Bo3g168920, Bo7g116830, Bo1g007350
OG0006493	AT4G27040	Bo7g111240
OG0006494	AT5G23280	Bo9g014260, Bo7g097790, Bo2g160970
OG0006495	AT2G21160	Bo4g145770, Bo8g101990
OG0006496	AT4G15210	Bo8g040630, Bo02108s010, Bo8g040610, Bo3g185180, Bo3g185170
OG0006497	AT5G47890	Bo9g009190, Bo7g088920, Bo2g149570
OG0006498	AT2G45680	Bo4g024860, Bo3g038900
OG0006499	AT5G01230	Bo6g035960
OG0006500	AT1G72220	Bo2g075520, Bo6g114740
OG0006501	AT1G28260, AT5G02650	Bo3g143280, Bo5g054690
OG0006502	AT4G36930	Bo3g153630, Bo1g004970
OG0006503	AT3G13990	Bo5g131810, Bo1g134680
OG0006504	AT2G36310	Bo4g034820, Bo3g030040
OG0006505	AT1G15370	Bo5g020800, Bo8g106090
OG0006506	AT2G30200	Bo4g059650, Bo3g024400
OG0006507	AT4G14145	Bo8g036870, Bo3g149310
OG0006508	AT2G40780	Bo4g190430
OG0006509	AT2G23070	Bo4g151340
OG0006510	AT4G23750	Bo7g109100, Bo1g037170
OG0006511	AT5G15190	Bo00958s030, Bo2g012440, Bo3g010150
OG0006512	AT1G70700	Bo6g094620, Bo6g112300, Bo2g068460
OG0006513	AT4G00755	Bo9g002500, Bo2g098760
OG0006514	AT3G63150	Bo4g098180
OG0006515	AT3G11860, AT3G11890	Bo5g135070
OG0006516	AT4G17440	Bo1g051540, Bo7g105110, Bo9g169930, Bo9g042180
OG0006517	AT3G22660	Bo5g094600, Bo3g081340, Bo1g104950
OG0006518	AT1G06260	Bo8g006030, Bo8g006040, Bo5g007380
OG0006519	AT1G29760	Bo3g146390, Bo5g060980
OG0006520	AT5G58140	Bo2g028790, Bo3g018910, Bo9g134810
OG0006521	AT1G06850	Bo8g114410, Bo8g007220, Bo6g066380
OG0006523	AT5G65640	Bo3g097890, Bo2g168250
OG0006524	AT2G48030	Bo4g001010
OG0006525	AT5G19140	Bo2g017730, Bo3g013530, Bo9g153990
OG0006526	AT1G55260	Bo3g184900, Bo6g033370
OG0006528	AT3G03720	Bo1g153600, Bo5g148750
OG0006529	AT5G48720	Bo2g150230, Bo9g009580, Bo7g089470
OG0006530	AT4G21760	Bo1g025520, Bo7g107560
OG0006531	AT2G45280	Bo4g038470, Bo01730s010, Bo09981s010
OG0006532	AT1G34260	Bo6g044290
OG0006533	AT4G00026	Bo8g084880
OG0006534	AT2G33040	Bo4g181610, Bo4g045340, Bo3g026900
OG0006535	AT5G12050	Bo2g010800, Bo3g007450, Bo9g169660
OG0006536	AT1G18860	Bo8g068160, Bo8g103030
OG0006537	AT2G18040	Bo7g011670, Bo3g093940
OG0006538	AT2G29900	Bo4g060080
OG0006539	AT2G29040	Bo4g065880, Bo4g168020
OG0006540	AT5G56780	Bo9g126290, Bo01139s050
OG0006541	AT4G37300	Bo1g004860, Bo7g118480
OG0006542	AT5G35980	Bo4g135970, Bo6g056330
OG0006543	AT3G54360	Bo6g067990, Bo6g068020, Bo8g083610
OG0006544	AT5G15120	Bo3g010080, Bo9g165400, Bo7g091080
OG0006545	AT1G80450	Bo6g125550, Bo2g095980, Bo6g080390
OG0006546	AT1G66760	Bo3g125020
OG0006547	AT2G39020	Bo3g034060
OG0006548	AT5G67470	Bo2g168070, Bo3g096420
OG0006549	AT4G33550	Bo3g170670, Bo3g170680
OG0006550	AT4G39770	Bo7g119030, Bo3g152600, Bo1g002810
OG0006551	AT5G39785	Bo4g139080
OG0006552	AT3G14190	Bo1g134570, Bo6g070030, Bo3g065940
OG0006553	AT1G08065	Bo5g008730
OG0006554	AT5G65170	Bo3g099460, Bo9g018540
OG0006555	AT1G48380	Bo5g072510
OG0006556	AT5G21160	Bo9g149970, Bo2g023490
OG0006557	AT3G55250	Bo8g089550, Bo4g116960
OG0006558	AT3G17170	Bo5g123350
OG0006559	AT1G75510	Bo6g086270, Bo2g083960
OG0006560	AT2G28870	Bo4g068060, Bo3g040020, Bo01016s040
OG0006561	AT3G51720	Bo9g037310, Bo4g088220, Bo4g082390, Bo8g081370, Bo9g037300
OG0006562	AT2G45660	Bo4g024850, Bo3g038880, Bo4g195720
OG0006563	AT4G17510	Bo7g105150, Bo1g017600
OG0006564	AT5G37740	Bo4g143880, Bo4g136780
OG0006565	AT4G30810	Bo7g114800, Bo1g011860, Bo3g175430
OG0006566	AT3G18190	Bo5g120060, Bo1g118870, Bo1g117750
OG0006567	AT3G15420, AT1G80745	Bo9g163180
OG0006568	AT5G49510	Bo9g009880, Bo7g092780
OG0006569	AT2G39200	Bo4g188000, Bo3g034180, Bo3g034150, Bo3g034160
OG0006570	AT5G08330	Bo2g009040, Bo9g174490, Bo3g004850
OG0006571	AT2G16710	Bo3g091500, Bo9g024200
OG0006572	AT4G24220	Bo1g037710, Bo8g050090
OG0006573	AT5G03670	Bo3g002500, Bo9g181830
OG0006574	AT2G46300	Bo4g010400, Bo3g039160
OG0006575	AT1G61860	Bo1g098670, Bo4g089300
OG0006576	AT1G80360	Bo6g080330, Bo6g125630, Bo2g096040
OG0006578	AT2G01880	Bo7g080010, Bo2g134720
OG0006579	AT1G04880	Bo8g004290, Bo5g004970, Bo8g115380
OG0006580	AT1G72790	Bo6g090330, Bo6g116190
OG0006581	AT1G71692	Bo2g073000, Bo6g113110, Bo2g073010, Bo6g094120
OG0006582	AT3G61690	Bo6g077920, Bo8g097240
OG0006583	AT3G62090	Bo8g097630, Bo02373s010, Bo6g079220
OG0006584	AT5G13250	Bo9g167890, Bo3g009080, Bo2g011170
OG0006585	AT2G02170	Bo7g080310, Bo2g136010
OG0006586	AT2G35630	Bo4g036300, Bo3g028400
OG0006587	AT3G13600	Bo1g136170, Bo3g065640, Bo5g132320
OG0006588	AT1G63855	Bo9g029430
OG0006589	AT3G12660	Bo3g065080, Bo1g139060, Bo5g133330
OG0006590	AT2G47190	Bo4g198510, Bo00954s080
OG0006591	AT4G24550	Bo1g039100, Bo8g050320, Bo7g109600
OG0006592	AT4G32980	Bo1g008750, Bo1g008560, Bo1g008580, Bo7g115960
OG0006593	AT3G46560	Bo9g036740, Bo4g094120
OG0006594	AT5G25620	Bo7g095780, Bo9g011290, Bo2g158550
OG0006595	AT5G51410	Bo3g023750, Bo9g101100
OG0006596	AT3G01460	Bo5g155130, Bo1g158920
OG0006598	AT4G24015	Bo1g037400, Bo7g109280
OG0006599	AT1G73220	Bo6g116520, Bo2g080430, Bo2g080440
OG0006600	AT5G67390	Bo2g168000, Bo9g020190, Bo7g063660
OG0006601	AT3G45920	Bo02199s010, Bo8g027310
OG0006602	AT2G17723	Bo9g078210
OG0006602	AT3G45093, AT5G43401	Bo3g091700
OG0006604	AT1G07190	Bo1g150350, Bo6g024670, Bo6g024690
OG0006605	AT2G14755	Bo5g120080, Bo9g035560
OG0006606	AT1G53285, AT1G53282, AT3G48205	Bo1g075710
OG0006607	AT3G06985	Bo5g141960
OG0006607	AT3G07005	Bo1g147620
OG0006608	AT1G30880	Bo4g096920, Bo2g120970, Bo7g041220, Bo5g065580
OG0006609	AT1G04645	Bo8g004150, Bo8g003080, Bo8g003110, Bo6g006900, Bo8g003100, Bo8g004120, Bo8g115440
OG0006610	AT3G13275	Bo3g065450, Bo5g132760
OG0006611	AT3G26660, AT3G26620	Bo00285s360
OG0006612	AT5G05690	Bo9g177000, Bo2g007020, Bo3g003460
OG0006613	AT4G37830	Bo1g003380, Bo3g153170
OG0006623	AT2G33400	Bo4g181900, Bo4g043730
OG0006624	AT1G08760	Bo8g112340, Bo5g009240
OG0006625	AT5G08420	Bo9g174480, Bo2g009100
OG0006626	AT1G68300	Bo6g106710
OG0006627	AT1G79110	Bo6g081260, Bo6g122570
OG0006628	AT3G16730	Bo1g123240, Bo5g123740
OG0006629	AT4G21680	Bo1g024380, Bo7g107500
OG0006630	AT1G64590	Bo9g031010, Bo9g032200
OG0006631	AT1G67560	Bo6g098790, Bo2g056010
OG0006632	AT1G33500	Bo5g086720
OG0006633	AT4G01020, AT5G10370	Bo9g172210, Bo3g005550
OG0006634	AT2G25740	Bo8g098990, Bo3g042040
OG0006635	AT3G08650	Bo1g144980, Bo5g139900, Bo3g062500
OG0006636	AT4G12170	Bo6g038350, Bo4g139430
OG0006637	AT5G51330	Bo2g050510, Bo00626s050
OG0006638	AT3G12140	Bo1g139560
OG0006639	AT3G28455	Bo2g146320, Bo9g008480, Bo7g091340
OG0006640	AT5G55820	Bo3g021340
OG0006641	AT1G09130	Bo8g058170
OG0006642	AT4G39740	Bo3g152530, Bo1g002790
OG0006643	AT3G54810	Bo4g118340, Bo8g085930, Bo6g068260
OG0006645	AT5G25530	Bo7g095850
OG0006647	AT5G48850	Bo7g089560, Bo9g009620
OG0006649	AT4G39840	Bo1g002900, Bo3g152630
OG0006650	AT2G35450	Bo4g038630
OG0006651	AT5G09790	Bo2g009530, Bo9g173800
OG0006652	AT4G14420	Bo8g038000, Bo4g126930
OG0006653	AT3G63410	Bo6g079850
OG0006654	AT2G22610	Bo8g100960
OG0006655	AT3G46670, AT3G46660	Bo1g070870
OG0006656	AT1G45207	Bo8g020570
OG0006657	AT1G05370	Bo5g005560, Bo8g115100
OG0006658	AT3G16850	Bo3g068540, Bo5g123630
OG0006659	AT3G22360, AT3G27620	Bo1g105190
OG0006660	AT1G69325	Bo2g063000, Bo6g108760
OG0006661	AT2G26430	Bo7g050220
OG0006662	AT5G40420	Bo4g140180, Bo6g064470
OG0006663	AT1G69050	Bo6g108570, Bo2g062600
OG0006664	AT4G38900	Bo7g119550, Bo3g149620
OG0006665	AT1G53800	Bo6g050630, Bo6g031700
OG0006666	AT2G46810	Bo4g197360, Bo4g006950
OG0006667	AT5G19440	Bo9g153760
OG0006668	AT4G16430	Bo7g104400, Bo1g054800
OG0006669	AT3G54890	Bo6g068340, Bo8g087140
OG0006670	AT1G21580	Bo8g070930, Bo5g034590
OG0006671	AT2G30590	Bo4g056260, Bo3g024750
OG0006672	AT2G32850	Bo4g045490, Bo3g027070
OG0006673	AT3G07440, AT5G48530	Bo7g089320
OG0006674	AT5G15530	Bo3g010330, Bo9g164080
OG0006675	AT3G10920	Bo1g141360, Bo5g137020
OG0006676	AT3G56990	Bo6g072520, Bo8g091360
OG0006677	AT2G45400	Bo4g195490, Bo4g024590
OG0006678	AT5G50700, AT5G50600	Bo3g042880, Bo2g050740
OG0006679	AT3G61510	Bo8g096040
OG0006680	AT2G33490	Bo4g182000, Bo4g043660
OG0006681	AT5G24070	Bo9g013830, Bo7g097250
OG0006682	AT1G52980	Bo6g039390, Bo6g031010
OG0006683	AT3G25905	Bo2g138800, Bo9g075930, Bo7g082270
OG0006684	AT4G14330	Bo3g149100, Bo4g127050
OG0006685	AT4G19170	Bo1g020270, Bo3g158650
OG0006686	AT4G22780	Bo7g108200, Bo1g030680
OG0006687	AT3G54320	Bo6g067950, Bo8g083590
OG0006688	AT4G17210	Bo7g105010, Bo1g052910, Bo8g047160
OG0006689	AT1G71900	Bo6g114380, Bo2g075100
OG0006690	AT3G58630	Bo8g092770, Bo6g075950
OG0006691	AT4G20190	Bo1g022240, Bo3g162110
OG0006692	AT3G07970	Bo3g061570, Bo5g140060
OG0006693	AT2G40220	Bo4g025410, Bo3g034810
OG0006694	AT3G56400	Bo00913s010, Bo6g071110, Bo8g090820
OG0006695	AT1G18520	Bo8g067870, Bo5g025530, Bo8g104360
OG0006696	AT4G33440	Bo7g116150, Bo1g008150
OG0006697	AT4G01650	Bo3g053110, Bo9g004170
OG0006698	AT1G09460	Bo8g058590
OG0006699	AT3G09010	Bo3g062280, Bo1g144780
OG0006700	AT3G22830	Bo3g081420, Bo5g093470, Bo1g103760
OG0006701	AT2G29540	Bo4g169430
OG0006702	AT1G60420	Bo1g091840
OG0006703	AT5G19260	Bo2g017820, Bo9g153920
OG0006704	AT5G13790	Bo9g166450, Bo3g009340
OG0006705	AT1G32790	Bo5g049380
OG0006706	AT1G43890	Bo5g070810
OG0006707	AT3G14430	Bo5g130290
OG0006708	AT1G80770	Bo6g080670, Bo6g124240
OG0006709	AT5G01380	Bo3g001460, Bo9g186070, Bo2g001280
OG0006710	AT2G17540	Bo7g014320, Bo01027s040
OG0006711	AT1G55370	Bo6g034490
OG0006712	AT2G27190	Bo4g160150, Bo01551s010
OG0006713	AT1G05960	Bo5g007130, Bo8g005870, Bo8g114860
OG0006714	AT4G13720	Bo4g130800
OG0006715	AT2G23150	Bo8g100600, Bo3g042290
OG0006717	AT4G34890, AT4G34900	Bo1g006880
OG0006718	AT3G11420	Bo5g136590, Bo3g064170, Bo1g141060
OG0006719	AT3G05500	Bo1g151550, Bo5g145340
OG0006721	AT4G27600	Bo1g049500, Bo7g111520
OG0006722	AT4G01210	Bo9g003660, Bo3g054520
OG0006723	AT5G14970	Bo2g012290
OG0006724	AT2G30990	Bo4g053750, Bo4g053730, Bo4g173760
OG0006725	AT5G05570	Bo9g177050
OG0006726	AT4G29720	Bo7g113850, Bo9g018920, Bo1g016100
OG0006727	AT5G47710	Bo7g077860, Bo2g133580
OG0006728	AT1G19960	Bo8g069900, Bo7g061970, Bo5g029090
OG0006729	AT1G04190	Bo8g002770
OG0006731	AT4G01320	Bo9g003550, Bo3g054570
OG0006732	AT2G35880	Bo3g028610, Bo4g035160
OG0006733	AT3G10670	Bo3g062800, Bo5g137220
OG0006734	AT1G30970	Bo2g121020, Bo5g065610
OG0006735	AT4G14010	Bo4g128420
OG0006736	AT2G37195	Bo3g031580, Bo2g009940, Bo7g048180, Bo01710s020
OG0006737	AT4G03280	Bo3g049820, Bo9g006480
OG0006738	AT1G60660	Bo9g043930
OG0006739	AT5G14180	Bo9g166090
OG0006740	AT1G33940, AT5G18700	Bo9g154610, Bo3g013300
OG0006741	AT1G23560	Bo7g056030, Bo8g074950
OG0006742	AT3G01160	Bo3g055420, Bo5g156390
OG0006743	AT1G64640	Bo9g031080, Bo9g032130, Bo13206s010
OG0006744	AT1G30660, AT1G30680	Bo5g064290
OG0006745	AT2G40815	Bo3g035200, Bo3g035190, Bo3g035180
OG0006746	AT2G32760	Bo4g179450, Bo3g026810
OG0006747	AT3G48410	Bo8g076870
OG0006748	AT1G32450	Bo5g049080, Bo5g087130
OG0006749	AT2G44440	Bo4g021690, Bo3g037290
OG0006750	AT4G30880	Bo3g175350
OG0006751	AT2G18910	Bo9g027420, Bo3g096330, Bo01285s020
OG0006752	AT5G58530	Bo3g018650, Bo9g135260, Bo2g028510
OG0006753	AT5G59180	Bo2g026980, Bo9g137010
OG0006754	AT2G26670	Bo5g057380, Bo7g065110
OG0006755	AT4G37000	Bo1g005060
OG0006756	AT2G17305	Bo1g007580, Bo7g116670
OG0006758	AT4G00830	Bo3g053320, Bo9g003950
OG0006759	AT3G63390	Bo8g098600
OG0006760	AT1G02900	Bo5g003500, Bo8g001200
OG0006761	AT4G22930	Bo7g108350, Bo1g031860
OG0006762	AT2G45860	Bo4g025040
OG0006763	AT3G59400	Bo8g093230, Bo6g076410
OG0006764	AT4G00370	Bo3g054800, Bo9g002290
OG0006765	AT2G27310	Bo4g163650, Bo3g040590
OG0006766	AT5G14400	Bo2g011840, Bo9g165940
OG0006768	AT5G44790	Bo7g069890, Bo9g068080
OG0006769	AT4G22670	Bo3g165530, Bo1g028510
OG0006770	AT1G56270	Bo5g091700, Bo5g091690
OG0006771	AT2G45350	Bo4g024550
OG0006772	AT3G06950	Bo3g060930
OG0006773	AT2G46370	Bo4g196110, Bo3g039200, Bo4g009300
OG0006774	AT1G25280	Bo7g050520, Bo3g139820, Bo5g043430
OG0006775	AT3G07910	Bo1g146150
OG0006776	AT5G11940	Bo2g010710
OG0006777	AT3G01435	Bo5g155150, Bo1g158900
OG0006778	AT3G49180	Bo1g078690
OG0006779	AT3G06420	Bo3g060570, Bo5g143510
OG0006781	AT1G66245	Bo5g137260, Bo3g062770
OG0006782	AT4G20850	Bo1g022530, Bo7g107190
OG0006783	AT2G28520	Bo4g165470, Bo4g070380, Bo3g040200
OG0006784	AT1G12260	Bo5g017120, Bo8g062650, Bo8g108300
OG0006785	AT3G26570	Bo9g007960, Bo7g082720
OG0006786	AT5G64810	Bo3g100860, Bo2g166420
OG0006788	AT3G49640	Bo8g077930
OG0006789	AT1G15110	Bo8g106230
OG0006790	AT2G29400	Bo4g063580, Bo3g039960
OG0006791	AT1G52580	Bo6g039550, Bo6g028190
OG0006792	AT1G71950	Bo6g114460
OG0006793	AT1G18480	Bo8g067860
OG0006794	AT1G73730	Bo6g118030, Bo6g087550
OG0006795	AT3G01290	Bo5g155300, Bo5g155290, Bo3g055200
