Orthogroup	Arabidopsis_thaliana	Capsella_rubella
OG0006047	AT1G10840	Carub.0001s1038.1.p
OG0006049	AT2G47730	Carub.0004s3045.1.p
OG0006050	AT3G49142	Carub.0005s1538.1.p
OG0006051	AT4G16690	Carub.0007s2471.1.p
OG0006052	AT5G10010	Carub.0006s0847.1.p
OG0006053	AT3G56910	Carub.0005s2365.1.p
OG0006054	AT3G12890	Carub.0003s1225.1.p
OG0006055	AT1G32200	Carub.0001s3053.1.p
OG0006057	AT3G26932	Carub.0005s0508.1.p
OG0006059	AT5G18037	Carub.0006s1630.1.p, Carub.0006s1626.1.p
OG0006060	AT1G23980	Carub.0001s2340.1.p
OG0006061	AT3G13200	Carub.0003s1256.1.p
OG0006062	AT2G17160	Carub.0003s3110.1.p
OG0006062	AT2G17170	Carub.0003s3045.1.p, Carub.0003s3111.1.p
OG0006063	AT5G14020	Carub.0006s1221.1.p
OG0006064	AT4G11600	Carub.0006s3070.1.p
OG0006065	AT1G75690	Carub.0002s2253.1.p
OG0006066	AT1G59970	Carub.0002s0531.1.p
OG0006067	AT3G14780	Carub.0003s1445.1.p, Carub.0003s1426.1.p
OG0006067	AT3G32050	Carub.0005s1400.1.p, Carub.0005s0285.1.p
OG0006068	AT3G07660	Carub.0003s0724.1.p
OG0006069	AT5G07440	Carub.0006s0641.1.p
OG0006070	AT5G10280	Carub.0006s0874.1.p
OG0006071	AT5G19980	Carub.0006s1835.1.p
OG0006072	AT3G21250	Carub.0003s2123.1.p, Carub.0003s2122.1.p
OG0006073	AT2G17120	Carub.0003s3105.1.p
OG0006075	AT2G20820	Carub.0003s3544.1.p
OG0006076	AT5G63010	Carub.0008s2372.1.p
OG0006077	AT4G33250	Carub.0007s0721.1.p
OG0006078	AT5G06270	Carub.0006s0516.1.p
OG0006079	AT3G50780, AT2G24692	Carub.0005s1713.1.p
OG0006080	AT2G20920	Carub.0004s0001.1.p
OG0006081	AT4G24820	Carub.0007s1623.1.p
OG0006082	AT5G54790	Carub.0008s1506.1.p
OG0006083	AT3G18360	Carub.0003s1814.1.p
OG0006085	AT1G67050	Carub.0002s1334.1.p
OG0006087	AT2G36360	Carub.0004s1815.1.p
OG0006088	AT5G58500	Carub.0008s1909.1.p
OG0006089	AT4G19700	Carub.0007s2145.1.p
OG0006091	AT3G18830	Carub.0003s1865.1.p
OG0006092	AT4G19540	Carub.0007s2166.1.p
OG0006093	AT2G38090	Carub.0004s2006.1.p
OG0006094	AT3G02830	Carub.0003s0193.1.p
OG0006095	AT5G10020	Carub.0006s0848.1.p
OG0006096	AT3G16870	Carub.0003s1659.1.p
OG0006097	AT3G61200	Carub.0005s2787.1.p
OG0006098	AT2G34200	Carub.0004s1583.1.p
OG0006099	AT3G21740	Carub.0003s2178.1.p, Carub.0095s0001.1.p
OG0006100	AT5G65480	Carub.0008s2633.1.p
OG0006101	AT1G30870	Carub.0001s2921.1.p
OG0006102	AT1G02660	Carub.0001s0171.1.p
OG0006103	AT4G37400	Carub.0007s0290.1.p
OG0006104	AT1G76750	Carub.0002s2366.1.p
OG0006105	AT3G45460, AT3G45480, AT3G45525, AT3G45510	Carub.0005s1132.1.p
OG0006106	AT2G15670, AT3G51670	Carub.0005s1803.1.p
OG0006107	AT4G27190	Carub.0007s3016.1.p
OG0006108	AT4G31140	Carub.0007s0939.1.p
OG0006109	AT5G24800	Carub.0006s2265.1.p
OG0006110	AT4G40020	Carub.0007s0199.1.p
OG0006111	AT4G30993	Carub.0007s0954.1.p
OG0006112	AT4G24830	Carub.0007s1622.1.p
OG0006113	AT3G60830	Carub.0005s2758.1.p
OG0006115	AT4G06534, AT4G06536	Carub.0006s2627.1.p
OG0006116	AT3G57450	Carub.0005s2429.1.p
OG0006117	AT3G11800	Carub.0005s2923.1.p, Carub.0003s1113.1.p
OG0006118	AT1G30040	Carub.0001s2827.1.p
OG0006119	AT1G59590	Carub.0002s0586.1.p
OG0006120	AT1G25260	Carub.0001s2531.1.p
OG0006121	AT1G14990	Carub.0001s1476.1.p
OG0006122	AT4G12250	Carub.0006s3138.1.p
OG0006123	AT4G14750	Carub.0007s2739.1.p
OG0006124	AT1G47810	Carub.0001s3673.1.p
OG0006124	AT1G47800	Carub.0006s0263.1.p, Carub.0006s0576.1.p
OG0006125	AT3G06350	Carub.0003s0578.1.p, Carub.0003s0579.1.p
OG0006126	AT3G18215	Carub.0003s1797.1.p
OG0006127	AT5G67220	Carub.0008s2729.1.p
OG0006128	AT2G23660	Carub.0004s0286.1.p
OG0006129	AT5G45460	Carub.0008s0256.1.p
OG0006129	AT5G45470	Carub.0008s0399.1.p, Carub.0008s0258.1.p, Carub.0008s0255.1.p
OG0006130	AT1G16530	Carub.0001s1629.1.p
OG0006131	AT2G42490	Carub.0004s2494.1.p
OG0006132	AT4G10340	Carub.0006s2894.1.p
OG0006133	AT1G76660	Carub.0002s2356.1.p
OG0006134	AT1G07473, AT1G07476	Carub.0001s0678.1.p, Carub.0001s0679.1.p
OG0006135	AT5G54680	Carub.0008s1494.1.p
OG0006136	AT5G07630	Carub.0006s0661.1.p
OG0006137	AT5G20970	Carub.0006s1929.1.p
OG0006138	AT3G03970	Carub.0003s0322.1.p
OG0006139	AT3G25100	Carub.0003s2543.1.p
OG0006140	AT1G62400	Carub.0002s0258.1.p
OG0006141	AT4G33420	Carub.0007s0707.1.p
OG0006142	AT3G57280	Carub.0005s2413.1.p, Carub.0001s3807.1.p
OG0006143	AT1G12980	Carub.0001s1274.1.p
OG0006144	AT5G58970	Carub.0008s1961.1.p
OG0006145	AT5G37530	Carub.0007s3270.1.p
OG0006146	AT5G16560	Carub.0006s1476.1.p
OG0006147	AT1G59700	Carub.0002s0569.1.p, Carub.0218s0002.1.p
OG0006147	AT1G59670	Carub.0002s0576.1.p
OG0006148	AT1G13790	Carub.0001s1350.1.p
OG0006149	AT5G35917, AT5G05260	Carub.0006s0419.1.p
OG0006150	AT4G18510	Carub.0007s2272.1.p
OG0006151	AT3G61160	Carub.0005s2781.1.p
OG0006152	AT2G29730	Carub.0004s1082.1.p
OG0006153	AT1G75390	Carub.0002s2225.1.p
OG0006154	AT3G12900	Carub.0003s1226.1.p
OG0006156	AT1G31500	Carub.0001s2992.1.p
OG0006157	AT3G25120	Carub.0003s2545.1.p
OG0006158	AT2G24650	Carub.0004s0406.1.p
OG0006159	AT5G63860	Carub.0008s2463.1.p
OG0006160	AT1G36280, AT4G18440	Carub.0007s2280.1.p
OG0006161	AT5G07020	Carub.0006s0594.1.p
OG0006162	AT1G71940	Carub.0002s1872.1.p
OG0006163	AT5G13670	Carub.0006s1183.1.p
OG0006164	AT3G54290	Carub.0005s2088.1.p
OG0006165	AT4G37295	Carub.0007s0299.1.p
OG0006166	AT3G10985	Carub.0003s1027.1.p
OG0006167	AT5G51020	Carub.0008s1102.1.p
OG0006168	AT2G44820	Carub.0004s2739.1.p
OG0006169	AT5G17230	Carub.0006s1542.1.p
OG0006170	AT5G19790	Carub.0006s1814.1.p
OG0006171	AT4G24930	Carub.0007s1613.1.p
OG0006172	AT1G19300	Carub.0001s1889.1.p
OG0006173	AT2G20280	Carub.0003s3461.1.p
OG0006174	AT3G15355	Carub.0003s1506.1.p
OG0006175	AT1G50560, AT1G50520	Carub.0001s3959.1.p
OG0006176	AT5G48270	Carub.0008s0783.1.p
OG0006177	AT1G15420	Carub.0001s1522.1.p
OG0006178	AT1G09960	Carub.0001s0939.1.p
OG0006179	AT2G38670	Carub.0004s2065.1.p
OG0006180	AT5G21960	Carub.0006s1960.1.p
OG0006181	AT5G62280	Carub.0008s2297.1.p
OG0006182	AT4G13830	Carub.0007s2861.1.p
OG0006183	AT1G26750	Carub.0001s2427.1.p
OG0006184	AT5G04530	Carub.0006s0347.1.p
OG0006185	AT3G59610	Carub.0002s0547.1.p
OG0006186	AT2G28920	Carub.0004s0991.1.p
OG0006187	AT3G60980	Carub.0201s0001.1.p, Carub.0006s2574.1.p
OG0006188	AT5G52180	Carub.0008s1227.1.p
OG0006189	AT1G74130	Carub.0002s2095.1.p
OG0006191	AT5G14330	Carub.0006s1252.1.p
OG0006192	AT3G27160	Carub.0005s0539.1.p
OG0006193	AT5G02110	Carub.0006s0095.1.p
OG0006194	AT5G52900	Carub.0008s1309.1.p
OG0006195	AT1G68590	Carub.0002s1513.1.p
OG0006196	AT4G17810	Carub.0007s2354.1.p
OG0006197	AT1G68320	Carub.0002s1481.1.p
OG0006198	AT3G24090	Carub.0003s2444.1.p
OG0006199	AT1G72310	Carub.0002s1916.1.p
OG0006200	AT1G49560	Carub.0001s3876.1.p
OG0006201	AT5G58060	Carub.0008s1861.1.p, Carub.0008s1749.1.p
OG0006202	AT5G21280	Carub.0006s1962.1.p
OG0006203	AT4G35320	Carub.0007s0497.1.p
OG0006204	AT2G43180	Carub.0004s2565.1.p
OG0006205	AT5G55960	Carub.0008s1630.1.p
OG0006206	AT5G23800	Carub.0006s2153.1.p
OG0006206	AT5G23770	Carub.0006s2152.1.p
OG0006207	AT4G01410	Carub.0006s3578.1.p
OG0006208	AT3G60380	Carub.0007s2697.1.p
OG0006209	AT3G56950	Carub.0005s2369.1.p
OG0006210	AT4G16650	Carub.0007s2475.1.p
OG0006211	AT5G60910	Carub.0008s2160.1.p
OG0006212	AT3G50630	Carub.0005s1695.1.p
OG0006213	AT3G15110	Carub.0003s1475.1.p
OG0006214	AT3G10960	Carub.0003s1023.1.p
OG0006215	AT5G49690	Carub.0008s0957.1.p
OG0006216	AT2G30530	Carub.0004s1169.1.p
OG0006217	AT2G01500	Carub.0005s0046.1.p
OG0006218	AT2G46080	Carub.0004s2877.1.p
OG0006219	AT5G45040	Carub.0008s0327.1.p
OG0006220	AT1G69380	Carub.0007s0615.1.p, Carub.0002s1598.1.p
OG0006221	AT1G77690	Carub.0002s2457.1.p
OG0006222	AT1G52630	Carub.0001s4162.1.p
OG0006223	AT3G12800, AT1G36580, AT2G07640	Carub.0003s1216.1.p
OG0006224	AT5G02430	Carub.0006s0123.1.p
OG0006225	AT1G32370	Carub.0001s3075.1.p
OG0006226	AT1G08510	Carub.0001s0787.1.p
OG0006227	AT5G54590	Carub.0008s1486.1.p
OG0006228	AT1G72490	Carub.0002s1934.1.p
OG0006229	AT2G40580	Carub.0004s2285.1.p
OG0006230	AT5G43960	Carub.0008s0459.1.p
OG0006231	AT5G45100	Carub.0008s0314.1.p
OG0006232	AT3G11110	Carub.0003s1042.1.p
OG0006233	AT5G03510	Carub.0006s0231.1.p
OG0006234	AT4G14746	Carub.0007s2740.1.p
OG0006235	AT3G52450	Carub.0005s1884.1.p
OG0006236	AT1G14710	Carub.0001s1449.1.p
OG0006237	AT5G20180	Carub.0006s1858.1.p
OG0006238	AT3G61730, AT5G36000	Carub.0005s2847.1.p
OG0006239	AT1G63700	Carub.0002s0115.1.p
OG0006240	AT5G43155, AT5G43160	Carub.0008s0553.1.p
OG0006241	AT5G41350	Carub.0007s3413.1.p
OG0006242	AT1G21340	Carub.0001s2074.1.p
OG0006243	AT5G64020, AT2G37720	Carub.0008s2480.1.p
OG0006244	AT1G51405	Carub.0001s4028.1.p
OG0006245	AT3G21710	Carub.0003s2176.1.p
OG0006246	AT5G25510	Carub.0006s2337.1.p
OG0006247	AT1G17380	Carub.0001s1715.1.p
OG0006248	AT5G60620	Carub.0008s2130.1.p
OG0006249	AT1G30700	Carub.0001s2898.1.p
OG0006250	AT5G67190	Carub.0008s2732.1.p
OG0006251	AT5G12260	Carub.0006s1077.1.p
OG0006252	AT1G78920	Carub.0002s2576.1.p
OG0006253	AT1G65420	Carub.0002s1113.1.p
OG0006254	AT3G62600	Carub.0005s2926.1.p
OG0006255	AT3G49100	Carub.0005s1529.1.p
OG0006256	AT1G13360	Carub.0001s1308.1.p
OG0006257	AT3G16000	Carub.0003s1573.1.p
OG0006258	AT2G19690	Carub.0003s3398.1.p
OG0006259	AT2G25970	Carub.0004s0582.1.p
OG0006260	AT1G75900	Carub.0002s2281.1.p
OG0006261	AT3G04280	Carub.0003s0349.1.p
OG0006262	AT3G12300	Carub.0003s1167.1.p
OG0006263	AT1G30690	Carub.0001s2897.1.p
OG0006264	AT2G25840	Carub.0004s0567.1.p
OG0006265	AT4G35790	Carub.0007s0444.1.p
OG0006266	AT1G80600	Carub.0002s2695.1.p
OG0006267	AT4G11820	Carub.0006s3093.1.p
OG0006268	AT5G11920	Carub.0006s1045.1.p
OG0006269	AT3G27700	Carub.0005s0625.1.p
OG0006270	AT5G08110	Carub.0006s0699.1.p
OG0006271	AT1G21500	Carub.0001s2092.1.p
OG0006273	AT5G20190	Carub.0006s1859.1.p
OG0006274	AT3G14180	Carub.0003s1378.1.p
OG0006275	AT1G21460	Carub.0001s2087.1.p
OG0006276	AT3G54750	Carub.0005s2135.1.p
OG0006277	AT1G16920	Carub.0001s1666.1.p
OG0006278	AT1G18740	Carub.0001s1839.1.p
OG0006279	AT5G60800	Carub.0008s2149.1.p
OG0006280	AT5G56760	Carub.0008s1724.1.p
OG0006281	AT4G35490	Carub.0007s0484.1.p
OG0006282	AT1G51640	Carub.0001s4050.1.p
OG0006283	AT1G13740	Carub.0001s1348.1.p
OG0006284	AT1G72160	Carub.0002s1896.1.p
OG0006285	AT4G38120	Carub.0007s0001.1.p
OG0006286	AT2G15695	Carub.0003s2956.1.p
OG0006287	AT3G18050	Carub.0003s1777.1.p
OG0006288	AT5G62850	Carub.0008s2356.1.p
OG0006289	AT3G07070	Carub.0003s0658.1.p
OG0006290	AT4G30850	Carub.0007s0970.1.p
OG0006291	AT1G08650	Carub.0001s0801.1.p
OG0006292	AT3G57120	Carub.0005s2393.1.p
OG0006293	AT5G04320	Carub.0006s0327.1.p
OG0006294	AT5G28770	Carub.0006s2602.1.p
OG0006295	AT5G16840	Carub.0006s1506.1.p
OG0006296	AT3G44050	Carub.0005s0979.1.p, Carub.0250s0001.1.p
OG0006297	AT4G18020	Carub.0007s2331.1.p
OG0006298	AT3G23620	Carub.0003s2385.1.p
OG0006299	AT1G19850	Carub.0001s1937.1.p
OG0006300	AT4G18770	Carub.0007s2247.1.p
OG0006301	AT5G25610	Carub.0006s2348.1.p
OG0006302	AT2G44050	Carub.0004s2660.1.p
OG0006303	AT3G56010	Carub.0005s2275.1.p
OG0006304	AT5G57630, AT5G57565	Carub.0008s1814.1.p
OG0006305	AT4G00955, AT2G23450	Carub.0004s0268.1.p
OG0006306	AT5G27300, AT2G27790	Carub.0004s0855.1.p
OG0006307	AT5G61340	Carub.0008s2201.1.p
OG0006308	AT2G47050	Carub.0004s2979.1.p
OG0006309	AT5G52060	Carub.0008s1216.1.p
OG0006310	AT1G29260	Carub.0001s2739.1.p
OG0006311	AT5G11470	Carub.0006s0992.1.p
OG0006312	AT1G12350	Carub.0001s1201.1.p
OG0006313	AT5G11970	Carub.0006s1051.1.p
OG0006314	AT5G63320	Carub.0008s2407.1.p
OG0006315	AT4G14385	Carub.0007s2785.1.p
OG0006316	AT2G18400	Carub.0003s3255.1.p
OG0006317	AT1G17680	Carub.0001s1741.1.p
OG0006318	AT3G62390	Carub.0005s2911.1.p
OG0006319	AT1G20180	Carub.0001s1971.1.p
OG0006320	AT2G43465	Carub.0004s2592.1.p
OG0006321	AT3G23820	Carub.0003s2413.1.p
OG0006322	AT2G43970	Carub.0004s2653.1.p
OG0006323	AT4G37180	Carub.0007s0337.1.p
OG0006324	AT1G27600	Carub.0001s2612.1.p
OG0006325	AT3G13980	Carub.0003s1356.1.p
OG0006326	AT1G16570	Carub.0001s1633.1.p
OG0006327	AT3G54470	Carub.0005s2109.1.p
OG0006328	AT5G15290	Carub.0006s1348.1.p
OG0006329	AT3G10260	Carub.0003s0944.1.p
OG0006330	AT2G01110	Carub.0005s0009.1.p
OG0006331	AT2G40120	Carub.0004s2233.1.p
OG0006332	AT4G32950	Carub.0007s0753.1.p
OG0006333	AT5G14230	Carub.0006s1243.1.p
OG0006334	AT2G37860	Carub.0004s1977.1.p
OG0006335	AT1G13260	Carub.0001s1299.1.p
OG0006336	AT5G49650	Carub.0008s0951.1.p
OG0006337	AT5G63140	Carub.0008s2390.1.p
OG0006338	AT2G44500	Carub.0004s2706.1.p
OG0006339	AT5G56420	Carub.0008s1689.1.p
OG0006340	AT2G28350	Carub.0004s0926.1.p
OG0006341	AT2G33360	Carub.0004s1498.1.p
OG0006342	AT3G60220	Carub.0005s2696.1.p
OG0006343	AT2G20300	Carub.0003s3464.1.p
OG0006344	AT4G29960	Carub.0007s1068.1.p
OG0006345	AT3G17465	Carub.0003s1719.1.p
OG0006346	AT4G15480	Carub.0004s0144.1.p, Carub.0008s0471.1.p
OG0006347	AT5G64530	Carub.0008s2533.1.p
OG0006348	AT5G15680	Carub.0006s1383.1.p
OG0006349	AT1G77405	Carub.0002s2430.1.p
OG0006350	AT1G75500	Carub.0002s2236.1.p
OG0006351	AT4G30010	Carub.0007s1064.1.p
OG0006352	AT2G46340	Carub.0004s2904.1.p
OG0006353	AT3G60530	Carub.0005s2727.1.p
OG0006354	AT1G30380	Carub.0001s2858.1.p
OG0006355	AT5G02460	Carub.0006s0126.1.p
OG0006356	AT3G12260	Carub.0003s1162.1.p
OG0006357	AT4G15770	Carub.0007s2590.1.p
OG0006358	AT3G63430	Carub.0005s3005.1.p
OG0006359	AT4G10380	Carub.0006s2902.1.p
OG0006360	AT1G20650	Carub.0001s2012.1.p
OG0006361	AT1G77100	Carub.0002s2398.1.p
OG0006362	AT1G19870	Carub.0001s1939.1.p
OG0006363	AT3G18610	Carub.0003s1839.1.p
OG0006364	AT1G47720	Carub.0001s3658.1.p
OG0006365	AT5G27820	Carub.0006s2476.1.p
OG0006366	AT1G08450	Carub.0001s0780.1.p
OG0006367	AT2G33410	Carub.0004s1504.1.p
OG0006368	AT4G28340, AT4G28330	Carub.0007s1242.1.p
OG0006369	AT1G05280	Carub.0001s0457.1.p
OG0006370	AT1G24625	Carub.0001s2546.1.p
OG0006371	AT1G15350	Carub.0001s1510.1.p
OG0006372	AT2G34810	Carub.0004s1649.1.p
OG0006374	AT4G23620	Carub.0007s1752.1.p
OG0006375	AT1G02580	Carub.0001s0164.1.p
OG0006376	AT3G26350	Carub.0005s0427.1.p
OG0006377	AT2G33435	Carub.0004s1507.1.p
OG0006379	AT5G53210	Carub.0008s1341.1.p
OG0006380	AT1G59750	Carub.0002s0561.1.p
OG0006381	AT4G10680, AT3G29380	Carub.0005s0811.1.p
OG0006382	AT1G53300	Carub.0001s4248.1.p
OG0006383	AT1G65450	Carub.0002s1119.1.p
OG0006384	AT5G08370	Carub.0006s0727.1.p
OG0006385	AT5G01220	Carub.0006s0067.1.p
OG0006386	AT3G54740	Carub.0005s2134.1.p
OG0006387	AT1G20760	Carub.0001s2021.1.p
OG0006388	AT5G46720	Carub.0008s0120.1.p
OG0006389	AT1G27150	Carub.0001s2380.1.p
OG0006390	AT1G80460	Carub.0002s2712.1.p
OG0006391	AT1G65270	Carub.0002s1084.1.p
OG0006392	AT2G38650	Carub.0004s2063.1.p
OG0006393	AT5G41480	Carub.0007s3402.1.p
OG0006394	AT5G05990	Carub.0006s0489.1.p
OG0006395	AT5G57030	Carub.0008s1753.1.p
OG0006396	AT1G31130	Carub.0001s2953.1.p
OG0006397	AT3G26890	Carub.0005s0498.1.p
OG0006398	AT2G43640	Carub.0004s2617.1.p
OG0006399	AT2G43140	Carub.0004s2562.1.p
OG0006400	AT1G78590	Carub.0002s2544.1.p
OG0006401	AT2G27180	Carub.0004s0772.1.p
OG0006402	AT1G08910	Carub.0001s0824.1.p
OG0006403	AT2G39670	Carub.0004s2171.1.p
OG0006405	AT1G55270	Carub.0001s4378.1.p
OG0006406	AT3G57440	Carub.0005s2428.1.p
OG0006407	AT3G29034	Carub.0005s0764.1.p
OG0006408	AT3G54220	Carub.0005s2081.1.p
OG0006409	AT3G53850	Carub.0005s2044.1.p
OG0006410	AT3G62300	Carub.0005s2902.1.p
OG0006411	AT5G20100	Carub.0006s1848.1.p
OG0006412	AT2G36000	Carub.0004s1775.1.p
OG0006413	AT5G38530	Carub.0007s3738.1.p
OG0006414	AT1G06150	Carub.0001s0550.1.p
OG0006414	AT2G31280	Carub.0004s1257.1.p
OG0006415	AT1G28560	Carub.0001s2702.1.p, Carub.0004s0328.1.p
OG0006416	AT3G51120	Carub.0005s1752.1.p
OG0006417	AT3G49390	Carub.0005s1568.1.p
OG0006418	AT5G64350	Carub.0008s2515.1.p
OG0006419	AT5G56970	Carub.0008s1745.1.p
OG0006420	AT2G45730	Carub.0004s2839.1.p
OG0006421	AT2G45690	Carub.0004s2834.1.p
OG0006422	AT3G61610	Carub.0005s2830.1.p
OG0006423	AT5G67120	Carub.0008s2739.1.p
OG0006424	AT3G02910	Carub.0003s0204.1.p
OG0006425	AT5G26742	Carub.0006s2418.1.p
OG0006426	AT2G41970	Carub.0004s2430.1.p
OG0006427	AT5G49450	Carub.0008s0931.1.p
OG0006428	AT5G17870	Carub.0006s1610.1.p
OG0006429	AT4G26500	Carub.0007s1438.1.p
OG0006430	AT4G32820	Carub.0007s0767.1.p, Carub.0003s0455.1.p
OG0006431	AT5G66780	Carub.0008s2773.1.p
OG0006432	AT1G65320	Carub.0002s1099.1.p
OG0006433	AT1G03140, AT1G54590	Carub.0001s0228.1.p
OG0006434	AT3G09960	Carub.0003s0907.1.p
OG0006435	AT1G27210	Carub.0001s2375.1.p
OG0006436	AT1G73210	Carub.0002s2001.1.p
OG0006437	AT5G24930	Carub.0006s2280.1.p
OG0006438	AT5G62810	Carub.0008s2353.1.p
OG0006439	AT5G55710	Carub.0008s1608.1.p
OG0006440	AT1G08480	Carub.0001s0784.1.p
OG0006441	AT2G24450	Carub.0004s0380.1.p
OG0006442	AT2G42280	Carub.0004s2462.1.p
OG0006443	AT3G42150, AT1G21930	Carub.0001s2142.1.p
OG0006444	AT2G35930	Carub.0004s1768.1.p
OG0006445	AT5G23530	Carub.0006s2130.1.p
OG0006446	AT3G04910	Carub.0003s0412.1.p
OG0006447	AT3G06120	Carub.0258s0001.1.p
OG0006448	AT1G75810	Carub.0002s2266.1.p
OG0006449	AT2G41680	Carub.0004s2395.1.p
OG0006450	AT4G35530	Carub.0007s0479.1.p
OG0006451	AT2G38550	Carub.0004s2054.1.p
OG0006452	AT5G20240	Carub.0006s1863.1.p
OG0006453	AT5G45380	Carub.0008s0273.1.p
OG0006454	AT1G31480	Carub.0001s2990.1.p
OG0006455	AT5G54390	Carub.0008s1472.1.p
OG0006456	AT5G15270	Carub.0006s1346.1.p
OG0006457	AT5G02260	Carub.0006s0110.1.p
OG0006458	AT5G04600	Carub.0006s0352.1.p
OG0006459	AT3G15860	Carub.0003s1560.1.p
OG0006460	AT3G14280	Carub.0003s1397.1.p
OG0006461	AT2G28710	Carub.0004s0973.1.p
OG0006462	AT5G08280	Carub.0006s0716.1.p
OG0006463	AT5G06700	Carub.0006s0558.1.p
OG0006464	AT5G52660	Carub.0008s1280.1.p
OG0006465	AT2G03980	Carub.0005s0315.1.p
OG0006466	AT5G51740	Carub.0008s1176.1.p
OG0006467	AT3G11680	Carub.0003s1101.1.p
OG0006468	AT4G28040	Carub.0007s1275.1.p, Carub.0007s1274.1.p
OG0006469	AT2G40475	Carub.0004s2273.1.p
OG0006470	AT1G77700	Carub.0002s2458.1.p
OG0006471	AT5G25210	Carub.0006s2302.1.p
OG0006472	AT1G63910	Carub.0002s0092.1.p
OG0006473	AT3G29400	Carub.0005s0815.1.p
OG0006474	AT3G10915	Carub.0003s1018.1.p
OG0006475	AT3G49790	Carub.0005s1614.1.p
OG0006476	AT2G44080	Carub.0004s2663.1.p
OG0006477	AT5G22650	Carub.0006s2037.1.p
OG0006478	AT5G16760	Carub.0006s1498.1.p
OG0006479	AT3G22640	Carub.0003s2279.1.p
OG0006480	AT1G69270	Carub.0002s1586.1.p
OG0006481	AT2G44910	Carub.0004s2750.1.p
OG0006482	AT5G46800	Carub.0008s0111.1.p
OG0006483	AT2G16810	Carub.0003s3063.1.p
OG0006484	AT4G32860	Carub.0007s0763.1.p
OG0006485	AT5G06240	Carub.0006s0511.1.p
OG0006486	AT1G35720	Carub.0001s3347.1.p
OG0006487	AT2G30500	Carub.0004s1166.1.p
OG0006488	AT5G54300	Carub.0008s1465.1.p
OG0006489	AT5G47620	Carub.0008s0017.1.p
OG0006490	AT4G37630	Carub.0007s0264.1.p
OG0006491	AT5G23260	Carub.0006s2103.1.p
OG0006492	AT4G34390	Carub.0007s0594.1.p
OG0006493	AT4G27040	Carub.0007s1380.1.p
OG0006494	AT5G23280	Carub.0006s2105.1.p
OG0006495	AT2G21160	Carub.0004s0018.1.p
OG0006496	AT4G15210	Carub.0007s2675.1.p
OG0006497	AT5G47890	Carub.0014s0003.1.p
OG0006498	AT2G45680	Carub.0004s2833.1.p
OG0006499	AT5G01230	Carub.0001s3488.1.p, Carub.0006s0065.1.p
OG0006500	AT1G72220	Carub.0002s1903.1.p
OG0006501	AT5G02650	Carub.0001s2670.1.p
OG0006502	AT4G36930	Carub.0007s0311.1.p
OG0006503	AT3G13990	Carub.0003s1357.1.p
OG0006504	AT2G36310	Carub.0004s1808.1.p
OG0006505	AT1G15370	Carub.0001s1514.1.p
OG0006506	AT2G30200	Carub.0004s1135.1.p, Carub.0004s1136.1.p
OG0006507	AT4G14145	Carub.0007s2828.1.p
OG0006508	AT2G40780	Carub.0004s2308.1.p
OG0006509	AT2G23070	Carub.0004s0227.1.p
OG0006510	AT4G23750	Carub.0007s1736.1.p
OG0006511	AT5G15190	Carub.0006s1337.1.p
OG0006512	AT1G70700	Carub.0002s1743.1.p
OG0006513	AT4G00755	Carub.0006s3645.1.p
OG0006514	AT3G63150	Carub.0005s2982.1.p
OG0006515	AT3G11860, AT3G11890	Carub.0003s1121.1.p
OG0006516	AT4G17440	Carub.0007s2398.1.p
OG0006517	AT3G22660	Carub.0003s2281.1.p
OG0006518	AT1G06260	Carub.0001s0563.1.p
OG0006519	AT1G29760	Carub.0001s2800.1.p
OG0006520	AT5G58140	Carub.0008s1869.1.p
OG0006521	AT1G06850	Carub.0001s0616.1.p
OG0006522	AT2G03430	Carub.0005s0239.1.p
OG0006523	AT5G65640	Carub.0008s2652.1.p
OG0006524	AT2G48030	Carub.0004s3075.1.p
OG0006525	AT5G19140	Carub.0006s1747.1.p
OG0006526	AT1G55260	Carub.0001s4376.1.p
OG0006527	AT1G56250	Carub.0002s0792.1.p, Carub.0002s0791.1.p
OG0006528	AT3G03720	Carub.0003s0288.1.p
OG0006529	AT5G48720	Carub.0008s0847.1.p
OG0006530	AT4G21760	Carub.0007s1964.1.p, Carub.0018s0002.1.p
OG0006531	AT2G45280	Carub.0004s2788.1.p
OG0006532	AT1G34260	Carub.0001s3240.1.p
OG0006533	AT4G00026	Carub.0006s3720.1.p
OG0006534	AT2G33040	Carub.0004s1452.1.p
OG0006535	AT5G12050	Carub.0006s1057.1.p
OG0006536	AT1G18860	Carub.0001s1851.1.p
OG0006537	AT2G18040	Carub.0003s3219.1.p
OG0006538	AT2G29900	Carub.0004s1099.1.p
OG0006539	AT2G29040	Carub.0004s1002.1.p
OG0006540	AT5G56780	Carub.0008s1726.1.p
OG0006541	AT4G37300	Carub.0007s0298.1.p
OG0006542	AT5G35980	Carub.0007s3176.1.p
OG0006543	AT3G54360	Carub.0005s2096.1.p
OG0006544	AT5G15120	Carub.0006s1329.1.p
OG0006545	AT1G80450	Carub.0002s2713.1.p
OG0006546	AT1G66760	Carub.0002s1298.1.p
OG0006547	AT2G39020	Carub.0004s2107.1.p
OG0006548	AT5G67470	Carub.0008s2700.1.p
OG0006549	AT4G33550	Carub.0007s0690.1.p
OG0006550	AT4G39770	Carub.0007s0167.1.p
OG0006551	AT5G39785	Carub.0007s3597.1.p
