Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0007806	AT1G05205	Bra015399, Bra032479
OG0007808	AT3G60850	Bra003430, Bra007567
OG0007809	AT5G10180	Bra028595, Bra009052
OG0007810	AT3G61770	Bra007631, Bra003471
OG0007811	AT1G73830	Bra008113
OG0007812	AT2G43430	Bra037715
OG0007813	AT5G16600	Bra023576, Bra008610
OG0007814	AT3G59670	Bra003385, Bra007469
OG0007815	AT4G14000	Bra032753
OG0007816	AT4G29010	Bra011076, Bra010347, Bra024170
OG0007817	AT5G20740	Bra006573, Bra002328
OG0007818	AT5G13280	Bra023401, Bra008840
OG0007819	AT4G22330	Bra013611, Bra019380
OG0007820	AT5G63700	Bra016152, Bra037751
OG0007821	AT2G31790	Bra005641, Bra021743
OG0007822	AT5G13510	Bra008824
OG0007823	AT5G05340	Bra009105, Bra028761
OG0007824	AT5G04020	Bra009493
OG0007825	AT5G11010	Bra008997
OG0007826	AT5G10310	Bra028591, Bra009042
OG0007827	AT5G65310	Bra024377, Bra031866
OG0007828	AT1G32190	Bra033847, Bra023247
OG0007829	AT1G25054, AT1G25145, AT1G24793, AT1G25210	Bra010979
OG0007830	AT2G37870	Bra005153
OG0007831	AT1G53050	Bra030962, Bra038097
OG0007832	AT1G21090	Bra012267, Bra025873
OG0007833	AT5G15630	Bra023528, Bra008684
OG0007834	AT1G47740	Bra032229, Bra014091
OG0007835	AT3G17060	Bra022194, Bra001652
OG0007836	AT5G48150	Bra036185, Bra037509, Bra020715
OG0007837	AT1G03030	Bra033367
OG0007838	AT2G14750	Bra013120, Bra039818
OG0007839	AT5G59990	Bra020271, Bra002516
OG0007840	AT5G13600	Bra008815, Bra023423
OG0007841	AT5G60640	Bra020239, Bra002464
OG0007842	AT4G29080	Bra011082
OG0007843	AT3G04070	Bra040152, Bra031949
OG0007844	AT2G32370	Bra005588, Bra021779
OG0007845	AT3G04360	Bra001103, Bra040198
OG0007846	AT5G52300	Bra029121, Bra022584
OG0007847	AT5G35960	Bra035523, Bra035366
OG0007848	AT1G29960, AT1G23465	Bra009418
OG0007849	AT3G27820	Bra033028, Bra025303
OG0007850	AT2G42570	Bra016867, Bra004708
OG0007851	AT4G20790	Bra038800, Bra013471
OG0007852	AT1G26160	Bra011012, Bra012466
OG0007856	AT2G39050	Bra000115
OG0007857	AT4G16295, AT4G29035	Bra024167
OG0007859	AT4G12735, AT4G12731	Bra011625
OG0007860	AT3G25050	Bra015093, Bra039248
OG0007861	AT1G30545, AT1G30550	Bra026224, Bra014884
OG0007862	AT1G10586, AT1G10585	Bra031721
OG0007864	AT3G01420	Bra039120
OG0007865	AT2G40250	Bra004974, Bra017022
OG0007867	AT3G52240	Bra006914, Bra033444
OG0007868	AT5G16170	Bra006342, Bra008639
OG0007871	AT1G32130	Bra023242
OG0007872	AT1G47820, AT1G47813	Bra015601, Bra015603
OG0007873	AT1G71840	Bra003910, Bra016111
OG0007875	AT2G38820	Bra000098, Bra017099
OG0007876	AT2G48120	Bra004412, Bra004410
OG0007877	AT3G53220	Bra028551, Bra040691
OG0007878	AT4G13885, AT4G13870, AT2G34110	Bra032748
OG0007879	AT4G32730	Bra037045, Bra011376, Bra034531
OG0007882	AT1G20410	Bra012228, Bra025817
OG0007884	AT1G65030	Bra004232, Bra033995
OG0007885	AT5G05010	Bra009404, Bra028774
OG0007887	AT5G23950	Bra026474
OG0007888	AT4G04930	Bra029531
OG0007890	AT5G62170	Bra010062
OG0007892	AT5G28720	Bra022652, Bra039801
OG0007899	AT2G33700	Bra005481, Bra021870
OG0007900	AT1G65520	Bra022473, Bra036189
OG0007901	AT2G26230	Bra014955
OG0007902	AT3G42060, AT2G15420	Bra014031
OG0007903	AT2G01720	Bra026638, Bra024861
OG0007904	AT5G05500	Bra009116, Bra028756
OG0007905	AT1G80510	Bra008469, Bra035175
OG0007906	AT5G25340	Bra009834, Bra020496
OG0007907	AT2G17550	Bra002072
OG0007909	AT1G19000	Bra031060, Bra016530
OG0007911	AT1G14740	Bra026192
OG0007912	AT2G46150	Bra004564
OG0007914	AT5G63050	Bra035865, Bra038604
OG0007915	AT4G30580	Bra024062
OG0007916	AT4G25170	Bra013869
OG0007917	AT3G62010	Bra038886, Bra007651
OG0007918	AT5G13560	Bra023420, Bra008819
OG0007919	AT1G44800	Bra014029, Bra040619
OG0007920	AT2G28480	Bra000492, Bra011945
OG0007921	AT3G59770	Bra007474, Bra003388
OG0007922	AT3G20250	Bra001781, Bra035800
OG0007923	AT2G33990	Bra021888, Bra005462, Bra016251
OG0007924	AT5G57860	Bra006794, Bra020408
OG0007925	AT4G34960	Bra011574
OG0007926	AT5G22740	Bra006633, Bra020212
OG0007927	AT1G04000	Bra015284, Bra032534
OG0007928	AT4G03565	Bra000819
OG0007929	AT4G33565	Bra037002
OG0007930	AT3G06790	Bra001218, Bra040292
OG0007931	AT1G49970	Bra014229
OG0007932	AT5G40370	Bra030333, Bra025584
OG0007933	AT2G40620	Bra004582, Bra016980
OG0007934	AT4G03210	Bra034193, Bra000840
OG0007935	AT3G52160	Bra012817
OG0007936	AT5G66670	Bra012089, Bra012090
OG0007937	AT4G39330	Bra033613
OG0007938	AT3G60080	Bra007504
OG0007939	AT1G29300, AT2G32130	Bra032302, Bra010837
OG0007940	AT1G75060	Bra015869, Bra008176
OG0007941	AT2G41830	Bra004653, Bra016915
OG0007942	AT2G40350, AT2G40340	Bra017011
OG0007943	AT4G36640	Bra011696, Bra010566
OG0007944	AT2G34900	Bra034451, Bra005383
OG0007945	AT4G02195	Bra036287
OG0007946	AT4G17000	Bra040104
OG0007947	AT5G03170	Bra028848, Bra005740
OG0007948	AT5G07175	Bra009173
OG0007949	AT1G60080	Bra027816
OG0007950	AT3G43850	Bra023734, Bra027841
OG0007951	AT1G22910	Bra024547, Bra012350
OG0007952	AT1G67790	Bra004259
OG0007953	AT4G24610	Bra018330, Bra013818
OG0007954	AT5G25240	Bra020492, Bra036537
OG0007955	AT3G26700	Bra025223
OG0007957	AT2G17500	Bra002068, Bra037268
OG0007958	AT4G09720	Bra000689
OG0007959	AT4G14110	Bra032760, Bra038444
OG0007960	AT3G45770	Bra033833
OG0007961	AT5G14910	Bra006272, Bra023492
OG0007962	AT4G00170	Bra000978
OG0007963	AT4G21192	Bra020888, Bra038781
OG0007964	AT1G43850	Bra032192, Bra036931
OG0007965	AT5G23230, AT5G23220	Bra029364
OG0007966	AT5G65540	Bra024396
OG0007967	AT5G64690	Bra024321, Bra031908, Bra037790
OG0007968	AT5G12900	Bra006167, Bra008872
OG0007969	AT5G45840	Bra021993, Bra025049
OG0007970	AT2G37670	Bra017164
OG0007971	AT4G16970	Bra040102
OG0007972	AT2G38240	Bra000045, Bra017132
OG0007973	AT1G75980	Bra015800, Bra003734
OG0007974	AT3G56900	Bra007281
OG0007975	AT1G68130	Bra004283, Bra004050
OG0007978	AT5G67130	Bra012135
OG0007979	AT1G77620	Bra015661
OG0007980	AT1G77090	Bra015696
OG0007981	AT2G37080	Bra005219, Bra023096
OG0007982	AT1G67510	Bra004229
OG0007983	AT5G51230	Bra015200, Bra022541
OG0007984	AT3G48880	Bra029923, Bra018029
OG0007985	AT4G30770	Bra011220, Bra024045
OG0007987	AT5G03940	Bra009499, Bra028809
OG0007988	AT5G64100	Bra031934, Bra024267
OG0007989	AT5G42830	Bra035334
OG0007990	AT1G67830	Bra033975, Bra004263
OG0007991	AT4G29680	Bra024138, Bra011128, Bra010321
OG0007992	AT2G15960	Bra015252, Bra013088
OG0007993	AT5G26230	Bra009890, Bra036571
OG0007994	AT3G27530	Bra016692, Bra025283
OG0007995	AT2G35610	Bra005325, Bra017310
OG0007996	AT5G15330	Bra008702
OG0007997	AT5G47240	Bra024952
OG0007998	AT3G14140, AT3G14160	Bra027369
OG0007999	AT5G46630	Bra025009, Bra017537, Bra022052
OG0008000	AT4G24040	Bra019249, Bra013756
OG0008001	AT1G79870	Bra003537, Bra035206
OG0008002	AT4G00330	Bra037331
OG0008003	AT5G13420	Bra008831, Bra023410, Bra006197
OG0008004	AT1G47603	Bra032232
OG0008005	AT4G20270	Bra020928, Bra038810, Bra013451
OG0008006	AT5G53310	Bra022646
OG0008007	AT4G23930	Bra013745, Bra019256
OG0008008	AT5G11910	Bra008927, Bra006127
OG0008009	AT2G45940, AT4G16080	Bra000405
OG0008010	AT1G31050	Bra023158
OG0008011	AT4G32605	Bra011381, Bra011360
OG0008012	AT4G15200	Bra039561, Bra037087
OG0008013	AT5G11790	Bra006118, Bra023343
OG0008014	AT2G43890	Bra037676, Bra004791
OG0008015	AT4G32650	Bra011367, Bra037049
OG0008016	AT1G61900	Bra028377, Bra027072
OG0008017	AT2G42710	Bra016861, Bra004722
OG0008018	AT2G40550	Bra016985
OG0008019	AT2G37990	Bra000034, Bra017144
OG0008020	AT4G07390	Bra000632
OG0008021	AT1G78460	Bra035040
OG0008023	AT1G23090	Bra024562, Bra012359
OG0008024	AT5G62440	Bra010083, Bra029260
OG0008025	AT3G59140	Bra007434
OG0008026	AT3G54110	Bra007046, Bra003170, Bra014840
OG0008027	AT3G10970	Bra029883
OG0008028	AT1G19860	Bra016491, Bra025776
OG0008029	AT1G44760	Bra036958, Bra014028
OG0008030	AT3G50070	Bra036051, Bra012909, Bra029992
OG0008031	AT4G23780, AT4G23770	Bra010544
OG0008032	AT2G01360, AT2G01390	Bra009935, Bra024889
OG0008033	AT5G50410	Bra022514
OG0008034	AT5G51150	Bra029183, Bra035727
OG0008035	AT2G39550	Bra005031
OG0008036	AT5G46280	Bra022027, Bra025026
OG0008037	AT1G48405	Bra018724, Bra014135
OG0008038	AT3G07960	Bra001278, Bra040043
OG0008039	AT4G38760	Bra033575
OG0008040	AT5G65020	Bra024346, Bra031890
OG0008041	AT4G09820	Bra037887
OG0008042	AT1G78140	Bra008348, Bra015626
OG0008043	AT3G24570	Bra017678, Bra015059, Bra013252
OG0008044	AT3G53470	Bra039895, Bra007003
OG0008045	AT2G16030, AT4G26730	Bra001963, Bra019090
OG0008046	AT4G28920	Bra024175
OG0008047	AT3G22620	Bra001875, Bra023816
OG0008048	AT4G21300	Bra013518
OG0008049	AT2G35980	Bra017272
OG0008050	AT1G68810	Bra004338, Bra004015
OG0008051	AT1G61110	Bra027101
OG0008052	AT5G58375	Bra006770, Bra002655
OG0008053	AT3G48110	Bra003767
OG0008054	AT2G07180	Bra033198, Bra037903
OG0008055	AT5G48380	Bra037490, Bra038824, Bra020705
OG0008056	AT5G59710	Bra002540
OG0008057	AT5G16360	Bra023560, Bra008623
OG0008058	AT3G09280	Bra001319
OG0008059	AT1G33270	Bra041092
OG0008060	AT2G02050	Bra024837, Bra026619, Bra017426
OG0008061	AT3G24840	Bra015089
OG0008062	AT3G55070	Bra014777, Bra007137
OG0008063	AT5G25090	Bra009815, Bra036532, Bra013841, Bra004248
OG0008064	AT2G26680	Bra034387
OG0008065	AT3G46550	Bra018207
OG0008066	AT3G21360	Bra039000, Bra031279
OG0008067	AT5G22130	Bra020174
OG0008068	AT4G17090	Bra026230, Bra012676
OG0008069	AT4G24910	Bra019203, Bra013845
OG0008070	AT5G23890	Bra009713, Bra026478
OG0008071	AT2G25410	Bra007629
OG0008072	AT5G41080	Bra028485, Bra025522
OG0008073	AT2G43110	Bra004745
OG0008074	AT5G37630	Bra028134
OG0008075	AT3G53490	Bra039792, Bra003138
OG0008076	AT5G39980	Bra028448
OG0008077	AT4G34660	Bra011550, Bra034642
OG0008078	AT5G09995	Bra009067
OG0008079	AT3G14220	Bra021542
OG0008080	AT4G36400	Bra017758
OG0008081	AT2G42690	Bra016862
OG0008082	AT4G02270	Bra018560
OG0008083	AT5G23910	Bra026476, Bra009714
OG0008084	AT5G67590	Bra024437
OG0008085	AT1G13195	Bra026920, Bra019817
OG0008086	AT1G08060	Bra031609, Bra018662
OG0008087	AT4G24620	Bra013819, Bra019214
OG0008088	AT4G12740	Bra040756
OG0008089	AT2G17265	Bra037278, Bra002047, Bra009655
OG0008090	AT5G19080	Bra002208
OG0008091	AT1G67570	Bra004235, Bra004080
OG0008092	AT5G04310	Bra009469, Bra005799
OG0008093	AT1G70790	Bra003941, Bra016186
OG0008094	AT2G46200	Bra004561
OG0008095	AT1G61450, AT1G61415	Bra029449
OG0008096	AT4G37445	Bra011765, Bra011766
OG0008097	AT4G30935	Bra024035
OG0008098	AT2G29870, AT2G34390	Bra005428, Bra005430
OG0008099	AT4G38690	Bra010731
OG0008100	AT1G22065	Bra031363
OG0008101	AT1G78420	Bra035036, Bra008360
OG0008102	AT1G28190	Bra010898, Bra032882
OG0008103	AT3G07510	Bra029652
OG0008104	AT2G44840	Bra037630, Bra004873
OG0008106	AT5G27560	Bra036622
OG0008107	AT2G36840	Bra017221
OG0008108	AT1G02910	Bra030514
OG0008109	AT4G13690	Bra032728
OG0008110	AT3G22942	Bra001894, Bra023782
OG0008111	AT3G15350	Bra027260, Bra021099
OG0008112	AT5G65650	Bra012097
OG0008113	AT3G19670	Bra022445
OG0008114	AT1G76280	Bra023456, Bra015770
OG0008115	AT3G14890	Bra027296, Bra001572
OG0008116	AT1G14560	Bra026206, Bra016697
OG0008117	AT4G19020	Bra013370
OG0008118	AT5G37130, AT5G17270	Bra008566, Bra006393
OG0008119	AT5G10130	Bra028600, Bra009056
OG0008120	AT1G19690	Bra025757
OG0008121	AT2G24150	Bra000570, Bra039234
OG0008122	AT5G04080	Bra005792, Bra028804, Bra009487
OG0008123	AT1G71080	Bra016160
OG0008124	AT4G30590	Bra024061, Bra010281
OG0008125	AT3G51730	Bra006870, Bra012840
OG0008126	AT4G01660	Bra036319
OG0008127	AT5G23550	Bra026491, Bra009694
OG0008128	AT1G43650	Bra014008
OG0008129	AT3G03420	Bra021360
OG0008130	AT2G25735	Bra022847
OG0008131	AT1G18290	Bra016562, Bra025918, Bra031025
OG0008132	AT1G80110	Bra035198
OG0008133	AT1G67730	Bra033983, Bra004251
OG0008134	AT1G51950	Bra014303, Bra018938
OG0008135	AT3G57920	Bra003305, Bra014599
OG0008136	AT1G09380	Bra020026, Bra031664
OG0008137	AT3G12270	Bra034765, Bra001445
OG0008138	AT4G11060	Bra035257
OG0008139	AT2G46890	Bra004499
OG0008140	AT4G39720	Bra010666, Bra011838
OG0008141	AT4G31850	Bra011304, Bra023980
OG0008142	AT3G43950	Bra009729
OG0008143	AT5G53150	Bra003079
OG0008144	AT1G09250	Bra018572
OG0008145	AT1G12930	Bra026946, Bra019800
OG0008146	AT1G49350	Bra032277, Bra032283
OG0008147	AT5G19690	Bra002255, Bra006514
OG0008148	AT3G17950	Bra001691, Bra021286
OG0008149	AT2G15290	Bra039835, Bra036409
OG0008150	AT4G17910	Bra000387
OG0008151	AT3G62890	Bra003513
OG0008152	AT1G55830	Bra038020, Bra038016
OG0008153	AT5G64200	Bra024276
OG0008154	AT4G31360	Bra011263
OG0008155	AT4G14080	Bra037057, Bra032758, Bra038969
OG0008156	AT5G49050	Bra020665
OG0008157	AT1G71170, AT1G71180	Bra007967
OG0008158	AT1G60200	Bra031520
OG0008159	AT1G05450	Bra015426, Bra032462
OG0008160	AT4G36900	Bra011744, Bra017811
OG0008161	AT3G12730	Bra034737, Bra039340
OG0008162	AT2G40480	Bra016990, Bra000190
OG0008163	AT1G25370	Bra024758, Bra012481, Bra010991
OG0008164	AT3G58690	Bra007412
OG0008165	AT5G25790	Bra009859, Bra036551
OG0008166	AT2G43070	Bra004741
OG0008167	AT4G13490	Bra039430
OG0008168	AT2G39720	Bra005020, Bra000143
OG0008169	AT4G26370	Bra019110, Bra026445
OG0008170	AT5G49920	Bra022508, Bra000599
OG0008171	AT3G18800	Bra022358
OG0008172	AT2G33100	Bra005524, Bra021827
OG0008173	AT3G19090	Bra001733, Bra022387
OG0008174	AT1G19570, AT1G19550	Bra016503
OG0008175	AT1G48160	Bra032242, Bra014104
OG0008176	AT4G15570	Bra033497, Bra009095
OG0008177	AT5G02880	Bra028860, Bra005748
OG0008178	AT3G61470	Bra003451, Bra014433
OG0008179	AT2G38950	Bra000108, Bra005068
OG0008180	AT3G52500	Bra012799, Bra033424
OG0008181	AT4G16820	Bra040099, Bra012690
OG0008182	AT4G35040	Bra011580, Bra034668
OG0008183	AT5G08040	Bra005963, Bra028674
OG0008184	AT3G15400	Bra027246
OG0008185	AT1G09170	Bra030760
OG0008186	AT1G74120	Bra015933
OG0008187	AT3G53320	Bra006990
OG0008188	AT4G33040	Bra034545, Bra037028, Bra011408
OG0008189	AT3G03130	Bra021370
OG0008190	AT3G54640	Bra007085
OG0008191	AT4G01790	Bra000916
OG0008192	AT5G11500	Bra008957, Bra006101
OG0008193	AT5G46020	Bra022010, Bra025044
OG0008194	AT3G54390	Bra007069
OG0008195	AT1G75720	Bra008219, Bra015822
OG0008196	AT2G29670	Bra039995
OG0008198	AT4G24290	Bra013789, Bra010493
OG0008199	AT5G07480	Bra009258, Bra028696
OG0008200	AT3G26990	Bra039100, Bra025240
OG0008201	AT4G36820	Bra011710, Bra017787, Bra017786
OG0008202	AT4G27480	Bra010402, Bra019047
OG0008203	AT3G19270	Bra001741, Bra022407
OG0008204	AT5G64790	Bra031901, Bra037795
OG0008205	AT1G24470	Bra032801
OG0008206	AT4G32710	Bra011374
OG0008207	AT1G51360	Bra030444, Bra014269
OG0008208	AT5G62420	Bra029262, Bra010080
OG0008210	AT1G26270	Bra011020, Bra024724
OG0008211	AT5G42390	Bra027982
OG0008212	AT1G10020	Bra019966, Bra018467
OG0008213	AT2G18500	Bra039604, Bra024464
OG0008214	AT2G43990	Bra004797
OG0008215	AT4G23010	Bra019340, Bra013669
OG0008216	AT3G18020	Bra022271, Bra022268
OG0008218	AT4G34350	Bra011522, Bra034620
OG0008219	AT1G30000	Bra010804, Bra032351
OG0008220	AT3G02300	Bra039169
OG0008221	AT5G53280	Bra029084, Bra003069
OG0008222	AT5G43850	Bra035994, Bra027507
OG0008223	AT1G05577	Bra015441, Bra032461
OG0008224	AT4G10750	Bra035281
OG0008225	AT5G17410	Bra013980, Bra006406
OG0008226	AT1G33540	Bra023233
OG0008227	AT5G41680	Bra027686, Bra028502
OG0008228	AT1G29195	Bra030125, Bra010845
OG0008229	AT1G68180	Bra004287, Bra004047, Bra033953
OG0008230	AT1G58100	Bra027886
OG0008231	AT5G48950	Bra037446
OG0008233	AT5G39940	Bra025630
OG0008234	AT3G29575	Bra033105, Bra025400, Bra036210
OG0008235	AT4G36550	Bra010559, Bra011690
OG0008236	AT1G13270	Bra026916
OG0008237	AT5G22540	Bra023179, Bra002419
OG0008238	AT3G03220	Bra021365, Bra032006
OG0008239	AT5G13820	Bra006218, Bra023437
OG0008240	AT5G18230	Bra006446, Bra002144
OG0008241	AT2G20370	Bra036680, Bra036467
OG0008242	AT1G18030	Bra025933
OG0008243	AT5G57770	Bra020413, Bra002698
OG0008244	AT5G56270	Bra002828
OG0008245	AT5G28300	Bra009994, Bra020607
OG0008246	AT3G04030	Bra031952, Bra036412
OG0008247	AT3G58230	Bra003327, Bra014578
OG0008248	AT3G12870	Bra034723
OG0008249	AT1G13680	Bra040723
OG0008250	AT1G34370	Bra040971, Bra036750
OG0008251	AT3G26744	Bra032947, Bra025226
OG0008252	AT3G46200	Bra018219
OG0008253	AT3G20460	Bra035780, Bra035779
OG0008254	AT5G56550	Bra035625, Bra006868
OG0008255	AT5G58020	Bra002678, Bra020397
OG0008256	AT5G08340	Bra005986
OG0008257	AT2G02090	Bra017422
OG0008258	AT1G58320	Bra027875
OG0008259	AT5G56460	Bra035622, Bra002815
OG0008260	AT1G02400	Bra033324, Bra030500
OG0008261	AT3G26120	Bra025185, Bra036347
OG0008262	AT2G32950	Bra021818, Bra005541
OG0008263	AT2G38510	Bra017115, Bra017114, Bra005101
OG0008264	AT5G24130	Bra009736
OG0008265	AT3G29270	Bra033093
OG0008266	AT3G04670	Bra001117, Bra040396
OG0008267	AT3G15380	Bra027248, Bra001594
OG0008268	AT3G62200	Bra007668
OG0008270	AT5G20870	Bra006581, Bra020132
OG0008271	AT2G28430	Bra011949, Bra035701
OG0008272	AT5G19940	Bra006525, Bra002276
OG0008273	AT2G46540	Bra039277, Bra004528
OG0008274	AT3G62180	Bra003492, Bra007666, Bra014409
OG0008275	AT2G17840	Bra002096, Bra040870
OG0008277	AT4G13620	Bra032724
OG0008278	AT3G13490	Bra001509, Bra027429
OG0008279	AT5G63220	Bra035850, Bra038617
OG0008280	AT3G47670	Bra018122
OG0008281	AT2G43360	Bra000303, Bra004758
OG0008282	AT5G62820	Bra010125, Bra029246
OG0008283	AT5G42620	Bra033640
OG0008284	AT1G78630	Bra035054, Bra008373
OG0008285	AT2G38960	Bra005067
OG0008286	AT3G51000	Bra012875, Bra038876, Bra036841
OG0008287	AT3G22980	Bra033543, Bra033895
OG0008288	AT1G76600	Bra008267, Bra003714
OG0008289	AT3G60490	Bra003415, Bra007539
OG0008290	AT2G46430	Bra004537
OG0008291	AT1G28080	Bra010904, Bra032870
OG0008292	AT1G30460	Bra014881, Bra010767
OG0008293	AT1G11690	Bra019838, Bra016819
OG0008294	AT2G19270	Bra038850
OG0008295	AT1G06140	Bra024299, Bra015476
OG0008296	AT1G68230	Bra004291, Bra033951
OG0008297	AT5G13840	Bra006219
OG0008298	AT3G62900	Bra003514, Bra007709
OG0008299	AT3G07640	Bra001263
OG0008301	AT3G57230	Bra011509, Bra017638
OG0008302	AT5G57590	Bra002715, Bra006813
OG0008303	AT4G19360	Bra012549, Bra012550, Bra013388
OG0008304	AT3G21970, AT3G29040	Bra001849, Bra001850, Bra001851
OG0008305	AT3G23060	Bra023769, Bra001901
OG0008306	AT3G57070	Bra014646, Bra007299
OG0008307	AT5G66740	Bra012096, Bra023074
OG0008308	AT5G17840	Bra006424
OG0008309	AT1G71691	Bra003920, Bra016130
OG0008310	AT5G09620	Bra009393
OG0008311	AT5G19600	Bra020052, Bra006511
OG0008312	AT4G23820	Bra013734, Bra019264
OG0008313	AT5G11480	Bra008958, Bra006099
OG0008314	AT3G22250	Bra023841, Bra031340, Bra031343
OG0008316	AT2G41430	Bra000227, Bra016934
OG0008317	AT5G59610	Bra020309, Bra002554
OG0008318	AT3G21550	Bra031289, Bra023874
OG0008319	AT5G46250	Bra017566, Bra025027
OG0008320	AT2G36450	Bra023070, Bra017235
OG0008321	AT1G59840	Bra007852, Bra035421
OG0008322	AT1G29380	Bra032314, Bra010831
OG0008323	AT1G59740	Bra027836, Bra035429
OG0008324	AT1G26930	Bra016297
OG0008325	AT5G47840	Bra036193, Bra037526
OG0008326	AT4G36700	Bra017772, Bra010570
OG0008327	AT5G46110	Bra025037
OG0008328	AT1G49245	Bra014178
OG0008329	AT5G17850	Bra002110, Bra023641, Bra023640
OG0008330	AT3G27200	Bra032987, Bra025257
OG0008331	AT1G70760	Bra007941, Bra016189
OG0008332	AT5G56940	Bra006841, Bra002779, Bra035637
OG0008333	AT4G39010	Bra011881
OG0008334	AT1G06160	Bra032433, Bra015478
OG0008335	AT5G40260	Bra025595
OG0008336	AT3G12050	Bra034783
OG0008337	AT1G11490	Bra019849
OG0008338	AT3G28917	Bra039039, Bra025362
OG0008339	AT2G45240	Bra004893
OG0008340	AT2G45720	Bra000399, Bra004931
OG0008341	AT1G12830	Bra026952, Bra016753
OG0008342	AT5G53070	Bra003084, Bra022625
OG0008343	AT4G08540	Bra037862
OG0008344	AT5G64300	Bra024283, Bra037772
OG0008345	AT2G48130	Bra021454
OG0008346	AT4G32295	Bra011335, Bra023956
OG0008347	AT3G63180	Bra040436
OG0008348	AT4G30700	Bra011219, Bra011212, Bra024048
OG0008349	AT2G18230	Bra037229
OG0008350	AT2G04800	Bra021931
OG0008351	AT3G46100, AT5G03406	Bra010749
OG0008352	AT2G25680	Bra007781, Bra011159
OG0008353	AT3G17910	Bra021283, Bra022259
OG0008354	AT2G47770	Bra004430, Bra021442
OG0008355	AT5G64420	Bra024294
OG0008356	AT2G21900	Bra030273, Bra031221
OG0008357	AT4G18650	Bra013337
OG0008358	AT3G48800	Bra019568, Bra029920, Bra018032
OG0008359	AT4G34800	Bra011563, Bra017680, Bra034656
OG0008360	AT2G30100	Bra021605
OG0008361	AT3G17205	Bra021231, Bra022201
OG0008362	AT1G21400, AT5G34780	Bra016423
OG0008363	AT3G28430	Bra012174, Bra038854
OG0008364	AT1G30960	Bra023152, Bra014897
OG0008365	AT3G45100	Bra009589
OG0008366	AT1G60440	Bra027158
OG0008367	AT1G71310	Bra003930
OG0008368	AT1G35680	Bra036763
OG0008369	AT4G33090	Bra034547, Bra011412
OG0008370	AT5G57340	Bra002736, Bra020449
OG0008371	AT4G34000	Bra017621, Bra011485
OG0008372	AT1G72240	Bra008022, Bra016077
OG0008373	AT4G31830	Bra011302, Bra010218
OG0008374	AT2G41200	Bra000218
OG0008375	AT5G26330	Bra020539, Bra036574
OG0008376	AT1G04830	Bra030591, Bra015351, Bra015356
OG0008377	AT2G45060	Bra040327, Bra000367
OG0008378	AT3G08950	Bra001335, Bra029734
OG0008379	AT1G14150	Bra026854, Bra019675
OG0008380	AT2G21440	Bra030298, Bra031190
OG0008381	AT5G37010	Bra028109
OG0008383	AT1G22310	Bra012320
OG0008384	AT2G22250	Bra030251, Bra038537
OG0008385	AT4G30350	Bra011185, Bra024084
OG0008386	AT4G00752	Bra000958
OG0008387	AT2G45430	Bra004911, Bra039338
OG0008388	AT5G55140	Bra005490, Bra035558
OG0008389	AT4G16390	Bra038453, Bra040576
OG0008390	AT3G25900	Bra025171
OG0008391	AT1G18610	Bra016550, Bra025672
OG0008392	AT2G20570	Bra031129, Bra036482
OG0008393	AT4G29140	Bra011084, Bra010336, Bra024162
OG0008394	AT5G25760	Bra009857, Bra036549
OG0008396	AT1G03760	Bra030541, Bra015261
OG0008397	AT3G18990	Bra037544, Bra022376
OG0008398	AT3G49260	Bra019589, Bra017997
OG0008399	AT5G14260	Bra008769, Bra023454
OG0008400	AT3G50660	Bra036097, Bra030023
OG0008401	AT1G56020	Bra038034
OG0008402	AT5G60210	Bra006674, Bra020260
OG0008403	AT5G02010	Bra009621
OG0008404	AT3G22275	Bra031346
OG0008405	AT5G18420	Bra002157, Bra006459
OG0008406	AT5G63420	Bra038629
OG0008408	AT5G19010	Bra006490, Bra040670
OG0008409	AT3G56690	Bra007262
OG0008410	AT2G47550	Bra021403, Bra004447
OG0008411	AT3G14110	Bra001535, Bra027372
OG0008412	AT3G15550	Bra021121, Bra027229
OG0008413	AT5G58190	Bra006780, Bra020382
OG0008414	AT5G19840	Bra006520
OG0008415	AT3G48160	Bra018080
OG0008416	AT4G31010	Bra037325
OG0008417	AT5G45330	Bra027601, Bra021964
OG0008418	AT1G03600	Bra030537, Bra033412
OG0008419	AT5G19040	Bra023701, Bra002204
OG0008420	AT5G58090	Bra020389, Bra002673
OG0008421	AT1G71250	Bra003931
OG0008422	AT3G12610	Bra001460, Bra038737
OG0008423	AT3G18760	Bra001720, Bra022352
OG0008424	AT1G22610	Bra024523, Bra024522
OG0008426	AT3G07120	Bra001236, Bra040362
OG0008427	AT1G31770	Bra023202, Bra033878
OG0008428	AT3G09430	Bra029768
OG0008429	AT1G24460	Bra010964, Bra032802
OG0008430	AT5G09850	Bra006035, Bra009078
OG0008431	AT2G01080	Bra014346, Bra024907
OG0008432	AT5G42750	Bra035331
OG0008433	AT1G13380	Bra019828
OG0008434	AT1G06620	Bra015513
OG0008435	AT1G53760	Bra040568, Bra039689
OG0008436	AT4G24990	Bra019198, Bra010478
OG0008437	AT2G46320	Bra004547
OG0008438	AT5G45610	Bra025067
OG0008439	AT3G51010	Bra012874, Bra036840
OG0008440	AT4G20130	Bra020935
OG0008441	AT3G25790	Bra025161, Bra017349
OG0008442	AT1G63120	Bra027622, Bra026997
