Orthogroup	Arabidopsis_thaliana	Arabis_alpina
OG0005910	AT2G07656	AALP_AA6G160600
OG0005911	AT1G21700	AALP_AA1G237400
OG0005912	AT2G47590	AALP_AA4G265300
OG0005914	AT2G39320	AALP_AA8G114800
OG0005915	AT5G16030	AALP_AA8G169100
OG0005916	AT1G21480	AALP_AA1G233700
OG0005918	AT4G11560	AALP_AA6G175400
OG0005919	AT3G27740	AALP_AA4G074000
OG0005920	AT5G20630	AALP_AA8G228400
OG0005921	AT5G67260	AALP_AA8G512200
OG0005922	AT4G15880	AALP_AA3G188100
OG0005923	AT5G11770	AALP_AA8G114900
OG0005924	AT3G16490	AALP_AA3G186300
OG0005925	AT5G03430	AALP_AAs59911U000100
OG0005926	AT5G10610, AT5G10600	AALP_AA8G101100
OG0005927	AT1G56220	AALP_AA4G001500
OG0005928	AT4G39400	AALP_AA7G273200
OG0005930	AT1G68330	AALP_AA2G104400
OG0005931	AT3G48210	AALP_AA5G104000
OG0005933	AT2G12400	AALP_AA3G307800
OG0005934	AT1G12840	AALP_AA1G141200
OG0005935	AT1G78310	AALP_AA2G226500
OG0005939	AT5G43260	AALP_AA6G151200
OG0005942	AT2G32300	AALP_AA6G072100
OG0005943	AT2G35900	AALP_AA4G130600
OG0005944	AT5G50780	AALP_AA8G282800
OG0005945	AT5G51190	AALP_AA8G285800
OG0005947	AT2G18390	AALP_AA3G347500
OG0005948	AT2G33835	AALP_AAs55026U000500
OG0005950	AT2G31160	AALP_AA6G084400
OG0005954	AT4G30950	AALP_AA7G164600
OG0005955	AT5G02770	AALP_AA8G016600
OG0005958	AT1G02960, AT1G02965	AALP_AA1G022900
OG0005959	AT3G23230	AALP_AA3G266500
OG0005960	AT1G03850	AALP_AA1G032100
OG0005961	AT2G03690	AALP_AA8G219100
OG0005963	AT3G02140	AALP_AA3G013800
OG0005964	AT3G50870	AALP_AA5G131600
OG0005965	AT5G08150	AALP_AA7G011500
OG0005966	AT1G55090	AALP_AA4G040300
OG0005967	AT1G11755	AALP_AAs50016U000300
OG0005968	AT5G02480	AALP_AA8G018300
OG0005969	AT5G20670	AALP_AA8G228800
OG0005970	AT2G29940	AALP_AAs61696U000200
OG0005971	AT4G38260	AALP_AA7G260800
OG0005972	AT4G30960	AALP_AA8G324700
OG0005973	AT1G12730, AT1G63110	AALP_AA2G009200
OG0005974	AT5G03150	AALP_AA8G022100
OG0005975	AT2G29720	AALP_AA4G127900
OG0005978	AT5G61380	AALP_AA8G444200
OG0005980	AT5G14440	AALP_AA8G145700
OG0005982	AT5G22030	AALP_AA8G236000
OG0005986	AT5G11730	AALP_AA8G114400
OG0005988	AT3G54650	AALP_AA7G118300, AALP_AA5G181100
OG0005989	AT5G65300	AALP_AA8G487100
OG0005990	AT1G75490	AALP_AA2G197300
OG0005992	AT2G45340	AALP_AA4G241600
OG0005993	AT5G23420	AALP_AA8G410700
OG0005994	AT4G13430	AALP_AA4G094900
OG0005995	AT3G04470	AALP_AA3G038900
OG0005996	AT3G49750	AALP_AA5G119700
OG0005997	AT4G17500	AALP_AAs42697U000400
OG0005999	AT5G65420	AALP_AA8G490800
OG0006000	AT4G39410	AALP_AA7G273300
OG0006001	AT1G04680	AALP_AA1G041400
OG0006002	AT3G56290	AALP_AA5G205300
OG0006003	AT1G54040	AALP_AA4G021400, AALP_AAs66340U000100
OG0006004	AT5G03680	AALP_AA8G030800
OG0006005	AT5G35620	AALP_AAs59333U000200
OG0006006	AT3G01670	AALP_AA3G008100
OG0006007	AT2G34260	AALP_AA4G107300
OG0006010	AT3G12490	AALP_AA3G134900
OG0006011	AT5G02600	AALP_AA8G015600
OG0006012	AT5G55940	AALP_AA8G344400
OG0006013	AT1G17080	AALP_AA1G188400
OG0006014	AT3G55960	AALP_AA5G199300
OG0006015	AT4G09830	AALP_AA6G192700
OG0006019	AT4G34490	AALP_AA7G211700
OG0006020	AT1G10280	AALP_AA1G108500
OG0006021	AT1G15820	AALP_AA1G178900
OG0006023	AT5G58230	AALP_AA8G371800, AALP_AA8G371900
OG0006026	AT1G08810	AALP_AA1G091800
OG0006027	AT4G24150	AALP_AA7G072900
OG0006028	AT5G13570	AALP_AA8G134200
OG0006029	AT3G52110	AALP_AA5G145800
OG0006030	AT1G50910	AALP_AA4G050100
OG0006032	AT3G12160	AALP_AA3G132100
OG0006033	AT1G48050	AALP_AA4G079700
OG0006034	AT3G13840	AALP_AA3G156800
OG0006036	AT4G00260, AT2G24645	AALP_AA5G107800, AALP_AA6G271700
OG0006038	AT2G18250	AALP_AA3G345100
OG0006039	AT3G19930	AALP_AA3G229100
OG0006042	AT1G50000	AALP_AA4G059900
OG0006043	AT1G17200	AALP_AA1G190800
OG0006045	AT2G28380	AALP_AA6G224600
OG0006047	AT1G10840	AALP_AA1G118200
OG0006048	AT5G50890	AALP_AA8G283900
OG0006049	AT2G47730	AALP_AA4G267100
OG0006050	AT3G49142	AALP_AA5G114300
OG0006051	AT4G16690	AALP_AAs51321U000500
OG0006052	AT5G10010	AALP_AA8G094200
OG0006053	AT3G56910	AALP_AA5G212000
OG0006054	AT3G12890	AALP_AA3G139100
OG0006057	AT3G26932	AALP_AA5G036500
OG0006060	AT1G23980	AALP_AA1G259400
OG0006061	AT3G13200	AALP_AA3G143000
OG0006063	AT5G14020	AALP_AA8G140200
OG0006064	AT4G11600	AALP_AA6G175800
OG0006065	AT1G75690	AALP_AA2G199400
OG0006066	AT1G59970	AALP_AA2G047000
OG0006068	AT3G07660	AALP_AA3G085200
OG0006069	AT5G07440	AALP_AA8G069800
OG0006071	AT5G19980	AALP_AA8G222200
OG0006072	AT3G21250	AALP_AA3G244200
OG0006073	AT2G17120	AALP_AA3G330200, AALP_AA3G330300
OG0006075	AT2G20820	AALP_AA3G375400
OG0006076	AT5G63010	AALP_AA8G461800
OG0006077	AT4G33250	AALP_AA7G197500
OG0006079	AT3G50780, AT2G24692	AALP_AA5G130100
OG0006080	AT2G20920	AALP_AA4G209500
OG0006081	AT4G24820	AALP_AA7G078400
OG0006082	AT5G54790	AALP_AA8G332100
OG0006083	AT3G18360	AALP_AA3G209600
OG0006085	AT1G67050	AALP_AA2G086100
OG0006086	AT1G77710	AALP_AA2G219800
OG0006087	AT2G36360	AALP_AA4G110500
OG0006088	AT5G58500	AALP_AA8G375000
OG0006089	AT4G19700, AT2G12290	AALP_AA7G023600
OG0006090	AT4G23430, AT4G23420	AALP_AA7G065600, AALP_AA7G065700, AALP_AA7G065800, AALP_AA7G065400
OG0006091	AT3G18830	AALP_AA7G244900
OG0006092	AT4G19540	AALP_AA7G021300
OG0006094	AT3G02830	AALP_AA3G016100
OG0006095	AT5G10020	AALP_AA8G094300
OG0006097	AT3G61200	AALP_AA5G268800, AALP_AA5G268900
OG0006099	AT3G21740	AALP_AA3G251000
OG0006101	AT1G30870	AALP_AA2G158000
OG0006102	AT1G02660	AALP_AA1G019100
OG0006103	AT4G37400	AALP_AA7G251200
OG0006106	AT2G15670, AT3G51670	AALP_AA5G141300
OG0006108	AT4G31140	AALP_AA7G168000
OG0006109	AT5G24800	AALP_AA8G423600
OG0006110	AT4G40020	AALP_AA7G278500
OG0006111	AT4G30993	AALP_AA1G173900
OG0006112	AT4G24830	AALP_AA4G063300
OG0006113	AT3G60830	AALP_AA5G264600
OG0006115	AT4G06534, AT4G06536	AALP_AA8G277800
OG0006116	AT3G57450	AALP_AA5G218500
OG0006117	AT3G11800	AALP_AA3G127900
OG0006118	AT1G30040	AALP_AA1G307900
OG0006119	AT1G59590	AALP_AA2G053900
OG0006120	AT1G25260	AALP_AA1G269500
OG0006121	AT1G14990	AALP_AA1G169100
OG0006122	AT4G12250	AALP_AA6G182500
OG0006123	AT4G14750	AALP_AA1G167200
OG0006125	AT3G06350	AALP_AA3G066400
OG0006126	AT3G18215	AALP_AA3G207900
OG0006127	AT5G67220	AALP_AA8G511800
OG0006128	AT2G23660	AALP_AA1G080800
OG0006129	AT5G45460, AT5G45470	AALP_AA6G127700, AALP_AA5G059100
OG0006130	AT1G16530	AALP_AA1G184000
OG0006132	AT4G10340	AALP_AA6G185900
OG0006133	AT1G76660	AALP_AA2G208700
OG0006134	AT1G07473, AT1G07476	AALP_AA1G074700
OG0006135	AT5G54680	AALP_AA8G331500
OG0006137	AT5G20970	AALP_AA8G231400
OG0006139	AT3G25100	AALP_AA7G167600
OG0006140	AT1G62400	AALP_AA4G051600
OG0006141	AT4G33420	AALP_AA7G199600
OG0006142	AT3G57280	AALP_AA5G216800
OG0006143	AT1G12980	AALP_AA1G142900
OG0006144	AT5G58970	AALP_AA8G383500
OG0006145	AT5G37530	AALP_AA6G358300
OG0006146	AT5G16560	AALP_AA8G173500
OG0006147	AT1G59700, AT1G59670	AALP_AA2G052500
OG0006149	AT5G35917, AT5G05260	AALP_AA8G046600
OG0006151	AT3G61160	AALP_AA5G268300
OG0006153	AT1G75390	AALP_AA2G196000
OG0006154	AT3G12900	AALP_AA3G139200
OG0006157	AT3G25120	AALP_AA3G291800
OG0006158	AT2G24650	AALP_AA6G267200, AALP_AA6G267300, AALP_AA6G268100
OG0006159	AT5G63860	AALP_AA8G469400
OG0006160	AT1G36280, AT4G18440	AALP_AA7G007000
OG0006161	AT5G07020	AALP_AA8G065700
OG0006162	AT1G71940	AALP_AA2G150700
OG0006164	AT3G54290	AALP_AA5G177600
OG0006165	AT4G37295	AALP_AA7G250600
OG0006166	AT3G10985	AALP_AA3G119100
OG0006167	AT5G51020	AALP_AA8G284600
OG0006170	AT5G19790	AALP_AA8G217500
OG0006171	AT4G24930	AALP_AA5G022900
OG0006172	AT1G19300	AALP_AA1G211600
OG0006173	AT2G20280	AALP_AA3G369700
OG0006175	AT1G50560, AT1G50520	AALP_AA4G056600, AALP_AA4G056300
OG0006176	AT5G48270	AALP_AA6G096000
OG0006177	AT1G15420	AALP_AA1G175000
OG0006178	AT1G09960	AALP_AA1G105900
OG0006179	AT2G38670	AALP_AA4G168400
OG0006181	AT5G62280	AALP_AA8G453300
OG0006182	AT4G13830	AALP_AA4G100700
OG0006183	AT1G26750	AALP_AA1G278200
OG0006186	AT2G28920	AALP_AA6G217600
OG0006188	AT5G52180	AALP_AA8G299100
OG0006189	AT1G74130, AT1G74140	AALP_AA2G180200, AALP_AA2G180100
OG0006192	AT3G27160	AALP_AA5G039500
OG0006193	AT5G02110	AALP_AA8G000600
OG0006194	AT5G52900	AALP_AA8G306900
OG0006195	AT1G68590	AALP_AA2G109700
OG0006196	AT4G17810	AALP_AA7G000100
OG0006197	AT1G68320	AALP_AA2G104300
OG0006198	AT3G24090	AALP_AA3G278100
OG0006199	AT1G72310	AALP_AA2G155300
OG0006200	AT1G49560	AALP_AA4G064900
OG0006201	AT5G58060	AALP_AA8G370200
OG0006202	AT5G21280	AALP_AA8G236600
OG0006203	AT4G35320	AALP_AA7G227300
OG0006204	AT2G43180	AALP_AA4G220800
OG0006205	AT5G55960	AALP_AA8G344600
OG0006207	AT4G01410	AALP_AA6G018700
OG0006208	AT3G60380	AALP_AA5G259500
OG0006209	AT3G56950	AALP_AA5G212400
OG0006211	AT5G60910	AALP_AA8G438300
OG0006212	AT3G50630	AALP_AA4G026700
OG0006213	AT3G15110	AALP_AA3G169500
OG0006214	AT3G10960	AALP_AA3G118800
OG0006215	AT5G49690	AALP_AA7G181400
OG0006216	AT2G30530	AALP_AAs47561U000600
OG0006217	AT2G01500	AALP_AA1G168800
OG0006219	AT5G45040	AALP_AA6G132700
OG0006220	AT1G69380	AALP_AA2G119400
OG0006221	AT1G77690	AALP_AA2G219600
OG0006222	AT1G52630	AALP_AA4G035100
OG0006223	AT3G12800, AT1G36580, AT2G07640	AALP_AA3G138400
OG0006224	AT5G02430	AALP_AA8G018700
OG0006225	AT1G32370	AALP_AA1G333000, AALP_AA3G355200
OG0006230	AT5G43960	AALP_AA6G144700
OG0006231	AT5G45100	AALP_AA2G179000
OG0006232	AT3G11110	AALP_AA3G120400
OG0006233	AT5G03510	AALP_AA8G027100
OG0006234	AT4G14746	AALP_AAs55843U000100
OG0006235	AT3G52450	AALP_AA5G152500
OG0006238	AT3G61730, AT5G36000	AALP_AA5G275400
OG0006240	AT5G43155, AT5G43160	AALP_AA6G152000
OG0006242	AT1G21340	AALP_AA1G230300
OG0006244	AT1G51405	AALP_AA4G045600
OG0006245	AT3G21710	AALP_AA3G250700
OG0006246	AT5G25510	AALP_AA8G435800
OG0006247	AT1G17380	AALP_AA1G192200
OG0006248	AT5G60620	AALP_AA7G225800
OG0006249	AT1G30700	AALP_AA1G313900
OG0006250	AT5G67190	AALP_AA8G511500
OG0006251	AT5G12260	AALP_AA8G123000
OG0006253	AT1G65420	AALP_AA2G071200
OG0006254	AT3G62600	AALP_AA5G283300
OG0006255	AT3G49100	AALP_AA5G114200
OG0006256	AT1G13360	AALP_AA1G147100
OG0006257	AT3G16000	AALP_AA3G181200
OG0006258	AT2G19690	AALP_AA3G359200
OG0006259	AT2G25970	AALP_AA6G255200
OG0006260	AT1G75900	AALP_AA2G202800
OG0006262	AT3G12300	AALP_AA3G133400
OG0006264	AT2G25840	AALP_AA6G256100
OG0006265	AT4G35790	AALP_AA7G231200
OG0006266	AT1G80600	AALP_AA2G257200
OG0006267	AT4G11820	AALP_AA6G179500
OG0006271	AT1G21500	AALP_AA1G233900
OG0006273	AT5G20190	AALP_AA8G224300
OG0006274	AT3G14180	AALP_AA3G158900
OG0006277	AT1G16920	AALP_AA1G187500
OG0006278	AT1G18740	AALP_AA1G205900
OG0006279	AT5G60800	AALP_AA8G436000
OG0006280	AT5G56760	AALP_AA8G355600
OG0006281	AT4G35490	AALP_AA7G229400, AALP_AA7G229100
OG0006282	AT1G51640	AALP_AA4G042900
OG0006284	AT1G72160	AALP_AA2G153300
OG0006285	AT4G38120	AALP_AA5G086100, AALP_AA7G259400, AALP_AAs74321U000100
OG0006286	AT2G15695	AALP_AA3G320900
OG0006287	AT3G18050	AALP_AA3G204900
OG0006288	AT5G62850	AALP_AA8G460200
OG0006290	AT4G30850	AALP_AA7G163200
OG0006291	AT1G08650	AALP_AA1G088400
OG0006292	AT3G57120	AALP_AA5G214900
OG0006293	AT5G04320	AALP_AA8G036900
OG0006294	AT5G28770	AALP_AA6G178300
OG0006295	AT5G16840	AALP_AA8G179600
OG0006296	AT3G44050	AALP_AA6G226600
OG0006298	AT3G23620	AALP_AA3G272900, AALP_AA8G418900
OG0006299	AT1G19850	AALP_AA3G079400
OG0006300	AT4G18770	AALP_AA7G010800
OG0006301	AT5G25610	AALP_AA8G433300
OG0006302	AT2G44050	AALP_AA4G229900
OG0006303	AT3G56010	AALP_AA5G200600
OG0006304	AT5G57630, AT5G57565	AALP_AA8G365100
OG0006307	AT5G61340	AALP_AA8G443900
OG0006308	AT2G47050	AALP_AA4G261300
OG0006309	AT5G52060	AALP_AA8G296800
OG0006310	AT1G29260	AALP_AA1G298300
OG0006313	AT5G11970	AALP_AA8G117500
OG0006315	AT4G14385	AALP_AAs74096U000200
OG0006317	AT1G17680	AALP_AA1G195900
OG0006318	AT3G62390	AALP_AA5G282000
OG0006320	AT2G43465	AALP_AA4G224000
OG0006321	AT3G23820	AALP_AA3G275400
OG0006322	AT2G43970	AALP_AA4G229300
OG0006323	AT4G37180	AALP_AA7G249300
OG0006325	AT3G13980	AALP_AA3G156300
OG0006326	AT1G16570	AALP_AA1G184400
OG0006327	AT3G54470	AALP_AA5G179300
OG0006328	AT5G15290	AALP_AA8G157800
OG0006330	AT2G01110	AALP_AA5G000600
OG0006331	AT2G40120	AALP_AA4G187400
OG0006332	AT4G32950	AALP_AA7G193700
OG0006333	AT5G14230	AALP_AA8G142400, AALP_AA6G336500
OG0006335	AT1G13260	AALP_AA1G146100
OG0006336	AT5G49650	AALP_AA4G134000, AALP_AA5G074900
OG0006337	AT5G63140	AALP_AA8G155800
OG0006338	AT2G44500	AALP_AA4G233800
OG0006340	AT2G28350	AALP_AA6G225100
OG0006342	AT3G60220	AALP_AA5G256500
OG0006344	AT4G29960	AALP_AA7G149100
OG0006345	AT3G17465	AALP_AA3G198500
OG0006346	AT4G15480	AALP_AA3G249100
OG0006347	AT5G64530	AALP_AA8G478400
OG0006348	AT5G15680	AALP_AAs67936U000100, AALP_AAs63131U000100
OG0006349	AT1G77405	AALP_AA2G215800
OG0006350	AT1G75500	AALP_AA2G197400
OG0006352	AT2G46340	AALP_AA4G252300
OG0006353	AT3G60530	AALP_AA5G261900
OG0006354	AT1G30380	AALP_AA1G310700
OG0006355	AT5G02460	AALP_AA8G018500
OG0006356	AT3G12260	AALP_AA3G133000
OG0006357	AT4G15770	AALP_AA1G329200
OG0006358	AT3G63430	AALP_AA5G292200
OG0006359	AT4G10380	AALP_AA6G185600
OG0006360	AT1G20650	AALP_AA1G224600
OG0006361	AT1G77100	AALP_AA2G212400
OG0006362	AT1G19870	AALP_AA3G079600
OG0006363	AT3G18610	AALP_AA3G213800
OG0006364	AT1G47720	AALP_AA7G086000
OG0006366	AT1G08450	AALP_AA1G087100
OG0006367	AT2G33410	AALP_AA6G061600
OG0006368	AT4G28340, AT4G28330	AALP_AA7G123100
OG0006369	AT1G05280	AALP_AA1G049200
OG0006372	AT2G34810	AALP_AA4G116300
OG0006374	AT4G23620	AALP_AA7G064700
OG0006375	AT1G02580	AALP_AA1G322200, AALP_AA1G018600
OG0006376	AT3G26350	AALP_AA5G030200
OG0006379	AT5G53210	AALP_AA8G313500
OG0006380	AT1G59750	AALP_AA1G109700
OG0006382	AT1G53300	AALP_AA4G027100
OG0006383	AT1G65450	AALP_AAs48576U000100
OG0006384	AT5G08370	AALP_AA8G080700
OG0006385	AT5G01220	AALP_AA1G274200
OG0006386	AT3G54740	AALP_AA5G182300
OG0006387	AT1G20760	AALP_AA1G226100
OG0006388	AT5G46720	AALP_AA6G112100
OG0006389	AT1G27150	AALP_AA1G283300
OG0006390	AT1G80460	AALP_AA2G256400
OG0006392	AT2G38650	AALP_AA4G168200
OG0006393	AT5G41480	AALP_AA6G318000
OG0006394	AT5G05990	AALP_AA8G052800
OG0006395	AT5G57030	AALP_AA8G359000
OG0006396	AT1G31130	AALP_AA1G320500
OG0006399	AT2G43140	AALP_AA4G220300
OG0006400	AT1G78590	AALP_AA2G228900
OG0006401	AT2G27180	AALP_AA6G238300
OG0006402	AT1G08910	AALP_AA1G092800
OG0006403	AT2G39670	AALP_AA4G180200
OG0006406	AT3G57440	AALP_AA4G201700, AALP_AA5G218600
OG0006407	AT3G29034	AALP_AA5G058700
OG0006408	AT3G54220	AALP_AA5G176900
OG0006409	AT3G53850	AALP_AA5G171300
OG0006410	AT3G62300	AALP_AA5G281400
OG0006411	AT5G20100	AALP_AA8G223300
OG0006412	AT2G36000	AALP_AA4G131800
OG0006413	AT5G38530	AALP_AA6G349200
OG0006414	AT1G06150, AT2G31280	AALP_AA6G085400
OG0006415	AT1G28560	AALP_AA1G294600
OG0006416	AT3G51120	AALP_AA5G134800
OG0006418	AT5G64350	AALP_AA8G475900
OG0006419	AT5G56970	AALP_AA2G224300
OG0006420	AT2G45730	AALP_AA4G246900
OG0006421	AT2G45690	AALP_AA4G246300
OG0006422	AT3G61610	AALP_AA5G272500
OG0006424	AT3G02910	AALP_AA3G023200
OG0006425	AT5G26742	AALP_AA8G245800
OG0006427	AT5G49450	AALP_AA8G268300
OG0006428	AT5G17870	AALP_AA8G191100
OG0006430	AT4G32820	AALP_AA7G192300
OG0006431	AT5G66780	AALP_AA8G505600
OG0006432	AT1G65320	AALP_AA2G070800
OG0006433	AT1G03140, AT1G54590	AALP_AA1G025100
OG0006434	AT3G09960	AALP_AA3G100900
OG0006434	AT3G09970	AALP_AA3G100800
OG0006435	AT1G27210	AALP_AA1G281600
OG0006436	AT1G73210	AALP_AA2G168000
OG0006437	AT5G24930	AALP_AA8G425800
OG0006438	AT5G62810	AALP_AA8G459800
OG0006439	AT5G55710	AALP_AA8G343000
OG0006440	AT1G08480	AALP_AA1G086700, AALP_AA4G088600
OG0006441	AT2G24450	AALP_AA6G268600
OG0006442	AT2G42280	AALP_AA4G211900
OG0006444	AT2G35930	AALP_AA4G130900
OG0006445	AT5G23530	AALP_AA8G412100
OG0006446	AT3G04910	AALP_AA3G043900
OG0006447	AT3G06120	AALP_AA3G063400
OG0006448	AT1G75810	AALP_AA2G201200
OG0006449	AT2G41680	AALP_AA4G200500
OG0006450	AT4G35530	AALP_AA7G229800
OG0006451	AT2G38550	AALP_AA4G167200
OG0006452	AT5G20240	AALP_AA8G224700
OG0006453	AT5G45380	AALP_AA6G129200
OG0006457	AT5G02260	AALP_AA8G014300
OG0006458	AT5G04600	AALP_AA8G040100
OG0006460	AT3G14280	AALP_AA3G161300
OG0006461	AT2G28710	AALP_AA6G219400
OG0006463	AT5G06700	AALP_AA8G063700
OG0006464	AT5G52660	AALP_AA8G304200
OG0006466	AT5G51740	AALP_AA8G292900
OG0006467	AT3G11680	AALP_AA3G126700
OG0006468	AT4G28040	AALP_AA7G060000
OG0006469	AT2G40475	AALP_AA4G191000
OG0006470	AT1G77700	AALP_AA2G219700
OG0006471	AT5G25210	AALP_AA8G429700
OG0006473	AT3G29400	AALP_AA5G061500
OG0006474	AT3G10915	AALP_AA3G118300
OG0006475	AT3G49790	AALP_AA5G120200
OG0006477	AT5G22650	AALP_AA3G304500, AALP_AA6G336900, AALP_AA6G337000
OG0006478	AT5G16760	AALP_AA8G176700
OG0006479	AT3G22640	AALP_AA2G008100
OG0006480	AT1G69270	AALP_AA2G119000
OG0006481	AT2G44910	AALP_AA4G237800
OG0006484	AT4G32860	AALP_AA1G141600
OG0006485	AT5G06240	AALP_AA3G200800, AALP_AA8G057100
OG0006486	AT1G35720	AALP_AAs49431U000100
OG0006488	AT5G54300	AALP_AA8G327500
OG0006490	AT4G37630	AALP_AA7G253200
OG0006491	AT5G23260	AALP_AA3G211600
OG0006492	AT4G34390	AALP_AA7G214100
OG0006494	AT5G23280	AALP_AA3G211800
OG0006495	AT2G21160	AALP_AA2G164800
OG0006496	AT4G15210	AALP_AAs49758U000300
OG0006497	AT5G47890	AALP_AA5G257600, AALP_AA8G104400
OG0006498	AT2G45680	AALP_AA4G246200
OG0006499	AT5G01230	AALP_AA4G102100, AALP_AAs51648U000100
OG0006500	AT1G72220	AALP_AA2G155700
OG0006501	AT1G28260, AT5G02650	AALP_AA1G291700
OG0006502	AT4G36930	AALP_AA7G245600
OG0006503	AT3G13990	AALP_AA3G156400
OG0006504	AT2G36310	AALP_AA4G135500
OG0006506	AT2G30200	AALP_AAs48252U001000
OG0006507	AT4G14145	AALP_AAs57530U000100
OG0006508	AT2G40780	AALP_AA4G193000
OG0006509	AT2G23070	AALP_AA6G285500
OG0006510	AT4G23750	AALP_AA7G067600
OG0006512	AT1G70700	AALP_AA2G136900
OG0006514	AT3G63150	AALP_AA5G286100
OG0006518	AT1G06260	AALP_AA1G060200
OG0006519	AT1G29760	AALP_AA1G305400
OG0006521	AT1G06850	AALP_AA1G066300
OG0006523	AT5G65640	AALP_AA8G489600
OG0006524	AT2G48030	AALP_AA4G271900
OG0006525	AT5G19140	AALP_AA8G210700
OG0006526	AT1G55260	AALP_AA3G147000
OG0006527	AT1G56240, AT1G56250	AALP_AA4G001200, AALP_AA4G001600
OG0006528	AT3G03720	AALP_AA3G030900
OG0006530	AT4G21760	AALP_AA7G045600, AALP_AA7G045800
OG0006531	AT2G45280	AALP_AA4G242400
OG0006532	AT1G34260	AALP_AA6G194500
OG0006533	AT4G00026	AALP_AA6G000400
OG0006535	AT5G12050	AALP_AA8G120200
OG0006537	AT2G18040	AALP_AA3G340900
OG0006538	AT2G29900	AALP_AAs55729U000300
OG0006539	AT2G29040	AALP_AA6G216800
OG0006540	AT5G56780	AALP_AA8G355700
OG0006541	AT4G37300	AALP_AA7G250800
OG0006542	AT5G35980	AALP_AAs68745U000800
OG0006544	AT5G15120	AALP_AA8G154600
OG0006545	AT1G80450	AALP_AA2G256300
OG0006546	AT1G66760	AALP_AA2G082300
OG0006547	AT2G39020	AALP_AA4G173600
OG0006548	AT5G67470	AALP_AA8G514000
OG0006549	AT4G33550	AALP_AA7G200100, AALP_AA7G200300
OG0006550	AT4G39770	AALP_AA7G275800
OG0006551	AT5G39785	AALP_AA8G308400
OG0006553	AT1G08065	AALP_AA1G083400
OG0006554	AT5G65170	AALP_AA8G485300
OG0006555	AT1G48380	AALP_AA4G077000
OG0006556	AT5G21160	AALP_AA8G239200
OG0006557	AT3G55250	AALP_AAs65627U000200, AALP_AA5G190100
OG0006558	AT3G17170	AALP_AA3G194600
OG0006559	AT1G75510	AALP_AA2G197500
OG0006560	AT2G28870	AALP_AA6G218400
OG0006561	AT3G51720	AALP_AA5G141600
OG0006562	AT2G45660	AALP_AA4G246000
OG0006563	AT4G17510	AALP_AAs42697U000500
OG0006564	AT5G37740	AALP_AA6G353800
OG0006565	AT4G30810	AALP_AA7G162000
OG0006566	AT3G18190	AALP_AA3G207500
OG0006567	AT3G15420, AT1G80745	AALP_AA3G173400
OG0006568	AT5G49510	AALP_AA8G269100
OG0006569	AT2G39200	AALP_AA4G174800
OG0006570	AT5G08330	AALP_AA8G079500
OG0006571	AT2G16710	AALP_AA3G327000
OG0006573	AT5G03670	AALP_AA8G030700
OG0006574	AT2G46300	AALP_AA4G251900
OG0006575	AT1G61860	AALP_AA2G022700
OG0006576	AT1G80360	AALP_AA2G255500
OG0006578	AT2G01880	AALP_AA5G010200
OG0006580	AT1G72790	AALP_AA2G161700
OG0006581	AT1G71692	AALP_AA2G148300
OG0006582	AT3G61690	AALP_AA5G274700
OG0006583	AT3G62090	AALP_AA5G279300
OG0006585	AT2G02170	AALP_AA5G012500
OG0006586	AT2G35630	AALP_AA4G127500
OG0006588	AT1G63855	AALP_AA3G059700
OG0006589	AT3G12660	AALP_AA3G137100
OG0006590	AT2G47190	AALP_AA4G263500
OG0006591	AT4G24550	AALP_AA7G074500
OG0006592	AT4G32980	AALP_AA7G195000
OG0006594	AT5G25620	AALP_AA8G433400
OG0006596	AT3G01460	AALP_AA3G005700
OG0006598	AT4G24015	AALP_AA7G070800, AALP_AAs60093U000100
OG0006599	AT1G73220	AALP_AA2G168500
OG0006601	AT3G45920	AALP_AA1G075800
OG0006604	AT1G07190	AALP_AA2G022200
OG0006605	AT2G14755	AALP_AA5G257900
OG0006608	AT1G30880	AALP_AA2G158100
OG0006610	AT3G13275	AALP_AA3G143900
OG0006612	AT5G05690	AALP_AA8G049800
OG0006613	AT4G37830	AALP_AA7G255200
OG0006623	AT2G33400	AALP_AA6G061800
OG0006624	AT1G08760	AALP_AA1G091200
OG0006625	AT5G08420	AALP_AA8G081600
OG0006626	AT1G68300	AALP_AA2G104000
OG0006627	AT1G79110	AALP_AA2G239300
OG0006628	AT3G16730	AALP_AA3G190200
OG0006629	AT4G21680	AALP_AA7G041900
OG0006630	AT1G64590	AALP_AA6G311200
OG0006631	AT1G67560	AALP_AA2G093900
OG0006632	AT1G33500	AALP_AA7G051600
OG0006633	AT4G01020, AT5G10370	AALP_AA8G099300
OG0006634	AT2G25740	AALP_AA6G257500
OG0006636	AT4G12170	AALP_AA4G032200
OG0006640	AT5G55820	AALP_AA5G242500, AALP_AA5G242600, AALP_AA5G242400, AALP_AA8G342200
OG0006641	AT1G09130	AALP_AA1G094700
OG0006642	AT4G39740	AALP_AA7G276100
OG0006644	AT4G00580, AT1G30060, AT2G01800, AT2G02770, AT4G00920	AALP_AA5G008400
OG0006645	AT5G25530	AALP_AA8G435600
OG0006647	AT5G48850	AALP_AA6G092900
OG0006649	AT4G39840	AALP_AA7G277500
OG0006650	AT2G35450	AALP_AA4G126000
OG0006651	AT5G09790	AALP_AA8G090000
OG0006653	AT3G63410	AALP_AA5G292000
