Orthogroup	Thellungiella_parvula	Brassica_oleracea
OG0004247	Sp6g39630.1	Bo9g183210
OG0004248	Sp2g05000.1	Bo1g090210
OG0004249	Sp5g17570.1	Bo3g127460
OG0004250	Sp5g31980.1	Bo6g083720
OG0004251	Sp4g03280.1	Bo4g154420
OG0004252	Sp3g05980.1	Bo3g060980
OG0004253	Sp5g23670.1	Bo6g107070
OG0004253	Sp7g36220.1	Bo7g119040, Bo3g151390
OG0004254	Sp2g21380.1	Bo2g156250
OG0004254	Sp3g04840.1	Bo3g060280
OG0004255	Sp6g02340.1	Bo2g100530, Bo9g005780
OG0004256	Sp2g01300.1	Bo00795s040, Bo9g028930
OG0004257	Sp4g10320.1	Bo4g163730, Bo3g040470, Bo4g074370
OG0004258	Sp4g18330.1	Bo4g035060, Bo3g029910, Bo4g186010, Bo4g035070
OG0004259	Sp7g19650.1	Bo3g162550
OG0004259	Sp7g19660.1	Bo7g107450
OG0004260	Sp7g19170.1	Bo1g023830, Bo3g162780
OG0004261	Sp1g26110.1	Bo7g043710
OG0004262	Sp1g06220.1	Bo8g114050
OG0004263	Sp7g03160.1	Bo3g076050
OG0004263	Sp3g18510.1	Bo5g108590
OG0004264	Sp1g25410.1	Bo3g144100, Bo5g059780, Bo9g095670, Bo7g045440
OG0004265	Sp5g11800.1	Bo8g079780, Bo2g107600, Bo1g084710
OG0004266	Sp2g05650.1	Bo4g081160, Bo1g087680, Bo9g052170
OG0004267	Sp3g04950.1	Bo1g150120
OG0004268	Sp1g29690.1	Bo8g026920, Bo6g044100
OG0004269	Sp4g00430.1, Sp5g32610.1	Bo8g101910
OG0004270	Sp1g41070.1	Bo3g185190, Bo6g051330
OG0004271	Sp1g33850.1	Bo9g059050, Bo2g119290
OG0004272	Sp7g26330.1	Bo8g054300
OG0004273	Sp2g06120.1, Sp6g32740.1	Bo9g171880, Bo2g010000
OG0004274	Sp2g17070.1	Bo7g091180
OG0004275	Sp3g21590.1	Bo7g038820, Bo3g081940
OG0004275	Sp7g11590.1	Bo4g129650
OG0004276	Sp1g08260.1	Bo8g111010
OG0004276	Sp2g05730.1	Bo8g058770
OG0004278	SpUN1596_0010.1	Bo4g136560
OG0004279	Sp3g21270.1	Bo7g040280
OG0004280	Sp7g07070.1	Bo8g030620
OG0004281	Sp7g23560.1	Bo7g110370
OG0004281	Sp6g14450.1	Bo9g104920
OG0004282	Sp2g24150.1	Bo7g098020, Bo2g161130, Bo9g014350
OG0004283	Sp3g10290.1	Bo1g139630, Bo5g134780
OG0004284	Sp5g06850.1, Sp5g24410.1	Bo8g090070, Bo4g115530
OG0004285	Sp4g17260.1	Bo4g039140
OG0004286	Sp1g36400.1	Bo3g074720
OG0004287	Sp7g17580.1	Bo7g106300
OG0004287	Sp3g17870.1	Bo5g112460
OG0004288	Sp4g25940.1	Bo4g194630, Bo4g194680, Bo4g194660, Bo4g194640, Bo4g194690, Bo4g194670, Bo3g036940
OG0004289	Sp1g06270.1	Bo01118s020, Bo5g008270
OG0004290	Sp7g23920.1	Bo1g040650, Bo1g005240, Bo1g040640
OG0004291	Sp2g15240.1	Bo2g138870, Bo7g082360
OG0004292	Sp6g20930.1	Bo3g018290, Bo9g137150, Bo9g137130, Bo03661s010, Bo2g026900, Bo2g026890, Bo04487s010
OG0004293	Sp3g11460.1	Bo5g132770
OG0004293	Sp1g41330.1	Bo6g051440
OG0004294	Sp1g38150.1	Bo6g042610, Bo6g026030, Bo3g181480
OG0004296	Sp1g40270.1	Bo3g184270, Bo4g025980
OG0004297	Sp4g01530.1	Bo8g101060, Bo4g149770
OG0004298	Sp5g00520.1	Bo4g098330
OG0004299	Sp3g17840.1	Bo5g112480
OG0004300	Sp6g27460.1	Bo1g045210, Bo2g013240, Bo03047s010, Bo01311s010
OG0004301	Sp2g05610.1	Bo1g087710
OG0004302	Sp7g16120.1	Bo1g019150
OG0004302	Sp2g11400.1	Bo7g075490
OG0004303	Sp1g12690.1	Bo5g019490, Bo8g066010
OG0004304	Sp4g07290.1, Sp6g13180.1, Sp1g13190.1	Bo8g066230, Bo8g106580, Bo5g019980
OG0004305	Sp2g22490.1	Bo2g159060, Bo7g096280, Bo7g096290
OG0004306	Sp6g30010.1	Bo9g166260, Bo3g009480, Bo2g011620
OG0004308	Sp3g09700.1	Bo5g136540
OG0004308	Sp3g13570.1	Bo5g127220
OG0004310	Sp1g39780.1	Bo6g029350, Bo7g096680, Bo6g031270
OG0004311	Sp1g08000.1	Bo5g009800
OG0004312	Sp4g22590.1	Bo4g188940, Bo4g025360, Bo3g034850
OG0004313	Sp7g02320.1	Bo00578s030
OG0004313	Sp2g17640.1	Bo7g087160
OG0004314	Sp3g18790.1	Bo5g106280, Bo1g108650, Bo3g076180
OG0004315	Sp7g27760.1	Bo1g014700
OG0004316	Sp4g26020.1	Bo4g021150
OG0004316	Sp4g26030.1	Bo4g194750
OG0004317	Sp3g09560.1	Bo5g136670
OG0004317	Sp4g20400.1	Bo4g029820, Bo4g187380
OG0004318	Sp4g15110.1	Bo8g067700, Bo5g025120, Bo3g026820, Bo4g045550, Bo4g045570
OG0004319	Sp1g15250.1	Bo5g023470, Bo8g105090
OG0004320	Sp7g01640.1, Sp2g17010.1	Bo2g146110, Bo7g091040, Bo9g008390
OG0004321	Sp4g27480.1	Bo4g024660, Bo04022s010, Bo3g038830, Bo4g195560
OG0004322	Sp1g20080.1	Bo5g038690, Bo7g057820
OG0004323	Sp1g13000.1	Bo3g026400, Bo4g049560, Bo4g176190
OG0004324	Sp1g34020.1	Bo6g006870, Bo03833s010
OG0004325	Sp1g40460.1	Bo6g050840, Bo3g184420
OG0004326	Sp3g33370.1	Bo00846s010
OG0004327	Sp5g33000.1	Bo6g081990, Bo7g108270, Bo6g121510
OG0004328	Sp4g27280.1, SpUn0031_0040.1	Bo3g037680, Bo4g038440, Bo4g024450, Bo24817s010
OG0004329	Sp5g00880.1	Bo8g097930, Bo6g079520
OG0004330	Sp1g03770.1	Bo5g005030
OG0004331	Sp4g27150.1	Bo4g024340, Bo4g024360, Bo03620s010
OG0004332	Sp4g25190.1	Bo4g018550, Bo4g192920, Bo4g193010
OG0004333	Sp1g40500.1	Bo6g050870, Bo3g184450, Bo6g033010
OG0004334	Sp7g36440.1	Bo1g002550
OG0004335	Sp3g14950.1	Bo1g123340
OG0004336	Sp5g10470.1	Bo7g101180, Bo1g059000, Bo8g081240
OG0004337	Sp4g22370.1	Bo3g034670, Bo4g025620, Bo4g025580, Bo4g188760
OG0004338	Sp6g21400.1	Bo2g025500, Bo9g140710, Bo3g017790
OG0004339	Sp6g01180.1	Bo2g098980
OG0004340	Sp2g14770.1	Bo2g131960
OG0004345	Sp4g23980.1	Bo4g013470, Bo4g013460, Bo4g013480
OG0004351	Sp6g38290.1	Bo9g178790, Bo6g011110, Bo9g178780
OG0004352	Sp4g26730.1	Bo4g195130
OG0004353	Sp7g12660.1	Bo1g058910, Bo8g038120, Bo6g056000
OG0004354	Sp1g17160.1	Bo5g027290, Bo8g068410
OG0004355	Sp2g12920.1	Bo7g078340
OG0004356	Sp6g15420.1	Bo3g022820, Bo2g045940
OG0004357	Sp1g39820.1	Bo6g031310, Bo6g029420
OG0004358	Sp3g18990.1	Bo1g108340
OG0004358	Sp3g18980.1, Sp3g19000.1	Bo3g017870
OG0004360	Sp5g07900.1	Bo8g083730
OG0004361	Sp5g22380.1, Sp6g04870.1	Bo9g078480
OG0004362	Sp3g19910.1	Bo5g098440
OG0004363	Sp2g11390.1	Bo9g065410
OG0004363	Sp7g16090.1	Bo1g019190
OG0004365	Sp5g13950.1	Bo8g076610
OG0004367	Sp1g39040.1	Bo6g039680
OG0004367	Sp3g14260.1	Bo5g126560
OG0004368	Sp2g03350.1	Bo1g095720, Bo4g086610
OG0004369	Sp6g26910.1	Bo9g161400, Bo6g069620, Bo2g013570
OG0004371	Sp4g29380.1	Bo4g004520
OG0004371	Sp7g11940.1	Bo4g127290
OG0004372	Sp2g24490.1	Bo2g161440, Bo7g098460
OG0004373	Sp3g17780.1	Bo5g113680, Bo1g112380, Bo3g074490
OG0004374	Sp6g23190.1	Bo8g104160, Bo2g023660, Bo9g149780, Bo3g015630
OG0004375	Sp3g14850.1	Bo1g123430, Bo3g068430, Bo5g124880
OG0004376	Sp2g23660.1	Bo7g097600, Bo9g014070
OG0004377	Sp6g06010.1	Bo9g092550, Bo2g108840, Bo3g045300
OG0004378	Sp1g25080.1	Bo3g143770, Bo5g058440, Bo7g045750
OG0004379	Sp2g18660.1	Bo7g089170
OG0004379	Sp3g23080.1	Bo7g030920
OG0004380	SpUn1032_0010.1	Bo3g035920, Bo4g191280, Bo4g014690
OG0004381	Sp5g08050.1	Bo4g120000, Bo6g067980
OG0004382	Sp6g00010.1	Bo3g185450, Bo9g068140
OG0004383	Sp4g01440.1	Bo8g101160, Bo4g149600
OG0004384	Sp2g14860.1	Bo7g081790, Bo2g138480
OG0004385	Sp2g21110.1	Bo9g010710, Bo2g155660, Bo7g094930
OG0004386	Sp5g31580.1	Bo6g120460, Bo2g089890
OG0004387	Sp4g01130.1	Bo4g148290
OG0004389	Sp5g24200.1	Bo2g062830, Bo6g095740, Bo6g108610
OG0004391	Sp2g12060.1	Bo7g077530, Bo9g069460
OG0004392	Sp1g23410.1	Bo7g050130, Bo5g051850, Bo3g140250
OG0004393	Sp5g22290.1	Bo2g055790, Bo6g099000, Bo6g103740
OG0004394	Sp6g07970.1	Bo3g044330
OG0004394	Sp1g29520.1	Bo6g044250, Bo8g027090
OG0004395	Sp6g20920.1	Bo2g026910, Bo9g137110, Bo3g018300
OG0004396	Sp2g16690.1	Bo7g085660, Bo9g008290
OG0004397	Sp5g24810.1, Sp3g28750.1	Bo6g110280, Bo6g095300
OG0004399	Sp6g06570.1	Bo9g090850
OG0004400	Sp5g04660.1	Bo6g074430, Bo00895s030, Bo8g092400
OG0004402	Sp6g01160.1	Bo9g003800, Bo3g054370
OG0004403	Sp6g05590.1	Bo3g045450
OG0004404	Sp5g02510.1	Bo4g104830
OG0004405	Sp5g35040.1	Bo6g124310, Bo6g124300
OG0004406	Sp2g19380.1	Bo7g089760
OG0004407	Sp4g17350.1	Bo4g039010, Bo3g028190, Bo4g183090
OG0004408	Sp4g10660.1	Bo4g164860
OG0004409	Sp6g37750.1	Bo3g003140, Bo9g177400, Bo9g177440, Bo9g177420
OG0004410	Sp6g19480.1	Bo3g019110, Bo3g019100, Bo2g029050, Bo9g133540
OG0004411	Sp1g04170.1	Bo8g115160
OG0004411	Sp4g14650.1	Bo4g045840, Bo3g026600
OG0004412	Sp6g03680.1	Bo9g076130, Bo6g098770, Bo3g029780
OG0004413	Sp7g12740.1	Bo1g057740, Bo8g038220
OG0004415	Sp4g10460.1	Bo4g074270
OG0004416	Sp5g00990.1	Bo6g079450, Bo8g097830
OG0004417	Sp3g18680.1	Bo3g076150, Bo1g108770, Bo1g108780, Bo01052s010
OG0004418	Sp4g13720.1	Bo4g176080, Bo4g052480, Bo3g025110
OG0004419	Sp6g32990.1	Bo9g172050
OG0004419	Sp2g28520.1	Bo3g099200
OG0004420	Sp3g32570.1	Bo9g027590, Bo7g063510, Bo7g063520
OG0004421	Sp5g02030.1	Bo8g095890, Bo1g012000, Bo5g088210, Bo4g101420
OG0004422	Sp4g27170.1	Bo4g024400, Bo3g037550
OG0004423	Sp2g09160.1	Bo7g067340, Bo9g059840
OG0004424	Sp2g11340.1	Bo2g130160
OG0004424	Sp4g16970.1	Bo3g027820
OG0004425	Sp1g05610.1	Bo5g007810, Bo8g007250, Bo8g114380
OG0004426	Sp1g07010.1	Bo8g112510, Bo8g011050, Bo5g008960
OG0004427	Sp4g22570.1	Bo3g034840, Bo4g188910, Bo4g025400
OG0004428	Sp6g29290.1	Bo2g012170, Bo9g165670
OG0004429	Sp7g15580.1	Bo1g019600, Bo14558s010
OG0004430	Sp3g33730.1	Bo7g003480, Bo9g028290
OG0004431	Sp4g19800.1	Bo4g186940, Bo3g031740, Bo4g030540
OG0004432	Sp1g24360.1	Bo3g143100
OG0004433	Sp7g02360.1	Bo00578s070
OG0004434	Sp5g16350.1	Bo8g101030
OG0004435	Sp2g15220.1	Bo9g075980, Bo2g138860, Bo7g082340
OG0004436	Sp4g22670.1	Bo4g190030, Bo3g034900, Bo4g025290
OG0004437	Sp6g34100.1	Bo3g005100, Bo2g009250, Bo02109s010, Bo9g174170
OG0004438	Sp1g13250.1	Bo8g106540, Bo8g063700, Bo5g020090
OG0004439	Sp7g27340.1	Bo1g016340, Bo3g177140
OG0004440	Sp1g25740.1	Bo5g061030, Bo7g044980
OG0004441	Sp4g18800.1	Bo4g034570
OG0004442	Sp2g22100.1	Bo7g095980, Bo9g011350
OG0004443	Sp5g17170.1	Bo3g127700
OG0004444	Sp4g28200.1	Bo4g196060, Bo3g039100, Bo4g012520
OG0004445	Sp4g26270.1	Bo4g021330, Bo4g194850, Bo3g037160
OG0004446	Sp5g02770.1	Bo6g076920, Bo6g077030, Bo8g095200
OG0004447	Sp4g24200.1	Bo4g191230, Bo3g035850, Bo4g014620
OG0004448	Sp4g07910.1	Bo3g042350
OG0004449	Sp5g00510.1	Bo6g079770, Bo4g098320, Bo13576s010, Bo8g098320
OG0004450	Sp1g06640.1	Bo8g010900, Bo8g112710, Bo5g008670
OG0004451	Sp6g11650.1, Sp3g03440.1	Bo1g152010
OG0004452	Sp4g13000.1	Bo4g173060, Bo4g058460, Bo3g024640
OG0004453	Sp2g21850.1	Bo9g011250, Bo2g158510, Bo2g158490
OG0004454	Sp2g11510.1, SpUn0036_0100.1	Bo2g131360, Bo7g075630, Bo7g075620, Bo9g065470
OG0004455	Sp3g15350.1	Bo5g123380, Bo3g068700, Bo1g122720
OG0004456	Sp4g10790.1	Bo3g168990, Bo4g164930
OG0004457	Sp5g05310.1	Bo4g111270, Bo8g091700
OG0004459	Sp6g34790.1	Bo9g174740, Bo2g008930, Bo3g004740
OG0004460	Sp3g06800.1	Bo5g140120, Bo1g146130
OG0004461	Sp1g30440.1	Bo6g044360
OG0004462	Sp4g21650.1, SpUn0018_0020.1	Bo4g026550, Bo4g188090
OG0004463	Sp1g25640.1	Bo5g060970, Bo3g146380
OG0004464	Sp7g26510.1	Bo8g054390, Bo7g113180, Bo1g017380
OG0004465	Sp1g08230.1	Bo8g111030, Bo5g010040
OG0004466	Sp1g08630.1	Bo8g110830, Bo8g059030, Bo5g010440
OG0004467	Sp4g15790.1	Bo4g043700
OG0004468	Sp1g35000.1	Bo5g072400
OG0004469	Sp4g28440.1	Bo4g009250
OG0004470	Sp2g24350.1	Bo7g098310, Bo9g014470
OG0004471	Sp2g08920.1	Bo9g059570
OG0004472	Sp4g19010.1	Bo4g031230, Bo4g031250
OG0004473	Sp7g11490.1	Bo8g035600, Bo4g130810
OG0004473	Sp3g21680.1	Bo7g038740
OG0004474	Sp5g28690.1	Bo2g080610, Bo6g087740
OG0004475	Sp7g28380.1	Bo7g114540
OG0004476	Sp7g28300.1	Bo3g175570
OG0004477	Sp3g05410.1	Bo3g060590
OG0004477	Sp3g05400.1	Bo5g143480, Bo1g148920
OG0004478	Sp6g21860.1	Bo3g017480
OG0004479	Sp1g19540.1	Bo5g035110, Bo8g071270
OG0004480	Sp2g09390.1	Bo8g065350
OG0004481	Sp1g14810.1	Bo8g066730, Bo5g022090, Bo8g105390, Bo8g105380
OG0004482	Sp5g31470.1	Bo6g120370
OG0004483	Sp1g04570.1	Bo5g006950
OG0004484	Sp2g01790.1	Bo3g184110
OG0004486	Sp4g23370.1	Bo3g035390, Bo3g035350, Bo3g035370
OG0004487	Sp5g24870.1, Sp2g00570.1	Bo6g110350
OG0004488	Sp6g21690.1	Bo2g025160, Bo3g017610
OG0004489	Sp5g29940.1	Bo2g082340
OG0004489	Sp1g13820.1	Bo5g020920
OG0004490	Sp5g27340.1	Bo02686s010, Bo2g075590, Bo13722s010, Bo2g075570, Bo00722s020
OG0004491	Sp1g06517.1	Bo8g112840
OG0004492	Sp2g01280.1	Bo7g021370, Bo4g096470, Bo00795s020, Bo9g028940
OG0004493	Sp2g13570.1	Bo2g136000
OG0004494	Sp3g16320.1	Bo3g071450, Bo5g120050, Bo1g118860
OG0004495	Sp5g09870.1	Bo8g080690, Bo8g080720, Bo4g125400, Bo7g102600
OG0004496	Sp2g18850.1	Bo7g089270, Bo9g009510, Bo2g149970
OG0004497	Sp7g20420.1	Bo7g107890
OG0004498	Sp3g00410.1	Bo3g055030
OG0004499	Sp4g27010.1	Bo4g024190
OG0004500	Sp5g29720.1	Bo6g086930
OG0004501	Sp3g00290.1	Bo5g153950
OG0004502	Sp6g40890.1	Bo3g001340
OG0004502	Sp7g05130.1	Bo6g056120
OG0004503	Sp6g26880.1	Bo2g013610
OG0004504	Sp7g32940.1	Bo7g117270, Bo1g006670, Bo3g167050, Bo03023s010
OG0004505	Sp1g19190.1	Bo8g070980, Bo7g059840, Bo5g034650
OG0004506	Sp2g25400.1	Bo3g107870, Bo2g164000, Bo9g014870
OG0004506	Sp6g35700.1	Bo3g004230
OG0004507	Sp3g21210.1	Bo8g019140
OG0004508	Sp1g10550.1	Bo5g017460
OG0004509	Sp7g24940.1	Bo1g047820
OG0004511	Sp5g23860.1	Bo6g095900
OG0004511	Sp1g22570.1	Bo5g043080
OG0004513	Sp6g19940.1	Bo2g028690, Bo9g134960, Bo3g018820
OG0004514	Sp7g36680.1	Bo3g149910, Bo1g002410, Bo7g119360
OG0004515	Sp1g14300.1	Bo5g021460
OG0004516	Sp7g21260.1	Bo1g034440, Bo1g034450
OG0004516	Sp7g21240.1	Bo7g108590, Bo7g108640
OG0004517	Sp3g13770.1	Bo1g128410, Bo5g127010
OG0004518	Sp4g15710.1	Bo8g035590, Bo3g027270, Bo4g043740, Bo4g181890
OG0004519	Sp7g30330.1	Bo3g172320, Bo1g010290, Bo7g115780
OG0004520	Sp7g30760.1	Bo7g115970, Bo1g008530
OG0004521	Sp6g19840.1	Bo2g028770, Bo2g028760, Bo9g134820
OG0004522	Sp5g32340.1, Sp5g32280.1	Bo6g121110, Bo6g121100, Bo04161s010, Bo6g121130
OG0004524	Sp5g24280.1	Bo2g062880
OG0004525	Sp4g24750.1	Bo4g191720, Bo3g036160, Bo3g157150
OG0004527	Sp1g22770.1	Bo5g043240, Bo3g138650, Bo7g052940, Bo7g050630
OG0004528	Sp6g31080.1	Bo3g008870, Bo2g010970, Bo9g169270
OG0004529	Sp5g33920.1	Bo6g122400, Bo6g081460, Bo2g094820
OG0004530	Sp6g08080.1	Bo6g118090
OG0004531	Sp1g19490.1	Bo5g035040, Bo8g071210
OG0004532	Sp1g21650.1	Bo7g054580, Bo8g076230, Bo5g041470
OG0004533	Sp1g18590.1	Bo7g061310, Bo5g030810
OG0004534	Sp1g19200.1	Bo6g072190, Bo5g034660, Bo7g059850
OG0004535	Sp2g19820.1, SpUn0021_0030.1	Bo7g092790, Bo9g009900, Bo2g151740
OG0004536	Sp4g24990.1	Bo4g017240
OG0004536	Sp5g04020.1	Bo6g076120
OG0004537	Sp6g23630.1	Bo2g023240, Bo3g015420, Bo9g150400
OG0004538	Sp7g35670.1	Bo3g153030, Bo1g003200
OG0004539	Sp4g25970.1	Bo4g021080, Bo4g021110
OG0004540	Sp1g33670.1, Sp1g33680.1	Bo6g003610
OG0004541	Sp2g26090.1	Bo3g106840, Bo6g107030, Bo2g165420
OG0004542	Sp5g27110.1	Bo2g075230, Bo6g114560
OG0004543	Sp5g13610.1	Bo8g076910
OG0004544	Sp2g24920.1	Bo1g087480, Bo7g098990, Bo7g099000
OG0004544	Sp2g27570.1	Bo2g166260
OG0004546	Sp1g27510.1	Bo5g092910, Bo5g094540, Bo01006s010, Bo5g068200
OG0004547	Sp1g27590.1, Sp5g21510.1	Bo5g048340, Bo5g091850
OG0004548	Sp7g31720.1, Sp7g31710.1	Bo7g116550, Bo1g007710, Bo3g169260
OG0004549	Sp5g02000.1	Bo6g077670, Bo8g095910
OG0004549	Sp5g02010.1	Bo4g101400
OG0004550	Sp1g17480.1	Bo8g068610, Bo7g062260, Bo5g027650
OG0004551	Sp1g37700.1	Bo6g023640
OG0004551	Sp3g18590.1	Bo5g108530, Bo1g036930, Bo1g108820
OG0004552	Sp5g19300.1	Bo6g099160, Bo2g050990
OG0004553	Sp2g11140.1	Bo2g129970, Bo9g064100, Bo7g075200
OG0004554	Sp6g00100.1	Bo3g042110
OG0004555	Sp7g28650.1	Bo3g175400, Bo1g011890, Bo7g114780
OG0004556	Sp7g17460.1	Bo3g157280, Bo1g019900
OG0004557	Sp2g03540.1	Bo1g094530
OG0004558	Sp7g26200.1	Bo7g111980
OG0004559	Sp6g21550.1	Bo2g025300
OG0004560	Sp3g10950.1	Bo1g138960, Bo3g065130
OG0004561	Sp3g28700.1	Bo7g021630, Bo9g023820
OG0004563	Sp4g01520.1	Bo4g149760, Bo8g101070, Bo4g142400, Bo1g087960, Bo4g169510
OG0004564	Sp7g34140.1	Bo3g154150, Bo7g117980, Bo1g005630
OG0004565	Sp7g05920.1	Bo4g136020, Bo3g156920, Bo8g055860, Bo3g149740, Bo4g119590
OG0004566	Sp6g31990.1	Bo2g010560, Bo9g170030
OG0004567	Sp3g19760.1	Bo5g098710, Bo3g078820
OG0004568	Sp3g31600.1	Bo9g026180, Bo7g011440
OG0004569	Sp6g15570.1	Bo3g022660
OG0004570	Sp6g25960.1	Bo3g013080
OG0004570	Sp7g22830.1	Bo1g039370, Bo7g109810
OG0004571	Sp6g29970.1	Bo3g009560, Bo2g011640, Bo9g166220
OG0004572	Sp7g20700.1	Bo3g165550, Bo7g108080, Bo1g028540
OG0004573	Sp6g30770.1	Bo3g009050, Bo9g168900, Bo2g011150
OG0004574	Sp5g27030.1	Bo6g114480, Bo6g092850, Bo6g114470, Bo2g075150, Bo2g075160
OG0004575	Sp5g23140.1	Bo2g057510, Bo6g106570
OG0004575	Sp1g23020.1	Bo3g139860
OG0004576	Sp2g09350.1	Bo7g067690
OG0004576	Sp7g18750.1	Bo7g107120, Bo1g022390
OG0004577	Sp5g24470.1	Bo6g095550, Bo6g108840, Bo2g063060
OG0004578	Sp3g07610.1	Bo10908s010, Bo7g117880, Bo24301s010, Bo1g144680, Bo3g062160
OG0004579	Sp3g18760.1	Bo1g108680, Bo00951s010, Bo5g107300
OG0004580	Sp7g32190.1	Bo3g168910, Bo7g116860, Bo1g007330
OG0004581	Sp3g02010.1	Bo5g150340
OG0004582	Sp4g22310.1	Bo3g034610, Bo4g025670, Bo4g025650, Bo4g188730
OG0004583	Sp3g32530.1, Sp3g32540.1	Bo9g027560, Bo7g078800, Bo9g027550
OG0004585	Sp3g19700.1	Bo5g098860, Bo1g105750
OG0004586	Sp2g17090.1	Bo7g091200, Bo9g008420, Bo2g146210
OG0004587	Sp4g15340.1	Bo3g026960, Bo4g045380
OG0004588	Sp1g39680.1, Sp3g13510.1	Bo6g031160
OG0004589	Sp6g04160.1	Bo20237s010, Bo5g115280
OG0004590	Sp5g07040.1	Bo4g116730, Bo6g069610, Bo8g089750, Bo8g089720
OG0004591	Sp6g15080.1	Bo5g038970
OG0004592	Sp1g39790.1	Bo6g029360, Bo3g182840, Bo6g031290
OG0004593	Sp3g16450.1	Bo5g118800, Bo5g118780, Bo5g118850
OG0004594	Sp1g07930.1	Bo5g009710, Bo01087s020
OG0004596	Sp2g05520.1	Bo9g052120
OG0004597	Sp6g18020.1	Bo3g021170, Bo14654s010, Bo3g021190, Bo2g036500
OG0004598	Sp5g15790.1, Sp5g15760.1	Bo3g130120
OG0004599	Sp4g27020.1	Bo4g024220, Bo3g037480, Bo4g195280
OG0004600	Sp5g27900.1	Bo6g089210, Bo6g116340, Bo2g079140
OG0004601	Sp2g21350.1	Bo9g010880, Bo1g046560, Bo2g156270
OG0004602	Sp2g18970.1	Bo2g150140
OG0004602	Sp3g06200.1	Bo5g141720, Bo1g147480
OG0004603	Sp7g28660.1	Bo1g011880, Bo7g114790, Bo3g175410
OG0004604	Sp4g25390.1	Bo4g194220, Bo4g194230
OG0004605	Sp4g23900.1	Bo3g035720, Bo4g191020, Bo4g013370, Bo4g013390
OG0004606	Sp4g12800.1	Bo4g059640, Bo4g170860
OG0004607	Sp6g31850.1	Bo3g007260
OG0004608	Sp5g34920.1	Bo6g124190
OG0004609	Sp5g01500.1	Bo8g097350
OG0004609	Sp4g28670.1	Bo4g007110
OG0004610	Sp7g12770.1	Bo8g038260
OG0004611	Sp1g14080.1	Bo5g021320, Bo5g030880
OG0004612	Sp5g01940.1	Bo8g095970, Bo6g077690, Bo4g101310
OG0004614	Sp4g12870.1	Bo4g059580, Bo4g171900, Bo3g024480
OG0004615	Sp1g16910.1	Bo8g102990, Bo5g026990, Bo8g068200
OG0004616	Sp5g05550.1	Bo8g091390
OG0004618	Sp7g20730.1, SpUn1040_0020.1	Bo1g028550
OG0004620	Sp4g12860.1	Bo4g059600
OG0004621	Sp4g14360.1	Bo4g047270, Bo3g026520, Bo4g177700
OG0004623	Sp6g38820.1	Bo2g005310
OG0004624	Sp6g33490.1	Bo3g005350, Bo2g009620, Bo9g173680, Bo5g052220, Bo02022s010
OG0004625	Sp6g21990.1	Bo3g017370, Bo9g142530, Bo2g024940
OG0004626	Sp1g12410.1	Bo8g107070, Bo8g065830
OG0004627	Sp3g13760.1	Bo5g127030, Bo1g128420, Bo3g066880
OG0004628	Sp1g35280.1	Bo2g140550, Bo5g072560
OG0004628	Sp1g35275.1	Bo6g012200
OG0004629	Sp3g31370.1	Bo9g026310, Bo3g093850, Bo7g012820
OG0004630	Sp2g20470.1	Bo9g010230, Bo9g010250, Bo9g010220, Bo9g010240, Bo7g093440
OG0004631	Sp5g28260.1	Bo6g116730
OG0004632	Sp6g19670.1	Bo9g133630, Bo3g019010
OG0004633	Sp4g23060.1	Bo4g190390, Bo3g035140, Bo4g012750
OG0004634	Sp6g05370.1	Bo3g045580, Bo9g094170
OG0004635	Sp5g08400.1	Bo6g067770, Bo8g083290, Bo4g120420
OG0004636	Sp1g18710.1	Bo7g059720, Bo8g070580, Bo5g030960, Bo03904s010
OG0004639	Sp3g23070.1	Bo7g030930, Bo7g030940
OG0004640	Sp6g39840.1	Bo9g183440
OG0004641	Sp6g00320.1	Bo9g002190
OG0004642	Sp1g23650.1	Bo7g049860, Bo7g049810, Bo8g076220, Bo8g075200, Bo3g141320, Bo3g141300, Bo3g141310, Bo3g141530
OG0004645	Sp6g11000.1	Bo9g095440
OG0004647	Sp4g06040.1	Bo2g104880, Bo3g024210, Bo9g140620, Bo8g101220, Bo2g011220, Bo6g014380, Bo2g020740, Bo3g181240, Bo1g022340, Bo4g140800, Bo6g048120, Bo9g084280, Bo9g074500, Bo2g068040, Bo9g176570
OG0004652	Sp3g20470.1	Bo1g104920, Bo5g094560
OG0004653	Sp7g26855.1	Bo1g017020
OG0004654	Sp6g39410.1, Sp6g38950.1	Bo2g003990, Bo3g002280, Bo9g182020
OG0004655	Sp6g39790.1	Bo2g002730
OG0004656	Sp6g05470.1	Bo3g045540, Bo2g107470, Bo2g076800, Bo9g094090
OG0004657	Sp4g22520.1	Bo4g025460, Bo3g034770
OG0004658	Sp6g28850.1	Bo2g012460, Bo00958s060, Bo3g010170
OG0004659	Sp6g22410.1	Bo3g017210, Bo02393s010, Bo3g017190, Bo9g147070
OG0004660	Sp1g16940.1	Bo5g027000, Bo8g102980
OG0004661	Sp2g22560.1	Bo2g159150, Bo7g096400, Bo9g011540
OG0004663	Sp3g22190.1	Bo7g033190, Bo1g098830
OG0004664	Sp1g02590.1	Bo8g115980
OG0004665	Sp1g08160.1	Bo8g111070, Bo8g058650, Bo5g009980
OG0004666	Sp6g25130.1	Bo9g153890, Bo2g017840
