Orthogroup	Thellungiella_parvula	Capsella_rubella
OG0007482	Sp5g22440.1	Carub.0002s1381.1.p
OG0007483	Sp4g23660.1	Carub.0004s2368.1.p
OG0007484	Sp1g07630.1	Carub.0001s0834.1.p
OG0007485	Sp6g24460.1	Carub.0006s1829.1.p
OG0007486	Sp5g33230.1	Carub.0002s2498.1.p
OG0007487	Sp1g08920.1	Carub.0001s0974.1.p, Carub.0001s0973.1.p
OG0007488	Sp1g39600.1	Carub.0001s4220.1.p
OG0007489	Sp2g00280.1	Carub.0002s0031.1.p
OG0007490	Sp6g21710.1	Carub.0008s2075.1.p
OG0007491	Sp6g16030.1	Carub.0008s1426.1.p
OG0007492	Sp6g03450.1	Carub.0006s3367.1.p
OG0007493	Sp7g15650.1	Carub.0007s2288.1.p
OG0007494	Sp5g07820.1	Carub.0005s2123.1.p
OG0007495	Sp5g04540.1	Carub.0005s2503.1.p
OG0007496	Sp2g18120.1	Carub.0005s0848.1.p
OG0007497	Sp6g40670.1	Carub.0006s0046.1.p
OG0007498	Sp2g23230.1	Carub.0006s2181.1.p
OG0007499	Sp7g10920.1	Carub.0007s2923.1.p
OG0007500	Sp4g30070.1	Carub.0004s3086.1.p
OG0007501	Sp7g13450.1	Carub.0007s2672.1.p
OG0007501	Sp3g19870.1	Carub.0003s2197.1.p
OG0007502	Sp5g01290.1	Carub.0005s2883.1.p
OG0007503	Sp7g16320.1	Carub.0007s2357.1.p
OG0007504	Sp3g16120.1	Carub.0003s1772.1.p
OG0007505	Sp3g06280.1	Carub.0003s0688.1.p
OG0007506	Sp1g01960.1	Carub.0001s0210.1.p, Carub.0033s0002.1.p
OG0007507	Sp5g24370.1	Carub.0002s1590.1.p
OG0007508	Sp3g01040.1	Carub.0003s0108.1.p
OG0007509	Sp6g19720.1	Carub.0008s1859.1.p
OG0007510	Sp4g25210.1	Carub.0004s2556.1.p
OG0007511	Sp2g13330.1	Carub.0005s0090.1.p, Carub.0005s0089.1.p
OG0007512	Sp2g27850.1	Carub.0008s2559.1.p
OG0007513	Sp1g20170.1	Carub.0001s2218.1.p
OG0007514	Sp7g35200.1	Carub.0007s0273.1.p, Carub.0007s0274.1.p, Carub.0007s0277.1.p, Carub.0007s0276.1.p
OG0007515	Sp7g28470.1	Carub.0007s0997.1.p
OG0007516	Sp6g24140.1	Carub.0006s1866.1.p
OG0007517	Sp5g11410.1	Carub.0005s1717.1.p
OG0007518	Sp4g28070.1	Carub.0004s2870.1.p
OG0007519	Sp4g23200.1	Carub.0004s2319.1.p
OG0007520	Sp2g27050.1	Carub.0008s2476.1.p
OG0007521	Sp4g14860.1	Carub.0004s1385.1.p
OG0007522	Sp1g34460.1	Carub.0001s3615.1.p
OG0007523	Sp1g10230.1	Carub.0001s1124.1.p
OG0007524	Sp2g13930.1	Carub.0005s0174.1.p
OG0007525	Sp4g14790.1	Carub.0004s1377.1.p
OG0007526	Sp7g14160.1	Carub.0007s2587.1.p
OG0007527	Sp2g00790.1	Carub.0002s0094.1.p
OG0007528	Sp4g14870.1	Carub.0004s1386.1.p
OG0007529	Sp7g21320.1	Carub.0007s1778.1.p
OG0007530	Sp5g27080.1	Carub.0002s1879.1.p
OG0007531	Sp3g02030.1	Carub.0003s0210.1.p
OG0007532	Sp3g17030.1	Carub.0003s1876.1.p
OG0007533	Sp2g27680.1	Carub.0008s2541.1.p
OG0007534	Sp3g17330.1	Carub.0003s2849.1.p
OG0007535	Sp7g31500.1, SpUn1483_0010.1	Carub.0007s0667.1.p
OG0007536	Sp1g07290.1	Carub.0001s0799.1.p
OG0007537	Sp2g30000.1	Carub.0008s2780.1.p
OG0007538	Sp6g13900.1	Carub.0008s1170.1.p
OG0007539	Sp3g06340.1	Carub.0003s0696.1.p
OG0007540	Sp5g15730.1, Sp5g15460.1	Carub.0005s1199.1.p
OG0007541	Sp1g15940.1	Carub.0001s1759.1.p
OG0007542	Sp4g21170.1	Carub.0004s2080.1.p
OG0007543	Sp4g28190.1, Sp1g12980.1	Carub.0001s1438.1.p
OG0007545	Sp6g03850.1	Carub.0006s3310.1.p
OG0007546	Sp1g01250.1	Carub.0001s0116.1.p
OG0007547	Sp3g07060.1	Carub.0003s0774.1.p
OG0007548	Sp6g23810.1	Carub.0006s1902.1.p
OG0007549	Sp3g08320.1	Carub.0003s0908.1.p
OG0007550	Sp6g04810.1	Carub.0006s3199.1.p
OG0007551	Sp6g24510.1	Carub.0006s1824.1.p
OG0007552	Sp3g16780.1	Carub.0003s1851.1.p
OG0007553	Sp2g12640.1	Carub.0005s0015.1.p
OG0007554	Sp5g31490.1	Carub.0002s2325.1.p
OG0007555	Sp1g36740.1	Carub.0001s3906.1.p
OG0007556	Sp6g35850.1	Carub.0006s0595.1.p
OG0007557	Sp4g29170.1	Carub.0004s2992.1.p
OG0007558	Sp6g26540.1	Carub.0006s1592.1.p
OG0007559	SpUn0010_0050.1, Sp7g00570.1	Carub.0007s3410.1.p
OG0007560	Sp4g17480.1	Carub.0004s1696.1.p
OG0007561	Sp3g32150.1	Carub.0003s3292.1.p
OG0007562	Sp5g03470.1	Carub.0005s2643.1.p
OG0007563	Sp7g14560.1	Carub.0007s2551.1.p
OG0007564	Sp6g14060.1	Carub.0008s1183.1.p
OG0007565	SpUn1575_0010.1, Sp1g27680.1	Carub.0001s3031.1.p
OG0007566	Sp1g28690.1	Carub.0001s3143.1.p
OG0007568	Sp4g25020.1	Carub.0004s2536.1.p
OG0007569	Sp1g07440.1	Carub.0001s0814.1.p
OG0007570	SpUn0002_0630.1	Carub.0002s0858.1.p
OG0007571	Sp7g14810.1	Carub.0007s2523.1.p
OG0007572	Sp5g34110.1	Carub.0002s2593.1.p
OG0007573	Sp5g10980.1	Carub.0005s1761.1.p
OG0007574	Sp5g03630.1	Carub.0005s2626.1.p
OG0007575	Sp3g31120.1	Carub.0003s3182.1.p
OG0007576	Sp5g07850.1	Carub.0005s2121.1.p
OG0007577	Sp6g16140.1	Carub.0008s1440.1.p
OG0007578	Sp6g17370.1	Carub.0008s1584.1.p
OG0007579	Sp5g00540.1	Carub.0005s2963.1.p
OG0007580	Sp4g23040.1	Carub.0004s2301.1.p
OG0007581	Sp2g11080.1	Carub.0008s0169.1.p
OG0007582	Sp1g16280.1	Carub.0001s1794.1.p
OG0007583	Sp4g00120.1	Carub.0004s0002.1.p
OG0007584	Sp5g12830.1, Sp3g24400.1	Carub.0005s1547.1.p
OG0007585	Sp7g16910.1	Carub.0007s2413.1.p
OG0007586	Sp1g10420.1	Carub.0001s1146.1.p
OG0007587	Sp5g06920.1	Carub.0005s2230.1.p
OG0007588	Sp4g29010.1	Carub.0004s2975.1.p
OG0007589	Sp6g18610.1	Carub.0008s1735.1.p
OG0007590	Sp6g34570.1	Carub.0006s0728.1.p
OG0007591	Sp4g29230.1	Carub.0004s3000.1.p
OG0007592	Sp5g31390.1	Carub.0002s2314.1.p
OG0007593	Sp1g10210.1	Carub.0001s1122.1.p
OG0007594	Sp4g28580.1	Carub.0004s2925.1.p
OG0007595	Sp7g08770.1	Carub.0006s0121.1.p
OG0007596	Sp2g00720.1	Carub.0002s0087.1.p
OG0007597	Sp3g22380.1	Carub.0003s2499.1.p
OG0007598	Sp2g00310.1	Carub.0002s0034.1.p, Carub.0002s0035.1.p
OG0007599	Sp4g16880.1	Carub.0004s1629.1.p
OG0007600	Sp3g19390.1	Carub.0003s2136.1.p
OG0007601	Sp6g27310.1	Carub.0006s1504.1.p
OG0007602	Sp6g21640.1	Carub.0008s2049.1.p
OG0007603	Sp5g11190.1	Carub.0008s2814.1.p, Carub.0005s1742.1.p
OG0007604	Sp7g33330.1	Carub.0007s0477.1.p
OG0007605	Sp6g31030.1	Carub.0006s1111.1.p
OG0007606	Sp6g20390.1	Carub.0008s1932.1.p
OG0007607	Sp6g16230.1	Carub.0008s1448.1.p
OG0007608	Sp3g10390.1	Carub.0003s1152.1.p
OG0007609	Sp4g16630.1	Carub.0008s1307.1.p, Carub.0004s1602.1.p
OG0007610	Sp2g30220.1	Carub.0008s2802.1.p
OG0007611	Sp6g20550.1	Carub.0008s1949.1.p
OG0007612	Sp6g36530.1	Carub.0006s0521.1.p
OG0007613	Sp3g20660.1	Carub.0003s2313.1.p
OG0007614	Sp4g00450.1	Carub.0004s0030.1.p
OG0007615	Sp5g31180.1	Carub.0002s2294.1.p
OG0007616	Sp3g18300.1	Carub.0003s2021.1.p
OG0007617	Sp3g02210.1	Carub.0003s0232.1.p
OG0007618	Sp3g00320.1	Carub.0003s0032.1.p
OG0007619	Sp1g29500.1, Sp3g01410.1	Carub.0003s0146.1.p
OG0007620	Sp7g02760.1	Carub.0007s3670.1.p
OG0007621	Sp1g19970.1	Carub.0001s2202.1.p
OG0007622	Sp5g29410.1	Carub.0002s2102.1.p
OG0007623	Sp2g12020.1	Carub.0008s0052.1.p
OG0007624	Sp4g01140.1	Carub.0004s0125.1.p
OG0007625	Sp2g24190.1	Carub.0008s2158.1.p
OG0007626	Sp7g30790.1	Carub.0007s0745.1.p
OG0007627	Sp7g01700.1	Carub.0007s3538.1.p
OG0007628	Sp7g31360.1	Carub.0007s0680.1.p
OG0007629	Sp7g34390.1	Carub.0007s0359.1.p
OG0007630	Sp5g05300.1, SpUn0001_1020.1	Carub.0001s3808.1.p
OG0007631	Sp1g19420.1	Carub.0001s2135.1.p
OG0007632	Sp3g15060.1	Carub.0003s1652.1.p
OG0007633	Sp6g12750.1	Carub.0008s1066.1.p
OG0007634	Sp4g15890.1	Carub.0004s1518.1.p
OG0007635	Sp5g35050.1	Carub.0002s2685.1.p
OG0007636	Sp1g14720.1	Carub.0001s1632.1.p
OG0007637	Sp4g08380.1	Carub.0004s0745.1.p
OG0007638	SpUn0026_0030.1	Carub.0004s1678.1.p
OG0007639	Sp4g20120.1	Carub.0004s1969.1.p
OG0007640	Sp2g29970.1	Carub.0008s2777.1.p
OG0007641	Sp5g27590.1	Carub.0002s1937.1.p
OG0007642	Sp6g15710.1	Carub.0008s1374.1.p
OG0007643	Sp3g06970.1	Carub.0003s0764.1.p
OG0007644	Sp6g38260.1	Carub.0006s0342.1.p
OG0007645	Sp7g00090.1	Carub.0007s3331.1.p
OG0007646	Sp7g15960.1	Carub.0007s2319.1.p
OG0007647	Sp5g33240.1	Carub.0002s2499.1.p
OG0007648	Sp3g16770.1	Carub.0003s1848.1.p
OG0007649	Sp2g10810.1	Carub.0008s0206.1.p
OG0007650	Sp2g21050.1	Carub.0006s2462.1.p
OG0007651	Sp7g19020.1	Carub.0007s2049.1.p
OG0007652	Sp1g40350.1	Carub.0001s4314.1.p
OG0007654	Sp6g30690.1	Carub.0006s1147.1.p
OG0007655	Sp1g04220.1	Carub.0001s0469.1.p
OG0007656	Sp7g20850.1	Carub.0007s1847.1.p
OG0007657	Sp7g26170.1	Carub.0007s1255.1.p
OG0007658	Sp7g00070.1	Carub.0007s3330.1.p
OG0007659	Sp1g29130.1	Carub.0001s3197.1.p
OG0007660	Sp2g12440.1	Carub.0008s0004.1.p
OG0007661	Sp3g29860.1, Sp7g32560.1	Carub.0007s0550.1.p
OG0007662	Sp5g05380.1	Carub.0005s2401.1.p
OG0007663	Sp4g13900.1	Carub.0004s1273.1.p
OG0007664	Sp4g03860.1	Carub.0004s0446.1.p
OG0007665	Sp1g20330.1	Carub.0001s2235.1.p
OG0007666	Sp5g07610.1	Carub.0005s2141.1.p
OG0007667	Sp5g23840.1	Carub.0002s1528.1.p
OG0007668	Sp3g27060.1	Carub.0001s4278.1.p
OG0007669	Sp1g22220.1	Carub.0001s2448.1.p
OG0007670	Sp3g09920.1	Carub.0003s1102.1.p
OG0007671	Sp5g24220.1	Carub.0002s1577.1.p
OG0007672	Sp7g30950.1	Carub.0007s0725.1.p
OG0007673	Sp7g27740.1	Carub.0007s1071.1.p
OG0007674	Sp1g18180.1	Carub.0001s1994.1.p
OG0007675	Sp5g31660.1	Carub.0002s2341.1.p
OG0007676	Sp6g16530.1	Carub.0008s1484.1.p
OG0007677	Sp3g05540.1	Carub.0003s0607.1.p
OG0007678	Sp5g07760.1	Carub.0005s2129.1.p
OG0007679	Sp4g22350.1	Carub.0004s2220.1.p
OG0007681	Sp7g16220.1	Carub.0007s2346.1.p, Carub.0007s2333.1.p
OG0007682	Sp1g25220.1	Carub.0001s2751.1.p
OG0007683	Sp2g00710.1	Carub.0002s0086.1.p
OG0007684	Sp5g10930.1	Carub.0005s1766.1.p
OG0007685	Sp2g10230.1	Carub.0008s0286.1.p
OG0007686	Sp4g10410.1	Carub.0004s0825.1.p
OG0007687	Sp6g24740.1	Carub.0006s1800.1.p
OG0007688	Sp6g01920.1	Carub.0006s3519.1.p
OG0007689	Sp1g15580.1	Carub.0001s1720.1.p
OG0007690	Sp4g18320.1	Carub.0004s1783.1.p
OG0007691	Sp6g17520.1	Carub.0008s1597.1.p
OG0007692	Sp7g37380.1	Carub.0007s0028.1.p
OG0007693	Sp4g05380.1	Carub.0004s0552.1.p
OG0007694	Sp4g17640.1	Carub.0004s1710.1.p
OG0007695	Sp5g14270.1	Carub.0005s1378.1.p
OG0007696	Sp7g35770.1	Carub.0007s0207.1.p
OG0007697	Sp1g09860.1	Carub.0001s1078.1.p
OG0007698	Sp3g14130.1	Carub.0003s1555.1.p
OG0007699	Sp5g02980.1	Carub.0005s2698.1.p
OG0007700	Sp2g24230.1	Carub.0008s2161.1.p
OG0007701	Sp3g06740.1	Carub.0003s0739.1.p
OG0007702	Sp5g07000.1	Carub.0005s2219.1.p
OG0007703	Sp2g17020.1	Carub.0005s0654.1.p
OG0007704	Sp5g24260.1	Carub.0002s1579.1.p
OG0007705	Sp1g36530.1	Carub.0001s3887.1.p
OG0007706	Sp7g15640.1	Carub.0007s2287.1.p
OG0007707	Sp7g03560.1	Carub.0007s3740.1.p
OG0007708	Sp3g06990.1	Carub.0003s0765.1.p
OG0007709	Sp5g17550.1	Carub.0005s0934.1.p, Carub.0005s0933.1.p, Carub.0005s0948.1.p
OG0007710	Sp7g36210.1	Carub.0007s0156.1.p
OG0007711	Sp1g23810.1	Carub.0001s2611.1.p
OG0007712	Sp3g03110.1	Carub.0003s0339.1.p
OG0007713	Sp4g23300.1	Carub.0004s2330.1.p
OG0007714	Sp1g19070.1	Carub.0001s2097.1.p
OG0007715	Sp2g02000.1	Carub.0002s0233.1.p
OG0007716	Sp3g20170.1	Carub.0003s2257.1.p
OG0007717	Sp6g07070.1	Carub.0006s2895.1.p
OG0007718	Sp5g35650.1	Carub.0002s2736.1.p
OG0007719	Sp6g32240.1	Carub.0006s0980.1.p
OG0007720	Sp7g27930.1	Carub.0007s1052.1.p
OG0007721	Sp3g22290.1	Carub.0003s2482.1.p
OG0007722	Sp3g02140.1	Carub.0003s0225.1.p
OG0007723	Sp6g37500.1	Carub.0006s0425.1.p
OG0007724	Sp3g05190.1	Carub.0003s0570.1.p
OG0007725	Sp4g20430.1	Carub.0004s2008.1.p
OG0007726	Sp1g08580.1	Carub.0001s0932.1.p
OG0007727	Sp4g21850.1	Carub.0004s2163.1.p
OG0007728	Sp6g31610.1	Carub.0006s1052.1.p
OG0007729	Sp5g10140.1	Carub.0005s1848.1.p
OG0007730	Sp6g23380.1	Carub.0006s1945.1.p
OG0007731	Sp5g04550.1	Carub.0005s2502.1.p
OG0007732	Sp3g18200.1	Carub.0003s2010.1.p
OG0007733	Sp5g22270.1	Carub.0002s1361.1.p
OG0007734	Sp3g21460.1	Carub.0003s2405.1.p, Carub.0003s2406.1.p
OG0007735	Sp5g06990.1	Carub.0005s2220.1.p
OG0007736	Sp2g21980.1, Sp2g12720.1, Sp1g16040.1	Carub.0001s1768.1.p
OG0007737	Sp3g22730.1	Carub.0003s2547.1.p
OG0007738	Sp7g16110.1	Carub.0007s2332.1.p
OG0007739	Sp4g21520.1	Carub.0004s2123.1.p
OG0007740	SpUn0024_0020.1, Sp1g04120.1	Carub.0001s0455.1.p
OG0007741	Sp6g29730.1	Carub.0006s1251.1.p
OG0007742	Sp5g08230.1	Carub.0005s2076.1.p
OG0007743	Sp7g05530.1	Carub.0007s3221.1.p
OG0007744	Sp6g22030.1	Carub.0008s2114.1.p
OG0007745	Sp6g14710.1	Carub.0008s1264.1.p
OG0007746	Sp1g13470.1	Carub.0001s1490.1.p
OG0007747	Sp5g12580.1	Carub.0005s1585.1.p
OG0007748	Sp6g39500.1	Carub.0006s0202.1.p
OG0007749	Sp5g35000.1, Sp5g30030.1	Carub.0002s2678.1.p
OG0007750	Sp2g07630.1, SpUn0117_0020.1, Sp4g10480.1	Carub.0008s1502.1.p
OG0007751	Sp2g20730.1	Carub.0006s2501.1.p
OG0007752	Sp6g16450.1	Carub.0001s2864.1.p
OG0007753	Sp7g26610.1	Carub.0007s1202.1.p
OG0007754	Sp5g34190.1, Sp1g14690.1	Carub.0001s1628.1.p
OG0007755	Sp3g33140.1	Carub.0003s3407.1.p
OG0007756	Sp5g30850.1	Carub.0002s2258.1.p
OG0007757	Sp6g32420.1	Carub.0001s4271.1.p
OG0007758	Sp6g25310.1	Carub.0006s1739.1.p
OG0007759	Sp1g35870.1	Carub.0001s3813.1.p
OG0007760	Sp4g20720.1	Carub.0004s2036.1.p
OG0007761	Sp4g28750.1	Carub.0004s2942.1.p
OG0007762	Sp7g01340.1	Carub.0007s3499.1.p
OG0007763	Sp1g24110.1	Carub.0001s2638.1.p
OG0007764	Sp1g27750.1	Carub.0001s3040.1.p
OG0007765	Sp1g16620.1	Carub.0001s1828.1.p, Carub.0004s0936.1.p
OG0007766	Sp2g28870.1	Carub.0008s2667.1.p
OG0007767	Sp6g37620.1	Carub.0006s0414.1.p
OG0007768	Sp3g22670.1	Carub.0003s2542.1.p
OG0007769	Sp3g13400.1	Carub.0003s1484.1.p
OG0007770	Sp7g37410.1	Carub.0007s0025.1.p
OG0007771	Sp4g28150.1	Carub.0004s2879.1.p
OG0007772	Sp5g27620.1	Carub.0002s1940.1.p
OG0007773	Sp3g33690.1	Carub.0003s3493.1.p
OG0007774	Sp3g08810.1	Carub.0003s0977.1.p
OG0007775	Sp1g39830.1	Carub.0001s4244.1.p
OG0007776	Sp3g13610.1	Carub.0003s1508.1.p
OG0007777	Sp5g34440.1	Carub.0002s2625.1.p
OG0007778	Sp2g18370.1	Carub.0008s0730.1.p
OG0007779	Sp3g20770.1	Carub.0003s2326.1.p
OG0007780	Sp4g12830.1	Carub.0004s1141.1.p
OG0007781	Sp7g02330.1	Carub.0007s3610.1.p, Carub.0007s3627.1.p
OG0007782	Sp2g09070.1	Carub.0008s0426.1.p
OG0007783	Sp7g22560.1	Carub.0007s1651.1.p
OG0007784	Sp6g22800.1	Carub.0006s2019.1.p
OG0007785	Sp3g08650.1	Carub.0003s0956.1.p
OG0007786	Sp7g15310.1	Carub.0001s0453.1.p, Carub.0001s0675.1.p
OG0007787	Sp6g26530.1	Carub.0006s1593.1.p
OG0007788	Sp4g29200.1	Carub.0004s2994.1.p, Carub.0004s2995.1.p
OG0007789	Sp1g26750.1	Carub.0001s2919.1.p
OG0007791	Sp6g15870.1	Carub.0008s1409.1.p
OG0007792	Sp3g15420.1	Carub.0003s1697.1.p
OG0007793	Sp1g33700.1	Carub.0001s3538.1.p
OG0007794	Sp2g24240.1	Carub.0004s0906.1.p, Carub.0008s2162.1.p
OG0007795	Sp7g33470.1	Carub.0007s0456.1.p
OG0007796	Sp1g40610.1	Carub.0001s4340.1.p
OG0007798	Sp3g07480.1	Carub.0003s0830.1.p
OG0007799	Sp3g29010.1	Carub.0003s2959.1.p
OG0007800	Sp4g28260.1	Carub.0004s2890.1.p
OG0007801	Sp4g25010.1	Carub.0004s2532.1.p
OG0007802	Sp6g24180.1	Carub.0006s1862.1.p
OG0007803	Sp6g18690.1	Carub.0008s1746.1.p
OG0007804	Sp6g15190.1	Carub.0008s1323.1.p
OG0007805	Sp2g25460.1	Carub.0008s2295.1.p
OG0007806	SpUn0024_0080.1, Sp1g04060.1	Carub.0001s0448.1.p
OG0007808	Sp5g02400.1	Carub.0005s2761.1.p
OG0007809	Sp6g33220.1	Carub.0006s0864.1.p
OG0007810	Sp5g01600.1	Carub.0005s2851.1.p
OG0007811	Sp5g29030.1	Carub.0002s2059.1.p
OG0007812	Sp4g25530.1	Carub.0004s2590.1.p
OG0007813	Sp6g27570.1	Carub.0006s1480.1.p
OG0007814	Sp5g03510.1	Carub.0005s2639.1.p
OG0007815	Sp7g11800.1	Carub.0007s2843.1.p
OG0007816	Sp7g26950.1	Carub.0007s1163.1.p
OG0007817	Sp6g23740.1	Carub.0006s1908.1.p
OG0007818	Sp6g30710.1	Carub.0006s1145.1.p
OG0007819	Sp7g20450.1	Carub.0007s1897.1.p
OG0007820	Sp5g26430.1, Sp2g26800.1	Carub.0008s2447.1.p
OG0007821	Sp4g14150.1	Carub.0004s1309.1.p
OG0007822	Sp6g30510.1	Carub.0006s1167.1.p
OG0007823	Sp6g37490.1	Carub.0006s0426.1.p
OG0007824	Sp6g38740.1	Carub.0006s0295.1.p
OG0007825	Sp6g32480.1	Carub.0006s0951.1.p
OG0007826	Sp6g33120.1	Carub.0006s0877.1.p
OG0007827	Sp2g28420.1	Carub.0008s2619.1.p
OG0007828	Sp1g27860.1, Sp1g35990.1	Carub.0001s3052.1.p
OG0007829	Sp1g23080.1	Carub.0001s2539.1.p
OG0007830	Sp4g20180.1	Carub.0004s1978.1.p
OG0007831	Sp1g39610.1	Carub.0001s4221.1.p
OG0007832	Sp1g18760.1	Carub.0001s2055.1.p
OG0007833	Sp6g28480.1	Carub.0006s1378.1.p
OG0007834	Sp1g34740.1, SpUn0092_0040.1	Carub.0001s3659.1.p
OG0007835	Sp3g15290.1	Carub.0003s1680.1.p
OG0007836	Sp2g18550.1	Carub.0008s0773.1.p
OG0007837	Sp1g02020.1	Carub.0001s0216.1.p
OG0007838	Sp3g27920.1	Carub.0003s2878.1.p
OG0007839	Sp6g21660.1	Carub.0008s2069.1.p
OG0007840	Sp6g30430.1	Carub.0006s1176.1.p
OG0007841	Sp6g22210.1	Carub.0008s2132.1.p
OG0007842	Sp7g27020.1	Carub.0007s1151.1.p
OG0007843	Sp3g03040.1	Carub.0003s0331.1.p
OG0007844	Sp4g14740.1	Carub.0004s1372.1.p
OG0007845	Sp3g03260.1	Carub.0003s0357.1.p
OG0007846	Sp6g14560.1	Carub.0008s1240.1.p
OG0007847	Sp7g06200.1	Carub.0007s3173.1.p
OG0007848	Sp1g25820.1	Carub.0001s2819.1.p
OG0007849	Sp2g16880.1	Carub.0005s0634.1.p
OG0007850	Sp4g24700.1	Carub.0004s2502.1.p
OG0007851	Sp7g18860.1	Carub.0007s2066.1.p
OG0007852	Sp1g22500.1	Carub.0001s2480.1.p
OG0007856	Sp4g21410.1	Carub.0004s2111.1.p
OG0007857	Sp7g26980.1	Carub.0007s1159.1.p
OG0007858	Sp4g06630.1, Sp4g06780.1	Carub.0004s0594.1.p, Carub.0004s0593.1.p, Carub.0004s0622.1.p, Carub.0004s0623.1.p, Carub.0004s0621.1.p
OG0007860	SpUn0027_0130.1, Sp3g22650.1	Carub.0003s2537.1.p
OG0007861	Sp1g26420.1	Carub.0001s2881.1.p
OG0007862	Sp1g09250.1	Carub.0001s1004.1.p, Carub.0001s1003.1.p
OG0007864	Sp3g00640.1	Carub.0008s0840.1.p, Carub.0003s0068.1.p
OG0007865	Sp4g22580.1	Carub.0004s2247.1.p
OG0007867	Sp5g10020.1	Carub.0005s1860.1.p
OG0007868	Sp6g27970.1	Carub.0006s1436.1.p
OG0007871	Sp1g27800.1	Carub.0001s3045.1.p
OG0007872	Sp1g34810.1	Carub.0001s3677.1.p, Carub.0001s3680.1.p, Carub.0001s3693.1.p
OG0007873	SpUn0020_0100.1, Sp5g26870.1	Carub.0002s1860.1.p
OG0007875	Sp4g21210.1	Carub.0004s2084.1.p
OG0007876	Sp4g30040.1	Carub.0004s3083.1.p
OG0007877	Sp5g09120.1	Carub.0005s1975.1.p
OG0007878	Sp7g11720.1	Carub.0007s2858.1.p
OG0007879	Sp7g30500.1	Carub.0007s0775.1.p
OG0007882	Sp1g18130.1	Carub.0001s1989.1.p
OG0007884	Sp5g22530.1	Carub.0002s1024.1.p
OG0007885	Sp6g37790.1	Carub.0008s0725.1.p, Carub.0006s0395.1.p
OG0007886	Sp1g25800.1	Carub.0001s2817.1.p
OG0007888	Sp6g04030.1, SpUn0051_0010.1	Carub.0006s3285.1.p
OG0007890	Sp2g25350.1	Carub.0008s2285.1.p
OG0007899	Sp4g16040.1	Carub.0004s1531.1.p
OG0007900	Sp5g20440.1	Carub.0002s1134.1.p
OG0007901	Sp3g21150.1, SpUn0047_0030.1	Carub.0002s0907.1.p
OG0007903	Sp2g13170.1	Carub.0005s0066.1.p
OG0007904	Sp6g37350.1	Carub.0006s0440.1.p
OG0007905	Sp5g35290.1	Carub.0002s2705.1.p
OG0007906	Sp2g22200.1	Carub.0006s2316.1.p
OG0007907	Sp3g30910.1	Carub.0003s3164.1.p
OG0007909	Sp1g16960.1	Carub.0001s1863.1.p
OG0007911	Sp1g13180.1	Carub.0001s1452.1.p
OG0007912	Sp4g28210.1	Carub.0004s2883.1.p
OG0007913	Sp6g29040.1	Carub.0006s1316.1.p
OG0007914	Sp2g26180.1	Carub.0008s2376.1.p
OG0007915	Sp7g28450.1	Carub.0007s0999.1.p
OG0007916	Sp7g23180.1	Carub.0007s1586.1.p
OG0007917	Sp5g01350.1	Carub.0005s2876.1.p
OG0007918	Sp6g30470.1	Carub.0006s1172.1.p
OG0007919	Sp1g33660.1	Carub.0001s3532.1.p
OG0007920	Sp4g11300.1	Carub.0004s0942.1.p
OG0007921	Sp5g03430.1	Carub.0005s2648.1.p
OG0007922	Sp3g18270.1	Carub.0003s2018.1.p
OG0007923	Sp4g16340.1	Carub.0004s1563.1.p
OG0007924	Sp6g19550.1	Carub.0008s1839.1.p
OG0007925	Sp7g32720.1	Carub.0007s0535.1.p
OG0007926	Sp6g22680.1	Carub.0006s2045.1.p
OG0007927	Sp1g02840.1	Carub.0001s0316.1.p
OG0007928	Sp6g03580.1	Carub.0006s3350.1.p
OG0007929	Sp7g31300.1	Carub.0007s0688.1.p
OG0007930	Sp3g05770.1	Carub.0003s0634.1.p
OG0007931	Sp1g36820.1	Carub.0001s3915.1.p
OG0007932	Sp7g01560.1	Carub.0007s3525.1.p
OG0007933	Sp4g22950.1	Carub.0004s2291.1.p
OG0007934	Sp6g03250.1	Carub.0006s3384.1.p
OG0007935	Sp5g10110.1	Carub.0005s1852.1.p
OG0007937	Sp7g36550.1	Carub.0007s0123.1.p
OG0007938	Sp5g03130.1	Carub.0005s2681.1.p
OG0007939	Sp1g25240.1	Carub.0001s2752.1.p
OG0007940	Sp5g30200.1	Carub.0002s2185.1.p
OG0007941	Sp4g24090.1	Carub.0004s2410.1.p
OG0007942	Sp4g22680.1	Carub.0004s2259.1.p
OG0007943	Sp7g34300.1	Carub.0007s0369.1.p
OG0007944	Sp4g17190.1	Carub.0004s1658.1.p
OG0007945	Sp6g02080.1	Carub.0006s3497.1.p
OG0007946	Sp7g17190.1	Carub.0007s2442.1.p
OG0007947	Sp6g39550.1	Carub.0006s0196.1.p
OG0007948	Sp6g36600.1	Carub.0006s0515.1.p
OG0007949	Sp2g04520.1	Carub.0002s0514.1.p
OG0007950	Sp5g17360.1	Carub.0005s0964.1.p
OG0007951	Sp1g20370.1	Carub.0001s2241.1.p
OG0007952	Sp5g22800.1	Carub.0002s1424.1.p
OG0007953	Sp7g22600.1	Carub.0007s1645.1.p
OG0007954	Sp2g22300.1	Carub.0006s2305.1.p
OG0007955	Sp2g15820.1	Carub.0005s0470.1.p
OG0007957	Sp3g30850.1	Carub.0003s3156.1.p
