Orthogroup	Thellungiella_parvula	Arabidopsis_halleri
OG0005778	Sp1g27030.1	g27545, g03798
OG0005779	Sp3g20180.1	g22720, g22717
OG0005780	Sp6g36090.1	g15610
OG0005782	Sp7g22120.1	g10410
OG0005783	Sp3g32920.1	g20941
OG0005784	Sp6g03140.1	g09030
OG0005785	Sp6g33470.1, Sp4g19740.1	g19168
OG0005786	Sp1g40730.1, Sp4g13780.1	g01080, g07883
OG0005788	Sp1g12330.1	g04664
OG0005789	Sp2g07060.1	g03396
OG0005790	Sp2g29640.1	g07284
OG0005791	Sp1g00240.1	g01698
OG0005792	Sp4g20900.1	g18413, g18380
OG0005793	Sp2g00240.1	g26987
OG0005794	Sp5g28080.1	g04063
OG0005795	Sp4g01800.1	g20958
OG0005796	Sp1g37090.1	g25462
OG0005796	Sp2g20070.1	g29194
OG0005797	Sp5g13250.1	g16728
OG0005798	Sp3g08350.1	g06050
OG0005799	Sp5g00810.1	g05323
OG0005800	Sp6g40230.1	g19480
OG0005801	Sp5g26800.1, SpUn0095_0030.1	g03922
OG0005802	Sp2g11800.1	g07766
OG0005803	Sp4g22300.1	g12567
OG0005804	Sp3g21480.1	g24013
OG0005806	Sp3g32750.1	g22315, g30788, g31550, g22308, g22306
OG0005807	Sp5g26240.1	g03854
OG0005808	SpUn0002_0100.1	g03182
OG0005809	Sp1g25920.1	g26312
OG0005810	Sp7g22770.1	g10343
OG0005811	Sp6g25820.1	g13238
OG0005812	Sp4g25250.1	g17976
OG0005813	Sp1g13200.1	g10110
OG0005814	Sp2g29810.1	g07264
OG0005815	Sp3g16090.1	g11310, g16106
OG0005816	Sp1g11060.1	g04832
OG0005816	Sp2g01650.1	g18738
OG0005817	Sp4g12380.1	g06936
OG0005818	Sp7g16060.1	g22620
OG0005819	Sp2g25490.1	g17064, g12220
OG0005820	Sp3g05160.1	g06422, g06421
OG0005821	Sp5g35600.1	g06492, g01632
OG0005822	Sp2g02960.1	g19821
OG0005823	Sp1g35130.1, Sp7g33250.1	g17458
OG0005824	Sp2g25990.1	g12281
OG0005825	Sp2g22860.1	g27591
OG0005826	Sp6g19310.1	g16851
OG0005827	Sp3g06850.1	g11774
OG0005828	Sp4g23210.1	g12678
OG0005829	Sp5g11140.1	g14922
OG0005830	Sp6g18670.1	g24124
OG0005831	Sp3g05820.1	g06496
OG0005832	Sp3g12070.1	g06875, g06874
OG0005833	Sp1g08820.1	g05096
OG0005834	Sp7g31350.1	g00584
OG0005835	Sp2g02970.1	g19822
OG0005836	Sp2g28590.1	g07415
OG0005837	Sp1g41430.1	g24566, g24564
OG0005838	Sp7g14190.1	g20224
OG0005839	Sp6g39980.1	g19447
OG0005840	Sp6g33040.1	g10508
OG0005841	Sp5g33750.1, SpUn0074_0060.1	g01429
OG0005843	Sp6g36150.1	g15604
OG0005844	Sp5g34290.1	g23989, g01486, g23991
OG0005845	Sp5g22670.1	g21088, g21091
OG0005847	Sp6g40860.1	g27931
OG0005848	Sp1g02670.1	g02011
OG0005849	Sp3g16500.1	g21590
OG0005850	Sp6g33960.1	g26283
OG0005851	Sp6g26700.1	g00016
OG0005852	Sp6g02000.1	g09147, g09146
OG0005853	Sp5g02240.1	g29813
OG0005854	SpUn0788_0010.1	g02024
OG0005855	Sp6g27610.1	g00116, g00119
OG0005856	Sp1g37750.1, Sp1g37350.1	g25624
OG0005857	Sp2g12310.1	g07854
OG0005858	Sp5g01790.1	g05445
OG0005859	Sp7g30660.1	g00677
OG0005860	Sp5g35210.1	g01593, g30720
OG0005861	Sp6g17690.1	g09247, g09243
OG0005862	Sp4g22340.1	g12574
OG0005863	Sp5g17230.1	g29290, g25501
OG0005864	Sp6g32940.1	g10515
OG0005865	Sp6g36060.1	g15615
OG0005866	Sp2g22470.1	g14153, g14154
OG0005867	Sp6g19420.1	g16865
OG0005868	Sp6g22510.1	g27280
OG0005869	Sp7g18410.1	g05138
OG0005870	Sp7g18640.1	g05176, g13846
OG0005871	Sp3g15740.1	g16150
OG0005872	Sp6g34520.1	g30306, g30309
OG0005873	Sp6g41020.1	g15945, g27914
OG0005874	Sp6g30090.1	g19307
OG0005875	Sp5g32970.1	g01338
OG0005876	Sp7g34170.1	g03071
OG0005877	Sp7g30520.1	g00622, g00691
OG0005878	Sp5g27630.1	g04014
OG0005879	Sp7g19310.1	g29727
OG0005880	Sp1g12920.1	g10140
OG0005881	SpUn0020_0140.1, Sp5g26830.1	g03926
OG0005882	Sp7g20480.1	g14440
OG0005883	Sp7g15350.1	g17201, g22034, g22035
OG0005884	Sp2g28880.1	g07371
OG0005885	Sp6g32490.1	g10566
OG0005886	Sp5g12840.1	g16787, g31027
OG0005887	Sp1g37660.1, Sp7g31780.1	g00537
OG0005888	SpUn0226_0010.1, Sp3g22310.1	g20064
OG0005889	Sp4g27450.1	g09802
OG0005890	Sp5g31550.1	g01191
OG0005891	Sp3g05520.1	g24979
OG0005892	Sp5g23680.1	g14730
OG0005893	Sp1g00580.1	g01736
OG0005894	Sp1g14580.1	g31237, g09953
OG0005895	Sp7g00460.1	g22464
OG0005896	Sp7g35950.1	g02885
OG0005897	Sp4g22800.1	g12634
OG0005898	Sp2g29100.1	g07345
OG0005899	Sp5g11000.1	g14907
OG0005900	SpUn0632_0010.1	g07717
OG0005901	Sp7g17670.1	g15380
OG0005902	Sp1g41520.1	g24577
OG0005903	Sp1g25660.1	g26344
OG0005904	Sp1g11090.1	g04827
OG0005905	Sp5g17210.1	g25498, g18588
OG0005907	Sp2g08400.1	g17583
OG0005908	Sp5g27670.1	g04018
OG0005909	Sp1g13220.1	g10108
OG0005911	Sp7g04880.1, Sp1g19260.1, Sp4g09080.1	g13387
OG0005912	Sp4g29520.1	g09563
OG0005913	Sp6g15200.1	g23003
OG0005915	Sp6g28100.1	g00168
OG0005916	Sp1g19010.1	g13415
OG0005917	Sp3g04540.1	g06344
OG0005918	Sp6g05920.1	g20695
OG0005919	Sp5g24680.1	g21556, g28196
OG0005921	Sp5g18090.1, Sp2g29410.1	g07311
OG0005922	Sp7g14290.1	g20217
OG0005923	Sp6g31830.1	g10648
OG0005924	Sp3g14840.1	g06563
OG0005925	Sp6g39310.1	g15859
OG0005926	Sp6g32840.1	g10526
OG0005927	Sp6g02660.1	g27629
OG0005928	Sp7g36460.1	g02821
OG0005929	Sp7g19200.1	g05238
OG0005930	Sp5g23390.1	g14765
OG0005931	Sp5g13810.1	g16668, g31025
OG0005932	Sp2g14670.1	g23557
OG0005933	Sp3g26360.1	g30086
OG0005934	Sp1g11410.1	g04785
OG0005935	Sp5g33430.1	g01394
OG0005936	Sp5g18760.1	g28585, g27656
OG0005937	SpUn0005_0330.1, Sp4g08140.1, Sp5g19780.1, Sp4g06370.1, Sp4g06140.1, Sp5g19770.1, Sp4g09820.1, SpUn0012_0020.1, Sp3g25400.1, Sp3g28760.1, Sp7g06830.1	g30755
OG0005938	Sp3g06480.1	g11810
OG0005939	Sp2g08050.1	g23751
OG0005940	Sp6g13460.1	g08421, g08422
OG0005941	Sp3g21040.1	g27155
OG0005942	Sp4g14690.1	g03111
OG0005943	Sp4g18150.1	g03490
OG0005944	Sp6g12880.1	g08473
OG0005945	Sp6g13400.1	g08430, g08432
OG0005946	Sp6g00620.1	g19792
OG0005947	SpUn0030_0030.1, Sp3g31800.1	g21980
OG0005948	Sp4g16230.1	g03288
OG0005949	Sp1g10510.1	g04895
OG0005950	Sp4g13640.1	g25775
OG0005951	SpUn0024_0100.1, Sp1g04040.1	g31868
OG0005952	Sp7g22360.1	g10385
OG0005953	Sp3g05170.1	g06423
OG0005954	Sp7g28820.1	g14209, g00899
OG0005955	Sp6g39810.1	g19429
OG0005956	Sp6g21490.1	g10977
OG0005957	Sp6g22790.1	g11921
OG0005958	Sp1g01950.1	g01920, g01910, g01912
OG0005959	Sp3g20880.1	g30928, g30930
OG0005960	Sp1g02710.1	g31792, g02013
OG0005961	Sp2g14510.1	g23573, g23576
OG0005962	Sp6g18110.1	g23453
OG0005963	Sp3g01210.1	g02563
OG0005964	Sp5g11350.1	g14946
OG0005965	Sp6g34800.1	g23825, g26024
OG0005966	Sp1g40750.1	g24860
OG0005967	Sp1g10370.1	g04907
OG0005968	Sp6g40030.1	g19453
OG0005969	Sp6g23820.1	g12048
OG0005970	Sp4g12500.1	g24270
OG0005971	Sp7g37460.1	g02703
OG0005972	Sp7g28830.1	g00897
OG0005973	Sp2g01480.1	g04797, g18707
OG0005974	Sp6g39570.1	g19389
OG0005975	Sp4g17910.1	g06924
OG0005976	Sp7g31450.1	g00572, g18687
OG0005977	Sp5g25320.1	g18602, g18601, g18598
OG0005978	Sp2g24590.1	g10811
OG0005979	Sp3g21580.1	g24033
OG0005980	Sp6g29580.1	g19252
OG0005981	Sp4g19180.1	g03596
OG0005982	Sp6g23160.1	g11977
OG0005983	Sp7g25780.1, Sp6g15210.1	g23004
OG0005984	Sp6g23100.1	g11971
OG0005985	Sp4g19780.1	g03673
OG0005986	Sp6g31870.1	g10642
OG0005987	Sp6g21150.1	g11014
OG0005988	Sp5g07800.1	g11484
OG0005989	Sp2g28410.1	g07434
OG0005990	Sp5g30620.1	g01090
OG0005991	Sp6g18090.1	g23459
OG0005992	Sp4g27380.1	g09814
OG0005993	Sp2g23750.1	g27752
OG0005994	Sp7g10990.1	g20004
OG0005995	Sp3g03320.1	g06184
OG0005996	Sp5g12330.1	g22281
OG0005997	Sp7g16660.1	g17117
OG0005998	Sp7g05780.1, Sp3g21530.1	g07823
OG0005999	Sp2g28500.1	g07424
OG0006000	Sp7g36450.1	g02822
OG0006001	Sp1g03520.1	g02101
OG0006002	Sp5g06210.1	g21238
OG0006003	Sp1g40480.1, Sp1g40470.1	g26928, g24895
OG0006004	Sp6g39040.1	g15826
OG0006005	Sp7g06640.1	g16349
OG0006006	Sp3g00380.1	g02649
OG0006007	Sp4g16550.1	g03326
OG0006008	Sp2g24290.1	g10853
OG0006009	Sp6g28030.1	g00161
OG0006010	Sp3g10620.1	g26583, g05782, g05785
OG0006011	Sp6g39910.1	g19440
OG0006012	Sp6g17790.1	g09229
OG0006013	Sp1g15200.1	g09886
OG0006014	Sp5g06570.1	g11630
OG0006015	Sp6g07690.1	g18590
OG0006017	Sp6g36740.1	g15537
OG0006019	Sp7g32280.1	g00480
OG0006020	Sp1g08870.1	g05085
OG0006021	Sp1g14130.1	g10000
OG0006022	Sp7g22400.1	g10378
OG0006023	Sp6g19890.1	g16920
OG0006024	Sp2g28210.1	g07454
OG0006025	Sp2g26100.1	g12297
OG0006026	Sp1g07450.1	g18221
OG0006027	Sp7g22110.1	g10411
OG0006028	Sp6g30460.1	g19342
OG0006029	Sp5g10180.1	g28336
OG0006030	Sp1g37650.1	g25572
OG0006031	Sp1g39770.1	g15056
OG0006032	Sp3g10400.1	g05814
OG0006033	Sp1g35020.1	g17472
OG0006034	Sp3g12280.1	g06878
OG0006035	SpUn0118_0020.1, Sp4g09740.1, SpUn0012_0090.1, SpUn0118_0010.1	g26197
OG0006037	Sp6g19050.1	g16817
OG0006038	Sp3g31670.1	g02900, g24939
OG0006039	Sp3g17950.1	g28979
OG0006040	Sp5g25120.1, Sp7g01420.1	g28032
OG0006041	Sp7g17160.1	g17166
OG0006042	Sp1g36840.1, SpUn0137_0040.1	g16051, g32218
OG0006043	Sp1g15340.1	g09869
OG0006044	Sp5g32420.1	g01279
OG0006045	Sp4g11180.1	g07104
OG0006047	Sp1g09540.1	g05017
OG0006048	Sp6g13020.1	g08462
OG0006049	Sp4g29660.1	g09550
OG0006050	Sp5g12930.1	g16771
OG0006051	Sp7g15320.1	g20817, g17204
OG0006052	Sp6g33390.1	g19177
OG0006053	Sp5g05680.1	g31325, g21162
OG0006054	Sp3g11030.1	g05742
OG0006055	Sp1g27880.1	g25094, g16038
OG0006056	Sp1g11990.1	g17415
OG0006057	Sp2g16050.1	g20487
OG0006058	Sp4g28000.1	g23137, g30897, g09616, g09743, g15145
OG0006060	Sp1g21260.1	g13608
OG0006061	Sp3g11380.1	g05696
OG0006063	Sp6g29980.1	g19295
OG0006064	Sp6g05870.1	g20704
OG0006065	Sp5g30800.1	g01113
OG0006066	Sp2g04640.1	g26666
OG0006068	Sp3g06600.1	g31877
OG0006069	Sp6g35430.1	g23895
OG0006070	Sp6g33150.1	g10493
OG0006071	Sp6g24400.1	g12172
OG0006072	Sp3g19280.1	g11224
OG0006073	Sp3g30450.1	g30030
OG0006076	Sp2g26140.1	g12303
OG0006077	Sp7g31000.1	g00629
OG0006078	Sp6g36590.1	g15551
OG0006079	Sp5g11450.1	g14955
OG0006080	Sp4g00110.1	g23898
OG0006081	Sp7g22810.1	g10339
OG0006082	Sp6g16730.1	g09359
OG0006083	Sp3g16470.1	g21586
OG0006085	SpUn0149_0010.1, SpUn0173_0010.1	g23317, g23316
OG0006086	Sp5g32880.1	g01330
OG0006087	Sp4g18640.1	g03539, g18301
OG0006088	Sp6g20190.1	g16956
OG0006089	Sp7g18300.1	g15476
OG0006090	Sp7g21330.1	g14311
OG0006091	Sp3g16920.1	g31875
OG0006092	Sp7g18120.1	g15451
OG0006093	Sp4g20410.1	g18350, g17126
OG0006094	Sp3g01860.1	g02483
OG0006095	Sp6g33380.1	g19178
OG0006096	Sp3g15120.1	g16236
OG0006097	Sp5g02170.1	g05505
OG0006098	Sp4g16510.1	g03317
OG0006099	Sp3g19740.1	g11281
OG0006100	Sp2g28560.1	g07418
OG0006101	Sp1g26770.1	g18832
OG0006102	Sp1g01650.1	g01874
OG0006103	Sp7g35060.1	g02978
OG0006104	Sp5g31900.1	g01230
OG0006106	Sp5g10590.1	g14860
OG0006108	Sp7g29020.1	g00878
OG0006109	Sp2g22650.1	g14175
OG0006111	Sp7g28870.1	g00893, g26680
OG0006112	Sp7g22820.1	g10338
OG0006113	Sp5g02420.1	g05537
OG0006115	Sp6g10670.1, Sp6g10680.1	g30853
OG0006116	Sp5g05150.1	g16649
OG0006117	Sp3g10020.1	g05858
OG0006118	Sp1g25910.1	g26314
OG0006119	Sp2g04990.1	g25150
OG0006120	Sp1g23030.1	g32127, g32219
OG0006121	Sp1g13380.1	g10086
OG0006122	Sp6g05310.1	g27667
OG0006123	Sp7g12880.1	g20113
OG0006124	Sp2g03550.1	g15761, g07654
OG0006125	Sp3g05260.1	g06436
OG0006126	Sp3g16330.1	g21565
OG0006127	Sp2g29450.1	g07307
OG0006128	Sp4g02600.1, Sp4g02620.1	g08718
OG0006130	Sp1g14700.1	g09940
OG0006132	Sp6g07090.1	g25354
OG0006133	Sp5g31820.1	g01219
OG0006134	Sp1g06210.1	g02406, g02407
OG0006135	Sp6g16640.1	g09370
OG0006136	Sp6g35240.1	g23876
OG0006137	Sp6g23550.1	g12021
OG0006138	Sp3g02940.1	g06137
OG0006139	Sp3g22680.1	g28248
OG0006140	Sp2g02210.1	g17826
OG0006141	Sp7g31120.1	g00609
OG0006142	Sp5g05320.1	g31322, g32128
OG0006143	Sp1g11540.1	g04773
OG0006144	Sp6g20670.1	g11066
OG0006145	Sp7g04620.1	g20587
OG0006146	Sp6g27600.1	g00115
OG0006147	Sp2g04860.1	g25165, g25160
OG0006148	Sp7g00930.1, Sp7g00920.1, Sp1g12150.1	g11903, g04680
OG0006149	Sp6g37570.1	g26040
OG0006150	SpUn0835_0010.1, SpUn0467_0010.1	g15330
OG0006151	Sp5g02220.1	g05509, g05511
OG0006152	Sp4g12430.1	g06925, g06923
OG0006153	Sp5g30530.1	g01079
OG0006154	Sp3g11040.1	g05741
OG0006156	Sp1g27300.1	g27583
OG0006157	Sp3g22710.1	g28250
OG0006159	Sp2g26920.1	g12400
OG0006160	Sp7g15590.1	g15321, g16439
OG0006161	Sp6g35860.1	g15641
OG0006162	Sp5g27010.1	g03946
OG0006163	Sp6g30350.1	g19332
OG0006164	Sp5g08100.1	g11448
OG0006165	Sp7g34960.1	g02987
OG0006166	Sp3g09320.1	g05945
OG0006167	Sp7g23070.1, Sp6g13170.1	g08451
OG0006168	Sp4g26910.1, Sp2g10980.1	g28038
OG0006169	Sp6g27000.1	g00048
OG0006170	Sp6g24610.1	g12150
OG0006171	Sp7g22910.1	g10330
OG0006172	Sp1g17200.1	g13919
OG0006173	Sp3g33510.1	g20862
OG0006174	Sp3g13590.1	g06701
OG0006175	Sp1g37370.1	g25622
OG0006176	Sp2g18630.1	g15892
OG0006177	Sp1g13790.1	g10036
OG0006178	Sp1g08620.1	g05120
OG0006179	Sp4g21010.1	g18425
OG0006180	Sp6g23230.1	g11984
OG0006181	Sp2g25480.1	g12219
OG0006182	Sp7g11630.1	g21351
OG0006183	Sp1g22060.1	g08065
OG0006184	SpUn0377_0010.1	g15725
OG0006186	Sp1g06310.1, Sp4g11730.1	g07021
OG0006188	Sp6g14430.1	g08296, g31616
OG0006191	Sp6g29170.1	g19263
OG0006192	Sp2g16270.1	g20513
OG0006193	Sp6g40330.1	g19490
OG0006194	Sp6g15070.1	g08216
OG0006195	Sp5g23700.1	g14728
OG0006196	Sp7g16290.1	g22655
OG0006197	Sp5g23370.1	g14768
OG0006198	Sp3g21850.1	g29228, g30130
OG0006199	Sp5g27380.1	g03987
OG0006200	Sp1g36430.1	g15243
OG0006201	Sp6g19730.1	g16900
OG0006202	Sp6g23210.1	g11982
OG0006203	Sp7g33120.1	g00382
OG0006204	Sp4g25300.1	g17981
OG0006205	Sp6g17810.1	g09218, g09227
OG0006206	Sp6g06690.1	g29101, g29098
OG0006207	Sp6g01360.1	g19712, g08843
OG0006208	Sp5g02840.1, SpUn0080_0020.1	g05584
OG0006209	Sp5g05640.1	g21157
OG0006210	Sp7g15265.1	g17209
OG0006211	Sp2g24220.1	g10862
OG0006212	Sp5g11590.1	g14980
OG0006213	Sp3g13310.1	g06732
OG0006214	Sp3g09290.1	g16244, g06515, g05948
OG0006215	Sp6g06670.1, Sp1g28090.1	g27063
OG0006216	Sp4g13080.1	g30012
OG0006217	Sp2g12950.1	g14533
OG0006218	Sp4g28140.1	g09724
OG0006219	Sp2g09820.1	g28493
OG0006220	Sp5g24430.1	g25215
OG0006221	Sp5g32860.1	g01327
OG0006222	Sp1g39180.1	g15123
OG0006223	Sp3g10955.1, Sp3g10960.1	g05750
OG0006224	Sp7g08760.1	g19457
OG0006225	Sp1g28510.1	g16016
OG0006226	Sp1g07170.1	g18249
OG0006227	Sp6g16550.1	g09378
OG0006228	Sp5g27570.1	g04007
OG0006230	Sp2g08780.1	g17530
OG0006231	Sp2g09880.1	g31399
OG0006232	Sp3g09430.1	g05932
OG0006233	Sp6g39240.1	g15848
OG0006234	Sp7g12860.1	g31569, g20112
OG0006235	Sp5g09850.1	g28368
OG0006236	Sp1g13150.1	g10116
OG0006237	Sp6g24220.1	g12098, g25741
OG0006238	Sp5g01640.1	g05426
OG0006239	Sp2g00950.1	g22942
OG0006240	Sp2g07940.1	g23763
OG0006241	SpUn0010_0070.1, Sp7g00590.1	g22447
OG0006242	Sp1g18890.1	g13433
OG0006243	Sp2g27090.1	g12419, g18309
OG0006244	Sp1g38080.1	g18409
OG0006245	Sp3g19720.1	g11279
OG0006246	Sp2g22020.1	g14092
OG0006247	SpUn0033_0020.1, Sp1g15530.1	g09848
OG0006248	Sp6g22200.1	g32081
OG0006248	Sp7g33030.1	g10891
OG0006249	Sp1g26600.1	g18804
OG0006250	Sp2g29480.1	g07304
OG0006251	Sp6g31370.1, Sp6g31380.1	g10698
OG0006252	Sp5g33950.1	g01454
OG0006253	Sp5g20150.1	g08515
OG0006254	Sp5g00900.1	g05333
OG0006255	Sp5g12980.1	g16765
OG0006256	Sp1g11860.1	g04728
OG0006257	Sp3g14350.1	g06622
OG0006258	Sp3g33030.1	g20928
OG0006259	Sp4g05870.1	g29248
OG0006260	Sp5g31030.1	g01139
OG0006261	Sp3g03180.1	g06170
OG0006262	Sp3g10520.1	g05801
OG0006263	Sp1g26590.1	g18803
OG0006264	Sp4g05700.1	g31148
OG0006265	Sp7g33580.1	g00330
OG0006266	Sp5g35170.1	g01588
OG0006267	Sp6g05630.1	g26574
OG0006268	Sp6g31670.1	g10663
OG0006269	Sp2g16820.1	g28192
OG0006270	Sp6g34850.1	g23831
OG0006271	Sp1g19030.1	g13412
OG0006272	Sp1g38000.1	g21907, g21908
OG0006273	Sp6g24210.1	g12097
OG0006274	Sp3g12430.1	g06832
OG0006275	Sp1g19000.1	g13418
OG0006276	Sp5g07700.1	g11495
OG0006277	Sp1g15060.1	g09899
OG0006278	Sp1g16750.1	g31444, g13971
OG0006279	Sp6g22380.1	g10872
OG0006281	Sp7g33270.1	g00367
OG0006282	Sp1g38280.1	g21943
OG0006283	Sp1g12180.1	g04686
OG0006284	Sp5g27240.1	g03970
OG0006285	Sp7g37630.1	g02688
OG0006286	Sp3g28970.1	g14285
OG0006287	Sp3g16170.1	g21547
OG0006288	Sp2g26000.1	g12282
OG0006289	Sp2g19220.1	g11862
OG0006290	Sp7g28730.1	g00913
OG0006291	Sp1g07310.1	g18235
OG0006292	Sp5g05450.1	g21134
OG0006293	Sp6g38420.1	g15752
OG0006294	Sp2g20050.1	g29192
OG0006295	Sp6g27280.1	g00085
OG0006296	Sp5g17250.1	g29297
OG0006297	Sp7g16100.1	g22625
OG0006298	Sp3g21310.1	g27173
OG0006299	Sp1g17650.1	g13864
OG0006300	Sp7g17470.1	g15359
OG0006301	Sp2g21920.1	g14079
OG0006302	Sp4g26130.1	g18079
OG0006303	Sp5g06520.1	g11638
OG0006304	Sp6g19330.1	g16854
OG0006305	Sp4g02450.1	g08692
OG0006306	Sp4g10620.1	g27210
OG0006307	Sp2g24550.1	g10815
OG0006308	Sp4g29040.1	g09620
OG0006309	Sp6g14320.1	g08311
OG0006310	Sp1g25120.1	g13071
OG0006311	Sp2g21930.1, Sp6g32130.1	g10612
OG0006312	Sp6g40350.1	g04843, g19494
OG0006313	Sp6g31620.1	g10670
OG0006314	Sp2g26440.1	g12339
OG0006316	SpUn0030_0020.1, Sp3g31810.1	g21982
OG0006317	Sp1g15780.1, Sp4g05220.1	g25924
OG0006318	Sp5g01020.1	g05350
OG0006319	Sp1g17950.1	g13560
OG0006320	Sp4g25550.1	g24210, g18010
OG0006321	Sp3g21540.1	g24025
OG0006322	Sp4g26060.1	g18072
OG0006323	Sp7g34610.1	g03027
OG0006325	Sp3g12230.1	g06855
OG0006326	Sp1g14730.1	g09935
OG0006327	Sp5g07950.1	g11466
OG0006328	Sp4g18340.1, Sp6g28780.1	g00239
OG0006329	Sp3g08530.1	g06025
OG0006330	Sp2g12580.1	g14495
OG0006331	Sp4g22470.1	g12588
OG0006332	Sp7g30730.1	g00662
OG0006333	Sp6g29800.1	g19274
OG0006335	Sp1g11770.1	g04742
OG0006336	SpUn0078_0010.1, SpUn0134_0020.1, SpUn0057_0010.1, SpUn0011_0010.1	g27693
OG0006337	Sp2g26270.1	g12321
OG0006338	Sp4g26590.1	g18132
OG0006339	Sp6g18235.1, Sp6g18240.1	g23426
OG0006340	Sp4g11140.1	g07108
OG0006341	Sp4g15670.1	g03235
OG0006342	Sp5g03000.1	g05609
OG0006343	Sp3g33550.1	g25864
OG0006344	Sp7g27770.1	g04228
OG0006345	Sp3g15640.1	g16161
OG0006346	Sp7g13720.1	g20279
OG0006347	Sp2g27610.1	g07537
OG0006348	Sp6g28440.1	g00206
OG0006349	Sp5g32560.1	g01297
OG0006350	Sp5g30630.1	g01091
OG0006351	Sp7g27810.1	g04224
OG0006352	Sp4g28380.1	g09695
OG0006353	Sp5g02690.1	g31741
OG0006354	Sp1g26220.1	g23728
OG0006355	Sp6g40050.1	g19455
OG0006356	Sp3g10480.1	g05805
OG0006357	Sp7g14130.1	g20229
OG0006358	Sp5g00120.1	g30184
OG0006359	Sp6g07050.1	g25346
OG0006360	Sp1g18370.1	g13503, g13505
OG0006361	Sp5g32290.1	g01262
OG0006361	Sp5g32220.1	g01266
OG0006362	Sp1g17670.1	g13862
OG0006364	Sp1g34710.1	g19039
OG0006365	Sp1g06410.1, Sp2g20940.1	g17910
OG0006366	Sp1g07090.1	g18256
OG0006367	Sp4g15730.1	g31761
OG0006368	Sp7g26290.1	g04418
OG0006369	Sp1g04130.1	g02163
OG0006370	Sp1g23140.1	g08186
OG0006371	Sp1g13670.1	g10047
OG0006372	Sp4g17090.1	g03372
OG0006373	Sp5g01070.1	g05361, g05362
OG0006374	Sp7g21540.1	g10468
OG0006375	Sp1g01600.1	g01867
OG0006376	Sp2g15500.1	g20728
OG0006377	Sp4g15780.1	g03241
OG0006378	Sp2g19470.1	g25086
OG0006379	Sp6g15390.1	g23021
OG0006380	Sp2g04790.1	g30667
OG0006381	Sp2g17970.1	g24179
OG0006382	Sp1g39880.1	g15041
OG0006383	Sp5g20230.1	g08525
OG0006384	Sp6g34575.1	g23800, g30315
OG0006385	Sp6g40570.1	g19521
OG0006386	Sp5g07710.1	g11494
OG0006387	Sp1g18460.1	g13490
OG0006388	Sp2g11530.1, SpUn0036_0080.1	g07737, g31819
OG0006389	Sp1g21620.1	g29554, g08004
OG0006390	Sp5g35360.1	g01608
OG0006391	Sp7g05900.1, Sp5g19940.1	g27818
OG0006392	Sp4g20990.1	g18423
OG0006393	Sp7g00510.1	g22456
OG0006394	Sp6g36890.1	g15522
OG0006395	Sp6g18740.1	g24133
OG0006396	Sp1g26960.1	g27536
OG0006397	Sp2g16010.1	g20789
OG0006398	Sp4g25740.1	g18034
OG0006399	Sp4g25270.1	g17978
OG0006400	Sp5g33680.1	g01419
OG0006401	Sp4g09980.1	g26184
OG0006402	Sp1g07530.1	g18213
OG0006403	Sp4g21930.1	g12526
OG0006404	Sp6g10940.1	g27058
OG0006405	Sp1g40940.1	g27942
OG0006406	Sp5g05160.1	g16650
OG0006407	Sp2g17670.1	g08604
OG0006408	Sp5g08180.1	g11441
OG0006409	Sp5g08530.1	g11395
OG0006410	Sp5g01090.1	g05364
OG0006411	Sp6g24310.1	g12107
OG0006412	Sp4g18260.1	g03501
OG0006413	Sp7g03530.1	g25050
OG0006414	Sp4g13760.1	g07881
OG0006415	Sp5g19680.1, Sp1g24810.1	g13016
OG0006416	Sp5g11090.1	g14916
OG0006417	Sp5g12680.1	g16803
OG0006418	Sp2g27420.1	g07560
OG0006419	Sp6g18680.1	g24125
OG0006420	Sp4g27780.1	g09835, g09767
OG0006421	Sp4g27730.1	g09773
OG0006422	Sp5g01800.1	g05446
OG0006423	Sp2g04390.1, SpUn0426_0010.1	g07296
OG0006424	Sp3g01970.1	g02470
OG0006425	Sp2g21410.1	g21853
OG0006426	Sp4g24240.1	g17263
OG0006427	Sp2g19770.1, SpUn0021_0080.1	g27720
OG0006428	Sp6g26380.1	g13318
OG0006429	Sp6g17880.1, Sp7g24460.1	g04618
OG0006430	Sp7g30590.1	g00685
OG0006431	Sp2g29900.1	g07255
OG0006432	Sp5g19990.1	g30504
OG0006433	Sp5g11480.1, SpUn0083_0020.1, Sp1g02160.1	g18850
OG0006434	Sp3g08310.1	g06057
OG0006435	Sp1g21560.1	g30502
OG0006436	Sp5g28180.1	g04073
OG0006437	Sp2g22520.1	g14160
OG0006438	Sp2g25960.1	g12279
OG0006439	Sp6g17620.1	g09255
OG0006440	Sp1g07130.1	g18252
OG0006441	Sp4g03470.1	g08832
OG0006442	Sp4g24450.1	g17295
OG0006443	Sp1g19470.1	g01325, g32019
OG0006444	Sp4g18180.1	g03495
OG0006445	Sp2g23670.1	g27760
OG0006446	Sp3g03720.1	g06249
OG0006447	Sp3g05070.1	g06407
OG0006448	Sp5g30930.1	g01127
OG0006449	Sp4g23920.1	g24446
OG0006450	Sp7g33310.1	g00362
OG0006451	Sp4g20880.1	g18412
OG0006452	Sp6g24170.1	g12093
OG0006453	Sp2g10330.1	g26378
OG0006454	Sp1g27280.1	g27581
