Orthogroup	Thellungiella_parvula	Boechera_stricta
OG0005432	Sp2g15180.1	Bostr.0556s0272.1.p
OG0005433	Sp7g34640.1	Bostr.7867s1554.1.p
OG0005434	Sp3g17450.1	Bostr.19424s0722.1.p
OG0005435	Sp3g19710.1	Bostr.19424s0476.1.p
OG0005436	Sp6g06260.1	Bostr.25463s0211.1.p
OG0005437	Sp6g20700.1	Bostr.26833s0346.1.p
OG0005438	Sp4g25130.1	Bostr.25993s0479.1.p
OG0005439	Sp3g02440.1	Bostr.19046s0060.1.p
OG0005440	Sp2g18040.1	Bostr.0556s0608.1.p
OG0005442	Sp1g03330.1	Bostr.26675s0299.1.p
OG0005443	Sp1g07430.1	Bostr.25219s0067.1.p
OG0005444	Sp1g24530.1	Bostr.15697s0151.1.p
OG0005445	Sp6g24850.1	Bostr.26326s0042.1.p, Bostr.26527s0247.1.p
OG0005446	Sp1g06170.1	Bostr.25219s0213.1.p
OG0005447	Sp5g24060.1	Bostr.10273s0474.1.p
OG0005448	Sp1g01280.1	Bostr.5325s0023.1.p
OG0005449	Sp3g13320.1	Bostr.28625s0174.1.p
OG0005450	Sp6g28280.1	Bostr.2902s0318.1.p
OG0005451	Sp4g28600.1	Bostr.25993s0110.1.p
OG0005453	Sp3g04760.1	Bostr.0556s0372.1.p
OG0005454	Sp2g18870.1	Bostr.2392s0016.1.p
OG0005455	Sp3g06040.1	Bostr.22252s0324.1.p
OG0005456	Sp7g34440.1	Bostr.7867s1535.1.p
OG0005457	Sp6g36910.1	Bostr.13129s0375.1.p
OG0005458	Sp7g17590.1	Bostr.30275s0365.1.p
OG0005459	Sp1g26120.1	Bostr.15697s0327.1.p
OG0005460	Sp4g02820.1, Sp7g28360.1	Bostr.7867s0900.1.p
OG0005462	Sp2g25770.1	Bostr.0568s0548.1.p
OG0005463	Sp7g37310.1	Bostr.25542s0032.1.p
OG0005464	Sp2g13890.1	Bostr.0556s0093.1.p
OG0005465	Sp5g01390.1	Bostr.13158s0201.1.p
OG0005466	SpUn1454_0010.1	Bostr.8819s0043.1.p
OG0005467	Sp6g00110.1	Bostr.14547s0014.1.p
OG0005468	Sp5g32890.1	Bostr.20129s0209.1.p
OG0005469	Sp2g24540.1	Bostr.26833s0107.1.p
OG0005470	Sp3g17620.1	Bostr.19424s0704.1.p
OG0005472	Sp4g13960.1	Bostr.24513s0071.1.p
OG0005473	Sp6g33110.1, Sp1g28000.1	Bostr.13175s0066.1.p
OG0005474	Sp2g29740.1	Bostr.0568s0114.1.p
OG0005475	Sp1g15090.1	Bostr.7128s0303.1.p
OG0005476	Sp5g20670.1	Bostr.26959s0340.1.p
OG0005479	Sp6g22910.1	Bostr.26527s0045.1.p
OG0005480	Sp7g04690.1	Bostr.9638s0065.1.p
OG0005481	Sp6g23250.1	Bostr.26527s0084.1.p
OG0005482	Sp5g25370.1	Bostr.10273s0330.1.p
OG0005483	Sp1g03270.1	Bostr.26675s0309.1.p
OG0005484	Sp2g29610.1	Bostr.0568s0129.1.p
OG0005485	Sp1g39390.1	Bostr.0124s0073.1.p, Bostr.0124s0072.1.p
OG0005486	Sp7g26870.1	Bostr.7867s0734.1.p
OG0005488	Sp7g31840.1	Bostr.7867s1262.1.p
OG0005489	Sp3g14340.1	Bostr.28625s0092.1.p
OG0005490	Sp6g19650.1	Bostr.26833s0452.1.p
OG0005491	Sp7g19420.1	Bostr.10689s0082.1.p
OG0005492	Sp2g28550.1	Bostr.0568s0241.1.p
OG0005493	Sp7g34190.1	Bostr.7867s1511.1.p
OG0005494	Sp1g22260.1	Bostr.12659s0347.1.p
OG0005495	Sp5g26610.1	Bostr.10273s0203.1.p
OG0005497	Sp2g18420.1	Bostr.5224s0027.1.p
OG0005498	Sp4g12560.1	Bostr.29246s0004.1.p
OG0005499	Sp5g28950.1	Bostr.3288s0019.1.p
OG0005500	Sp3g02290.1	Bostr.19046s0037.1.p
OG0005501	Sp2g01580.1	Bostr.22157s0022.1.p
OG0005502	Sp6g02140.1	Bostr.16335s0031.1.p
OG0005503	Sp5g06150.1	Bostr.20505s0116.1.p
OG0005504	Sp7g26730.1	Bostr.7867s0717.1.p
OG0005505	Sp7g19860.1	Bostr.10689s0130.1.p
OG0005506	Sp6g00840.1	Bostr.10064s0011.1.p
OG0005507	Sp5g33690.1	Bostr.20129s0293.1.p
OG0005508	Sp4g25290.1	Bostr.25993s0459.1.p
OG0005509	Sp4g03970.1	Bostr.0556s0494.1.p
OG0005510	Sp6g34830.1	Bostr.13129s0152.1.p
OG0005511	Sp6g01390.1	Bostr.7365s0009.1.p
OG0005513	Sp5g33250.1	Bostr.20129s0245.1.p
OG0005514	Sp6g21460.1	Bostr.26833s0258.1.p
OG0005515	Sp3g16280.1	Bostr.19424s0851.1.p
OG0005516	Sp4g24960.1	Bostr.25993s0499.1.p
OG0005517	Sp4g18420.1	Bostr.23794s0477.1.p
OG0005518	Sp1g07460.1	Bostr.25219s0064.1.p
OG0005519	Sp6g01140.1	Bostr.7365s0052.1.p
OG0005520	Sp6g20070.1, Sp6g20080.1	Bostr.26833s0413.1.p
OG0005521	Sp7g19230.1	Bostr.10689s0064.1.p
OG0005522	Sp3g06300.1	Bostr.22252s0296.1.p
OG0005523	Sp6g28110.1	Bostr.2902s0336.1.p
OG0005524	Sp7g26260.1	Bostr.7867s0666.1.p
OG0005525	Sp3g33220.1	Bostr.18351s0443.1.p
OG0005526	Sp2g10340.1	Bostr.8819s0060.1.p
OG0005527	Sp1g26730.1	Bostr.15697s0388.1.p
OG0005528	Sp6g40140.1	Bostr.6251s0041.1.p
OG0005529	Sp3g31970.1	Bostr.18351s0318.1.p
OG0005531	Sp2g08100.1	Bostr.3148s0146.1.p
OG0005532	Sp4g20640.1	Bostr.23794s0241.1.p
OG0005533	Sp3g16350.1	Bostr.19424s0842.1.p
OG0005534	Sp1g13690.1	Bostr.7128s0149.1.p
OG0005535	Sp2g14520.1	Bostr.0556s0185.1.p
OG0005536	Sp2g20520.1	Bostr.2570s0193.1.p
OG0005537	Sp1g13260.1	Bostr.0124s0178.1.p
OG0005538	Sp4g18270.1	Bostr.23794s0493.1.p
OG0005539	Sp2g22040.1	Bostr.29827s0259.1.p
OG0005541	Sp4g12540.1	Bostr.29246s0002.1.p
OG0005542	Sp2g24200.1	Bostr.26833s0149.1.p
OG0005543	Sp5g04740.1	Bostr.20903s0049.1.p
OG0005544	Sp3g20500.1	Bostr.19424s0380.1.p
OG0005545	Sp6g18700.1	Bostr.26833s0562.1.p
OG0005546	Sp3g13500.1	Bostr.28625s0192.1.p
OG0005547	Sp5g04690.1	Bostr.20903s0055.1.p
OG0005548	Sp6g27300.1	Bostr.2618s0024.1.p
OG0005549	Sp5g22250.1	Bostr.26959s0176.1.p
OG0005550	Sp7g33560.1	Bostr.7867s1442.1.p
OG0005551	Sp7g29150.1	Bostr.7867s0984.1.p
OG0005552	Sp4g24570.1	Bostr.25993s0538.1.p
OG0005553	Sp5g04120.1	Bostr.20903s0113.1.p
OG0005554	Sp3g20650.1	Bostr.8819s0038.1.p
OG0005555	Sp4g14600.1	Bostr.17402s0001.1.p
OG0005556	Sp6g34060.1	Bostr.4970s0001.1.p, Bostr.13129s0070.1.p
OG0005557	SpUn0030_0080.1, Sp3g31750.1	Bostr.18351s0303.1.p
OG0005558	Sp4g17410.1	Bostr.23794s0584.1.p
OG0005559	Sp4g18300.1	Bostr.23794s0490.1.p
OG0005560	Sp6g23710.1	Bostr.26527s0128.1.p
OG0005561	Sp6g15540.1	Bostr.26833s0941.1.p
OG0005562	Sp4g23490.1	Bostr.9345s0012.1.p
OG0005563	SpUn0014_0100.1, Sp2g06950.1	Bostr.3148s0247.1.p
OG0005564	Sp3g03880.1	Bostr.2570s0182.1.p
OG0005565	Sp6g18050.1	Bostr.26833s0643.1.p
OG0005566	Sp1g33520.1	Bostr.12302s0081.1.p
OG0005567	Sp3g30340.1	Bostr.18351s0165.1.p
OG0005568	Sp2g21340.1	Bostr.29827s0165.1.p
OG0005569	Sp2g16190.1	Bostr.0556s0382.1.p
OG0005570	Sp6g37590.1, SpUn1366_0010.1	Bostr.13129s0441.1.p
OG0005571	Sp1g34510.1, SpUn0102_0010.1	Bostr.15654s0090.1.p
OG0005573	Sp2g12300.1	Bostr.14419s0052.1.p
OG0005574	Sp3g21980.1	Bostr.19424s0204.1.p
OG0005575	Sp6g25080.1	Bostr.26527s0273.1.p
OG0005576	Sp2g14090.1	Bostr.0556s0126.1.p
OG0005577	Sp1g19150.1	Bostr.12659s0012.1.p
OG0005578	Sp2g21830.1	Bostr.29827s0239.1.p
OG0005579	Sp1g12630.1	Bostr.13671s0024.1.p
OG0005580	Sp5g24300.1	Bostr.10273s0447.1.p
OG0005581	Sp5g30550.1	Bostr.3288s0193.1.p
OG0005582	Sp4g12650.1	Bostr.29246s0016.1.p
OG0005583	Sp6g37930.1	Bostr.13129s0474.1.p
OG0005584	Sp7g31940.1	Bostr.7867s1270.1.p
OG0005585	Sp4g26710.1	Bostr.25993s0309.1.p
OG0005586	Sp6g37890.1	Bostr.13129s0470.1.p
OG0005587	Sp3g11470.1	Bostr.3640s0108.1.p
OG0005588	Sp1g31680.1	Bostr.18473s0194.1.p
OG0005589	Sp6g28940.1	Bostr.2902s0247.1.p
OG0005590	Sp6g25770.1	Bostr.26527s0355.1.p
OG0005592	Sp3g14160.1	Bostr.28625s0107.1.p
OG0005593	Sp2g28680.1	Bostr.0568s0229.1.p
OG0005594	Sp6g03960.1	Bostr.2983s0041.1.p
OG0005595	Sp1g18720.1	Bostr.7128s0694.1.p
OG0005596	Sp1g23790.1	Bostr.15697s0083.1.p
OG0005597	Sp2g19580.1	Bostr.15774s0051.1.p
OG0005598	Sp5g02570.1	Bostr.13158s0066.1.p
OG0005599	Sp4g23590.1	Bostr.11568s0053.1.p
OG0005601	Sp2g22340.1	Bostr.29827s0297.1.p
OG0005602	Sp1g36420.1	Bostr.25463s0285.1.p
OG0005603	Sp3g30230.1	Bostr.18351s0151.1.p
OG0005604	Sp6g39820.1	Bostr.2128s0158.1.p
OG0005605	Sp4g17490.1	Bostr.23794s0574.1.p
OG0005606	Sp5g32000.1	Bostr.20129s0126.1.p
OG0005607	Sp1g03960.1	Bostr.27991s0005.1.p
OG0005608	Sp6g24540.1	Bostr.26527s0216.1.p
OG0005609	Sp5g06250.1	Bostr.20505s0127.1.p
OG0005610	Sp2g24700.1, Sp6g35250.1	Bostr.26833s0087.1.p
OG0005611	Sp4g10360.1, Sp4g10280.1	Bostr.27991s0018.1.p
OG0005612	Sp4g18160.1	Bostr.23794s0504.1.p
OG0005613	Sp6g28370.1	Bostr.6279s0001.1.p
OG0005614	Sp4g23960.1	Bostr.11568s0008.1.p
OG0005615	Sp1g09050.1, Sp2g04920.1	Bostr.10040s0284.1.p
OG0005616	Sp1g17240.1	Bostr.7128s0537.1.p
OG0005617	Sp6g40400.1	Bostr.6251s0069.1.p
OG0005619	Sp6g16610.1	Bostr.26833s0803.1.p
OG0005620	Sp6g32430.1	Bostr.23997s0005.1.p
OG0005621	Sp2g27190.1	Bostr.0568s0391.1.p
OG0005622	Sp1g27500.1	Bostr.3359s0174.1.p
OG0005623	Sp4g28560.1	Bostr.15654s0067.1.p, Bostr.25993s0114.1.p
OG0005625	Sp2g23120.1	Bostr.10199s0009.1.p
OG0005626	Sp7g22030.1	Bostr.7867s0213.1.p
OG0005627	Sp3g06110.1	Bostr.22252s0317.1.p
OG0005628	Sp6g26070.1	Bostr.2570s0304.1.p, Bostr.26527s0383.1.p
OG0005629	Sp7g31650.1	Bostr.7867s1240.1.p
OG0005630	Sp5g34350.1	Bostr.20129s0365.1.p
OG0005631	Sp2g25820.1	Bostr.0568s0542.1.p
OG0005632	Sp3g04300.1	Bostr.2570s0135.1.p
OG0005633	Sp7g33000.1	Bostr.7867s1384.1.p
OG0005634	Sp6g12970.1	Bostr.15774s0223.1.p
OG0005635	Sp5g10420.1	Bostr.6864s0063.1.p
OG0005636	Sp6g39970.1	Bostr.6251s0016.1.p
OG0005637	Sp4g26150.1	Bostr.25993s0364.1.p
OG0005638	Sp6g18310.1	Bostr.26833s0609.1.p
OG0005639	Sp2g25190.1	Bostr.26833s0037.1.p, Bostr.2128s0157.1.p
OG0005640	Sp6g31710.1	Bostr.20055s0038.1.p
OG0005641	Sp5g33200.1	Bostr.20129s0240.1.p
OG0005642	Sp4g28550.1	Bostr.25993s0115.1.p
OG0005643	Sp5g14590.1	Bostr.18473s0241.1.p
OG0005644	Sp3g19180.1	Bostr.19424s0536.1.p, Bostr.26833s0628.1.p, Bostr.10273s0367.1.p
OG0005645	Sp7g23640.1	Bostr.7867s0372.1.p
OG0005646	Sp4g12720.1	Bostr.29246s0022.1.p
OG0005648	Sp6g23600.1	Bostr.26527s0118.1.p
OG0005649	Sp2g01170.1, Sp7g11650.1	Bostr.9600s0024.1.p
OG0005650	Sp3g06730.1	Bostr.22252s0247.1.p
OG0005651	Sp3g12200.1	Bostr.28625s0309.1.p
OG0005652	Sp4g12350.1	Bostr.29246s0044.1.p
OG0005653	Sp1g18020.1	Bostr.7128s0629.1.p
OG0005654	Sp7g33670.1	Bostr.7867s1453.1.p
OG0005655	Sp3g04390.1	Bostr.2570s0127.1.p
OG0005656	Sp6g04790.1	Bostr.13404s0019.1.p
OG0005657	Sp5g04970.1	Bostr.20903s0018.1.p, Bostr.24513s0160.1.p, Bostr.13128s0001.1.p
OG0005658	Sp6g26480.1	Bostr.26527s0431.1.p
OG0005659	Sp1g10740.1	Bostr.13671s0253.1.p
OG0005660	Sp4g01510.1	Bostr.19427s0019.1.p
OG0005661	Sp2g25380.1	Bostr.26833s0018.1.p
OG0005662	Sp3g10990.1	Bostr.3640s0058.1.p
OG0005663	Sp3g08100.1	Bostr.22252s0091.1.p
OG0005665	Sp6g15640.1	Bostr.26833s0931.1.p
OG0005666	Sp5g33380.1, SpUn0091_0030.1	Bostr.20129s0260.1.p
OG0005667	Sp4g05820.1, SpUn0059_0010.1	Bostr.26326s0056.1.p
OG0005668	Sp7g29570.1	Bostr.7867s1030.1.p
OG0005669	Sp2g16060.1	Bostr.0556s0365.1.p
OG0005671	Sp6g40630.1	Bostr.6251s0101.1.p
OG0005672	Sp5g23640.1	Bostr.26959s0035.1.p
OG0005673	Sp7g32840.1	Bostr.7867s1366.1.p
OG0005674	Sp1g38890.1	Bostr.0124s0023.1.p
OG0005675	Sp4g20690.1	Bostr.23794s0236.1.p
OG0005676	Sp4g18430.1	Bostr.23794s0476.1.p
OG0005677	Sp5g04000.1	Bostr.24399s0018.1.p, Bostr.0568s0297.1.p
OG0005678	Sp7g32660.1	Bostr.7867s1349.1.p
OG0005679	Sp2g21570.1	Bostr.29827s0201.1.p
OG0005680	Sp2g04700.1, Sp4g27440.1	Bostr.25993s0234.1.p
OG0005681	Sp4g26810.1	Bostr.25993s0298.1.p
OG0005682	Sp7g34330.1	Bostr.7867s1523.1.p
OG0005683	SpUn0912_0010.1	Bostr.7867s1260.1.p
OG0005684	Sp1g11660.1	Bostr.13671s0138.1.p
OG0005685	Sp1g06810.1	Bostr.25219s0130.1.p
OG0005686	Sp2g29310.1	Bostr.0568s0159.1.p
OG0005687	Sp4g19700.1	Bostr.23794s0346.1.p
OG0005688	Sp5g24660.1	Bostr.11793s0079.1.p
OG0005688	Sp5g09210.1	Bostr.25219s0528.1.p
OG0005689	Sp4g13350.1	Bostr.24513s0142.1.p
OG0005690	Sp6g25190.1	Bostr.26527s0286.1.p
OG0005691	Sp3g09720.1	Bostr.19424s1081.1.p
OG0005692	Sp3g14280.1	Bostr.0597s0066.1.p
OG0005693	Sp2g10450.1	Bostr.8819s0081.1.p
OG0005693	Sp6g23990.1	Bostr.30275s0387.1.p
OG0005694	Sp2g15930.1, Sp2g15940.1	Bostr.0556s0351.1.p
OG0005695	Sp3g29620.1, Sp5g23430.1, Sp5g23230.1	Bostr.26959s0075.1.p
OG0005696	Sp2g09100.1	Bostr.3148s0029.1.p
OG0005697	Sp2g24170.1	Bostr.26833s0153.1.p
OG0005698	Sp7g12710.1	Bostr.0597s0072.1.p
OG0005699	Sp7g14730.1	Bostr.30275s0073.1.p
OG0005701	Sp1g34200.1	Bostr.12302s0136.1.p
OG0005702	Sp3g02380.1	Bostr.19046s0003.1.p, Bostr.19046s0001.1.p, Bostr.19046s0049.1.p, Bostr.19046s0051.1.p
OG0005703	Sp4g21140.1, Sp4g21120.1	Bostr.23794s0195.1.p
OG0005704	Sp3g11510.1	Bostr.3640s0111.1.p
OG0005705	SpUn0291_0010.1	Bostr.1040s0003.1.p
OG0005706	Sp6g31010.1	Bostr.2902s0031.1.p
OG0005707	Sp6g26660.1	Bostr.26527s0452.1.p
OG0005708	Sp5g34360.1	Bostr.20129s0366.1.p
OG0005709	Sp7g20490.1	Bostr.7867s0019.1.p
OG0005710	Sp6g32920.1	Bostr.13175s0048.1.p
OG0005711	Sp5g01670.1	Bostr.13158s0175.1.p
OG0005712	Sp7g05270.1, Sp1g30480.1, Sp1g30490.1	Bostr.5022s0126.1.p, Bostr.5022s0103.1.p, Bostr.30057s0040.1.p, Bostr.5022s0094.1.p
OG0005713	Sp3g10070.1	Bostr.19424s1121.1.p
OG0005714	Sp6g40480.1	Bostr.6251s0079.1.p
OG0005715	Sp7g28080.1	Bostr.7867s0872.1.p
OG0005716	Sp1g11040.1	Bostr.13671s0215.1.p
OG0005717	Sp1g13800.1	Bostr.7128s0159.1.p
OG0005720	Sp5g11440.1	Bostr.29044s0003.1.p
OG0005721	Sp2g09560.1, Sp2g09530.1	Bostr.29514s0032.1.p
OG0005722	Sp1g10390.1	Bostr.13671s0286.1.p
OG0005723	Sp5g22950.1, Sp1g15880.1	Bostr.26326s0131.1.p
OG0005723	Sp5g22960.1	Bostr.30057s0032.1.p
OG0005724	Sp2g25980.1	Bostr.0568s0527.1.p
OG0005724	Sp5g13990.1	Bostr.18473s0153.1.p
OG0005726	Sp6g07930.1	Bostr.25463s0351.1.p
OG0005727	Sp7g32910.1	Bostr.7867s1373.1.p
OG0005728	Sp2g25150.1	Bostr.26833s0041.1.p
OG0005729	Sp5g24710.1	Bostr.10273s0406.1.p
OG0005730	Sp3g21280.1	Bostr.19424s0281.1.p
OG0005731	Sp2g21420.1	Bostr.29827s0175.1.p
OG0005739	SpUn0001_0980.1, Sp4g09600.1, Sp7g05770.1	Bostr.15774s0080.1.p, Bostr.26959s0104.1.p
OG0005745	Sp4g29240.1	Bostr.25993s0033.1.p
OG0005746	Sp4g29410.1	Bostr.25993s0010.1.p
OG0005747	Sp3g11050.1	Bostr.3640s0064.1.p
OG0005748	Sp7g20330.1	Bostr.7867s0003.1.p
OG0005749	Sp3g05750.1	Bostr.22252s0358.1.p
OG0005750	Sp6g30210.1	Bostr.2902s0115.1.p, Bostr.1022s0001.1.p
OG0005751	Sp5g10670.1	Bostr.6864s0086.1.p
OG0005752	Sp7g15260.1	Bostr.30275s0122.1.p
OG0005753	Sp6g19690.1	Bostr.26833s0448.1.p
OG0005754	Sp5g14020.1	Bostr.18473s0158.1.p
OG0005755	Sp7g15820.1, Sp7g15850.1	Bostr.7867s0113.1.p
OG0005756	Sp1g26490.1	Bostr.15697s0358.1.p
OG0005757	Sp6g25870.1	Bostr.26527s0367.1.p
OG0005758	Sp1g39620.1	Bostr.0124s0097.1.p
OG0005759	Sp1g03220.1	Bostr.26675s0314.1.p
OG0005760	Sp1g28010.1	Bostr.3359s0064.1.p
OG0005761	Sp5g07890.1	Bostr.0697s0065.1.p
OG0005762	Sp3g22260.1	Bostr.19424s0179.1.p
OG0005763	Sp5g13310.1	Bostr.18473s0082.1.p
OG0005764	Sp2g15270.1	Bostr.0556s0284.1.p, Bostr.0556s0282.1.p
OG0005765	Sp5g29110.1	Bostr.3288s0036.1.p
OG0005765	Sp1g16390.1	Bostr.7128s0448.1.p
OG0005766	Sp5g24820.1	Bostr.10273s0396.1.p
OG0005767	Sp1g34750.1, SpUn0092_0030.1	Bostr.15654s0055.1.p
OG0005768	Sp6g23620.1	Bostr.26527s0120.1.p
OG0005769	Sp5g13340.1	Bostr.18473s0086.1.p
OG0005770	Sp7g15880.1	Bostr.30275s0290.1.p
OG0005771	Sp5g05010.1	Bostr.20903s0012.1.p
OG0005772	Sp4g19140.1	Bostr.23794s0408.1.p
OG0005773	Sp5g01430.1	Bostr.13158s0197.1.p
OG0005774	Sp2g04580.1	Bostr.10040s0219.1.p
OG0005777	Sp1g33460.1	Bostr.12302s0076.1.p
OG0005778	Sp1g27030.1	Bostr.15697s0431.1.p, Bostr.5094s0001.1.p
OG0005779	Sp3g20180.1	Bostr.19424s0416.1.p
OG0005780	Sp6g36090.1	Bostr.13129s0296.1.p
OG0005782	Sp7g22120.1	Bostr.7867s0221.1.p
OG0005783	Sp3g32920.1	Bostr.25889s0001.1.p
OG0005784	Sp6g03140.1	Bostr.2983s0131.1.p
OG0005785	Sp6g33470.1, Sp4g19740.1	Bostr.29808s0002.1.p
OG0005786	Sp1g40730.1, Sp4g13780.1	Bostr.24513s0090.1.p, Bostr.3288s0191.1.p
OG0005788	Sp1g12330.1	Bostr.13671s0058.1.p
OG0005789	Sp2g07060.1	Bostr.23794s0598.1.p
OG0005790	Sp2g29640.1	Bostr.0568s0126.1.p
OG0005791	Sp1g00240.1	Bostr.5325s0127.1.p
OG0005792	Sp4g20900.1	Bostr.18569s0001.1.p
OG0005793	Sp2g00240.1	Bostr.29223s0040.1.p
OG0005794	Sp5g28080.1	Bostr.10273s0044.1.p
OG0005795	Sp4g01800.1	Bostr.19427s0046.1.p
OG0005796	Sp2g20070.1	Bostr.2647s0002.1.p
OG0005797	Sp5g13250.1	Bostr.18473s0075.1.p
OG0005798	Sp3g08350.1	Bostr.22252s0061.1.p
OG0005799	Sp5g00810.1	Bostr.13158s0272.1.p
OG0005800	Sp6g40230.1	Bostr.6251s0051.1.p
OG0005801	Sp5g26800.1, SpUn0095_0030.1	Bostr.10273s0179.1.p
OG0005802	Sp2g11800.1	Bostr.28243s0028.1.p
OG0005803	Sp4g22300.1	Bostr.23794s0066.1.p
OG0005804	Sp3g21480.1	Bostr.19424s0260.1.p
OG0005807	Sp5g26240.1	Bostr.10273s0239.1.p
OG0005808	SpUn0002_0100.1	Bostr.23794s0807.1.p
OG0005809	Sp1g25920.1	Bostr.15697s0301.1.p
OG0005810	Sp7g22770.1	Bostr.7867s0284.1.p
OG0005811	Sp6g25820.1	Bostr.26527s0361.1.p
OG0005812	Sp4g25250.1	Bostr.25993s0463.1.p
OG0005813	Sp1g13200.1	Bostr.0124s0183.1.p
OG0005814	Sp2g29810.1	Bostr.0568s0107.1.p
OG0005815	Sp3g16090.1	Bostr.19424s0873.1.p
OG0005816	Sp1g11060.1	Bostr.13671s0213.1.p
OG0005816	Sp2g01650.1	Bostr.22157s0031.1.p
OG0005817	Sp4g12380.1	Bostr.29246s0042.1.p
OG0005818	Sp7g16060.1	Bostr.30275s0275.1.p
OG0005819	Sp2g25490.1	Bostr.26833s0003.1.p
OG0005820	Sp3g05160.1	Bostr.2570s0036.1.p
OG0005821	Sp5g35600.1	Bostr.20129s0493.1.p
OG0005822	Sp2g02960.1	Bostr.20055s0053.1.p, Bostr.13671s0330.1.p, Bostr.10040s0020.1.p
OG0005823	Sp1g35130.1, Sp7g33250.1	Bostr.15654s0014.1.p
OG0005824	Sp2g25990.1	Bostr.0568s0526.1.p
OG0005825	Sp2g22860.1	Bostr.5763s0069.1.p
OG0005826	Sp6g19310.1	Bostr.26833s0495.1.p
OG0005827	Sp3g06850.1	Bostr.22252s0233.1.p
OG0005828	Sp4g23210.1	Bostr.9345s0043.1.p
OG0005829	Sp5g11140.1	Bostr.6864s0137.1.p
OG0005830	Sp6g18670.1	Bostr.26833s0565.1.p
OG0005831	Sp3g05820.1	Bostr.22252s0351.1.p
OG0005832	Sp3g12070.1	Bostr.28625s0323.1.p
OG0005833	Sp1g08820.1	Bostr.13671s0468.1.p
OG0005834	Sp7g31350.1	Bostr.7867s1211.1.p
OG0005835	Sp2g02970.1	Bostr.10040s0021.1.p
OG0005836	Sp2g28590.1	Bostr.0568s0237.1.p
OG0005837	Sp1g41430.1	Bostr.7128s0018.1.p
OG0005838	Sp7g14190.1	Bostr.30275s0002.1.p
OG0005839	Sp6g39980.1	Bostr.6251s0017.1.p
OG0005840	Sp6g33040.1	Bostr.13175s0059.1.p
OG0005841	Sp5g33750.1, SpUn0074_0060.1	Bostr.20129s0303.1.p
OG0005843	Sp6g36150.1	Bostr.13129s0302.1.p
OG0005844	Sp5g34290.1	Bostr.20129s0359.1.p
OG0005845	Sp5g22670.1	Bostr.26959s0142.1.p
OG0005847	Sp6g40860.1	Bostr.6251s0127.1.p
OG0005848	Sp1g02670.1	Bostr.26675s0391.1.p
OG0005849	Sp3g16500.1	Bostr.19424s0823.1.p
OG0005850	Sp6g33960.1	Bostr.13129s0059.1.p
OG0005851	Sp6g26700.1	Bostr.26527s0459.1.p
OG0005852	Sp6g02000.1	Bostr.26675s0441.1.p, Bostr.16335s0044.1.p
OG0005854	SpUn0788_0010.1	Bostr.0221s0001.1.p
OG0005855	Sp6g27610.1	Bostr.2902s0391.1.p
OG0005856	Sp1g37750.1, Sp1g37350.1	Bostr.26675s0124.1.p
OG0005858	Sp5g01790.1	Bostr.13158s0161.1.p
OG0005859	Sp7g30660.1	Bostr.7867s1140.1.p
OG0005860	Sp5g35210.1	Bostr.20129s0388.1.p, Bostr.26959s0004.1.p
OG0005861	Sp6g17690.1	Bostr.26833s0680.1.p
OG0005862	Sp4g22340.1	Bostr.23794s0061.1.p
OG0005863	Sp5g17230.1	Bostr.0556s0711.1.p
OG0005864	Sp6g32940.1	Bostr.13175s0050.1.p
OG0005865	Sp6g36060.1	Bostr.13129s0292.1.p
OG0005866	Sp2g22470.1	Bostr.5763s0016.1.p
OG0005867	Sp6g19420.1	Bostr.26833s0481.1.p
OG0005868	Sp6g22510.1	Bostr.10199s0156.1.p
OG0005869	Sp2g09680.1	Bostr.29514s0021.1.p
OG0005869	Sp7g18410.1	Bostr.30275s0467.1.p
OG0005870	Sp7g18640.1	Bostr.10689s0006.1.p, Bostr.12659s0234.1.p
OG0005871	Sp3g15740.1	Bostr.19424s0909.1.p
OG0005872	Sp6g34520.1	Bostr.13129s0116.1.p
OG0005873	Sp6g41020.1	Bostr.6251s0144.1.p
OG0005874	Sp6g30090.1	Bostr.2902s0126.1.p
OG0005875	Sp5g32960.1	Bostr.20129s0216.1.p
OG0005875	Sp5g32970.1	Bostr.20129s0217.1.p
OG0005876	Sp7g34170.1	Bostr.7867s1509.1.p
OG0005877	Sp7g30520.1	Bostr.7867s1126.1.p
OG0005878	Sp5g27630.1	Bostr.10273s0095.1.p
OG0005879	Sp7g19310.1	Bostr.10689s0072.1.p
OG0005880	Sp1g12920.1	Bostr.24340s0007.1.p
OG0005881	SpUn0020_0140.1, Sp5g26830.1	Bostr.10273s0175.1.p
OG0005882	Sp7g20480.1	Bostr.7867s0018.1.p
OG0005883	Sp7g15350.1	Bostr.6251s0023.1.p, Bostr.30275s0130.1.p
OG0005884	Sp2g28880.1	Bostr.0568s0206.1.p
OG0005885	Sp6g32490.1	Bostr.13671s0001.1.p, Bostr.13175s0004.1.p
OG0005886	Sp5g12840.1	Bostr.18473s0024.1.p
OG0005887	Sp1g37660.1, Sp7g31780.1	Bostr.7867s1257.1.p
OG0005888	SpUn0226_0010.1, Sp3g22310.1	Bostr.19424s0169.1.p
OG0005889	Sp4g27450.1	Bostr.25993s0233.1.p
OG0005890	Sp5g31550.1	Bostr.20129s0076.1.p
OG0005892	Sp5g23680.1	Bostr.26959s0032.1.p
OG0005894	Sp1g14580.1	Bostr.25463s0149.1.p
