Orthogroup	Thellungiella_parvula	Arabidopsis_thaliana
OG0008199	Sp6g35380.1	AT5G07480
OG0008200	Sp2g16090.1	AT3G26990
OG0008201	Sp7g34480.1	AT4G36820
OG0008202	Sp7g25420.1	AT4G27480
OG0008203	Sp3g17350.1	AT3G19270
OG0008204	Sp2g27860.1	AT5G64790
OG0008205	Sp1g23330.1	AT1G24470
OG0008206	Sp7g30480.1	AT4G32710
OG0008207	SpUn0424_0010.1	AT1G51360
OG0008208	Sp2g25600.1	AT5G62420
OG0008209	Sp2g08320.1, Sp2g08330.1	AT5G43450, AT5G43440
OG0008210	Sp1g22400.1	AT1G26270
OG0008211	Sp7g08050.1	AT5G42390
OG0008212	Sp1g08670.1	AT1G10020
OG0008213	Sp3g31960.1	AT2G18500
OG0008214	Sp4g26080.1	AT2G43990
OG0008215	Sp7g21100.1	AT4G23010
OG0008216	Sp3g16130.1	AT3G18020
OG0008218	Sp7g32140.1	AT4G34350
OG0008219	Sp1g25880.1	AT1G30000
OG0008220	Sp3g01360.1	AT3G02300
OG0008221	Sp6g15430.1	AT5G53280
OG0008222	Sp2g08650.1	AT5G43850
OG0008223	Sp1g04420.1	AT1G05577
OG0008224	Sp6g06750.1	AT4G10750
OG0008225	Sp6g26810.1	AT5G17410
OG0008227	Sp7g00390.1	AT5G41680
OG0008228	Sp1g25110.1	AT1G29195
OG0008229	Sp5g23180.1	AT1G68180
OG0008230	Sp2g05480.1	AT1G58100
OG0008231	Sp2g19330.1	AT5G48950
OG0008232	Sp7g22840.1, Sp7g22835.1, Sp7g22850.1	AT1G62130, AT4G24860
OG0008233	Sp7g01810.1, SpUN0485_0010.1	AT5G39940
OG0008234	Sp2g18010.1	AT3G29575
OG0008235	Sp7g34200.1	AT4G36550
OG0008236	Sp1g11780.1	AT1G13270
OG0008238	Sp3g02260.1	AT3G03220
OG0008239	Sp6g30200.1	AT5G13820
OG0008240	Sp6g26090.1	AT5G18230
OG0008241	Sp3g33620.1	AT2G20370
OG0008242	Sp1g16060.1	AT1G18030
OG0008243	Sp6g19450.1	AT5G57770
OG0008244	Sp6g18120.1	AT5G56270
OG0008245	Sp2g20210.1	AT5G28300
OG0008246	Sp3g03010.1	AT3G04030
OG0008247	Sp5g04510.1	AT3G58230
OG0008248	Sp3g11010.1	AT3G12870
OG0008249	Sp1g12230.1	AT1G13680
OG0008250	Sp1g29590.1	AT1G34370
OG0008251	Sp2g15870.1	AT3G26744
OG0008252	Sp5g15430.1	AT3G46200
OG0008254	Sp6g18350.1	AT5G56550
OG0008255	Sp6g19700.1	AT5G58020
OG0008256	Sp6g34600.1	AT5G08340
OG0008257	Sp2g13510.1	AT2G02090
OG0008259	Sp6g18270.1	AT5G56460
OG0008260	Sp1g01480.1	AT1G02400
OG0008261	Sp2g15330.1	AT3G26120
OG0008262	Sp4g15310.1	AT2G32950
OG0008263	Sp4g20850.1	AT2G38510
OG0008264	Sp2g23180.1	AT5G24130
OG0008265	Sp2g17850.1	AT3G29270
OG0008266	Sp3g03520.1	AT3G04670
OG0008267	Sp3g13630.1	AT3G15380
OG0008268	Sp5g01180.1	AT3G62200
OG0008270	Sp6g23660.1	AT5G20870
OG0008271	Sp4g11250.1	AT2G28430
OG0008272	Sp6g24440.1	AT5G19940
OG0008273	Sp4g28590.1	AT2G46540
OG0008274	Sp5g01200.1	AT3G62180
OG0008275	Sp3g31290.1	AT2G17840
OG0008277	Sp7g11330.1	AT4G13620
OG0008278	Sp3g11700.1	AT3G13490
OG0008279	Sp2g26340.1	AT5G63220
OG0008280	Sp5g14250.1	AT3G47670
OG0008281	Sp4g25460.1	AT2G43360
OG0008282	Sp2g25970.1	AT5G62820
OG0008283	SpUn0029_0030.1, SpUn0026_0070.1, Sp2g07000.1, SpUn0022_0010.1	AT5G42620
OG0008284	Sp5g33720.1	AT1G78630
OG0008285	Sp4g21330.1	AT2G38960
OG0008286	Sp5g11210.1	AT3G51000
OG0008287	Sp3g20670.1	AT3G22980
OG0008288	Sp5g31770.1	AT1G76600
OG0008289	Sp5g02730.1	AT3G60490
OG0008290	Sp4g28450.1	AT2G46430
OG0008291	Sp1g24260.1	AT1G28080
OG0008292	Sp1g26280.1	AT1G30460
OG0008293	Sp1g10300.1	AT1G11690
OG0008294	Sp3g32630.1	AT2G19270
OG0008295	Sp1g04940.1	AT1G06140
OG0008296	Sp5g23250.1	AT1G68230
OG0008297	Sp6g30160.1	AT5G13840
OG0008298	Sp5g00620.1	AT3G62900
OG0008299	Sp3g06580.1	AT3G07640
OG0008301	Sp7g32000.1	AT3G57230
OG0008302	Sp6g19290.1	AT5G57590
OG0008303	Sp7g17970.1	AT4G19360
OG0008305	Sp3g20740.1, Sp3g20730.1	AT3G23060
OG0008306	Sp5g05510.1	AT3G57070
OG0008307	Sp2g29960.1	AT5G66740
OG0008308	Sp6g26410.1	AT5G17840
OG0008309	Sp5g26690.1	AT1G71691
OG0008310	Sp6g33760.1, Sp6g13930.1	AT5G09620
OG0008311	Sp6g24790.1	AT5G19600
OG0008312	Sp7g21780.1	AT4G23820
OG0008313	Sp6g32120.1	AT5G11480
OG0008314	Sp3g20040.1	AT3G22250
OG0008316	Sp4g23700.1	AT2G41430
OG0008317	Sp6g21300.1	AT5G59610
OG0008318	Sp3g19580.1	AT3G21550
OG0008319	Sp2g11120.1	AT5G46250
OG0008320	Sp4g18750.1	AT2G36450
OG0008321	Sp2g04730.1	AT1G59840
OG0008322	Sp1g25320.1	AT1G29380
OG0008323	Sp2g04800.1	AT1G59740
OG0008324	Sp1g21850.1	AT1G26930
OG0008325	Sp2g18340.1	AT5G47840
OG0008326	Sp7g34360.1	AT4G36700
OG0008327	Sp2g10970.1	AT5G46110
OG0008328	Sp1g36130.1	AT1G49245
OG0008329	Sp6g26400.1	AT5G17850
OG0008330	Sp2g16330.1	AT3G27200
OG0008331	Sp5g25940.1	AT1G70760
OG0008332	Sp6g18640.1	AT5G56940
OG0008333	Sp7g36830.1	AT4G39010
OG0008334	Sp1g04970.1	AT1G06160
OG0008335	Sp7g01680.1	AT5G40260
OG0008336	Sp3g10280.1	AT3G12050
OG0008337	Sp1g10120.1	AT1G11490
OG0008338	Sp2g17540.1	AT3G28917
OG0008339	Sp4g27270.1, SpUn0031_0050.1	AT2G45240
OG0008340	Sp4g27770.1	AT2G45720
OG0008341	Sp1g11400.1	AT1G12830
OG0008342	Sp6g15240.1	AT5G53070
OG0008343	Sp6g09330.1	AT4G08540
OG0008344	Sp2g27360.1	AT5G64300
OG0008345	Sp4g30080.1	AT2G48130
OG0008346	Sp7g30060.1	AT4G32295
OG0008347	Sp5g00350.1	AT3G63180
OG0008348	Sp7g28610.1	AT4G30700
OG0008349	Sp3g31640.1	AT2G18230
OG0008351	Sp7g12050.1	AT3G46100, AT5G03406
OG0008352	Sp4g05290.1	AT2G25680
OG0008353	Sp3g16030.1	AT3G17910
OG0008354	Sp4g29700.1	AT2G47770
OG0008355	Sp2g27510.1	AT5G64420
OG0008356	Sp4g00990.1	AT2G21900
OG0008357	Sp7g17390.1	AT4G18650
OG0008358	Sp5g13230.1	AT3G48800
OG0008359	Sp7g32570.1	AT4G34800
OG0008360	Sp4g12660.1	AT2G30100
OG0008361	Sp3g15400.1	AT3G17205
OG0008362	Sp1g18950.1	AT1G21400, AT5G34780
OG0008363	Sp3g32670.1	AT3G28430
OG0008364	Sp1g26820.1	AT1G30960
OG0008365	Sp6g40060.1	AT3G45100
OG0008366	Sp2g04320.1	AT1G60440
OG0008367	Sp5g26480.1	AT1G71310
OG0008368	Sp1g30390.1	AT1G35680
OG0008369	Sp7g30840.1	AT4G33090
OG0008370	Sp6g19060.1	AT5G57340
OG0008371	Sp7g31740.1	AT4G34000
OG0008372	Sp5g27330.1	AT1G72240
OG0008373	Sp7g29640.1	AT4G31830
OG0008374	Sp4g23500.1	AT2G41200
OG0008375	Sp2g21480.1	AT5G26330
OG0008376	Sp1g03670.1	AT1G04830
OG0008377	Sp4g27120.1	AT2G45060
OG0008378	Sp3g07370.1	AT3G08950
OG0008379	Sp1g12490.1	AT1G14150
OG0008380	Sp4g00610.1	AT2G21440
OG0008381	Sp7g05490.1	AT5G37010
OG0008382	Sp7g19720.1	AT4G21580
OG0008383	Sp1g19810.1	AT1G22310
OG0008384	Sp4g01300.1	AT2G22250
OG0008385	Sp7g28220.1	AT4G30350
OG0008386	Sp6g00740.1	AT4G00752
OG0008387	Sp4g27460.1	AT2G45430
OG0008388	Sp6g17090.1	AT5G55140
OG0008389	Sp7g14910.1	AT4G16390
OG0008390	Sp2g15140.1	AT3G25900
OG0008391	Sp1g16580.1	AT1G18610
OG0008392	Sp3g33790.1	AT2G20570
OG0008393	Sp7g27060.1	AT4G29140
OG0008394	Sp2g21860.1	AT5G25760
OG0008395	Sp7g08470.1	AT5G42210
OG0008396	Sp1g02620.1	AT1G03760
OG0008397	Sp3g17090.1	AT3G18990
OG0008398	Sp5g12820.1	AT3G49260
OG0008399	Sp6g29770.1	AT5G14260
OG0008400	Sp5g11560.1	AT3G50660
OG0008401	Sp1g41630.1	AT1G56020
OG0008402	Sp6g21840.1	AT5G60210
OG0008403	Sp6g40430.1	AT5G02010
OG0008404	Sp3g20070.1	AT3G22275
OG0008405	Sp6g25900.1	AT5G18420
OG0008406	Sp2g26510.1	AT5G63420
OG0008408	Sp6g25380.1	AT5G19010
OG0008409	Sp5g05880.1	AT3G56690
OG0008410	Sp4g29490.1	AT2G47550
OG0008411	Sp3g12370.1	AT3G14110
OG0008412	Sp3g13840.1	AT3G15550
OG0008413	Sp6g19850.1	AT5G58190
OG0008414	Sp6g24570.1	AT5G19840
OG0008415	Sp5g13880.1	AT3G48160
OG0008416	Sp6g00300.1	AT4G31010
OG0008417	Sp2g10280.1	AT5G45330
OG0008418	Sp1g02510.1	AT1G03600
OG0008419	Sp6g25340.1	AT5G19040
OG0008420	Sp6g19780.1	AT5G58090
OG0008421	Sp5g26450.1	AT1G71250
OG0008422	Sp3g10750.1	AT3G12610
OG0008423	Sp3g16800.1	AT3G18760
OG0008424	Sp1g20100.1	AT1G22610
OG0008426	Sp3g06060.1	AT3G07120
OG0008427	Sp1g27450.1	AT1G31770
OG0008428	Sp3g07800.1	AT3G09430
OG0008429	Sp1g23340.1	AT1G24460
OG0008430	Sp6g33560.1	AT5G09850
OG0008431	Sp2g12550.1	AT2G01080
OG0008432	Sp2g07370.1	AT5G42750
OG0008433	Sp1g11870.1	AT1G13380
OG0008434	Sp1g05360.1	AT1G06620
OG0008435	Sp1g40280.1	AT1G53760
OG0008436	Sp7g22980.1	AT4G24990
OG0008437	Sp4g28360.1	AT2G46320
OG0008438	Sp2g10500.1	AT5G45610
OG0008439	Sp5g11200.1	AT3G51010
OG0008440	Sp7g18560.1	AT4G20130
OG0008441	Sp2g15030.1	AT3G25790
OG0008442	Sp2g01460.1	AT1G63120
OG0008443	Sp7g24310.1	AT4G26410
OG0008444	Sp7g27240.1	AT4G29360
OG0008445	Sp1g24770.1	AT1G28520
OG0008446	Sp2g00530.1	AT1G64200
OG0008447	Sp6g34710.1	AT5G08240
OG0008448	Sp7g22160.1	AT4G24190
OG0008449	Sp6g28130.1	AT5G16000
OG0008450	SpUn0356_0010.1, SpUn0419_0020.1, SpUn1104_0010.1	AT5G39790
OG0008451	Sp1g22780.1	AT1G25425
OG0008452	Sp2g18740.1	AT5G48385
OG0008453	Sp7g24200.1	AT4G26200
OG0008454	Sp5g07770.1	AT3G54680
OG0008455	Sp2g25300.1	AT5G62130
OG0008456	Sp6g19910.1	AT5G58250
OG0008457	Sp4g13370.1	AT2G30900
OG0008458	Sp1g18470.1	AT1G20770
OG0008459	Sp7g16390.1	AT4G17720
OG0008460	Sp6g03820.1	AT4G05170
OG0008461	Sp7g33320.1	AT4G35540
OG0008462	Sp6g38080.1	AT5G04740
OG0008463	Sp5g28860.1	AT1G73680
OG0008464	Sp5g30360.1	AT1G75200
OG0008465	Sp6g21940.1	AT5G60335
OG0008466	Sp4g19930.1	AT2G37580
OG0008467	Sp2g02900.1	AT1G61660
OG0008468	Sp5g09360.1	AT3G52960
OG0008469	Sp1g00120.1	AT1G02140
OG0008470	Sp2g03470.1	AT1G61050
OG0008471	Sp4g13390.1	AT2G30920
OG0008472	Sp3g17540.1	AT3G19490
OG0008473	Sp7g19990.1	AT4G21820
OG0008474	Sp1g22550.1	AT1G26120
OG0008475	Sp3g18910.1	AT3G20880
OG0008476	Sp4g15350.1	AT2G32990
OG0008477	Sp1g09710.1	AT1G11020
OG0008478	Sp4g21570.1, SpUn0018_0100.1	AT2G39260
OG0008479	Sp1g26080.1	AT1G30240
OG0008480	Sp2g27580.1	AT5G64500
OG0008481	Sp1g07420.1	AT1G08780
OG0008482	Sp6g25890.1	AT5G18430
OG0008483	Sp6g14150.1	AT5G51890
OG0008484	Sp1g07320.1	AT1G08660
OG0008485	Sp5g09100.1	AT3G53235
OG0008486	Sp1g06690.1, Sp1g06680.1	AT1G08050
OG0008487	Sp6g05250.1	AT4G12340
OG0008488	Sp5g30050.1	AT1G74910
OG0008489	Sp3g06620.1	AT3G07680
OG0008490	SpUn0001_0240.1, SpUn0001_0260.1, Sp3g21750.1	AT3G24200
OG0008491	Sp3g06030.1	AT3G07090
OG0008492	Sp1g00940.1	AT5G06420, AT1G01350
OG0008493	Sp5g35010.1	AT1G80750
OG0008494	Sp2g24050.1	AT5G23070
OG0008495	Sp1g35610.1	AT1G48635
OG0008496	Sp5g02580.1	AT3G60660
OG0008497	Sp2g01490.1	AT1G63100
OG0008498	Sp5g32390.1	AT1G77220
OG0008499	Sp2g20320.1	AT5G27990
OG0008500	Sp7g01920.1	AT2G04700
OG0008501	Sp5g33350.1	AT1G78210
OG0008502	Sp1g01990.1	AT1G03000
OG0008503	Sp7g04060.1	AT5G37950, AT5G38010, AT5G38040
OG0008504	Sp6g33900.1	AT5G09430
OG0008505	Sp3g19680.1	AT3G21670
OG0008506	Sp1g08360.1	AT1G09770
OG0008507	Sp6g39370.1	AT5G03370
OG0008508	Sp7g30030.1	AT4G32280
OG0008509	Sp6g24260.1	AT5G20150
OG0008510	Sp1g33770.1	AT1G44900
OG0008511	Sp2g17880.1	AT3G29280
OG0008512	Sp5g31780.1	AT1G76620
OG0008513	Sp6g28070.1	AT5G16060
OG0008514	Sp4g20650.1	AT2G38320
OG0008515	Sp4g08760.1	AT2G26730
OG0008516	Sp5g13940.1	AT3G48070
OG0008517	Sp2g12400.1	AT5G47690
OG0008518	Sp7g34890.1	AT4G36880
OG0008520	Sp3g09690.1	AT3G11460
OG0008521	Sp3g32810.1	AT2G19430
OG0008522	Sp5g27540.1	AT1G72460
OG0008523	Sp5g01380.1, Sp7g04840.1	AT3G61970
OG0008524	Sp7g36010.1	AT4G39880
OG0008525	Sp6g32950.1	AT5G10480
OG0008526	Sp3g33150.1	AT2G19800
OG0008527	Sp7g37440.1	AT2G45250, AT4G38280
OG0008528	Sp3g06160.1	AT3G07210
OG0008529	Sp1g32720.1	AT1G43700
OG0008530	Sp3g10610.1	AT3G12480
OG0008531	Sp4g23570.1	AT2G41250
OG0008532	Sp7g15240.1	AT4G16620
OG0008533	Sp2g14260.1	AT3G11810, AT2G03330
OG0008535	Sp1g21840.1	AT1G26940
OG0008536	Sp5g13560.1	AT3G48470
OG0008537	Sp6g40380.1	AT5G02050
OG0008538	Sp2g14620.1	AT2G03800
OG0008539	Sp1g28570.1	AT1G32330
OG0008540	Sp3g23140.1	AT2G04240
OG0008541	Sp2g26190.1	AT5G63060
OG0008542	Sp5g00270.1	AT3G63260
OG0008543	Sp1g08290.1	AT1G09700
OG0008544	Sp6g29320.1	AT5G14720
OG0008545	Sp2g20060.1	AT5G28750
OG0008546	Sp7g17600.1	AT4G18890
OG0008547	Sp7g29010.1	AT4G31130
OG0008548	SpUn0576_0010.1	AT4G26055
OG0008548	Sp6g18800.1	AT5G57080
OG0008549	Sp6g36570.1	AT5G06280
OG0008550	Sp2g13800.1	AT2G02570
OG0008551	Sp3g18100.1	AT3G20070
OG0008552	Sp7g10860.1	AT4G13270
OG0008553	Sp6g37470.1	AT5G05360
OG0008554	Sp7g14630.1	AT4G16144
OG0008555	Sp2g15150.1	AT3G25910
OG0008556	Sp6g00150.1	AT4G00090
OG0008557	Sp5g11120.1	AT3G51090
OG0008558	Sp3g32710.1	AT2G48020
OG0008559	Sp1g27520.1	AT1G31817
OG0008560	Sp5g32510.1	AT1G77330
OG0008561	Sp5g00430.1	AT3G63110
OG0008562	Sp6g14360.1, SpUn0060_0050.1	AT5G52110
OG0008563	Sp3g29330.1	AT2G16060
OG0008564	Sp5g26370.1	AT1G71210
OG0008566	Sp5g02120.1	AT3G61250
OG0008567	Sp3g23330.1	AT2G04550
OG0008568	Sp4g19990.1	AT2G37630
OG0008570	Sp5g29850.1	AT1G74730
OG0008571	Sp7g18780.1	AT4G20420
OG0008572	Sp5g23080.1	AT1G68080
OG0008573	Sp5g04570.1	AT3G58150
OG0008574	Sp1g22630.1	AT1G25580
OG0008575	Sp3g16020.1	AT3G17900
OG0008576	Sp6g32700.1, Sp2g22480.1	AT5G10750
OG0008577	Sp7g15110.1	AT4G16535
OG0008578	Sp3g15910.1	AT3G17790
OG0008579	Sp1g22830.1	AT1G25390
OG0008580	Sp6g27470.1	AT5G16690
OG0008581	Sp6g27550.1	AT5G16620
OG0008582	Sp4g10750.1	AT2G27930
OG0008583	Sp5g02300.1	AT3G61060
OG0008584	Sp1g38660.1	AT1G52080
OG0008585	Sp1g09900.1	AT1G11240
OG0008586	Sp6g19160.1	AT5G57450
OG0008587	Sp7g16300.1	AT4G17800
OG0008588	Sp3g08410.1	AT3G10130
OG0008589	Sp7g01390.1	AT5G40490
OG0008590	Sp4g05300.1	AT2G25690
OG0008591	Sp6g13630.1	AT5G51460
OG0008592	Sp7g32610.1	AT4G34840
OG0008593	Sp6g24320.1	AT5G20090
OG0008594	Sp1g10100.1	AT1G11480
OG0008595	Sp2g27460.1	AT5G64370
OG0008596	Sp4g11170.1	AT2G28370
OG0008598	Sp5g35120.1	AT1G80640
OG0008599	Sp6g00490.1	AT4G00450
OG0008600	Sp2g00130.1	AT1G64600
OG0008601	Sp3g02790.1	AT3G03810
OG0008602	Sp3g30730.1	AT2G17410
OG0008603	Sp1g00980.1	AT1G01310
OG0008604	Sp6g09550.1, Sp2g19950.1	AT5G30490
OG0008605	Sp7g35270.1	AT4G37610
OG0008606	Sp7g01010.1	AT5G40940
OG0008607	Sp7g18620.1	AT4G20260
OG0008608	Sp4g14140.1	AT2G31800
OG0008609	Sp4g11000.1	AT2G28190
OG0008610	Sp3g12150.1	AT3G13910
OG0008611	Sp4g10250.1	AT2G27460
OG0008612	Sp6g31100.1	AT5G12850
OG0008613	Sp4g16200.1	AT2G33810
OG0008614	Sp5g30820.1	AT1G75710
OG0008615	Sp7g09420.1	AT4G12800
OG0008616	Sp6g27780.1	AT5G16390
OG0008617	Sp3g15700.1	AT1G48325
OG0008618	Sp5g28630.1	AT1G73430
OG0008619	Sp3g07570.1	AT3G09150
OG0008620	Sp1g25870.1	AT1G29990
OG0008621	Sp1g23050.1	AT1G25240
OG0008622	Sp2g11610.1	AT5G46795
OG0008623	Sp3g33600.1	AT2G20360
OG0008624	Sp1g08840.1	AT5G35360
OG0008625	Sp6g14260.1	AT5G52020
OG0008626	Sp4g27970.1	AT2G45900
OG0008627	Sp5g06750.1	AT3G55720
OG0008628	Sp3g00970.1	AT3G01150
OG0008629	Sp3g11350.1	AT3G13175
OG0008630	Sp3g18400.1	AT3G20390
OG0008631	Sp3g00950.1	AT3G01170
OG0008632	Sp6g13150.1	AT5G50990
OG0008633	Sp4g12580.1	AT2G30010
OG0008634	Sp6g24200.1	AT5G20200
OG0008635	Sp5g24930.1	AT1G69810
OG0008636	Sp4g17900.1	AT2G35650
OG0008637	Sp3g33850.1, Sp7g06030.1	AT5G36160
OG0008638	Sp5g06930.1	AT3G55550
OG0008639	Sp6g28470.1	AT5G15640
OG0008640	Sp2g04810.1	AT1G59730
OG0008641	Sp2g13100.1	AT2G01650
OG0008642	Sp2g09650.1	AT5G44800
OG0008643	Sp3g05000.1	AT3G06050
OG0008644	Sp6g24340.1	AT5G20070
OG0008645	Sp5g00390.1	AT3G63140
OG0008646	Sp4g17510.1	AT2G35300
OG0008647	Sp6g38850.1	AT5G03880
OG0008648	Sp2g09430.1	AT5G44610
OG0008649	Sp5g30500.1	AT1G75360
OG0008650	Sp7g27510.1	AT4G29735
OG0008651	Sp6g22160.1	AT5G60590
OG0008652	Sp7g26220.1	AT4G28260
OG0008654	Sp5g23160.1	AT1G68160
OG0008656	Sp6g39600.1	AT5G03110
OG0008657	Sp1g15860.1	AT2G16575, AT1G17780
OG0008658	Sp7g33240.1	AT4G35470
OG0008659	Sp4g24080.1	AT2G41820
OG0008660	Sp4g21100.1	AT2G38740
OG0008661	Sp4g18490.1	AT2G36270
OG0008662	Sp7g05120.1	AT5G40520
OG0008663	Sp6g35360.1	AT5G07500
OG0008664	Sp7g14220.1	AT5G49555
OG0008666	Sp3g09600.1	AT3G11340
OG0008667	Sp3g06560.1	AT3G07620
OG0008668	Sp3g11420.1	AT3G13227
OG0008669	Sp1g23180.1	AT1G24590
OG0008670	Sp5g04180.1	AT3G58670
OG0008671	Sp3g21860.1	AT3G24080
OG0008672	Sp6g22930.1	AT5G22310
OG0008673	Sp2g23200.1	AT5G24110
OG0008674	Sp1g07950.1	AT1G09340
OG0008675	Sp6g04240.1	AT4G04640
OG0008676	Sp6g03260.1	AT4G03220
OG0008677	Sp7g17840.1	AT4G19140
OG0008680	Sp5g08970.1	AT3G53380
OG0008681	Sp2g07380.1	AT1G64770
OG0008682	Sp6g15360.1	AT5G53180
OG0008683	Sp6g02950.1	AT4G02920
OG0008684	Sp2g28080.1	AT5G65000
OG0008685	Sp6g00280.1	AT4G00220
OG0008686	Sp1g01500.1	AT1G02410
OG0008687	Sp2g12770.1	AT2G01320
OG0008688	Sp1g02100.1	AT1G03100
OG0008689	Sp5g10730.1	AT3G51510
OG0008690	Sp4g05990.1	AT2G26110
OG0008691	Sp3g07500.1	AT3G09050
OG0008692	Sp2g30180.1	AT5G66540
OG0008693	Sp2g13960.1	AT2G02880
OG0008694	Sp5g05970.1	AT3G56590
OG0008695	Sp5g08940.1	AT3G53400
OG0008696	Sp5g10130.1	AT3G52150
OG0008697	Sp6g17200.1	AT5G55280
OG0008699	Sp7g27093.1	AT4G29170
OG0008700	Sp6g35980.1	AT5G06900
OG0008701	Sp6g34410.1	AT5G08490
OG0008702	Sp6g12990.1	AT5G50850
OG0008703	Sp5g01420.1	AT3G61930
OG0008704	Sp6g25040.1	AT5G19370
OG0008705	Sp6g12700.1	AT5G50630, AT5G50520
OG0008706	Sp7g28920.1	AT4G31040
OG0008707	Sp4g20660.1	AT2G38330
OG0008708	Sp5g06080.1	AT3G56460
OG0008709	Sp3g16630.1	AT3G18550
OG0008710	Sp6g36100.1	AT5G06750
OG0008711	Sp7g31690.1	AT4G33950
OG0008712	Sp3g31660.1	AT2G18245
OG0008713	Sp7g10710.1	AT4G13220
OG0008714	Sp2g05910.1, SpUn0028_0030.1	AT1G57600
OG0008715	Sp6g36290.1	AT5G06570
OG0008716	Sp2g03200.1	AT1G61260
OG0008717	Sp4g27090.1	AT2G45030, AT1G45332
OG0008718	Sp6g07560.1	AT1G30910
OG0008719	Sp2g07050.1	AT2G34980
OG0008720	Sp1g16820.1	AT1G18840
OG0008721	Sp5g33050.1	AT1G77885
OG0008722	Sp6g12540.1, SpUn0015_0100.1	AT5G50390
OG0008723	Sp2g22600.1	AT5G24850
OG0008724	Sp5g00920.1	AT3G62580
OG0008725	Sp5g08190.1	AT3G54210
OG0008726	Sp3g04790.1, Sp3g04830.1	AT3G05900
OG0008727	Sp2g18960.1	AT5G43490, AT5G48610
OG0008728	Sp7g17850.1	AT4G19150
OG0008729	Sp6g33800.1	AT5G09550
OG0008730	Sp2g27730.1	AT5G64670
OG0008731	Sp1g01540.1	AT1G02470
OG0008733	Sp5g24950.1	AT1G69840
OG0008734	Sp1g05210.1	AT1G06450
OG0008735	Sp5g32630.1	AT1G77470
OG0008736	Sp2g29380.1	AT5G67280
OG0008737	Sp1g07200.1	AT1G08540
OG0008738	Sp4g16080.1	AT2G33735
OG0008739	Sp6g37070.1	AT5G05830
OG0008740	Sp1g41870.1	AT1G54330
OG0008741	Sp6g03210.1	AT4G03180
OG0008742	Sp6g27260.1	AT5G16860
OG0008743	Sp5g02020.1	AT3G61380
OG0008744	Sp4g11340.1	AT2G28510
OG0008745	Sp6g35410.1	AT5G07460
OG0008746	SpUn0010_0010.1, Sp7g00540.1	AT5G41410
OG0008747	Sp4g03180.1, Sp2g15010.1	AT1G28430
OG0008748	Sp5g27000.1	AT1G71930
OG0008749	Sp1g09280.1	AT1G10600
OG0008750	Sp1g25750.1	AT1G29860
OG0008751	Sp1g33540.1	AT1G44446
OG0008752	Sp1g38250.1	AT1G51610
OG0008753	Sp3g06020.1	AT3G07080
OG0008754	Sp5g32370.1	AT1G77200
OG0008755	Sp2g30330.1	AT5G66290
OG0008756	SpUn0581_0010.1, SpUn0786_0010.1, SpUn1305_0010.1, SpUn0413_0010.1	AT4G16260
OG0008757	Sp7g28800.1	AT4G30930
OG0008758	Sp1g29270.1	AT1G34010
OG0008759	Sp7g23210.1	AT4G25190
OG0008760	Sp2g22930.1	AT5G24400
OG0008761	Sp3g03580.1	AT3G04730
OG0008762	Sp5g13260.1	AT3G48750
OG0008763	Sp3g17600.1	AT3G19550
OG0008764	Sp5g04080.1	AT3G58760
OG0008765	Sp7g35460.1	AT4G37810
OG0008766	Sp2g21020.1	AT5G27920
OG0008767	Sp2g18150.1	AT3G30340
OG0008768	SpUn0165_0020.1	AT2G39430
OG0008769	Sp4g03570.1	AT2G24580
OG0008770	Sp5g08600.1	AT3G53780
OG0008771	Sp6g38010.1	AT5G04820
OG0008772	Sp7g26480.1	AT4G28500
OG0008773	Sp1g37960.1	AT1G51220
OG0008774	Sp5g32470.1	AT1G77300
OG0008775	Sp3g21320.1	AT3G23630
OG0008776	Sp5g06170.1	AT3G56330
OG0008777	Sp4g24540.1	AT2G42390
OG0008778	Sp7g24020.1	AT4G26000
OG0008779	Sp7g17140.1	AT4G17050
OG0008780	Sp2g01260.1	AT1G63260
OG0008781	Sp3g08280.1	AT3G09925
OG0008782	Sp7g32290.1	AT4G34500
OG0008783	Sp1g14710.1	AT1G16540
OG0008784	Sp6g40080.1, Sp3g31860.1	AT5G02400
OG0008785	Sp1g17410.1	AT1G19540
OG0008787	Sp4g02990.1	AT2G24090
OG0008788	Sp6g23120.1	AT5G22070
OG0008789	Sp4g28220.1	AT2G46160
OG0008790	Sp5g11430.1	AT3G50790
OG0008791	Sp6g25330.1	AT5G19050
OG0008792	Sp3g10870.1	AT3G12710
OG0008794	Sp6g23270.1	AT5G21920
OG0008795	Sp2g08480.1	AT5G43680
OG0008796	Sp5g30420.1	AT1G75260
OG0008797	Sp5g35860.1	AT1G79910
OG0008798	Sp6g30790.1	AT5G13190
OG0008799	Sp7g24850.1	AT4G26900
OG0008800	Sp7g33790.1	AT4G36010
OG0008801	Sp4g24690.1	AT2G42560
OG0008802	Sp5g32020.1	AT1G76900
OG0008803	Sp6g20370.1	AT5G58670
OG0008804	Sp6g25020.1	AT5G19390
OG0008805	Sp7g18480.1	AT4G20020
OG0008806	Sp1g06750.1	AT1G08110
OG0008807	Sp7g02590.1	AT5G39380
OG0008808	Sp4g11230.1	AT2G28410
OG0008809	Sp5g11860.1	AT3G50330
OG0008810	Sp3g02960.1	AT3G03990
OG0008811	Sp2g14080.1	AT2G03090
OG0008812	Sp6g28210.1	AT5G15900
