Orthogroup	Thellungiella_parvula	Aethionema_arabicum
OG0007786	Sp7g15310.1	AA90G00061
OG0007787	Sp6g26530.1	AA40G00338
OG0007788	Sp4g29200.1	AA21G00448
OG0007789	Sp1g26750.1	AA18G00144, AA30G00055
OG0007791	Sp6g15870.1	AA11G00046
OG0007792	Sp3g15420.1	AA26G00405
OG0007793	Sp1g33700.1	AA54G00056
OG0007794	Sp2g24240.1	AA5G00187
OG0007795	Sp7g33470.1	AA30G00095
OG0007796	Sp1g40610.1	AA15G00170
OG0007798	Sp3g07480.1	AA148G00009, AA93G00085
OG0007799	Sp3g29010.1	AA123G00064
OG0007800	Sp4g28260.1	AA21G00356
OG0007801	Sp4g25010.1	AA61G00302, AA21G00075
OG0007802	Sp6g24180.1	AA8G00135
OG0007803	Sp6g18690.1	AA44G00689
OG0007804	Sp6g15190.1	AA11G00142
OG0007805	Sp2g25460.1	AA5G00085
OG0007806	SpUn0024_0080.1, Sp1g04060.1	AA19G00025
OG0007808	Sp5g02400.1	AA61G00459
OG0007809	Sp6g33220.1	AA44G00280
OG0007810	Sp5g01600.1	AA61G00529
OG0007811	Sp5g29030.1	AA39G00125, AA31G00559
OG0007812	Sp4g25530.1	AA21G00125
OG0007813	Sp6g27570.1	AA40G00449
OG0007814	Sp5g03510.1	AA61G00347
OG0007815	Sp7g11800.1	AA78G00027
OG0007816	Sp7g26950.1	AA102G00061
OG0007817	Sp6g23740.1	AA8G00179
OG0007818	Sp6g30710.1	AA44G00536, AA76G00016
OG0007819	Sp7g20450.1	AA57G00438
OG0007820	Sp5g26430.1, Sp2g26800.1	AA4G00109
OG0007821	Sp4g14150.1	AA32G00567
OG0007822	Sp6g30510.1	AA226G00005
OG0007823	Sp6g37490.1	AA35G00039
OG0007824	Sp6g38740.1	AA19G00194
OG0007825	Sp6g32480.1	AA44G00360, AA61G00355
OG0007826	Sp6g33120.1	AA44G00292
OG0007827	Sp2g28420.1	AA4G00262
OG0007828	Sp1g27860.1, Sp1g35990.1	AA53G00207
OG0007829	Sp1g23080.1	AA39G00714
OG0007830	Sp4g20180.1	AA204G00004
OG0007831	Sp1g39610.1	AA26G00244
OG0007832	Sp1g18760.1	AA39G00335
OG0007833	Sp6g28480.1	AA40G00533
OG0007834	Sp1g34740.1, SpUn0092_0040.1	AA62G00079
OG0007835	Sp3g15290.1	AA26G00395
OG0007836	Sp2g18550.1	AA46G00013
OG0007837	Sp1g02020.1	AA7G00047
OG0007838	Sp3g27920.1	AA123G00112
OG0007839	Sp6g21660.1	AA8G00361
OG0007841	Sp6g22210.1	AA8G00321
OG0007842	Sp7g27020.1	AA102G00057
OG0007844	Sp4g14740.1	AA32G00513
OG0007845	Sp3g03260.1	AA10G00181
OG0007846	Sp6g14560.1	AA55G00020
OG0007847	Sp7g06200.1	AA27G00208
OG0007848	Sp1g25820.1	AA43G00038
OG0007849	Sp2g16880.1	AA53G01025
OG0007850	Sp4g24700.1	AA21G00048
OG0007851	Sp7g18860.1	AA57G00287
OG0007852	Sp1g22500.1	AA39G00668
OG0007856	Sp4g21410.1	AA60G00254
OG0007860	SpUn0027_0130.1, Sp3g22650.1	AA109G00024
OG0007861	Sp1g26420.1	AA30G00009
OG0007864	Sp3g00640.1	AA32G01140, AA40G00115
OG0007867	Sp5g10020.1	AA18G00068
OG0007868	Sp6g27970.1	AA40G00487
OG0007871	Sp1g27800.1	AA53G00202, AA53G00203, AA9G00120
OG0007872	Sp1g34810.1	AA102G00266
OG0007873	SpUn0020_0100.1, Sp5g26870.1	AA39G00462, AA31G00109
OG0007875	Sp4g21210.1	AA60G00219
OG0007876	Sp4g30040.1	AA31G00645
OG0007877	Sp5g09120.1	AA36G00025, AA36G00037
OG0007878	Sp7g11720.1	AA87G00347
OG0007879	Sp7g30500.1	AA94G00016
OG0007882	Sp1g18130.1	AA39G00286
OG0007884	Sp5g22530.1	AA53G01211
OG0007885	Sp6g37790.1	AA12G00196
OG0007888	Sp6g04030.1, SpUn0051_0010.1	AA6G00248
OG0007889	Sp1g30660.1	AA53G00376
OG0007890	Sp2g25350.1	AA5G00093
OG0007899	Sp4g16040.1	AA3G00319
OG0007900	Sp5g20440.1	AA53G01163
OG0007901	Sp3g21150.1, SpUn0047_0030.1	AA53G01269
OG0007903	Sp2g13170.1	AA53G00652
OG0007904	Sp6g37350.1	AA35G00060
OG0007905	Sp5g35290.1	AA31G00879
OG0007906	Sp2g22200.1	AA12G00083
OG0007907	Sp3g30910.1	AA33G00061
OG0007909	Sp1g16960.1	AA39G00188
OG0007912	Sp4g28210.1	AA21G00350
OG0007914	Sp2g26180.1	AA5G00020
OG0007915	Sp7g28450.1	AA102G00199
OG0007916	Sp7g23180.1	AA131G00008
OG0007917	Sp5g01350.1	AA61G00554
OG0007918	Sp6g30470.1	AA293G00001
OG0007919	Sp1g33660.1	AA43G00089, AA54G00053
OG0007920	Sp4g11300.1	AA32G00865
OG0007921	Sp5g03430.1	AA61G00353
OG0007922	Sp3g18270.1	AA26G00694
OG0007923	Sp4g16340.1	AA43G00009
OG0007924	Sp6g19550.1	AA44G00602, AA8G00130
OG0007925	Sp7g32720.1	AA67G00032
OG0007926	Sp6g22680.1	AA8G00287
OG0007929	Sp7g31300.1	AA100G00002
OG0007930	Sp3g05770.1	AA29G00071
OG0007931	Sp1g36820.1	AA2G00114
OG0007932	Sp7g01560.1	AA87G00131
OG0007933	Sp4g22950.1	AA93G00066
OG0007934	Sp6g03250.1	AA32G00336
OG0007935	Sp5g09780.1	AA18G00074
OG0007937	Sp7g36550.1	AA46G00093, AA20G00015
OG0007938	Sp5g03130.1	AA61G00374
OG0007939	Sp1g25240.1	AA54G00350
OG0007940	Sp5g30200.1	AA31G00449
OG0007941	Sp4g24090.1	AA19G00481
OG0007942	Sp4g22680.1	AA29G00244
OG0007943	Sp7g34300.1	AA30G00173
OG0007944	Sp4g17190.1	AA18G00143
OG0007945	Sp6g02080.1	AA32G00252
OG0007946	Sp7g17190.1	AA53G00269
OG0007947	Sp6g39550.1	AA19G00258
OG0007948	Sp6g36600.1	AA119G00006
OG0007949	Sp2g04520.1	AA53G00463
OG0007951	Sp1g20370.1	AA39G00486
OG0007953	Sp7g22600.1	AA31G00023
OG0007955	Sp2g15820.1	AA53G00881
OG0007957	Sp3g30850.1	AA33G00056
OG0007958	Sp6g07900.1	AA9G00174
OG0007959	Sp7g11930.1	AA87G00311
OG0007960	Sp5g15750.1, SpUn0096_0020.1	AA16G00085
OG0007961	Sp6g29140.1	AA40G00592
OG0007962	Sp6g00230.1	AA32G00018
OG0007963	Sp7g19280.1	AA57G00319
OG0007964	Sp1g33070.1	AA43G00039
OG0007965	Sp2g23920.1	AA5G00213
OG0007966	Sp2g28640.1	AA44G00311
OG0007968	Sp6g31060.1	AA44G00504
OG0007969	Sp7g15380.1	AA57G00146
OG0007969	Sp2g10760.1	AA6G00019
OG0007970	Sp4g20040.1	AA135G00004, AA135G00002
OG0007971	Sp7g17210.1	AA53G00272
OG0007973	Sp5g31100.1	AA31G00362
OG0007974	Sp5g05690.1	AA61G00153
OG0007976	Sp5g02610.1	AA61G00443
OG0007977	Sp6g11980.1	AA239G00002
OG0007978	Sp2g29560.1	AA8G00018
OG0007979	Sp5g32770.1, Sp5g32780.1	AA31G00208
OG0007980	Sp5g32210.1	AA31G00267
OG0007981	Sp4g19400.1	AA60G00074
OG0007982	Sp5g22510.1	AA571G00003
OG0007983	Sp6g13430.1	AA41G00038
OG0007984	Sp5g13170.1	AA96G00138
OG0007987	Sp6g38800.1	AA19G00199
OG0007989	Sp2g07540.1	AA3G00227
OG0007990	Sp5g22840.1	AA901G00001
OG0007991	Sp7g27470.1	AA102G00109
OG0007993	Sp2g21520.1	AA40G00190
OG0007994	Sp2g16700.1	AA53G01000
OG0007995	Sp4g17820.1	AA53G00028, AA9G00102
OG0007996	Sp6g28730.1	AA40G00554
OG0007997	Sp2g12040.1	AA245G00002
OG0007998	Sp3g12400.1	AA26G00136, AA26G00133
OG0007999	Sp2g11460.1	AA56G00021
OG0008000	Sp7g22010.1	AA54G00240
OG0008001	Sp5g35900.1	AA89G00013
OG0008002	Sp6g00390.1	AA32G00099
OG0008003	Sp6g30600.1	AA44G00544
OG0008005	Sp7g18630.1	AA57G00268
OG0008006	Sp6g15460.1	AA68G00017, AA85G00011, AA77G00030
OG0008007	Sp7g21900.1	AA54G00247
OG0008008	Sp6g31690.1	AA123G00090
OG0008010	Sp1g26900.1	AA9G00062
OG0008011	Sp7g30380.1	AA209G00005
OG0008012	Sp7g13410.1	AA87G00202
OG0008013	Sp6g31810.1	AA44G00429
OG0008014	Sp4g25980.1	AA21G00159
OG0008015	Sp7g30420.1	AA121G00011
OG0008016	Sp2g02640.1	AA53G00583
OG0008018	SpUn0061_0030.1, Sp4g22880.1	AA61G00101
OG0008019	Sp4g20310.1	AA255G00002
OG0008020	Sp6g10610.1, Sp6g21160.1	AA26G00304
OG0008021	Sp5g33560.1	AA31G00721
OG0008023	Sp1g20530.1	AA39G00500
OG0008024	Sp2g25630.1	AA96G00028, AA5G00071
OG0008025	Sp5g03870.1	AA61G00315
OG0008026	Sp5g08280.1	AA1147G00002
OG0008027	Sp3g09300.1	AA63G00042
OG0008028	Sp1g17660.1	AA39G00249
OG0008029	Sp1g33620.1	AA54G00048
OG0008032	Sp2g12820.1	AA53G00620
OG0008033	SpUn0039_0020.1, Sp6g12560.1, SpUn0015_0080.1	AA75G00003
OG0008034	Sp6g13360.1	AA41G00046
OG0008035	Sp4g21840.1	AA29G00328
OG0008036	Sp2g11130.1	AA56G00052
OG0008037	Sp1g35340.1	AA18G00239
OG0008038	Sp3g06870.1	AA29G00178
OG0008039	Sp7g37050.1	AA20G00062, AA20G00063
OG0008040	Sp2g28100.1	AA44G00284, AA4G00235
OG0008041	Sp6g07700.1	AA21G00569
OG0008043	Sp3g22360.1	AA85G00006
OG0008044	Sp5g08870.1	AA62G00081
OG0008045	Sp7g24690.1	AA10G00435
OG0008047	Sp3g20380.1	AA17G00064
OG0008048	Sp7g19370.1	AA57G00333, AA57G00332, AA57G00330
OG0008050	Sp5g23920.1	AA78G00043
OG0008051	Sp2g03410.1	AA219G00001, AA53G00532
OG0008052	Sp6g20040.1	AA198G00015
OG0008053	Sp5g30300.1	AA1G00132
OG0008054	Sp6g07440.1	AA224G00005
OG0008055	Sp2g18730.1	AA1041G00001
OG0008056	Sp6g21380.1	AA97G00022
OG0008059	Sp1g28730.1	AA54G00192
OG0008061	SpUn0027_0060.1, Sp3g22580.1	AA179G00002
OG0008062	Sp5g07350.1	AA70G00032
OG0008063	Sp2g22440.1	AA12G00064
OG0008064	Sp4g09150.1	AA32G00997
OG0008065	Sp5g15140.1	AA16G00043
OG0008066	Sp3g19420.1	AA26G00786
OG0008067	Sp6g23050.1	AA8G00250
OG0008068	Sp7g17080.1	AA53G00259
OG0008069	Sp7g22890.1	AA131G00041
OG0008070	Sp2g23390.1	AA5G00261
OG0008071	Sp5g01650.1	AA61G00525
OG0008072	Sp7g00820.1	AA87G00082
OG0008073	Sp4g25240.1	AA21G00097
OG0008074	Sp7g04480.1	AA27G00065
OG0008075	Sp5g08850.1	AA62G00075, AA62G00073
OG0008076	Sp7g02090.1	AA87G00170
OG0008077	Sp7g32450.1	AA45G00030
OG0008078	Sp6g33410.1	AA44G00259
OG0008079	Sp3g12500.1	AA26G00145
OG0008080	Sp7g34060.1	AA30G00149
OG0008081	Sp4g24830.1	AA21G00058
OG0008082	Sp6g02160.1	AA32G00259
OG0008083	Sp2g23370.1	AA5G00264
OG0008084	Sp2g29060.1	AA4G00309
OG0008085	Sp1g11720.1	AA65G00342
OG0008086	Sp1g06700.1	AA87G00184
OG0008087	Sp7g22610.1	AA31G00022
OG0008088	Sp7g09050.1	AA634G00001
OG0008089	Sp3g30610.1	AA79G00022
OG0008090	Sp6g25300.1	AA40G00216
OG0008091	Sp5g22590.1	AA39G00761
OG0008092	Sp6g38440.1	AA19G00171
OG0008093	Sp5g25980.1	AA38G00022
OG0008094	Sp5g32810.1	AA21G00354
OG0008095	Sp7g03680.1	AA26G00525
OG0008096	Sp7g35140.1	AA30G00253
OG0008097	Sp7g28810.1	AA102G00247
OG0008099	Sp7g37100.1	AA67G00036, AA20G00068
OG0008101	Sp5g33520.1	AA31G00718
OG0008102	Sp1g24380.1	AA130G00004
OG0008103	Sp3g06420.1	AA68G00019, AA31G00020
OG0008104	Sp4g26940.1	AA21G00234
OG0008106	Sp2g20750.1	AA40G00095, AA40G00096, AA3000G00001
OG0008107	Sp4g19100.1	AA60G00106
OG0008108	Sp1g01910.1	AA7G00033
OG0008109	Sp7g11450.1	AA87G00378
OG0008110	Sp3g20630.1	AA17G00092
OG0008111	Sp3g13530.1	AA26G00241
OG0008112	Sp2g29950.1	AA8G00052
OG0008113	Sp3g17700.1	AA26G00637
OG0008114	Sp5g31420.1	AA31G00337
OG0008115	Sp3g13100.1	AA26G00203
OG0008116	Sp1g12910.1	AA14G00053
OG0008117	Sp7g17750.1	AA57G00175
OG0008118	Sp6g26960.1	AA40G00381
OG0008119	Sp6g33270.1	AA44G00276
OG0008120	Sp1g17520.1	AA102G00045, AA39G00239
OG0008122	Sp6g38660.1	AA19G00190
OG0008123	Sp5g26250.1	AA38G00002
OG0008124	Sp7g28460.1	AA102G00200
OG0008125	Sp5g10550.1	AA30G00374
OG0008126	Sp6g01550.1	AA32G00207
OG0008127	Sp2g23640.1	AA5G00241
OG0008128	Sp1g32600.1	AA71G00003
OG0008129	Sp3g02420.1	AA10G00267
OG0008130	Sp4g05350.1	AA32G01083
OG0008133	Sp5g22740.1	AA134G00031
OG0008134	Sp1g38590.1	AA15G00002
OG0008135	Sp5g04800.1	AA61G00230
OG0008136	Sp1g07990.1	AA42G00018
OG0008137	Sp3g10490.1	AA168G00008
OG0008138	Sp6g06390.1	AA87G00283
OG0008139	Sp4g28910.1	AA21G00416
OG0008141	Sp7g29660.1	AA207G00002
OG0008143	Sp6g15330.1	AA11G00151
OG0008144	Sp1g07870.1	AA42G00035
OG0008145	Sp1g11500.1	AA65G00322
OG0008147	Sp6g24690.1	AA7G00120
OG0008148	Sp3g16080.1	AA26G00468
OG0008149	Sp3g28570.1	AA123G00081
OG0008150	Sp4g27350.1	AA57G00063
OG0008151	Sp5g00630.1	AA61G00602
OG0008152	Sp1g41410.1	AA15G00294
OG0008153	Sp2g27260.1	AA4G00155, AA44G00218
OG0008154	Sp7g29220.1	AA128G00003, AA102G00287
OG0008155	Sp7g11880.1	AA87G00314
OG0008156	Sp2g19420.1	AA354G00002
OG0008157	Sp5g26340.1	AA31G00058
OG0008158	Sp6g02640.1, Sp2g04470.1	AA53G00468
OG0008159	Sp1g04330.1	AA4G00015
OG0008162	Sp4g22830.1	AA29G00227
OG0008164	Sp5g04160.1	AA61G00290
OG0008165	Sp2g21840.1	AA12G00109
OG0008166	Sp4g25200.1	AA21G00093, AA193G00006
OG0008168	Sp4g21980.1	AA29G00315
OG0008169	Sp7g24290.1	AA10G00481
OG0008170	Sp6g11480.1	AA84G00016
OG0008171	Sp1g36150.1, Sp3g16890.1	AA26G00559
OG0008172	Sp4g15430.1	AA19G00079, AA32G00459
OG0008173	Sp3g17170.1	AA26G00584
OG0008174	Sp1g17420.1	AA39G00231
OG0008175	Sp1g35120.1	AA18G00219
OG0008177	Sp6g39710.1, SpUn0003_0090.1	AA19G00271
OG0008178	Sp5g01930.1	AA211G00003
OG0008180	Sp5g09800.1	AA18G00047
OG0008181	Sp7g17260.1	AA53G00276
OG0008182	Sp7g32810.1	AA67G00023
OG0008185	Sp1g07760.1, Sp1g09450.1	AA42G00053
OG0008186	Sp5g29350.1	AA31G00531
OG0008187	Sp5g09010.1	AA36G00049
OG0008189	Sp3g02170.1	AA10G00302
OG0008190	Sp5g07810.1	AA12G00035
OG0008191	Sp6g01640.1, Sp3g31270.1, SpUn0082_0020.1	AA32G00227
OG0008193	Sp2g10880.1	AA56G00075
OG0008195	Sp5g30840.1	AA31G00382
OG0008196	Sp4g12390.1	AA32G00732
OG0008198	Sp7g22310.1	AA31G00050, AA31G00049
OG0008199	Sp6g35380.1	AA44G00027
OG0008200	Sp2g16090.1	AA53G00901
OG0008202	Sp7g25420.1	AA32G01092
OG0008203	Sp3g17350.1	AA26G00600, AA26G00741
OG0008204	Sp2g27860.1	AA4G00213
OG0008205	Sp1g23330.1	AA39G00739
OG0008206	Sp7g30480.1	AA370G00002
OG0008208	Sp2g25600.1	AA5G00073
OG0008210	Sp1g22400.1	AA39G00659
OG0008211	Sp7g08050.1	AA69G00001, AA3G00193
OG0008212	Sp1g08670.1	AA65G00061
OG0008213	Sp3g31960.1	AA33G00130
OG0008214	Sp4g26080.1	AA21G00165
OG0008215	Sp7g21100.1	AA57G00498
OG0008216	Sp3g16130.1	AA26G00473
OG0008218	Sp7g32140.1	AA118G00071
OG0008219	Sp1g25880.1	AA54G00408
OG0008220	Sp3g01360.1	AA10G00377
OG0008221	Sp6g15430.1	AA77G00032
OG0008222	Sp2g08650.1	AA32G00403
OG0008223	Sp1g04420.1	AA4G00026
OG0008224	Sp6g06750.1	AA3G00076
OG0008225	Sp6g26810.1	AA40G00373
OG0008227	Sp7g00390.1	AA87G00040
OG0008228	Sp1g25110.1	AA54G00338
OG0008231	Sp2g19330.1	AA454G00002
OG0008233	Sp7g01810.1, SpUN0485_0010.1	AA87G00174
OG0008234	Sp2g18010.1	AA53G01113
OG0008235	Sp7g34200.1	AA30G00163
OG0008236	Sp1g11780.1	AA65G00359
OG0008238	Sp3g02260.1	AA10G00293
OG0008239	Sp6g30200.1	AA83G00018
OG0008240	Sp6g26090.1	AA40G00284, AA40G00285
OG0008241	Sp3g33620.1	AA33G00311
OG0008242	Sp1g16060.1	AA39G00117
OG0008243	Sp6g19450.1	AA44G00613
OG0008244	Sp6g18120.1	AA25G00159
OG0008245	Sp2g20210.1	AA40G00044
OG0008246	Sp3g03010.1	AA40G00283, AA10G00198
OG0008247	Sp5g04510.1	AA168G00012, AA61G00255, AA61G00265
OG0008248	Sp3g11010.1	AA26G00010
OG0008249	Sp1g12230.1	AA14G00002
OG0008250	Sp1g29590.1	AA54G00127
OG0008251	Sp2g15870.1	AA53G00886
OG0008252	Sp5g15430.1	AA16G00061
OG0008254	Sp6g18350.1	AA44G00726
OG0008255	Sp6g19700.1	AA44G00587
OG0008256	Sp6g34600.1	AA44G00157
OG0008257	Sp2g13510.1	AA53G00689
OG0008259	Sp6g18270.1	AA44G00732
OG0008260	Sp1g01480.1	AA7G00001
OG0008261	Sp2g15330.1	AA53G00847
OG0008262	Sp4g15310.1	AA32G00508
OG0008263	Sp4g20850.1	AA68G00045
OG0008264	Sp2g23180.1	AA5G00286
OG0008265	Sp2g17850.1	AA9G00021, AA53G01103
OG0008266	Sp3g03520.1	AA40G00035, AA10G00152
OG0008267	Sp3g13630.1	AA26G00251
OG0008268	Sp5g01180.1	AA61G00567
OG0008270	Sp6g23660.1	AA8G00187
OG0008271	Sp4g11250.1	AA32G00869
OG0008272	Sp6g24440.1	AA6G00242
OG0008273	Sp4g28590.1	AA21G00385
OG0008275	Sp3g31290.1	AA33G00084
OG0008277	Sp7g11330.1	AA87G00382
OG0008278	Sp3g11700.1	AA26G00067
OG0008279	Sp2g26340.1	AA4G00057
OG0008280	Sp5g14250.1	AA96G00035
OG0008281	Sp4g25460.1	AA21G00111
OG0008282	Sp2g25970.1	AA5G00040
OG0008283	SpUn0029_0030.1, SpUn0026_0070.1, Sp2g07000.1, SpUn0022_0010.1	AA3G00206
OG0008284	Sp5g33720.1	AA31G00733
OG0008285	Sp4g21330.1	AA60G00247, AA60G00230
OG0008287	Sp3g20670.1	AA17G00096
OG0008288	Sp5g31770.1	AA31G00304
OG0008290	Sp4g28450.1	AA21G00373, AA37G00008
OG0008291	Sp1g24260.1	AA403G00008
OG0008292	Sp1g26280.1	AA18G00126
OG0008294	Sp3g32630.1	AA33G00213
OG0008295	Sp1g04940.1	AA23G00013
OG0008296	Sp5g23250.1	AA227G00002
OG0008297	Sp6g30160.1	AA83G00007
OG0008298	Sp5g00620.1	AA61G00617
OG0008299	Sp3g06580.1	AA29G00150
OG0008300	Sp5g29020.1	AA38G00054, AA2134G00001
OG0008301	Sp7g32000.1	AA817G00001
OG0008302	Sp6g19290.1	AA44G00628
OG0008305	Sp3g20740.1, Sp3g20730.1	AA17G00102
OG0008306	Sp5g05510.1	AA61G00174
OG0008307	Sp2g29960.1	AA8G00053
OG0008308	Sp6g26410.1	AA40G00322
OG0008309	Sp5g26690.1	AA31G00088
OG0008310	Sp6g33760.1, Sp6g13930.1	AA44G00234
OG0008311	Sp6g24790.1	AA7G00126
OG0008312	Sp7g21780.1	AA54G00257
OG0008313	Sp6g32120.1	AA44G00403
OG0008314	Sp3g20040.1	AA17G00036
OG0008316	Sp4g23700.1	AA19G00441
OG0008317	Sp6g21300.1	AA1G00176
OG0008318	Sp3g19580.1	AA26G00800
OG0008319	Sp2g11120.1	AA56G00053
OG0008320	Sp4g18750.1	AA60G00147
OG0008321	Sp2g04730.1	AA53G00444, AA8G00091
OG0008323	Sp2g04800.1	AA151G00007, AA53G00431
OG0008324	Sp1g21850.1	AA39G00609
OG0008325	Sp2g18340.1	AA53G01021
OG0008326	Sp7g34360.1	AA30G00180, AA33G00125
OG0008327	Sp2g10970.1	AA56G00066
OG0008328	Sp1g36130.1	AA27G00210
OG0008329	Sp6g26400.1	AA40G00321
OG0008330	Sp2g16330.1	AA53G00943
OG0008331	Sp5g25940.1	AA38G00025
OG0008332	Sp6g18640.1	AA4G00096
OG0008333	Sp7g36830.1	AA20G00044
OG0008335	Sp7g01680.1	AA87G00142
OG0008336	Sp3g10280.1	AA148G00007
OG0008337	Sp1g10120.1	AA65G00199
OG0008338	Sp2g17540.1	AA53G01080
OG0008339	Sp4g27270.1, SpUn0031_0050.1	AA21G00266
OG0008340	Sp4g27770.1	AA21G00306, AA21G00305
OG0008341	Sp1g11400.1	AA65G00314
OG0008343	Sp6g09330.1	AA43G00108
OG0008344	Sp2g27360.1	AA4G00164
OG0008345	Sp4g30080.1	AA7G00141
OG0008347	Sp5g00350.1	AA61G00646
OG0008348	Sp7g28610.1	AA102G00223
OG0008349	Sp3g31640.1	AA144G00001
OG0008351	Sp7g12050.1	AA19G00241
OG0008352	Sp4g05290.1	AA31G00004
OG0008353	Sp3g16030.1	AA26G00464
OG0008354	Sp4g29700.1	AA21G00533
OG0008355	Sp2g27510.1	AA4G00175
OG0008356	Sp4g00990.1	AA46G00101
OG0008358	Sp5g13230.1	AA96G00133
OG0008360	Sp4g12660.1	AA32G00709
OG0008361	Sp3g15400.1	AA26G00404
OG0008362	Sp1g18950.1	AA39G00360
OG0008363	Sp3g32670.1	AA33G00216
OG0008364	Sp1g26820.1	AA9G00059
OG0008365	Sp6g40060.1	AA483G00002
OG0008366	Sp2g04320.1	AA53G00478
OG0008367	Sp5g26480.1	AA31G00069
OG0008368	Sp1g30390.1	AA54G00092
OG0008369	Sp7g30840.1	AA24G00002
OG0008370	Sp6g19060.1	AA44G00655
OG0008371	Sp7g31740.1	AA118G00053
OG0008373	Sp7g29640.1	AA207G00004
OG0008374	Sp4g23500.1	AA81G00066
OG0008375	Sp2g21480.1	AA40G00174
OG0008376	Sp1g03670.1	AA19G00054
OG0008377	Sp4g27120.1	AA21G00252
OG0008378	Sp3g07370.1	AA29G00218
OG0008379	Sp1g12490.1	AA14G00018
OG0008380	Sp4g00610.1	AA81G00013
OG0008381	Sp7g05490.1	AA27G00187, AA53G00473
OG0008382	Sp7g19720.1	AA57G00360
OG0008383	Sp1g19810.1	AA39G00428
OG0008384	Sp4g01300.1	AA46G00122
OG0008386	Sp6g00740.1	AA32G00024
OG0008387	Sp4g27460.1	AA21G00282
OG0008388	Sp6g17090.1	AA25G00056
OG0008389	Sp7g14910.1	AA53G00328
OG0008390	Sp2g15140.1	AA53G00827
OG0008391	Sp1g16580.1	AA39G00150
OG0008392	Sp3g33790.1	AA33G00323
OG0008394	Sp2g21860.1	AA26G00107
OG0008395	Sp7g08470.1	AA3G00168
OG0008396	Sp1g02620.1	AA7G00102
OG0008397	Sp3g17090.1	AA2G00082
OG0008398	Sp5g12820.1	AA96G00164, AA96G00165
OG0008399	Sp6g29770.1	AA40G00638
OG0008400	Sp5g11560.1	AA13G00052
OG0008401	Sp1g41630.1	AA15G00310
OG0008402	Sp6g21840.1	AA8G00344
OG0008403	Sp6g40430.1	AA93G00095, AA19G00335
OG0008404	Sp3g20070.1	AA17G00039
OG0008405	Sp6g25900.1	AA40G00271
OG0008406	Sp2g26510.1	AA4G00072
OG0008407	Sp5g00720.1	AA27G00219
OG0008408	Sp6g25380.1	AA40G00223
OG0008409	Sp5g05880.1	AA61G00429
OG0008410	Sp4g29490.1	AA21G00484
OG0008411	Sp3g12370.1	AA26G00130
OG0008412	Sp3g13840.1	AA26G00268
OG0008414	Sp6g24570.1	AA43G00117
OG0008415	Sp5g13880.1	AA5G00029, AA96G00078
OG0008416	Sp6g00300.1	AA32G00496
OG0008417	Sp2g10280.1	AA6G00061
OG0008418	Sp1g02510.1	AA19G00159
OG0008419	Sp6g25340.1	AA40G00219
OG0008420	Sp6g19780.1	AA44G00580
OG0008421	Sp5g26450.1	AA31G00066
OG0008422	Sp3g10750.1	AA81G00004
OG0008423	Sp3g16800.1	AA26G00543
OG0008424	Sp1g20100.1	AA39G00449
OG0008426	Sp3g06060.1	AA29G00098
OG0008427	Sp1g27450.1	AA9G00104, AA53G00029
OG0008428	Sp3g07800.1	AA396G00001, AA93G00107
OG0008429	Sp1g23340.1	AA134G00025
OG0008430	Sp6g33560.1	AA44G00247
OG0008431	Sp2g12550.1	AA53G00595
OG0008432	Sp2g07370.1	AA3G00217
OG0008433	Sp1g11870.1	AA65G00349
OG0008434	Sp1g05360.1	AA23G00061
OG0008435	Sp1g40280.1	AA15G00139
OG0008436	Sp7g22980.1	AA131G00032, AA75G00024
OG0008437	Sp4g28360.1	AA21G00364
OG0008438	Sp2g10500.1	AA6G00037
OG0008439	Sp5g11200.1	AA13G00023
OG0008440	Sp7g18560.1	AA57G00253
OG0008441	Sp2g15030.1	AA53G00817
OG0008442	Sp2g01460.1	AA53G01381
OG0008444	Sp7g27240.1	AA102G00086
OG0008445	Sp1g24770.1	AA49G00049
OG0008446	Sp2g00530.1	AA53G01318
OG0008447	Sp6g34710.1	AA44G00147
OG0008448	Sp7g22160.1	AA366G00002
OG0008449	Sp6g28130.1	AA40G00503
OG0008450	SpUn0356_0010.1, SpUn0419_0020.1, SpUn1104_0010.1	AA9G00046
OG0008451	Sp1g22780.1	AA39G00691
OG0008452	Sp2g18740.1	AA93G00200
OG0008453	Sp7g24200.1	AA81G00052
OG0008454	Sp5g07770.1	AA163G00011
OG0008456	Sp6g19910.1	AA198G00004
OG0008457	Sp4g13370.1	AA32G00632
OG0008458	Sp1g18470.1	AA39G00308
OG0008459	Sp7g16390.1	AA57G00045
OG0008460	Sp6g03820.1	AA6G00227
OG0008461	Sp7g33320.1	AA30G00078
OG0008462	Sp6g38080.1	AA12G00188
OG0008463	Sp5g28860.1	AA31G00575
OG0008464	Sp5g30360.1	AA31G00437
OG0008465	Sp6g21940.1	AA8G00341, AA34G00036
OG0008466	Sp4g19930.1	AA60G00014
OG0008467	Sp2g02900.1	AA53G00560
OG0008468	Sp5g09360.1	AA36G00015
OG0008470	Sp2g03470.1	AA53G00527
OG0008471	Sp4g13390.1	AA32G00630
OG0008472	Sp3g17540.1	AA26G00617
OG0008473	Sp7g19990.1	AA57G00382
OG0008474	Sp1g22550.1	AA39G00671
OG0008475	Sp3g18910.1	AA26G00751
OG0008476	Sp4g15350.1	AA32G00475
