Orthogroup	Thellungiella_parvula	Camelina_sativa
OG0005449	Sp3g13320.1	Csa15g019540, Csa01g017640, Csa19g021790
OG0005450	Sp6g28280.1	Csa13g018640, Csa20g023350, Csa08g007990
OG0005451	Sp4g28600.1	Csa04g065660, Csa06g053070, Csa05g002600
OG0005453	Sp3g04760.1	Csa01g006810
OG0005454	Sp2g18870.1	Csa18g014590, Csa11g074630, Csa20g041410
OG0005455	Sp3g06040.1	Csa01g008100, Csa15g008810, Csa19g010800
OG0005456	Sp7g34440.1	Csa12g004690, Csa10g004450, Csa02520s010, Csa11g005010
OG0005457	Sp6g36910.1	Csa20g008210, Csa08g058530, Csa13g007970
OG0005458	Sp7g17590.1	Csa11g028560, Csa12g042880, Csa10g025370
OG0005459	Sp1g26120.1	Csa14g037940, Csa17g043250, Csa03g033470
OG0005460	Sp4g02820.1, Sp7g28360.1	Csa11g012910, Csa03g031230, Csa11g074640, Csa10g012050, Csa12g016690
OG0005462	Sp2g25770.1	Csa11g099430, Csa18g036030, Csa02g070730
OG0005463	Sp7g37310.1	Csa12g001300, Csa10g001250, Csa11g001390
OG0005464	Sp2g13890.1	Csa09g005020, Csa06g002800
OG0005465	Sp5g01390.1	Csa05g094170, Csa09780s010, Csa07g002640, Csa16g002700
OG0005466	SpUn1454_0010.1	Csa11g068110, Csa18g008030
OG0005467	Sp6g00110.1	Csa02g001100, Csa13470s010, Csa13g057420, Csa08g001060
OG0005468	Sp5g32890.1	Csa09g084540, Csa16g041950, Csa07g050390
OG0005469	Sp2g24540.1	Csa02g068270, Csa11g097120, Csa18g034650
OG0005470	Sp3g17620.1	Csa15g027510, Csa19g027200, Csa01g022610
OG0005472	Sp4g13960.1	Csa05g029690, Csa16g012220, Csa07g011340, Csa08254s010
OG0005473	Sp6g33110.1, Sp1g28000.1	Csa13g012090, Csa08g054230, Csa08g054190, Csa20g015620, Csa08g054210, Csa20g015640
OG0005474	Sp2g29740.1	Csa02g075830, Csa11g104010, Csa18g040600
OG0005475	Sp1g15090.1	Csa14g021070, Csa14g021060, Csa17g022580, Csa03g020710
OG0005476	Sp5g20670.1	Csa16g023070, Csa05g057050, Csa07g029640
OG0005477	Sp5g23420.1	Csa16g028400
OG0005478	Sp1g38440.1	Csa17g091790, Csa14g060110, Csa03g058800
OG0005479	Sp6g22910.1	Csa08g015500, Csa20g035910, Csa13g025790
OG0005480	Sp7g04690.1	Csa12g074890, Csa10g040990, Csa11g051250, Csa12g051270, Csa01g044240
OG0005481	Sp6g23250.1	Csa20g033370, Csa08g015100, Csa13g025280
OG0005482	Sp5g25370.1	Csa16g031860, Csa05g089270, Csa07g037070
OG0005483	Sp1g03270.1	Csa05g084750, Csa17g007660, Csa03g005750, Csa14g005630
OG0005484	Sp2g29610.1	Csa18g040480, Csa18g040460, Csa02g075620
OG0005485	Sp1g39390.1	Csa17g092910, Csa03g059890, Csa17g092900, Csa14g062100
OG0005486	Sp7g26870.1	Csa12g020540, Csa10g013710, Csa11g014680
OG0005487	Sp6g18580.1	Csa08469s010
OG0005488	Sp7g31840.1	Csa12g009570, Csa11g008900, Csa10g008090
OG0005489	Sp3g14340.1	Csa01g018620, Csa15g020720
OG0005490	Sp6g19650.1	Csa18g031110, Csa11g091650, Csa02g062540
OG0005491	Sp7g19420.1	Csa11g025120, Csa10g022070, Csa10g022060, Csa12g037090, Csa12g037080
OG0005492	Sp2g28550.1	Csa02g074310, Csa11g102580, Csa18g039130, Csa11016s010
OG0005493	Sp7g34190.1	Csa11g005240, Csa12g004930, Csa10g004720
OG0005494	Sp1g22260.1	Csa17g034410, Csa03g029080
OG0005495	Sp5g26610.1	Csa09g072810, Csa06498s010, Csa16g034170, Csa07g038410, Csa07g038420
OG0005497	Sp2g18420.1	Csa02g032140, Csa11g074050, Csa18g014000
OG0005499	Sp5g28950.1	Csa20g040920, Csa07g041010, Csa09g078320, Csa16g036580
OG0005500	Sp3g02290.1	Csa15g005030, Csa19g005380, Csa01g002940, Csa15g003000, Csa15g003020, Csa15g003010
OG0005501	Sp2g01580.1	Csa07g064330, Csa16g055710
OG0005502	Sp6g02140.1	Csa02g005450, Csa13g054980, Csa08g052220
OG0005503	Sp5g06150.1	Csa04g042770, Csa06g031080, Csa09g068660
OG0005504	Sp7g26730.1	Csa12g020690, Csa11g014800, Csa10g013850
OG0005505	Sp7g19860.1	Csa10g021630
OG0005506	Sp6g00840.1	Csa08g053650, Csa13g056530, Csa02g001960
OG0005507	Sp5g33690.1	Csa09g092700, Csa16g048160, Csa07g057600
OG0005508	Sp4g25290.1	Csa05g007290, Csa04g060770
OG0005509	Sp4g03970.1	Csa16g046610, Csa09g090150, Csa07g055010
OG0005510	Sp6g34830.1	Csa08g056240, Csa13g010140, Csa20g011530
OG0005511	Sp6g01390.1	Csa08g053050, Csa13g055860, Csa02g004560, Csa02g004570
OG0005513	Sp5g33250.1	Csa16g042350, Csa07g050770, Csa09g084900
OG0005514	Sp6g21460.1	Csa02g065540, Csa18g033080, Csa11g093650
OG0005515	Sp3g16280.1	Csa15g024630, Csa19g025480, Csa01g020930, Csa17g043570
OG0005516	Sp4g24960.1	Csa05g013530, Csa05g008720, Csa04g059430, Csa06g048990, Csa06g049000
OG0005517	Sp4g18420.1	Csa06g038770, Csa04g049640, Csa05g017920
OG0005518	Sp1g07460.1	Csa17g012320, Csa14g010340, Csa03g012260
OG0005519	Sp6g01140.1	Csa02g002290, Csa13g056200, Csa08g053360
OG0005520	Sp6g20070.1, Sp6g20080.1	Csa11g092070, Csa18g031550, Csa02g063010, Csa11g092080
OG0005521	Sp7g19230.1	Csa11g025310, Csa10g022290, Csa12g037290
OG0005522	Sp3g06300.1	Csa19g011090, Csa15g009110
OG0005523	Sp6g28110.1	Csa13g018810, Csa20g023570, Csa08g008150, Csa20g023550
OG0005524	Sp7g26260.1	Csa12g022280, Csa10g014360, Csa11g015590
OG0005525	Sp3g33220.1	Csa15g084470, Csa01g044650, Csa19g049020
OG0005527	Sp1g26730.1	Csa03g034190, Csa14g038710, Csa17g047280, Csa17g047290
OG0005528	Sp6g40140.1	Csa20g002370, Csa13g002160, Csa08g062360
OG0005529	Sp3g31970.1	Csa02g073490, Csa15g078150, Csa01g041650, Csa19g058140
OG0005530	Sp7g35530.1	Csa11g003630
OG0005531	Sp2g08100.1	Csa20g067200, Csa11g071610, Csa18g010550
OG0005532	Sp4g20640.1	Csa05g015150, Csa04g052040, Csa06g041110
OG0005533	Sp3g16350.1	Csa15g024740, Csa19g025560, Csa01g021020, Csa01g021010
OG0005534	Sp1g13690.1	Csa16010s010, Csa14g018510, Csa17g020940, Csa03g019180
OG0005535	Sp2g14520.1	Csa04g009260, Csa06g004600, Csa09g007030
OG0005536	Sp2g20520.1	Csa19g007180, Csa01g005730, Csa15g005980
OG0005537	Sp1g13260.1	Csa14g017990, Csa03g018620, Csa17g020380
OG0005538	Sp4g18270.1	Csa05g018090, Csa04g049460, Csa06g038630
OG0005539	Sp2g22040.1	Csa13g031420, Csa20g048880, Csa08g023180, Csa19472s010, Csa13g031430, Csa20g048890, Csa08g023190
OG0005541	Sp4g12540.1	Csa05g033930, Csa16g014970, Csa07g013360
OG0005543	Sp5g04740.1	Csa09g070530, Csa06g033790
OG0005544	Sp3g20500.1	Csa15g040500, Csa19g032040, Csa01g026060
OG0005545	Sp6g18700.1	Csa02g061360, Csa11g090520, Csa18g029910
OG0005546	Sp3g13500.1	Csa15g019780, Csa01g017840, Csa19g022010
OG0005547	Sp5g04690.1	Csa09g070580, Csa06g033850
OG0005548	Sp6g27300.1	Csa20g024760, Csa13g019660, Csa08g009030
OG0005549	Sp5g22250.1	Csa05g081220, Csa07g032650, Csa16g027100
OG0005550	Sp7g33560.1	Csa11g005930
OG0005551	Sp7g29150.1	Csa11g012100, Csa12g015840, Csa10g011240
OG0005552	Sp4g24570.1	Csa05g009160, Csa06g048530, Csa04g058020
OG0005553	Sp5g04120.1	Csa06g035500, Csa04g046260, Csa09g071360
OG0005554	Sp3g20650.1	Csa15g041740, Csa19g033260, Csa01g027360
OG0005555	Sp4g14600.1	Csa01668s010, Csa01250s020, Csa05g026770, Csa34525s010, Csa16g009230, Csa07g010500
OG0005556	Sp6g34060.1	Csa13g010930, Csa08g055400, Csa20g012410
OG0005557	SpUn0030_0080.1, Sp3g31750.1	Csa01g041480, Csa15g077880, Csa23509s010, Csa19g057930, Csa19g057940
OG0005558	Sp4g17410.1	Csa04g047490, Csa05g020060, Csa06g037680
OG0005559	Sp4g18300.1	Csa04g049510, Csa06g038650, Csa05g018060
OG0005560	Sp6g23710.1	Csa20g032770, Csa13g024700, Csa08g014590
OG0005561	Sp6g15540.1	Csa18g024430, Csa02g049720, Csa11g085230
OG0005562	Sp4g23490.1	Csa05g011470, Csa04g055610, Csa06g047070
OG0005564	Sp3g03880.1	Csa15g006240, Csa19g007310, Csa01g005850
OG0005565	Sp6g18050.1	Csa02g059090, Csa02g059100, Csa18g028890, Csa11g089530
OG0005566	Sp1g33520.1	Csa17g070920, Csa03g046940, Csa14g049310, Csa17g070910, Csa10655s010
OG0005567	Sp3g30340.1	Csa15g074090, Csa19g053810, Csa01g032870
OG0005568	Sp2g21340.1	Csa08g024380, Csa08g024360, Csa13g034550, Csa08g024400, Csa20g052890
OG0005569	Sp2g16190.1	Csa04g013790, Csa09g011820, Csa06g006950
OG0005570	Sp6g37590.1, SpUn1366_0010.1	Csa13g007220, Csa08g059220, Csa20g006490
OG0005571	Sp1g34510.1, SpUn0102_0010.1	Csa17g072940, Csa03g051170, Csa14g051320
OG0005573	Sp2g12300.1	Csa20g082060, Csa11g064150, Csa18g002230
OG0005574	Sp3g21980.1	Csa01g030070, Csa19g036010, Csa15g048670, Csa15g048640
OG0005575	Sp6g25080.1	Csa08g011990, Csa20g028980, Csa13g022260
OG0005576	Sp2g14090.1	Csa06g003060, Csa09g005340, Csa04g008550
OG0005577	Sp1g19150.1	Csa03g025470, Csa00535s030
OG0005578	Sp2g21830.1	Csa17g012420, Csa14g010420, Csa13g033690, Csa08g023450
OG0005579	Sp1g12630.1	Csa03g017980, Csa17g019660, Csa24923s010, Csa14g017240, Csa14g017260
OG0005580	Sp5g24300.1	Csa05g085930, Csa07g035920, Csa16g030560
OG0005581	Sp5g30550.1	Csa07g046890, Csa16g039310, Csa09g080030
OG0005582	Sp4g12650.1	Csa05g033790, Csa07g013220, Csa16g014840
OG0005583	Sp6g37930.1	Csa13g006860, Csa20g006100, Csa08g059590
OG0005584	Sp7g31940.1	Csa11g008800, Csa12g009500, Csa10g008030
OG0005585	Sp4g26710.1	Csa06g050960, Csa04g062460, Csa05g005670
OG0005586	Sp6g37890.1	Csa01695s010, Csa05g035070, Csa01695s020, Csa17g093700, Csa20g006180, Csa13g006920, Csa08g059530
OG0005587	Sp3g11470.1	Csa01g015540, Csa15g017320, Csa19g018590
OG0005588	Sp1g31680.1	Csa06g021270, Csa04g030570, Csa09g048020
OG0005589	Sp6g28940.1	Csa08g007210, Csa13g017960, Csa20g021610
OG0005590	Sp6g25770.1	Csa20g026950, Csa08g011110, Csa13g021480
OG0005592	Sp3g14160.1	Csa15g020490, Csa01g018460, Csa19g022640
OG0005593	Sp2g28680.1	Csa11g102460, Csa02g073390, Csa18g039010, Csa34454s010
OG0005594	Sp6g03960.1	Csa08g049170, Csa13g052940, Csa06675s010, Csa02g010970
OG0005595	Sp1g18720.1	Csa17g026910, Csa03g024890, Csa14g026220
OG0005596	Sp1g23790.1	Csa03g030800, Csa17g036290
OG0005597	Sp2g19580.1	Csa18g018550, Csa11g078480, Csa02g035300, Csa04g030970, Csa06g021650
OG0005598	Sp5g02570.1	Csa16g004230, Csa07g004260, Csa05g092480
OG0005599	Sp4g23590.1	Csa05g011350, Csa04g055720, Csa06g047190
OG0005601	Sp2g22340.1	Csa13g031030, Csa20g047450, Csa08g022870
OG0005602	Sp1g36420.1	Csa13g047470, Csa08g040310, Csa16g030770, Csa13g018050, Csa02g026450
OG0005603	Sp3g30230.1	Csa15g073830
OG0005604	Sp6g39820.1	Csa08g061860, Csa20g002800, Csa13g002600
OG0005605	Sp4g17490.1	Csa06g037790, Csa04g047590, Csa05g018980
OG0005606	Sp5g32000.1	Csa09g082580
OG0005607	Sp1g03960.1	Csa05g094720, Csa03g006470, Csa14g006380, Csa05g094710, Csa17g008370
OG0005608	Sp6g24540.1	Csa20g030600, Csa13g022780, Csa08g013650
OG0005609	Sp5g06250.1	Csa02g035820, Csa09g068500, Csa06g030960, Csa04g042660
OG0005610	Sp2g24700.1, Sp6g35250.1	Csa02g068470
OG0005611	Sp4g10360.1, Sp4g10280.1	Csa05g041430, Csa16g051530
OG0005612	Sp4g18160.1	Csa06g038530, Csa05g018180, Csa04g049350
OG0005613	Sp6g28370.1	Csa13g018550, Csa08g007890, Csa20g023260
OG0005614	Sp4g23960.1	Csa04g056170, Csa05g009930, Csa06g047660
OG0005615	Sp1g09050.1, Sp2g04920.1	Csa12g044460, Csa07g017420, Csa16g017820
OG0005616	Sp1g17240.1	Csa03g023140, Csa17g025120, Csa14g024660
OG0005617	Sp6g40400.1	Csa08g062620, Csa13g001890, Csa20g002110
OG0005618	Sp6g17460.1	Csa04g011170, Csa06g005700, Csa04g011500, Csa09g009490
OG0005619	Sp6g16610.1	Csa02g055920, Csa11g087690, Csa18g025940
OG0005620	Sp6g32430.1	Csa13g013850, Csa20g016480, Csa08g002220
OG0005621	Sp2g27190.1	Csa18g037750, Csa11g101240, Csa02g072830
OG0005622	Sp1g27500.1	Csa14g041760, Csa17g050030, Csa03g036130
OG0005623	Sp4g28560.1	Csa14g051470, Csa04g065600, Csa06g053030
OG0005624	Sp3g28870.1	Csa10004s010
OG0005625	Sp2g23120.1	Csa20g039590, Csa08g018580, Csa13g028790
OG0005626	Sp7g22030.1	Csa11g020730, Csa10g018980, Csa12g030340
OG0005627	Sp3g06110.1	Csa15g008890, Csa01g008180, Csa19g010870
OG0005628	Sp6g26070.1	Csa08g010730, Csa13g021150, Csa20g026630
OG0005629	Sp7g31650.1	Csa12g009810, Csa11g009110, Csa10g008310, Csa15g041890
OG0005630	Sp5g34350.1	Csa16g048890, Csa09g093490, Csa07g058380
OG0005631	Sp2g25820.1	Csa02g070860, Csa11g099480, Csa18g036080
OG0005632	Sp3g04300.1	Csa19g007880, Csa15g006780, Csa01g006320
OG0005633	Sp7g33000.1	Csa12g008370, Csa10g006910
OG0005634	Sp6g12970.1	Csa18g021510, Csa02g039420, Csa11g082150, Csa15891s010
OG0005635	Sp5g10420.1	Csa06g026050, Csa04g037670, Csa09g058890
OG0005636	Sp6g39970.1	Csa08g062100, Csa20g002620, Csa13g002440
OG0005637	Sp4g26150.1	Csa09g008550, Csa06g005060, Csa04g061890, Csa05g006240, Csa06g050380
OG0005638	Sp6g18310.1	Csa02g059780, Csa11g089910, Csa10105s010, Csa18g029410
OG0005639	Sp2g25190.1	Csa11g098820, Csa18g035410, Csa02g070060
OG0005640	Sp6g31710.1	Csa08g003070, Csa20g017480, Csa13g014750
OG0005641	Sp5g33200.1	Csa07g050730, Csa16g042300
OG0005642	Sp4g28550.1	Csa06g053020, Csa04g065590, Csa05g002660
OG0005643	Sp5g14590.1	Csa09g045520, Csa04g030100
OG0005643	Sp5g14580.1, Sp5g14570.1	Csa09g045550, Csa04g030120, Csa06g020980
OG0005644	Sp3g19180.1	Csa19g029150, Csa15g031490, Csa01g024220
OG0005645	Sp7g23640.1	Csa11g019030, Csa11g018910, Csa10g017300, Csa12g026550, Csa10g017430
OG0005646	Sp4g12720.1	Csa07g013100, Csa16g014770, Csa05g033690
OG0005648	Sp6g23600.1	Csa13g024830, Csa20g032930, Csa08g014720
OG0005649	Sp2g01170.1, Sp7g11650.1	Csa16g056190, Csa09g098260, Csa07g064960
OG0005650	Sp3g06730.1	Csa01g008860, Csa15g009550, Csa19g011570
OG0005651	Sp3g12200.1	Csa15g018230, Csa01g016410, Csa19g020540
OG0005652	Sp4g12350.1	Csa08g047010, Csa16g015140, Csa06g047870, Csa14g001080, Csa07g014750, Csa05g034230
OG0005653	Sp1g18020.1	Csa17g026140, Csa14g025540, Csa11977s010, Csa03g024150
OG0005654	Sp7g33670.1	Csa11g005750, Csa10g006160, Csa03g053600, Csa12g007510
OG0005655	Sp3g04390.1	Csa01g006400, Csa15g006870, Csa19g007960
OG0005656	Sp6g04790.1	Csa16g020140, Csa05g059390, Csa07g023330
OG0005657	Sp5g04970.1	Csa13g057340, Csa09g070140, Csa04g044150, Csa03243s010, Csa06g033440
OG0005658	Sp6g26480.1	Csa20g025950, Csa13g020590, Csa08g010020
OG0005659	Sp1g10740.1	Csa05g092840, Csa14g014930, Csa17g016250, Csa03g015770
OG0005660	Sp4g01510.1	Csa07g052580, Csa09g086810, Csa16g044240
OG0005661	Sp2g25380.1	Csa02g070260, Csa11g099040, Csa18g035630
OG0005663	Sp3g08100.1	Csa15g011210, Csa01g010550, Csa19g013220
OG0005664	Sp1g35830.1	Csa01755s010
OG0005665	Sp6g15640.1	Csa11g085330, Csa02g049820, Csa18g024530
OG0005666	Sp5g33380.1, SpUn0091_0030.1	Csa09g085040, Csa16g042490, Csa07g050900
OG0005667	Sp4g05820.1, SpUn0059_0010.1	Csa09g092140, Csa07g056950, Csa16g047550
OG0005668	Sp7g29570.1	Csa12g014560, Csa11g011540, Csa10g010740
OG0005669	Sp2g16060.1	Csa09g011640, Csa06g006770, Csa04g013640
OG0005671	Sp6g40630.1	Csa20g001770, Csa13g001560, Csa08g062990, Csa20g078400
OG0005672	Sp5g23640.1	Csa10005s010, Csa16g028570, Csa07g034230, Csa05g084960
OG0005673	Sp7g32840.1	Csa12g008540, Csa11g006810, Csa10g007100
OG0005674	Sp1g38890.1	Csa17g092270, Csa14g061580, Csa03g059320
OG0005675	Sp4g20690.1	Csa05g015100, Csa06g041170, Csa04g052090
OG0005676	Sp4g18430.1	Csa06g038780, Csa04g049650, Csa05g017910
OG0005677	Sp3g17060.1, Sp5g04000.1	Csa06g036650, Csa05g089360, Csa11g018700
OG0005678	Sp7g32660.1	Csa12g008710, Csa10g007260, Csa11g006980
OG0005679	Sp2g21570.1	Csa20g051550
OG0005680	Sp2g04700.1, Sp4g27440.1	Csa04g063330, Csa05g003870, Csa06g051790
OG0005681	Sp4g26810.1	Csa06g051100, Csa04g062600, Csa05g005520
OG0005682	Sp7g34330.1	Csa11g005100, Csa12g004800
OG0005683	SpUn0912_0010.1	Csa10g008140, Csa11g008920, Csa12g009600
OG0005684	Sp1g11660.1	Csa17g018470, Csa14g016110, Csa03g016930
OG0005685	Sp1g06810.1	Csa14g009620, Csa17g011620, Csa03g011610
OG0005686	Sp2g29310.1	Csa02g075340, Csa11g103560, Csa18g040100
OG0005687	Sp4g19700.1	Csa05g016470, Csa04g050950, Csa06g040070, Csa06g040080
OG0005688	Sp5g24660.1	Csa06g027560, Csa04g039050, Csa09g061380
OG0005689	Sp4g13350.1	Csa16g012870, Csa07g012120, Csa29748s010, Csa05g030630
OG0005690	Sp6g25190.1	Csa13g022100, Csa20g028790, Csa08g011820
OG0005691	Sp3g09720.1	Csa15g015290, Csa01g012550, Csa19g015630, Csa01g012570
OG0005692	Sp3g14280.1	Csa10g031970, Csa11g038610, Csa12g057280
OG0005693	Sp2g10450.1	Csa11g066610
OG0005694	Sp2g15930.1, Sp2g15940.1	Csa06g006590, Csa09g011440, Csa04556s010, Csa04g012470
OG0005695	Sp3g29620.1, Sp5g23430.1, Sp5g23230.1	Csa07g033820, Csa05g083490, Csa16g028230
OG0005696	Sp2g09100.1	Csa18g009480, Csa18g009500, Csa20g071320, Csa11g070390, Csa18g009490
OG0005697	Sp2g24170.1	Csa18g034230, Csa02g067810, Csa11g094710
OG0005698	Sp7g12710.1	Csa10g031890, Csa12g057200
OG0005699	Sp7g14730.1	Csa12g053030, Csa10g029550, Csa11g033820
OG0005700	Sp2g26680.1	Csa02g072180, Csa11g100610, Csa11g100640, Csa02g072210
OG0005701	Sp1g34200.1	Csa17g071540, Csa14g050890, Csa03g047530
OG0005702	Sp3g02380.1	Csa01g003090, Csa19g005520, Csa15g003170
OG0005703	Sp4g21140.1, Sp4g21120.1	Csa04g052620, Csa05g014990, Csa06g042660
OG0005704	Sp3g11510.1	Csa15g017350, Csa19g018620, Csa01g015570
OG0005705	SpUn0291_0010.1	Csa17g058230, Csa14g043790, Csa03g038090
OG0005706	Sp6g31010.1	Csa20g018300
OG0005707	Sp6g26660.1	Csa17g078860, Csa12g078240
OG0005708	Sp5g34360.1	Csa09g093500, Csa16g048900, Csa07g058390, Csa09g093510
OG0005709	Sp7g20490.1	Csa12g034440, Csa11g023850, Csa10g020820, Csa12g034550
OG0005710	Sp6g32920.1	Csa13g012280, Csa20g015840, Csa08g054010
OG0005711	Sp5g01670.1	Csa19g033840, Csa07g002910, Csa05g093860, Csa16g003660, Csa16g003680, Csa16g003690, Csa05g093680
OG0005712	Sp7g05270.1, Sp1g30480.1, Sp1g30490.1	Csa12g025870, Csa11g018200, Csa10g016720
OG0005713	Sp3g10070.1	Csa19g016000, Csa01g012940, Csa15g015680
OG0005714	Sp6g40480.1	Csa20g002020, Csa08g062720, Csa13g001820
OG0005715	Sp7g28080.1	Csa12g016990, Csa10g012300, Csa11g013210
OG0005716	Sp1g11040.1	Csa14g015350, Csa03g016190, Csa17g016660
OG0005717	Sp1g13800.1	Csa03g019260, Csa17g021030, Csa14g018600
OG0005721	Sp2g09560.1, Sp2g09530.1	Csa20g072020, Csa18g008880, Csa11g069910
OG0005722	Sp1g10390.1	Csa03g015450, Csa14g014590, Csa17g015870, Csa03g015460
OG0005723	Sp5g22960.1	Csa17g023570, Csa14g022140, Csa03g021620
OG0005724	Sp5g13990.1	Csa09g048510, Csa04g031020, Csa06g021620
OG0005726	Sp6g07930.1	Csa02g028340, Csa13g043630, Csa08g037480
OG0005727	Sp7g32910.1	Csa10g007000, Csa11g006710, Csa12g008450
OG0005728	Sp2g25150.1	Csa18g035370, Csa11g098780, Csa02g070010
OG0005729	Sp5g24710.1	Csa05g086320, Csa16g031030, Csa07g036330
OG0005730	Sp3g21280.1	Csa06g020340, Csa28750s010, Csa19g034110, Csa15g045760, Csa01g028180
OG0005731	Sp2g21420.1	Csa20g052820, Csa20g052810, Csa13g034470, Csa08g024280, Csa20g052800
OG0005741	Sp4g06570.1	Csa12g025790, Csa03g019440, Csa14g061530, Csa04g008780, Csa12g025800, Csa05g033390, Csa06g021850, Csa07g015100, Csa13g050820, Csa13g041940, Csa16g036210, Csa11g047650, Csa01g032550, Csa14g051650, Csa02g059500, Csa05g052080, Csa16g015650, Csa07g036420, Csa01g029480
OG0005745	Sp4g29240.1	Csa05g001900, Csa04g066420, Csa06g053810
OG0005746	Sp4g29410.1	Csa05g001680, Csa04g067620, Csa06g054010
OG0005747	Sp3g11050.1	Csa15g016850, Csa01g014020, Csa19g017110
OG0005748	Sp7g20330.1	Csa10g020980, Csa12g034750, Csa11g023980, Csa13191s010
OG0005749	Sp3g05750.1	Csa01g007810, Csa19g010470, Csa15g008440
OG0005750	Sp6g30210.1	Csa13g016530, Csa20g019220, Csa08g005780
OG0005751	Sp5g10670.1	Csa26989s010, Csa06g025800, Csa04g037370, Csa09g058640
OG0005752	Sp7g15260.1	Csa11g004840, Csa12g051160, Csa11g033120, Csa10g028920
OG0005753	Sp6g19690.1	Csa11g091690, Csa04g068030, Csa18g031170, Csa02g062570
OG0005754	Sp5g14020.1	Csa06g021590, Csa04g030940, Csa09g048470
OG0005755	Sp7g15820.1, Sp7g15850.1	Csa06g046690, Csa11g030250, Csa11g022770, Csa12g033360
OG0005756	Sp1g26490.1	Csa17g045930, Csa14g038360, Csa03g033830
OG0005757	Sp6g25870.1	Csa13g021340, Csa20g026830, Csa08g010930
OG0005758	Sp1g39620.1	Csa14g063420, Csa17g093320, Csa09g004730, Csa03g060220, Csa16g036450, Csa06g002520
OG0005759	Sp1g03220.1	Csa17g007600, Csa14g005550, Csa03g005700
OG0005760	Sp1g28010.1	Csa14g042960, Csa03g037280, Csa17g055360
OG0005761	Sp5g07890.1	Csa09g064320, Csa06g029020
OG0005762	Sp3g22260.1	Csa15g050110, Csa01g030470, Csa19g036380, Csa17746s010
OG0005763	Sp5g13310.1	Csa06g022520, Csa04g033890, Csa09g050850
OG0005764	Sp2g15270.1	Csa04g011180, Csa04g011490
OG0005765	Sp1g16390.1	Csa17g024230, Csa03g022280
OG0005766	Sp5g24820.1	Csa05g087530, Csa07g036430, Csa16g031220
OG0005767	Sp1g34750.1, SpUn0092_0030.1	Csa03g051430, Csa17g073210, Csa14g051610
OG0005768	Sp6g23620.1	Csa20g032890, Csa13g024800, Csa08g014680
OG0005769	Sp5g13340.1	Csa13g055080, Csa09g050720, Csa06g022430, Csa04g033770
OG0005770	Sp7g15880.1	Csa11g030320, Csa06g046750, Csa10g026980
OG0005771	Sp5g05010.1	Csa06g033320, Csa09g070090, Csa04g044100
OG0005772	Sp4g19140.1	Csa05g017020, Csa06g039510, Csa04g050400
OG0005773	Sp5g01430.1	Csa07g002680, Csa05g094130, Csa24208s010, Csa16g002740, Csa15g075530, Csa01g032480
OG0005774	Sp2g04580.1	Csa05g048420, Csa07g016780, Csa16g017300, Csa07g016790, Csa03g055670, Csa05g048430
OG0005777	Sp1g33460.1	Csa03g046890, Csa17g070860
OG0005778	Sp1g27030.1	Csa17g048740, Csa14g039200, Csa03g034630
OG0005779	Sp3g20180.1	Csa15g071350, Csa15g038040, Csa19g031660, Csa01g025670
OG0005780	Sp6g36090.1	Csa08g057710, Csa20g009100, Csa22401s010, Csa13g008780
OG0005782	Sp7g22120.1	Csa11g020620, Csa10g018900
OG0005783	Sp3g32920.1	Csa01g044960, Csa15g084300, Csa19g049350, Csa18g008720
OG0005784	Sp6g03140.1	Csa08g050200
OG0005785	Sp6g33470.1, Sp4g19740.1	Csa20g013140, Csa08g054700, Csa13g011650
OG0005786	Sp1g40730.1, Sp4g13780.1	Csa07g011570, Csa05g029920, Csa16g012290
OG0005788	Sp1g12330.1	Csa14g016940, Csa17g019350, Csa03g017710
OG0005789	Sp2g07060.1	Csa05g020190, Csa06g037520, Csa04g047330
OG0005790	Sp2g29640.1	Csa11g103900, Csa02g075650
OG0005791	Sp1g00240.1	Csa17090s010, Csa17g002540, Csa01624s010, Csa00566s020, Csa03g001150
OG0005792	Sp4g20900.1	Csa06g041420, Csa05g014760, Csa04g052390
OG0005793	Sp2g00240.1	Csa07g066070, Csa07g066050, Csa09g099350, Csa16g057250
OG0005794	Sp5g28080.1	Csa09g077680, Csa07g040230, Csa07g040280, Csa16g035840
OG0005795	Sp4g01800.1	Csa16g044540, Csa09g087080, Csa01945s010, Csa07g052880
OG0005796	Sp1g37090.1	Csa09g095300
OG0005796	Sp2g20070.1	Csa20g058660, Csa08g031060
OG0005797	Sp5g13250.1	Csa04g033980, Csa09g050930, Csa06g022570
OG0005798	Sp3g08350.1	Csa19g013530, Csa01g010870, Csa15g012510
OG0005799	Sp5g00810.1	Csa16g001950, Csa03566s010, Csa05g095060
OG0005800	Sp6g40230.1	Csa13g002090, Csa20g002290
OG0005801	Sp5g26800.1, SpUn0095_0030.1	Csa07g038660, Csa09g074050, Csa09g074060, Csa16g034400
OG0005802	Sp2g11800.1	Csa18g003000, Csa20g081260, Csa11g064920
OG0005803	Sp4g22300.1	Csa06g044190, Csa05g012950, Csa04g054170
OG0005804	Sp3g21480.1	Csa15g047030, Csa01g029510
OG0005806	Sp3g32750.1	Csa04g034980, Csa09g052110, Csa04g034990, Csa04g034970, Csa09g052130
OG0005807	Sp5g26240.1	Csa16g032760, Csa09g072400, Csa07g037980
