Orthogroup	Thellungiella_parvula	Brassica_rapa
OG0008262	Sp4g15310.1	Bra005541
OG0008263	Sp4g20850.1	Bra017115, Bra017114, Bra005101
OG0008264	Sp2g23180.1	Bra009736
OG0008265	Sp2g17850.1	Bra033093
OG0008266	Sp3g03520.1	Bra001117, Bra040396
OG0008267	Sp3g13630.1	Bra027248, Bra001594
OG0008268	Sp5g01180.1	Bra007668
OG0008270	Sp6g23660.1	Bra006581, Bra020132
OG0008271	Sp4g11250.1	Bra011949, Bra035701
OG0008272	Sp6g24440.1	Bra006525, Bra002276
OG0008273	Sp4g28590.1	Bra039277, Bra004528
OG0008274	Sp5g01200.1	Bra003492, Bra007666, Bra014409
OG0008275	Sp3g31290.1	Bra002096, Bra040870
OG0008277	Sp7g11330.1	Bra032724
OG0008278	Sp3g11700.1	Bra001509, Bra027429
OG0008279	Sp2g26340.1	Bra035850, Bra038617
OG0008280	Sp5g14250.1	Bra018122
OG0008281	Sp4g25460.1	Bra000303, Bra004758
OG0008282	Sp2g25970.1	Bra010125, Bra029246
OG0008283	SpUn0029_0030.1, SpUn0026_0070.1, Sp2g07000.1, SpUn0022_0010.1	Bra033640
OG0008284	Sp5g33720.1	Bra035054, Bra008373
OG0008285	Sp4g21330.1	Bra005067
OG0008286	Sp5g11210.1	Bra012875, Bra038876, Bra036841
OG0008287	Sp3g20670.1	Bra033543, Bra033895
OG0008288	Sp5g31770.1	Bra008267, Bra003714
OG0008289	Sp5g02730.1	Bra003415, Bra007539
OG0008290	Sp4g28450.1	Bra004537
OG0008291	Sp1g24260.1	Bra010904, Bra032870
OG0008292	Sp1g26280.1	Bra014881, Bra010767
OG0008293	Sp1g10300.1	Bra019838, Bra016819
OG0008294	Sp3g32630.1	Bra038850
OG0008295	Sp1g04940.1	Bra024299, Bra015476
OG0008296	Sp5g23250.1	Bra004291, Bra033951
OG0008297	Sp6g30160.1	Bra006219
OG0008298	Sp5g00620.1	Bra003514, Bra007709
OG0008299	Sp3g06580.1	Bra001263
OG0008300	Sp5g29020.1	Bra015961
OG0008301	Sp7g32000.1	Bra011509, Bra017638
OG0008302	Sp6g19290.1	Bra002715, Bra006813
OG0008303	Sp7g17970.1	Bra012549, Bra012550, Bra013388
OG0008305	Sp3g20740.1, Sp3g20730.1	Bra023769, Bra001901
OG0008306	Sp5g05510.1	Bra014646, Bra007299
OG0008307	Sp2g29960.1	Bra012096, Bra023074
OG0008308	Sp6g26410.1	Bra006424
OG0008309	Sp5g26690.1	Bra003920, Bra016130
OG0008310	Sp6g33760.1, Sp6g13930.1	Bra009393
OG0008311	Sp6g24790.1	Bra020052, Bra006511
OG0008312	Sp7g21780.1	Bra013734, Bra019264
OG0008313	Sp6g32120.1	Bra008958, Bra006099
OG0008314	Sp3g20040.1	Bra023841, Bra031340, Bra031343
OG0008316	Sp4g23700.1	Bra000227, Bra016934
OG0008317	Sp6g21300.1	Bra020309, Bra002554
OG0008318	Sp3g19580.1	Bra031289, Bra023874
OG0008319	Sp2g11120.1	Bra017566, Bra025027
OG0008320	Sp4g18750.1	Bra023070, Bra017235
OG0008321	Sp2g04730.1	Bra007852, Bra035421
OG0008322	Sp1g25320.1	Bra032314, Bra010831
OG0008323	Sp2g04800.1	Bra027836, Bra035429
OG0008324	Sp1g21850.1	Bra016297
OG0008325	Sp2g18340.1	Bra036193, Bra037526
OG0008326	Sp7g34360.1	Bra017772, Bra010570
OG0008327	Sp2g10970.1	Bra025037
OG0008328	Sp1g36130.1	Bra014178
OG0008329	Sp6g26400.1	Bra002110, Bra023641, Bra023640
OG0008330	Sp2g16330.1	Bra032987, Bra025257
OG0008331	Sp5g25940.1	Bra007941, Bra016189
OG0008332	Sp6g18640.1	Bra006841, Bra002779, Bra035637
OG0008333	Sp7g36830.1	Bra011881
OG0008334	Sp1g04970.1	Bra032433, Bra015478
OG0008335	Sp7g01680.1	Bra025595
OG0008336	Sp3g10280.1	Bra034783
OG0008337	Sp1g10120.1	Bra019849
OG0008338	Sp2g17540.1	Bra039039, Bra025362
OG0008339	Sp4g27270.1, SpUn0031_0050.1	Bra004893
OG0008340	Sp4g27770.1	Bra000399, Bra004931
OG0008341	Sp1g11400.1	Bra026952, Bra016753
OG0008342	Sp6g15240.1	Bra003084, Bra022625
OG0008343	Sp6g09330.1	Bra037862
OG0008344	Sp2g27360.1	Bra024283, Bra037772
OG0008345	Sp4g30080.1	Bra021454
OG0008346	Sp7g30060.1	Bra011335, Bra023956
OG0008347	Sp5g00350.1	Bra040436
OG0008348	Sp7g28610.1	Bra011219, Bra011212, Bra024048
OG0008349	Sp3g31640.1	Bra037229
OG0008351	Sp7g12050.1	Bra010749
OG0008352	Sp4g05290.1	Bra007781, Bra011159
OG0008353	Sp3g16030.1	Bra021283, Bra022259
OG0008354	Sp4g29700.1	Bra004430, Bra021442
OG0008355	Sp2g27510.1	Bra024294
OG0008356	Sp4g00990.1	Bra030273, Bra031221
OG0008357	Sp7g17390.1	Bra013337
OG0008358	Sp5g13230.1	Bra029920, Bra018032
OG0008359	Sp7g32570.1	Bra011563, Bra017680, Bra034656
OG0008360	Sp4g12660.1	Bra021605
OG0008361	Sp3g15400.1	Bra021231, Bra022201
OG0008362	Sp1g18950.1	Bra016423
OG0008363	Sp3g32670.1	Bra012174, Bra038854
OG0008364	Sp1g26820.1	Bra023152, Bra014897
OG0008365	Sp6g40060.1	Bra009589
OG0008366	Sp2g04320.1	Bra027158
OG0008367	Sp5g26480.1	Bra003930
OG0008368	Sp1g30390.1	Bra036763
OG0008369	Sp7g30840.1	Bra034547, Bra011412
OG0008370	Sp6g19060.1	Bra002736, Bra020449
OG0008371	Sp7g31740.1	Bra017621, Bra011485
OG0008372	Sp5g27330.1	Bra008022, Bra016077
OG0008373	Sp7g29640.1	Bra011302, Bra010218
OG0008374	Sp4g23500.1	Bra000218
OG0008375	Sp2g21480.1	Bra020539, Bra036574
OG0008376	Sp1g03670.1	Bra030591, Bra015351, Bra015356
OG0008377	Sp4g27120.1	Bra040327, Bra000367
OG0008378	Sp3g07370.1	Bra001335, Bra029734
OG0008379	Sp1g12490.1	Bra026854, Bra019675
OG0008380	Sp4g00610.1	Bra030298, Bra031190
OG0008381	Sp7g05490.1	Bra028109
OG0008382	Sp7g19720.1	Bra013540
OG0008383	Sp1g19810.1	Bra012320
OG0008384	Sp4g01300.1	Bra030251, Bra038537
OG0008385	Sp7g28220.1	Bra011185, Bra024084
OG0008386	Sp6g00740.1	Bra000958
OG0008387	Sp4g27460.1	Bra004911, Bra039338
OG0008388	Sp6g17090.1	Bra005490, Bra035558
OG0008389	Sp7g14910.1	Bra038453, Bra040576
OG0008390	Sp2g15140.1	Bra025171
OG0008391	Sp1g16580.1	Bra016550, Bra025672
OG0008392	Sp3g33790.1	Bra031129, Bra036482
OG0008393	Sp7g27060.1	Bra011084, Bra010336, Bra024162
OG0008394	Sp2g21860.1	Bra009857, Bra036549
OG0008396	Sp1g02620.1	Bra030541, Bra015261
OG0008397	Sp3g17090.1	Bra037544, Bra022376
OG0008398	Sp5g12820.1	Bra019589, Bra017997
OG0008399	Sp6g29770.1	Bra008769, Bra023454
OG0008400	Sp5g11560.1	Bra036097, Bra030023
OG0008401	Sp1g41630.1	Bra038034
OG0008402	Sp6g21840.1	Bra006674, Bra020260
OG0008403	Sp6g40430.1	Bra009621
OG0008404	Sp3g20070.1	Bra031346
OG0008405	Sp6g25900.1	Bra002157, Bra006459
OG0008406	Sp2g26510.1	Bra038629
OG0008407	Sp5g00720.1	Bra007702
OG0008408	Sp6g25380.1	Bra006490, Bra040670
OG0008409	Sp5g05880.1	Bra007262
OG0008410	Sp4g29490.1	Bra021403, Bra004447
OG0008411	Sp3g12370.1	Bra001535, Bra027372
OG0008412	Sp3g13840.1	Bra021121, Bra027229
OG0008413	Sp6g19850.1	Bra006780, Bra020382
OG0008414	Sp6g24570.1	Bra006520
OG0008415	Sp5g13880.1	Bra018080
OG0008416	Sp6g00300.1	Bra037325
OG0008417	Sp2g10280.1	Bra027601, Bra021964
OG0008418	Sp1g02510.1	Bra030537, Bra033412
OG0008419	Sp6g25340.1	Bra023701, Bra002204
OG0008420	Sp6g19780.1	Bra020389, Bra002673
OG0008421	Sp5g26450.1	Bra003931
OG0008422	Sp3g10750.1	Bra038737
OG0008423	Sp3g16800.1	Bra001720, Bra022352
OG0008424	Sp1g20100.1	Bra024523, Bra024522
OG0008425	Sp7g02770.1	Bra030355, Bra033137, Bra039587
OG0008426	Sp3g06060.1	Bra001236, Bra040362
OG0008427	Sp1g27450.1	Bra023202, Bra033878
OG0008428	Sp3g07800.1	Bra029768
OG0008429	Sp1g23340.1	Bra010964, Bra032802
OG0008430	Sp6g33560.1	Bra006035, Bra009078
OG0008431	Sp2g12550.1	Bra014346, Bra024907
OG0008432	Sp2g07370.1	Bra035331
OG0008433	Sp1g11870.1	Bra019828
OG0008434	Sp1g05360.1	Bra015513
OG0008435	Sp1g40280.1	Bra040568, Bra039689
OG0008436	Sp7g22980.1	Bra019198, Bra010478
OG0008437	Sp4g28360.1	Bra004547
OG0008438	Sp2g10500.1	Bra025067
OG0008439	Sp5g11200.1	Bra012874, Bra036840
OG0008440	Sp7g18560.1	Bra020935
OG0008441	Sp2g15030.1	Bra025161, Bra017349
OG0008442	Sp2g01460.1	Bra027622, Bra026997
OG0008443	Sp7g24310.1	Bra019108, Bra026443
OG0008444	Sp7g27240.1	Bra010330, Bra011100
OG0008445	Sp1g24770.1	Bra010864, Bra032913
OG0008446	Sp2g00530.1	Bra027752
OG0008447	Sp6g34710.1	Bra005978, Bra009332
OG0008448	Sp7g22160.1	Bra010500, Bra013774
OG0008449	Sp6g28130.1	Bra006335, Bra008659
OG0008450	SpUn0356_0010.1, SpUn0419_0020.1, SpUn1104_0010.1	Bra025642
OG0008451	Sp1g22780.1	Bra012476, Bra024751
OG0008452	Sp2g18740.1	Bra036176, Bra037489, Bra020704
OG0008453	Sp7g24200.1	Bra019117, Bra026456
OG0008454	Sp5g07770.1	Bra003191, Bra007089
OG0008455	Sp2g25300.1	Bra029287, Bra010060
OG0008456	Sp6g19910.1	Bra006778, Bra002665
OG0008457	Sp4g13370.1	Bra005317
OG0008458	Sp1g18470.1	Bra016454, Bra012248
OG0008459	Sp7g16390.1	Bra040177, Bra012646
OG0008460	Sp6g03820.1	Bra029562
OG0008461	Sp7g33320.1	Bra011622
OG0008462	Sp6g38080.1	Bra009433, Bra005816
OG0008463	Sp5g28860.1	Bra008107, Bra003833, Bra015975
OG0008464	Sp5g30360.1	Bra003764, Bra015860
OG0008465	Sp6g21940.1	Bra002488, Bra006667
OG0008466	Sp4g19930.1	Bra017174, Bra017177, Bra000007
OG0008467	Sp2g02900.1	Bra027080, Bra031413
OG0008468	Sp5g09360.1	Bra006963, Bra019637
OG0008469	Sp1g00120.1	Bra032668, Bra033217
OG0008470	Sp2g03470.1	Bra027105, Bra039252
OG0008471	Sp4g13390.1	Bra021677
OG0008472	Sp3g17540.1	Bra001746, Bra022427
OG0008473	Sp7g19990.1	Bra013564
OG0008474	Sp1g22550.1	Bra011010, Bra024729
OG0008475	Sp3g18910.1	Bra031239, Bra023918
OG0008476	Sp4g15350.1	Bra021821, Bra005536
OG0008477	Sp1g09710.1	Bra031736, Bra018414
OG0008478	Sp4g21570.1, SpUn0018_0100.1	Bra000126
OG0008479	Sp1g26080.1	Bra010786, Bra032368
OG0008480	Sp2g27580.1	Bra024303
OG0008481	Sp1g07420.1	Bra030740, Bra018601
OG0008482	Sp6g25890.1	Bra023673
OG0008483	Sp6g14150.1	Bra022567
OG0008484	Sp1g07320.1	Bra031637
OG0008485	Sp5g09100.1	Bra006981
OG0008486	Sp1g06690.1, Sp1g06680.1	Bra030712, Bra018663
OG0008487	Sp6g05250.1	Bra029447, Bra018472
OG0008488	Sp5g30050.1	Bra015883, Bra008171
OG0008489	Sp3g06620.1	Bra040023, Bra029668, Bra001265
OG0008490	SpUn0001_0240.1, SpUn0001_0260.1, Sp3g21750.1	Bra015003
OG0008491	Sp3g06030.1	Bra040360, Bra029621
OG0008492	Sp1g00940.1	Bra033268
OG0008493	Sp5g35010.1	Bra008443, Bra003583
OG0008494	Sp2g24050.1	Bra013014
OG0008495	Sp1g35610.1	Bra018746
OG0008496	Sp5g02580.1	Bra007549
OG0008497	Sp2g01490.1	Bra026999, Bra027620
OG0008498	Sp5g32390.1	Bra015684
OG0008499	Sp2g20320.1	Bra038050, Bra036113, Bra009984
OG0008500	Sp7g01920.1	Bra025610
OG0008501	Sp5g33350.1	Bra035019
OG0008502	Sp1g01990.1	Bra032565
OG0008504	Sp6g33900.1	Bra006021, Bra028636
OG0008505	Sp3g19680.1	Bra023868, Bra031295
OG0008506	Sp1g08360.1	Bra019993, Bra030798
OG0008508	Sp7g30030.1	Bra023958, Bra011332
OG0008509	Sp6g24260.1	Bra020088, Bra006543
OG0008510	Sp1g33770.1	Bra014033, Bra040301
OG0008511	Sp2g17880.1	Bra033095, Bra025387
OG0008512	Sp5g31780.1	Bra015730
OG0008513	Sp6g28070.1	Bra008653
OG0008514	Sp4g20650.1	Bra000053, Bra017124
OG0008515	Sp4g08760.1	Bra012045, Bra034311
OG0008516	Sp5g13940.1	Bra018086
OG0008517	Sp2g12400.1	Bra024922, Bra022151
OG0008518	Sp7g34890.1	Bra011746, Bra010592
OG0008520	Sp3g09690.1	Bra034840
OG0008521	Sp3g32810.1	Bra039002
OG0008522	Sp5g27540.1	Bra003880, Bra008034
OG0008523	Sp5g01380.1, Sp7g04840.1	Bra007646, Bra003482, Bra014415
OG0008524	Sp7g36010.1	Bra011825
OG0008525	Sp6g32950.1	Bra009029, Bra006062
OG0008526	Sp3g33150.1	Bra036701, Bra039021
OG0008527	Sp7g37440.1	Bra010692
OG0008528	Sp3g06160.1	Bra029632
OG0008529	Sp1g32720.1	Bra034916, Bra032191
OG0008530	Sp3g10610.1	Bra038724, Bra034756
OG0008531	Sp4g23570.1	Bra016945
OG0008532	Sp7g15240.1	Bra040742, Bra012700
OG0008533	Sp2g14260.1	Bra017389
OG0008535	Sp1g21840.1	Bra016298, Bra024674
OG0008536	Sp5g13560.1	Bra019546
OG0008537	Sp6g40380.1	Bra009617, Bra005705
OG0008538	Sp2g14620.1	Bra025135
OG0008539	Sp1g28570.1	Bra023258, Bra035507
OG0008540	Sp3g23140.1	Bra013211, Bra015142
OG0008541	Sp2g26190.1	Bra035864
OG0008542	Sp5g00270.1	Bra040440, Bra007738
OG0008543	Sp1g08290.1	Bra030793, Bra019999
OG0008544	Sp6g29320.1	Bra008742, Bra023483
OG0008545	Sp2g20060.1	Bra010009, Bra036128
OG0008546	Sp7g17600.1	Bra013359, Bra012570
OG0008547	Sp7g29010.1	Bra010253, Bra011248
OG0008548	SpUn0576_0010.1	Bra019125, Bra010443
OG0008549	Sp6g36570.1	Bra009180, Bra005890
OG0008550	Sp2g13800.1	Bra026585, Bra024814
OG0008551	Sp3g18100.1	Bra035817
OG0008552	Sp7g10860.1	Bra034881
OG0008553	Sp6g37470.1	Bra009107
OG0008554	Sp7g14630.1	Bra012739
OG0008555	Sp2g15150.1	Bra025173, Bra036357
OG0008556	Sp6g00150.1	Bra037314
OG0008557	Sp5g11120.1	Bra038883, Bra012870
OG0008558	Sp3g32710.1	Bra038858, Bra012176
OG0008559	Sp1g27520.1	Bra033874, Bra023208
OG0008560	Sp5g32510.1	Bra003687, Bra015675, Bra008302
OG0008561	Sp5g00430.1	Bra007728, Bra040431
OG0008562	Sp6g14360.1, SpUn0060_0050.1	Bra029139
OG0008563	Sp3g29330.1	Bra001958
OG0008564	Sp5g26370.1	Bra016155
OG0008566	Sp5g02120.1	Bra014446, Bra003443, Bra007588
OG0008567	Sp3g23330.1	Bra013201, Bra015154
OG0008568	Sp4g19990.1	Bra000011, Bra005177
OG0008570	Sp5g29850.1	Bra008166, Bra015897
OG0008571	Sp7g18780.1	Bra020920, Bra013463, Bra038803
OG0008572	Sp5g23080.1	Bra004052
OG0008573	Sp5g04570.1	Bra014583
OG0008574	Sp1g22630.1	Bra024733
OG0008575	Sp3g16020.1	Bra021282, Bra001688
OG0008576	Sp6g32700.1, Sp2g22480.1	Bra006077
OG0008577	Sp7g15110.1	Bra012709
OG0008578	Sp3g15910.1	Bra022244, Bra021274
OG0008579	Sp1g22830.1	Bra024755, Bra012480
OG0008580	Sp6g27470.1	Bra008604
OG0008581	Sp6g27550.1	Bra008608
OG0008582	Sp4g10750.1	Bra011992, Bra034379
OG0008583	Sp5g02300.1	Bra014456
OG0008584	Sp1g38660.1	Bra014310, Bra030398
OG0008585	Sp1g09900.1	Bra016847, Bra019873
OG0008586	Sp6g19160.1	Bra006820, Bra037372
OG0008587	Sp7g16300.1	Bra040183, Bra012639
OG0008588	Sp3g08410.1	Bra029818
OG0008589	Sp7g01390.1	Bra025568
OG0008590	Sp4g05300.1	Bra000551, Bra007780
OG0008591	Sp6g13630.1	Bra028254, Bra022549
OG0008592	Sp7g32610.1	Bra034657, Bra034660
OG0008593	Sp6g24320.1	Bra006539
OG0008594	Sp1g10100.1	Bra019850
OG0008595	Sp2g27460.1	Bra037776, Bra024290
OG0008596	Sp4g11170.1	Bra011954, Bra035705
OG0008598	Sp5g35120.1	Bra035164, Bra008449
OG0008599	Sp6g00490.1	Bra037341, Bra000972
OG0008600	Sp2g00130.1	Bra027724
OG0008601	Sp3g02790.1	Bra001091, Bra036430
OG0008602	Sp3g30730.1	Bra002058, Bra037275
OG0008603	Sp1g00980.1	Bra032633, Bra033270
OG0008604	Sp6g09550.1, Sp2g19950.1	Bra010017
OG0008605	Sp7g35270.1	Bra017839, Bra011776
OG0008606	Sp7g01010.1	Bra025535
OG0008607	Sp7g18620.1	Bra038811, Bra013450
OG0008608	Sp4g14140.1	Bra021744, Bra022866
OG0008609	Sp4g11000.1	Bra034394, Bra011971
OG0008610	Sp3g12150.1	Bra001527, Bra027388
OG0008611	Sp4g10250.1	Bra034354, Bra012017
OG0008612	Sp6g31100.1	Bra008877, Bra023379
OG0008613	Sp4g16200.1	Bra022954, Bra021880, Bra005470
OG0008614	Sp5g30820.1	Bra008218, Bra015824
OG0008615	Sp7g09420.1	Bra032672, Bra034911
OG0008616	Sp6g27780.1	Bra023563, Bra006352
OG0008617	Sp3g15700.1	Bra001668
OG0008618	Sp5g28630.1	Bra015991
OG0008619	Sp3g07570.1	Bra001325, Bra029750
OG0008620	Sp1g25870.1	Bra032350
OG0008621	Sp1g23050.1	Bra012491, Bra024772
OG0008622	Sp2g11610.1	Bra022064
OG0008623	Sp3g33600.1	Bra031117, Bra036681
OG0008624	Sp1g08840.1	Bra031705, Bra019953
OG0008625	Sp6g14260.1	Bra022573, Bra029147, Bra028291
OG0008626	Sp4g27970.1	Bra039306, Bra004946
OG0008627	Sp5g06750.1	Bra014725, Bra007185
OG0008628	Sp3g00970.1	Bra039141
OG0008629	Sp3g11350.1	Bra039375, Bra034700
OG0008630	Sp3g18400.1	Bra001788, Bra035786
OG0008631	Sp3g00950.1	Bra039139
OG0008632	Sp6g13150.1	Bra022533
OG0008633	Sp4g12580.1	Bra018347, Bra021602
OG0008634	Sp6g24200.1	Bra020091, Bra002281
OG0008635	Sp5g24930.1	Bra007884, Bra016263
OG0008636	Sp4g17900.1	Bra017305, Bra023020
OG0008637	Sp3g33850.1	Bra031132
OG0008637	Sp7g06030.1	Bra039489
OG0008638	Sp5g06930.1	Bra014736, Bra003216
OG0008639	Sp6g28470.1	Bra023529, Bra006314
OG0008640	Sp2g04810.1	Bra027837, Bra017898
OG0008641	Sp2g13100.1	Bra024866
OG0008642	Sp2g09650.1	Bra027574
OG0008643	Sp3g05000.1	Bra020782
OG0008644	Sp6g24340.1	Bra006537, Bra020083
OG0008645	Sp5g00390.1	Bra040433
OG0008646	Sp4g17510.1	Bra005353
OG0008647	Sp6g38850.1	Bra005787, Bra009505
OG0008648	Sp2g09430.1	Bra039517, Bra033754, Bra027560
OG0008649	Sp5g30500.1	Bra015849, Bra008190
OG0008650	Sp7g27510.1	Bra024136
OG0008651	Sp6g22160.1	Bra002469
OG0008652	Sp7g26220.1	Bra024214, Bra010380
OG0008653	Sp1g12520.1	Bra019673, Bra026851
OG0008654	Sp5g23160.1	Bra004049, Bra004286
OG0008656	Sp6g39600.1	Bra028850
OG0008657	Sp1g15860.1	Bra016587
OG0008658	Sp7g33240.1	Bra017712
OG0008659	Sp4g24080.1	Bra004652, Bra016916
OG0008660	Sp4g21100.1	Bra000089, Bra017104
OG0008661	Sp4g18490.1	Bra017251, Bra005287
OG0008662	Sp7g05120.1	Bra018411
OG0008663	Sp6g35360.1	Bra009257
OG0008664	Sp7g14220.1	Bra033517
OG0008667	Sp3g06560.1	Bra040019
OG0008668	Sp3g11420.1	Bra001494
OG0008669	Sp1g23180.1	Bra012499, Bra010972
OG0008670	Sp5g04180.1	Bra007410, Bra014560
OG0008671	Sp3g21860.1	Bra015013
OG0008672	Sp6g22930.1	Bra006620, Bra002404
OG0008673	Sp2g23200.1	Bra026467, Bra009734
OG0008674	Sp1g07950.1	Bra018565
OG0008675	Sp6g04240.1	Bra000802, Bra029511, Bra018503
OG0008676	Sp6g03260.1	Bra018514
OG0008677	Sp7g17840.1	Bra013375
OG0008680	Sp5g08970.1	Bra039779
OG0008681	Sp2g07380.1	Bra033642
OG0008682	Sp6g15360.1	Bra003076, Bra029091
OG0008683	Sp6g02950.1	Bra000854
OG0008684	Sp2g28080.1	Bra037803
OG0008685	Sp6g00280.1	Bra008514, Bra037323
OG0008686	Sp1g01500.1	Bra033325, Bra032603, Bra030501
OG0008687	Sp2g12770.1	Bra014326
OG0008688	Sp1g02100.1	Bra031836
OG0008689	Sp5g10730.1	Bra036793, Bra038904
OG0008690	Sp4g05990.1	Bra007102
OG0008691	Sp3g07500.1	Bra029745, Bra034050
OG0008692	Sp2g30180.1	Bra037166
OG0008693	Sp2g13960.1	Bra026574
OG0008694	Sp5g05970.1	Bra007255, Bra014683
OG0008695	Sp5g08940.1	Bra039784, Bra039786, Bra039781
OG0008696	Sp5g10130.1	Bra006904, Bra006907, Bra033451
OG0008697	Sp6g17200.1	Bra035565, Bra002918
OG0008699	Sp7g27097.1	Bra024159
OG0008700	Sp6g35980.1	Bra028715
OG0008701	Sp6g34410.1	Bra006327, Bra005996
OG0008702	Sp6g12990.1	Bra022529, Bra026451, Bra022757
OG0008703	Sp5g01420.1	Bra014416, Bra007642
OG0008704	Sp6g25040.1	Bra020036, Bra006503
OG0008705	Sp6g12700.1	Bra022521
OG0008706	Sp7g28920.1	Bra011243
OG0008707	Sp4g20660.1	Bra000055
OG0008708	Sp5g06080.1	Bra003241
OG0008709	Sp3g16630.1	Bra001710, Bra037579
OG0008710	Sp6g36100.1	Bra009224, Bra028720
OG0008711	Sp7g31690.1	Bra017615, Bra011481
OG0008712	Sp3g31660.1	Bra037228
OG0008713	Sp7g10710.1	Bra016826
OG0008714	Sp2g05910.1, SpUn0028_0030.1	Bra027913
OG0008715	Sp6g36290.1	Bra009207, Bra005899
OG0008716	Sp2g03200.1	Bra027091, Bra031439
OG0008717	Sp4g27090.1	Bra004884
OG0008718	Sp6g07560.1	Bra037892
OG0008719	Sp2g07050.1	Bra005376
OG0008720	Sp1g16820.1	Bra025690, Bra016536
OG0008721	Sp5g33050.1	Bra008338, Bra003664
OG0008722	Sp6g12540.1, SpUn0015_0100.1	Bra014061
OG0008723	Sp2g22600.1	Bra036524, Bra009798
OG0008724	Sp5g00920.1	Bra007685
OG0008725	Sp5g08190.1	Bra003176, Bra007055
OG0008726	Sp3g04790.1	Bra020801
OG0008726	Sp3g04830.1	Bra040246
OG0008727	Sp2g18960.1	Bra037474
OG0008728	Sp7g17850.1	Bra013376, Bra020973
OG0008729	Sp6g33800.1	Bra009390, Bra006026
OG0008730	Sp2g27730.1	Bra037788, Bra024320
OG0008731	Sp1g01540.1	Bra032599, Bra033329
OG0008732	Sp3g24070.1	Bra013174
OG0008733	Sp5g24950.1	Bra016261, Bra007885
OG0008734	Sp1g05210.1	Bra032421
OG0008735	Sp5g32630.1	Bra008310, Bra003683
OG0008736	Sp2g29380.1	Bra012148
OG0008737	Sp1g07200.1	Bra030732, Bra018617
OG0008738	Sp4g16080.1	Bra005476
OG0008739	Sp6g37070.1	Bra028747, Bra009138
OG0008740	Sp1g41870.1	Bra030807, Bra003335
OG0008741	Sp6g03210.1	Bra018516
OG0008742	Sp6g27260.1	Bra008587
OG0008743	Sp5g02020.1	Bra014441, Bra007599
OG0008744	Sp4g11340.1	Bra035696
OG0008745	Sp6g35410.1	Bra005936, Bra009261
OG0008746	SpUn0010_0010.1, Sp7g00540.1	Bra025497
OG0008747	Sp2g15010.1	Bra026508
OG0008748	Sp5g27000.1	Bra007996, Bra016098
OG0008749	Sp1g09280.1	Bra019915
OG0008750	Sp1g25750.1	Bra030178
OG0008751	Sp1g33540.1	Bra036948
OG0008752	Sp1g38250.1	Bra018918, Bra030434
OG0008753	Sp3g06020.1	Bra001234
OG0008754	Sp5g32370.1	Bra015686
OG0008755	Sp2g30330.1	Bra037172, Bra012066
OG0008756	SpUn0581_0010.1, SpUn0786_0010.1, SpUn1305_0010.1, SpUn0413_0010.1	Bra033549
OG0008757	Sp7g28800.1	Bra011233
OG0008758	Sp1g29270.1	Bra034450, Bra028026
OG0008759	Sp7g23210.1	Bra019184
OG0008760	Sp2g22930.1	Bra009758, Bra036511
OG0008761	Sp3g03580.1	Bra040398, Bra040122
OG0008762	Sp5g13260.1	Bra018036, Bra029917
OG0008763	Sp3g17600.1	Bra022432, Bra038215, Bra038216
OG0008764	Sp5g04080.1	Bra014553
OG0008765	Sp7g35460.1	Bra011787, Bra010613
OG0008766	Sp2g21020.1	Bra036607, Bra009931
OG0008767	Sp2g18150.1	Bra036199
OG0008768	SpUn0165_0020.1	Bra005042, Bra000133, Bra017075
OG0008769	Sp4g03570.1	Bra032083
OG0008770	Sp5g08600.1	Bra014862
OG0008772	Sp7g26480.1	Bra024197, Bra011034
OG0008773	Sp1g37960.1	Bra030450, Bra018902
OG0008774	Sp5g32470.1	Bra015678
OG0008775	Sp3g21320.1	Bra028326, Bra014968
OG0008776	Sp5g06170.1	Bra007237
OG0008777	Sp4g24540.1	Bra004690
OG0008778	Sp7g24020.1	Bra019133, Bra013940
OG0008779	Sp7g17140.1	Bra029446, Bra012682
OG0008780	Sp2g01260.1	Bra027630
OG0008781	Sp3g08280.1	Bra029806, Bra001294
OG0008782	Sp7g32290.1	Bra011539
OG0008783	Sp1g14710.1	Bra026041
OG0008784	Sp6g40080.1, Sp3g31860.1	Bra009593
OG0008785	Sp1g17410.1	Bra025748
OG0008786	Sp7g14880.1	Bra012725, Bra040572
OG0008787	Sp4g02990.1	Bra032122, Bra039227
OG0008788	Sp6g23120.1	Bra006609
OG0008789	Sp4g28220.1	Bra039287, Bra004563
OG0008790	Sp5g11430.1	Bra036863
OG0008791	Sp6g25330.1	Bra002205, Bra006492
OG0008792	Sp3g10870.1	Bra038746
OG0008793	Sp7g13360.1	Bra040693, Bra041066
OG0008794	Sp6g23270.1	Bra006597, Bra002373
OG0008795	Sp2g08480.1	Bra033692
OG0008796	Sp5g30420.1	Bra015855
OG0008797	Sp5g35860.1	Bra035204
OG0008798	Sp6g30790.1	Bra008848, Bra023396
OG0008799	Sp7g24850.1	Bra028243, Bra026393
OG0008800	Sp7g33790.1	Bra011654, Bra010503
OG0008801	Sp4g24690.1	Bra016868
OG0008802	Sp5g32020.1	Bra015711, Bra040803
OG0008803	Sp6g20370.1	Bra002627, Bra020361, Bra006749
OG0008804	Sp6g25020.1	Bra020038
OG0008805	Sp7g18480.1	Bra013439, Bra012522
OG0008806	Sp1g06750.1	Bra018654
