Orthogroup	Thellungiella_parvula	Arabis_alpina
OG0006240	Sp2g07940.1	AALP_AA6G152000
OG0006242	Sp1g18890.1	AALP_AA1G230300
OG0006244	Sp1g38080.1	AALP_AA4G045600
OG0006245	Sp3g19720.1	AALP_AA3G250700
OG0006246	Sp2g22020.1	AALP_AA8G435800
OG0006247	SpUn0033_0020.1, Sp1g15530.1	AALP_AA1G192200
OG0006248	Sp6g22200.1	AALP_AA8G403500
OG0006248	Sp7g33030.1	AALP_AA7G225800
OG0006249	Sp1g26600.1	AALP_AA1G313900
OG0006250	Sp2g29480.1	AALP_AA8G511500
OG0006251	Sp6g31370.1, Sp6g31380.1	AALP_AA8G123000
OG0006253	Sp5g20150.1	AALP_AA2G071200
OG0006254	Sp5g00900.1	AALP_AA5G283300
OG0006255	Sp5g12980.1	AALP_AA5G114200
OG0006256	Sp1g11860.1	AALP_AA1G147100
OG0006257	Sp3g14350.1	AALP_AA3G181200
OG0006258	Sp3g33030.1	AALP_AA3G359200
OG0006259	Sp4g05870.1	AALP_AA6G255200
OG0006260	Sp5g31030.1	AALP_AA2G202800
OG0006262	Sp3g10520.1	AALP_AA3G133400
OG0006264	Sp4g05700.1	AALP_AA6G256100
OG0006265	Sp7g33580.1	AALP_AA7G231200
OG0006266	Sp5g35170.1	AALP_AA2G257200
OG0006267	Sp6g05630.1	AALP_AA6G179500
OG0006270	Sp6g34850.1	AALP_AA8G076800, AALP_AAs72396U000100
OG0006271	Sp1g19030.1	AALP_AA1G233900
OG0006273	Sp6g24210.1	AALP_AA8G224300
OG0006274	Sp3g12430.1	AALP_AA3G158900
OG0006277	Sp1g15060.1	AALP_AA1G187500
OG0006278	Sp1g16750.1	AALP_AA1G205900
OG0006279	Sp6g22380.1	AALP_AA8G436000
OG0006280	Sp6g18510.1	AALP_AA8G355600
OG0006281	Sp7g33270.1	AALP_AA7G229400, AALP_AA7G229100
OG0006282	Sp1g38280.1	AALP_AA4G042900
OG0006284	Sp5g27240.1	AALP_AA2G153300
OG0006285	Sp7g37630.1	AALP_AA5G086100, AALP_AA7G259400, AALP_AAs74321U000100
OG0006286	Sp3g28970.1	AALP_AA3G320900
OG0006287	Sp3g16170.1	AALP_AA3G204900
OG0006288	Sp2g26000.1	AALP_AA8G460200
OG0006290	Sp7g28730.1	AALP_AA7G163200
OG0006291	Sp1g07310.1	AALP_AA1G088400
OG0006292	Sp5g05450.1	AALP_AA5G214900
OG0006293	Sp6g38420.1	AALP_AA8G036900
OG0006294	Sp2g20050.1	AALP_AA6G178300
OG0006295	Sp6g27280.1	AALP_AA8G179600
OG0006296	Sp5g17250.1	AALP_AA6G226600
OG0006298	Sp3g21310.1	AALP_AA3G272900, AALP_AA8G418900
OG0006299	Sp1g17650.1	AALP_AA3G079400
OG0006300	Sp7g17470.1	AALP_AA7G010800
OG0006301	Sp2g21920.1	AALP_AA8G433300
OG0006302	Sp4g26130.1	AALP_AA4G229900
OG0006303	Sp5g06520.1	AALP_AA5G200600
OG0006304	Sp6g19330.1	AALP_AA8G365100
OG0006307	Sp2g24550.1	AALP_AA8G443900
OG0006308	Sp4g29040.1	AALP_AA4G261300
OG0006309	Sp6g14320.1	AALP_AA8G296800
OG0006310	Sp1g25120.1	AALP_AA1G298300
OG0006313	Sp6g31620.1	AALP_AA8G117500
OG0006315	Sp7g12470.1	AALP_AAs74096U000200
OG0006317	Sp1g15780.1, Sp4g05220.1	AALP_AA1G195900
OG0006318	Sp5g01020.1	AALP_AA5G282000
OG0006320	Sp4g25550.1	AALP_AA4G224000
OG0006321	Sp3g21540.1	AALP_AA3G275400
OG0006322	Sp4g26060.1	AALP_AA4G229300
OG0006323	Sp7g34610.1	AALP_AA7G249300
OG0006325	Sp3g12230.1	AALP_AA3G156300
OG0006326	Sp1g14730.1	AALP_AA1G184400
OG0006327	Sp5g07950.1	AALP_AA5G179300
OG0006328	Sp6g28780.1	AALP_AA8G157800
OG0006330	Sp2g12580.1	AALP_AA5G000600
OG0006331	Sp4g22470.1	AALP_AA4G187400
OG0006332	Sp7g30730.1	AALP_AA7G193700
OG0006333	Sp6g29800.1	AALP_AA8G142400, AALP_AA6G336500
OG0006335	Sp1g11770.1	AALP_AA1G146100
OG0006336	SpUn0078_0010.1, SpUn0134_0020.1, SpUn0057_0010.1, SpUn0011_0010.1	AALP_AA4G134000, AALP_AA5G074900
OG0006337	Sp2g26270.1	AALP_AA8G155800
OG0006338	Sp4g26590.1	AALP_AA4G233800
OG0006340	Sp4g11140.1	AALP_AA6G225100
OG0006342	Sp5g03000.1	AALP_AA5G256500
OG0006344	Sp7g27770.1	AALP_AA7G149100
OG0006345	Sp3g15640.1	AALP_AA3G198500
OG0006346	Sp7g13720.1	AALP_AA3G249100
OG0006347	Sp2g27610.1	AALP_AA8G478400
OG0006348	Sp6g28440.1	AALP_AAs67936U000100, AALP_AAs63131U000100
OG0006349	Sp5g32560.1	AALP_AA2G215800
OG0006350	Sp5g30630.1	AALP_AA2G197400
OG0006352	Sp4g28380.1	AALP_AA4G252300
OG0006353	Sp5g02690.1	AALP_AA5G261900
OG0006354	Sp1g26220.1	AALP_AA1G310700
OG0006355	Sp6g40050.1	AALP_AA8G018500
OG0006356	Sp3g10480.1	AALP_AA3G133000
OG0006357	Sp7g14130.1	AALP_AA1G329200
OG0006358	Sp5g00120.1	AALP_AA5G292200
OG0006359	Sp6g07050.1	AALP_AA6G185600
OG0006360	Sp1g18370.1	AALP_AA1G224600
OG0006361	Sp5g32220.1	AALP_AA2G212400
OG0006362	Sp1g17670.1	AALP_AA3G079600
OG0006364	Sp1g34710.1	AALP_AA7G086000
OG0006366	Sp1g07090.1	AALP_AA1G087100
OG0006367	Sp4g15730.1	AALP_AA6G061600
OG0006368	Sp7g26290.1	AALP_AA7G123100
OG0006369	Sp1g04130.1	AALP_AA1G049200
OG0006372	Sp4g17090.1	AALP_AA4G116300
OG0006374	Sp7g21540.1	AALP_AA7G064700
OG0006375	Sp1g01600.1	AALP_AA1G322200, AALP_AA1G018600
OG0006376	Sp2g15500.1	AALP_AA5G030200
OG0006379	Sp6g15390.1	AALP_AA8G313500
OG0006380	Sp2g04790.1	AALP_AA1G109700
OG0006382	Sp1g39880.1	AALP_AA4G027100
OG0006383	Sp5g20230.1	AALP_AAs48576U000100
OG0006384	Sp6g34575.1	AALP_AA8G080700
OG0006385	Sp6g40570.1	AALP_AA1G274200
OG0006386	Sp5g07710.1	AALP_AA5G182300
OG0006387	Sp1g18460.1	AALP_AA1G226100
OG0006388	Sp2g11530.1, SpUn0036_0080.1	AALP_AA6G112100
OG0006389	Sp1g21620.1	AALP_AA1G283300
OG0006390	Sp5g35360.1	AALP_AA2G256400
OG0006392	Sp4g20990.1	AALP_AA4G168200
OG0006393	Sp7g00510.1	AALP_AA6G318000
OG0006394	Sp6g36890.1	AALP_AA8G052800
OG0006395	Sp6g18740.1	AALP_AA8G359000
OG0006396	Sp1g26960.1	AALP_AA1G320500
OG0006399	Sp4g25270.1	AALP_AA4G220300
OG0006400	Sp5g33680.1	AALP_AA2G228900
OG0006401	Sp4g09980.1	AALP_AA6G238300
OG0006402	Sp1g07530.1	AALP_AA1G092800
OG0006403	Sp4g21930.1	AALP_AA4G180200
OG0006406	Sp5g05160.1	AALP_AA5G218600
OG0006407	Sp2g17670.1	AALP_AA5G058700
OG0006407	Sp7g02370.1	AALP_AA8G309500
OG0006408	Sp5g08180.1	AALP_AA5G176900
OG0006409	Sp5g08530.1	AALP_AA5G171300
OG0006410	Sp5g01090.1	AALP_AA5G281400
OG0006411	Sp6g24310.1	AALP_AA8G223300
OG0006412	Sp4g18260.1	AALP_AA4G131800
OG0006413	Sp7g03530.1	AALP_AA6G349200
OG0006414	Sp4g13760.1	AALP_AA6G085400
OG0006415	Sp5g19680.1, Sp1g24810.1	AALP_AA1G294600
OG0006416	Sp5g11090.1	AALP_AA5G134800
OG0006418	Sp2g27420.1	AALP_AA8G475900
OG0006419	Sp6g18680.1	AALP_AA2G224300
OG0006420	Sp4g27780.1	AALP_AA4G246900
OG0006421	Sp4g27730.1	AALP_AA4G246300
OG0006422	Sp5g01800.1	AALP_AA5G272500
OG0006424	Sp3g01970.1	AALP_AA3G023200
OG0006425	Sp2g21410.1	AALP_AA8G245800
OG0006427	Sp2g19770.1, SpUn0021_0080.1	AALP_AA8G268300
OG0006428	Sp6g26380.1	AALP_AA8G191100
OG0006430	Sp7g30590.1	AALP_AA7G192300
OG0006431	Sp2g29900.1	AALP_AA8G505600
OG0006432	Sp5g19990.1	AALP_AA2G070800
OG0006433	Sp5g11480.1, SpUn0083_0020.1, Sp1g02160.1	AALP_AA1G025100
OG0006434	Sp3g08310.1	AALP_AA3G100800
OG0006435	Sp1g21560.1	AALP_AA1G281600
OG0006436	Sp5g28180.1	AALP_AA2G168000
OG0006437	Sp2g22520.1	AALP_AA8G425800
OG0006438	Sp2g25960.1	AALP_AA8G459800
OG0006439	Sp6g17620.1	AALP_AA8G343000
OG0006440	Sp1g07130.1	AALP_AA1G086700, AALP_AA4G088600
OG0006441	Sp4g03470.1	AALP_AA6G268600
OG0006442	Sp4g24450.1	AALP_AA4G211900
OG0006444	Sp4g18180.1	AALP_AA4G130900
OG0006445	Sp2g23670.1	AALP_AA8G412100
OG0006446	Sp3g03720.1	AALP_AA3G043900
OG0006447	Sp3g05070.1	AALP_AA3G063400
OG0006448	Sp5g30930.1	AALP_AA2G201200
OG0006449	Sp4g23920.1	AALP_AA4G200500
OG0006450	Sp7g33310.1	AALP_AA7G229800
OG0006451	Sp4g20880.1	AALP_AA4G167200
OG0006452	Sp6g24170.1	AALP_AA8G224700
OG0006453	Sp2g10330.1	AALP_AA6G129200
OG0006457	Sp6g40190.1	AALP_AA8G014300
OG0006458	Sp6g38180.1	AALP_AA8G040100
OG0006460	Sp3g12570.1	AALP_AA3G161300
OG0006461	Sp4g11570.1	AALP_AA6G219400
OG0006463	Sp6g36160.1	AALP_AA8G063700
OG0006464	Sp6g14830.1	AALP_AA8G304200
OG0006466	Sp6g13960.1, Sp6g13950.1	AALP_AA8G292900
OG0006467	Sp3g09910.1	AALP_AA3G126700
OG0006468	Sp7g25990.1	AALP_AA7G060000
OG0006469	Sp4g22820.1	AALP_AA4G191000
OG0006470	Sp5g32870.1	AALP_AA2G219700
OG0006471	Sp2g22330.1	AALP_AA3G021800, AALP_AA8G429700
OG0006473	Sp2g18000.1	AALP_AA5G061500
OG0006474	Sp3g09240.1	AALP_AA3G118300
OG0006475	Sp5g12300.1	AALP_AA5G120200
OG0006477	Sp6g22690.1	AALP_AA3G304500, AALP_AA6G336900, AALP_AA6G337000
OG0006478	Sp6g27360.1	AALP_AA8G176700
OG0006479	Sp3g20400.1	AALP_AA2G008100
OG0006480	Sp5g24340.1, Sp5g24330.1	AALP_AA2G119000
OG0006481	Sp4g26980.1	AALP_AA4G237800
OG0006484	Sp7g30630.1	AALP_AA1G141600
OG0006485	Sp6g36640.1	AALP_AA3G200800, AALP_AA8G057100
OG0006486	Sp1g30430.1	AALP_AAs49431U000100
OG0006488	Sp6g16340.1	AALP_AA8G327500
OG0006490	Sp7g35280.1	AALP_AA7G253200
OG0006491	Sp2g23890.1	AALP_AA3G211600
OG0006492	Sp7g32180.1	AALP_AA7G214100
OG0006494	Sp2g23870.1	AALP_AA3G211800
OG0006495	Sp4g00310.1	AALP_AA2G164800
OG0006496	Sp7g13420.1	AALP_AAs49758U000300
OG0006497	Sp2g18390.1	AALP_AA5G257600, AALP_AA8G104400
OG0006498	Sp4g27720.1	AALP_AA4G246200
OG0006499	Sp1g41690.1	AALP_AA4G102100, AALP_AAs51648U000100
OG0006500	Sp5g27310.1	AALP_AA2G155700
OG0006501	Sp1g24460.1	AALP_AA1G291700
OG0006502	Sp7g34840.1	AALP_AA7G245600
OG0006503	Sp3g12240.1	AALP_AA3G156400
OG0006504	Sp4g18550.1	AALP_AA4G135500
OG0006506	Sp4g12790.1	AALP_AAs48252U001000
OG0006507	Sp7g11980.1	AALP_AAs57530U000100
OG0006508	Sp4g23100.1	AALP_AA4G193000
OG0006509	Sp4g02090.1	AALP_AA6G285500
OG0006510	Sp7g21700.1	AALP_AA7G067600
OG0006512	Sp5g25870.1	AALP_AA2G136900
OG0006514	Sp5g00380.1	AALP_AA5G286100
OG0006518	Sp1g05070.1	AALP_AA1G060200
OG0006519	Sp1g25650.1	AALP_AA1G305400
OG0006521	Sp1g05580.1	AALP_AA1G066300
OG0006522	Sp2g14340.1	AALP_AA5G022800
OG0006523	Sp2g28730.1	AALP_AA8G489600
OG0006524	Sp4g29930.1	AALP_AA4G271900
OG0006525	Sp6g25220.1	AALP_AA8G210700
OG0006526	Sp1g40920.1	AALP_AA3G147000
OG0006527	Sp2g06670.1	AALP_AA4G001200, AALP_AA4G001600
OG0006528	Sp3g02690.1	AALP_AA3G030900
OG0006530	Sp7g19930.1	AALP_AA7G045600, AALP_AA7G045800
OG0006531	Sp4g27300.1, SpUn0031_0020.1	AALP_AA4G242400
OG0006532	Sp1g29490.1	AALP_AA6G194500
OG0006533	Sp6g00070.1	AALP_AA6G000400
OG0006535	Sp6g31550.1	AALP_AA8G120200
OG0006537	Sp3g31470.1	AALP_AA3G340900
OG0006538	Sp4g12480.1	AALP_AAs55729U000300
OG0006539	Sp4g11840.1	AALP_AA6G216800
OG0006540	Sp6g18520.1	AALP_AA8G355700
OG0006541	Sp7g34970.1	AALP_AA7G250800
OG0006542	Sp7g06110.1	AALP_AAs68745U000800
OG0006544	Sp6g28950.1	AALP_AA8G154600
OG0006545	Sp5g35370.1	AALP_AA2G256300
OG0006546	Sp5g21720.1	AALP_AA2G082300
OG0006547	Sp4g03890.1, Sp4g21380.1	AALP_AA4G173600
OG0006548	Sp2g29180.1	AALP_AA8G514000
OG0006549	Sp7g31290.1	AALP_AA7G200100, AALP_AA7G200300
OG0006550	Sp7g36130.1	AALP_AA7G275800
OG0006551	SpUn0356_0020.1, SpUn0419_0010.1	AALP_AA8G308400
OG0006553	Sp1g06720.1	AALP_AA1G083400
OG0006554	Sp2g28260.1	AALP_AA8G485300
OG0006555	Sp1g35330.1	AALP_AA4G077000
OG0006556	Sp6g23360.1	AALP_AA8G239200
OG0006557	Sp5g07210.1	AALP_AAs65627U000200, AALP_AA5G190100
OG0006558	Sp3g15370.1	AALP_AA3G194600
OG0006559	Sp5g30640.1	AALP_AA2G197500
OG0006560	Sp4g11680.1	AALP_AA6G218400
OG0006561	Sp7g08830.1, Sp5g10560.1	AALP_AA5G141600
OG0006562	Sp4g27700.1	AALP_AA4G246000
OG0006563	Sp7g16650.1	AALP_AAs42697U000500
OG0006564	Sp7g04300.1	AALP_AA6G353800
OG0006565	Sp7g28680.1	AALP_AA7G162000
OG0006566	Sp3g16300.1	AALP_AA3G207500
OG0006567	Sp6g27700.1	AALP_AA3G173400
OG0006568	Sp2g19810.1, SpUn0021_0040.1	AALP_AA8G269100
OG0006570	Sp6g34620.1	AALP_AA8G079500
OG0006571	Sp3g30040.1	AALP_AA3G327000
OG0006573	Sp6g39060.1	AALP_AA8G030700
OG0006574	Sp4g28340.1	AALP_AA4G251900
OG0006575	Sp2g02680.1	AALP_AA2G022700
OG0006576	Sp5g35450.1	AALP_AA2G255500
OG0006577	Sp7g12290.1	AALP_AAs39140U000700
OG0006578	Sp2g13300.1	AALP_AA5G010200
OG0006580	Sp5g27840.1	AALP_AA2G161700
OG0006581	Sp5g26700.1	AALP_AA2G148300
OG0006582	Sp5g01700.1	AALP_AA5G274700
OG0006583	Sp5g01280.1	AALP_AA5G279300
OG0006585	Sp2g13580.1	AALP_AA5G012500
OG0006586	Sp4g17870.1	AALP_AA4G127500
OG0006588	Sp2g00830.1	AALP_AA3G059700
OG0006589	Sp3g10800.1, Sp3g10810.1	AALP_AA3G137100
OG0006590	Sp4g29180.1	AALP_AA4G263500
OG0006591	Sp7g22550.1	AALP_AA7G074500
OG0006592	Sp7g30750.1	AALP_AA7G195000
OG0006594	Sp2g21910.1	AALP_AA8G433400
OG0006596	Sp3g00610.1	AALP_AA3G005700
OG0006597	Sp5g00360.1	AALP_AA5G286300, AALP_AAs65095U000200, AALP_AAs40485U000100
OG0006598	Sp7g21970.1	AALP_AA7G070800, AALP_AAs60093U000100
OG0006599	Sp5g28190.1	AALP_AA2G168500
OG0006601	Sp1g38500.1	AALP_AA1G075800
OG0006604	Sp1g32080.1	AALP_AA2G022200
OG0006608	Sp1g26780.1	AALP_AA2G158100
OG0006610	Sp3g11480.1	AALP_AA3G143900
OG0006612	Sp6g37200.1	AALP_AA8G049800
OG0006613	Sp7g35470.1	AALP_AA7G255200
OG0006623	Sp4g15720.1	AALP_AA6G061800
OG0006624	Sp1g07400.1	AALP_AA1G091200
OG0006625	Sp6g34500.1	AALP_AA8G081600
OG0006626	Sp5g23350.1	AALP_AA2G104000
OG0006627	Sp5g34160.1	AALP_AA2G239300
OG0006628	Sp3g15000.1	AALP_AA3G190200
OG0006629	Sp7g19790.1, Sp7g19810.1, Sp7g19800.1	AALP_AA7G041900
OG0006630	Sp2g00140.1	AALP_AA6G311200
OG0006631	Sp5g22580.1	AALP_AA2G093900
OG0006632	Sp1g28980.1	AALP_AA7G051600
OG0006633	Sp6g33080.1	AALP_AA8G099300
OG0006634	Sp4g05420.1	AALP_AA6G257500
OG0006640	Sp6g17700.1	AALP_AA5G242500, AALP_AA5G242600, AALP_AA5G242400, AALP_AA8G342200
OG0006641	SpUn0237_0010.1, SpUn0301_0010.1	AALP_AA1G094700
OG0006642	Sp7g36150.1	AALP_AA7G276100
OG0006644	Sp7g04810.1, Sp7g04860.1	AALP_AA5G008400
OG0006645	Sp2g22010.1	AALP_AA8G435600
OG0006647	Sp2g19250.1	AALP_AA6G092900
OG0006648	Sp3g17130.1	AALP_AA3G217000
OG0006649	Sp7g36050.1	AALP_AA7G277500
OG0006650	Sp4g17670.1	AALP_AA4G126000
OG0006651	Sp6g33610.1	AALP_AA8G090000
OG0006653	Sp5g00140.1	AALP_AA5G292000
OG0006654	Sp4g01650.1	AALP_AA6G289700
OG0006655	Sp5g15030.1	AALP_AA5G088500
OG0006656	Sp1g34030.1	AALP_AA4G086500
OG0006657	Sp1g04240.1	AALP_AA1G049500
OG0006658	Sp3g15090.1	AALP_AA3G191200
OG0006659	Sp3g20130.1	AALP_AA3G255600
OG0006660	Sp5g24380.1	AALP_AA6G189400
OG0006662	Sp7g01500.1	AALP_AA6G331800
OG0006665	Sp1g40300.1	AALP_AA4G025000
OG0006666	Sp4g28840.1	AALP_AA4G257800
OG0006667	Sp6g24970.1	AALP_AA8G216500, AALP_AA8G216400
OG0006668	Sp7g14960.1	AALP_AA8G262400
OG0006669	Sp5g07540.1	AALP_AA5G185400
OG0006670	Sp1g19110.1	AALP_AA1G235100
OG0006671	Sp4g13140.1	AALP_AAs74635U001100
OG0006673	Sp2g18890.1	AALP_AA6G097900
OG0006674	Sp6g28570.1	AALP_AA8G159100
OG0006675	Sp3g09250.1	AALP_AA3G118400
OG0006676	Sp5g05590.1	AALP_AA5G212700
OG0006677	Sp4g27430.1	AALP_AA4G243000
OG0006678	Sp6g12780.1	AALP_AAs48765U000100
OG0006679	Sp5g01890.1	AALP_AA5G271900
OG0006680	Sp4g15830.1	AALP_AA6G059600
OG0006681	Sp2g23250.1	AALP_AA8G416100
OG0006682	Sp1g39540.1	AALP_AA4G032300
OG0006684	Sp7g12360.1	AALP_AAs68934U000200
OG0006685	Sp7g17870.1	AALP_AA7G016200
OG0006686	Sp7g20840.1	AALP_AA7G057000
OG0006687	Sp5g08070.1	AALP_AA5G175800
OG0006688	Sp7g17000.1	AALP_AA6G210000
OG0006689	Sp5g26970.1	AALP_AA2G150300
OG0006691	Sp7g18610.1	AALP_AA7G025600
OG0006692	Sp3g06880.1	AALP_AA3G088700
OG0006694	Sp5g06020.1	AALP_AA5G207700
OG0006695	Sp1g16470.1	AALP_AA1G203000
OG0006696	Sp7g31140.1	AALP_AA7G199800
OG0006697	Sp6g01540.1	AALP_AA6G022100
OG0006698	Sp1g08070.1	AALP_AA1G099000
OG0006699	Sp3g07430.1	AALP_AA3G094700
OG0006701	Sp4g12270.1	AALP_AA1G232000
OG0006702	Sp2g04400.1	AALP_AA2G041400
OG0006703	Sp6g25150.1	AALP_AA8G211800
OG0006704	Sp6g30230.1	AALP_AA8G136400
OG0006705	Sp1g28170.1	AALP_AA1G335900
OG0006707	Sp3g12730.1	AALP_AA3G162700
OG0006708	Sp5g34990.1	AALP_AA2G259300
OG0006709	Sp6g40690.1	AALP_AA8G006700
OG0006711	Sp1g41050.1	AALP_AA4G009700
OG0006712	Sp4g08080.1	AALP_AA6G277500
OG0006714	Sp7g11500.1	AALP_AA4G099600
OG0006715	Sp4g02210.1	AALP_AA6G286400
OG0006716	Sp1g32690.1, Sp2g06740.1, Sp5g18470.1	AALP_AA5G257800
OG0006718	Sp3g09650.1	AALP_AA3G121200
OG0006719	Sp3g04330.1	AALP_AA3G049500
OG0006721	Sp7g25550.1	AALP_AA7G113600
OG0006722	Sp6g00910.1	AALP_AA6G017100
OG0006723	Sp6g29070.1	AALP_AA8G152800
OG0006725	Sp6g37290.1	AALP_AA8G050200
OG0006726	Sp7g27490.1	AALP_AA7G145800
OG0006728	Sp1g17740.1	AALP_AA1G218200
OG0006729	Sp1g03010.1	AALP_AA1G036100, AALP_AAs63180U000300
OG0006730	Sp1g22140.1, Sp5g24520.1	AALP_AA2G120900
OG0006731	Sp6g00820.1	AALP_AA6G017800
OG0006732	Sp4g18130.1	AALP_AA1G198100
OG0006733	Sp3g08990.1	AALP_AA3G115800
OG0006734	Sp1g26830.1	AALP_AA1G316200
OG0006735	Sp7g11810.1	AALP_AA4G105300
OG0006736	Sp4g19510.1	AALP_AA4G145700
OG0006737	Sp6g03320.1	AALP_AA6G043500
OG0006738	Sp2g04060.1	AALP_AA2G038000
OG0006739	Sp6g29840.1, SpUn0049_0040.1	AALP_AA8G142000
OG0006741	Sp1g21020.1	AALP_AA1G256900
OG0006742	Sp3g00960.1	AALP_AA3G001400
OG0006743	Sp2g00070.1	AALP_AA6G312000
OG0006744	Sp1g26580.1	AALP_AA1G313700
OG0006745	Sp4g23140.1	AALP_AA4G193400
OG0006746	Sp4g15100.1	AALP_AA8G240400
OG0006747	Sp5g13650.1	AALP_AA5G106600
OG0006749	Sp4g26510.1	AALP_AA4G233300
OG0006750	Sp7g28750.1	AALP_AA7G163600
OG0006751	Sp3g32380.1	AALP_AA3G353100
OG0006752	Sp6g20220.1	AALP_AA8G375300
OG0006753	Sp6g20810.1	AALP_AA8G385300
OG0006754	Sp4g09160.1	AALP_AA7G272100
OG0006755	Sp7g34760.1	AALP_AA7G246700, AALP_AA7G246800
OG0006759	Sp5g00160.1	AALP_AA5G291800
OG0006760	Sp1g01900.1	AALP_AA1G022200
OG0006761	Sp7g21020.1	AALP_AA3G221400
OG0006762	Sp4g27930.1	AALP_AA4G248500
OG0006763	Sp5g03740.1	AALP_AA3G349300
OG0006764	Sp6g00450.1	AALP_AA6G006100
OG0006765	Sp4g10120.1	AALP_AA5G076600, AALP_AA6G236500
OG0006766	Sp6g29620.1	AALP_AA8G145200
OG0006768	Sp2g09640.1	AALP_AA6G135300
OG0006769	Sp7g20690.1	AALP_AA7G054700
OG0006771	Sp4g27390.1	AALP_AA4G241500
OG0006772	Sp3g05900.1	AALP_AA3G067300
OG0006775	Sp3g06830.1	AALP_AA3G088000
OG0006777	Sp3g00630.1	AALP_AA3G005400
OG0006778	Sp5g12890.1	AALP_AA5G114800
OG0006779	Sp3g05340.1	AALP_AA3G069400
OG0006782	Sp7g18940.1	AALP_AA6G128200
OG0006785	Sp2g15680.1	AALP_AA5G032600
OG0006786	Sp2g27870.1	AALP_AA8G481300
OG0006787	Sp2g01540.1, Sp2g01530.1	AALP_AA2G010100
OG0006788	Sp5g12460.1	AALP_AAs41087U000100, AALP_AAs64740U000100, AALP_AAs53183U000100, AALP_AAs47907U000100
OG0006791	Sp1g39140.1	AALP_AA4G035500
OG0006792	Sp5g27020.1	AALP_AA2G150800, AALP_AA2G150900
OG0006793	Sp1g16420.1	AALP_AA5G092300
OG0006795	Sp3g00810.1	AALP_AA3G002800
OG0006796	Sp7g16610.1	AALP_AAs42393U000600
OG0006797	Sp3g28790.1	AALP_AA3G320100
OG0006798	Sp5g07660.1	AALP_AA5G183100
OG0006799	Sp6g34240.1	AALP_AA8G083900
OG0006800	Sp4g28270.1	AALP_AA4G254700
OG0006802	Sp5g04050.1	AALP_AA5G235900
OG0006803	Sp6g04850.1	AALP_AA6G210400
OG0006804	Sp5g15410.1	AALP_AA5G085400
OG0006805	Sp5g29460.1	AALP_AA2G183500, AALP_AA2G182600, AALP_AA2G182700, AALP_AA2G183400
OG0006806	SpUn0348_0010.1, SpUn0510_0010.1	AALP_AA8G109600
OG0006807	Sp4g23440.1	AALP_AA4G195000
OG0006808	Sp6g20770.1	AALP_AA8G381900
OG0006809	Sp3g29740.1	AALP_AA3G325400, AALP_AA3G329200
OG0006810	Sp3g09130.1	AALP_AA3G117200
OG0006812	Sp3g16070.1	AALP_AA3G203500
OG0006813	Sp7g37160.1	AALP_AA7G264300
OG0006814	Sp7g19960.1	AALP_AA7G045300
OG0006815	Sp2g01270.1	AALP_AA2G006100
OG0006816	Sp5g03670.1	AALP_AA5G248800
OG0006818	Sp5g08060.1	AALP_AA5G175900
OG0006819	Sp6g22450.1	AALP_AA8G407200
OG0006820	Sp5g35020.1	AALP_AA2G258900
OG0006821	Sp3g20000.1	AALP_AA3G253600
OG0006822	Sp2g17920.1	AALP_AA5G061000
OG0006823	Sp1g01630.1	AALP_AA1G018900
OG0006824	Sp5g11600.1	AALP_AA5G129000
OG0006825	Sp1g09530.1	AALP_AA1G118100
OG0006826	Sp7g37150.1	AALP_AA7G264400
OG0006827	Sp2g06020.1	AALP_AA1G098000
OG0006830	Sp1g23160.1	AALP_AA1G266300
OG0006833	Sp2g19860.1	AALP_AA3G189300
OG0006834	Sp7g15550.1	AALP_AA7G007300
OG0006835	Sp3g16360.1	AALP_AA3G208300
OG0006837	Sp1g23150.1	AALP_AA1G266400
OG0006839	Sp2g23060.1	AALP_AA8G418400
OG0006840	Sp6g30820.1	AALP_AA8G128500
OG0006841	Sp3g05430.1	AALP_AA3G070700
OG0006842	Sp5g35570.1	AALP_AA2G255100
OG0006843	Sp1g41150.1	AALP_AA4G008900
OG0006844	Sp2g30520.1	AALP_AA8G495600
OG0006845	Sp7g27540.1	AALP_AA3G354700
OG0006846	Sp6g03070.1	AALP_AA6G040700
OG0006847	Sp7g32420.1	AALP_AA7G216500
OG0006848	SpUn0002_0460.1	AALP_AA4G013900
OG0006849	Sp3g06720.1	AALP_AA3G086700, AALP_AA6G154200
OG0006851	Sp6g11860.1	AALP_AA8G274200
OG0006855	Sp2g25390.1	AALP_AA8G452500
OG0006856	Sp2g27150.1	AALP_AA8G471800
OG0006858	Sp7g29590.1	AALP_AA7G178100
OG0006859	Sp6g01560.1	AALP_AA6G021900
OG0006860	Sp7g32350.1	AALP_AA7G215000
OG0006861	Sp6g23850.1	AALP_AA8G228500
OG0006862	Sp3g09110.1	AALP_AA3G117000
OG0006864	Sp5g07130.1	AALP_AA2G096600, AALP_AA5G192200
OG0006865	Sp1g10330.1	AALP_AA1G125900
OG0006866	Sp2g01890.1	AALP_AA2G013100
OG0006869	Sp6g20020.1	AALP_AA8G373400
OG0006871	Sp1g29650.1	AALP_AA1G349000
OG0006873	Sp1g00810.1	AALP_AA1G007300
OG0006874	Sp6g34990.1	AALP_AA8G074900
OG0006876	Sp7g02620.1, Sp7g02630.1	AALP_AA6G344000
OG0006878	Sp6g32090.1	AALP_AA8G111500
