Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0005916	Carub.0001s2088.1.p	AT1G21480
OG0005917	Carub.0003s0499.1.p	AT3G05670
OG0005918	Carub.0006s3060.1.p	AT4G11560
OG0005919	Carub.0005s0630.1.p	AT3G27740
OG0005920	Carub.0006s1896.1.p	AT5G20630
OG0005921	Carub.0008s2725.1.p	AT5G67260
OG0005922	Carub.0007s2578.1.p	AT4G15880
OG0005923	Carub.0006s1030.1.p	AT5G11770
OG0005924	Carub.0003s1623.1.p	AT3G16490
OG0005925	Carub.0006s0224.1.p	AT5G03430
OG0005926	Carub.0006s0907.1.p, Carub.0006s0909.1.p	AT5G10610, AT5G10600
OG0005927	Carub.0002s0799.1.p	AT1G56220
OG0005928	Carub.0007s0132.1.p	AT4G39400
OG0005929	Carub.0007s2031.1.p	AT4G21110
OG0005930	Carub.0002s1483.1.p	AT1G68330
OG0005931	Carub.0005s1437.1.p	AT3G48210
OG0005932	Carub.0005s0302.1.p	AT2G03870
OG0005933	Carub.0003s2775.1.p	AT2G12400
OG0005934	Carub.0001s1258.1.p	AT1G12840
OG0005935	Carub.0002s2521.1.p	AT1G78310
OG0005938	Carub.0003s0711.1.p	AT3G07560
OG0005939	Carub.0008s0544.1.p	AT5G43260
OG0005940	Carub.0008s1130.1.p	AT5G51270
OG0005941	Carub.0003s2364.1.p	AT3G23380
OG0005942	Carub.0004s1366.1.p	AT2G32300
OG0005943	Carub.0004s1765.1.p	AT2G35900
OG0005944	Carub.0008s1068.1.p, Carub.0008s1077.1.p	AT5G50780
OG0005945	Carub.0008s1123.1.p, Carub.0008s1124.1.p	AT5G51190
OG0005946	Carub.0006s3664.1.p	AT4G00585
OG0005947	Carub.0003s3254.1.p	AT2G18390
OG0005948	Carub.0004s1551.1.p	AT2G33835
OG0005949	Carub.0001s1155.1.p	AT1G11890
OG0005950	Carub.0004s1244.1.p	AT2G31160
OG0005951	Carub.0001s0446.1.p	AT1G05190
OG0005952	Carub.0007s1667.1.p	AT4G24380
OG0005953	Carub.0006s1726.1.p	AT5G18960
OG0005953	Carub.0003s0568.1.p	AT3G06250
OG0005954	Carub.0007s0959.1.p	AT4G30950
OG0005955	Carub.0006s0153.1.p	AT5G02770
OG0005956	Carub.0008s2047.1.p	AT5G59810
OG0005957	Carub.0006s2020.1.p	AT5G22460
OG0005958	Carub.0001s0209.1.p	AT1G02965
OG0005959	Carub.0003s2346.1.p	AT3G23230
OG0005960	Carub.0001s0299.1.p	AT1G03850
OG0005961	Carub.0005s0281.1.p, Carub.0005s2415.1.p	AT2G03690
OG0005962	Carub.0008s1658.1.p	AT5G56260
OG0005963	Carub.0003s0126.1.p	AT3G02140
OG0005964	Carub.0005s1726.1.p	AT3G50870
OG0005965	Carub.0006s0705.1.p	AT5G08150
OG0005966	Carub.0001s4358.1.p	AT1G55090
OG0005967	Carub.0001s1141.1.p	AT1G11755
OG0005968	Carub.0006s0128.1.p	AT5G02480
OG0005969	Carub.0006s1901.1.p	AT5G20670
OG0005970	Carub.0004s1102.1.p	AT2G29940
OG0005971	Carub.0007s0020.1.p	AT4G38260
OG0005972	Carub.0007s0958.1.p	AT4G30960
OG0005973	Carub.0001s1243.1.p	AT1G12730
OG0005973	Carub.0002s0185.1.p	AT1G63110
OG0005974	Carub.0006s0194.1.p	AT5G03150
OG0005975	Carub.0004s1738.1.p	AT2G35660
OG0005976	Carub.0007s0671.1.p	AT5G26130, AT4G33710
OG0005978	Carub.0008s2205.1.p	AT5G61380
OG0005979	Carub.0003s2420.1.p	AT3G23900
OG0005980	Carub.0006s1262.1.p	AT5G14440
OG0005981	Carub.0004s1874.1.p	AT2G36890
OG0005982	Carub.0006s1967.1.p	AT5G22030
OG0005983	Carub.0008s1325.1.p	AT5G53050
OG0005984	Carub.0006s1973.1.p	AT5G22090
OG0005985	Carub.0004s1938.1.p	AT2G37440
OG0005986	Carub.0006s1023.1.p	AT5G11730
OG0005987	Carub.0008s2013.1.p	AT5G59460
OG0005988	Carub.0005s2125.1.p	AT3G54650
OG0005989	Carub.0008s2618.1.p	AT5G65300
OG0005990	Carub.0002s2235.1.p	AT1G75490
OG0005991	Carub.0008s1656.1.p	AT5G56240
OG0005992	Carub.0004s2797.1.p	AT2G45340
OG0005993	Carub.0006s2120.1.p	AT5G23420
OG0005994	Carub.0007s2912.1.p	AT4G13430
OG0005995	Carub.0003s0363.1.p	AT3G04470
OG0005996	Carub.0005s1611.1.p	AT3G49750
OG0005997	Carub.0007s2390.1.p	AT4G17500
OG0005998	Carub.0008s0045.1.p	AT5G47320
OG0005999	Carub.0008s2627.1.p	AT5G65420
OG0006000	Carub.0007s0133.1.p	AT4G39410
OG0006001	Carub.0001s0393.1.p	AT1G04680
OG0006002	Carub.0005s2307.1.p	AT3G56290
OG0006004	Carub.0006s0259.1.p	AT5G03680
OG0006005	Carub.0007s3136.1.p	AT5G35620
OG0006006	Carub.0003s0039.1.p	AT3G01670
OG0006007	Carub.0004s1593.1.p	AT2G34260
OG0006008	Carub.0008s2167.1.p	AT5G60980
OG0006009	Carub.0055s0003.1.p, Carub.0006s1430.1.p	AT5G16110
OG0006010	Carub.0003s1182.1.p	AT3G12490
OG0006011	Carub.0006s0141.1.p	AT5G02600
OG0006012	Carub.0008s1627.1.p	AT5G55940
OG0006013	Carub.0001s1680.1.p	AT1G17080
OG0006014	Carub.0005s2270.1.p	AT3G55960
OG0006015	Carub.0006s2830.1.p	AT4G09830
OG0006016	Carub.0005s0849.1.p	AT3G31550
OG0006017	Carub.0006s0503.1.p	AT5G06150, AT1G34460
OG0006019	Carub.0007s0581.1.p	AT4G34490
OG0006020	Carub.0001s0967.1.p	AT1G10280
OG0006021	Carub.0001s1561.1.p	AT1G15820
OG0006023	Carub.0008s1877.1.p	AT5G58230
OG0006024	Carub.0008s2597.1.p	AT5G65130
OG0006025	Carub.0008s2367.1.p, Carub.0008s2328.1.p	AT5G62960
OG0006026	Carub.0001s0815.1.p	AT1G08810
OG0006027	Carub.0007s1695.1.p	AT4G24150
OG0006028	Carub.0006s1173.1.p	AT5G13570
OG0006029	Carub.0005s1844.1.p	AT3G52110
OG0006030	Carub.0001s3986.1.p	AT1G50910
OG0006031	Carub.0001s4238.1.p	AT1G53190
OG0006032	Carub.0003s1153.1.p	AT3G12160
OG0006033	Carub.0001s3716.1.p	AT1G48050
OG0006034	Carub.0003s1361.1.p	AT3G13840
OG0006035	Carub.0004s0758.1.p	AT2G27090
OG0006036	Carub.0004s0405.1.p	AT4G00260, AT2G24645
OG0006037	Carub.0008s1784.1.p	AT5G57330
OG0006038	Carub.0003s3243.1.p	AT2G18250
OG0006039	Carub.0003s1983.1.p	AT3G19930
OG0006040	Carub.0004s2745.1.p	AT2G44860
OG0006041	Carub.0007s2439.1.p	AT4G17030
OG0006042	Carub.0151s0002.1.p	AT1G50000
OG0006043	Carub.0001s1695.1.p	AT1G17200
OG0006044	Carub.0002s2412.1.p	AT1G77250
OG0006045	Carub.0004s0930.1.p	AT2G28380
OG0006046	Carub.0006s0307.1.p	AT5G04120
OG0006047	Carub.0001s1038.1.p	AT1G10840
OG0006049	Carub.0004s3045.1.p	AT2G47730
OG0006050	Carub.0005s1538.1.p	AT3G49142
OG0006051	Carub.0007s2471.1.p	AT4G16690
OG0006052	Carub.0006s0847.1.p	AT5G10010
OG0006053	Carub.0005s2365.1.p	AT3G56910
OG0006054	Carub.0003s1225.1.p	AT3G12890
OG0006055	Carub.0001s3053.1.p	AT1G32200
OG0006057	Carub.0005s0508.1.p	AT3G26932
OG0006059	Carub.0006s1630.1.p, Carub.0006s1626.1.p	AT5G18037
OG0006060	Carub.0001s2340.1.p	AT1G23980
OG0006061	Carub.0003s1256.1.p	AT3G13200
OG0006062	Carub.0003s3110.1.p	AT2G17160
OG0006062	Carub.0003s3045.1.p, Carub.0003s3111.1.p	AT2G17170
OG0006063	Carub.0006s1221.1.p	AT5G14020
OG0006064	Carub.0006s3070.1.p	AT4G11600
OG0006065	Carub.0002s2253.1.p	AT1G75690
OG0006066	Carub.0002s0531.1.p	AT1G59970
OG0006067	Carub.0003s1445.1.p, Carub.0003s1426.1.p	AT3G14780
OG0006067	Carub.0005s1400.1.p, Carub.0005s0285.1.p	AT3G32050
OG0006068	Carub.0003s0724.1.p	AT3G07660
OG0006069	Carub.0006s0641.1.p	AT5G07440
OG0006070	Carub.0006s0874.1.p	AT5G10280
OG0006071	Carub.0006s1835.1.p	AT5G19980
OG0006072	Carub.0003s2123.1.p, Carub.0003s2122.1.p	AT3G21250
OG0006073	Carub.0003s3105.1.p	AT2G17120
OG0006075	Carub.0003s3544.1.p	AT2G20820
OG0006076	Carub.0008s2372.1.p	AT5G63010
OG0006077	Carub.0007s0721.1.p	AT4G33250
OG0006078	Carub.0006s0516.1.p	AT5G06270
OG0006079	Carub.0005s1713.1.p	AT3G50780, AT2G24692
OG0006080	Carub.0004s0001.1.p	AT2G20920
OG0006081	Carub.0007s1623.1.p	AT4G24820
OG0006082	Carub.0008s1506.1.p	AT5G54790
OG0006083	Carub.0003s1814.1.p	AT3G18360
OG0006085	Carub.0002s1334.1.p	AT1G67050
OG0006087	Carub.0004s1815.1.p	AT2G36360
OG0006088	Carub.0008s1909.1.p	AT5G58500
OG0006089	Carub.0007s2145.1.p	AT4G19700
OG0006091	Carub.0003s1865.1.p	AT3G18830
OG0006092	Carub.0007s2166.1.p	AT4G19540
OG0006093	Carub.0004s2006.1.p	AT2G38090
OG0006094	Carub.0003s0193.1.p	AT3G02830
OG0006095	Carub.0006s0848.1.p	AT5G10020
OG0006096	Carub.0003s1659.1.p	AT3G16870
OG0006097	Carub.0005s2787.1.p	AT3G61200
OG0006098	Carub.0004s1583.1.p	AT2G34200
OG0006099	Carub.0003s2178.1.p, Carub.0095s0001.1.p	AT3G21740
OG0006100	Carub.0008s2633.1.p	AT5G65480
OG0006101	Carub.0001s2921.1.p	AT1G30870
OG0006102	Carub.0001s0171.1.p	AT1G02660
OG0006103	Carub.0007s0290.1.p	AT4G37400
OG0006104	Carub.0002s2366.1.p	AT1G76750
OG0006105	Carub.0005s1132.1.p	AT3G45460, AT3G45480, AT3G45525, AT3G45510
OG0006106	Carub.0005s1803.1.p	AT2G15670, AT3G51670
OG0006107	Carub.0007s3016.1.p	AT4G27190
OG0006108	Carub.0007s0939.1.p	AT4G31140
OG0006109	Carub.0006s2265.1.p	AT5G24800
OG0006110	Carub.0007s0199.1.p	AT4G40020
OG0006111	Carub.0007s0954.1.p	AT4G30993
OG0006112	Carub.0007s1622.1.p	AT4G24830
OG0006113	Carub.0005s2758.1.p	AT3G60830
OG0006115	Carub.0006s2627.1.p	AT4G06534, AT4G06536
OG0006116	Carub.0005s2429.1.p	AT3G57450
OG0006117	Carub.0005s2923.1.p, Carub.0003s1113.1.p	AT3G11800
OG0006118	Carub.0001s2827.1.p	AT1G30040
OG0006119	Carub.0002s0586.1.p	AT1G59590
OG0006120	Carub.0001s2531.1.p	AT1G25260
OG0006121	Carub.0001s1476.1.p	AT1G14990
OG0006122	Carub.0006s3138.1.p	AT4G12250
OG0006123	Carub.0007s2739.1.p	AT4G14750
OG0006124	Carub.0001s3673.1.p	AT1G47810
OG0006124	Carub.0006s0263.1.p, Carub.0006s0576.1.p	AT1G47800
OG0006125	Carub.0003s0578.1.p, Carub.0003s0579.1.p	AT3G06350
OG0006126	Carub.0003s1797.1.p	AT3G18215
OG0006127	Carub.0008s2729.1.p	AT5G67220
OG0006128	Carub.0004s0286.1.p	AT2G23660
OG0006129	Carub.0008s0256.1.p	AT5G45460
OG0006129	Carub.0008s0399.1.p, Carub.0008s0258.1.p, Carub.0008s0255.1.p	AT5G45470
OG0006130	Carub.0001s1629.1.p	AT1G16530
OG0006131	Carub.0004s2494.1.p	AT2G42490
OG0006132	Carub.0006s2894.1.p	AT4G10340
OG0006133	Carub.0002s2356.1.p	AT1G76660
OG0006134	Carub.0001s0678.1.p, Carub.0001s0679.1.p	AT1G07473, AT1G07476
OG0006135	Carub.0008s1494.1.p	AT5G54680
OG0006136	Carub.0006s0661.1.p	AT5G07630
OG0006137	Carub.0006s1929.1.p	AT5G20970
OG0006138	Carub.0003s0322.1.p	AT3G03970
OG0006139	Carub.0003s2543.1.p	AT3G25100
OG0006140	Carub.0002s0258.1.p	AT1G62400
OG0006141	Carub.0007s0707.1.p	AT4G33420
OG0006142	Carub.0005s2413.1.p, Carub.0001s3807.1.p	AT3G57280
OG0006143	Carub.0001s1274.1.p	AT1G12980
OG0006144	Carub.0008s1961.1.p	AT5G58970
OG0006145	Carub.0007s3270.1.p	AT5G37530
OG0006146	Carub.0006s1476.1.p	AT5G16560
OG0006147	Carub.0002s0569.1.p, Carub.0218s0002.1.p	AT1G59700
OG0006147	Carub.0002s0576.1.p	AT1G59670
OG0006148	Carub.0001s1350.1.p	AT1G13790
OG0006149	Carub.0006s0419.1.p	AT5G35917, AT5G05260
OG0006150	Carub.0007s2272.1.p	AT4G18510
OG0006151	Carub.0005s2781.1.p	AT3G61160
OG0006152	Carub.0004s1082.1.p	AT2G29730
OG0006153	Carub.0002s2225.1.p	AT1G75390
OG0006154	Carub.0003s1226.1.p	AT3G12900
OG0006156	Carub.0001s2992.1.p	AT1G31500
OG0006157	Carub.0003s2545.1.p	AT3G25120
OG0006158	Carub.0004s0406.1.p	AT2G24650
OG0006159	Carub.0008s2463.1.p	AT5G63860
OG0006160	Carub.0007s2280.1.p	AT1G36280, AT4G18440
OG0006161	Carub.0006s0594.1.p	AT5G07020
OG0006162	Carub.0002s1872.1.p	AT1G71940
OG0006163	Carub.0006s1183.1.p	AT5G13670
OG0006164	Carub.0005s2088.1.p	AT3G54290
OG0006165	Carub.0007s0299.1.p	AT4G37295
OG0006166	Carub.0003s1027.1.p	AT3G10985
OG0006167	Carub.0008s1102.1.p	AT5G51020
OG0006168	Carub.0004s2739.1.p	AT2G44820
OG0006169	Carub.0006s1542.1.p	AT5G17230
OG0006170	Carub.0006s1814.1.p	AT5G19790
OG0006171	Carub.0007s1613.1.p	AT4G24930
OG0006172	Carub.0001s1889.1.p	AT1G19300
OG0006173	Carub.0003s3461.1.p	AT2G20280
OG0006174	Carub.0003s1506.1.p	AT3G15355
OG0006175	Carub.0001s3959.1.p	AT1G50560, AT1G50520
OG0006176	Carub.0008s0783.1.p	AT5G48270
OG0006177	Carub.0001s1522.1.p	AT1G15420
OG0006178	Carub.0001s0939.1.p	AT1G09960
OG0006179	Carub.0004s2065.1.p	AT2G38670
OG0006180	Carub.0006s1960.1.p	AT5G21960
OG0006181	Carub.0008s2297.1.p	AT5G62280
OG0006182	Carub.0007s2861.1.p	AT4G13830
OG0006183	Carub.0001s2427.1.p	AT1G26750
OG0006184	Carub.0006s0347.1.p	AT5G04530
OG0006185	Carub.0002s0547.1.p	AT3G59610
OG0006186	Carub.0004s0991.1.p	AT2G28920
OG0006187	Carub.0201s0001.1.p, Carub.0006s2574.1.p	AT3G60980
OG0006188	Carub.0008s1227.1.p	AT5G52180
OG0006189	Carub.0002s2095.1.p	AT1G74130
OG0006191	Carub.0006s1252.1.p	AT5G14330
OG0006192	Carub.0005s0539.1.p	AT3G27160
OG0006193	Carub.0006s0095.1.p	AT5G02110
OG0006194	Carub.0008s1309.1.p	AT5G52900
OG0006195	Carub.0002s1513.1.p	AT1G68590
OG0006196	Carub.0007s2354.1.p	AT4G17810
OG0006197	Carub.0002s1481.1.p	AT1G68320
OG0006198	Carub.0003s2444.1.p	AT3G24090
OG0006199	Carub.0002s1916.1.p	AT1G72310
OG0006200	Carub.0001s3876.1.p	AT1G49560
OG0006201	Carub.0008s1861.1.p, Carub.0008s1749.1.p	AT5G58060
OG0006202	Carub.0006s1962.1.p	AT5G21280
OG0006203	Carub.0007s0497.1.p	AT4G35320
OG0006204	Carub.0004s2565.1.p	AT2G43180
OG0006205	Carub.0008s1630.1.p	AT5G55960
OG0006206	Carub.0006s2153.1.p	AT5G23800
OG0006206	Carub.0006s2152.1.p	AT5G23770
OG0006207	Carub.0006s3578.1.p	AT4G01410
OG0006208	Carub.0007s2697.1.p	AT3G60380
OG0006209	Carub.0005s2369.1.p	AT3G56950
OG0006210	Carub.0007s2475.1.p	AT4G16650
OG0006211	Carub.0008s2160.1.p	AT5G60910
OG0006212	Carub.0005s1695.1.p	AT3G50630
OG0006213	Carub.0003s1475.1.p	AT3G15110
OG0006214	Carub.0003s1023.1.p	AT3G10960
OG0006215	Carub.0008s0957.1.p	AT5G49690
OG0006216	Carub.0004s1169.1.p	AT2G30530
OG0006217	Carub.0005s0046.1.p	AT2G01500
OG0006218	Carub.0004s2877.1.p	AT2G46080
OG0006219	Carub.0008s0327.1.p	AT5G45040
OG0006220	Carub.0007s0615.1.p, Carub.0002s1598.1.p	AT1G69380
OG0006221	Carub.0002s2457.1.p	AT1G77690
OG0006222	Carub.0001s4162.1.p	AT1G52630
OG0006223	Carub.0003s1216.1.p	AT3G12800, AT1G36580, AT2G07640
OG0006224	Carub.0006s0123.1.p	AT5G02430
OG0006225	Carub.0001s3075.1.p	AT1G32370
OG0006226	Carub.0001s0787.1.p	AT1G08510
OG0006227	Carub.0008s1486.1.p	AT5G54590
OG0006228	Carub.0002s1934.1.p	AT1G72490
OG0006229	Carub.0004s2285.1.p	AT2G40580
OG0006230	Carub.0008s0459.1.p	AT5G43960
OG0006231	Carub.0008s0314.1.p	AT5G45100
OG0006232	Carub.0003s1042.1.p	AT3G11110
OG0006233	Carub.0006s0231.1.p	AT5G03510
OG0006234	Carub.0007s2740.1.p	AT4G14746
OG0006235	Carub.0005s1884.1.p	AT3G52450
OG0006236	Carub.0001s1449.1.p	AT1G14710
OG0006237	Carub.0006s1858.1.p	AT5G20180
OG0006238	Carub.0005s2847.1.p	AT3G61730, AT5G36000
OG0006239	Carub.0002s0115.1.p	AT1G63700
OG0006240	Carub.0008s0553.1.p	AT5G43155, AT5G43160
OG0006241	Carub.0007s3413.1.p	AT5G41350
OG0006242	Carub.0001s2074.1.p	AT1G21340
OG0006243	Carub.0008s2480.1.p	AT5G64020, AT2G37720
OG0006244	Carub.0001s4028.1.p	AT1G51405
OG0006245	Carub.0003s2176.1.p	AT3G21710
OG0006246	Carub.0006s2337.1.p	AT5G25510
OG0006247	Carub.0001s1715.1.p	AT1G17380
OG0006248	Carub.0008s2130.1.p	AT5G60620
OG0006249	Carub.0001s2898.1.p	AT1G30700
OG0006250	Carub.0008s2732.1.p	AT5G67190
OG0006251	Carub.0006s1077.1.p	AT5G12260
OG0006252	Carub.0002s2576.1.p	AT1G78920
OG0006253	Carub.0002s1113.1.p	AT1G65420
OG0006254	Carub.0005s2926.1.p	AT3G62600
OG0006255	Carub.0005s1529.1.p	AT3G49100
OG0006256	Carub.0001s1308.1.p	AT1G13360
OG0006257	Carub.0003s1573.1.p	AT3G16000
OG0006258	Carub.0003s3398.1.p	AT2G19690
OG0006259	Carub.0004s0582.1.p	AT2G25970
OG0006260	Carub.0002s2281.1.p	AT1G75900
OG0006261	Carub.0003s0349.1.p	AT3G04280
OG0006262	Carub.0003s1167.1.p	AT3G12300
OG0006263	Carub.0001s2897.1.p	AT1G30690
OG0006264	Carub.0004s0567.1.p	AT2G25840
OG0006265	Carub.0007s0444.1.p	AT4G35790
OG0006266	Carub.0002s2695.1.p	AT1G80600
OG0006267	Carub.0006s3093.1.p	AT4G11820
OG0006268	Carub.0006s1045.1.p	AT5G11920
OG0006269	Carub.0005s0625.1.p	AT3G27700
OG0006270	Carub.0006s0699.1.p	AT5G08110
OG0006271	Carub.0001s2092.1.p	AT1G21500
OG0006273	Carub.0006s1859.1.p	AT5G20190
OG0006274	Carub.0003s1378.1.p	AT3G14180
OG0006275	Carub.0001s2087.1.p	AT1G21460
OG0006276	Carub.0005s2135.1.p	AT3G54750
OG0006277	Carub.0001s1666.1.p	AT1G16920
OG0006278	Carub.0001s1839.1.p	AT1G18740
OG0006279	Carub.0008s2149.1.p	AT5G60800
OG0006280	Carub.0008s1724.1.p	AT5G56760
OG0006281	Carub.0007s0484.1.p	AT4G35490
OG0006282	Carub.0001s4050.1.p	AT1G51640
OG0006283	Carub.0001s1348.1.p	AT1G13740
OG0006284	Carub.0002s1896.1.p	AT1G72160
OG0006285	Carub.0007s0001.1.p	AT4G38120
OG0006286	Carub.0003s2956.1.p	AT2G15695
OG0006287	Carub.0003s1777.1.p	AT3G18050
OG0006288	Carub.0008s2356.1.p	AT5G62850
OG0006289	Carub.0003s0658.1.p	AT3G07070
OG0006290	Carub.0007s0970.1.p	AT4G30850
OG0006291	Carub.0001s0801.1.p	AT1G08650
OG0006292	Carub.0005s2393.1.p	AT3G57120
OG0006293	Carub.0006s0327.1.p	AT5G04320
OG0006294	Carub.0006s2602.1.p	AT5G28770
OG0006295	Carub.0006s1506.1.p	AT5G16840
OG0006296	Carub.0005s0979.1.p, Carub.0250s0001.1.p	AT3G44050
OG0006297	Carub.0007s2331.1.p	AT4G18020
OG0006298	Carub.0003s2385.1.p	AT3G23620
OG0006299	Carub.0001s1937.1.p	AT1G19850
OG0006300	Carub.0007s2247.1.p	AT4G18770
OG0006301	Carub.0006s2348.1.p	AT5G25610
OG0006302	Carub.0004s2660.1.p	AT2G44050
OG0006303	Carub.0005s2275.1.p	AT3G56010
OG0006304	Carub.0008s1814.1.p	AT5G57630, AT5G57565
OG0006305	Carub.0004s0268.1.p	AT4G00955, AT2G23450
OG0006306	Carub.0004s0855.1.p	AT5G27300, AT2G27790
OG0006307	Carub.0008s2201.1.p	AT5G61340
OG0006308	Carub.0004s2979.1.p	AT2G47050
OG0006309	Carub.0008s1216.1.p	AT5G52060
OG0006310	Carub.0001s2739.1.p	AT1G29260
OG0006311	Carub.0006s0992.1.p	AT5G11470
OG0006312	Carub.0001s1201.1.p	AT1G12350
OG0006313	Carub.0006s1051.1.p	AT5G11970
OG0006314	Carub.0008s2407.1.p	AT5G63320
OG0006315	Carub.0007s2785.1.p	AT4G14385
OG0006316	Carub.0003s3255.1.p	AT2G18400
OG0006317	Carub.0001s1741.1.p	AT1G17680
OG0006318	Carub.0005s2911.1.p	AT3G62390
OG0006319	Carub.0001s1971.1.p	AT1G20180
OG0006320	Carub.0004s2592.1.p	AT2G43465
OG0006321	Carub.0003s2413.1.p	AT3G23820
OG0006322	Carub.0004s2653.1.p	AT2G43970
OG0006323	Carub.0007s0337.1.p	AT4G37180
OG0006324	Carub.0001s2612.1.p	AT1G27600
OG0006325	Carub.0003s1356.1.p	AT3G13980
OG0006326	Carub.0001s1633.1.p	AT1G16570
OG0006327	Carub.0005s2109.1.p	AT3G54470
OG0006328	Carub.0006s1348.1.p	AT5G15290
OG0006329	Carub.0003s0944.1.p	AT3G10260
OG0006330	Carub.0005s0009.1.p	AT2G01110
OG0006331	Carub.0004s2233.1.p	AT2G40120
OG0006332	Carub.0007s0753.1.p	AT4G32950
OG0006333	Carub.0006s1243.1.p	AT5G14230
OG0006334	Carub.0004s1977.1.p	AT2G37860
OG0006335	Carub.0001s1299.1.p	AT1G13260
OG0006336	Carub.0008s0951.1.p	AT5G49650
OG0006337	Carub.0008s2390.1.p	AT5G63140
OG0006338	Carub.0004s2706.1.p	AT2G44500
OG0006339	Carub.0008s1689.1.p	AT5G56420
OG0006340	Carub.0004s0926.1.p	AT2G28350
OG0006341	Carub.0004s1498.1.p	AT2G33360
OG0006342	Carub.0005s2696.1.p	AT3G60220
OG0006343	Carub.0003s3464.1.p	AT2G20300
OG0006344	Carub.0007s1068.1.p	AT4G29960
OG0006345	Carub.0003s1719.1.p	AT3G17465
OG0006346	Carub.0004s0144.1.p, Carub.0008s0471.1.p	AT4G15480
OG0006347	Carub.0008s2533.1.p	AT5G64530
OG0006348	Carub.0006s1383.1.p	AT5G15680
OG0006349	Carub.0002s2430.1.p	AT1G77405
OG0006350	Carub.0002s2236.1.p	AT1G75500
OG0006351	Carub.0007s1064.1.p	AT4G30010
OG0006352	Carub.0004s2904.1.p	AT2G46340
OG0006353	Carub.0005s2727.1.p	AT3G60530
OG0006354	Carub.0001s2858.1.p	AT1G30380
OG0006355	Carub.0006s0126.1.p	AT5G02460
OG0006356	Carub.0003s1162.1.p	AT3G12260
OG0006357	Carub.0007s2590.1.p	AT4G15770
OG0006358	Carub.0005s3005.1.p	AT3G63430
OG0006359	Carub.0006s2902.1.p	AT4G10380
OG0006360	Carub.0001s2012.1.p	AT1G20650
OG0006361	Carub.0002s2398.1.p	AT1G77100
OG0006362	Carub.0001s1939.1.p	AT1G19870
OG0006363	Carub.0003s1839.1.p	AT3G18610
OG0006364	Carub.0001s3658.1.p	AT1G47720
OG0006365	Carub.0006s2476.1.p	AT5G27820
OG0006366	Carub.0001s0780.1.p	AT1G08450
OG0006367	Carub.0004s1504.1.p	AT2G33410
OG0006368	Carub.0007s1242.1.p	AT4G28340, AT4G28330
OG0006369	Carub.0001s0457.1.p	AT1G05280
OG0006370	Carub.0001s2546.1.p	AT1G24625
OG0006371	Carub.0001s1510.1.p	AT1G15350
OG0006372	Carub.0004s1649.1.p	AT2G34810
OG0006374	Carub.0007s1752.1.p	AT4G23620
OG0006375	Carub.0001s0164.1.p	AT1G02580
OG0006376	Carub.0005s0427.1.p	AT3G26350
OG0006377	Carub.0004s1507.1.p	AT2G33435
OG0006379	Carub.0008s1341.1.p	AT5G53210
OG0006380	Carub.0002s0561.1.p	AT1G59750
OG0006381	Carub.0005s0811.1.p	AT4G10680, AT3G29380
OG0006382	Carub.0001s4248.1.p	AT1G53300
OG0006383	Carub.0002s1119.1.p	AT1G65450
OG0006384	Carub.0006s0727.1.p	AT5G08370
OG0006385	Carub.0006s0067.1.p	AT5G01220
OG0006386	Carub.0005s2134.1.p	AT3G54740
OG0006387	Carub.0001s2021.1.p	AT1G20760
OG0006388	Carub.0008s0120.1.p	AT5G46720
OG0006389	Carub.0001s2380.1.p	AT1G27150
OG0006390	Carub.0002s2712.1.p	AT1G80460
OG0006391	Carub.0002s1084.1.p	AT1G65270
OG0006392	Carub.0004s2063.1.p	AT2G38650
OG0006393	Carub.0007s3402.1.p	AT5G41480
OG0006394	Carub.0006s0489.1.p	AT5G05990
OG0006395	Carub.0008s1753.1.p	AT5G57030
OG0006396	Carub.0001s2953.1.p	AT1G31130
OG0006397	Carub.0005s0498.1.p	AT3G26890
OG0006398	Carub.0004s2617.1.p	AT2G43640
OG0006399	Carub.0004s2562.1.p	AT2G43140
OG0006400	Carub.0002s2544.1.p	AT1G78590
OG0006401	Carub.0004s0772.1.p	AT2G27180
OG0006402	Carub.0001s0824.1.p	AT1G08910
OG0006403	Carub.0004s2171.1.p	AT2G39670
OG0006405	Carub.0001s4378.1.p	AT1G55270
OG0006406	Carub.0005s2428.1.p	AT3G57440
OG0006407	Carub.0005s0764.1.p	AT3G29034
OG0006408	Carub.0005s2081.1.p	AT3G54220
OG0006409	Carub.0005s2044.1.p	AT3G53850
OG0006410	Carub.0005s2902.1.p	AT3G62300
OG0006411	Carub.0006s1848.1.p	AT5G20100
OG0006412	Carub.0004s1775.1.p	AT2G36000
OG0006413	Carub.0007s3738.1.p	AT5G38530
OG0006414	Carub.0001s0550.1.p	AT1G06150
OG0006414	Carub.0004s1257.1.p	AT2G31280
OG0006415	Carub.0001s2702.1.p, Carub.0004s0328.1.p	AT1G28560
OG0006416	Carub.0005s1752.1.p	AT3G51120
OG0006417	Carub.0005s1568.1.p	AT3G49390
OG0006418	Carub.0008s2515.1.p	AT5G64350
OG0006419	Carub.0008s1745.1.p	AT5G56970
OG0006420	Carub.0004s2839.1.p	AT2G45730
OG0006421	Carub.0004s2834.1.p	AT2G45690
OG0006422	Carub.0005s2830.1.p	AT3G61610
OG0006423	Carub.0008s2739.1.p	AT5G67120
