Orthogroup	Capsella_rubella	Boechera_stricta
OG0003971	Carub.0007s0606.1.p, Carub.0007s0649.1.p	Bostr.7867s1244.1.p, Bostr.27991s0149.1.p
OG0003972	Carub.0001s1289.1.p, Carub.0003s0103.1.p	Bostr.13671s0135.1.p
OG0003974	Carub.0007s3643.1.p	Bostr.10058s0045.1.p
OG0003974	Carub.0007s3642.1.p	Bostr.10058s0044.1.p
OG0003975	Carub.0003s1273.1.p	Bostr.3640s0117.1.p
OG0003976	Carub.0007s0397.1.p	Bostr.7867s1492.1.p
OG0003976	Carub.0007s0396.1.p	Bostr.7867s1493.1.p
OG0003977	Carub.0004s2846.1.p	Bostr.25993s0195.1.p
OG0003977	Carub.0230s0001.1.p	Bostr.13158s0111.1.p
OG0003978	Carub.0001s1613.1.p	Bostr.7128s0248.1.p
OG0003978	Carub.0002s2622.1.p	Bostr.20129s0372.1.p
OG0003979	Carub.0007s1579.1.p	Bostr.7867s0330.1.p
OG0003980	Carub.0002s0149.1.p	Bostr.9600s0029.1.p
OG0003982	Carub.0002s0877.1.p	Bostr.13404s0047.1.p
OG0003983	Carub.0001s1016.1.p	Bostr.13671s0412.1.p
OG0003983	Carub.0002s0451.1.p	Bostr.10040s0132.1.p
OG0003984	Carub.0004s2312.1.p	Bostr.9345s0051.1.p
OG0003984	Carub.0005s2322.1.p	Bostr.20505s0108.1.p
OG0003985	Carub.0001s0063.1.p, Carub.0003s1498.1.p	Bostr.28625s0194.1.p
OG0003986	Carub.0005s2633.1.p	Bostr.7128s0466.1.p, Bostr.20903s0184.1.p
OG0003987	Carub.0007s0082.1.p	Bostr.25542s0083.1.p
OG0003988	Carub.0006s0220.1.p	Bostr.2128s0115.1.p
OG0003989	Carub.0007s2868.1.p	Bostr.9017s0031.1.p
OG0003990	Carub.0001s0191.1.p	Bostr.4824s0050.1.p
OG0003990	Carub.0006s3481.1.p	Bostr.16335s0015.1.p
OG0003991	Carub.0001s0388.1.p	Bostr.7128s0056.1.p, Bostr.25219s0509.1.p
OG0003992	Carub.0001s0859.1.p	Bostr.25219s0020.1.p
OG0003992	Carub.0002s0769.1.p	Bostr.8169s0034.1.p
OG0003993	Carub.0003s3031.1.p	Bostr.18351s0113.1.p
OG0003994	Carub.0001s0825.1.p	Bostr.25219s0055.1.p
OG0003995	Carub.0003s0019.1.p	Bostr.1460s0024.1.p
OG0003995	Carub.0003s0020.1.p	Bostr.1460s0025.1.p
OG0003996	Carub.0007s1039.1.p	Bostr.2199s0054.1.p, Bostr.7867s0874.1.p
OG0003997	Carub.0006s3095.1.p	Bostr.25463s0139.1.p
OG0003998	Carub.0006s2495.1.p	Bostr.5644s0001.1.p
OG0004000	Carub.0007s2528.1.p	Bostr.30275s0074.1.p
OG0004000	Carub.0003s3305.1.p	Bostr.18351s0345.1.p
OG0004001	Carub.0007s0209.1.p	Bostr.25542s0206.1.p
OG0004002	Carub.0007s2513.1.p	Bostr.30275s0089.1.p
OG0004003	Carub.0001s1112.1.p	Bostr.5022s0146.1.p, Bostr.13671s0316.1.p
OG0004003	Carub.0026s0001.1.p, Carub.0003s3541.1.p	Bostr.2651s0001.1.p
OG0004004	Carub.0008s1470.1.p	Bostr.26833s0835.1.p
OG0004005	Carub.0006s2594.1.p	Bostr.2670s0001.1.p
OG0004006	Carub.0007s0470.1.p	Bostr.7867s1420.1.p
OG0004007	Carub.0005s2960.1.p	Bostr.13158s0297.1.p
OG0004008	Carub.0001s0558.1.p	Bostr.25219s0335.1.p
OG0004008	Carub.0004s1231.1.p	Bostr.24513s0121.1.p
OG0004009	Carub.0004s0284.1.p	Bostr.27895s0129.1.p
OG0004009	Carub.0007s0335.1.p	Bostr.7867s1553.1.p
OG0004010	Carub.0002s0407.1.p	Bostr.10040s0088.1.p
OG0004010	Carub.0002s0406.1.p	Bostr.10040s0087.1.p
OG0004011	Carub.0001s4039.1.p	Bostr.26675s0041.1.p
OG0004011	Carub.0003s2102.1.p, Carub.0043s0009.1.p, Carub.0003s2107.1.p	Bostr.19424s0544.1.p
OG0004012	Carub.0007s1293.1.p	Bostr.7867s0620.1.p
OG0004013	Carub.0006s0795.1.p	Bostr.13129s0056.1.p
OG0004013	Carub.0007s0692.1.p	Bostr.7867s1201.1.p
OG0004016	Carub.0007s2139.1.p	Bostr.7261s0001.1.p
OG0004017	Carub.0006s3352.1.p	Bostr.2983s0087.1.p
OG0004017	Carub.0004s0809.1.p	Bostr.2983s0038.1.p
OG0004019	Carub.0007s1565.1.p	Bostr.7867s0346.1.p
OG0004020	Carub.0005s2077.1.p	Bostr.0697s0029.1.p
OG0004021	Carub.0007s2409.1.p	Bostr.30275s0186.1.p
OG0004021	Carub.0008s0032.1.p	Bostr.14419s0026.1.p
OG0004022	Carub.0007s1213.1.p	Bostr.7867s0696.1.p
OG0004022	Carub.0003s3483.1.p	Bostr.7903s0123.1.p
OG0004023	Carub.0005s2754.1.p	Bostr.13158s0078.1.p
OG0004024	Carub.0003s0485.1.p	Bostr.2570s0126.1.p
OG0004024	Carub.0006s2479.1.p	Bostr.29827s0098.1.p
OG0004025	Carub.0006s1730.1.p	Bostr.26527s0312.1.p
OG0004025	Carub.0003s0564.1.p	Bostr.2570s0039.1.p
OG0004026	Carub.0008s1140.1.p	Bostr.15774s0274.1.p
OG0004026	Carub.0008s1141.1.p	Bostr.15774s0275.1.p
OG0004027	Carub.0001s0058.1.p	Bostr.5325s0085.1.p
OG0004028	Carub.0004s1065.1.p	Bostr.27991s0222.1.p
OG0004029	Carub.0008s2084.1.p	Bostr.26833s0222.1.p
OG0004031	Carub.0001s3864.1.p	Bostr.26675s0226.1.p
OG0004031	Carub.0003s1877.1.p	Bostr.19424s0765.1.p
OG0004032	Carub.0008s1574.1.p	Bostr.26833s0718.1.p
OG0004032	Carub.0007s1415.1.p	Bostr.7867s0492.1.p
OG0004033	Carub.0001s1425.1.p	Bostr.24340s0013.1.p
OG0004033	Carub.0005s0128.1.p	Bostr.0556s0048.1.p
OG0004034	Carub.0001s2804.1.p	Bostr.15697s0275.1.p
OG0004035	Carub.0008s2017.1.p	Bostr.26833s0295.1.p
OG0004036	Carub.0006s3487.1.p	Bostr.16335s0021.1.p
OG0004036	Carub.0006s3486.1.p	Bostr.16335s0020.1.p
OG0004037	Carub.0001s3923.1.p	Bostr.26675s0162.1.p
OG0004037	Carub.0001s3924.1.p	Bostr.26675s0161.1.p
OG0004038	Carub.0001s3858.1.p	Bostr.26675s0235.1.p
OG0004039	Carub.0004s1759.1.p	Bostr.23794s0512.1.p
OG0004040	Carub.0002s0677.1.p	Bostr.30057s0044.1.p
OG0004040	Carub.0002s0766.1.p, Carub.0002s0765.1.p	Bostr.8169s0032.1.p
OG0004041	Carub.0001s0723.1.p	Bostr.25219s0159.1.p
OG0004042	Carub.0003s1795.1.p	Bostr.19424s0847.1.p
OG0004043	Carub.0002s2636.1.p	Bostr.20129s0385.1.p
OG0004044	Carub.0008s1370.1.p	Bostr.26833s0928.1.p
OG0004044	Carub.0007s1313.1.p	Bostr.7867s0598.1.p
OG0004045	Carub.0003s0796.1.p	Bostr.22252s0189.1.p
OG0004046	Carub.0002s2113.1.p	Bostr.3288s0081.1.p
OG0004047	Carub.0008s2010.1.p	Bostr.26833s0301.1.p
OG0004047	Carub.0005s1286.1.p	Bostr.18473s0300.1.p
OG0004048	Carub.0008s1300.1.p	Bostr.7867s0633.1.p, Bostr.7305s0071.1.p
OG0004049	Carub.0008s1899.1.p	Bostr.0556s0650.1.p
OG0004049	Carub.0006s1880.1.p	Bostr.26527s0158.1.p
OG0004050	Carub.0007s1413.1.p	Bostr.7867s0494.1.p
OG0004050	Carub.0008s1562.1.p	Bostr.26833s0730.1.p
OG0004051	Carub.0005s0055.1.p	Bostr.7903s0017.1.p
OG0004051	Carub.0001s1468.1.p	Bostr.7128s0104.1.p
OG0004052	Carub.0555s0001.1.p	Bostr.25993s0460.1.p
OG0004053	Carub.0005s2306.1.p	Bostr.20505s0124.1.p
OG0004054	Carub.0007s1294.1.p	Bostr.7867s0619.1.p
OG0004054	Carub.0008s1354.1.p	Bostr.26833s0945.1.p
OG0004055	Carub.0007s2617.1.p	Bostr.0597s0199.1.p
OG0004055	Carub.0007s2618.1.p	Bostr.0597s0198.1.p
OG0004056	Carub.0004s2455.1.p	Bostr.25993s0558.1.p
OG0004057	Carub.0005s0761.1.p	Bostr.0556s0551.1.p
OG0004059	Carub.0004s2595.1.p	Bostr.25993s0431.1.p
OG0004060	Carub.0001s0188.1.p	Bostr.4824s0047.1.p
OG0004061	Carub.0005s0039.1.p	Bostr.7903s0034.1.p
OG0004062	Carub.0002s2709.1.p	Bostr.20129s0465.1.p
OG0004062	Carub.0008s1131.1.p	Bostr.10273s0386.1.p
OG0004063	Carub.0006s1743.1.p	Bostr.26527s0298.1.p
OG0004064	Carub.0003s1195.1.p	Bostr.3640s0033.1.p
OG0004065	Carub.0004s2679.1.p	Bostr.25993s0351.1.p
OG0004066	Carub.0006s0708.1.p	Bostr.13129s0147.1.p
OG0004067	Carub.0003s1908.1.p	Bostr.19424s0736.1.p
OG0004067	Carub.0003s1916.1.p	Bostr.19424s0728.1.p
OG0004068	Carub.0002s2308.1.p	Bostr.20129s0055.1.p
OG0004068	Carub.0001s1993.1.p	Bostr.7128s0642.1.p
OG0004069	Carub.0005s0900.1.p	Bostr.0556s0667.1.p
OG0004069	Carub.0006s1912.1.p	Bostr.26527s0127.1.p
OG0004070	Carub.0001s2183.1.p, Carub.0001s2181.1.p	Bostr.21532s0001.1.p
OG0004071	Carub.0003s1394.1.p	Bostr.28625s0275.1.p
OG0004072	Carub.0002s2402.1.p	Bostr.20129s0148.1.p
OG0004074	Carub.0002s2306.1.p	Bostr.20129s0053.1.p, Bostr.20129s0052.1.p
OG0004074	Carub.0004s2686.1.p	Bostr.25993s0345.1.p
OG0004075	Carub.0003s1783.1.p	Bostr.19424s0860.1.p
OG0004076	Carub.0006s0174.1.p	Bostr.6251s0001.1.p
OG0004076	Carub.0008s0490.1.p	Bostr.3148s0096.1.p
OG0004077	Carub.0002s1659.1.p	Bostr.10273s0370.1.p
OG0004078	Carub.0007s0223.1.p	Bostr.25542s0221.1.p
OG0004078	Carub.0007s0224.1.p	Bostr.25542s0222.1.p
OG0004079	Carub.0006s0539.1.p	Bostr.13129s0321.1.p, Bostr.13129s0406.1.p
OG0004080	Carub.0006s2047.1.p	Bostr.26527s0003.1.p
OG0004080	Carub.0005s1053.1.p	Bostr.0556s0771.1.p
OG0004081	Carub.0008s2393.1.p	Bostr.0568s0488.1.p
OG0004081	Carub.0001s1968.1.p	Bostr.7128s0616.1.p
OG0004082	Carub.0005s2537.1.p	Bostr.12402s0001.1.p, Bostr.20505s0083.1.p, Bostr.20903s0101.1.p
OG0004083	Carub.0007s1669.1.p	Bostr.7867s0244.1.p
OG0004083	Carub.0007s1670.1.p	Bostr.7867s0243.1.p
OG0004084	Carub.0007s2723.1.p	Bostr.0597s0115.1.p
OG0004085	Carub.0001s2276.1.p	Bostr.12659s0180.1.p
OG0004085	Carub.0002s1747.1.p	Bostr.10273s0281.1.p
OG0004086	Carub.0006s1753.1.p	Bostr.26527s0285.1.p
OG0004086	Carub.0003s0550.1.p	Bostr.2570s0053.1.p
OG0004087	Carub.0005s1763.1.p	Bostr.6864s0121.1.p
OG0004088	Carub.0003s3039.1.p	Bostr.18351s0124.1.p
OG0004088	Carub.0003s1635.1.p	Bostr.28625s0030.1.p
OG0004090	Carub.0006s0330.1.p	Bostr.2128s0013.1.p, Bostr.2128s0012.1.p
OG0004091	Carub.0001s3729.1.p, Carub.0007s3396.1.p	Bostr.15654s0012.1.p, Bostr.13671s0346.1.p, Bostr.13671s0345.1.p
OG0004092	Carub.0006s3088.1.p, Carub.0001s2910.1.p	Bostr.15697s0382.1.p
OG0004093	Carub.0002s2289.1.p	Bostr.20129s0035.1.p
OG0004094	Carub.0003s1578.1.p	Bostr.28625s0086.1.p
OG0004095	Carub.0007s2693.1.p	Bostr.0597s0140.1.p
OG0004095	Carub.0001s2656.1.p	Bostr.15697s0130.1.p
OG0004096	Carub.0001s2513.1.p	Bostr.12659s0418.1.p
OG0004097	Carub.0005s1812.1.p	Bostr.6864s0071.1.p
OG0004098	Carub.0006s0570.1.p	Bostr.13129s0291.1.p
OG0004099	Carub.0007s3448.1.p	Bostr.7200s0119.1.p
OG0004100	Carub.0002s1109.1.p	Bostr.26959s0388.1.p
OG0004105	Carub.0002s2687.1.p	Bostr.20129s0444.1.p
OG0004105	Carub.0001s1566.1.p	Bostr.7128s0206.1.p
OG0004115	Carub.0004s1254.1.p	Bostr.24513s0097.1.p
OG0004116	Carub.0002s2067.1.p	Bostr.3288s0035.1.p
OG0004117	Carub.0003s0045.1.p	Bostr.1460s0049.1.p
OG0004118	Carub.0004s2830.1.p	Bostr.25993s0209.1.p
OG0004119	Carub.0001s1244.1.p	Bostr.13671s0184.1.p
OG0004120	Carub.0006s0290.1.p	Bostr.2128s0053.1.p
OG0004121	Carub.0006s2948.1.p	Bostr.25463s0251.1.p
OG0004122	Carub.0001s1636.1.p	Bostr.7128s0266.1.p
OG0004123	Carub.0002s2109.1.p	Bostr.3288s0076.1.p
OG0004124	Carub.0001s3038.1.p	Bostr.3359s0154.1.p
OG0004126	Carub.0003s1198.1.p	Bostr.3640s0036.1.p
OG0004127	Carub.0004s2639.1.p	Bostr.25993s0390.1.p
OG0004127	Carub.0005s2655.1.p	Bostr.20903s0202.1.p
OG0004128	Carub.0006s2543.1.p	Bostr.29827s0018.1.p
OG0004128	Carub.0003s0434.1.p	Bostr.2570s0178.1.p
OG0004129	Carub.0004s0031.1.p	Bostr.5022s0109.1.p
OG0004130	Carub.0001s2581.1.p	Bostr.15697s0055.1.p
OG0004131	Carub.0008s1963.1.p	Bostr.26833s0347.1.p
OG0004132	Carub.0007s1858.1.p, Carub.0007s1859.1.p	Bostr.7867s0058.1.p
OG0004133	Carub.0001s2344.1.p	Bostr.12659s0240.1.p
OG0004134	Carub.0003s0120.1.p	Bostr.1460s0123.1.p
OG0004135	Carub.0001s2139.1.p	Bostr.12659s0042.1.p
OG0004136	Carub.0001s3708.1.p	Bostr.15654s0040.1.p
OG0004139	Carub.0007s2606.1.p, Carub.0007s2609.1.p, Carub.0007s2604.1.p	Bostr.7867s0055.1.p
OG0004142	Carub.0007s3741.1.p	Bostr.17584s0008.1.p
OG0004144	Carub.0004s1653.1.p	Bostr.23794s0619.1.p
OG0004144	Carub.0001s2888.1.p	Bostr.15697s0362.1.p
OG0004145	Carub.0001s0642.1.p	Bostr.25219s0243.1.p
OG0004146	Carub.0003s0762.1.p	Bostr.22252s0221.1.p
OG0004147	Carub.0005s0602.1.p, Carub.0006s2388.1.p	Bostr.29827s0208.1.p, Bostr.29827s0080.1.p
OG0004148	Carub.0007s1065.1.p	Bostr.7867s0849.1.p
OG0004149	Carub.0005s1419.1.p	Bostr.18473s0145.1.p
OG0004150	Carub.0004s0549.1.p, Carub.0004s0560.1.p	Bostr.26326s0083.1.p
OG0004151	Carub.0006s2353.1.p, Carub.0006s2352.1.p	Bostr.17056s0001.1.p
OG0004152	Carub.0003s0069.1.p	Bostr.1460s0069.1.p
OG0004152	Carub.0008s1930.1.p	Bostr.26833s0381.1.p
OG0004153	Carub.0001s3935.1.p	Bostr.26675s0147.1.p
OG0004153	Carub.0008s0692.1.p	Bostr.3148s0281.1.p
OG0004154	Carub.0007s3480.1.p	Bostr.3751s0034.1.p, Bostr.7200s0073.1.p
OG0004155	Carub.0002s0980.1.p, Carub.0008s2798.1.p	Bostr.26326s0109.1.p, Bostr.0568s0064.1.p
OG0004156	Carub.0006s0452.1.p	Bostr.13129s0408.1.p
OG0004156	Carub.0005s2834.1.p	Bostr.13158s0165.1.p
OG0004157	Carub.0006s3385.1.p	Bostr.2983s0121.1.p
OG0004157	Carub.0001s0261.1.p	Bostr.26675s0404.1.p
OG0004158	Carub.0007s3516.1.p, Carub.0008s0753.1.p	Bostr.7200s0024.1.p
OG0004159	Carub.0007s2515.1.p	Bostr.30275s0086.1.p
OG0004160	Carub.0005s0483.1.p	Bostr.0556s0349.1.p
OG0004160	Carub.0001s1260.1.p	Bostr.13671s0165.1.p
OG0004161	Carub.0003s2357.1.p	Bostr.0597s0046.1.p
OG0004162	Carub.0015s0017.1.p, Carub.0005s1026.1.p, Carub.0015s0012.1.p	Bostr.18473s0379.1.p
OG0004163	Carub.0008s1600.1.p	Bostr.26833s0694.1.p
OG0004164	Carub.0003s1141.1.p	Bostr.7886s0001.1.p
OG0004164	Carub.0006s1071.1.p	Bostr.20055s0009.1.p
OG0004165	Carub.0007s1784.1.p	Bostr.7867s0125.1.p, Bostr.7867s0130.1.p
OG0004166	Carub.0005s1790.1.p	Bostr.6864s0093.1.p
OG0004167	Carub.0005s1832.1.p	Bostr.6864s0049.1.p
OG0004168	Carub.0002s0532.1.p	Bostr.10040s0231.1.p
OG0004168	Carub.0002s0534.1.p, Carub.0002s0533.1.p	Bostr.10040s0232.1.p
OG0004169	Carub.0001s0886.1.p	Bostr.25494s0010.1.p
OG0004170	Carub.0003s2528.1.p, Carub.0003s2526.1.p	Bostr.19424s0133.1.p
OG0004171	Carub.0001s0266.1.p	Bostr.26675s0362.1.p
OG0004171	Carub.0006s3373.1.p	Bostr.2983s0107.1.p
OG0004172	Carub.0007s1638.1.p	Bostr.7867s0274.1.p
OG0004173	Carub.0006s0524.1.p	Bostr.13129s0336.1.p
OG0004174	Carub.0001s2770.1.p	Bostr.23599s0001.1.p
OG0004175	Carub.0001s2126.1.p	Bostr.12659s0031.1.p
OG0004175	Carub.0002s2447.1.p	Bostr.20129s0194.1.p
OG0004176	Carub.0007s2616.1.p	Bostr.0597s0200.1.p
OG0004176	Carub.0003s2149.1.p	Bostr.19424s0504.1.p
OG0004177	Carub.0002s1405.1.p	Bostr.26959s0143.1.p
OG0004177	Carub.0001s2569.1.p	Bostr.15697s0043.1.p
OG0004178	Carub.0006s0789.1.p	Bostr.13129s0061.1.p
OG0004178	Carub.0008s2485.1.p	Bostr.0568s0397.1.p
OG0004179	Carub.0004s1457.1.p, Carub.0008s0204.1.p	Bostr.23794s0791.1.p
OG0004180	Carub.0005s1905.1.p	Bostr.11793s0122.1.p
OG0004180	Carub.0007s2265.1.p	Bostr.30275s0333.1.p
OG0004181	Carub.0001s3912.1.p	Bostr.26675s0175.1.p
OG0004182	Carub.0003s2929.1.p	Bostr.18351s0026.1.p
OG0004183	Carub.0008s2741.1.p	Bostr.0568s0132.1.p
OG0004184	Carub.0007s3573.1.p	Bostr.12722s0020.1.p
OG0004184	Carub.0001s4324.1.p	Bostr.15774s0079.1.p
OG0004186	Carub.0003s1418.1.p	Bostr.28625s0253.1.p
OG0004187	Carub.0004s2062.1.p	Bostr.23794s0208.1.p
OG0004188	Carub.0008s2653.1.p	Bostr.0568s0222.1.p
OG0004189	Carub.0003s2551.1.p	Bostr.19424s0114.1.p
OG0004190	Carub.0005s2450.1.p	Bostr.20903s0019.1.p
OG0004191	Carub.0006s0821.1.p	Bostr.13129s0013.1.p
OG0004192	Carub.0006s3475.1.p	Bostr.9741s0013.1.p, Bostr.9741s0006.1.p, Bostr.9741s0004.1.p, Bostr.16335s0008.1.p, Bostr.16335s0003.1.p, Bostr.2983s0224.1.p, Bostr.9741s0011.1.p
OG0004193	Carub.0003s0471.1.p	Bostr.2570s0140.1.p
OG0004193	Carub.0006s2494.1.p	Bostr.29827s0084.1.p
OG0004194	Carub.0006s2144.1.p	Bostr.10199s0064.1.p
OG0004194	Carub.0005s1500.1.p	Bostr.18473s0069.1.p
OG0004195	Carub.0005s2860.1.p	Bostr.13158s0189.1.p
OG0004196	Carub.0007s0907.1.p	Bostr.7867s1003.1.p
OG0004197	Carub.0007s3498.1.p	Bostr.7200s0047.1.p
OG0004197	Carub.0005s0599.1.p	Bostr.0556s0435.1.p
OG0004198	Carub.0003s1486.1.p	Bostr.28625s0184.1.p
OG0004199	Carub.0007s0603.1.p, Carub.0007s0602.1.p, Carub.0007s0601.1.p	Bostr.7867s1285.1.p
OG0004199	Carub.0007s0604.1.p	Bostr.7867s1284.1.p
OG0004200	Carub.0003s2728.1.p	Bostr.24399s0023.1.p
OG0004201	Carub.0003s1576.1.p	Bostr.28625s0088.1.p
OG0004202	Carub.0001s3985.1.p	Bostr.26675s0093.1.p, Bostr.26675s0096.1.p
OG0004202	Carub.0003s2051.1.p	Bostr.19424s0599.1.p
OG0004203	Carub.0002s2279.1.p	Bostr.20129s0025.1.p
OG0004203	Carub.0002s2280.1.p	Bostr.20129s0026.1.p
OG0004204	Carub.0005s2998.1.p	Bostr.13158s0336.1.p
OG0004205	Carub.0005s2424.1.p	Bostr.20505s0006.1.p
OG0004206	Carub.0001s3724.1.p	Bostr.15654s0017.1.p
OG0004207	Carub.0004s1289.1.p	Bostr.24513s0065.1.p
OG0004208	Carub.0003s1636.1.p	Bostr.28625s0029.1.p
OG0004209	Carub.0004s1462.1.p	Bostr.23794s0786.1.p
OG0004210	Carub.0006s1000.1.p	Bostr.20055s0085.1.p
OG0004211	Carub.0003s0955.1.p	Bostr.22252s0027.1.p
OG0004213	Carub.0005s2757.1.p	Bostr.13158s0081.1.p
OG0004214	Carub.0005s1343.1.p	Bostr.13158s0051.1.p
OG0004215	Carub.0003s1686.1.p	Bostr.19424s0955.1.p
OG0004216	Carub.0001s1224.1.p	Bostr.13671s0204.1.p
OG0004217	Carub.0005s2188.1.p	Bostr.12132s0001.1.p
OG0004218	Carub.0006s2056.1.p	Bostr.10199s0162.1.p
OG0004218	Carub.0005s1060.1.p	Bostr.0556s0775.1.p
OG0004219	Carub.0004s2781.1.p	Bostr.25993s0255.1.p
OG0004220	Carub.0004s2893.1.p	Bostr.25993s0145.1.p
OG0004221	Carub.0007s3697.1.p	Bostr.17775s0017.1.p
OG0004222	Carub.0007s3367.1.p, Carub.0007s3359.1.p	Bostr.25375s0022.1.p
OG0004224	Carub.0007s1044.1.p	Bostr.7867s0868.1.p
OG0004225	Carub.0002s0211.1.p	Bostr.22157s0038.1.p
OG0004225	Carub.0001s1205.1.p	Bostr.13671s0219.1.p
OG0004226	Carub.0004s0788.1.p	Bostr.28794s0025.1.p
OG0004226	Carub.0004s0789.1.p	Bostr.28794s0026.1.p
OG0004227	Carub.0003s0516.1.p	Bostr.2570s0090.1.p
OG0004228	Carub.0003s1818.1.p	Bostr.19424s0822.1.p
OG0004229	Carub.0005s0748.1.p	Bostr.0556s0541.1.p
OG0004230	Carub.0003s1695.1.p	Bostr.19424s0944.1.p
OG0004230	Carub.0001s3709.1.p	Bostr.15654s0037.1.p
OG0004231	Carub.0002s1433.1.p	Bostr.26959s0119.1.p
OG0004231	Carub.0001s2553.1.p	Bostr.15697s0026.1.p
OG0004232	Carub.0003s2121.1.p	Bostr.19424s0531.1.p
OG0004232	Carub.0001s4055.1.p	Bostr.26675s0031.1.p
OG0004233	Carub.0003s2120.1.p	Bostr.19424s0532.1.p
OG0004234	Carub.0005s0742.1.p	Bostr.12302s0014.1.p
OG0004235	Carub.0001s1709.1.p	Bostr.7128s0344.1.p
OG0004236	Carub.0001s0938.1.p, Carub.0007s3125.1.p	Bostr.29044s0072.1.p
OG0004237	Carub.0006s0593.1.p	Bostr.13129s0268.1.p
OG0004238	Carub.0006s1719.1.p	Bostr.26527s0322.1.p
OG0004238	Carub.0006s1718.1.p	Bostr.26527s0323.1.p
OG0004239	Carub.0001s2436.1.p	Bostr.30671s0001.1.p
OG0004240	Carub.0001s0625.1.p	Bostr.25219s0262.1.p
OG0004240	Carub.0004s1142.1.p	Bostr.24513s0216.1.p
OG0004241	Carub.0001s1721.1.p	Bostr.28912s0001.1.p
OG0004242	Carub.0005s1601.1.p	Bostr.12433s0001.1.p
OG0004243	Carub.0003s3377.1.p	Bostr.18351s0407.1.p
OG0004244	Carub.0001s3063.1.p, Carub.0006s0167.1.p, Carub.0006s1041.1.p	Bostr.20055s0039.1.p
OG0004245	Carub.0007s0031.1.p	Bostr.25542s0028.1.p
OG0004246	Carub.0003s1118.1.p	Bostr.19424s1120.1.p
OG0004247	Carub.0006s2992.1.p	Bostr.25463s0216.1.p
OG0004247	Carub.0006s0185.1.p	Bostr.6251s0008.1.p
OG0004248	Carub.0002s0587.1.p	Bostr.10040s0290.1.p
OG0004249	Carub.0005s0931.1.p	Bostr.0556s0679.1.p
OG0004249	Carub.0005s0918.1.p	Bostr.0556s0675.1.p
OG0004250	Carub.0001s2061.1.p	Bostr.7128s0707.1.p
OG0004250	Carub.0002s2373.1.p	Bostr.20129s0123.1.p
OG0004251	Carub.0004s0361.1.p	Bostr.27895s0054.1.p
OG0004252	Carub.0007s0673.1.p	Bostr.7867s1219.1.p
OG0004252	Carub.0003s2847.1.p	Bostr.2199s0051.1.p
OG0004253	Carub.0007s0154.1.p	Bostr.25542s0154.1.p
OG0004254	Carub.0006s2421.1.p	Bostr.29827s0170.1.p
OG0004254	Carub.0003s0532.1.p	Bostr.2570s0073.1.p
OG0004255	Carub.0001s0196.1.p	Bostr.4824s0055.1.p
OG0004255	Carub.0006s3470.1.p	Bostr.2983s0219.1.p
OG0004256	Carub.0002s0159.1.p	Bostr.9600s0040.1.p
OG0004257	Carub.0004s0818.1.p	Bostr.27991s0016.1.p
OG0004258	Carub.0004s1784.1.p	Bostr.23794s0486.1.p
OG0004259	Carub.0007s1988.1.p	Bostr.10689s0098.1.p
OG0004259	Carub.0007s1987.1.p	Bostr.10689s0099.1.p
OG0004260	Carub.0006s3336.1.p	Bostr.2983s0079.1.p
OG0004260	Carub.0007s2034.1.p	Bostr.10689s0058.1.p
OG0004261	Carub.0001s2850.1.p	Bostr.15697s0326.1.p
OG0004262	Carub.0004s1014.1.p	Bostr.27991s0176.1.p
OG0004263	Carub.0003s2047.1.p	Bostr.19424s0603.1.p
OG0004264	Carub.0007s3051.1.p	Bostr.29044s0118.1.p
OG0004265	Carub.0005s1669.1.p	Bostr.6864s0206.1.p
OG0004266	Carub.0002s0693.1.p	Bostr.30057s0024.1.p
OG0004267	Carub.0006s1764.1.p	Bostr.26527s0276.1.p
OG0004267	Carub.0003s0543.1.p	Bostr.2570s0059.1.p
OG0004268	Carub.0001s3260.1.p, Carub.0007s3712.1.p	Bostr.1040s0023.1.p
OG0004269	Carub.0004s0028.1.p	Bostr.5022s0112.1.p
OG0004270	Carub.0001s4395.1.p	Bostr.6758s0031.1.p
OG0004270	Carub.0001s4393.1.p	Bostr.12722s0030.1.p
OG0004271	Carub.0006s2737.1.p, Carub.0008s0527.1.p	Bostr.3148s0136.1.p, Bostr.9686s0013.1.p
OG0004272	Carub.0003s3517.1.p	Bostr.7903s0096.1.p
OG0004272	Carub.0007s1237.1.p	Bostr.7867s0674.1.p
OG0004273	Carub.0006s0919.1.p	Bostr.13175s0030.1.p
OG0004274	Carub.0007s3546.1.p	Bostr.3751s0016.1.p
OG0004274	Carub.0005s0666.1.p	Bostr.0556s0480.1.p
OG0004275	Carub.0007s2866.1.p	Bostr.9017s0029.1.p
OG0004276	Carub.0001s0900.1.p	Bostr.25494s0024.1.p
OG0004276	Carub.0002s0680.1.p	Bostr.30057s0033.1.p
OG0004277	Carub.0008s2178.1.p	Bostr.26833s0127.1.p
OG0004277	Carub.0008s2177.1.p	Bostr.26833s0128.1.p
OG0004278	Carub.0007s3268.1.p	Bostr.9638s0069.1.p
OG0004279	Carub.0003s2382.1.p	Bostr.19424s0282.1.p
OG0004280	Carub.0007s3159.1.p, Carub.0007s3165.1.p	Bostr.29044s0038.1.p
OG0004280	Carub.0007s3115.1.p	Bostr.29044s0085.1.p
OG0004281	Carub.0007s1545.1.p	Bostr.7867s0364.1.p
