Orthogroup	Capsella_rubella	Brassica_oleracea
OG0007483	Carub.0004s2368.1.p	Bo4g013200, Bo4g190850
OG0007484	Carub.0001s0834.1.p	Bo8g058130, Bo5g009400, Bo8g112210
OG0007485	Carub.0006s1829.1.p	Bo9g152230, Bo2g018500
OG0007486	Carub.0002s2498.1.p	Bo6g121750, Bo2g093190
OG0007487	Carub.0001s0974.1.p, Carub.0001s0973.1.p	Bo8g059320
OG0007488	Carub.0001s4220.1.p	Bo3g182660, Bo6g031090
OG0007489	Carub.0002s0031.1.p	Bo9g032390, Bo9g030960
OG0007490	Carub.0008s2075.1.p	Bo2g025140
OG0007491	Carub.0008s1426.1.p	Bo2g043280, Bo9g113820
OG0007492	Carub.0006s3367.1.p	Bo3g090050, Bo9g007560
OG0007493	Carub.0007s2288.1.p	Bo7g105960, Bo1g019520
OG0007494	Carub.0005s2123.1.p	Bo8g084790
OG0007495	Carub.0005s2503.1.p	Bo6g074620, Bo8g092550
OG0007496	Carub.0005s0848.1.p	Bo9g009030, Bo2g149440, Bo7g088670
OG0007497	Carub.0006s0046.1.p	Bo2g001300, Bo3g001470
OG0007498	Carub.0006s2181.1.p	Bo9g013820, Bo7g097210
OG0007499	Carub.0007s2923.1.p	Bo4g133140, Bo00997s010
OG0007500	Carub.0004s3086.1.p	Bo8g118350, Bo4g200870
OG0007501	Carub.0007s2672.1.p	Bo1g057050
OG0007502	Carub.0005s2883.1.p	Bo8g097620
OG0007503	Carub.0007s2357.1.p	Bo8g049720, Bo1g017860, Bo7g105430
OG0007504	Carub.0003s1772.1.p	Bo3g071360, Bo5g121370
OG0007505	Carub.0003s0688.1.p	Bo5g141620
OG0007506	Carub.0001s0210.1.p, Carub.0033s0002.1.p	Bo8g001240, Bo8g117240
OG0007507	Carub.0002s1590.1.p	Bo2g062990, Bo6g095590, Bo6g108750
OG0007508	Carub.0003s0108.1.p	Bo3g055320, Bo1g157560, Bo5g156460
OG0007509	Carub.0008s1859.1.p	Bo9g134730, Bo3g018960
OG0007510	Carub.0004s2556.1.p	Bo4g018570
OG0007511	Carub.0005s0090.1.p, Carub.0005s0089.1.p	Bo7g080040
OG0007512	Carub.0008s2559.1.p	Bo3g100880
OG0007513	Carub.0001s2218.1.p	Bo5g038760, Bo7g057750
OG0007514	Carub.0007s0273.1.p, Carub.0007s0274.1.p, Carub.0007s0277.1.p, Carub.0007s0276.1.p	Bo7g118570, Bo1g003570
OG0007515	Carub.0007s0997.1.p	Bo7g114620, Bo1g012060
OG0007516	Carub.0006s1866.1.p	Bo9g152050, Bo3g015120
OG0007517	Carub.0005s1717.1.p	Bo8g080240, Bo7g100550
OG0007518	Carub.0004s2870.1.p	Bo4g195990
OG0007519	Carub.0004s2319.1.p	Bo3g035240, Bo4g190560, Bo4g190540
OG0007520	Carub.0008s2476.1.p	Bo3g102820, Bo9g017940
OG0007521	Carub.0004s1385.1.p	Bo4g046030, Bo4g178090
OG0007522	Carub.0001s3615.1.p	Bo6g009330, Bo8g018080
OG0007523	Carub.0001s1124.1.p	Bo8g061200, Bo09649s010, Bo8g108830
OG0007524	Carub.0005s0174.1.p	Bo7g080780, Bo2g136580
OG0007525	Carub.0004s1377.1.p	Bo4g178030, Bo4g045950
OG0007526	Carub.0007s2587.1.p	Bo8g042100
OG0007527	Carub.0002s0094.1.p	Bo9g029490
OG0007528	Carub.0004s1386.1.p	Bo4g178100, Bo4g046040
OG0007529	Carub.0007s1778.1.p	Bo7g108750, Bo1g034530
OG0007530	Carub.0002s1879.1.p	Bo6g114530, Bo2g075210
OG0007531	Carub.0003s0210.1.p	Bo3g055920, Bo5g150320
OG0007532	Carub.0003s1876.1.p	Bo5g116830, Bo3g071870
OG0007533	Carub.0008s2541.1.p	Bo9g018210, Bo3g101090, Bo3g101100
OG0007534	Carub.0003s2849.1.p	Bo3g073050, Bo5g115370, Bo1g114860
OG0007535	Carub.0007s0667.1.p	Bo3g170520, Bo1g007870
OG0007536	Carub.0001s0799.1.p	Bo8g112380, Bo5g009130
OG0007537	Carub.0008s2780.1.p	Bo9g021730, Bo7g064620, Bo2g167730
OG0007538	Carub.0008s1170.1.p	Bo9g102490, Bo2g048280
OG0007539	Carub.0003s0696.1.p	Bo5g141530, Bo3g061210, Bo3g061220
OG0007540	Carub.0005s1199.1.p	Bo3g130390, Bo1g067430
OG0007541	Carub.0001s1759.1.p	Bo8g067500
OG0007542	Carub.0004s2080.1.p	Bo3g032780
OG0007543	Carub.0001s1438.1.p	Bo3g039090
OG0007544	Carub.0002s1723.1.p, Carub.0002s1722.1.p	Bo8g099460
OG0007545	Carub.0006s3310.1.p	Bo9g076320, Bo2g104420
OG0007546	Carub.0001s0116.1.p	Bo3g001090, Bo5g002760
OG0007547	Carub.0003s0774.1.p	Bo3g062510, Bo1g145000
OG0007548	Carub.0006s1902.1.p	Bo9g151620, Bo2g022070, Bo3g015290
OG0007549	Carub.0003s0908.1.p	Bo5g137820, Bo3g061800, Bo5g058580
OG0007550	Carub.0006s3199.1.p	Bo9g078340
OG0007551	Carub.0006s1824.1.p	Bo2g094570, Bo9g152320, Bo9g152280
OG0007552	Carub.0003s1851.1.p	Bo5g117140
OG0007553	Carub.0005s0015.1.p	Bo9g069840, Bo7g078090
OG0007554	Carub.0002s2325.1.p	Bo6g084980, Bo2g089860, Bo6g120390
OG0007555	Carub.0001s3906.1.p	Bo8g011110, Bo5g076510
OG0007556	Carub.0006s0595.1.p	Bo3g004170, Bo9g175080
OG0007557	Carub.0004s2992.1.p	Bo4g198500
OG0007558	Carub.0006s1592.1.p	Bo2g013830
OG0007559	Carub.0007s3410.1.p	Bo6g065110, Bo4g142060
OG0007560	Carub.0004s1696.1.p	Bo3g028240, Bo4g038770
OG0007561	Carub.0003s3292.1.p	Bo9g073240, Bo7g009760
OG0007562	Carub.0005s2643.1.p	Bo6g076610, Bo8g094520
OG0007563	Carub.0007s2551.1.p	Bo7g104180
OG0007564	Carub.0008s1183.1.p	Bo2g048220, Bo9g103610
OG0007565	Carub.0001s3031.1.p	Bo5g048400, Bo8g030270
OG0007566	Carub.0001s3143.1.p	Bo8g027460, Bo6g049430
OG0007568	Carub.0004s2536.1.p	Bo4g017420, Bo3g036270, Bo02098s010, Bo3g036260
OG0007569	Carub.0001s0814.1.p	Bo8g058030, Bo5g009280
OG0007570	Carub.0002s0858.1.p	Bo1g086220
OG0007571	Carub.0007s2523.1.p	Bo1g054910
OG0007572	Carub.0002s2593.1.p	Bo6g122530
OG0007573	Carub.0005s1761.1.p	Bo8g081770, Bo7g100840
OG0007574	Carub.0005s2626.1.p	Bo6g067120, Bo4g107870, Bo01353s050
OG0007575	Carub.0003s3182.1.p	Bo3g093660, Bo7g014140
OG0007576	Carub.0005s2121.1.p	Bo4g119780, Bo4g119820
OG0007577	Carub.0008s1440.1.p	Bo2g041850, Bo9g113930
OG0007578	Carub.0008s1584.1.p	Bo9g120620, Bo3g021520
OG0007579	Carub.0005s2963.1.p	Bo8g098290, Bo6g079740, Bo4g098350
OG0007580	Carub.0004s2301.1.p	Bo3g035120, Bo4g190370
OG0007581	Carub.0008s0169.1.p	Bo7g074150, Bo2g129870
OG0007582	Carub.0001s1794.1.p	Bo8g067780, Bo8g104440
OG0007583	Carub.0004s0002.1.p	Bo8g102100
OG0007584	Carub.0005s1547.1.p	Bo3g109730, Bo8g077640
OG0007585	Carub.0007s2413.1.p	Bo1g051830, Bo7g105050
OG0007586	Carub.0001s1146.1.p	Bo8g061390
OG0007587	Carub.0005s2230.1.p	Bo4g116590, Bo8g090020, Bo6g069660
OG0007588	Carub.0004s2975.1.p	Bo4g005790
OG0007589	Carub.0008s1735.1.p	Bo2g032960, Bo9g127400
OG0007590	Carub.0006s0728.1.p	Bo3g004890, Bo2g009060
OG0007591	Carub.0004s3000.1.p	Bo4g004680, Bo4g198560
OG0007592	Carub.0002s2314.1.p	Bo6g085000, Bo6g120280
OG0007593	Carub.0001s1122.1.p	Bo5g014860
OG0007594	Carub.0004s2925.1.p	Bo4g197160
OG0007595	Carub.0006s0121.1.p	Bo3g001870, Bo9g184600
OG0007596	Carub.0002s0087.1.p	Bo9g030600, Bo9g033940
OG0007597	Carub.0003s2499.1.p	Bo01432s030, Bo05975s010, Bo04759s010
OG0007598	Carub.0002s0034.1.p, Carub.0002s0035.1.p	Bo9g032420
OG0007599	Carub.0004s1629.1.p	Bo4g039490, Bo4g182760
OG0007600	Carub.0003s2136.1.p	Bo3g078540, Bo5g101160
OG0007601	Carub.0006s1504.1.p	Bo9g151630, Bo9g161770, Bo00967s020
OG0007603	Carub.0008s2814.1.p, Carub.0005s1742.1.p	Bo8g080620, Bo7g100680
OG0007604	Carub.0007s0477.1.p	Bo7g117480, Bo1g006370
OG0007605	Carub.0006s1111.1.p	Bo2g010990, Bo8g086970, Bo3g008900
OG0007606	Carub.0008s1932.1.p	Bo9g135500, Bo2g028420
OG0007607	Carub.0008s1448.1.p	Bo3g022260, Bo9g115110
OG0007608	Carub.0003s1152.1.p	Bo5g133620
OG0007609	Carub.0008s1307.1.p, Carub.0004s1602.1.p	Bo4g039910, Bo3g027710
OG0007610	Carub.0008s2802.1.p	Bo2g167680, Bo7g064890
OG0007611	Carub.0008s1949.1.p	Bo2g028280, Bo3g018480
OG0007612	Carub.0006s0521.1.p	Bo9g176290, Bo3g003840
OG0007613	Carub.0003s2313.1.p	Bo5g093290, Bo3g081540
OG0007614	Carub.0004s0030.1.p	Bo8g101890
OG0007615	Carub.0002s2294.1.p	Bo6g120090, Bo2g086600
OG0007616	Carub.0003s2021.1.p	Bo5g109840, Bo01965s010
OG0007617	Carub.0003s0232.1.p	Bo1g154850, Bo5g150190, Bo3g057020
OG0007618	Carub.0003s0032.1.p	Bo3g054960
OG0007619	Carub.0003s0146.1.p	Bo3g055580, Bo1g157410
OG0007620	Carub.0007s3670.1.p	Bo4g145250, Bo4g137710
OG0007621	Carub.0001s2202.1.p	Bo5g038570, Bo7g057920, Bo8g071490
OG0007622	Carub.0002s2102.1.p	Bo2g055960, Bo2g075560, Bo6g118570, Bo2g081040
OG0007623	Carub.0008s0052.1.p	Bo2g132270, Bo9g069400, Bo7g077390
OG0007624	Carub.0004s0125.1.p	Bo4g148300, Bo8g101330
OG0007625	Carub.0008s2158.1.p	Bo9g014370, Bo7g098080
OG0007626	Carub.0007s0745.1.p	Bo7g115980, Bo1g008500
OG0007627	Carub.0007s3538.1.p	Bo6g064410, Bo4g139880
OG0007628	Carub.0007s0680.1.p	Bo3g170560, Bo7g116280
OG0007629	Carub.0007s0359.1.p	Bo1g005460
OG0007630	Carub.0001s3808.1.p	Bo8g091720
OG0007631	Carub.0001s2135.1.p	Bo8g071130, Bo5g034850
OG0007632	Carub.0003s1652.1.p	Bo5g123660, Bo5g038590, Bo9g077920
OG0007633	Carub.0008s1066.1.p	Bo9g097630, Bo3g024180, Bo3g042890
OG0007634	Carub.0004s1518.1.p	Bo4g043600, Bo4g182020
OG0007635	Carub.0002s2685.1.p	Bo6g124320, Bo6g080620
OG0007636	Carub.0001s1632.1.p	Bo8g105420, Bo5g022000
OG0007637	Carub.0004s0745.1.p	Bo9g006110
OG0007638	Carub.0004s1678.1.p	Bo4g039030, Bo3g028170
OG0007639	Carub.0004s1969.1.p	Bo4g030220, Bo3g031940, Bo4g187180
OG0007640	Carub.0008s2777.1.p	Bo2g167740, Bo9g021710
OG0007641	Carub.0002s1937.1.p	Bo6g116000, Bo00967s030
OG0007642	Carub.0008s1374.1.p	Bo2g044650, Bo9g111440
OG0007643	Carub.0003s0764.1.p	Bo3g061630, Bo5g139830
OG0007644	Carub.0006s0342.1.p	Bo9g178820, Bo3g002870
OG0007645	Carub.0007s3331.1.p	Bo6g066680, Bo4g143760
OG0007646	Carub.0007s2319.1.p	Bo1g019240, Bo7g105780
OG0007647	Carub.0002s2499.1.p	Bo2g093220, Bo6g121760
OG0007648	Carub.0003s1848.1.p	Bo3g071710, Bo5g117170, Bo1g116350
OG0007649	Carub.0008s0206.1.p	Bo7g073930, Bo2g127490
OG0007650	Carub.0006s2462.1.p	Bo9g010640, Bo7g094900
OG0007651	Carub.0007s2049.1.p	Bo3g162870, Bo1g022630, Bo1g022640
OG0007652	Carub.0001s4314.1.p	Bo6g031770, Bo6g050720
OG0007653	Carub.0004s0941.1.p	Bo3g040250, Bo4g070430
OG0007654	Carub.0006s1147.1.p	Bo9g167850, Bo3g009100
OG0007655	Carub.0001s0469.1.p	Bo8g115120, Bo5g005550
OG0007656	Carub.0007s1847.1.p	Bo7g108240, Bo1g031730, Bo1g030730
OG0007657	Carub.0007s1255.1.p	Bo7g111960, Bo1g051280
OG0007658	Carub.0007s3330.1.p	Bo4g143770, Bo6g066700
OG0007659	Carub.0001s3197.1.p	Bo6g046770, Bo5g086630
OG0007660	Carub.0008s0004.1.p	Bo7g077880, Bo2g133600
OG0007661	Carub.0007s0550.1.p	Bo1g006940, Bo7g117080
OG0007662	Carub.0005s2401.1.p	Bo8g091560
OG0007663	Carub.0004s1273.1.p	Bo4g176400, Bo3g025200
OG0007664	Carub.0004s0446.1.p	Bo8g099550, Bo4g157220
OG0007665	Carub.0001s2235.1.p	Bo5g038920, Bo7g057660
OG0007666	Carub.0005s2141.1.p	Bo8g086930
OG0007667	Carub.0002s1528.1.p	Bo2g061150
OG0007668	Carub.0001s4278.1.p	Bo3g087190
OG0007669	Carub.0001s2448.1.p	Bo7g054090, Bo3g137200, Bo5g042760
OG0007670	Carub.0003s1102.1.p	Bo1g139870, Bo5g136210
OG0007671	Carub.0002s1577.1.p	Bo2g062840, Bo6g108620
OG0007672	Carub.0007s0725.1.p	Bo3g170890, Bo3g170920, Bo1g008310
OG0007673	Carub.0007s1071.1.p	Bo1g014720, Bo7g114110
OG0007674	Carub.0001s1994.1.p	Bo5g030310, Bo7g061540
OG0007675	Carub.0002s2341.1.p	Bo6g120600, Bo2g089950, Bo6g084880
OG0007676	Carub.0008s1484.1.p	Bo3g022050, Bo9g117490
OG0007677	Carub.0003s0607.1.p	Bo5g143350, Bo1g147840
OG0007678	Carub.0005s2129.1.p	Bo6g068210, Bo5g104720, Bo4g119750
OG0007679	Carub.0004s2220.1.p	Bo4g188740
OG0007680	Carub.0006s0316.1.p	Bo8g106900
OG0007681	Carub.0007s2346.1.p, Carub.0007s2333.1.p	Bo7g105540, Bo8g049800
OG0007682	Carub.0001s2751.1.p	Bo7g045550, Bo5g058620, Bo3g143920
OG0007683	Carub.0002s0086.1.p	Bo9g030610, Bo9g033930
OG0007684	Carub.0005s1766.1.p	Bo8g081710
OG0007685	Carub.0008s0286.1.p	Bo7g071360
OG0007686	Carub.0004s0825.1.p	Bo4g164750
OG0007687	Carub.0006s1800.1.p	Bo2g018260, Bo9g152600
OG0007688	Carub.0006s3519.1.p	Bo9g004480, Bo3g052820
OG0007689	Carub.0001s1720.1.p	Bo5g023800, Bo8g104860
OG0007690	Carub.0004s1783.1.p	Bo4g035080, Bo01079s010
OG0007691	Carub.0008s1597.1.p	Bo3g021440, Bo9g120900
OG0007692	Carub.0007s0028.1.p	Bo7g119790
OG0007693	Carub.0004s0552.1.p	Bo4g158770, Bo3g042030
OG0007694	Carub.0004s1710.1.p	Bo4g038880, Bo4g038640
OG0007695	Carub.0005s1378.1.p	Bo3g135750, Bo1g072250
OG0007696	Carub.0007s0207.1.p	Bo1g003150, Bo3g152940
OG0007697	Carub.0001s1078.1.p	Bo8g109030, Bo8g059840
OG0007698	Carub.0003s1555.1.p	Bo5g126620, Bo3g068030
OG0007699	Carub.0005s2698.1.p	Bo4g105180
OG0007700	Carub.0008s2161.1.p	Bo9g014410, Bo7g098210
OG0007701	Carub.0003s0739.1.p	Bo3g061440, Bo1g147150
OG0007702	Carub.0005s2219.1.p	Bo8g089790, Bo4g116680
OG0007703	Carub.0005s0654.1.p	Bo2g146120, Bo7g091060
OG0007704	Carub.0002s1579.1.p	Bo6g108640
OG0007705	Carub.0001s3887.1.p	Bo6g018530, Bo8g011210
OG0007706	Carub.0007s2287.1.p	Bo1g019530, Bo3g156950
OG0007707	Carub.0007s3740.1.p	Bo4g137250, Bo00955s040
OG0007708	Carub.0003s0765.1.p	Bo1g145040, Bo3g061660
OG0007709	Carub.0005s0934.1.p, Carub.0005s0933.1.p, Carub.0005s0948.1.p	Bo3g123670, Bo3g135880
OG0007710	Carub.0007s0156.1.p	Bo3g151410, Bo1g002750
OG0007711	Carub.0001s2611.1.p	Bo3g141660, Bo5g052130
OG0007712	Carub.0003s0339.1.p	Bo5g148360
OG0007713	Carub.0004s2330.1.p	Bo3g035320, Bo4g012900
OG0007714	Carub.0001s2097.1.p	Bo5g034530, Bo7g059820, Bo7g059790, Bo15962s010, Bo7g058250
OG0007715	Carub.0002s0233.1.p	Bo9g028540, Bo9g037080
OG0007716	Carub.0003s2257.1.p	Bo1g105140, Bo5g098030
OG0007717	Carub.0006s2895.1.p	Bo9g088300
OG0007718	Carub.0002s2736.1.p	Bo6g080180, Bo2g096230
OG0007719	Carub.0006s0980.1.p	Bo2g010360, Bo9g171340
OG0007720	Carub.0007s1052.1.p	Bo1g014600, Bo7g114200
OG0007721	Carub.0003s2482.1.p	Bo3g083290
OG0007722	Carub.0003s0225.1.p	Bo1g154910, Bo5g150240
OG0007723	Carub.0006s0425.1.p	Bo2g006930, Bo9g177200
OG0007724	Carub.0003s0570.1.p	Bo1g150040, Bo3g060490
OG0007725	Carub.0004s2008.1.p	Bo4g029790, Bo4g187400
OG0007726	Carub.0001s0932.1.p	Bo5g010370, Bo8g058980, Bo8g065780
OG0007727	Carub.0004s2163.1.p	Bo4g026120, Bo4g188310
OG0007728	Carub.0006s1052.1.p	Bo3g007400, Bo2g010760
OG0007729	Carub.0005s1848.1.p	Bo8g080930, Bo4g125610
OG0007730	Carub.0006s1945.1.p	Bo2g023460, Bo9g150000
OG0007731	Carub.0005s2502.1.p	Bo8g092540, Bo6g074600
OG0007732	Carub.0003s2010.1.p	Bo5g109970, Bo1g004750, Bo4g061370, Bo3g074780
OG0007733	Carub.0002s1361.1.p	Bo6g103730, Bo6g099020
OG0007734	Carub.0003s2405.1.p, Carub.0003s2406.1.p	Bo1g101360, Bo7g039090
OG0007735	Carub.0005s2220.1.p	Bo8g089800
OG0007736	Carub.0001s1768.1.p	Bo8g067610, Bo8g104580
OG0007737	Carub.0003s2547.1.p	Bo7g031340, Bo3g083880
OG0007738	Carub.0007s2332.1.p	Bo1g019160, Bo7g105680
OG0007739	Carub.0004s2123.1.p	Bo3g034140
OG0007740	Carub.0001s0455.1.p	Bo5g005380, Bo8g115210
OG0007741	Carub.0006s1251.1.p	Bo2g011770
OG0007742	Carub.0005s2076.1.p	Bo6g067910, Bo8g083460
OG0007743	Carub.0007s3221.1.p	Bo4g136290
OG0007744	Carub.0008s2114.1.p	Bo9g143570
OG0007745	Carub.0008s1264.1.p	Bo2g047670, Bo9g108180
OG0007746	Carub.0001s1490.1.p	Bo5g020570, Bo8g106210
OG0007747	Carub.0005s1585.1.p	Bo8g077840, Bo3g109540
OG0007748	Carub.0006s0202.1.p	Bo9g183080, Bo3g002240
OG0007749	Carub.0002s2678.1.p	Bo6g124270
OG0007750	Carub.0008s1502.1.p	Bo9g058760
OG0007751	Carub.0006s2501.1.p	Bo9g010420, Bo2g155340
OG0007752	Carub.0001s2864.1.p	Bo9g117410
OG0007753	Carub.0007s1202.1.p	Bo7g113240
OG0007754	Carub.0001s1628.1.p	Bo5g021970
OG0007755	Carub.0003s3407.1.p	Bo7g005450
OG0007756	Carub.0002s2258.1.p	Bo6g119830, Bo2g085330
OG0007757	Carub.0001s4271.1.p	Bo3g006910, Bo9g171560
OG0007758	Carub.0006s1739.1.p	Bo3g013500, Bo9g154300
OG0007759	Carub.0001s3813.1.p	Bo8g012690, Bo6g016880
OG0007760	Carub.0004s2036.1.p	Bo3g032460, Bo4g187600
OG0007761	Carub.0004s2942.1.p	Bo4g197300, Bo4g007030
OG0007762	Carub.0007s3499.1.p	Bo00927s060, Bo4g140320
OG0007763	Carub.0001s2638.1.p	Bo5g052390, Bo7g048550
OG0007764	Carub.0001s3040.1.p	Bo5g048550, Bo5g091630
OG0007765	Carub.0004s0936.1.p	Bo5g025660
OG0007766	Carub.0008s2667.1.p	Bo3g097720, Bo9g018900
OG0007767	Carub.0006s0414.1.p	Bo2g006870, Bo3g003290
OG0007768	Carub.0003s2542.1.p	Bo7g031440, Bo3g083790
OG0007769	Carub.0003s1484.1.p	Bo1g129720, Bo3g066700
OG0007770	Carub.0007s0025.1.p	Bo7g119800, Bo1g001030
OG0007771	Carub.0004s2879.1.p	Bo4g196050, Bo4g025220
OG0007772	Carub.0002s1940.1.p	Bo2g076890, Bo6g116020, Bo6g091400
OG0007773	Carub.0003s3493.1.p	Bo7g003520, Bo8g102350, Bo9g028280
OG0007774	Carub.0003s0977.1.p	Bo1g143790
OG0007775	Carub.0001s4244.1.p	Bo3g183850, Bo6g031320
OG0007776	Carub.0003s1508.1.p	Bo5g127170
OG0007778	Carub.0008s0730.1.p	Bo9g009170, Bo7g012830
OG0007779	Carub.0003s2326.1.p	Bo01213s020, Bo5g093070
OG0007780	Carub.0004s1141.1.p	Bo3g024450, Bo4g059620, Bo4g171890
OG0007781	Carub.0007s3610.1.p, Carub.0007s3627.1.p	Bo4g145330, Bo6g062090
OG0007782	Carub.0008s0426.1.p	Bo7g067240, Bo9g059770
OG0007783	Carub.0007s1651.1.p	Bo1g039110, Bo7g109610
OG0007784	Carub.0006s2019.1.p	Bo3g016890, Bo9g148450
OG0007785	Carub.0003s0956.1.p	Bo3g062590, Bo5g137510, Bo1g143960
OG0007786	Carub.0001s0453.1.p, Carub.0001s0675.1.p	Bo5g008220
OG0007787	Carub.0006s1593.1.p	Bo9g159960
OG0007788	Carub.0004s2994.1.p, Carub.0004s2995.1.p	Bo00954s060
OG0007789	Carub.0001s2919.1.p	Bo7g041240, Bo5g065550
OG0007790	Carub.0003s3465.1.p	Bo9g028170, Bo7g003700
OG0007791	Carub.0008s1409.1.p	Bo9g112680
OG0007792	Carub.0003s1697.1.p	Bo1g121610, Bo1g121630
OG0007793	Carub.0001s3538.1.p	Bo8g021750, Bo6g004630
OG0007794	Carub.0004s0906.1.p, Carub.0008s2162.1.p	Bo2g161230, Bo7g098220
OG0007795	Carub.0007s0456.1.p	Bo3g155660, Bo7g117600, Bo7g116710
OG0007796	Carub.0001s4340.1.p	Bo3g184530, Bo6g050970
OG0007798	Carub.0003s0830.1.p	Bo3g062260, Bo5g139530
OG0007799	Carub.0003s2959.1.p	Bo7g021270, Bo9g023900
OG0007800	Carub.0004s2890.1.p	Bo3g039110, Bo01139s040
OG0007801	Carub.0004s2532.1.p	Bo3g036230, Bo4g017410
OG0007802	Carub.0006s1862.1.p	Bo2g020720, Bo9g152090
OG0007803	Carub.0008s1746.1.p	Bo2g032850
OG0007804	Carub.0008s1323.1.p	Bo2g046220, Bo9g108730
OG0007805	Carub.0008s2295.1.p	Bo9g014900, Bo3g107790, Bo2g164030
OG0007806	Carub.0001s0448.1.p	Bo8g115260, Bo5g005330
OG0007808	Carub.0005s2761.1.p	Bo6g077360, Bo8g095570
OG0007809	Carub.0006s0864.1.p	Bo2g009760, Bo03242s010
OG0007810	Carub.0005s2851.1.p	Bo8g097310, Bo6g078080
OG0007811	Carub.0002s2059.1.p	Bo2g080780
OG0007812	Carub.0004s2590.1.p	Bo4g194340, Bo3g036590
OG0007813	Carub.0006s1480.1.p	Bo2g013190, Bo9g163020
OG0007814	Carub.0005s2639.1.p	Bo6g076590, Bo8g094490
OG0007815	Carub.0007s2843.1.p	Bo4g128430
OG0007816	Carub.0007s1163.1.p	Bo8g054570, Bo7g116920, Bo7g113460
OG0007817	Carub.0006s1908.1.p	Bo3g015320, Bo9g151520
OG0007818	Carub.0006s1145.1.p	Bo2g011180, Bo9g167860
OG0007819	Carub.0007s1897.1.p	Bo7g107920
OG0007820	Carub.0008s2447.1.p	Bo6g112810, Bo9g017840
OG0007821	Carub.0004s1309.1.p	Bo4g049480, Bo4g177540, Bo4g177530
OG0007822	Carub.0006s1167.1.p	Bo2g011350, Bo9g166700
OG0007823	Carub.0006s0426.1.p	Bo9g177190, Bo2g006940
OG0007824	Carub.0006s0295.1.p	Bo9g181490
OG0007825	Carub.0006s0951.1.p	Bo9g171610
OG0007826	Carub.0006s0877.1.p	Bo2g009820, Bo9g172240
OG0007827	Carub.0008s2619.1.p	Bo3g099330, Bo00615s120
OG0007828	Carub.0001s3052.1.p	Bo5g089460, Bo5g048750
OG0007829	Carub.0001s2539.1.p	Bo3g139930
OG0007830	Carub.0004s1978.1.p	Bo4g187220, Bo4g030080
OG0007831	Carub.0001s4221.1.p	Bo3g182670, Bo6g029250
OG0007832	Carub.0001s2055.1.p	Bo7g059690, Bo5g032030
OG0007833	Carub.0006s1378.1.p	Bo2g012670, Bo3g010520
OG0007834	Carub.0001s3659.1.p	Bo5g071260, Bo8g016730
OG0007835	Carub.0003s1680.1.p	Bo5g123490, Bo3g068640
OG0007836	Carub.0008s0773.1.p	Bo9g009260, Bo7g089080, Bo2g149670
OG0007837	Carub.0001s0216.1.p	Bo9g025770
OG0007838	Carub.0003s2878.1.p	Bo3g088400, Bo9g022580
OG0007839	Carub.0008s2069.1.p	Bo2g025210, Bo9g140980
OG0007840	Carub.0006s1176.1.p	Bo9g166630, Bo2g011400
OG0007841	Carub.0008s2132.1.p	Bo2g024770, Bo9g144810
OG0007842	Carub.0007s1151.1.p	Bo1g016790
OG0007843	Carub.0003s0331.1.p	Bo1g152220, Bo5g148420
OG0007844	Carub.0004s1372.1.p	Bo4g045920, Bo4g177910
OG0007845	Carub.0003s0357.1.p	Bo3g057330, Bo5g148230
OG0007846	Carub.0008s1240.1.p	Bo3g023210, Bo2g047970
OG0007847	Carub.0007s3173.1.p	Bo8g030360, Bo4g135940
OG0007848	Carub.0001s2819.1.p	Bo7g044850, Bo9g177630
OG0007849	Carub.0005s0634.1.p	Bo2g145010, Bo7g090810
OG0007850	Carub.0004s2502.1.p	Bo4g191680, Bo4g016170
OG0007851	Carub.0007s2066.1.p	Bo7g107160, Bo01178s030
OG0007852	Carub.0001s2480.1.p	Bo3g138450, Bo7g052820
OG0007855	Carub.0004s1064.1.p, Carub.0001s3419.1.p, Carub.0004s1097.1.p	Bo6g022560
OG0007856	Carub.0004s2111.1.p	Bo3g034100
OG0007857	Carub.0007s1159.1.p	Bo1g016910, Bo7g113480
OG0007858	Carub.0004s0594.1.p, Carub.0004s0593.1.p, Carub.0004s0622.1.p, Carub.0004s0623.1.p, Carub.0004s0621.1.p	Bo8g098770, Bo8g098790
OG0007859	Carub.0007s0472.1.p, Carub.0007s3010.1.p, Carub.0007s3009.1.p, Carub.0007s3011.1.p	Bo1g006350, Bo7g117510
OG0007860	Carub.0003s2537.1.p	Bo7g031510
OG0007861	Carub.0001s2881.1.p	Bo7g043470, Bo7g043490
OG0007862	Carub.0001s1004.1.p, Carub.0001s1003.1.p	Bo5g012080, Bo8g109410, Bo5g012060, Bo8g059520, Bo8g109420
OG0007863	Carub.0001s1028.1.p, Carub.0001s1027.1.p	Bo3g045550
OG0007864	Carub.0008s0840.1.p, Carub.0003s0068.1.p	Bo5g146590, Bo5g155180
OG0007865	Carub.0004s2247.1.p	Bo4g025380, Bo4g188920
OG0007867	Carub.0005s1860.1.p	Bo8g080860, Bo4g125540
OG0007868	Carub.0006s1436.1.p	Bo3g010890, Bo2g012960, Bo9g163410
OG0007869	Carub.0006s1754.1.p	Bo6g119450, Bo6g119460, Bo6g119470
OG0007870	Carub.0004s1532.1.p	Bo7g075930
OG0007870	Carub.0008s0101.1.p, Carub.0008s0869.1.p, Carub.0008s0103.1.p	Bo7g075910
