Orthogroup	Capsella_rubella	Arabidopsis_halleri
OG0006414	Carub.0001s0550.1.p	g02259
OG0006414	Carub.0004s1257.1.p	g07881
OG0006415	Carub.0001s2702.1.p, Carub.0004s0328.1.p	g13016
OG0006416	Carub.0005s1752.1.p	g14916
OG0006417	Carub.0005s1568.1.p	g16803
OG0006418	Carub.0008s2515.1.p	g07560
OG0006419	Carub.0008s1745.1.p	g24125
OG0006420	Carub.0004s2839.1.p	g09835, g09767
OG0006421	Carub.0004s2834.1.p	g09773
OG0006422	Carub.0005s2830.1.p	g05446
OG0006423	Carub.0008s2739.1.p	g07296
OG0006424	Carub.0003s0204.1.p	g02470
OG0006425	Carub.0006s2418.1.p	g21853
OG0006426	Carub.0004s2430.1.p	g17263
OG0006427	Carub.0008s0931.1.p	g27720
OG0006428	Carub.0006s1610.1.p	g13318
OG0006429	Carub.0007s1438.1.p	g04618
OG0006430	Carub.0007s0767.1.p, Carub.0003s0455.1.p	g00685
OG0006431	Carub.0008s2773.1.p	g07255
OG0006432	Carub.0002s1099.1.p	g30504
OG0006433	Carub.0001s0228.1.p	g18850
OG0006435	Carub.0001s2375.1.p	g30502
OG0006436	Carub.0002s2001.1.p	g04073
OG0006437	Carub.0006s2280.1.p	g14160
OG0006438	Carub.0008s2353.1.p	g12279
OG0006439	Carub.0008s1608.1.p	g09255
OG0006440	Carub.0001s0784.1.p	g18252
OG0006441	Carub.0004s0380.1.p	g08832
OG0006442	Carub.0004s2462.1.p	g17295
OG0006443	Carub.0001s2142.1.p	g01325, g32019
OG0006444	Carub.0004s1768.1.p	g03495
OG0006445	Carub.0006s2130.1.p	g27760
OG0006446	Carub.0003s0412.1.p	g06249
OG0006447	Carub.0258s0001.1.p	g06407
OG0006448	Carub.0002s2266.1.p	g01127
OG0006449	Carub.0004s2395.1.p	g24446
OG0006450	Carub.0007s0479.1.p	g00362
OG0006451	Carub.0004s2054.1.p	g18412
OG0006452	Carub.0006s1863.1.p	g12093
OG0006453	Carub.0008s0273.1.p	g26378
OG0006454	Carub.0001s2990.1.p	g27581
OG0006455	Carub.0008s1472.1.p	g09402
OG0006456	Carub.0006s1346.1.p	g00242
OG0006457	Carub.0006s0110.1.p	g19473
OG0006458	Carub.0006s0352.1.p	g11959, g15720
OG0006459	Carub.0003s1560.1.p	g06638
OG0006460	Carub.0003s1397.1.p	g06817
OG0006461	Carub.0004s0973.1.p	g07041
OG0006462	Carub.0006s0716.1.p	g23812
OG0006463	Carub.0006s0558.1.p	g15602
OG0006464	Carub.0008s1280.1.p	g08234
OG0006465	Carub.0005s0315.1.p	g31827
OG0006466	Carub.0008s1176.1.p	g08357
OG0006467	Carub.0003s1101.1.p	g05870
OG0006468	Carub.0007s1275.1.p, Carub.0007s1274.1.p	g04449
OG0006469	Carub.0004s2273.1.p	g12635
OG0006470	Carub.0002s2458.1.p	g01328
OG0006471	Carub.0006s2302.1.p	g14132
OG0006472	Carub.0002s0092.1.p	g22966
OG0006473	Carub.0005s0815.1.p	g24182
OG0006474	Carub.0003s1018.1.p	g05953
OG0006475	Carub.0005s1614.1.p	g22277
OG0006476	Carub.0004s2663.1.p	g18083
OG0006477	Carub.0006s2037.1.p	g27121
OG0006478	Carub.0006s1498.1.p	g00093
OG0006479	Carub.0003s2279.1.p	g22743
OG0006480	Carub.0002s1586.1.p	g25230
OG0006481	Carub.0004s2750.1.p	g28027
OG0006482	Carub.0008s0111.1.p	g07747
OG0006483	Carub.0003s3063.1.p	g14303, g29330
OG0006484	Carub.0007s0763.1.p	g00680
OG0006485	Carub.0006s0511.1.p	g15546
OG0006486	Carub.0001s3347.1.p	g29449
OG0006487	Carub.0004s1166.1.p	g30015
OG0006488	Carub.0008s1465.1.p	g09410
OG0006489	Carub.0008s0017.1.p	g07857
OG0006490	Carub.0007s0264.1.p	g02955
OG0006491	Carub.0006s2103.1.p	g27734
OG0006492	Carub.0007s0594.1.p	g00494
OG0006493	Carub.0007s1380.1.p	g04560
OG0006494	Carub.0006s2105.1.p	g27736
OG0006495	Carub.0004s0018.1.p	g23921
OG0006496	Carub.0007s2675.1.p	g20174
OG0006497	Carub.0014s0003.1.p	g28136
OG0006498	Carub.0004s2833.1.p	g09774
OG0006499	Carub.0001s3488.1.p, Carub.0006s0065.1.p	g28613
OG0006500	Carub.0002s1903.1.p	g03978
OG0006501	Carub.0001s2670.1.p	g12979
OG0006502	Carub.0007s0311.1.p	g03000
OG0006503	Carub.0003s1357.1.p	g06854
OG0006504	Carub.0004s1808.1.p	g03533
OG0006505	Carub.0001s1514.1.p	g10044
OG0006506	Carub.0004s1135.1.p, Carub.0004s1136.1.p	g24240
OG0006507	Carub.0007s2828.1.p	g21393
OG0006508	Carub.0004s2308.1.p	g12664
OG0006509	Carub.0004s0227.1.p	g20990
OG0006510	Carub.0007s1736.1.p	g10453
OG0006511	Carub.0006s1337.1.p	g00254
OG0006512	Carub.0002s1743.1.p	g03811
OG0006513	Carub.0006s3645.1.p	g19777
OG0006514	Carub.0005s2982.1.p	g05269
OG0006515	Carub.0003s1121.1.p	g05851
OG0006516	Carub.0007s2398.1.p	g31671
OG0006517	Carub.0003s2281.1.p	g22745
OG0006518	Carub.0001s0563.1.p	g02272
OG0006519	Carub.0001s2800.1.p	g26345
OG0006520	Carub.0008s1869.1.p	g16911
OG0006521	Carub.0001s0616.1.p	g02326
OG0006522	Carub.0005s0239.1.p	g23598
OG0006523	Carub.0008s2652.1.p	g07401
OG0006524	Carub.0004s3075.1.p	g09518
OG0006525	Carub.0006s1747.1.p	g13158
OG0006526	Carub.0001s4376.1.p	g27940
OG0006527	Carub.0002s0792.1.p, Carub.0002s0791.1.p	g31641
OG0006528	Carub.0003s0288.1.p	g15571, g26792
OG0006529	Carub.0008s0847.1.p	g29567
OG0006530	Carub.0007s1964.1.p, Carub.0018s0002.1.p	g21771
OG0006531	Carub.0004s2788.1.p	g09821
OG0006532	Carub.0001s3240.1.p	g31045
OG0006533	Carub.0006s3720.1.p	g28740
OG0006534	Carub.0004s1452.1.p	g03197
OG0006535	Carub.0006s1057.1.p	g10677
OG0006536	Carub.0001s1851.1.p	g13956
OG0006537	Carub.0003s3219.1.p	g24969
OG0006538	Carub.0004s1099.1.p	g06913, g30660
OG0006539	Carub.0004s1002.1.p	g07012
OG0006540	Carub.0008s1726.1.p	g24097
OG0006541	Carub.0007s0298.1.p	g02986
OG0006542	Carub.0007s3176.1.p	g16307
OG0006543	Carub.0005s2096.1.p	g11456
OG0006544	Carub.0006s1329.1.p	g00263
OG0006545	Carub.0002s2713.1.p	g01610
OG0006546	Carub.0002s1298.1.p	g29439
OG0006547	Carub.0004s2107.1.p	g12458
OG0006548	Carub.0008s2700.1.p	g07337
OG0006549	Carub.0007s0690.1.p	g00592
OG0006550	Carub.0007s0167.1.p	g02861
OG0006551	Carub.0007s3597.1.p	g26758
OG0006552	Carub.0003s1380.1.p	g06830
OG0006554	Carub.0008s2602.1.p	g07449
OG0006555	Carub.0001s3750.1.p	g17433
OG0006556	Carub.0006s1947.1.p	g12001
OG0006557	Carub.0005s2191.1.p	g11552
OG0006558	Carub.0003s1692.1.p	g16204
OG0006559	Carub.0002s2237.1.p	g01093
OG0006560	Carub.0004s0986.1.p	g07026
OG0006561	Carub.0005s1806.1.p	g14857
OG0006562	Carub.0004s2831.1.p	g09776
OG0006563	Carub.0007s2388.1.p	g17115
OG0006563	Carub.0007s2389.1.p	g17116
OG0006564	Carub.0007s3291.1.p	g20614
OG0006565	Carub.0007s0983.1.p	g00920
OG0006566	Carub.0003s1794.1.p	g21562
OG0006567	Carub.0003s1515.1.p	g06684
OG0006568	Carub.0008s0936.1.p	g27712
OG0006569	Carub.0004s2124.1.p	g12473
OG0006570	Carub.0006s0722.1.p	g23805
OG0006571	Carub.0001s3604.1.p, Carub.0003s3046.1.p	g23273
OG0006572	Carub.0007s1685.1.p, Carub.0007s1684.1.p	g10402
OG0006573	Carub.0006s0258.1.p	g15827
OG0006574	Carub.0004s2900.1.p	g09699
OG0006575	Carub.0002s0318.1.p	g17754
OG0006576	Carub.0002s2721.1.p	g01618
OG0006577	Carub.0007s2803.1.p	g23161
OG0006578	Carub.0005s0086.1.p	g14575
OG0006579	Carub.0001s0412.1.p	g02119
OG0006580	Carub.0002s1963.1.p	g04036
OG0006581	Carub.0002s1842.1.p	g03911
OG0006582	Carub.0005s2844.1.p	g05433
OG0006583	Carub.0005s2884.1.p	g05383
OG0006584	Carub.0006s1142.1.p	g10761
OG0006585	Carub.0005s0124.1.p	g14617
OG0006586	Carub.0004s1734.1.p	g03460
OG0006587	Carub.0003s1306.1.p	g05643
OG0006588	Carub.0002s0099.1.p	g22959
OG0006589	Carub.0003s1201.1.p	g05764
OG0006590	Carub.0004s2993.1.p	g09602
OG0006591	Carub.0007s1652.1.p	g10367
OG0006592	Carub.0007s0750.1.p	g00659
OG0006593	Carub.0003s2691.1.p	g12718
OG0006594	Carub.0006s2349.1.p	g14077
OG0006595	Carub.0008s1144.1.p	g08399
OG0006596	Carub.0001s0468.1.p, Carub.0001s0467.1.p, Carub.0003s0064.1.p	g02627
OG0006597	Carub.0005s2984.1.p	g05267
OG0006598	Carub.0007s1708.1.p	g10424
OG0006599	Carub.0002s2002.1.p	g04074
OG0006600	Carub.0008s2709.1.p	g07327
OG0006623	Carub.0004s1503.1.p	g03240
OG0006624	Carub.0001s0810.1.p	g18226
OG0006625	Carub.0006s0734.1.p	g30305, g30308
OG0006626	Carub.0002s1478.1.p	g14770, g14772
OG0006627	Carub.0002s2597.1.p	g01475
OG0006628	Carub.0003s1646.1.p	g06531
OG0006629	Carub.0007s1973.1.p	g21761
OG0006630	Carub.0002s0015.1.p	g27001
OG0006631	Carub.0002s1390.1.p	g21073
OG0006632	Carub.0001s3169.1.p	g17698, g17682, g17678, g32481
OG0006633	Carub.0006s0884.1.p	g10504
OG0006634	Carub.0004s0553.1.p	g21498
OG0006635	Carub.0003s0778.1.p	g11735
OG0006636	Carub.0001s4214.1.p, Carub.0001s4213.1.p	g15080
OG0006637	Carub.0008s1135.1.p	g08416
OG0006638	Carub.0003s1149.1.p	g05818
OG0006639	Carub.0005s0698.1.p	g28935
OG0006640	Carub.0008s1617.1.p	g09242
OG0006641	Carub.0001s0842.1.p	g18189
OG0006642	Carub.0007s0162.1.p	g02856
OG0006643	Carub.0005s2140.1.p	g11503
OG0006644	Carub.0003s3440.1.p, Carub.0001s4470.1.p	g24603, g24547
OG0006645	Carub.0006s2339.1.p	g14090, g14087
OG0006647	Carub.0008s0858.1.p	g28943
OG0006648	Carub.0003s1886.1.p	g21654
OG0006649	Carub.0007s0176.1.p	g02875
OG0006650	Carub.0004s1713.1.p	g31767, g03440, g32088
OG0006651	Carub.0006s0820.1.p	g19149
OG0006652	Carub.0007s2780.1.p	g23187
OG0006653	Carub.0005s3003.1.p	g30186
OG0006654	Carub.0004s0176.1.p	g21707
OG0006655	Carub.0005s1295.1.p, Carub.0005s1293.1.p	g12732
OG0006656	Carub.0001s3564.1.p	g17007
OG0006657	Carub.0001s0471.1.p	g02178
OG0006658	Carub.0003s1656.1.p	g16240
OG0006659	Carub.0003s2252.1.p	g11359
OG0006659	Carub.0005s0606.1.p	g28184
OG0006660	Carub.0002s1592.1.p	g25221
OG0006661	Carub.0004s0633.1.p	g18634
OG0006662	Carub.0007s3517.1.p	g31627
OG0006663	Carub.0002s1567.1.p	g14677
OG0006664	Carub.0007s0075.1.p	g02762
OG0006665	Carub.0001s4305.1.p	g24923
OG0006666	Carub.0004s2952.1.p	g09642
OG0006667	Carub.0006s1778.1.p	g13123, g00627
OG0006668	Carub.0007s2510.1.p	g23094
OG0006669	Carub.0005s2150.1.p	g11512
OG0006671	Carub.0004s1175.1.p	g30004
OG0006672	Carub.0004s1428.1.p	g03175
OG0006673	Carub.0003s0699.1.p	g29379, g11822
OG0006674	Carub.0006s1370.1.p	g00217
OG0006675	Carub.0003s1019.1.p	g05952
OG0006676	Carub.0005s2373.1.p	g21153
OG0006677	Carub.0004s2801.1.p	g09804
OG0006678	Carub.0008s1070.1.p	g08478
OG0006679	Carub.0005s2820.1.p	g05458
OG0006680	Carub.0004s1512.1.p	g03247
OG0006681	Carub.0006s2179.1.p	g18989, g25268
OG0006682	Carub.0001s4212.1.p	g15081
OG0006683	Carub.0005s0374.1.p	g19557
OG0006684	Carub.0007s2795.1.p	g23168
OG0006685	Carub.0007s2198.1.p	g15410
OG0006686	Carub.0007s1848.1.p	g14390
OG0006687	Carub.0005s2092.1.p	g11453
OG0006688	Carub.0007s2421.1.p	g17151
OG0006689	Carub.0002s1868.1.p	g03942
OG0006690	Carub.0005s2540.1.p	g16524
OG0006691	Carub.0007s2095.1.p	g05170
OG0006692	Carub.0003s0755.1.p	g11770
OG0006693	Carub.0004s2243.1.p	g12604
OG0006694	Carub.0005s2318.1.p	g21224
OG0006695	Carub.0001s1815.1.p	g14001
OG0006696	Carub.0007s0705.1.p	g00607
OG0006697	Carub.0006s3556.1.p	g09199
OG0006698	Carub.0001s0881.1.p	g18150
OG0006699	Carub.0003s0814.1.p	g11695
OG0006700	Carub.0003s2296.1.p	g22763
OG0006701	Carub.0004s1059.1.p	g06952
OG0006702	Carub.0002s0492.1.p	g25403
OG0006703	Carub.0006s1759.1.p	g13144
OG0006704	Carub.0006s1197.1.p	g19320
OG0006705	Carub.0001s3112.1.p	g17614
OG0006706	Carub.0001s3482.1.p	g23527
OG0006707	Carub.0003s1415.1.p	g06800
OG0006708	Carub.0002s0078.1.p	g01565
OG0006709	Carub.0006s0044.1.p	g28630
OG0006710	Carub.0003s3163.1.p	g22182
OG0006711	Carub.0001s4389.1.p	g27952
OG0006712	Carub.0004s0775.1.p	g26178
OG0006713	Carub.0001s0532.1.p	g02243
OG0006714	Carub.0007s2874.1.p, Carub.0007s2873.1.p	g21343
OG0006717	Carub.0007s0540.1.p	g00438, g00437
OG0006718	Carub.0003s1074.1.p	g05896
OG0006719	Carub.0003s0479.1.p	g06320
OG0006720	Carub.0008s2615.1.p	g07437
OG0006720	Carub.0006s3721.1.p	g28739
OG0006721	Carub.0007s1325.1.p	g04500
OG0006722	Carub.0006s3625.1.p	g19732
OG0006723	Carub.0006s1313.1.p	g00281
OG0006724	Carub.0004s1221.1.p	g25752
OG0006725	Carub.0006s0447.1.p	g26011
OG0006726	Carub.0007s1080.1.p	g04262
OG0006727	Carub.0008s0007.1.p	g31462
OG0006728	Carub.0001s1948.1.p, Carub.0001s1947.1.p	g13850
OG0006729	Carub.0001s0338.1.p	g02049
OG0006730	Carub.0001s2435.1.p	g29797, g08072
OG0006731	Carub.0006s3638.1.p	g19721
OG0006732	Carub.0004s1763.1.p	g03488
OG0006733	Carub.0003s0990.1.p	g15690
OG0006734	Carub.0001s2938.1.p	g18857
OG0006735	Carub.0007s2841.1.p	g21371
OG0006736	Carub.0004s1909.1.p	g03642
OG0006737	Carub.0006s3378.1.p	g09012
OG0006738	Carub.0002s0467.1.p	g25442
OG0006739	Carub.0006s1239.1.p	g19278
OG0006740	Carub.0006s1700.1.p	g13215
OG0006741	Carub.0001s2310.1.p	g13641
OG0006742	Carub.0003s0100.1.p	g02592
OG0006743	Carub.0002s0009.1.p	g27007
OG0006744	Carub.0001s2896.1.p	g18800, g18802
OG0006745	Carub.0004s2313.1.p	g12671
OG0006746	Carub.0004s1412.1.p	g03166
OG0006747	Carub.0005s1457.1.p	g16691
OG0006748	Carub.0001s3087.1.p	g16005
OG0006749	Carub.0004s2702.1.p	g18124
OG0006750	Carub.0007s0967.1.p	g32208, g00908
OG0006751	Carub.0003s3315.1.p	g22673
OG0006752	Carub.0008s1913.1.p	g16959
OG0006753	Carub.0008s1977.1.p	g11050
OG0006754	Carub.0004s0695.1.p	g28717
OG0006755	Carub.0007s0320.1.p	g03009
OG0006756	Carub.0003s2703.1.p, Carub.0003s3127.1.p	g22206
OG0006757	Carub.0005s0805.1.p	g24168
OG0006757	Carub.0005s0804.1.p	g30972, g24167
OG0006758	Carub.0006s3585.1.p	g19769
OG0006759	Carub.0005s3001.1.p	g30188
OG0006760	Carub.0001s0203.1.p, Carub.0033s0004.1.p	g01905
OG0006761	Carub.0001s3611.1.p, Carub.0007s1834.1.p	g14378, g31307
OG0006762	Carub.0004s2856.1.p	g09750
OG0006763	Carub.0005s2614.1.p	g22861
OG0006764	Carub.0006s3685.1.p	g19812
OG0006765	Carub.0004s0794.1.p	g26238
OG0006766	Carub.0006s1258.1.p	g19256
OG0006768	Carub.0008s0346.1.p	g23664
OG0006769	Carub.0007s1865.1.p	g14408
OG0006770	Carub.0001s3036.1.p	g16057
OG0006771	Carub.0004s2798.1.p	g09813
OG0006772	Carub.0003s0647.1.p	g06499, g06505
OG0006773	Carub.0004s2906.1.p	g09693
OG0006774	Carub.0001s2527.1.p	g08182, g08169
OG0006775	Carub.0003s0749.1.p	g11776
OG0006776	Carub.0006s1048.1.p	g10667
OG0006776	Carub.0001s3485.1.p	g10666
OG0006777	Carub.0003s0067.1.p	g02622
OG0006778	Carub.0005s1541.1.p	g16777
OG0006779	Carub.0003s0586.1.p	g06444
OG0006780	Carub.0006s3410.1.p, Carub.0006s3411.1.p, Carub.0006s3412.1.p	g09005
OG0006781	Carub.0002s1224.1.p	g22079
OG0006782	Carub.0007s2059.1.p	g05211
OG0006783	Carub.0004s0950.1.p	g07071
OG0006784	Carub.0001s1194.1.p	g04851
OG0006785	Carub.0005s0456.1.p	g20749
OG0006786	Carub.0008s2562.1.p	g07492
OG0006787	Carub.0002s0196.1.p	g18722
OG0006788	Carub.0005s1598.1.p	g22293
OG0006789	Carub.0001s1487.1.p	g10073
OG0006790	Carub.0004s1046.1.p	g06970
OG0006791	Carub.0001s4158.1.p	g15127
OG0006792	Carub.0002s1873.1.p	g03947
OG0006793	Carub.0005s1262.1.p	g26560, g14006
OG0006794	Carub.0002s2048.1.p	g04123
OG0006795	Carub.0003s0086.1.p	g02604
OG0006796	Carub.0007s2384.1.p	g17111
OG0006797	Carub.0003s2933.1.p	g14259
OG0006798	Carub.0005s2136.1.p	g11498
OG0006799	Carub.0006s0762.1.p	g19076
OG0006800	Carub.0004s2891.1.p	g09708, g09710
OG0006801	Carub.0006s2319.1.p	g31825, g14112
OG0006802	Carub.0005s2557.1.p	g16507
OG0006803	Carub.0006s3195.1.p	g29653, g20104
OG0006804	Carub.0005s1206.1.p	g29068, g15209
OG0006805	Carub.0002s2107.1.p	g00970
OG0006805	Carub.0002s2108.1.p	g00971
OG0006806	Carub.0006s0978.1.p	g10598
OG0006807	Carub.0004s2344.1.p	g24509
OG0006808	Carub.0008s1973.1.p	g11054
OG0006809	Carub.0003s3022.1.p	g26528
OG0006810	Carub.0003s1004.1.p	g05965
OG0006811	Carub.0006s1277.1.p	g19235
OG0006812	Carub.0003s1767.1.p	g16108
OG0006813	Carub.0007s0049.1.p	g02735
OG0006814	Carub.0007s1961.1.p	g21774
OG0006815	Carub.0002s0158.1.p	g18677, g22903
OG0006816	Carub.0005s2622.1.p	g22854, g04316
OG0006817	Carub.0006s0115.1.p	g19466
OG0006818	Carub.0005s2093.1.p	g11454
OG0006819	Carub.0006s2072.1.p	g27287
OG0006820	Carub.0002s2682.1.p	g01571
OG0006821	Carub.0003s2237.1.p	g11339
OG0006822	Carub.0005s0803.1.p	g30969, g24165
OG0006823	Carub.0001s0168.1.p	g01871
OG0006824	Carub.0005s1693.1.p	g14981
OG0006825	Carub.0001s1037.1.p	g05018
OG0006826	Carub.0007s0050.1.p	g02736
OG0006827	Carub.0002s0720.1.p	g30674
OG0006828	Carub.0006s2949.1.p	g27805
OG0006829	Carub.0005s0808.1.p	g24171
OG0006830	Carub.0001s2548.1.p	g08188
OG0006831	Carub.0005s0510.1.p	g20489
OG0006832	Carub.0006s0788.1.p	g19107
OG0006833	Carub.0008s0943.1.p	g27706
OG0006834	Carub.0007s2276.1.p	g30529
OG0006835	Carub.0003s1800.1.p	g21568
OG0006836	Carub.0003s0606.1.p	g32161
OG0006837	Carub.0001s2547.1.p	g08187
OG0006838	Carub.0002s1858.1.p	g03929
OG0006839	Carub.0006s2206.1.p	g25297
OG0006840	Carub.0006s1133.1.p	g10752
OG0006841	Carub.0003s0594.1.p	g06452
OG0006842	Carub.0002s2730.1.p	g01629
OG0006843	Carub.0001s4404.1.p	g27964
OG0006844	Carub.0008s2833.1.p	g07193
OG0006846	Carub.0006s3402.1.p	g09036
OG0006847	Carub.0003s3021.1.p	g26527
OG0006847	Carub.0007s0565.1.p	g00465
OG0006848	Carub.0002s0864.1.p	g29960
OG0006849	Carub.0003s0737.1.p	g11786
OG0006850	Carub.0004s2919.1.p	g09676
OG0006851	Carub.0008s0994.1.p	g30394
OG0006852	Carub.0002s2384.1.p	g01250
OG0006853	Carub.0001s3460.1.p, Carub.0001s3467.1.p, Carub.0006s2839.1.p	g23486
OG0006853	Carub.0003s2702.1.p	g30433
OG0006855	Carub.0008s2288.1.p	g12210
OG0006856	Carub.0008s2486.1.p	g12425
OG0006857	Carub.0003s0761.1.p	g11754, g11763
OG0006858	Carub.0007s0876.1.p	g00803
OG0006859	Carub.0006s3554.1.p	g09197
OG0006860	Carub.0007s0573.1.p	g00472
OG0006861	Carub.0006s1897.1.p	g12053
OG0006862	Carub.0003s1001.1.p	g05967
OG0006863	Carub.0003s2236.1.p	g11337
OG0006864	Carub.0005s2199.1.p	g11560
OG0006865	Carub.0001s1136.1.p	g04911
OG0006866	Carub.0002s0223.1.p	g18767
OG0006867	Carub.0002s0130.1.p	g22931
OG0006868	Carub.0003s2135.1.p	g11234
OG0006869	Carub.0008s1893.1.p	g16934
OG0006870	Carub.0007s1448.1.p	g04627
OG0006871	Carub.0006s2808.1.p	g18567
OG0006872	Carub.0002s1863.1.p	g03934
OG0006873	Carub.0001s0074.1.p	g01771
OG0006874	Carub.0006s0684.1.p, Carub.0006s0685.1.p	g23851
OG0006875	Carub.0004s2707.1.p	g18133
OG0006877	Carub.0006s1059.1.p	g10678
OG0006878	Carub.0006s0997.1.p	g10616
OG0006879	Carub.0006s0146.1.p	g19435
OG0006880	Carub.0007s1978.1.p	g21733
OG0006881	Carub.0006s3665.1.p	g19793
OG0006882	Carub.0003s1726.1.p	g16154
OG0006883	Carub.0007s2506.1.p	g23090
OG0006884	Carub.0003s3261.1.p	g21989
OG0006885	Carub.0006s2244.1.p	g27605
OG0006886	Carub.0006s0292.1.p	g15789
OG0006887	Carub.0008s0015.1.p	g07859
OG0006888	Carub.0006s1118.1.p	g10737
OG0006889	Carub.0007s1320.1.p	g04494
OG0006890	Carub.0008s0817.1.p	g15948
OG0006891	Carub.0004s0134.1.p	g21660
OG0006892	Carub.0008s2495.1.p	g12434
OG0006893	Carub.0007s1276.1.p	g04450
OG0006894	Carub.0008s1320.1.p	g30704, g22997, g08211
OG0006895	Carub.0008s0907.1.p	g25105
OG0006896	Carub.0003s2061.1.p	g11147
OG0006897	Carub.0006s1558.1.p	g00033
OG0006898	Carub.0007s0417.1.p	g00294, g00296
OG0006899	Carub.0001s3236.1.p	g27246
OG0006900	Carub.0007s1707.1.p	g10423
OG0006901	Carub.0006s1254.1.p	g19260
OG0006902	Carub.0005s0565.1.p	g20557
OG0006903	Carub.0007s1491.1.p	g10215
OG0006904	Carub.0006s2106.1.p	g27737
OG0006905	Carub.0007s0195.1.p	g02894
OG0006906	Carub.0008s2002.1.p	g11025
OG0006907	Carub.0003s1923.1.p	g22516, g22512
OG0006908	Carub.0008s2419.1.p	g12355
OG0006909	Carub.0008s1598.1.p	g09264
OG0006910	Carub.0008s0456.1.p	g17525
OG0006911	Carub.0007s2546.1.p	g31750
OG0006912	Carub.0005s2987.1.p	g05263
OG0006913	Carub.0003s0569.1.p	g06424
OG0006914	Carub.0004s2949.1.p	g09645
OG0006915	Carub.0001s0267.1.p	g01981
OG0006916	Carub.0002s2162.1.p	g15296, g01022
OG0006917	Carub.0001s2997.1.p	g16098
OG0006918	Carub.0007s3554.1.p	g29021
OG0006919	Carub.0002s2176.1.p	g01036
OG0006920	Carub.0006s2125.1.p	g27755
OG0006921	Carub.0007s1905.1.p	g14453
OG0006922	Carub.0007s0445.1.p	g00331
OG0006923	Carub.0008s1425.1.p	g09459
OG0006924	Carub.0003s3000.1.p	g01807
OG0006925	Carub.0008s1351.1.p	g23038
OG0006926	Carub.0004s2242.1.p	g12602
OG0006927	Carub.0001s0214.1.p	g01925
OG0006928	Carub.0001s0589.1.p	g02297
OG0006929	Carub.0004s0952.1.p	g07069
OG0006930	Carub.0005s1324.1.p	g12783
OG0006930	Carub.0005s1327.1.p, Carub.0005s1325.1.p, Carub.0005s1326.1.p, Carub.0004s0118.1.p, Carub.0008s0334.1.p	g12784, g12785, g12787
OG0006931	Carub.0007s2268.1.p	g15335
OG0006932	Carub.0001s2086.1.p	g13419
OG0006933	Carub.0002s1393.1.p	g21076
OG0006934	Carub.0007s0755.1.p	g00669
OG0006935	Carub.0005s0378.1.p	g19555
OG0006936	Carub.0001s2755.1.p	g13088
OG0006937	Carub.0004s1851.1.p	g03574
OG0006938	Carub.0001s3794.1.p	g24284
OG0006939	Carub.0007s1086.1.p	g04270
OG0006940	Carub.0005s1685.1.p	g14987
OG0006941	Carub.0008s2293.1.p	g12215, g23513
OG0006942	Carub.0001s1105.1.p	g04943
OG0006943	Carub.0003s2638.1.p	g27145
OG0006944	Carub.0007s1224.1.p	g04404
OG0006945	Carub.0003s2090.1.p	g11182
OG0006946	Carub.0007s1289.1.p	g04461
OG0006947	Carub.0008s1185.1.p	g08344
OG0006948	Carub.0005s0632.1.p	g28199
OG0006949	Carub.0005s1583.1.p	g22318
OG0006951	Carub.0004s1945.1.p	g03680
OG0006952	Carub.0003s3375.1.p	g20951
OG0006953	Carub.0004s1167.1.p	g30014
OG0006954	Carub.0004s3070.1.p	g09524, g00594
OG0006955	Carub.0007s2580.1.p	g20219
OG0006956	Carub.0002s1418.1.p	g21099
OG0006957	Carub.0002s1660.1.p	g03725
OG0006958	Carub.0004s0444.1.p	g22340
OG0006959	Carub.0006s3078.1.p	g23309, g26595
OG0006960	Carub.0001s4230.1.p	g15064
OG0006961	Carub.0003s1824.1.p	g21598
OG0006962	Carub.0004s3031.1.p	g09564
OG0006963	Carub.0003s2243.1.p	g11348, g24021
OG0006964	Carub.0001s2818.1.p	g26326
OG0006965	Carub.0006s3396.1.p	g09031
OG0006966	Carub.0004s1559.1.p	g03297
OG0006967	Carub.0002s2066.1.p	g04143
OG0006968	Carub.0005s2948.1.p	g05308
OG0006969	Carub.0004s2579.1.p	g17997
OG0006970	Carub.0005s1841.1.p	g28333
OG0006971	Carub.0003s0429.1.p	g06266
OG0006972	Carub.0004s1634.1.p	g03363
OG0006973	Carub.0002s1414.1.p	g21094
OG0006974	Carub.0001s3079.1.p	g16013
OG0006975	Carub.0005s0656.1.p	g18929
OG0006976	Carub.0006s2011.1.p	g11930
OG0006977	Carub.0008s0404.1.p	g28590
OG0006978	Carub.0006s3472.1.p	g09104
OG0006979	Carub.0004s2868.1.p	g09738
OG0006980	Carub.0002s0485.1.p	g25414
OG0006981	Carub.0005s1564.1.p	g22327
OG0006982	Carub.0008s2255.1.p	g12178
OG0006983	Carub.0004s1900.1.p	g03634
OG0006984	Carub.0001s2849.1.p	g23712
OG0006985	Carub.0005s2074.1.p	g11433
OG0006986	Carub.0005s1764.1.p	g14902
OG0006987	Carub.0002s1758.1.p, Carub.0002s1759.1.p	g03825
OG0006988	Carub.0008s2791.1.p	g07234
OG0006989	Carub.0001s4291.1.p	g19204
OG0006990	Carub.0005s0686.1.p	g18887
OG0006991	Carub.0006s1033.1.p	g10651
OG0006992	Carub.0007s0310.1.p	g02998
OG0006993	Carub.0007s0641.1.p	g00543
