Orthogroup	Capsella_rubella	Arabidopsis_lyrata
OG0008752	Carub.0001s4046.1.p	scaffold_104930.1
OG0008753	Carub.0003s0659.1.p	fgenesh2_kg.3__728__AT3G07080.1
OG0008754	Carub.0002s2407.1.p	fgenesh2_kg.2__2014__AT1G77200.1
OG0008755	Carub.0008s2820.1.p	fgenesh2_kg.8__2793__AT5G66290.1
OG0008756	Carub.0007s2526.1.p	fgenesh1_pm.C_scaffold_7002113
OG0008758	Carub.0001s3209.1.p	fgenesh1_pm.C_scaffold_1002697
OG0008759	Carub.0007s1584.1.p	fgenesh2_kg.7__1748__AT4G25190.2
OG0008760	Carub.0006s2223.1.p	fgenesh2_kg.6__2439__AT5G24400.1
OG0008761	Carub.0003s0390.1.p	fgenesh2_kg.3__443__AT3G04730.1
OG0008762	Carub.0005s1492.1.p	fgenesh2_kg.5__1221__AT3G48750.1
OG0008763	Carub.0003s1938.1.p	fgenesh2_kg.3__2169__AT3G19550.1
OG0008764	Carub.0005s2555.1.p	Al_scaffold_0005_2798
OG0008765	Carub.0007s0243.1.p	fgenesh1_pg.C_scaffold_7000230
OG0008766	Carub.0006s2467.1.p	scaffold_602839.1
OG0008767	Carub.0005s0858.1.p	scaffold_501001.1
OG0008768	Carub.0004s2148.1.p	fgenesh2_kg.4__2022__AT2G39430.1
OG0008769	Carub.0004s0400.1.p	fgenesh2_kg.4__374__AT2G24580.1
OG0008770	Carub.0005s2036.1.p	fgenesh1_pm.C_scaffold_5001461
OG0008771	Carub.0006s0370.1.p	scaffold_600427.1, Al_scaffold_0001_2852
OG0008772	Carub.0007s1218.1.p	Al_scaffold_0007_1273
OG0008773	Carub.0001s4012.1.p	scaffold_104878.1
OG0008774	Carub.0002s2418.1.p	fgenesh2_kg.2__2024__AT1G77300.1
OG0008775	Carub.0003s2386.1.p	scaffold_302847.1
OG0008776	Carub.0005s2311.1.p	Al_scaffold_0005_2542
OG0008777	Carub.0004s2479.1.p	Al_scaffold_0409_1, scaffold_403095.1
OG0008778	Carub.0007s1495.1.p	fgenesh2_kg.7__1649__AT4G26000.1
OG0008779	Carub.0007s2437.1.p	fgenesh2_kg.7__2604__AT4G17050.1
OG0008780	Carub.0002s0156.1.p	scaffold_200197.1, Al_scaffold_0002_157, Al_scaffold_0002_166
OG0008781	Carub.0003s0903.1.p	fgenesh1_pg.C_scaffold_3000891
OG0008782	Carub.0007s0580.1.p	fgenesh2_kg.7__641__AT4G34500.1
OG0008783	Carub.0001s1630.1.p	scaffold_604071.1, fgenesh2_kg.1__1806__AT1G16540.1, scaffold_604069.1
OG0008784	Carub.0006s0119.1.p	fgenesh1_pg.C_scaffold_6000129
OG0008785	Carub.0001s1911.1.p	Al_scaffold_0005_593, fgenesh2_kg.1__2134__AT1G19540.1
OG0008786	Carub.0007s2517.1.p	scaffold_702863.1
OG0008787	Carub.0004s0326.1.p	fgenesh2_kg.4__326__AT2G24090.1
OG0008788	Carub.0006s1971.1.p	fgenesh2_kg.6__2193__AT5G22070.1
OG0008789	Carub.0004s2884.1.p	fgenesh2_kg.4__2821__AT2G46160.1
OG0008790	Carub.0005s1714.1.p	fgenesh2_kg.5__1419__AT3G50790.1
OG0008791	Carub.0006s1737.1.p	fgenesh2_kg.6__1922__AT5G19050.1
OG0008792	Carub.0003s1207.1.p	fgenesh2_kg.3__1334__AT3G12710.1
OG0008793	Carub.0007s2686.1.p	scaffold_703051.1
OG0008794	Carub.0006s1956.1.p	fgenesh2_kg.6__2171__AT5G21920.1
OG0008795	Carub.0008s0497.1.p	fgenesh1_pm.C_scaffold_8000380
OG0008796	Carub.0002s2208.1.p	scaffold_202467.1
OG0008797	Carub.0004s0761.1.p, Carub.0002s2759.1.p	fgenesh2_kg.2__2402__AT1G79910.2
OG0008798	Carub.0006s1136.1.p	fgenesh2_kg.6__1268__AT5G13190.1
OG0008799	Carub.0007s1395.1.p	fgenesh2_kg.7__1544__AT4G26900.1
OG0008800	Carub.0007s0422.1.p	scaffold_700504.1
OG0008801	Carub.0004s2501.1.p	fgenesh2_kg.4__2410__AT2G42560.1
OG0008802	Carub.0002s2377.1.p	fgenesh2_kg.2__1977__AT1G76900.2
OG0008803	Carub.0008s1929.1.p	fgenesh2_kg.8__1805__AT5G58670.1
OG0008804	Carub.0006s1773.1.p	fgenesh2_kg.6__1959__AT5G19390.1
OG0008805	Carub.0007s2111.1.p	fgenesh2_kg.7__2304__AT4G20020.2
OG0008806	Carub.0001s0746.1.p	fgenesh1_pg.C_scaffold_1000665
OG0008807	Carub.0007s3655.1.p	fgenesh2_kg.7__3480__AT5G39380.1
OG0008808	Carub.0004s0935.1.p	scaffold_401167.1
OG0008809	Carub.0005s1664.1.p	fgenesh2_kg.5__1376__AT3G50330.1
OG0008810	Carub.0003s0324.1.p	fgenesh2_kg.3__357__AT3G03990.1
OG0008811	Carub.0005s0193.1.p	scaffold_500273.1
OG0008812	Carub.0006s1409.1.p	fgenesh2_kg.6__1572__AT5G15900.1
OG0008813	Carub.0004s1423.1.p	scaffold_401845.1, Al_scaffold_0002_593
OG0008814	Carub.0001s4482.1.p	fgenesh1_pg.C_scaffold_1004278
OG0008815	Carub.0007s1312.1.p	fgenesh2_kg.7__1447__AT4G27700.1
OG0008816	Carub.0003s1591.1.p	fgenesh1_pm.C_scaffold_3001408
OG0008817	Carub.0008s1403.1.p	fgenesh2_kg.8__1265__AT5G53730.1
OG0008818	Carub.0001s3705.1.p	fgenesh2_kg.1__3886__AT1G47970.1
OG0008819	Carub.0007s1990.1.p	fgenesh2_kg.7__2165__AT4G21520.1, scaffold_11700002.1
OG0008820	Carub.0006s1780.1.p	scaffold_602039.1, scaffold_602038.1
OG0008821	Carub.0008s2481.1.p	fgenesh2_kg.8__2413__AT5G64030.1
OG0008822	Carub.0006s0748.1.p	fgenesh2_kg.6__826__AT5G08530.1
OG0008823	Carub.0005s2168.1.p	scaffold_502625.1
OG0008824	Carub.0005s2328.1.p	fgenesh2_kg.5__2084__AT3G56510.2
OG0008825	Carub.0008s1604.1.p	fgenesh2_kg.8__1470__AT5G55670.1
OG0008826	Carub.0003s1094.1.p	scaffold_301334.1
OG0008827	Carub.0007s2135.1.p	fgenesh2_kg.7__2317__AT4G19860.1
OG0008828	Carub.0006s0592.1.p	fgenesh2_kg.6__653__AT5G06990.1
OG0008829	Carub.0006s0077.1.p	fgenesh2_kg.6__103__AT5G01100.1
OG0008830	Carub.0001s2449.1.p	fgenesh1_pg.C_scaffold_1002310
OG0008831	Carub.0007s0532.1.p	scaffold_700628.1
OG0008832	Carub.0007s0172.1.p	Al_scaffold_0007_189
OG0008833	Carub.0008s2762.1.p	fgenesh2_kg.8__2729__AT5G66870.1
OG0008834	Carub.0004s0901.1.p	fgenesh2_kg.4__750__AT2G28200.1
OG0008835	Carub.0001s1307.1.p	fgenesh2_kg.1__1444__AT1G13340.1
OG0008836	Carub.0005s0467.1.p	fgenesh2_kg.5__426__AT3G26670.2
OG0008837	Carub.0001s2047.1.p	Al_scaffold_0001_2197
OG0008838	Carub.0001s3633.1.p	fgenesh2_kg.1__3855__AT1G47570.2
OG0008839	Carub.0003s2732.1.p	scaffold_303402.1
OG0008840	Carub.0002s0770.1.p	fgenesh2_kg.1__4761__AT1G56440.1
OG0008841	Carub.0007s0238.1.p	fgenesh2_kg.7__264__AT4G37840.1
OG0008842	Carub.0008s1588.1.p	fgenesh2_kg.8__1453__AT5G55530.2
OG0008843	Carub.0004s0090.1.p	scaffold_400117.1
OG0008844	Carub.0003s1856.1.p	Al_scaffold_0003_1980
OG0008845	Carub.0007s0169.1.p	Al_scaffold_0007_186
OG0008846	Carub.0004s2541.1.p	fgenesh2_kg.4__2454__AT2G42940.1
OG0008847	Carub.0001s3775.1.p	fgenesh1_pm.C_scaffold_1003075
OG0008848	Carub.0001s2493.1.p	Al_scaffold_0001_2706
OG0008849	Carub.0008s1764.1.p	scaffold_802279.1
OG0008850	Carub.0003s1199.1.p	Al_scaffold_0003_1280
OG0008851	Carub.0004s2154.1.p	fgenesh2_kg.463__2__AT2G39470.2, fgenesh2_kg.4__2028__AT2G39470.2
OG0008852	Carub.0004s2033.1.p	fgenesh2_kg.4__1906__AT2G38360.1
OG0008853	Carub.0001s3940.1.p	scaffold_104754.1
OG0008854	Carub.0003s0343.1.p	fgenesh2_kg.3__380__AT3G04180.1
OG0008854	Carub.0003s0340.1.p	fgenesh2_kg.3__378__AT3G04150.1
OG0008855	Carub.0003s1425.1.p	scaffold_301695.1
OG0008856	Carub.0003s1274.1.p	Al_scaffold_0003_1367
OG0008857	Carub.0003s2299.1.p	scaffold_302738.1
OG0008858	Carub.0007s1168.1.p	fgenesh2_kg.7__1296__AT4G28940.1
OG0008859	Carub.0007s2715.1.p	Al_scaffold_0007_2804
OG0008860	Carub.0006s2611.1.p	fgenesh2_kg.6__2800__AT5G28840.1
OG0008861	Carub.0002s1956.1.p	fgenesh2_kg.2__1538__AT1G72710.1
OG0008862	Carub.0008s1706.1.p	fgenesh2_kg.8__1563__AT5G56580.1
OG0008863	Carub.0006s2449.1.p	fgenesh1_pm.C_scaffold_6002122
OG0008864	Carub.0002s0411.1.p	fgenesh2_kg.2__348__AT1G61080.1
OG0008865	Carub.0007s2226.1.p, Carub.0007s2225.1.p	fgenesh2_kg.7__2400__AT4G18930.1
OG0008866	Carub.0008s0281.1.p	Al_scaffold_0008_333, scaffold_800348.1
OG0008867	Carub.0006s2587.1.p	fgenesh2_kg.4__2860__AT2G46455.1, scaffold_200362.1
OG0008868	Carub.0003s0865.1.p	fgenesh1_pm.C_scaffold_3000775
OG0008869	Carub.0008s0679.1.p	Al_scaffold_0008_878
OG0008870	Carub.0003s1702.1.p	scaffold_302038.1
OG0008871	Carub.0006s2756.1.p	fgenesh2_kg.6__2849__AT4G08960.1
OG0008872	Carub.0006s2546.1.p	fgenesh2_kg.6__2756__AT5G27980.1
OG0008873	Carub.0001s0594.1.p	scaffold_100655.1
OG0008874	Carub.0001s0403.1.p	fgenesh2_kg.1__417__AT1G04780.1
OG0008875	Carub.0005s1692.1.p	Al_scaffold_0005_1914
OG0008876	Carub.0001s1757.1.p	fgenesh2_kg.1__1951__AT1G17840.1
OG0008877	Carub.0004s2096.1.p	fgenesh1_pm.C_scaffold_4001645
OG0008878	Carub.0001s3239.1.p, Carub.0033s0010.1.p	scaffold_103824.1, scaffold_103816.1
OG0008879	Carub.0001s0804.1.p	fgenesh2_kg.1__891__AT1G08680.1
OG0008880	Carub.0004s0857.1.p	fgenesh2_kg.4__785__AT2G27810.1
OG0008881	Carub.0007s1649.1.p	Al_scaffold_0007_1686
OG0008882	Carub.0001s0811.1.p	scaffold_100906.1
OG0008883	Carub.0001s1661.1.p	fgenesh2_kg.1__1841__AT1G16870.1
OG0008884	Carub.0003s0953.1.p	fgenesh2_kg.3__1066__AT3G10350.1
OG0008886	Carub.0007s1405.1.p	fgenesh2_kg.7__1556__AT4G26790.1
OG0008887	Carub.0004s2577.1.p	fgenesh2_kg.4__2497__AT2G43310.1
OG0008888	Carub.0003s2130.1.p	fgenesh2_kg.3__2349__AT3G21290.1
OG0008889	Carub.0004s1962.1.p	fgenesh2_kg.4__1827__AT2G37678.1
OG0008890	Carub.0002s2105.1.p	fgenesh2_kg.2__1693__AT1G74260.1
OG0008891	Carub.0006s3437.1.p	scaffold_603992.1, scaffold_603987.1
OG0008892	Carub.0001s2887.1.p	scaffold_103408.1
OG0008893	Carub.0007s0525.1.p	Al_scaffold_0007_549
OG0008894	Carub.0002s1366.1.p	scaffold_201546.1
OG0008895	Carub.0001s0719.1.p	Al_scaffold_0001_734
OG0008896	Carub.0001s1491.1.p	scaffold_101699.1
OG0008897	Carub.0001s0786.1.p	fgenesh2_kg.1__865__AT1G08500.1
OG0008898	Carub.0001s3930.1.p	fgenesh1_pm.C_scaffold_1003201
OG0008899	Carub.0008s2358.1.p	fgenesh2_kg.8__2285__AT5G62860.1
OG0008900	Carub.0005s0047.1.p	scaffold_500049.1
OG0008901	Carub.0001s2697.1.p	scaffold_103187.1
OG0008902	Carub.0001s0260.1.p	fgenesh2_kg.1__277__AT1G03470.1
OG0008903	Carub.0004s0200.1.p	fgenesh2_kg.4__209__AT2G22870.1, fgenesh2_kg.3__3176__AT2G22870.1
OG0008904	Carub.0002s2139.1.p	fgenesh2_kg.2__1729__AT1G74600.1
OG0008905	Carub.0004s0697.1.p	scaffold_400951.1
OG0008906	Carub.0006s3540.1.p	fgenesh2_kg.6__3529__AT4G01840.1
OG0008907	Carub.0001s0002.1.p	scaffold_100008.1
OG0008908	Carub.0001s0907.1.p	fgenesh2_kg.1__1028__AT1G09730.1
OG0008909	Carub.0002s1685.1.p	fgenesh2_kg.2__1270__AT1G70160.1
OG0008910	Carub.0004s1824.1.p	scaffold_402262.1
OG0008911	Carub.0005s0348.1.p	fgenesh2_kg.5__320__AT3G25660.1
OG0008912	Carub.0005s2904.1.p	Al_scaffold_0002_1149, fgenesh1_pm.C_scaffold_5002211
OG0008913	Carub.0007s2696.1.p	fgenesh2_kg.5__2502__AT3G60370.1
OG0008914	Carub.0003s2770.1.p	fgenesh2_kg.3__2982__AT2G11520.1
OG0008915	Carub.0006s1125.1.p	fgenesh2_kg.6__1258__AT5G13080.1
OG0008916	Carub.0003s1237.1.p	fgenesh1_pm.C_scaffold_3001093
OG0008917	Carub.0006s0664.1.p	fgenesh1_pm.C_scaffold_6000600
OG0008918	Carub.0004s0885.1.p	fgenesh2_kg.4__762__AT2G28085.1
OG0008919	Carub.0007s0913.1.p	Al_scaffold_0007_962
OG0008920	Carub.0003s1681.1.p	scaffold_302005.1
OG0008921	Carub.0006s0281.1.p	fgenesh2_kg.6__299__AT5G03870.1
OG0008922	Carub.0001s0818.1.p	scaffold_100912.1
OG0008923	Carub.0001s0763.1.p	fgenesh2_kg.1__843__AT1G08280.1
OG0008924	Carub.0007s0732.1.p	Al_scaffold_0007_764
OG0008925	Carub.0008s1352.1.p	fgenesh2_kg.8__1223__AT5G53340.1
OG0008926	Carub.0001s0347.1.p	Al_scaffold_0001_350
OG0008927	Carub.0006s0338.1.p	fgenesh2_kg.6__360__AT5G04440.1
OG0008928	Carub.0007s0023.1.p	fgenesh1_pg.C_scaffold_7000014
OG0008929	Carub.0004s3002.1.p	fgenesh1_pg.C_scaffold_302000002, fgenesh2_kg.4__2966__AT2G47300.2
OG0008930	Carub.0007s0259.1.p	fgenesh2_kg.7__281__AT4G37680.1
OG0008931	Carub.0006s1194.1.p	fgenesh2_kg.6__1333__AT5G13760.1
OG0008932	Carub.0005s1777.1.p	scaffold_502193.1
OG0008933	Carub.0008s1492.1.p	scaffold_802003.1
OG0008934	Carub.0004s1411.1.p	scaffold_401834.1
OG0008935	Carub.0006s1228.1.p	fgenesh2_kg.6__1375__AT5G14090.1
OG0008936	Carub.0006s1539.1.p	fgenesh1_pm.C_scaffold_6001370
OG0008937	Carub.0004s1533.1.p	fgenesh2_kg.4__1380__AT2G33710.1
OG0008938	Carub.0007s1200.1.p	scaffold_701391.1
OG0008939	Carub.0003s2884.1.p	scaffold_303673.1
OG0008940	Carub.0003s3072.1.p	fgenesh2_kg.3__3272__AT2G16910.1
OG0008941	Carub.0008s0602.1.p	scaffold_800826.1
OG0008942	Carub.0005s0146.1.p	fgenesh2_kg.5__151__AT2G02410.1
OG0008943	Carub.0007s3744.1.p	fgenesh2_kg.7__3564__AT5G38460.1
OG0008944	Carub.0007s3479.1.p	fgenesh2_kg.7__3346__AT5G40690.1
OG0008945	Carub.0006s1090.1.p	fgenesh2_kg.6__1221__AT5G12400.1
OG0008946	Carub.0003s1932.1.p	fgenesh2_kg.3__2167__AT3G19510.1
OG0008947	Carub.0002s0502.1.p	scaffold_200596.1
OG0008948	Carub.0005s2726.1.p	scaffold_503284.1
OG0008949	Carub.0003s3374.1.p	fgenesh2_kg.3__3228__AT2G19460.1
OG0008950	Carub.0006s1567.1.p	fgenesh2_kg.6__1745__AT5G17450.1
OG0008951	Carub.0001s1180.1.p	scaffold_101325.1
OG0008952	Carub.0003s2080.1.p	scaffold_302490.1
OG0008953	Carub.0001s1060.1.p	Al_scaffold_0001_1104
OG0008954	Carub.0001s0917.1.p	fgenesh2_kg.1__1037__AT1G09810.1
OG0008955	Carub.0005s0073.1.p	fgenesh2_kg.5__87__AT2G01770.1
OG0008956	Carub.0003s0334.1.p	fgenesh1_pm.C_scaffold_3000303
OG0008957	Carub.0003s0585.1.p	fgenesh2_kg.3__645__AT3G06410.1
OG0008958	Carub.0004s1025.1.p	scaffold_401387.1, scaffold_29500001.1, fgenesh1_pm.C_scaffold_4000755
OG0008959	Carub.0007s2341.1.p	scaffold_702649.1
OG0008960	Carub.0006s1751.1.p	scaffold_602007.1
OG0008961	Carub.0005s2394.1.p	fgenesh1_pm.C_scaffold_5001766
OG0008962	Carub.0008s2684.1.p	fgenesh2_kg.8__2648__AT5G67630.1
OG0008963	Carub.0006s2299.1.p	scaffold_602618.1
OG0008964	Carub.0005s2110.1.p	scaffold_502559.1
OG0008965	Carub.0003s2579.1.p	scaffold_303164.1
OG0008966	Carub.0008s2831.1.p	fgenesh2_kg.8__2809__AT5G66190.1
OG0008967	Carub.0007s1175.1.p	fgenesh2_kg.7__1298__AT4G28910.2
OG0008968	Carub.0002s1712.1.p	fgenesh2_kg.2__1293__AT1G70430.1
OG0008969	Carub.0004s1782.1.p	scaffold_402221.1
OG0008970	Carub.0004s2719.1.p	fgenesh2_kg.4__2655__AT2G44640.1
OG0008971	Carub.0006s2517.1.p	fgenesh2_kg.6__2724__AT5G27380.1
OG0008972	Carub.0001s2246.1.p	fgenesh1_pm.C_scaffold_1001953
OG0008973	Carub.0006s0223.1.p	fgenesh2_kg.6__251__AT5G03420.1
OG0008974	Carub.0002s2138.1.p	fgenesh2_kg.2__1728__AT1G74590.1
OG0008975	Carub.0005s1822.1.p	fgenesh1_pg.C_scaffold_1002589
OG0008976	Carub.0001s2973.1.p	fgenesh2_kg.1__3598__AT1G31300.2
OG0008977	Carub.0007s0778.1.p, Carub.0007s3510.1.p	fgenesh2_kg.1__4743__AT5G40480.1, fgenesh2_kg.7__3372__AT5G40480.1
OG0008978	Carub.0005s0189.1.p	fgenesh1_pg.C_scaffold_5000185
OG0008979	Carub.0007s1697.1.p	fgenesh2_kg.7__1883__AT4G24130.1
OG0008980	Carub.0007s3012.1.p	scaffold_703288.1
OG0008981	Carub.0002s1043.1.p	fgenesh1_pg.C_scaffold_2000700
OG0008982	Carub.0007s1507.1.p	scaffold_701722.1
OG0008983	Carub.0005s2258.1.p	scaffold_502717.1
OG0008984	Carub.0003s0731.1.p	Al_scaffold_0003_800
OG0008985	Carub.0008s0275.1.p	fgenesh2_kg.8__261__AT5G45360.1
OG0008986	Carub.0004s0849.1.p	fgenesh2_kg.4__799__AT2G27740.1
OG0008987	Carub.0008s0412.1.p	fgenesh2_kg.8__367__AT5G44350.1
OG0008988	Carub.0004s0944.1.p	fgenesh2_kg.4__819__AT2G28490.1
OG0008989	Carub.0006s0739.1.p	scaffold_48700001.1, scaffold_600858.1, scaffold_600877.1
OG0008990	Carub.0003s0222.1.p	scaffold_300262.1
OG0008991	Carub.0005s2959.1.p	fgenesh2_kg.5__2791__AT3G62940.1
OG0008992	Carub.0003s2717.1.p	fgenesh1_pm.C_scaffold_3002361
OG0008993	Carub.0005s0958.1.p, Carub.0001s1990.1.p	fgenesh2_kg.1__2225__AT1G20430.1
OG0008994	Carub.0007s3638.1.p	Al_scaffold_0007_3760
OG0008995	Carub.0006s1849.1.p	fgenesh2_kg.6__2047__AT5G20110.1
OG0008996	Carub.0001s4414.1.p	fgenesh2_kg.1__4577__AT1G55620.2
OG0008997	Carub.0003s1752.1.p	fgenesh2_kg.3__1966__AT3G17810.1
OG0008998	Carub.0006s0621.1.p	fgenesh2_kg.6__685__AT5G07250.1
OG0008999	Carub.0007s2457.1.p	fgenesh2_kg.7__2627__AT4G16790.1
OG0009000	Carub.0001s1697.1.p	fgenesh2_kg.1__1879__AT1G17220.1
OG0009001	Carub.0004s2428.1.p	fgenesh1_pg.C_scaffold_4002337
OG0009002	Carub.0008s2344.1.p	scaffold_802945.1
OG0009003	Carub.0003s1326.1.p	fgenesh1_pm.C_scaffold_180000001, fgenesh2_kg.3__1474__AT3G13740.1
OG0009004	Carub.0005s1147.1.p	scaffold_800007.1, scaffold_501429.1
OG0009005	Carub.0003s2087.1.p	fgenesh1_pm.C_scaffold_3001854
OG0009006	Carub.0002s2161.1.p	fgenesh1_pm.C_scaffold_2001450
OG0009007	Carub.0004s2544.1.p	fgenesh1_pm.C_scaffold_4002032
OG0009008	Carub.0004s2041.1.p	scaffold_402579.1
OG0009009	Carub.0001s1024.1.p	fgenesh2_kg.1__1156__AT1G10720.1
OG0009010	Carub.0006s2676.1.p	fgenesh2_kg.6__2870__AT4G08230.1
OG0009011	Carub.0004s2082.1.p	fgenesh2_kg.4__1952__AT2G38800.1
OG0009012	Carub.0001s2852.1.p	fgenesh1_pg.C_scaffold_1002690
OG0009013	Carub.0008s0861.1.p	scaffold_801220.1
OG0009014	Carub.0003s0346.1.p	scaffold_300423.1
OG0009015	Carub.0006s0098.1.p	Al_scaffold_0006_122
OG0009016	Carub.0007s0178.1.p	fgenesh2_kg.7__203__AT4G39850.1
OG0009017	Carub.0001s0950.1.p	scaffold_101060.1
OG0009018	Carub.0003s1127.1.p	scaffold_301372.1
OG0009019	Carub.0001s3946.1.p	scaffold_104763.1
OG0009020	Carub.0008s0645.1.p	fgenesh2_kg.8__592__AT5G42570.1
OG0009021	Carub.0007s0443.1.p	fgenesh2_kg.7__493__AT4G35800.1
OG0009022	Carub.0006s2060.1.p, Carub.0006s2061.1.p	scaffold_602346.1
OG0009023	Carub.0008s1308.1.p	scaffold_801740.1
OG0009024	Carub.0004s0471.1.p	scaffold_400623.1
OG0009025	Carub.0001s2347.1.p	Al_scaffold_0001_2517
OG0009026	Carub.0003s2788.1.p	fgenesh2_kg.3__3004__AT2G13350.1
OG0009027	Carub.0004s1692.1.p	scaffold_402121.1
OG0009028	Carub.0001s4295.1.p	Al_scaffold_0001_4815
OG0009029	Carub.0008s0871.1.p	fgenesh2_kg.8__775__AT5G48960.1
OG0009030	Carub.0001s2207.1.p	fgenesh2_kg.1__2448__AT1G22540.1
OG0009031	Carub.0005s2434.1.p	fgenesh2_kg.5__2188__AT3G57500.1
OG0009032	Carub.0003s2994.1.p	fgenesh2_kg.3__3496__AT2G16250.1
OG0009033	Carub.0001s1517.1.p	fgenesh1_pg.C_scaffold_1001391
OG0009034	Carub.0002s2055.1.p	scaffold_202318.1
OG0009035	Carub.0003s1611.1.p	fgenesh2_kg.3__1789__AT3G16360.1
OG0009036	Carub.0008s1114.1.p	scaffold_801543.1
OG0009037	Carub.0003s1801.1.p	fgenesh2_kg.3__2024__AT3G18250.1
OG0009038	Carub.0005s1836.1.p	scaffold_502267.1
OG0009039	Carub.0008s1474.1.p	fgenesh1_pm.C_scaffold_8001129
OG0009040	Carub.0003s1803.1.p	fgenesh2_kg.3__2025__AT3G18260.1
OG0009042	Carub.0003s1117.1.p	scaffold_301355.1
OG0009043	Carub.0007s3488.1.p	fgenesh2_kg.7__3354__AT5G40610.1
OG0009045	Carub.0004s3008.1.p	scaffold_403712.1
OG0009046	Carub.0007s2498.1.p	fgenesh2_kg.7__2658__AT4G16515.1
OG0009047	Carub.0003s3349.1.p, Carub.0003s3352.1.p	fgenesh2_kg.3__3241__AT2G19260.1
OG0009048	Carub.0008s2018.1.p	fgenesh2_kg.8__1899__AT5G59500.1
OG0009049	Carub.0008s0123.1.p	fgenesh2_kg.8__126__AT5G46690.1
OG0009051	Carub.0004s2971.1.p	fgenesh2_kg.4__2929__AT2G46980.2
OG0009052	Carub.0006s2052.1.p	scaffold_602336.1
OG0009053	Carub.0006s2014.1.p	fgenesh2_kg.6__2229__AT5G22390.1
OG0009054	Carub.0008s1671.1.p	scaffold_802182.1
OG0009055	Carub.0001s2829.1.p	scaffold_103337.1
OG0009056	Carub.0001s0568.1.p	Al_scaffold_0001_572
OG0009057	Carub.0001s1964.1.p	fgenesh1_pm.C_scaffold_1001719
OG0009058	Carub.0005s0795.1.p	fgenesh2_kg.5__683__AT3G29240.1
OG0009059	Carub.0004s2230.1.p	scaffold_402783.1
OG0009061	Carub.0001s0945.1.p	fgenesh2_kg.1__1068__AT1G10030.1
OG0009062	Carub.0003s0350.1.p	fgenesh2_kg.3__391__AT3G04290.1
OG0009063	Carub.0004s1613.1.p	fgenesh2_kg.4__1467__AT2G34460.1
OG0009064	Carub.0003s1197.1.p	fgenesh2_kg.3__1322__AT3G12620.1
OG0009065	Carub.0004s0315.1.p	fgenesh1_pg.C_scaffold_4000293
OG0009066	Carub.0008s0737.1.p	fgenesh2_kg.8__640__AT5G47830.1
OG0009067	Carub.0002s1948.1.p	fgenesh2_kg.2__1527__AT1G72640.1
OG0009068	Carub.0003s0333.1.p	fgenesh2_kg.3__370__AT3G04090.1
OG0009069	Carub.0008s2350.1.p	fgenesh2_kg.8__2276__AT5G62770.1
OG0009070	Carub.0004s0731.1.p	fgenesh1_pm.C_scaffold_4000529
OG0009071	Carub.0004s2756.1.p	fgenesh2_kg.4__2684__AT2G44950.1
OG0009072	Carub.0002s1784.1.p	fgenesh2_kg.2__1365__AT1G71030.1
OG0009073	Carub.0006s0073.1.p	scaffold_600384.1
OG0009074	Carub.0005s1728.1.p	fgenesh2_kg.5__1433__AT3G50890.1
OG0009075	Carub.0007s0058.1.p	fgenesh2_kg.7__69__AT4G38710.1
OG0009076	Carub.0003s2724.1.p	fgenesh2_kg.3__2919__AT2G06200.1
OG0009077	Carub.0006s1937.1.p	fgenesh2_kg.6__2152__AT5G21070.1
OG0009078	Carub.0003s2019.1.p	fgenesh2_kg.3__2246__AT3G20260.1
OG0009079	Carub.0007s3006.1.p	fgenesh2_kg.9__92__AT4G12760.1
OG0009080	Carub.0006s1220.1.p	fgenesh2_kg.6__1363__AT5G14010.1
OG0009081	Carub.0003s1138.1.p	fgenesh2_kg.3__1257__AT3G12040.1
OG0009082	Carub.0008s1273.1.p	Al_scaffold_0008_1642
OG0009083	Carub.0001s3642.1.p	scaffold_104356.1
OG0009084	Carub.0008s1766.1.p	fgenesh2_kg.8__1627__AT5G57150.1
OG0009085	Carub.0002s0892.1.p	fgenesh1_pm.C_scaffold_1003642, Al_scaffold_0007_3785, scaffold_704115.1
OG0009086	Carub.0008s2666.1.p	fgenesh2_kg.8__2630__AT5G65760.1
OG0009087	Carub.0004s1337.1.p	scaffold_401752.1
OG0009088	Carub.0003s0992.1.p	fgenesh2_kg.3__1104__AT3G10690.1
OG0009089	Carub.0001s0097.1.p	fgenesh2_kg.1__106__AT1G01240.3
OG0009090	Carub.0006s3562.1.p	fgenesh2_kg.6__3553__AT4G01575.1
OG0009091	Carub.0005s2126.1.p	fgenesh2_kg.5__1862__AT3G54660.1
OG0009092	Carub.0001s0340.1.p	scaffold_100378.1
OG0009093	Carub.0003s1093.1.p	fgenesh2_kg.3__1207__AT3G11600.1
OG0009094	Carub.0006s1180.1.p	fgenesh2_kg.6__1318__AT5G13640.1
OG0009095	Carub.0006s2618.1.p, Carub.0006s2620.1.p, Carub.0028s0001.1.p	fgenesh2_kg.6__2806__AT5G29000.2
OG0009096	Carub.0004s2936.1.p	fgenesh2_kg.4__2889__AT2G46650.1
OG0009097	Carub.0004s2087.1.p	fgenesh2_kg.4__1959__AT2G38840.1
OG0009098	Carub.0005s1972.1.p	fgenesh2_kg.5__1686__AT3G53190.1
OG0009099	Carub.0004s0977.1.p	fgenesh1_pm.C_scaffold_4000722
OG0009100	Carub.0007s2356.1.p	scaffold_702664.1
