Orthogroup	Capsella_rubella	Camelina_sativa
OG0004278	Carub.0007s3268.1.p	Csa11g051280, Csa12g074920, Csa10g041030
OG0004279	Carub.0003s2382.1.p, Carub.0003s2381.1.p	Csa01g028170, Csa19g034100, Csa15g045730
OG0004280	Carub.0007s3159.1.p, Carub.0007s3165.1.p	Csa12g070940, Csa11g045160
OG0004280	Carub.0007s3115.1.p	Csa12g069540, Csa10g038710, Csa11g044730
OG0004281	Carub.0007s1545.1.p	Csa10g017380, Csa12g026630
OG0004281	Carub.0008s1229.1.p	Csa02g045220, Csa18g023090, Csa11g083870
OG0004282	Carub.0008s2153.1.p	Csa18g034210, Csa11g094690, Csa02g067790
OG0004283	Carub.0003s1140.1.p	Csa15g015950, Csa19g016290, Csa01g013170
OG0004284	Carub.0005s2237.1.p	Csa06g030280, Csa04g041950
OG0004285	Carub.0007s2297.1.p	Csa11g030170, Csa06g046610
OG0004285	Carub.0004s1666.1.p	Csa04g047250, Csa05g020260, Csa06g037460
OG0004286	Carub.0003s2009.1.p	Csa15g029330, Csa19g027980
OG0004286	Carub.0003s2008.1.p	Csa01g023220, Csa19g027970
OG0004287	Carub.0008s1098.1.p	Csa02g041710, Csa11g082390, Csa18g021710
OG0004288	Carub.0004s2640.1.p	Csa04g061680, Csa06g050190, Csa05g006450
OG0004289	Carub.0001s0686.1.p	Csa14g008920, Csa03g010940, Csa17g010910
OG0004290	Carub.0007s1505.1.p	Csa11g018530, Csa12g026210, Csa10g017010
OG0004291	Carub.0005s0388.1.p	Csa09g009330, Csa06954s010, Csa06g005640, Csa04g011400
OG0004292	Carub.0008s1990.1.p	Csa02g064930, Csa18g032530, Csa11g093060
OG0004293	Carub.0003s1264.1.p	Csa15g017310, Csa19g018580, Csa01g015530
OG0004294	Carub.0001s4036.1.p	Csa03g058400, Csa03g058390, Csa14g059750, Csa17g090400, Csa17g090390
OG0004295	Carub.0007s1947.1.p	Csa13g002080, Csa08g062440, Csa08629s010, Csa20g002280, Csa12g036250, Csa11g024380, Csa10g021420
OG0004296	Carub.0001s4302.1.p	Csa17g094250, Csa14g064380, Csa03g061050
OG0004297	Carub.0004s0167.1.p	Csa07g052600, Csa16g044260, Csa09g086830
OG0004298	Carub.0005s2965.1.p	Csa16g001580, Csa05g095320
OG0004299	Carub.0001s3937.1.p	Csa17g088040
OG0004299	Carub.0003s1971.1.p	Csa15g027870, Csa19g027540, Csa01g022850
OG0004300	Carub.0006s1491.1.p	Csa20g024600, Csa02g026250, Csa02248s010, Csa02g026260, Csa02g026280, Csa01847s010, Csa13g047640, Csa20g024590
OG0004301	Carub.0002s0664.1.p	Csa05g066040, Csa07g019540, Csa16g018800
OG0004301	Carub.0002s0663.1.p	Csa05g066050
OG0004302	Carub.0008s0134.1.p	Csa11g065410, Csa20g080700
OG0004303	Carub.0001s1402.1.p	Csa14g017320, Csa17g019740, Csa03g018040, Csa12g036520, Csa02g043400, Csa19g023310, Csa18g023340, Csa16g006580
OG0004304	Carub.0001s1454.1.p	Csa17g020310, Csa14g017910, Csa03g018550
OG0004305	Carub.0006s2285.1.p	Csa13g030800, Csa08g022580, Csa20g046170
OG0004306	Carub.0006s1218.1.p	Csa20g020450, Csa13g016760, Csa05470s010
OG0004307	Carub.0002s0762.1.p, Carub.0002s0737.1.p, Carub.0002s0739.1.p	Csa09g096720
OG0004307	Carub.0005s1238.1.p	Csa12g023590
OG0004308	Carub.0005s0168.1.p	Csa06g002780
OG0004309	Carub.0003s3380.1.p, Carub.0003s2182.1.p	Csa15g032270, Csa01g024930, Csa01g024910, Csa01g024920, Csa19g029740, Csa19g030900, Csa19g030910
OG0004310	Carub.0001s4239.1.p	Csa10g008610, Csa17g093510, Csa14g063720, Csa03g060430, Csa17g093500
OG0004311	Carub.0002s0723.1.p	Csa17g099130
OG0004311	Carub.0001s0873.1.p	Csa14g010810, Csa03g012760, Csa17g012880
OG0004312	Carub.0004s2248.1.p	Csa05g012550, Csa06g044610, Csa11147s010, Csa04g054570, Csa11g059120
OG0004313	Carub.0005s0760.1.p	Csa09g022460, Csa06g011350, Csa04g018310
OG0004314	Carub.0003s2073.1.p	Csa01g023840, Csa15g031120, Csa19g028740
OG0004315	Carub.0003s3347.1.p	Csa15g084020, Csa01g042410
OG0004315	Carub.0007s1069.1.p	Csa11g013550, Csa12g017290, Csa10g012620
OG0004316	Carub.0004s2650.1.p	Csa06g050280, Csa05g006360, Csa04g061760
OG0004317	Carub.0004s2005.1.p	Csa06g040820, Csa04g051760
OG0004318	Carub.0004s1413.1.p	Csa05g023880, Csa16g008600, Csa07g008790
OG0004319	Carub.0001s1686.1.p	Csa03g020890, Csa03g023460, Csa14g024940, Csa17g025480, Csa14g021320, Csa17g022760
OG0004320	Carub.0007s3533.1.p	Csa12g079780
OG0004320	Carub.0005s0653.1.p	Csa06g009120, Csa04g016150
OG0004321	Carub.0004s2806.1.p	Csa05g003830, Csa06g051840, Csa04g063370
OG0004322	Carub.0002s1041.1.p, Carub.0002s1044.1.p, Carub.0002s1053.1.p, Carub.0002s1051.1.p, Carub.0001s2210.1.p, Carub.0007s2949.1.p	Csa17g029500, Csa03g026440, Csa14g027760
OG0004323	Carub.0004s1300.1.p	Csa07g011150, Csa16g009870, Csa05g029460
OG0004324	Carub.0001s3562.1.p	Csa17g071380, Csa03g047400, Csa14g049770
OG0004325	Carub.0001s4327.1.p	Csa17g094540, Csa03g061310, Csa14g064640
OG0004326	Carub.0003s3434.1.p	Csa01g044430, Csa06g009940, Csa04g018550, Csa02g067530, Csa15g085710, Csa15g085700, Csa19g048810, Csa19g048800
OG0004327	Carub.0002s2473.1.p	Csa09g084640, Csa02028s010, Csa07g050510, Csa16g042090, Csa04193s010
OG0004328	Carub.0004s2786.1.p	Csa06g051630, Csa04g063140
OG0004329	Carub.0005s2929.1.p	Csa05g094980, Csa16g002070, Csa07g002050
OG0004330	Carub.0004s1427.1.p	Csa05g023740, Csa16g008510
OG0004331	Carub.0004s2768.1.p	Csa10g044720, Csa10g044730, Csa11g053550
OG0004331	Carub.0004s2769.1.p	Csa06g051490, Csa04g063000, Csa05g004170
OG0004332	Carub.0004s2554.1.p	Csa05g007390, Csa04g060670, Csa06g049250
OG0004333	Carub.0001s4329.1.p	Csa14g064660, Csa03g061330, Csa17g094560, Csa12377s010
OG0004334	Carub.0007s0134.1.p	Csa06564s010, Csa12g002310, Csa11g002450, Csa10g002210, Csa03044s010, Csa19g056270
OG0004335	Carub.0003s1640.1.p, Carub.0002s1293.1.p	Csa19g023520, Csa01g019350, Csa15g021560
OG0004335	Carub.0003s1639.1.p	Csa19g023510, Csa01g019340
OG0004336	Carub.0005s1815.1.p	Csa06g025980, Csa06g026010, Csa04g037580, Csa09g058750
OG0004337	Carub.0004s2222.1.p	Csa05g012830, Csa04g054280, Csa06g044320
OG0004338	Carub.0008s2037.1.p	Csa18g033000, Csa02g065450, Csa11g093560
OG0004339	Carub.0006s3600.1.p	Csa13g056120, Csa08g053320, Csa02g002340
OG0004340	Carub.0005s0322.1.p	Csa04g009600, Csa09g007430, Csa06g004940, Csa20g081010
OG0004340	Carub.0005s0323.1.p	Csa04g009610, Csa20g081020, Csa09g007440
OG0004341	Carub.0007s2598.1.p	Csa11g034610
OG0004341	Carub.0007s2597.1.p	Csa11g034600, Csa12g053930, Csa12g002360, Csa10g030260, Csa12g053940
OG0004342	Carub.0005s0711.1.p, Carub.0004s2332.1.p	Csa04g055430, Csa05g011660, Csa06g046880, Csa05g011670
OG0004343	Carub.0008s0338.1.p	Csa20g072240, Csa11g069710, Csa18g008650
OG0004344	Carub.0002s1059.1.p, Carub.0002s1058.1.p	Csa05g085980, Csa05g067310, Csa16g021600, Csa07g027950
OG0004345	Carub.0006s3296.1.p, Carub.0006s3434.1.p	Csa08g050600, Csa13g053830, Csa02g006080
OG0004345	Carub.0004s2401.1.p	Csa02g022890, Csa13g043250
OG0004346	Carub.0007s3217.1.p	Csa05g017300, Csa06g039320, Csa04g050220
OG0004346	Carub.0004s1852.1.p	Csa11g064910, Csa20g081270, Csa05g017210, Csa11g023410, Csa12g033970
OG0004346	Carub.0007s2634.1.p, Carub.0132s0001.1.p	Csa01g030220, Csa04g050250, Csa05g017280, Csa05g017250
OG0004351	Carub.0006s0339.1.p	Csa13g006450, Csa20g005660, Csa08g060020
OG0004352	Carub.0005s2695.1.p	Csa05g091960, Csa07g004860, Csa16g005710
OG0004352	Carub.0004s2720.1.p	Csa05g005630
OG0004353	Carub.0007s2764.1.p	Csa11g038570, Csa12g057240, Csa10g031940
OG0004354	Carub.0008s0301.1.p	Csa20g074660
OG0004354	Carub.0001s1885.1.p	Csa03g023070, Csa17g025050
OG0004355	Carub.0005s0043.1.p	Csa04g002560, Csa09g002690, Csa18g029870, Csa02g061330, Csa06g001370, Csa09g002680
OG0004356	Carub.0008s1344.1.p	Csa11g085100, Csa18g024280, Csa02g049590
OG0004357	Carub.0001s4243.1.p	Csa03g060470, Csa14g063760, Csa17g093540, Csa17g093560
OG0004360	Carub.0005s2114.1.p	Csa09g064270, Csa06g028990, Csa04g040630
OG0004360	Carub.0005s2115.1.p	Csa09g064280, Csa06g029000, Csa09g064300, Csa04g040640
OG0004361	Carub.0007s3598.1.p	Csa12g081660
OG0004361	Carub.0007s0968.1.p	Csa12g016240, Csa11g012500, Csa10g011650
OG0004362	Carub.0003s2226.1.p	Csa15g034660, Csa01g025300, Csa19g031280
OG0004362	Carub.0002s1833.1.p	Csa07g038450
OG0004363	Carub.0008s0135.1.p	Csa20g080690, Csa18g003480
OG0004363	Carub.0007s2330.1.p	Csa11g030520, Csa10g027170
OG0004364	Carub.0008s0543.1.p	Csa11g071670
OG0004364	Carub.0001s4300.1.p	Csa03g061030, Csa14g064360, Csa17g094230
OG0004365	Carub.0005s1414.1.p	Csa09g048550, Csa04g031050, Csa06g021680, Csa04g031060
OG0004366	Carub.0006s3097.1.p	Csa08g044190
OG0004367	Carub.0001s4141.1.p	Csa03g059460
OG0004367	Carub.0003s1568.1.p	Csa15g020670, Csa01g018580
OG0004368	Carub.0001s1066.1.p	Csa03g014720
OG0004368	Carub.0002s0402.1.p	Csa16g053050, Csa07g062310
OG0004369	Carub.0006s1551.1.p	Csa20g025400
OG0004369	Carub.0001s3265.1.p	Csa14g044410, Csa17g062160, Csa03g038650
OG0004371	Carub.0004s3015.1.p	Csa06g053960, Csa01562s010, Csa05g001730
OG0004372	Carub.0008s2194.1.p	Csa18g034580, Csa02g068200, Csa11g095080
OG0004373	Carub.0003s1962.1.p	Csa19g027430, Csa15g027750
OG0004374	Carub.0006s1964.1.p	Csa09558s010, Csa08g015160, Csa20g034390, Csa13g025350
OG0004375	Carub.0003s1625.1.p	Csa15g021370, Csa01g019200, Csa19g023370
OG0004376	Carub.0006s2131.1.p	Csa20g038580, Csa08g017850, Csa13g028090
OG0004377	Carub.0007s1783.1.p	Csa12g032120
OG0004377	Carub.0006s3036.1.p	Csa13g048590
OG0004378	Carub.0001s2735.1.p	Csa14g036690, Csa03g032290, Csa17g041870, Csa21755s010, Csa03g032280
OG0004379	Carub.0008s0785.1.p	Csa20g041200, Csa11g074430, Csa18g014380
OG0004380	Carub.0004s2437.1.p	Csa05g009510, Csa04g057520, Csa06g048070
OG0004381	Carub.0005s2094.1.p	Csa09g064050, Csa04g040420, Csa06g028830
OG0004382	Carub.0006s2783.1.p	Csa09g067750, Csa02g022870, Csa08g035240, Csa13g043300
OG0004383	Carub.0007s2981.1.p	Csa12g065530, Csa10g035900, Csa11g043030
OG0004383	Carub.0004s0158.1.p	Csa09g086750, Csa16g044170, Csa07g052510
OG0004384	Carub.0005s0337.1.p	Csa06g005080, Csa04g009810, Csa09g008570, Csa13876s010
OG0004385	Carub.0006s2454.1.p	Csa20g054140, Csa20g054150, Csa08g027670, Csa13g034850
OG0004386	Carub.0002s2333.1.p	Csa07g047980, Csa31916s010, Csa16g040560, Csa09g081150
OG0004387	Carub.0004s0124.1.p	Csa20399s010, Csa07g052220, Csa16g043840
OG0004388	Carub.0005s2293.1.p	Csa09g058330, Csa04g037130, Csa06g025500
OG0004389	Carub.0002s1576.1.p	Csa07g035810, Csa19g014820, Csa16g030450, Csa05g085840
OG0004391	Carub.0008s0044.1.p	Csa18g002470, Csa20g081800
OG0004392	Carub.0001s2571.1.p	Csa14g034720, Csa03g030350, Csa17g035810
OG0004393	Carub.0002s1363.1.p	Csa05g081290, Csa16g027170, Csa13811s010, Csa07g032710
OG0004394	Carub.0001s3245.1.p	Csa17g059610, Csa03g038490, Csa14g044200
OG0004395	Carub.0008s1989.1.p	Csa02g064920, Csa18g032520, Csa11g093050
OG0004396	Carub.0005s0595.1.p	Csa09g014650, Csa04g015610, Csa06g008640
OG0004397	Carub.0002s1634.1.p	Csa16g031200, Csa05g087500, Csa08g028220
OG0004398	Carub.0007s2911.1.p	Csa12g063110, Csa11g041640
OG0004399	Carub.0007s1712.1.p	Csa11g020880, Csa10g019080
OG0004399	Carub.0006s2967.1.p	Csa02g024700, Csa08g043010, Csa13g048030
OG0004400	Carub.0005s2490.1.p	Csa09g070610, Csa04g044570, Csa06g033880
OG0004402	Carub.0006s3601.1.p	Csa13g056180, Csa02g002320
OG0004403	Carub.0006s3098.1.p	Csa02g016190, Csa13g049080, Csa08g044180, Csa02g016170
OG0004404	Carub.0005s2747.1.p	Csa16g004150, Csa05g092560
OG0004404	Carub.0002s1114.1.p, Carub.0002s1115.1.p	Csa12g051290
OG0004405	Carub.0002s2684.1.p	Csa16g049700, Csa09g094240, Csa16g049690, Csa07g059130
OG0004406	Carub.0008s0897.1.p, Carub.0008s0882.1.p	Csa02g035220, Csa11g078290, Csa18g018500, Csa11g078410, Csa18g016420, Csa14g063790, Csa11g077210
OG0004407	Carub.0006s1713.1.p	Csa08g011340, Csa20g027280
OG0004407	Carub.0004s1680.1.p	Csa05g020130, Csa04g047420, Csa06g037590
OG0004408	Carub.0004s0858.1.p	Csa07g061280
OG0004408	Carub.0001s0760.1.p	Csa14g009700, Csa17g011700
OG0004409	Carub.0006s0401.1.p	Csa08g059370, Csa13g007070, Csa20g006310
OG0004410	Carub.0008s1832.1.p	Csa18g030890, Csa11g091410, Csa02g062360
OG0004411	Carub.0004s1358.1.p	Csa16g009200
OG0004412	Carub.0006s3332.1.p	Csa08g049520, Csa02g008530, Csa13g053330
OG0004413	Carub.0003s2309.1.p	Csa15g041720, Csa19g033240, Csa15g040600, Csa01g026140, Csa19g032110, Csa01g027330
OG0004414	Carub.0007s3683.1.p	Csa10g045290, Csa12g082410, Csa11g055130
OG0004415	Carub.0004s0839.1.p	Csa05g041160, Csa16g051860
OG0004415	Carub.0004s0841.1.p	Csa16g051890
OG0004416	Carub.0005s2914.1.p	Csa16g002220, Csa05g094690, Csa07g002200
OG0004417	Carub.0003s2062.1.p	Csa15g030970, Csa01g023690, Csa19g028590
OG0004418	Carub.0004s1251.1.p	Csa05g030070, Csa16g012390, Csa07g011660
OG0004419	Carub.0006s0893.1.p	Csa20g015770
OG0004419	Carub.0008s2629.1.p	Csa02g074350, Csa18g039180, Csa11g102610
OG0004420	Carub.0003s3344.1.p	Csa01g042370, Csa15g083950, Csa19g056230
OG0004421	Carub.0005s2804.1.p	Csa07g003490, Csa16g003350, Csa05g093310
OG0004422	Carub.0004s2260.1.p	Csa05g012410, Csa04g054680, Csa03440s010, Csa06g044730
OG0004423	Carub.0007s2046.1.p	Csa11g025530, Csa10g022520
OG0004424	Carub.0004s1638.1.p	Csa04g046960, Csa05g020570, Csa06g037170
OG0004425	Carub.0001s0619.1.p	Csa14g008270
OG0004426	Carub.0001s0772.1.p	Csa17g011820, Csa14g009840, Csa03g011820
OG0004427	Carub.0004s2244.1.p	Csa06g044580, Csa05g012580, Csa04g054540
OG0004428	Carub.0006s1292.1.p	Csa08g006810, Csa13g017580, Csa20g021290
OG0004429	Carub.0007s2279.1.p	Csa02g051470, Csa02g051440, Csa02g051450, Csa02g051510, Csa02g051490, Csa02g051480, Csa02g051500, Csa11g029980, Csa00518s050, Csa10g026740
OG0004430	Carub.0003s3496.1.p	Csa15g082520
OG0004430	Carub.0004s1781.1.p	Csa04g049530, Csa05g018040
OG0004431	Carub.0004s1939.1.p	Csa05g016390, Csa04g051040, Csa06g040190
OG0004432	Carub.0001s2661.1.p	Csa14g035760, Csa17g037990, Csa03g031430
OG0004432	Carub.0001s2660.1.p	Csa03g031460, Csa14g035790, Csa03g031490, Csa17g038050
OG0004433	Carub.0007s3630.1.p	Csa10g046920, Csa12g081800
OG0004434	Carub.0005s1061.1.p	Csa09g035860, Csa06g018510, Csa04g024690
OG0004435	Carub.0005s0385.1.p	Csa06g005600, Csa09g009300, Csa04g011340
OG0004436	Carub.0004s2258.1.p	Csa05g012440, Csa06g044710, Csa04g054660
OG0004437	Carub.0006s0776.1.p	Csa20g012360, Csa08g055440, Csa13g010890
OG0004438	Carub.0001s1460.1.p	Csa03g018610, Csa14g017970, Csa17g020370
OG0004439	Carub.0007s1107.1.p	Csa11g014030, Csa12g017920
OG0004439	Carub.0007s1108.1.p	Csa10g013020, Csa12g017930, Csa11g014040
OG0004440	Carub.0001s2809.1.p	Csa17g064650, Csa12g026220, Csa12g041780, Csa16g030220, Csa17g042790, Csa14g037430, Csa03g033030
OG0004441	Carub.0004s1830.1.p	Csa04g050000, Csa06g039130, Csa05g017540
OG0004441	Carub.0004s1831.1.p	Csa05g017530, Csa04g050010, Csa06g039140
OG0004442	Carub.0006s2324.1.p	Csa15g056810, Csa19g039880, Csa01g036470, Csa08g023090, Csa13g031340, Csa20g048800
OG0004443	Carub.0005s0989.1.p	Csa04g023870, Csa00727s030, Csa06g016840
OG0004444	Carub.0004s2882.1.p	Csa06g052560, Csa04g065160, Csa06411s010, Csa05g003070
OG0004445	Carub.0004s2676.1.p	Csa06g050520, Csa04g062010, Csa08814s010, Csa05g006070
OG0004446	Carub.0005s2718.1.p	Csa07g004610, Csa16g004460, Csa05g092230
OG0004447	Carub.0004s2426.1.p	Csa06g047930, Csa04g057400, Csa05g009630
OG0004448	Carub.0005s0901.1.p	Csa04g022290
OG0004448	Carub.0004s0680.1.p	Csa07g056820, Csa09g092010
OG0004449	Carub.0005s2966.1.p	Csa16g001570, Csa07g001600, Csa05g095330
OG0004450	Carub.0001s0736.1.p	Csa03g011450, Csa14g009450, Csa17g011440
OG0004451	Carub.0003s0375.1.p	Csa01g005310, Csa15g005550, Csa19g006750
OG0004452	Carub.0004s1163.1.p	Csa07g012680, Csa20g014160, Csa16g014430
OG0004453	Carub.0006s2355.1.p	Csa20g011710, Csa20g049120, Csa08g023430
OG0004454	Carub.0008s0122.1.p	Csa20g080850, Csa18g003330, Csa11g065260
OG0004455	Carub.0003s1687.1.p	Csa19g024070, Csa19g024080, Csa01g019810, Csa15g023170
OG0004456	Carub.0004s0873.1.p, Carub.0004s0872.1.p	Csa07g061400, Csa05g039890, Csa16g052080
OG0004457	Carub.0005s2414.1.p	Csa09g069750, Csa06g033020, Csa04g043710
OG0004458	Carub.0006s3525.1.p	Csa13g055300
OG0004458	Carub.0008s0755.1.p	Csa07890s010, Csa13g039100
OG0004459	Carub.0006s0706.1.p	Csa13g010180, Csa08g056210, Csa20g011560
OG0004460	Carub.0003s0746.1.p	Csa15g009610, Csa01g008950, Csa19g011660, Csa19g011640, Csa19g011650
OG0004461	Carub.0001s3349.1.p	Csa17g065950, Csa14g047100, Csa03g039220
OG0004462	Carub.0004s2138.1.p	Csa05g013900, Csa06g043320, Csa04g053330
OG0004463	Carub.0001s2799.1.p	Csa17g042690, Csa03g032930, Csa14g037330
OG0004464	Carub.0007s1215.1.p	Csa12g021980, Csa16729s010, Csa10g014090, Csa11g015230
OG0004465	Carub.0001s0897.1.p	Csa14g011030
OG0004466	Carub.0001s0940.1.p	Csa17g013600, Csa03g013410, Csa14g011480
OG0004467	Carub.0001s0365.1.p	Csa17g007680, Csa03g005770, Csa14g005660
OG0004467	Carub.0004s1508.1.p	Csa07g007930, Csa05g022960, Csa16g007790
OG0004468	Carub.0001s3713.1.p	Csa03g051780, Csa14g051950, Csa17g076460
OG0004469	Carub.0005s2845.1.p	Csa05g093830
OG0004469	Carub.0004s2912.1.p	Csa06g052910, Csa04g065470, Csa05g002780
OG0004470	Carub.0008s2176.1.p	Csa11g094920
OG0004470	Carub.0008s2175.1.p, Carub.0008s2174.1.p	Csa11g094900
OG0004471	Carub.0008s0444.1.p	Csa20g070130, Csa20g057190, Csa11g070620
OG0004472	Carub.0004s1858.1.p	Csa04g050290, Csa05g017160, Csa06g039380
OG0004473	Carub.0007s2875.1.p	Csa12g061740
OG0004474	Carub.0002s2027.1.p, Carub.0006s2750.1.p, Carub.0002s1022.1.p, Carub.0002s1021.1.p, Carub.0002s1020.1.p	Csa09g078050, Csa07g040720, Csa16g036260
OG0004475	Carub.0004s0310.1.p	Csa16g045560, Csa07g053870, Csa09g088050
OG0004476	Carub.0007s1018.1.p	Csa10g012100, Csa12g016740, Csa11g012970
OG0004477	Carub.0003s0592.1.p	Csa19g010130, Csa01g007510
OG0004478	Carub.0008s2097.1.p, Carub.0005s1880.1.p	Csa18g033570, Csa02g067180
OG0004479	Carub.0001s2157.1.p	Csa17g028910, Csa03g025910, Csa14g027250
OG0004480	Carub.0008s0373.1.p	Csa18g008730
OG0004480	Carub.0008s0374.1.p	Csa18g008710
OG0004481	Carub.0001s1640.1.p	Csa17g022230, Csa03g020400, Csa14g020740
OG0004482	Carub.0002s2323.1.p	Csa07g047880, Csa07g047870, Csa16g040460, Csa09g081050
OG0004483	Carub.0001s0511.1.p	Csa17g009150, Csa03g007170, Csa14g007110
OG0004484	Carub.0002s0217.1.p	Csa16g055520, Csa09g097490, Csa07g064150
OG0004485	Carub.0001s1331.1.p	Csa17g018910, Csa14g016540, Csa03g017370
OG0004486	Carub.0004s2438.1.p	Csa04g057530, Csa05g009500, Csa04g057890
OG0004486	Carub.0004s2322.1.p	Csa04g055320, Csa05g011760, Csa06g045370
OG0004487	Carub.0002s1643.1.p	Csa05g087590
OG0004488	Carub.0008s2073.1.p	Csa02g065840, Csa18g033320, Csa11g093940
OG0004488	Carub.0002s2217.1.p	Csa16g039230, Csa07g046800, Csa09g079940
OG0004489	Carub.0002s2159.1.p	Csa16g038700, Csa07g046240, Csa09g079390
OG0004489	Carub.0001s1525.1.p	Csa17g021050
OG0004490	Carub.0002s1906.1.p	Csa07g022070, Csa09g075720, Csa16g034880, Csa07g039250, Csa07g022040
OG0004491	Carub.0005s0629.1.p	Csa17g011260, Csa03g011280, Csa14g009230
OG0004492	Carub.0007s3238.1.p	Csa12g074570, Csa11g050920, Csa10g040730
OG0004493	Carub.0005s0123.1.p	Csa09g004550, Csa04g007760, Csa06g002320, Csa06g002330, Csa06g002310, Csa06g002340
OG0004494	Carub.0003s1796.1.p	Csa01g020970, Csa19g025530, Csa15g024700
OG0004495	Carub.0005s1881.1.p, Carub.0005s1882.1.p	Csa09g059540, Csa06g026760, Csa04g038290
OG0004496	Carub.0008s0806.1.p	Csa08g027680, Csa20g041360, Csa11g074610, Csa18g014570
OG0004497	Carub.0007s1901.1.p	Csa10g020880, Csa12g034640, Csa11g023900
OG0004497	Carub.0007s1900.1.p	Csa12g034620
OG0004498	Carub.0006s1265.1.p	Csa20g021010, Csa13g017290, Csa08g006500
OG0004498	Carub.0003s0042.1.p	Csa10g042490, Csa19g001290
OG0004499	Carub.0004s2754.1.p	Csa06g051330, Csa04g062820, Csa05g004340
OG0004500	Carub.0002s2135.1.p	Csa07g045970, Csa09g079140
OG0004500	Carub.0002s2134.1.p	Csa09g079130, Csa07g045950, Csa15649s010
OG0004501	Carub.0003s0029.1.p	Csa04514s010, Csa19g001170
OG0004501	Carub.0006s1247.1.p	Csa20g020810, Csa08g006310, Csa13g017070
OG0004502	Carub.0006s0020.1.p	Csa20g001390, Csa08g063290
OG0004503	Carub.0006s1554.1.p	Csa08g009510, Csa05g094390, Csa13g020110, Csa20g025470, Csa20g025450
OG0004504	Carub.0007s0512.1.p	Csa08663s010, Csa12g008410, Csa11g006680, Csa10g006960, Csa11g006540
OG0004505	Carub.0002s2423.1.p	Csa09g084090, Csa16g041520, Csa07g049980
OG0004506	Carub.0008s2289.1.p	Csa18g035610, Csa11g099020, Csa02g070280
OG0004507	Carub.0003s2375.1.p	Csa15g044660
OG0004507	Carub.0003s2377.1.p, Carub.0003s2376.1.p	Csa19g034050
OG0004508	Carub.0004s1390.1.p	Csa07g010070, Csa05g024300, Csa16g008840, Csa18062s010
OG0004508	Carub.0004s0732.1.p	Csa07g060420, Csa05g044320, Csa16g051030
OG0004509	Carub.0008s1522.1.p	Csa02g057310, Csa18g026220, Csa11g088020
OG0004509	Carub.0007s1385.1.p	Csa11g017200, Csa12g024900
OG0004510	Carub.0007s3383.1.p	Csa11g060190, Csa02g055050
OG0004510	Carub.0002s0062.1.p	Csa09g099030, Csa16g056900
OG0004511	Carub.0002s1530.1.p	Csa16g029070
OG0004511	Carub.0001s2485.1.p	Csa17g034830
OG0004512	Carub.0001s3444.1.p	Csa17g069340, Csa14g048690, Csa03g044520
OG0004512	Carub.0008s0674.1.p	Csa18g012560, Csa11g073620, Csa20g063150
OG0004513	Carub.0008s1883.1.p	Csa18g031440, Csa02g062880, Csa11g091950
OG0004514	Carub.0007s0102.1.p	Csa12g001970, Csa10g001890, Csa11g002080
OG0004515	Carub.0001s1579.1.p	Csa07017s010, Csa17g021580, Csa14g020120, Csa03g019800
OG0004516	Carub.0007s1785.1.p	Csa10g019850, Csa11g022600, Csa12g032140
OG0004517	Carub.0003s1524.1.p	Csa19g022290
OG0004518	Carub.0004s1502.1.p	Csa05g023060, Csa16g007870, Csa07g008000
OG0004519	Carub.0007s0800.1.p	Csa12g013460, Csa10g009850, Csa11g010680
OG0004520	Carub.0007s0748.1.p	Csa12g011860, Csa10g009270, Csa11g010160
OG0004521	Carub.0008s1871.1.p	Csa18g031330, Csa02g062730, Csa11g091830
OG0004522	Carub.0002s2404.1.p	Csa16g041350, Csa09g083880, Csa07g049770
OG0004523	Carub.0003s1504.1.p	Csa01g017930, Csa15g019880, Csa19g022100
OG0004524	Carub.0002s1582.1.p	Csa05g085910, Csa07g035900, Csa16g030540
OG0004525	Carub.0004s2506.1.p	Csa05g008960, Csa06g048770, Csa08978s010, Csa04g059200
OG0004527	Carub.0001s2505.1.p	Csa03g029650, Csa17g035050, Csa14g033960
OG0004528	Carub.0006s1106.1.p	Csa13g015420, Csa20406s010, Csa08g004720, Csa20g018170
OG0004529	Carub.0002s2573.1.p	Csa16g048450, Csa07g057910, Csa09g093080
OG0004530	Carub.0002s2054.1.p	Csa16g036610, Csa09g078350
OG0004530	Carub.0006s2800.1.p	Csa08g037330, Csa02g028500, Csa13g043460
OG0004531	Carub.0001s2149.1.p	Csa17g028800, Csa14g027200, Csa03g025850
OG0004532	Carub.0001s2382.1.p	Csa03g028330, Csa14g031460, Csa17g033620
OG0004533	Carub.0001s2036.1.p	Csa03g024750
OG0004534	Carub.0001s2109.1.p	Csa03g025520, Csa14g026930, Csa17g028410
OG0004535	Carub.0008s0937.1.p	Csa02g035670, Csa18g018890, Csa11g078830
OG0004536	Carub.0005s2562.1.p	Csa04g046360, Csa09g071460, Csa06g036590
OG0004537	Carub.0006s1918.1.p	Csa13g024790, Csa08g014670, Csa20g032880
OG0004538	Carub.0002s1074.1.p	Csa00517s100
OG0004538	Carub.0007s0219.1.p	Csa11g003450, Csa10g003090
OG0004539	Carub.0004s2643.1.p	Csa05g006410
OG0004539	Carub.0004s2642.1.p	Csa05g006420
OG0004540	Carub.0001s3512.1.p	Csa03g046900
OG0004540	Carub.0001s3534.1.p	Csa14g049490, Csa03g047140
