Orthogroup	Capsella_rubella	Arabis_alpina
OG0008649	Carub.0002s2220.1.p	AALP_AA2G195600
OG0008650	Carub.0007s1077.1.p	AALP_AA7G146900
OG0008651	Carub.0008s2127.1.p	AALP_AA8G403100
OG0008652	Carub.0007s1250.1.p	AALP_AA7G122900
OG0008654	Carub.0002s1464.1.p	AALP_AA2G102100
OG0008656	Carub.0006s0191.1.p	AALP_AA1G059800
OG0008657	Carub.0001s1751.1.p, Carub.0008s0659.1.p	AALP_AA2G240000
OG0008659	Carub.0004s2409.1.p	AALP_AA4G202100
OG0008660	Carub.0004s2074.1.p	AALP_AA4G169400
OG0008662	Carub.0007s3500.1.p	AALP_AA2G067600, AALP_AA4G224400
OG0008663	Carub.0006s0649.1.p	AALP_AA8G070700
OG0008664	Carub.0008s2797.1.p	AALP_AA8G501700
OG0008665	Carub.0005s2874.1.p	AALP_AA5G278200
OG0008666	Carub.0003s1067.1.p	AALP_AA3G122100
OG0008667	Carub.0003s0720.1.p	AALP_AA3G084800
OG0008668	Carub.0003s1260.1.p	AALP_AA3G143400
OG0008669	Carub.0001s2550.1.p	AALP_AA1G262800
OG0008671	Carub.0003s2445.1.p	AALP_AA4G044000
OG0008672	Carub.0006s2005.1.p	AALP_AAs64104U000800
OG0008673	Carub.0006s2184.1.p	AALP_AA8G416600
OG0008674	Carub.0001s0868.1.p	AALP_AA1G097200
OG0008675	Carub.0006s3249.1.p	AALP_AA6G052600
OG0008676	Carub.0006s3383.1.p	AALP_AA6G042900
OG0008677	Carub.0007s2201.1.p	AALP_AA7G015800
OG0008680	Carub.0005s1993.1.p	AALP_AA5G165100
OG0008681	Carub.0002s0972.1.p, Carub.0002s0974.1.p	AALP_AA1G310200
OG0008683	Carub.0006s3417.1.p	AALP_AA6G039700, AALP_AA8G305100
OG0008684	Carub.0008s2584.1.p	AALP_AA8G483300
OG0008685	Carub.0006s3700.1.p	AALP_AA6G003400
OG0008687	Carub.0005s0029.1.p	AALP_AA5G002500
OG0008689	Carub.0005s1789.1.p	AALP_AA5G139500
OG0008690	Carub.0004s0595.1.p	AALP_AA6G256700
OG0008691	Carub.0003s0821.1.p	AALP_AA3G096000
OG0008692	Carub.0002s0981.1.p, Carub.0008s2799.1.p	AALP_AA8G501500
OG0008693	Carub.0005s0177.1.p	AALP_AA5G017600
OG0008694	Carub.0005s2333.1.p	AALP_AA5G208600
OG0008695	Carub.0005s1996.1.p	AALP_AA5G165500
OG0008696	Carub.0005s1850.1.p	AALP_AA5G149200
OG0008697	Carub.0008s1561.1.p	AALP_AA8G338300
OG0008698	Carub.0001s4343.1.p	AALP_AA4G019600
OG0008700	Carub.0130s0004.1.p, Carub.0006s0581.1.p	AALP_AA8G064400
OG0008701	Carub.0006s0741.1.p	AALP_AA8G082300
OG0008703	Carub.0005s2869.1.p	AALP_AA5G277700
OG0008704	Carub.0006s1771.1.p	AALP_AA8G215700
OG0008705	Carub.0008s1063.1.p	AALP_AAs48765U000600
OG0008706	Carub.0007s0948.1.p	AALP_AA7G165300
OG0008707	Carub.0004s2031.1.p, Carub.0004s2030.1.p	AALP_AA4G162400
OG0008708	Carub.0005s2323.1.p	AALP_AA5G208200
OG0008710	Carub.0006s0563.1.p	AALP_AA8G061700
OG0008712	Carub.0003s3242.1.p	AALP_AA3G345000
OG0008713	Carub.0007s2945.1.p	AALP_AA3G285200
OG0008714	Carub.0002s0703.1.p	AALP_AAs73229U000100, AALP_AA2G064400
OG0008715	Carub.0006s0545.1.p	AALP_AA8G060400
OG0008716	Carub.0002s0389.1.p	AALP_AA2G032400
OG0008717	Carub.0004s2762.1.p	AALP_AA4G239000
OG0008718	Carub.0001s2928.1.p	AALP_AA2G158400
OG0008719	Carub.0004s1667.1.p	AALP_AA4G119600
OG0008721	Carub.0002s2478.1.p	AALP_AA2G221500
OG0008722	Carub.0008s1050.1.p	AALP_AA8G280800
OG0008723	Carub.0006s2270.1.p	AALP_AA8G425000
OG0008724	Carub.0005s2924.1.p	AALP_AA5G283100
OG0008725	Carub.0005s2080.1.p	AALP_AA5G176800
OG0008726	Carub.0003s0527.1.p	AALP_AA3G057400
OG0008728	Carub.0007s2200.1.p	AALP_AA7G015900
OG0008729	Carub.0006s0812.1.p	AALP_AA8G088700
OG0008730	Carub.0008s2547.1.p	AALP_AA8G479900
OG0008731	Carub.0001s0154.1.p	AALP_AA1G017700
OG0008732	Carub.0003s2687.1.p	AALP_AA3G299700
OG0008734	Carub.0001s0581.1.p	AALP_AA1G061800
OG0008735	Carub.0002s2436.1.p	AALP_AA2G216400
OG0008736	Carub.0008s2722.1.p	AALP_AA8G512500
OG0008737	Carub.0001s0790.1.p	AALP_AA1G089300
OG0008738	Carub.0004s1537.1.p	AALP_AA6G058000
OG0008739	Carub.0006s0473.1.p	AALP_AA8G054200
OG0008740	Carub.0001s4484.1.p	AALP_AA4G002300
OG0008742	Carub.0006s1508.1.p	AALP_AA8G179700
OG0008745	Carub.0006s0643.1.p, Carub.0006s0644.1.p	AALP_AA8G070300
OG0008746	Carub.0007s3407.1.p	AALP_AA6G318600
OG0008747	Carub.0001s2691.1.p	AALP_AA6G273300
OG0008749	Carub.0001s1007.1.p	AALP_AA1G113200
OG0008750	Carub.0001s2810.1.p	AALP_AA1G306300
OG0008751	Carub.0001s3519.1.p	AALP_AA4G091400
OG0008752	Carub.0001s4046.1.p	AALP_AA4G043200
OG0008753	Carub.0003s0659.1.p	AALP_AA3G077100
OG0008754	Carub.0002s2407.1.p	AALP_AA2G213400
OG0008756	Carub.0007s2526.1.p	AALP_AA4G081000
OG0008757	Carub.0007s0962.1.p	AALP_AA7G164300
OG0008760	Carub.0006s2223.1.p	AALP_AA8G420500
OG0008761	Carub.0003s0390.1.p	AALP_AA3G042100
OG0008764	Carub.0005s2555.1.p	AALP_AA5G235500
OG0008765	Carub.0007s0243.1.p	AALP_AA7G255000
OG0008766	Carub.0006s2467.1.p	AALP_AA8G263800
OG0008767	Carub.0005s0858.1.p	AALP_AA5G064500
OG0008768	Carub.0004s2148.1.p	AALP_AA4G178000
OG0008769	Carub.0004s0400.1.p	AALP_AA6G271100
OG0008770	Carub.0005s2036.1.p	AALP_AA5G170600
OG0008771	Carub.0006s0370.1.p	AALP_AA8G042100
OG0008772	Carub.0007s1218.1.p	AALP_AA7G126500
OG0008773	Carub.0001s4012.1.p	AALP_AA4G047200
OG0008774	Carub.0002s2418.1.p	AALP_AA2G214500
OG0008776	Carub.0005s2311.1.p	AALP_AA5G205600
OG0008778	Carub.0007s1495.1.p	AALP_AA7G091000
OG0008779	Carub.0007s2437.1.p	AALP_AA8G290500
OG0008780	Carub.0002s0156.1.p	AALP_AA2G006000
OG0008781	Carub.0003s0903.1.p	AALP_AA3G101500
OG0008782	Carub.0007s0580.1.p	AALP_AA7G211600
OG0008783	Carub.0001s1630.1.p	AALP_AA1G184100
OG0008784	Carub.0006s0119.1.p	AALP_AA8G019000
OG0008785	Carub.0001s1911.1.p	AALP_AA6G144000, AALP_AA1G216600
OG0008786	Carub.0007s2517.1.p	AALP_AA8G263200
OG0008787	Carub.0004s0326.1.p	AALP_AA6G201200
OG0008789	Carub.0004s2884.1.p	AALP_AA4G251500
OG0008790	Carub.0005s1714.1.p	AALP_AA5G130500
OG0008791	Carub.0006s1737.1.p	AALP_AA8G207100
OG0008792	Carub.0003s1207.1.p	AALP_AA3G137700
OG0008793	Carub.0007s2686.1.p	AALP_AAs38924U000100
OG0008794	Carub.0006s1956.1.p	AALP_AA8G237700
OG0008795	Carub.0008s0497.1.p	AALP_AA6G148200
OG0008796	Carub.0002s2208.1.p	AALP_AA2G194700
OG0008797	Carub.0004s0761.1.p, Carub.0002s2759.1.p	AALP_AA2G250400
OG0008798	Carub.0006s1136.1.p	AALP_AA8G129800
OG0008799	Carub.0007s1395.1.p	AALP_AA7G102000
OG0008800	Carub.0007s0422.1.p	AALP_AA7G234900
OG0008801	Carub.0004s2501.1.p	AALP_AA4G213900
OG0008803	Carub.0008s1929.1.p	AALP_AA8G379100
OG0008804	Carub.0006s1773.1.p	AALP_AA8G216000
OG0008805	Carub.0007s2111.1.p	AALP_AA7G026700
OG0008808	Carub.0004s0935.1.p	AALP_AA6G224400
OG0008809	Carub.0005s1664.1.p	AALP_AA5G125000
OG0008810	Carub.0003s0324.1.p	AALP_AA3G035500
OG0008811	Carub.0005s0193.1.p	AALP_AA5G020100
OG0008812	Carub.0006s1409.1.p	AALP_AA4G082100, AALP_AA4G082200, AALP_AA8G166300
OG0008813	Carub.0004s1423.1.p	AALP_AA8G240800, AALP_AA8G240900
OG0008814	Carub.0001s4482.1.p	AALP_AA4G002100
OG0008815	Carub.0007s1312.1.p	AALP_AA6G046200
OG0008816	Carub.0003s1591.1.p	AALP_AA3G183200
OG0008817	Carub.0008s1403.1.p	AALP_AA8G320300
OG0008818	Carub.0001s3705.1.p	AALP_AA4G081600
OG0008819	Carub.0007s1990.1.p	AALP_AA7G040000
OG0008826	Carub.0003s1094.1.p	AALP_AA3G125800
OG0008827	Carub.0007s2135.1.p	AALP_AA7G024400, AALP_AA7G024800
OG0008828	Carub.0006s0592.1.p	AALP_AA8G065100
OG0008829	Carub.0006s0077.1.p	AALP_AA8G003100
OG0008831	Carub.0007s0532.1.p	AALP_AA7G221700
OG0008832	Carub.0007s0172.1.p	AALP_AA7G277200
OG0008834	Carub.0004s0901.1.p	AALP_AA6G228200
OG0008835	Carub.0001s1307.1.p	AALP_AA1G146900
OG0008837	Carub.0001s2047.1.p	AALP_AA1G229300
OG0008838	Carub.0001s3633.1.p	AALP_AA4G082000
OG0008839	Carub.0003s2732.1.p	AALP_AA4G006600, AALP_AAs65882U000100
OG0008840	Carub.0002s0770.1.p	AALP_AAs74350U000300
OG0008841	Carub.0007s0238.1.p	AALP_AA7G255700
OG0008845	Carub.0007s0169.1.p	AALP_AA7G276900
OG0008846	Carub.0004s2541.1.p	AALP_AA4G217700
OG0008847	Carub.0001s3775.1.p	AALP_AA4G074900
OG0008848	Carub.0001s2493.1.p	AALP_AA1G271100
OG0008849	Carub.0008s1764.1.p	AALP_AA8G360100
OG0008850	Carub.0003s1199.1.p	AALP_AA3G136900
OG0008851	Carub.0004s2154.1.p	AALP_AA4G178800
OG0008852	Carub.0004s2033.1.p	AALP_AA4G162600
OG0008853	Carub.0001s3940.1.p	AALP_AA7G279000
OG0008855	Carub.0003s1425.1.p	AALP_AA3G163800
OG0008857	Carub.0003s2299.1.p	AALP_AA3G261300
OG0008859	Carub.0007s2715.1.p	AALP_AAs52616U000200
OG0008861	Carub.0002s1956.1.p	AALP_AA2G160600
OG0008862	Carub.0008s1706.1.p	AALP_AA8G353700
OG0008863	Carub.0006s2449.1.p	AALP_AA8G248600
OG0008864	Carub.0002s0411.1.p	AALP_AA8G232900
OG0008865	Carub.0007s2226.1.p, Carub.0007s2225.1.p	AALP_AA7G012300
OG0008866	Carub.0008s0281.1.p	AALP_AA6G129800
OG0008868	Carub.0003s0865.1.p	AALP_AA3G102600
OG0008869	Carub.0008s0679.1.p	AALP_AA6G307500, AALP_AA6G307600
OG0008870	Carub.0003s1702.1.p	AALP_AA3G196300
OG0008871	Carub.0006s2756.1.p	AALP_AA6G198800
OG0008872	Carub.0006s2546.1.p	AALP_AA8G252100
OG0008873	Carub.0001s0594.1.p	AALP_AA1G063200
OG0008874	Carub.0001s0403.1.p	AALP_AA1G042500
OG0008875	Carub.0005s1692.1.p	AALP_AA5G128700
OG0008876	Carub.0001s1757.1.p	AALP_AA2G237200
OG0008878	Carub.0001s3239.1.p, Carub.0033s0010.1.p	AALP_AA1G347500
OG0008879	Carub.0001s0804.1.p	AALP_AA1G090300
OG0008880	Carub.0004s0857.1.p	AALP_AA6G234300
OG0008882	Carub.0001s0811.1.p	AALP_AA1G091300
OG0008883	Carub.0001s1661.1.p	AALP_AA1G186900
OG0008884	Carub.0003s0953.1.p	AALP_AA3G110200
OG0008886	Carub.0007s1405.1.p	AALP_AA7G101100
OG0008887	Carub.0004s2577.1.p	AALP_AA4G222500
OG0008888	Carub.0003s2130.1.p	AALP_AA3G244900
OG0008889	Carub.0004s1962.1.p	AALP_AA4G153000
OG0008890	Carub.0002s2105.1.p	AALP_AA2G182400
OG0008891	Carub.0006s3437.1.p	AALP_AA6G037700
OG0008892	Carub.0001s2887.1.p	AALP_AA1G313100
OG0008893	Carub.0007s0525.1.p	AALP_AA7G222400
OG0008894	Carub.0002s1366.1.p	AALP_AA6G327400
OG0008895	Carub.0001s0719.1.p	AALP_AA1G080100
OG0008896	Carub.0001s1491.1.p	AALP_AA1G170700
OG0008897	Carub.0001s0786.1.p	AALP_AA1G088800
OG0008899	Carub.0008s2358.1.p	AALP_AA8G460300
OG0008900	Carub.0005s0047.1.p	AALP_AA5G003500
OG0008901	Carub.0001s2697.1.p	AALP_AA1G293600
OG0008903	Carub.0004s0200.1.p	AALP_AA6G288100
OG0008904	Carub.0002s2139.1.p	AALP_AA2G186800
OG0008905	Carub.0004s0697.1.p	AALP_AA6G249500
OG0008907	Carub.0001s0002.1.p	AALP_AA1G015000
OG0008908	Carub.0001s0907.1.p	AALP_AA1G102500
OG0008909	Carub.0002s1685.1.p	AALP_AA2G130200
OG0008910	Carub.0004s1824.1.p	AALP_AA4G136200
OG0008911	Carub.0005s0348.1.p	AALP_AA5G231400
OG0008913	Carub.0007s2696.1.p	AALP_AA5G259400
OG0008915	Carub.0006s1125.1.p	AALP_AA8G129300
OG0008917	Carub.0006s0664.1.p	AALP_AA8G074000
OG0008919	Carub.0007s0913.1.p	AALP_AA7G170900
OG0008920	Carub.0003s1681.1.p	AALP_AA3G193400
OG0008921	Carub.0006s0281.1.p	AALP_AA8G032500
OG0008923	Carub.0001s0763.1.p	AALP_AA1G085400
OG0008924	Carub.0007s0732.1.p	AALP_AA7G196200
OG0008925	Carub.0008s1352.1.p	AALP_AA8G315100
OG0008926	Carub.0001s0347.1.p	AALP_AA1G037100
OG0008927	Carub.0006s0338.1.p	AALP_AA8G038300
OG0008928	Carub.0007s0023.1.p	AALP_AA7G261400
OG0008931	Carub.0006s1194.1.p	AALP_AA8G135700, AALP_AA8G135800
OG0008932	Carub.0005s1777.1.p	AALP_AA5G138200
OG0008933	Carub.0008s1492.1.p	AALP_AA8G331300
OG0008934	Carub.0004s1411.1.p	AALP_AA8G240300
OG0008935	Carub.0006s1228.1.p	AALP_AA8G140900
OG0008936	Carub.0006s1539.1.p	AALP_AA1G286400
OG0008937	Carub.0004s1533.1.p	AALP_AA6G058200
OG0008938	Carub.0007s1200.1.p	AALP_AA7G130000
OG0008941	Carub.0008s0602.1.p	AALP_AA6G160800, AALP_AA6G161000
OG0008942	Carub.0005s0146.1.p	AALP_AA5G014300
OG0008943	Carub.0007s3744.1.p	AALP_AA6G350200
OG0008944	Carub.0007s3479.1.p	AALP_AA6G328600
OG0008945	Carub.0006s1090.1.p	AALP_AA8G124500
OG0008947	Carub.0002s0502.1.p	AALP_AA2G043100
OG0008948	Carub.0005s2726.1.p	AALP_AA5G261800
OG0008950	Carub.0006s1567.1.p	AALP_AA8G184700
OG0008951	Carub.0001s1180.1.p	AALP_AA1G129900
OG0008952	Carub.0003s2080.1.p	AALP_AA3G240300
OG0008953	Carub.0001s1060.1.p	AALP_AA1G120500
OG0008955	Carub.0005s0073.1.p	AALP_AA5G008100
OG0008957	Carub.0003s0585.1.p	AALP_AA3G069300
OG0008958	Carub.0004s1025.1.p	AALP_AA6G175000
OG0008959	Carub.0007s2341.1.p	AALP_AA7G001400
OG0008960	Carub.0006s1751.1.p	AALP_AA8G211100, AALP_AAs67877U000100
OG0008961	Carub.0005s2394.1.p	AALP_AA5G215400
OG0008962	Carub.0005s1618.1.p, Carub.0008s2684.1.p	AALP_AA8G515600
OG0008963	Carub.0006s2299.1.p	AALP_AA8G427400
OG0008964	Carub.0005s2110.1.p	AALP_AA5G179200
OG0008965	Carub.0003s2579.1.p	AALP_AA3G295400
OG0008966	Carub.0008s2831.1.p	AALP_AA8G495900
OG0008969	Carub.0004s1782.1.p	AALP_AA4G132700
OG0008970	Carub.0004s2719.1.p	AALP_AA4G235300
OG0008971	Carub.0006s2517.1.p	AALP_AA8G253600
OG0008973	Carub.0006s0223.1.p	AALP_AA8G026300
OG0008974	Carub.0002s2138.1.p	AALP_AA2G186700
OG0008975	Carub.0005s1822.1.p	AALP_AA5G144100
OG0008977	Carub.0007s0778.1.p, Carub.0007s3510.1.p	AALP_AA6G332800
OG0008978	Carub.0005s0189.1.p	AALP_AA5G020500
OG0008979	Carub.0007s1697.1.p	AALP_AA7G072700
OG0008982	Carub.0007s1507.1.p	AALP_AA7G088900
OG0008983	Carub.0005s2258.1.p	AALP_AA5G198500
OG0008985	Carub.0008s0275.1.p	AALP_AA6G129400
OG0008986	Carub.0004s0849.1.p	AALP_AA8G081100
OG0008988	Carub.0004s0944.1.p	AALP_AA6G223800
OG0008989	Carub.0006s0739.1.p	AALP_AA8G082100
OG0008990	Carub.0003s0222.1.p	AALP_AA3G025000
OG0008992	Carub.0003s2717.1.p	AALP_AA3G302000
OG0008993	Carub.0005s0958.1.p, Carub.0001s1990.1.p	AALP_AA1G222400
OG0008994	Carub.0007s3638.1.p	AALP_AA6G342800
OG0008995	Carub.0006s1849.1.p	AALP_AA8G223400
OG0008996	Carub.0001s4414.1.p	AALP_AA4G009900
OG0008998	Carub.0006s0621.1.p	AALP_AA8G068200
OG0008999	Carub.0007s2457.1.p	AALP_AAs66747U001600
OG0009000	Carub.0001s1697.1.p	AALP_AA1G191000
OG0009001	Carub.0004s2428.1.p	AALP_AA4G204500
OG0009002	Carub.0008s2344.1.p	AALP_AA8G459000
OG0009003	Carub.0003s1326.1.p	AALP_AA3G151500
OG0009004	Carub.0005s1147.1.p	AALP_AA5G080800
OG0009005	Carub.0003s2087.1.p	AALP_AA3G240800
OG0009006	Carub.0002s2161.1.p	AALP_AA2G189100
OG0009007	Carub.0004s2544.1.p	AALP_AA4G218200
OG0009008	Carub.0004s2041.1.p	AALP_AA4G162900
OG0009009	Carub.0001s1024.1.p	AALP_AA1G115900
OG0009010	Carub.0006s2676.1.p	AALP_AA6G204500
OG0009012	Carub.0001s2852.1.p	AALP_AA8G391400, AALP_AA8G391300
OG0009014	Carub.0003s0346.1.p	AALP_AA3G037400
OG0009015	Carub.0006s0098.1.p	AALP_AA8G000400
OG0009017	Carub.0001s0950.1.p	AALP_AA1G107100
OG0009018	Carub.0003s1127.1.p	AALP_AA3G129400
OG0009019	Carub.0001s3946.1.p	AALP_AA4G055200
OG0009020	Carub.0008s0645.1.p	AALP_AA6G305900
OG0009022	Carub.0006s2060.1.p, Carub.0006s2061.1.p	AALP_AA8G405600
OG0009024	Carub.0004s0471.1.p	AALP_AA6G264000
OG0009025	Carub.0001s2347.1.p	AALP_AA1G260500
OG0009026	Carub.0003s2788.1.p	AALP_AA3G308600
OG0009028	Carub.0001s4295.1.p	AALP_AA4G023500, AALP_AA4G043700
OG0009030	Carub.0001s2207.1.p	AALP_AA1G246100
OG0009031	Carub.0005s2434.1.p	AALP_AA5G221000
OG0009033	Carub.0001s1517.1.p	AALP_AA1G174600
OG0009034	Carub.0002s2055.1.p	AALP_AA2G175400
OG0009035	Carub.0003s1611.1.p	AALP_AA3G185600
OG0009036	Carub.0008s1114.1.p	AALP_AA4G165500
OG0009037	Carub.0003s1801.1.p	AALP_AA3G208400
OG0009038	Carub.0005s1836.1.p	AALP_AA5G145000
OG0009039	Carub.0008s1474.1.p	AALP_AA8G328700
OG0009040	Carub.0003s1803.1.p	AALP_AA3G208600
OG0009041	Carub.0005s0063.1.p	AALP_AA5G006800
OG0009042	Carub.0003s1117.1.p	AALP_AA3G128100
OG0009043	Carub.0007s3488.1.p	AALP_AA6G329300
OG0009044	Carub.0003s2984.1.p	AALP_AA3G323500
OG0009045	Carub.0004s3008.1.p	AALP_AA4G262400
OG0009046	Carub.0007s2498.1.p	AALP_AA8G261200
OG0009048	Carub.0008s2018.1.p	AALP_AA8G388500
OG0009049	Carub.0008s0123.1.p	AALP_AA6G112500
OG0009052	Carub.0006s2052.1.p	AALP_AA8G406800
OG0009053	Carub.0006s2014.1.p	AALP_AAs73724U000100
OG0009054	Carub.0008s1671.1.p	AALP_AA8G347700
OG0009055	Carub.0001s2829.1.p	AALP_AA1G308200
OG0009056	Carub.0001s0568.1.p	AALP_AA1G060600, AALP_AA2G050900
OG0009058	Carub.0005s0795.1.p	AALP_AA5G060300
OG0009059	Carub.0004s2230.1.p	AALP_AA4G187200
OG0009060	Carub.0004s2561.1.p	AALP_AA4G220200
OG0009061	Carub.0001s0945.1.p	AALP_AA1G106700
OG0009062	Carub.0003s0350.1.p	AALP_AA3G037800
OG0009063	Carub.0004s1613.1.p	AALP_AA4G109600
OG0009065	Carub.0004s0315.1.p	AALP_AA6G275900
OG0009066	Carub.0008s0737.1.p	AALP_AA6G206500
OG0009067	Carub.0002s1948.1.p	AALP_AA2G159600
OG0009068	Carub.0003s0333.1.p	AALP_AA3G036400
OG0009069	Carub.0008s2350.1.p	AALP_AA8G458700
OG0009070	Carub.0004s0731.1.p	AALP_AA6G246300
OG0009071	Carub.0004s2756.1.p	AALP_AA4G238400
OG0009072	Carub.0002s1784.1.p	AALP_AA2G141200
OG0009073	Carub.0006s0073.1.p	AALP_AA1G273700
OG0009075	Carub.0007s0058.1.p	AALP_AA7G265100
OG0009076	Carub.0003s2724.1.p	AALP_AA3G302300
OG0009077	Carub.0006s1937.1.p	AALP_AA8G232300
OG0009078	Carub.0003s2019.1.p	AALP_AA3G232600
OG0009079	Carub.0007s3006.1.p	AALP_AAs74839U000600
OG0009081	Carub.0003s1138.1.p	AALP_AA3G130600
OG0009082	Carub.0008s1273.1.p	AALP_AA8G303700
OG0009083	Carub.0001s3642.1.p	AALP_AA7G086500
OG0009084	Carub.0008s1766.1.p	AALP_AA8G360300
OG0009086	Carub.0008s2666.1.p	AALP_AA8G492900, AALP_AAs61034U000100, AALP_AA8G512800
OG0009088	Carub.0003s0992.1.p	AALP_AA3G116000
OG0009090	Carub.0006s3562.1.p	AALP_AA6G015200
OG0009092	Carub.0001s0340.1.p	AALP_AA1G036600
OG0009093	Carub.0003s1093.1.p	AALP_AA3G125700
OG0009094	Carub.0006s1180.1.p	AALP_AA8G134400
OG0009096	Carub.0004s2936.1.p	AALP_AA4G255600
OG0009097	Carub.0004s2087.1.p	AALP_AA4G170600
OG0009098	Carub.0005s1972.1.p	AALP_AA5G162500
OG0009099	Carub.0004s0977.1.p	AALP_AA6G219200
OG0009100	Carub.0007s2356.1.p	AALP_AAs42556U000100
OG0009102	Carub.0008s2005.1.p	AALP_AA8G387500, AALP_AA8G387100
OG0009103	Carub.0001s1845.1.p	AALP_AA1G206600
OG0009104	Carub.0007s2325.1.p, Carub.0007s2324.1.p	AALP_AA7G002700
OG0009105	Carub.0006s2981.1.p	AALP_AA6G171100
OG0009106	Carub.0008s1189.1.p	AALP_AA8G294500
OG0009110	Carub.0007s1277.1.p	AALP_AA7G119600
OG0009111	Carub.0001s0291.1.p	AALP_AA1G031500
OG0009112	Carub.0003s0272.1.p	AALP_AA3G029300, AALP_AA3G029200
OG0009113	Carub.0005s1973.1.p	AALP_AA5G162600
OG0009114	Carub.0001s1326.1.p	AALP_AA1G149000
OG0009115	Carub.0001s4134.1.p	AALP_AA4G036500
OG0009116	Carub.0007s1687.1.p	AALP_AA7G073300
OG0009117	Carub.0003s0650.1.p	AALP_AA3G066900
OG0009118	Carub.0002s1019.1.p	AALP_AA2G068100
OG0009120	Carub.0003s2970.1.p	AALP_AA3G321900
OG0009121	Carub.0002s2060.1.p	AALP_AA2G176000
OG0009123	Carub.0008s2812.1.p	AALP_AA8G500000
OG0009124	Carub.0001s0891.1.p	AALP_AA1G100900
OG0009125	Carub.0004s0051.1.p	AALP_AA6G302000
OG0009128	Carub.0001s0153.1.p	AALP_AA1G017600
OG0009129	Carub.0005s1827.1.p	AALP_AA5G144600
OG0009130	Carub.0008s1830.1.p	AALP_AA8G366900
OG0009131	Carub.0008s0014.1.p	AALP_AA6G101800
OG0009132	Carub.0007s0179.1.p	AALP_AA7G276600
OG0009134	Carub.0002s2365.1.p	AALP_AA2G209800
OG0009135	Carub.0007s0121.1.p	AALP_AA7G270800
OG0009136	Carub.0005s0779.1.p	AALP_AA5G059300
OG0009137	Carub.0003s3119.1.p	AALP_AA3G331600
OG0009138	Carub.0003s1493.1.p	AALP_AA3G171100
OG0009139	Carub.0001s3810.1.p	AALP_AA4G071900
OG0009141	Carub.0006s3650.1.p	AALP_AA6G009500
OG0009142	Carub.0008s0223.1.p	AALP_AA6G124000
OG0009143	Carub.0007s1575.1.p	AALP_AA7G080100
OG0009145	Carub.0001s2908.1.p	AALP_AA1G314800
OG0009146	Carub.0008s2042.1.p	AALP_AA8G393000
OG0009147	Carub.0007s2482.1.p	AALP_AA8G260300
OG0009148	Carub.0004s2895.1.p	AALP_AA4G255000
OG0009150	Carub.0001s1388.1.p	AALP_AA1G156600
OG0009154	Carub.0006s3269.1.p	AALP_AA6G053900, AALP_AAs65317U000100
OG0009155	Carub.0001s0921.1.p	AALP_AA5G127400
OG0009156	Carub.0008s1083.1.p	AALP_AA8G283500
OG0009157	Carub.0007s0798.1.p	AALP_AA7G189500
OG0009158	Carub.0004s0989.1.p	AALP_AA6G217900, AALP_AA6G218100
OG0009159	Carub.0007s1569.1.p	AALP_AA7G080500
OG0009160	Carub.0008s0010.1.p	AALP_AA6G101400
OG0009162	Carub.0002s0032.1.p	AALP_AA5G047600
OG0009163	Carub.0007s1340.1.p	AALP_AA7G110300
OG0009164	Carub.0003s0823.1.p	AALP_AA3G096200
OG0009166	Carub.0002s1112.1.p	AALP_AA2G071100
OG0009167	Carub.0004s2445.1.p	AALP_AA4G205700
OG0009168	Carub.0006s0573.1.p	AALP_AA8G062800
OG0009169	Carub.0008s2622.1.p	AALP_AA8G487600
OG0009170	Carub.0004s2208.1.p	AALP_AA4G184700
OG0009172	Carub.0006s1132.1.p	AALP_AA8G128600
OG0009173	Carub.0001s3574.1.p	AALP_AA4G086100
OG0009174	Carub.0001s1862.1.p	AALP_AA1G208200
OG0009175	Carub.0008s2330.1.p	AALP_AA8G457200
OG0009176	Carub.0005s2104.1.p	AALP_AA5G178000
OG0009177	Carub.0003s2431.1.p	AALP_AA3G280000
OG0009178	Carub.0013s0013.1.p, Carub.0013s0012.1.p	AALP_AA3G306700
OG0009179	Carub.0007s2657.1.p	AALP_AAs50902U000400
OG0009180	Carub.0005s0100.1.p	AALP_AA5G009600
OG0009181	Carub.0004s1888.1.p	AALP_AA4G143700
OG0009184	Carub.0002s2648.1.p	AALP_AA2G247100
OG0009185	Carub.0007s1674.1.p	AALP_AA7G073800
OG0009186	Carub.0006s1843.1.p	AALP_AA8G222800
OG0009187	Carub.0006s2963.1.p	AALP_AA6G169200
OG0009191	Carub.0004s1318.1.p	AALP_AA6G078500
OG0009192	Carub.0002s2777.1.p	AALP_AA2G248600
OG0009193	Carub.0008s1155.1.p	AALP_AA8G289100
OG0009194	Carub.0005s0518.1.p	AALP_AA5G037400
OG0009195	Carub.0008s2851.1.p, Carub.0008s2852.1.p	AALP_AA8G493800
OG0009196	Carub.0006s1131.1.p	AALP_AA8G128700
OG0009197	Carub.0005s2242.1.p	AALP_AA5G195400
OG0009199	Carub.0001s3244.1.p	AALP_AA1G347700
OG0009200	Carub.0005s1432.1.p	AALP_AA5G103700
OG0009202	Carub.0006s1609.1.p	AALP_AA8G191000
OG0009204	Carub.0004s1348.1.p, Carub.0004s1349.1.p	AALP_AA6G075600
OG0009205	Carub.0003s3116.1.p	AALP_AA3G331300
OG0009207	Carub.0003s1607.1.p	AALP_AA3G185000
