Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0007420	Carub.0006s0021.1.p	EUTSA_v10013544mg
OG0007421	Carub.0008s1858.1.p	EUTSA_v10014736mg
OG0007422	Carub.0007s0560.1.p	EUTSA_v10025977mg
OG0007423	Carub.0001s1716.1.p	EUTSA_v10009299mg
OG0007424	Carub.0006s0532.1.p	EUTSA_v10013326mg
OG0007425	Carub.0004s2382.1.p	EUTSA_v10017045mg
OG0007426	Carub.0005s1469.1.p	EUTSA_v10010594mg
OG0007427	Carub.0006s1996.1.p	EUTSA_v10015650mg
OG0007428	Carub.0007s0785.1.p	EUTSA_v10025931mg
OG0007429	Carub.0006s2082.1.p	EUTSA_v10004795mg
OG0007430	Carub.0005s0907.1.p, Carub.0001s4011.1.p	EUTSA_v10012395mg
OG0007431	Carub.0001s0895.1.p	EUTSA_v10006949mg
OG0007432	Carub.0004s1993.1.p	EUTSA_v10017151mg
OG0007433	Carub.0002s0589.1.p	EUTSA_v10023277mg
OG0007434	Carub.0006s2174.1.p	EUTSA_v10005713mg
OG0007435	Carub.0004s2377.1.p	EUTSA_v10017295mg
OG0007436	Carub.0008s2503.1.p	EUTSA_v10004470mg
OG0007437	Carub.0005s2919.1.p	EUTSA_v10005842mg
OG0007438	Carub.0001s3022.1.p	EUTSA_v10008205mg
OG0007439	Carub.0002s1499.1.p	EUTSA_v10019033mg
OG0007441	Carub.0002s0005.1.p	EUTSA_v10023652mg
OG0007442	Carub.0007s1570.1.p, Carub.0008s1058.1.p	EUTSA_v10026551mg
OG0007443	Carub.0008s0604.1.p	EUTSA_v10003142mg
OG0007444	Carub.0007s0821.1.p	EUTSA_v10013379mg
OG0007445	Carub.0002s2748.1.p	EUTSA_v10019034mg
OG0007446	Carub.0003s1200.1.p	EUTSA_v10021417mg
OG0007447	Carub.0004s0899.1.p	EUTSA_v10016238mg
OG0007449	Carub.0004s0345.1.p, Carub.0004s0344.1.p	EUTSA_v10000721mg, EUTSA_v10000569mg
OG0007450	Carub.0008s1934.1.p	EUTSA_v10013268mg
OG0007451	Carub.0006s0412.1.p	EUTSA_v10013098mg
OG0007452	Carub.0001s0871.1.p	EUTSA_v10009653mg
OG0007453	Carub.0006s1466.1.p	EUTSA_v10015351mg
OG0007454	Carub.0008s0781.1.p	EUTSA_v10004636mg
OG0007455	Carub.0005s0598.1.p	EUTSA_v10004117mg
OG0007456	Carub.0004s1539.1.p	EUTSA_v10017788mg
OG0007457	Carub.0002s1526.1.p	EUTSA_v10018020mg
OG0007458	Carub.0001s4185.1.p, Carub.0001s4184.1.p	EUTSA_v10011645mg
OG0007459	Carub.0005s1425.1.p	EUTSA_v10010239mg
OG0007460	Carub.0003s0254.1.p	EUTSA_v10021119mg, EUTSA_v10019951mg
OG0007461	Carub.0008s0638.1.p	EUTSA_v10003180mg
OG0007462	Carub.0008s2743.1.p	EUTSA_v10004510mg
OG0007463	Carub.0006s1618.1.p	EUTSA_v10013530mg
OG0007464	Carub.0001s1679.1.p	EUTSA_v10006789mg
OG0007465	Carub.0006s2896.1.p, Carub.0006s2898.1.p, Carub.0006s2900.1.p	EUTSA_v10028888mg
OG0007466	Carub.0003s2439.1.p	EUTSA_v10002654mg
OG0007467	Carub.0004s1928.1.p	EUTSA_v10016916mg
OG0007468	Carub.0002s2505.1.p	EUTSA_v10018339mg
OG0007469	Carub.0001s4407.1.p	EUTSA_v10011232mg
OG0007470	Carub.0004s3023.1.p	EUTSA_v10001547mg
OG0007471	Carub.0006s1163.1.p	EUTSA_v10014938mg
OG0007472	Carub.0003s0246.1.p	EUTSA_v10019898mg
OG0007473	Carub.0002s2206.1.p	EUTSA_v10018892mg
OG0007474	Carub.0001s0110.1.p	EUTSA_v10007351mg
OG0007475	Carub.0006s1121.1.p	EUTSA_v10014312mg
OG0007476	Carub.0007s0438.1.p	EUTSA_v10023015mg, EUTSA_v10025194mg
OG0007477	Carub.0001s1516.1.p	EUTSA_v10009244mg
OG0007478	Carub.0008s1956.1.p	EUTSA_v10014880mg
OG0007479	Carub.0004s2447.1.p	EUTSA_v10017981mg
OG0007480	Carub.0004s2132.1.p	EUTSA_v10016987mg
OG0007481	Carub.0006s1715.1.p	EUTSA_v10012721mg
OG0007482	Carub.0002s1381.1.p	EUTSA_v10018729mg
OG0007483	Carub.0004s2368.1.p	EUTSA_v10016568mg
OG0007484	Carub.0001s0834.1.p	EUTSA_v10007484mg
OG0007485	Carub.0006s1829.1.p	EUTSA_v10013007mg
OG0007486	Carub.0002s2498.1.p	EUTSA_v10018720mg
OG0007487	Carub.0001s0974.1.p, Carub.0001s0973.1.p	EUTSA_v10009354mg
OG0007488	Carub.0001s4220.1.p	EUTSA_v10011374mg
OG0007489	Carub.0002s0031.1.p	EUTSA_v10023399mg
OG0007490	Carub.0008s2075.1.p	EUTSA_v10013333mg
OG0007491	Carub.0008s1426.1.p	EUTSA_v10013863mg
OG0007492	Carub.0006s3367.1.p	EUTSA_v10028530mg
OG0007493	Carub.0007s2288.1.p	EUTSA_v10025465mg
OG0007494	Carub.0005s2123.1.p	EUTSA_v10010243mg
OG0007495	Carub.0005s2503.1.p	EUTSA_v10006107mg
OG0007496	Carub.0005s0848.1.p	EUTSA_v10004826mg
OG0007497	Carub.0006s0046.1.p	EUTSA_v10013592mg
OG0007498	Carub.0006s2181.1.p	EUTSA_v10004675mg
OG0007499	Carub.0007s2923.1.p	EUTSA_v10024713mg
OG0007500	Carub.0004s3086.1.p	EUTSA_v10001800mg
OG0007501	Carub.0007s2672.1.p	EUTSA_v10025038mg
OG0007502	Carub.0005s2883.1.p	EUTSA_v10005996mg
OG0007503	Carub.0007s2357.1.p	EUTSA_v10026921mg
OG0007504	Carub.0003s1772.1.p	EUTSA_v10022042mg
OG0007505	Carub.0003s0688.1.p	EUTSA_v10020729mg
OG0007506	Carub.0001s0210.1.p, Carub.0033s0002.1.p	EUTSA_v10007445mg
OG0007507	Carub.0002s1590.1.p	EUTSA_v10018976mg
OG0007508	Carub.0003s0108.1.p	EUTSA_v10020289mg
OG0007509	Carub.0008s1859.1.p	EUTSA_v10012479mg
OG0007510	Carub.0004s2556.1.p	EUTSA_v10017046mg
OG0007511	Carub.0005s0090.1.p, Carub.0005s0089.1.p	EUTSA_v10005705mg
OG0007512	Carub.0008s2559.1.p	EUTSA_v10005018mg
OG0007513	Carub.0001s2218.1.p	EUTSA_v10007128mg
OG0007514	Carub.0007s0273.1.p, Carub.0007s0274.1.p, Carub.0007s0277.1.p, Carub.0007s0276.1.p	EUTSA_v10025695mg
OG0007515	Carub.0007s0997.1.p	EUTSA_v10024667mg
OG0007516	Carub.0006s1866.1.p	EUTSA_v10014079mg
OG0007517	Carub.0005s1717.1.p	EUTSA_v10010793mg
OG0007518	Carub.0004s2870.1.p	EUTSA_v10001635mg
OG0007519	Carub.0004s2319.1.p	EUTSA_v10017418mg, EUTSA_v10023901mg
OG0007520	Carub.0008s2476.1.p	EUTSA_v10004312mg
OG0007521	Carub.0004s1385.1.p	EUTSA_v10016838mg
OG0007522	Carub.0001s3615.1.p	EUTSA_v10011502mg
OG0007523	Carub.0001s1124.1.p	EUTSA_v10007399mg
OG0007524	Carub.0005s0174.1.p	EUTSA_v10005123mg
OG0007525	Carub.0004s1377.1.p	EUTSA_v10016228mg
OG0007526	Carub.0007s2587.1.p	EUTSA_v10026485mg
OG0007527	Carub.0002s0094.1.p	EUTSA_v10008106mg
OG0007528	Carub.0004s1386.1.p	EUTSA_v10017055mg
OG0007529	Carub.0007s1778.1.p	EUTSA_v10025936mg
OG0007530	Carub.0002s1879.1.p	EUTSA_v10018667mg
OG0007531	Carub.0003s0210.1.p	EUTSA_v10021122mg
OG0007532	Carub.0003s1876.1.p	EUTSA_v10021280mg
OG0007533	Carub.0008s2541.1.p	EUTSA_v10005004mg
OG0007534	Carub.0003s2849.1.p	EUTSA_v10020524mg
OG0007535	Carub.0007s0667.1.p	EUTSA_v10024609mg
OG0007536	Carub.0001s0799.1.p	EUTSA_v10008026mg
OG0007537	Carub.0008s2780.1.p	EUTSA_v10005612mg
OG0007538	Carub.0008s1170.1.p	EUTSA_v10014011mg
OG0007539	Carub.0003s0696.1.p	EUTSA_v10020277mg
OG0007540	Carub.0005s1199.1.p	EUTSA_v10011169mg
OG0007541	Carub.0001s1759.1.p	EUTSA_v10008818mg
OG0007542	Carub.0004s2080.1.p	EUTSA_v10016593mg
OG0007543	Carub.0001s1438.1.p	EUTSA_v10008660mg
OG0007544	Carub.0002s1723.1.p, Carub.0002s1722.1.p, Carub.0005s3013.1.p	EUTSA_v10005877mg
OG0007545	Carub.0006s3310.1.p	EUTSA_v10028630mg
OG0007546	Carub.0001s0116.1.p	EUTSA_v10007028mg
OG0007547	Carub.0003s0774.1.p	EUTSA_v10021979mg
OG0007548	Carub.0006s1902.1.p	EUTSA_v10013136mg
OG0007549	Carub.0003s0908.1.p	EUTSA_v10021627mg
OG0007550	Carub.0006s3199.1.p	EUTSA_v10028901mg
OG0007551	Carub.0006s1824.1.p	EUTSA_v10015028mg
OG0007552	Carub.0003s1851.1.p	EUTSA_v10019906mg
OG0007553	Carub.0005s0015.1.p	EUTSA_v10000962mg
OG0007554	Carub.0002s2325.1.p	EUTSA_v10018510mg
OG0007555	Carub.0001s3906.1.p	EUTSA_v10011738mg
OG0007556	Carub.0006s0595.1.p	EUTSA_v10013504mg
OG0007557	Carub.0004s2992.1.p	EUTSA_v10001530mg
OG0007558	Carub.0006s1592.1.p	EUTSA_v10012455mg
OG0007559	Carub.0007s3410.1.p	EUTSA_v10028337mg
OG0007560	Carub.0004s1696.1.p	EUTSA_v10016805mg
OG0007561	Carub.0003s3292.1.p	EUTSA_v10022910mg
OG0007562	Carub.0005s2643.1.p	EUTSA_v10006128mg
OG0007563	Carub.0007s2551.1.p	EUTSA_v10025362mg
OG0007564	Carub.0008s1183.1.p	EUTSA_v10013824mg
OG0007565	Carub.0001s3031.1.p	EUTSA_v10007300mg
OG0007566	Carub.0001s3143.1.p	EUTSA_v10007000mg
OG0007568	Carub.0004s2536.1.p	EUTSA_v10016237mg
OG0007569	Carub.0001s0814.1.p	EUTSA_v10006726mg
OG0007570	Carub.0002s0858.1.p	EUTSA_v10023692mg
OG0007571	Carub.0007s2523.1.p	EUTSA_v10024390mg
OG0007572	Carub.0002s2593.1.p	EUTSA_v10018666mg
OG0007573	Carub.0005s1761.1.p	EUTSA_v10010399mg
OG0007574	Carub.0005s2626.1.p	EUTSA_v10006000mg
OG0007575	Carub.0003s3182.1.p	EUTSA_v10022897mg
OG0007576	Carub.0005s2121.1.p	EUTSA_v10010247mg
OG0007577	Carub.0008s1440.1.p	EUTSA_v10014374mg
OG0007578	Carub.0008s1584.1.p	EUTSA_v10015474mg
OG0007579	Carub.0005s2963.1.p	EUTSA_v10005852mg
OG0007580	Carub.0004s2301.1.p	EUTSA_v10016269mg
OG0007581	Carub.0008s0169.1.p	EUTSA_v10000873mg
OG0007582	Carub.0001s1794.1.p	EUTSA_v10008922mg
OG0007583	Carub.0004s0002.1.p	EUTSA_v10000369mg
OG0007584	Carub.0005s1547.1.p	EUTSA_v10010429mg
OG0007585	Carub.0007s2413.1.p	EUTSA_v10025596mg, EUTSA_v10025435mg
OG0007586	Carub.0001s1146.1.p	EUTSA_v10007886mg
OG0007587	Carub.0005s2230.1.p	EUTSA_v10011142mg
OG0007588	Carub.0004s2975.1.p	EUTSA_v10001420mg
OG0007589	Carub.0008s1735.1.p	EUTSA_v100126930mg
OG0007590	Carub.0006s0728.1.p	EUTSA_v10013789mg
OG0007591	Carub.0004s3000.1.p	EUTSA_v10001802mg
OG0007592	Carub.0002s2314.1.p	EUTSA_v10018564mg
OG0007593	Carub.0001s1122.1.p	EUTSA_v10009923mg
OG0007594	Carub.0004s2925.1.p	EUTSA_v10001658mg
OG0007595	Carub.0006s0121.1.p	EUTSA_v10015059mg
OG0007597	Carub.0003s2499.1.p	EUTSA_v10002953mg
OG0007598	Carub.0002s0034.1.p, Carub.0002s0035.1.p	EUTSA_v10023389mg
OG0007599	Carub.0004s1629.1.p	EUTSA_v10017803mg
OG0007600	Carub.0003s2136.1.p	EUTSA_v10022273mg
OG0007601	Carub.0006s1504.1.p	EUTSA_v10013428mg
OG0007604	Carub.0007s0477.1.p	EUTSA_v10025989mg
OG0007605	Carub.0006s1111.1.p	EUTSA_v10013519mg
OG0007606	Carub.0008s1932.1.p	EUTSA_v10013042mg
OG0007607	Carub.0008s1448.1.p	EUTSA_v10013518mg
OG0007608	Carub.0003s1152.1.p	EUTSA_v10021002mg
OG0007609	Carub.0008s1307.1.p, Carub.0004s1602.1.p	EUTSA_v10016153mg
OG0007610	Carub.0008s2802.1.p	EUTSA_v10008724mg, EUTSA_v10004794mg
OG0007611	Carub.0008s1949.1.p	EUTSA_v10013214mg
OG0007612	Carub.0006s0521.1.p	EUTSA_v10014557mg
OG0007614	Carub.0004s0030.1.p	EUTSA_v10000256mg
OG0007615	Carub.0002s2294.1.p	EUTSA_v10019271mg
OG0007616	Carub.0003s2021.1.p	EUTSA_v10020156mg
OG0007617	Carub.0003s0232.1.p	EUTSA_v10021675mg
OG0007618	Carub.0003s0032.1.p	EUTSA_v10021760mg
OG0007619	Carub.0003s0146.1.p	EUTSA_v10020416mg
OG0007620	Carub.0007s3670.1.p	EUTSA_v10027834mg
OG0007621	Carub.0001s2202.1.p	EUTSA_v10009836mg
OG0007623	Carub.0008s0052.1.p	EUTSA_v10001003mg
OG0007624	Carub.0004s0125.1.p	EUTSA_v10000252mg
OG0007625	Carub.0008s2158.1.p	EUTSA_v10015806mg, EUTSA_v10004801mg
OG0007626	Carub.0007s0745.1.p	EUTSA_v10025085mg
OG0007627	Carub.0007s3538.1.p	EUTSA_v10028349mg
OG0007628	Carub.0007s0680.1.p	EUTSA_v10024585mg
OG0007629	Carub.0007s0359.1.p	EUTSA_v10025733mg
OG0007630	Carub.0001s3808.1.p	EUTSA_v10005740mg
OG0007631	Carub.0001s2135.1.p	EUTSA_v10007751mg
OG0007632	Carub.0003s1652.1.p	EUTSA_v10020259mg
OG0007633	Carub.0008s1066.1.p	EUTSA_v10013892mg
OG0007634	Carub.0004s1518.1.p	EUTSA_v10016974mg
OG0007635	Carub.0002s2685.1.p	EUTSA_v10019105mg
OG0007636	Carub.0001s1632.1.p	EUTSA_v10008113mg
OG0007637	Carub.0004s0745.1.p	EUTSA_v10002092mg
OG0007638	Carub.0004s1678.1.p	EUTSA_v10016654mg
OG0007639	Carub.0004s1969.1.p	EUTSA_v10017906mg
OG0007640	Carub.0008s2777.1.p	EUTSA_v10004063mg
OG0007641	Carub.0002s1937.1.p	EUTSA_v10019228mg
OG0007642	Carub.0008s1374.1.p	EUTSA_v10013153mg
OG0007643	Carub.0003s0764.1.p	EUTSA_v10021052mg
OG0007644	Carub.0006s0342.1.p	EUTSA_v10014196mg
OG0007645	Carub.0007s3331.1.p	EUTSA_v10027878mg, EUTSA_v10028228mg
OG0007646	Carub.0007s2319.1.p	EUTSA_v10025197mg
OG0007647	Carub.0002s2499.1.p	EUTSA_v10018841mg
OG0007648	Carub.0003s1848.1.p	EUTSA_v10020785mg
OG0007649	Carub.0008s0206.1.p	EUTSA_v10000948mg
OG0007650	Carub.0006s2462.1.p	EUTSA_v10003600mg
OG0007651	Carub.0007s2049.1.p	EUTSA_v10024279mg, EUTSA_v10024290mg
OG0007652	Carub.0001s4314.1.p	EUTSA_v10012249mg
OG0007653	Carub.0004s0941.1.p	EUTSA_v10016234mg
OG0007654	Carub.0006s1147.1.p	EUTSA_v10012699mg
OG0007655	Carub.0001s0469.1.p	EUTSA_v10007699mg
OG0007656	Carub.0007s1847.1.p	EUTSA_v10025023mg
OG0007657	Carub.0007s1255.1.p	EUTSA_v10025608mg
OG0007658	Carub.0007s3330.1.p	EUTSA_v10027832mg
OG0007659	Carub.0001s3197.1.p	EUTSA_v10008341mg
OG0007660	Carub.0008s0004.1.p	EUTSA_v10001004mg
OG0007661	Carub.0007s0550.1.p	EUTSA_v10027540mg, EUTSA_v10023002mg
OG0007662	Carub.0005s2401.1.p	EUTSA_v10006006mg
OG0007663	Carub.0004s1273.1.p	EUTSA_v10017252mg
OG0007664	Carub.0004s0446.1.p	EUTSA_v10000479mg, EUTSA_v10003338mg
OG0007665	Carub.0001s2235.1.p	EUTSA_v10008173mg
OG0007666	Carub.0005s2141.1.p	EUTSA_v10010603mg
OG0007667	Carub.0002s1528.1.p	EUTSA_v10019239mg
OG0007668	Carub.0001s4278.1.p	EUTSA_v10022608mg
OG0007669	Carub.0001s2448.1.p	EUTSA_v10007404mg
OG0007670	Carub.0003s1102.1.p	EUTSA_v10021370mg
OG0007671	Carub.0002s1577.1.p	EUTSA_v10018638mg
OG0007672	Carub.0007s0725.1.p	EUTSA_v10024312mg
OG0007673	Carub.0007s1071.1.p	EUTSA_v10027332mg
OG0007674	Carub.0001s1994.1.p	EUTSA_v10009034mg
OG0007675	Carub.0002s2341.1.p	EUTSA_v10019495mg
OG0007676	Carub.0008s1484.1.p	EUTSA_v10014908mg
OG0007677	Carub.0003s0607.1.p	EUTSA_v10021793mg
OG0007678	Carub.0005s2129.1.p	EUTSA_v10010498mg
OG0007679	Carub.0004s2220.1.p	EUTSA_v10017117mg
OG0007680	Carub.0006s0316.1.p	EUTSA_v10027467mg, EUTSA_v10005645mg, EUTSA_v10006429mg
OG0007681	Carub.0007s2346.1.p, Carub.0007s2333.1.p	EUTSA_v10024586mg
OG0007682	Carub.0001s2751.1.p	EUTSA_v10009585mg
OG0007683	Carub.0002s0086.1.p	EUTSA_v10023525mg
OG0007684	Carub.0005s1766.1.p	EUTSA_v10010132mg
OG0007685	Carub.0008s0286.1.p	EUTSA_v10000852mg
OG0007686	Carub.0004s0825.1.p	EUTSA_v10016700mg
OG0007687	Carub.0006s1800.1.p	EUTSA_v10015317mg
OG0007688	Carub.0006s3519.1.p	EUTSA_v10029029mg
OG0007689	Carub.0001s1720.1.p	EUTSA_v10006997mg
OG0007690	Carub.0004s1783.1.p	EUTSA_v10016952mg
OG0007691	Carub.0008s1597.1.p	EUTSA_v10012909mg
OG0007692	Carub.0007s0028.1.p	EUTSA_v10027183mg
OG0007693	Carub.0004s0552.1.p	EUTSA_v10000151mg
OG0007694	Carub.0004s1710.1.p	EUTSA_v10017563mg
OG0007695	Carub.0005s1378.1.p	EUTSA_v10010812mg
OG0007696	Carub.0007s0207.1.p	EUTSA_v10025543mg
OG0007697	Carub.0001s1078.1.p	EUTSA_v10008305mg
OG0007698	Carub.0003s1555.1.p	EUTSA_v10021485mg
OG0007699	Carub.0005s2698.1.p	EUTSA_v10005736mg
OG0007700	Carub.0008s2161.1.p	EUTSA_v10004178mg
OG0007701	Carub.0003s0739.1.p	EUTSA_v10004139mg, EUTSA_v10020586mg
OG0007702	Carub.0005s2219.1.p	EUTSA_v10010786mg
OG0007703	Carub.0005s0654.1.p	EUTSA_v10004823mg
OG0007704	Carub.0002s1579.1.p	EUTSA_v100183771mg, EUTSA_v100183770mg
OG0007705	Carub.0001s3887.1.p	EUTSA_v10011316mg
OG0007706	Carub.0007s2287.1.p	EUTSA_v10027014mg
OG0007707	Carub.0007s3740.1.p	EUTSA_v10027755mg
OG0007708	Carub.0003s0765.1.p	EUTSA_v10021103mg
OG0007709	Carub.0005s0934.1.p, Carub.0005s0933.1.p, Carub.0005s0948.1.p	EUTSA_v10002374mg
OG0007710	Carub.0007s0156.1.p	EUTSA_v10024660mg
OG0007711	Carub.0001s2611.1.p	EUTSA_v10006574mg
OG0007712	Carub.0003s0339.1.p	EUTSA_v10020242mg
OG0007713	Carub.0004s2330.1.p	EUTSA_v10016332mg
OG0007714	Carub.0001s2097.1.p	EUTSA_v10009273mg
OG0007715	Carub.0002s0233.1.p	EUTSA_v10023499mg
OG0007716	Carub.0003s2257.1.p	EUTSA_v10020858mg
OG0007717	Carub.0006s2895.1.p	EUTSA_v10029403mg
OG0007718	Carub.0002s2736.1.p	EUTSA_v10018671mg
OG0007719	Carub.0006s0980.1.p	EUTSA_v10014874mg
OG0007720	Carub.0007s1052.1.p	EUTSA_v10024601mg
OG0007721	Carub.0003s2482.1.p	EUTSA_v10002492mg
OG0007722	Carub.0003s0225.1.p	EUTSA_v10021682mg
OG0007723	Carub.0006s0425.1.p	EUTSA_v10014946mg
OG0007724	Carub.0003s0570.1.p	EUTSA_v10021055mg
OG0007725	Carub.0004s2008.1.p	EUTSA_v10016551mg
OG0007726	Carub.0001s0932.1.p	EUTSA_v10008516mg
OG0007727	Carub.0004s2163.1.p	EUTSA_v10017179mg
OG0007728	Carub.0006s1052.1.p	EUTSA_v10013117mg
OG0007729	Carub.0005s1848.1.p	EUTSA_v10010065mg
OG0007730	Carub.0006s1945.1.p	EUTSA_v10013965mg
OG0007731	Carub.0005s2502.1.p	EUTSA_v10006315mg
OG0007732	Carub.0003s2010.1.p	EUTSA_v10020642mg
OG0007733	Carub.0002s1361.1.p	EUTSA_v10018870mg
OG0007734	Carub.0003s2405.1.p, Carub.0003s2406.1.p	EUTSA_v10002394mg
OG0007735	Carub.0005s2220.1.p	EUTSA_v10010081mg
OG0007736	Carub.0001s1768.1.p	EUTSA_v10006945mg
OG0007737	Carub.0003s2547.1.p	EUTSA_v10002465mg
OG0007738	Carub.0007s2332.1.p	EUTSA_v10024638mg
OG0007739	Carub.0004s2123.1.p	EUTSA_v10016257mg
OG0007740	Carub.0001s0455.1.p	EUTSA_v10008189mg
OG0007741	Carub.0006s1251.1.p	EUTSA_v10014848mg
OG0007742	Carub.0005s2076.1.p	EUTSA_v10010523mg
OG0007743	Carub.0007s3221.1.p	EUTSA_v10027988mg
OG0007744	Carub.0008s2114.1.p	EUTSA_v10012728mg, EUTSA_v10012074mg
OG0007745	Carub.0008s1264.1.p	EUTSA_v10013193mg
OG0007746	Carub.0001s1490.1.p	EUTSA_v10006787mg
OG0007747	Carub.0005s1585.1.p	EUTSA_v10010340mg
OG0007748	Carub.0006s0202.1.p	EUTSA_v10014814mg
OG0007749	Carub.0002s2678.1.p	EUTSA_v10018924mg
OG0007750	Carub.0008s1502.1.p	EUTSA_v10019192mg
OG0007751	Carub.0006s2501.1.p	EUTSA_v10005446mg
OG0007752	Carub.0001s2864.1.p	EUTSA_v10015546mg
OG0007753	Carub.0007s1202.1.p	EUTSA_v10026085mg
OG0007754	Carub.0001s1628.1.p	EUTSA_v10008187mg
OG0007755	Carub.0003s3407.1.p	EUTSA_v10002117mg
OG0007756	Carub.0002s2258.1.p	EUTSA_v10018322mg
OG0007757	Carub.0001s4271.1.p	EUTSA_v10014866mg
OG0007758	Carub.0006s1739.1.p	EUTSA_v10014319mg
OG0007759	Carub.0001s3813.1.p	EUTSA_v10011768mg
OG0007760	Carub.0004s2036.1.p	EUTSA_v10016589mg
OG0007761	Carub.0004s2942.1.p	EUTSA_v10001445mg
OG0007762	Carub.0007s3499.1.p	EUTSA_v10027875mg
OG0007763	Carub.0001s2638.1.p	EUTSA_v10010026mg
OG0007764	Carub.0001s3040.1.p	EUTSA_v10007389mg
OG0007765	Carub.0004s0936.1.p	EUTSA_v10008839mg
OG0007766	Carub.0008s2667.1.p	EUTSA_v10003578mg
OG0007767	Carub.0006s0414.1.p	EUTSA_v10013953mg
OG0007768	Carub.0003s2542.1.p	EUTSA_v10002991mg
OG0007769	Carub.0003s1484.1.p	EUTSA_v10021521mg
OG0007770	Carub.0007s0025.1.p	EUTSA_v10025065mg
OG0007771	Carub.0004s2879.1.p	EUTSA_v10001507mg
OG0007772	Carub.0002s1940.1.p	EUTSA_v10018537mg
OG0007773	Carub.0003s3493.1.p	EUTSA_v10002146mg
OG0007774	Carub.0003s0977.1.p	EUTSA_v10020478mg, EUTSA_v10016037mg
OG0007775	Carub.0001s4244.1.p	EUTSA_v10011596mg
OG0007776	Carub.0003s1508.1.p	EUTSA_v10021581mg
OG0007778	Carub.0008s0730.1.p	EUTSA_v10004932mg
OG0007779	Carub.0003s2326.1.p	EUTSA_v10021164mg
OG0007780	Carub.0004s1141.1.p	EUTSA_v10016764mg
OG0007781	Carub.0007s3610.1.p, Carub.0007s3627.1.p	EUTSA_v10027662mg
OG0007782	Carub.0008s0426.1.p	EUTSA_v10003231mg
OG0007783	Carub.0007s1651.1.p	EUTSA_v10024307mg
OG0007784	Carub.0006s2019.1.p	EUTSA_v10012493mg
OG0007785	Carub.0003s0956.1.p	EUTSA_v10019960mg
OG0007786	Carub.0001s0453.1.p, Carub.0001s0675.1.p	EUTSA_v10008362mg
OG0007787	Carub.0006s1593.1.p	EUTSA_v10013571mg
OG0007788	Carub.0004s2994.1.p, Carub.0004s2995.1.p	EUTSA_v10001452mg
OG0007789	Carub.0001s2919.1.p	EUTSA_v10008294mg
OG0007790	Carub.0003s3465.1.p	EUTSA_v10001979mg
OG0007791	Carub.0008s1409.1.p	EUTSA_v10013922mg
OG0007792	Carub.0003s1697.1.p	EUTSA_v10021839mg
OG0007793	Carub.0001s3538.1.p	EUTSA_v10021201mg, EUTSA_v10004660mg
OG0007794	Carub.0004s0906.1.p, Carub.0008s2162.1.p	EUTSA_v10003526mg
OG0007795	Carub.0007s0456.1.p	EUTSA_v10027399mg
OG0007796	Carub.0001s4340.1.p	EUTSA_v10011685mg
OG0007798	Carub.0003s0830.1.p	EUTSA_v10020833mg
OG0007799	Carub.0003s2959.1.p	EUTSA_v10022784mg
OG0007800	Carub.0004s2890.1.p	EUTSA_v10001605mg
OG0007801	Carub.0004s2532.1.p	EUTSA_v10016406mg
OG0007802	Carub.0006s1862.1.p	EUTSA_v10014739mg
OG0007803	Carub.0008s1746.1.p	EUTSA_v10013847mg
OG0007804	Carub.0008s1323.1.p	EUTSA_v10015321mg
OG0007805	Carub.0008s2295.1.p	EUTSA_v10004345mg
OG0007806	Carub.0001s0448.1.p	EUTSA_v10009219mg
OG0007807	Carub.0008s2449.1.p	EUTSA_v10019657mg
OG0007808	Carub.0005s2761.1.p	EUTSA_v10005830mg
OG0007809	Carub.0006s0864.1.p	EUTSA_v10012871mg
OG0007810	Carub.0005s2851.1.p	EUTSA_v10006136mg
OG0007811	Carub.0002s2059.1.p	EUTSA_v10019010mg
OG0007812	Carub.0004s2590.1.p	EUTSA_v10001542mg
OG0007813	Carub.0006s1480.1.p	EUTSA_v10014086mg
OG0007814	Carub.0005s2639.1.p	EUTSA_v10005896mg
OG0007815	Carub.0007s2843.1.p	EUTSA_v10025872mg
OG0007816	Carub.0007s1163.1.p	EUTSA_v10024533mg
OG0007817	Carub.0006s1908.1.p	EUTSA_v10014618mg
OG0007818	Carub.0006s1145.1.p	EUTSA_v10013112mg
OG0007819	Carub.0007s1897.1.p	EUTSA_v10026048mg
OG0007820	Carub.0008s2447.1.p	EUTSA_v10003959mg
OG0007821	Carub.0004s1309.1.p	EUTSA_v10016636mg
OG0007822	Carub.0006s1167.1.p	EUTSA_v10014625mg
OG0007823	Carub.0006s0426.1.p	EUTSA_v10014105mg
OG0007824	Carub.0006s0295.1.p	EUTSA_v10012432mg
OG0007825	Carub.0006s0951.1.p	EUTSA_v10000203mg
OG0007826	Carub.0006s0877.1.p	EUTSA_v10015039mg
OG0007827	Carub.0008s2619.1.p	EUTSA_v10004645mg
OG0007828	Carub.0001s3052.1.p	EUTSA_v10007722mg
OG0007829	Carub.0001s2539.1.p	EUTSA_v10007963mg
OG0007830	Carub.0004s1978.1.p	EUTSA_v10017444mg
OG0007831	Carub.0001s4221.1.p	EUTSA_v10011275mg
OG0007832	Carub.0001s2055.1.p	EUTSA_v10008611mg
OG0007833	Carub.0006s1378.1.p	EUTSA_v10013604mg
OG0007834	Carub.0001s3659.1.p	EUTSA_v10011705mg
OG0007835	Carub.0003s1680.1.p	EUTSA_v10021065mg
