Orthogroup	Brassica_oleracea	Boechera_stricta
OG0006766	Bo2g011840, Bo9g165940	Bostr.2902s0177.1.p
OG0006767	Bo4g158880	Bostr.24399s0051.1.p
OG0006768	Bo7g069890, Bo9g068080	Bostr.29514s0025.1.p
OG0006769	Bo3g165530, Bo1g028510	Bostr.7867s0051.1.p
OG0006771	Bo4g024550	Bostr.25993s0240.1.p
OG0006772	Bo3g060930	Bostr.22252s0343.1.p
OG0006773	Bo4g196110, Bo3g039200, Bo4g009300	Bostr.25993s0133.1.p
OG0006774	Bo7g050520, Bo3g139820, Bo5g043430	Bostr.15697s0002.1.p
OG0006775	Bo1g146150	Bostr.22252s0235.1.p
OG0006776	Bo2g010710	Bostr.20055s0032.1.p
OG0006777	Bo5g155150, Bo1g158900	Bostr.25004s0002.1.p
OG0006778	Bo1g078690	Bostr.18473s0031.1.p
OG0006779	Bo3g060570, Bo5g143510	Bostr.2570s0017.1.p
OG0006781	Bo5g137260, Bo3g062770	Bostr.26959s0292.1.p
OG0006782	Bo1g022530, Bo7g107190	Bostr.10689s0038.1.p
OG0006783	Bo4g165470, Bo4g070380, Bo3g040200	Bostr.27991s0071.1.p
OG0006784	Bo5g017120, Bo8g062650, Bo8g108300	Bostr.13671s0233.1.p
OG0006785	Bo9g007960, Bo7g082720	Bostr.0556s0327.1.p
OG0006786	Bo3g100860, Bo2g166420	Bostr.0568s0314.1.p
OG0006789	Bo8g106230	Bostr.7128s0125.1.p
OG0006791	Bo6g039550, Bo6g028190	Bostr.0124s0048.1.p
OG0006792	Bo6g114460	Bostr.10273s0158.1.p
OG0006793	Bo8g067860	Bostr.7128s0453.1.p
OG0006794	Bo6g118030, Bo6g087550	Bostr.3288s0016.1.p
OG0006795	Bo5g155300, Bo5g155290, Bo3g055200	Bostr.1460s0087.1.p
OG0006796	Bo1g017630, Bo8g049540, Bo7g105180	Bostr.30275s0214.1.p
OG0006797	Bo7g021540	Bostr.18351s0030.1.p
OG0006798	Bo5g104790, Bo01099s020, Bo4g118410	Bostr.0697s0092.1.p
OG0006799	Bo3g005070, Bo9g174300	Bostr.13129s0091.1.p
OG0006800	Bo01139s030, Bo3g039120	Bostr.25993s0146.1.p
OG0006801	Bo7g096020, Bo2g158700	Bostr.29827s0279.1.p
OG0006802	Bo6g076100, Bo8g092950	Bostr.20903s0121.1.p
OG0006803	Bo9g078420	Bostr.15774s0090.1.p
OG0006805	Bo6g118610	Bostr.3288s0074.1.p
OG0006806	Bo9g171380, Bo2g010340	Bostr.20055s0104.1.p
OG0006807	Bo3g035410, Bo4g012960, Bo4g190700	Bostr.9345s0019.1.p
OG0006808	Bo9g136980	Bostr.26833s0322.1.p
OG0006809	Bo9g024090	Bostr.18351s0109.1.p
OG0006810	Bo1g141430	Bostr.19424s1003.1.p
OG0006811	Bo3g042260	Bostr.9345s0022.1.p
OG0006812	Bo5g121400, Bo1g119060	Bostr.19424s0875.1.p
OG0006813	Bo7g119670, Bo3g149450	Bostr.25542s0045.1.p
OG0006814	Bo7g107580, Bo1g025550	Bostr.10689s0122.1.p
OG0006815	Bo00795s010	Bostr.9600s0039.1.p
OG0006816	Bo01353s020	Bostr.20903s0173.1.p
OG0006817	Bo9g184660	Bostr.6251s0040.1.p
OG0006818	Bo8g083600, Bo4g120010	Bostr.0697s0046.1.p
OG0006819	Bo00916s020, Bo3g017160	Bostr.10199s0151.1.p
OG0006820	Bo6g080650, Bo2g095720, Bo6g124280	Bostr.20129s0438.1.p
OG0006821	Bo5g098260, Bo1g105330	Bostr.19424s0440.1.p
OG0006822	Bo2g148020, Bo7g087450	Bostr.0556s0586.1.p
OG0006823	Bo5g003280, Bo5g003270, Bo8g001020	Bostr.4824s0031.1.p
OG0006824	Bo8g080040, Bo7g099390	Bostr.6864s0185.1.p
OG0006825	Bo5g013300	Bostr.13671s0388.1.p
OG0006826	Bo7g119660, Bo3g149460	Bostr.25542s0046.1.p
OG0006827	Bo9g054500	Bostr.12938s0005.1.p
OG0006828	Bo9g094160	Bostr.25463s0094.1.p
OG0006828	Bo02283s010	Bostr.25463s0250.1.p, Bostr.25463s0249.1.p
OG0006829	Bo7g087480, Bo2g148030, Bo6g107040	Bostr.0556s0592.1.p
OG0006830	Bo5g043680	Bostr.15697s0021.1.p
OG0006831	Bo00285s660, Bo7g084060	Bostr.0556s0366.1.p
OG0006832	Bo2g009300, Bo9g174090, Bo3g005150	Bostr.13129s0062.1.p
OG0006833	Bo9g009930, Bo7g092830	Bostr.15774s0084.1.p
OG0006834	Bo1g019620	Bostr.30275s0322.1.p
OG0006835	Bo5g119980	Bostr.19424s0841.1.p
OG0006836	Bo5g143360, Bo1g147850	Bostr.22252s0378.1.p
OG0006837	Bo7g050330, Bo5g043670, Bo3g140040	Bostr.15697s0020.1.p
OG0006838	Bo6g093020, Bo6g113300	Bostr.10273s0173.1.p
OG0006839	Bo7g097030	Bostr.10199s0004.1.p
OG0006840	Bo9g168980, Bo2g011100	Bostr.2902s0050.1.p
OG0006841	Bo5g143470, Bo3g060610	Bostr.2570s0009.1.p
OG0006842	Bo6g125680, Bo6g080240	Bostr.20129s0490.1.p
OG0006843	Bo6g051380, Bo3g185310	Bostr.6758s0024.1.p
OG0006844	Bo7g065090, Bo2g167600	Bostr.0568s0028.1.p
OG0006845	Bo7g113910	Bostr.26326s0155.1.p
OG0006847	Bo1g007110	Bostr.7867s1324.1.p
OG0006848	Bo1g086190	Bostr.13404s0051.1.p
OG0006849	Bo5g140190, Bo1g147170	Bostr.22252s0248.1.p
OG0006850	Bo3g039300, Bo4g197140	Bostr.25993s0117.1.p
OG0006851	Bo9g095690	Bostr.15774s0142.1.p
OG0006854	Bo8g083760, Bo4g119880, Bo4g119840, Bo4g119830, Bo8g084760	Bostr.0697s0070.1.p
OG0006855	Bo9g014860, Bo2g163990	Bostr.26833s0017.1.p
OG0006856	Bo3g101670, Bo2g166030	Bostr.0568s0396.1.p
OG0006857	Bo1g145060, Bo5g140030	Bostr.22252s0222.1.p
OG0006858	Bo1g010960, Bo7g115410, Bo3g173640	Bostr.7867s1032.1.p
OG0006859	Bo3g053100, Bo9g004200	Bostr.4825s0010.1.p
OG0006860	Bo1g007170, Bo7g116900	Bostr.7867s1316.1.p
OG0006861	Bo2g022010, Bo3g015260	Bostr.26527s0142.1.p
OG0006862	Bo5g137130, Bo01023s040, Bo1g141440	Bostr.19424s1001.1.p
OG0006863	Bo1g105340, Bo3g080020, Bo5g098270	Bostr.19424s0441.1.p
OG0006864	Bo4g116840, Bo8g089610	Bostr.0697s0147.1.p
OG0006865	Bo8g061310, Bo8g061350, Bo5g014950	Bostr.13671s0294.1.p
OG0006866	Bo9g028640	Bostr.22157s0061.1.p
OG0006868	Bo5g101190, Bo3g078510, Bo1g107140	Bostr.19424s0520.1.p
OG0006869	Bo2g028630, Bo2g028620, Bo9g135010	Bostr.26833s0417.1.p
OG0006870	Bo1g045260, Bo7g110930	Bostr.7867s0463.1.p
OG0006872	Bo6g092980	Bostr.10273s0168.1.p
OG0006873	Bo8g117900	Bostr.5325s0068.1.p
OG0006874	Bo9g174930, Bo2g008850	Bostr.13129s0170.1.p, Bostr.13129s0173.1.p
OG0006875	Bo4g195030	Bostr.25993s0320.1.p
OG0006877	Bo2g010810, Bo9g169650, Bo3g007520	Bostr.20055s0020.1.p
OG0006878	Bo3g179620, Bo9g171130, Bo3g007070	Bostr.20055s0087.1.p
OG0006879	Bo9g183460, Bo3g002010	Bostr.2128s0151.1.p
OG0006880	Bo1g024180, Bo7g107430, Bo02794s010	Bostr.10689s0090.1.p
OG0006881	Bo3g054700, Bo9g002400	Bostr.10064s0048.1.p
OG0006883	Bo7g104420, Bo8g044640, Bo1g053760	Bostr.30275s0096.1.p
OG0006884	Bo9g025990	Bostr.18351s0313.1.p
OG0006885	Bo7g096720, Bo2g159300	Bostr.5763s0060.1.p
OG0006886	Bo9g181510, Bo9g181520	Bostr.2128s0050.1.p
OG0006887	Bo7g077770, Bo9g069680	Bostr.14419s0056.1.p
OG0006888	Bo2g011040	Bostr.2902s0036.1.p
OG0006889	Bo7g111550	Bostr.7867s0589.1.p
OG0006890	Bo7g089340	Bostr.2392s0022.1.p
OG0006891	Bo4g148370, Bo8g101270	Bostr.5022s0015.1.p
OG0006892	Bo3g002860, Bo6g077120, Bo2g127020, Bo3g101570	Bostr.0568s0388.1.p
OG0006893	Bo7g111820	Bostr.7867s0637.1.p
OG0006894	Bo9g108700	Bostr.7305s0088.1.p
OG0006895	Bo7g092630, Bo00847s030	Bostr.15774s0056.1.p
OG0006896	Bo5g108440, Bo3g076130	Bostr.19424s0584.1.p
OG0006897	Bo2g013630	Bostr.0899s0001.1.p
OG0006898	Bo1g005970, Bo7g117760	Bostr.7867s1468.1.p
OG0006899	Bo8g027110	Bostr.1040s0047.1.p
OG0006900	Bo7g109290, Bo1g037430	Bostr.7867s0209.1.p
OG0006901	Bo9g165980, Bo3g009750, Bo2g011810	Bostr.2902s0173.1.p
OG0006902	Bo7g084490, Bo2g140650	Bostr.0556s0416.1.p
OG0006903	Bo1g041860, Bo7g110700, Bo6g027940	Bostr.7867s0421.1.p
OG0006904	Bo7g097780	Bostr.10199s0107.1.p
OG0006906	Bo2g026770	Bostr.26833s0309.1.p
OG0006907	Bo5g115150, Bo1g114690	Bostr.19424s0720.1.p
OG0006908	Bo2g165700, Bo9g017700, Bo3g103340	Bostr.0568s0462.1.p
OG0006909	Bo2g037830, Bo9g120910	Bostr.26833s0696.1.p
OG0006910	Bo7g066910, Bo2g120780	Bostr.3148s0061.1.p, Bostr.22157s0103.1.p
OG0006911	Bo7g104200, Bo1g055120	Bostr.7867s0027.1.p
OG0006912	Bo4g098140, Bo8g098530	Bostr.13158s0324.1.p
OG0006913	Bo3g060480, Bo1g150050, Bo5g143670	Bostr.2570s0034.1.p
OG0006914	Bo4g197340, Bo4g006980	Bostr.25993s0089.1.p
OG0006915	Bo8g002480	Bostr.26675s0363.1.p
OG0006916	Bo2g148070, Bo2g082370, Bo6g119010	Bostr.3288s0130.1.p
OG0006917	Bo5g067090	Bostr.15697s0473.1.p
OG0006918	Bo4g139680	Bostr.3751s0022.1.p, Bostr.2021s0039.1.p
OG0006919	Bo6g119160, Bo6g086680	Bostr.3288s0146.1.p
OG0006920	Bo7g097630, Bo2g160900	Bostr.10199s0086.1.p
OG0006921	Bo7g107860, Bo1g027160	Bostr.7867s0009.1.p
OG0006922	Bo7g014150	Bostr.18351s0231.1.p
OG0006922	Bo3g155750	Bostr.7867s1443.1.p
OG0006923	Bo9g113800, Bo2g043290, Bo4g149880	Bostr.26833s0881.1.p
OG0006924	Bo3g017400	Bostr.5325s0043.1.p
OG0006925	Bo3g022700	Bostr.26833s0948.1.p
OG0006926	Bo3g034790, Bo4g188890	Bostr.23794s0037.1.p
OG0006927	Bo5g003560, Bo8g117200	Bostr.4824s0074.1.p
OG0006928	Bo5g007580	Bostr.25219s0304.1.p
OG0006929	Bo3g040110, Bo4g070350	Bostr.27991s0069.1.p
OG0006931	Bo7g106120, Bo1g019680	Bostr.30275s0330.1.p
OG0006932	Bo7g059410, Bo5g034360	Bostr.25570s0024.1.p
OG0006933	Bo6g103980, Bo2g056050	Bostr.26959s0150.1.p
OG0006934	Bo7g115920	Bostr.7867s1145.1.p
OG0006935	Bo9g075950, Bo7g082300	Bostr.0556s0269.1.p
OG0006936	Bo3g143970, Bo5g058670	Bostr.15697s0230.1.p
OG0006937	Bo4g032300, Bo4g186370	Bostr.23794s0424.1.p
OG0006938	Bo8g012860, Bo6g015690	Bostr.26675s0289.1.p
OG0006939	Bo1g016200	Bostr.29938s0003.1.p, Bostr.19424s0435.1.p, Bostr.7867s0814.1.p
OG0006940	Bo7g099360, Bo1g084830	Bostr.6864s0193.1.p
OG0006941	Bo9g014880, Bo3g107810	Bostr.26833s0009.1.p
OG0006942	Bo8g060090, Bo5g014780	Bostr.13671s0324.1.p
OG0006943	Bo1g102130, Bo7g040720	Bostr.19424s0312.1.p
OG0006944	Bo7g113130, Bo8g054330, Bo1g017480	Bostr.7867s0686.1.p
OG0006945	Bo1g108470, Bo3g076280	Bostr.19424s0555.1.p
OG0006946	Bo1g051030, Bo8g052960	Bostr.7867s0625.1.p
OG0006947	Bo9g103630, Bo00946s040	Bostr.15774s0330.1.p
OG0006948	Bo2g144970	Bostr.0556s0457.1.p
OG0006949	Bo1g079030	Bostr.18473s0001.1.p
OG0006950	Bo3g027450, Bo4g182260	Bostr.23794s0715.1.p
OG0006951	Bo3g031790	Bostr.23794s0328.1.p
OG0006952	Bo9g027660	Bostr.18351s0406.1.p
OG0006953	Bo4g173100, Bo4g057420	Bostr.24513s0185.1.p
OG0006954	Bo4g002210	Bostr.13208s0018.1.p
OG0006955	Bo1g055350	Bostr.25375s0001.1.p, Bostr.30275s0017.1.p, Bostr.17584s0003.1.p, Bostr.13722s0003.1.p
OG0006956	Bo6g098620, Bo2g056170, Bo6g105220	Bostr.26959s0134.1.p
OG0006957	Bo2g064730, Bo6g110560	Bostr.10273s0369.1.p
OG0006958	Bo3g041950	Bostr.8705s0014.1.p
OG0006959	Bo9g092720	Bostr.25463s0153.1.p
OG0006961	Bo5g118530, Bo1g117560	Bostr.19424s0816.1.p
OG0006962	Bo4g001190	Bostr.13208s0060.1.p
OG0006963	Bo5g098170, Bo1g105260, Bo3g080070, Bo03020s010	Bostr.19424s0431.1.p
OG0006964	Bo3g146500, Bo7g044840, Bo7g044860	Bostr.15697s0289.1.p
OG0006965	Bo9g006280, Bo3g049990	Bostr.2983s0132.1.p
OG0006966	Bo3g027500, Bo4g041330	Bostr.23794s0703.1.p
OG0006967	Bo6g087420, Bo2g080790	Bostr.3288s0034.1.p
OG0006968	Bo8g098130	Bostr.13158s0283.1.p
OG0006969	Bo4g019720, Bo4g194280	Bostr.25993s0447.1.p
OG0006970	Bo4g125660, Bo8g080990	Bostr.6864s0038.1.p
OG0006971	Bo7g093420	Bostr.29827s0038.1.p
OG0006972	Bo4g182790, Bo4g039440	Bostr.23794s0641.1.p
OG0006973	Bo6g098710, Bo6g105120	Bostr.26959s0139.1.p
OG0006974	Bo5g049040, Bo5g088150	Bostr.3359s0119.1.p
OG0006975	Bo9g008400, Bo7g091140	Bostr.0556s0476.1.p
OG0006976	Bo2g023860, Bo3g016860	Bostr.26527s0041.1.p
OG0006977	Bo9g060010, Bo7g067480	Bostr.3148s0011.1.p
OG0006978	Bo2g100510	Bostr.2983s0220.1.p, Bostr.7128s0323.1.p
OG0006979	Bo4g025150, Bo4g195950	Bostr.25993s0171.1.p
OG0006980	Bo9g044060	Bostr.7200s0094.1.p, Bostr.26959s0264.1.p
OG0006981	Bo8g077780, Bo3g109570, Bo1g079010	Bostr.18473s0006.1.p
OG0006982	Bo3g109270, Bo2g161690	Bostr.26833s0050.1.p
OG0006983	Bo4g186660, Bo3g031510	Bostr.23794s0378.1.p
OG0006984	Bo7g043720, Bo5g062640	Bostr.15697s0325.1.p
OG0006985	Bo4g120220, Bo8g083450	Bostr.0697s0026.1.p
OG0006986	Bo7g100870, Bo1g059280	Bostr.6864s0120.1.p
OG0006988	Bo7g064780, Bo9g021850	Bostr.0568s0071.1.p
OG0006989	Bo6g031600, Bo6g037100, Bo00534s050	Bostr.0124s0159.1.p
OG0006990	Bo7g091250	Bostr.0556s0491.1.p
OG0006991	Bo9g169860, Bo2g010650	Bostr.20055s0050.1.p
OG0006992	Bo7g118400, Bo1g004960	Bostr.7867s1579.1.p
OG0006993	Bo7g116560	Bostr.7867s1251.1.p
OG0006994	Bo7g067200, Bo2g122230	Bostr.3148s0040.1.p
OG0006995	Bo5g055970, Bo3g143570	Bostr.15697s0165.1.p
OG0006996	Bo1g010610, Bo00911s040	Bostr.7867s1075.1.p
OG0006997	Bo1g117640	Bostr.19424s0824.1.p
OG0006998	Bo4g147030	Bostr.9638s0011.1.p
OG0006999	Bo2g136930, Bo7g081140	Bostr.0556s0161.1.p
OG0007000	Bo4g017400, Bo4g191730	Bostr.9638s0112.1.p, Bostr.9638s0085.1.p, Bostr.25993s0520.1.p
OG0007001	Bo7g049970, Bo5g051950	Bostr.15697s0060.1.p
OG0007002	Bo8g083020	Bostr.11793s0031.1.p
OG0007003	Bo7g009850	Bostr.18351s0327.1.p
OG0007004	Bo7g012980	Bostr.18351s0250.1.p
OG0007005	Bo2g144870	Bostr.0556s0446.1.p
OG0007006	Bo7g081810, Bo9g075800	Bostr.0556s0229.1.p
OG0007007	Bo6g067940, Bo4g120050, Bo8g083570	Bostr.0697s0042.1.p
OG0007008	Bo9g138280, Bo2g026810	Bostr.26833s0310.1.p
OG0007009	Bo4g098430, Bo8g098220	Bostr.13158s0293.1.p
OG0007010	Bo4g071590	Bostr.27991s0085.1.p
OG0007011	Bo4g188610, Bo3g034480	Bostr.23794s0086.1.p
OG0007012	Bo3g035680, Bo4g013310, Bo4g190970	Bostr.11568s0025.1.p
OG0007013	Bo9g102350, Bo3g023610	Bostr.15774s0301.1.p
OG0007014	Bo9g181760	Bostr.28714s0001.1.p, Bostr.2128s0075.1.p
OG0007015	Bo3g061130, Bo1g147490	Bostr.22252s0307.1.p
OG0007016	Bo2g004050, Bo3g002330	Bostr.2128s0112.1.p, Bostr.25463s0181.1.p
OG0007017	Bo9g116160, Bo2g042020	Bostr.26833s0844.1.p
OG0007018	Bo6g078130, Bo4g101110	Bostr.13158s0185.1.p
OG0007019	Bo9g183160	Bostr.2128s0140.1.p
OG0007020	Bo9g072970, Bo7g080990	Bostr.0556s0136.1.p
OG0007021	Bo2g013550, Bo9g161420	Bostr.2618s0065.1.p
OG0007022	Bo4g046160	Bostr.24513s0008.1.p
OG0007023	Bo9g171930, Bo2g009950	Bostr.13175s0041.1.p
OG0007024	Bo4g084940, Bo4g119810, Bo8g084770	Bostr.0697s0074.1.p
OG0007025	Bo6g118220, Bo6g087390	Bostr.3288s0039.1.p
OG0007026	Bo7g003290, Bo4g143810	Bostr.3640s0009.1.p
OG0007027	Bo3g084040	Bostr.19424s0093.1.p
OG0007028	Bo3g037250, Bo4g194910, Bo4g021580, Bo4g021550	Bostr.25993s0330.1.p
OG0007029	Bo3g102750, Bo9g017950	Bostr.0568s0400.1.p
OG0007030	Bo9g126270, Bo3g019700	Bostr.26833s0586.1.p
OG0007031	Bo9g069960, Bo9g069970	Bostr.20129s0529.1.p
OG0007032	Bo9g166080	Bostr.2902s0157.1.p
OG0007033	Bo4g026680	Bostr.23794s0157.1.p
OG0007034	Bo2g086610, Bo6g120100	Bostr.20129s0042.1.p
OG0007035	Bo9g006460, Bo3g049830	Bostr.2983s0115.1.p
OG0007036	Bo4g030660, Bo4g186850	Bostr.23794s0351.1.p
OG0007037	Bo6g054760, Bo1g057240	Bostr.0597s0132.1.p
OG0007038	Bo1g117410, Bo5g117320	Bostr.19424s0799.1.p
OG0007040	Bo7g110590, Bo6g027900, Bo01298s020	Bostr.7867s0413.1.p
OG0007041	Bo2g006610, Bo9g178870	Bostr.13129s0502.1.p
OG0007042	Bo6g019820, Bo3g178290	Bostr.26675s0165.1.p
OG0007043	Bo5g141360	Bostr.22252s0270.1.p
OG0007044	Bo8g091280, Bo6g072440	Bostr.20505s0059.1.p
OG0007045	Bo5g003930, Bo8g116040, Bo8g002500	Bostr.26675s0365.1.p
OG0007046	Bo8g102060	Bostr.5022s0145.1.p
OG0007047	Bo8g104270, Bo5g025680	Bostr.7128s0474.1.p
OG0007048	Bo5g140070, Bo1g145110	Bostr.3288s0145.1.p
OG0007049	Bo4g101130, Bo6g078100	Bostr.13158s0182.1.p
OG0007050	Bo1g147390, Bo5g141610	Bostr.22252s0298.1.p
OG0007051	Bo9g021950, Bo7g064940	Bostr.0568s0054.1.p
OG0007052	Bo4g200800	Bostr.13208s0026.1.p
OG0007053	Bo6g067920, Bo8g083480	Bostr.0697s0031.1.p
OG0007054	Bo8g007140, Bo5g007530	Bostr.25219s0311.1.p
OG0007055	Bo3g018800, Bo2g028660, Bo9g134970	Bostr.26833s0420.1.p
OG0007056	Bo8g092470, Bo6g074570	Bostr.20903s0065.1.p
OG0007057	Bo4g169330	Bostr.27991s0201.1.p
OG0007058	Bo6g087820, Bo6g116750	Bostr.10273s0022.1.p
OG0007059	Bo8g054450, Bo7g113230	Bostr.7867s0704.1.p
OG0007060	Bo4g172960, Bo4g173000, Bo3g024520	Bostr.24513s0204.1.p
OG0007061	Bo9g006170, Bo3g052130	Bostr.2983s0144.1.p
OG0007062	Bo1g005700, Bo7g117920	Bostr.7867s1496.1.p
OG0007063	Bo3g165750, Bo1g032010	Bostr.7867s0086.1.p
OG0007064	Bo3g083890	Bostr.19424s0118.1.p
OG0007065	Bo8g034380, Bo9g055730	Bostr.12302s0043.1.p
OG0007066	Bo1g155010, Bo9g029000, Bo3g055950, Bo5g150300	Bostr.19046s0011.1.p
OG0007067	Bo2g023440, Bo2g023450, Bo3g015520	Bostr.26527s0100.1.p
OG0007068	Bo4g030370, Bo3g031860, Bo4g187090	Bostr.23794s0316.1.p
OG0007069	Bo7g095420, Bo9g011060	Bostr.29827s0196.1.p
OG0007070	Bo6g042380	Bostr.26675s0021.1.p
OG0007071	Bo8g065380, Bo5g015170	Bostr.13671s0116.1.p
OG0007072	Bo8g094320	Bostr.20903s0180.1.p
OG0007074	Bo6g098590, Bo2g056180, Bo6g105240	Bostr.26959s0129.1.p
OG0007075	Bo2g098820, Bo9g003610	Bostr.10064s0007.1.p
OG0007076	Bo1g047810, Bo8g051540	Bostr.7867s0519.1.p
OG0007077	Bo7g119730, Bo3g149370	Bostr.25542s0038.1.p
OG0007078	Bo7g009620, Bo3g032580	Bostr.3279s0011.1.p, Bostr.10089s0010.1.p
OG0007079	Bo4g200780, Bo01463s040	Bostr.13208s0039.1.p
OG0007080	Bo2g017830, Bo9g153900	Bostr.26527s0279.1.p
OG0007081	Bo2g001020, Bo3g010490, Bo9g164010, Bo3g001220	Bostr.6251s0154.1.p
OG0007082	Bo5g062550, Bo7g043750	Bostr.15697s0313.1.p
OG0007083	Bo8g098480, Bo4g098200	Bostr.13158s0316.1.p
OG0007084	Bo3g008850, Bo9g169330	Bostr.28994s0001.1.p
OG0007085	Bo6g065210, Bo4g142110	Bostr.7200s0156.1.p
OG0007086	Bo3g078570, Bo5g101070	Bostr.19424s0510.1.p
OG0007087	Bo2g010890, Bo9g169460	Bostr.2902s0003.1.p
OG0007088	Bo1g102280, Bo7g040870	Bostr.19424s0323.1.p
OG0007089	Bo9g020510, Bo7g064270	Bostr.0568s0115.1.p
OG0007090	Bo8g010910, Bo5g008680	Bostr.25219s0145.1.p
OG0007091	Bo6g022010, Bo1g112360, Bo5g112490	Bostr.19424s0679.1.p
OG0007092	Bo3g002680, Bo9g181300	Bostr.2128s0022.1.p
OG0007093	Bo6g080380, Bo2g096000, Bo6g125580	Bostr.20129s0474.1.p
OG0007094	Bo4g045400, Bo3g026970	Bostr.23794s0801.1.p
OG0007095	Bo9g021760	Bostr.0568s0084.1.p
OG0007096	Bo5g076460, Bo6g018390	Bostr.26675s0191.1.p
OG0007097	Bo4g136370	Bostr.9638s0030.1.p
OG0007098	Bo8g052780, Bo1g049400	Bostr.7867s0569.1.p
OG0007099	Bo8g068510	Bostr.7128s0542.1.p
OG0007100	Bo3g057320	Bostr.2570s0273.1.p
OG0007101	Bo9g035340, Bo9g035280	Bostr.29223s0179.1.p
OG0007102	Bo4g197350, Bo4g006970	Bostr.25993s0087.1.p
OG0007103	Bo3g064860, Bo1g139460, Bo5g133520	Bostr.3640s0005.1.p
OG0007104	Bo4g014710, Bo4g191290	Bostr.25993s0570.1.p
OG0007105	Bo3g019120, Bo9g133530	Bostr.26833s0475.1.p
OG0007106	Bo9g141080	Bostr.26833s0225.1.p
OG0007107	Bo9g089690, Bo3g044920	Bostr.25463s0244.1.p
OG0007108	Bo6g118780, Bo2g082130	Bostr.3288s0093.1.p
OG0007109	Bo3g022690, Bo9g111130	Bostr.26833s0946.1.p
OG0007110	Bo1g006270, Bo3g155700	Bostr.7867s1434.1.p
OG0007111	Bo6g062110, Bo00578s060	Bostr.10058s0036.1.p
OG0007112	Bo3g009090	Bostr.2902s0064.1.p
OG0007113	Bo00763s010, Bo3g068840	Bostr.19424s0927.1.p
OG0007114	Bo5g099940, Bo3g078690	Bostr.19424s0486.1.p
OG0007115	Bo1g034680, Bo7g108820	Bostr.7867s0143.1.p
OG0007117	Bo2g161240, Bo7g098260	Bostr.26833s0140.1.p
OG0007118	Bo4g030480, Bo9g018200	Bostr.23794s0327.1.p
OG0007119	Bo9g181780	Bostr.2128s0078.1.p
OG0007120	Bo1g158910, Bo5g155140	Bostr.25004s0001.1.p
OG0007121	Bo8g099430	Bostr.26326s0170.1.p
OG0007122	Bo6g051530	Bostr.7128s0025.1.p
OG0007123	Bo4g190960	Bostr.11568s0027.1.p
OG0007124	Bo7g084090, Bo2g140230	Bostr.0556s0369.1.p
OG0007125	Bo9g073080, Bo7g081150	Bostr.0556s0162.1.p
OG0007126	Bo1g005250, Bo3g153760	Bostr.7867s1556.1.p, Bostr.0556s0057.1.p
OG0007127	Bo8g106300, Bo5g020470, Bo5g020410	Bostr.7128s0113.1.p, Bostr.7128s0114.1.p
OG0007128	Bo5g052150, Bo3g141730	Bostr.15697s0086.1.p
OG0007129	Bo5g061100	Bostr.15697s0285.1.p, Bostr.30057s0073.1.p
OG0007130	Bo8g115390, Bo8g004280	Bostr.25219s0487.1.p
OG0007131	Bo6g018520	Bostr.26675s0200.1.p
OG0007132	Bo5g062810, Bo3g148950	Bostr.15697s0332.1.p
OG0007133	Bo5g042680	Bostr.12659s0333.1.p
OG0007135	Bo7g118320, Bo1g005040	Bostr.7867s1570.1.p
OG0007136	Bo8g020390, Bo5g071000	Bostr.12302s0137.1.p
OG0007137	Bo5g004720, Bo8g115470	Bostr.25219s0515.1.p
OG0007138	Bo5g112380, Bo1g111270	Bostr.19424s0671.1.p
OG0007139	Bo6g107130, Bo6g096000	Bostr.26959s0026.1.p
OG0007140	Bo3g005000	Bostr.13129s0100.1.p
OG0007141	Bo3g184760, Bo6g051060	Bostr.7128s0043.1.p
OG0007142	Bo2g137130, Bo1g057320, Bo9g056020, Bo9g056000	Bostr.0556s0190.1.p
OG0007143	Bo7g110300, Bo1g040150	Bostr.7867s0351.1.p
OG0007145	Bo8g066960, Bo5g023460	Bostr.7128s0319.1.p
OG0007146	Bo6g119530, Bo4g015900, Bo1g139180	Bostr.3288s0185.1.p
OG0007147	Bo4g021310, Bo3g037140	Bostr.25993s0357.1.p
OG0007148	Bo01213s010	Bostr.7182s0001.1.p
OG0007149	Bo7g049740, Bo3g141760	Bostr.15697s0087.1.p
OG0007150	Bo3g027370, Bo4g043580	Bostr.23794s0743.1.p
OG0007151	Bo5g019580, Bo8g106800	Bostr.13671s0008.1.p
OG0007152	Bo3g170800, Bo1g008190	Bostr.7867s1186.1.p
OG0007153	Bo4g013000	Bostr.9345s0014.1.p
OG0007154	Bo9g108590, Bo9g108570	Bostr.7305s0075.1.p
OG0007155	Bo9g165370, Bo3g010110	Bostr.2902s0248.1.p
OG0007156	Bo5g146980, Bo1g151870	Bostr.2570s0216.1.p
OG0007157	Bo1g049460	Bostr.7867s0576.1.p
OG0007158	Bo6g101020	Bostr.26959s0268.1.p
OG0007159	Bo4g075620, Bo4g162550	Bostr.28794s0020.1.p
OG0007160	Bo5g055890, Bo3g143380	Bostr.15697s0159.1.p
OG0007161	Bo4g014700, Bo3g035940	Bostr.25993s0572.1.p
OG0007162	Bo6g067170, Bo8g082540	Bostr.11793s0072.1.p
OG0007163	Bo2g056220, Bo14644s010, Bo6g106350, Bo6g106280	Bostr.26959s0124.1.p
OG0007164	Bo2g007340	Bostr.13129s0305.1.p
