Orthogroup	Brassica_oleracea	Thellungiella_parvula
OG0005721	Bo00613s060	Sp2g09530.1
OG0005722	Bo8g108710, Bo8g108720, Bo8g108750	Sp1g10390.1
OG0005723	Bo6g098400	Sp5g22950.1, Sp1g15880.1
OG0005723	Bo2g056330	Sp5g22960.1
OG0005724	Bo8g076570, Bo1g076870	Sp5g13990.1
OG0005726	Bo3g044370	Sp6g07930.1
OG0005727	Bo1g006680	Sp7g32910.1
OG0005728	Bo2g161790, Bo3g108180	Sp2g25150.1
OG0005729	Bo2g064210, Bo6g109150, Bo6g109130	Sp5g24710.1
OG0005730	Bo3g081830, Bo2g064550	Sp3g21280.1
OG0005731	Bo9g010920, Bo01097s030, Bo2g156210	Sp2g21420.1
OG0005738	Bo3g022860, Bo23181s010, Bo00641s140, Bo10911s010, Bo8g069810, Bo21288s010	SpUn0003_0040.1
OG0005739	Bo3g049870, Bo4g024040, Bo1g097930	SpUn0001_0980.1, Sp4g09600.1, Sp7g05770.1
OG0005745	Bo4g004670, Bo3g039590	Sp4g29240.1
OG0005746	Bo4g003500, Bo3g039700	Sp4g29410.1
OG0005747	Bo3g065200	Sp3g11050.1
OG0005748	Bo1g027090	Sp7g20330.1
OG0005749	Bo1g147720, Bo3g060820	Sp3g05750.1
OG0005750	Bo3g009360, Bo9g166440	Sp6g30210.1
OG0005751	Bo7g101010, Bo1g059060, Bo8g081440	Sp5g10670.1
OG0005752	Bo7g104630, Bo1g053480	Sp7g15260.1
OG0005753	Bo3g018990, Bo2g028920, Bo9g133640	Sp6g19690.1
OG0005754	Bo1g072540, Bo3g136960, Bo3g113820	Sp5g14020.1
OG0005755	Bo8g050040	Sp7g15820.1
OG0005755	Bo1g019380	Sp7g15850.1
OG0005756	Bo7g043440, Bo5g063200, Bo8g037920	Sp1g26490.1
OG0005757	Bo2g016490, Bo3g013160, Bo9g155940	Sp6g25870.1
OG0005758	Bo6g031110, Bo6g031100	Sp1g39620.1
OG0005759	Bo5g004560, Bo8g002920	Sp1g03220.1
OG0005760	Bo5g049540	Sp1g28010.1
OG0005761	Bo8g083740, Bo4g119870	Sp5g07890.1
OG0005762	Bo3g083280	Sp3g22260.1
OG0005763	Bo8g077230, Bo3g111240	Sp5g13310.1
OG0005765	Bo5g025450	Sp5g29110.1, Sp1g16390.1
OG0005766	Bo2g064390, Bo6g110290, Bo6g095270	Sp5g24820.1
OG0005767	Bo8g016720, Bo5g071250	Sp1g34750.1, SpUn0092_0030.1
OG0005768	Bo2g023250, Bo9g150390	Sp6g23620.1
OG0005769	Bo3g112260, Bo8g077200	Sp5g13340.1
OG0005770	Bo7g105820, Bo7g105850	Sp7g15880.1
OG0005771	Bo8g092010, Bo6g073020, Bo4g111040	Sp5g05010.1
OG0005772	Bo4g031120, Bo4g186440	Sp4g19140.1
OG0005773	Bo8g097440	Sp5g01430.1
OG0005774	Bo9g045280	Sp2g04580.1
OG0005777	Bo5g070930, Bo8g021910	Sp1g33460.1
OG0005778	Bo5g065820	Sp1g27030.1
OG0005779	Bo5g097030, Bo3g080180	Sp3g20180.1
OG0005780	Bo3g004030, Bo3g004000, Bo9g175850	Sp6g36090.1
OG0005782	Bo7g109360, Bo1g037600	Sp7g22120.1
OG0005783	Bo7g005690, Bo9g027730, Bo8g102660	Sp3g32920.1
OG0005784	Bo9g006290, Bo2g103300	Sp6g03140.1
OG0005785	Bo3g005360, Bo9g173660, Bo2g009630	Sp6g33470.1, Sp4g19740.1
OG0005786	Bo4g176160, Bo4g052330	Sp1g40730.1, Sp4g13780.1
OG0005788	Bo2g142810, Bo8g107130, Bo5g017950	Sp1g12330.1
OG0005789	Bo4g039060, Bo9g137160, Bo9g137140	Sp2g07060.1
OG0005790	Bo9g020440, Bo7g064130	Sp2g29640.1
OG0005791	Bo8g118210, Bo5g001290	Sp1g00240.1
OG0005792	Bo3g032540, Bo4g027160	Sp4g20900.1
OG0005793	Bo9g030990, Bo9g032310, Bo02237s020	Sp2g00240.1
OG0005794	Bo6g116480	Sp5g28080.1
OG0005795	Bo4g151050, Bo8g100780	Sp4g01800.1
OG0005796	Bo5g086840, Bo2g151860	Sp2g20070.1
OG0005797	Bo8g077290, Bo3g111110	Sp5g13250.1
OG0005798	Bo3g061780, Bo5g137790	Sp3g08350.1
OG0005799	Bo4g098550, Bo6g079610	Sp5g00810.1
OG0005800	Bo9g184740, Bo2g002490	Sp6g40230.1
OG0005801	Bo6g093040	Sp5g26800.1, SpUn0095_0030.1
OG0005802	Bo9g066880, Bo7g077130, Bo2g131880, Bo02553s010	Sp2g11800.1
OG0005803	Bo3g034600, Bo4g025680	Sp4g22300.1
OG0005804	Bo1g101350, Bo3g081890, Bo7g039070	Sp3g21480.1
OG0005807	Bo6g112700, Bo2g070790, Bo6g094440	Sp5g26240.1
OG0005808	Bo9g056010, Bo9g055960, Bo02457s010	SpUn0002_0100.1
OG0005809	Bo5g062280, Bo3g147560	Sp1g25920.1
OG0005810	Bo1g039320, Bo7g109760	Sp7g22770.1
OG0005811	Bo3g013190, Bo9g154860	Sp6g25820.1
OG0005812	Bo3g036380, Bo4g019600	Sp4g25250.1
OG0005813	Bo5g020010, Bo8g106560	Sp1g13200.1
OG0005814	Bo7g064380	Sp2g29810.1
OG0005815	Bo6g014410	Sp1g35520.1
OG0005815	Bo5g121390, Bo3g071340	Sp3g16090.1
OG0005816	Bo5g016860	Sp1g11060.1
OG0005817	Bo4g061250, Bo4g169520	Sp4g12380.1
OG0005818	Bo8g049860, Bo7g105730	Sp7g16060.1
OG0005819	Bo3g107760, Bo2g164050	Sp2g25490.1
OG0005820	Bo3g060460	Sp3g05160.1
OG0005821	Bo6g080220	Sp5g35600.1
OG0005822	Bo1g098330	Sp2g02960.1
OG0005823	Bo8g016380	Sp1g35130.1
OG0005823	Bo6g011040	Sp7g33250.1
OG0005824	Bo3g107100	Sp2g25990.1
OG0005825	Bo9g012630, Bo7g096790	Sp2g22860.1
OG0005826	Bo3g019230, Bo9g133340, Bo2g030240	Sp6g19310.1
OG0005827	Bo1g145120, Bo3g061550, Bo5g140080	Sp3g06850.1
OG0005828	Bo4g012820, Bo4g190570, Bo3g035250	Sp4g23210.1
OG0005829	Bo1g060490, Bo8g081880	Sp5g11140.1
OG0005830	Bo2g032920, Bo9g128480	Sp6g18670.1
OG0005831	Bo3g060870, Bo5g143130, Bo1g147670	Sp3g05820.1
OG0005832	Bo5g132010, Bo1g134830	Sp3g12070.1
OG0005833	Bo5g010630, Bo8g059220, Bo8g059230	Sp1g08820.1
OG0005834	Bo7g116270, Bo1g007980	Sp7g31350.1
OG0005835	Bo1g098290	Sp2g02970.1
OG0005836	Bo9g018750, Bo3g099120	Sp2g28590.1
OG0005837	Bo3g185640, Bo6g035810	Sp1g41430.1
OG0005838	Bo8g042110	Sp7g14190.1
OG0005839	Bo9g183530, Bo3g001930	Sp6g39980.1
OG0005840	Bo9g172180	Sp6g33040.1
OG0005841	Bo2g094640, Bo2g132150, Bo06241s010	Sp5g33750.1, SpUn0074_0060.1
OG0005843	Bo3g003970, Bo9g175900	Sp6g36150.1
OG0005844	Bo6g123710, Bo6g081110	Sp5g34290.1
OG0005845	Bo6g104050	Sp5g22670.1
OG0005847	Bo3g001360	Sp6g40860.1
OG0005848	Bo5g004110, Bo8g002620	Sp1g02670.1
OG0005849	Bo1g117630, Bo3g071490	Sp3g16500.1
OG0005850	Bo2g009310	Sp6g33960.1
OG0005851	Bo2g013770, Bo9g160140	Sp6g26700.1
OG0005852	Bo3g052740	Sp6g02000.1
OG0005853	Bo8g095670, Bo6g077470	Sp5g02240.1
OG0005854	Bo8g002690	SpUn0788_0010.1
OG0005855	Bo2g013130, Bo9g163090, Bo3g012100	Sp6g27610.1
OG0005856	Bo5g079950	Sp1g37750.1, Sp1g37350.1
OG0005857	Bo7g077730, Bo7g077060	Sp2g12310.1
OG0005858	Bo8g096130	Sp5g01790.1
OG0005859	Bo1g008730, Bo1g008780, Bo7g115890	Sp7g30660.1
OG0005860	Bo2g095840	Sp5g35210.1
OG0005861	Bo3g021350, Bo9g121040	Sp6g17690.1
OG0005862	Bo4g025640, Bo3g034650	Sp4g22340.1
OG0005863	Bo3g127640, Bo5g019250	Sp5g17230.1
OG0005864	Bo9g172010, Bo3g006670, Bo03342s010	Sp6g32940.1
OG0005865	Bo3g004040, Bo9g175820, Bo2g007410	Sp6g36060.1
OG0005866	Bo7g096270, Bo2g159050	Sp2g22470.1
OG0005867	Bo2g029110, Bo9g133470	Sp6g19420.1
OG0005868	Bo2g024530, Bo2g024540, Bo9g148110, Bo9g148080	Sp6g22510.1
OG0005869	Bo1g022090	Sp7g18410.1
OG0005870	Bo00956s010, Bo1g091780	Sp7g18640.1
OG0005871	Bo1g119430, Bo3g069000, Bo5g122830	Sp3g15740.1
OG0005872	Bo2g009090, Bo3g004920	Sp6g34520.1
OG0005873	Bo3g001260	Sp6g41020.1
OG0005874	Bo2g011600, Bo9g166320, Bo3g009410	Sp6g30090.1
OG0005875	Bo2g093040	Sp5g32970.1
OG0005876	Bo1g005600	Sp7g34170.1
OG0005877	Bo1g010020, Bo7g115840	Sp7g30520.1
OG0005878	Bo9g163600	Sp6g28120.1
OG0005879	Bo3g162650, Bo1g023980, Bo3g162660, Bo7g107360	Sp7g19310.1
OG0005880	Bo5g019780	Sp1g12920.1
OG0005881	Bo2g074020, Bo6g093030	SpUn0020_0140.1, Sp5g26830.1
OG0005882	Bo1g027230, Bo7g107930	Sp7g20480.1
OG0005883	Bo1g053340	Sp7g15350.1
OG0005884	Bo9g018910	Sp2g28880.1
OG0005885	Bo9g171620, Bo2g010170	Sp6g32490.1
OG0005886	Bo1g078800, Bo3g109740, Bo8g077630	Sp5g12840.1
OG0005887	Bo7g116590, Bo3g169210	Sp1g37660.1, Sp7g31780.1
OG0005888	Bo3g083520, Bo7g033000	SpUn0226_0010.1, Sp3g22310.1
OG0005889	Bo4g195520, Bo4g024620	Sp4g27450.1
OG0005890	Bo6g120430	Sp5g31550.1
OG0005891	Bo1g147860	Sp3g05520.1
OG0005892	Bo6g107080, Bo6g096030	Sp5g23680.1
OG0005893	Bo5g001120	Sp1g00580.1
OG0005895	Bo4g142210, Bo6g065270	Sp7g00460.1
OG0005896	Bo1g002960, Bo7g118850, Bo3g152770	Sp7g35950.1
OG0005897	Bo4g190200, Bo3g034970	Sp4g22800.1
OG0005898	Bo9g019070, Bo2g168110, Bo8g004690	Sp2g29100.1
OG0005899	Bo8g081780, Bo7g100830	Sp5g11000.1
OG0005900	Bo3g024370, Bo7g075470, Bo03867s010	SpUn0632_0010.1
OG0005901	Bo1g020110, Bo3g157480, Bo7g106400	Sp7g17670.1
OG0005902	Bo3g185320, Bo3g185720	Sp1g41520.1
OG0005903	Bo3g146400, Bo5g060990, Bo7g045020	Sp1g25660.1
OG0005904	Bo8g064840, Bo5g016830	Sp1g11090.1
OG0005905	Bo3g127660	Sp5g17210.1
OG0005906	Bo8g095400	Sp5g02550.1
OG0005907	Bo7g065580	Sp2g08400.1
OG0005908	Bo6g116050, Bo6g091390	Sp5g27670.1
OG0005909	Bo8g106550, Bo5g020030	Sp1g13220.1
OG0005911	Bo8g071010, Bo5g034720	Sp7g04880.1, Sp1g19260.1, Sp4g09080.1
OG0005912	Bo4g001200	Sp4g29520.1
OG0005913	Bo9g109730, Bo3g022970	Sp6g15200.1
OG0005915	Bo9g163570, Bo2g012900, Bo3g010840	Sp6g28100.1
OG0005916	Bo01074s040, Bo5g034380	Sp1g19010.1
OG0005917	Bo3g059060, Bo5g145160	Sp3g04540.1
OG0005918	Bo3g045340, Bo02313s010	Sp6g05920.1
OG0005919	Bo2g064190, Bo6g109090	Sp5g24680.1
OG0005920	Bo2g021950	Sp6g23860.1
OG0005921	Bo7g063880	Sp2g29410.1
OG0005922	Bo8g042150, Bo7g104070	Sp7g14290.1
OG0005923	Bo9g169880, Bo3g007280	Sp6g31830.1
OG0005924	Bo3g068420, Bo1g123440, Bo5g124890	Sp3g14840.1
OG0005925	Bo3g002340, Bo2g004070	Sp6g39310.1
OG0005926	Bo9g171920	Sp6g32840.1
OG0005927	Bo3g052390, Bo3g185540, Bo9g006040, Bo2g100600	Sp6g02660.1
OG0005928	Bo1g002530, Bo7g119220, Bo3g149940	Sp7g36460.1
OG0005929	Bo1g023860, Bo3g162750, Bo7g107310	Sp7g19200.1
OG0005930	Bo6g097160, Bo2g057780, Bo6g106740	Sp5g23390.1
OG0005932	Bo7g101290, Bo7g081650, Bo5g118690, Bo2g137230	Sp2g14670.1
OG0005933	Bo9g022360, Bo3g087000	Sp3g26360.1
OG0005934	Bo8g065050, Bo8g092520, Bo5g016590	Sp1g11410.1
OG0005935	Bo6g121950, Bo6g081700, Bo2g093370	Sp5g33430.1
OG0005937	Bo8g095310, Bo7g107950, Bo4g024160	SpUn0005_0330.1, Sp4g08140.1
OG0005937	Bo00902s090	Sp5g19780.1, Sp4g06370.1, Sp4g06140.1, Sp5g19770.1, Sp4g09820.1, SpUn0012_0020.1, Sp3g25400.1, Sp3g28760.1, Sp7g06830.1
OG0005938	Bo3g061330, Bo5g141380, Bo1g147300	Sp3g06480.1
OG0005939	Bo7g065270, Bo9g058910	Sp2g08050.1
OG0005940	Bo2g050530, Bo2g102040, Bo00626s010	Sp6g13460.1
OG0005941	Bo3g081760, Bo7g040580, Bo1g101960	Sp3g21040.1
OG0005942	Bo4g045890, Bo4g177880, Bo3g026630	Sp4g14690.1
OG0005943	Bo4g184770, Bo3g028660	Sp4g18150.1
OG0005944	Bo3g024120	Sp6g12880.1
OG0005945	Bo9g100030	Sp6g13400.1
OG0005946	Bo7g118790, Bo3g054690	Sp6g00620.1
OG0005947	Bo7g010200, Bo3g094140	SpUn0030_0030.1, Sp3g31800.1
OG0005948	Bo4g042370, Bo3g027480	Sp4g16230.1
OG0005949	Bo8g061440, Bo8g108600	Sp1g10510.1
OG0005950	Bo4g052380, Bo4g176000	Sp4g13640.1
OG0005951	Bo5g005310, Bo8g115280	SpUn0024_0100.1, Sp1g04040.1
OG0005952	Bo8g050300, Bo1g038940	Sp7g22360.1
OG0005953	Bo3g013440	Sp6g25430.1
OG0005954	Bo3g175310, Bo1g011770	Sp7g28820.1
OG0005955	Bo9g183400, Bo2g002720	Sp6g39810.1
OG0005956	Bo2g133700	Sp2g12510.1
OG0005956	Bo2g025380	Sp6g21490.1
OG0005957	Bo9g148440, Bo2g023950	Sp6g22790.1
OG0005958	Bo8g001230	Sp1g01950.1
OG0005959	Bo7g040810, Bo1g102220	Sp3g20880.1
OG0005960	Bo5g004150, Bo8g115890	Sp1g02710.1
OG0005961	Bo7g081440	Sp2g14510.1
OG0005962	Bo2g036440, Bo3g021110	Sp6g18110.1
OG0005963	Bo5g152850, Bo3g055440	Sp3g01210.1
OG0005964	Bo7g100580, Bo8g080330	Sp5g11350.1
OG0005965	Bo9g174750, Bo2g008920	Sp6g34800.1
OG0005966	Bo3g184680, Bo6g033210	Sp1g40750.1
OG0005967	Bo8g061380, Bo5g014990	Sp1g10370.1
OG0005968	Bo3g001920, Bo9g183570	Sp6g40030.1
OG0005969	Bo9g151650, Bo2g022040, Bo3g015280	Sp6g23820.1
OG0005970	Bo3g039870, Bo4g170600	Sp4g12500.1
OG0005972	Bo1g011750, Bo7g114880, Bo3g175290	Sp7g28830.1
OG0005973	Bo00795s110	Sp2g01480.1
OG0005974	Bo9g183170, Bo2g003880	Sp6g39570.1
OG0005975	Bo4g184530	Sp4g17910.1
OG0005976	Bo7g116320	Sp7g31450.1
OG0005977	Bo3g169310	Sp5g25320.1
OG0005978	Bo7g098570, Bo9g014570	Sp2g24590.1
OG0005979	Bo1g101230, Bo2g092720, Bo7g038830	Sp3g21580.1
OG0005980	Bo2g011860, Bo3g009800	Sp6g29580.1
OG0005981	Bo3g031390, Bo4g031070, Bo4g186460	Sp4g19180.1
OG0005982	Bo3g015670, Bo9g149760	Sp6g23160.1
OG0005983	Bo9g109740, Bo3g022960	Sp6g15210.1
OG0005984	Bo9g149710, Bo2g023700, Bo3g015740, Bo02052s010	Sp6g23100.1
OG0005985	Bo4g186930, Bo4g030560, Bo3g031730	Sp4g19780.1
OG0005986	Bo3g007240, Bo9g169940	Sp6g31870.1
OG0005987	Bo3g018110, Bo9g139420, Bo2g026730	Sp6g21150.1
OG0005988	Bo8g084810, Bo4g119800	Sp5g07800.1
OG0005989	Bo9g018600, Bo00615s130, Bo3g099350	Sp2g28410.1
OG0005990	Bo2g083920, Bo6g119660, Bo6g086320	Sp5g30620.1
OG0005991	Bo3g021150, Bo9g123680, Bo2g036460	Sp6g18090.1
OG0005992	Bo4g195460, Bo4g024540	Sp4g27380.1
OG0005993	Bo2g160920, Bo9g014140	Sp2g23750.1
OG0005994	Bo4g131050, Bo00805s020	Sp7g10990.1
OG0005995	Bo7g093000, Bo9g010070	Sp2g20000.1
OG0005996	Bo1g080180	Sp5g12330.1
OG0005997	Bo8g049470, Bo1g017590	Sp7g16660.1
OG0005998	Bo7g039000, Bo3g081920, Bo1g101270	Sp7g05780.1, Sp3g21530.1
OG0005999	Bo3g099220, Bo00615s020, Bo9g018720	Sp2g28500.1
OG0006000	Bo3g150120, Bo1g002540, Bo7g119200	Sp7g36450.1
OG0006001	Bo8g004170, Bo8g115410, Bo5g004810	Sp1g03520.1
OG0006002	Bo6g071060, Bo8g090720	Sp5g06210.1
OG0006003	Bo6g032970	Sp1g40480.1
OG0006003	Bo6g050860, Bo7g067500, Bo7g067530, Bo2g124420, Bo6g032960, Bo6g050850	Sp1g40470.1
OG0006004	Bo2g004170, Bo3g002510	Sp6g39040.1
OG0006005	Bo4g134690, Bo8g030500, Bo6g056300	Sp7g06640.1
OG0006006	Bo3g055010, Bo5g154010	Sp3g00380.1
OG0006007	Bo4g040060	Sp4g16550.1
OG0006008	Bo7g098270, Bo9g014430, Bo2g161250	Sp2g24290.1
OG0006009	Bo2g012930, Bo3g010860	Sp6g28030.1
OG0006010	Bo5g133430	Sp3g10620.1
OG0006011	Bo2g002660, Bo9g183490	Sp6g39910.1
OG0006012	Bo9g121130, Bo3g021290	Sp6g17790.1
OG0006013	Bo8g105120, Bo8g066940	Sp1g15200.1
OG0006014	Bo6g069880, Bo8g090330	Sp5g06570.1
OG0006015	Bo3g044450, Bo9g086970	Sp6g07690.1
OG0006017	Bo3g003710, Bo2g007150	Sp6g36740.1
OG0006019	Bo3g168850, Bo1g007230	Sp7g32280.1
OG0006020	Bo5g010700, Bo8g059270	Sp1g08870.1
OG0006021	Bo8g105860, Bo8g066580	Sp1g14130.1
OG0006022	Bo8g050310, Bo1g038970, Bo7g109530	Sp7g22400.1
OG0006023	Bo9g134840, Bo2g028700	Sp6g19890.1
OG0006024	Bo3g100470, Bo00615s260, Bo00790s010	Sp2g28210.1
OG0006025	Bo3g106830, Bo9g016340	Sp2g26100.1
OG0006026	Bo8g058040, Bo5g009290	Sp1g07450.1
OG0006027	Bo7g109350, Bo1g037590	Sp7g22110.1
OG0006028	Bo2g011370, Bo9g166660	Sp6g30460.1
OG0006029	Bo8g080960, Bo4g125640	Sp5g10180.1
OG0006030	Bo6g022570	Sp1g37650.1
OG0006031	Bo6g029340, Bo6g031250	Sp1g39770.1
OG0006032	Bo3g064790, Bo1g139540, Bo5g133610	Sp3g10400.1
OG0006033	Bo8g016540	Sp1g35020.1
OG0006034	Bo5g131770	Sp3g12280.1
OG0006035	Bo4g077050	SpUn0118_0020.1, Sp4g09740.1, SpUn0012_0090.1, SpUn0118_0010.1
OG0006037	Bo2g032460, Bo3g019350, Bo9g133060	Sp6g19050.1
OG0006038	Bo9g026100, Bo7g011350	Sp3g31670.1
OG0006039	Bo3g074600, Bo1g111260, Bo1g088070, Bo5g112370	Sp3g17950.1
OG0006040	Bo4g140260, Bo6g064520	Sp7g01420.1
OG0006041	Bo7g104860, Bo7g104820, Bo1g053030	Sp7g17160.1
OG0006042	Bo6g019800	Sp1g36840.1, SpUn0137_0040.1
OG0006043	Bo5g023580, Bo8g105010, Bo8g067000	Sp1g15340.1
OG0006044	Bo6g121200, Bo6g083390	Sp5g32420.1
OG0006045	Bo4g165290, Bo4g071600	Sp4g11180.1
OG0006047	Bo8g059680, Bo8g109230	Sp1g09540.1
OG0006048	Bo9g097300, Bo2g050660	Sp6g13020.1
OG0006050	Bo1g078670	Sp5g12930.1
OG0006051	Bo7g104680, Bo1g053420, Bo8g045790	Sp7g15320.1
OG0006052	Bo9g173580, Bo3g005380	Sp6g33390.1
OG0006053	Bo4g112660, Bo6g072400	Sp5g05680.1
OG0006054	Bo3g065180, Bo1g138820, Bo5g133080	Sp3g11030.1
OG0006055	Bo8g030160, Bo5g048790, Bo5g089440	Sp1g27880.1
OG0006057	Bo00285s640, Bo9g008070	Sp2g16050.1
OG0006058	Bo3g039020	Sp4g28000.1
OG0006060	Bo5g039950, Bo8g075020	Sp1g21260.1
OG0006061	Bo5g132830, Bo1g138530, Bo3g065410	Sp3g11380.1
OG0006063	Bo3g009550, Bo3g009520, Bo9g166230	Sp6g29980.1
OG0006064	Bo9g092640, Bo2g108730	Sp6g05870.1
OG0006065	Bo2g085260, Bo6g119790	Sp5g30800.1
OG0006066	Bo9g045350	Sp2g04640.1
OG0006068	Bo1g147230, Bo5g141280	Sp3g06600.1
OG0006069	Bo3g004350, Bo9g175480, Bo2g008640	Sp6g35430.1
OG0006070	Bo3g005530, Bo9g172290, Bo2g009800	Sp6g33150.1
OG0006071	Bo2g018530, Bo3g013920, Bo9g152190	Sp6g24400.1
OG0006072	Bo1g107200, Bo5g102290	Sp3g19280.1
OG0006073	Bo7g014960, Bo3g092250	Sp3g30450.1
OG0006075	Bo8g102190	Sp3g34050.1
OG0006076	Bo3g105810	Sp2g26140.1
OG0006077	Bo1g008290, Bo3g170860, Bo7g116080	Sp7g31000.1
OG0006078	Bo9g176370, Bo3g003820, Bo2g007190	Sp6g36590.1
OG0006079	Bo8g080180	Sp5g11450.1
OG0006080	Bo3g042450	Sp4g00110.1
OG0006081	Bo1g039350, Bo7g109770	Sp7g22810.1
OG0006082	Bo2g041520, Bo9g118770	Sp6g16730.1
OG0006083	Bo1g117650	Sp3g16470.1
OG0006085	Bo2g055310	SpUn0149_0010.1, SpUn0173_0010.1
OG0006087	Bo4g034760, Bo4g034690	Sp4g18640.1
OG0006088	Bo2g028520, Bo9g135190, Bo9g135220	Sp6g20190.1
OG0006089	Bo3g159770, Bo1g021940, Bo7g106810	Sp7g18300.1
OG0006090	Bo1g034540	Sp7g21330.1
OG0006091	Bo1g116120	Sp3g16920.1
OG0006092	Bo01293s030, Bo1g021630	Sp7g18120.1
OG0006093	Bo4g187390, Bo4g029810, Bo3g032160	Sp4g20410.1
OG0006094	Bo1g155120, Bo5g151450, Bo3g055860	Sp3g01860.1
OG0006095	Bo3g005390, Bo9g173570	Sp6g33380.1
OG0006096	Bo5g123610, Bo1g122970, Bo3g068560	Sp3g15120.1
OG0006097	Bo4g101490	Sp5g02170.1
OG0006098	Bo9g111310, Bo3g027620, Bo4g041090, Bo4g041110	Sp4g16510.1
OG0006099	Bo5g098750	Sp3g19740.1
OG0006100	Bo9g018740, Bo3g099160, Bo2g168320	Sp2g28560.1
OG0006101	Bo7g041230, Bo5g065570	Sp1g26770.1
OG0006102	Bo8g117370, Bo8g001030	Sp1g01650.1
OG0006103	Bo3g153480, Bo1g004740	Sp7g35060.1
OG0006104	Bo2g091120, Bo6g083750, Bo2g088760	Sp5g31900.1
OG0006106	Bo7g101100, Bo8g081400	Sp5g10590.1
OG0006108	Bo7g114980, Bo1g011560	Sp7g29020.1
OG0006109	Bo2g159200, Bo7g096540	Sp2g22650.1
OG0006110	Bo1g003070	Sp7g35850.1
OG0006111	Bo4g059540, Bo1g011730	Sp7g28870.1
OG0006112	Bo1g039360, Bo7g109800	Sp7g22820.1
OG0006113	Bo8g095560, Bo4g103640, Bo6g077350	Sp5g02420.1
OG0006116	Bo8g091850	Sp5g05150.1
OG0006117	Bo5g135130, Bo3g064550	Sp3g10020.1
OG0006118	Bo5g062250, Bo7g044790, Bo3g147550	Sp1g25910.1
OG0006119	Bo9g046630, Bo1g090240	Sp2g04990.1
OG0006120	Bo3g139870, Bo7g051660, Bo5g043530	Sp1g23030.1
OG0006121	Bo8g106310, Bo5g020400	Sp1g13380.1
OG0006122	Bo9g094240, Bo2g105340	Sp6g05310.1
OG0006123	Bo1g057490, Bo8g038330	Sp7g12880.1
OG0006125	Bo1g149010, Bo3g060550, Bo5g143590	Sp3g05260.1
OG0006126	Bo1g118850, Bo5g120040, Bo1g117770	Sp3g16330.1
OG0006127	Bo7g063940, Bo9g020330	Sp2g29450.1
OG0006128	Bo4g151770	Sp4g02620.1
OG0006130	Bo8g105450, Bo5g021980	Sp1g14700.1
OG0006131	Bo4g191620	Sp4g24620.1
OG0006132	Bo3g044670, Bo2g110390, Bo9g088290	Sp6g07090.1
OG0006133	Bo2g091090, Bo6g083770, Bo6g120760	Sp5g31820.1
OG0006134	Bo5g008230	Sp1g06210.1
OG0006135	Bo3g021940	Sp6g16640.1
OG0006136	Bo2g008720	Sp6g35240.1
OG0006137	Bo9g150150, Bo3g015470, Bo2g023340	Sp6g23550.1
OG0006138	Bo1g153300, Bo1g153400, Bo5g148490	Sp3g02940.1
OG0006139	Bo3g083810, Bo7g031400	Sp3g22680.1
OG0006140	Bo9g028440, Bo01569s010, Bo9g037360, Bo4g092880	Sp2g02210.1
OG0006141	Bo3g170730, Bo7g116130, Bo1g008170	Sp7g31120.1
OG0006142	Bo6g072800, Bo8g091690	Sp5g05320.1
OG0006143	Bo5g016400, Bo8g107780	Sp1g11540.1
OG0006144	Bo9g135880, Bo2g028250	Sp6g20670.1
OG0006145	Bo4g136570	Sp7g04620.1
OG0006146	Bo3g012110, Bo2g013140, Bo9g163080	Sp6g27600.1
OG0006147	Bo9g046550	Sp2g04860.1
OG0006148	Bo8g107240, Bo8g107680	Sp1g12150.1
OG0006149	Bo9g177260, Bo2g006900	Sp6g37570.1
OG0006150	Bo3g157040, Bo1g019650, Bo7g106050, Bo7g106040	SpUn0835_0010.1, SpUn0467_0010.1
OG0006151	Bo8g095680, Bo6g077490	Sp5g02220.1
OG0006152	Bo3g039900, Bo4g061190	Sp4g12430.1
OG0006153	Bo2g083760, Bo6g086380	Sp5g30530.1
OG0006154	Bo3g065190, Bo5g133060, Bo1g138810	Sp3g11040.1
OG0006156	Bo5g067060, Bo8g032290	Sp1g27300.1
OG0006157	Bo7g031360	Sp3g22710.1
OG0006159	Bo3g103010, Bo9g017860	Sp2g26920.1
OG0006160	Bo1g019590, Bo3g157010, Bo7g106000	Sp7g15590.1
OG0006161	Bo2g007490, Bo9g175070	Sp6g35860.1
OG0006162	Bo2g075140, Bo6g092870, Bo6g114450	Sp5g27010.1
OG0006163	Bo9g166580, Bo2g011470	Sp6g30350.1
OG0006164	Bo8g083560, Bo4g120060	Sp5g08100.1
OG0006165	Bo3g153520, Bo1g004870, Bo7g118470	Sp7g34960.1
OG0006166	Bo5g136950, Bo3g063880	Sp3g09320.1
OG0006167	Bo1g039670	Sp7g23070.1
OG0006168	Bo4g045390, Bo4g024120	Sp4g26910.1, Sp2g10980.1
OG0006169	Bo2g013500, Bo9g161470, Bo3g012430	Sp6g27000.1
OG0006170	Bo3g013830, Bo2g018360	Sp6g24610.1
OG0006171	Bo1g039440	Sp7g22910.1
OG0006172	Bo5g027330, Bo8g068440	Sp1g17200.1
OG0006173	Bo9g028120, Bo8g102420, Bo7g003780	Sp3g33510.1
OG0006174	Bo3g066760, Bo5g127190, Bo1g128530	Sp3g13590.1
OG0006175	Bo6g022290	Sp1g37370.1
OG0006176	Bo7g089150, Bo9g009340, Bo2g149820	Sp2g18630.1
