Orthogroup	Brassica_oleracea	Arabidopsis_thaliana
OG0007153	Bo4g013000	AT2G41170
OG0007154	Bo9g108590, Bo9g108570	AT5G52880
OG0007155	Bo9g165370, Bo3g010110	AT5G15140
OG0007156	Bo5g146980, Bo1g151870	AT3G04790
OG0007157	Bo1g049460	AT4G27540
OG0007158	Bo6g101020	AT5G43620, AT1G66500
OG0007159	Bo4g075620, Bo4g162550	AT2G27230
OG0007160	Bo5g055890, Bo3g143380	AT1G28380
OG0007161	Bo4g014700, Bo3g035940	AT2G42070
OG0007162	Bo6g067170, Bo8g082540	AT3G53180
OG0007163	Bo2g056220, Bo14644s010, Bo6g106350, Bo6g106280	AT1G67810
OG0007164	Bo2g007340	AT5G06680, AT1G37010
OG0007165	Bo2g013430, Bo9g161590	AT5G17160
OG0007166	Bo4g134520	AT2G39780
OG0007167	Bo2g165800, Bo3g103210	AT5G63640
OG0007168	Bo4g034910	AT2G36240
OG0007169	Bo1g108270, Bo5g104940	AT3G21100
OG0007170	Bo2g151530, Bo9g009790, Bo7g092700	AT5G49360
OG0007171	Bo01285s010, Bo7g008410, Bo7g008400	AT2G18915
OG0007172	Bo3g017600	AT5G60060
OG0007173	Bo3g147570, Bo5g062310	AT1G30080
OG0007174	Bo3g090170, Bo01760s010, Bo7g018690	AT2G16365
OG0007175	Bo9g020310	AT5G67270
OG0007176	Bo5g003230	AT1G02570, AT1G02575
OG0007177	Bo7g081980, Bo2g138630	AT3G25710
OG0007178	Bo9g010930, Bo2g156200, Bo7g095280	AT5G26667
OG0007179	Bo8g049560, Bo1g017650	AT4G17570
OG0007182	Bo9g143700	AT5G60580
OG0007183	Bo9g109780, Bo2g046150	AT5G53110
OG0007184	Bo5g014720	AT1G80740
OG0007185	Bo4g001080	AT2G48100
OG0007186	Bo7g109000	AT4G23690
OG0007187	Bo8g117340	AT1G02740
OG0007188	Bo9g152000, Bo3g015140	AT5G20310
OG0007189	Bo6g018000, Bo00685s060	AT1G49010
OG0007190	Bo3g032290, Bo9g171680	AT5G10920
OG0007191	Bo02424s010, Bo4g145730, Bo8g102010	AT2G21120
OG0007192	Bo2g031330, Bo3g019270	AT5G57520
OG0007193	Bo3g092380	AT2G17350
OG0007194	Bo5g085290, Bo8g026880	AT1G34780
OG0007195	Bo4g154590, Bo8g099810	AT2G24430
OG0007196	Bo7g114450, Bo1g013190	AT4G30400
OG0007197	Bo3g013110	AT5G18400
OG0007198	Bo6g108530, Bo2g062560	AT1G69010
OG0007199	Bo5g110060, Bo2g066780, Bo6g110640	AT1G69970
OG0007200	Bo7g117490	AT4G35560
OG0007201	Bo6g112630	AT1G71000
OG0007202	Bo6g076450, Bo8g093260	AT3G59430
OG0007203	Bo4g165050, Bo4g071900	AT2G28110
OG0007204	Bo7g107910, Bo8g050210, Bo1g027200	AT4G22320
OG0007205	Bo6g121780, Bo6g081830	AT1G78120
OG0007206	Bo4g179250, Bo4g045760	AT2G32650, AT2G32180
OG0007207	Bo5g117330, Bo3g071670	AT3G18620
OG0007208	Bo7g096800, Bo9g012640	AT5G24460
OG0007209	Bo4g187230, Bo3g032030	AT2G37880
OG0007210	Bo2g149980	AT5G48490, AT5G48485
OG0007211	Bo7g024150, Bo9g023760	AT2G15240
OG0007212	Bo3g021790, Bo9g119060	AT5G55020
OG0007213	Bo1g139550	AT3G12145
OG0007214	Bo9g008410, Bo2g146150	AT3G28050
OG0007215	Bo2g140590	AT1G33390
OG0007216	Bo5g008140	AT1G07320
OG0007217	Bo8g117990, Bo5g001020	AT1G01630
OG0007218	Bo01109s010, Bo02307s010, Bo05519s010, Bo2g057580	AT1G65810
OG0007219	Bo8g058960, Bo5g010320	AT1G09880
OG0007220	Bo2g139120, Bo7g082620	AT3G26360
OG0007221	Bo1g134760	AT3G13940
OG0007222	Bo5g041560, Bo8g076300	AT1G27000
OG0007223	Bo3g109550, Bo1g079020, Bo8g077830	AT3G49490
OG0007224	Bo3g087140, Bo9g022480	AT2G13570
OG0007226	Bo7g087320, Bo2g147830	AT3G29170
OG0007227	Bo9g009610, Bo7g089520	AT5G48820
OG0007228	Bo3g083720	AT3G24810
OG0007229	Bo3g015150, Bo2g021810, Bo9g151940	AT5G20350
OG0007230	Bo02454s010, Bo01320s040, Bo5g118550	AT3G18420
OG0007231	Bo2g013860, Bo9g159920	AT5G17710
OG0007232	Bo5g136600, Bo1g141070	AT3G11410
OG0007233	Bo5g118910	AT3G18270
OG0007234	Bo5g010310	AT1G09870
OG0007235	Bo5g002600, Bo8g117810	AT1G01250
OG0007236	Bo2g009960, Bo3g006740	AT5G10630
OG0007237	Bo4g073060, Bo4g164940	AT2G27980
OG0007238	Bo3g032520, Bo4g027270	AT2G38490
OG0007239	Bo5g013450, Bo8g109120	AT1G11070
OG0007240	Bo1g038950	AT4G24400
OG0007241	Bo8g107560, Bo5g015290	AT1G13190
OG0007242	Bo2g051360	AT1G65510
OG0007243	Bo3g035860, Bo4g191240	AT2G41945
OG0007244	Bo8g110920	AT1G09800
OG0007245	Bo6g080610, Bo6g124330	AT1G80690
OG0007246	Bo4g173030, Bo4g058490	AT2G30395
OG0007247	Bo9g008760, Bo2g150030, Bo7g087180	AT3G29030
OG0007248	Bo4g119990, Bo8g083640	AT3G54400
OG0007249	Bo5g016810, Bo5g098780, Bo8g108120	AT1G12530
OG0007250	Bo1g057470	AT4G14770
OG0007251	Bo7g021110, Bo3g089950	AT2G15860
OG0007252	Bo9g032480	AT1G64350
OG0007253	Bo3g008860, Bo9g169310	AT5G12840
OG0007254	Bo3g110960, Bo8g077350	AT3G48890
OG0007255	Bo1g036990	AT4G23650
OG0007256	Bo9g002370, Bo3g054730	AT4G00480
OG0007257	Bo1g126120, Bo5g126780	AT3G15660
OG0007258	Bo8g076970, Bo3g113400	AT3G48460
OG0007259	Bo7g104160	AT4G12720
OG0007260	Bo3g034500, Bo4g025850	AT2G39830
OG0007261	Bo1g039640, Bo7g109920	AT4G25050
OG0007262	Bo2g161480, Bo7g098860	AT5G61600
OG0007263	Bo3g065790, Bo5g131990	AT3G13882
OG0007264	Bo8g083060, Bo4g121640, Bo6g067630	AT3G53720
OG0007265	Bo4g183070, Bo3g028140	AT2G35050
OG0007266	Bo3g021750, Bo9g119120	AT5G55060
OG0007267	Bo4g012890	AT2G40970
OG0007268	Bo2g134010	AT2G01260
OG0007269	Bo3g083660	AT3G24660
OG0007270	Bo1g039490	AT4G24972
OG0007271	Bo7g111400, Bo1g048310	AT4G27420
OG0007272	Bo9g023830, Bo3g088670	AT2G15440
OG0007273	Bo6g124140, Bo2g095520	AT1G80920
OG0007274	Bo8g114810, Bo8g005920	AT1G06040
OG0007275	Bo8g018120	AT1G47278
OG0007276	Bo7g024180	AT2G15230
OG0007277	Bo3g042690	AT5G50090
OG0007278	Bo9g119160, Bo2g041220	AT5G55130
OG0007279	Bo6g106850, Bo6g097120, Bo2g057870	AT1G68430
OG0007280	Bo2g011490	AT5G13690
OG0007281	Bo4g098500	AT3G62810
OG0007282	Bo7g033210, Bo01211s010	AT3G24340
OG0007283	Bo1g101130, Bo7g037580	AT3G24150
OG0007284	Bo4g004530, Bo3g039680	AT2G47420
OG0007285	Bo3g175060, Bo7g114990	AT4G31160
OG0007286	Bo1g024150, Bo7g108210, Bo7g107410	AT4G21430
OG0007287	Bo00615s270, Bo3g100510	AT5G65090
OG0007288	Bo4g195380, Bo3g037570	AT2G45130
OG0007289	Bo2g132420, Bo7g077670, Bo9g069570	AT5G47520
OG0007290	Bo4g041340, Bo4g182310	AT2G33860
OG0007291	Bo8g098810, Bo4g160110	AT2G26280
OG0007292	Bo2g011060, Bo9g169100	AT5G13060
OG0007293	Bo8g101470, Bo4g148190	AT2G21880
OG0007294	Bo7g104120, Bo8g042170	AT4G15930
OG0007295	Bo5g042780	AT1G26520
OG0007296	Bo3g110950, Bo1g078540	AT4G12730
OG0007297	Bo6g120270	AT1G76240
OG0007298	Bo6g112800	AT3G63510
OG0007299	Bo7g065790, Bo2g120690	AT5G43870
OG0007300	Bo9g152400, Bo2g018420	AT5G19860
OG0007301	Bo6g051270, Bo3g185100	AT1G55340
OG0007302	Bo3g177100	AT4G29540
OG0007303	Bo3g018460, Bo9g135730	AT5G58900
OG0007304	Bo1g007810	AT4G33870
OG0007305	Bo7g057690, Bo5g038880	AT1G22800
OG0007306	Bo7g100760	AT3G51100
OG0007307	Bo9g169620, Bo2g010820, Bo3g007540	AT5G12120
OG0007308	Bo9g006010, Bo2g100630	AT4G02715
OG0007309	Bo4g147090, Bo8g101520	AT2G21720
OG0007310	Bo5g054550, Bo3g143080, Bo7g048420	AT1G28160
OG0007311	Bo8g059260, Bo5g010690, Bo8g110680	AT1G10270
OG0007312	Bo3g157370, Bo7g106290	AT4G18830
OG0007313	Bo5g115300, Bo1g114840, Bo3g073080	AT3G19290
OG0007314	Bo2g149610, Bo7g089030	AT5G48030
OG0007315	Bo1g154720	AT3G03540, AT3G03530
OG0007316	Bo9g021750, Bo7g064660	AT5G66680
OG0007317	Bo3g118450, Bo3g118460	AT3G45780
OG0007318	Bo8g112500, Bo8g011060	AT1G08380
OG0007319	Bo4g139440	AT2G04620
OG0007320	Bo3g002620, Bo9g181400	AT5G04110
OG0007321	Bo7g096700, Bo2g159290	AT5G24600
OG0007322	Bo8g094590, Bo4g106490	AT3G59820
OG0007323	Bo5g128930	AT3G14740
OG0007324	Bo3g025320, Bo4g050700	AT2G31570
OG0007325	Bo1g057290, Bo8g039400	AT4G14930
OG0007326	Bo2g118210	AT5G43300
OG0007327	Bo4g115430	AT3G55850
OG0007328	Bo1g153590	AT3G03740
OG0007329	Bo4g130990	AT4G13540
OG0007330	Bo7g117040, Bo1g006950	AT4G34770
OG0007331	Bo1g023840, Bo7g107300, Bo3g162760	AT4G21105
OG0007332	Bo9g035430, Bo9g029250	AT1G63670
OG0007333	Bo6g057610, Bo4g136190	AT5G36890
OG0007334	Bo3g013250, Bo9g154710	AT5G18610
OG0007335	Bo4g115410, Bo8g090360	AT3G55970
OG0007336	Bo2g127140, Bo9g061500	AT5G45410
OG0007337	Bo8g069940, Bo7g061910	AT1G19980
OG0007338	Bo5g087080	AT1G32460
OG0007339	Bo7g117000, Bo3g168660, Bo1g007060	AT4G34700
OG0007340	Bo2g024090, Bo9g148280	AT5G22580
OG0007341	Bo3g107120, Bo9g015200	AT5G62790
OG0007342	Bo9g169750, Bo3g007360	AT5G11930
OG0007343	Bo5g007540, Bo8g007150	AT1G06470
OG0007344	Bo7g021350, Bo3g088810	AT2G15690
OG0007345	Bo6g114720, Bo6g092630	AT1G72180
OG0007346	Bo3g041710	AT2G26990
OG0007347	Bo4g187930	AT2G39000
OG0007348	Bo3g090070, Bo7g019940, Bo9g023940	AT2G16070
OG0007349	Bo1g053520	AT4G16570
OG0007350	Bo2g003850, Bo3g002170	AT5G03120
OG0007351	Bo3g158640, Bo1g020260	AT4G19160
OG0007352	Bo4g026530, Bo4g026520, Bo7g094720, Bo4g188120	AT2G39370
OG0007353	Bo7g104440, Bo1g053750	AT4G16450
OG0007354	Bo00847s020, Bo7g092610	AT5G49220
OG0007355	Bo3g107970, Bo2g162900, Bo9g165870	AT5G62160
OG0007356	Bo8g098680	AT2G26540
OG0007357	Bo4g076750	AT2G26830
OG0007358	Bo7g005000	AT2G20000
OG0007359	Bo8g072650	AT1G23120
OG0007360	Bo01340s030, Bo6g106490	AT1G68040
OG0007361	Bo4g025480, Bo3g034740	AT2G40130
OG0007362	Bo7g084120, Bo9g008110	AT3G27010
OG0007363	Bo3g032790, Bo4g026910, Bo4g026950	AT2G38790
OG0007364	Bo3g036350	AT4G12530
OG0007365	Bo3g025230	AT2G31490
OG0007365	Bo4g176280	AT2G31490
OG0007365	Bo4g050830	AT2G31490
OG0007367	Bo6g026240, Bo6g106540, Bo6g097330	AT1G68100
OG0007368	Bo8g046020	AT4G16980
OG0007369	Bo8g092840	AT3G58710
OG0007370	Bo1g118840, Bo00779s020	AT1G51070
OG0007371	Bo1g151660, Bo5g145480	AT3G05330
OG0007372	Bo2g012770, Bo9g163800	AT5G15780
OG0007373	Bo3g185240, Bo6g122300	AT1G78780
OG0007374	Bo9g069880, Bo7g078100	AT2G01190
OG0007375	Bo2g130230	AT5G46550
OG0007376	Bo9g069640, Bo7g077700	AT5G47560
OG0007377	Bo5g001300, Bo8g118200	AT1G02040
OG0007378	Bo4g027080, Bo4g187760	AT2G38730
OG0007379	Bo8g089710, Bo4g116750	AT3G55420
OG0007380	Bo9g008590, Bo2g146400, Bo2g146410	AT3G28740
OG0007381	Bo5g057030, Bo7g046990, Bo3g143590	AT1G28490
OG0007382	Bo4g061130	AT2G29760
OG0007383	Bo7g115480, Bo1g010870	AT4G31880
OG0007384	Bo7g077810, Bo9g069700, Bo2g133540	AT5G47650
OG0007385	Bo9g149900, Bo2g023530	AT5G21482
OG0007386	Bo8g098510, Bo4g098150	AT3G63190
OG0007387	Bo8g099450, Bo3g042850	AT5G50375
OG0007389	Bo5g148760, Bo3g057150	AT3G03710
OG0007390	Bo5g008150, Bo8g009470	AT1G07340
OG0007391	Bo9g008150, Bo7g084200	AT3G27100
OG0007392	Bo4g045270, Bo8g023160	AT1G43670
OG0007393	Bo9g169340	AT5G12460
OG0007394	Bo3g143020, Bo00579s060	AT1G28060
OG0007395	Bo1g128400, Bo5g126970	AT3G15530
OG0007396	Bo7g101520, Bo8g081950	AT3G52460
OG0007397	Bo5g148250	AT3G04340
OG0007398	Bo9g130680, Bo2g032800	AT5G57070
OG0007399	Bo7g095890, Bo2g158620	AT5G25500
OG0007400	Bo00825s020, Bo5g086970, Bo12457s010	AT1G32690
OG0007401	Bo1g021430, Bo7g106550	AT4G19380
OG0007402	Bo7g054540, Bo7g090860	AT3G27860
OG0007403	Bo9g032470, Bo9g030890	AT1G64370
OG0007404	Bo8g082200, Bo4g124120	AT3G52740
OG0007405	Bo1g035780, Bo7g108860, Bo3g165840	AT4G23530
OG0007406	Bo4g190350, Bo3g035100	AT2G40650
OG0007407	Bo7g113660, Bo1g016630	AT4G29230
OG0007408	Bo7g114340, Bo1g014390	AT4G30230
OG0007409	Bo7g078620, Bo7g078610	AT2G01620
OG0007411	Bo2g138790, Bo7g082250	AT3G25890
OG0007412	Bo2g082450, Bo6g086670	AT1G75020
OG0007413	Bo5g155120, Bo1g158930	AT3G01470
OG0007414	Bo3g154250, Bo7g109330, Bo1g037550	AT4G24120
OG0007415	Bo7g111360, Bo1g048210	AT4G27330
OG0007416	Bo4g039690, Bo4g039700	AT2G34570
OG0007417	Bo7g056180, Bo5g039580, Bo02412s010	AT1G23420
OG0007418	Bo3g141560, Bo5g052070	AT1G27450
OG0007419	Bo3g175630, Bo7g114380, Bo1g014340	AT4G30270
OG0007421	Bo3g018970	AT5G58030
OG0007422	Bo3g168670, Bo1g007070, Bo7g116990	AT4G34680
OG0007423	Bo8g067150, Bo5g023790	AT1G17400
OG0007424	Bo3g003880, Bo9g176170	AT5G06440
OG0007425	Bo3g035690, Bo4g013330	AT2G41530
OG0007426	Bo3g113340, Bo1g077000	AT3G48510
OG0007427	Bo9g106030, Bo3g015790	AT5G22220
OG0007428	Bo3g172250, Bo1g010110	AT4G32680
OG0007429	Bo7g097980, Bo2g161050, Bo00751s070	AT5G23040
OG0007430	Bo3g179780, Bo6g025910, Bo6g025900	AT1G51210
OG0007431	Bo8g058720, Bo8g111050, Bo5g010030	AT1G09600
OG0007432	Bo3g032090, Bo4g187310	AT2G37970
OG0007433	Bo4g083490, Bo9g047670, Bo9g048680	AT1G59540
OG0007434	Bo7g097300	AT5G24020
OG0007435	Bo4g190940, Bo4g198730, Bo4g013290	AT2G41475
OG0007436	Bo2g166130, Bo3g101510	AT5G64240
OG0007437	Bo8g097870	AT3G62470, AT5G14820, AT3G62540
OG0007438	Bo5g091770, Bo5g091760, Bo8g030310	AT1G31885
OG0007439	Bo6g106910, Bo2g057950	AT1G68480
OG0007440	Bo9g113910, Bo3g022300, Bo2g042150	AT5G54095
OG0007441	Bo9g029380, Bo9g029390, Bo9g035190	AT1G64680
OG0007442	Bo1g040020, Bo7g110150	AT4G25315
OG0007443	Bo9g058710, Bo4g078690	AT5G42870
OG0007444	Bo9g097290	AT4G32360
OG0007445	Bo2g097340, Bo6g080130	AT1G80040
OG0007446	Bo5g133340	AT3G12650
OG0007447	Bo4g166820, Bo4g165100	AT2G28180
OG0007449	Bo8g100020	AT2G24180
OG0007450	Bo2g028400, Bo3g018510	AT5G58720
OG0007451	Bo3g003270, Bo9g177330	AT5G05190
OG0007452	Bo5g009780, Bo5g009760, Bo5g009770, Bo01087s070	AT1G09370
OG0007453	Bo3g012050, Bo2g013090	AT5G16460
OG0007454	Bo7g089130, Bo9g009330	AT5G48240
OG0007455	Bo2g143830, Bo7g085700	AT3G27550
OG0007456	Bo1g058930	AT2G33750
OG0007457	Bo2g061140	AT1G68720
OG0007458	Bo6g039430, Bo6g030700	AT1G52760
OG0007459	Bo8g076680, Bo1g074670	AT3G48150
OG0007460	Bo5g149970, Bo1g154780	AT3G03380
OG0007461	Bo2g116210	AT5G42650
OG0007462	Bo7g064080	AT5G67080
OG0007463	Bo2g014120, Bo9g158580	AT5G17990
OG0007464	Bo8g105130	AT1G17070
OG0007465	Bo2g110360	AT4G10360
OG0007466	Bo1g101090, Bo7g036520	AT3G24110
OG0007467	Bo3g031700, Bo4g030630	AT2G37380
OG0007468	Bo6g121800, Bo2g093270	AT1G78160
OG0007469	Bo3g185340, Bo6g034650	AT1G55550
OG0007470	Bo4g198670, Bo4g003470	AT2G47490
OG0007471	Bo2g011310, Bo9g166730	AT5G13470
OG0007472	Bo5g150030, Bo5g150040	AT3G03300
OG0007473	Bo6g086440, Bo2g082590, Bo6g119380	AT1G75240
OG0007474	Bo8g117680, Bo5g002690	AT1G01120
OG0007475	Bo2g011050, Bo9g169110	AT5G13050
OG0007476	Bo1g006140	AT4G35850
OG0007477	Bo8g066450, Bo5g020820, Bo8g106060	AT1G15385
OG0007478	Bo3g018450, Bo2g028270	AT5G58920
OG0007479	Bo4g014730	AT2G42130
OG0007480	Bo4g026640	AT2G39270
OG0007481	Bo00629s160, Bo9g154530	AT5G18830
OG0007482	Bo6g103850, Bo2g055900	AT1G67480
OG0007483	Bo4g013200, Bo4g190850	AT2G41370
OG0007484	Bo8g058130, Bo5g009400, Bo8g112210	AT1G09020
OG0007485	Bo9g152230, Bo2g018500	AT5G19920
OG0007486	Bo6g121750, Bo2g093190	AT1G78090
OG0007487	Bo8g059320	AT1G10320
OG0007488	Bo3g182660, Bo6g031090	AT1G53040
OG0007490	Bo2g025140	AT5G60050
OG0007491	Bo2g043280, Bo9g113820	AT5G53950
OG0007492	Bo3g090050, Bo9g007560	AT4G03400
OG0007493	Bo7g105960, Bo1g019520	AT4G18390
OG0007494	Bo8g084790	AT3G54630
OG0007495	Bo6g074620, Bo8g092550	AT3G58180
OG0007496	Bo9g009030, Bo2g149440, Bo7g088670	AT3G30260
OG0007497	Bo2g001300, Bo3g001470	AT5G01360
OG0007498	Bo9g013820, Bo7g097210	AT5G24090
OG0007499	Bo4g133140, Bo00997s010	AT4G13350
OG0007500	Bo8g118350, Bo4g200870	AT2G48140
OG0007501	Bo1g057050	AT4G15240
OG0007502	Bo8g097620	AT3G62080
OG0007503	Bo8g049720, Bo1g017860, Bo7g105430	AT4G17785
OG0007504	Bo3g071360, Bo5g121370	AT3G18010
OG0007505	Bo5g141620	AT3G07340
OG0007506	Bo8g001240, Bo8g117240	AT1G02970
OG0007507	Bo2g062990, Bo6g095590, Bo6g108750	AT1G69310
OG0007508	Bo3g055320, Bo1g157560, Bo5g156460	AT3G01085
OG0007509	Bo9g134730, Bo3g018960	AT5G58040
OG0007510	Bo4g018570	AT2G43080
OG0007511	Bo7g080040	AT2G01905
OG0007512	Bo3g100880	AT5G64780
OG0007513	Bo5g038760, Bo7g057750	AT1G22660
OG0007514	Bo7g118570, Bo1g003570	AT4G37520, AT4G37530
OG0007515	Bo7g114620, Bo1g012060	AT4G30600
OG0007516	Bo9g152050, Bo3g015120	AT5G20270
OG0007517	Bo8g080240, Bo7g100550	AT3G50810
OG0007518	Bo4g195990	AT2G46000
OG0007519	Bo3g035240, Bo4g190560, Bo4g190540	AT2G40880
OG0007520	Bo3g102820, Bo9g017940	AT5G63980
OG0007521	Bo4g046030, Bo4g178090	AT2G32510
OG0007522	Bo6g009330, Bo8g018080	AT1G47380
OG0007523	Bo8g061200, Bo09649s010, Bo8g108830	AT1G11600
OG0007524	Bo7g080780, Bo2g136580	AT2G02850
OG0007525	Bo4g178030, Bo4g045950	AT2G32415
OG0007526	Bo1g055400, Bo8g042100	AT4G15790
OG0007527	Bo9g029490	AT1G63900
OG0007528	Bo4g178100, Bo4g046040	AT2G32520
OG0007529	Bo7g108750, Bo1g034530	AT4G23410
OG0007530	Bo6g114530, Bo2g075210	AT1G72010
OG0007531	Bo3g055920, Bo5g150320	AT3G02970
OG0007532	Bo5g116830, Bo3g071870	AT3G18940
OG0007533	Bo9g018210, Bo3g101090, Bo3g101100	AT5G64620
OG0007534	Bo3g073050, Bo5g115370, Bo1g114860	AT3G63220
OG0007535	Bo3g170520, Bo1g007870	AT4G33760
OG0007536	Bo8g112380, Bo5g009130	AT1G08630
OG0007537	Bo9g021730, Bo7g064620, Bo2g167730	AT5G66700
OG0007538	Bo9g102490, Bo2g048280	AT5G51680
OG0007539	Bo5g141530, Bo3g061210, Bo3g061220	AT3G07420
OG0007540	Bo3g130390, Bo1g067430	AT3G46160, AT2G18530
OG0007541	Bo8g067500	AT1G17860
OG0007542	Bo3g032780	AT2G38780
OG0007543	Bo3g039090	AT1G14620
OG0007544	Bo8g099460, Bo4g096940	AT3G63520
OG0007545	Bo9g076320, Bo2g104420	AT4G05150
OG0007546	Bo3g001090, Bo5g002760	AT1G01060
OG0007547	Bo3g062510, Bo1g145000	AT3G08610
OG0007548	Bo9g151620, Bo2g022070, Bo3g015290	AT5G20680
OG0007549	Bo3g061800, Bo5g058580	AT3G09980
OG0007550	Bo9g078340	AT4G05530
OG0007551	Bo2g094570, Bo9g152320, Bo9g152280	AT5G19875
OG0007552	Bo5g117140	AT3G18730
OG0007553	Bo9g069840, Bo7g078090	AT2G01180
OG0007554	Bo6g084980, Bo2g089860, Bo6g120390	AT1G76360
OG0007555	Bo8g011110, Bo5g076510	AT1G49850
OG0007556	Bo3g004170, Bo9g175080	AT5G07030
OG0007557	Bo4g198500	AT2G47180
OG0007558	Bo2g013830	AT5G17680
OG0007559	Bo6g065110, Bo4g142060	AT5G41380
OG0007560	Bo3g028240, Bo4g038770	AT2G35260
OG0007561	Bo9g073240, Bo7g009760	AT2G18660
OG0007562	Bo6g076610, Bo8g094520	AT3G59710
OG0007563	Bo7g104180	AT4G16100
OG0007564	Bo2g048220, Bo9g103610	AT5G51810
OG0007565	Bo5g048400, Bo8g030270	AT1G31970
OG0007566	Bo8g027460, Bo6g049430	AT1G33240
OG0007567	Bo8g094950, Bo4g105190	AT3G60200
OG0007568	Bo4g017420, Bo3g036270, Bo02098s010, Bo3g036260	AT2G42890
OG0007569	Bo8g058030, Bo5g009280	AT1G08800
OG0007570	Bo1g086220	AT1G54850
OG0007571	Bo1g054910	AT4G16280
OG0007572	Bo6g122530	AT1G79060
OG0007573	Bo8g081770, Bo7g100840	AT3G51240
OG0007574	Bo4g107870, Bo01353s050	AT3G59530
OG0007575	Bo3g093660, Bo7g014140	AT2G17710
OG0007576	Bo4g119780, Bo4g119820	AT3G54610
OG0007577	Bo2g041850, Bo9g113930	AT5G54110
OG0007578	Bo9g120620, Bo3g021520	AT5G55490
OG0007579	Bo8g098290, Bo6g079740, Bo4g098350	AT3G62980
OG0007580	Bo3g035120, Bo4g190370	AT2G40730
OG0007581	Bo7g074150, Bo2g129870	AT5G46220
OG0007582	Bo8g067780, Bo8g104440	AT3G10110
OG0007583	Bo8g102100	AT2G20930
OG0007584	Bo3g109730, Bo8g077640	AT3G49250
OG0007585	Bo1g051830, Bo7g105050	AT4G17260
OG0007586	Bo8g061390	AT1G11790
OG0007587	Bo4g116590, Bo8g090020, Bo6g069660	AT3G55560
OG0007588	Bo4g005790	AT2G47010
OG0007589	Bo2g032960, Bo9g127400	AT5G56890
OG0007590	Bo3g004890, Bo2g009060	AT5G08380
OG0007591	Bo4g004680, Bo4g198560	AT2G47260
OG0007592	Bo6g085000, Bo6g120280	AT1G76250
OG0007593	Bo5g014860	AT5G28237
OG0007594	Bo4g197160	AT2G46535
OG0007595	Bo3g001870, Bo9g184600	AT5G02420
OG0007596	Bo9g030600, Bo9g033940	AT1G63970
OG0007597	Bo01432s030, Bo05975s010, Bo04759s010	AT3G24605
OG0007598	Bo9g032420	AT1G64430
OG0007599	Bo4g039490, Bo4g182760	AT2G34610
OG0007600	Bo3g078540, Bo5g101160	AT3G21330
OG0007601	Bo9g151630, Bo9g161770, Bo00967s020	AT5G16820
OG0007602	Bo9g140960	AT5G59960
OG0007603	Bo8g080620, Bo7g100680	AT5G66370, AT3G51020
OG0007604	Bo7g117480, Bo1g006370	AT4G35550
OG0007605	Bo2g010990, Bo8g086970, Bo3g008900	AT5G12930
OG0007606	Bo9g135500, Bo2g028420	AT5G58700
OG0007607	Bo3g022260, Bo9g115110	AT5G54170
OG0007608	Bo5g133620	AT3G12150
OG0007609	Bo4g039910, Bo3g027710	AT2G34357
OG0007610	Bo2g167680, Bo7g064890	AT5G66510
OG0007611	Bo2g028280, Bo3g018480	AT5G58860
OG0007612	Bo9g176290, Bo3g003840	AT5G06320
OG0007613	Bo5g093290, Bo3g081540	AT3G22970
OG0007614	Bo8g101890	AT2G21260, AT2G21250
OG0007615	Bo6g120090, Bo2g086600	AT1G76060
OG0007616	Bo5g109840, Bo01965s010	AT3G20270
OG0007617	Bo1g154850, Bo5g150190, Bo3g057020	AT3G03170
OG0007618	Bo3g054960	AT3G01740
OG0007619	Bo3g055580, Bo1g157410	AT3G02350
OG0007620	Bo4g145250, Bo4g137710	AT5G39220
OG0007621	Bo5g038570, Bo7g057920, Bo8g071490	AT1G22490
OG0007622	Bo2g055960, Bo2g075560, Bo6g118570, Bo2g081040	AT1G74230
OG0007623	Bo2g132270, Bo9g069400, Bo7g077390	AT5G47220
OG0007624	Bo4g148300, Bo8g101330	AT2G22120
OG0007625	Bo9g014370, Bo7g098080	AT5G60880
OG0007626	Bo7g115980, Bo1g008500	AT4G33030
OG0007627	Bo6g064410, Bo4g139880	AT5G40250
OG0007628	Bo3g170560, Bo7g116280	AT4G33630
OG0007629	Bo1g005460	AT4G36730
OG0007630	Bo8g091720	AT3G57300
OG0007631	Bo8g071130, Bo5g034850	AT1G21880
OG0007632	Bo5g123660, Bo5g038590, Bo9g077920	AT3G16810
OG0007633	Bo9g097630, Bo3g024180, Bo3g042890	AT5G50570, AT5G50670
OG0007634	Bo4g043600, Bo4g182020	AT2G33550
OG0007635	Bo6g124320, Bo6g080620	AT1G80980, AT1G80700
OG0007636	Bo8g105420, Bo5g022000	AT1G16560
OG0007637	Bo9g006110	AT2G26970
OG0007638	Bo4g039030, Bo3g028170	AT2G35100
OG0007639	Bo4g030220, Bo3g031940, Bo4g187180	AT2G37750
OG0007640	Bo2g167740, Bo9g021710	AT5G66730
OG0007641	Bo6g116000, Bo00967s030	AT1G72510, AT2G09970
OG0007642	Bo2g044650, Bo9g111440	AT5G53570
OG0007643	Bo3g061630, Bo5g139830	AT3G08500
OG0007644	Bo9g178820, Bo3g002870	AT5G04490
OG0007645	Bo6g066680, Bo4g143760	AT5G42030
OG0007646	Bo1g019240, Bo7g105780	AT4G18160
OG0007647	Bo2g093220, Bo6g121760	AT1G78100
OG0007648	Bo3g071710, Bo5g117170, Bo1g116350	AT3G18710
