Orthogroup	Brassica_oleracea	Arabidopsis_halleri
OG0005988	Bo8g084810, Bo4g119800	g11484
OG0005989	Bo9g018600, Bo00615s130, Bo3g099350	g07434
OG0005990	Bo2g083920, Bo6g119660, Bo6g086320	g01090
OG0005991	Bo3g021150, Bo9g123680, Bo2g036460	g23459
OG0005992	Bo4g195460, Bo4g024540	g09814
OG0005993	Bo2g160920, Bo9g014140	g27752
OG0005994	Bo4g131050, Bo00805s020	g20004
OG0005996	Bo1g080180, Bo8g079010	g22281
OG0005997	Bo8g049470, Bo1g017590	g17117
OG0005998	Bo7g039000, Bo3g081920, Bo1g101270	g07823
OG0005999	Bo3g099220, Bo00615s020, Bo9g018720	g07424
OG0006000	Bo3g150120, Bo1g002540, Bo7g119200	g02822
OG0006001	Bo8g004170, Bo8g115410, Bo5g004810	g02101
OG0006002	Bo09629s010, Bo6g071060, Bo8g090720	g21238
OG0006003	Bo6g032970, Bo6g050860, Bo7g067500, Bo7g067530, Bo2g124420, Bo6g032960, Bo6g050850	g26928, g24895
OG0006004	Bo9g181820, Bo2g004170, Bo3g002510	g15826
OG0006005	Bo4g134690, Bo8g030500, Bo6g056300	g16349
OG0006006	Bo3g055010, Bo5g154010	g02649
OG0006007	Bo4g040060	g03326
OG0006008	Bo7g098270, Bo9g014430, Bo2g161250	g10853
OG0006009	Bo9g163470, Bo2g012930, Bo3g010860	g00161
OG0006010	Bo5g133430	g26583, g05782, g05785
OG0006011	Bo2g002660, Bo9g183490	g19440
OG0006012	Bo9g121130, Bo3g021290	g09229
OG0006013	Bo8g105120, Bo8g066940	g09886
OG0006014	Bo6g069880, Bo8g090330	g11630
OG0006015	Bo3g044450, Bo9g086970	g18590
OG0006017	Bo3g003710, Bo2g007150	g15537
OG0006019	Bo3g168850, Bo1g007230	g00480
OG0006020	Bo5g010700, Bo8g059270	g05085
OG0006021	Bo8g105860, Bo8g066580	g10000
OG0006022	Bo8g050310, Bo1g038970	g10378
OG0006023	Bo9g134840, Bo2g028700	g16920
OG0006024	Bo3g100470, Bo00615s260, Bo00790s010	g07454
OG0006025	Bo3g106830, Bo9g016340	g12297
OG0006026	Bo8g058040, Bo5g009290	g18221
OG0006027	Bo7g109350, Bo1g037590	g10411
OG0006028	Bo2g011370, Bo9g166660	g19342
OG0006029	Bo8g080960, Bo4g125640	g28336
OG0006030	Bo6g022570	g25572
OG0006031	Bo6g029340, Bo6g031250	g15056
OG0006032	Bo5g133610	g05814
OG0006033	Bo8g016540	g17472
OG0006034	Bo5g131770	g06878
OG0006035	Bo4g077050	g26197
OG0006036	Bo4g154850, Bo04481s010, Bo4g154840	g08884
OG0006037	Bo2g032460, Bo3g019350, Bo9g133060	g16817
OG0006038	Bo9g026100, Bo7g011350	g02900, g24939
OG0006039	Bo3g074600, Bo1g111260, Bo1g088070, Bo5g112370	g28979
OG0006040	Bo4g140260, Bo6g064520	g28032
OG0006041	Bo7g104860, Bo7g104820, Bo1g053030	g17166
OG0006042	Bo6g019800	g16051, g32218
OG0006043	Bo5g023580, Bo8g105010, Bo8g067000	g09869
OG0006044	Bo6g121200, Bo6g083390	g01279
OG0006045	Bo4g165290, Bo4g071600	g07104
OG0006046	Bo2g005380, Bo2g131490	g15777
OG0006047	Bo8g059680, Bo8g109230	g05017
OG0006048	Bo9g097300, Bo2g050660	g08462
OG0006049	Bo4g002350	g09550
OG0006050	Bo1g078670	g16771
OG0006051	Bo7g104680, Bo1g053420, Bo8g045790	g20817, g17204
OG0006052	Bo9g173580, Bo3g005380	g19177
OG0006053	Bo4g112660, Bo6g072400	g31325, g21162
OG0006054	Bo3g065180, Bo1g138820, Bo5g133080	g05742
OG0006055	Bo8g030160, Bo5g048790, Bo5g089440	g25094, g16038
OG0006057	Bo00285s640, Bo9g008070	g20487
OG0006058	Bo3g039020	g23137, g30897, g09616, g09743, g15145
OG0006060	Bo5g039950, Bo8g075020	g13608
OG0006061	Bo5g132830, Bo1g138530, Bo3g065410	g05696
OG0006063	Bo3g009550, Bo3g009520, Bo9g166230	g19295
OG0006064	Bo9g092640	g20704
OG0006065	Bo2g085260, Bo6g119790	g01113
OG0006066	Bo9g045350	g26666
OG0006068	Bo1g147230, Bo5g141280	g31877
OG0006069	Bo3g004350, Bo9g175480, Bo2g008640	g23895
OG0006070	Bo3g005530, Bo9g172290, Bo2g009800	g10493
OG0006071	Bo2g018530, Bo3g013920, Bo9g152190	g12172
OG0006072	Bo1g107200, Bo5g102290	g11224
OG0006073	Bo7g014960, Bo3g092250	g30030
OG0006076	Bo3g105810	g12303
OG0006077	Bo1g008290, Bo3g170860, Bo7g116080	g00629
OG0006078	Bo9g176370, Bo3g003820, Bo2g007190	g15551
OG0006079	Bo8g080180	g14955
OG0006080	Bo3g042450	g23898
OG0006081	Bo1g039350, Bo7g109770	g10339
OG0006082	Bo2g041520, Bo9g118770	g09359
OG0006083	Bo1g117650	g21586
OG0006084	Bo5g054610	g25166, g25163
OG0006085	Bo2g055310	g23317, g23316
OG0006086	Bo2g092890, Bo6g082070	g01329
OG0006087	Bo4g034760, Bo4g034690	g03539, g18301
OG0006088	Bo2g028520, Bo9g135190, Bo9g135220	g16956
OG0006089	Bo3g159770, Bo1g021940, Bo7g106810	g15476
OG0006090	Bo1g034540	g14311
OG0006091	Bo3g071790, Bo1g116120	g31875
OG0006092	Bo01293s030, Bo1g021630	g15451
OG0006093	Bo4g187390, Bo4g029810, Bo3g032160	g18350, g17126
OG0006094	Bo1g155120, Bo5g151450, Bo3g055860	g02483
OG0006095	Bo3g005390, Bo9g173570	g19178
OG0006096	Bo5g123610, Bo1g122970, Bo3g068560	g16236
OG0006097	Bo4g101490	g05505
OG0006098	Bo9g111310, Bo3g027620, Bo4g041090, Bo4g041110	g03317
OG0006099	Bo5g098750	g11281
OG0006100	Bo9g018740, Bo3g099160, Bo2g168320	g07418
OG0006101	Bo7g041230, Bo5g065570	g18832
OG0006102	Bo8g117370, Bo8g001030	g01874
OG0006103	Bo3g153480, Bo1g004740	g02978
OG0006104	Bo2g091120, Bo6g083750, Bo2g088760	g01230
OG0006106	Bo7g101100, Bo8g081400	g14860
OG0006107	Bo7g111290	g04544
OG0006108	Bo7g114980, Bo1g011560	g00878
OG0006109	Bo2g159200, Bo7g096540	g14175
OG0006111	Bo4g059540, Bo1g011730	g00893, g26680
OG0006112	Bo1g039360, Bo7g109800	g10338
OG0006113	Bo8g095560, Bo4g103640, Bo6g077350	g05537
OG0006116	Bo8g091850, Bo6g072920, Bo4g111170	g16649
OG0006117	Bo5g135130, Bo3g064550	g05858
OG0006118	Bo5g062250, Bo7g044790, Bo3g147550	g26314
OG0006119	Bo9g046630, Bo1g090240	g25150
OG0006120	Bo3g139870, Bo7g051660, Bo5g043530	g32127, g32219
OG0006121	Bo8g106310, Bo5g020400	g10086
OG0006122	Bo9g094240, Bo2g105340	g27667
OG0006123	Bo1g057490, Bo8g038330	g20113
OG0006125	Bo1g149010, Bo3g060550, Bo5g143590	g06436
OG0006126	Bo1g118850, Bo5g120040, Bo1g117770	g21565
OG0006127	Bo7g063940, Bo9g020330	g07307
OG0006128	Bo4g151770	g08718
OG0006129	Bo2g019720, Bo2g127200	g07580
OG0006130	Bo8g105450, Bo5g021980	g09940
OG0006131	Bo3g036050	g17330
OG0006132	Bo3g044670, Bo2g110390, Bo9g088290	g25354
OG0006133	Bo2g091090, Bo6g083770, Bo6g120760	g01219
OG0006134	Bo5g008230	g02406, g02407
OG0006135	Bo3g021940	g09370
OG0006136	Bo2g008720	g23876
OG0006137	Bo9g150150, Bo3g015470, Bo2g023340	g12021
OG0006138	Bo1g153300, Bo1g153400, Bo5g148490	g06137
OG0006139	Bo3g083810, Bo7g031400	g28248
OG0006140	Bo9g028440, Bo01569s010, Bo9g037360, Bo4g092880	g17826
OG0006141	Bo3g170730, Bo7g116130, Bo1g008170	g00609
OG0006142	Bo6g072800, Bo8g091690	g31322, g32128
OG0006143	Bo5g016400, Bo8g107780	g04773
OG0006145	Bo4g136570	g20587
OG0006146	Bo3g012110, Bo2g013140, Bo9g163080	g00115
OG0006147	Bo9g046550	g25165, g25160
OG0006148	Bo8g107240, Bo8g107680	g11903, g04680
OG0006149	Bo9g177260, Bo2g006900	g26040
OG0006150	Bo3g157040, Bo1g019650, Bo7g106050, Bo7g106040	g15330
OG0006151	Bo8g095680, Bo6g077490	g05509, g05511
OG0006152	Bo3g039900, Bo4g061190	g06925, g06923
OG0006153	Bo2g083760, Bo6g086380	g01079
OG0006154	Bo3g065190, Bo5g133060, Bo1g138810	g05741
OG0006155	Bo9g127420, Bo9g128450, Bo3g019550, Bo01280s040, Bo3g019530, Bo01280s030, Bo3g019540, Bo01280s010	g24116
OG0006156	Bo5g067060, Bo8g032290	g27583
OG0006157	Bo7g031360, Bo4g133330	g28250
OG0006158	Bo8g099630, Bo8g099680	g08885
OG0006159	Bo9g017860	g12400
OG0006160	Bo1g019590, Bo3g157010, Bo7g106000	g15321, g16439
OG0006161	Bo2g007490, Bo9g175070	g15641
OG0006162	Bo2g075140, Bo6g092870, Bo6g114450	g03946
OG0006163	Bo9g166580, Bo2g011470	g19332
OG0006164	Bo8g083560, Bo4g120060	g11448
OG0006165	Bo3g153520, Bo1g004870, Bo7g118470	g02987
OG0006166	Bo5g136950, Bo3g063880	g05945
OG0006167	Bo1g039670	g08451
OG0006168	Bo4g045390, Bo4g024120	g28038
OG0006169	Bo2g013500, Bo9g161470, Bo3g012430	g00048
OG0006170	Bo3g013830, Bo2g018360, Bo9g152440	g12150
OG0006171	Bo1g039440	g10330
OG0006172	Bo5g027330, Bo8g068440	g13919
OG0006173	Bo9g028120, Bo8g102420, Bo7g003780	g20862
OG0006174	Bo3g066760, Bo5g127190, Bo1g128530	g06701
OG0006175	Bo6g022290	g25622
OG0006176	Bo7g089150, Bo9g009340, Bo2g149820	g15892
OG0006177	Bo8g106030, Bo5g020890, Bo8g066470	g10036
OG0006178	Bo8g110840, Bo5g010420	g05120
OG0006179	Bo4g027100	g18425
OG0006180	Bo2g023630, Bo3g015600, Bo9g149820	g11984
OG0006181	Bo3g107770, Bo2g164040, Bo9g014920	g12219
OG0006182	Bo4g129610, Bo8g023080	g21351
OG0006183	Bo7g054190, Bo5g045050	g08065
OG0006184	Bo9g178850, Bo2g006590	g15725
OG0006185	Bo6g120080	g22844
OG0006186	Bo8g010650, Bo4g167890	g07021
OG0006187	Bo6g077970, Bo8g096240	g05462
OG0006188	Bo9g104890	g08296, g31616
OG0006189	Bo6g118480, Bo6g118460, Bo6g118440	g00953
OG0006190	Bo9g135690, Bo8g045930, Bo9g151930	g26664
OG0006191	Bo9g166010	g19263
OG0006192	Bo2g140420, Bo9g008160	g20513
OG0006193	Bo9g184800, Bo3g001740	g19490
OG0006194	Bo2g047340, Bo3g023000, Bo9g108620	g08216
OG0006195	Bo6g107090, Bo6g096020, Bo2g061080	g14728
OG0006196	Bo1g017920, Bo7g105490, Bo28129s010	g22655
OG0006197	Bo6g097180, Bo2g057760, Bo6g106730	g14768
OG0006198	Bo3g081960, Bo7g036480	g29228, g30130
OG0006199	Bo6g115800, Bo2g075640	g03987
OG0006200	Bo5g076300, Bo6g018370	g15243
OG0006201	Bo2g028870, Bo9g134750	g16900
OG0006202	Bo3g015610, Bo9g149800, Bo2g023640	g11982
OG0006203	Bo7g117340	g00382
OG0006204	Bo3g036450	g17981
OG0006205	Bo9g121170	g09218, g09227
OG0006206	Bo2g109220, Bo2g109240	g29101, g29098
OG0006207	Bo9g004000, Bo3g053240	g19712, g08843
OG0006208	Bo6g076890, Bo4g105010	g05584
OG0006209	Bo4g112640	g21157
OG0006210	Bo7g104640, Bo8g045780	g17209
OG0006211	Bo9g014400, Bo7g098190, Bo2g161210	g10862
OG0006212	Bo7g099410, Bo8g080060	g14980
OG0006213	Bo5g127450, Bo3g042600, Bo9g164050, Bo1g129750	g06732
OG0006214	Bo5g136990, Bo1g141340	g16244, g06515, g05948
OG0006215	Bo9g090770, Bo01127s010	g27063
OG0006216	Bo00950s030, Bo3g024710, Bo4g056210	g30012
OG0006217	Bo9g070070	g14533
OG0006218	Bo4g025210, Bo4g196040	g09724
OG0006219	Bo2g125690, Bo00418s190, Bo2g125670	g28493
OG0006220	Bo6g108810, Bo2g121120, Bo2g063030	g25215
OG0006221	Bo6g082100	g01327
OG0006222	Bo6g030590	g15123
OG0006223	Bo3g065140	g05750
OG0006224	Bo2g002550, Bo3g001880	g19457
OG0006225	Bo5g049010	g16016
OG0006226	Bo8g112430, Bo8g055880, Bo5g009040	g18249
OG0006227	Bo01309s020, Bo2g041620, Bo3g022030	g09378
OG0006228	Bo2g076840, Bo6g091480, Bo08693s010, Bo6g115940	g04007
OG0006230	Bo7g066870, Bo9g059440	g17530
OG0006231	Bo9g061070, Bo1g100010, Bo2g125730	g31399
OG0006232	Bo3g063990, Bo5g136840	g05932
OG0006233	Bo2g004110, Bo9g181940, Bo3g002370	g15848
OG0006234	Bo8g038300, Bo1g057660	g31569, g20112
OG0006235	Bo4g125390, Bo7g101510, Bo8g080650	g28368
OG0006236	Bo8g066210, Bo8g106610, Bo5g019950, Bo02954s010	g10116
OG0006237	Bo01279s020, Bo3g014070	g12098, g25741
OG0006238	Bo4g101150	g05426
OG0006239	Bo9g035400	g22942
OG0006240	Bo7g065190	g23763
OG0006241	Bo6g065080, Bo4g142030	g22447
OG0006242	Bo7g059460, Bo5g034260	g13433
OG0006243	Bo2g166000, Bo3g102770	g12419, g18309
OG0006244	Bo6g025980, Bo3g179610	g18409
OG0006245	Bo3g078760, Bo1g105690, Bo5g098810	g11279
OG0006246	Bo7g095880, Bo9g011330, Bo2g158610	g14092
OG0006247	Bo8g067140, Bo8g104890, Bo5g023780	g09848
OG0006248	Bo1g006620	g10891
OG0006249	Bo5g064310	g18804
OG0006250	Bo9g020380, Bo7g063980	g07304
OG0006251	Bo9g169500	g10698
OG0006252	Bo6g122420, Bo2g094830	g01454
OG0006253	Bo6g099270, Bo2g051290	g08515
OG0006254	Bo8g097910, Bo4g098740	g05333
OG0006255	Bo8g077540	g16765
OG0006256	Bo8g065410, Bo5g015060	g04728
OG0006257	Bo1g124830, Bo5g126520, Bo3g068180	g06622
OG0006258	Bo9g027830, Bo7g005590	g20928
OG0006259	Bo4g159990, Bo8g098950	g29248
OG0006260	Bo6g119970, Bo6g085080	g01139
OG0006261	Bo5g148300	g06170
OG0006262	Bo3g064880, Bo1g139440, Bo1g139420	g05801
OG0006263	Bo7g043380, Bo5g064300	g18803
OG0006264	Bo3g023100, Bo4g158840	g31148
OG0006265	Bo1g006220, Bo7g117620, Bo3g155760	g00330
OG0006266	Bo2g095800	g01588
OG0006267	Bo2g107530, Bo9g093840	g26574
OG0006269	Bo7g085900, Bo2g144910	g28192
OG0006270	Bo9g174790	g23831
OG0006271	Bo5g034450, Bo7g059400	g13412
OG0006272	Bo5g082600, Bo3g179700	g21907, g21908
OG0006273	Bo01279s010, Bo9g152120, Bo3g014080	g12097
OG0006274	Bo3g065930, Bo1g134590	g06832
OG0006275	Bo01074s050, Bo5g034370	g13418
OG0006276	Bo8g084900	g11495
OG0006277	Bo8g066900, Bo8g105240	g09899
OG0006278	Bo8g104080, Bo5g025830	g31444, g13971
OG0006279	Bo9g147040, Bo3g017220, Bo2g024600	g10872
OG0006280	Bo9g126280	g24096
OG0006281	Bo7g117410, Bo7g117420	g00367
OG0006282	Bo6g026130, Bo6g042560	g21943
OG0006283	Bo8g107270, Bo5g017800	g04686
OG0006284	Bo6g092660, Bo2g075420	g03970
OG0006285	Bo1g040630	g02688
OG0006286	Bo7g021330, Bo3g088820	g14285
OG0006287	Bo3g071400, Bo5g121270	g21547
OG0006288	Bo2g165340, Bo2g165330, Bo3g107090, Bo9g015220	g12282
OG0006289	Bo7g005360	g11862
OG0006290	Bo7g114820, Bo1g011820	g00913
OG0006291	Bo5g009150, Bo8g056940, Bo00891s030	g18235
OG0006292	Bo8g091500, Bo6g072640	g21134
OG0006293	Bo9g181210, Bo9g181250	g15752
OG0006294	Bo7g093030, Bo2g151850	g29192
OG0006295	Bo2g013320, Bo9g161740, Bo3g012260	g00085
OG0006296	Bo5g019240, Bo3g127630	g29297
OG0006297	Bo1g019180, Bo7g105690	g22625
OG0006298	Bo7g040260, Bo1g101610	g27173
OG0006299	Bo5g027930, Bo8g069820, Bo7g062090	g13864
OG0006300	Bo7g106240, Bo3g157300, Bo1g019910	g15359
OG0006301	Bo7g095790, Bo2g158560, Bo9g011300	g14079
OG0006302	Bo3g037060, Bo4g194780	g18079
OG0006303	Bo8g090410, Bo4g115380	g11638
OG0006304	Bo9g133360, Bo9g015120	g16854
OG0006305	Bo8g100430, Bo4g151600	g08692
OG0006306	Bo4g164830	g27210
OG0006307	Bo9g014540, Bo2g161620, Bo7g098530	g10815
OG0006308	Bo3g039480, Bo4g197470, Bo4g005750	g09620
OG0006309	Bo3g023420, Bo2g048080	g08311
OG0006310	Bo5g058500, Bo3g143820	g13071
OG0006311	Bo9g171190, Bo3g007030	g10612
OG0006312	Bo2g002470, Bo9g184840	g04843, g19494
OG0006313	Bo3g007390	g10670
OG0006314	Bo9g017610, Bo3g103590	g12339
OG0006316	Bo3g094150, Bo7g010190	g21982
OG0006317	Bo01108s050, Bo5g024000	g25924
OG0006318	Bo8g097810	g05350
OG0006319	Bo5g050570, Bo8g070020	g13560
OG0006320	Bo4g019790, Bo4g170670	g24210, g18010
OG0006321	Bo3g081930, Bo1g101240, Bo7g038960	g24025
OG0006322	Bo4g021180	g18072
OG0006323	Bo1g005280, Bo3g153770	g03027
OG0006325	Bo5g131830, Bo1g134710	g06855
OG0006326	Bo8g105410, Bo5g022010	g09935
OG0006327	Bo4g119930, Bo6g068050	g11466
OG0006328	Bo9g164260, Bo3g010220	g00239
OG0006329	Bo1g144020, Bo2g075550, Bo5g137650	g06025
OG0006330	Bo7g078040, Bo2g133760	g14495
OG0006331	Bo4g025500, Bo4g188850	g12588
OG0006332	Bo3g171010, Bo7g115930	g00662
OG0006333	Bo3g009680, Bo9g166060	g19274
OG0006335	Bo8g107500, Bo5g015210	g04742
OG0006336	Bo3g134140	g27693
OG0006337	Bo3g104710, Bo3g104700, Bo9g017550	g12321
OG0006338	Bo4g023810	g18132
OG0006339	Bo2g034310	g23426
OG0006340	Bo4g071620	g07108
OG0006341	Bo4g043770, Bo3g027250	g03235
OG0006342	Bo8g094960, Bo6g076840	g05609
OG0006343	Bo9g028160, Bo8g102410, Bo7g003710	g25864
OG0006344	Bo3g175830	g04228
OG0006345	Bo1g120540, Bo5g123050	g16161
OG0006346	Bo7g103790	g20279
OG0006347	Bo3g101220, Bo9g018140	g07537
OG0006348	Bo3g010550, Bo2g012730	g00206
OG0006349	Bo2g092510, Bo1g049520	g01297
OG0006350	Bo2g083930, Bo6g086310, Bo6g119670	g01091
OG0006351	Bo7g114140, Bo3g175820	g04224
OG0006352	Bo3g039180, Bo4g009360	g09695
OG0006353	Bo6g077140, Bo8g095280	g31741
OG0006354	Bo3g148990, Bo5g062900	g23728
OG0006355	Bo9g183590, Bo3g001890, Bo2g002590	g19455
OG0006356	Bo5g133540, Bo3g064840	g05805
OG0006357	Bo8g042090, Bo1g055430, Bo7g103980	g20229
OG0006358	Bo8g098620	g30184
OG0006359	Bo3g044690, Bo2g110350	g25346
OG0006360	Bo8g070320	g13503, g13505
OG0006361	Bo6g121070	g01266
OG0006362	Bo5g027970, Bo8g069840	g13862
OG0006363	Bo5g117350	g21611
OG0006364	Bo8g016760	g19039
OG0006365	Bo2g155470, Bo7g094780	g17910
OG0006366	Bo8g055820, Bo8g112470	g18256
OG0006367	Bo4g043720, Bo4g181910, Bo3g027300	g31761
OG0006368	Bo1g051410, Bo8g054250	g04418
OG0006369	Bo8g115180, Bo8g004520	g02163
OG0006370	Bo7g050340, Bo3g140010	g08186
OG0006371	Bo8g066370, Bo8g106120	g10047
OG0006372	Bo3g028060, Bo02486s010, Bo3g028050, Bo4g039280	g03372
OG0006373	Bo6g079360	g05361, g05362
OG0006374	Bo1g036890, Bo3g155430	g10468
OG0006375	Bo5g003240, Bo8g117380	g01867
OG0006376	Bo7g082610, Bo2g139110	g20728
OG0006377	Bo3g027330	g03241
OG0006378	Bo9g009690, Bo01327s010	g25086
OG0006379	Bo3g022850, Bo9g110960, Bo2g046020	g23021
OG0006380	Bo4g083590, Bo1g090350	g30667
OG0006381	Bo7g087490, Bo2g148060, Bo9g008870	g24179
OG0006382	Bo3g183920, Bo6g029480	g15041
OG0006383	Bo6g099300	g08525
OG0006384	Bo2g009050	g23800, g30315
OG0006385	Bo9g184990, Bo3g001530	g19521
OG0006386	Bo6g068230, Bo5g104730, Bo4g118440, Bo8g084890	g11494
OG0006387	Bo8g070360, Bo7g061390, Bo5g030650	g13490
OG0006388	Bo9g065500	g07737, g31819
OG0006389	Bo8g027440, Bo7g054600	g29554, g08004
OG0006390	Bo6g080400, Bo2g095970, Bo6g124540	g01608
OG0006391	Bo4g136040	g27818
OG0006392	Bo4g027110, Bo4g187710, Bo3g032680	g18423
OG0006393	Bo7g075230	g22456
OG0006394	Bo9g176650, Bo3g003630	g15522
OG0006395	Bo9g130620, Bo3g019500	g24133
OG0006396	Bo7g041060, Bo5g065730, Bo2g121200	g27536
OG0006397	Bo7g083990	g20789
OG0006398	Bo4g020940	g18034
OG0006399	Bo4g019620, Bo4g194080, Bo3g036400	g17978
OG0006400	Bo6g122140, Bo2g093520	g01419
OG0006401	Bo4g077080, Bo00966s010, Bo4g161420	g26184
OG0006402	Bo8g058070, Bo8g112270	g18213
OG0006403	Bo4g026040	g12526
OG0006404	Bo01101s010, Bo04030s010, Bo01101s030, Bo9g046660	g27058
OG0006405	Bo6g034370, Bo6g051170, Bo3g184910	g27942
OG0006406	Bo3g035800	g16650
OG0006407	Bo7g087200, Bo2g150040, Bo2g147650	g08604
OG0006408	Bo8g083500	g11441
OG0006409	Bo4g120520, Bo8g083210, Bo6g067660	g11395
OG0006410	Bo4g098820, Bo8g097740	g05364
OG0006411	Bo3g014000	g12107
OG0006412	Bo3g029880, Bo4g185900	g03501
OG0006413	Bo4g144050, Bo4g137300, Bo00955s010	g25050
OG0006414	Bo4g176150	g07881
OG0006415	Bo3g143640	g13016
OG0006416	Bo8g081870, Bo7g100770	g14916
OG0006417	Bo8g077770, Bo1g078950, Bo3g109610	g16803
OG0006418	Bo3g101400, Bo2g166190, Bo9g018060	g07560
OG0006419	Bo2g032890, Bo9g128520	g24125
OG0006420	Bo3g038960, Bo4g195750	g09835, g09767
OG0006421	Bo4g024870, Bo3g038920	g09773
OG0006422	Bo6g077870, Bo8g096120	g05446
OG0006423	Bo6g097280, Bo4g052570, Bo7g064060	g07296
OG0006424	Bo1g155070, Bo5g151370	g02470
OG0006425	Bo7g095270, Bo9g010910	g21853
OG0006426	Bo4g014670, Bo3g035890, Bo4g191250	g17263
OG0006427	Bo9g009810, Bo7g092760	g27720
OG0006428	Bo2g014050, Bo3g012810	g13318
OG0006429	Bo1g045320	g04618
OG0006430	Bo1g009910	g00685
OG0006431	Bo7g064510, Bo2g167780	g07255
OG0006432	Bo6g099240	g30504
OG0006433	Bo8g116100	g18850
OG0006434	Bo5g137830	g06057
OG0006435	Bo8g075190, Bo1g072550, Bo5g041260	g30502
OG0006436	Bo00796s060, Bo6g116510	g04073
OG0006437	Bo7g096320, Bo9g011530	g14160
OG0006438	Bo9g015210, Bo3g107110	g12279
OG0006440	Bo8g055840	g18252
OG0006441	Bo8g099780, Bo4g154620, Bo3g042180	g08832
OG0006442	Bo4g191390	g17295
OG0006443	Bo5g035020, Bo7g060040	g01325, g32019
OG0006444	Bo4g036170, Bo3g029820, Bo4g185810	g03495
OG0006445	Bo7g097610, Bo9g014080	g27760
OG0006446	Bo5g146900, Bo3g058680	g06249
OG0006447	Bo3g060420, Bo5g144750, Bo1g150080	g06407
OG0006448	Bo2g086410, Bo6g119890	g01127
OG0006449	Bo3g035740, Bo4g013400	g24446
OG0006450	Bo1g006390, Bo7g117470	g00362
OG0006451	Bo4g027180	g18412
OG0006452	Bo9g152080, Bo3g014100, Bo2g020730	g12093
OG0006453	Bo2g127110, Bo9g061460, Bo4g144100	g26378
OG0006454	Bo8g032300, Bo5g067050	g27581
OG0006455	Bo9g117330, Bo2g041820	g09402
OG0006456	Bo9g164270, Bo3g010210	g00242
OG0006457	Bo3g001800, Bo9g184700, Bo2g002510	g19473
OG0006458	Bo9g178900, Bo2g006620	g11959, g15720
OG0006459	Bo5g126580, Bo1g124970	g06638
OG0006460	Bo5g130440, Bo1g134480	g06817
OG0006461	Bo4g069230, Bo4g166690	g07041
OG0006462	Bo9g174550, Bo3g004810, Bo2g008970	g23812
OG0006463	Bo2g007350, Bo3g003960, Bo9g175910	g15602
OG0006464	Bo3g023120, Bo9g108370	g08234
OG0006465	Bo2g137280, Bo9g075670, Bo2g137270	g31827
OG0006466	Bo9g102530	g08357
OG0006467	Bo1g139880, Bo7g081330, Bo12700s010, Bo5g136220	g05870
OG0006468	Bo1g051140, Bo8g054110	g04449
OG0006469	Bo3g035000, Bo4g012630, Bo4g190220	g12635
OG0006470	Bo6g082080, Bo2g092880, Bo2g092810, Bo6g121430	g01328
OG0006471	Bo7g096170	g14132
OG0006472	Bo9g029530, Bo9g033970	g22966
OG0006473	Bo09176s010, Bo2g147760, Bo2g148090, Bo7g087510	g24182
OG0006474	Bo1g141370, Bo5g137030	g05953
OG0006475	Bo7g099080, Bo1g080120, Bo8g079060	g22277
OG0006476	Bo4g021250	g18083
OG0006477	Bo9g148250, Bo2g024240, Bo3g016960	g27121
OG0006478	Bo9g161830, Bo3g012160	g00093
OG0006479	Bo1g104960	g22743
OG0006480	Bo2g062920	g25230
OG0006481	Bo4g024150, Bo4g195250	g28027
OG0006482	Bo9g065590, Bo2g131480, Bo7g075760	g07747
OG0006483	Bo12025s010	g14303, g29330
OG0006484	Bo3g171070, Bo1g009870, Bo7g115870	g00680
OG0006485	Bo9g176480	g15546
OG0006486	Bo6g043900, Bo8g025760, Bo5g083900	g29449
OG0006487	Bo4g173090, Bo3g024680, Bo3g024690	g30015
OG0006488	Bo9g117230, Bo2g042090	g09410
OG0006489	Bo2g133510, Bo7g077760, Bo9g069660	g07857
OG0006490	Bo7g118630	g02955
OG0006491	Bo7g097810, Bo9g014270, Bo2g160980	g27734
OG0006492	Bo3g168920, Bo7g116830, Bo1g007350	g00494
OG0006493	Bo7g111240	g04560
OG0006494	Bo9g014260, Bo7g097790, Bo2g160970	g27736
OG0006495	Bo4g145770, Bo8g101990	g23921
OG0006496	Bo8g040630, Bo02108s010, Bo8g040610, Bo3g185180, Bo3g185170	g20174
OG0006497	Bo9g009190, Bo7g088920, Bo2g149570	g28136
OG0006498	Bo4g024860, Bo3g038900	g09774
OG0006499	Bo6g035960	g28613
OG0006500	Bo2g075520, Bo6g114740	g03978
OG0006501	Bo3g143280, Bo5g054690	g12979
OG0006502	Bo3g153630, Bo1g004970	g03000
OG0006503	Bo5g131810, Bo1g134680	g06854
OG0006504	Bo4g034820, Bo3g030040	g03533
OG0006505	Bo5g020800, Bo8g106090	g10044
OG0006506	Bo4g059650, Bo3g024400	g24240
OG0006507	Bo8g036870, Bo3g149310	g21393
OG0006508	Bo4g190430	g12664
OG0006509	Bo4g151340	g20990
OG0006510	Bo7g109100, Bo1g037170	g10453
OG0006511	Bo00958s030, Bo2g012440, Bo3g010150	g00254
OG0006512	Bo6g094620, Bo6g112300, Bo2g068460	g03811
OG0006513	Bo9g002500, Bo2g098760	g19777
OG0006514	Bo4g098180	g05269
OG0006515	Bo5g135070	g05851
OG0006516	Bo1g051540, Bo7g105110, Bo9g169930, Bo9g042180	g31671
