Orthogroup	Brassica_oleracea	Capsella_rubella
OG0005670	Bo7g072570, Bo2g127280	Carub.0008s0252.1.p
OG0005671	Bo9g185050	Carub.0006s0050.1.p
OG0005672	Bo6g106990, Bo2g060040, Bo6g096060	Carub.0002s1506.1.p
OG0005673	Bo1g006760, Bo7g117180, Bo3g167250	Carub.0007s0524.1.p
OG0005674	Bo6g039750, Bo6g027980, Bo6g027780	Carub.0001s4128.1.p
OG0005675	Bo4g187570, Bo3g032420	Carub.0004s2034.1.p
OG0005676	Bo4g034970, Bo4g186060, Bo4g186050, Bo3g029980	Carub.0004s1797.1.p
OG0005677	Bo5g116810, Bo8g092990	Carub.0005s2570.1.p
OG0005678	Bo3g167410, Bo1g006870	Carub.0007s0539.1.p
OG0005679	Bo2g155960, Bo9g011080, Bo7g095430	Carub.0006s2395.1.p
OG0005680	Bo4g024610, Bo4g195510	Carub.0004s2802.1.p
OG0005681	Bo4g195150, Bo4g024030, Bo3g037370	Carub.0004s2731.1.p
OG0005682	Bo3g153990, Bo1g005490, Bo7g118090	Carub.0007s0365.1.p
OG0005683	Bo1g007660	Carub.0007s0632.1.p
OG0005684	Bo5g015320	Carub.0001s1287.1.p
OG0005685	Bo5g008790, Bo8g010960, Bo8g112630	Carub.0001s0752.1.p
OG0005686	Bo01440s010, Bo9g020270, Bo7g063690	Carub.0008s2714.1.p
OG0005687	Bo4g186890, Bo4g030610	Carub.0004s1929.1.p
OG0005688	Bo6g067110, Bo4g122750	Carub.0002s1411.1.p, Carub.0002s1407.1.p
OG0005689	Bo3g024860, Bo4g173620	Carub.0004s1208.1.p
OG0005690	Bo3g013620, Bo9g153960, Bo2g017780	Carub.0006s1752.1.p
OG0005691	Bo1g141030, Bo5g136470	Carub.0003s1081.1.p
OG0005692	Bo3g068130, Bo5g126550, Bo1g124900	Carub.0007s2767.1.p
OG0005693	Bo9g061540	Carub.0008s0247.1.p
OG0005694	Bo00285s530, Bo7g083910	Carub.0005s0485.1.p
OG0005695	Bo6g106810, Bo6g106830, Bo6g106630	Carub.0002s1470.1.p
OG0005696	Bo9g059800, Bo7g067270	Carub.0008s0424.1.p
OG0005697	Bo9g014360, Bo2g161140, Bo7g098050	Carub.0008s2155.1.p
OG0005698	Bo8g038150	Carub.0007s2759.1.p
OG0005699	Bo7g104320	Carub.0007s2530.1.p
OG0005700	Bo2g165780, Bo2g165770, Bo3g103260	Carub.0008s2433.1.p, Carub.0008s2435.1.p
OG0005701	Bo8g020430, Bo6g008100	Carub.0001s3579.1.p
OG0005702	Bo7g091120	Carub.0003s0253.1.p
OG0005703	Bo4g187790, Bo3g032770	Carub.0004s2076.1.p
OG0005704	Bo1g138440, Bo3g065460, Bo5g132640	Carub.0003s1269.1.p
OG0005705	Bo5g086610, Bo6g046710, Bo2g158850	Carub.0001s3205.1.p
OG0005706	Bo3g008910, Bo2g011010	Carub.0006s1113.1.p
OG0005707	Bo3g012690, Bo9g160110	Carub.0006s1580.1.p
OG0005708	Bo6g123740, Bo6g081090	Carub.0002s2615.1.p
OG0005710	Bo3g006680, Bo9g171990, Bo2g009900	Carub.0006s0899.1.p
OG0005712	Bo8g067970	Carub.0007s1476.1.p
OG0005713	Bo3g064620, Bo1g139780, Bo5g135090	Carub.0003s1119.1.p
OG0005714	Bo2g002400, Bo3g010460, Bo3g001590	Carub.0006s0078.1.p
OG0005715	Bo1g014420, Bo7g114310, Bo3g175710	Carub.0007s1041.1.p
OG0005716	Bo8g108160	Carub.0001s1214.1.p
OG0005717	Bo8g066480, Bo8g106020, Bo5g020900	Carub.0001s1523.1.p
OG0005721	Bo4g064690, Bo4g064680, Bo00613s060	Carub.0008s0354.1.p
OG0005722	Bo8g108710, Bo8g108720, Bo8g108750	Carub.0001s1143.1.p
OG0005723	Bo2g056330	Carub.0001s1753.1.p
OG0005724	Bo8g076570, Bo1g076870	Carub.0005s1410.1.p
OG0005725	Bo8g100400, Bo2g131390, Bo01455s020, Bo6g050770, Bo6g080640, Bo8g054290, Bo4g074140, Bo1g098620, Bo6g003580, Bo4g039250, Bo5g121320, Bo2g018570, Bo8g067240, Bo5g052300, Bo5g020140, Bo3g044520	Carub.0012s0017.1.p
OG0005726	Bo3g044370	Carub.0006s2812.1.p
OG0005727	Bo1g006680	Carub.0007s0516.1.p
OG0005728	Bo2g161790, Bo3g108180	Carub.0005s0295.1.p, Carub.0008s2266.1.p
OG0005729	Bo2g064210, Bo6g109150, Bo6g109130	Carub.0002s1626.1.p
OG0005730	Bo3g081830, Bo2g064550	Carub.0003s2383.1.p
OG0005731	Bo9g010920, Bo01097s030, Bo2g156210	Carub.0006s2417.1.p
OG0005745	Bo4g004670	Carub.0004s3001.1.p
OG0005746	Bo4g003500, Bo3g039700	Carub.0004s3019.1.p
OG0005747	Bo5g133050, Bo3g065200, Bo1g138800	Carub.0003s1227.1.p
OG0005748	Bo1g027090	Carub.0007s1912.1.p
OG0005749	Bo1g147720, Bo3g060820	Carub.0003s0632.1.p
OG0005750	Bo3g009360, Bo9g166440	Carub.0006s1199.1.p
OG0005751	Bo7g101010, Bo1g059060, Bo8g081440	Carub.0005s1796.1.p
OG0005752	Bo7g104630, Bo1g053480	Carub.0007s2476.1.p
OG0005753	Bo3g018990, Bo2g028920, Bo9g133640	Carub.0008s1856.1.p
OG0005754	Bo1g072540, Bo3g136960, Bo3g113820	Carub.0005s1406.1.p
OG0005755	Bo1g019340	Carub.0007s2304.1.p
OG0005755	Bo8g050040, Bo1g019380	Carub.0007s2306.1.p, Carub.0007s1799.1.p
OG0005756	Bo7g043440, Bo5g063200, Bo8g037920	Carub.0001s2884.1.p
OG0005757	Bo2g016490, Bo3g013160, Bo9g155940	Carub.0006s1671.1.p
OG0005758	Bo6g031110, Bo6g031100	Carub.0001s4223.1.p
OG0005759	Bo5g004560, Bo8g002920	Carub.0001s0358.1.p
OG0005760	Bo8g028560, Bo5g049540	Carub.0001s3129.1.p
OG0005761	Bo8g083740, Bo4g119870	Carub.0005s2116.1.p
OG0005762	Bo3g083280	Carub.0003s2479.1.p
OG0005763	Bo8g077230, Bo3g111240	Carub.0005s1485.1.p
OG0005765	Bo5g025450	Carub.0001s1805.1.p, Carub.0001s1808.1.p
OG0005766	Bo2g064390, Bo6g110290, Bo6g095270	Carub.0002s1635.1.p
OG0005767	Bo8g016720, Bo5g071250	Carub.0001s3660.1.p
OG0005768	Bo2g023250, Bo9g150390	Carub.0006s1919.1.p
OG0005769	Bo3g112260, Bo8g077200	Carub.0005s1481.1.p
OG0005770	Bo7g105820, Bo7g105850	Carub.0007s2310.1.p, Carub.0004s0792.1.p
OG0005771	Bo8g092010, Bo6g073020, Bo4g111040	Carub.0005s2444.1.p
OG0005772	Bo3g031320, Bo4g031120, Bo4g186440	Carub.0004s1871.1.p
OG0005773	Bo8g097440	Carub.0005s2868.1.p
OG0005774	Bo9g045280	Carub.0002s0524.1.p
OG0005775	Bo9g149620, Bo9g105990, Bo3g015780	Carub.0006s1981.1.p, Carub.0006s1989.1.p, Carub.0006s1985.1.p
OG0005777	Bo5g070930, Bo8g021910	Carub.0001s3509.1.p
OG0005778	Bo5g065820	Carub.0001s2962.1.p
OG0005779	Bo5g097030, Bo3g080180	Carub.0003s2259.1.p
OG0005780	Bo3g004030, Bo3g004000, Bo9g175850	Carub.0006s0565.1.p
OG0005781	Bo6g068290	Carub.0007s2913.1.p
OG0005782	Bo7g109360, Bo1g037600	Carub.0007s1694.1.p
OG0005783	Bo7g005690, Bo9g027730, Bo8g102660	Carub.0003s3383.1.p
OG0005784	Bo9g006290, Bo2g103300	Carub.0006s3395.1.p
OG0005785	Bo3g005360, Bo9g173660, Bo2g009630	Carub.0006s0838.1.p
OG0005786	Bo4g176160, Bo4g052330	Carub.0004s1261.1.p
OG0005787	Bo4g188200, Bo4g026360	Carub.0004s2152.1.p, Carub.0004s0709.1.p
OG0005788	Bo2g142810, Bo8g107130, Bo5g017950	Carub.0001s1366.1.p
OG0005789	Bo4g039060	Carub.0004s1674.1.p
OG0005790	Bo9g020440, Bo7g064130	Carub.0008s2747.1.p
OG0005791	Bo8g118210, Bo5g001290	Carub.0001s0017.1.p
OG0005792	Bo3g032540, Bo4g027160	Carub.0004s2055.1.p
OG0005793	Bo9g030990, Bo9g032310, Bo02237s020	Carub.0002s0024.1.p
OG0005794	Bo6g116480, Bo2g079330	Carub.0002s1989.1.p
OG0005795	Bo4g151050, Bo8g100780	Carub.0004s0192.1.p
OG0005796	Bo5g086840, Bo2g151860	Carub.0006s2599.1.p
OG0005797	Bo8g077290, Bo3g111110	Carub.0005s1493.1.p
OG0005798	Bo3g061780, Bo5g137790	Carub.0003s0914.1.p
OG0005799	Bo4g098550, Bo6g079610	Carub.0005s2938.1.p
OG0005800	Bo9g184740, Bo2g002490	Carub.0006s0106.1.p
OG0005801	Bo6g113260, Bo6g093040	Carub.0002s1854.1.p
OG0005802	Bo9g066880, Bo7g077130, Bo2g131880, Bo02553s010	Carub.0008s0083.1.p
OG0005803	Bo3g034600, Bo4g025680	Carub.0004s2213.1.p
OG0005804	Bo1g101350, Bo3g081890, Bo7g039070	Carub.0003s2408.1.p
OG0005807	Bo6g112700, Bo2g070790, Bo6g094440	Carub.0002s1788.1.p
OG0005808	Bo9g056010, Bo9g055960, Bo02457s010	Carub.0004s1434.1.p
OG0005809	Bo5g062280, Bo3g147560	Carub.0001s2828.1.p
OG0005810	Bo1g039320, Bo7g109760	Carub.0007s1627.1.p
OG0005811	Bo3g013190, Bo9g154860	Carub.0006s1678.1.p
OG0005812	Bo3g036380, Bo4g019600	Carub.0004s2560.1.p
OG0005813	Bo5g020010, Bo8g106560	Carub.0001s1456.1.p
OG0005814	Bo7g064380	Carub.0008s2764.1.p
OG0005815	Bo5g121390, Bo3g071340	Carub.0003s1769.1.p
OG0005816	Bo5g016860	Carub.0001s1216.1.p
OG0005817	Bo4g061250, Bo4g169520	Carub.0004s1076.1.p
OG0005818	Bo8g049860, Bo7g105730	Carub.0007s2326.1.p
OG0005819	Bo3g107760, Bo2g164050	Carub.0008s2298.1.p
OG0005820	Bo3g060460	Carub.0003s0567.1.p
OG0005821	Bo6g080220	Carub.0002s2731.1.p
OG0005822	Bo1g098330	Carub.0002s0357.1.p
OG0005823	Bo8g016380, Bo6g011040	Carub.0001s3726.1.p
OG0005824	Bo3g107100	Carub.0008s2355.1.p
OG0005825	Bo9g012630, Bo7g096790	Carub.0006s2230.1.p
OG0005826	Bo3g019230, Bo9g133340, Bo2g030240	Carub.0008s1812.1.p
OG0005827	Bo1g145120, Bo3g061550, Bo5g140080	Carub.0003s0751.1.p
OG0005828	Bo4g012820, Bo4g190570, Bo3g035250	Carub.0004s2320.1.p
OG0005829	Bo1g060490, Bo8g081880	Carub.0005s1747.1.p
OG0005830	Bo2g032920, Bo9g128480	Carub.0008s1744.1.p
OG0005831	Bo3g060870, Bo5g143130, Bo1g147670	Carub.0003s0639.1.p
OG0005832	Bo5g132010, Bo1g134830	Carub.0003s1339.1.p
OG0005833	Bo5g010630, Bo8g059220, Bo8g059230	Carub.0001s0961.1.p
OG0005834	Bo7g116270, Bo1g007980	Carub.0007s0681.1.p
OG0005835	Bo1g098300, Bo4g086990, Bo1g098290	Carub.0002s0358.1.p
OG0005836	Bo9g018750, Bo3g099120	Carub.0008s2636.1.p
OG0005837	Bo3g185640, Bo6g035810	Carub.0001s4441.1.p
OG0005838	Bo1g055390, Bo7g104000, Bo8g042110	Carub.0007s2585.1.p
OG0005839	Bo9g183530, Bo3g001930	Carub.0006s0133.1.p
OG0005840	Bo9g172180	Carub.0006s0888.1.p
OG0005841	Bo2g094640, Bo2g132150, Bo06241s010	Carub.0002s2555.1.p
OG0005842	Bo1g087880	Carub.0002s0954.1.p, Carub.0006s2327.1.p
OG0005843	Bo3g003970, Bo9g175900	Carub.0006s0559.1.p
OG0005844	Bo6g123710, Bo6g081110	Carub.0004s0086.1.p
OG0005845	Bo6g104050	Carub.0002s1402.1.p, Carub.0002s1406.1.p
OG0005847	Bo3g001360	Carub.0006s0023.1.p
OG0005848	Bo5g004110, Bo8g002620	Carub.0001s0294.1.p
OG0005849	Bo1g117630, Bo3g071490	Carub.0003s1817.1.p
OG0005850	Bo2g009310, Bo9g174070	Carub.0006s0791.1.p
OG0005851	Bo2g013770, Bo9g160140	Carub.0006s1575.1.p
OG0005852	Bo3g052740	Carub.0006s3511.1.p
OG0005853	Bo8g095670, Bo6g077470	Carub.0003s3282.1.p
OG0005854	Bo8g002690	Carub.0001s0309.1.p
OG0005855	Bo2g013130, Bo9g163090, Bo3g012100	Carub.0006s1475.1.p
OG0005856	Bo5g079950	Carub.0001s3957.1.p
OG0005857	Bo7g077730, Bo7g077060	Carub.0008s0019.1.p
OG0005858	Bo8g096130	Carub.0005s2831.1.p, Carub.0006s1683.1.p
OG0005859	Bo1g008730, Bo1g008780, Bo7g115890	Carub.0007s0760.1.p
OG0005860	Bo2g095840	Carub.0002s2698.1.p
OG0005861	Bo3g021350, Bo9g121040	Carub.0005s0950.1.p, Carub.0005s0937.1.p, Carub.0008s1616.1.p
OG0005862	Bo4g025640, Bo3g034650	Carub.0004s2219.1.p
OG0005863	Bo3g127640, Bo5g019250	Carub.0005s0985.1.p
OG0005864	Bo9g172010, Bo3g006670, Bo03342s010	Carub.0006s0897.1.p
OG0005865	Bo3g004040, Bo9g175820, Bo2g007410	Carub.0006s0569.1.p
OG0005866	Bo7g096270, Bo2g159050	Carub.0006s2287.1.p, Carub.0006s2288.1.p
OG0005867	Bo2g029110, Bo9g133470	Carub.0008s1825.1.p
OG0005868	Bo2g024530, Bo2g024540, Bo9g148110, Bo9g148080	Carub.0006s2067.1.p
OG0005869	Bo1g022090	Carub.0007s2118.1.p
OG0005870	Bo00956s010, Bo1g091780	Carub.0007s2089.1.p
OG0005871	Bo1g119430, Bo3g069000, Bo5g122830	Carub.0003s1732.1.p
OG0005872	Bo2g009090, Bo3g004920	Carub.0006s0733.1.p
OG0005873	Bo3g001260	Carub.0006s0007.1.p
OG0005874	Bo2g011600, Bo9g166320, Bo3g009410	Carub.0006s1210.1.p
OG0005875	Bo2g093040	Carub.0002s2469.1.p
OG0005876	Bo1g005600	Carub.0005s0489.1.p, Carub.0007s0381.1.p
OG0005877	Bo1g010020, Bo7g115840	Carub.0007s0773.1.p
OG0005879	Bo3g162650, Bo1g023980, Bo3g162660, Bo7g107360	Carub.0007s2020.1.p
OG0005880	Bo8g066110, Bo5g019780	Carub.0001s1433.1.p
OG0005881	Bo2g074020, Bo6g093030	Carub.0002s1856.1.p
OG0005882	Bo1g027230, Bo7g107930	Carub.0007s1895.1.p
OG0005883	Bo1g053340	Carub.0007s2468.1.p
OG0005884	Bo3g097710, Bo2g168190, Bo9g018910	Carub.0008s2668.1.p
OG0005885	Bo9g171620, Bo2g010170	Carub.0006s0950.1.p
OG0005886	Bo1g078800, Bo3g109740, Bo8g077630	Carub.0005s1546.1.p
OG0005887	Bo7g116590	Carub.0007s0635.1.p
OG0005888	Bo3g083520, Bo7g033000	Carub.0003s2491.1.p
OG0005889	Bo4g195520, Bo4g024620	Carub.0004s2803.1.p
OG0005890	Bo6g120430	Carub.0002s2330.1.p
OG0005891	Bo5g143370	Carub.0003s0605.1.p
OG0005892	Bo6g107080, Bo6g096030	Carub.0002s1511.1.p
OG0005893	Bo5g001120	Carub.0006s3673.1.p
OG0005895	Bo4g142210, Bo6g065270	Carub.0007s3389.1.p
OG0005896	Bo1g002960, Bo7g118850, Bo3g152770	Carub.0007s0188.1.p
OG0005897	Bo4g190200, Bo3g034970	Carub.0004s2271.1.p
OG0005898	Bo9g019070, Bo2g168110, Bo8g004690	Carub.0008s2692.1.p
OG0005899	Bo8g081780, Bo7g100830	Carub.0005s1759.1.p
OG0005900	Bo3g024370, Bo7g075470, Bo03867s010	Carub.0008s0136.1.p
OG0005901	Bo1g020110, Bo3g157480, Bo7g106400	Carub.0007s2222.1.p
OG0005902	Bo3g185320, Bo3g185720	Carub.0001s4451.1.p
OG0005903	Bo3g146400, Bo5g060990, Bo7g045020	Carub.0001s2801.1.p
OG0005904	Bo8g064840, Bo5g016830	Carub.0001s1220.1.p
OG0005905	Bo3g127660	Carub.0005s0987.1.p
OG0005906	Bo4g104850	Carub.0005s2743.1.p
OG0005907	Bo7g065580	Carub.0008s0507.1.p, Carub.0008s0504.1.p
OG0005908	Bo6g116050, Bo6g091390	Carub.0002s1945.1.p
OG0005909	Bo8g106550, Bo5g020030	Carub.0001s1458.1.p
OG0005911	Bo8g071010, Bo5g034720	Carub.0001s2114.1.p
OG0005912	Bo4g001200	Carub.0004s3032.1.p
OG0005913	Bo3g022970	Carub.0008s1324.1.p
OG0005914	Bo3g007270	Carub.0004s2183.1.p
OG0005915	Bo9g163570, Bo2g012900, Bo3g010840	Carub.0006s1422.1.p
OG0005916	Bo01074s040, Bo5g034380	Carub.0001s2088.1.p
OG0005917	Bo3g059060, Bo5g145160	Carub.0003s0499.1.p
OG0005918	Bo3g045340, Bo02313s010	Carub.0006s3060.1.p
OG0005919	Bo2g064190, Bo6g109090	Carub.0005s0630.1.p
OG0005920	Bo3g015250	Carub.0006s1896.1.p
OG0005921	Bo7g063880	Carub.0008s2725.1.p
OG0005922	Bo8g042150, Bo7g104070	Carub.0007s2578.1.p
OG0005923	Bo9g169880, Bo3g007280	Carub.0006s1030.1.p
OG0005924	Bo3g068420, Bo1g123440, Bo5g124890	Carub.0003s1623.1.p
OG0005925	Bo3g002340, Bo2g004070	Carub.0006s0224.1.p
OG0005926	Bo9g171920	Carub.0006s0907.1.p, Carub.0006s0909.1.p
OG0005927	Bo3g052390, Bo3g185540, Bo9g006040, Bo2g100600	Carub.0002s0799.1.p
OG0005928	Bo1g002530, Bo7g119220, Bo3g149940	Carub.0007s0132.1.p
OG0005929	Bo1g023860, Bo3g162750, Bo7g107310	Carub.0007s2031.1.p
OG0005930	Bo6g097160, Bo2g057780, Bo6g106740	Carub.0002s1483.1.p
OG0005932	Bo7g101290, Bo7g081650, Bo5g118690, Bo2g137230	Carub.0005s0302.1.p
OG0005933	Bo9g022360, Bo3g087000	Carub.0003s2775.1.p
OG0005934	Bo8g065050, Bo8g092520, Bo5g016590	Carub.0001s1258.1.p
OG0005935	Bo6g121950, Bo6g081700, Bo2g093370	Carub.0002s2521.1.p
OG0005938	Bo3g061330, Bo5g141380, Bo1g147300	Carub.0003s0711.1.p
OG0005939	Bo7g065270, Bo9g058910	Carub.0008s0544.1.p
OG0005940	Bo2g050530, Bo2g102040, Bo00626s010	Carub.0008s1130.1.p
OG0005941	Bo3g081760, Bo7g040580, Bo1g101960	Carub.0003s2364.1.p
OG0005942	Bo4g045890, Bo4g177880, Bo3g026630	Carub.0004s1366.1.p
OG0005943	Bo4g184770, Bo3g028660	Carub.0004s1765.1.p
OG0005944	Bo3g024120	Carub.0008s1068.1.p, Carub.0008s1077.1.p
OG0005945	Bo9g100030	Carub.0008s1123.1.p, Carub.0008s1124.1.p
OG0005946	Bo7g118790, Bo3g054690	Carub.0006s3664.1.p
OG0005947	Bo7g010200, Bo3g094140	Carub.0003s3254.1.p
OG0005948	Bo4g042370, Bo3g027480	Carub.0004s1551.1.p
OG0005949	Bo8g061440, Bo8g108600	Carub.0001s1155.1.p
OG0005950	Bo4g052380, Bo4g176000	Carub.0004s1244.1.p
OG0005951	Bo5g005310, Bo8g115280	Carub.0001s0446.1.p
OG0005952	Bo8g050300, Bo1g038940	Carub.0007s1667.1.p
OG0005953	Bo3g013440	Carub.0006s1726.1.p
OG0005954	Bo3g175310, Bo1g011770	Carub.0007s0959.1.p
OG0005955	Bo9g183400, Bo2g002720	Carub.0006s0153.1.p
OG0005956	Bo2g025380	Carub.0008s2047.1.p
OG0005957	Bo9g148440, Bo2g023950	Carub.0006s2020.1.p
OG0005958	Bo8g001230	Carub.0001s0209.1.p
OG0005959	Bo1g102220	Carub.0003s2346.1.p
OG0005960	Bo5g004150, Bo8g115890	Carub.0001s0299.1.p
OG0005961	Bo7g081440	Carub.0005s0281.1.p, Carub.0005s2415.1.p
OG0005962	Bo2g036440, Bo3g021110	Carub.0008s1658.1.p
OG0005963	Bo5g152850, Bo3g055440	Carub.0003s0126.1.p
OG0005964	Bo7g100580, Bo8g080330	Carub.0005s1726.1.p
OG0005965	Bo9g174750, Bo2g008920	Carub.0006s0705.1.p
OG0005966	Bo3g184680, Bo6g033210	Carub.0001s4358.1.p
OG0005967	Bo8g061380, Bo5g014990	Carub.0001s1141.1.p
OG0005968	Bo3g001920, Bo9g183570	Carub.0006s0128.1.p
OG0005969	Bo2g022040, Bo3g015280	Carub.0006s1901.1.p
OG0005970	Bo3g039870, Bo4g170600	Carub.0004s1102.1.p
OG0005972	Bo1g011750	Carub.0007s0958.1.p
OG0005973	Bo00795s110	Carub.0001s1243.1.p, Carub.0002s0185.1.p
OG0005974	Bo9g183170, Bo2g003880	Carub.0006s0194.1.p
OG0005975	Bo4g184500	Carub.0004s1738.1.p
OG0005976	Bo7g116320	Carub.0007s0671.1.p
OG0005977	Bo3g169310	Carub.0006s2840.1.p
OG0005978	Bo7g098570, Bo9g014570	Carub.0008s2205.1.p
OG0005979	Bo1g101230, Bo2g092720, Bo7g038830	Carub.0003s2420.1.p
OG0005980	Bo2g011860, Bo3g009800, Bo7g060160	Carub.0006s1262.1.p
OG0005981	Bo3g031390, Bo4g031070, Bo4g186460	Carub.0004s1874.1.p
OG0005982	Bo3g015670, Bo9g149760	Carub.0006s1967.1.p
OG0005983	Bo9g109740, Bo3g022960	Carub.0008s1325.1.p
OG0005984	Bo9g149710, Bo2g023700, Bo3g015740, Bo02052s010	Carub.0006s1973.1.p
OG0005985	Bo4g186930, Bo4g030560, Bo3g031730	Carub.0004s1938.1.p
OG0005986	Bo3g007240, Bo9g169940	Carub.0006s1023.1.p
OG0005987	Bo3g018110, Bo9g139420, Bo2g026730	Carub.0008s2013.1.p
OG0005988	Bo8g084810, Bo4g119800	Carub.0005s2125.1.p
OG0005989	Bo9g018600, Bo00615s130, Bo3g099350	Carub.0008s2618.1.p
OG0005990	Bo2g083920, Bo6g119660, Bo6g086320	Carub.0002s2235.1.p
OG0005991	Bo3g021150, Bo9g123680, Bo2g036460	Carub.0008s1656.1.p
OG0005992	Bo4g195460, Bo4g024540	Carub.0004s2797.1.p
OG0005993	Bo2g160920, Bo9g014140	Carub.0006s2120.1.p
OG0005994	Bo4g131050, Bo00805s020	Carub.0007s2912.1.p
OG0005996	Bo1g080180, Bo8g079010	Carub.0005s1611.1.p
OG0005997	Bo8g049470, Bo1g017590	Carub.0007s2390.1.p
OG0005998	Bo7g039000, Bo3g081920, Bo1g101270	Carub.0008s0045.1.p
OG0005999	Bo3g099220, Bo00615s020, Bo9g018720	Carub.0008s2627.1.p
OG0006000	Bo3g150120, Bo1g002540, Bo7g119200	Carub.0007s0133.1.p
OG0006001	Bo8g004170, Bo8g115410, Bo5g004810	Carub.0001s0393.1.p
OG0006002	Bo09629s010, Bo6g071060, Bo8g090720	Carub.0005s2307.1.p
OG0006004	Bo9g181820, Bo2g004170, Bo3g002510	Carub.0006s0259.1.p
OG0006005	Bo4g134690, Bo8g030500, Bo6g056300	Carub.0007s3136.1.p
OG0006006	Bo3g055010, Bo5g154010	Carub.0003s0039.1.p
OG0006007	Bo4g040060	Carub.0004s1593.1.p
OG0006008	Bo7g098270, Bo9g014430, Bo2g161250	Carub.0008s2167.1.p
OG0006009	Bo9g163470, Bo2g012930, Bo3g010860	Carub.0055s0003.1.p, Carub.0006s1430.1.p
OG0006010	Bo5g133430	Carub.0003s1182.1.p
OG0006011	Bo2g002660, Bo9g183490	Carub.0006s0141.1.p
OG0006012	Bo9g121130, Bo3g021290	Carub.0008s1627.1.p
OG0006013	Bo8g105120, Bo8g066940	Carub.0001s1680.1.p
OG0006014	Bo6g069880, Bo8g090330	Carub.0005s2270.1.p
OG0006015	Bo3g044450, Bo9g086970	Carub.0006s2830.1.p
OG0006017	Bo3g003710, Bo2g007150	Carub.0006s0503.1.p
OG0006019	Bo3g168850, Bo1g007230	Carub.0007s0581.1.p
OG0006020	Bo5g010700, Bo8g059270	Carub.0001s0967.1.p
OG0006021	Bo8g105860, Bo8g066580	Carub.0001s1561.1.p
OG0006022	Bo7g109530	Carub.0007s1663.1.p
OG0006023	Bo9g134840, Bo2g028700	Carub.0008s1877.1.p
OG0006024	Bo3g100470, Bo00615s260, Bo00790s010	Carub.0008s2597.1.p
OG0006025	Bo3g106830, Bo9g016340	Carub.0008s2367.1.p, Carub.0008s2328.1.p
OG0006026	Bo8g058040, Bo5g009290	Carub.0001s0815.1.p
OG0006027	Bo7g109350, Bo1g037590	Carub.0007s1695.1.p
OG0006028	Bo2g011370, Bo9g166660	Carub.0006s1173.1.p
OG0006029	Bo8g080960, Bo4g125640	Carub.0005s1844.1.p
OG0006030	Bo6g022570	Carub.0001s3986.1.p
OG0006031	Bo6g029340, Bo6g031250	Carub.0001s4238.1.p
OG0006032	Bo3g064790, Bo1g139540, Bo5g133610	Carub.0003s1153.1.p
OG0006033	Bo8g016540	Carub.0004s0917.1.p, Carub.0001s3716.1.p
OG0006034	Bo5g131770	Carub.0003s1361.1.p
OG0006035	Bo4g077050	Carub.0004s0758.1.p
OG0006036	Bo4g154850, Bo04481s010, Bo4g154840	Carub.0004s0405.1.p
OG0006037	Bo2g032460, Bo3g019350, Bo9g133060	Carub.0008s1784.1.p
OG0006038	Bo9g026100, Bo7g011350	Carub.0003s3243.1.p
OG0006039	Bo3g074600, Bo1g111260, Bo1g088070, Bo5g112370	Carub.0003s1983.1.p
OG0006040	Bo4g140260, Bo6g064520	Carub.0004s2745.1.p
OG0006041	Bo7g104860, Bo7g104820, Bo1g053030	Carub.0007s2439.1.p
OG0006042	Bo6g019800	Carub.0151s0002.1.p
OG0006043	Bo5g023580, Bo8g105010, Bo8g067000	Carub.0001s1695.1.p
OG0006044	Bo6g121200, Bo6g083390	Carub.0002s2412.1.p
OG0006045	Bo4g165290, Bo4g071600	Carub.0004s0930.1.p
OG0006046	Bo2g005380, Bo2g131490	Carub.0006s0307.1.p
OG0006047	Bo8g059680, Bo8g109230	Carub.0001s1038.1.p
OG0006048	Bo9g097300, Bo2g050660	Carub.0008s1089.1.p
OG0006049	Bo4g002350	Carub.0004s3045.1.p
OG0006050	Bo1g078670	Carub.0005s1538.1.p
OG0006051	Bo7g104680, Bo1g053420, Bo8g045790	Carub.0007s2471.1.p
OG0006052	Bo9g173580, Bo3g005380	Carub.0006s0847.1.p
OG0006053	Bo4g112660, Bo6g072400	Carub.0005s2365.1.p
OG0006054	Bo3g065180, Bo1g138820, Bo5g133080	Carub.0003s1225.1.p
OG0006055	Bo8g030160, Bo5g048790, Bo5g089440	Carub.0001s3053.1.p
OG0006057	Bo00285s640, Bo9g008070	Carub.0005s0508.1.p
OG0006060	Bo5g039950, Bo8g075020	Carub.0001s2340.1.p
OG0006061	Bo5g132830, Bo1g138530, Bo3g065410	Carub.0003s1256.1.p
OG0006063	Bo3g009550, Bo3g009520, Bo9g166230	Carub.0006s1221.1.p
OG0006064	Bo9g092640	Carub.0006s3070.1.p
OG0006065	Bo2g085260, Bo6g119790	Carub.0002s2253.1.p
OG0006066	Bo9g045350	Carub.0002s0531.1.p
OG0006068	Bo1g147230, Bo5g141280	Carub.0003s0724.1.p
OG0006069	Bo3g004350, Bo9g175480, Bo2g008640	Carub.0006s0641.1.p
OG0006070	Bo3g005530, Bo9g172290, Bo2g009800	Carub.0006s0874.1.p
OG0006071	Bo2g018530, Bo3g013920, Bo9g152190	Carub.0006s1835.1.p
OG0006072	Bo1g107200, Bo5g102290	Carub.0003s2123.1.p, Carub.0003s2122.1.p
