Orthogroup	Brassica_oleracea	Tarenaya_hassleriana
OG0005527	Bo5g064500, Bo5g064480, Bo03832s010	Th2v01395, Th2v27857
OG0005528	Bo3g001830, Bo2g002530, Bo03663s010, Bo01214s010, Bo9g184670	Th2v19969
OG0005529	Bo9g025940, Bo7g009990	Th2v03036, Th2v21518, Th2v12253
OG0005530	Bo4g150900, Bo7g118800	Th2v03149, Th2v02374, Th2v12741
OG0005531	Bo9g059010	Th2v08938
OG0005532	Bo4g187540, Bo3g032350, Bo4g027570	Th2v03731, Th2v14560
OG0005533	Bo5g120020, Bo1g118790	Th2v26368, Th2v27741
OG0005534	Bo8g106100, Bo8g066410, Bo5g020790	Th2v10248
OG0005535	Bo2g137070, Bo7g081460, Bo9g074400	Th2v00154, Th2v28724
OG0005536	Bo9g010310, Bo5g146830	Th2v11164, Th2v18477
OG0005538	Bo3g029900, Bo4g035150	Th2v03612, Th2v29746
OG0005539	Bo2g158630, Bo7g095900	Th2v17641
OG0005541	Bo3g024200, Bo4g170610, Bo4g059980	Th2v01116, Th2v07470, Th2v15800
OG0005542	Bo9g014380, Bo7g098110, Bo2g161170, Bo2g161180	Th2v10945, Th2v11869, Th2v13841
OG0005543	Bo4g191330, Bo8g092340	Th2v13227, Th2v25863
OG0005544	Bo5g093480, Bo01066s010	Th2v24595, Th2v18684, Th2v30001
OG0005545	Bo2g032830, Bo3g019520, Bo9g129590	Th2v05547
OG0005546	Bo5g127270, Bo1g129670	Th2v00877, Th2v23786, Th2v27375, Th2v22022
OG0005547	Bo6g074410, Bo8g092380, Bo00895s050	Th2v13238, Th2v25874, Th2v03484, Th2v06841, Th2v15539
OG0005548	Bo3g012250, Bo00967s010, Bo9g161760, Bo9g151640	Th2v22982
OG0005549	Bo6g099030, Bo6g103720, Bo2g055720	Th2v28199, Th2v30557
OG0005550	Bo1g006230	Th2v12192
OG0005551	Bo7g115030, Bo3g175020, Bo1g011450	Th2v01812, Th2v12379
OG0005552	Bo4g016000, Bo4g191530, Bo3g036030	Th2v03496, Th2v06857
OG0005553	Bo8g092870, Bo6g076040, Bo4g108240	Th2v03517, Th2v13280, Th2v25913
OG0005554	Bo3g081510, Bo1g103550	Th2v19376, Th2v24788, Th2v30094
OG0005555	Bo3g026580	Th2v08125
OG0005556	Bo2g009280, Bo9g174150	Th2v24164
OG0005557	Bo9g026060, Bo7g011260	Th2v12242
OG0005558	Bo3g028210, Bo4g183100, Bo4g038940	Th2v01511, Th2v29213
OG0005559	Bo4g185950, Bo4g035120	Th2v06097, Th2v14806, Th2v30321
OG0005560	Bo2g023170, Bo3g015350, Bo9g151490	Th2v17997, Th2v18975
OG0005561	Bo9g111230, Bo3g022680, Bo2g045840	Th2v09710, Th2v28375
OG0005562	Bo3g035440, Bo4g013020, Bo4g190720	Th2v06779, Th2v15477
OG0005563	Bo6g010580, Bo9g058360	Th2v17246
OG0005564	Bo7g093410, Bo5g146720, Bo1g151780	Th2v11155, Th2v18482
OG0005565	Bo9g123640, Bo2g036470, Bo3g021160	Th2v09503, Th2v21687
OG0005566	Bo6g003330	Th2v23449, Th2v17198, Th2v31296
OG0005567	Bo7g015050, Bo3g092020, Bo9g024360	Th2v02493, Th2v02901
OG0005568	Bo7g095180, Bo1g046570	Th2v11258
OG0005569	Bo7g084180, Bo2g140330	Th2v00273, Th2v06410, Th2v15109
OG0005570	Bo9g177280, Bo2g006890	Th2v20189, Th2v14388, Th2v22216
OG0005571	Bo8g017980	Th2v11038, Th2v17294
OG0005572	Bo4g195430, Bo4g024410, Bo3g037670	Th2v22511
OG0005573	Bo2g133490, Bo9g069650, Bo7g077710	Th2v17097, Th2v27220
OG0005574	Bo3g082080, Bo02198s010	Th2v25331, Th2v25349, Th2v19519
OG0005575	Bo3g013640	Th2v11271
OG0005576	Bo9g072880, Bo2g136690, Bo7g080940	Th2v08399, Th2v24432
OG0005577	Bo7g059830, Bo5g034620, Bo8g070960	Th2v05710, Th2v20797, Th2v09859
OG0005578	Bo7g095730, Bo01911s010, Bo2g158470	Th2v29590, Th2v29589, Th2v29592
OG0005579	Bo8g068670, Bo8g065980, Bo5g019390	Th2v00104, Th2v28683
OG0005580	Bo6g108660, Bo6g095660, Bo6g095680, Bo2g062900	Th2v31314
OG0005581	Bo6g086340, Bo2g083780, Bo6g119600	Th2v04063, Th2v28033
OG0005582	Bo4g059810, Bo4g170730	Th2v08243, Th2v07459, Th2v15811
OG0005583	Bo3g003020, Bo9g177610, Bo2g006740, Bo9g177590	Th2v20159
OG0005584	Bo9g055820	Th2v12032, Th2v12033
OG0005585	Bo3g037320, Bo4g023900	Th2v07106, Th2v18071, Th2v12771, Th2v22458
OG0005586	Bo9g177560	Th2v08871
OG0005587	Bo1g138450, Bo3g065440	Th2v23616
OG0005588	Bo12827s010, Bo3g134730, Bo8g094370, Bo8g094380, Bo8g094360	Th2v10006, Th2v29007
OG0005589	Bo2g012390, Bo3g010100, Bo9g165380	Th2v23119, Th2v24688
OG0005590	Bo9g154770, Bo3g013220, Bo2g016580	Th2v11338, Th2v09023
OG0005592	Bo3g068060, Bo5g126590	Th2v23843, Th2v27321, Th2v23844, Th2v27320
OG0005593	Bo2g168270, Bo9g018800, Bo3g097960	Th2v13590
OG0005594	Bo9g076500, Bo9g076510	Th2v04385
OG0005595	Bo5g031990, Bo8g070590, Bo7g059710	Th2v05748, Th2v20842
OG0005596	Bo7g049760, Bo3g141650, Bo5g052120	Th2v03040, Th2v29583, Th2v29580
OG0005597	Bo2g150520, Bo7g092590	Th2v19490
OG0005598	Bo8g095360, Bo4g104880	Th2v07061, Th2v18112, Th2v12815, Th2v22504
OG0005599	Bo4g013140, Bo3g035530	Th2v06784, Th2v15482
OG0005600	Bo1g039780, Bo9g022010	Th2v11665, Th2v14163, Th2v26723
OG0005601	Bo9g011440, Bo7g096180, Bo2g158960	Th2v17463, Th2v30386
OG0005602	Bo2g110400	Th2v04641
OG0005603	Bo3g091870, Bo7g016100, Bo9g024290	Th2v02501, Th2v12120
OG0005604	Bo9g183410, Bo2g002710, Bo3g002040	Th2v08910, Th2v19998
OG0005605	Bo4g183220, Bo4g038760, Bo3g028250	Th2v29226
OG0005606	Bo2g091220, Bo6g120870, Bo6g083690	Th2v09823, Th2v05740, Th2v20831, Th2v31419
OG0005607	Bo5g005210	Th2v16023
OG0005608	Bo9g152410, Bo3g013870, Bo2g018410	Th2v02959, Th2v21596, Th2v19055
OG0005609	Bo8g090680, Bo01128s010	Th2v06735, Th2v15434
OG0005610	Bo2g008710, Bo7g098760	Th2v11888, Th2v13887
OG0005611	Bo3g040490	Th2v02779, Th2v25152
OG0005612	Bo3g028670, Bo4g036160, Bo4g184800	Th2v14688
OG0005613	Bo2g012760, Bo3g010700, Bo1g006960	Th2v23065
OG0005614	Bo4g013420, Bo3g035770	Th2v03461, Th2v06809, Th2v15507
OG0005615	Bo5g010880, Bo9g046610	Th2v05018, Th2v06126, Th2v14835
OG0005616	Bo8g068470, Bo5g027390	Th2v03772, Th2v05864, Th2v20966
OG0005617	Bo9g184860, Bo3g001690, Bo2g002450	Th2v08945, Th2v19945
OG0005618	Bo2g038890, Bo9g120720	Th2v11666, Th2v14164, Th2v26722
OG0005619	Bo9g117570, Bo3g021960, Bo3g021980	Th2v20402, Th2v28283, Th2v28286
OG0005620	Bo2g010220, Bo9g171570, Bo3g006880	Th2v21417, Th2v30062
OG0005621	Bo3g101600, Bo9g017970	Th2v13732, Th2v24176, Th2v01992
OG0005622	Bo5g068180, Bo2g008560, Bo8g031990	Th2v27797
OG0005623	Bo4g008170, Bo2g024720	Th2v12932, Th2v22629
OG0005626	Bo7g109320, Bo3g154260, Bo1g037500	Th2v04598, Th2v16842
OG0005627	Bo3g061110	Th2v18332, Th2v11439, Th2v24807
OG0005628	Bo9g157340	Th2v09160
OG0005629	Bo7g116490, Bo3g169320	Th2v12009, Th2v02574, Th2v02746
OG0005630	Bo5g003120, Bo6g123730, Bo6g081100, Bo2g095180	Th2v05641, Th2v23364
OG0005631	Bo3g107310	Th2v23995
OG0005632	Bo3g058940, Bo5g145370	Th2v11197, Th2v25443
OG0005633	Bo1g006640, Bo3g166990	Th2v02491, Th2v02904, Th2v12138
OG0005634	Bo9g097200, Bo3g024090, Bo2g050710	Th2v09370, Th2v23466
OG0005635	Bo8g081210, Bo7g101210, Bo4g125870	Th2v03718, Th2v14570
OG0005636	Bo9g183520, Bo2g002610, Bo3g001940	Th2v14463, Th2v08922, Th2v19983
OG0005637	Bo3g037100, Bo3g037090, Bo4g021240	Th2v03311, Th2v21851
OG0005638	Bo3g020840, Bo9g126060, Bo2g034170	Th2v09524, Th2v21696
OG0005639	Bo2g161820, Bo2g161830, Bo3g108110	Th2v13921
OG0005640	Bo3g007330, Bo9g169790	Th2v17580, Th2v19249
OG0005641	Bo6g121720	Th2v27968
OG0005642	Bo4g197150, Bo4g008180	Th2v07209, Th2v12931, Th2v22628, Th2v27532
OG0005644	Bo1g108220, Bo5g103530	Th2v21874
OG0005645	Bo1g040330, Bo7g110440	Th2v09758, Th2v26911
OG0005646	Bo4g059700, Bo4g170770, Bo3g024350	Th2v01124, Th2v10433, Th2v15832
OG0005648	Bo2g023260, Bo9g150230	Th2v01556, Th2v02260
OG0005649	Bo9g108520, Bo9g029070, Bo3g053000	Th2v04524, Th2v20504
OG0005650	Bo5g140180, Bo3g061430, Bo1g147160	Th2v11514, Th2v08592
OG0005651	Bo1g134740, Bo3g065850, Bo5g131870	Th2v23682, Th2v26111
OG0005652	Bo4g169470, Bo4g061290	Th2v08257
OG0005653	Bo5g050640, Bo8g070080	Th2v05805, Th2v20899, Th2v28119
OG0005654	Bo7g117650, Bo1g006120, Bo3g156800	Th2v12203
OG0005655	Bo1g150540, Bo5g145310, Bo3g058990	Th2v18456, Th2v11209, Th2v25448
OG0005656	Bo3g048700, Bo9g078310	Th2v06202, Th2v14905, Th2v00735, Th2v05400
OG0005657	Bo8g092060, Bo6g073100	Th2v03471
OG0005658	Bo3g012760, Bo9g159870, Bo2g013910	Th2v22896, Th2v30108
OG0005659	Bo8g108450, Bo9g093800, Bo5g017270	Th2v20592, Th2v20593
OG0005660	Bo4g149750, Bo8g101080	Th2v03166, Th2v12725
OG0005661	Bo2g163940, Bo9g014840	Th2v31238, Th2v31142
OG0005662	Bo5g133120, Bo1g138910, Bo3g065160	Th2v23582
OG0005663	Bo5g138100, Bo3g061870, Bo5g138110	Th2v08893
OG0005665	Bo9g111300, Bo3g022620, Bo2g044720	Th2v26958, Th2v09697, Th2v28358
OG0005666	Bo6g121880, Bo6g081750, Bo2g093310	Th2v04202, Th2v27958
OG0005667	Bo8g098940, Bo4g159930	Th2v02014, Th2v01957, Th2v11074
OG0005668	Bo7g115400, Bo1g010990	Th2v12412
OG0005669	Bo7g084050, Bo9g008080, Bo00285s650	Th2v00266, Th2v28496
OG0005670	Bo7g072570, Bo2g127280	Th2v29921, Th2v30617
OG0005671	Bo9g185050	Th2v19905
OG0005672	Bo6g106990, Bo2g060040, Bo6g096060	Th2v03953, Th2v24853
OG0005673	Bo1g006760, Bo7g117180, Bo3g167250	Th2v02887, Th2v12113
OG0005674	Bo6g039750, Bo6g027980, Bo6g027780	Th2v21942
OG0005675	Bo4g187570, Bo3g032420	Th2v03735, Th2v17965, Th2v17001
OG0005676	Bo4g034970, Bo4g186060, Bo4g186050, Bo3g029980	Th2v14667
OG0005677	Bo5g116810, Bo8g092990	Th2v16438
OG0005678	Bo3g167410, Bo1g006870	Th2v03131
OG0005679	Bo2g155960, Bo9g011080, Bo7g095430	Th2v19240, Th2v29014
OG0005680	Bo4g024610, Bo4g195510	Th2v07042, Th2v18130
OG0005681	Bo4g195150, Bo4g024030, Bo3g037370	Th2v07099, Th2v18078
OG0005682	Bo3g153990, Bo1g005490, Bo7g118090	Th2v03034, Th2v21520, Th2v12251
OG0005683	Bo3g169200, Bo1g007660	Th2v02781
OG0005684	Bo8g065220, Bo8g107610, Bo5g015320	Th2v28530, Th2v28532
OG0005685	Bo5g008790, Bo8g010960, Bo8g112630	Th2v08348
OG0005686	Bo01440s010, Bo9g020270, Bo7g063690	Th2v13533, Th2v14239, Th2v26643
OG0005687	Bo4g186890, Bo4g030610	Th2v14618, Th2v16973
OG0005688	Bo6g067110, Bo4g122750	Th2v03643
OG0005689	Bo3g024860, Bo4g173620	Th2v10471, Th2v15863
OG0005690	Bo3g013620, Bo9g153960, Bo2g017780	Th2v11301, Th2v24636
OG0005691	Bo1g141030, Bo5g136470	Th2v08746, Th2v20267
OG0005692	Bo3g068130, Bo5g126550, Bo1g124900	Th2v08565, Th2v19625
OG0005693	Bo9g061540	Th2v16574, Th2v27302
OG0005694	Bo00285s530, Bo7g083910	Th2v00256, Th2v28505
OG0005695	Bo6g106810, Bo6g106830, Bo6g106630	Th2v30865
OG0005696	Bo9g059800, Bo7g067270	Th2v16186, Th2v27051
OG0005697	Bo9g014360, Bo2g161140, Bo7g098050	Th2v11868, Th2v13837
OG0005698	Bo8g038150	Th2v19382
OG0005699	Bo7g104320	Th2v26307, Th2v27664
OG0005701	Bo8g020430, Bo6g008100	Th2v01236, Th2v31397
OG0005702	Bo7g091120, Bo3g057050	Th2v09136
OG0005703	Bo4g187790, Bo3g032770	Th2v06591, Th2v15290, Th2v30076
OG0005704	Bo1g138440, Bo3g065460, Bo5g132640	Th2v23618, Th2v26165
OG0005705	Bo5g086610, Bo6g046710, Bo2g158850	Th2v17121, Th2v10888, Th2v04676, Th2v04677
OG0005706	Bo3g008910, Bo2g011010	Th2v19154, Th2v17518, Th2v29947
OG0005707	Bo3g012690, Bo9g160110	Th2v18552
OG0005708	Bo6g123740, Bo6g081090	Th2v23363, Th2v10140, Th2v23362
OG0005709	Bo1g027240, Bo7g107940	Th2v10819, Th2v04448, Th2v16717
OG0005710	Bo3g006680, Bo9g171990, Bo2g009900	Th2v29334, Th2v11766, Th2v13594
OG0005711	Bo4g158730, Bo8g097260	Th2v04703
OG0005712	Bo8g067970	Th2v09881
OG0005713	Bo3g064620, Bo1g139780, Bo5g135090	Th2v20310
OG0005714	Bo2g002400, Bo3g010460, Bo3g001590	Th2v08951, Th2v19930, Th2v30985
OG0005715	Bo1g014420, Bo7g114310, Bo3g175710	Th2v01723, Th2v02140
OG0005716	Bo8g108160	Th2v06026, Th2v14734, Th2v20556
OG0005717	Bo8g066480, Bo8g106020, Bo5g020900	Th2v10239, Th2v23431
OG0005720	Bo3g175550, Bo1g051690, Bo1g051670, Bo3g175540	Th2v17932
OG0005721	Bo4g064690, Bo4g064680, Bo00613s060	Th2v04290
OG0005723	Bo6g098400, Bo2g056330	Th2v09964, Th2v30837
OG0005724	Bo8g076570, Bo1g076870	Th2v23982
OG0005726	Bo6g027960, Bo3g044370	Th2v10929, Th2v17138
OG0005727	Bo1g006680	Th2v02895, Th2v29757
OG0005728	Bo2g161790, Bo3g108180	Th2v11895, Th2v06338, Th2v15036
OG0005729	Bo2g064210, Bo6g109150, Bo6g109130	Th2v00108, Th2v25023, Th2v25626
OG0005730	Bo3g081830, Bo2g064550, Bo1g101650	Th2v09270, Th2v17374
OG0005732	Bo01206s010, Bo2g086560, Bo6g101180	Th2v31338, Th2v30546, Th2v30668, Th2v30536, Th2v30373, Th2v05411, Th2v31446, Th2v30884, Th2v30927, Th2v18203, Th2v31051, Th2v31169, Th2v31469, Th2v28315, Th2v07356, Th2v10724
OG0005738	Bo3g022860, Bo23181s010, Bo00641s140, Bo10911s010, Bo8g069810, Bo21288s010	Th2v31178, Th2v12867, Th2v14258, Th2v22082, Th2v31321, Th2v30791, Th2v31215, Th2v05401, Th2v29891, Th2v25121, Th2v22274, Th2v31219, Th2v30885
OG0005739	Bo3g049870, Bo4g024040, Bo1g097930	Th2v01233, Th2v27343, Th2v31242
OG0005745	Bo4g004670, Bo3g039590	Th2v12998, Th2v22700
OG0005746	Bo4g003500, Bo3g039700	Th2v07316, Th2v13011, Th2v22717
OG0005747	Bo5g133050, Bo3g065200, Bo1g138800	Th2v01033, Th2v26213
OG0005748	Bo1g027090	Th2v10805, Th2v04436, Th2v16707
OG0005749	Bo1g147720, Bo3g060820	Th2v08991
OG0005750	Bo3g009360, Bo9g166440	Th2v08654, Th2v11605, Th2v30449
OG0005752	Bo7g104630, Bo1g053480	Th2v10583
OG0005754	Bo1g072540, Bo3g136960, Bo3g113820	Th2v23992
OG0005756	Bo7g043440, Bo5g063200, Bo8g037920	Th2v10502, Th2v27879
OG0005757	Bo2g016490, Bo3g013160, Bo9g155940	Th2v22853
OG0005759	Bo5g004560, Bo8g002920	Th2v08046
OG0005760	Bo8g028560, Bo5g049540	Th2v04626
OG0005761	Bo8g083740, Bo4g119870	Th2v17687
OG0005762	Bo3g083280	Th2v25322, Th2v25361
OG0005763	Bo8g077230, Bo3g111240	Th2v09288, Th2v17355, Th2v14076
OG0005765	Bo5g025450	Th2v05905, Th2v21016
OG0005766	Bo2g064390, Bo6g110290, Bo6g095270	Th2v04002, Th2v25013
OG0005767	Bo8g016720, Bo5g071250	Th2v29059, Th2v30460
OG0005768	Bo2g023250, Bo9g150390	Th2v17990, Th2v21466
OG0005769	Bo3g112260, Bo8g077200	Th2v17745
OG0005770	Bo7g105820, Bo7g105850	Th2v02683, Th2v07415, Th2v10662
OG0005771	Bo8g092010, Bo6g073020, Bo4g111040	Th2v13197, Th2v25838
OG0005772	Bo3g031320, Bo4g031120, Bo4g186440	Th2v03652
OG0005773	Bo8g097440	Th2v07225
OG0005774	Bo9g045280	Th2v26360, Th2v27750
OG0005777	Bo5g070930, Bo8g021910	Th2v10990
OG0005778	Bo5g065820	Th2v10522, Th2v27828
OG0005779	Bo5g097030, Bo3g080180	Th2v19338
OG0005780	Bo3g004030, Bo3g004000, Bo9g175850	Th2v17714
OG0005782	Bo7g109360, Bo1g037600	Th2v31196, Th2v17256, Th2v17255, Th2v31468
OG0005783	Bo7g005690, Bo9g027730, Bo8g102660	Th2v01663
OG0005784	Bo9g006290, Bo2g103300	Th2v07971, Th2v16217
OG0005786	Bo4g176160, Bo4g052330	Th2v08180, Th2v15915
OG0005787	Bo4g188200, Bo4g026360	Th2v06659, Th2v15358, Th2v17772
OG0005788	Bo2g142810, Bo8g107130, Bo5g017950	Th2v28701
OG0005789	Bo4g039060, Bo9g137160, Bo9g137140	Th2v01416, Th2v27840
OG0005790	Bo9g020440, Bo7g064130	Th2v11715, Th2v13502
OG0005791	Bo8g118210, Bo5g001290	Th2v29256
OG0005792	Bo3g032540, Bo4g027160	Th2v14540, Th2v03749, Th2v09654
OG0005793	Bo9g030990, Bo9g032310, Bo02237s020	Th2v20440
OG0005794	Bo6g116480, Bo2g079330	Th2v05937, Th2v21058
OG0005795	Bo4g151050, Bo8g100780	Th2v02379, Th2v12746
OG0005796	Bo5g086840, Bo2g151860	Th2v17680
OG0005797	Bo8g077290, Bo3g111110	Th2v14079, Th2v17337
OG0005798	Bo3g061780, Bo5g137790	Th2v19141, Th2v20063
OG0005799	Bo4g098550, Bo6g079610	Th2v07291, Th2v13049, Th2v22757
OG0005800	Bo9g184740, Bo2g002490	Th2v19962
OG0005801	Bo6g113260, Bo6g093040	Th2v27907
OG0005802	Bo9g066880, Bo7g077130, Bo2g131880, Bo02553s010	Th2v17060
OG0005803	Bo3g034600, Bo4g025680	Th2v03380, Th2v22380
OG0005804	Bo1g101350, Bo3g081890, Bo7g039070	Th2v19474, Th2v28778
OG0005807	Bo6g112700, Bo2g070790, Bo6g094440	Th2v25742
OG0005808	Bo9g056010, Bo9g055960, Bo02457s010	Th2v00750, Th2v23442
OG0005809	Bo5g062280, Bo3g147560	Th2v03754, Th2v17030
OG0005810	Bo1g039320, Bo7g109760	Th2v09417, Th2v26812
OG0005811	Bo3g013190, Bo9g154860	Th2v11345, Th2v09020
OG0005812	Bo3g036380, Bo4g019600	Th2v06901, Th2v13311, Th2v25945
OG0005813	Bo5g020010, Bo8g106560	Th2v00043, Th2v05414
OG0005814	Bo7g064380	Th2v11704, Th2v14211, Th2v26671
OG0005815	Bo6g014410, Bo5g121390, Bo3g071340	Th2v26343, Th2v27625
OG0005816	Bo5g016860	Th2v04890
OG0005817	Bo4g061250, Bo4g169520	Th2v07486, Th2v15786
OG0005818	Bo8g049860, Bo7g105730	Th2v07420, Th2v10657, Th2v16509
OG0005819	Bo3g107760, Bo2g164050	Th2v13952
OG0005820	Bo3g060460	Th2v11312, Th2v28573
OG0005821	Bo6g080220	Th2v10241
OG0005822	Bo1g098330	Th2v20658
OG0005823	Bo8g016380, Bo6g011040	Th2v28950
OG0005824	Bo3g107100	Th2v09249, Th2v17396
OG0005825	Bo9g012630, Bo7g096790	Th2v21360, Th2v09245, Th2v17400, Th2v29471
OG0005826	Bo3g019230, Bo9g133340, Bo2g030240	Th2v09602, Th2v21754
OG0005827	Bo1g145120, Bo3g061550, Bo5g140080	Th2v08653, Th2v30448
OG0005828	Bo4g012820, Bo4g190570, Bo3g035250	Th2v28411
OG0005829	Bo1g060490, Bo8g081880	Th2v13444
OG0005830	Bo2g032920, Bo9g128480	Th2v09550, Th2v21719
OG0005831	Bo3g060870, Bo5g143130, Bo1g147670	Th2v11391, Th2v18363
OG0005832	Bo5g132010, Bo1g134830	Th2v23657, Th2v26096
OG0005833	Bo5g010630, Bo8g059220, Bo8g059230	Th2v05032, Th2v24275
OG0005834	Bo7g116270, Bo1g007980	Th2v02706
OG0005835	Bo1g098300, Bo4g086990, Bo1g098290	Th2v20660
OG0005836	Bo9g018750, Bo3g099120	Th2v11767, Th2v13595
OG0005837	Bo3g185640, Bo6g035810	Th2v23611, Th2v26186
OG0005838	Bo1g055390, Bo7g104000, Bo8g042110	Th2v18244, Th2v25499
OG0005839	Bo9g183530, Bo3g001930	Th2v19981, Th2v08923, Th2v14464
OG0005840	Bo9g172180	Th2v13606, Th2v29342
OG0005841	Bo2g094640, Bo2g132150, Bo06241s010	Th2v10064
OG0005843	Bo3g003970, Bo9g175900	Th2v08698, Th2v14314, Th2v22138
OG0005844	Bo6g123710, Bo6g081110	Th2v23366
OG0005845	Bo6g104050	Th2v28229
OG0005847	Bo3g001360	Th2v14507, Th2v19885
OG0005848	Bo5g004110, Bo8g002620	Th2v16181
OG0005849	Bo1g117630, Bo3g071490	Th2v26379, Th2v27728
OG0005850	Bo2g009310, Bo9g174070	Th2v11819
OG0005851	Bo2g013770, Bo9g160140	Th2v18554, Th2v22925
OG0005852	Bo3g052740	Th2v07908, Th2v27016
OG0005853	Bo8g095670, Bo6g077470	Th2v07156
OG0005854	Bo8g002690	Th2v16205
OG0005855	Bo2g013130, Bo9g163090, Bo3g012100	Th2v23000
OG0005856	Bo5g079950	Th2v20367
OG0005857	Bo7g077730, Bo7g077060	Th2v10616
OG0005858	Bo8g096130	Th2v03683, Th2v12904, Th2v22599
OG0005859	Bo1g008730, Bo1g008780, Bo7g115890	Th2v02019, Th2v07763
OG0005860	Bo2g095840	Th2v10201
OG0005861	Bo3g021350, Bo9g121040	Th2v09471
OG0005862	Bo4g025640, Bo3g034650	Th2v22033
OG0005863	Bo3g127640, Bo5g019250	Th2v18928
OG0005864	Bo9g172010, Bo3g006670, Bo03342s010	Th2v29335, Th2v29338
OG0005865	Bo3g004040, Bo9g175820, Bo2g007410	Th2v17717
OG0005867	Bo2g029110, Bo9g133470	Th2v05582
OG0005868	Bo2g024530, Bo2g024540, Bo9g148110, Bo9g148080	Th2v17914
OG0005869	Bo1g022090	Th2v04276, Th2v16608
OG0005870	Bo00956s010, Bo1g091780	Th2v16629
OG0005871	Bo1g119430, Bo3g069000, Bo5g122830	Th2v25540
OG0005872	Bo2g009090, Bo3g004920	Th2v24138
OG0005873	Bo3g001260	Th2v14515, Th2v08979, Th2v08980
OG0005874	Bo2g011600, Bo9g166320, Bo3g009410	Th2v24743
OG0005875	Bo2g093040	Th2v27988, Th2v27990
OG0005876	Bo1g005600	Th2v12235, Th2v02426, Th2v12236
OG0005877	Bo1g010020, Bo7g115840	Th2v02023
OG0005878	Bo9g163600	Th2v16940, Th2v23042
OG0005879	Bo3g162650, Bo1g023980, Bo3g162660, Bo7g107360	Th2v04357, Th2v16655
OG0005880	Bo8g066110, Bo5g019780	Th2v00069, Th2v06518, Th2v15216
OG0005881	Bo2g074020, Bo6g093030	Th2v21174, Th2v27909
OG0005882	Bo1g027230, Bo7g107930	Th2v10818
OG0005883	Bo1g053340	Th2v00770
OG0005885	Bo9g171620, Bo2g010170	Th2v17462, Th2v21410
OG0005886	Bo1g078800, Bo3g109740, Bo8g077630	Th2v21338
OG0005887	Bo7g116590, Bo3g169210	Th2v02561, Th2v12040
OG0005888	Bo3g083520, Bo7g033000	Th2v19547
OG0005889	Bo4g195520, Bo4g024620	Th2v07130, Th2v12837, Th2v22526
OG0005890	Bo6g120430	Th2v05778, Th2v20873, Th2v09786
OG0005891	Bo1g147860, Bo5g143370	Th2v09010, Th2v18378, Th2v11362
OG0005892	Bo6g107080, Bo6g096030	Th2v07793, Th2v29691, Th2v24859
OG0005893	Bo5g001120	Th2v16459
OG0005895	Bo4g142210, Bo6g065270	Th2v20482, Th2v06061, Th2v14769
OG0005896	Bo1g002960, Bo7g118850, Bo3g152770	Th2v12705
OG0005897	Bo4g190200, Bo3g034970	Th2v23473, Th2v23474
OG0005898	Bo9g019070, Bo2g168110, Bo8g004690	Th2v13546
OG0005899	Bo8g081780, Bo7g100830	Th2v14152, Th2v26734
OG0005900	Bo3g024370, Bo7g075470, Bo03867s010	Th2v27162
OG0005901	Bo1g020110, Bo3g157480, Bo7g106400	Th2v27289, Th2v07375, Th2v10704
OG0005902	Bo3g185320, Bo3g185720	Th2v01947, Th2v23602
OG0005903	Bo3g146400, Bo5g060990, Bo7g045020	Th2v26567
OG0005904	Bo8g064840, Bo5g016830	Th2v20551, Th2v04888, Th2v06028
OG0005905	Bo3g127660	Th2v18924
OG0005906	Bo4g104850, Bo8g095400	Th2v07056, Th2v18117, Th2v12820, Th2v22509
OG0005907	Bo7g065580	Th2v00552
OG0005908	Bo6g116050, Bo6g091390	Th2v10009
OG0005909	Bo8g106550, Bo5g020030	Th2v06535, Th2v15234
OG0005911	Bo8g071010, Bo5g034720	Th2v28023, Th2v30957, Th2v30839
OG0005912	Bo4g001200	Th2v13029, Th2v22736, Th2v25804, Th2v27574, Th2v29930
OG0005913	Bo9g109730, Bo3g022970	Th2v02114, Th2v26953
OG0005915	Bo9g163570, Bo2g012900, Bo3g010840	Th2v18639
OG0005916	Bo01074s040, Bo5g034380	Th2v04130, Th2v09846
OG0005917	Bo3g059060, Bo5g145160	Th2v18443, Th2v25455, Th2v25456
OG0005918	Bo3g045340, Bo02313s010	Th2v04529, Th2v10846
OG0005919	Bo2g064190, Bo6g109090	Th2v26353, Th2v27613
OG0005921	Bo7g063880	Th2v13524, Th2v14233, Th2v26649
OG0005922	Bo8g042150, Bo7g104070	Th2v18246, Th2v26270
OG0005923	Bo9g169880, Bo3g007280	Th2v17593, Th2v19263
OG0005924	Bo3g068420, Bo1g123440, Bo5g124890	Th2v00826
OG0005925	Bo3g002340, Bo2g004070	Th2v14442
OG0005926	Bo9g171920	Th2v03039, Th2v28824
OG0005927	Bo3g052390, Bo3g185540, Bo9g006040, Bo2g100600	Th2v00797
OG0005928	Bo1g002530, Bo7g119220, Bo3g149940	Th2v03226, Th2v12534
OG0005929	Bo1g023860, Bo3g162750, Bo7g107310	Th2v07661, Th2v15631, Th2v08363
OG0005930	Bo6g097160, Bo2g057780, Bo6g106740	Th2v03961, Th2v24829
OG0005932	Bo7g101290, Bo7g081650, Bo5g118690, Bo2g137230	Th2v14263, Th2v22087
OG0005933	Bo9g022360, Bo3g087000	Th2v08502, Th2v19721
