Orthogroup	Brassica_oleracea	Arabidopsis_lyrata
OG0006577	Bo6g056030	scaffold_703196.1
OG0006578	Bo7g080010, Bo2g134720	fgenesh2_kg.5__97__AT2G01880.1
OG0006579	Bo8g004290, Bo5g004970, Bo8g115380	fgenesh2_kg.1__427__AT1G04880.1
OG0006580	Bo6g090330, Bo6g116190	fgenesh2_kg.2__1546__AT1G72790.1
OG0006581	Bo2g073000, Bo6g113110, Bo2g073010, Bo6g094120	fgenesh2_kg.2__1419__AT1G71692.1
OG0006582	Bo6g077920, Bo8g097240	fgenesh2_kg.5__2649__AT3G61690.1
OG0006583	Bo8g097630, Bo02373s010, Bo6g079220	scaffold_503490.1, scaffold_503480.1, fgenesh1_pg.C_scaffold_5001467
OG0006584	Bo9g167890, Bo3g009080, Bo2g011170	scaffold_601335.1
OG0006585	Bo7g080310, Bo2g136010	fgenesh1_pm.C_scaffold_5000100
OG0006586	Bo4g036300, Bo3g028400	fgenesh2_kg.4__1583__AT2G35630.1
OG0006588	Bo9g029430	Al_scaffold_0002_106
OG0006589	Bo3g065080, Bo1g139060, Bo5g133330	fgenesh2_kg.3__1326__AT3G12660.1
OG0006590	Bo4g198510, Bo00954s080	fgenesh2_kg.4__2955__AT2G47190.1
OG0006591	Bo1g039100, Bo8g050320, Bo7g109600	scaffold_701874.1
OG0006592	Bo1g008750, Bo1g008560, Bo1g008580, Bo7g115960	fgenesh2_kg.7__829__AT4G32980.1
OG0006593	Bo9g036740, Bo4g094120	fgenesh2_kg.5__1018__AT3G46560.1
OG0006594	Bo7g095780, Bo9g011290, Bo2g158550	scaffold_602684.1
OG0006595	Bo3g023750, Bo9g101100	fgenesh2_kg.8__1028__AT5G51410.2
OG0006596	Bo5g155130, Bo1g158920	scaffold_300074.1
OG0006598	Bo1g037400, Bo7g109280	fgenesh2_kg.7__1894__AT4G24015.1
OG0006599	Bo6g116520, Bo2g080430, Bo2g080440	fgenesh2_kg.2__1584__AT1G73220.1
OG0006600	Bo2g168000, Bo9g020190, Bo7g063660	fgenesh1_pg.C_scaffold_8002607
OG0006601	Bo2g011880	Al_scaffold_0001_4587
OG0006602	Bo9g078210	Al_scaffold_0003_3731
OG0006602	Bo3g091700	scaffold_501357.1, fgenesh1_pm.C_scaffold_8000398
OG0006603	Bo6g068110, Bo3g034270, Bo00774s040, Bo3g007530, Bo8g071450, Bo4g140670, Bo9g148330, Bo1g150380, Bo3g039030	scaffold_704210.1, Al_scaffold_0022_1, scaffold_704211.1
OG0006603	Bo4g154950	scaffold_701039.1
OG0006604	Bo1g150350, Bo6g024670, Bo6g024690	Al_scaffold_0845_1
OG0006605	Bo5g120080, Bo9g035560	fgenesh1_pg.C_scaffold_2000260
OG0006606	Bo1g075710	fgenesh1_pm.C_scaffold_1003432, fgenesh1_pm.C_scaffold_5000966, fgenesh1_pm.C_scaffold_5000967
OG0006607	Bo5g141960	fgenesh1_pm.C_scaffold_3000577
OG0006607	Bo1g147620	scaffold_300823.1
OG0006608	Bo4g096920, Bo2g120970, Bo7g041220, Bo5g065580	fgenesh2_kg.1__3284__AT1G30880.1
OG0006609	Bo8g004150, Bo8g003080, Bo8g003110, Bo6g006900, Bo8g003100, Bo8g004120, Bo8g115440	scaffold_100431.1, fgenesh2_kg.1__404__AT1G04645.1
OG0006610	Bo3g065450, Bo5g132760	scaffold_301523.1
OG0006611	Bo00285s360	scaffold_500562.1
OG0006612	Bo9g177000, Bo2g007020, Bo3g003460	scaffold_600542.1
OG0006613	Bo1g003380, Bo3g153170	scaffold_700288.1
OG0006623	Bo4g181900, Bo4g043730	fgenesh2_kg.4__1343__AT2G33400.1
OG0006624	Bo8g112340, Bo5g009240	fgenesh2_kg.1__903__AT1G08760.1
OG0006625	Bo9g174480, Bo2g009100	fgenesh2_kg.6__813__AT5G08420.1
OG0006626	Bo6g106710	fgenesh2_kg.2__1078__AT1G68300.1
OG0006627	Bo6g081260, Bo6g122570	fgenesh2_kg.2__2212__AT1G79110.1
OG0006628	Bo1g123240, Bo5g123740	scaffold_301963.1
OG0006629	Bo1g024380, Bo7g107500	fgenesh2_kg.7__2140__AT4G21680.1
OG0006630	Bo9g031010, Bo9g032200	fgenesh2_kg.2__17__AT1G64590.1
OG0006631	Bo6g098790, Bo2g056010	fgenesh2_kg.2__989__AT1G67560.1
OG0006632	Bo5g086720	fgenesh2_kg.1__3477__AT1G33500.1
OG0006633	Bo9g172210, Bo3g005550	fgenesh2_kg.6__1002__AT5G10370.1
OG0006634	Bo8g098990, Bo3g042040	fgenesh2_kg.4__487__AT2G25740.1
OG0006635	Bo1g144980, Bo5g139900, Bo3g062500	scaffold_300972.1
OG0006636	Bo4g139430	scaffold_105116.1
OG0006637	Bo2g050510, Bo00626s050	Al_scaffold_0001_490, fgenesh2_kg.8__1020__AT5G51330.1
OG0006638	Bo1g139560	fgenesh2_kg.3__1274__AT3G12140.3
OG0006639	Bo2g146320, Bo9g008480, Bo7g091340	fgenesh2_kg.5__612__AT3G28455.1
OG0006640	Bo3g021340	fgenesh1_pg.C_scaffold_8001604
OG0006641	Bo8g058170	scaffold_100942.1
OG0006642	Bo3g152530, Bo1g002790	fgenesh2_kg.7__189__AT4G39740.1
OG0006643	Bo4g118340, Bo8g085930, Bo6g068260	fgenesh2_kg.5__1883__AT3G54810.2
OG0006645	Bo7g095850	Al_scaffold_0006_2464
OG0006646	Bo1g008670, Bo1g008590, Bo1g008740, Bo1g008800	scaffold_700596.1
OG0006647	Bo7g089560, Bo9g009620	fgenesh2_kg.8__764__AT5G48850.1
OG0006648	Bo01026s020, Bo5g116760, Bo3g071950, Bo03331s010	scaffold_302247.1
OG0006649	Bo1g002900, Bo3g152630	fgenesh2_kg.7__202__AT4G39840.1
OG0006650	Bo4g038630	fgenesh2_kg.4__1568__AT2G35450.1
OG0006651	Bo2g009530, Bo9g173800	fgenesh2_kg.6__934__AT5G09790.2
OG0006652	Bo8g038000, Bo4g126930	scaffold_703169.1
OG0006653	Bo6g079850	scaffold_503631.1
OG0006655	Bo1g070870	fgenesh2_kg.5__1032__AT3G46670.1, fgenesh1_pg.C_scaffold_5001143
OG0006656	Bo8g020570	fgenesh2_kg.1__3800__AT1G45207.2
OG0006657	Bo5g005560, Bo8g115100	scaffold_100516.1
OG0006658	Bo3g068540, Bo5g123630	fgenesh1_pm.C_scaffold_3001465
OG0006659	Bo1g105190	fgenesh1_pg.C_scaffold_3002143, fgenesh1_pg.C_scaffold_5000530
OG0006660	Bo2g063000, Bo6g108760	fgenesh1_pm.C_scaffold_2000968
OG0006661	Bo7g050220	fgenesh2_kg.4__560__AT2G26430.1
OG0006662	Bo4g140180, Bo6g064470	fgenesh2_kg.7__3378__AT5G40420.1
OG0006663	Bo6g108570, Bo2g062600	fgenesh2_kg.2__1164__AT1G69050.1
OG0006664	Bo7g119550, Bo3g149620	Al_scaffold_0007_76
OG0006665	Bo6g050630, Bo6g031700	fgenesh2_kg.1__4466__AT1G53800.2
OG0006666	Bo4g197360, Bo4g006950	scaffold_403653.1
OG0006667	Bo9g153760	fgenesh2_kg.6__1967__AT5G19440.1, scaffold_703782.1
OG0006668	Bo7g104400, Bo1g054800	scaffold_702851.1
OG0006669	Bo6g068340, Bo8g087140	fgenesh2_kg.5__1897__AT3G54890.1
OG0006670	Bo8g070930, Bo5g034590	fgenesh1_pm.C_scaffold_1001829
OG0006671	Bo4g056260, Bo3g024750	scaffold_401549.1
OG0006672	Bo4g045490, Bo3g027070	fgenesh2_kg.4__1287__AT2G32850.2
OG0006673	Bo7g089320	scaffold_300878.1
OG0006674	Bo3g010330, Bo9g164080	scaffold_601584.1
OG0006675	Bo1g141360, Bo5g137020	fgenesh2_kg.3__1134__AT3G10920.1
OG0006676	Bo6g072520, Bo8g091360	fgenesh2_kg.5__2134__AT3G56990.1
OG0006677	Bo4g195490, Bo4g024590	fgenesh2_kg.4__2735__AT2G45400.1
OG0006678	Bo3g042880, Bo2g050740	fgenesh2_kg.8__946__AT5G50600.1
OG0006679	Bo8g096040	Al_scaffold_0005_3082
OG0006680	Bo4g182000, Bo4g043660	fgenesh2_kg.4__1355__AT2G33490.1
OG0006681	Bo9g013830, Bo7g097250	fgenesh2_kg.6__2398__AT5G24070.1
OG0006682	Bo6g039390, Bo6g031010	fgenesh2_kg.1__4373__AT1G52980.1
OG0006683	Bo2g138800, Bo9g075930, Bo7g082270	fgenesh2_kg.5__349__AT3G25905.1
OG0006684	Bo3g149100, Bo4g127050	fgenesh2_kg.7__2906__AT4G14330.1
OG0006685	Bo1g020270, Bo3g158650	scaffold_702485.1
OG0006686	Bo7g108200, Bo1g030680	fgenesh2_kg.7__2023__AT4G22780.1
OG0006687	Bo6g067950, Bo8g083590	fgenesh2_kg.5__1822__AT3G54320.1
OG0006688	Bo7g105010, Bo1g052910, Bo8g047160	fgenesh2_kg.7__2589__AT4G17210.1
OG0006689	Bo6g114380, Bo2g075100	fgenesh1_pm.C_scaffold_2001193, fgenesh2_kg.106__2__AT1G71900.1
OG0006690	Bo8g092770, Bo6g075950	fgenesh2_kg.5__2307__AT3G58630.1
OG0006691	Bo1g022240, Bo3g162110	fgenesh2_kg.7__2282__AT4G20190.1
OG0006692	Bo3g061570, Bo5g140060	Al_scaffold_0003_824
OG0006693	Bo4g025410, Bo3g034810	Al_scaffold_0004_2621
OG0006694	Bo00913s010, Bo6g071110, Bo8g090820	fgenesh2_kg.5__2072__AT3G56400.1
OG0006695	Bo8g067870, Bo5g025530, Bo8g104360	scaffold_102066.1
OG0006696	Bo7g116150, Bo1g008150	fgenesh1_pm.C_scaffold_7000622
OG0006697	Bo3g053110, Bo9g004170	fgenesh2_kg.6__3546__AT4G01650.1
OG0006698	Bo8g058590	Al_scaffold_0001_908
OG0006699	Bo3g062280, Bo1g144780	scaffold_301012.1
OG0006700	Bo3g081420, Bo5g093470, Bo1g103760	fgenesh2_kg.3__2495__AT3G22830.1
OG0006701	Bo4g169430, Bo4g061420	Al_scaffold_0004_1372
OG0006702	Bo1g091840	scaffold_200581.1
OG0006703	Bo2g017820, Bo9g153920	fgenesh2_kg.6__1944__AT5G19260.1
OG0006704	Bo9g166450, Bo3g009340	fgenesh2_kg.6__1336__AT5G13790.1
OG0006705	Bo5g049380	fgenesh2_kg.1__3419__AT1G32790.2
OG0006706	Bo5g070810, Bo6g002130	fgenesh2_kg.1__3739__AT1G43890.3
OG0006707	Bo5g130290	scaffold_301687.1
OG0006708	Bo6g080670, Bo6g124240	fgenesh2_kg.2__2293__AT1G80770.1
OG0006709	Bo3g001460, Bo9g186070, Bo2g001280	fgenesh2_kg.6__73__AT5G01380.1
OG0006710	Bo7g014320, Bo01027s040	fgenesh2_kg.3__3345__AT2G17540.1
OG0006711	Bo6g034490	Al_scaffold_0001_4919
OG0006712	Bo4g160150, Bo01551s010	fgenesh2_kg.6__3172__AT2G27190.1, fgenesh1_pg.C_scaffold_4000810
OG0006713	Bo5g007130, Bo8g005870, Bo8g114860	Al_scaffold_0001_534
OG0006714	Bo4g130800	fgenesh2_kg.5__183__AT4G13720.1, fgenesh2_kg.7__2974__AT4G13720.1
OG0006715	Bo8g100600, Bo3g042290	Al_scaffold_0003_3117, Al_scaffold_0004_274
OG0006717	Bo9g005550	scaffold_604061.1
OG0006717	Bo1g006880	fgenesh2_kg.7__598__AT4G34890.1
OG0006718	Bo5g136590, Bo3g064170, Bo1g141060	fgenesh2_kg.3__1180__AT3G11420.1
OG0006719	Bo1g151550, Bo5g145340	fgenesh2_kg.3__540__AT3G05500.1
OG0006721	Bo1g049500, Bo7g111520	scaffold_701517.1
OG0006722	Bo9g003660, Bo3g054520	scaffold_604169.1
OG0006723	Bo2g012290	fgenesh2_kg.6__1475__AT5G14970.1
OG0006724	Bo4g053750, Bo4g053730, Bo4g173760	fgenesh2_kg.4__1083__AT2G30990.2
OG0006725	Bo9g177050	fgenesh2_kg.6__486__AT5G05570.1
OG0006726	Bo7g113850, Bo9g018920, Bo1g016100	fgenesh2_kg.7__1223__AT4G29720.1
OG0006727	Bo7g077860, Bo2g133580	fgenesh1_pm.C_scaffold_8000007
OG0006728	Bo8g069900, Bo7g061970, Bo5g029090	fgenesh2_kg.1__2174__AT1G19960.1
OG0006729	Bo8g002770	scaffold_100371.1
OG0006731	Bo9g003550, Bo3g054570	scaffold_604158.1
OG0006732	Bo3g028610, Bo4g035160	fgenesh2_kg.4__1618__AT2G35880.1
OG0006733	Bo3g062800, Bo5g137220	fgenesh2_kg.3__1102__AT3G10670.1
OG0006734	Bo2g121020, Bo5g065610	fgenesh2_kg.1__3297__AT1G30970.1
OG0006735	Bo4g128420	scaffold_703242.1
OG0006736	Bo3g031580, Bo2g009940, Bo7g048180, Bo01710s020	scaffold_402356.1
OG0006737	Bo3g049820, Bo9g006480	fgenesh2_kg.6__3365__AT4G03280.1
OG0006738	Bo9g043930	scaffold_200549.1
OG0006739	Bo9g166090	fgenesh1_pm.C_scaffold_6001110
OG0006740	Bo9g154610, Bo3g013300	fgenesh2_kg.6__1891__AT5G18700.1
OG0006741	Bo7g056030, Bo8g074950	fgenesh2_kg.1__2573__AT1G23560.1
OG0006742	Bo3g055420, Bo5g156390	fgenesh1_pm.C_scaffold_3000092
OG0006743	Bo9g031080, Bo9g032130, Bo13206s010	fgenesh2_kg.2__8__AT1G64640.1
OG0006744	Bo5g064290	Al_scaffold_0001_3147, fgenesh1_pg.C_scaffold_1002736
OG0006746	Bo4g179450, Bo3g026810	fgenesh2_kg.4__1272__AT2G32760.1
OG0006747	Bo8g076870	fgenesh2_kg.5__1192__AT3G48410.1
OG0006748	Bo5g049080, Bo5g087130	fgenesh1_pm.C_scaffold_1002596
OG0006749	Bo4g021690, Bo3g037290	fgenesh2_kg.4__2628__AT2G44440.1
OG0006750	Bo3g175350	fgenesh2_kg.7__1095__AT4G30880.1
OG0006751	Bo9g027420, Bo3g096330, Bo01285s020	scaffold_304324.1
OG0006752	Bo3g018650, Bo9g135260, Bo2g028510	fgenesh2_kg.8__1789__AT5G58530.1
OG0006753	Bo2g026980, Bo9g137010	scaffold_802535.1
OG0006754	Bo5g057380, Bo7g065110	fgenesh2_kg.4__592__AT2G26670.1
OG0006755	Bo1g005060	fgenesh1_pg.C_scaffold_7000300
OG0006756	Bo1g007580, Bo7g116670	fgenesh2_kg.3__3316__AT2G17305.1
OG0006758	Bo3g053320, Bo9g003950	fgenesh2_kg.6__3616__AT4G00830.1
OG0006759	Bo8g098600	fgenesh1_pm.C_scaffold_5002307
OG0006760	Bo5g003500, Bo8g001200	fgenesh2_kg.1__215__AT1G02900.1
OG0006761	Bo7g108350, Bo1g031860	fgenesh2_kg.7__2005__AT4G22930.1
OG0006762	Bo4g025040	fgenesh2_kg.4__2786__AT2G45860.1
OG0006763	Bo8g093230, Bo6g076410	fgenesh2_kg.5__2399__AT3G59400.1
OG0006764	Bo3g054800, Bo9g002290	scaffold_604264.1
OG0006765	Bo4g163650, Bo3g040590	fgenesh2_kg.4__690__AT2G27310.1
OG0006766	Bo2g011840, Bo9g165940	Al_scaffold_0006_1341
OG0006768	Bo7g069890, Bo9g068080	fgenesh2_kg.8__317__AT5G44790.1
OG0006769	Bo3g165530, Bo1g028510	fgenesh2_kg.7__2035__AT4G22670.1
OG0006770	Bo5g091700, Bo5g091690	scaffold_103556.1
OG0006771	Bo4g024550	fgenesh2_kg.4__2732__AT2G45350.1, scaffold_403475.1, scaffold_403477.1
OG0006772	Bo3g060930	scaffold_15900006.1, fgenesh2_kg.3__716__AT3G06950.1
OG0006773	Bo4g196110, Bo3g039200, Bo4g009300	fgenesh2_kg.4__2849__AT2G46370.2
OG0006775	Bo1g146150	scaffold_300932.1
OG0006776	Bo2g010710	scaffold_601224.1, fgenesh1_pg.C_scaffold_6000979
OG0006777	Bo5g155150, Bo1g158900	fgenesh1_pm.C_scaffold_3000062
OG0006778	Bo1g078690	fgenesh2_kg.5__1268__AT3G49180.1
OG0006779	Bo3g060570, Bo5g143510	fgenesh2_kg.3__646__AT3G06420.1, Al_scaffold_0669_1
OG0006781	Bo5g137260, Bo3g062770	fgenesh2_kg.2__859__AT1G66245.1
OG0006782	Bo1g022530, Bo7g107190	fgenesh2_kg.7__2234__AT4G20850.1
OG0006783	Bo4g165470, Bo4g070380, Bo3g040200	scaffold_401298.1
OG0006784	Bo5g017120, Bo8g062650, Bo8g108300	fgenesh2_kg.1__1330__AT1G12260.1
OG0006785	Bo9g007960, Bo7g082720	fgenesh1_pg.C_scaffold_5000409
OG0006786	Bo3g100860, Bo2g166420	fgenesh2_kg.8__2513__AT5G64810.1
OG0006787	Bo9g036590, Bo9g028820	Al_scaffold_0002_210, Al_scaffold_0240_1
OG0006788	Bo8g077930	fgenesh1_pm.C_scaffold_5001089
OG0006789	Bo8g106230	fgenesh2_kg.1__1653__AT1G15110.1
OG0006790	Bo4g063580, Bo3g039960	fgenesh2_kg.4__918__AT2G29400.1
OG0006791	Bo6g039550, Bo6g028190	fgenesh2_kg.1__4338__AT1G52580.1
OG0006792	Bo6g114460	fgenesh1_pm.C_scaffold_2001198
OG0006793	Bo8g067860	fgenesh2_kg.1__2021__AT1G18480.1
OG0006794	Bo6g118030, Bo6g087550	scaffold_202309.1
OG0006795	Bo5g155300, Bo5g155290, Bo3g055200	fgenesh2_kg.3__100__AT3G01290.1
OG0006797	Bo7g021540	fgenesh2_kg.3__3116__AT2G15560.1
OG0006798	Bo5g104790, Bo01099s020, Bo4g118410	fgenesh2_kg.5__1875__AT3G54770.1
OG0006799	Bo3g005070, Bo9g174300	scaffold_600900.1
OG0006800	Bo01139s030, Bo3g039120	fgenesh2_kg.4__2830__AT2G46225.1
OG0006801	Bo7g096020, Bo2g158700	Al_scaffold_0006_2441
OG0006802	Bo6g076100, Bo8g092950	scaffold_503067.1
OG0006803	Bo9g078420	fgenesh2_kg.6__3199__AT4G12620.1, fgenesh2_kg.7__2868__AT4G14700.1
OG0006804	Bo3g130420	fgenesh1_pm.C_scaffold_1003137
OG0006805	Bo6g118610	Al_scaffold_0002_2131
OG0006806	Bo9g171380, Bo2g010340	fgenesh2_kg.6__1097__AT5G11320.1
OG0006807	Bo3g035410, Bo4g012960, Bo4g190700	scaffold_402920.1
OG0006808	Bo9g136980	fgenesh2_kg.8__1850__AT5G59220.1, Al_scaffold_0048_9
OG0006809	Bo9g024090	scaffold_304283.1, scaffold_304288.1
OG0006810	Bo1g141430	fgenesh1_pm.C_scaffold_3000895
OG0006811	Bo3g042260	fgenesh1_pm.C_scaffold_6001149
OG0006812	Bo5g121400, Bo1g119060	fgenesh2_kg.3__1982__AT3G17940.1
OG0006813	Bo7g119670, Bo3g149450	fgenesh2_kg.7__59__AT4G38620.1
OG0006814	Bo7g107580, Bo1g025550	fgenesh2_kg.7__2129__AT4G21790.1
OG0006815	Bo00795s010	fgenesh1_pm.C_scaffold_2000114, scaffold_200198.1
OG0006816	Bo01353s020	fgenesh2_kg.5__2407__AT3G59490.1
OG0006817	Bo9g184660	fgenesh1_pm.C_scaffold_6000124
OG0006818	Bo8g083600, Bo4g120010	fgenesh2_kg.5__1825__AT3G54340.1
OG0006819	Bo00916s020, Bo3g017160	fgenesh2_kg.6__2283__AT5G22940.1
OG0006820	Bo6g080650, Bo2g095720, Bo6g124280	fgenesh2_kg.2__2304__AT1G80730.1
OG0006821	Bo5g098260, Bo1g105330	fgenesh2_kg.3__2435__AT3G22200.1
OG0006822	Bo2g148020, Bo7g087450	fgenesh1_pm.C_scaffold_5000550
OG0006823	Bo5g003280, Bo5g003270, Bo8g001020	fgenesh2_kg.1__175__AT1G02630.1
OG0006824	Bo8g080040, Bo7g099390	fgenesh2_kg.5__1400__AT3G50620.1
OG0006825	Bo5g013300	fgenesh2_kg.1__1173__AT1G10830.1
OG0006826	Bo7g119660, Bo3g149460	fgenesh2_kg.7__60__AT4G38630.1
OG0006827	Bo9g054500	fgenesh1_pg.C_scaffold_1004429, fgenesh2_kg.1__986__AT1G09410.1
OG0006829	Bo7g087480, Bo2g148030, Bo6g107040	Al_scaffold_0005_869
OG0006830	Bo5g043680	fgenesh2_kg.1__2840__AT1G24610.1
OG0006831	Bo00285s660, Bo7g084060	fgenesh2_kg.5__474__AT3G26940.1
OG0006832	Bo2g009300, Bo9g174090, Bo3g005150	fgenesh2_kg.6__879__AT5G09330.2
OG0006833	Bo9g009930, Bo7g092830	fgenesh2_kg.954__1__AT5G49550.1, fgenesh2_kg.8__830__AT5G49550.1
OG0006834	Bo1g019620	scaffold_702576.1
OG0006835	Bo5g119980	fgenesh2_kg.3__2023__AT3G18240.1
OG0006836	Bo5g143360, Bo1g147850	scaffold_300764.1
OG0006837	Bo7g050330, Bo5g043670, Bo3g140040	fgenesh1_pg.C_scaffold_1002401
OG0006838	Bo6g093020, Bo6g113300	fgenesh2_kg.2__1435__AT1G71820.1
OG0006839	Bo7g097030	fgenesh2_kg.6__2421__AT5G24290.2
OG0006840	Bo9g168980, Bo2g011100	scaffold_601325.1
OG0006841	Bo5g143470, Bo3g060610	scaffold_300749.1
OG0006842	Bo6g125680, Bo6g080240	fgenesh1_pg.C_scaffold_2002294
OG0006843	Bo6g051380, Bo3g185310	fgenesh2_kg.1__4567__AT1G55535.2
OG0006844	Bo7g065090, Bo2g167600	fgenesh2_kg.8__2814__AT5G66170.1
OG0006845	Bo7g113910	scaffold_400628.1
OG0006847	Bo1g007110	fgenesh2_kg.7__625__AT4G34630.1
OG0006848	Bo1g086190	scaffold_105516.1
OG0006849	Bo5g140190, Bo1g147170	fgenesh2_kg.3__817__AT3G07790.1
OG0006850	Bo3g039300, Bo4g197140	fgenesh2_kg.4__2866__AT2G46500.2
OG0006851	Bo9g095690	scaffold_801406.1
OG0006852	Bo6g120960, Bo6g083600, Bo6g120950	fgenesh1_pm.C_scaffold_2001644, scaffold_202654.1
OG0006853	Bo3g046950	fgenesh2_kg.1__3719__AT1G43600.1
OG0006855	Bo9g014860, Bo2g163990	fgenesh2_kg.8__2212__AT5G62190.1
OG0006856	Bo3g101670, Bo2g166030	fgenesh2_kg.8__2419__AT5G64080.1
OG0006857	Bo1g145060, Bo5g140030	fgenesh2_kg.3__846__AT3G08030.2
OG0006859	Bo3g053100, Bo9g004200	scaffold_604121.1
OG0006860	Bo1g007170, Bo7g116900	fgenesh2_kg.7__634__AT4G34560.1
OG0006861	Bo2g022010, Bo3g015260, Bo9g151670	Al_scaffold_0006_1994
OG0006862	Bo5g137130, Bo01023s040, Bo1g141440	Al_scaffold_0003_1091
OG0006863	Bo1g105340, Bo3g080020, Bo5g098270	scaffold_302651.1
OG0006864	Bo4g116840, Bo8g089610	fgenesh2_kg.5__1949__AT3G55340.1
OG0006865	Bo8g061310, Bo8g061350, Bo5g014950	fgenesh1_pm.C_scaffold_1000980
OG0006866	Bo9g028640	fgenesh2_kg.2__207__AT1G62750.1
OG0006868	Bo5g101190, Bo3g078510, Bo1g107140	fgenesh1_pg.C_scaffold_3002045
OG0006869	Bo2g028630, Bo2g028620, Bo9g135010	fgenesh1_pm.C_scaffold_8001466, scaffold_105573.1
OG0006870	Bo1g045260, Bo7g110930	fgenesh2_kg.7__1600__AT4G26450.1
OG0006872	Bo6g092980	fgenesh2_kg.2__1442__AT1G71865.1
OG0006874	Bo9g174930, Bo2g008850	fgenesh1_pm.C_scaffold_6000620
OG0006875	Bo4g195030	scaffold_403376.1
OG0006876	Bo4g137820	fgenesh2_kg.7__3485__AT5G39350.1
OG0006877	Bo2g010810, Bo9g169650, Bo3g007520	fgenesh2_kg.6__1186__AT5G12080.1
OG0006878	Bo3g179620, Bo9g171130, Bo3g007070	fgenesh2_kg.6__1121__AT5G11510.1
OG0006879	Bo9g183460, Bo3g002010	fgenesh2_kg.6__177__AT5G02640.1
OG0006880	Bo1g024180, Bo7g107430, Bo02794s010	fgenesh2_kg.7__2172__AT4G21445.1
OG0006881	Bo3g054700, Bo9g002400	scaffold_604240.1
OG0006883	Bo7g104420, Bo8g044640, Bo1g053760	fgenesh2_kg.7__2668__AT4G16447.1
OG0006884	Bo9g025990	fgenesh2_kg.3__3456__AT2G18465.1
OG0006885	Bo7g096720, Bo2g159300	fgenesh2_kg.6__2455__AT5G24580.2
OG0006886	Bo9g181510, Bo9g181520	fgenesh2_kg.6__313__AT5G03990.1
OG0006887	Bo7g077770, Bo9g069680	fgenesh1_pm.C_scaffold_8000015
OG0006888	Bo2g011040	fgenesh2_kg.6__1251__AT5G13010.1
OG0006889	Bo7g111550	fgenesh2_kg.7__1455__AT4G27650.1
OG0006890	Bo7g089340	fgenesh2_kg.8__733__AT5G48545.1
OG0006891	Bo4g148370, Bo8g101270	scaffold_400170.1
OG0006893	Bo7g111820	fgenesh1_pm.C_scaffold_7001117
OG0006894	Bo9g108700	Al_scaffold_0008_1685, scaffold_401109.1
OG0006895	Bo7g092630, Bo00847s030	fgenesh1_pg.C_scaffold_8000961
OG0006896	Bo5g108440, Bo3g076130	fgenesh2_kg.3__2290__AT3G20630.1
OG0006897	Bo2g013630	fgenesh2_kg.6__1736__AT5G17370.1
OG0006898	Bo1g005970, Bo7g117760	fgenesh2_kg.7__460__AT4G36060.2
OG0006899	Bo8g027110	fgenesh2_kg.1__3528__AT1G34220.1
OG0006900	Bo7g109290, Bo1g037430	fgenesh2_kg.7__1893__AT4G24020.1
OG0006901	Bo9g165980, Bo3g009750, Bo2g011810	fgenesh2_kg.6__1410__AT5G14360.1
OG0006902	Bo7g084490, Bo2g140650	fgenesh2_kg.5__516__AT3G27350.1
OG0006903	Bo1g041860, Bo7g110700, Bo6g027940	Al_scaffold_0007_1533
OG0006904	Bo7g097780	scaffold_602398.1
OG0006906	Bo2g026770	fgenesh2_kg.8__1878__AT5G59350.1
OG0006907	Bo5g115150, Bo1g114690	fgenesh2_kg.3__2159__AT3G19420.1
OG0006908	Bo2g165700, Bo9g017700, Bo3g103340	fgenesh2_kg.8__2352__AT5G63490.1
OG0006909	Bo2g037830, Bo9g120910	fgenesh2_kg.8__1466__AT5G55610.1
OG0006910	Bo7g066910, Bo2g120780	fgenesh1_pg.C_scaffold_2000752, fgenesh2_kg.8__416__AT5G43990.4
OG0006911	Bo7g104200, Bo1g055120	fgenesh1_pm.C_scaffold_7002128
OG0006912	Bo4g098140, Bo8g098530	scaffold_503607.1
OG0006913	Bo3g060480, Bo1g150050, Bo5g143670	fgenesh2_kg.3__627__AT3G06260.1
OG0006914	Bo4g197340, Bo4g006980	fgenesh1_pg.C_scaffold_4002831
OG0006915	Bo8g002480	fgenesh1_pm.C_scaffold_1000230
OG0006916	Bo2g148070, Bo2g082370, Bo6g119010	fgenesh2_kg.2__1750__AT1G74840.1
OG0006917	Bo5g067090	Al_scaffold_0001_3568
OG0006918	Bo4g139680	scaffold_703995.1, fgenesh1_pg.C_scaffold_3003149
OG0006919	Bo6g119160, Bo6g086680	fgenesh2_kg.2__1766__AT1G74970.1
OG0006920	Bo7g097630, Bo2g160900	fgenesh2_kg.6__2342__AT5G23450.2
OG0006921	Bo7g107860, Bo1g027160	fgenesh2_kg.7__2072__AT4G22270.1
OG0006922	Bo3g155750	scaffold_700530.1
OG0006923	Bo9g113800, Bo2g043290, Bo4g149880	fgenesh2_kg.8__1290__AT5G53940.1
OG0006924	Bo3g017400	fgenesh1_pm.C_scaffold_1000093
OG0006925	Bo3g022700	scaffold_801811.1
OG0006926	Bo3g034790, Bo4g188890	fgenesh2_kg.108__1__AT2G40200.1, fgenesh2_kg.4__2126__AT2G40200.1
OG0006927	Bo5g003560, Bo8g117200	fgenesh1_pm.C_scaffold_1000181
OG0006928	Bo5g007580	scaffold_100650.1
OG0006929	Bo3g040110, Bo4g070350	fgenesh2_kg.4__825__AT2G28550.1
