Orthogroup	Brassica_oleracea	Aethionema_arabicum
OG0005337	Bo12475s010, Bo04641s010, Bo9g087040	AA3G00146
OG0005338	Bo9g022030, Bo2g167650	AA10G00380, AA8G00088
OG0005340	Bo1g129820, Bo3g066550, Bo5g127490	AA26G00214
OG0005342	Bo5g021510, Bo8g066640	AA37G00144
OG0005343	Bo8g096090, Bo4g101240, Bo6g077850	AA61G00493
OG0005344	Bo3g012470, Bo2g013560, Bo9g161410	AA40G00379
OG0005345	Bo8g071390, Bo7g058190, Bo5g037480	AA39G00427
OG0005346	Bo3g093980, Bo7g011520, Bo9g026190	AA33G00153
OG0005347	Bo1g081330, Bo8g079170	AA13G00096
OG0005348	Bo8g107450, Bo02226s010, Bo5g015040	AA65G00348
OG0005350	Bo3g081280, Bo5g095840, Bo1g105020	AA17G00061
OG0005352	Bo9g112740, Bo2g043410	AA11G00049
OG0005353	Bo3g034590, Bo4g188720, Bo4g025690	AA29G00282
OG0005354	Bo9g163460	AA40G00491
OG0005355	Bo2g014280, Bo3g012960	AA40G00298
OG0005356	Bo3g162580, Bo7g107420, Bo1g024170	AA57G00347
OG0005357	Bo9g010000, Bo7g093130	AA40G00038
OG0005358	Bo8g100230, Bo4g154000	AA102G00188, AA22G00051
OG0005359	Bo9g168970, Bo2g011110, Bo3g009030	AA44G00525
OG0005360	Bo6g108600, Bo6g095760	AA73G00017
OG0005361	Bo3g149050, Bo7g043550, Bo5g062990	AA30G00003
OG0005362	Bo9g155880, Bo2g016500	AA40G00265
OG0005363	Bo9g011500	AA44G00341
OG0005364	Bo3g094040, Bo7g011340	AA33G00147
OG0005365	Bo02961s010, Bo04263s010, Bo01121s040, Bo02515s010	AA57G00008
OG0005366	Bo5g021130	AA37G00174, AA37G00173, AA225G00004, AA46G00048
OG0005367	Bo5g038720, Bo8g071580, Bo7g057770	AA39G00452
OG0005368	Bo3g054540, Bo9g003600	AA318G00005, AA318G00006, AA32G00113
OG0005369	Bo7g109710, Bo1g039240, Bo8g050430	AA31G00013
OG0005370	Bo2g095370, Bo6g123950, Bo6g080950	AA31G00818
OG0005371	Bo2g136560	AA14G00038, AA53G00726
OG0005372	Bo7g031620	AA179G00003
OG0005373	Bo5g134970, Bo1g139710	AA64G00005
OG0005374	Bo6g121490, Bo2g093050, Bo2g165680	AA31G00191
OG0005375	Bo3g009200, Bo2g011320, Bo3g061740	AA76G00004
OG0005376	Bo7g109910, Bo8g050530, Bo1g039630	AA131G00026
OG0005377	Bo9g013920	AA5G00255
OG0005378	Bo1g007880, Bo7g116360	AA275G00001
OG0005379	Bo2g162880, Bo9g014800	AA5G00095
OG0005380	Bo9g177120, Bo3g003330	AA35G00054
OG0005381	Bo2g149680, Bo7g089090, Bo9g009310	AA500G00001
OG0005382	Bo2g012630, Bo9g163990, Bo9g163330, Bo3g010340	AA44G00396
OG0005383	Bo7g059440, Bo5g034280	AA39G00348
OG0005385	Bo8g095380	AA61G00448
OG0005386	Bo3g053350, Bo2g099050, Bo9g003890	AA32G00172
OG0005387	Bo9g161490, Bo2g013490	AA40G00387
OG0005388	Bo3g071700, Bo5g117200, Bo1g116380	AA26G00538
OG0005389	Bo7g104260, Bo1g055040	AA18G00189
OG0005390	Bo9g014940, Bo3g107700, Bo2g164090	AA5G00075
OG0005392	Bo1g011660	AA102G00260
OG0005393	Bo7g059620, Bo3g107480	AA5G00061
OG0005394	Bo8g092350, Bo00895s090	AA61G00235
OG0005395	Bo9g008170	AA53G00939
OG0005396	Bo2g147770, Bo2g148080	AA53G01111
OG0005397	Bo6g025880, Bo3g179850	AA8G00149
OG0005399	Bo7g080180, Bo2g134910, Bo9g071560	AA53G00686
OG0005400	Bo6g074560, Bo8g092460	AA61G00246
OG0005401	Bo7g106110, Bo1g019670, Bo3g157080	AA57G00137
OG0005402	Bo4g015800, Bo4g191350	AA21G00014
OG0005404	Bo8g002820	AA19G00123
OG0005405	Bo9g020420, Bo7g064100, Bo2g167880	AA8G00023
OG0005406	Bo9g024110	AA123G00006
OG0005407	Bo9g075680, Bo7g081690	AA53G00790
OG0005408	Bo3g065290, Bo1g138650	AA26G00023, AA15G00308
OG0005410	Bo7g112070	AA39G00518, AA39G00517, AA228G00022
OG0005411	Bo9g152060, Bo3g014110	AA8G00138, AA118G00047, AA128G00007
OG0005412	Bo4g186220, Bo3g030090	AA60G00152
OG0005413	Bo6g122340, Bo6g081520, Bo2g094690	AA31G00746
OG0005414	Bo6g095830, Bo6g108320, Bo2g061330	AA112G00012
OG0005415	Bo8g117260, Bo5g003430	AA7G00027
OG0005417	Bo9g036690	AA53G01397
OG0005418	Bo8g081900, Bo1g060520	AA13G00019
OG0005419	Bo6g124370, Bo6g080580, Bo2g095750	AA31G00864
OG0005420	Bo8g077900, Bo3g109440	AA13G00120
OG0005421	Bo9g072740	AA53G00715
OG0005423	Bo6g046580, Bo8g027150	AA54G00147
OG0005424	Bo9g071690, Bo2g136280, Bo7g080470	AA53G00706
OG0005425	Bo6g003520	AA54G00051
OG0005426	Bo9g075970, Bo7g082330	AA53G00834
OG0005427	Bo2g140520, Bo2g140540, Bo7g084370	AA53G00937
OG0005428	Bo5g007830	AA32G00669
OG0005429	Bo3g068310, Bo5g126310	AA26G00327
OG0005430	Bo5g009090, Bo8g112420	AA103G00014
OG0005431	Bo3g142970, Bo5g052440, Bo7g048540	AA534G00001
OG0005433	Bo7g118280	AA30G00212
OG0005434	Bo5g115220, Bo1g114700, Bo1g114740	AA26G00609, AA26G00608
OG0005435	Bo3g078750, Bo5g098820	AA26G00812
OG0005436	Bo3g045160, Bo9g091080, Bo2g108970	AA3G00046
OG0005437	Bo9g136910, Bo3g018400	AA1G00154, AA97G00024
OG0005438	Bo4g018490, Bo4g192870, Bo3g036290	AA21G00088
OG0005439	Bo1g154750, Bo5g149930	AA10G00265
OG0005442	Bo5g004630, Bo8g003010	AA32G00454, AA19G00102
OG0005443	Bo5g009270, Bo8g057980	AA103G00003
OG0005444	Bo3g143320, Bo5g055750, Bo7g048220	AA184G00002
OG0005445	Bo2g018140, Bo01250s010	AA7G00107
OG0005446	Bo8g114080, Bo5g008210	AA90G00060
OG0005447	Bo6g108460, Bo2g062450	AA112G00015
OG0005448	Bo3g001110, Bo5g002790	AA1G00034
OG0005449	Bo5g127440, Bo1g129740	AA26G00222
OG0005451	Bo4g008130, Bo4g197170, Bo7g036500	AA21G00386
OG0005453	Bo2g155790, Bo7g095100	AA1305G00001, AA10G00032
OG0005454	Bo9g009520, Bo7g089280, Bo2g149990	AA1975G00001
OG0005455	Bo1g147560, Bo5g141860, Bo3g061030	AA211G00002
OG0005456	Bo7g118160	AA30G00187
OG0005457	Bo3g003610, Bo9g176660, Bo2g007110	AA105G00023
OG0005459	Bo3g147890, Bo01217s020, Bo7g043700	AA54G00424
OG0005460	Bo4g154090	AA102G00190
OG0005462	Bo9g015040, Bo3g107400	AA5G00058
OG0005463	Bo1g001100, Bo3g149340	AA20G00126
OG0005464	Bo2g136530, Bo9g072810, Bo7g080580	AA53G00723
OG0005465	Bo6g079200, Bo8g097480	AA61G00550, AA21G00413
OG0005466	Bo7g071320, Bo5g146810	AA40G00067, AA10G00114
OG0005467	Bo3g042120, Bo3g054850, Bo9g001070	AA32G00011
OG0005468	Bo6g082060	AA39G00402
OG0005469	Bo9g014530, Bo7g098520	AA5G00157
OG0005470	Bo5g113850, Bo1g113530, Bo3g073320	AA26G00626
OG0005472	Bo4g050820, Bo4g176270	AA32G00585
OG0005473	Bo9g172230	AA44G00293
OG0005474	Bo2g167860, Bo7g064290, Bo9g021530	AA8G00033
OG0005475	Bo8g066910, Bo5g022300	AA37G00034
OG0005476	Bo6g099450, Bo2g052520	AA53G01152
OG0005477	Bo6g106780, Bo2g057820	AA541G00001
OG0005478	Bo6g042350	AA2G00268, AA2G00267, AA2G00235, AA2G00234
OG0005479	Bo2g023840, Bo3g016840, Bo9g148570	AA8G00258
OG0005480	Bo4g136550, Bo5g131600	AA27G00174
OG0005481	Bo2g023580, Bo9g149860, Bo3g015580	AA8G00232
OG0005482	Bo6g110880, Bo6g094840, Bo2g068030	AA38G00066
OG0005486	Bo1g017010, Bo8g054560, Bo7g113370	AA102G00043
OG0005487	Bo3g019610, Bo2g033970, Bo9g127360	AA44G00699
OG0005488	Bo3g169130, Bo1g007640, Bo7g116620	AA118G00042
OG0005489	Bo5g126530, Bo3g068170, Bo1g124840	AA15G00036, AA26G00306
OG0005490	Bo3g019020, Bo2g028940, Bo9g133610	AA44G00594
OG0005491	Bo1g024080, Bo2g062760, Bo3g162600	AA57G00339
OG0005492	Bo3g099170, Bo00615s010	AA4G00273
OG0005493	Bo7g118000, Bo3g154120	AA30G00162
OG0005494	Bo5g042790, Bo7g054070, Bo3g137280	AA47G00032, AA39G00646
OG0005495	Bo6g094210, Bo6g113020, Bo2g072910	AA31G00078
OG0005497	Bo2g149590, Bo9g009200, Bo7g088970	AA44G00551
OG0005499	Bo6g087540, Bo6g118070	AA31G00565
OG0005501	Bo9g036630	AA53G01390
OG0005502	Bo3g052620, Bo9g005600, Bo2g100360	AA32G00257
OG0005503	Bo4g114100, Bo8g090790	AA61G00108
OG0005504	Bo8g054460, Bo1g017200, Bo1g017210	AA102G00030
OG0005505	Bo4g010430, Bo3g162890, Bo3g162370, Bo1g024430	AA57G00370
OG0005506	Bo9g003570, Bo3g054550	AA32G00111, AA32G00109
OG0005507	Bo6g081560, Bo6g122150, Bo2g093530	AA31G00730
OG0005508	Bo3g036440, Bo4g194120, Bo4g019640	AA21G00101
OG0005509	Bo01239s040	AA33G00304, AA184G00004
OG0005510	Bo9g174770, Bo5g020460, Bo3g004690	AA5G00195, AA44G00139
OG0005511	Bo2g099120, Bo9g004010	AA32G00190
OG0005512	Bo9g004290	AA653G00001, AA32G00217
OG0005513	Bo2g093230, Bo6g121770, Bo6g081840	AA31G00165
OG0005514	Bo9g140780, Bo2g025400	AA16G00067, AA16G00068, AA97G00030
OG0005515	Bo5g120100, Bo5g120110, Bo1g118900	AA26G00485
OG0005516	Bo4g017270, Bo4g192790	AA21G00071
OG0005517	Bo4g186040, Bo4g034980	AA18G00036, AA60G00178
OG0005518	Bo8g112330, Bo8g058050, Bo5g009300	AA904G00001
OG0005519	Bo3g054400	AA32G00134
OG0005520	Bo3g018760, Bo2g028580, Bo2g028600	AA198G00017
OG0005521	Bo1g023900, Bo3g162730, Bo7g107330	AA57G00315
OG0005522	Bo1g147370, Bo5g141600, Bo3g061180	AA29G00119
OG0005523	Bo2g012890, Bo9g163590, Bo3g010830	AA40G00501
OG0005524	Bo1g051380, Bo7g112030, Bo8g054230	AA33G00333, AA228G00012
OG0005525	Bo8g102510, Bo7g005190, Bo9g027980	AA33G00263
OG0005526	Bo7g072530	AA6G00053
OG0005527	Bo5g064500, Bo5g064480, Bo03832s010	AA30G00037
OG0005528	Bo3g001830, Bo2g002530, Bo03663s010, Bo01214s010, Bo9g184670	AA19G00310
OG0005529	Bo9g025940, Bo7g009990	AA33G00129
OG0005530	Bo4g150900	AA46G00160
OG0005530	Bo7g118800	AA30G00295
OG0005531	Bo9g059010	AA3G00272, AA3G00270
OG0005532	Bo4g187540, Bo3g032350, Bo4g027570	AA805G00002
OG0005533	Bo5g120020, Bo1g118790	AA26G00494
OG0005534	Bo8g106100, Bo8g066410, Bo5g020790	AA37G00190
OG0005535	Bo2g137070, Bo7g081460, Bo9g074400	AA53G00776
OG0005536	Bo9g010310, Bo5g146830	AA40G00073, AA10G00112
OG0005537	Bo8g106510, Bo8g106530, Bo8g106520, Bo5g020100	AA14G00078
OG0005538	Bo3g029900, Bo4g035150	AA60G00193
OG0005539	Bo2g158630, Bo7g095900	AA12G00111
OG0005540	Bo9g068130	AA6G00124, AA6G00123
OG0005541	Bo3g024200, Bo4g170610, Bo4g059980	AA32G00722
OG0005543	Bo4g191330, Bo8g092340	AA61G00234
OG0005544	Bo5g093480, Bo01066s010	AA17G00079
OG0005545	Bo2g032830, Bo3g019520, Bo9g129590	AA44G00688
OG0005546	Bo5g127270, Bo1g129670	AA26G00237
OG0005547	Bo6g074410, Bo8g092380, Bo00895s050	AA61G00237
OG0005548	Bo3g012250, Bo00967s010, Bo9g161760, Bo9g151640	AA10G00314, AA40G00416
OG0005549	Bo6g099030, Bo6g103720, Bo2g055720	AA1098G00001
OG0005551	Bo3g175020, Bo1g011450	AA102G00281
OG0005552	Bo4g016000, Bo4g191530, Bo3g036030	AA21G00041
OG0005553	Bo8g092870, Bo6g076040, Bo4g108240	AA61G00294
OG0005554	Bo3g081510, Bo1g103550	AA17G00094
OG0005555	Bo3g026580	AA32G00483
OG0005556	Bo2g009280, Bo9g174150	AA44G00205
OG0005557	Bo9g026060, Bo7g011260	AA33G00141
OG0005558	Bo3g028210, Bo4g183100, Bo4g038940	AA9G00157
OG0005559	Bo4g185950, Bo4g035120	AA18G00044, AA60G00188
OG0005560	Bo3g015350, Bo9g151490	AA8G00182
OG0005561	Bo9g111230, Bo3g022680, Bo2g045840	AA11G00103
OG0005562	Bo3g035440, Bo4g013020, Bo4g190720	AA81G00067
OG0005563	Bo9g058360	AA3G00205
OG0005564	Bo7g093410	AA40G00059
OG0005564	Bo5g146720, Bo1g151780	AA10G00122
OG0005566	Bo6g003330	AA54G00043
OG0005567	Bo7g015050, Bo3g092020, Bo9g024360	AA33G00018
OG0005568	Bo7g095180, Bo1g046570	AA40G00164
OG0005569	Bo7g084180	AA53G00911
OG0005570	Bo9g177280, Bo2g006890	AA35G00016
OG0005571	Bo8g017980	AA368G00002
OG0005572	Bo4g195430, Bo4g024410, Bo3g037670	AA21G00265
OG0005573	Bo2g133490, Bo9g069650, Bo7g077710	AA154G00015
OG0005574	Bo3g082080, Bo02198s010	AA50G00024
OG0005575	Bo3g013640	AA40G00192
OG0005576	Bo9g072880, Bo2g136690, Bo7g080940	AA62G00012
OG0005577	Bo7g059830, Bo5g034620, Bo8g070960	AA31G00245, AA39G00369
OG0005578	Bo7g095730, Bo01911s010, Bo2g158470	AA12G00110
OG0005579	Bo8g068670, Bo8g065980, Bo5g019390	AA14G00030
OG0005580	Bo6g108660, Bo6g095660, Bo6g095680, Bo2g062900	AA47G00041
OG0005581	Bo6g086340, Bo2g083780, Bo6g119600	AA31G00414, AA39G00240
OG0005582	Bo4g059810, Bo4g170730	AA32G00710
OG0005583	Bo3g003020, Bo9g177610, Bo2g006740, Bo9g177590	AA12G00211
OG0005585	Bo3g037320, Bo4g023900	AA21G00214
OG0005586	Bo9g177560	AA12G00208
OG0005587	Bo1g138450, Bo3g065440	AA26G00048, AA15G00285, AA15G00282
OG0005588	Bo12827s010, Bo3g134730, Bo8g094370, Bo8g094380, Bo8g094360	AA9G00057
OG0005589	Bo2g012390, Bo3g010100, Bo9g165380	AA40G00575
OG0005590	Bo9g154770, Bo3g013220, Bo2g016580	AA40G00256
OG0005592	Bo3g068060, Bo5g126590	AA26G00293
OG0005593	Bo2g168270, Bo9g018800, Bo3g097960	AA4G00280
OG0005594	Bo9g076500, Bo9g076510	AA6G00238, AA6G00239
OG0005596	Bo7g049760, Bo3g141650, Bo5g052120	AA39G00796
OG0005597	Bo2g150520, Bo7g092590	AA133G00010
OG0005598	Bo8g095360, Bo4g104880	AA61G00447
OG0005599	Bo4g013140, Bo3g035530	AA61G00167, AA81G00062
OG0005600	Bo1g039780, Bo9g022010	AA8G00095
OG0005601	Bo9g011440, Bo7g096180, Bo2g158960	AA12G00072
OG0005602	Bo2g110400	AA3G00109
OG0005603	Bo3g091870, Bo7g016100, Bo9g024290	AA33G00009
OG0005604	Bo9g183410, Bo2g002710, Bo3g002040	AA19G00280
OG0005605	Bo4g183220, Bo4g038760, Bo3g028250	AA9G00146
OG0005606	Bo2g091220, Bo6g120870, Bo6g083690	AA31G00286
OG0005607	Bo5g005210	AA19G00039
OG0005608	Bo9g152410, Bo3g013870, Bo2g018410	AA31G00123
OG0005609	Bo8g090680, Bo01128s010	AA61G00100
OG0005610	Bo2g008710	AA44G00037
OG0005610	Bo7g098760	AA5G00142
OG0005611	Bo3g040490	AA32G00969
OG0005612	Bo3g028670, Bo4g036160, Bo4g184800	AA60G00202
OG0005613	Bo2g012760, Bo3g010700, Bo1g006960	AA53G01352, AA40G00524
OG0005614	Bo4g013420, Bo3g035770	AA19G00471
OG0005615	Bo5g010880, Bo9g046610	AA53G00440
OG0005616	Bo8g068470, Bo5g027390	AA39G00215
OG0005617	Bo9g184860, Bo3g001690, Bo2g002450	AA19G00333
OG0005618	Bo2g038890, Bo9g120720	AA33G00045, AA8G00094
OG0005619	Bo9g117570, Bo3g021960, Bo3g021980	AA25G00002
OG0005620	Bo2g010220, Bo9g171570, Bo3g006880	AA44G00365
OG0005621	Bo3g101600, Bo9g017970	AA4G00145, AA44G00215
OG0005622	Bo5g068180, Bo2g008560, Bo8g031990	AA53G00038
OG0005623	Bo4g008170, Bo2g024720	AA21G00383
OG0005624	Bo7g021490, Bo3g088740, Bo3g088770	AA123G00173
OG0005625	Bo7g097080, Bo9g013740, Bo9g013720, Bo9g013640	AA5G00291
OG0005626	Bo7g109320, Bo3g154260, Bo1g037500	AA54G00238
OG0005627	Bo3g061110	AA515G00001
OG0005628	Bo9g157340	AA40G00282
OG0005629	Bo7g116490, Bo3g169320	AA234G00002
OG0005630	Bo5g003120, Bo6g123730, Bo6g081100, Bo2g095180	AA31G00793
OG0005631	Bo3g107310	AA96G00056
OG0005632	Bo3g058940, Bo5g145370	AA10G00069
OG0005633	Bo1g006640, Bo3g166990	AA33G00034, AA79G00011
OG0005635	Bo8g081210, Bo7g101210, Bo4g125870	AA397G00001
OG0005636	Bo9g183520, Bo2g002610, Bo3g001940	AA19G00291
OG0005637	Bo3g037100, Bo3g037090, Bo4g021240	AA21G00173
OG0005638	Bo3g020840, Bo9g126060, Bo2g034170	AA44G00731
OG0005639	Bo2g161820, Bo2g161830, Bo3g108110	AA5G00104
OG0005640	Bo3g007330, Bo9g169790	AA44G00439
OG0005641	Bo6g121720	AA31G00170
OG0005642	Bo4g197150, Bo4g008180	AA21G00382
OG0005644	Bo1g108220, Bo5g103530	AA26G00770
OG0005645	Bo1g040330, Bo7g110440	AA55G00011
OG0005646	Bo4g059700, Bo4g170770, Bo3g024350	AA32G00683
OG0005648	Bo2g023260, Bo9g150230	AA58G00034, AA54G00372
OG0005649	Bo9g108520, Bo9g029070, Bo3g053000	AA53G01364
OG0005650	Bo5g140180, Bo3g061430, Bo1g147160	AA29G00166
OG0005651	Bo1g134740, Bo3g065850, Bo5g131870	AA26G00113
OG0005652	Bo4g169470, Bo4g061290	AA32G00736
OG0005653	Bo5g050640, Bo8g070080	AA28G00026, AA39G00278
OG0005654	Bo7g117650, Bo1g006120, Bo3g156800	AA30G00111
OG0005655	Bo1g150540, Bo5g145310, Bo3g058990	AA10G00078
OG0005656	Bo3g048700, Bo9g078310	AA53G00340
OG0005658	Bo3g012760, Bo9g159870, Bo2g013910	AA40G00328
OG0005660	Bo4g149750, Bo8g101080	AA46G00137
OG0005662	Bo5g133120, Bo1g138910, Bo3g065160	AA26G00009
OG0005663	Bo5g138100, Bo3g061870, Bo5g138110	AA19G00257, AA93G00138, AA93G00137
OG0005665	Bo9g111300, Bo3g022620, Bo2g044720	AA11G00093
OG0005666	Bo6g121880, Bo6g081750, Bo2g093310	AA31G00155
OG0005667	Bo8g098940, Bo4g159930	AA32G01065
OG0005668	Bo7g115400, Bo1g010990	AA102G00337
OG0005669	Bo7g084050, Bo9g008080, Bo00285s650	AA53G00898
OG0005670	Bo7g072570, Bo2g127280	AA6G00045
OG0005671	Bo9g185050	AA19G00361, AA19G00363, AA19G00043, AA19G00364, AA19G00362, AA26G00181
OG0005672	Bo6g106990, Bo2g060040, Bo6g096060	AA955G00002
OG0005673	Bo1g006760, Bo7g117180, Bo3g167250	AA67G00021
OG0005674	Bo6g039750, Bo6g027980, Bo6g027780	AA15G00033
OG0005675	Bo4g187570, Bo3g032420	AA59G00013
OG0005676	Bo4g034970, Bo4g186060, Bo4g186050, Bo3g029980	AA60G00177
OG0005677	Bo8g092990	AA44G00568
OG0005678	Bo3g167410, Bo1g006870	AA393G00001, AA52G00066, AA90G00022
OG0005679	Bo2g155960, Bo9g011080, Bo7g095430	AA19G00169
OG0005680	Bo4g024610, Bo4g195510	AA21G00280
OG0005681	Bo4g195150, Bo4g024030, Bo3g037370	AA21G00226
OG0005682	Bo3g153990, Bo1g005490, Bo7g118090	AA30G00176
OG0005683	Bo1g007660	AA118G00043
OG0005684	Bo8g065220, Bo8g107610, Bo5g015320	AA65G00338
OG0005685	Bo5g008790, Bo8g010960, Bo8g112630	AA815G00001
OG0005686	Bo01440s010, Bo9g020270, Bo7g063690	AA4G00333
OG0005687	Bo4g186890, Bo4g030610	AA60G00035
OG0005688	Bo6g067110, Bo4g122750	AA36G00026
OG0005689	Bo3g024860, Bo4g173620	AA23G00020, AA32G00634
OG0005690	Bo3g013620, Bo9g153960, Bo2g017780	AA40G00202
OG0005691	Bo1g141030, Bo5g136470	AA52G00017
OG0005692	Bo3g068130, Bo5g126550, Bo1g124900	AA398G00002
OG0005693	Bo9g061540	AA6G00041
OG0005694	Bo00285s530, Bo7g083910	AA53G00889
OG0005696	Bo9g059800, Bo7g067270	AA32G00362
OG0005697	Bo9g014360, Bo2g161140, Bo7g098050	AA5G00192
OG0005698	Bo8g038150	AA87G00255
OG0005699	Bo7g104320	AA18G00194
OG0005701	Bo8g020430, Bo6g008100	AA625G00003
OG0005702	Bo7g091120, Bo3g057050	AA10G00262
OG0005703	Bo4g187790, Bo3g032770	AA60G00214
OG0005704	Bo1g138440, Bo3g065460, Bo5g132640	AA26G00050
OG0005705	Bo5g086610, Bo6g046710, Bo2g158850	AA54G00152
OG0005706	Bo3g008910, Bo2g011010	AA44G00507
OG0005707	Bo3g012690, Bo9g160110	AA40G00351
OG0005708	Bo6g123740, Bo6g081090	AA31G00794
OG0005709	Bo1g027240, Bo7g107940	AA57G00441
OG0005710	Bo3g006680, Bo9g171990, Bo2g009900	AA44G00309
OG0005712	Bo8g067970	AA39G00151
OG0005713	Bo3g064620, Bo1g139780, Bo5g135090	AA64G00027, AA723G00001
OG0005714	Bo2g002400, Bo3g010460, Bo3g001590	AA19G00344
OG0005715	Bo1g014420, Bo7g114310, Bo3g175710	AA102G00167
OG0005716	Bo8g108160	AA57G00479, AA65G00291
OG0005717	Bo8g066480, Bo8g106020, Bo5g020900	AA89G00050, AA37G00185
OG0005721	Bo4g064690, Bo4g064680, Bo00613s060	AA6G00133
OG0005723	Bo2g056330	AA39G00077
OG0005724	Bo8g076570, Bo1g076870	AA96G00066
OG0005726	Bo6g027960, Bo3g044370	AA9G00176
OG0005727	Bo1g006680	AA19G00082, AA19G00132, AA832G00004, AA67G00002, AA26G00803, AA67G00005
OG0005728	Bo2g161790, Bo3g108180	AA5G00108
OG0005729	Bo2g064210, Bo6g109150, Bo6g109130	AA38G00116
OG0005745	Bo4g004670, Bo3g039590	AA21G00453
OG0005746	Bo4g003500, Bo3g039700	AA21G00472
OG0005747	Bo5g133050, Bo3g065200, Bo1g138800	AA26G00012
OG0005748	Bo1g027090	AA57G00426
OG0005749	Bo1g147720, Bo3g060820	AA29G00069
OG0005750	Bo3g009360, Bo9g166440	AA41G00021
OG0005752	Bo7g104630, Bo1g053480	AA18G00177, AA53G00299
OG0005753	Bo3g018990, Bo2g028920, Bo9g133640	AA44G00589
OG0005754	Bo1g072540, Bo3g136960, Bo3g113820	AA96G00061
OG0005756	Bo7g043440, Bo5g063200, Bo8g037920	AA30G00013
OG0005757	Bo2g016490, Bo3g013160, Bo9g155940	AA40G00266
OG0005758	Bo6g031110, Bo6g031100	AA15G00086
OG0005759	Bo5g004560, Bo8g002920	AA32G00435
OG0005760	Bo8g028560	AA54G00214, AA54G00208
OG0005761	Bo8g083740, Bo4g119870	AA147G00005
OG0005762	Bo3g083280	AA166G00004, AA50G00062
OG0005763	Bo8g077230, Bo3g111240	AA4G00091, AA96G00125
OG0005765	Bo5g025450	AA39G00130
OG0005766	Bo2g064390, Bo6g110290, Bo6g095270	AA38G00109
OG0005767	Bo8g016720, Bo5g071250	AA62G00080
OG0005768	Bo2g023250, Bo9g150390	AA24G00001, AA8G00192
OG0005769	Bo3g112260, Bo8g077200	AA96G00123
OG0005770	Bo7g105820, Bo7g105850	AA57G00101
OG0005771	Bo8g092010, Bo6g073020, Bo4g111040	AA61G00209
OG0005772	Bo3g031320, Bo4g031120, Bo4g186440	AA60G00103
OG0005773	Bo8g097440	AA61G00548
OG0005774	Bo9g045280	AA53G00457
OG0005777	Bo5g070930, Bo8g021910	AA43G00081
OG0005778	Bo5g065820	AA9G00080
OG0005779	Bo5g097030, Bo3g080180	AA17G00049
OG0005780	Bo3g004030, Bo3g004000, Bo9g175850	AA83G00024
OG0005781	Bo6g068290	AA37G00017, AA37G00030, AA37G00014, AA825G00001, AA166G00015
OG0005782	Bo7g109360, Bo1g037600	AA312G00005
OG0005783	Bo7g005690, Bo9g027730, Bo8g102660	AA33G00237
OG0005784	Bo9g006290, Bo2g103300	AA7G00085, AA32G00327, AA7G00084
OG0005785	Bo3g005360, Bo9g173660, Bo2g009630	AA60G00033
OG0005788	Bo2g142810, Bo8g107130, Bo5g017950	AA14G00004
OG0005789	Bo4g039060, Bo9g137160, Bo9g137140	AA9G00064
OG0005790	Bo9g020440, Bo7g064130	AA12G00184, AA8G00025
OG0005791	Bo8g118210, Bo5g001290	AA1G00124
OG0005792	Bo3g032540, Bo4g027160	AA139G00004
OG0005793	Bo9g030990, Bo9g032310, Bo02237s020	AA53G01298
OG0005794	Bo6g116480, Bo2g079330	AA31G00635
OG0005795	Bo4g151050, Bo8g100780	AA46G00166
OG0005796	Bo5g086840, Bo2g151860	AA40G00030
OG0005797	Bo8g077290, Bo3g111110	AA96G00130
OG0005798	Bo3g061780, Bo5g137790	AA93G00175
OG0005799	Bo4g098550, Bo6g079610	AA61G00615
OG0005800	Bo9g184740, Bo2g002490	AA19G00317
OG0005801	Bo6g113260, Bo6g093040	AA31G00102
OG0005802	Bo9g066880, Bo7g077130, Bo2g131880, Bo02553s010	AA57G00041, AA99G00012
OG0005803	Bo3g034600, Bo4g025680	AA29G00281
OG0005804	Bo1g101350, Bo3g081890, Bo7g039070	AA78G00030
OG0005807	Bo6g112700, Bo2g070790, Bo6g094440	AA38G00003
OG0005808	Bo9g056010, Bo9g055960, Bo02457s010	AA53G00358
OG0005809	Bo5g062280, Bo3g147560	AA54G00413
OG0005810	Bo1g039320, Bo7g109760	AA131G00056
OG0005811	Bo3g013190, Bo9g154860	AA29G00031, AA40G00260
OG0005812	Bo3g036380, Bo4g019600	AA21G00098
OG0005813	Bo5g020010, Bo8g106560	AA14G00072
OG0005814	Bo7g064380	AA8G00039
OG0005815	Bo6g014410, Bo5g121390, Bo3g071340	AA26G00469
OG0005816	Bo5g016860	AA53G01398
OG0005817	Bo4g061250, Bo4g169520	AA32G00733
OG0005818	Bo8g049860, Bo7g105730	AA57G00081
OG0005819	Bo3g107760, Bo2g164050	AA5G00082
OG0005821	Bo6g080220	AA89G00049
OG0005822	Bo1g098330	AA53G00555
OG0005823	Bo8g016380, Bo6g011040	AA75G00023
OG0005824	Bo3g107100	AA5G00039
OG0005825	Bo9g012630, Bo7g096790	AA12G00013
OG0005826	Bo3g019230, Bo9g133340, Bo2g030240	AA44G00626
OG0005827	Bo1g145120, Bo3g061550, Bo5g140080	AA29G00175
OG0005828	Bo4g012820, Bo4g190570, Bo3g035250	AA93G00032, AA93G00030
OG0005829	Bo1g060490, Bo8g081880	AA8G00092, AA13G00018
OG0005830	Bo2g032920, Bo9g128480	AA44G00691
