Orthogroup	Brassica_oleracea	Brassica_rapa
OG0004302	Bo7g075490	Bra025014
OG0004303	Bo5g019490	Bra019660
OG0004303	Bo8g066010	Bra016705
OG0004304	Bo8g066230	Bra016681
OG0004304	Bo8g106580	Bra026807
OG0004304	Bo5g019980	Bra026191
OG0004305	Bo2g159060	Bra036529
OG0004305	Bo7g096280	Bra009809
OG0004305	Bo7g096290	Bra009807
OG0004306	Bo9g166260	Bra008789
OG0004306	Bo3g009480	Bra006228
OG0004306	Bo2g011620	Bra023443
OG0004307	Bo00578s120	Bra025662
OG0004308	Bo5g136540	Bra034839
OG0004308	Bo5g127220	Bra027255
OG0004310	Bo6g029350, Bo7g096680	Bra038110
OG0004310	Bo6g031270	Bra039660
OG0004311	Bo5g009800	Bra020025
OG0004312	Bo4g188940	Bra017021
OG0004312	Bo4g025360	Bra004973
OG0004312	Bo3g034850	Bra000180
OG0004313	Bo00578s030	Bra025653
OG0004313	Bo7g087160	Bra025371
OG0004314	Bo5g106280	Bra035746
OG0004314	Bo1g108650	Bra023927
OG0004314	Bo3g076180	Bra001802
OG0004315	Bo1g014700	Bra011154
OG0004316	Bo4g021150	Bra004793
OG0004316	Bo4g194750	Bra037674
OG0004317	Bo5g136670	Bra034852
OG0004317	Bo4g029820	Bra005140
OG0004317	Bo4g187380	Bra017139
OG0004318	Bo8g067700, Bo5g025120	Bra025928
OG0004318	Bo3g026820	Bra022902
OG0004318	Bo4g045550	Bra005557
OG0004318	Bo4g045570	Bra021812, Bra005558
OG0004319	Bo5g023470	Bra026001
OG0004319	Bo8g105090	Bra026687
OG0004320	Bo2g146110	Bra033033
OG0004320	Bo7g091040, Bo9g008390	Bra039064
OG0004321	Bo4g024660	Bra004913
OG0004321	Bo04022s010, Bo3g038830	Bra000389
OG0004321	Bo4g195560	Bra039336
OG0004322	Bo5g038690	Bra024521
OG0004322	Bo7g057820	Bra012335
OG0004323	Bo4g049560	Bra005647
OG0004323	Bo4g176190	Bra021719
OG0004324	Bo8g020580	Bra014044
OG0004324	Bo6g006870, Bo03833s010	Bra036339
OG0004325	Bo6g050840	Bra014371
OG0004325	Bo3g184420	Bra037955, Bra030911
OG0004326	Bo00846s010	Bra031109
OG0004327	Bo6g081990	Bra003666
OG0004327	Bo7g108270	Bra025391
OG0004327	Bo6g121510	Bra015653
OG0004328	Bo3g037680	Bra000383
OG0004328	Bo4g038440, Bo4g024450, Bo24817s010	Bra004894
OG0004329	Bo8g097930	Bra007689
OG0004329	Bo6g079520	Bra003502
OG0004330	Bo5g005030	Bra015366
OG0004331	Bo4g024340	Bra004889
OG0004331	Bo4g024360, Bo03620s010	Bra004890
OG0004332	Bo4g018550	Bra004740
OG0004332	Bo4g192920, Bo4g193010	Bra037738
OG0004333	Bo6g050870	Bra014370
OG0004333	Bo3g184450, Bo6g033010	Bra037960
OG0004334	Bo1g002550	Bra011860
OG0004335	Bo1g123340	Bra021189
OG0004336	Bo7g101180	Bra012836
OG0004336	Bo1g059000	Bra040895
OG0004336	Bo8g081240	Bra006878
OG0004337	Bo3g034670	Bra000165
OG0004337	Bo4g025620, Bo4g025580	Bra004991
OG0004337	Bo4g188760	Bra017035
OG0004338	Bo2g025500	Bra020294
OG0004338	Bo9g140710	Bra002537
OG0004338	Bo3g017790	Bra006696
OG0004339	Bo2g098980	Bra008541
OG0004339	Bo2g099000, Bo9g068180	Bra027581
OG0004340	Bo2g131960	Bra022094
OG0004345	Bo4g013470	Bra004644
OG0004345	Bo4g013460, Bo4g013480	Bra004645
OG0004346	Bo4g031280	Bra005250, Bra005249
OG0004347	Bo1g087570	Bra014866
OG0004349	Bo4g030860	Bra038452
OG0004349	Bo9g011270, Bo5g025770, Bo8g046080, Bo7g057840, Bo2g100650	Bra034403
OG0004349	Bo1g055220, Bo4g043860, Bo1g108300, Bo4g043850	Bra004802
OG0004350	Bo3g083300, Bo00790s070	Bra021088
OG0004350	Bo6g098690	Bra014353
OG0004350	Bo5g050660, Bo8g038350, Bo8g050220, Bo4g119670, Bo5g112290	Bra029070
OG0004350	Bo4g052560, Bo7g054690, Bo4g161260, Bo1g116260	Bra030943
OG0004351	Bo1g143820	Bra034121
OG0004351	Bo5g137340	Bra029846
OG0004351	Bo9g178790, Bo6g011110, Bo9g178780	Bra009452
OG0004352	Bo4g195130	Bra004853, Bra037640
OG0004353	Bo1g058910, Bo8g038120	Bra039731
OG0004353	Bo6g056000	Bra037063
OG0004354	Bo5g027290	Bra025723
OG0004354	Bo8g068410	Bra016515
OG0004355	Bo7g078340	Bra026663, Bra024885
OG0004356	Bo3g022820	Bra029085
OG0004356	Bo2g045940	Bra022642
OG0004357	Bo6g031310	Bra039664
OG0004357	Bo6g029420	Bra038113
OG0004358	Bo1g108340, Bo3g017870	Bra031246
OG0004360	Bo8g083730	Bra007077
OG0004361	Bo9g078480	Bra029467
OG0004362	Bo5g098440	Bra031323
OG0004363	Bo9g065410	Bra017538
OG0004363	Bo1g019190	Bra013282
OG0004365	Bo8g076610	Bra018087
OG0004366	Bo2g158880	Bra020494
OG0004367	Bo6g039680	Bra030384
OG0004367	Bo5g126560	Bra027200
OG0004368	Bo1g095720	Bra031452
OG0004368	Bo4g086610	Bra038573
OG0004369	Bo9g161400	Bra008562
OG0004369	Bo6g069620	Bra003213
OG0004369	Bo2g013570	Bra023611
OG0004371	Bo4g127290	Bra032761
OG0004372	Bo2g161440	Bra029324
OG0004372	Bo7g098460	Bra012973
OG0004372	Bo3g004560	Bra005955
OG0004373	Bo1g112380	Bra022449
OG0004373	Bo3g074490	Bra038231, Bra032127
OG0004374	Bo8g104160, Bo2g023660	Bra020167
OG0004374	Bo9g149780, Bo3g015630	Bra006603
OG0004375	Bo1g123430	Bra021184
OG0004375	Bo3g068430	Bra001634
OG0004375	Bo5g124880	Bra022164
OG0004376	Bo7g097600	Bra026493
OG0004376	Bo7g097600	Bra009692
OG0004376	Bo9g014070	Bra026493
OG0004376	Bo9g014070	Bra009692
OG0004377	Bo9g092550	Bra035219
OG0004377	Bo2g108840	Bra033145
OG0004377	Bo3g045300	Bra000743
OG0004378	Bo3g143770	Bra010849
OG0004378	Bo5g058440, Bo7g045750	Bra032291
OG0004379	Bo7g089170	Bra037495
OG0004379	Bo7g030920	Bra015135
OG0004380	Bo3g035920	Bra000251
OG0004380	Bo4g191280	Bra016897
OG0004380	Bo4g014690	Bra004667
OG0004381	Bo4g120000	Bra014820
OG0004381	Bo6g067980	Bra003179
OG0004382	Bo3g185450	Bra030844
OG0004382	Bo9g068140	Bra027579
OG0004383	Bo8g101160	Bra038526
OG0004383	Bo4g149600	Bra030241
OG0004384	Bo7g081790	Bra025148
OG0004384	Bo2g138480	Bra017356, Bra026517, Bra026518
OG0004385	Bo9g010710	Bra036599
OG0004385	Bo2g155660	Bra020564
OG0004385	Bo7g094930	Bra009925
OG0004386	Bo6g120460	Bra015750
OG0004386	Bo2g089890	Bra008259
OG0004387	Bo4g148290	Bra030265
OG0004388	Bo8g080160, Bo8g080140, Bo8g080120, Bo8g080110	Bra036100
OG0004389	Bo2g062830	Bra038325
OG0004389	Bo6g095740, Bo6g108610	Bra004362
OG0004391	Bo7g077530, Bo9g069460	Bra017491
OG0004392	Bo7g050130	Bra030025
OG0004392	Bo5g051850	Bra032808
OG0004392	Bo3g140250	Bra010962
OG0004393	Bo2g055790	Bra034004
OG0004393	Bo6g099000	Bra004092
OG0004393	Bo6g103740	Bra004220
OG0004394	Bo3g044330	Bra000686
OG0004394	Bo6g044250	Bra028049
OG0004394	Bo8g027090	Bra036747
OG0004395	Bo2g026910	Bra020330
OG0004395	Bo9g137110	Bra002583
OG0004395	Bo3g018300	Bra006726
OG0004396	Bo7g085660	Bra025282
OG0004396	Bo9g008290	Bra039075
OG0004397	Bo6g110280	Bra004406
OG0004397	Bo6g095300	Bra003987
OG0004399	Bo9g090850	Bra035265
OG0004400	Bo6g074430	Bra003316
OG0004400	Bo00895s030	Bra014588
OG0004400	Bo8g092400	Bra007377
OG0004402	Bo9g003800	Bra037394
OG0004402	Bo3g054370	Bra000935, Bra000936
OG0004403	Bo9g093940	Bra029425
OG0004403	Bo3g045450	Bra000754
OG0004404	Bo4g104830	Bra014474
OG0004405	Bo9g043950	Bra027146
OG0004405	Bo6g124310, Bo6g124300	Bra035159
OG0004406	Bo7g089760	Bra037442
OG0004408	Bo4g164860	Bra034372
OG0004408	Bo8g112560	Bra031620
OG0004409	Bo3g003140	Bra005836
OG0004409	Bo9g177400, Bo9g177440, Bo9g177420	Bra009086
OG0004410	Bo3g019110	Bra006802
OG0004410	Bo3g019100	Bra006799, Bra006801
OG0004410	Bo2g029050	Bra020412
OG0004410	Bo9g133540	Bra002692
OG0004411	Bo8g115160	Bra032470
OG0004411	Bo4g045840	Bra005578
OG0004411	Bo3g026600	Bra022881
OG0004412	Bo9g076130, Bo6g098770	Bra029576
OG0004412	Bo3g029780	Bra014236, Bra000814
OG0004413	Bo1g057740	Bra036878
OG0004413	Bo8g038220	Bra039725
OG0004414	Bo4g142220	Bra009888, Bra025488
OG0004415	Bo4g074270	Bra012005
OG0004416	Bo6g079450	Bra003500
OG0004416	Bo8g097830	Bra007679
OG0004417	Bo3g076150	Bra001798
OG0004417	Bo1g108770, Bo1g108780	Bra023939
OG0004417	Bo01052s010	Bra035761
OG0004418	Bo4g176080	Bra021712
OG0004418	Bo4g052480	Bra018271
OG0004418	Bo3g025110	Bra022832
OG0004419	Bo9g172050	Bra009030
OG0004419	Bo3g099200	Bra024385
OG0004420	Bo9g027590	Bra036727
OG0004420	Bo7g063510, Bo7g063520	Bra012168
OG0004421	Bo8g095890, Bo1g012000, Bo5g088210	Bra007598
OG0004421	Bo4g101420	Bra014442
OG0004422	Bo4g024400, Bo3g037550	Bra000371
OG0004423	Bo7g067340	Bra033735
OG0004423	Bo9g059840	Bra027543
OG0004424	Bo2g130160	Bra022038
OG0004424	Bo3g027820	Bra022985
OG0004425	Bo5g007810	Bra015536
OG0004425	Bo8g007250	Bra030665
OG0004425	Bo8g114380	Bra031544
OG0004426	Bo8g112510	Bra031623
OG0004426	Bo8g011050	Bra030721
OG0004426	Bo5g008960	Bra018630
OG0004427	Bo3g034840	Bra000179
OG0004427	Bo4g188910	Bra017023
OG0004427	Bo4g025400	Bra004977
OG0004428	Bo2g012170	Bra023486
OG0004428	Bo9g165670	Bra008740
OG0004429	Bo1g019600, Bo14558s010	Bra013310
OG0004430	Bo7g003480	Bra036478
OG0004430	Bo9g028290	Bra036674
OG0004431	Bo4g186940	Bra017186
OG0004431	Bo3g031740	Bra000002
OG0004431	Bo4g030540	Bra005193
OG0004432	Bo3g143100	Bra010899
OG0004433	Bo3g005230	Bra006030
OG0004433	Bo00578s070	Bra025657
OG0004434	Bo8g101030	Bra038514
OG0004435	Bo9g075980	Bra017339
OG0004435	Bo2g138860	Bra036353
OG0004435	Bo7g082340	Bra025177
OG0004436	Bo4g190030	Bra017012
OG0004436	Bo3g034900	Bra000184
OG0004436	Bo4g025290	Bra004967
OG0004437	Bo3g005100	Bra006015
OG0004437	Bo2g009250, Bo02109s010	Bra028645
OG0004437	Bo9g174170	Bra009370
OG0004438	Bo8g063700	Bra016680
OG0004438	Bo5g020090	Bra026186
OG0004439	Bo1g016340	Bra011112
OG0004439	Bo3g177140	Bra010327
OG0004440	Bo5g061030	Bra032339
OG0004440	Bo7g044980	Bra030177
OG0004441	Bo4g034570	Bra005264
OG0004442	Bo7g095980	Bra009839
OG0004442	Bo9g011350	Bra036544
OG0004443	Bo9g011110	Bra036561
OG0004444	Bo4g196060	Bra039288
OG0004444	Bo3g039100	Bra000414
OG0004444	Bo4g012520	Bra004565
OG0004445	Bo4g021330	Bra004811
OG0004445	Bo4g194850	Bra037662
OG0004445	Bo3g037160	Bra000345
OG0004446	Bo6g076920, Bo6g077030	Bra003413
OG0004446	Bo8g095200	Bra007536
OG0004447	Bo4g191230	Bra016900
OG0004447	Bo3g035850	Bra000245
OG0004447	Bo4g014620	Bra004660
OG0004448	Bo3g042350	Bra000578
OG0004449	Bo6g079770	Bra003520
OG0004449	Bo4g098320, Bo13576s010	Bra040420
OG0004449	Bo8g098320	Bra007722
OG0004450	Bo8g010900	Bra030709
OG0004450	Bo8g112710	Bra031608
OG0004450	Bo5g008670	Bra018665
OG0004451	Bo1g152010	Bra040132
OG0004452	Bo4g173060	Bra021635
OG0004452	Bo4g058460	Bra018313
OG0004452	Bo3g024640	Bra022801
OG0004453	Bo9g011250	Bra036550
OG0004453	Bo2g158510	Bra020511
OG0004453	Bo2g158490	Bra020512
OG0004454	Bo2g131360	Bra022054
OG0004454	Bo7g075630	Bra025004
OG0004454	Bo7g075620	Bra025005
OG0004454	Bo9g065470	Bra017532
OG0004455	Bo5g123380	Bra022199
OG0004455	Bo3g068700	Bra001655
OG0004455	Bo1g122720	Bra021225
OG0004456	Bo3g168990	Bra034614
OG0004456	Bo4g164930	Bra034380
OG0004457	Bo4g111270	Bra014633
OG0004457	Bo8g091700	Bra007317
OG0004459	Bo9g174740	Bra009325
OG0004459	Bo2g008930	Bra028670
OG0004459	Bo3g004740	Bra005973
OG0004460	Bo5g140120	Bra029684
OG0004460	Bo1g146130	Bra040037
OG0004461	Bo6g044360	Bra028041
OG0004462	Bo4g026550	Bra005052, Bra005050
OG0004462	Bo4g188090	Bra017081
OG0004463	Bo5g060970	Bra032333
OG0004463	Bo3g146380	Bra010815
OG0004464	Bo8g054390	Bra010362
OG0004464	Bo7g113180	Bra024194
OG0004464	Bo1g017380	Bra011037
OG0004465	Bo8g111030	Bra031675
OG0004465	Bo5g010040	Bra020007
OG0004466	Bo8g110830	Bra031693
OG0004466	Bo8g059030	Bra018468
OG0004466	Bo5g010440	Bra019971
OG0004467	Bo4g043700	Bra021853
OG0004468	Bo5g072400	Bra032239
OG0004468	Bo8g016550	Bra014099
OG0004469	Bo4g009250	Bra004538
OG0004470	Bo7g098310	Bra012984
OG0004470	Bo9g014470	Bra035942
OG0004471	Bo8g002720	Bra030551
OG0004471	Bo9g059570	Bra027527
OG0004472	Bo4g031230, Bo4g031250	Bra005247
OG0004473	Bo8g035600	Bra040809
OG0004473	Bo4g130810	Bra032730
OG0004473	Bo7g038740	Bra015000
OG0004474	Bo2g080610	Bra008100
OG0004474	Bo6g087740	Bra003841
OG0004475	Bo7g114540	Bra011198, Bra024071
OG0004476	Bo7g114480	Bra024077
OG0004476	Bo7g114460	Bra024080
OG0004476	Bo7g114490	Bra024076
OG0004476	Bo3g175570	Bra010284
OG0004477	Bo3g060590	Bra001199
OG0004477	Bo5g143480, Bo1g148920	Bra029580
OG0004478	Bo3g017480	Bra006672
OG0004479	Bo5g035110	Bra031359
OG0004479	Bo8g071270	Bra016391
OG0004480	Bo8g065350	Bra016736
OG0004481	Bo8g066730	Bra016636
OG0004481	Bo5g022090	Bra026032
OG0004481	Bo8g105390	Bra026711
OG0004481	Bo8g105380	Bra026710
OG0004482	Bo7g061490	Bra012237
OG0004482	Bo6g120370	Bra015761
OG0004483	Bo5g006950	Bra015451
OG0004484	Bo3g184110	Bra034523
OG0004487	Bo6g110350	Bra016268
OG0004487	Bo2g064450	Bra003982
OG0004488	Bo2g025160	Bra020268
OG0004488	Bo3g017610	Bra006682
OG0004489	Bo2g082340	Bra008167
OG0004490	Bo02686s010, Bo2g075590, Bo13722s010, Bo2g075570	Bra008023
OG0004490	Bo00722s020	Bra016076
OG0004491	Bo8g112840	Bra018681, Bra031595
OG0004492	Bo7g021370, Bo4g096470, Bo00795s020, Bo9g028940	Bra027809
OG0004493	Bo2g136000	Bra026613
OG0004494	Bo3g071450	Bra001700
OG0004494	Bo5g120050, Bo1g118860	Bra022293
OG0004495	Bo8g080690, Bo8g080720	Bra006922
OG0004495	Bo4g125400	Bra033431
OG0004495	Bo7g102600	Bra012805
OG0004496	Bo7g089270	Bra037484
OG0004496	Bo9g009510	Bra036168
OG0004496	Bo2g149970	Bra020697
OG0004497	Bo7g107890	Bra019386
OG0004498	Bo3g055030	Bra000998
OG0004499	Bo4g024190	Bra004877
OG0004500	Bo6g086930	Bra003795
OG0004502	Bo3g001340	Bra005674
OG0004502	Bo6g056120	Bra037060
OG0004503	Bo2g013610	Bra023613
OG0004504	Bo7g117270	Bra017702
OG0004504	Bo1g006670	Bra011590
OG0004504	Bo3g167050, Bo03023s010	Bra020802
OG0004505	Bo8g070980	Bra016411
OG0004505	Bo7g059840	Bra012289
OG0004505	Bo5g034650	Bra017936
OG0004506	Bo3g107870, Bo2g164000, Bo9g014870	Bra035902
OG0004507	Bo8g019140	Bra040861
OG0004507	Bo1g101790	Bra023720
OG0004508	Bo5g017460	Bra031789, Bra019726
OG0004509	Bo1g047820	Bra026388
OG0004510	Bo9g030750	Bra027684
OG0004510	Bo9g032630	Bra027753
OG0004511	Bo6g095900	Bra004016
OG0004511	Bo5g043080	Bra024730
OG0004512	Bo8g023250	Bra014013
OG0004512	Bo9g058290	Bra027984
OG0004513	Bo2g028690	Bra020378
OG0004513	Bo9g134960	Bra002662
OG0004513	Bo3g018820	Bra006775
OG0004514	Bo3g149910	Bra010702
OG0004514	Bo1g002410	Bra011873
OG0004514	Bo7g119360	Bra033599
OG0004515	Bo5g021460	Bra026086
OG0004516	Bo1g034440, Bo1g034450	Bra013684
OG0004516	Bo7g108640	Bra019314
OG0004517	Bo6g030910	Bra018996
OG0004517	Bo1g128410, Bo5g127010	Bra027236
OG0004518	Bo8g035590, Bo3g027270	Bra022937
OG0004518	Bo4g043740, Bo4g181890	Bra021848
OG0004519	Bo3g172320	Bra040085
OG0004519	Bo1g010290	Bra011355
OG0004519	Bo7g115780	Bra037051
OG0004520	Bo7g115970	Bra037030
OG0004520	Bo1g008530	Bra011404
OG0004520	Bo3g170990	Bra034543
OG0004521	Bo2g028770	Bra020386
OG0004521	Bo2g028760	Bra020385
OG0004521	Bo9g134820	Bra002668
OG0004522	Bo6g121110	Bra015690
OG0004522	Bo6g121100, Bo04161s010	Bra015691
OG0004522	Bo6g121130	Bra015689
OG0004523	Bo6g031070	Bra019008
OG0004524	Bo2g062880	Bra038321
OG0004525	Bo4g191720	Bra016865
OG0004525	Bo3g036160	Bra000269
OG0004525	Bo3g157150	Bra004711
OG0004526	Bo8g108640	Bra026915, Bra026845, Bra011216, Bra033821, Bra015765
OG0004527	Bo5g043240	Bra024750
OG0004527	Bo3g138650	Bra010994
OG0004527	Bo7g052940, Bo7g050630	Bra012475
OG0004528	Bo3g008870	Bra006166
OG0004528	Bo2g010970, Bo9g169270	Bra008875
OG0004529	Bo6g122400	Bra035074
OG0004529	Bo6g081460	Bra003633
OG0004529	Bo2g094820	Bra008385
OG0004530	Bo6g118090	Bra003829, Bra015965
OG0004531	Bo5g035040	Bra031356
OG0004531	Bo8g071210	Bra012301, Bra016397
OG0004532	Bo7g054580	Bra012408, Bra012423
OG0004532	Bo8g076230	Bra016308
OG0004532	Bo5g041470	Bra016310, Bra024660
OG0004533	Bo5g030810	Bra025853
OG0004534	Bo6g072190, Bo5g034660	Bra017937
OG0004534	Bo7g059850	Bra012290
OG0004535	Bo7g092790	Bra010032
OG0004535	Bo9g009900	Bra036138
OG0004535	Bo2g151740	Bra020628
OG0004536	Bo4g017240	Bra004713
OG0004536	Bo6g076120	Bra003359
OG0004537	Bo2g023240	Bra020134
OG0004537	Bo3g015420	Bra006584
OG0004537	Bo9g150400	Bra002337
OG0004538	Bo3g153030	Bra010630, Bra010629
OG0004538	Bo1g003200	Bra011802
OG0004539	Bo4g194710	Bra037677
OG0004539	Bo4g021080	Bra004789
OG0004539	Bo4g021110	Bra004790
OG0004540	Bo6g003610	Bra040873
OG0004541	Bo3g106840, Bo6g107030, Bo2g165420	Bra029237
OG0004542	Bo2g075230	Bra008003
OG0004542	Bo6g114560	Bra016088
OG0004543	Bo8g076910	Bra018060
OG0004544	Bo1g087480	Bra038151
OG0004544	Bo7g098990, Bo7g099000	Bra012929
OG0004544	Bo2g166260	Bra031916
OG0004545	Bo01176s030	Bra030619
OG0004545	Bo5g006870	Bra015446
OG0004546	Bo5g092910, Bo5g094540	Bra033875
OG0004546	Bo01006s010	Bra038439
OG0004546	Bo5g068200	Bra023206
OG0004547	Bo5g048340, Bo5g091850	Bra033870
OG0004548	Bo7g116550	Bra017619
OG0004548	Bo1g007710	Bra011484
OG0004548	Bo3g169260	Bra034595
OG0004549	Bo6g077670	Bra003448
OG0004549	Bo8g095910	Bra007600
OG0004549	Bo4g101400	Bra014439
OG0004550	Bo8g068610	Bra016498
OG0004550	Bo7g062260	Bra012184
OG0004550	Bo5g027650	Bra025753
OG0004551	Bo6g023640	Bra018882
OG0004551	Bo5g108530	Bra035769
OG0004551	Bo1g036930, Bo1g108820	Bra001794, Bra023942
OG0004552	Bo6g099160	Bra004107
OG0004552	Bo2g050990	Bra022502
OG0004553	Bo2g129970	Bra022029
OG0004553	Bo9g064100	Bra017565
OG0004553	Bo7g075200	Bra025025
OG0004554	Bo3g042110	Bra000559
OG0004555	Bo3g175400	Bra010274
OG0004555	Bo1g011890	Bra011214, Bra011221
OG0004555	Bo7g114780	Bra024044
OG0004556	Bo3g157280	Bra020993
OG0004556	Bo1g019900	Bra013345
OG0004557	Bo1g094530	Bra031466
OG0004558	Bo1g051300	Bra026273
OG0004558	Bo8g054160	Bra010381
OG0004558	Bo7g111980	Bra024216
OG0004559	Bo2g025300	Bra020279
OG0004560	Bo1g138960	Bra039342
OG0004560	Bo3g065130	Bra001470
OG0004561	Bo7g021630	Bra015218
OG0004561	Bo9g023820	Bra039839
OG0004562	Bo3g062440	Bra001345
OG0004562	Bo5g139760	Bra029719
OG0004563	Bo4g149760	Bra030231
OG0004563	Bo8g101070, Bo4g142400, Bo1g087960, Bo4g169510	Bra038517
OG0004564	Bo3g154150	Bra010556, Bra010356
OG0004564	Bo7g117980	Bra017763
OG0004564	Bo1g005630	Bra011685
OG0004565	Bo4g136020, Bo3g156920, Bo8g055860, Bo3g149740, Bo4g119590	Bra035360
OG0004566	Bo2g010560	Bra023334
OG0004566	Bo9g170030	Bra008949
OG0004567	Bo5g098710	Bra031307
OG0004567	Bo3g078820	Bra001845
OG0004567	Bo1g105660	Bra023863
OG0004568	Bo9g026180	Bra037234
OG0004568	Bo7g011440	Bra039629
OG0004569	Bo3g022660	Bra029068, Bra003621
OG0004570	Bo3g013080	Bra006453
OG0004570	Bo1g039370	Bra013840
OG0004570	Bo7g109810	Bra019205
OG0004571	Bo3g009560	Bra006233
OG0004571	Bo2g011640	Bra023445
OG0004571	Bo9g166220	Bra008785
OG0004572	Bo3g165550	Bra020836
OG0004572	Bo7g108080	Bra019366
OG0004572	Bo1g028540	Bra013634
OG0004573	Bo3g009050	Bra006190
OG0004573	Bo9g168900	Bra008846
OG0004573	Bo2g011150	Bra023399
OG0004574	Bo6g114470	Bra016095
OG0004574	Bo2g075150	Bra007999
OG0004574	Bo2g075160	Bra003903
OG0004575	Bo2g057510, Bo6g106570	Bra004284
OG0004575	Bo3g139860	Bra010983
OG0004576	Bo7g107120	Bra038804
OG0004576	Bo1g022390	Bra020924, Bra013460
OG0004577	Bo6g108840	Bra004380
OG0004577	Bo2g063060	Bra038305
OG0004578	Bo10908s010, Bo7g117880, Bo24301s010, Bo1g144680	Bra034057
OG0004578	Bo3g062160	Bra001323
OG0004579	Bo1g108680	Bra023933
OG0004579	Bo00951s010	Bra035748
OG0004579	Bo5g107300	Bra035750, Bra035751
OG0004580	Bo3g168910	Bra034624
OG0004580	Bo7g116860	Bra017656
OG0004580	Bo1g007330	Bra011529
OG0004581	Bo5g150340	Bra032027
OG0004582	Bo3g034610	Bra000158
OG0004582	Bo4g025670, Bo4g025650	Bra004994
OG0004582	Bo4g188730	Bra017040
OG0004583	Bo9g027560	Bra038567
OG0004583	Bo7g078800, Bo9g027550	Bra038566
OG0004584	Bo4g156150, Bo4g156130, Bo3g022500	Bra029057
OG0004585	Bo5g098860	Bra001840, Bra031296
OG0004585	Bo1g105750	Bra031297, Bra023866
OG0004586	Bo7g091200	Bra025323
OG0004586	Bo9g008420	Bra039061
OG0004587	Bo3g026960	Bra022916
OG0004587	Bo4g045380	Bra005537
OG0004588	Bo6g031160	Bra019017
OG0004589	Bo20237s010, Bo5g115280	Bra018507, Bra010020, Bra039797
OG0004590	Bo4g116730	Bra014747
OG0004590	Bo6g069610	Bra003212
OG0004590	Bo8g089750	Bra007162
OG0004590	Bo8g089720	Bra007161
OG0004592	Bo6g029360	Bra038111
OG0004592	Bo3g182840	Bra030953
OG0004592	Bo6g031290	Bra039661
OG0004593	Bo5g118800, Bo5g118780, Bo5g118850	Bra022313
OG0004594	Bo5g009710	Bra018567
OG0004594	Bo01087s020	Bra031661
OG0004595	Bo6g026520	Bra030404, Bra018941, Bra018942
OG0004596	Bo9g052120	Bra027890
OG0004597	Bo3g021170, Bo14654s010, Bo3g021190, Bo2g036500	Bra035606
OG0004597	Bo9g123550	Bra002839
OG0004598	Bo3g130120	Bra038277
OG0004599	Bo4g024220	Bra004878
OG0004599	Bo3g037480	Bra000366
OG0004599	Bo4g195280	Bra040333
OG0004600	Bo6g089210	Bra003865
OG0004600	Bo6g116340	Bra016030
OG0004600	Bo2g079140	Bra008057
OG0004601	Bo9g010880	Bra036585
OG0004601	Bo1g046560, Bo2g156270	Bra020529
OG0004602	Bo2g150140	Bra020689
OG0004602	Bo5g141720	Bra029634
OG0004602	Bo1g147480	Bra040368
OG0004603	Bo1g011880	Bra011222
OG0004603	Bo7g114790	Bra024043
OG0004603	Bo3g175410	Bra010273
OG0004604	Bo4g194220	Bra037724
OG0004604	Bo4g194230	Bra037723
OG0004605	Bo3g035720	Bra000233
OG0004605	Bo4g191020	Bra016922
OG0004605	Bo4g013370	Bra004634
OG0004605	Bo4g013390	Bra004637, Bra027776
OG0004606	Bo4g059640	Bra018328
OG0004606	Bo4g170860	Bra021620
OG0004607	Bo3g007260	Bra008939, Bra006116
OG0004607	Bo9g169890	Bra023340
OG0004608	Bo2g095640	Bra008435
OG0004608	Bo6g080740	Bra003588
OG0004608	Bo6g124190	Bra035148
OG0004609	Bo8g097350	Bra007633
OG0004609	Bo4g007110	Bra004522
OG0004610	Bo8g038260	Bra039721
OG0004611	Bo5g021330	Bra026103, Bra026102
OG0004611	Bo5g021320	Bra026105
OG0004611	Bo5g030880	Bra028029
OG0004612	Bo8g095970	Bra007606
OG0004612	Bo6g077690	Bra003450
OG0004612	Bo4g101310	Bra014435
OG0004614	Bo4g059580	Bra018321
OG0004614	Bo4g171900	Bra021625
OG0004614	Bo3g024480	Bra022788
OG0004615	Bo8g102990	Bra031057
OG0004615	Bo5g026990	Bra025703
OG0004615	Bo8g068200	Bra016532
OG0004616	Bo8g091390	Bra007294
OG0004617	Bo6g077760	Bra003452
OG0004618	Bo1g028550	Bra013635
OG0004619	Bo5g083810	Bra034405
OG0004619	Bo5g083800, Bo5g072500	Bra032244
OG0004620	Bo4g059600	Bra018323
OG0004621	Bo4g047270	Bra005625
OG0004621	Bo3g026520, Bo4g177700	Bra021762
OG0004623	Bo2g005310	Bra009501, Bra028810
OG0004624	Bo2g009620	Bra006039
OG0004624	Bo2g009620	Bra028609
OG0004624	Bo9g173680	Bra009073
OG0004624	Bo5g052220, Bo02022s010	Bra039605
OG0004625	Bo3g017370	Bra006660
OG0004625	Bo9g142530	Bra031603, Bra002482
OG0004625	Bo2g024940	Bra020252, Bra020250
OG0004626	Bo8g107070	Bra026862
OG0004626	Bo8g065830	Bra016713
OG0004627	Bo5g127030	Bra027237
OG0004627	Bo1g128420	Bra021114
OG0004627	Bo3g066880	Bra001597
OG0004628	Bo2g140550	Bra032993
OG0004628	Bo5g072560	Bra032249
OG0004628	Bo8g015170	Bra014127
