Orthogroup	Brassica_oleracea	Arabis_alpina
OG0004178	Bo2g166020, Bo3g101680	AALP_AA8G471700
OG0004181	Bo3g178240	AALP_AA4G061300
OG0004182	Bo8g070890	AALP_AA3G318900
OG0004183	Bo2g136760, Bo7g064070	AALP_AA8G508400
OG0004186	Bo3g066210, Bo4g171910, Bo1g132310, Bo5g129220	AALP_AA3G163000
OG0004187	Bo4g027120, Bo3g032660, Bo3g032670, Bo4g187700	AALP_AA4G168000
OG0004188	Bo2g168240, Bo9g018840, Bo3g097870	AALP_AA8G489700
OG0004189	Bo3g083900	AALP_AA3G293200
OG0004190	Bo8g092070, Bo4g111000, Bo6g073120	AALP_AA5G222700
OG0004191	Bo3g101050	AALP_AA8G479600
OG0004192	Bo3g052570	AALP_AA6G031300
OG0004193	Bo9g010450	AALP_AA8G255700
OG0004194	Bo7g097480	AALP_AA8G411400
OG0004197	Bo4g140340	AALP_AA6G331100
OG0004198	Bo3g066710, Bo5g127380, Bo1g129710	AALP_AA3G170600
OG0004200	Bo8g030540, Bo8g030530	AALP_AAs47157U000300
OG0004202	Bo5g108560	AALP_AA3G234800
OG0004203	Bo02077s010	AALP_AA2G202600
OG0004203	Bo6g119950	AALP_AA2G202700
OG0004205	Bo6g072880, Bo8g091810, Bo4g111200	AALP_AA5G218200
OG0004207	Bo3g025340, Bo4g049610	AALP_AA6G081500
OG0004209	Bo3g027190	AALP_AA6G065000
OG0004210	Bo7g095720	AALP_AA8G434500
OG0004210	Bo3g007090, Bo2g010440	AALP_AA8G111700
OG0004211	Bo1g143970, Bo5g137520	AALP_AA3G110400
OG0004212	Bo3g020980	AALP_AA8G350100
OG0004213	Bo2g151580, Bo8g095550, Bo4g103660, Bo6g077340	AALP_AA5G264500
OG0004214	Bo8g095260	AALP_AA5G261500
OG0004215	Bo3g068690, Bo5g123390, Bo1g122730	AALP_AA3G194000
OG0004216	Bo6g008190, Bo1g084770, Bo8g108090, Bo8g108100, Bo8g108080, Bo5g016790	AALP_AA1G136400, AALP_AA1G136800, AALP_AA1G136500
OG0004217	Bo1g141130	AALP_AA5G189800
OG0004218	Bo9g148150	AALP_AA8G406400
OG0004219	Bo6g073320, Bo3g037630, Bo4g195410	AALP_AA4G240700
OG0004220	Bo4g196100	AALP_AA4G254800
OG0004221	Bo7g088680, Bo9g009040	AALP_AA6G346900, AALP_AA5G064300
OG0004223	Bo9g006250, Bo9g006260, Bo3g051080, Bo3g052090, Bo3g051060	AALP_AA6G041000, AALP_AA6G041200, AALP_AA6G040900, AALP_AA6G041100
OG0004224	Bo7g114270	AALP_AA7G152100
OG0004226	Bo4g162630	AALP_AA1G166300
OG0004227	Bo3g060190, Bo16012s010, Bo1g150330, Bo1g150360, Bo5g145060	AALP_AA3G056400
OG0004229	Bo4g139060	AALP_AA8G308300
OG0004229	Bo9g008730, Bo7g087100	AALP_AA5G057200
OG0004230	Bo5g072380	AALP_AA4G080200
OG0004231	Bo3g140110	AALP_AA1G263000
OG0004232	Bo6g042520	AALP_AA4G042700
OG0004233	Bo5g103450, Bo3g077430	AALP_AA3G243700
OG0004234	Bo4g093080	AALP_AAs45371U000100
OG0004236	Bo01412s010, Bo02104s010, Bo08376s010, Bo05852s010	AALP_AAs57819U000100
OG0004237	Bo9g175060, Bo2g007480, Bo3g004160	AALP_AA8G065200
OG0004238	Bo00629s150, Bo9g154500	AALP_AA8G206800, AALP_AA8G206700, AALP_AAs66884U000100
OG0004240	Bo4g059610	AALP_AAs48252U000300
OG0004241	Bo7g031140	AALP_AA4G095200
OG0004243	Bo7g005850, Bo9g027670	AALP_AA3G358200
OG0004244	Bo9g169810, Bo3g007320	AALP_AA8G116600
OG0004245	Bo2g050840, Bo7g119750	AALP_AA7G262200
OG0004246	Bo1g139790, Bo3g064610, Bo5g135100	AALP_AA3G128200
OG0004249	Bo3g127460	AALP_AA5G068700
OG0004250	Bo6g083720	AALP_AA2G210500
OG0004251	Bo1g011710	AALP_AA1G174100
OG0004251	Bo4g154420	AALP_AA6G272500
OG0004252	Bo3g060980	AALP_AA3G076600
OG0004253	Bo6g107070, Bo7g119040, Bo3g151390	AALP_AA7G275100
OG0004254	Bo2g156250, Bo7g095240	AALP_AA8G246100
OG0004254	Bo3g060280	AALP_AA3G058100
OG0004256	Bo5g016640	AALP_AA1G140300
OG0004258	Bo4g035060, Bo3g029910, Bo4g186010, Bo4g035070	AALP_AA4G132200
OG0004259	Bo7g107450	AALP_AA7G040200
OG0004261	Bo5g062670, Bo2g156060, Bo3g147860, Bo7g043710	AALP_AA1G310100
OG0004262	Bo8g114050	AALP_AA1G074900
OG0004263	Bo3g076050, Bo5g108590	AALP_AA3G234400
OG0004264	Bo3g144100, Bo5g059780, Bo9g095670, Bo7g045440	AALP_AA8G439400
OG0004267	Bo1g150120	AALP_AA3G059200
OG0004268	Bo8g026920, Bo6g044100	AALP_AA1G332300
OG0004269	Bo8g101910	AALP_AA6G304400
OG0004270	Bo3g185190, Bo6g051330	AALP_AA4G009500
OG0004274	Bo7g091180	AALP_AA5G051400
OG0004275	Bo7g038820, Bo3g081940	AALP_AA3G276000
OG0004278	Bo4g136560	AALP_AA6G358400
OG0004279	Bo1g101690, Bo1g101670, Bo7g040280	AALP_AA3G272500
OG0004281	Bo9g104920	AALP_AA8G299300
OG0004283	Bo1g139630, Bo5g134780	AALP_AA3G130900, AALP_AA3G130800
OG0004284	Bo8g090070, Bo4g115530	AALP_AA4G182800
OG0004285	Bo4g039140	AALP_AA4G119500
OG0004286	Bo3g074720	AALP_AA5G104100
OG0004287	Bo5g112460	AALP_AA3G227700
OG0004288	Bo4g194630, Bo4g194680, Bo4g194660, Bo4g194640, Bo4g194690, Bo4g194670, Bo3g036940	AALP_AA4G228000, AALP_AA4G222100, AALP_AA1G213000, AALP_AA7G102200
OG0004289	Bo01118s020, Bo5g008270	AALP_AAs45943U000100
OG0004290	Bo1g040650	AALP_AA7G089500
OG0004291	Bo2g138870, Bo7g082360	AALP_AA5G027700
OG0004292	Bo3g018290, Bo9g137150, Bo9g137130, Bo03661s010, Bo2g026900, Bo2g026890, Bo04487s010	AALP_AA8G380800
OG0004294	Bo6g042610, Bo6g026030, Bo3g181480	AALP_AA4G045200
OG0004298	Bo4g098330	AALP_AA5G289900
OG0004300	Bo1g045210, Bo2g013240, Bo03047s010, Bo01311s010	AALP_AA8G177600
OG0004301	Bo1g087710	AALP_AA2G061300
OG0004302	Bo7g075490	AALP_AA6G114300
OG0004305	Bo2g159060, Bo7g096280, Bo7g096290	AALP_AAs58859U000200, AALP_AA1G252000, AALP_AAs58859U000300, AALP_AA1G251900, AALP_AAs58859U000100
OG0004306	Bo9g166260, Bo3g009480, Bo2g011620	AALP_AA8G140000
OG0004310	Bo6g029350, Bo7g096680, Bo6g031270	AALP_AA4G030100, AALP_AA6G243300
OG0004311	Bo5g009800	AALP_AA1G097500
OG0004312	Bo4g188940, Bo4g025360, Bo3g034850	AALP_AA4G189400
OG0004313	Bo00578s030	AALP_AA8G310100
OG0004314	Bo5g106280, Bo1g108650, Bo3g076180	AALP_AA3G239300
OG0004315	Bo1g014700	AALP_AA7G149200
OG0004316	Bo4g194750	AALP_AA4G228700, AALP_AA4G228800, AALP_AA4G228900
OG0004317	Bo4g029820, Bo4g187380	AALP_AA4G158700
OG0004318	Bo9g171870, Bo8g067700, Bo5g025120, Bo3g026820, Bo4g045550, Bo4g045570	AALP_AA8G240500
OG0004319	Bo5g023470, Bo8g105090	AALP_AA1G188900, AALP_AA4G088000
OG0004320	Bo2g146110, Bo7g091040, Bo9g008390	AALP_AA5G050700
OG0004321	Bo4g024660, Bo04022s010, Bo3g038830, Bo4g195560	AALP_AA4G243500
OG0004322	Bo5g038690, Bo7g057820	AALP_AA1G246400
OG0004325	Bo6g050840, Bo3g184420	AALP_AA4G021500
OG0004329	Bo8g097930, Bo6g079520	AALP_AA5G283600
OG0004330	Bo5g005030	AALP_AA1G045900
OG0004331	Bo4g024340, Bo4g024360, Bo03620s010	AALP_AA4G239600
OG0004332	Bo4g018550, Bo4g192920, Bo4g193010	AALP_AA4G219400
OG0004333	Bo6g050870, Bo3g184450, Bo6g033010	AALP_AA4G021100
OG0004334	Bo1g002550	AALP_AA1G157000
OG0004335	Bo1g123340	AALP_AA3G189100
OG0004336	Bo7g101180, Bo1g059000, Bo8g081240	AALP_AA5G142900
OG0004337	Bo3g034670, Bo4g025620, Bo4g025580, Bo4g188760	AALP_AA4G186500
OG0004338	Bo2g025500, Bo9g140710, Bo3g017790	AALP_AA8G392700
OG0004344	Bo5g071090	AALP_AA6G165600, AALP_AAs49362U000500, AALP_AA3G355800
OG0004345	Bo4g013470, Bo4g013460, Bo4g013480	AALP_AA4G201100
OG0004352	Bo4g195130	AALP_AA4G235400
OG0004353	Bo1g058910, Bo8g038120, Bo6g056000	AALP_AA3G264000
OG0004354	Bo5g027290, Bo8g068410	AALP_AA1G211300
OG0004355	Bo7g078340	AALP_AA5G004200
OG0004356	Bo3g022820, Bo2g045940	AALP_AA8G314400
OG0004358	Bo3g017870	AALP_AA3G241600
OG0004360	Bo8g083730	AALP_AA5G179500
OG0004362	Bo5g098440	AALP_AA6G126000
OG0004365	Bo8g076610	AALP_AA1G230700
OG0004366	Bo2g158880	AALP_AA6G180000
OG0004368	Bo1g095720, Bo4g086610	AALP_AA2G033800
OG0004369	Bo9g161400, Bo6g069620, Bo2g013570	AALP_AA2G144800
OG0004371	Bo4g004520, Bo4g127290	AALP_AA4G263200
OG0004372	Bo2g161440, Bo7g098460, Bo3g004560	AALP_AA1G221500, AALP_AA6G334600
OG0004373	Bo5g113680, Bo1g112380, Bo3g074490	AALP_AA3G226800
OG0004375	Bo1g123430, Bo3g068430, Bo5g124880	AALP_AA3G186500
OG0004376	Bo7g097600, Bo9g014070	AALP_AA8G412200
OG0004379	Bo7g089170, Bo7g030920	AALP_AA6G160700
OG0004380	Bo3g035920, Bo4g191280, Bo4g014690	AALP_AA4G205000
OG0004382	Bo3g185450, Bo9g068140	AALP_AA1G014700
OG0004383	Bo8g101160, Bo4g149600	AALP_AA6G291800
OG0004384	Bo7g081790, Bo2g138480	AALP_AA3G297900
OG0004385	Bo9g010710, Bo2g155660, Bo7g094930	AALP_AA8G250300
OG0004386	Bo6g120460, Bo2g089890	AALP_AA2G206400
OG0004387	Bo4g148290	AALP_AA6G294100
OG0004389	Bo2g062830, Bo6g095740, Bo6g108610	AALP_AA2G117600
OG0004391	Bo7g077530, Bo9g069460	AALP_AA6G105200
OG0004392	Bo7g050130, Bo5g051850, Bo3g140250	AALP_AA1G264900
OG0004393	Bo2g055790, Bo6g099000, Bo6g103740	AALP_AA2G091000
OG0004394	Bo6g044250, Bo8g027090	AALP_AA1G347800
OG0004395	Bo2g026910, Bo9g137110, Bo3g018300	AALP_AA8G381000
OG0004396	Bo7g085660, Bo9g008290	AALP_AA6G330800, AALP_AA5G044400
OG0004398	Bo9g059610	AALP_AA4G095100
OG0004402	Bo9g003800, Bo3g054370	AALP_AA6G013500
OG0004403	Bo9g093940	AALP_AA8G384600
OG0004403	Bo3g045450	AALP_AA6G179400
OG0004404	Bo4g104830	AALP_AA5G263900
OG0004405	Bo9g043950, Bo6g124310, Bo6g124300	AALP_AA2G258700
OG0004406	Bo7g089760	AALP_AA6G290400
OG0004407	Bo4g039010, Bo3g028190, Bo4g183090	AALP_AA4G118600
OG0004408	Bo8g112560	AALP_AA1G085000
OG0004411	Bo8g115160	AALP_AA1G050200
OG0004411	Bo4g045840, Bo3g026600	AALP_AA6G073800
OG0004412	Bo9g076130, Bo6g098770, Bo3g029780	AALP_AA6G211900
OG0004414	Bo4g142220	AALP_AA5G039100, AALP_AA5G038700, AALP_AA5G039000, AALP_AA5G038800, AALP_AAs40899U000100
OG0004416	Bo6g079450, Bo8g097830	AALP_AA5G282300
OG0004417	Bo3g076150, Bo1g108770, Bo1g108780, Bo01052s010	AALP_AA3G238100
OG0004418	Bo4g176080, Bo4g052480, Bo3g025110	AALP_AA6G085900
OG0004422	Bo4g024400, Bo3g037550	AALP_AA4G239700
OG0004423	Bo7g067340, Bo9g059840	AALP_AA6G140300
OG0004424	Bo2g130160, Bo3g027820	AALP_AA4G115100
OG0004425	Bo5g007810, Bo8g007250, Bo8g114380	AALP_AA1G066600
OG0004426	Bo8g112510, Bo8g011050, Bo5g008960	AALP_AA1G087500
OG0004427	Bo3g034840, Bo4g188910, Bo4g025400	AALP_AA4G188700
OG0004428	Bo2g012170, Bo9g165670	AALP_AA8G149800
OG0004430	Bo7g003480, Bo9g028290	AALP_AA3G372000
OG0004431	Bo4g186940, Bo3g031740, Bo4g030540	AALP_AA4G149800
OG0004433	Bo00578s070	AALP_AA8G309600, AALP_AA8G092900
OG0004434	Bo8g101030	AALP_AA5G161600
OG0004435	Bo2g138860, Bo7g082340	AALP_AA5G027400
OG0004436	Bo4g190030, Bo3g034900, Bo4g025290	AALP_AA4G189200
OG0004437	Bo3g005100, Bo2g009250, Bo02109s010, Bo9g174170	AALP_AA8G084600
OG0004438	Bo8g106540	AALP_AA1G168100
OG0004439	Bo1g016340, Bo3g177140	AALP_AA7G143000
OG0004440	Bo5g061030, Bo7g044980	AALP_AA1G306200
OG0004444	Bo4g196060, Bo3g039100, Bo4g012520	AALP_AA4G251300
OG0004445	Bo4g021330, Bo4g194850, Bo3g037160	AALP_AA4G231300
OG0004446	Bo6g076920, Bo6g077030, Bo8g095200	AALP_AA5G260400
OG0004447	Bo4g191230, Bo3g035850, Bo4g014620	AALP_AA4G204200
OG0004448	Bo3g042350	AALP_AA6G250900
OG0004449	Bo6g079770, Bo4g098320, Bo13576s010, Bo8g098320	AALP_AA5G289800
OG0004451	Bo1g152010	AALP_AA5G082500
OG0004452	Bo4g173060, Bo4g058460, Bo3g024640	AALP_AAs47561U000300
OG0004453	Bo9g011250, Bo2g158510, Bo2g158490	AALP_AA8G434200
OG0004454	Bo9g065470	AALP_AA6G112300
OG0004455	Bo5g123380, Bo3g068700, Bo1g122720	AALP_AA3G194100
OG0004457	Bo4g111270, Bo8g091700	AALP_AA5G216900
OG0004459	Bo3g004740	AALP_AA8G077200
OG0004460	Bo5g140120, Bo1g146130	AALP_AA3G087700
OG0004461	Bo6g044360	AALP_AAs49431U000200
OG0004462	Bo4g026550, Bo4g188090	AALP_AA4G175900
OG0004463	Bo5g060970, Bo3g146380	AALP_AA1G305200
OG0004464	Bo8g054390, Bo7g113180, Bo1g017380	AALP_AA7G128200
OG0004466	Bo8g110830, Bo8g059030, Bo5g010440	AALP_AA1G106000
OG0004467	Bo4g043700	AALP_AA6G061100
OG0004468	Bo5g072400, Bo8g016550	AALP_AA4G080000
OG0004470	Bo7g098310, Bo9g014470	AALP_AA8G441500
OG0004472	Bo4g031230, Bo4g031250	AALP_AA4G138000
OG0004473	Bo8g035600, Bo4g130810, Bo7g038740	AALP_AA3G279700
OG0004474	Bo2g080610, Bo6g087740	AALP_AA2G172300
OG0004475	Bo7g114540	AALP_AA7G157800
OG0004476	Bo7g114480, Bo7g114460, Bo7g114490, Bo3g175570	AALP_AA7G157200
OG0004477	Bo3g060590	AALP_AA3G070400, AALP_AA3G070200, AALP_AA3G070500
OG0004477	Bo5g143480, Bo1g148920	AALP_AA3G070100
OG0004479	Bo5g035110, Bo8g071270	AALP_AA1G240800
OG0004480	Bo8g065350	AALP_AA6G137300, AALP_AA6G137400
OG0004481	Bo8g066730, Bo5g022090, Bo8g105390, Bo8g105380	AALP_AA1G184900
OG0004483	Bo5g006950	AALP_AA1G054300
OG0004484	Bo3g184110	AALP_AA5G069100, AALP_AA2G011900
OG0004486	Bo3g035390, Bo3g035350, Bo3g035370	AALP_AA2G241500
OG0004488	Bo2g025160, Bo3g017610	AALP_AA5G082800
OG0004489	Bo2g082340	AALP_AA2G189000
OG0004490	Bo02686s010, Bo2g075590, Bo13722s010, Bo2g075570, Bo00722s020	AALP_AA2G154700
OG0004491	Bo8g112840	AALP_AA1G079900, AALP_AAs61391U000100
OG0004492	Bo7g021370, Bo4g096470, Bo00795s020, Bo9g028940	AALP_AA6G161300
OG0004493	Bo2g136000	AALP_AA5G012400
OG0004494	Bo3g071450, Bo5g120050, Bo1g118860	AALP_AA3G207800
OG0004495	Bo8g080690, Bo8g080720, Bo4g125400, Bo7g102600	AALP_AA5G152400
OG0004496	Bo7g089270, Bo9g009510, Bo2g149970	AALP_AA6G097500
OG0004497	Bo7g107890	AALP_AA7G049800
OG0004498	Bo9g165900	AALP_AA8G146000
OG0004499	Bo4g024190	AALP_AA4G238200
OG0004500	Bo6g086930	AALP_AA2G186500
OG0004502	Bo3g001340, Bo6g056120	AALP_AA8G009600
OG0004503	Bo2g013610	AALP_AA8G183200
OG0004504	Bo7g117270, Bo1g006670, Bo3g167050, Bo03023s010	AALP_AA7G223300
OG0004505	Bo8g070980, Bo7g059840, Bo5g034650	AALP_AA1G236100
OG0004506	Bo3g107870, Bo2g164000, Bo9g014870	AALP_AA8G452600
OG0004506	Bo3g004230	AALP_AA8G067600
OG0004507	Bo8g019140, Bo1g101790	AALP_AA3G271600, AALP_AA3G271200, AALP_AA3G271100
OG0004509	Bo1g047820	AALP_AA8G332500
OG0004510	Bo9g030750, Bo9g032630	AALP_AA4G143300
OG0004511	Bo6g095900	AALP_AA2G112400
OG0004511	Bo5g043080	AALP_AA1G271900
OG0004513	Bo2g028690, Bo9g134960, Bo3g018820	AALP_AA8G372700, AALP_AA8G372600
OG0004515	Bo5g021460	AALP_AA8G150800
OG0004517	Bo1g128410, Bo5g127010	AALP_AA3G174700
OG0004518	Bo8g035590, Bo3g027270, Bo4g043740, Bo4g181890	AALP_AA6G061900
OG0004519	Bo3g172320, Bo1g010290, Bo7g115780	AALP_AA7G189300, AALP_AA7G189100
OG0004520	Bo3g170990	AALP_AA7G194900
OG0004521	Bo2g028770, Bo2g028760, Bo9g134820	AALP_AA8G371200
OG0004522	Bo6g121110, Bo6g121100, Bo04161s010, Bo6g121130	AALP_AA2G213000
OG0004526	Bo8g108640	AALP_AA3G028600
OG0004527	Bo5g043240, Bo3g138650, Bo7g052940, Bo7g050630	AALP_AA1G267800
OG0004528	Bo3g008870, Bo2g010970, Bo9g169270	AALP_AA8G126400
OG0004531	Bo5g035040, Bo8g071210	AALP_AA1G240000
OG0004532	Bo7g054580, Bo8g076230, Bo5g041470	AALP_AA1G283100
OG0004533	Bo7g061310, Bo5g030810	AALP_AA1G227400
OG0004534	Bo6g072190, Bo5g034660, Bo7g059850	AALP_AA1G236200
OG0004535	Bo7g092790, Bo9g009900, Bo2g151740	AALP_AA3G300000
OG0004537	Bo2g023240, Bo3g015420, Bo9g150400	AALP_AA8G230900
OG0004538	Bo3g153030, Bo1g003200	AALP_AA7G257200, AALP_AA7G257300
OG0004539	Bo4g194710, Bo4g021080, Bo4g021110	AALP_AA4G228200
OG0004540	Bo6g003610	AALP_AA2G199700, AALP_AA4G036200
OG0004542	Bo2g075230, Bo6g114560	AALP_AA2G151700, AALP_AAs39978U000300
OG0004543	Bo8g076910	AALP_AA5G106700, AALP_AA5G105800, AALP_AA8G196500
OG0004544	Bo1g087480, Bo7g098990, Bo7g099000, Bo2g166260	AALP_AA8G477600
OG0004546	Bo5g092910, Bo5g094540, Bo01006s010	AALP_AA1G322500
OG0004547	Bo5g048340, Bo5g091850	AALP_AA2G080400
OG0004548	Bo7g116550, Bo1g007710, Bo3g169260	AALP_AA7G208000
OG0004549	Bo6g077670, Bo8g095910, Bo4g101400	AALP_AA5G270600
OG0004550	Bo8g068610, Bo7g062260, Bo5g027650	AALP_AA1G215600
OG0004551	Bo5g108530, Bo1g036930, Bo1g108820	AALP_AA3G235200
OG0004553	Bo2g129970, Bo9g064100, Bo7g075200	AALP_AA6G117600
OG0004555	Bo3g175400, Bo1g011890, Bo7g114780	AALP_AA7G161600
OG0004558	Bo8g054160	AALP_AA3G045800, AALP_AA3G046000
OG0004559	Bo2g025300	AALP_AA8G394900
OG0004561	Bo7g021630, Bo9g023820	AALP_AA3G319300
OG0004562	Bo3g062440, Bo5g139760	AALP_AA8G011100
OG0004563	Bo4g149760, Bo8g101070, Bo4g142400, Bo1g087960, Bo4g169510	AALP_AA6G290600
OG0004564	Bo3g154150, Bo7g117980, Bo1g005630	AALP_AA7G239800
OG0004565	Bo4g136020, Bo3g156920, Bo8g055860, Bo3g149740, Bo4g119590	AALP_AAs63176U000100, AALP_AA6G008200, AALP_AA6G008500, AALP_AA6G219500
OG0004566	Bo2g010560, Bo9g170030	AALP_AA8G434800, AALP_AA8G113100
OG0004567	Bo1g105660	AALP_AA3G251300
OG0004569	Bo3g022660	AALP_AA8G316000
OG0004570	Bo3g013080, Bo1g039370, Bo7g109810	AALP_AA7G078500
OG0004571	Bo3g009560, Bo2g011640, Bo9g166220	AALP_AA8G140300
OG0004572	Bo3g165550, Bo7g108080, Bo1g028540	AALP_AA7G054900
OG0004573	Bo3g009050, Bo9g168900, Bo2g011150	AALP_AA8G130600
OG0004574	Bo6g114480, Bo6g092850, Bo6g114470, Bo2g075150, Bo2g075160	AALP_AA2G151000
OG0004577	Bo6g095550, Bo6g108840, Bo2g063060	AALP_AA2G119800
OG0004578	Bo5g139430, Bo10908s010, Bo7g117880, Bo24301s010, Bo1g144680, Bo3g062160	AALP_AA3G097200
OG0004579	Bo1g108680, Bo00951s010, Bo5g107300	AALP_AA3G239000
OG0004580	Bo3g168910, Bo7g116860, Bo1g007330	AALP_AA7G213900
OG0004582	Bo3g034610, Bo4g025670, Bo4g025650, Bo4g188730	AALP_AA4G185600
OG0004583	Bo9g027560, Bo7g078800, Bo9g027550	AALP_AA8G106700
OG0004585	Bo5g098860	AALP_AA3G250300, AALP_AA3G250500
OG0004585	Bo1g105750	AALP_AA3G250400
OG0004586	Bo7g091200, Bo9g008420, Bo2g146210	AALP_AA5G051600
OG0004587	Bo3g026960, Bo4g045380	AALP_AA6G067500
OG0004588	Bo6g031160	AALP_AA4G031000
OG0004589	Bo20237s010, Bo5g115280	AALP_AAs44839U000200
OG0004590	Bo4g116730, Bo6g069610, Bo8g089750, Bo8g089720	AALP_AA5G193500
OG0004591	Bo5g038970	AALP_AAs58725U000100, AALP_AA6G138400
OG0004592	Bo6g029360, Bo3g182840, Bo6g031290	AALP_AA4G030000
OG0004593	Bo5g118800, Bo5g118780, Bo5g118850	AALP_AA5G195800, AALP_AAs43032U000100, AALP_AA1G321900
OG0004594	Bo5g009710, Bo01087s020	AALP_AA1G097000
OG0004596	Bo9g052120	AALP_AA2G060100
OG0004597	Bo9g123550	AALP_AA8G348200, AALP_AA1G317500
OG0004599	Bo4g024220, Bo3g037480, Bo4g195280	AALP_AA4G238300
OG0004600	Bo6g089210, Bo6g116340, Bo2g079140	AALP_AA2G164000
OG0004601	Bo9g010880, Bo1g046560, Bo2g156270	AALP_AA8G246500
OG0004602	Bo5g141720, Bo1g147480	AALP_AA3G080300
OG0004603	Bo1g011880, Bo7g114790, Bo3g175410	AALP_AA7G161700
OG0004604	Bo4g194220, Bo4g194230	AALP_AA5G266600
OG0004605	Bo3g035720, Bo4g191020, Bo4g013370, Bo4g013390	AALP_AA4G200300
OG0004606	Bo4g059640, Bo4g170860	AALP_AAs48252U000800
OG0004607	Bo3g007260, Bo9g169890	AALP_AA8G114600
OG0004608	Bo6g080740	AALP_AA2G261300
OG0004609	Bo4g007110	AALP_AA4G255900
OG0004612	Bo8g095970, Bo6g077690, Bo4g101310	AALP_AA5G271300
OG0004614	Bo4g059580, Bo4g171900, Bo3g024480	AALP_AAs65934U000300
OG0004615	Bo8g102990, Bo5g026990, Bo8g068200	AALP_AA1G208000
OG0004616	Bo8g091390	AALP_AA5G213900
OG0004617	Bo6g077760	AALP_AA5G273600
OG0004619	Bo5g083810, Bo5g083800, Bo5g072500, Bo5g072490	AALP_AA8G318000
OG0004621	Bo4g047270, Bo3g026520, Bo4g177700	AALP_AA6G077400
OG0004623	Bo2g005310	AALP_AA8G032900
OG0004625	Bo3g017370, Bo9g142530, Bo2g024940	AALP_AA8G401400
OG0004627	Bo5g127030, Bo1g128420, Bo3g066880	AALP_AA3G174600
OG0004628	Bo6g012200	AALP_AA4G077500
OG0004629	Bo9g026310, Bo3g093850, Bo7g012820	AALP_AA3G339600
OG0004630	Bo9g010230, Bo9g010250, Bo9g010220, Bo9g010240, Bo7g093440	AALP_AA8G252700
OG0004632	Bo9g133630, Bo3g019010	AALP_AA7G208100
OG0004633	Bo4g190390, Bo3g035140, Bo4g012750	AALP_AA4G192600
OG0004634	Bo3g045580, Bo9g094170	AALP_AA6G182200
OG0004635	Bo6g067770, Bo8g083290, Bo4g120420	AALP_AA5G172900
OG0004636	Bo7g059720, Bo8g070580, Bo5g030960, Bo03904s010	AALP_AA1G227700
OG0004639	Bo7g030930, Bo7g030940	AALP_AA4G016800
OG0004641	Bo9g002190	AALP_AA6G003700
OG0004642	Bo7g049860, Bo7g049810, Bo8g076220, Bo8g075200, Bo3g141320, Bo3g141300, Bo3g141310, Bo3g141530	AALP_AA1G264200
OG0004644	Bo1g016900	AALP_AA7G135100
OG0004645	Bo9g095440	AALP_AAs62629U000100, AALP_AA8G271700, AALP_AA8G271300, AALP_AAs62663U000200
OG0004647	Bo2g104880, Bo3g024210, Bo9g140620, Bo8g101220, Bo2g011220, Bo6g014380, Bo2g020740, Bo3g181240, Bo1g022340, Bo4g140800, Bo6g048120, Bo9g084280, Bo9g074500, Bo2g068040, Bo9g176570	AALP_AAs73295U000100, AALP_AA1G174500, AALP_AA1G133900
OG0004652	Bo1g104920, Bo5g094560	AALP_AA3G260100
OG0004653	Bo7g113360	AALP_AA7G134000
OG0004655	Bo2g002730	AALP_AA8G016900
OG0004657	Bo4g025460, Bo3g034770	AALP_AA4G188500
OG0004661	Bo2g159150, Bo7g096400, Bo9g011540	AALP_AA8G425400
OG0004663	Bo7g033190, Bo1g098830	AALP_AA3G281900
OG0004664	Bo8g115980	AALP_AA1G030900
OG0004665	Bo8g111070, Bo8g058650, Bo5g009980	AALP_AA1G101000
OG0004666	Bo9g153890, Bo2g017840	AALP_AA8G212500, AALP_AA8G212300
OG0004669	Bo00852s040, Bo2g018170, Bo3g013730	AALP_AA8G215300
OG0004670	Bo3g182630, Bo6g038330, Bo7g022930, Bo6g031060	AALP_AA4G031900
OG0004672	Bo6g112850	AALP_AA2G145100
OG0004674	Bo9g130760, Bo7g031250, Bo32037s010, Bo2g032740	AALP_AA8G358400
OG0004675	Bo1g094590, Bo7g046930	AALP_AA8G311500
OG0004676	Bo7g098560, Bo4g195730, Bo3g038890	AALP_AA4G246100
OG0004678	Bo8g098490	AALP_AA5G286200
OG0004678	Bo7g102610	AALP_AA5G152100
OG0004679	Bo7g082240, Bo2g138750, Bo9g075920, Bo01146s020	AALP_AA5G229800
OG0004680	Bo1g112490, Bo5g113790	AALP_AA3G225600, AALP_AA3G318600, AALP_AA6G163500
OG0004681	Bo1g078780, Bo8g077610, Bo3g110770	AALP_AA5G115200
OG0004682	Bo1g098460, Bo00758s070	AALP_AA1G133100
OG0004683	Bo6g082230, Bo6g082240, Bo05666s010, Bo2g092310, Bo2g092290, Bo6g083430, Bo6g082250	AALP_AA2G212900
OG0004685	Bo9g072850, Bo2g136630, Bo7g080840	AALP_AA5G017900, AALP_AA5G018000
OG0004686	Bo9g178890	AALP_AA8G039900
OG0004686	Bo3g062750	AALP_AA3G114500
OG0004687	Bo3g040600	AALP_AA5G110600
OG0004688	Bo5g020160, Bo8g106480	AALP_AA1G168700
OG0004690	Bo3g039420, Bo4g197410, Bo4g006900	AALP_AA4G258600
OG0004694	Bo4g006990, Bo4g197330	AALP_AA4G257400
OG0004695	Bo9g024120	AALP_AA6G358000
