Orthogroup	Brassica_oleracea	Camelina_sativa
OG0006959	Bo9g092720	Csa02g018740, Csa08g043960, Csa13g048890, Csa13g048870
OG0006961	Bo5g118530, Bo1g117560	Csa01g021320, Csa19g025860, Csa15g025040
OG0006962	Bo4g001190	Csa06g054110, Csa05g001580, Csa04g067720, Csa04g067730
OG0006963	Bo5g098170, Bo1g105260, Bo3g080070, Bo03020s010	Csa15g034880, Csa19g031490, Csa01g025510
OG0006964	Bo3g146500, Bo7g044840, Bo7g044860	Csa03g033110, Csa14g037500, Csa17g042880
OG0006965	Bo9g006280, Bo3g049990	Csa08g050210, Csa13g054240, Csa02g007460
OG0006966	Bo3g027500, Bo4g041330	Csa05g021350, Csa16g007200, Csa07g007390
OG0006967	Bo6g087420, Bo2g080790	Csa09g078470, Csa07g043090, Csa16g037770
OG0006968	Bo8g098130	Csa07g001790, Csa16g001810, Csa05g095150
OG0006969	Bo4g019720, Bo4g194280	Csa05g007150, Csa04g060940
OG0006970	Bo4g125660, Bo8g080990	Csa06g026300, Csa09g059100, Csa04g037880
OG0006972	Bo4g182790, Bo4g039440	Csa05g020620, Csa04g046910, Csa06g037130
OG0006973	Bo6g098710, Bo6g105120	Csa16g027610, Csa07g033150, Csa05g081820
OG0006974	Bo5g049040, Bo5g088150	Csa14g042390, Csa03g036770, Csa17g051820
OG0006975	Bo9g008400, Bo7g091140	Csa06g009180, Csa04g016190, Csa09g016240
OG0006976	Bo2g023860, Bo3g016860	Csa20g035990, Csa08g015550, Csa13g025830
OG0006977	Bo9g060010, Bo7g067480	Csa20g071590, Csa11g070230, Csa18g009250
OG0006978	Bo2g100510	Csa08g052030, Csa02g005680, Csa13g054760, Csa13g054750
OG0006979	Bo4g025150, Bo4g195950	Csa06g052430, Csa04g065030, Csa05g003250
OG0006980	Bo9g044060	Csa05g046090, Csa07g061690, Csa16g052350
OG0006981	Bo8g077780, Bo3g109570, Bo1g079010	Csa04g034860, Csa09g051870, Csa06g023400
OG0006982	Bo3g109270, Bo2g161690	Csa18g035270, Csa02g069890, Csa11g098700
OG0006983	Bo4g186660, Bo3g031510	Csa04g050680, Csa05g016740, Csa06g039800
OG0006984	Bo7g043720, Bo5g062640	Csa17g043230, Csa03g033440, Csa14g037910
OG0006985	Bo4g120220, Bo8g083450	Csa09g062620, Csa04g040190, Csa06g028650
OG0006986	Bo7g100870, Bo1g059280	Csa04g037050, Csa09g058250, Csa06g025430
OG0006988	Bo7g064780, Bo9g021850	Csa11g104390, Csa18g041970, Csa02g076180
OG0006989	Bo6g031600, Bo6g037100, Bo00534s050	Csa17g094120, Csa03g060920
OG0006990	Bo7g091250	Csa06g009550, Csa04g016560, Csa09g018560, Csa08g042940
OG0006991	Bo9g169860, Bo2g010650	Csa08g002990, Csa13g014660, Csa20g017390
OG0006992	Bo7g118400, Bo1g004960	Csa11g004440, Csa12g004190, Csa10g003930
OG0006993	Bo7g116560	Csa12g009710, Csa11g009010, Csa10g008230
OG0006994	Bo7g067200, Bo2g122230	Csa20g071220, Csa11g070500, Csa18g009590
OG0006995	Bo5g055970, Bo3g143570	Csa14g036100, Csa17g039320, Csa03g031770
OG0006996	Bo1g010610, Bo00911s040	Csa12g013810, Csa10g010270, Csa11g011080, Csa10758s010
OG0006997	Bo1g117640	Csa15g024940, Csa12037s010, Csa19g025770, Csa01g021220
OG0006998	Bo4g147030	Csa12g074310, Csa11g046550, Csa10g040440
OG0006999	Bo2g136930, Bo7g081140	Csa06g004340, Csa09g005680, Csa04g008900
OG0007000	Bo4g017400, Bo4g191730	Csa06g048780, Csa05g008950
OG0007001	Bo7g049970, Bo5g051950	Csa14g034890, Csa17g036040, Csa03g030550
OG0007002	Bo8g083020	Csa06g028090, Csa09g062050, Csa04g039670
OG0007003	Bo7g009870	Csa15g079270, Csa19g058240, Csa01g041740
OG0007004	Bo7g012980	Csa19g054760, Csa15g076240, Csa01g039840
OG0007005	Bo2g144870	Csa04g015740, Csa09g014790, Csa06g008770
OG0007006	Bo7g081810, Bo9g075800	Csa06g005100, Csa24440s010, Csa20088s010, Csa09g008590
OG0007007	Bo6g067940, Bo4g120050, Bo8g083570	Csa04g040380, Csa09g062790
OG0007008	Bo9g138280, Bo2g026810	Csa11g093170, Csa02g065040, Csa18g032640
OG0007009	Bo4g098430, Bo8g098220	Csa16g001710, Csa05g095230, Csa07g001710
OG0007010	Bo4g071590	Csa16g016770, Csa07g016140, Csa05g038220
OG0007011	Bo4g188610, Bo3g034480	Csa04g053970, Csa06g043950, Csa06g043960, Csa05g013160
OG0007012	Bo3g035680, Bo4g013310, Bo4g190970	Csa06g047450, Csa05g011100, Csa04g055980
OG0007013	Bo9g102350, Bo3g023610	Csa10g017450, Csa18g022440, Csa02g043430, Csa11g083150, Csa18g022430
OG0007014	Bo9g181760	Csa13g003800, Csa20g003860, Csa20g003880
OG0007015	Bo3g061130, Bo1g147490	Csa15g008990, Csa19g010980, Csa01g008270
OG0007016	Bo2g004050, Bo3g002330	Csa20g003450, Csa08g061160, Csa13g003360
OG0007017	Bo9g116160, Bo2g042020	Csa18g025530, Csa02g052020, Csa11g086230
OG0007018	Bo6g078130, Bo4g101110	Csa07g002800, Csa16g002970, Csa05g093990
OG0007019	Bo9g183160	Csa13g003030, Csa08g061460, Csa20g003160
OG0007020	Bo9g072970, Bo7g080990	Csa06g003160, Csa09g005480
OG0007021	Bo2g013550, Bo9g161420	Csa20g025370, Csa13g020050, Csa08g009470, Csa08g009450
OG0007022	Bo4g046160	Csa16g009320, Csa05g026870, Csa07g010600
OG0007023	Bo9g171930, Bo2g009950	Csa13g013360, Csa08g053910, Csa20g015920
OG0007024	Bo4g084940, Bo4g119810, Bo8g084770	Csa06g029080, Csa04g040710, Csa09g064380
OG0007025	Bo6g118220, Bo6g087390	Csa09g078520, Csa07g043140, Csa16g037820
OG0007026	Bo7g003290, Bo4g143810	Csa19g016570, Csa01g013430, Csa15g016210
OG0007027	Bo3g084040	Csa15g054230, Csa19g039390, Csa01g031450
OG0007028	Bo3g037250, Bo4g194910, Bo4g021580, Bo4g021550	Csa05g005920, Csa06g050660, Csa04g062160
OG0007029	Bo3g102750, Bo9g017950	Csa02g072730, Csa11g101140, Csa18g037640
OG0007030	Bo9g126270, Bo3g019700	Csa11g090190, Csa02g060040, Csa18g029650
OG0007031	Bo9g069960, Bo9g069970	Csa16g050650, Csa09g095160, Csa09g095180, Csa16g050660
OG0007032	Bo9g166080	Csa08g006210, Csa13g017010, Csa20g020660
OG0007033	Bo4g026680	Csa04g053100, Csa05g014150, Csa06g043080
OG0007034	Bo2g086610, Bo6g120100	Csa07g047590, Csa16g040190, Csa19891s010, Csa09g080770
OG0007035	Bo9g006460, Bo3g049830	Csa08g050060, Csa13g053800, Csa02g007660
OG0007036	Bo4g030660, Bo4g186850	Csa05g016520, Csa04g050890, Csa06g040020
OG0007037	Bo6g054760, Bo1g057240	Csa10g031310, Csa11g036840, Csa00506s130
OG0007038	Bo1g117410, Bo5g117320	Csa01g021500, Csa15g025210, Csa19g026010
OG0007040	Bo7g110590, Bo6g027900, Bo01298s020	Csa12g026140, Csa11g018440, Csa10g016960
OG0007041	Bo2g006610, Bo9g178870	Csa13g006540, Csa09g007290, Csa08g059920, Csa20g005760
OG0007042	Bo6g019820, Bo3g178290	Csa03g055980, Csa14g057370, Csa17g085900, Csa07267s010
OG0007043	Bo5g141360	Csa15g032350, Csa05g074960, Csa05g035840, Csa05g035850, Csa01g008650, Csa19g011360
OG0007044	Bo8g091280, Bo6g072440	Csa04g043330, Csa09g069370, Csa06g031660
OG0007045	Bo5g003930, Bo8g116040	Csa14g004620
OG0007046	Bo8g102060	Csa07g051230, Csa09g085410
OG0007047	Bo8g104270, Bo5g025680	Csa03g022530, Csa17g024460, Csa14g023990
OG0007048	Bo5g140070, Bo1g145110	Csa01g009020, Csa19g011730, Csa15g009680
OG0007049	Bo4g101130, Bo6g078100	Csa07g002830, Csa05g093960
OG0007050	Bo1g147390, Bo5g141610	Csa19g011080, Csa15g009100, Csa01g008370
OG0007051	Bo9g021950, Bo7g064940	Csa02g076350, Csa18g042130, Csa11g104550
OG0007052	Bo4g200800	Csa06g054410, Csa04g067970, Csa05g001290
OG0007053	Bo6g067920, Bo8g083480	Csa06g028700, Csa04g040240, Csa04g040250, Csa09g062670
OG0007054	Bo8g007140, Bo5g007530	Csa03g009880, Csa14g007840, Csa17g009840
OG0007055	Bo3g018800, Bo2g028660, Bo9g134970	Csa18g031470, Csa02g062910, Csa11g091980
OG0007056	Bo8g092470, Bo6g074570	Csa09g070740, Csa04g044670, Csa06g033980
OG0007057	Bo4g169330	Csa05g034790, Csa16g015560, Csa07g015020
OG0007058	Bo6g087820, Bo6g116750	Csa20g012310, Csa09g077910, Csa16g036060, Csa07g040540
OG0007059	Bo8g054450, Bo7g113230	Csa11g015020, Csa10g014000, Csa12g020860
OG0007060	Bo4g172960, Bo4g173000, Bo3g024520	Csa16g014540, Csa05g033370, Csa07g012820
OG0007061	Bo9g006170, Bo3g052130	Csa08g050330, Csa13g054120, Csa02g006320
OG0007062	Bo1g005700, Bo7g117920	Csa12g005090, Csa11g005370, Csa10g004850
OG0007063	Bo3g165750, Bo1g032010	Csa10g020100, Csa11g023120
OG0007064	Bo3g083890	Csa19g038020, Csa15g052860, Csa01g031180
OG0007065	Bo8g034380, Bo9g055730	Csa14g048910
OG0007066	Bo1g155010, Bo9g029000, Bo3g055950, Bo5g150300	Csa01g002650, Csa19g005130, Csa15g002700
OG0007067	Bo2g023440, Bo2g023450, Bo3g015520	Csa20g033170, Csa13g025130, Csa08g014950
OG0007068	Bo4g030370, Bo3g031860, Bo4g187090	Csa06g040360, Csa04g051230, Csa05g016210
OG0007069	Bo7g095420, Bo9g011060	Csa08g024040, Csa20g051580, Csa13g034210
OG0007070	Bo6g042380	Csa03g058790, Csa14g060100, Csa17g091770
OG0007071	Bo8g065380, Bo5g015170	Csa03g017110, Csa17g018630, Csa14g016270
OG0007072	Bo8g094320	Csa16g006400, Csa07g005600, Csa05g090080
OG0007074	Bo6g098590, Bo2g056180, Bo6g105240	Csa16g027720, Csa05g081930, Csa07g033260
OG0007075	Bo2g098820, Bo9g003610	Csa08g053600, Csa13g056480, Csa02g002030
OG0007076	Bo1g047810, Bo8g051540	Csa10g015860, Csa10g015870, Csa11g017260, Csa12g024940
OG0007077	Bo7g119730, Bo3g149370	Csa12g001350, Csa10g001300, Csa11g001450
OG0007078	Bo7g009620, Bo3g032580	Csa10g021340
OG0007079	Bo4g200780, Bo01463s040	Csa05g001380, Csa04g067880, Csa06g054320
OG0007080	Bo2g017830, Bo9g153900	Csa20g028920, Csa08g011930, Csa13g022200
OG0007081	Bo2g001020, Bo3g010490, Bo9g164010, Bo3g001220	Csa20g001140, Csa13g001060, Csa08g063500
OG0007082	Bo5g062550, Bo7g043750	Csa17g043150, Csa14g037830, Csa03g033360, Csa03g033350
OG0007083	Bo8g098480, Bo4g098200	Csa16g001420, Csa05g095480, Csa05g095500, Csa07g001490
OG0007084	Bo3g008850, Bo9g169330	Csa20g018120, Csa08g004670, Csa13g015360
OG0007085	Bo6g065210, Bo4g142110	Csa10g049990, Csa11g059980, Csa33339s010, Csa02g054800
OG0007086	Bo3g078570, Bo5g101070	Csa15g031810, Csa19g029470, Csa01g024490, Csa15g006130
OG0007087	Bo2g010890, Bo9g169460	Csa20g017970, Csa13g015190, Csa05687s010, Csa08g004500
OG0007088	Bo1g102280, Bo7g040870	Csa19g033620, Csa01g027730, Csa15g044140
OG0007089	Bo9g020510, Bo7g064270	Csa02g075820, Csa18g040590, Csa11g103990
OG0007090	Bo8g010910, Bo5g008680	Csa17g011450, Csa03g011460, Csa14g009460
OG0007091	Bo6g022010, Bo1g112360, Bo5g112490	Csa19g027530
OG0007092	Bo3g002680, Bo9g181300	Csa08g060240, Csa13g006250, Csa20g005440
OG0007093	Bo6g080380, Bo2g096000, Bo6g125580	Csa07g059460
OG0007094	Bo4g045400, Bo3g026970	Csa07g008570, Csa16g008350, Csa16g008330, Csa05g023600
OG0007095	Bo9g021760	Csa02g076100, Csa11g104320, Csa18g041920
OG0007096	Bo5g076460, Bo6g018390	Csa17g085510, Csa14g056000, Csa14g055990, Csa03g055650
OG0007097	Bo4g136370	Csa10g040610, Csa11g050750
OG0007098	Bo8g052780, Bo1g049400	Csa11g016660, Csa12g023350, Csa12g023370, Csa10g015360
OG0007099	Bo8g068510	Csa03g023210, Csa03g023200, Csa03g023500, Csa14g024710, Csa17g025180
OG0007100	Bo3g057320	Csa09g003020, Csa04g002890, Csa01g005050, Csa19g006490, Csa15g005220
OG0007101	Bo9g035340, Bo9g035280	Csa07g065260, Csa09g098600, Csa16g056480
OG0007102	Bo4g197350, Bo4g006970	Csa04g065920, Csa05g002370, Csa06g053300
OG0007103	Bo3g064860, Bo1g139460, Bo5g133520	Csa01g013390, Csa15g016170
OG0007104	Bo4g014710, Bo4g191290	Csa04g057550, Csa06g048110, Csa05g009490
OG0007105	Bo3g019120, Bo9g133530	Csa02g062960, Csa02g062350, Csa18g030880, Csa11g091400
OG0007106	Bo9g141080	Csa02g066970, Csa18g033380, Csa02g065900
OG0007107	Bo9g089690, Bo3g044920	Csa08g042880, Csa13g047920, Csa02g024850
OG0007108	Bo6g118780, Bo2g082130	Csa16g038420, Csa07g045880, Csa09g079060
OG0007109	Bo3g022690, Bo9g111130	Csa11g085180, Csa02g049670, Csa18g024360
OG0007110	Bo1g006270, Bo3g155700	Csa12g007720, Csa11g006000, Csa13925s010, Csa10g006360
OG0007111	Bo6g062110, Bo00578s060	Csa10g046910, Csa12g081790, Csa11g055680
OG0007112	Bo3g009090	Csa13g015890, Csa20g018660, Csa08g005170, Csa24435s010
OG0007113	Bo00763s010, Bo3g068840	Csa19g024480, Csa01g020140, Csa15g023530, Csa19g024470
OG0007114	Bo5g099940, Bo3g078690	Csa01g024720, Csa15g032030, Csa19g029700
OG0007115	Bo1g034680, Bo7g108820	Csa12g031960, Csa11g022430
OG0007116	Bo01326s010, Bo9g013660, Bo25545s010, Bo01326s020, Bo7g096810	Csa20g025460, Csa08g018920, Csa20g040880
OG0007117	Bo2g161240, Bo7g098260	Csa02g067920, Csa11g094820, Csa18g034350
OG0007118	Bo4g030480, Bo9g018200	Csa06g040280, Csa04g051120, Csa05g016300
OG0007119	Bo9g181780	Csa13g003780, Csa13g003770, Csa08g060760, Csa08g060780, Csa20g003830
OG0007120	Bo1g158910, Bo5g155140	Csa15g001020, Csa01g001010, Csa19g001450
OG0007121	Bo8g099430	Csa09g090220, Csa07g055080, Csa16g046670
OG0007122	Bo6g051530	Csa17g095830, Csa14g067770, Csa20444s010, Csa03g062520, Csa03g062530, Csa15066s010
OG0007123	Bo4g190960	Csa05g011110
OG0007124	Bo7g084090, Bo2g140230	Csa06g006830, Csa09g011700, Csa04g013690, Csa06g006820
OG0007125	Bo9g073080, Bo7g081150	Csa09g005690, Csa04g008910, Csa06g004350
OG0007126	Bo1g005250, Bo3g153760	Csa10g004180, Csa12g004430, Csa11g004690
OG0007127	Bo8g106300, Bo5g020470, Bo5g020410	Csa14g018150
OG0007128	Bo5g052150, Bo3g141730	Csa14g035180, Csa17g037360, Csa03g030850
OG0007129	Bo5g061100	Csa14g037460, Csa17g042830
OG0007130	Bo8g115390, Bo8g004280	Csa17g008100, Csa14g006090
OG0007131	Bo6g018520	Csa03g055590
OG0007132	Bo5g062810, Bo3g148950	Csa03g033520, Csa17g043290, Csa14g037990
OG0007133	Bo5g042680	Csa17g034260, Csa14g032080, Csa03g028900
OG0007135	Bo7g118320, Bo1g005040	Csa12g004270, Csa11g004530, Csa10g004010, Csa11g004520
OG0007136	Bo8g020390, Bo5g071000	Csa03g050720, Csa14g050900, Csa17g071550
OG0007137	Bo5g004720, Bo8g115470	Csa03g005900, Csa14g005800, Csa17g007820
OG0007138	Bo5g112380, Bo1g111270	Csa01g022960, Csa19g027670, Csa15g028000
OG0007139	Bo6g107130, Bo6g096000	Csa16g028660, Csa07g034320, Csa05g085090
OG0007140	Bo3g005000	Csa08g055700, Csa20g012080, Csa13g010660
OG0007141	Bo3g184760, Bo6g051060	Csa03g061720, Csa14g065040, Csa17g094930
OG0007142	Bo2g137130, Bo1g057320, Bo9g056020, Bo9g056000	Csa09g007090, Csa09g007100
OG0007143	Bo7g110300, Bo1g040150	Csa12g027800, Csa11g019150, Csa10g017550
OG0007144	Bo5g005410	Csa00456s040, Csa20g037690, Csa02g012670, Csa00599s060
OG0007145	Bo8g066960, Bo5g023460	Csa14g021300, Csa03g020870, Csa17g022740
OG0007146	Bo6g119530, Bo4g015900, Bo1g139180	Csa07g046820, Csa09g079960, Csa16g039250
OG0007147	Bo4g021310, Bo3g037140	Csa04g061970, Csa06g050460, Csa05g006140
OG0007148	Bo01213s010	Csa15g041930, Csa15g041910, Csa01g027580
OG0007149	Bo7g049740, Bo3g141760	Csa14g035190, Csa03g030860, Csa17g037370
OG0007150	Bo3g027370, Bo4g043580	Csa05g022790, Csa07g007810
OG0007151	Bo5g019580, Bo8g106800	Csa03g018160, Csa17g019850
OG0007152	Bo3g170800, Bo1g008190	Csa12g011440, Csa10g008860, Csa11g009740
OG0007153	Bo4g013000	Csa04g055590, Csa05g011490, Csa06g047040
OG0007154	Bo9g108590, Bo9g108570	Csa11g084650, Csa02g049130, Csa18g023820
OG0007155	Bo9g165370, Bo3g010110	Csa20g021620, Csa13g017970, Csa08g007220
OG0007156	Bo5g146980, Bo1g151870	Csa19g006980, Csa15g005780, Csa01g005540
OG0007157	Bo1g049460	Csa11g016590, Csa10g015290, Csa12g023280
OG0007158	Bo6g101020	Csa05g072140, Csa07g030680, Csa16g023970
OG0007159	Bo4g075620, Bo4g162550	Csa05g041750, Csa07g060850, Csa16g051420
OG0007160	Bo5g055890, Bo3g143380	Csa03g031720, Csa14g036050, Csa17g039270
OG0007161	Bo4g014700, Bo3g035940	Csa06g048100, Csa04g057540
OG0007162	Bo6g067170, Bo8g082540	Csa09g061450, Csa06g027620, Csa04g039120
OG0007163	Bo2g056220, Bo14644s010, Bo6g106350, Bo6g106280	Csa05g081970, Csa16g027780, Csa07g033310
OG0007164	Bo2g007340	Csa08g057800, Csa13g008700, Csa20g008990
OG0007165	Bo2g013430, Bo9g161590	Csa13g019920, Csa08g009300, Csa20g025160
OG0007166	Bo4g134520	Csa06g043880, Csa05g013240, Csa04g053930
OG0007167	Bo2g165800, Bo3g103210	Csa18g037250, Csa02g072310, Csa14950s010, Csa11g100700
OG0007168	Bo4g034910	Csa04g049680, Csa06g038810, Csa26455s010, Csa05g017880
OG0007169	Bo1g108270, Bo5g104940	Csa01g024090, Csa19g029010, Csa19g029000, Csa15g031410
OG0007170	Bo2g151530, Bo9g009790, Bo7g092700	Csa18g018780
OG0007171	Bo01285s010, Bo7g008410, Bo7g008400	Csa19g058660, Csa01g042110, Csa15g079660
OG0007172	Bo3g017600	Csa02g065870, Csa18g033350, Csa11g093970, Csa02g066930, Csa02g066910
OG0007173	Bo3g147570, Bo5g062310	Csa03g033240, Csa17g043030, Csa14g037620
OG0007174	Bo3g090170, Bo01760s010, Bo7g018690	Csa15g072140, Csa01g034710, Csa19g050920
OG0007175	Bo9g020310	Csa02g075420, Csa18g040190, Csa11g103640, Csa27947s010
OG0007176	Bo5g003230	Csa03g002600, Csa17g001370
OG0007177	Bo7g081980, Bo2g138630	Csa09g008760, Csa04g009910, Csa06g005270
OG0007178	Bo9g010930, Bo2g156200, Bo7g095280	Csa20g052790, Csa08g024270
OG0007179	Bo8g049560, Bo1g017650	Csa11g031090, Csa10g027810, Csa12g047050
OG0007182	Bo9g143700	Csa11g094410, Csa18g033920, Csa02g067510
OG0007183	Bo9g109780, Bo2g046150	Csa02g049410, Csa11g084960, Csa18g024110
OG0007184	Bo5g014720	Csa09g094210, Csa07g059100, Csa16g049660
OG0007185	Bo4g001080	Csa09154s010, Csa05g001100, Csa05616s010
OG0007186	Bo7g109000, Bo3g154340, Bo1g037090	Csa12g030760, Csa11g021190, Csa10g019420
OG0007187	Bo8g117340	Csa15g029170, Csa14g002800, Csa14g002810, Csa03g002800, Csa17g003710, Csa13g055540
OG0007188	Bo9g152000, Bo3g015140	Csa13g023270, Csa20g032250, Csa08g014160
OG0007189	Bo6g018000, Bo00685s060	Csa03g053880, Csa14g055030, Csa17g080680
OG0007190	Bo3g032290, Bo9g171680	Csa20g016270, Csa08g002040, Csa07g050410, Csa13g013640
OG0007191	Bo02424s010, Bo4g145730, Bo8g102010	Csa09g085490, Csa07g051300, Csa16g042910
OG0007192	Bo2g031330, Bo3g019270	Csa02g062010, Csa11g091100, Csa18g030550
OG0007193	Bo3g092380	Csa01g032410
OG0007193	Bo3g092380	Csa19g054180
OG0007193	Bo3g092380	Csa15g075600
OG0007194	Bo5g085290, Bo8g026880	Csa17g062240, Csa14g044460, Csa03g038700
OG0007195	Bo4g154590, Bo8g099810	Csa07g054410, Csa16g046090, Csa09g088620
OG0007196	Bo7g114450, Bo1g013190	Csa12g016760, Csa11g012990
OG0007197	Bo3g013110	Csa13g021290, Csa08g010880, Csa20g026760
OG0007198	Bo6g108530, Bo2g062560	Csa05g085670, Csa07g035700, Csa16g030340
OG0007199	Bo5g110060, Bo2g066780, Bo6g110640	Csa05g088850, Csa07g036750, Csa16g031560
OG0007200	Bo7g117490	Csa12g007980, Csa11g006220, Csa10g006580
OG0007201	Bo6g112630	Csa16g032680, Csa09g072340, Csa07g037880
OG0007202	Bo6g076450, Bo8g093260	Csa16g006780, Csa07g006710, Csa05g089970, Csa05g089960
OG0007203	Bo4g165050, Bo4g071900	Csa05g038700, Csa16g052100, Csa07g061430
OG0007204	Bo7g107910, Bo8g050210, Bo1g027200	Csa10g020860, Csa11g023880, Csa12g034600
OG0007205	Bo6g121780, Bo6g081830	Csa16g042360, Csa07g050780, Csa09g084920
OG0007206	Bo4g179250, Bo4g045760	Csa05g024220, Csa16g008750, Csa07g009980
OG0007207	Bo5g117330, Bo3g071670	Csa01g021490, Csa19g026000, Csa15g025200
OG0007208	Bo7g096800, Bo9g012640	Csa13g029140, Csa08g018940, Csa20g040900
OG0007209	Bo4g187230, Bo3g032030	Csa06g040610, Csa04g051490, Csa05g015820
OG0007210	Bo2g149980	Csa11g074620, Csa18g014580, Csa20g041370, Csa20g041390
OG0007211	Bo9g023760	Csa15g071210
OG0007212	Bo3g021790, Bo9g119060	Csa11g088150, Csa02g057420, Csa18g026340
OG0007213	Bo1g139550	Csa15g016050, Csa01g013270, Csa19g016410
OG0007214	Bo9g008410, Bo2g146150	Csa04g016200, Csa06g009190, Csa09g016250
OG0007215	Bo2g140590	Csa17g055750, Csa14g043360
OG0007216	Bo5g008140	Csa17g010700, Csa03g010730, Csa14g008730
OG0007217	Bo8g117990, Bo5g001020	Csa14g001540, Csa17g002100, Csa03g001610
OG0007218	Bo01109s010, Bo02307s010, Bo05519s010, Bo2g057580	Csa09g009470, Csa05g073500, Csa07g029740, Csa16g023150
OG0007219	Bo8g058960, Bo5g010320	Csa14g011360, Csa17g013470, Csa03g013280
OG0007220	Bo2g139120, Bo7g082620	Csa09g009870, Csa06g006090, Csa04g011880
OG0007221	Bo1g134760	Csa01g016380, Csa15g018210, Csa01g016390, Csa19g020500
OG0007222	Bo5g041560, Bo8g076300	Csa17g033760, Csa03g028450, Csa14g031590
OG0007223	Bo3g109550, Bo1g079020, Bo8g077830	Csa09g052040, Csa06g023510, Csa04g034940
OG0007224	Bo3g087140, Bo9g022480	Csa15g066860, Csa15g065860, Csa01g036280, Csa19g043340
OG0007226	Bo7g087320, Bo2g147830	Csa04g016900, Csa09g022700, Csa06g012480
OG0007227	Bo9g009610, Bo7g089520	Csa18g016040, Csa02g033660, Csa11g076980
OG0007228	Bo3g083720	Csa15g052650, Csa01g030920, Csa19g036780
OG0007229	Bo3g015150, Bo2g021810, Bo9g151940	Csa13g023300, Csa20g032300
OG0007230	Bo02454s010, Bo01320s040, Bo5g118550	Csa01g021260, Csa15g024990, Csa19g025810
OG0007231	Bo2g013860, Bo9g159920	Csa20g025880, Csa09g053100, Csa13g020500, Csa08g009940
OG0007232	Bo5g136600, Bo1g141070	Csa15g015150, Csa19g015510, Csa01g012460
OG0007233	Bo5g118910	Csa19g025620, Csa15g024780, Csa01g021060
OG0007234	Bo5g010310	Csa14g011350, Csa17g013460, Csa03g013270
OG0007235	Bo5g002600, Bo8g117810	Csa17g001720, Csa14g001880, Csa03g001950
OG0007236	Bo2g009960, Bo3g006740	Csa13g013410, Csa20g015970
OG0007237	Bo4g073060, Bo4g164940	Csa05g039870, Csa07g061410, Csa16g052090
OG0007238	Bo3g032520, Bo4g027270	Csa04g052300, Csa06g041350, Csa05g014680
OG0007239	Bo5g013450, Bo8g109120	Csa03g014690, Csa14g013760, Csa17g014970, Csa17g015000, Csa17g014990
OG0007240	Bo1g038950	Csa11g020340, Csa10g018590, Csa12g029930
OG0007241	Bo8g107560, Bo5g015290	Csa17g018530, Csa07497s010, Csa03g016980, Csa14g016170
OG0007242	Bo2g051360	Csa07g029380, Csa05g068790
OG0007243	Bo3g035860, Bo4g191240	Csa05g009620, Csa04g057410, Csa06g047940
OG0007244	Bo8g110920	Csa13g020510, Csa03g013170, Csa14g011250, Csa14g011260, Csa17g013370, Csa03g013160
OG0007245	Bo6g080610, Bo6g124330	Csa16g049730, Csa09g094260, Csa07g059150
OG0007246	Bo4g173030, Bo4g058490	Csa05g033320, Csa07g012740, Csa16g014480
OG0007247	Bo9g008760, Bo2g150030, Bo7g087180	Csa09g022480, Csa04g018330, Csa06g011370
OG0007248	Bo4g119990, Bo8g083640	Csa06g028870, Csa04g040460, Csa09g064110
OG0007249	Bo5g016810, Bo5g098780, Bo8g108120	Csa14g015440, Csa03g016270, Csa17g016740
OG0007250	Bo1g057470	Csa11g037100, Csa10g031620
OG0007251	Bo7g021110, Bo3g089950	Csa15g071830, Csa01g034970, Csa19g050590
OG0007252	Bo9g032480	Csa07g065870, Csa09g099190, Csa16g057070
OG0007253	Bo3g008860, Bo9g169310	Csa20g018140, Csa08g004690, Csa13g015380
OG0007254	Bo3g110960, Bo8g077350	Csa09g051090, Csa06g022710, Csa04g034100
OG0007255	Bo1g036990	Csa05g016120, Csa10g019500, Csa11g021250
OG0007256	Bo9g002370, Bo3g054730	Csa08g001560, Csa13g056940, Csa02g001510
OG0007257	Bo1g126120, Bo5g126780	Csa15g020260, Csa01g018290, Csa19g022450
OG0007258	Bo8g076970, Bo3g113400	Csa06g022250, Csa09g050500, Csa04g033580, Csa26735s010
OG0007259	Bo7g104160	Csa10g031040, Csa12g055670, Csa11g035400, Csa10g036210
OG0007260	Bo3g034500, Bo4g025850	Csa06g043980, Csa05g013140, Csa04g053990
OG0007261	Bo1g039640, Bo7g109920	Csa12g028170, Csa11g019530
OG0007262	Bo2g161480, Bo7g098860	Csa11g097430, Csa02g068570, Csa18g034940
OG0007263	Bo3g065790, Bo5g131990	Csa15g018130, Csa01g016310, Csa19g020430
OG0007264	Bo8g083060, Bo4g121640, Bo6g067630	Csa09g062150, Csa04g039750, Csa08662s010
OG0007265	Bo4g183070, Bo3g028140	Csa04g047340, Csa06g037530, Csa05g020180
OG0007266	Bo3g021750, Bo9g119120	Csa11g088180, Csa18g026370
OG0007267	Bo4g012890	Csa06g046850, Csa04g055390, Csa05g011700
OG0007268	Bo2g134010	Csa09g001240, Csa06g001180, Csa04g002210
OG0007269	Bo3g083660	Csa15g051470, Csa19g036650, Csa01g030770
OG0007270	Bo1g039490	Csa10g018000, Csa11g019670, Csa12g029270
OG0007271	Bo7g111400, Bo1g048310	Csa11g016740, Csa10g015430, Csa12g023450
