Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0007964	Bo5g070760, Bo6g001100	EUTSA_v10011234mg
OG0007965	Bo2g160990	EUTSA_v10005281mg
OG0007966	Bo00926s020, Bo3g099070, Bo3g098010	EUTSA_v10003865mg
OG0007967	Bo2g166350, Bo9g018280	EUTSA_v10005693mg
OG0007968	Bo3g008880, Bo9g169230	EUTSA_v10013095mg
OG0007969	Bo2g128720, Bo01212s010	EUTSA_v10000802mg
OG0007970	Bo4g187120	EUTSA_v10016206mg
OG0007971	Bo1g053090	EUTSA_v10024346mg
OG0007972	Bo3g032300, Bo4g187470	EUTSA_v10016867mg
OG0007973	Bo6g120000, Bo6g085060	EUTSA_v10019087mg
OG0007974	Bo8g091240	EUTSA_v10005968mg
OG0007975	Bo6g106560, Bo6g097320	EUTSA_v10018614mg
OG0007976	Bo4g104900	EUTSA_v10006506mg
OG0007977	Bo3g042700	EUTSA_v100143730mg, EUTSA_v100143731mg
OG0007978	Bo7g064040	EUTSA_v10004292mg
OG0007979	Bo6g121390	EUTSA_v10018028mg
OG0007980	Bo6g121060	EUTSA_v10019004mg, EUTSA_v10000289mg
OG0007981	Bo4g030880, Bo3g031500	EUTSA_v10016431mg
OG0007982	Bo6g103870	EUTSA_v10017984mg, EUTSA_v10018190mg
OG0007983	Bo00798s010, Bo2g050550	EUTSA_v10012944mg
OG0007984	Bo8g077340	EUTSA_v10010519mg
OG0007985	Bo3g175390, Bo1g011900, Bo7g114770	EUTSA_v10027257mg
OG0007986	Bo1g027110	EUTSA_v10026698mg
OG0007987	Bo9g181600, Bo2g005320	EUTSA_v10013128mg
OG0007988	Bo2g166040, Bo3g101640	EUTSA_v10004557mg
OG0007989	Bo2g116470, Bo4g078730	EUTSA_v10003208mg
OG0007990	Bo6g106360	EUTSA_v10018726mg
OG0007991	Bo7g113840, Bo3g177080	EUTSA_v10024984mg
OG0007992	Bo7g021040, Bo3g090010	EUTSA_v10022948mg
OG0007993	Bo7g095390, Bo9g011020	EUTSA_v10004558mg
OG0007994	Bo2g143820, Bo7g085680	EUTSA_v10003626mg
OG0007995	Bo4g038360, Bo4g183390	EUTSA_v10016368mg
OG0007996	Bo9g164180	EUTSA_v10014185mg
OG0007997	Bo7g077450	EUTSA_v10000934mg
OG0007998	Bo5g131680	EUTSA_v10020706mg
OG0007999	Bo7g075580, Bo9g065430, Bo2g130350	EUTSA_v10000887mg
OG0008000	Bo7g109300, Bo1g037460	EUTSA_v10024684mg
OG0008001	Bo6g080010, Bo6g125830	EUTSA_v10018906mg
OG0008002	Bo9g002230	EUTSA_v10028705mg
OG0008003	Bo9g166780, Bo3g009150	EUTSA_v10013572mg
OG0008004	Bo5g071290	EUTSA_v10012382mg, EUTSA_v10011560mg
OG0008005	Bo3g162150, Bo7g107080, Bo1g022290	EUTSA_v10024310mg
OG0008006	Bo2g045900	EUTSA_v10014692mg
OG0008007	Bo1g037330, Bo7g109230	EUTSA_v10026760mg
OG0008008	Bo9g169770	EUTSA_v10014553mg, EUTSA_v10015401mg
OG0008010	Bo5g065690, Bo5g065680, Bo2g121060	EUTSA_v10007669mg
OG0008011	Bo1g010230	EUTSA_v10026176mg
OG0008012	Bo1g057080, Bo6g053650	EUTSA_v10024386mg
OG0008013	Bo3g007290, Bo2g010640	EUTSA_v10014007mg
OG0008014	Bo4g194720, Bo4g021120	EUTSA_v10001486mg
OG0008015	Bo1g010170, Bo7g115800	EUTSA_v10024632mg
OG0008016	Bo1g098730, Bo9g040820	EUTSA_v10023466mg
OG0008017	Bo4g017350	EUTSA_v10016743mg
OG0008018	Bo4g190280	EUTSA_v10016414mg
OG0008019	Bo3g032110, Bo4g187330	EUTSA_v10016958mg
OG0008020	Bo3g042970	EUTSA_v10028929mg
OG0008021	Bo6g122060	EUTSA_v10019113mg
OG0008023	Bo5g039240, Bo7g056410	EUTSA_v10007442mg
OG0008025	Bo8g093090	EUTSA_v10005744mg
OG0008026	Bo6g067890	EUTSA_v10010579mg
OG0008027	Bo5g136980, Bo00971s020	EUTSA_v10020975mg
OG0008028	Bo8g069830, Bo5g027940	EUTSA_v10007764mg
OG0008029	Bo6g003500, Bo8g021780	EUTSA_v10011770mg
OG0008030	Bo8g079480, Bo7g099190, Bo1g083500	EUTSA_v10010471mg
OG0008031	Bo3g154310	EUTSA_v10027527mg
OG0008032	Bo7g078220	EUTSA_v10000833mg
OG0008033	Bo2g050830	EUTSA_v10014456mg
OG0008034	Bo3g023820, Bo9g100000	EUTSA_v10013222mg
OG0008035	Bo4g026280	EUTSA_v10016771mg
OG0008036	Bo2g129920, Bo7g075190	EUTSA_v10000786mg
OG0008037	Bo3g070130, Bo09372s010, Bo8g015100	EUTSA_v10012064mg
OG0008038	Bo3g061560, Bo1g145100	EUTSA_v10020133mg
OG0008039	Bo7g119640	EUTSA_v10024188mg
OG0008040	Bo2g166530	EUTSA_v10004625mg
OG0008041	Bo9g086920, Bo9g086910	EUTSA_v10028584mg
OG0008042	Bo2g093250, Bo6g121790	EUTSA_v10018789mg
OG0008043	Bo7g032880, Bo3g083570	EUTSA_v10002655mg
OG0008044	Bo2g001110, Bo8g082870	EUTSA_v10010814mg
OG0008045	Bo7g111040	EUTSA_v10022104mg, EUTSA_v10027187mg
OG0008046	Bo7g113400	EUTSA_v10027377mg
OG0008047	Bo3g081320, Bo1g104990	EUTSA_v10021547mg
OG0008048	Bo1g024040	EUTSA_v10024394mg
OG0008049	Bo3g029860	EUTSA_v10017726mg
OG0008050	Bo6g108270, Bo6g095860	EUTSA_v10018758mg
OG0008051	Bo01282s010	EUTSA_v10023591mg
OG0008052	Bo3g018770, Bo9g135030	EUTSA_v10015157mg
OG0008053	Bo6g086520	EUTSA_v10018047mg
OG0008054	Bo2g110610, Bo9g088100	EUTSA_v10028670mg
OG0008055	Bo7g089220, Bo2g149870	EUTSA_v10003825mg
OG0008056	Bo2g025520, Bo3g017810	EUTSA_v10012986mg
OG0008057	Bo9g163240, Bo9g163210	EUTSA_v10027205mg, EUTSA_v10014271mg
OG0008058	Bo3g062120	EUTSA_v10021969mg
OG0008059	Bo6g049350	EUTSA_v10007991mg
OG0008060	Bo9g071520, Bo7g080150	EUTSA_v10005178mg
OG0008061	Bo7g031650	EUTSA_v10002458mg
OG0008062	Bo4g117170, Bo8g088390	EUTSA_v10010415mg
OG0008063	Bo1g039380	EUTSA_v10004978mg
OG0008064	Bo4g165020	EUTSA_v10002044mg, EUTSA_v10023596mg
OG0008065	Bo3g132570	EUTSA_v10002543mg
OG0008066	Bo5g101080	EUTSA_v10021117mg
OG0008067	Bo2g023720, Bo8g104130	EUTSA_v10013575mg, EUTSA_v10015361mg
OG0008068	Bo1g052940, Bo7g104960	EUTSA_v10024842mg
OG0008069	Bo7g109830, Bo1g039420	EUTSA_v10027469mg
OG0008070	Bo7g097390, Bo9g013900	EUTSA_v10003612mg
OG0008071	Bo8g097280, Bo8g097290, Bo8g097270	EUTSA_v10006034mg
OG0008072	Bo4g140830	EUTSA_v10027797mg
OG0008073	Bo4g019590	EUTSA_v10017033mg
OG0008074	Bo4g136690	EUTSA_v10027679mg, EUTSA_v10027629mg
OG0008075	Bo00576s070, Bo6g067500	EUTSA_v10010698mg
OG0008076	Bo6g064320	EUTSA_v10028245mg
OG0008077	Bo1g007090, Bo3g168700	EUTSA_v10025594mg
OG0008078	Bo9g173600	EUTSA_v10014442mg
OG0008079	Bo1g134520	EUTSA_v10021005mg
OG0008080	Bo7g117930	EUTSA_v10024815mg, EUTSA_v10000690mg
OG0008081	Bo4g191750	EUTSA_v10016724mg
OG0008082	Bo2g100380, Bo3g052610	EUTSA_v10029026mg
OG0008083	Bo9g013880, Bo7g097380	EUTSA_v10005649mg
OG0008084	Bo9g019030, Bo3g096530	EUTSA_v10005067mg
OG0008085	Bo8g107550, Bo5g015280	EUTSA_v10008511mg
OG0008086	Bo8g112700, Bo5g008720	EUTSA_v10006530mg
OG0008087	Bo1g039180, Bo7g109690	EUTSA_v10024695mg
OG0008088	Bo4g134550	EUTSA_v10024575mg
OG0008089	Bo9g024410, Bo7g014700, Bo3g092290	EUTSA_v10022738mg
OG0008090	Bo9g154290, Bo9g154280, Bo9g154240, Bo20247s010	EUTSA_v10013842mg
OG0008091	Bo3g090100, Bo6g098760	EUTSA_v10018471mg
OG0008092	Bo9g181260, Bo3g002740	EUTSA_v10016093mg
OG0008093	Bo6g094540, Bo6g112400	EUTSA_v10019195mg
OG0008094	Bo4g011460, Bo4g012480	EUTSA_v10001493mg, EUTSA_v10028732mg
OG0008095	Bo9g079680	EUTSA_v10027967mg
OG0008096	Bo7g118520, Bo1g003640, Bo1g003620	EUTSA_v10026444mg
OG0008097	Bo7g114840, Bo3g175320	EUTSA_v10025126mg
OG0008098	Bo4g039860, Bo4g039880	EUTSA_v10017039mg
OG0008099	Bo3g149500	EUTSA_v10025753mg
OG0008100	Bo8g071290, Bo5g035160	EUTSA_v10009379mg
OG0008101	Bo6g122030, Bo2g093430	EUTSA_v10018644mg
OG0008102	Bo3g143110, Bo5g054580	EUTSA_v10008463mg
OG0008103	Bo3g061300, Bo5g141460	EUTSA_v10021445mg
OG0008104	Bo4g195220, Bo4g024140	EUTSA_v10027189mg, EUTSA_v10001758mg
OG0008106	Bo9g010430	EUTSA_v10004542mg
OG0008107	Bo4g186430	EUTSA_v10016601mg
OG0008108	Bo8g001210	EUTSA_v10009985mg
OG0008109	Bo4g130820	EUTSA_v10026053mg
OG0008110	Bo3g081490, Bo1g103570	EUTSA_v10021823mg
OG0008111	Bo1g128590	EUTSA_v10020797mg
OG0008112	Bo7g064580	EUTSA_v10004972mg
OG0008113	Bo5g113780	EUTSA_v10019995mg
OG0008114	Bo6g120300	EUTSA_v10018138mg
OG0008115	Bo5g127630, Bo3g066480	EUTSA_v10020510mg
OG0008116	Bo8g066100	EUTSA_v10008170mg
OG0008117	Bo1g020180	EUTSA_v10024250mg
OG0008118	Bo9g161430, Bo3g012460	EUTSA_v10012633mg
OG0008119	Bo9g173380, Bo9g173410	EUTSA_v10014875mg
OG0008120	Bo5g027680	EUTSA_v10008056mg
OG0008121	Bo8g100040	EUTSA_v10000219mg
OG0008122	Bo3g002610, Bo2g005370, Bo9g181410	EUTSA_v10015225mg
OG0008123	Bo6g112710	EUTSA_v10018840mg
OG0008124	Bo7g114610, Bo3g175500	EUTSA_v10026339mg
OG0008125	Bo8g081310, Bo7g101130	EUTSA_v10010716mg
OG0008126	Bo9g004190	EUTSA_v10028510mg
OG0008127	Bo9g014050, Bo7g097580	EUTSA_v10005010mg
OG0008128	Bo8g023200	EUTSA_v10004517mg
OG0008129	Bo5g149940	EUTSA_v10021562mg
OG0008130	Bo3g025270	EUTSA_v10000375mg
OG0008131	Bo8g067760, Bo5g025260, Bo8g104450	EUTSA_v10009618mg
OG0008133	Bo2g056120, Bo6g105180	EUTSA_v10018890mg
OG0008134	Bo01485s010, Bo3g181290, Bo6g026460	EUTSA_v10011713mg
OG0008135	Bo4g109710	EUTSA_v10006058mg
OG0008136	Bo5g009790, Bo01087s080	EUTSA_v10007900mg
OG0008137	Bo5g133530, Bo3g064850	EUTSA_v10020338mg
OG0008138	Bo9g090990	EUTSA_v10028973mg
OG0008139	Bo4g006890	EUTSA_v10001550mg
OG0008140	Bo3g151430, Bo1g002780	EUTSA_v10025887mg
OG0008141	Bo1g010890, Bo7g115440	EUTSA_v10024264mg
OG0008143	Bo9g109840	EUTSA_v10010173mg, EUTSA_v10013529mg
OG0008144	Bo5g009670, Bo5g009580, Bo5g009590	EUTSA_v10008777mg
OG0008145	Bo8g107870	EUTSA_v10017610mg, EUTSA_v10006676mg
OG0008146	Bo00904s010, Bo5g075200	EUTSA_v10011559mg
OG0008147	Bo9g152560, Bo3g013780	EUTSA_v10012742mg
OG0008148	Bo3g071330, Bo1g119030	EUTSA_v10021515mg
OG0008149	Bo9g023770, Bo7g021690	EUTSA_v10022775mg
OG0008150	Bo3g037730	EUTSA_v10001430mg
OG0008151	Bo6g079660	EUTSA_v10006495mg
OG0008152	Bo01063s010	EUTSA_v10011545mg
OG0008153	Bo3g101530	EUTSA_v10004709mg
OG0008155	Bo8g036790	EUTSA_v10025081mg
OG0008156	Bo2g150440	EUTSA_v10005680mg
OG0008157	Bo7g080660	EUTSA_v10018932mg
OG0008158	Bo00956s020, Bo1g091770	EUTSA_v10023242mg
OG0008159	Bo5g005630, Bo8g115060	EUTSA_v10008963mg
OG0008160	Bo1g004940, Bo7g118430	EUTSA_v10026288mg
OG0008161	Bo5g133200, Bo1g138980	EUTSA_v10021440mg
OG0008162	Bo4g190230, Bo3g035020	EUTSA_v10016518mg
OG0008163	Bo5g043370, Bo7g050580, Bo3g138750	EUTSA_v10008407mg
OG0008164	Bo6g076010, Bo8g092810	EUTSA_v10006022mg
OG0008165	Bo7g095740, Bo2g158480, Bo2g095660	EUTSA_v10004002mg
OG0008166	Bo4g018560	EUTSA_v10016479mg
OG0008168	Bo3g034410	EUTSA_v10016765mg
OG0008169	Bo7g110870, Bo1g043150	EUTSA_v10026040mg, EUTSA_v10025833mg
OG0008170	Bo2g050910, Bo00935s030	EUTSA_v10014259mg
OG0008171	Bo5g117020	EUTSA_v10022284mg
OG0008172	Bo4g044200, Bo4g181630	EUTSA_v10016169mg
OG0008173	Bo3g071970, Bo5g115600	EUTSA_v10020682mg
OG0008174	Bo8g068570	EUTSA_v10008761mg
OG0008175	Bo5g072460, Bo6g010960, Bo8g016390	EUTSA_v10011800mg
OG0008176	Bo1g056610, Bo9g177310	EUTSA_v10024423mg
OG0008177	Bo2g002760, Bo3g002100	EUTSA_v10012430mg
OG0008178	Bo8g096010, Bo6g077700, Bo4g101180	EUTSA_v10006165mg
OG0008179	Bo3g033010, Bo4g026820	EUTSA_v10016324mg
OG0008180	Bo7g101560, Bo4g125330	EUTSA_v10010339mg
OG0008181	Bo1g053130, Bo7g104790	EUTSA_v10027304mg
OG0008182	Bo1g006780, Bo3g167300	EUTSA_v10026007mg
OG0008183	Bo3g004640, Bo9g174840, Bo2g008870	EUTSA_v10015226mg
OG0008184	Bo1g128500, Bo5g127130	EUTSA_v10020907mg
OG0008185	Bo8g058210	EUTSA_v10006679mg
OG0008186	Bo6g118450, Bo6g118430	EUTSA_v10018549mg
OG0008187	Bo8g082680	EUTSA_v10010259mg
OG0008188	Bo3g170980, Bo7g115990, Bo1g008490	EUTSA_v10026405mg
OG0008189	Bo1g154870	EUTSA_v10022236mg
OG0008190	Bo8g084800	EUTSA_v10010558mg
OG0008192	Bo2g010420, Bo9g171140, Bo3g007060	EUTSA_v10014652mg
OG0008193	Bo9g062860, Bo2g127680, Bo7g073970	EUTSA_v10001058mg
OG0008194	Bo8g083630, Bo8g083620, Bo8g068640	EUTSA_v10010575mg
OG0008195	Bo2g085320, Bo6g119820	EUTSA_v10019714mg
OG0008196	Bo4g169530	EUTSA_v10016462mg
OG0008198	Bo1g038860, Bo8g050280	EUTSA_v10024705mg
OG0008199	Bo9g175540, Bo2g008650	EUTSA_v10015523mg
OG0008200	Bo9g008090, Bo7g084080	EUTSA_v10004010mg
OG0008201	Bo1g005370, Bo7g118180	EUTSA_v10025544mg
OG0008202	Bo8g052790, Bo1g049410, Bo7g111440	EUTSA_v10025300mg
OG0008203	Bo3g073070, Bo5g115340	EUTSA_v10020656mg
OG0008204	Bo9g018410	EUTSA_v10004092mg
OG0008205	Bo5g051780	EUTSA_v10008291mg
OG0008206	Bo1g010090	EUTSA_v10024552mg
OG0008207	Bo5g082640, Bo3g179660	EUTSA_v10011777mg
OG0008208	Bo2g164120, Bo3g107660	EUTSA_v10004621mg
OG0008210	Bo00825s100, Bo5g042900	EUTSA_v10007061mg
OG0008211	Bo9g058270	EUTSA_v10003133mg
OG0008212	Bo5g010510, Bo8g059040	EUTSA_v10007581mg
OG0008213	Bo7g010000, Bo3g094230	EUTSA_v10022783mg
OG0008214	Bo4g021200	EUTSA_v10001359mg
OG0008215	Bo7g108400, Bo1g032040	EUTSA_v10025623mg
OG0008216	Bo5g121350	EUTSA_v10020183mg
OG0008218	Bo1g007380, Bo3g168940	EUTSA_v10025124mg
OG0008219	Bo3g147510, Bo5g061160	EUTSA_v10007084mg
OG0008220	Bo5g152710	EUTSA_v10020658mg
OG0008221	Bo3g022810, Bo9g111030	EUTSA_v10014380mg
OG0008222	Bo2g120570, Bo9g059320	EUTSA_v10003271mg
OG0008223	Bo5g006810, Bo5g005760, Bo8g115040	EUTSA_v10009387mg
OG0008224	Bo9g089630	EUTSA_v10029450mg
OG0008225	Bo9g160300, Bo3g012620	EUTSA_v10012868mg
OG0008226	Bo5g048530	EUTSA_v10007570mg, EUTSA_v10009366mg, EUTSA_v10007571mg, EUTSA_v10007559mg
OG0008227	Bo6g066310	EUTSA_v10028151mg
OG0008228	Bo7g045720, Bo3g143810	EUTSA_v10008836mg
OG0008229	Bo6g106610, Bo2g057660	EUTSA_v100192210mg
OG0008230	Bo9g052090	EUTSA_v10023507mg
OG0008231	Bo7g089720	EUTSA_v10005061mg, EUTSA_v10023991mg
OG0008233	Bo4g139290, Bo9g088590	EUTSA_v10028129mg
OG0008234	Bo2g148140, Bo7g087520, Bo9g008900	EUTSA_v10004771mg
OG0008235	Bo3g154110, Bo1g005580	EUTSA_v10024500mg
OG0008236	Bo8g065360, Bo8g107490	EUTSA_v10007980mg
OG0008237	Bo9g148310	EUTSA_v10013261mg
OG0008238	Bo1g154820, Bo5g150150	EUTSA_v10021327mg
OG0008239	Bo3g009370, Bo2g011570	EUTSA_v10012893mg
OG0008240	Bo3g013030, Bo9g157370	EUTSA_v10012672mg
OG0008241	Bo9g028240, Bo7g003610	EUTSA_v10001932mg
OG0008242	Bo5g025050	EUTSA_v10007969mg
OG0008243	Bo2g029080, Bo9g133500	EUTSA_v10013683mg
OG0008244	Bo3g021100, Bo9g123740	EUTSA_v10012829mg
OG0008245	Bo7g093250, Bo2g152980	EUTSA_v10003841mg
OG0008246	Bo1g153240	EUTSA_v10020861mg
OG0008248	Bo1g138900, Bo5g133100	EUTSA_v10021525mg
OG0008249	Bo5g017720	EUTSA_v10009757mg
OG0008250	Bo6g044160, Bo8g027000	EUTSA_v10007411mg
OG0008251	Bo00285s440, Bo7g083870	EUTSA_v10004059mg
OG0008253	Bo5g108650	EUTSA_v10020653mg
OG0008253	Bo5g108640	EUTSA_v10020647mg
OG0008254	Bo2g034130, Bo3g019820	EUTSA_v10014792mg
OG0008255	Bo9g133690, Bo2g028900	EUTSA_v10013961mg
OG0008256	Bo3g004870	EUTSA_v10013886mg
OG0008257	Bo9g071610	EUTSA_v10003689mg
OG0008258	Bo1g088110, Bo9g050920	EUTSA_v10024015mg
OG0008259	Bo2g034190, Bo9g125990	EUTSA_v10015701mg
OG0008260	Bo5g003140, Bo4g014750	EUTSA_v10008179mg
OG0008261	Bo7g082400, Bo2g138920	EUTSA_v10005263mg
OG0008262	Bo4g179550, Bo4g045420	EUTSA_v10016348mg
OG0008263	Bo4g187650, Bo4g027250	EUTSA_v10017583mg
OG0008264	Bo7g097150	EUTSA_v10005277mg
OG0008265	Bo7g087410, Bo2g147940	EUTSA_v10005526mg
OG0008266	Bo3g058510, Bo00834s070	EUTSA_v10021115mg
OG0008267	Bo3g066820	EUTSA_v10020171mg
OG0008268	Bo8g097720	EUTSA_v10005803mg
OG0008270	Bo3g015390, Bo2g023210	EUTSA_v10013340mg
OG0008272	Bo3g013890, Bo9g152210	EUTSA_v10014537mg
OG0008273	Bo4g008140	EUTSA_v10001742mg
OG0008274	Bo6g079310, Bo8g097700, Bo4g098890	EUTSA_v10006384mg
OG0008275	Bo7g012970, Bo3g093790	EUTSA_v10022685mg
OG0008277	Bo4g130860	EUTSA_v10025587mg
OG0008278	Bo5g132450	EUTSA_v10020319mg
OG0008279	Bo3g104660	EUTSA_v10004594mg
OG0008280	Bo1g072330, Bo1g072340, Bo3g135760	EUTSA_v10010689mg
OG0008281	Bo4g019740	EUTSA_v10001495mg
OG0008282	Bo2g165320	EUTSA_v10004696mg
OG0008283	Bo4g078450	EUTSA_v10022547mg
OG0008284	Bo2g093560	EUTSA_v10019066mg
OG0008285	Bo4g026800	EUTSA_v10016606mg
OG0008286	Bo7g100660, Bo1g060550	EUTSA_v10010546mg
OG0008287	Bo5g093250	EUTSA_v10019976mg
OG0008288	Bo2g091020, Bo5g104700, Bo6g084840	EUTSA_v10019130mg
OG0008289	Bo6g077000, Bo6g077010, Bo6g077080, Bo8g095240	EUTSA_v10006200mg
OG0008290	Bo4g009240	EUTSA_v10001335mg
OG0008291	Bo3g143040, Bo00579s030, Bo7g048470	EUTSA_v10009825mg
OG0008292	Bo3g149040	EUTSA_v10007064mg
OG0008293	Bo5g014920, Bo8g061300	EUTSA_v10009979mg
OG0008294	Bo07555s010, Bo7g007330	EUTSA_v10022749mg
OG0008295	Bo7g104220	EUTSA_v10018358mg, EUTSA_v10023151mg
OG0008296	Bo6g106670, Bo2g057690	EUTSA_v10019125mg
OG0008297	Bo3g009380	EUTSA_v10013409mg
OG0008298	Bo6g079670, Bo8g098200	EUTSA_v10005746mg
OG0008299	Bo3g061390	EUTSA_v10021420mg
OG0008300	Bo6g118130	EUTSA_v10018652mg
OG0008301	Bo1g007520, Bo7g116760	EUTSA_v10026116mg
OG0008302	Bo9g133300, Bo3g019250	EUTSA_v10012677mg
OG0008303	Bo1g020390	EUTSA_v10027154mg, EUTSA_v10026255mg
OG0008304	Bo3g078890, Bo01033s010, Bo3g079930	EUTSA_v10021968mg
OG0008305	Bo3g081610	EUTSA_v10022423mg
OG0008306	Bo4g111500, Bo8g091450, Bo3g164320	EUTSA_v10005993mg
OG0008307	Bo7g064590, Bo2g167760	EUTSA_v10004430mg
OG0008308	Bo2g014000, Bo2g062680, Bo3g012800	EUTSA_v10014907mg
OG0008309	Bo6g094130, Bo6g113100	EUTSA_v10019478mg
OG0008310	Bo9g173930	EUTSA_v10013332mg
OG0008311	Bo2g018220, Bo3g013740	EUTSA_v10012949mg
OG0008312	Bo1g037200, Bo7g109150	EUTSA_v10025189mg
OG0008313	Bo3g007040	EUTSA_v10014135mg
OG0008314	Bo01093s020, Bo01291s010	EUTSA_v10020711mg
OG0008316	Bo3g035640, Bo4g190900	EUTSA_v10017353mg
OG0008317	Bo2g026630, Bo9g139530	EUTSA_v10014392mg
OG0008318	Bo5g100960, Bo1g105880	EUTSA_v10021605mg
OG0008319	Bo9g064090, Bo7g075180	EUTSA_v10000879mg
OG0008320	Bo3g030140, Bo4g034600	EUTSA_v10017537mg
OG0008321	Bo1g090390	EUTSA_v10023990mg
OG0008322	Bo5g059690, Bo3g144030	EUTSA_v10008139mg
OG0008323	Bo9g046440, Bo1g090330	EUTSA_v10023363mg
OG0008324	Bo5g045240, Bo8g076360	EUTSA_v10007668mg
OG0008325	Bo9g009130, Bo7g088890	EUTSA_v10004711mg
OG0008326	Bo7g118100, Bo3g153950	EUTSA_v10024697mg
OG0008327	Bo2g129790, Bo7g074030	EUTSA_v10000901mg
OG0008328	Bo8g013930	EUTSA_v10011900mg
OG0008329	Bo9g159780, Bo2g014010	EUTSA_v10013163mg
OG0008330	Bo2g140480, Bo7g084310	EUTSA_v10005008mg
OG0008331	Bo6g112350	EUTSA_v10019160mg
OG0008332	Bo2g032930	EUTSA_v10014987mg
OG0008333	Bo1g002300	EUTSA_v10027409mg
OG0008334	Bo8g114710, Bo5g007280	EUTSA_v10008518mg
OG0008335	Bo4g139910	EUTSA_v10027903mg
OG0008336	Bo5g134790	EUTSA_v10021006mg
OG0008337	Bo5g014820	EUTSA_v10007989mg
OG0008338	Bo9g008720, Bo7g087070	EUTSA_v10005183mg
OG0008339	Bo4g024430	EUTSA_v10001475mg
OG0008340	Bo3g038950, Bo4g024890	EUTSA_v10001387mg
OG0008341	Bo8g092510, Bo8g065040	EUTSA_v10008746mg
OG0008342	Bo9g109760, Bo2g046180	EUTSA_v10014627mg
OG0008343	Bo9g082030	EUTSA_v10028627mg
OG0008344	Bo3g101440, Bo9g018040	EUTSA_v10003958mg
OG0008346	Bo1g010550, Bo7g115700	EUTSA_v10026043mg
OG0008347	Bo4g098160	EUTSA_v10005768mg
OG0008348	Bo1g011910, Bo7g114740	EUTSA_v10024455mg
OG0008349	Bo7g011420, Bo9g026120	EUTSA_v10022844mg
OG0008350	Bo3g028080	EUTSA_v10017891mg
OG0008350	Bo4g182920, Bo3g028070, Bo3g028030	EUTSA_v10017697mg
OG0008351	Bo3g149290	EUTSA_v10013386mg
OG0008352	Bo8g099010, Bo1g014650	EUTSA_v10000159mg
OG0008353	Bo1g119080, Bo5g121450	EUTSA_v10021015mg
OG0008354	Bo4g002320, Bo01463s030	EUTSA_v10001647mg
OG0008355	Bo3g101320	EUTSA_v10003522mg
OG0008356	Bo4g148210, Bo8g101460	EUTSA_v10000331mg
OG0008357	Bo1g019780	EUTSA_v10027388mg
OG0008358	Bo1g078400, Bo8g077310	EUTSA_v10010601mg
OG0008359	Bo1g006930, Bo7g117090, Bo3g167470	EUTSA_v10026666mg
OG0008360	Bo4g170740, Bo9g011230	EUTSA_v10016546mg
OG0008361	Bo1g121640, Bo5g123320	EUTSA_v10019984mg
OG0008362	Bo5g034330	EUTSA_v10007543mg
OG0008363	Bo7g062460, Bo7g006060	EUTSA_v10022546mg
OG0008364	Bo5g065600, Bo7g041210	EUTSA_v10007654mg
OG0008365	Bo9g184590	EUTSA_v10002532mg
OG0008366	Bo9g044120	EUTSA_v10023550mg
OG0008367	Bo6g094360	EUTSA_v10019211mg
OG0008368	Bo8g025780	EUTSA_v10001835mg
OG0008369	Bo3g170950, Bo1g008450	EUTSA_v10024371mg
OG0008370	Bo9g133080, Bo2g032450	EUTSA_v10014550mg
OG0008371	Bo7g116570, Bo1g007700	EUTSA_v10025203mg
OG0008372	Bo2g075540, Bo00722s010	EUTSA_v10019488mg
OG0008373	Bo1g010910, Bo3g173610	EUTSA_v10026655mg
OG0008374	Bo3g035450	EUTSA_v10017345mg
OG0008375	Bo2g156160, Bo9g010970	EUTSA_v10004981mg
OG0008377	Bo3g037490	EUTSA_v10001582mg
OG0008378	Bo3g062300, Bo5g139630	EUTSA_v10021214mg
OG0008379	Bo8g106990, Bo5g019300, Bo5g018220	EUTSA_v10008853mg
OG0008380	Bo4g145950, Bo8g101740	EUTSA_v10023293mg
OG0008381	Bo4g136360	EUTSA_v10018248mg
OG0008382	Bo1g024300	EUTSA_v10025712mg
OG0008383	Bo7g058180	EUTSA_v10007200mg
OG0008384	Bo4g149450, Bo8g101250	EUTSA_v10000093mg
OG0008385	Bo1g013260, Bo7g114430	EUTSA_v10024345mg
OG0008386	Bo3g054610	EUTSA_v10028647mg
OG0008387	Bo4g024640, Bo4g195530	EUTSA_v10001760mg
OG0008388	Bo9g120170, Bo2g041200	EUTSA_v10015072mg
OG0008389	Bo1g054850, Bo8g043590	EUTSA_v10024562mg
OG0008390	Bo7g082260	EUTSA_v10004584mg
OG0008391	Bo8g067960, Bo5g025630	EUTSA_v10007275mg
OG0008392	Bo8g102300, Bo7g003410	EUTSA_v10001986mg
OG0008393	Bo1g016680, Bo7g113570	EUTSA_v10024865mg
OG0008394	Bo7g095750, Bo9g011260	EUTSA_v10005728mg
OG0008396	Bo5g004040	EUTSA_v10007808mg
OG0008397	Bo1g115980, Bo3g071890, Bo5g116790	EUTSA_v10021075mg
OG0008398	Bo3g109700, Bo8g077660	EUTSA_v10010338mg
OG0008399	Bo9g166040, Bo2g011750	EUTSA_v10013274mg
OG0008400	Bo8g080080, Bo01514s010	EUTSA_v10011005mg
OG0008401	Bo6g035930	EUTSA_v10012288mg
OG0008402	Bo3g017510, Bo2g025050	EUTSA_v10015878mg
OG0008403	Bo9g184890	EUTSA_v10013145mg
