"chrom","chromStart","chromEnd","TranscriptID","GeneID","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","MatureLength","CPATscore","Type","BioType","ConfidenceLevel"
"Chr2",7197064,7197324,"AT2G06705.1","AT2G06705",0,"+",7197324,7197324,0,1,"260,","0,",260,0.154195222657213,"monoexonic","lincRNA","HC"
"Chr2",7254196,7254562,"AT2G06755.1","AT2G06755",0,"+",7254562,7254562,0,1,"366,","0,",366,0.262304274332322,"monoexonic","lincRNA","HC"
"Chr2",7269765,7270242,"AT2G06765.1","AT2G06765",0,"-",7270242,7270242,0,1,"477,","0,",477,0.91457274778233,"monoexonic","lincRNA","HC"
"Chr2",730084,731023,"AT2G04265.1","AT2G04265",0,"+",731023,731023,0,1,"939,","0,",939,0.354536061902281,"monoexonic","NAT_lncRNA","HC"
"Chr2",7304006,7304241,"AtRegRNA_13023.1","AtRegRNA_13023",0,"+",7304241,7304241,0,1,"235,","0,",235,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",7333246,7333901,"AtRegRNA_13090.1","AtRegRNA_13090",0,"-",7333901,7333901,0,1,"655,","0,",655,0.505637330363275,"monoexonic","NAT_lncRNA","HC"
"Chr2",7333370,7333810,"AT2G06795.1","AT2G06795",0,"-",7333810,7333810,0,2,"22,326,","0,114,",348,0,"multiexonic","NAT_lncRNA","HC"
"Chr2",7381924,7382141,"AtRegRNA_13097.1","AtRegRNA_13097",0,"-",7382141,7382141,0,1,"217,","0,",217,0.0786094099986842,"monoexonic","lincRNA","HC"
"Chr2",7382229,7382465,"AT2G06805.1","AT2G06805",0,"-",7382465,7382465,0,1,"236,","0,",236,0,"monoexonic","lincRNA","HC"
"Chr2",7405553,7405862,"AtRegRNA_13102.1","AtRegRNA_13102",0,".",7405862,7405862,0,1,"309,","0,",309,0.375586978092302,"monoexonic","lincRNA","HC"
"Chr2",7440668,7441021,"AT2G06815.1","AT2G06815",0,"+",7441021,7441021,0,1,"353,","0,",353,0.544701115120088,"monoexonic","lincRNA","HC"
"Chr2",7448476,7448718,"AtRegRNA_13127.1","AtRegRNA_13127",0,"-",7448718,7448718,0,1,"242,","0,",242,0,"monoexonic","lincRNA","HC"
"Chr2",7498881,7499188,"AtRegRNA_13147.1","AtRegRNA_13147",0,"-",7499188,7499188,0,1,"307,","0,",307,0.753987145738396,"monoexonic","NAT_lncRNA","HC"
"Chr2",7520347,7520866,"AT2G06835.1","AT2G06835",0,"-",7520866,7520866,0,1,"519,","0,",519,0.27658473420134,"monoexonic","lincRNA","HC"
"Chr2",7524780,7525106,"AT2G06905.1","AT2G06905",0,"+",7525106,7525106,0,1,"326,","0,",326,0.292425432047911,"monoexonic","lincRNA","HC"
"Chr2",7524964,7525374,"AT2G06935.1","AT2G06935",0,"-",7525374,7525374,0,1,"410,","0,",410,0,"monoexonic","lincRNA","HC"
"Chr2",7545564,7545873,"AtRegRNA_13170.1","AtRegRNA_13170",0,"+",7545873,7545873,0,1,"309,","0,",309,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",7571221,7571422,"AtRegRNA_13186.1","AtRegRNA_13186",0,"-",7571422,7571422,0,1,"201,","0,",201,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",7596941,7597449,"AtRegRNA_13189.1","AtRegRNA_13189",0,".",7597449,7597449,0,1,"508,","0,",508,0.256720851107732,"monoexonic","lincRNA","HC"
"Chr2",7597829,7598964,"AtRegRNA_13193.1","AtRegRNA_13193",0,"-",7598964,7598964,0,1,"1135,","0,",1135,0.710475708356621,"monoexonic","lincRNA","HC"
"Chr2",7602121,7603202,"AtRegRNA_13195.1","AtRegRNA_13195",0,"-",7603202,7603202,0,1,"1081,","0,",1081,0.579492130702776,"monoexonic","lincRNA","HC"
"Chr2",7602237,7602840,"AtRegRNA_13196.1","AtRegRNA_13196",0,"+",7602840,7602840,0,1,"603,","0,",603,0,"monoexonic","lincRNA","HC"
"Chr2",7603442,7603649,"AT2G06945.1","AT2G06945",0,"+",7603649,7603649,0,1,"207,","0,",207,0.216399838397551,"monoexonic","lincRNA","HC"
"Chr2",7604451,7604678,"AT2G06955.1","AT2G06955",0,"+",7604678,7604678,0,1,"227,","0,",227,0,"monoexonic","lincRNA","HC"
"Chr2",7608592,7609085,"AtRegRNA_13200.1","AtRegRNA_13200",0,"-",7609085,7609085,0,2,"177,222,","0,271,",399,0.292131488396213,"multiexonic","NAT_lncRNA","HC"
"Chr2",7632260,7634069,"AtRegRNA_13205.1","AT2G06995",0,"+",7634069,7634069,0,2,"750,668,","0,1141,",1418,0.568024561313951,"multiexonic","lincRNA","HC"
"Chr2",7633213,7634069,"AT2G06995.1","AT2G06995",0,"+",7634069,7634069,0,1,"856,","0,",856,0.387626277197939,"monoexonic","lincRNA","HC"
"Chr2",7640503,7640796,"AtRegRNA_13203.1","AtRegRNA_13203",0,".",7640796,7640796,0,1,"293,","0,",293,0,"monoexonic","lincRNA","HC"
"Chr2",7641299,7641509,"AT2G07005.1","AT2G07005",0,"+",7641509,7641509,0,1,"210,","0,",210,0,"monoexonic","lincRNA","HC"
"Chr2",7676289,7676757,"AtRegRNA_13220.1","AtRegRNA_13220",0,".",7676757,7676757,0,1,"468,","0,",468,0.533802620684899,"monoexonic","lincRNA","HC"
"Chr2",780944,781362,"AT2G04315.1","AT2G04315",0,"+",781362,781362,0,1,"418,","0,",418,0.505399898934957,"monoexonic","lincRNA","HC"
"Chr2",7831101,7831406,"AT2G07025.1","AT2G07025",0,"-",7831406,7831406,0,1,"305,","0,",305,0.248201530752923,"monoexonic","lincRNA","HC"
"Chr2",7842844,7843833,"AtRegRNA_13277.1","AtRegRNA_13277",0,"-",7843833,7843833,0,1,"989,","0,",989,0.673683585217498,"monoexonic","NAT_lncRNA","HC"
"Chr2",7855166,7855410,"AtRegRNA_13279.1","AtRegRNA_13279",0,".",7855410,7855410,0,1,"244,","0,",244,0.19593046491429,"monoexonic","lincRNA","HC"
"Chr2",7856797,7857157,"AT2G07035.1","AT2G07035",0,"+",7857157,7857157,0,1,"360,","0,",360,0.287055888989436,"monoexonic","sense_exonic_lncRNA","HC"
"Chr2",7885503,7887022,"AtRegRNA_13292.1","AtRegRNA_13292",0,".",7887022,7887022,0,1,"1519,","0,",1519,0.252570524056599,"monoexonic","lincRNA","HC"
"Chr2",7916769,7917059,"AtRegRNA_13307.1","AtRegRNA_13307",0,".",7917059,7917059,0,1,"290,","0,",290,0,"monoexonic","lincRNA","HC"
"Chr2",7927599,7927847,"AT2G07055.1","AT2G07055",0,"-",7927847,7927847,0,1,"248,","0,",248,0.39071880278346,"monoexonic","lincRNA","HC"
"Chr2",7946157,7946406,"AT2G18270.1","AT2G18270",0,"-",7946406,7946406,0,1,"249,","0,",249,0.698373568829712,"monoexonic","NAT_lncRNA","HC"
"Chr2",7977709,7978120,"AtRegRNA_13296.1","AtRegRNA_13296",0,"+",7978120,7978120,0,1,"411,","0,",411,0,"monoexonic","intronic_lncRNA","HC"
"Chr2",7986047,7986442,"AtRegRNA_13299.1","AtRegRNA_13299",0,".",7986442,7986442,0,1,"395,","0,",395,0.291422082513206,"monoexonic","lincRNA","HC"
"Chr2",7994940,7997239,"AT2G18440.2","AT2G18440",0,"-",7997239,7997239,0,4,"277,83,497,294,","0,951,1416,2005,",1151,0.87850059346321,"multiexonic","lincRNA","HC"
"Chr2",7995728,7997198,"AT2G18440.1","AT2G18440",0,"-",7997198,7997198,0,2,"1125,253,","0,1217,",1378,0.792874029272364,"multiexonic","lincRNA","HC"
"Chr2",7996441,7996753,"AtRegRNA_13341.1","AtRegRNA_13341",0,"+",7996753,7996753,0,1,"312,","0,",312,0.520317383903914,"monoexonic","lincRNA","HC"
"Chr2",8014253,8014867,"AT2G00630.2","AT2G00630",0,"+",8014867,8014867,0,2,"211,92,","0,522,",303,0.939202720666832,"multiexonic","lincRNA","HC"
"Chr2",8014625,8014867,"AT2G00630.5","AT2G00630",0,"+",8014867,8014867,0,1,"242,","0,",242,0.218629309811304,"monoexonic","lincRNA","HC"
"Chr2",8014775,8015592,"AT2G00630.1","AT2G00630",0,"+",8015592,8015592,0,2,"100,338,","0,479,",438,0.800832899425355,"multiexonic","lincRNA","HC"
"Chr2",8015254,8015561,"AT2G00630.4","AT2G00630",0,"+",8015561,8015561,0,1,"307,","0,",307,0,"monoexonic","lincRNA","HC"
"Chr2",8041453,8041769,"AtRegRNA_13357.1","AtRegRNA_13357",0,".",8041769,8041769,0,1,"316,","0,",316,0,"monoexonic","lincRNA","HC"
"Chr2",8061115,8061362,"AtRegRNA_13365.1","AtRegRNA_13365",0,".",8061362,8061362,0,1,"247,","0,",247,0.557841755928065,"monoexonic","lincRNA","HC"
"Chr2",8076016,8076225,"AtRegRNA_13371.1","AtRegRNA_13371",0,".",8076225,8076225,0,1,"209,","0,",209,0,"monoexonic","lincRNA","HC"
"Chr2",8084987,8085426,"AtRegRNA_13377.1","AtRegRNA_13377",0,".",8085426,8085426,0,1,"439,","0,",439,0,"monoexonic","lincRNA","HC"
"Chr2",8094823,8095027,"AT2G18685.1","AT2G18685",0,"-",8095027,8095027,0,1,"204,","0,",204,0.846491002622859,"monoexonic","NAT_lncRNA","HC"
"Chr2",8097665,8097902,"AtRegRNA_13384.1","AtRegRNA_13384",0,"-",8097902,8097902,0,1,"237,","0,",237,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",810370,810988,"AT2G04335.1","AT2G04335",0,"+",810988,810988,0,1,"618,","0,",618,0.232374835286964,"monoexonic","lincRNA","HC"
"Chr2",8105303,8105555,"AtRegRNA_13385.1","AtRegRNA_13385",0,".",8105555,8105555,0,1,"252,","0,",252,0,"monoexonic","lincRNA","HC"
"Chr2",8109338,8109595,"AtRegRNA_13387.1","AtRegRNA_13387",0,"-",8109595,8109595,0,1,"257,","0,",257,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",8122118,8123076,"AT2G18735.1","AT2G18735",0,"+",8123076,8123076,0,1,"958,","0,",958,0.545256890093597,"monoexonic","lincRNA","HC"
"Chr2",8126667,8126875,"AtRegRNA_13400.1","AtRegRNA_13400",0,"-",8126875,8126875,0,1,"208,","0,",208,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",812985,813913,"AtRegRNA_11315.1","AtRegRNA_11315",0,"+",813913,813913,0,1,"928,","0,",928,0.548441285087826,"monoexonic","lincRNA","HC"
"Chr2",818835,819273,"AT2G04345.1","AT2G04345",0,"-",819273,819273,0,1,"438,","0,",438,0.129890233545289,"monoexonic","lincRNA","HC"
"Chr2",818927,819240,"AT2G04355.1","AT2G04355",0,"+",819240,819240,0,1,"313,","0,",313,0,"monoexonic","lincRNA","HC"
"Chr2",819343,819778,"AtRegRNA_11320.1","AtRegRNA_11320",0,"-",819778,819778,0,1,"435,","0,",435,0.202760856716941,"monoexonic","lincRNA","HC"
"Chr2",8204141,8204383,"AtRegRNA_13422.1","AtRegRNA_13422",0,"+",8204383,8204383,0,1,"242,","0,",242,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",8226897,8227590,"AtRegRNA_13441.1","AtRegRNA_13441",0,"-",8227590,8227590,0,1,"693,","0,",693,0.536607115108998,"monoexonic","NAT_lncRNA","HC"
"Chr2",825369,825706,"AtRegRNA_11325.1","AtRegRNA_11325",0,".",825706,825706,0,1,"337,","0,",337,0.198752458743681,"monoexonic","lincRNA","HC"
"Chr2",8278023,8278262,"AT2G07115.1","AT2G07115",0,"+",8278262,8278262,0,1,"239,","0,",239,0,"monoexonic","lincRNA","HC"
"Chr2",8301774,8302012,"AT2G07135.1","AT2G07135",0,"-",8302012,8302012,0,1,"238,","0,",238,0.143831058385885,"monoexonic","lincRNA","HC"
"Chr2",8324733,8325027,"AtRegRNA_13432.1","AtRegRNA_13432",0,"-",8325027,8325027,0,1,"294,","0,",294,0.640144006916501,"monoexonic","NAT_lncRNA","HC"
"Chr2",8365918,8367022,"AT2G19290.1","AT2G19290",0,"-",8367022,8367022,0,2,"95,133,","0,971,",228,0.844881874812307,"multiexonic","NAT_lncRNA","HC"
"Chr2",8370690,8371108,"AT2G19320.1","AT2G19320",0,"-",8371108,8371108,0,1,"418,","0,",418,0.765633057311246,"monoexonic","lincRNA","HC"
"Chr2",8430602,8430913,"AtRegRNA_13493.1","AtRegRNA_13493",0,".",8430913,8430913,0,1,"311,","0,",311,0.318802179575333,"monoexonic","lincRNA","HC"
"Chr2",8448052,8448283,"AT2G07235.1","AT2G07235",0,"+",8448283,8448283,0,1,"231,","0,",231,0,"monoexonic","lincRNA","LC"
"Chr2",8459262,8459510,"AtRegRNA_13506.1","AtRegRNA_13506",0,"-",8459510,8459510,0,1,"248,","0,",248,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",8476742,8477113,"AtRegRNA_13521.1","AtRegRNA_13521",0,"+",8477113,8477113,0,2,"134,156,","0,215,",290,0,"multiexonic","NAT_lncRNA","HC"
"Chr2",8477780,8478223,"AT2G00650.1","AT2G00650",0,"+",8478223,8478223,0,1,"443,","0,",443,0.374207354598104,"monoexonic","lincRNA","HC"
"Chr2",84872,85086,"AT2G03895.1","AT2G03895",0,"+",85086,85086,0,1,"214,","0,",214,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",8488283,8488614,"AT2G07245.1","AT2G07245",0,"+",8488614,8488614,0,1,"331,","0,",331,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",849920,850780,"AT2G04405.1","AT2G04405",0,"+",850780,850780,0,2,"244,111,","0,749,",355,0.857547616555773,"multiexonic","lincRNA","HC"
"Chr2",8529915,8530187,"AT2G19796.1","AT2G19796",0,"-",8530187,8530187,0,1,"272,","0,",272,0.70203175264555,"monoexonic","lincRNA","HC"
"Chr2",853366,853753,"AtRegRNA_11340.1","AtRegRNA_11340",0,"+",853753,853753,0,1,"387,","0,",387,0,"monoexonic","lincRNA","HC"
"Chr2",8535452,8536657,"AtRegRNA_13547.1","AtRegRNA_13547",0,".",8536657,8536657,0,1,"1205,","0,",1205,0.67835983938033,"monoexonic","lincRNA","HC"
"Chr2",8537354,8537698,"AtRegRNA_13548.1","AtRegRNA_13548",0,".",8537698,8537698,0,1,"344,","0,",344,0,"monoexonic","lincRNA","HC"
"Chr2",853952,854265,"AT2G04465.1","AT2G04465",0,"+",854265,854265,0,1,"313,","0,",313,0.729963838475669,"monoexonic","NAT_lncRNA","HC"
"Chr2",856038,856247,"AtRegRNA_11343.1","AtRegRNA_11343",0,"+",856247,856247,0,1,"209,","0,",209,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",857560,857934,"AtRegRNA_11344.1","AtRegRNA_11344",0,".",857934,857934,0,1,"374,","0,",374,0.168662829658922,"monoexonic","lincRNA","HC"
"Chr2",8590654,8591624,"AT2G00660.1","AT2G00660",0,"+",8591624,8591624,0,2,"244,404,","0,566,",648,0.328767721945321,"multiexonic","lincRNA","HC"
"Chr2",8590654,8591624,"AT2G00660.2","AT2G00660",0,"+",8591624,8591624,0,1,"970,","0,",970,0.328767721945321,"monoexonic","lincRNA","HC"
"Chr2",8622849,8623133,"AT2G07255.1","AT2G07255",0,"+",8623133,8623133,0,1,"284,","0,",284,0.323597745446343,"monoexonic","sense_exonic_lncRNA","HC"
"Chr2",8642922,8643208,"AtRegRNA_13561.1","AtRegRNA_13561",0,".",8643208,8643208,0,1,"286,","0,",286,0,"monoexonic","lincRNA","HC"
"Chr2",8687656,8690943,"AtRegRNA_13612.1","AtRegRNA_13612",0,"+",8690943,8690943,0,2,"139,108,","0,3179,",247,0.98372633583384,"multiexonic","NAT_lncRNA","HC"
"Chr2",870833,871053,"AtRegRNA_11283.1","AtRegRNA_11283",0,".",871053,871053,0,1,"220,","0,",220,0.544436312879814,"monoexonic","lincRNA","HC"
"Chr2",8726066,8726447,"AT2G07265.1","AT2G07265",0,"-",8726447,8726447,0,1,"381,","0,",381,0.320864248219848,"monoexonic","intronic_lncRNA","HC"
"Chr2",8732792,8732997,"AT2G07285.1","AT2G07285",0,"+",8732997,8732997,0,1,"205,","0,",205,0,"monoexonic","lincRNA","HC"
"Chr2",8807805,8808073,"AtRegRNA_13599.1","AtRegRNA_13599",0,"-",8808073,8808073,0,1,"268,","0,",268,0.273620298418853,"monoexonic","NAT_lncRNA","HC"
"Chr2",880869,882646,"AtRegRNA_11288.2","AtRegRNA_11288",0,"+",882646,882646,0,1,"1777,","0,",1777,0.864828414583526,"monoexonic","sense_exonic_lncRNA","HC"
"Chr2",8820779,8821401,"AtRegRNA_13636.1","AtRegRNA_13636",0,"-",8821401,8821401,0,1,"622,","0,",622,0.28426294191497,"monoexonic","lincRNA","HC"
"Chr2",8830122,8831615,"AT2G20480.1","AT2G20480",0,"-",8831615,8831615,0,2,"676,227,","0,1266,",903,0.86301268901031,"multiexonic","lincRNA","HC"
"Chr2",8856506,8856764,"AtRegRNA_13656.1","AtRegRNA_13656",0,"-",8856764,8856764,0,1,"258,","0,",258,0.594886313681417,"monoexonic","NAT_lncRNA","HC"
"Chr2",8857351,8857731,"AtRegRNA_13657.1","AtRegRNA_13657",0,"-",8857731,8857731,0,1,"380,","0,",380,0.395926560686275,"monoexonic","NAT_lncRNA","HC"
"Chr2",8873006,8876961,"AtRegRNA_13663.1","AtRegRNA_13663",0,"+",8876961,8876961,0,2,"259,147,","0,3808,",406,0.983802334313546,"multiexonic","sense_exonic_lncRNA","HC"
"Chr2",8873006,8873546,"AtRegRNA_13663.2","AtRegRNA_13663",0,"+",8873546,8873546,0,2,"259,148,","0,392,",407,0.815586902601569,"multiexonic","sense_exonic_lncRNA","HC"
"Chr2",8913256,8913516,"AtRegRNA_13673.1","AtRegRNA_13673",0,"+",8913516,8913516,0,1,"260,","0,",260,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",8930958,8932424,"AtRegRNA_13684.1","AtRegRNA_13684",0,"-",8932424,8932424,0,2,"270,292,","0,1174,",562,0.744130002390166,"multiexonic","lincRNA","HC"
"Chr2",8932579,8933233,"AT2G20724.1","AT2G20724",0,"-",8933233,8933233,0,2,"495,83,","0,571,",578,0.651320970602161,"multiexonic","lincRNA","HC"
"Chr2",8932591,8933262,"AT2G20724.2","AT2G20724",0,"-",8933262,8933262,0,1,"671,","0,",671,0.654276869346382,"monoexonic","lincRNA","HC"
"Chr2",8932719,8933055,"AtRegRNA_13689.1","AtRegRNA_13689",0,"+",8933055,8933055,0,1,"336,","0,",336,0.573013072801983,"monoexonic","lincRNA","HC"
"Chr2",8949614,8949874,"AT2G20784.1","AT2G20784",0,"+",8949874,8949874,0,1,"260,","0,",260,0.480433705833211,"monoexonic","NAT_lncRNA","LC"
"Chr2",8987673,8988255,"AtRegRNA_13719.1","AtRegRNA_13719",0,"-",8988255,8988255,0,1,"582,","0,",582,0.328362475560147,"monoexonic","NAT_lncRNA","HC"
"Chr2",8988632,8988845,"AT2G07345.1","AT2G07345",0,"-",8988845,8988845,0,1,"213,","0,",213,0.214156289471131,"monoexonic","NAT_lncRNA","HC"
"Chr2",8990843,8991189,"AT2G07355.1","AT2G07355",0,"+",8991189,8991189,0,1,"346,","0,",346,0,"monoexonic","intronic_lncRNA","HC"
"Chr2",9000024,9000228,"AT2G20921.1","AT2G20921",0,"-",9000228,9000228,0,1,"204,","0,",204,0.660200127117007,"monoexonic","NAT_lncRNA","HC"
"Chr2",9014575,9014895,"AtRegRNA_13741.1","AtRegRNA_13741",0,"-",9014895,9014895,0,1,"320,","0,",320,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",9028693,9028916,"AtRegRNA_13748.1","AtRegRNA_13748",0,"-",9028916,9028916,0,1,"223,","0,",223,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",9031486,9031700,"AtRegRNA_13733.1","AtRegRNA_13733",0,".",9031700,9031700,0,1,"214,","0,",214,0,"monoexonic","lincRNA","HC"
"Chr2",9051422,9051691,"AtRegRNA_13756.1","AtRegRNA_13756",0,"+",9051691,9051691,0,1,"269,","0,",269,0,"monoexonic","lincRNA","HC"
"Chr2",9062350,9062614,"AtRegRNA_13760.1","AtRegRNA_13760",0,".",9062614,9062614,0,1,"264,","0,",264,0.0753045782835045,"monoexonic","lincRNA","HC"
"Chr2",9070798,9071109,"AtRegRNA_13765.1","AtRegRNA_13765",0,"+",9071109,9071109,0,1,"311,","0,",311,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",9077509,9077732,"AtRegRNA_13773.1","AtRegRNA_13773",0,".",9077732,9077732,0,1,"223,","0,",223,0.365264007315772,"monoexonic","lincRNA","HC"
"Chr2",9079041,9079538,"AT2G21188.1","AT2G21188",0,"-",9079538,9079538,0,2,"184,186,","0,311,",370,0.831748919255021,"multiexonic","lincRNA","HC"
"Chr2",9080019,9080517,"AT2G00690.1","AT2G00690",0,"+",9080517,9080517,0,1,"498,","0,",498,0.380896713070437,"monoexonic","lincRNA","HC"
"Chr2",9087632,9087989,"AT2G07385.1","AT2G07385",0,"-",9087989,9087989,0,1,"357,","0,",357,0.145068192384359,"monoexonic","lincRNA","HC"
"Chr2",9103205,9103611,"AtRegRNA_13788.1","AtRegRNA_13788",0,"+",9103611,9103611,0,1,"406,","0,",406,0.276483465844133,"monoexonic","NAT_lncRNA","HC"
"Chr2",9122167,9122470,"AtRegRNA_13784.1","AtRegRNA_13784",0,"+",9122470,9122470,0,1,"303,","0,",303,0,"monoexonic","lincRNA","HC"
"Chr2",9201955,9202440,"AtRegRNA_13796.1","AtRegRNA_13796",0,"-",9202440,9202440,0,1,"485,","0,",485,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",9213594,9213903,"AT2G07425.1","AT2G07425",0,"+",9213903,9213903,0,1,"309,","0,",309,0,"monoexonic","lincRNA","HC"
"Chr2",9235719,9235998,"AT2G00710.1","AT2G00710",0,"+",9235998,9235998,0,2,"60,145,","0,134,",205,0.775253254019786,"multiexonic","lincRNA","HC"
"Chr2",9237401,9237644,"AtRegRNA_13836.1","AtRegRNA_13836",0,"-",9237644,9237644,0,1,"243,","0,",243,0.0486735459450882,"monoexonic","NAT_lncRNA","HC"
"Chr2",925310,925759,"AT2G04475.1","AT2G04475",0,"+",925759,925759,0,1,"449,","0,",449,0.336867748919166,"monoexonic","lincRNA","HC"
"Chr2",9256704,9258245,"AT2G00720.4","AT2G00720",0,"-",9258245,9258245,0,4,"586,66,198,86,","0,695,957,1455,",936,0.865519752454239,"multiexonic","lincRNA","HC"
"Chr2",9256734,9257629,"AT2G00720.3","AT2G00720",0,"-",9257629,9257629,0,2,"556,230,","0,665,",786,0.550412330818959,"multiexonic","lincRNA","HC"
"Chr2",9256734,9261136,"AtRegRNA_13818.2","AtRegRNA_13818",0,"-",9261136,9261136,0,5,"556,66,209,61,133,","0,665,916,1425,4269,",1025,0.982989007792305,"multiexonic","NAT_lncRNA","HC"
"Chr2",9256734,9258250,"AT2G00720.1","AT2G00720",0,"-",9258250,9258250,0,2,"1125,91,","0,1425,",1216,0.863271736319965,"multiexonic","lincRNA","HC"
"Chr2",9256764,9258216,"AT2G00720.2","AT2G00720",0,"-",9258216,9258216,0,2,"701,57,","0,1395,",758,0.857372510679713,"multiexonic","lincRNA","HC"
"Chr2",9256766,9261074,"AtRegRNA_13818.6","AtRegRNA_13818",0,"-",9261074,9261074,0,4,"699,198,61,71,","0,895,1393,4237,",1029,0.981740218130606,"multiexonic","NAT_lncRNA","HC"
"Chr2",9256886,9258267,"AT2G00720.5","AT2G00720",0,"-",9258267,9258267,0,3,"579,252,108,","0,721,1273,",939,0.850581400010392,"multiexonic","lincRNA","HC"
"Chr2",9256886,9261083,"AtRegRNA_13818.7","AtRegRNA_13818",0,"-",9261083,9261083,0,4,"579,252,61,80,","0,721,1273,4117,",972,0.980149419814349,"multiexonic","NAT_lncRNA","HC"
"Chr2",9257095,9257415,"AT2G07435.1","AT2G07435",0,"+",9257415,9257415,0,1,"320,","0,",320,0,"monoexonic","lincRNA","HC"
"Chr2",9257650,9257859,"AT2G00720.6","AT2G00720",0,"-",9257859,9257859,0,1,"209,","0,",209,0.374552892166718,"monoexonic","lincRNA","HC"
"Chr2",9258715,9258942,"AT2G07445.1","AT2G07445",0,"-",9258942,9258942,0,1,"227,","0,",227,0.132179617766658,"monoexonic","lincRNA","HC"
"Chr2",931252,931608,"AtRegRNA_11356.1","AtRegRNA_11356",0,".",931608,931608,0,1,"356,","0,",356,0.335127862102945,"monoexonic","lincRNA","HC"
"Chr2",9358024,9358712,"AT2G00730.1","AT2G00730",0,"-",9358712,9358712,0,3,"7,109,194,","0,225,494,",310,0.69689136611842,"multiexonic","lincRNA","HC"
"Chr2",9362601,9362910,"AT2G07485.1","AT2G07485",0,"-",9362910,9362910,0,1,"309,","0,",309,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",9363816,9364086,"AT2G07495.1","AT2G07495",0,"+",9364086,9364086,0,1,"270,","0,",270,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",9403066,9403835,"AT2G22122.1","AT2G22122",0,"+",9403835,9403835,0,1,"769,","0,",769,0.858782344195794,"monoexonic","sense_exonic_lncRNA","HC"
"Chr2",9430576,9430967,"AT2G07525.1","AT2G07525",0,"-",9430967,9430967,0,1,"391,","0,",391,0.179322494816598,"monoexonic","lincRNA","HC"
"Chr2",9431750,9431984,"AT2G07535.1","AT2G07535",0,"+",9431984,9431984,0,1,"234,","0,",234,0,"monoexonic","lincRNA","HC"
"Chr2",9432220,9432641,"AT2G07545.1","AT2G07545",0,"-",9432641,9432641,0,1,"421,","0,",421,0.512935792257294,"monoexonic","lincRNA","HC"
"Chr2",9469015,9469631,"AtRegRNA_13950.1","AtRegRNA_13950",0,"+",9469631,9469631,0,2,"157,374,","0,242,",531,0.406015562358109,"multiexonic","lincRNA","HC"
"Chr2",9484524,9484803,"AtRegRNA_13886.1","AtRegRNA_13886",0,".",9484803,9484803,0,1,"279,","0,",279,0.189170269559618,"monoexonic","lincRNA","HC"
"Chr2",9494809,9495117,"AtRegRNA_13890.1","AtRegRNA_13890",0,"+",9495117,9495117,0,1,"308,","0,",308,0,"monoexonic","lincRNA","HC"
"Chr2",9503825,9504160,"AtRegRNA_13896.1","AtRegRNA_13896",0,"+",9504160,9504160,0,1,"335,","0,",335,0.267788996360642,"monoexonic","lincRNA","HC"
"Chr2",951536,951783,"AT2G04485.1","AT2G04485",0,"-",951783,951783,0,1,"247,","0,",247,0,"monoexonic","NAT_lncRNA","HC"
"Chr2",9525338,9525664,"AtRegRNA_13906.1","AtRegRNA_13906",0,"-",9525664,9525664,0,1,"326,","0,",326,0,"monoexonic","lincRNA","HC"
"Chr2",9539491,9540227,"AtRegRNA_13959.1","AtRegRNA_13959",0,".",9540227,9540227,0,1,"736,","0,",736,0.397899063101618,"monoexonic","lincRNA","HC"
"Chr2",9548952,9549632,"AtRegRNA_13965.1","AtRegRNA_13965",0,"-",9549632,9549632,0,1,"680,","0,",680,0.575401323272727,"monoexonic","lincRNA","HC"
"Chr2",9549144,9550342,"AT2G07585.1","AT2G07585",0,"-",9550342,9550342,0,2,"293,758,","0,440,",1051,0.668477859754234,"multiexonic","lincRNA","HC"
"Chr2",9549648,9550084,"AT2G22482.1","AT2G22482",0,"-",9550084,9550084,0,1,"436,","0,",436,0.456263462888372,"monoexonic","lincRNA","HC"
"Chr2",9549922,9550378,"AT2G07595.1","AT2G07595",0,"+",9550378,9550378,0,1,"456,","0,",456,0.267046965203024,"monoexonic","lincRNA","HC"
"Chr2",9560103,9560323,"AtRegRNA_13970.1","AtRegRNA_13970",0,"+",9560323,9560323,0,1,"220,","0,",220,0,"monoexonic","lincRNA","HC"
"Chr2",9560639,9561516,"AtRegRNA_13973.1","AtRegRNA_13973",0,"+",9561516,9561516,0,1,"877,","0,",877,0.531721799653728,"monoexonic","lincRNA","HC"
