"chrom","chromStart","chromEnd","TranscriptID","GeneID","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","MatureLength","Type","BioType","ConfidenceLevel","ConservationType"
"Chr3",22259084,22259844,"AT3G60238.1","AT3G60238",0,"-",22259844,22259844,0,2,"429,250,","0,510,",679,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22281628,22282743,"AT3G60286.2","AT3G60286",0,"-",22282743,22282743,0,2,"362,23,","0,1092,",385,"multiexonic","NAT_lncRNA/sense_exonic_lncRNA","HC","NA"
"Chr3",22281722,22283228,"AT3G60286.6","AT3G60286",0,"-",22283228,22283228,0,2,"265,526,","0,980,",791,"multiexonic","NAT_lncRNA/sense_exonic_lncRNA","HC","NA"
"Chr3",22325846,22326341,"AT3G09365.1","AT3G09365",0,"+",22326341,22326341,0,1,"495,","0,",495,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22339546,22339751,"AT3G09395.1","AT3G09395",0,"-",22339751,22339751,0,1,"205,","0,",205,"monoexonic","lincRNA","HC","Species-specific"
"Chr3",22365421,22366256,"AtRegRNA_26163.1","AtRegRNA_26163",0,"-",22366256,22366256,0,2,"290,396,","0,439,",686,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22365704,22366487,"AT3G09415.1","AT3G09415",0,"-",22366487,22366487,0,1,"783,","0,",783,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22395573,22395817,"AT3G09475.1","AT3G09475",0,"-",22395817,22395817,0,1,"244,","0,",244,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22409411,22409893,"AT3G09485.1","AT3G09485",0,"+",22409893,22409893,0,1,"482,","0,",482,"monoexonic","lincRNA","HC","Species-specific"
"Chr3",22502287,22502558,"AT3G09495.1","AT3G09495",0,"-",22502558,22502558,0,1,"271,","0,",271,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",22564002,22565312,"AT3G60975.1","AT3G60975",0,"+",22565312,22565312,0,4,"55,128,75,15,","0,743,1004,1295,",273,"multiexonic","NAT_lncRNA","HC","NA"
"Chr3",22615665,22616041,"AT3G09565.1","AT3G09565",0,"-",22616041,22616041,0,1,"376,","0,",376,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22616580,22617427,"AT3G61118.1","AT3G61118",0,"-",22617427,22617427,0,2,"242,130,","0,717,",372,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22655883,22656599,"AT3G61198.1","AT3G61198",0,"-",22656599,22656599,0,2,"424,198,","0,518,",622,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22672809,22673039,"AT3G09605.1","AT3G09605",0,"-",22673039,22673039,0,1,"230,","0,",230,"monoexonic","lincRNA","HC","OnlySynteny"
"Chr3",22702891,22703118,"AT3G09625.1","AT3G09625",0,"-",22703118,22703118,0,1,"227,","0,",227,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",22705171,22705406,"AT3G09635.1","AT3G09635",0,"+",22705406,22705406,0,1,"235,","0,",235,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",22706362,22706681,"AT3G09645.1","AT3G09645",0,"-",22706681,22706681,0,1,"319,","0,",319,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",22783958,22784182,"AT3G61571.1","AT3G61571",0,"-",22784182,22784182,0,1,"224,","0,",224,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22807734,22808725,"AT3G09665.1","AT3G09665",0,"+",22808725,22808725,0,2,"415,128,","0,863,",543,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22808246,22808652,"AT3G09675.1","AT3G09675",0,"-",22808652,22808652,0,1,"406,","0,",406,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22812246,22812485,"AT3G09685.1","AT3G09685",0,"+",22812485,22812485,0,1,"239,","0,",239,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",2281850,2282074,"AT3G01945.1","AT3G01945",0,"-",2282074,2282074,0,1,"224,","0,",224,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",22834665,22834884,"AT3G09695.1","AT3G09695",0,"-",22834884,22834884,0,1,"219,","0,",219,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22919209,22919492,"AT3G00960.1","AT3G00960",0,"+",22919492,22919492,0,1,"283,","0,",283,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",22987238,22987527,"AT3G09725.1","AT3G09725",0,"-",22987527,22987527,0,1,"289,","0,",289,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",23025761,23025978,"AT3G09755.1","AT3G09755",0,"+",23025978,23025978,0,1,"217,","0,",217,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",23067219,23067466,"AT3G09765.1","AT3G09765",0,"-",23067466,23067466,0,1,"247,","0,",247,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",23116273,23116904,"AT3G09775.1","AT3G09775",0,"+",23116904,23116904,0,2,"284,148,","0,483,",432,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",23119843,23120149,"AT3G62499.1","AT3G62499",0,"+",23120149,23120149,0,1,"306,","0,",306,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",23129279,23129525,"AT3G09785.1","AT3G09785",0,"-",23129525,23129525,0,1,"246,","0,",246,"monoexonic","lincRNA","HC","Species-specific"
"Chr3",23147449,23147836,"AT3G09795.1","AT3G09795",0,"-",23147836,23147836,0,1,"387,","0,",387,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",23150246,23150606,"AT3G09815.1","AT3G09815",0,"+",23150606,23150606,0,1,"360,","0,",360,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",23156945,23157188,"AT3G09825.1","AT3G09825",0,"-",23157188,23157188,0,1,"243,","0,",243,"monoexonic","lincRNA","LC","ConservedBySyntenyandSequence"
"Chr3",23157844,23158090,"AT3G09845.1","AT3G09845",0,"-",23158090,23158090,0,1,"246,","0,",246,"monoexonic","lincRNA","HC","Species-specific"
"Chr3",2317615,2317926,"AT3G07273.1","AT3G07273",0,"-",2317926,2317926,0,1,"311,","0,",311,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",23181620,23182015,"AT3G09855.1","AT3G09855",0,"-",23182015,23182015,0,1,"395,","0,",395,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",23185928,23186129,"AT3G62695.1","AT3G62695",0,"+",23186129,23186129,0,1,"201,","0,",201,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",23298728,23299126,"AT3G63052.1","AT3G63052",0,"-",23299126,23299126,0,1,"398,","0,",398,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",23299515,23299940,"AT3G09885.1","AT3G09885",0,"-",23299940,23299940,0,3,"38,44,195,","0,106,230,",277,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",23326000,23326218,"AT3G09895.1","AT3G09895",0,"-",23326218,23326218,0,1,"218,","0,",218,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",23328321,23328607,"AT3G09905.1","AT3G09905",0,"+",23328607,23328607,0,1,"286,","0,",286,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",23352293,23352511,"AT3G09935.1","AT3G09935",0,"+",23352511,23352511,0,1,"218,","0,",218,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",23353990,23354340,"AT3G63215.1","AT3G63215",0,"+",23354340,23354340,0,2,"114,111,","0,239,",225,"multiexonic","NAT_lncRNA","HC","NA"
"Chr3",23412978,23413293,"AT3G09955.1","AT3G09955",0,"-",23413293,23413293,0,1,"315,","0,",315,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",23444978,23445281,"AT3G09985.1","AT3G09985",0,"-",23445281,23445281,0,1,"303,","0,",303,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",23447819,23448059,"AT3G09995.1","AT3G09995",0,"+",23448059,23448059,0,1,"240,","0,",240,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",2345217,2345851,"AT3G00240.1","AT3G00240",0,"-",2345851,2345851,0,2,"272,22,","0,612,",294,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",2345761,2346074,"AT3G01965.1","AT3G01965",0,"-",2346074,2346074,0,1,"313,","0,",313,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",2350127,2350521,"AT3G01975.1","AT3G01975",0,"+",2350521,2350521,0,1,"394,","0,",394,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",2350197,2350812,"AT3G01985.1","AT3G01985",0,"-",2350812,2350812,0,2,"95,349,","0,266,",444,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",2416484,2416737,"AT3G02015.1","AT3G02015",0,"+",2416737,2416737,0,1,"253,","0,",253,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",2424353,2424597,"AT3G02025.1","AT3G02025",0,"+",2424597,2424597,0,2,"15,206,","0,38,",221,"multiexonic","NAT_lncRNA/sense_exonic_lncRNA","HC","NA"
"Chr3",2458636,2459047,"AT3G02035.1","AT3G02035",0,"-",2459047,2459047,0,1,"411,","0,",411,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",2765068,2765500,"AT3G09055.1","AT3G09055",0,"-",2765500,2765500,0,2,"128,179,","0,253,",307,"multiexonic","NAT_lncRNA/sense_exonic_lncRNA","HC","NA"
"Chr3",2782124,2782365,"AT3G02095.1","AT3G02095",0,"-",2782365,2782365,0,1,"241,","0,",241,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",2785491,2785691,"AT3G02105.1","AT3G02105",0,"+",2785691,2785691,0,1,"200,","0,",200,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",2841473,2841692,"AtRegRNA_19304.1","AtRegRNA_19304",0,"+",2841692,2841692,0,1,"219,","0,",219,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",2845336,2845573,"AT3G02135.1","AT3G02135",0,"-",2845573,2845573,0,1,"237,","0,",237,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",2849829,2850138,"AT3G02145.1","AT3G02145",0,"+",2850138,2850138,0,1,"309,","0,",309,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",2854263,2854479,"AT3G02155.1","AT3G02155",0,"-",2854479,2854479,0,1,"216,","0,",216,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",2858156,2858468,"AT3G02165.1","AT3G02165",0,"-",2858468,2858468,0,1,"312,","0,",312,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",2870606,2871000,"AT3G02195.1","AT3G02195",0,"-",2871000,2871000,0,1,"394,","0,",394,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",296023,296228,"AT3G01055.1","AT3G01055",0,"-",296228,296228,0,1,"205,","0,",205,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",2975230,2975660,"AT3G02225.1","AT3G02225",0,"+",2975660,2975660,0,1,"430,","0,",430,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3050988,3051530,"AT3G09922.1","AT3G09922",0,"+",3051530,3051530,0,1,"542,","0,",542,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3123738,3124023,"AT3G02235.1","AT3G02235",0,"-",3124023,3124023,0,1,"285,","0,",285,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3136919,3137160,"AT3G02275.1","AT3G02275",0,"-",3137160,3137160,0,1,"241,","0,",241,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3138531,3138857,"AT3G02285.1","AT3G02285",0,"+",3138857,3138857,0,1,"326,","0,",326,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3162303,3162521,"AT3G02295.1","AT3G02295",0,"-",3162521,3162521,0,1,"218,","0,",218,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3165839,3166090,"AT3G02305.1","AT3G02305",0,"+",3166090,3166090,0,1,"251,","0,",251,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",320666,321173,"AT3G01065.1","AT3G01065",0,"+",321173,321173,0,1,"507,","0,",507,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3252743,3252985,"AT3G02325.1","AT3G02325",0,"-",3252985,3252985,0,1,"242,","0,",242,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3262088,3263190,"AT3G00270.1","AT3G00270",0,"-",3263190,3263190,0,2,"378,128,","0,974,",506,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3322379,3322675,"AT3G02365.1","AT3G02365",0,"+",3322675,3322675,0,1,"296,","0,",296,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3436910,3437416,"AT3G10974.1","AT3G10974",0,"+",3437416,3437416,0,2,"95,288,","0,218,",383,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3588320,3588824,"AT3G02395.1","AT3G02395",0,"-",3588824,3588824,0,1,"504,","0,",504,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3588683,3589685,"AT3G11415.1","AT3G11415",0,"+",3589685,3589685,0,1,"1002,","0,",1002,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3589422,3589807,"AT3G02405.1","AT3G02405",0,"-",3589807,3589807,0,1,"385,","0,",385,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3594913,3595153,"AT3G02415.1","AT3G02415",0,"-",3595153,3595153,0,1,"240,","0,",240,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3641634,3641985,"AT3G02455.1","AT3G02455",0,"-",3641985,3641985,0,1,"351,","0,",351,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3643394,3643651,"AT3G02455.2","AT3G02455",0,"-",3643651,3643651,0,1,"257,","0,",257,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3644272,3644664,"AT3G02455.3","AT3G02455",0,"-",3644664,3644664,0,1,"392,","0,",392,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3651783,3652621,"AT3G00280.1","AT3G00280",0,"+",3652621,3652621,0,1,"838,","0,",838,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3655636,3656098,"AT3G00290.1","AT3G00290",0,"+",3656098,3656098,0,1,"462,","0,",462,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",376338,376589,"AT3G01075.1","AT3G01075",0,"-",376589,376589,0,1,"251,","0,",251,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",3867812,3869303,"AtRegRNA_19735.1","AtRegRNA_19735",0,"+",3869303,3869303,0,5,"272,103,74,59,480,","0,455,627,852,1011,",988,"multiexonic","NAT_lncRNA","HC","NA"
"Chr3",3907407,3907679,"AT3G02485.1","AT3G02485",0,"-",3907679,3907679,0,1,"272,","0,",272,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3907991,3908301,"AT3G02485.2","AT3G02485",0,"-",3908301,3908301,0,1,"310,","0,",310,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3909413,3910138,"AT3G02495.1","AT3G02495",0,"+",3910138,3910138,0,1,"725,","0,",725,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3960119,3960327,"AT3G02505.1","AT3G02505",0,"-",3960327,3960327,0,1,"208,","0,",208,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3960639,3960925,"AT3G02525.1","AT3G02525",0,"+",3960925,3960925,0,1,"286,","0,",286,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",3970013,3970236,"AT3G02545.1","AT3G02545",0,"+",3970236,3970236,0,1,"223,","0,",223,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4082968,4084090,"AT3G12833.1","AT3G12833",0,"+",4084090,4084090,0,2,"178,852,","0,270,",1030,"multiexonic","NAT_lncRNA","HC","NA"
"Chr3",4091152,4091415,"AT3G02595.1","AT3G02595",0,"-",4091415,4091415,0,1,"263,","0,",263,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4123659,4123864,"AT3G02605.1","AT3G02605",0,"+",4123864,4123864,0,1,"205,","0,",205,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4136960,4137674,"AT3G12965.1","AT3G12965",0,"-",4137674,4137674,0,2,"292,82,","0,632,",374,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4138127,4138655,"AT3G02625.1","AT3G02625",0,"+",4138655,4138655,0,1,"528,","0,",528,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4195218,4195500,"AT3G13075.1","AT3G13075",0,"+",4195500,4195500,0,1,"282,","0,",282,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4208286,4208676,"AT3G00310.1","AT3G00310",0,"-",4208676,4208676,0,2,"121,154,","0,236,",275,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",421837,422429,"AT3G01105.1","AT3G01105",0,"-",422429,422429,0,1,"592,","0,",592,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4290081,4291595,"AT3G13277.1","AT3G13277",0,"+",4291595,4291595,0,1,"1514,","0,",1514,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4294340,4294860,"AT3G13276.1","AT3G13276",0,"+",4294860,4294860,0,2,"44,225,","0,295,",269,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",429880,430395,"AT3G01115.1","AT3G01115",0,"+",430395,430395,0,1,"515,","0,",515,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4345537,4345796,"AT3G02685.1","AT3G02685",0,"-",4345796,4345796,0,1,"259,","0,",259,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4357482,4357969,"AT3G00320.1","AT3G00320",0,"+",4357969,4357969,0,1,"487,","0,",487,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4358178,4359007,"AT3G13404.1","AT3G13404",0,"-",4359007,4359007,0,2,"377,74,","0,755,",451,"multiexonic","sense_exonic_lncRNA","HC","NA"
"Chr3",4370830,4371195,"AT3G02695.1","AT3G02695",0,"-",4371195,4371195,0,1,"365,","0,",365,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4372836,4373081,"AT3G02705.1","AT3G02705",0,"-",4373081,4373081,0,1,"245,","0,",245,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4422221,4422694,"AT3G02735.1","AT3G02735",0,"+",4422694,4422694,0,1,"473,","0,",473,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4520658,4520948,"AT3G02755.1","AT3G02755",0,"-",4520948,4520948,0,1,"290,","0,",290,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4532156,4532363,"AT3G02775.1","AT3G02775",0,"+",4532363,4532363,0,1,"207,","0,",207,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4538357,4538685,"AT3G02785.1","AT3G02785",0,"-",4538685,4538685,0,1,"328,","0,",328,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4616599,4616916,"AT3G02805.1","AT3G02805",0,"-",4616916,4616916,0,1,"317,","0,",317,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4617336,4617543,"AT3G02815.1","AT3G02815",0,"+",4617543,4617543,0,1,"207,","0,",207,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4641864,4642514,"AT3G02825.1","AT3G02825",0,"-",4642514,4642514,0,1,"650,","0,",650,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4673752,4673985,"AT3G02845.1","AT3G02845",0,"-",4673985,4673985,0,1,"233,","0,",233,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4687832,4688083,"AT3G02855.1","AT3G02855",0,"+",4688083,4688083,0,1,"251,","0,",251,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4724746,4725478,"AT3G02895.1","AT3G02895",0,"+",4725478,4725478,0,2,"142,154,","0,578,",296,"multiexonic","lincRNA","HC","Species-specific"
"Chr3",4763735,4764012,"AT3G02905.1","AT3G02905",0,"-",4764012,4764012,0,1,"277,","0,",277,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4786390,4786596,"AT3G02915.1","AT3G02915",0,"+",4786596,4786596,0,1,"206,","0,",206,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",48371,48583,"AT3G00975.1","AT3G00975",0,"-",48583,48583,0,1,"212,","0,",212,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",4856537,4856883,"AT3G02945.1","AT3G02945",0,"-",4856883,4856883,0,1,"346,","0,",346,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",4863139,4863341,"AT3G02955.1","AT3G02955",0,"+",4863341,4863341,0,1,"202,","0,",202,"monoexonic","lincRNA","HC","Species-specific"
"Chr3",4886972,4887286,"AT3G02985.1","AT3G02985",0,"+",4887286,4887286,0,1,"314,","0,",314,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",488779,489471,"AT3G02390.1","AT3G02390",0,"+",489471,489471,0,2,"130,299,","0,393,",429,"multiexonic","NAT_lncRNA","HC","NA"
"Chr3",488804,489474,"AT3G02390.2","AT3G02390",0,"+",489474,489474,0,3,"151,35,302,","0,249,368,",488,"multiexonic","NAT_lncRNA","HC","NA"
"Chr3",4959717,4959962,"AT3G02995.1","AT3G02995",0,"+",4959962,4959962,0,1,"245,","0,",245,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5045109,5045328,"AT3G14981.1","AT3G14981",0,"+",5045328,5045328,0,1,"219,","0,",219,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5116693,5117175,"AT3G03025.1","AT3G03025",0,"-",5117175,5117175,0,1,"482,","0,",482,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5123280,5123841,"AT3G00330.1","AT3G00330",0,"+",5123841,5123841,0,1,"561,","0,",561,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5125408,5126398,"AT3G03035.1","AT3G03035",0,"+",5126398,5126398,0,1,"990,","0,",990,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5125829,5126100,"AT3G03045.1","AT3G03045",0,"-",5126100,5126100,0,1,"271,","0,",271,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5142716,5143104,"AT3G03075.1","AT3G03075",0,"-",5143104,5143104,0,1,"388,","0,",388,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5173495,5173805,"AT3G15359.1","AT3G15359",0,"+",5173805,5173805,0,1,"310,","0,",310,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5179532,5180286,"AT3G03095.1","AT3G03095",0,"-",5180286,5180286,0,1,"754,","0,",754,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5181020,5181298,"AT3G03105.1","AT3G03105",0,"+",5181298,5181298,0,1,"278,","0,",278,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5251156,5251646,"AT3G03135.1","AT3G03135",0,"+",5251646,5251646,0,1,"490,","0,",490,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5258714,5259354,"AT3G15534.1","AT3G15534",0,"+",5259354,5259354,0,1,"640,","0,",640,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5260722,5261322,"AT3G15536.1","AT3G15536",0,"+",5261322,5261322,0,2,"87,408,","0,192,",495,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5297395,5297786,"AT3G15635.1","AT3G15635",0,"+",5297786,5297786,0,2,"122,82,","0,309,",204,"multiexonic","NAT_lncRNA","HC","NA"
"Chr3",5380309,5380726,"AT3G03165.1","AT3G03165",0,"-",5380726,5380726,0,1,"417,","0,",417,"monoexonic","lincRNA","HC","Species-specific"
"Chr3",5396818,5397040,"AT3G03195.1","AT3G03195",0,"+",5397040,5397040,0,1,"222,","0,",222,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5444367,5444626,"AT3G03215.1","AT3G03215",0,"+",5444626,5444626,0,1,"259,","0,",259,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5483016,5484530,"AT3G03225.1","AT3G03225",0,"+",5484530,5484530,0,1,"1514,","0,",1514,"monoexonic","intronic_lncRNA","HC","NA"
"Chr3",5505991,5506436,"AT3G03265.1","AT3G03265",0,"-",5506436,5506436,0,1,"445,","0,",445,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5507833,5508115,"AT3G03275.1","AT3G03275",0,"+",5508115,5508115,0,1,"282,","0,",282,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5555486,5555698,"AT3G03295.1","AT3G03295",0,"-",5555698,5555698,0,1,"212,","0,",212,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",5568545,5568769,"AT3G00340.1","AT3G00340",0,"+",5568769,5568769,0,1,"224,","0,",224,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5570616,5571325,"AT3G03315.1","AT3G03315",0,"+",5571325,5571325,0,1,"709,","0,",709,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5608998,5609436,"AT3G03325.1","AT3G03325",0,"+",5609436,5609436,0,1,"438,","0,",438,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5615353,5615830,"AT3G03335.1","AT3G03335",0,"+",5615830,5615830,0,1,"477,","0,",477,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5621884,5625108,"AT3G16525.1","AT3G16525",0,"+",5625108,5625108,0,4,"9,42,158,131,","0,2355,2868,3093,",340,"multiexonic","NAT_lncRNA","HC","NA"
"Chr3",5646906,5647146,"AT3G03345.1","AT3G03345",0,"+",5647146,5647146,0,1,"240,","0,",240,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5691800,5692016,"AT3G16712.1","AT3G16712",0,"-",5692016,5692016,0,1,"216,","0,",216,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",573849,574198,"AT3G02673.1","AT3G02673",0,"+",574198,574198,0,2,"173,131,","0,218,",304,"multiexonic","NAT_lncRNA/sense_exonic_lncRNA","HC","NA"
"Chr3",5778875,5779363,"AT3G16930.1","AT3G16930",0,"+",5779363,5779363,0,2,"171,39,","0,449,",210,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5830189,5830545,"AT3G03435.1","AT3G03435",0,"-",5830545,5830545,0,1,"356,","0,",356,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr3",5894905,5895735,"AT3G00350.1","AT3G00350",0,"+",5895735,5895735,0,1,"830,","0,",830,"monoexonic","lincRNA","HC","OnlySynteny"
"Chr3",5953671,5953921,"AT3G03475.2","AT3G03475",0,"+",5953921,5953921,0,1,"250,","0,",250,"monoexonic","NAT_lncRNA","HC","NA"
"Chr3",6028773,6029129,"AT3G03515.1","AT3G03515",0,"-",6029129,6029129,0,1,"356,","0,",356,"monoexonic","NAT_lncRNA","HC","NA"
