Orthogroup	Brassica_rapa	Arabidopsis_halleri
OG0005263	Bra009442	g15722
OG0005264	Bra029320, Bra012936	g10783
OG0005265	Bra004435, Bra000458	g09552
OG0005266	Bra021887	g03298
OG0005267	Bra001715, Bra022344	g21619
OG0005268	Bra020959	g15452
OG0005269	Bra000325	g18051
OG0005270	Bra013866, Bra010474, Bra019186	g10306
OG0005271	Bra031373, Bra012314, Bra016384	g13790
OG0005272	Bra028355, Bra015007, Bra001930	g24049
OG0005273	Bra023383, Bra008869, Bra008870	g10732
OG0005274	Bra010136, Bra035873	g12294
OG0005275	Bra005033, Bra017068	g12514
OG0005276	Bra011326, Bra023962	g28669, g00756
OG0005277	Bra018290, Bra021678	g25738
OG0005278	Bra012713, Bra038470	g23085
OG0005279	Bra023767, Bra000094	g19907, g19906
OG0005280	Bra031049, Bra016544, Bra025685	g13970
OG0005281	Bra024448, Bra031834, Bra037845	g07335
OG0005282	Bra009563	g19422, g24354, g29836
OG0005283	Bra037380, Bra008533, Bra000947	g19735
OG0005284	Bra027736, Bra027697	g26966
OG0005285	Bra024896	g14506
OG0005286	Bra014935	g27146
OG0005287	Bra034232	g08965, g08949
OG0005288	Bra015139	g16472
OG0005289	Bra031859, Bra037816, Bra024382	g07425
OG0005290	Bra027628, Bra027813	g18683
OG0005292	Bra003111, Bra022611	g08226
OG0005293	Bra000527	g26202
OG0005294	Bra031868, Bra024375	g07435, g07395
OG0005295	Bra035039, Bra026004	g09882
OG0005296	Bra034144, Bra029866	g05969
OG0005297	Bra016032, Bra003868	g04040
OG0005298	Bra037967, Bra030900	g24883
OG0005299	Bra029072, Bra022653	g23044
OG0005300	Bra005747, Bra009559, Bra028858, Bra028859	g19415
OG0005301	Bra011461	g00576
OG0005302	Bra034301, Bra027167	g06575
OG0005303	Bra019705, Bra026890	g04683, g04684, g04685
OG0005304	Bra030027	g25686, g26702
OG0005305	Bra033794	g12803
OG0005306	Bra000014, Bra017159, Bra017160, Bra005169	g18307
OG0005307	Bra031722, Bra018432, Bra019916	g05044
OG0005308	Bra004075, Bra033982, Bra004252	g21097
OG0005309	Bra013453, Bra020927	g05178
OG0005310	Bra031314, Bra023859, Bra001848	g11298
OG0005311	Bra011382	g00689
OG0005312	Bra040690, Bra006971, Bra006972	g20403
OG0005313	Bra026704	g09910
OG0005313	Bra003634	g01450
OG0005315	Bra020372, Bra002658, Bra029915, Bra006771	g16931
OG0005316	Bra017684	g00430
OG0005317	Bra032558	g01933
OG0005318	Bra018836, Bra014242	g15307
OG0005319	Bra025308, Bra033030	g18956
OG0005320	Bra010453, Bra013906, Bra019147	g10259
OG0005321	Bra016094, Bra003902, Bra008000	g03951
OG0005322	Bra001711, Bra022333, Bra037577	g21606
OG0005323	Bra022254, Bra021281	g16117
OG0005324	Bra000519, Bra012026, Bra034341	g26245
OG0005325	Bra024815, Bra026586	g14654
OG0005326	Bra038013, Bra037102, Bra030835	g24556
OG0005327	Bra038793, Bra020877	g05221
OG0005328	Bra012516, Bra020934	g05165
OG0005329	Bra027362, Bra014759, Bra021541	g06828
OG0005330	Bra000583, Bra031182	g08699
OG0005331	Bra032300, Bra010839	g13080
OG0005332	Bra009188, Bra028734	g30276, g15563
OG0005334	Bra031996, Bra031995	g26837
OG0005335	Bra012976	g10826
OG0005336	Bra020890, Bra013512, Bra038780	g05248
OG0005337	Bra037894	g28424, g28420
OG0005338	Bra037175, Bra031810	g07212
OG0005339	Bra041076	g08479
OG0005340	Bra021587, Bra001580, Bra027283	g06742
OG0005341	Bra027885, Bra035464	g24747
OG0005342	Bra026734, Bra026083, Bra016643	g09987
OG0005343	Bra007616, Bra014429, Bra003458	g05448
OG0005344	Bra006394, Bra023610, Bra008563	g00040
OG0005345	Bra016383, Bra012319, Bra031382	g13781
OG0005346	Bra024478, Bra039631, Bra037235	g24952
OG0005347	Bra029983, Bra036037	g22264
OG0005348	Bra026907, Bra016731, Bra019829	g04726
OG0005349	Bra030975, Bra030371, Bra018981	g15117
OG0005350	Bra001873, Bra039962, Bra023820	g22736
OG0005351	Bra025000, Bra022060	g07739
OG0005352	Bra003032, Bra022675	g09472
OG0005353	Bra017041, Bra004996	g12566
OG0005354	Bra023553	g32102, g13246
OG0005355	Bra023664, Bra006439	g13286
OG0005356	Bra020892, Bra038774, Bra013526	g21732
OG0005357	Bra036131, Bra010002	g30350
OG0005358	Bra039218, Bra032139	g08741
OG0005359	Bra008850, Bra023394, Bra006185	g10753
OG0005360	Bra038326, Bra004007	g31398
OG0005361	Bra010766, Bra014882	g18776
OG0005362	Bra002160, Bra038809, Bra023675	g13243
OG0005363	Bra036530	g14152
OG0005364	Bra024476, Bra039622	g02901, g24938
OG0005365	Bra021057	g17136
OG0005366	Bra026117	g10015
OG0005367	Bra024526, Bra012337	g13745
OG0005368	Bra000951, Bra037367	g24578, g19724
OG0005369	Bra019212, Bra013825, Bra010484	g10354
OG0005370	Bra008421, Bra035124, Bra003605	g01522
OG0005371	Bra026578	g14672
OG0005372	Bra015090	g28240
OG0005373	Bra034795, Bra038690	g05842
OG0005374	Bra015655, Bra008337	g01339
OG0005375	Bra006202, Bra023416	g19350
OG0005376	Bra019194, Bra010476, Bra013858	g10314
OG0005377	Bra026481	g29096
OG0005378	Bra011466, Bra036979	g32171, g00570
OG0005379	Bra029284, Bra035908	g12205
OG0005380	Bra009113, Bra028758, Bra005853	g26023
OG0005381	Bra020714, Bra037508, Bra036183	g15877
OG0005382	Bra023524, Bra008691, Bra006306	g00215
OG0005383	Bra012278, Bra017908	g13431
OG0005384	Bra026689, Bra016619	g09885, g09883
OG0005385	Bra007551	g21002, g05553, g21001
OG0005386	Bra000933, Bra008542, Bra037402	g19754
OG0005387	Bra008571, Bra023601	g00050
OG0005388	Bra001716, Bra022345, Bra037569	g21620
OG0005389	Bra038039, Bra012737, Bra033541	g23123
OG0005390	Bra035896, Bra010077, Bra029266, Bra029264	g12229
OG0005391	Bra038745, Bra001466, Bra034741, Bra034742	g05760
OG0005392	Bra011244	g00886
OG0005393	Bra010098, Bra035330	g12246
OG0005394	Bra007372, Bra014595	g17282, g16592
OG0005395	Bra039090	g20525
OG0005396	Bra033103, Bra036212	g24181
OG0005397	Bra014276, Bra018900, Bra014278	g21902
OG0005399	Bra024834, Bra026617, Bra040974	g14604
OG0005400	Bra003321, Bra007381	g16579
OG0005401	Bra012588, Bra013321, Bra021004	g15333
OG0005402	Bra004674, Bra016891	g17287
OG0005403	Bra005089	g18430, g18447
OG0005404	Bra030561	g02056
OG0005405	Bra037128, Bra012128, Bra036801	g07289
OG0005406	Bra037299	g26532
OG0005407	Bra017360, Bra025142	g23541
OG0005408	Bra001483, Bra001484, Bra039364	g05716
OG0005409	Bra016987, Bra004577, Bra000191	g12640, g31842
OG0005410	Bra024207	g04412
OG0005411	Bra002287, Bra006550	g12091
OG0005412	Bra005268, Bra017240, Bra023066	g03545
OG0005413	Bra035066, Bra008382	g01442
OG0005414	Bra004014, Bra004343, Bra038345	g14699
OG0005415	Bra032581, Bra033353	g01900
OG0005416	Bra005328, Bra017313, Bra017314, Bra023014	g18639
OG0005417	Bra027008	g04831, g18737
OG0005418	Bra036838, Bra038880	g14923
OG0005419	Bra035162, Bra003577, Bra008447	g01580
OG0005420	Bra017972, Bra041162, Bra019603	g22299, g05630, g31521
OG0005421	Bra017413	g14656
OG0005422	Bra030755, Bra018582, Bra031656	g18193
OG0005423	Bra036740	g27263
OG0005424	Bra017416, Bra026595, Bra024818	g14645
OG0005425	Bra036964	g17048
OG0005426	Bra017340, Bra025176	g19550, g24898
OG0005427	Bra032992, Bra025261	g20528
OG0005428	Bra030666, Bra015538	g02332, g02348
OG0005429	Bra027181, Bra021171	g06593
OG0005430	Bra018614, Bra031632	g18243
OG0005431	Bra030067	g12943
OG0005432	Bra025175	g19552
OG0005433	Bra011722	g03024
OG0005433	Bra017797	g03025
OG0005434	Bra022418, Bra038208, Bra038206	g22509
OG0005435	Bra001841, Bra023865, Bra031299	g11278
OG0005436	Bra035248, Bra000737, Bra033155	g20651
OG0005437	Bra002600, Bra024064, Bra006733	g11063
OG0005438	Bra004736, Bra037743, Bra000282	g17392
OG0005439	Bra021358, Bra031992	g26823
OG0005440	Bra036205	g30598
OG0005442	Bra015321, Bra030574	g02080
OG0005443	Bra018600, Bra030741	g18223
OG0005444	Bra010884, Bra032891, Bra030089	g12985
OG0005445	Bra002244	g12123
OG0005446	Bra031574, Bra015579	g02401
OG0005447	Bra004348, Bra038336	g14688
OG0005448	Bra030497, Bra033294	g01825
OG0005449	Bra027277, Bra021591	g06731
OG0005450	Bra023540, Bra006324, Bra008670	g00188
OG0005451	Bra004527, Bra039275, Bra039276	g30069
OG0005452	Bra014889	g27679
OG0005453	Bra020554, Bra009912	g17519, g06370
OG0005454	Bra036167, Bra037483, Bra020695	g15931
OG0005455	Bra038450, Bra040361, Bra029622, Bra001235	g11858
OG0005456	Bra011706, Bra017782	g03044
OG0005457	Bra009156, Bra028746	g15520
OG0005458	Bra012571, Bra020988, Bra013358	g15369
OG0005459	Bra032375, Bra010780, Bra014876	g23715
OG0005460	Bra032136	g08748
OG0005462	Bra035889, Bra010100	g12249
OG0005463	Bra011897, Bra015215, Bra010744	g02718
OG0005464	Bra026581, Bra017409, Bra024806	g14668
OG0005465	Bra003481, Bra007645	g05402
OG0005467	Bra000560, Bra037312, Bra037311	g28743
OG0005468	Bra015658, Bra003671	g01332
OG0005469	Bra035936, Bra012968	g15119, g10816, g12670
OG0005470	Bra022436, Bra038219, Bra001752	g22536
OG0005471	Bra026584, Bra007653	g05389
OG0005472	Bra022844, Bra018236, Bra021727	g07907
OG0005473	Bra009041	g10498
OG0005474	Bra036800, Bra012117, Bra037137	g07271
OG0005475	Bra016623, Bra026696, Bra026013	g09896
OG0005476	Bra004126, Bra039739	g24371
OG0005477	Bra004301	g14759
OG0005478	Bra030416	g31153
OG0005479	Bra002406, Bra006621, Bra020185	g11934
OG0005480	Bra028123	g20582
OG0005481	Bra020159, Bra002375, Bra006598	g11990
OG0005482	Bra016228, Bra003959, Bra007904	g03763
OG0005483	Bra030571, Bra032510, Bra032509	g02076
OG0005484	Bra036802, Bra037127, Bra012130	g07290
OG0005485	Bra018991, Bra030971	g15099, g15097, g15100
OG0005486	Bra011068, Bra010349, Bra024178	g04355
OG0005487	Bra002788	g24106
OG0005488	Bra034605, Bra011489, Bra017627	g00531
OG0005489	Bra027197, Bra019289, Bra001617, Bra021152	g06624
OG0005490	Bra006790, Bra020400, Bra002683	g16892
OG0005491	Bra013519	g29737
OG0005492	Bra024388, Bra031857	g07419
OG0005493	Bra017765, Bra010558	g03069
OG0005494	Bra024713, Bra012455, Bra016273	g08091
OG0005495	Bra003924, Bra016136, Bra007975	g03901
OG0005496	Bra037375, Bra018584, Bra037371, Bra007078	g16508
OG0005497	Bra020723, Bra036188, Bra037519	g28132
OG0005498	Bra021600	g24261
OG0005499	Bra003830, Bra015967	g04126
OG0005500	Bra032003, Bra020066, Bra021363	g31072
OG0005501	Bra027005	g18730
OG0005502	Bra000886, Bra036284, Bra018562	g09126
OG0005503	Bra014696, Bra007240	g21231
OG0005504	Bra010354, Bra011055	g04372
OG0005505	Bra020873, Bra020911, Bra038761, Bra013550	g21766
OG0005506	Bra037364, Bra000952	g19723
OG0005507	Bra003640, Bra035051, Bra008371	g01420
OG0005508	Bra000293, Bra037730, Bra004750	g17980
OG0005509	Bra032051	g28430, g22355
OG0005510	Bra009322, Bra005969	g23828
OG0005511	Bra037413	g19710
OG0005512	Bra036308	g09180
OG0005513	Bra008346, Bra015629, Bra003658	g01371
OG0005514	Bra002531, Bra020287	g10978
OG0005515	Bra022288, Bra021297	g21559
OG0005516	Bra004715, Bra016855	g25007, g17371
OG0005517	Bra017256, Bra023054, Bra005294	g03519
OG0005518	Bra031641, Bra030744, Bra018597	g18220
OG0005519	Bra000937	g19746
OG0005520	Bra020370	g16944
OG0005521	Bra038784	g30916
OG0005522	Bra040374, Bra029642, Bra001247	g11830
OG0005523	Bra023548, Bra008657, Bra006336	g00170
OG0005524	Bra026268, Bra024211, Bra010376	g04421
OG0005525	Bra031106, Bra039028, Bra036698	g20905
OG0005527	Bra023144, Bra023141	g18828
OG0005528	Bra005717, Bra028876, Bra009598	g19467
OG0005529	Bra037217, Bra039603	g21998
OG0005530	Bra030218	g21715
OG0005530	Bra017859	g02925
OG0005531	Bra027480	g31663
OG0005532	Bra005115	g18381
OG0005533	Bra022296, Bra022297, Bra037596	g21567
OG0005534	Bra026770, Bra016663, Bra026140	g10045
OG0005535	Bra026543, Bra025126, Bra017376	g23571
OG0005536	Bra036103, Bra039475	g06255
OG0005537	Bra026803, Bra026185	g10105
OG0005538	Bra017268, Bra023047, Bra005305	g03502
OG0005539	Bra020502, Bra009844	g14095
OG0005540	Bra027577	g23188, g13339, g11420, g29539
OG0005541	Bra022767, Bra021599, Bra018348	g24263
OG0005542	Bra035954, Bra013000, Bra029350, Bra029349	g10865
OG0005543	Bra007371	g16593
OG0005544	Bra033914, Bra023805	g22760
OG0005545	Bra035642, Bra006840, Bra002774	g24129
OG0005546	Bra027262, Bra021096	g06713
OG0005547	Bra003314, Bra014591	g16588
OG0005548	Bra006372, Bra008592	g00086
OG0005549	Bra004096, Bra004217, Bra034007	g21036
OG0005551	Bra010243	g00865
OG0005552	Bra004693, Bra016877, Bra000257	g17318
OG0005553	Bra007415, Bra003352, Bra014555	g16514
OG0005554	Bra001896, Bra023780	g22780
OG0005555	Bra005574, Bra022879	g07992
OG0005556	Bra028642, Bra009372	g19099, g19098
OG0005557	Bra037224, Bra039615	g21974
OG0005558	Bra023003, Bra017331, Bra005361	g03411
OG0005559	Bra017265, Bra005302	g03505
OG0005560	Bra006577, Bra002331	g12038
OG0005561	Bra003059, Bra029071, Bra022654	g23045
OG0005562	Bra000217, Bra004605, Bra016949	g24503
OG0005563	Bra015600	g17501
OG0005564	Bra039466, Bra040637	g06267
OG0005565	Bra002836, Bra035609, Bra028943	g23463
OG0005566	Bra036947, Bra036946	g17065
OG0005567	Bra002018, Bra013034, Bra037283	g30041
OG0005568	Bra036586, Bra009907, Bra020528	g21861
OG0005569	Bra032979	g22399, g20504
OG0005570	Bra009098, Bra028765	g26042
OG0005571	Bra040955, Bra014079	g19007
OG0005572	Bra000382	g09825
OG0005573	Bra022143, Bra017476, Bra024933	g07851
OG0005574	Bra001935, Bra015020	g20007
OG0005575	Bra002228, Bra006500	g13137
OG0005576	Bra017402, Bra026567, Bra024788	g13825
OG0005577	Bra012288, Bra017933, Bra016413	g13398
OG0005578	Bra009860, Bra020513	g14065
OG0005579	Bra019666	g10174
OG0005580	Bra004367, Bra004005, Bra004006, Bra038318	g25232
OG0005581	Bra015845	g01082
OG0005582	Bra018340, Bra021604	g24252
OG0005583	Bra005826, Bra028777, Bra009415	g15688
OG0005584	Bra027953	g00520
OG0005585	Bra000356, Bra004851	g18144
OG0005586	Bra009412	g15685
OG0005587	Bra039383, Bra001496	g05684
OG0005588	Bra018125, Bra007461	g12842
OG0005589	Bra023505, Bra006283, Bra008719	g00261
OG0005590	Bra002168, Bra006466, Bra023684	g13231
OG0005591	Bra032605, Bra025797, Bra032606	g31989
OG0005592	Bra001609, Bra027203	g06639
OG0005593	Bra031853, Bra037822, Bra024399	g07406
OG0005594	Bra029543	g21441
OG0005595	Bra016437, Bra012266	g13461
OG0005596	Bra030054, Bra010932	g31410, g26740
OG0005597	Bra020657, Bra037430	g25098
OG0005598	Bra007550, Bra014478	g05554
OG0005599	Bra004613, Bra000222	g24491
OG0005600	Bra037173	g07209
OG0005601	Bra036536, Bra009824, Bra020490	g14134
OG0005602	Bra014199	g25355
OG0005603	Bra013038, Bra002011, Bra037286	g23232
OG0005604	Bra009569, Bra028865, Bra005755	g19431
OG0005605	Bra035687, Bra017324, Bra005355, Bra023007	g03420
OG0005606	Bra008285, Bra015716, Bra003703	g01242
OG0005607	Bra030603, Bra015387	g02143
OG0005608	Bra002265, Bra006522, Bra020067	g12156
OG0005609	Bra007231, Bra003235	g21243
OG0005610	Bra012950	g10796
OG0005611	Bra012011, Bra000509	g23756, g26211
OG0005612	Bra023042, Bra023041, Bra005307, Bra017280	g03493
OG0005613	Bra023536, Bra006320	g00197
OG0005614	Bra004641, Bra003805, Bra000237	g24442
OG0005615	Bra019935	g25157
OG0005616	Bra016509, Bra025729, Bra025731	g13916
OG0005617	Bra009618, Bra005703, Bra028883	g19500
OG0005618	Bra002896	g19538
OG0005619	Bra002969, Bra029012	g09373
OG0005620	Bra028553, Bra008993, Bra006086	g10575
OG0005621	Bra031932, Bra024270, Bra037764	g12431
OG0005622	Bra023204, Bra038438	g16084
OG0005623	Bra004531, Bra035645	g09673
OG0005624	Bra015225, Bra013103, Bra013102	g14263
OG0005625	Bra009742, Bra006947, Bra019161, Bra012402, Bra026464	g25292
OG0005626	Bra019247, Bra010548, Bra013758	g10419
OG0005627	Bra001240, Bra029629	g11850
OG0005629	Bra036972, Bra034592	g00552
OG0005630	Bra035104, Bra003615, Bra008406	g01492
OG0005631	Bra010108	g12264
OG0005632	Bra001148, Bra039436	g06313, g06316
OG0005633	Bra034987, Bra011596, Bra020806	g00401
OG0005634	Bra035713, Bra022759, Bra022527	g08467
OG0005635	Bra006881, Bra012835, Bra033476	g14843
OG0005636	Bra009580, Bra005729	g19446
OG0005637	Bra004801	g18081
OG0005638	Bra028921, Bra002812, Bra035624	g23412
OG0005639	Bra029292, Bra029291	g12192
OG0005640	Bra006125, Bra023348, Bra008929	g10660
OG0005642	Bra039279, Bra004532	g09674
OG0005644	Bra023897, Bra031261	g11219
OG0005645	Bra013903, Bra019150	g10262
OG0005646	Bra018335, Bra021612, Bra022780	g24244
OG0005648	Bra020136, Bra002341, Bra017494	g12027
OG0005649	Bra003110, Bra027641	g22918
OG0005650	Bra029680, Bra001266, Bra040030	g11785
OG0005651	Bra021521, Bra001532, Bra027384	g06859
OG0005652	Bra018371	g06938
OG0005653	Bra016471	g13551
OG0005654	Bra017734, Bra011647, Bra010506	g00317
OG0005655	Bra040540, Bra001153	g06328
OG0005656	Bra000783, Bra029479	g30451, g30452
OG0005657	Bra007345, Bra003294	g16626
OG0005658	Bra006419, Bra002104, Bra023636	g13329
OG0005659	Bra026995, Bra016794, Bra019739	g04872
OG0005660	Bra030232, Bra038518	g32181
OG0005661	Bra029279, Bra029278, Bra035904	g12209
OG0005662	Bra034725, Bra039345, Bra001473	g05747
OG0005663	Bra029787, Bra029786	g06084
OG0005665	Bra003052, Bra029066, Bra022657	g23057
OG0005666	Bra035023, Bra003652, Bra008353	g01384
OG0005667	Bra007774, Bra034284	g29251
OG0005668	Bra023984, Bra011297	g00805
OG0005669	Bra025237, Bra039102, Bra032963	g20488
OG0005670	Bra025076, Bra021981	g07583
OG0005671	Bra009639	g28623
OG0005672	Bra004318, Bra033923, Bra004033	g14734
OG0005673	Bra011582, Bra017691, Bra034672	g00421
OG0005674	Bra030391, Bra018962	g15160
OG0005675	Bra017122, Bra000057	g18387
OG0005676	Bra005293, Bra017254, Bra017255, Bra023055	g03520
OG0005677	Bra007423	g16482
OG0005678	Bra034662, Bra011571	g00436
OG0005679	Bra020546, Bra036563, Bra009885	g21830
OG0005680	Bra004908, Bra040312	g09803
OG0005681	Bra037638, Bra004863, Bra000361	g28046
OG0005682	Bra010567, Bra011699, Bra017771	g03055
OG0005683	Bra011487	g00534
OG0005684	Bra019811	g04757
OG0005685	Bra018649, Bra019682, Bra030714, Bra031615	g18280
OG0005686	Bra037116, Bra012156	g07322
OG0005687	Bra017191, Bra005201	g03663
OG0005689	Bra022817, Bra021674	g25735
OG0005690	Bra006498, Bra002220, Bra023711	g13150
OG0005691	Bra002043, Bra034837, Bra034835	g05888
OG0005692	Bra001615, Bra027199, Bra021147	g23201
OG0005693	Bra017601	g07588
OG0005694	Bra032953, Bra025229	g20779
OG0005695	Bra004306, Bra004289	g14780
OG0005696	Bra027538, Bra033732	g29120
OG0005697	Bra035956, Bra029352, Bra013003	g10869
OG0005698	Bra039730	g23210
OG0005699	Bra012728	g23116
OG0005700	Bra029211, Bra029212, Bra038648	g12366
OG0005701	Bra014054, Bra040634	g18970
OG0005702	Bra001076	g26834
OG0005703	Bra017102, Bra000091	g18438
OG0005704	Bra039384, Bra001497, Bra034691	g05682
OG0005705	Bra034458, Bra028016	g27269
OG0005706	Bra006171, Bra023384	g10696
OG0005707	Bra006413, Bra013968	g00012
OG0005708	Bra035105, Bra003614	g01493
OG0005709	Bra020851	g14439
OG0005710	Bra006065, Bra009026, Bra028584	g10517
OG0005711	Bra034266, Bra007628	g05429
OG0005712	Bra016549	g10200
OG0005713	Bra001424, Bra038683, Bra034806	g05855
OG0005714	Bra028888, Bra005696	g19509
OG0005715	Bra011173, Bra024097, Bra010297	g04204
OG0005716	Bra026970	g04834
OG0005717	Bra016658, Bra026761, Bra026130	g10035
OG0005745	Bra021395, Bra004465	g09593
OG0005746	Bra004455, Bra000454	g09576
OG0005747	Bra034719, Bra039353	g05740
OG0005748	Bra019393, Bra013598	g14469
OG0005749	Bra041167, Bra040290, Bra001216	g06488
OG0005750	Bra006216, Bra008801	g19318
OG0005751	Bra012847, Bra038908, Bra036788	g14867
OG0005752	Bra012699, Bra038493	g17210
OG0005753	Bra006788, Bra020398, Bra002679	g16895
OG0005754	Bra033783, Bra018099, Bra019519	g12873
OG0005756	Bra032405, Bra039865	g18791
OG0005757	Bra023674, Bra006460, Bra002159	g13247
OG0005758	Bra019013, Bra019012	g15070
OG0005759	Bra015313, Bra030568	g02069
OG0005760	Bra016581, Bra023302	g17627
OG0005761	Bra007079, Bra014809	g22778, g11475
OG0005762	Bra001951	g20048
OG0005763	Bra019559	g16718
OG0005764	Bra025180	g19540, g19539
OG0005766	Bra007875, Bra004407, Bra003986	g10775
OG0005767	Bra014092, Bra032228	g19041
OG0005768	Bra020135, Bra002338	g12029
OG0005769	Bra019557, Bra022649, Bra018043	g16715
OG0005770	Bra013293, Bra012612	g22602
OG0005771	Bra007341, Bra014617	g16634
OG0005772	Bra023083, Bra005238, Bra017220	g03593
OG0005773	Bra007641	g05405
OG0005774	Bra027821	g26673
OG0005777	Bra036943, Bra032205, Bra014022	g21067, g17075
OG0005778	Bra023168	g27545, g03798
OG0005779	Bra039952, Bra001867	g22720, g22717
OG0005780	Bra005911, Bra009225	g15610
OG0005781	Bra003195	g20003, g20002
OG0005782	Bra019243, Bra013770	g10410
OG0005783	Bra040681, Bra031087	g20941
OG0005784	Bra034185, Bra018518	g09030
OG0005785	Bra006040, Bra028608	g19168
OG0005786	Bra021716, Bra018261	g01080, g07883
OG0005787	Bra017071, Bra005039	g12506
OG0005788	Bra026868, Bra019696	g04664
OG0005789	Bra005371	g03396
OG0005790	Bra037130, Bra012127	g07284
OG0005791	Bra032662, Bra033221	g01698
OG0005792	Bra000069, Bra005095	g18413, g18380
OG0005793	Bra027704, Bra040916	g26987
OG0005794	Bra016016, Bra008071	g04063
OG0005795	Bra030203, Bra039934	g20958
OG0005796	Bra003036, Bra020619	g29194
OG0005797	Bra018035, Bra019562, Bra019561	g16728
OG0005798	Bra001290, Bra029813	g06050
OG0005799	Bra014397, Bra003508	g05323
OG0005800	Bra009606, Bra028880	g19480
OG0005801	Bra016117, Bra003914	g03922
OG0005802	Bra022090	g07766
OG0005803	Bra000157, Bra004995	g12567
OG0005804	Bra028343, Bra001918, Bra014979	g24013
OG0005807	Bra016161, Bra007960, Bra003937	g03854
OG0005808	Bra027964	g03182
OG0005809	Bra032355, Bra010801	g26312
OG0005810	Bra013835, Bra019208	g10343
OG0005811	Bra023679, Bra006463, Bra002163	g13238
OG0005812	Bra000289, Bra004746	g17976
OG0005813	Bra026190, Bra026805	g10110
OG0005814	Bra012110	g07264
OG0005815	Bra001692	g11310, g16106
OG0005816	Bra019768	g04832
OG0005817	Bra018369, Bra039993	g06936
OG0005818	Bra021025, Bra019066, Bra012619	g22620
OG0005819	Bra010073, Bra029268	g17064, g12220
OG0005820	Bra023097, Bra001187	g06422, g06421
OG0005821	Bra003556	g06492, g01632
OG0005822	Bra031420, Bra031418	g19821
OG0005823	Bra014105	g17458
OG0005824	Bra010126	g12281
OG0005825	Bra036517, Bra029407, Bra009768	g27591
OG0005826	Bra006811, Bra020428	g16851
OG0005827	Bra040041, Bra001277, Bra029688	g11774
OG0005828	Bra004591, Bra016964, Bra000211	g12678
OG0005829	Bra038881, Bra036837	g14922
OG0005830	Bra035639	g24124
OG0005831	Bra001221, Bra029608, Bra040296	g06496
OG0005832	Bra027392, Bra021513	g06875, g06874
OG0005833	Bra018454, Bra019956	g05096
OG0005834	Bra036993, Bra036976, Bra011456	g00584
OG0005835	Bra040544, Bra040972	g19822
OG0005836	Bra037819, Bra024393	g07415
OG0005837	Bra030831, Bra038021	g24566, g24564
OG0005838	Bra038064, Bra012763	g20224
OG0005839	Bra009581, Bra005728	g19447
OG0005840	Bra009036	g10508
OG0005841	Bra035059, Bra008377	g01429
OG0005842	Bra039255	g32268, g31974, g15654
OG0005843	Bra005907, Bra009219	g15604
OG0005844	Bra035102, Bra003616	g23989, g01486, g23991
OG0005845	Bra004079, Bra004243	g21088, g21091
OG0005847	Bra005677	g27931
OG0005848	Bra015269, Bra010311, Bra030543	g02011
OG0005849	Bra037586, Bra014783, Bra001704	g21590
OG0005850	Bra028639	g26283
OG0005851	Bra023622, Bra013970	g00016
OG0005852	Bra030165	g09147, g09146
OG0005853	Bra007576, Bra003438	g29813
OG0005854	Bra030550	g02024
OG0005855	Bra023572, Bra008614	g00116, g00119
OG0005856	Bra030486	g21886, g25624
OG0005857	Bra024931, Bra024977	g07854
OG0005858	Bra007620	g05445
OG0005859	Bra011393, Bra037037	g00677
OG0005860	Bra008462	g01593, g30720
OG0005861	Bra028959, Bra002874	g09247, g09243
OG0005862	Bra000162	g12574
OG0005863	Bra034989	g29290, g25501
OG0005864	Bra009028, Bra006064	g10515
OG0005865	Bra005912, Bra009228, Bra028717	g15615
OG0005866	Bra009810, Bra020481	g14153, g14154
OG0005867	Bra020414, Bra002699	g16865
OG0005868	Bra020223, Bra020224, Bra002438	g27280
OG0005869	Bra013434	g05138
OG0005870	Bra013452	g05176, g13846
OG0005871	Bra021258, Bra001671, Bra022225	g16150
OG0005872	Bra028657, Bra005992	g30306, g30309
OG0005873	Bra005667	g15945, g27914
OG0005874	Bra023440, Bra008793, Bra006222	g19307
OG0005875	Bra008336	g01338
OG0005876	Bra011688	g03071
OG0005877	Bra034533, Bra011378, Bra037043	g00622, g00691
OG0005879	Bra013514, Bra038779	g29727
OG0005880	Bra026205	g10140
OG0005881	Bra007985, Bra003913	g03926
OG0005882	Bra025765, Bra013613, Bra019379	g14440
OG0005883	Bra038502	g17201, g22034, g22035
OG0005884	Bra024419, Bra031847, Bra037828	g07371
OG0005885	Bra008998, Bra028555	g10566
OG0005886	Bra029944, Bra019587, Bra017999	g16787, g31027
OG0005887	Bra017624, Bra034600	g00537
OG0005888	Bra013253, Bra015050	g20064
OG0005889	Bra040311, Bra004910	g09802
OG0005890	Bra003722, Bra015753	g01191
OG0005891	Bra040278	g24979
OG0005891	Bra029590	g06465
OG0005892	Bra004322, Bra004029	g14730
OG0005893	Bra033238	g01736
OG0005894	Bra026057	g31237, g09953
OG0005895	Bra025489, Bra028501	g22464
OG0005896	Bra011822, Bra017872, Bra010645	g02885
OG0005897	Bra016993, Bra004571, Bra000187	g12634
OG0005898	Bra037842, Bra031840	g07345
OG0005899	Bra036829, Bra012863	g14907
OG0005900	Bra025016	g07717
OG0005901	Bra013364, Bra012564	g15380
OG0005902	Bra030823	g24577
OG0005903	Bra010813, Bra032335, Bra030171	g26344
OG0005904	Bra016769, Bra019771	g04827
