Orthogroup	Brassica_rapa	Arabis_alpina
OG0006475	Bra012922, Bra029972, Bra036028	AALP_AA5G120200
OG0006477	Bra002425, Bra020209, Bra006629	AALP_AA3G304500, AALP_AA6G336900, AALP_AA6G337000
OG0006478	Bra008597, Bra006368	AALP_AA8G176700
OG0006479	Bra023813	AALP_AA2G008100
OG0006480	Bra038316	AALP_AA2G119000
OG0006481	Bra004874, Bra040335	AALP_AA4G237800
OG0006484	Bra034537, Bra011389, Bra037040	AALP_AA1G141600
OG0006485	Bra009170	AALP_AA3G200800, AALP_AA8G057100
OG0006486	Bra039578, Bra036764, Bra034402	AALP_AAs49431U000100
OG0006488	Bra002997, Bra022710	AALP_AA8G327500
OG0006490	Bra017840	AALP_AA7G253200
OG0006491	Bra013028, Bra026507, Bra029365	AALP_AA3G211600
OG0006492	Bra011527, Bra034623, Bra011526	AALP_AA7G214100
OG0006494	Bra026506, Bra009667, Bra029366	AALP_AA3G211800
OG0006495	Bra030317, Bra031166	AALP_AA2G164800
OG0006496	Bra038088, Bra030861	AALP_AAs49758U000300
OG0006497	Bra037522, Bra020725	AALP_AA5G257600, AALP_AA8G104400
OG0006498	Bra004929, Bra000395	AALP_AA4G246200
OG0006499	Bra038036, Bra009635	AALP_AA4G102100, AALP_AAs51648U000100
OG0006500	Bra039794, Bra008018, Bra016079	AALP_AA2G155700
OG0006501	Bra010887, Bra032887	AALP_AA1G291700
OG0006502	Bra010591, Bra011740	AALP_AA7G245600
OG0006503	Bra027380, Bra021524	AALP_AA3G156400
OG0006504	Bra005283, Bra023060	AALP_AA4G135500
OG0006506	Bra018329, Bra021619	AALP_AAs48252U001000
OG0006507	Bra038441, Bra010747	AALP_AAs57530U000100
OG0006508	Bra016971	AALP_AA4G193000
OG0006509	Bra032182	AALP_AA6G285500
OG0006510	Bra019270, Bra013730	AALP_AA7G067600
OG0006512	Bra003947, Bra016193, Bra007937	AALP_AA2G136900
OG0006514	Bra040434	AALP_AA5G286100
OG0006518	Bra030646, Bra015487	AALP_AA1G060200
OG0006519	Bra010814, Bra032334	AALP_AA1G305400
OG0006521	Bra031541, Bra030663	AALP_AA1G066300
OG0006522	Bra017385	AALP_AA5G022800
OG0006523	Bra024404, Bra031852	AALP_AA8G489600
OG0006524	Bra004419	AALP_AA4G271900
OG0006525	Bra002216	AALP_AA8G210700
OG0006526	Bra030873, Bra037988	AALP_AA3G147000
OG0006527	Bra038174	AALP_AA4G001200, AALP_AA4G001600
OG0006528	Bra036440, Bra036438, Bra031977	AALP_AA3G030900
OG0006530	Bra013557, Bra038755, Bra038756	AALP_AA7G045600, AALP_AA7G045800
OG0006531	Bra004897	AALP_AA4G242400
OG0006532	Bra028046	AALP_AA6G194500
OG0006533	Bra037306, Bra007092	AALP_AA6G000400
OG0006535	Bra023361, Bra006139, Bra008918	AALP_AA8G120200
OG0006537	Bra039913, Bra024480	AALP_AA3G340900
OG0006538	Bra018354	AALP_AAs55729U000300
OG0006539	Bra028388, Bra035655	AALP_AA6G216800
OG0006540	Bra002792, Bra004557, Bra004559	AALP_AA8G355700
OG0006541	Bra011754, Bra017816	AALP_AA7G250800
OG0006542	Bra035364, Bra039487	AALP_AAs68745U000800
OG0006544	Bra006280, Bra008720	AALP_AA8G154600
OG0006545	Bra035182, Bra008473, Bra003566	AALP_AA2G256300
OG0006546	Bra015208	AALP_AA2G082300
OG0006547	Bra000112	AALP_AA4G173600
OG0006548	Bra024447	AALP_AA8G514000
OG0006549	Bra034570, Bra034568, Bra034567	AALP_AA7G200100, AALP_AA7G200300
OG0006550	Bra033634, Bra010658, Bra011835	AALP_AA7G275800
OG0006551	Bra025643	AALP_AA8G308400
OG0006553	Bra018660	AALP_AA1G083400
OG0006554	Bra024362, Bra031876, Bra037806	AALP_AA8G485300
OG0006555	Bra014134	AALP_AA4G077000
OG0006556	Bra002362, Bra030897, Bra020153	AALP_AA8G239200
OG0006557	Bra007150, Bra014766	AALP_AAs65627U000200, AALP_AA5G190100
OG0006558	Bra022200	AALP_AA3G194600
OG0006559	Bra003750, Bra008202	AALP_AA2G197500
OG0006560	Bra011922, Bra000479, Bra035663	AALP_AA6G218400
OG0006561	Bra036780	AALP_AA5G141600
OG0006562	Bra004928, Bra000393, Bra039324	AALP_AA4G246000
OG0006563	Bra012660, Bra040160	AALP_AAs42697U000500
OG0006564	Bra028148, Bra018410, Bra025441, Bra028147	AALP_AA6G353800
OG0006565	Bra024042, Bra011223, Bra010272	AALP_AA7G162000
OG0006566	Bra022292, Bra021300	AALP_AA3G207500
OG0006567	Bra023568	AALP_AA3G173400
OG0006568	Bra036139, Bra010033	AALP_AA8G269100
OG0006569	Bra017086, Bra000122	AALP_AA4G174800
OG0006570	Bra028662, Bra009338, Bra005984	AALP_AA8G079500
OG0006571	Bra037293	AALP_AA3G327000
OG0006573	Bra005776, Bra009519	AALP_AA8G030700
OG0006574	Bra004549, Bra000418	AALP_AA4G251900
OG0006575	Bra028381, Bra021308	AALP_AA2G022700
OG0006576	Bra003562, Bra035187, Bra008478	AALP_AA2G255500
OG0006577	Bra037062	AALP_AAs39140U000700
OG0006578	Bra024845, Bra026627	AALP_AA5G010200
OG0006580	Bra003869, Bra016033	AALP_AA2G161700
OG0006581	Bra007972, Bra016129, Bra003919	AALP_AA2G148300
OG0006582	Bra003464, Bra007627	AALP_AA5G274700
OG0006583	Bra007660, Bra003483	AALP_AA5G279300
OG0006585	Bra024828, Bra026612	AALP_AA5G012500
OG0006586	Bra005318, Bra023018	AALP_AA4G127500
OG0006588	Bra027665	AALP_AA3G059700
OG0006589	Bra001464, Bra038741, Bra034746	AALP_AA3G137100
OG0006590	Bra021389, Bra004473	AALP_AA4G263500
OG0006591	Bra013813, Bra010489, Bra019220	AALP_AA7G074500
OG0006592	Bra011403, Bra037031	AALP_AA7G195000
OG0006594	Bra009856, Bra036547, Bra020509	AALP_AA8G433400
OG0006596	Bra039117, Bra040518	AALP_AA3G005700
OG0006597	Bra040435	AALP_AA5G286300, AALP_AAs65095U000200, AALP_AAs40485U000100
OG0006598	Bra013751, Bra019252	AALP_AA7G070800, AALP_AAs60093U000100
OG0006599	Bra016011, Bra008087	AALP_AA2G168500
OG0006604	Bra040521	AALP_AA3G055400
OG0006605	Bra025549	AALP_AA5G257900
OG0006608	Bra039873, Bra014896, Bra023150	AALP_AA2G158100
OG0006610	Bra034694	AALP_AA3G143900
OG0006612	Bra009126, Bra005863	AALP_AA8G049800
OG0006613	Bra011788, Bra010615	AALP_AA7G255200
OG0006615	Bra030064, Bra015096, Bra015094, Bra013234	AALP_AA5G050000
OG0006623	Bra021849, Bra005498	AALP_AA6G061800
OG0006624	Bra031640, Bra018603	AALP_AA1G091200
OG0006625	Bra028656	AALP_AA8G081600
OG0006626	Bra004295	AALP_AA2G104000
OG0006627	Bra035092	AALP_AA2G239300
OG0006628	Bra021197, Bra022175	AALP_AA3G190200
OG0006629	Bra013547, Bra038763	AALP_AA7G041900
OG0006630	Bra027706, Bra027725	AALP_AA6G311200
OG0006631	Bra004081, Bra033991	AALP_AA2G093900
OG0006632	Bra010206	AALP_AA7G051600
OG0006633	Bra009038, Bra006057	AALP_AA8G099300
OG0006634	Bra007779, Bra000554	AALP_AA6G257500
OG0006636	Bra019005	AALP_AA4G032200
OG0006640	Bra028958	AALP_AA5G242500, AALP_AA5G242600, AALP_AA5G242400, AALP_AA8G342200
OG0006641	Bra030756	AALP_AA1G094700
OG0006642	Bra010662, Bra011837	AALP_AA7G276100
OG0006645	Bra009848	AALP_AA8G435600
OG0006647	Bra037456, Bra036158	AALP_AA6G092900
OG0006648	Bra022379, Bra001731	AALP_AA3G217000
OG0006649	Bra011828, Bra010653	AALP_AA7G277500
OG0006650	Bra005341	AALP_AA4G126000
OG0006651	Bra028618, Bra009403	AALP_AA8G090000
OG0006653	Bra003524	AALP_AA5G292000
OG0006654	Bra038507	AALP_AA6G289700
OG0006655	Bra018203, Bra033808	AALP_AA5G088500
OG0006656	Bra014045	AALP_AA4G086500
OG0006657	Bra015421, Bra032465	AALP_AA1G049500
OG0006658	Bra001642, Bra022182	AALP_AA3G191200
OG0006659	Bra023835	AALP_AA3G255600
OG0006660	Bra038312, Bra004372	AALP_AA6G189400
OG0006662	Bra025577, Bra028458	AALP_AA6G331800
OG0006663	Bra004358, Bra004009, Bra038329	AALP_AA2G116300
OG0006665	Bra040567, Bra039692	AALP_AA4G025000
OG0006666	Bra040483, Bra004505	AALP_AA4G257800
OG0006667	Bra002236	AALP_AA8G216500, AALP_AA8G216400
OG0006668	Bra012720, Bra038458	AALP_AA8G262400
OG0006669	Bra003198, Bra007109	AALP_AA5G185400
OG0006670	Bra016416, Bra017929	AALP_AA1G235100
OG0006671	Bra018303, Bra022808	AALP_AAs74635U001100
OG0006673	Bra037481	AALP_AA6G097900
OG0006674	Bra006305, Bra008694	AALP_AA8G159100
OG0006675	Bra034154, Bra029879	AALP_AA3G118400
OG0006676	Bra003262, Bra007291	AALP_AA5G212700
OG0006677	Bra040313, Bra004907	AALP_AA4G243000
OG0006678	Bra000626, Bra022523	AALP_AAs48765U000100
OG0006679	Bra007611	AALP_AA5G271900
OG0006680	Bra021858, Bra005491	AALP_AA6G059600
OG0006681	Bra026470, Bra009728	AALP_AA8G416100
OG0006682	Bra019003	AALP_AA4G032300
OG0006683	Bra036359, Bra025172	AALP_AA5G026600
OG0006684	Bra010761, Bra033490	AALP_AAs68934U000200
OG0006685	Bra013378, Bra020970	AALP_AA7G016200
OG0006686	Bra019357, Bra013647	AALP_AA7G057000
OG0006687	Bra003178, Bra007066	AALP_AA5G175800
OG0006688	Bra026233, Bra021064	AALP_AA6G210000
OG0006689	Bra016102, Bra007993	AALP_AA2G150300
OG0006691	Bra013448, Bra020932	AALP_AA7G025600
OG0006692	Bra001279, Bra029690	AALP_AA3G088700
OG0006694	Bra014692, Bra003239, Bra007243	AALP_AA5G207700
OG0006695	Bra016556, Bra025897, Bra031032	AALP_AA1G203000
OG0006696	Bra037005, Bra011440	AALP_AA7G199800
OG0006697	Bra000919, Bra036320	AALP_AA6G022100
OG0006698	Bra020023, Bra030780	AALP_AA1G099000
OG0006699	Bra001333, Bra034047	AALP_AA3G094700
OG0006701	Bra039985, Bra018380	AALP_AA1G232000
OG0006702	Bra031513	AALP_AA2G041400
OG0006703	Bra023717, Bra002222	AALP_AA8G211800
OG0006704	Bra008802, Bra029494, Bra006214	AALP_AA8G136400
OG0006705	Bra023291	AALP_AA1G335900
OG0006707	Bra021557, Bra027337	AALP_AA3G162700
OG0006708	Bra003584, Bra006421, Bra035154	AALP_AA2G259300
OG0006709	Bra005688, Bra028899	AALP_AA8G006700
OG0006711	Bra037997	AALP_AA4G009700
OG0006712	Bra034306, Bra034307	AALP_AA6G277500
OG0006714	Bra032731	AALP_AA4G099600
OG0006715	Bra000573	AALP_AA6G286400
OG0006716	Bra007304	AALP_AA5G257800
OG0006718	Bra034844, Bra001402, Bra002039	AALP_AA3G121200
OG0006719	Bra040216, Bra039433	AALP_AA3G049500
OG0006721	Bra026335, Bra019040	AALP_AA7G113600
OG0006722	Bra037378, Bra000949	AALP_AA6G017100
OG0006723	Bra023498	AALP_AA8G152800
OG0006725	Bra009120	AALP_AA8G050200
OG0006726	Bra024137, Bra011132	AALP_AA7G145800
OG0006728	Bra016485, Bra012199, Bra025785	AALP_AA1G218200
OG0006729	Bra030557	AALP_AA1G036100, AALP_AAs63180U000300
OG0006730	Bra012446, Bra041108	AALP_AA2G120900
OG0006731	Bra037363, Bra000954	AALP_AA6G017800
OG0006732	Bra023036, Bra005306	AALP_AA1G198100
OG0006733	Bra001373, Bra029859	AALP_AA3G115800
OG0006734	Bra039880, Bra023153	AALP_AA1G316200
OG0006735	Bra032754	AALP_AA4G105300
OG0006736	Bra023106	AALP_AA4G145700
OG0006737	Bra000837, Bra034200	AALP_AA6G043500
OG0006738	Bra031489	AALP_AA2G038000
OG0006739	Bra008774	AALP_AA8G142000
OG0006741	Bra016335, Bra010945	AALP_AA1G256900
OG0006742	Bra039140	AALP_AA3G001400
OG0006743	Bra027717	AALP_AA6G312000
OG0006744	Bra023117	AALP_AA1G313700
OG0006745	Bra000206, Bra000205	AALP_AA4G193400
OG0006746	Bra022901	AALP_AA8G240400
OG0006747	Bra038616, Bra019541, Bra018063	AALP_AA5G106600
OG0006749	Bra004832, Bra041089, Bra000353	AALP_AA4G233300
OG0006750	Bra011229	AALP_AA7G163600
OG0006751	Bra038557	AALP_AA3G353100
OG0006752	Bra002640, Bra020363	AALP_AA8G375300
OG0006753	Bra020336, Bra002591	AALP_AA8G385300
OG0006754	Bra040771, Bra012054	AALP_AA7G272100
OG0006755	Bra011734	AALP_AA7G246700, AALP_AA7G246800
OG0006759	Bra007740	AALP_AA5G291800
OG0006760	Bra033357, Bra030513	AALP_AA1G022200
OG0006761	Bra019344	AALP_AA3G221400
OG0006762	Bra039308, Bra004943	AALP_AA4G248500
OG0006763	Bra007446, Bra003375	AALP_AA3G349300
OG0006764	Bra000976, Bra037337	AALP_AA6G006100
OG0006765	Bra034346, Bra000517	AALP_AA5G076600, AALP_AA6G236500
OG0006766	Bra023464, Bra008760	AALP_AA8G145200
OG0006768	Bra025102, Bra027573	AALP_AA6G135300
OG0006769	Bra020838, Bra013632	AALP_AA7G054700
OG0006771	Bra004903	AALP_AA4G241500
OG0006772	Bra001227	AALP_AA3G067300
OG0006775	Bra040039, Bra029687, Bra001276	AALP_AA3G088000
OG0006777	Bra039119, Bra040516	AALP_AA3G005400
OG0006778	Bra018002, Bra029937	AALP_AA5G114800
OG0006779	Bra001197, Bra020749	AALP_AA3G069400
OG0006782	Bra013477, Bra038797	AALP_AA6G128200
OG0006785	Bra034242, Bra025212	AALP_AA5G032600
OG0006786	Bra024328, Bra031900	AALP_AA8G481300
OG0006787	Bra027002, Bra027615, Bra027616	AALP_AA2G010100
OG0006788	Bra017967	AALP_AAs41087U000100, AALP_AAs64740U000100, AALP_AAs53183U000100, AALP_AAs47907U000100
OG0006791	Bra030374, Bra018974	AALP_AA4G035500
OG0006792	Bra007998, Bra016096	AALP_AA2G150800, AALP_AA2G150900
OG0006793	Bra025903	AALP_AA5G092300
OG0006795	Bra039130, Bra001009	AALP_AA3G002800
OG0006796	Bra040164, Bra021043, Bra012657	AALP_AAs42393U000600
OG0006797	Bra015222	AALP_AA3G320100
OG0006798	Bra014789, Bra007096	AALP_AA5G183100
OG0006799	Bra006012, Bra009357	AALP_AA8G083900
OG0006800	Bra004555, Bra000416	AALP_AA4G254700
OG0006802	Bra003357, Bra007420	AALP_AA5G235900
OG0006803	Bra029471	AALP_AA6G210400
OG0006804	Bra018217	AALP_AA5G085400
OG0006805	Bra015923	AALP_AA2G183500, AALP_AA2G182600, AALP_AA2G182700, AALP_AA2G183400
OG0006806	Bra008971, Bra023318	AALP_AA8G109600
OG0006807	Bra004599, Bra016951	AALP_AA4G195000
OG0006808	Bra002594	AALP_AA8G381900
OG0006809	Bra037301	AALP_AA3G325400, AALP_AA3G329200
OG0006810	Bra034148	AALP_AA3G117200
OG0006812	Bra022264, Bra021285	AALP_AA3G203500
OG0006813	Bra033572, Bra010736	AALP_AA7G264300
OG0006814	Bra038754, Bra013561	AALP_AA7G045300
OG0006815	Bra027808	AALP_AA2G006100
OG0006816	Bra014539, Bra007454	AALP_AA5G248800
OG0006818	Bra007067, Bra014822	AALP_AA5G175900
OG0006819	Bra002442, Bra006644	AALP_AA8G407200
OG0006820	Bra003582, Bra008445, Bra035157	AALP_AA2G258900
OG0006821	Bra031335, Bra031332, Bra023845	AALP_AA3G253600
OG0006822	Bra033098, Bra025392	AALP_AA5G061000
OG0006823	Bra030506	AALP_AA1G018900
OG0006824	Bra036094, Bra012895	AALP_AA5G129000
OG0006825	Bra019899	AALP_AA1G118100
OG0006826	Bra033573, Bra010735	AALP_AA7G264400
OG0006827	Bra027927	AALP_AA1G098000
OG0006830	Bra032786, Bra032787, Bra032788	AALP_AA1G266300
OG0006833	Bra036135, Bra010029	AALP_AA3G189300
OG0006834	Bra013313	AALP_AA7G007300
OG0006835	Bra022298	AALP_AA3G208300
OG0006837	Bra012497, Bra010974	AALP_AA1G266400
OG0006839	Bra009746	AALP_AA8G418400
OG0006840	Bra006184, Bra008851, Bra023393	AALP_AA8G128500
OG0006841	Bra029581, Bra001201	AALP_AA3G070700
OG0006842	Bra035192, Bra035581, Bra003558	AALP_AA2G255100
OG0006843	Bra030853	AALP_AA4G008900
OG0006844	Bra012056, Bra031805	AALP_AA8G495600
OG0006845	Bra024133, Bra038167	AALP_AA3G354700
OG0006846	Bra034179	AALP_AA6G040700
OG0006847	Bra011547	AALP_AA7G216500
OG0006848	Bra021327	AALP_AA4G013900
OG0006849	Bra029679, Bra040029	AALP_AA3G086700, AALP_AA6G154200
OG0006851	Bra037943	AALP_AA8G274200
OG0006855	Bra035903, Bra029275	AALP_AA8G452500
OG0006856	Bra024265, Bra031935	AALP_AA8G471800
OG0006858	Bra011299, Bra023983, Bra010220	AALP_AA7G178100
OG0006859	Bra000918, Bra036318	AALP_AA6G021900
OG0006860	Bra011542, Bra017661	AALP_AA7G215000
OG0006861	Bra020117, Bra006568	AALP_AA8G228500
OG0006862	Bra029868, Bra001380, Bra034146	AALP_AA3G117000
OG0006864	Bra007152	AALP_AA2G096600, AALP_AA5G192200
OG0006865	Bra016818, Bra019836	AALP_AA1G125900
OG0006866	Bra027021	AALP_AA2G013100
OG0006869	Bra002657	AALP_AA8G373400
OG0006873	Bra033259, Bra032638	AALP_AA1G007300
OG0006874	Bra028675	AALP_AA8G074900
OG0006876	Bra028237	AALP_AA6G344000
OG0006878	Bra008956, Bra006102	AALP_AA8G111500
OG0006879	Bra009575, Bra005757	AALP_AA8G016000
OG0006880	Bra013527, Bra038772	AALP_AA7G039300
OG0006881	Bra000967, Bra037347	AALP_AA6G007400
OG0006883	Bra012717, Bra040652, Bra038465	AALP_AA8G262000
OG0006884	Bra037220	AALP_AA3G346000
OG0006885	Bra009773, Bra029416	AALP_AA8G422300
OG0006886	Bra009495	AALP_AA8G033600
OG0006887	Bra024927, Bra017474	AALP_AA6G101900
OG0006888	Bra023387	AALP_AA7G003000, AALP_AA1G107900, AALP_AAs42641U000100
OG0006889	Bra026328, Bra019037	AALP_AA7G112300
OG0006890	Bra036166, Bra037479	AALP_AA6G098100
OG0006891	Bra030258, Bra038540	AALP_AA6G293300
OG0006892	Bra024272	AALP_AA8G472600
OG0006893	Bra024233	AALP_AA7G119700
OG0006894	Bra003091	AALP_AA8G307100
OG0006895	Bra037427, Bra020652	AALP_AA8G266500
OG0006896	Bra035762, Bra001797	AALP_AA3G238500, AALP_AA3G237200
OG0006897	Bra023615	AALP_AA8G183600
OG0006898	Bra011658, Bra017745	AALP_AA7G235400
OG0006899	Bra036745	AALP_AA1G347400
OG0006900	Bra019251, Bra013754	AALP_AA7G070500
OG0006901	Bra006251, Bra023460	AALP_AA8G144800
OG0006902	Bra025270, Bra033005	AALP_AA5G042600
OG0006903	Bra013944, Bra019126	AALP_AA2G048500
OG0006904	Bra026505, Bra009668	AALP_AA3G212000
OG0006905	Bra011818	AALP_AA7G279800
OG0006906	Bra020320	AALP_AA8G386500
OG0006909	Bra035580, Bra002889	AALP_AA8G341000
OG0006912	Bra040428, Bra007735	AALP_AA5G286700
OG0006913	Bra001188, Bra040231, Bra020762	AALP_AA3G065300
OG0006914	Bra040485, Bra004508	AALP_AA4G257500
OG0006915	Bra033408	AALP_AA1G029200
OG0006916	Bra008169, Bra015890	AALP_AA2G189200
OG0006918	Bra025605	AALP_AA6G334700
OG0006919	Bra015878, Bra003776	AALP_AA2G191300
OG0006921	Bra019390, Bra013606	AALP_AA7G049500
OG0006922	Bra011637	AALP_AA7G231300
OG0006923	Bra003024, Bra022684	AALP_AA8G322700
OG0006924	Bra032625, Bra024774, Bra006662	AALP_AA1G002600
OG0006925	Bra003065, Bra029074	AALP_AA8G315000
OG0006926	Bra000177, Bra017024	AALP_AA4G155400
OG0006927	Bra033365, Bra032571, Bra032564	AALP_AA1G023400
OG0006928	Bra015507	AALP_AA1G062700, AALP_AA1G062600
OG0006929	Bra000487, Bra011939	AALP_AA6G223300
OG0006931	Bra021003, Bra013322	AALP_AA7G008200
OG0006933	Bra004237, Bra033989	AALP_AA2G094400
OG0006934	Bra011397, Bra037034	AALP_AA7G193500
OG0006935	Bra017341, Bra025174	AALP_AA5G026200
OG0006936	Bra010835, Bra015713, Bra032306	AALP_AA1G299700
OG0006937	Bra017227	AALP_AA4G137700
OG0006938	Bra014157, Bra018754	AALP_AA8G279700
OG0006940	Bra012896, Bra030016	AALP_AA5G127200
OG0006941	Bra035901, Bra010068	AALP_AA8G453000
OG0006942	Bra016835, Bra019853	AALP_AA1G123900
OG0006943	Bra014934	AALP_AA3G267100
OG0006946	Bra026298, Bra010390	AALP_AA7G116300
OG0006947	Bra028279, Bra029158	AALP_AA8G294300
OG0006948	Bra025299, Bra033027	AALP_AA5G046700
OG0006949	Bra029957	AALP_AA3G319000
OG0006950	Bra021879	AALP_AA6G056200
OG0006951	Bra000004	AALP_AA4G151200
OG0006952	Bra036721	AALP_AA3G358100
OG0006953	Bra021639, Bra018310	AALP_AAs47561U001000
OG0006954	Bra004420	AALP_AA4G271400
OG0006955	Bra033519	AALP_AA1G328700
OG0006956	Bra004073, Bra033980, Bra004254	AALP_AA2G097000
OG0006957	Bra007888, Bra016254	AALP_AA2G127800, AALP_AA2G127700
OG0006958	Bra000547	AALP_AA6G266200
OG0006960	Bra037604, Bra038100	AALP_AA4G030900
OG0006961	Bra022324, Bra037581	AALP_AA3G210200, AALP_AA3G210300
OG0006962	Bra004445	AALP_AA4G267400
OG0006965	Bra034184, Bra000844	AALP_AA6G041700
OG0006966	Bra022960, Bra005464	AALP_AA8G028600
OG0006967	Bra003823, Bra008115	AALP_AA2G176600
OG0006968	Bra007704	AALP_AA5G287100
OG0006969	Bra004756, Bra037719	AALP_AA4G222700
OG0006970	Bra033459, Bra006896	AALP_AA5G145500, AALP_AAs50848U000100
OG0006971	Bra009976	AALP_AA3G046100
OG0006972	Bra021925, Bra005403	AALP_AA4G113900
OG0006973	Bra004076, Bra004245	AALP_AA2G095600
OG0006975	Bra039063, Bra025319	AALP_AA5G051000
OG0006976	Bra020187, Bra006623	AALP_AAs64104U000200
OG0006977	Bra027556, Bra033744	AALP_AA6G139100
OG0006978	Bra018551	AALP_AA6G031700
OG0006980	Bra027152	AALP_AA2G040200
OG0006982	Bra019619, Bra029305	AALP_AA8G450600
OG0006983	Bra017207, Bra023098	AALP_AA4G144800
OG0006984	Bra014874, Bra032371	AALP_AA1G310000
OG0006985	Bra014837, Bra007051	AALP_AA5G175100
OG0006989	Bra041018, Bra038137	AALP_AA4G026200
OG0006990	Bra025330, Bra025327	AALP_AA5G052700
OG0006991	Bra008936	AALP_AA8G115200
OG0006992	Bra017809, Bra011741	AALP_AA7G245300
OG0006993	Bra017620	AALP_AA7G208200
OG0006994	Bra033726, Bra036015	AALP_AA6G142000
OG0006997	Bra037587	AALP_AA3G209800
OG0006998	Bra030286	AALP_AA6G360900
OG0006999	Bra026553, Bra024779	AALP_AA5G022200
OG0007000	Bra016864	AALP_AA4G214500
OG0007001	Bra030038, Bra032820	AALP_AA1G263600
OG0007002	Bra039809, Bra007017	AALP_AA5G168500
OG0007003	Bra028097	AALP_AA3G350000
OG0007004	Bra002095	AALP_AA3G337600
OG0007006	Bra025149, Bra017355	AALP_AA3G297600
OG0007008	Bra002576, Bra020321	AALP_AA8G386400
OG0007009	Bra014384, Bra007712	AALP_AA5G287900
OG0007010	Bra000494, Bra011952	AALP_AA6G224500
OG0007011	Bra017050, Bra000151	AALP_AA4G182600
OG0007012	Bra016928	AALP_AA4G199000
OG0007013	Bra028265, Bra029164	AALP_AA8G291800
OG0007014	Bra009513	AALP_AA8G031800
OG0007015	Bra027018, Bra001242, Bra040367	AALP_AA3G079100
OG0007016	Bra005763	AALP_AAs56295U000100
OG0007017	Bra003001, Bra022702	AALP_AA8G326400
OG0007018	Bra003476, Bra014420	AALP_AA5G276300
OG0007019	Bra009548	AALP_AA8G022000
OG0007020	Bra017396, Bra024787	AALP_AA5G019300
OG0007021	Bra023609, Bra008564	AALP_AA8G183000
OG0007022	Bra005611	AALP_AA6G076200
OG0007023	Bra009021, Bra028578	AALP_AA8G098800
OG0007024	Bra032369, Bra007083	AALP_AA5G180800
OG0007025	Bra015953, Bra003821	AALP_AA2G177100
OG0007026	Bra025447	AALP_AA6G246700, AALP_AA3G133700
OG0007027	Bra013217	AALP_AA3G295700
OG0007029	Bra037761, Bra024261, Bra031937	AALP_AA8G471400
OG0007030	Bra002794, Bra006858	AALP_AA8G355500
OG0007032	Bra006243, Bra008773	AALP_AA8G142200
OG0007033	Bra005060	AALP_AA4G174300
OG0007034	Bra008237, Bra015791	AALP_AA5G147100
OG0007036	Bra005204, Bra017194	AALP_AA4G147500
OG0007037	Bra037081, Bra036920	AALP_AAs72951U000200
OG0007038	Bra022340	AALP_AA3G214000
OG0007040	Bra019136, Bra013935	AALP_AA7G090000
OG0007042	Bra018826, Bra014233	AALP_AA4G059700
OG0007043	Bra029661	AALP_AA3G084400
OG0007044	Bra003256	AALP_AA5G212300
OG0007045	Bra033409, Bra032549	AALP_AA1G029400
OG0007046	Bra031157	AALP_AA4G208300
OG0007047	Bra031038, Bra025676	AALP_AA1G204500
OG0007048	Bra029689, Bra040042	AALP_AA3G088500
OG0007049	Bra014421, Bra003473	AALP_AA5G276000
OG0007050	Bra040373, Bra029641	AALP_AA3G081300
OG0007051	Bra037171, Bra012071	AALP_AA8G500600
OG0007052	Bra021446	AALP_AA4G270500
OG0007053	Bra003175, Bra007054	AALP_AA5G176600
OG0007054	Bra030653, Bra015501	AALP_AA1G061900
OG0007056	Bra007382, Bra003322	AALP_AA5G226200
OG0007057	Bra039979	AALP_AAs47067U000100
OG0007058	Bra003847, Bra015997	AALP_AA2G170700, AALP_AA2G170200
OG0007060	Bra021627, Bra022793	AALP_AAs65934U001100
OG0007061	Bra036229	AALP_AA6G040100
OG0007062	Bra011678, Bra017757	AALP_AA7G238700
OG0007063	Bra020823, Bra013667	AALP_AA3G222200
OG0007064	Bra015106, Bra013228	AALP_AA3G292500
OG0007065	Bra034917, Bra027941, Bra032190	AALP_AAs40498U000700
OG0007067	Bra020147, Bra020148, Bra006594	AALP_AA8G238900
OG0007068	Bra005179, Bra017169	AALP_AA4G152600
OG0007069	Bra009886, Bra036567	AALP_AA8G242900, AALP_AAs48221U000100
OG0007070	Bra030417	AALP_AA4G041800
OG0007072	Bra007459	AALP_AA6G212200
OG0007074	Bra004256	AALP_AA2G097300
OG0007075	Bra037368	AALP_AA6G017400
OG0007076	Bra026389, Bra010420	AALP_AA7G102700
OG0007079	Bra021443	AALP_AA4G269500
OG0007080	Bra023718, Bra002223	AALP_AA8G212200
OG0007082	Bra032363, Bra030189	AALP_AA1G309200
OG0007084	Bra006164, Bra008880	AALP_AA8G125900
OG0007085	Bra025495	AALP_AA6G318400
OG0007086	Bra001828, Bra031280	AALP_AA3G246000
OG0007087	Bra023372, Bra008898	AALP_AA8G123600
OG0007088	Bra023752, Bra014922	AALP_AA3G266000
OG0007093	Bra008474, Bra035184	AALP_AA2G256000
OG0007095	Bra037157	AALP_AA8G504300
OG0007096	Bra040671, Bra018796	AALP_AA4G062900
OG0007099	Bra016506	AALP_AA1G212500
OG0007100	Bra001102	AALP_AA3G038000
OG0007101	Bra027789	AALP_AA3G060800
OG0007102	Bra040484, Bra004507	AALP_AA4G257600
OG0007104	Bra004669, Bra016896	AALP_AA4G205500
OG0007105	Bra006803, Bra002695	AALP_AA8G366800
