Orthogroup	Brassica_rapa	Boechera_stricta
OG0005679	Bra020546, Bra036563, Bra009885	Bostr.29827s0201.1.p
OG0005680	Bra004908, Bra040312	Bostr.25993s0234.1.p
OG0005681	Bra037638, Bra004863, Bra000361	Bostr.25993s0298.1.p
OG0005682	Bra010567, Bra011699, Bra017771	Bostr.7867s1523.1.p
OG0005683	Bra011487	Bostr.7867s1260.1.p
OG0005684	Bra019811	Bostr.13671s0138.1.p
OG0005685	Bra018649, Bra019682, Bra030714, Bra031615	Bostr.25219s0130.1.p
OG0005686	Bra037116, Bra012156	Bostr.0568s0159.1.p
OG0005687	Bra017191, Bra005201	Bostr.23794s0346.1.p
OG0005688	Bra028547, Bra040687	Bostr.25219s0528.1.p
OG0005689	Bra022817, Bra021674	Bostr.24513s0142.1.p
OG0005690	Bra006498, Bra002220, Bra023711	Bostr.26527s0286.1.p
OG0005691	Bra002043, Bra034837, Bra034835	Bostr.19424s1081.1.p
OG0005692	Bra001615, Bra027199, Bra021147	Bostr.0597s0066.1.p
OG0005693	Bra017601	Bostr.8819s0081.1.p
OG0005694	Bra032953, Bra025229	Bostr.0556s0351.1.p
OG0005695	Bra004306, Bra004289	Bostr.26959s0075.1.p
OG0005696	Bra027538, Bra033732	Bostr.3148s0029.1.p
OG0005697	Bra035956, Bra029352, Bra013003	Bostr.26833s0153.1.p
OG0005698	Bra039730	Bostr.0597s0072.1.p
OG0005699	Bra012728	Bostr.30275s0073.1.p
OG0005701	Bra014054, Bra040634	Bostr.12302s0136.1.p
OG0005703	Bra017102, Bra000091	Bostr.23794s0195.1.p
OG0005704	Bra039384, Bra001497, Bra034691	Bostr.3640s0111.1.p
OG0005705	Bra034458, Bra028016	Bostr.1040s0003.1.p
OG0005706	Bra006171, Bra023384	Bostr.2902s0031.1.p
OG0005707	Bra006413, Bra013968	Bostr.26527s0452.1.p
OG0005708	Bra035105, Bra003614	Bostr.20129s0366.1.p
OG0005709	Bra020851	Bostr.7867s0019.1.p
OG0005710	Bra006065, Bra009026, Bra028584	Bostr.13175s0048.1.p
OG0005711	Bra034266, Bra007628	Bostr.13158s0175.1.p
OG0005712	Bra016549	Bostr.5022s0126.1.p, Bostr.5022s0103.1.p, Bostr.30057s0040.1.p, Bostr.5022s0094.1.p
OG0005713	Bra001424, Bra038683, Bra034806	Bostr.19424s1121.1.p
OG0005714	Bra028888, Bra005696	Bostr.6251s0079.1.p
OG0005715	Bra011173, Bra024097, Bra010297	Bostr.7867s0872.1.p
OG0005716	Bra026970	Bostr.13671s0215.1.p
OG0005717	Bra016658, Bra026761, Bra026130	Bostr.7128s0159.1.p
OG0005721	Bra027567, Bra027568, Bra025111	Bostr.29514s0032.1.p
OG0005722	Bra031779, Bra031778	Bostr.13671s0286.1.p
OG0005723	Bra004061	Bostr.26326s0131.1.p
OG0005723	Bra033971	Bostr.30057s0032.1.p
OG0005724	Bra018091, Bra033777	Bostr.18473s0153.1.p
OG0005726	Bra018961	Bostr.25463s0350.1.p
OG0005726	Bra000688	Bostr.25463s0351.1.p
OG0005727	Bra011589	Bostr.7867s1373.1.p
OG0005728	Bra029296, Bra010045, Bra036933	Bostr.26833s0041.1.p
OG0005729	Bra003992, Bra007868, Bra004398	Bostr.10273s0406.1.p
OG0005730	Bra001915	Bostr.19424s0281.1.p
OG0005731	Bra036578, Bra036581, Bra009899, Bra020534	Bostr.29827s0175.1.p
OG0005745	Bra021395, Bra004465	Bostr.25993s0033.1.p
OG0005746	Bra004455, Bra000454	Bostr.25993s0010.1.p
OG0005747	Bra034719, Bra039353	Bostr.3640s0064.1.p
OG0005748	Bra019393, Bra013598	Bostr.7867s0003.1.p
OG0005749	Bra041167, Bra040290, Bra001216	Bostr.22252s0358.1.p
OG0005750	Bra006216, Bra008801	Bostr.2902s0115.1.p, Bostr.1022s0001.1.p
OG0005751	Bra012847, Bra038908, Bra036788	Bostr.6864s0086.1.p
OG0005752	Bra012699, Bra038493	Bostr.30275s0122.1.p
OG0005753	Bra006788, Bra020398, Bra002679	Bostr.26833s0448.1.p
OG0005754	Bra033783, Bra018099, Bra019519	Bostr.18473s0158.1.p
OG0005756	Bra032405, Bra039865	Bostr.15697s0358.1.p
OG0005757	Bra023674, Bra006460, Bra002159	Bostr.26527s0367.1.p
OG0005758	Bra019013, Bra019012	Bostr.0124s0097.1.p
OG0005759	Bra015313, Bra030568	Bostr.26675s0314.1.p
OG0005760	Bra016581, Bra023302	Bostr.3359s0064.1.p
OG0005761	Bra007079, Bra014809	Bostr.0697s0065.1.p
OG0005762	Bra001951	Bostr.19424s0179.1.p
OG0005763	Bra019559	Bostr.18473s0082.1.p
OG0005764	Bra025180	Bostr.0556s0284.1.p, Bostr.0556s0282.1.p
OG0005766	Bra007875, Bra004407, Bra003986	Bostr.10273s0396.1.p
OG0005767	Bra014092, Bra032228	Bostr.15654s0055.1.p
OG0005768	Bra020135, Bra002338	Bostr.26527s0120.1.p
OG0005769	Bra019557, Bra022649, Bra018043	Bostr.18473s0086.1.p
OG0005770	Bra013293, Bra012612	Bostr.30275s0290.1.p
OG0005771	Bra007341, Bra014617	Bostr.20903s0012.1.p
OG0005772	Bra023083, Bra005238, Bra017220	Bostr.23794s0408.1.p
OG0005773	Bra007641	Bostr.13158s0197.1.p
OG0005774	Bra027821	Bostr.10040s0219.1.p
OG0005777	Bra036943, Bra032205, Bra014022	Bostr.12302s0076.1.p
OG0005778	Bra023168	Bostr.15697s0431.1.p, Bostr.5094s0001.1.p
OG0005779	Bra039952, Bra001867	Bostr.19424s0416.1.p
OG0005780	Bra005911, Bra009225	Bostr.13129s0296.1.p
OG0005781	Bra003195	Bostr.2021s0099.1.p
OG0005782	Bra019243, Bra013770	Bostr.7867s0221.1.p
OG0005783	Bra040681, Bra031087	Bostr.25889s0001.1.p
OG0005784	Bra034185, Bra018518	Bostr.2983s0131.1.p
OG0005785	Bra006040, Bra028608	Bostr.29808s0002.1.p
OG0005786	Bra021716, Bra018261	Bostr.24513s0090.1.p
OG0005787	Bra017071, Bra005039	Bostr.23794s0127.1.p
OG0005788	Bra026868, Bra019696	Bostr.13671s0058.1.p
OG0005789	Bra005371	Bostr.23794s0598.1.p
OG0005790	Bra037130, Bra012127	Bostr.0568s0126.1.p
OG0005791	Bra032662, Bra033221	Bostr.5325s0127.1.p
OG0005792	Bra000069, Bra005095	Bostr.18569s0001.1.p
OG0005793	Bra027704, Bra040916	Bostr.29223s0040.1.p
OG0005794	Bra016016, Bra008071	Bostr.10273s0044.1.p
OG0005795	Bra030203, Bra039934	Bostr.19427s0046.1.p
OG0005796	Bra003036, Bra020619	Bostr.2647s0002.1.p
OG0005797	Bra018035, Bra019562, Bra019561	Bostr.18473s0075.1.p
OG0005798	Bra001290, Bra029813	Bostr.22252s0061.1.p
OG0005799	Bra014397, Bra003508	Bostr.13158s0272.1.p
OG0005800	Bra009606, Bra028880	Bostr.6251s0051.1.p
OG0005801	Bra016117, Bra003914	Bostr.10273s0179.1.p
OG0005802	Bra022090	Bostr.28243s0028.1.p
OG0005803	Bra000157, Bra004995	Bostr.23794s0066.1.p
OG0005804	Bra028343, Bra001918, Bra014979	Bostr.19424s0260.1.p
OG0005807	Bra016161, Bra007960, Bra003937	Bostr.10273s0239.1.p
OG0005808	Bra027964	Bostr.23794s0807.1.p
OG0005809	Bra032355, Bra010801	Bostr.15697s0301.1.p
OG0005810	Bra013835, Bra019208	Bostr.7867s0284.1.p
OG0005811	Bra023679, Bra006463, Bra002163	Bostr.26527s0361.1.p
OG0005812	Bra000289, Bra004746	Bostr.25993s0463.1.p
OG0005813	Bra026190, Bra026805	Bostr.0124s0183.1.p
OG0005814	Bra012110	Bostr.0568s0107.1.p
OG0005815	Bra001692	Bostr.19424s0873.1.p
OG0005816	Bra019768	Bostr.13671s0213.1.p
OG0005817	Bra018369, Bra039993	Bostr.29246s0042.1.p
OG0005818	Bra021025, Bra019066, Bra012619	Bostr.30275s0275.1.p
OG0005819	Bra010073, Bra029268	Bostr.26833s0003.1.p
OG0005820	Bra023097, Bra001187	Bostr.2570s0036.1.p
OG0005821	Bra003556	Bostr.20129s0493.1.p
OG0005822	Bra031420, Bra031418	Bostr.20055s0053.1.p, Bostr.13671s0330.1.p, Bostr.10040s0020.1.p
OG0005823	Bra014105	Bostr.15654s0014.1.p
OG0005824	Bra010126	Bostr.0568s0526.1.p
OG0005825	Bra036517, Bra029407, Bra009768	Bostr.5763s0069.1.p
OG0005826	Bra006811, Bra020428	Bostr.26833s0495.1.p
OG0005827	Bra040041, Bra001277, Bra029688	Bostr.22252s0233.1.p
OG0005828	Bra004591, Bra016964, Bra000211	Bostr.9345s0043.1.p
OG0005829	Bra038881, Bra036837	Bostr.6864s0137.1.p
OG0005830	Bra035639	Bostr.26833s0565.1.p
OG0005831	Bra001221, Bra029608, Bra040296	Bostr.22252s0351.1.p
OG0005832	Bra027392, Bra021513	Bostr.28625s0323.1.p
OG0005833	Bra018454, Bra019956	Bostr.13671s0468.1.p
OG0005834	Bra036993, Bra036976, Bra011456	Bostr.7867s1211.1.p
OG0005835	Bra040544, Bra040972	Bostr.10040s0021.1.p
OG0005836	Bra037819, Bra024393	Bostr.0568s0237.1.p
OG0005837	Bra030831, Bra038021	Bostr.7128s0018.1.p
OG0005838	Bra038064, Bra012763	Bostr.30275s0002.1.p
OG0005839	Bra009581, Bra005728	Bostr.6251s0017.1.p
OG0005840	Bra009036	Bostr.13175s0059.1.p
OG0005841	Bra035059, Bra008377	Bostr.20129s0303.1.p
OG0005843	Bra005907, Bra009219	Bostr.13129s0302.1.p
OG0005844	Bra035102, Bra003616	Bostr.20129s0359.1.p
OG0005845	Bra004079, Bra004243	Bostr.26959s0142.1.p
OG0005847	Bra005677	Bostr.6251s0127.1.p
OG0005848	Bra015269, Bra010311, Bra030543	Bostr.26675s0391.1.p
OG0005849	Bra037586, Bra014783, Bra001704	Bostr.19424s0823.1.p
OG0005850	Bra028639	Bostr.13129s0059.1.p
OG0005851	Bra023622, Bra013970	Bostr.26527s0459.1.p
OG0005852	Bra030165	Bostr.26675s0441.1.p, Bostr.16335s0044.1.p
OG0005854	Bra030550	Bostr.0221s0001.1.p
OG0005855	Bra023572, Bra008614	Bostr.2902s0391.1.p
OG0005856	Bra030486	Bostr.26675s0087.1.p, Bostr.26675s0124.1.p
OG0005858	Bra007620	Bostr.13158s0161.1.p
OG0005859	Bra011393, Bra037037	Bostr.7867s1140.1.p
OG0005860	Bra008462	Bostr.20129s0388.1.p, Bostr.26959s0004.1.p
OG0005861	Bra028959, Bra002874	Bostr.26833s0680.1.p
OG0005862	Bra000162	Bostr.23794s0061.1.p
OG0005863	Bra034989	Bostr.0556s0711.1.p
OG0005864	Bra009028, Bra006064	Bostr.13175s0050.1.p
OG0005865	Bra005912, Bra009228, Bra028717	Bostr.13129s0292.1.p
OG0005866	Bra009810, Bra020481	Bostr.5763s0016.1.p
OG0005867	Bra020414, Bra002699	Bostr.26833s0481.1.p
OG0005868	Bra020223, Bra020224, Bra002438	Bostr.10199s0156.1.p
OG0005869	Bra013434	Bostr.30275s0467.1.p
OG0005870	Bra013452	Bostr.10689s0006.1.p, Bostr.12659s0234.1.p
OG0005871	Bra021258, Bra001671, Bra022225	Bostr.19424s0909.1.p
OG0005872	Bra028657, Bra005992	Bostr.13129s0116.1.p
OG0005873	Bra005667	Bostr.6251s0144.1.p
OG0005874	Bra023440, Bra008793, Bra006222	Bostr.2902s0126.1.p
OG0005875	Bra008336	Bostr.20129s0217.1.p
OG0005876	Bra011688	Bostr.7867s1509.1.p
OG0005877	Bra034533, Bra011378, Bra037043	Bostr.7867s1126.1.p
OG0005879	Bra013514, Bra038779	Bostr.10689s0072.1.p
OG0005880	Bra026205	Bostr.24340s0007.1.p
OG0005881	Bra007985, Bra003913	Bostr.10273s0175.1.p
OG0005882	Bra025765, Bra013613, Bra019379	Bostr.7867s0018.1.p
OG0005883	Bra038502	Bostr.6251s0023.1.p, Bostr.30275s0130.1.p
OG0005884	Bra024419, Bra031847, Bra037828	Bostr.0568s0206.1.p
OG0005885	Bra008998, Bra028555	Bostr.13671s0001.1.p, Bostr.13175s0004.1.p
OG0005886	Bra029944, Bra019587, Bra017999	Bostr.18473s0024.1.p
OG0005887	Bra017624, Bra034600	Bostr.7867s1257.1.p
OG0005888	Bra013253, Bra015050	Bostr.19424s0169.1.p
OG0005889	Bra040311, Bra004910	Bostr.25993s0233.1.p
OG0005890	Bra003722, Bra015753	Bostr.20129s0076.1.p
OG0005891	Bra029590	Bostr.22252s0379.1.p
OG0005892	Bra004322, Bra004029	Bostr.26959s0032.1.p
OG0005894	Bra026057	Bostr.25463s0149.1.p
OG0005895	Bra025489, Bra028501	Bostr.7200s0185.1.p
OG0005896	Bra011822, Bra017872, Bra010645	Bostr.25542s0184.1.p
OG0005897	Bra016993, Bra004571, Bra000187	Bostr.23794s0014.1.p
OG0005898	Bra037842, Bra031840	Bostr.0568s0181.1.p
OG0005899	Bra036829, Bra012863	Bostr.6864s0125.1.p
OG0005900	Bra025016	Bostr.4485s0010.1.p
OG0005901	Bra013364, Bra012564	Bostr.30275s0374.1.p
OG0005902	Bra030823	Bostr.11258s0001.1.p, Bostr.7128s0028.1.p
OG0005903	Bra010813, Bra032335, Bra030171	Bostr.15697s0272.1.p
OG0005904	Bra016769, Bra019771	Bostr.13404s0004.1.p
OG0005905	Bra002007, Bra034991	Bostr.0556s0714.1.p
OG0005906	Bra014476	Bostr.13158s0068.1.p
OG0005907	Bra033686	Bostr.3148s0113.1.p
OG0005908	Bra016047, Bra003874	Bostr.10273s0091.1.p
OG0005909	Bra026804, Bra026188	Bostr.0124s0181.1.p
OG0005911	Bra016409, Bra017943	Bostr.12659s0020.1.p
OG0005912	Bra004444	Bostr.13208s0058.1.p
OG0005913	Bra029100	Bostr.26833s0977.1.p
OG0005915	Bra008655, Bra023549, Bra006337	Bostr.2902s0339.1.p
OG0005916	Bra016420, Bra017918	Bostr.25570s0027.1.p
OG0005917	Bra001159, Bra039418	Bostr.2570s0110.1.p
OG0005918	Bra000747, Bra033142, Bra035276	Bostr.25463s0172.1.p
OG0005919	Bra007866, Bra004395	Bostr.19424s0855.1.p, Bostr.0556s0455.1.p
OG0005920	Bra006567	Bostr.26527s0143.1.p
OG0005921	Bra012146	Bostr.0568s0148.1.p
OG0005922	Bra038062, Bra012758	Bostr.30275s0019.1.p
OG0005923	Bra008938, Bra023341, Bra006117	Bostr.20055s0054.1.p
OG0005924	Bra001633, Bra021181, Bra022163	Bostr.28625s0039.1.p
OG0005925	Bra005764, Bra009529, Bra028835	Bostr.2128s0110.1.p
OG0005926	Bra009019, Bra009020	Bostr.13175s0040.1.p
OG0005927	Bra000867, Bra036244, Bra018532	Bostr.6192s0013.1.p
OG0005928	Bra011862, Bra033615, Bra010684	Bostr.25542s0129.1.p
OG0005929	Bra013502, Bra020886, Bra038786	Bostr.10689s0061.1.p
OG0005930	Bra004040, Bra033947, Bra004298	Bostr.26959s0061.1.p
OG0005931	Bra019533	Bostr.18473s0127.1.p
OG0005932	Bra025138	Bostr.0556s0202.1.p
OG0005933	Bra037201, Bra013154	Bostr.22685s0004.1.p
OG0005934	Bra016752, Bra019792	Bostr.13671s0167.1.p
OG0005935	Bra035028, Bra008356	Bostr.20129s0266.1.p
OG0005938	Bra001257, Bra029657, Bra040014	Bostr.22252s0274.1.p
OG0005939	Bra033669, Bra027475	Bostr.3148s0149.1.p
OG0005940	Bra022543, Bra015198, Bra015197, Bra015196	Bostr.15774s0268.1.p
OG0005941	Bra001910, Bra014944, Bra023729	Bostr.19424s0300.1.p
OG0005942	Bra005582, Bra021778, Bra022883	Bostr.11488s0004.1.p
OG0005943	Bra017282, Bra023040	Bostr.23794s0506.1.p
OG0005944	Bra022762	Bostr.15774s0216.1.p
OG0005945	Bra035732	Bostr.15774s0262.1.p, Bostr.15774s0261.1.p
OG0005946	Bra037348, Bra017857, Bra000966	Bostr.10064s0047.1.p
OG0005948	Bra005468, Bra022957, Bra022958	Bostr.23794s0711.1.p
OG0005949	Bra016806, Bra019723, Bra031788	Bostr.13671s0271.1.p
OG0005950	Bra018263, Bra021707	Bostr.24513s0110.1.p
OG0005951	Bra015397, Bra032481	Bostr.25219s0451.1.p
OG0005952	Bra010491, Bra013797	Bostr.7867s0246.1.p
OG0005954	Bra010264, Bra011235	Bostr.7867s0952.1.p
OG0005955	Bra009568, Bra028864, Bra002688	Bostr.2128s0159.1.p
OG0005956	Bra020285	Bostr.26833s0255.1.p
OG0005957	Bra002413, Bra006627, Bra020194	Bostr.26527s0032.1.p
OG0005958	Bra030516	Bostr.4824s0069.1.p
OG0005959	Bra023748	Bostr.19424s0320.1.p
OG0005960	Bra030545, Bra015272, Bra032540	Bostr.26675s0394.1.p
OG0005961	Bra026544, Bra025125	Bostr.10689s0140.1.p, Bostr.25219s0154.1.p
OG0005962	Bra035612, Bra028940	Bostr.26833s0637.1.p
OG0005963	Bra039157, Bra001031	Bostr.1460s0129.1.p
OG0005964	Bra012883, Bra036854	Bostr.6864s0159.1.p
OG0005965	Bra009324, Bra028671	Bostr.13129s0149.1.p
OG0005966	Bra030888, Bra037978	Bostr.7128s0048.1.p, Bostr.12722s0006.1.p
OG0005967	Bra016815, Bra019832	Bostr.13671s0288.1.p
OG0005968	Bra005727, Bra009585	Bostr.6251s0025.1.p
OG0005969	Bra020120, Bra006570	Bostr.26527s0138.1.p
OG0005970	Bra000469, Bra021598	Bostr.29246s0025.1.p
OG0005971	Bra033559	Bostr.25542s0017.1.p
OG0005972	Bra011236	Bostr.7867s0953.1.p
OG0005973	Bra026998	Bostr.13671s0185.1.p, Bostr.22157s0009.1.p
OG0005974	Bra009549, Bra005741	Bostr.2128s0141.1.p
OG0005976	Bra036987, Bra036984	Bostr.7867s1221.1.p
OG0005978	Bra012964, Bra035933	Bostr.26833s0102.1.p
OG0005979	Bra014989	Bostr.19424s0249.1.p
OG0005980	Bra023466, Bra006255	Bostr.2902s0181.1.p
OG0005981	Bra023085, Bra005234, Bra017218	Bostr.23794s0404.1.p
OG0005982	Bra006605, Bra037866, Bra002384	Bostr.26527s0073.1.p
OG0005983	Bra003086, Bra029099	Bostr.26833s0976.1.p
OG0005984	Bra002388, Bra020171	Bostr.26527s0066.1.p
OG0005985	Bra017187, Bra005195, Bra000001	Bostr.23794s0341.1.p
OG0005986	Bra006113, Bra008941	Bostr.20055s0064.1.p
OG0005987	Bra020317	Bostr.26833s0298.1.p
OG0005988	Bra007086, Bra014802	Bostr.0697s0078.1.p
OG0005989	Bra037811, Bra031867, Bra024376	Bostr.0568s0258.1.p
OG0005990	Bra008200, Bra015840, Bra003752	Bostr.3288s0201.1.p
OG0005991	Bra028942, Bra002832, Bra035610	Bostr.26833s0639.1.p
OG0005992	Bra040315, Bra004902	Bostr.25993s0241.1.p
OG0005993	Bra029371, Bra009681, Bra026498	Bostr.10199s0131.1.p
OG0005994	Bra032708, Bra040341	Bostr.2021s0100.1.p
OG0005996	Bra029968	Bostr.6864s0266.1.p
OG0005997	Bra021048, Bra021047, Bra040159	Bostr.30275s0207.1.p
OG0005998	Bra014985, Bra001922, Bra028346	Bostr.14419s0038.1.p
OG0005999	Bra024383, Bra031858, Bra037817	Bostr.0568s0246.1.p
OG0006000	Bra010683, Bra011861, Bra033616	Bostr.25542s0130.1.p
OG0006001	Bra030583, Bra032494, Bra015341	Bostr.25219s0504.1.p
OG0006002	Bra003236, Bra007234	Bostr.20505s0123.1.p
OG0006003	Bra039702, Bra037958	Bostr.7128s0079.1.p
OG0006004	Bra009518, Bra028824, Bra005777	Bostr.2128s0082.1.p
OG0006005	Bra035393, Bra035531, Bra039484	Bostr.29044s0055.1.p
OG0006006	Bra000996, Bra040546	Bostr.1460s0044.1.p
OG0006007	Bra021901, Bra005439	Bostr.23794s0682.1.p
OG0006008	Bra012989, Bra035946, Bra029343	Bostr.26833s0137.1.p
OG0006009	Bra008645, Bra023552, Bra006339	Bostr.2902s0347.1.p
OG0006010	Bra038725, Bra034755	Bostr.3640s0021.1.p
OG0006011	Bra028868, Bra009578	Bostr.17463s0002.1.p, Bostr.2128s0147.1.p
OG0006012	Bra002866, Bra035597, Bra028953	Bostr.7867s0480.1.p, Bostr.26833s0667.1.p
OG0006013	Bra026690, Bra040984, Bra016620	Bostr.7128s0316.1.p
OG0006014	Bra003224, Bra007203	Bostr.23794s0046.1.p, Bostr.20505s0160.1.p
OG0006015	Bra000694, Bra037888	Bostr.25463s0337.1.p
OG0006017	Bra005880, Bra028741	Bostr.13129s0358.1.p
OG0006019	Bra034629, Bra011538	Bostr.7867s1308.1.p
OG0006020	Bra019951, Bra018450	Bostr.13671s0463.1.p
OG0006021	Bra026745, Bra026099, Bra016650	Bostr.7128s0202.1.p
OG0006022	Bra019228	Bostr.7867s0251.1.p
OG0006023	Bra002667, Bra020379	Bostr.26833s0429.1.p
OG0006024	Bra031880, Bra024358	Bostr.0568s0279.1.p
OG0006025	Bra038595, Bra035871	Bostr.0568s0514.1.p
OG0006026	Bra030743, Bra018598	Bostr.25219s0065.1.p
OG0006027	Bra019244, Bra013767	Bostr.7867s0220.1.p
OG0006028	Bra023421, Bra008818	Bostr.2902s0091.1.p
OG0006029	Bra006899, Bra033457	Bostr.6864s0035.1.p
OG0006030	Bra018877	Bostr.26675s0095.1.p, Bostr.26675s0092.1.p, Bostr.16335s0047.1.p
OG0006031	Bra038109, Bra039659	Bostr.0124s0112.1.p
OG0006032	Bra001439, Bra038701, Bra034771	Bostr.19424s1156.1.p
OG0006033	Bra014100	Bostr.15654s0028.1.p
OG0006034	Bra027378	Bostr.7816s0001.1.p
OG0006035	Bra012035	Bostr.29505s0040.1.p
OG0006037	Bra020450, Bra006825, Bra002737	Bostr.26833s0524.1.p
OG0006038	Bra039623	Bostr.18351s0295.1.p
OG0006039	Bra001766, Bra038242, Bra022468	Bostr.19424s0669.1.p
OG0006040	Bra025570, Bra028461	Bostr.25993s0285.1.p
OG0006041	Bra012684, Bra012687, Bra040107	Bostr.30275s0157.1.p
OG0006042	Bra018824	Bostr.26675s0166.1.p
OG0006043	Bra025991, Bra026678, Bra016614	Bostr.7128s0331.1.p
OG0006044	Bra015682, Bra019757, Bra003689	Bostr.20129s0159.1.p
OG0006045	Bra035704, Bra011953	Bostr.27991s0086.1.p
OG0006046	Bra028803, Bra022066	Bostr.2128s0034.1.p
OG0006047	Bra018420, Bra019898, Bra031745	Bostr.13671s0387.1.p
OG0006048	Bra035719, Bra022530	Bostr.15774s0228.1.p
OG0006049	Bra000460, Bra004434	Bostr.13208s0045.1.p
OG0006050	Bra029935	Bostr.18473s0036.1.p
OG0006051	Bra038499, Bra040746	Bostr.30275s0127.1.p
OG0006052	Bra009065, Bra028605, Bra006042	Bostr.13175s0100.1.p
OG0006053	Bra007282, Bra014663, Bra003253	Bostr.20505s0062.1.p
OG0006054	Bra001475, Bra039351, Bra034721	Bostr.3640s0062.1.p
OG0006055	Bra035512, Bra033846	Bostr.3359s0135.1.p
OG0006057	Bra032962, Bra039103	Bostr.0556s0364.1.p
OG0006058	Bra000406	Bostr.25993s0175.1.p
OG0006060	Bra024628, Bra016327	Bostr.12659s0236.1.p
OG0006061	Bra034698, Bra001493, Bra039377	Bostr.3640s0098.1.p
OG0006063	Bra006232, Bra008786	Bostr.2902s0138.1.p
OG0006064	Bra035211	Bostr.25463s0166.1.p
OG0006065	Bra008216, Bra015826	Bostr.20129s0003.1.p, Bostr.23378s0003.1.p
OG0006066	Bra027827	Bostr.10040s0228.1.p
OG0006068	Bra040021, Bra029667	Bostr.22252s0261.1.p
OG0006069	Bra005935, Bra009263, Bra028697	Bostr.13129s0221.1.p
OG0006070	Bra006055, Bra009044, Bra028593	Bostr.13175s0070.1.p
OG0006071	Bra020078, Bra006528, Bra002278	Bostr.26527s0202.1.p
OG0006072	Bra023893, Bra031267	Bostr.19424s0530.1.p
OG0006073	Bra002021, Bra009660	Bostr.18351s0172.1.p
OG0006075	Bra005739, Bra036503	Bostr.7903s0075.1.p
OG0006075	Bra031139	Bostr.7867s0655.1.p
OG0006076	Bra038601	Bostr.0568s0509.1.p
OG0006077	Bra011430, Bra034554, Bra037012	Bostr.13389s0001.1.p
OG0006078	Bra009178, Bra005888, Bra028737	Bostr.13129s0345.1.p
OG0006079	Bra041065, Bra041074	Bostr.6864s0170.1.p
OG0006080	Bra000588	Bostr.5022s0162.1.p, Bostr.3279s0016.1.p
OG0006081	Bra013838, Bra019207	Bostr.7867s0288.1.p
OG0006082	Bra022744, Bra002956	Bostr.26833s0787.1.p
OG0006083	Bra037588	Bostr.19424s0827.1.p
OG0006085	Bra034033	Bostr.26959s0203.1.p
OG0006087	Bra005272, Bra040845	Bostr.23794s0456.1.p
OG0006088	Bra020365, Bra002644, Bra002642	Bostr.26833s0402.1.p
OG0006089	Bra013423, Bra012532	Bostr.30275s0450.1.p
OG0006090	Bra020819, Bra013690	Bostr.12948s0001.1.p
OG0006091	Bra001725, Bra037555	Bostr.19424s0776.1.p
OG0006092	Bra020960, Bra013401	Bostr.10040s0344.1.p, Bostr.30275s0435.1.p
OG0006093	Bra017138, Bra005139, Bra000038	Bostr.23794s0264.1.p
OG0006094	Bra021409, Bra040604, Bra001066	Bostr.1460s0202.1.p
OG0006095	Bra006043, Bra009064	Bostr.13175s0099.1.p
OG0006096	Bra001644, Bra022184, Bra021209	Bostr.28625s0006.1.p
OG0006097	Bra014449	Bostr.13158s0113.1.p
OG0006098	Bra014769, Bra018350, Bra022967, Bra005444	Bostr.23794s0686.1.p
OG0006099	Bra001844, Bra031305	Bostr.19424s0472.1.p
OG0006100	Bra024389, Bra031856	Bostr.0568s0240.1.p
OG0006101	Bra039872, Bra014895, Bra023149	Bostr.15697s0396.1.p
OG0006102	Bra032591, Bra030507	Bostr.4824s0034.1.p
OG0006103	Bra010597, Bra011758	Bostr.7867s1599.1.p
OG0006106	Bra012843, Bra036782	Bostr.6864s0079.1.p
OG0006107	Bra019063	Bostr.7867s0541.1.p
OG0006108	Bra024022, Bra011249	Bostr.7867s0972.1.p
OG0006109	Bra020471, Bra009793	Bostr.5763s0039.1.p
OG0006110	Bra027606	Bostr.13129s0210.1.p
OG0006111	Bra011238	Bostr.7867s0957.1.p
OG0006112	Bra013839, Bra019206	Bostr.7867s0289.1.p
OG0006113	Bra003429	Bostr.13158s0082.1.p
OG0006115	Bra040733	Bostr.23172s0001.1.p
OG0006116	Bra007328, Bra003283, Bra014623	Bostr.20505s0001.1.p
OG0006117	Bra034810, Bra001421	Bostr.19424s1112.1.p
OG0006118	Bra032354, Bra030187, Bra010802	Bostr.15697s0299.1.p
OG0006119	Bra027849, Bra035435	Bostr.10040s0289.1.p
OG0006120	Bra010982, Bra012490, Bra024770	Bostr.15697s0009.1.p
OG0006121	Bra026788, Bra026172	Bostr.0506s0001.1.p
OG0006122	Bra029444, Bra033116	Bostr.25463s0087.1.p
OG0006123	Bra036898, Bra039715	Bostr.5150s0001.1.p
OG0006125	Bra040225, Bra001195, Bra020756	Bostr.2570s0025.1.p
OG0006126	Bra022294, Bra021302	Bostr.19424s0845.1.p
OG0006127	Bra012144, Bra037122	Bostr.0568s0144.1.p
OG0006128	Bra032153	Bostr.27895s0126.1.p
OG0006129	Bra021978	Bostr.8819s0074.1.p
OG0006130	Bra026716, Bra026042	Bostr.7128s0261.1.p
OG0006131	Bra000260	Bostr.25993s0533.1.p
OG0006132	Bra000708, Bra037913	Bostr.25463s0284.1.p
OG0006133	Bra008270, Bra003711, Bra015726	Bostr.20129s0106.1.p
OG0006134	Bra015581, Bra030685	Bostr.13944s0002.1.p, Bostr.13944s0001.1.p
OG0006135	Bra002964, Bra022738, Bra029011	Bostr.26833s0797.1.p
