Orthogroup	Brassica_rapa	Arabidopsis_lyrata
OG0009094	Bra023426, Bra008812	fgenesh2_kg.6__1318__AT5G13640.1
OG0009095	Bra020622, Bra036123	fgenesh2_kg.6__2806__AT5G29000.2
OG0009096	Bra039268, Bra004518	fgenesh2_kg.4__2889__AT2G46650.1
OG0009097	Bra000100, Bra017096	fgenesh2_kg.4__1959__AT2G38840.1
OG0009098	Bra028549, Bra006976	fgenesh2_kg.5__1686__AT3G53190.1
OG0009099	Bra035671, Bra011926	fgenesh1_pm.C_scaffold_4000722
OG0009100	Bra012640, Bra040182	scaffold_702664.1
OG0009101	Bra031027, Bra025912	fgenesh2_kg.1__2011__AT1G18370.1
OG0009102	Bra020318, Bra006718	scaffold_802568.1
OG0009103	Bra016540	scaffold_102103.1
OG0009105	Bra035258, Bra000731	fgenesh1_pg.C_scaffold_6002767
OG0009106	Bra028281	Al_scaffold_0008_1557
OG0009107	Bra005304, Bra023048, Bra017267	fgenesh2_kg.4__1636__AT2G36020.1
OG0009108	Bra012891	fgenesh2_kg.5__1413__AT3G50750.1
OG0009109	Bra004148, Bra039750	fgenesh2_kg.2__846__AT1G66140.1
OG0009110	Bra026290, Bra024234	fgenesh2_kg.7__1413__AT4G28025.1
OG0009111	Bra030542, Bra015264	fgenesh2_kg.1__307__AT1G03790.1
OG0009112	Bra001083	scaffold_105114.1, fgenesh2_kg.3__303__AT3G03570.1
OG0009113	Bra028550, Bra006977	fgenesh2_kg.5__1687__AT3G53200.1
OG0009114	Bra026898	fgenesh2_kg.1__1471__AT1G13580.2
OG0009115	Bra014324, Bra030389	fgenesh2_kg.4__279__AT1G52342.1, scaffold_501186.1, fgenesh2_kg.1__4309__AT1G52342.1
OG0009116	Bra013775, Bra019242	fgenesh1_pm.C_scaffold_7001465
OG0009117	Bra029613	fgenesh2_kg.3__720__AT3G06980.1
OG0009118	Bra004108, Bra022499	fgenesh2_kg.2__636__AT1G65020.1
OG0009119	Bra023373, Bra008897, Bra008896	scaffold_601267.1
OG0009121	Bra015959, Bra003826	fgenesh2_kg.2__1651__AT1G73840.1
OG0009122	Bra015651, Bra003665	scaffold_202748.1
OG0009124	Bra031672, Bra020013	fgenesh2_kg.1__1007__AT1G09570.1
OG0009125	Bra030297, Bra031191	fgenesh2_kg.4__72__AT2G21470.2
OG0009126	Bra001864, Bra031350	fgenesh2_kg.3__2446__AT3G22320.1
OG0009127	Bra021421, Bra001059	fgenesh2_kg.3__208__AT3G02660.1
OG0009128	Bra032600, Bra033328	scaffold_100180.1
OG0009129	Bra033467, Bra018296	scaffold_502250.1
OG0009130	Bra002696, Bra006804	scaffold_802359.1
OG0009131	Bra022147	scaffold_800023.1
OG0009132	Bra011827	scaffold_700216.1
OG0009133	Bra006201, Bra023414	scaffold_601356.1
OG0009134	Bra003709, Bra015722	scaffold_202630.1
OG0009135	Bra011868	fgenesh2_kg.7__140__AT4G39300.2
OG0009136	Bra033081, Bra036221	fgenesh2_kg.5__670__AT3G29070.1
OG0009137	Bra002036, Bra037279	fgenesh2_kg.3__3309__AT2G17250.1
OG0009138	Bra021095, Bra027264	fgenesh2_kg.3__1661__AT3G15280.1
OG0009139	Bra018765, Bra032270	fgenesh2_kg.1__3992__AT1G48930.1
OG0009140	Bra040087, Bra011359	fgenesh1_pm.C_scaffold_7000700
OG0009141	Bra000961, Bra037354	fgenesh2_kg.6__3632__AT4G00720.1
OG0009142	Bra017592	fgenesh2_kg.8__224__AT5G45760.1
OG0009143	Bra019179, Bra013881	scaffold_701797.1
OG0009144	Bra037200, Bra013155	scaffold_303494.1
OG0009145	Bra023135	fgenesh2_kg.1__3262__AT1G30780.1
OG0009146	Bra002535, Bra020292	fgenesh2_kg.8__1925__AT5G59760.1
OG0009147	Bra038489	fgenesh2_kg.7__2651__AT4G16580.1
OG0009148	Bra004552	scaffold_34700001.1
OG0009149	Bra001051, Bra039183, Bra021432	fgenesh2_kg.3__192__AT3G02555.1
OG0009150	Bra019672, Bra026849	scaffold_101589.1
OG0009151	Bra033075, Bra025369	fgenesh1_pg.C_scaffold_5000662
OG0009152	Bra013810, Bra013811, Bra019223	fgenesh2_kg.7__1824__AT4G24520.1
OG0009153	Bra035854, Bra038609	fgenesh2_kg.8__2313__AT5G63135.1
OG0009154	Bra029516	scaffold_603793.1
OG0009155	Bra030802, Bra019984	fgenesh2_kg.1__1041__AT1G09830.1
OG0009156	Bra022528, Bra022758	fgenesh2_kg.8__963__AT5G50840.2
OG0009157	Bra040086, Bra011357	fgenesh1_pm.C_scaffold_7000702
OG0009158	Bra040927	fgenesh2_kg.4__865__AT2G28900.1
OG0009159	Bra013886, Bra019174	scaffold_701790.1
OG0009160	Bra024923, Bra017470	fgenesh1_pm.C_scaffold_8000010
OG0009161	Bra038903, Bra012852	fgenesh2_kg.5__1493__AT3G51500.1
OG0009162	Bra027731	Al_scaffold_0002_35
OG0009163	Bra026348, Bra010404	scaffold_701536.1
OG0009164	Bra001326, Bra034051	fgenesh2_kg.3__918__AT3G09070.1
OG0009165	Bra033929, Bra004313, Bra004036	scaffold_201689.1
OG0009166	Bra022481	fgenesh2_kg.2__765__AT1G65410.1
OG0009167	Bra004670	fgenesh2_kg.4__2357__AT2G42110.1
OG0009168	Bra009233, Bra005914	fgenesh2_kg.6__632__AT5G06839.2
OG0009169	Bra037812, Bra031863	scaffold_803267.1
OG0009170	Bra004999	fgenesh2_kg.4__2092__AT2G39950.1
OG0009171	Bra005035, Bra012313	fgenesh2_kg.938__1__AT2G39490.1, fgenesh2_kg.4__2032__AT2G39490.1
OG0009172	Bra006183, Bra008852	scaffold_601324.1
OG0009173	Bra014046	fgenesh2_kg.1__3806__AT1G45230.2
OG0009174	Bra025705, Bra031059	fgenesh2_kg.1__2076__AT1G18990.1
OG0009175	Bra035888, Bra010101	fgenesh2_kg.8__2256__AT5G62600.1
OG0009176	Bra014816	fgenesh2_kg.5__1836__AT3G54440.1
OG0009177	Bra028353, Bra015004	fgenesh2_kg.3__2611__AT3G24190.1
OG0009178	Bra012617	scaffold_303435.1, fgenesh2_kg.3__2939__AT2G07680.1
OG0009180	Bra026622	fgenesh2_kg.5__114__AT2G01990.1
OG0009181	Bra023091	Al_scaffold_0004_2216
OG0009182	Bra020109, Bra006563	fgenesh2_kg.6__2092__AT5G20540.1
OG0009183	Bra039893	fgenesh2_kg.3__3393__AT2G17940.1
OG0009184	Bra008426, Bra003601	fgenesh2_kg.2__2263__AT1G79600.1
OG0009185	Bra013790, Bra010492	fgenesh2_kg.7__1852__AT4G24310.1
OG0009186	Bra006536, Bra020082	fgenesh2_kg.6__2037__AT5G20050.1
OG0009187	Bra000726, Bra033165, Bra035268	scaffold_603456.1
OG0009189	Bra006428, Bra002115	fgenesh2_kg.1__3699__AT5G17910.1
OG0009190	Bra020962, Bra013395	fgenesh2_kg.7__2352__AT4G19420.1
OG0009191	Bra022870, Bra021758, Bra021759	fgenesh2_kg.4__1173__AT2G31880.1
OG0009192	Bra009582	fgenesh2_kg.2__2428__AT1G79730.1, fgenesh1_pg.C_scaffold_2002336
OG0009193	Bra028259	fgenesh2_kg.64__3__AT5G51510.1, fgenesh2_kg.8__1039__AT5G51510.1
OG0009194	Bra025243, Bra039097	fgenesh2_kg.5__477__AT3G27000.1
OG0009195	Bra007987	fgenesh2_kg.8__2837__AT5G66000.1
OG0009196	Bra008853, Bra023392	fgenesh2_kg.6__1264__AT5G13140.1
OG0009197	Bra007183	fgenesh2_kg.5__1991__AT3G55660.1
OG0009198	Bra005184	fgenesh2_kg.4__1812__AT2G37560.1
OG0009199	Bra028047, Bra036746	fgenesh1_pm.C_scaffold_1002719
OG0009201	Bra011275, Bra010235	fgenesh2_kg.7__1024__AT4G31460.1
OG0009202	Bra023643, Bra002112	fgenesh2_kg.6__1786__AT5G17860.1
OG0009203	Bra015701, Bra015700, Bra003693	fgenesh2_kg.2__1989__AT1G76990.4
OG0009204	Bra021774	scaffold_401765.1
OG0009205	Bra037280, Bra002031	fgenesh2_kg.3__3306__AT2G17220.1
OG0009206	Bra016760, Bra019780, Bra026959	fgenesh2_kg.1__1373__AT1G12680.1
OG0009207	Bra027173	fgenesh2_kg.3__1785__AT3G16320.1, scaffold_102861.1, fgenesh1_pg.C_scaffold_4001868
OG0009208	Bra031167, Bra030316	scaffold_400027.1
OG0009209	Bra003860	fgenesh2_kg.2__1562__AT1G73020.1
OG0009210	Bra015537	fgenesh2_kg.1__668__AT1G06930.1
OG0009211	Bra009079	fgenesh2_kg.6__940__AT5G09840.1
OG0009212	Bra009497	fgenesh2_kg.6__310__AT5G03970.1
OG0009213	Bra010836, Bra032305, Bra015714	scaffold_103249.1
OG0009214	Bra003900	fgenesh2_kg.2__1463__AT1G72030.1
OG0009215	Bra012133, Bra028201	fgenesh2_kg.8__2705__AT5G67110.1
OG0009216	Bra005926	fgenesh1_pg.C_scaffold_6000576, fgenesh1_pm.C_scaffold_6000552
OG0009217	Bra011032, Bra024198	Al_scaffold_0007_1275
OG0009218	Bra001792	scaffold_400472.1
OG0009219	Bra023337	fgenesh1_pm.C_scaffold_6000916
OG0009220	Bra035790, Bra038264	scaffold_302417.1
OG0009221	Bra003624, Bra035087, Bra008392	fgenesh2_kg.2__2203__AT1G79040.1
OG0009222	Bra024075	fgenesh2_kg.7__1141__AT4G30440.1
OG0009223	Bra010183, Bra023288	fgenesh1_pm.C_scaffold_1002619
OG0009224	Bra027508, Bra036000	fgenesh2_kg.8__435__AT5G43860.1
OG0009225	Bra038511, Bra030228	fgenesh2_kg.4__174__AT2G22540.1
OG0009226	Bra000842, Bra034191	fgenesh2_kg.6__3378__AT4G03190.1
OG0009227	Bra033121	fgenesh1_pm.C_scaffold_6002555
OG0009228	Bra036538, Bra020495	scaffold_602628.1
OG0009229	Bra034887, Bra028459	fgenesh2_kg.7__3374__AT5G40451.1
OG0009230	Bra026019, Bra016627	fgenesh2_kg.1__1842__AT1G16880.1
OG0009231	Bra039058, Bra025325	scaffold_500797.1
OG0009232	Bra031933, Bra024269	fgenesh2_kg.8__2424__AT5G64120.1
OG0009233	Bra040108, Bra012683	fgenesh2_kg.7__2605__AT4G17040.1
OG0009234	Bra002722, Bra020434	fgenesh2_kg.8__1669__AT5G57550.1
OG0009235	Bra033045, Bra025332	fgenesh2_kg.5__609__AT3G28420.1
OG0009236	Bra002318, Bra020119	scaffold_602164.1
OG0009237	Bra010580, Bra011718	fgenesh2_kg.7__373__AT4G37210.1
OG0009238	Bra003595, Bra035140	fgenesh2_kg.2__2279__AT1G80950.1
OG0009239	Bra019611, Bra035914	scaffold_802827.1
OG0009240	Bra023181	scaffold_103921.1
OG0009241	Bra019507, Bra018136	fgenesh1_pm.C_scaffold_5000911
OG0009242	Bra011772, Bra017831	fgenesh2_kg.7__297__AT4G37540.1
OG0009245	Bra015657, Bra008332	scaffold_8900005.1
OG0009246	Bra032414, Bra015512	scaffold_100656.1
OG0009248	Bra010734	fgenesh2_kg.7__3081__AT4G38640.1, fgenesh1_pm.C_scaffold_7000046
OG0009249	Bra023481, Bra008743	fgenesh2_kg.6__1446__AT5G14700.1
OG0009250	Bra024897	fgenesh2_kg.5__22__AT2G01210.1
OG0009251	Bra000090, Bra017103	fgenesh2_kg.4__1947__AT2G38750.1
OG0009252	Bra036089	fgenesh2_kg.5__1393__AT3G50530.1
OG0009253	Bra007456	fgenesh2_kg.5__2410__AT3G59520.1
OG0009254	Bra033713, Bra027521, Bra036007	scaffold_800624.1
OG0009255	Bra000717	fgenesh2_kg.6__3045__AT4G10640.1
OG0009256	Bra029450, Bra018475	fgenesh2_kg.6__3176__AT4G12390.1
OG0009257	Bra011593	fgenesh2_kg.7__561__AT4G35220.1
OG0009258	Bra036650	fgenesh1_pm.C_scaffold_2000164
OG0009259	Bra031979	scaffold_300354.1
OG0009260	Bra002768, Bra006836	fgenesh1_pm.C_scaffold_8001343
OG0009261	Bra025636	Al_scaffold_0007_3714
OG0009262	Bra018009	scaffold_501867.1
OG0009263	Bra022818	fgenesh2_kg.283__3__AT2G30910.1, fgenesh2_kg.4__1069__AT2G30910.1
OG0009264	Bra032879, Bra030075	fgenesh2_kg.1__2977__AT1G28150.1
OG0009265	Bra007862, Bra032110	fgenesh2_kg.4__343__AT2G24270.1
OG0009266	Bra001478, Bra034714	scaffold_301477.1
OG0009267	Bra016401	scaffold_102456.1
OG0009268	Bra032703	Al_scaffold_0009_18
OG0009269	Bra026479, Bra040045	fgenesh2_kg.3__844__AT3G08020.1
OG0009270	Bra030219	scaffold_400217.1
OG0009271	Bra011006, Bra024732	Al_scaffold_0001_2701
OG0009272	Bra030540, Bra033415	fgenesh2_kg.1__289__AT1G03630.1
OG0009273	Bra009223	Al_scaffold_0004_1179, Al_scaffold_0006_597
OG0009274	Bra027871	scaffold_200734.1
OG0009275	Bra015676	scaffold_202694.1
OG0009276	Bra014081	fgenesh2_kg.1__3857__AT1G47580.1
OG0009277	Bra030018, Bra036090	scaffold_502084.1
OG0009278	Bra029380, Bra009699	Al_scaffold_0006_2242
OG0009279	Bra016962	scaffold_800930.1
OG0009280	Bra012972	fgenesh1_pg.C_scaffold_8002119
OG0009281	Bra025062	scaffold_800288.1
OG0009282	Bra010048, Bra035910	scaffold_802850.1
OG0009283	Bra031652	scaffold_100925.1
OG0009284	Bra030512	fgenesh2_kg.1__210__AT1G02880.2
OG0009285	Bra037506	fgenesh2_kg.8__688__AT5G48180.1
OG0009286	Bra018153	Al_scaffold_0005_1547
OG0009287	Bra038956	scaffold_703356.1
OG0009288	Bra008928, Bra006126	fgenesh2_kg.6__1164__AT5G11900.1
OG0009289	Bra033122, Bra029437	fgenesh2_kg.6__3160__AT4G12070.1
OG0009290	Bra023862, Bra031309	scaffold_302598.1
OG0009291	Bra029890	fgenesh1_pg.C_scaffold_467000002, fgenesh2_kg.3__1149__AT3G11030.1
OG0009292	Bra006908, Bra006905	fgenesh2_kg.5__1574__AT3G52180.1
OG0009293	Bra003230, Bra014706, Bra007223	fgenesh2_kg.5__2051__AT3G56180.1
OG0009294	Bra016914	scaffold_403025.1
OG0009295	Bra022805, Bra018309	fgenesh2_kg.4__1026__AT2G30520.1
OG0009296	Bra020724, Bra037520	scaffold_801012.1
OG0009297	Bra000074, Bra005094	fgenesh1_pm.C_scaffold_4001614
OG0009298	Bra010185, Bra023290	fgenesh2_kg.1__3418__AT1G32780.1
OG0009299	Bra036195, Bra037530	fgenesh2_kg.5__746__AT3G32930.1
OG0009300	Bra007292	fgenesh2_kg.5__2135__AT3G57000.1
OG0009301	Bra016041	scaffold_304016.1, scaffold_202194.1
OG0009302	Bra019514, Bra018110	scaffold_501716.1
OG0009303	Bra029906	fgenesh2_kg.5__1206__AT3G48560.1
OG0009304	Bra004045	fgenesh2_kg.2__1067__AT1G68190.1
OG0009305	Bra013855, Bra022760	fgenesh2_kg.8__959__AT5G50810.1
OG0009306	Bra005778, Bra009514	fgenesh2_kg.6__286__AT5G03730.1
OG0009308	Bra037931	fgenesh2_kg.6__2732__AT5G50300.1, fgenesh2_kg.8__905__AT5G50300.1
OG0009309	Bra022375	fgenesh2_kg.3__2115__AT3G18970.1
OG0009310	Bra027131, Bra031484	fgenesh2_kg.2__385__AT1G60770.1
OG0009312	Bra002434, Bra020219	fgenesh2_kg.6__2272__AT5G22850.1
OG0009313	Bra040121	fgenesh2_kg.3__448__AT3G04780.1
OG0009314	Bra021167	fgenesh1_pm.C_scaffold_3001409
OG0009315	Bra002193, Bra006484	Al_scaffold_0006_1806
OG0009316	Bra011474, Bra017611	fgenesh2_kg.7__732__AT4G33800.1
OG0009317	Bra010536	fgenesh1_pm.C_scaffold_7000440
OG0009318	Bra036047, Bra029989	fgenesh1_pm.C_scaffold_5001126
OG0009319	Bra010046, Bra029295	fgenesh2_kg.8__2187__AT5G61980.1
OG0009320	Bra008775, Bra023449	Al_scaffold_0006_1313
OG0009321	Bra011728, Bra010583	scaffold_700394.1
OG0009322	Bra031710, Bra029423, Bra019937	fgenesh2_kg.1__1109__AT1G10410.1
OG0009323	Bra027175, Bra001627	Al_scaffold_0003_1705
OG0009324	Bra003062, Bra022648	fgenesh2_kg.8__1225__AT5G53370.1
OG0009325	Bra031045, Bra025682	fgenesh2_kg.1__2052__AT1G18730.3
OG0009326	Bra029118	fgenesh2_kg.8__1122__AT5G52380.1
OG0009327	Bra031889	fgenesh2_kg.8__2542__AT5G65040.1
OG0009328	Bra040402	fgenesh2_kg.3__445__AT3G04750.1
OG0009329	Bra023436, Bra006215	fgenesh2_kg.6__1338__AT5G13800.2
OG0009330	Bra007870	fgenesh2_kg.2__1226__AT1G69610.1
OG0009331	Bra009335	scaffold_600834.1
OG0009332	Bra017952	fgenesh2_kg.1__2372__AT1G21790.1, Al_scaffold_0001_3955
OG0009333	Bra038662, Bra029202, Bra037753	fgenesh2_kg.8__2382__AT5G63780.1
OG0009334	Bra003227, Bra014708	fgenesh1_pm.C_scaffold_5001674
OG0009335	Bra008722, Bra023503	fgenesh1_pm.C_scaffold_6001187
OG0009336	Bra008598, Bra023582	scaffold_601718.1
OG0009337	Bra025695, Bra031054	fgenesh2_kg.1__2066__AT1G18880.1
OG0009338	Bra009565, Bra028861	scaffold_600200.1
OG0009339	Bra019259, Bra013741	scaffold_701949.1
OG0009340	Bra024634	scaffold_102749.1
OG0009341	Bra030447, Bra014273	fgenesh2_kg.1__4195__AT1G51310.1
OG0009342	Bra039274	Al_scaffold_0004_3357
OG0009344	Bra008770, Bra006245	fgenesh2_kg.6__1392__AT5G14240.1
OG0009345	Bra008816, Bra023422	scaffold_601368.1
OG0009346	Bra029904, Bra018049	fgenesh2_kg.5__1205__AT3G48550.1
OG0009347	Bra001937, Bra015025	fgenesh2_kg.3__2641__AT3G23920.1
OG0009348	Bra007498	scaffold_503222.1
OG0009349	Bra040298	scaffold_300806.1, fgenesh2_kg.159__1__AT3G06910.1
OG0009350	Bra016834, Bra019852	fgenesh2_kg.1__1235__AT1G11440.1
OG0009351	Bra005670	fgenesh2_kg.6__32__AT5G01710.1
OG0009352	Bra018790	Al_scaffold_0001_3837, Al_scaffold_0001_3838
OG0009353	Bra017090, Bra005062	fgenesh2_kg.4__1990__AT2G39110.1, scaffold_9200009.1
OG0009354	Bra037147	scaffold_803440.1
OG0009355	Bra031633, Bra018613	scaffold_100886.1
OG0009356	Bra004472, Bra021390	fgenesh1_pm.C_scaffold_4002424
OG0009357	Bra006542, Bra020087	fgenesh2_kg.6__2049__AT5G20130.1
OG0009358	Bra000317	scaffold_403264.1
OG0009359	Bra022592, Bra028307	fgenesh2_kg.8__1128__AT5G52420.1
OG0009360	Bra003988	fgenesh2_kg.1__3052__AT1G28760.1
OG0009361	Bra022815, Bra021673	fgenesh2_kg.4__1063__AT2G30860.1
OG0009362	Bra030696, Bra031588	Al_scaffold_0001_706
OG0009363	Bra010584, Bra011729	fgenesh2_kg.7__356__AT4G37080.1
OG0009364	Bra018426, Bra019908	scaffold_101138.1
OG0009365	Bra019926, Bra018435	scaffold_101404.1, fgenesh2_kg.1__1118__AT1G10510.1
OG0009366	Bra039142, Bra021483	fgenesh2_kg.3__117__AT3G01140.1
OG0009367	Bra026025, Bra026705	fgenesh2_kg.1__1831__AT1G16810.2
OG0009368	Bra017315, Bra015589, Bra005331	fgenesh2_kg.4__1573__AT2G35540.1
OG0009369	Bra017375, Bra025127	scaffold_500358.1
OG0009370	Bra026548, Bra025115	scaffold_500333.1
OG0009371	Bra010118, Bra008363, Bra010119, Bra029247	fgenesh2_kg.8__2272__AT5G62740.1
OG0009372	Bra024239	fgenesh1_pm.C_scaffold_8001944
OG0009373	Bra030659, Bra015516	scaffold_100662.1
OG0009374	Bra018259	scaffold_401663.1
OG0009375	Bra036350	fgenesh2_kg.5__359__AT3G26050.1
OG0009376	Bra022726, Bra002979	fgenesh2_kg.8__1350__AT5G54540.1
OG0009377	Bra002214	fgenesh2_kg.6__1929__AT5G19120.1
OG0009378	Bra008033, Bra016056	fgenesh2_kg.2__1509__AT1G72450.1
OG0009379	Bra027242	fgenesh1_pg.C_scaffold_450000001, scaffold_301808.1
OG0009380	Bra013521	scaffold_702287.1
OG0009381	Bra011190, Bra010287	fgenesh2_kg.7__1144__AT4G30410.2
OG0009382	Bra022538, Bra029184	scaffold_801547.1
OG0009383	Bra018937, Bra014302	fgenesh2_kg.1__4268__AT1G51940.1
OG0009384	Bra040197, Bra001104	fgenesh2_kg.3__399__AT3G04380.1
OG0009385	Bra009343, Bra005995	Al_scaffold_0006_776, Al_scaffold_0487_2, scaffold_600878.1
OG0009386	Bra030941, Bra041000	scaffold_105163.1
OG0009387	Bra027247, Bra021108	fgenesh2_kg.230__7__AT3G15390.1, fgenesh2_kg.3__1678__AT3G15390.1
OG0009388	Bra012094, Bra037152	fgenesh2_kg.8__2746__AT5G66710.1
OG0009389	Bra024906, Bra014343	fgenesh1_pm.C_scaffold_5000003
OG0009390	Bra002351, Bra006592	fgenesh2_kg.6__2148__AT5G21050.1
OG0009391	Bra010238, Bra011269	fgenesh2_kg.7__1032__AT4G31410.1
OG0009392	Bra012203, Bra016481	fgenesh2_kg.1__2182__AT1G20020.3
OG0009393	Bra025954, Bra031001	scaffold_101974.1
OG0009394	Bra005543	fgenesh1_pg.C_scaffold_4001392
OG0009395	Bra006535, Bra020081	fgenesh2_kg.6__2035__AT5G20040.1
OG0009396	Bra018520, Bra000846	scaffold_603952.1
OG0009397	Bra023447, Bra008783	fgenesh2_kg.6__1370__AT5G14050.1
OG0009398	Bra041027	fgenesh2_kg.5__2757__AT3G62670.1
OG0009399	Bra030267	fgenesh2_kg.4__123__AT2G21990.1
OG0009400	Bra015599	fgenesh1_pm.C_scaffold_1003007
OG0009401	Bra013250, Bra015065	fgenesh1_pg.C_scaffold_3002393
OG0009402	Bra037203, Bra013149	fgenesh2_kg.3__2996__AT2G12646.1, scaffold_303520.1
OG0009403	Bra027631	fgenesh2_kg.2__144__AT1G63290.1, scaffold_200189.1, Al_scaffold_0003_27
OG0009404	Bra038238	scaffold_302355.1
OG0009405	Bra014086, Bra032231	fgenesh2_kg.1__3865__AT1G47670.1
OG0009406	Bra000424, Bra040348, Bra039479	fgenesh2_kg.4__2861__AT2G46470.1
OG0009407	Bra022149, Bra024925	Al_scaffold_0008_21
OG0009408	Bra006420, Bra002106	Al_scaffold_0006_1692
OG0009409	Bra033719	fgenesh2_kg.8__404__AT5G44080.1
OG0009410	Bra039042, Bra025359	fgenesh2_kg.5__649__AT3G28860.1
OG0009411	Bra011327, Bra040069	fgenesh2_kg.7__948__AT4G32180.1
OG0009412	Bra027558, Bra039515, Bra033750	Al_scaffold_0008_503
OG0009413	Bra000235	fgenesh1_pm.C_scaffold_4001910
OG0009414	Bra029256, Bra010089	fgenesh2_kg.8__2243__AT5G62490.1
OG0009415	Bra014664, Bra007280	fgenesh1_pm.C_scaffold_5001740
OG0009416	Bra017386, Bra026552	scaffold_500326.1
OG0009417	Bra012310	fgenesh2_kg.1__2404__AT1G22170.1
OG0009418	Bra005710, Bra009611	fgenesh2_kg.6__123__AT5G02130.1
OG0009419	Bra038909	scaffold_502213.1
OG0009420	Bra017435	scaffold_200003.1
OG0009421	Bra040607	fgenesh2_kg.3__232__AT3G02870.1
OG0009422	Bra022945, Bra021862	fgenesh1_pm.C_scaffold_4001145
OG0009423	Bra005495, Bra021852	fgenesh2_kg.4__1346__AT2G33430.1
OG0009424	Bra008919, Bra006138	fgenesh2_kg.6__1180__AT5G12040.1
OG0009425	Bra004937, Bra039315	fgenesh2_kg.4__2775__AT2G45770.1
OG0009426	Bra015928, Bra003813, Bra003814	Al_scaffold_0002_2124
OG0009427	Bra007655	fgenesh2_kg.5__2703__AT3G62030.1
OG0009428	Bra011697	fgenesh2_kg.5__1409__AT3G50690.1
OG0009429	Bra026867, Bra019692	fgenesh2_kg.1__1515__AT1G14000.1
OG0009430	Bra011510, Bra017639	scaffold_700715.1
OG0009431	Bra019964, Bra018464	Al_scaffold_0001_981
OG0009432	Bra009945, Bra020577	fgenesh1_pg.C_scaffold_6002311
OG0009433	Bra005979	scaffold_600831.1
OG0009435	Bra026276, Bra024219	fgenesh2_kg.7__1389__AT4G28190.1
OG0009436	Bra004204, Bra034034	fgenesh2_kg.2__929__AT1G67040.1
OG0009437	Bra038555, Bra038828	scaffold_304326.1
OG0009438	Bra000065, Bra017116	fgenesh1_pm.C_scaffold_4001604
OG0009439	Bra018107, Bra007177	fgenesh2_kg.5__1977__AT3G55580.1
OG0009440	Bra003347, Bra007408	scaffold_503049.1
OG0009441	Bra039293, Bra004958	fgenesh2_kg.4__2811__AT2G46060.1
OG0009442	Bra022063, Bra024996	scaffold_800150.1
OG0009443	Bra028870, Bra009579, Bra005730	fgenesh2_kg.6__167__AT5G02550.1
OG0009444	Bra021659	fgenesh2_kg.4__1048__AT2G30700.1
OG0009445	Bra019537	Al_scaffold_0005_1640
OG0009446	Bra012823, Bra006895	scaffold_302583.1
OG0009447	Bra023955	fgenesh2_kg.7__931__AT4G32300.1
OG0009448	Bra015349	fgenesh2_kg.1__418__AT1G04790.1
OG0009449	Bra027341	fgenesh2_kg.3__1560__AT3G14400.1
OG0009450	Bra008808, Bra023431	fgenesh2_kg.6__1327__AT5G13720.1
OG0009452	Bra009716, Bra029388	fgenesh1_pg.C_scaffold_6002004
OG0009453	Bra013467	scaffold_702350.1
OG0009454	Bra011127, Bra024139	fgenesh2_kg.7__1229__AT4G29670.1
OG0009455	Bra034198	fgenesh2_kg.6__3366__AT4G03270.1
OG0009456	Bra038121, Bra039669, Bra039668	scaffold_105170.1
OG0009457	Bra021869, Bra022950	fgenesh2_kg.4__1377__AT2G33690.1
OG0009459	Bra033143	fgenesh2_kg.6__3107__AT4G11450.1
OG0009460	Bra023884, Bra031281	fgenesh2_kg.3__2364__AT3G21420.1
OG0009461	Bra011507	fgenesh2_kg.7__684__AT4G34215.2
OG0009462	Bra023224, Bra034147	fgenesh2_kg.3__1116__AT3G10800.1
OG0009463	Bra003467	scaffold_503416.1, scaffold_503436.1
OG0009464	Bra017991	scaffold_105660.1, scaffold_501916.1
OG0009465	Bra025053	fgenesh2_kg.8__218__AT5G45800.1
OG0009466	Bra015510, Bra030658	Al_scaffold_0001_598
OG0009467	Bra031689, Bra019974	Al_scaffold_0001_963
OG0009468	Bra030517, Bra026189	fgenesh2_kg.1__1620__AT1G14770.1
OG0009469	Bra026236	scaffold_702739.1
OG0009470	Bra002221, Bra023713	fgenesh2_kg.6__1941__AT5G19220.1
OG0009471	Bra027478, Bra033671	scaffold_800740.1
OG0009472	Bra027336, Bra021558	fgenesh2_kg.3__1569__AT3G14440.1
OG0009473	Bra036506, Bra031140	fgenesh1_pm.C_scaffold_3002951
OG0009474	Bra028999, Bra002940	fgenesh2_kg.8__1397__AT5G54980.1
OG0009475	Bra035033, Bra008358	scaffold_6000006.1
OG0009476	Bra020798, Bra001173, Bra031430, Bra040244	scaffold_300662.1
OG0009477	Bra029932	fgenesh1_pm.C_scaffold_6001598
OG0009478	Bra019350, Bra013652	fgenesh2_kg.7__2013__AT4G22880.1
OG0009479	Bra035503, Bra035504	fgenesh2_kg.1__3421__AT1G32810.2
OG0009480	Bra001248, Bra029643	fgenesh2_kg.3__759__AT3G07370.1
OG0009481	Bra001868, Bra039955	fgenesh2_kg.3__2468__AT3G22480.2
OG0009482	Bra007726	fgenesh2_kg.5__2804__AT3G63090.1
OG0009483	Bra028811, Bra009503	fgenesh2_kg.6__302__AT5G03900.2
OG0009484	Bra004280, Bra033963	fgenesh2_kg.2__1046__AT1G68070.1
OG0009485	Bra040388	fgenesh2_kg.1__3686__AT1G38131.1
OG0009486	Bra026602, Bra024821	fgenesh2_kg.5__145__AT2G02370.1
