Orthogroup	Brassica_rapa	Capsella_rubella
OG0004299	Bra038234, Bra022460	Carub.0003s1971.1.p
OG0004300	Bra026436, Bra026437, Bra023580, Bra008603	Carub.0006s1491.1.p
OG0004301	Bra035469	Carub.0002s0664.1.p, Carub.0002s0663.1.p
OG0004302	Bra025014	Carub.0008s0134.1.p
OG0004303	Bra019660, Bra016705	Carub.0001s1402.1.p
OG0004304	Bra016681, Bra026807, Bra026191	Carub.0001s1454.1.p
OG0004305	Bra036529, Bra009809, Bra009807	Carub.0006s2285.1.p
OG0004306	Bra008789, Bra006228, Bra023443	Carub.0006s1218.1.p
OG0004307	Bra025662	Carub.0007s3181.1.p, Carub.0002s0762.1.p, Carub.0002s0737.1.p, Carub.0002s0739.1.p
OG0004308	Bra034839	Carub.0005s0168.1.p
OG0004310	Bra038110, Bra039660	Carub.0001s4239.1.p
OG0004311	Bra020025	Carub.0001s0873.1.p
OG0004312	Bra017021, Bra004973, Bra000180	Carub.0004s2248.1.p
OG0004313	Bra025653	Carub.0007s3626.1.p
OG0004313	Bra025371	Carub.0005s0760.1.p
OG0004314	Bra035746, Bra023927, Bra001802	Carub.0003s2073.1.p
OG0004315	Bra011154	Carub.0007s1069.1.p
OG0004316	Bra037674	Carub.0004s2650.1.p
OG0004317	Bra034852	Carub.0003s1060.1.p
OG0004317	Bra005140, Bra017139	Carub.0004s2005.1.p
OG0004318	Bra025928, Bra022902, Bra005557, Bra021812, Bra005558	Carub.0004s1413.1.p
OG0004319	Bra026001, Bra026687	Carub.0001s1686.1.p
OG0004320	Bra033033, Bra039064	Carub.0007s3533.1.p, Carub.0005s0653.1.p
OG0004321	Bra004913, Bra000389, Bra039336	Carub.0004s2806.1.p
OG0004322	Bra024521, Bra012335	Carub.0002s1041.1.p, Carub.0002s1044.1.p, Carub.0002s1053.1.p, Carub.0002s1051.1.p, Carub.0001s2210.1.p, Carub.0007s2949.1.p
OG0004323	Bra022863, Bra005647, Bra021719	Carub.0004s1300.1.p
OG0004324	Bra036337	Carub.0001s3562.1.p
OG0004325	Bra014371, Bra037955, Bra030911	Carub.0001s4327.1.p
OG0004326	Bra031109	Carub.0003s3434.1.p
OG0004327	Bra003666, Bra025391, Bra015653	Carub.0002s2473.1.p
OG0004328	Bra000383, Bra004894	Carub.0004s2786.1.p
OG0004330	Bra005553	Carub.0004s1427.1.p
OG0004331	Bra004889, Bra004890	Carub.0004s2768.1.p, Carub.0004s2769.1.p
OG0004332	Bra004740, Bra037738	Carub.0004s2554.1.p
OG0004333	Bra014370, Bra037960	Carub.0001s4329.1.p
OG0004334	Bra011860	Carub.0007s0134.1.p
OG0004335	Bra021189	Carub.0003s1640.1.p, Carub.0002s1293.1.p, Carub.0003s1639.1.p
OG0004336	Bra012836, Bra040895, Bra006878	Carub.0005s1815.1.p
OG0004337	Bra004991, Bra017035	Carub.0004s2222.1.p
OG0004338	Bra020294, Bra002537, Bra006696	Carub.0008s2037.1.p
OG0004339	Bra027581	Carub.0006s3600.1.p
OG0004340	Bra022094	Carub.0005s0322.1.p
OG0004345	Bra027075, Bra004644, Bra004645	Carub.0006s3296.1.p, Carub.0006s3434.1.p, Carub.0004s2401.1.p
OG0004346	Bra005250, Bra005249	Carub.0007s3217.1.p, Carub.0004s1852.1.p, Carub.0007s2634.1.p, Carub.0132s0001.1.p
OG0004351	Bra034121, Bra029846, Bra009452	Carub.0006s0339.1.p
OG0004352	Bra004853, Bra037640	Carub.0004s2720.1.p
OG0004353	Bra039731, Bra037063	Carub.0007s2764.1.p
OG0004354	Bra031071, Bra031072	Carub.0008s0301.1.p
OG0004354	Bra031073, Bra025723, Bra016515	Carub.0001s1885.1.p
OG0004355	Bra026663, Bra024885	Carub.0005s0043.1.p
OG0004356	Bra029085, Bra022642	Carub.0008s1345.1.p, Carub.0008s1344.1.p
OG0004357	Bra039664, Bra038113	Carub.0001s4243.1.p
OG0004358	Bra031246	Carub.0003s2094.1.p
OG0004360	Bra007077	Carub.0005s2114.1.p, Carub.0005s2115.1.p
OG0004361	Bra029467	Carub.0007s3598.1.p, Carub.0007s0968.1.p
OG0004362	Bra031323	Carub.0003s2226.1.p, Carub.0002s1833.1.p
OG0004363	Bra017538	Carub.0008s0135.1.p
OG0004363	Bra013282	Carub.0007s2330.1.p
OG0004364	Bra030819	Carub.0008s0543.1.p
OG0004365	Bra018087	Carub.0005s1414.1.p
OG0004366	Bra020494	Carub.0006s3097.1.p, Carub.0006s3100.1.p, Carub.0006s3099.1.p
OG0004367	Bra030384	Carub.0001s4141.1.p
OG0004367	Bra027200	Carub.0003s1568.1.p
OG0004368	Bra031452, Bra038573	Carub.0001s1066.1.p, Carub.0002s0402.1.p
OG0004369	Bra008562, Bra003213, Bra023611	Carub.0006s1551.1.p, Carub.0001s3265.1.p
OG0004371	Bra032761	Carub.0004s3015.1.p
OG0004372	Bra029324, Bra012973	Carub.0008s2194.1.p
OG0004373	Bra022449, Bra038231, Bra032127	Carub.0003s1962.1.p
OG0004374	Bra020167, Bra006603	Carub.0006s1964.1.p
OG0004375	Bra021184, Bra001634, Bra022164	Carub.0003s1625.1.p
OG0004376	Bra026493, Bra009692	Carub.0006s2131.1.p
OG0004377	Bra035219, Bra033145, Bra000743	Carub.0006s3036.1.p
OG0004378	Bra010849, Bra032291	Carub.0001s2735.1.p
OG0004379	Bra037495	Carub.0008s0785.1.p
OG0004380	Bra000251, Bra016897, Bra004667	Carub.0004s2437.1.p
OG0004381	Bra014820, Bra003179	Carub.0005s2094.1.p
OG0004383	Bra038526, Bra030241	Carub.0004s0158.1.p
OG0004384	Bra025148, Bra017356, Bra026517, Bra026518	Carub.0005s0337.1.p
OG0004385	Bra036599, Bra020564, Bra009925	Carub.0006s2454.1.p
OG0004386	Bra015750, Bra008259	Carub.0002s2333.1.p
OG0004387	Bra030265	Carub.0004s0124.1.p
OG0004388	Bra036100	Carub.0005s2293.1.p
OG0004389	Bra038325, Bra004362	Carub.0002s1576.1.p
OG0004391	Bra017491	Carub.0008s0044.1.p
OG0004392	Bra030025, Bra032808, Bra010962	Carub.0001s2571.1.p
OG0004393	Bra034004, Bra004092, Bra004220	Carub.0002s1363.1.p
OG0004394	Bra028049, Bra036747	Carub.0001s3245.1.p
OG0004395	Bra020330, Bra002583, Bra006726	Carub.0008s1989.1.p
OG0004396	Bra025282, Bra039075	Carub.0005s0595.1.p
OG0004397	Bra004406, Bra003987	Carub.0002s1634.1.p
OG0004399	Bra035265	Carub.0006s2967.1.p
OG0004400	Bra003316, Bra014588, Bra007377	Carub.0005s2490.1.p
OG0004402	Bra037394, Bra000935, Bra000936	Carub.0006s3601.1.p
OG0004403	Bra000754	Carub.0006s3098.1.p
OG0004404	Bra014474	Carub.0005s2747.1.p, Carub.0002s1114.1.p, Carub.0002s1115.1.p
OG0004405	Bra035159	Carub.0002s2684.1.p
OG0004406	Bra037442	Carub.0008s0897.1.p, Carub.0008s0882.1.p
OG0004408	Bra034372	Carub.0004s0858.1.p
OG0004408	Bra031620	Carub.0001s0760.1.p
OG0004409	Bra005836, Bra009086	Carub.0006s0401.1.p
OG0004410	Bra006802, Bra006799, Bra006801, Bra020412, Bra002692	Carub.0008s1832.1.p
OG0004411	Bra005578, Bra022881	Carub.0004s1358.1.p
OG0004412	Bra029576, Bra014236, Bra000814	Carub.0006s3332.1.p
OG0004414	Bra009888, Bra025488	Carub.0007s3683.1.p
OG0004415	Bra012005	Carub.0004s0839.1.p
OG0004416	Bra003500, Bra007679	Carub.0005s2914.1.p
OG0004417	Bra001798, Bra023939, Bra035761	Carub.0003s2062.1.p
OG0004418	Bra021712, Bra018271, Bra022832	Carub.0004s1251.1.p
OG0004419	Bra009030	Carub.0006s0893.1.p
OG0004419	Bra024385	Carub.0008s2629.1.p
OG0004420	Bra036727, Bra012168	Carub.0003s3344.1.p
OG0004421	Bra007598, Bra014442	Carub.0005s2804.1.p
OG0004422	Bra000371	Carub.0004s2260.1.p
OG0004424	Bra022038	Carub.0008s0651.1.p
OG0004424	Bra022985	Carub.0004s1638.1.p
OG0004426	Bra031623, Bra030721, Bra018630	Carub.0001s0772.1.p
OG0004427	Bra000179, Bra017023, Bra004977	Carub.0004s2244.1.p
OG0004428	Bra023486, Bra008740	Carub.0006s1292.1.p
OG0004429	Bra013310	Carub.0007s2279.1.p
OG0004430	Bra036478, Bra036674	Carub.0003s3496.1.p, Carub.0004s1781.1.p
OG0004431	Bra017185, Bra017186, Bra000002, Bra005193	Carub.0004s1939.1.p
OG0004432	Bra010899	Carub.0001s2661.1.p, Carub.0001s2660.1.p
OG0004433	Bra006030, Bra025657	Carub.0007s3630.1.p
OG0004434	Bra038514	Carub.0005s1061.1.p
OG0004435	Bra036353, Bra025177	Carub.0005s0385.1.p
OG0004436	Bra017012, Bra000184	Carub.0004s2258.1.p
OG0004437	Bra006015, Bra028645, Bra009370	Carub.0006s0776.1.p
OG0004439	Bra011112, Bra010327	Carub.0007s1107.1.p, Carub.0007s1108.1.p
OG0004440	Bra032339, Bra030177	Carub.0001s2809.1.p
OG0004441	Bra005264	Carub.0004s1830.1.p, Carub.0004s1831.1.p
OG0004442	Bra009839, Bra036544	Carub.0006s2324.1.p
OG0004444	Bra000414, Bra004565	Carub.0004s2882.1.p
OG0004445	Bra004811, Bra037662, Bra000345	Carub.0004s2676.1.p
OG0004446	Bra003413, Bra007536	Carub.0005s2718.1.p
OG0004447	Bra016900, Bra000245, Bra004660	Carub.0004s2426.1.p
OG0004448	Bra000578	Carub.0005s0901.1.p, Carub.0004s0680.1.p
OG0004449	Bra003520, Bra040420, Bra007722	Carub.0005s2966.1.p
OG0004450	Bra030709, Bra031608, Bra018665	Carub.0001s0736.1.p
OG0004451	Bra040132	Carub.0003s0375.1.p
OG0004452	Bra021635, Bra018313, Bra022801	Carub.0004s1163.1.p
OG0004453	Bra036550, Bra020511, Bra020512	Carub.0006s2355.1.p
OG0004454	Bra017532	Carub.0008s0122.1.p
OG0004455	Bra022199, Bra001655, Bra021225	Carub.0003s1687.1.p
OG0004456	Bra034380	Carub.0004s0873.1.p
OG0004457	Bra014633, Bra007317	Carub.0005s2414.1.p
OG0004459	Bra009325, Bra028670, Bra005973	Carub.0006s0706.1.p
OG0004460	Bra029684, Bra040037	Carub.0003s0746.1.p
OG0004461	Bra028041	Carub.0001s3349.1.p, Carub.0001s3348.1.p
OG0004462	Bra005052, Bra005050, Bra017081	Carub.0004s2138.1.p
OG0004463	Bra032333, Bra010815	Carub.0001s2799.1.p
OG0004464	Bra010362, Bra024194, Bra011037	Carub.0007s1215.1.p
OG0004465	Bra031675, Bra020007	Carub.0001s0897.1.p, Carub.0001s3928.1.p
OG0004466	Bra031693, Bra018468, Bra019971	Carub.0001s0940.1.p
OG0004467	Bra021853	Carub.0004s1508.1.p
OG0004468	Bra032239, Bra014099	Carub.0001s3713.1.p
OG0004469	Bra004538	Carub.0004s2912.1.p
OG0004470	Bra012984, Bra035942	Carub.0008s2176.1.p, Carub.0008s2175.1.p, Carub.0008s2174.1.p
OG0004471	Bra030551	Carub.0001s0311.1.p
OG0004471	Bra027527	Carub.0008s0444.1.p
OG0004472	Bra005247	Carub.0004s1858.1.p
OG0004473	Bra040809, Bra032730	Carub.0007s2875.1.p
OG0004473	Bra015000	Carub.0003s2426.1.p
OG0004474	Bra008100, Bra003841	Carub.0002s1023.1.p, Carub.0002s2027.1.p, Carub.0006s2750.1.p, Carub.0002s1022.1.p, Carub.0002s1021.1.p, Carub.0002s1020.1.p
OG0004476	Bra024077, Bra024080, Bra024076, Bra011191, Bra010284	Carub.0007s1018.1.p
OG0004477	Bra029580	Carub.0003s0592.1.p
OG0004478	Bra006672	Carub.0008s2097.1.p, Carub.0005s1880.1.p
OG0004479	Bra031359, Bra016391	Carub.0001s2157.1.p
OG0004480	Bra016736	Carub.0008s0373.1.p, Carub.0008s0374.1.p
OG0004481	Bra016636, Bra026032, Bra026711, Bra026710	Carub.0001s1640.1.p
OG0004482	Bra015761	Carub.0002s2323.1.p
OG0004483	Bra015451	Carub.0001s0511.1.p
OG0004484	Bra034523	Carub.0002s0217.1.p
OG0004487	Bra016268	Carub.0002s1643.1.p
OG0004488	Bra020268, Bra006682	Carub.0008s2073.1.p, Carub.0002s2217.1.p
OG0004489	Bra008167	Carub.0002s2159.1.p
OG0004490	Bra008023, Bra016076	Carub.0002s1906.1.p
OG0004491	Bra018681, Bra031595	Carub.0005s0629.1.p
OG0004492	Bra027809	Carub.0007s3238.1.p
OG0004493	Bra026613	Carub.0005s0123.1.p
OG0004494	Bra001700, Bra022293	Carub.0003s1796.1.p
OG0004495	Bra006922, Bra033431, Bra012805	Carub.0005s1881.1.p, Carub.0005s1882.1.p
OG0004496	Bra037484, Bra036168, Bra020697	Carub.0008s0806.1.p
OG0004497	Bra019386	Carub.0007s1901.1.p
OG0004497	Bra019385	Carub.0007s1900.1.p
OG0004498	Bra000998	Carub.0003s0042.1.p
OG0004499	Bra004877	Carub.0004s2754.1.p
OG0004500	Bra003795	Carub.0002s2135.1.p, Carub.0002s2134.1.p
OG0004502	Bra005674, Bra037060	Carub.0006s0020.1.p
OG0004503	Bra023613	Carub.0006s1555.1.p
OG0004504	Bra017702, Bra011590, Bra020802	Carub.0007s0512.1.p
OG0004505	Bra016411, Bra012289, Bra017936	Carub.0002s2423.1.p
OG0004506	Bra035902	Carub.0008s2289.1.p
OG0004507	Bra040861, Bra023720	Carub.0003s2375.1.p, Carub.0003s2377.1.p, Carub.0003s2376.1.p
OG0004508	Bra031789, Bra019726	Carub.0004s1390.1.p, Carub.0004s0732.1.p
OG0004509	Bra026388	Carub.0007s1385.1.p
OG0004510	Bra027684, Bra027753	Carub.0007s3383.1.p, Carub.0002s0062.1.p
OG0004511	Bra004016	Carub.0002s1530.1.p
OG0004511	Bra024730	Carub.0001s2485.1.p
OG0004512	Bra014013	Carub.0001s3444.1.p
OG0004512	Bra027984	Carub.0008s0674.1.p
OG0004513	Bra020378, Bra002662, Bra006775	Carub.0008s1883.1.p
OG0004514	Bra008196, Bra003754, Bra010702, Bra011873, Bra033599	Carub.0007s0102.1.p
OG0004515	Bra026086	Carub.0001s1579.1.p
OG0004516	Bra013684	Carub.0007s1785.1.p
OG0004517	Bra027236	Carub.0003s1524.1.p
OG0004518	Bra022937, Bra021848, Bra005499	Carub.0004s1502.1.p
OG0004519	Bra040085, Bra011355, Bra037051	Carub.0007s0800.1.p
OG0004520	Bra037030, Bra011404, Bra034543	Carub.0007s0748.1.p
OG0004521	Bra020386, Bra020385, Bra002668	Carub.0008s1871.1.p
OG0004522	Bra015690, Bra015691, Bra015689	Carub.0002s2404.1.p
OG0004523	Bra019008	Carub.0001s4218.1.p
OG0004523	Bra021104	Carub.0003s1504.1.p
OG0004524	Bra038321	Carub.0002s1582.1.p
OG0004525	Bra016865, Bra000269, Bra004711	Carub.0004s2506.1.p
OG0004527	Bra024750, Bra010994, Bra012475	Carub.0001s2505.1.p
OG0004528	Bra006166, Bra008875	Carub.0006s1106.1.p
OG0004529	Bra035074, Bra003633, Bra008385	Carub.0002s2573.1.p
OG0004530	Bra003829, Bra015965	Carub.0002s2054.1.p, Carub.0006s2800.1.p
OG0004531	Bra031356, Bra012301, Bra016397	Carub.0001s2149.1.p
OG0004532	Bra012408, Bra012423, Bra016308, Bra016310, Bra024660	Carub.0001s2382.1.p
OG0004534	Bra017937, Bra012290	Carub.0001s2109.1.p
OG0004535	Bra010032, Bra036138, Bra020628	Carub.0008s0937.1.p
OG0004536	Bra003359	Carub.0005s2562.1.p
OG0004537	Bra020134, Bra006584, Bra002337	Carub.0006s1918.1.p
OG0004538	Bra010630, Bra010629, Bra011802	Carub.0002s1074.1.p, Carub.0007s0219.1.p
OG0004539	Bra004789, Bra004790	Carub.0004s2643.1.p
OG0004540	Bra040873	Carub.0001s3512.1.p, Carub.0001s3534.1.p
OG0004541	Bra029237	Carub.0004s0755.1.p, Carub.0008s2366.1.p
OG0004542	Bra008003, Bra016088	Carub.0002s1882.1.p
OG0004543	Bra018060	Carub.0005s1460.1.p, Carub.0005s1461.1.p
OG0004544	Bra038151, Bra012929, Bra031916	Carub.0008s2241.1.p
OG0004545	Bra030619, Bra015446	Carub.0001s0499.1.p, Carub.0001s0500.1.p
OG0004546	Bra033875, Bra038439, Bra023206	Carub.0001s3012.1.p
OG0004547	Bra033870	Carub.0001s3020.1.p
OG0004548	Bra017619, Bra011484, Bra034595	Carub.0007s0642.1.p
OG0004549	Bra003448, Bra007600, Bra014439	Carub.0005s2806.1.p
OG0004550	Bra016498, Bra012184, Bra025753	Carub.0001s1918.1.p
OG0004551	Bra018882, Bra035769, Bra001794, Bra023942	Carub.0003s2055.1.p
OG0004552	Bra004107, Bra022502	Carub.0005s0946.1.p, Carub.0002s1013.1.p
OG0004553	Bra022029, Bra017565, Bra025025	Carub.0008s0162.1.p
OG0004554	Bra000559	Carub.0006s3718.1.p
OG0004555	Bra010274, Bra011214, Bra011221, Bra024044	Carub.0007s0980.1.p
OG0004557	Bra031466	Carub.0002s0426.1.p
OG0004558	Bra010381	Carub.0007s1252.1.p
OG0004559	Bra020279	Carub.0008s2060.1.p
OG0004560	Bra034729, Bra039342, Bra001470	Carub.0003s1215.1.p
OG0004561	Bra015218, Bra039839	Carub.0003s2927.1.p
OG0004562	Bra001345, Bra029719	Carub.0003s0790.1.p
OG0004563	Bra030231, Bra038517	Carub.0004s0166.1.p
OG0004564	Bra010556, Bra010356, Bra017763, Bra011685	Carub.0007s0383.1.p
OG0004565	Bra035360	Carub.0007s3191.1.p
OG0004566	Bra023334, Bra008949	Carub.0006s1011.1.p
OG0004567	Bra031307, Bra001845, Bra023863	Carub.0003s2181.1.p
OG0004568	Bra037234, Bra039629	Carub.0003s3232.1.p
OG0004569	Bra029068, Bra003621	Carub.0008s1360.1.p
OG0004570	Bra006453	Carub.0003s0428.1.p
OG0004570	Bra013840, Bra019205	Carub.0007s1621.1.p
OG0004571	Bra006233, Bra023445, Bra008785	Carub.0006s1222.1.p
OG0004572	Bra020836, Bra019366, Bra013634	Carub.0007s1863.1.p, Carub.0007s1862.1.p
OG0004573	Bra006190, Bra008846, Bra023399	Carub.0006s1139.1.p
OG0004575	Bra004284, Bra010983	Carub.0002s1462.1.p
OG0004576	Bra038804, Bra020924, Bra013460	Carub.0007s2078.1.p
OG0004577	Bra019236, Bra004380, Bra038305	Carub.0002s1602.1.p
OG0004578	Bra034057, Bra001323	Carub.0003s0834.1.p
OG0004579	Bra023933, Bra035748, Bra035750, Bra035751	Carub.0003s2070.1.p
OG0004580	Bra034624, Bra017656, Bra011529	Carub.0007s0591.1.p
OG0004581	Bra032027	Carub.0003s0208.1.p
OG0004582	Bra000158, Bra004994, Bra017040	Carub.0004s2214.1.p
OG0004583	Bra038567, Bra038566	Carub.0003s3336.1.p
OG0004584	Bra029057	Carub.0008s1450.1.p, Carub.0008s1435.1.p, Carub.0008s1404.1.p, Carub.0008s1421.1.p
OG0004585	Bra023867, Bra001840, Bra031296, Bra031297, Bra023866	Carub.0003s2174.1.p
OG0004586	Bra025323, Bra039061	Carub.0005s0668.1.p
OG0004587	Bra022916, Bra005537	Carub.0004s1443.1.p
OG0004588	Bra019017	Carub.0001s4229.1.p, Carub.0003s1496.1.p
OG0004589	Bra039024, Bra018507, Bra010020, Bra039797, Bra029517	Carub.0006s3270.1.p
OG0004590	Bra014747, Bra003212, Bra007162, Bra007161	Carub.0005s2215.1.p
OG0004592	Bra038111, Bra030953, Bra039661	Carub.0001s4240.1.p
OG0004593	Bra022313	Carub.0003s1810.1.p
OG0004594	Bra018567, Bra031661	Carub.0001s0866.1.p
OG0004595	Bra030404, Bra018941, Bra018942	Carub.0006s2258.1.p, Carub.0006s2257.1.p
OG0004596	Bra027890	Carub.0002s0657.1.p
OG0004597	Bra002839	Carub.0008s1649.1.p
OG0004598	Bra038277	Carub.0005s1161.1.p, Carub.0005s1162.1.p, Carub.0005s1160.1.p
OG0004599	Bra004878, Bra000366, Bra040333	Carub.0004s2755.1.p
OG0004600	Bra003865, Bra016030, Bra008057	Carub.0002s1968.1.p
OG0004601	Bra036585, Bra020529	Carub.0006s2425.1.p, Carub.0006s1562.1.p
OG0004602	Bra020689, Bra029634, Bra040368	Carub.0003s0680.1.p
OG0004603	Bra011222, Bra024043, Bra010273	Carub.0007s0981.1.p
OG0004604	Bra037724, Bra037723	Carub.0004s2575.1.p
OG0004605	Bra000233, Bra016922, Bra004634, Bra004637, Bra027776	Carub.0004s2391.1.p
OG0004606	Bra018328, Bra021620	Carub.0004s1137.1.p
OG0004607	Bra008939, Bra006116, Bra023340	Carub.0006s1028.1.p
OG0004608	Bra008435, Bra003588, Bra035148	Carub.0002s2670.1.p
OG0004609	Bra004522	Carub.0004s2933.1.p
OG0004610	Bra039721	Carub.0007s2754.1.p
OG0004612	Bra007606, Bra003450, Bra014435	Carub.0005s2815.1.p
OG0004614	Bra018321, Bra021625, Bra022788	Carub.0004s1145.1.p
OG0004615	Bra031057, Bra025703, Bra016532	Carub.0001s1858.1.p
OG0004616	Bra007294	Carub.0005s2380.1.p, Carub.0005s2383.1.p
OG0004617	Bra003452	Carub.0005s2821.1.p
OG0004619	Bra034405, Bra032244	Carub.0001s3336.1.p
OG0004620	Bra018323	Carub.0008s0813.1.p
OG0004621	Bra005625, Bra021762	Carub.0004s1330.1.p
OG0004623	Bra009501, Bra028810	Carub.0006s0286.1.p
OG0004624	Bra006039, Bra028609, Bra009073, Bra039605	Carub.0006s0836.1.p
OG0004625	Bra006660, Bra031603, Bra002482, Bra020252, Bra020250	Carub.0008s2111.1.p
OG0004626	Bra007516, Bra026862, Bra016713	Carub.0001s1375.1.p
OG0004627	Bra027237, Bra021114, Bra001597	Carub.0003s1523.1.p
OG0004628	Bra032993, Bra032249, Bra014127	Carub.0001s3745.1.p
OG0004629	Bra037245, Bra024485, Bra039894	Carub.0003s3208.1.p
OG0004630	Bra020598, Bra036107, Bra036106, Bra009974	Carub.0006s2529.1.p
OG0004632	Bra002681, Bra006789	Carub.0008s1854.1.p
OG0004633	Bra016974, Bra000203, Bra004586	Carub.0004s2303.1.p
OG0004634	Bra000762, Bra029440	Carub.0006s3132.1.p
OG0004635	Bra003164, Bra007039, Bra014850	Carub.0005s2059.1.p
OG0004636	Bra012264, Bra016439, Bra025866	Carub.0001s2049.1.p
OG0004639	Bra015134	Carub.0003s2715.1.p
OG0004640	Bra009572	Carub.0006s0149.1.p
OG0004640	Bra001303	Carub.0003s0869.1.p
OG0004641	Bra020012, Bra037327	Carub.0005s0957.1.p, Carub.0006s2681.1.p
OG0004642	Bra030045, Bra030046, Bra010942	Carub.0001s2596.1.p
OG0004644	Bra011078	Carub.0007s3146.1.p, Carub.0002s1211.1.p, Carub.0003s3531.1.p, Carub.0003s3530.1.p, Carub.0003s3529.1.p, Carub.0007s1157.1.p, Carub.0007s1156.1.p
OG0004645	Bra037953	Carub.0008s0961.1.p
OG0004652	Bra023811, Bra033921	Carub.0003s2288.1.p
OG0004653	Bra011067, Bra024179	Carub.0007s1178.1.p, Carub.0007s1177.1.p
OG0004654	Bra028839, Bra005734, Bra009533	Carub.0006s0214.1.p
OG0004655	Bra028863	Carub.0006s0155.1.p
OG0004656	Bra033124, Bra029435	Carub.0006s3114.1.p
OG0004657	Bra004981, Bra000173	Carub.0004s2238.1.p, Carub.0033s0007.1.p
OG0004658	Bra023512, Bra006290	Carub.0006s1340.1.p
OG0004659	Bra002445	Carub.0006s2074.1.p, Carub.0008s2070.1.p
OG0004660	Bra025704, Bra031058	Carub.0001s1861.1.p
OG0004661	Bra020475, Bra009802, Bra036527	Carub.0006s2274.1.p
OG0004662	Bra000032, Bra005145	Carub.0004s1994.1.p
OG0004663	Bra015038, Bra028372	Carub.0003s2472.1.p
OG0004664	Bra032545	Carub.0001s0283.1.p
OG0004665	Bra031671, Bra030785, Bra020014	Carub.0001s0890.1.p, Carub.0001s3815.1.p
OG0004666	Bra002224, Bra020032	Carub.0006s1762.1.p
OG0004667	Bra002870, Bra028956	Carub.0008s1622.1.p
OG0004668	Bra004783	Carub.0004s2630.1.p
OG0004669	Bra002246, Bra020048, Bra006510	Carub.0006s1791.1.p
OG0004670	Bra041020	Carub.0003s2577.1.p
OG0004671	Bra020846, Bra013621, Bra013620	Carub.0009s0007.1.p
OG0004672	Bra016149	Carub.0002s1815.1.p
OG0004673	Bra024644	Carub.0001s2369.1.p
OG0004674	Bra002761, Bra035650	Carub.0008s1762.1.p
OG0004676	Bra039323, Bra000394	Carub.0004s2832.1.p
OG0004677	Bra037697	Carub.0004s2616.1.p
OG0004678	Bra007731	Carub.0005s2983.1.p
OG0004679	Bra025169, Bra036362, Bra017343	Carub.0005s0371.1.p
OG0004680	Bra038223, Bra022441	Carub.0003s1951.1.p
OG0004681	Bra029943, Bra018000, Bra019584	Carub.0005s1545.1.p
OG0004682	Bra016777	Carub.0001s1200.1.p
OG0004683	Bra008294	Carub.0002s2403.1.p
OG0004684	Bra005806, Bra009454, Bra028789	Carub.0006s0337.1.p
OG0004685	Bra017406, Bra026572, Bra024800	Carub.0005s0181.1.p
OG0004686	Bra009441	Carub.0006s0351.1.p
OG0004687	Bra000518	Carub.0007s3243.1.p, Carub.0007s3240.1.p
OG0004688	Bra026183, Bra026798	Carub.0127s0003.1.p, Carub.0001s1464.1.p
OG0004689	Bra004575, Bra004579	Carub.0001s0263.1.p
OG0004690	Bra000434, Bra040478, Bra004501	Carub.0004s2959.1.p
OG0004692	Bra017034	Carub.0005s2221.1.p
OG0004694	Bra004509, Bra040486	Carub.0004s2948.1.p
OG0004695	Bra036297, Bra000898	Carub.0006s3518.1.p
OG0004696	Bra017658, Bra034628, Bra011536	Carub.0007s0584.1.p
OG0004698	Bra035777	Carub.0003s2042.1.p
OG0004699	Bra025554, Bra030331	Carub.0007s3481.1.p
OG0004700	Bra015715, Bra003702, Bra008286	Carub.0002s2376.1.p
OG0004701	Bra028370, Bra015036, Bra001945	Carub.0003s2469.1.p
OG0004702	Bra031621, Bra018638	Carub.0001s0764.1.p
OG0004703	Bra015634, Bra003659, Bra008343	Carub.0002s2497.1.p
OG0004704	Bra007940, Bra003944, Bra016191	Carub.0002s1748.1.p
OG0004705	Bra015287, Bra030554, Bra027396	Carub.0001s0323.1.p
OG0004706	Bra037637, Bra000362	Carub.0004s2732.1.p
OG0004707	Bra012859, Bra038891	Carub.0005s1765.1.p
OG0004708	Bra020914, Bra013480, Bra038796	Carub.0007s2055.1.p
OG0004709	Bra010401, Bra019045, Bra026343	Carub.0007s1335.1.p
OG0004710	Bra011174, Bra010296, Bra024095	Carub.0007s1040.1.p
OG0004712	Bra013766	Carub.0007s1696.1.p
OG0004713	Bra024799, Bra030641, Bra032432, Bra015484, Bra017447	Carub.0001s0557.1.p
OG0004714	Bra010015, Bra036124	Carub.0006s2614.1.p, Carub.0048s0001.1.p, Carub.0006s2615.1.p, Carub.0007s3766.1.p, Carub.0006s2613.1.p
OG0004715	Bra001541, Bra021543, Bra027355	Carub.0003s1392.1.p
OG0004716	Bra037835	Carub.0008s2685.1.p
OG0004717	Bra003466	Carub.0005s2846.1.p, Carub.0003s3432.1.p
OG0004718	Bra011285, Bra010228	Carub.0007s0896.1.p
OG0004720	Bra002637, Bra006754	Carub.0008s1916.1.p, Carub.0005s1508.1.p
OG0004721	Bra002259, Bra020060, Bra006516	Carub.0006s1811.1.p
OG0004722	Bra003169	Carub.0005s2066.1.p
OG0004723	Bra030095, Bra032900, Bra032901	Carub.0001s2683.1.p
OG0004724	Bra030827, Bra038026, Bra037095	Carub.0001s4449.1.p
OG0004725	Bra009049	Carub.0006s0868.1.p
OG0004725	Bra009048	Carub.0006s0869.1.p
