Orthogroup	Brassica_rapa	Brassica_oleracea
OG0005547	Bra014591	Bo8g092380, Bo00895s050
OG0005548	Bra006372	Bo3g012250
OG0005548	Bra008592	Bo00967s010, Bo9g161760, Bo9g151640
OG0005549	Bra004096	Bo6g099030
OG0005549	Bra004217	Bo6g103720
OG0005549	Bra034007	Bo2g055720
OG0005551	Bra024015	Bo7g115030
OG0005551	Bra010243	Bo3g175020, Bo1g011450
OG0005552	Bra004693	Bo4g016000
OG0005552	Bra016877	Bo4g191530
OG0005552	Bra000257	Bo3g036030
OG0005553	Bra007415	Bo8g092870
OG0005553	Bra003352	Bo6g076040
OG0005553	Bra014555	Bo4g108240
OG0005554	Bra001896	Bo3g081510
OG0005554	Bra023780	Bo1g103550
OG0005555	Bra005574, Bra022879	Bo3g026580
OG0005556	Bra028642	Bo2g009280
OG0005556	Bra009372	Bo9g174150
OG0005557	Bra037224	Bo9g026060
OG0005557	Bra039615	Bo7g011260
OG0005558	Bra023003	Bo3g028210
OG0005558	Bra017331	Bo4g183100
OG0005558	Bra005361	Bo4g038940
OG0005559	Bra017265	Bo4g185950
OG0005559	Bra005302	Bo4g035120
OG0005560	Bra020128	Bo2g023170
OG0005560	Bra006577	Bo3g015350
OG0005560	Bra002331	Bo9g151490
OG0005561	Bra003059	Bo9g111230
OG0005561	Bra029071	Bo3g022680
OG0005561	Bra022654	Bo2g045840
OG0005562	Bra000217	Bo3g035440
OG0005562	Bra004605	Bo4g013020
OG0005562	Bra016949	Bo4g190720
OG0005563	Bra015600	Bo6g010580
OG0005563	Bra027439	Bo9g058360
OG0005564	Bra009977	Bo7g093410
OG0005564	Bra039466	Bo5g146720
OG0005564	Bra040637	Bo1g151780
OG0005565	Bra002836	Bo9g123640
OG0005565	Bra035609	Bo2g036470
OG0005565	Bra028943	Bo3g021160
OG0005566	Bra036947, Bra036946	Bo6g003330
OG0005567	Bra002018	Bo7g015050
OG0005567	Bra013034	Bo3g092020
OG0005567	Bra037283	Bo9g024360
OG0005568	Bra009907	Bo7g095180
OG0005568	Bra020528	Bo1g046570
OG0005569	Bra032979	Bo7g084180, Bo2g140330
OG0005570	Bra009098	Bo9g177280
OG0005570	Bra028765	Bo2g006890
OG0005571	Bra040955, Bra014079	Bo8g017980
OG0005572	Bra040320	Bo4g195430
OG0005572	Bra004892	Bo4g024410
OG0005572	Bra000382	Bo3g037670
OG0005573	Bra022143	Bo2g133490
OG0005573	Bra017476	Bo9g069650
OG0005573	Bra024933	Bo7g077710
OG0005574	Bra001935	Bo3g082080
OG0005574	Bra015020	Bo02198s010
OG0005575	Bra002228, Bra006500	Bo3g013640
OG0005576	Bra017402	Bo9g072880
OG0005576	Bra026567	Bo2g136690
OG0005576	Bra024788	Bo7g080940
OG0005577	Bra012288	Bo7g059830
OG0005577	Bra017933	Bo5g034620
OG0005577	Bra016413	Bo8g070960
OG0005578	Bra009860	Bo7g095730
OG0005578	Bra020513	Bo01911s010, Bo2g158470
OG0005579	Bra019666	Bo8g068670, Bo8g065980, Bo5g019390
OG0005580	Bra004367	Bo6g108660
OG0005580	Bra004005	Bo6g095660
OG0005580	Bra004006	Bo6g095680
OG0005580	Bra038318	Bo2g062900
OG0005581	Bra003753	Bo6g086340
OG0005581	Bra008197	Bo2g083780
OG0005581	Bra015845	Bo6g119600
OG0005582	Bra018340	Bo4g059810
OG0005582	Bra021604	Bo4g170730
OG0005583	Bra005826	Bo3g003020
OG0005583	Bra028777	Bo2g006740
OG0005583	Bra009415	Bo9g177590
OG0005584	Bra027953	Bo9g055820
OG0005585	Bra000356	Bo3g037320
OG0005585	Bra004851	Bo4g023900
OG0005586	Bra009412	Bo9g177560
OG0005587	Bra039383	Bo1g138450
OG0005587	Bra001496	Bo3g065440
OG0005588	Bra018125	Bo12827s010
OG0005588	Bra007461	Bo3g134730, Bo8g094370, Bo8g094380, Bo8g094360
OG0005589	Bra023505	Bo2g012390
OG0005589	Bra006283	Bo3g010100
OG0005589	Bra008719	Bo9g165380
OG0005590	Bra002168	Bo9g154770
OG0005590	Bra006466	Bo3g013220
OG0005590	Bra023684	Bo2g016580
OG0005591	Bra032605, Bra025797	Bo8g117650
OG0005591	Bra032606	Bo5g034930
OG0005592	Bra001609	Bo3g068060
OG0005592	Bra027203	Bo5g126590
OG0005593	Bra031853	Bo2g168270
OG0005593	Bra037822	Bo9g018800
OG0005593	Bra024399	Bo3g097960
OG0005594	Bra029543	Bo9g076500
OG0005595	Bra025868, Bra014004	Bo5g031990
OG0005595	Bra016437	Bo8g070590
OG0005595	Bra012266	Bo7g059710
OG0005596	Bra030054, Bra010932	Bo7g049760, Bo3g141650
OG0005597	Bra020657	Bo2g150520
OG0005597	Bra037430	Bo7g092590
OG0005598	Bra007550	Bo8g095360
OG0005598	Bra014478	Bo4g104880
OG0005599	Bra004613	Bo4g013140
OG0005599	Bra000222	Bo3g035530
OG0005600	Bra013870	Bo1g039780
OG0005600	Bra037173	Bo9g022010
OG0005601	Bra036536	Bo9g011440
OG0005601	Bra009824	Bo7g096180
OG0005601	Bra020490	Bo2g158960
OG0005602	Bra033187	Bo2g110400
OG0005603	Bra013038	Bo3g091870
OG0005603	Bra002011	Bo7g016100
OG0005603	Bra037286	Bo9g024290
OG0005604	Bra009569	Bo9g183410
OG0005604	Bra028865	Bo2g002710
OG0005604	Bra005755	Bo3g002040
OG0005605	Bra017324	Bo4g183220
OG0005605	Bra005355	Bo4g038760
OG0005605	Bra023007	Bo3g028250
OG0005606	Bra008285	Bo2g091220
OG0005606	Bra015716	Bo6g120870
OG0005606	Bra003703	Bo6g083690
OG0005607	Bra030603, Bra015387	Bo5g005210
OG0005608	Bra002265	Bo9g152410
OG0005608	Bra006522	Bo3g013870
OG0005608	Bra020067	Bo2g018410
OG0005609	Bra007231	Bo8g090680
OG0005609	Bra003235	Bo01128s010
OG0005610	Bra028689	Bo2g008710
OG0005610	Bra012950	Bo7g098760
OG0005611	Bra012011, Bra000509	Bo3g040490
OG0005612	Bra023042, Bra023041	Bo3g028670
OG0005612	Bra005307	Bo4g036160
OG0005612	Bra017280	Bo4g184800
OG0005613	Bra023536	Bo2g012760
OG0005613	Bra006320	Bo3g010700, Bo1g006960
OG0005614	Bra004641	Bo4g013420
OG0005614	Bra003805, Bra000237	Bo3g035770
OG0005615	Bra019935	Bo5g010880
OG0005616	Bra016509	Bo8g068470
OG0005616	Bra025729, Bra025731	Bo5g027390
OG0005617	Bra009618	Bo9g184860
OG0005617	Bra005703	Bo3g001690
OG0005617	Bra028883	Bo2g002450
OG0005618	Bra002896	Bo2g038890, Bo9g120720
OG0005619	Bra002969	Bo9g117570
OG0005619	Bra029012	Bo3g021960, Bo3g021980
OG0005620	Bra028553	Bo2g010220
OG0005620	Bra008993	Bo9g171570
OG0005620	Bra006086	Bo3g006880
OG0005621	Bra031932, Bra024270	Bo3g101600
OG0005621	Bra037764	Bo9g017970
OG0005622	Bra023204	Bo5g068180
OG0005622	Bra038438	Bo2g008560, Bo8g031990
OG0005623	Bra004531	Bo4g008170
OG0005623	Bra035645	Bo2g024720
OG0005624	Bra015225	Bo7g021490
OG0005624	Bra013103	Bo3g088740
OG0005624	Bra013102	Bo3g088770
OG0005625	Bra009742, Bra006947, Bra019161, Bra012402	Bo7g097080
OG0005625	Bra026464	Bo9g013740, Bo9g013720, Bo9g013640
OG0005626	Bra019247	Bo7g109320
OG0005626	Bra010548	Bo3g154260
OG0005626	Bra013758	Bo1g037500
OG0005627	Bra001240, Bra029629	Bo3g061110
OG0005628	Bra006448, Bra002146	Bo9g157340
OG0005629	Bra036972	Bo7g116490
OG0005629	Bra034592	Bo3g169320
OG0005630	Bra035104	Bo5g003120, Bo6g123730
OG0005630	Bra003615	Bo6g081100
OG0005630	Bra008406	Bo2g095180
OG0005631	Bra010108	Bo3g107310
OG0005632	Bra001148	Bo3g058940
OG0005632	Bra039436	Bo5g145370
OG0005633	Bra034987, Bra011596	Bo1g006640
OG0005633	Bra020806	Bo3g166990
OG0005634	Bra035713	Bo9g097200
OG0005634	Bra022759	Bo3g024090
OG0005634	Bra022527	Bo2g050710
OG0005635	Bra006881	Bo8g081210
OG0005635	Bra012835	Bo7g101210
OG0005635	Bra033476	Bo4g125870
OG0005636	Bra009580	Bo9g183520
OG0005636	Bra005729	Bo2g002610, Bo3g001940
OG0005637	Bra004801	Bo3g037100, Bo3g037090, Bo4g021240
OG0005638	Bra028921	Bo3g020840
OG0005638	Bra002812	Bo9g126060
OG0005638	Bra035624	Bo2g034170
OG0005639	Bra029292, Bra029291	Bo2g161820, Bo2g161830
OG0005639	Bra010049	Bo3g108110
OG0005640	Bra006125	Bo3g007330
OG0005640	Bra023348, Bra008929	Bo9g169790
OG0005641	Bra015635	Bo6g121720
OG0005642	Bra039279	Bo4g197150
OG0005642	Bra004532	Bo4g008180
OG0005643	Bra035675	Bo4g166710, Bo4g166720
OG0005644	Bra023897	Bo1g108220
OG0005644	Bra031261	Bo5g103530
OG0005645	Bra013903	Bo1g040330
OG0005645	Bra019150	Bo7g110440
OG0005646	Bra018335	Bo4g059700
OG0005646	Bra021612	Bo4g170770
OG0005646	Bra022780	Bo3g024350
OG0005648	Bra020136	Bo2g023260
OG0005648	Bra002341	Bo9g150230
OG0005649	Bra003110	Bo9g108520
OG0005649	Bra027641	Bo9g029070
OG0005650	Bra029680	Bo5g140180
OG0005650	Bra001266	Bo3g061430
OG0005650	Bra040030	Bo1g147160
OG0005651	Bra021521	Bo1g134740
OG0005651	Bra001532	Bo3g065850
OG0005651	Bra027384	Bo5g131870
OG0005652	Bra039990	Bo4g169470
OG0005652	Bra018371	Bo4g061290
OG0005653	Bra025805	Bo5g050640
OG0005653	Bra016471	Bo8g070080
OG0005654	Bra017734	Bo7g117650
OG0005654	Bra011647	Bo1g006120
OG0005654	Bra010506	Bo3g156800
OG0005655	Bra040540	Bo1g150540
OG0005655	Bra001153	Bo5g145310, Bo3g058990
OG0005656	Bra000783	Bo3g048700
OG0005656	Bra029479	Bo9g078310
OG0005657	Bra007345	Bo8g092060
OG0005657	Bra003294	Bo6g073100
OG0005658	Bra006419	Bo3g012760
OG0005658	Bra002104	Bo9g159870
OG0005658	Bra023636	Bo2g013910
OG0005659	Bra026995	Bo8g108450
OG0005659	Bra016794, Bra019739	Bo9g093800, Bo5g017270
OG0005660	Bra030232	Bo4g149750
OG0005660	Bra038518	Bo8g101080
OG0005661	Bra029279, Bra029278	Bo2g163940
OG0005661	Bra035904	Bo9g014840
OG0005662	Bra034725	Bo5g133120
OG0005662	Bra039345	Bo1g138910
OG0005662	Bra001473	Bo3g065160
OG0005663	Bra029787	Bo5g138100
OG0005663	Bra029786	Bo3g061870, Bo5g138110
OG0005664	Bra018764, Bra018762	Bo6g015810
OG0005664	Bra032269	Bo5g072920
OG0005664	Bra014162	Bo8g012710
OG0005665	Bra003052	Bo9g111300
OG0005665	Bra029066	Bo3g022620
OG0005665	Bra022657	Bo2g044720
OG0005666	Bra035023	Bo6g121880
OG0005666	Bra003652	Bo6g081750
OG0005666	Bra008353	Bo2g093310
OG0005667	Bra007774	Bo8g098940
OG0005667	Bra034284	Bo4g159930
OG0005668	Bra023984	Bo7g115400
OG0005668	Bra011297	Bo1g010990
OG0005669	Bra025237	Bo7g084050
OG0005669	Bra039102	Bo9g008080
OG0005669	Bra032963	Bo00285s650
OG0005670	Bra025076	Bo7g072570
OG0005670	Bra021981	Bo2g127280
OG0005671	Bra009639	Bo9g185050
OG0005672	Bra004318	Bo6g106990
OG0005672	Bra033923	Bo2g060040
OG0005672	Bra004033	Bo6g096060
OG0005673	Bra011582	Bo1g006760
OG0005673	Bra017691	Bo7g117180
OG0005673	Bra034672	Bo3g167250
OG0005674	Bra030391	Bo6g039750
OG0005674	Bra018962	Bo6g027980, Bo6g027780
OG0005675	Bra017122	Bo4g187570
OG0005675	Bra000057	Bo3g032420
OG0005676	Bra005293	Bo4g034970
OG0005676	Bra017254	Bo4g186060
OG0005676	Bra017255	Bo4g186050
OG0005676	Bra023055	Bo3g029980
OG0005677	Bra022373	Bo5g116810
OG0005677	Bra007423	Bo8g092990
OG0005678	Bra034662	Bo3g167410
OG0005678	Bra011571	Bo1g006870
OG0005679	Bra020546	Bo2g155960
OG0005679	Bra036563	Bo9g011080
OG0005679	Bra009885	Bo7g095430
OG0005680	Bra004908	Bo4g024610
OG0005680	Bra040312	Bo4g195510
OG0005681	Bra037638	Bo4g195150
OG0005681	Bra004863	Bo4g024030
OG0005681	Bra000361	Bo3g037370
OG0005682	Bra010567	Bo3g153990
OG0005682	Bra011699	Bo1g005490
OG0005682	Bra017771	Bo7g118090
OG0005683	Bra011487	Bo1g007660
OG0005684	Bra026925	Bo8g107610
OG0005684	Bra019811	Bo5g015320
OG0005685	Bra018649	Bo5g008790
OG0005685	Bra019682, Bra030714	Bo8g010960
OG0005685	Bra031615	Bo8g112630
OG0005686	Bra037116	Bo01440s010, Bo9g020270
OG0005686	Bra012156	Bo7g063690
OG0005687	Bra017191	Bo4g186890
OG0005687	Bra005201	Bo4g030610
OG0005688	Bra028547	Bo6g067110
OG0005688	Bra040687	Bo4g122750
OG0005689	Bra022817	Bo3g024860
OG0005689	Bra021674	Bo4g173620
OG0005690	Bra006498	Bo3g013620
OG0005690	Bra002220	Bo9g153960
OG0005690	Bra023711	Bo2g017780
OG0005691	Bra002043	Bo1g141030
OG0005691	Bra034837, Bra034835	Bo5g136470
OG0005692	Bra001615	Bo3g068130
OG0005692	Bra027199	Bo5g126550
OG0005692	Bra021147	Bo1g124900
OG0005693	Bra017601	Bo9g061540
OG0005694	Bra032953	Bo00285s530
OG0005694	Bra025229	Bo7g083910
OG0005695	Bra004306	Bo6g106810, Bo6g106830
OG0005695	Bra004289	Bo6g106630
OG0005696	Bra027538	Bo9g059800
OG0005696	Bra033732	Bo7g067270
OG0005697	Bra035956	Bo9g014360
OG0005697	Bra029352	Bo2g161140
OG0005697	Bra013003	Bo7g098050
OG0005698	Bra039730	Bo8g038150
OG0005699	Bra012728	Bo7g104320
OG0005700	Bra029211	Bo2g165780
OG0005700	Bra029212	Bo2g165770
OG0005700	Bra038648	Bo3g103260
OG0005701	Bra014054	Bo8g020430
OG0005701	Bra040634	Bo6g008100
OG0005702	Bra001076	Bo3g057050
OG0005703	Bra017102	Bo4g187790
OG0005703	Bra000091	Bo3g032770
OG0005704	Bra039384	Bo1g138440
OG0005704	Bra001497	Bo3g065460
OG0005704	Bra034691	Bo5g132640
OG0005705	Bra034458	Bo5g086610
OG0005705	Bra028016	Bo6g046710
OG0005706	Bra006171	Bo3g008910
OG0005706	Bra023384	Bo2g011010
OG0005707	Bra006413	Bo3g012690
OG0005707	Bra013968	Bo9g160110
OG0005708	Bra035105	Bo6g123740
OG0005708	Bra003614	Bo6g081090
OG0005709	Bra013614	Bo1g027240
OG0005709	Bra019378	Bo7g107940
OG0005710	Bra006065	Bo3g006680
OG0005710	Bra009026	Bo9g171990
OG0005710	Bra028584	Bo2g009900
OG0005711	Bra034266	Bo4g158730
OG0005711	Bra007628	Bo8g097260
OG0005712	Bra016549	Bo8g067970
OG0005713	Bra001424	Bo3g064620
OG0005713	Bra038683	Bo1g139780
OG0005713	Bra034806	Bo5g135090
OG0005714	Bra028888	Bo2g002400
OG0005714	Bra005696	Bo3g010460, Bo3g001590
OG0005715	Bra011173	Bo1g014420
OG0005715	Bra024097	Bo7g114310
OG0005715	Bra010297	Bo3g175710
OG0005716	Bra026970	Bo8g108160
OG0005717	Bra016658	Bo8g066480
OG0005717	Bra026761	Bo8g106020
OG0005717	Bra026130	Bo5g020900
OG0005721	Bra027567	Bo4g064690
OG0005721	Bra027568	Bo4g064680
OG0005721	Bra025111	Bo00613s060
OG0005722	Bra031779	Bo8g108710
OG0005722	Bra031778	Bo8g108720, Bo8g108750
OG0005723	Bra004061	Bo6g098400
OG0005723	Bra033971	Bo2g056330
OG0005724	Bra018091	Bo8g076570
OG0005724	Bra033777	Bo1g076870
OG0005725	Bra038041	Bo8g100400, Bo2g131390, Bo01455s020, Bo6g050770, Bo6g080640, Bo8g054290, Bo4g074140, Bo1g098620, Bo6g003580, Bo4g039250, Bo5g121320, Bo2g018570, Bo8g067240, Bo5g052300, Bo5g020140, Bo3g044520
OG0005726	Bra018961	Bo6g027960
OG0005726	Bra000688	Bo3g044370
OG0005727	Bra011589	Bo1g006680
OG0005728	Bra029296	Bo2g161790
OG0005728	Bra010045, Bra036933	Bo3g108180
OG0005729	Bra003992, Bra007868	Bo2g064210
OG0005729	Bra004398	Bo6g109150, Bo6g109130
OG0005730	Bra001915	Bo3g081830, Bo2g064550
OG0005730	Bra028322	Bo1g101650
OG0005731	Bra036578, Bra036581	Bo9g010920, Bo01097s030
OG0005731	Bra009899, Bra020534	Bo2g156210
OG0005734	Bra007710, Bra040807, Bra033902	Bo9g043890, Bo3g001030, Bo3g146370, Bo5g063170, Bo4g181950, Bo5g063160, Bo9g088120, Bo4g014590, Bo5g062650, Bo01190s020, Bo7g088540, Bo3g094080, Bo00534s020, Bo7g071350, Bo2g158540, Bo3g141460, Bo4g114130
OG0005735	Bra026694	Bo1g063780
OG0005735	Bra013704	Bo5g126110
OG0005735	Bra010444	Bo2g105050
OG0005735	Bra002037	Bo1g090530
OG0005735	Bra023916	Bo7g031380, Bo3g122250
OG0005736	Bra038148, Bra009995, Bra014615, Bra021347, Bra007531	Bo9g172160
OG0005736	Bra037946, Bra038633, Bra038190, Bra038191, Bra028076, Bra015165	Bo2g110480
OG0005736	Bra036398	Bo03137s010, Bo01342s010, Bo6g026340, Bo8g058470
OG0005737	Bra025536	Bo4g139570
OG0005737	Bra035710	Bo6g110930, Bo5g082400, Bo6g056070, Bo7g005810, Bo05096s010, Bo2g132120, Bo7g025390, Bo5g101270, Bo4g082290
OG0005737	Bra014701	Bo7g040670, Bo4g137890, Bo3g130100, Bo8g016700, Bo2g062930, Bo5g085330, Bo9g152490
OG0005740	Bra021309	Bo5g039130
OG0005740	Bra033835, Bra036369, Bra034463, Bra038391, Bra039876, Bra032250, Bra040989, Bra041011, Bra028197, Bra040921, Bra010056, Bra019579, Bra010145, Bra024279, Bra031251, Bra022098, Bra038433	Bo1g058770
OG0005745	Bra004465	Bo4g004670
OG0005746	Bra004455	Bo4g003500
OG0005746	Bra000454	Bo3g039700
OG0005747	Bra034719	Bo5g133050
OG0005747	Bra039353	Bo3g065200, Bo1g138800
OG0005748	Bra019393, Bra013598	Bo1g027090
OG0005749	Bra041167, Bra040290	Bo1g147720
OG0005749	Bra001216	Bo3g060820
OG0005750	Bra006216	Bo3g009360
OG0005750	Bra008801	Bo9g166440
OG0005751	Bra012847	Bo7g101010
OG0005751	Bra038908	Bo1g059060
OG0005751	Bra036788	Bo8g081440
OG0005752	Bra012699	Bo7g104630
OG0005752	Bra038493	Bo1g053480
OG0005753	Bra006788	Bo3g018990
OG0005753	Bra020398	Bo2g028920
OG0005753	Bra002679	Bo9g133640
OG0005754	Bra033783	Bo1g072540
OG0005754	Bra018099	Bo3g136960
OG0005754	Bra019519	Bo3g113820
OG0005756	Bra032405	Bo5g063200
OG0005756	Bra039865	Bo8g037920
OG0005757	Bra023674	Bo2g016490
OG0005757	Bra006460	Bo3g013160
OG0005757	Bra002159	Bo9g155940
OG0005758	Bra019013	Bo6g031110
OG0005758	Bra019012	Bo6g031100
OG0005759	Bra015313	Bo5g004560
OG0005759	Bra030568	Bo8g002920
OG0005760	Bra016581	Bo8g028560
OG0005760	Bra023302	Bo5g049540
OG0005761	Bra007079	Bo8g083740
OG0005761	Bra014809	Bo4g119870
OG0005762	Bra001951	Bo3g083280
OG0005763	Bra019559	Bo8g077230, Bo3g111240
OG0005766	Bra007875	Bo2g064390
OG0005766	Bra004407	Bo6g110290
OG0005766	Bra003986	Bo6g095270
OG0005767	Bra014092	Bo8g016720
OG0005767	Bra032228	Bo5g071250
OG0005768	Bra020135	Bo2g023250
OG0005768	Bra002338	Bo9g150390
OG0005769	Bra019557	Bo3g112260
OG0005769	Bra022649, Bra018043	Bo8g077200
OG0005770	Bra013293, Bra012612	Bo7g105820, Bo7g105850
OG0005771	Bra007341	Bo8g092010
OG0005771	Bra014617	Bo6g073020, Bo4g111040
OG0005772	Bra023083	Bo3g031320
OG0005772	Bra005238	Bo4g031120
OG0005772	Bra017220	Bo4g186440
OG0005773	Bra007641	Bo8g097440
OG0005774	Bra027821	Bo9g045280
OG0005777	Bra032205	Bo5g070930
OG0005777	Bra014022	Bo8g021910
OG0005778	Bra023168	Bo5g065820
OG0005779	Bra039952	Bo5g097030
OG0005779	Bra001867	Bo3g080180
OG0005780	Bra005911	Bo3g004030, Bo3g004000
OG0005780	Bra009225	Bo9g175850
OG0005781	Bra003195	Bo6g068290
OG0005782	Bra019243	Bo7g109360
OG0005782	Bra013770	Bo1g037600
OG0005783	Bra040681	Bo7g005690
OG0005783	Bra031087	Bo9g027730, Bo8g102660
OG0005784	Bra034185	Bo9g006290
OG0005784	Bra018518	Bo2g103300
OG0005785	Bra006040	Bo3g005360
OG0005785	Bra028608	Bo9g173660, Bo2g009630
OG0005786	Bra021716	Bo4g176160
OG0005786	Bra018261	Bo4g052330
OG0005787	Bra017071	Bo4g188200
OG0005787	Bra005039	Bo4g026360
OG0005788	Bra026868	Bo8g107130
OG0005788	Bra019696	Bo5g017950
OG0005789	Bra005371	Bo4g039060
OG0005789	Bra038030	Bo9g137160, Bo9g137140
OG0005790	Bra037130	Bo9g020440
OG0005790	Bra012127	Bo7g064130
OG0005791	Bra032662	Bo8g118210
OG0005791	Bra033221	Bo5g001290
OG0005792	Bra000069	Bo3g032540
OG0005792	Bra005095	Bo4g027160
OG0005793	Bra027704, Bra040916	Bo9g030990, Bo9g032310, Bo02237s020
OG0005794	Bra016016	Bo6g116480
OG0005794	Bra008071	Bo2g079330
OG0005795	Bra030203	Bo4g151050
OG0005795	Bra039934	Bo8g100780
OG0005796	Bra003036	Bo5g086840
OG0005796	Bra020619	Bo2g151860
OG0005797	Bra018035	Bo8g077290
OG0005797	Bra019562, Bra019561	Bo3g111110
OG0005798	Bra001290	Bo3g061780
OG0005798	Bra029813	Bo5g137790
OG0005799	Bra014397	Bo4g098550
OG0005799	Bra003508	Bo6g079610
OG0005800	Bra009606	Bo9g184740
OG0005800	Bra028880	Bo2g002490
OG0005801	Bra016117	Bo6g113260
OG0005801	Bra003914	Bo6g093040
OG0005802	Bra022090	Bo9g066880, Bo7g077130, Bo2g131880, Bo02553s010
OG0005803	Bra000157	Bo3g034600
OG0005803	Bra004995	Bo4g025680
OG0005804	Bra028343	Bo1g101350
OG0005804	Bra001918	Bo3g081890
OG0005804	Bra014979	Bo7g039070
OG0005807	Bra016161	Bo6g112700
OG0005807	Bra007960	Bo2g070790
OG0005807	Bra003937	Bo6g094440
OG0005808	Bra027964	Bo9g056010, Bo9g055960, Bo02457s010
OG0005809	Bra032355	Bo5g062280
OG0005809	Bra010801	Bo3g147560
OG0005810	Bra013835	Bo1g039320
OG0005810	Bra019208	Bo7g109760
OG0005811	Bra023679, Bra006463	Bo3g013190
OG0005811	Bra002163	Bo9g154860
OG0005812	Bra000289	Bo3g036380
OG0005812	Bra004746	Bo4g019600
OG0005813	Bra026190	Bo5g020010
OG0005813	Bra026805	Bo8g106560
OG0005814	Bra012110	Bo7g064380
OG0005815	Bra018737	Bo6g014410
OG0005815	Bra001692	Bo5g121390, Bo3g071340
OG0005816	Bra019768	Bo5g016860
OG0005817	Bra018369	Bo4g061250
OG0005817	Bra039993	Bo4g169520
OG0005818	Bra021025	Bo8g049860
OG0005818	Bra019066, Bra012619	Bo7g105730
OG0005819	Bra010073	Bo3g107760
OG0005819	Bra029268	Bo2g164050
OG0005820	Bra001187	Bo3g060460
OG0005821	Bra003556	Bo6g080220
OG0005822	Bra031420	Bo1g098330
OG0005822	Bra031418	Bo1g098330
OG0005823	Bra014105	Bo8g016380
OG0005824	Bra010126	Bo3g107100
OG0005825	Bra036517	Bo9g012630
OG0005825	Bra029407, Bra009768	Bo7g096790
OG0005826	Bra006811	Bo3g019230
OG0005826	Bra020428	Bo9g133340, Bo2g030240
OG0005827	Bra040041	Bo1g145120
OG0005827	Bra001277	Bo3g061550
OG0005827	Bra029688	Bo5g140080
OG0005828	Bra004591	Bo4g012820
OG0005828	Bra016964	Bo4g190570
OG0005828	Bra000211	Bo3g035250
OG0005829	Bra038881	Bo1g060490
OG0005829	Bra036837	Bo8g081880
OG0005830	Bra035639	Bo2g032920
OG0005831	Bra001221	Bo3g060870
OG0005831	Bra029608	Bo5g143130
OG0005831	Bra040296	Bo1g147670
OG0005832	Bra027392	Bo5g132010
OG0005832	Bra021513	Bo1g134830
OG0005833	Bra018454	Bo5g010630, Bo8g059220, Bo8g059230
OG0005834	Bra036993, Bra036976	Bo7g116270
OG0005834	Bra011456	Bo1g007980
OG0005835	Bra040544	Bo1g098300, Bo4g086990
OG0005835	Bra040972	Bo1g098290
OG0005836	Bra037819	Bo9g018750
OG0005836	Bra024393	Bo3g099120
OG0005837	Bra030831	Bo3g185640
OG0005837	Bra038021	Bo6g035810
OG0005838	Bra038064, Bra012763	Bo1g055390, Bo7g104000, Bo8g042110
OG0005839	Bra009581	Bo9g183530
OG0005839	Bra005728	Bo3g001930
OG0005840	Bra009036	Bo9g172180
OG0005841	Bra035059, Bra008377	Bo2g094640, Bo2g132150, Bo06241s010
OG0005842	Bra039255	Bo1g087880
OG0005843	Bra005907	Bo3g003970
OG0005843	Bra009219	Bo9g175900
OG0005844	Bra035102	Bo6g123710
OG0005844	Bra003616	Bo6g081110
OG0005845	Bra004079, Bra004243	Bo6g104050
OG0005847	Bra005677	Bo3g001360
OG0005848	Bra015269	Bo5g004110
OG0005848	Bra010311, Bra030543	Bo8g002620
OG0005849	Bra037586	Bo1g117630
OG0005849	Bra014783, Bra001704	Bo3g071490
OG0005850	Bra028639	Bo2g009310
OG0005851	Bra023622	Bo2g013770
OG0005851	Bra013970	Bo9g160140
OG0005852	Bra030165	Bo3g052740
OG0005853	Bra007576	Bo8g095670
OG0005853	Bra003438	Bo6g077470
OG0005854	Bra030550	Bo8g002690
OG0005855	Bra023572	Bo2g013130
OG0005855	Bra008614	Bo9g163090
OG0005856	Bra030486	Bo5g079950
OG0005857	Bra024931	Bo7g077730
OG0005857	Bra024977	Bo7g077060
OG0005858	Bra007620	Bo8g096130
OG0005859	Bra011393	Bo1g008730, Bo1g008780
OG0005859	Bra037037	Bo7g115890
OG0005860	Bra008462	Bo2g095840
OG0005861	Bra028959	Bo3g021350
OG0005861	Bra002874	Bo9g121040
OG0005862	Bra000162	Bo4g025640, Bo3g034650
OG0005863	Bra034989	Bo3g127640, Bo5g019250
OG0005864	Bra009028	Bo9g172010
OG0005864	Bra006064	Bo3g006670, Bo03342s010
OG0005865	Bra005912	Bo3g004040
OG0005865	Bra009228	Bo9g175820
OG0005865	Bra028717	Bo2g007410
OG0005866	Bra009810	Bo7g096270
OG0005866	Bra020481	Bo2g159050
OG0005867	Bra020414	Bo2g029110
OG0005867	Bra002699	Bo9g133470
OG0005868	Bra020223	Bo2g024530
OG0005868	Bra020224	Bo2g024540
OG0005868	Bra002438	Bo9g148110, Bo9g148080
OG0005869	Bra013434	Bo1g022090
OG0005870	Bra013452	Bo00956s010, Bo1g091780
OG0005871	Bra021258	Bo1g119430
OG0005871	Bra001671	Bo3g069000
OG0005871	Bra022225	Bo5g122830
OG0005872	Bra028657	Bo2g009090
OG0005872	Bra005992	Bo3g004920
OG0005873	Bra005667	Bo3g001260
OG0005874	Bra023440	Bo2g011600
OG0005874	Bra008793	Bo9g166320
OG0005874	Bra006222	Bo3g009410
OG0005875	Bra008336	Bo2g093040
OG0005876	Bra011688	Bo1g005600
