Orthogroup	Brassica_rapa	Thellungiella_parvula
OG0005549	Bra004096, Bra004217, Bra034007	Sp5g22250.1
OG0005551	Bra010243	Sp7g29150.1
OG0005552	Bra004693, Bra016877, Bra000257	Sp4g24570.1
OG0005553	Bra007415, Bra003352, Bra014555	Sp5g04120.1
OG0005554	Bra001896, Bra023780	Sp3g20650.1
OG0005555	Bra005574, Bra022879	Sp4g14600.1
OG0005556	Bra028642, Bra009372	Sp6g34060.1
OG0005557	Bra037224, Bra039615	SpUn0030_0080.1, Sp3g31750.1
OG0005558	Bra023003, Bra017331, Bra005361	Sp4g17410.1
OG0005559	Bra017265, Bra005302	Sp4g18300.1
OG0005560	Bra020128, Bra006577, Bra002331	Sp6g23710.1
OG0005561	Bra003059, Bra029071, Bra022654	Sp6g15540.1
OG0005562	Bra000217, Bra004605, Bra016949	Sp4g23490.1
OG0005563	Bra027439	SpUn0014_0100.1, Sp2g06950.1
OG0005564	Bra009977	Sp2g20410.1
OG0005564	Bra039466, Bra040637	Sp3g03880.1
OG0005565	Bra002836, Bra035609, Bra028943	Sp6g18050.1
OG0005566	Bra036947, Bra036946	Sp1g33520.1
OG0005567	Bra002018, Bra013034, Bra037283	Sp3g30340.1
OG0005568	Bra036586, Bra009907, Bra020528	Sp2g21340.1
OG0005569	Bra032979	Sp2g16190.1
OG0005570	Bra009098, Bra028765	Sp6g37590.1, SpUn1366_0010.1
OG0005571	Bra040955, Bra014079	Sp1g34510.1, SpUn0102_0010.1
OG0005572	Bra004892	Sp4g27260.1, SpUn0031_0060.1
OG0005573	Bra022143, Bra017476, Bra024933	Sp2g12300.1
OG0005574	Bra001935, Bra015020	Sp3g21980.1
OG0005575	Bra002228, Bra006500	Sp6g25080.1
OG0005576	Bra017402, Bra026567, Bra024788	Sp2g14090.1
OG0005577	Bra012288, Bra017933, Bra016413	Sp1g19150.1
OG0005578	Bra009860, Bra020513	Sp2g21830.1
OG0005579	Bra019666	Sp1g12630.1
OG0005580	Bra004367, Bra004005, Bra004006, Bra038318	Sp5g24300.1
OG0005581	Bra003753, Bra008197, Bra015845	Sp5g30550.1
OG0005582	Bra018340, Bra021604	Sp4g12650.1
OG0005583	Bra005826, Bra028777, Bra009415	Sp6g37930.1
OG0005584	Bra017633, Bra027953	Sp7g31940.1
OG0005585	Bra000356, Bra004851	Sp4g26710.1
OG0005586	Bra009412	Sp6g37890.1
OG0005587	Bra039383, Bra001496	Sp3g11470.1
OG0005588	Bra018125, Bra007461	Sp1g31680.1
OG0005589	Bra023505, Bra006283, Bra008719	Sp6g28940.1
OG0005590	Bra002168, Bra006466, Bra023684	Sp6g25770.1
OG0005592	Bra001609, Bra027203	Sp3g14160.1
OG0005593	Bra031853, Bra037822, Bra024399	Sp2g28680.1
OG0005594	Bra029543	Sp6g03960.1
OG0005595	Bra025868, Bra014004, Bra016437, Bra012266	Sp1g18720.1
OG0005596	Bra030054, Bra010932	Sp1g23790.1
OG0005597	Bra020657, Bra037430	Sp2g19580.1
OG0005598	Bra007550, Bra014478	Sp5g02570.1
OG0005599	Bra000222	Sp4g23590.1
OG0005600	Bra013870	Sp7g23190.1
OG0005601	Bra036536, Bra009824, Bra020490	Sp2g22340.1
OG0005602	Bra014199	Sp1g36420.1
OG0005602	Bra033187	Sp6g07100.1
OG0005603	Bra013038, Bra002011, Bra037286	Sp3g30230.1
OG0005604	Bra009569, Bra028865, Bra005755	Sp6g39820.1
OG0005605	Bra035687, Bra017324, Bra005355, Bra023007	Sp4g17490.1
OG0005606	Bra008285, Bra015716, Bra003703	Sp5g32000.1
OG0005607	Bra030603, Bra015387	Sp1g03960.1
OG0005608	Bra002265, Bra006522, Bra020067	Sp6g24540.1
OG0005609	Bra007231, Bra003235	Sp5g06250.1
OG0005610	Bra028689	Sp6g35250.1
OG0005611	Bra012011, Bra000509	Sp4g10360.1, Sp4g10280.1
OG0005612	Bra023042, Bra023041, Bra005307, Bra017280	Sp4g18160.1
OG0005613	Bra023536, Bra006320	Sp6g28370.1
OG0005614	Bra004641, Bra003805, Bra000237	Sp4g23960.1
OG0005615	Bra019935	Sp1g09050.1
OG0005616	Bra016509, Bra025729, Bra025731	Sp1g17240.1
OG0005617	Bra009618, Bra005703, Bra028883	Sp6g40400.1
OG0005618	Bra002896	Sp6g17460.1
OG0005619	Bra002969, Bra029012	Sp6g16610.1
OG0005620	Bra006086	Sp6g32430.1
OG0005621	Bra031932, Bra024270, Bra037764	Sp2g27190.1
OG0005622	Bra023204, Bra038438	Sp1g27500.1
OG0005623	Bra004531, Bra035645	Sp4g28560.1
OG0005624	Bra015225, Bra013103, Bra013102	Sp3g28870.1
OG0005625	Bra009742, Bra006947, Bra019161, Bra012402, Bra026464	Sp2g23120.1
OG0005626	Bra019247, Bra010548, Bra013758	Sp7g22030.1
OG0005627	Bra001240, Bra029629	Sp3g06110.1
OG0005628	Bra006448, Bra002146	Sp6g26070.1
OG0005629	Bra036972, Bra034592	Sp7g31650.1
OG0005630	Bra035104, Bra003615, Bra008406	Sp5g34350.1
OG0005631	Bra010108	Sp2g25820.1
OG0005632	Bra001148, Bra039436	Sp3g04300.1
OG0005633	Bra034987, Bra011596, Bra020806	Sp7g33000.1
OG0005634	Bra035713, Bra022759, Bra022527	Sp6g12970.1
OG0005635	Bra006881, Bra012835, Bra033476	Sp5g10420.1
OG0005636	Bra009580, Bra005729	Sp6g39970.1
OG0005637	Bra004801	Sp4g26150.1
OG0005638	Bra028921, Bra002812, Bra035624	Sp6g18310.1
OG0005639	Bra029292, Bra029291, Bra010049	Sp2g25190.1
OG0005640	Bra006125, Bra023348, Bra008929	Sp6g31710.1
OG0005641	Bra015635	Sp5g33200.1
OG0005642	Bra039279, Bra004532	Sp4g28550.1
OG0005643	Bra035675	Sp5g14570.1
OG0005644	Bra023897, Bra031261	Sp3g19180.1
OG0005645	Bra013903, Bra019150	Sp7g23640.1
OG0005646	Bra018335, Bra021612, Bra022780	Sp4g12720.1
OG0005648	Bra020136, Bra002341, Bra017494	Sp6g23600.1
OG0005649	Bra027641	Sp2g01170.1
OG0005650	Bra029680, Bra001266, Bra040030	Sp3g06730.1
OG0005651	Bra021521, Bra001532, Bra027384	Sp3g12200.1
OG0005652	Bra039990, Bra018371	Sp4g12350.1
OG0005653	Bra016471	Sp1g18020.1
OG0005654	Bra017734, Bra011647, Bra010506	Sp7g33670.1
OG0005655	Bra040540, Bra001153	Sp3g04390.1
OG0005656	Bra000783, Bra029479	Sp6g04790.1
OG0005657	Bra007345, Bra003294	Sp5g04970.1
OG0005658	Bra006419, Bra002104, Bra023636	Sp6g26480.1
OG0005659	Bra026995, Bra016794, Bra019739	Sp1g10740.1
OG0005660	Bra030232, Bra038518	Sp4g01510.1
OG0005661	Bra029279, Bra029278, Bra035904	Sp2g25380.1
OG0005662	Bra034725, Bra039345, Bra001473	Sp3g10990.1
OG0005663	Bra029787, Bra029786	Sp3g08100.1
OG0005664	Bra018764, Bra018762, Bra032269, Bra014162	Sp1g35830.1
OG0005665	Bra003052, Bra029066, Bra022657	Sp6g15640.1
OG0005666	Bra035023, Bra003652, Bra008353	Sp5g33380.1, SpUn0091_0030.1
OG0005667	Bra007774, Bra034284	Sp4g05820.1, SpUn0059_0010.1
OG0005668	Bra023984, Bra011297	Sp7g29570.1
OG0005669	Bra025237, Bra039102, Bra032963	Sp2g16060.1
OG0005671	Bra009639	Sp6g40630.1
OG0005672	Bra004318, Bra033923, Bra004033	Sp5g23640.1
OG0005673	Bra011582, Bra017691, Bra034672	Sp7g32840.1
OG0005674	Bra030391, Bra018962	Sp1g38890.1
OG0005675	Bra017122, Bra000057	Sp4g20690.1
OG0005676	Bra005293, Bra017254, Bra017255, Bra023055	Sp4g18430.1
OG0005677	Bra022373	Sp3g17060.1
OG0005677	Bra007423	Sp5g04000.1
OG0005678	Bra034662, Bra011571	Sp7g32660.1
OG0005679	Bra020546, Bra036563, Bra009885	Sp2g21570.1
OG0005680	Bra004908, Bra040312	Sp2g04700.1, Sp4g27440.1
OG0005681	Bra037638, Bra004863, Bra000361	Sp4g26810.1
OG0005682	Bra010567, Bra011699, Bra017771	Sp7g34330.1
OG0005683	Bra011487	SpUn0912_0010.1
OG0005684	Bra026925, Bra019811	Sp1g11660.1
OG0005685	Bra018649, Bra019682, Bra030714, Bra031615	Sp1g06810.1
OG0005686	Bra037116, Bra012156	Sp2g29310.1
OG0005687	Bra017191, Bra005201	Sp4g19700.1
OG0005688	Bra028547, Bra040687	Sp5g09210.1
OG0005689	Bra022817, Bra021674	Sp4g13350.1
OG0005690	Bra006498, Bra002220, Bra023711	Sp6g25190.1
OG0005691	Bra002043, Bra034837, Bra034835	Sp3g09720.1
OG0005692	Bra001615, Bra027199, Bra021147	Sp3g14280.1
OG0005693	Bra017601	Sp2g10450.1
OG0005694	Bra032953	Sp2g15930.1
OG0005694	Bra025229	Sp2g15940.1
OG0005695	Bra004306	Sp3g29620.1, Sp5g23430.1
OG0005695	Bra004289	Sp5g23230.1
OG0005696	Bra027538, Bra033732	Sp2g09100.1
OG0005697	Bra035956, Bra029352, Bra013003	Sp2g24170.1
OG0005698	Bra039730	Sp7g12710.1
OG0005699	Bra012728	Sp7g14730.1
OG0005700	Bra029211, Bra029212	Sp2g26680.1
OG0005701	Bra014054, Bra040634	Sp1g34200.1
OG0005702	Bra001076	Sp3g02380.1
OG0005703	Bra017102, Bra000091	Sp4g21140.1, Sp4g21120.1
OG0005704	Bra039384, Bra001497, Bra034691	Sp3g11510.1
OG0005705	Bra034458	SpUn0291_0010.1
OG0005706	Bra006171, Bra023384	Sp6g31010.1
OG0005707	Bra006413, Bra013968	Sp6g26660.1
OG0005708	Bra035105, Bra003614	Sp5g34360.1
OG0005709	Bra013614, Bra020851, Bra019378	Sp7g20490.1
OG0005710	Bra006065, Bra009026, Bra028584	Sp6g32920.1
OG0005711	Bra034266, Bra007628	Sp5g01670.1
OG0005712	Bra016549	Sp7g05270.1, Sp1g30480.1, Sp1g30490.1
OG0005713	Bra001424, Bra038683, Bra034806	Sp3g10070.1
OG0005714	Bra028888, Bra005696	Sp6g40480.1
OG0005715	Bra011173, Bra024097, Bra010297	Sp7g28080.1
OG0005716	Bra026970	Sp1g11040.1
OG0005717	Bra016658, Bra026761, Bra026130	Sp1g13800.1
OG0005721	Bra027567, Bra027568	Sp2g09560.1
OG0005721	Bra025111	Sp2g09530.1
OG0005722	Bra031779, Bra031778	Sp1g10390.1
OG0005723	Bra004061	Sp5g22950.1, Sp1g15880.1
OG0005723	Bra033971	Sp5g22960.1
OG0005724	Bra018091, Bra033777	Sp5g13990.1
OG0005726	Bra000688	Sp6g07930.1
OG0005727	Bra011589	Sp7g32910.1
OG0005728	Bra029296, Bra010045, Bra036933	Sp2g25150.1
OG0005729	Bra003992, Bra007868, Bra004398	Sp5g24710.1
OG0005730	Bra001915	Sp3g21280.1
OG0005731	Bra036578, Bra036581, Bra009899, Bra020534	Sp2g21420.1
OG0005745	Bra021395, Bra004465	Sp4g29240.1
OG0005746	Bra004455, Bra000454	Sp4g29410.1
OG0005747	Bra039353	Sp3g11050.1
OG0005748	Bra019393, Bra013598	Sp7g20330.1
OG0005749	Bra041167, Bra040290, Bra001216	Sp3g05750.1
OG0005750	Bra006216, Bra008801	Sp6g30210.1
OG0005751	Bra012847, Bra038908, Bra036788	Sp5g10670.1
OG0005752	Bra012699, Bra038493	Sp7g15260.1
OG0005753	Bra006788, Bra020398, Bra002679	Sp6g19690.1
OG0005754	Bra033783, Bra018099, Bra019519	Sp5g14020.1
OG0005756	Bra032405, Bra039865	Sp1g26490.1
OG0005757	Bra023674, Bra006460, Bra002159	Sp6g25870.1
OG0005758	Bra019013, Bra019012	Sp1g39620.1
OG0005759	Bra015313, Bra030568	Sp1g03220.1
OG0005760	Bra023302	Sp1g28010.1
OG0005761	Bra007079, Bra014809	Sp5g07890.1
OG0005762	Bra001951	Sp3g22260.1
OG0005763	Bra019559	Sp5g13310.1
OG0005764	Bra025180	Sp2g15270.1
OG0005766	Bra007875, Bra004407, Bra003986	Sp5g24820.1
OG0005767	Bra014092, Bra032228	Sp1g34750.1, SpUn0092_0030.1
OG0005768	Bra020135, Bra002338	Sp6g23620.1
OG0005769	Bra019557, Bra022649, Bra018043	Sp5g13340.1
OG0005770	Bra013293, Bra012612	Sp7g15880.1
OG0005771	Bra007341, Bra014617	Sp5g05010.1
OG0005772	Bra005238, Bra017220	Sp4g19140.1
OG0005773	Bra007641	Sp5g01430.1
OG0005774	Bra027821	Sp2g04580.1
OG0005777	Bra036943, Bra032205, Bra014022	Sp1g33460.1
OG0005778	Bra023168	Sp1g27030.1
OG0005779	Bra039952, Bra001867	Sp3g20180.1
OG0005780	Bra005911, Bra009225	Sp6g36090.1
OG0005782	Bra019243, Bra013770	Sp7g22120.1
OG0005783	Bra040681, Bra031087	Sp3g32920.1
OG0005784	Bra034185, Bra018518	Sp6g03140.1
OG0005785	Bra006040, Bra028608	Sp6g33470.1, Sp4g19740.1
OG0005786	Bra021716, Bra018261	Sp1g40730.1, Sp4g13780.1
OG0005788	Bra026868, Bra019696	Sp1g12330.1
OG0005789	Bra005371, Bra038030	Sp2g07060.1
OG0005790	Bra037130, Bra012127	Sp2g29640.1
OG0005791	Bra032662, Bra033221	Sp1g00240.1
OG0005792	Bra000069, Bra005095	Sp4g20900.1
OG0005793	Bra027704, Bra040916	Sp2g00240.1
OG0005794	Bra016016	Sp5g28080.1
OG0005795	Bra030203, Bra039934	Sp4g01800.1
OG0005796	Bra003036, Bra020619	Sp2g20070.1
OG0005797	Bra018035, Bra019562, Bra019561	Sp5g13250.1
OG0005798	Bra001290, Bra029813	Sp3g08350.1
OG0005799	Bra014397, Bra003508	Sp5g00810.1
OG0005800	Bra009606, Bra028880	Sp6g40230.1
OG0005801	Bra003914	Sp5g26800.1, SpUn0095_0030.1
OG0005802	Bra022090	Sp2g11800.1
OG0005803	Bra000157, Bra004995	Sp4g22300.1
OG0005804	Bra028343, Bra001918, Bra014979	Sp3g21480.1
OG0005807	Bra016161, Bra007960, Bra003937	Sp5g26240.1
OG0005808	Bra027964	SpUn0002_0100.1
OG0005809	Bra032355, Bra010801	Sp1g25920.1
OG0005810	Bra013835, Bra019208	Sp7g22770.1
OG0005811	Bra023679, Bra006463, Bra002163	Sp6g25820.1
OG0005812	Bra000289, Bra004746	Sp4g25250.1
OG0005813	Bra026190, Bra026805	Sp1g13200.1
OG0005814	Bra012110	Sp2g29810.1
OG0005815	Bra018737	Sp1g35520.1
OG0005815	Bra001692	Sp3g16090.1
OG0005816	Bra019768	Sp1g11060.1
OG0005817	Bra018369, Bra039993	Sp4g12380.1
OG0005818	Bra021025, Bra019066, Bra012619	Sp7g16060.1
OG0005819	Bra010073, Bra029268	Sp2g25490.1
OG0005820	Bra023097, Bra001187	Sp3g05160.1
OG0005821	Bra003556	Sp5g35600.1
OG0005822	Bra031420, Bra031418	Sp2g02960.1
OG0005823	Bra014105	Sp1g35130.1
OG0005824	Bra010126	Sp2g25990.1
OG0005825	Bra036517, Bra029407, Bra009768	Sp2g22860.1
OG0005826	Bra006811, Bra020428	Sp6g19310.1
OG0005827	Bra040041, Bra001277, Bra029688	Sp3g06850.1
OG0005828	Bra004591, Bra016964, Bra000211	Sp4g23210.1
OG0005829	Bra038881, Bra036837	Sp5g11140.1
OG0005830	Bra035639	Sp6g18670.1
OG0005831	Bra001221, Bra029608, Bra040296	Sp3g05820.1
OG0005832	Bra027392, Bra021513	Sp3g12070.1
OG0005833	Bra018454, Bra019956	Sp1g08820.1
OG0005834	Bra036993, Bra036976, Bra011456	Sp7g31350.1
OG0005835	Bra040972	Sp2g02970.1
OG0005836	Bra037819, Bra024393	Sp2g28590.1
OG0005837	Bra030831, Bra038021	Sp1g41430.1
OG0005838	Bra038064, Bra012763	Sp7g14190.1
OG0005839	Bra009581, Bra005728	Sp6g39980.1
OG0005840	Bra009036	Sp6g33040.1
OG0005841	Bra035059, Bra008377	Sp5g33750.1, SpUn0074_0060.1
OG0005843	Bra005907, Bra009219	Sp6g36150.1
OG0005844	Bra035102, Bra003616	Sp5g34290.1
OG0005845	Bra004079, Bra004243	Sp5g22670.1
OG0005847	Bra005677	Sp6g40860.1
OG0005848	Bra015269, Bra010311, Bra030543	Sp1g02670.1
OG0005849	Bra037586, Bra014783, Bra001704	Sp3g16500.1
OG0005850	Bra028639	Sp6g33960.1
OG0005851	Bra023622, Bra013970	Sp6g26700.1
OG0005852	Bra030165	Sp6g02000.1
OG0005853	Bra007576, Bra003438	Sp5g02240.1
OG0005854	Bra030550	SpUn0788_0010.1
OG0005855	Bra023572, Bra008614	Sp6g27610.1
OG0005856	Bra030486	Sp1g37750.1, Sp1g37350.1
OG0005857	Bra024931, Bra024977	Sp2g12310.1
OG0005858	Bra007620	Sp5g01790.1
OG0005859	Bra011393, Bra037037	Sp7g30660.1
OG0005860	Bra008462	Sp5g35210.1
OG0005861	Bra028959, Bra002874	Sp6g17690.1
OG0005862	Bra000162	Sp4g22340.1
OG0005863	Bra034989	Sp5g17230.1
OG0005864	Bra009028, Bra006064	Sp6g32940.1
OG0005865	Bra005912, Bra009228, Bra028717	Sp6g36060.1
OG0005866	Bra009810, Bra020481	Sp2g22470.1
OG0005867	Bra020414, Bra002699	Sp6g19420.1
OG0005868	Bra020223, Bra020224, Bra002438	Sp6g22510.1
OG0005869	Bra013434	Sp7g18410.1
OG0005870	Bra013452	Sp7g18640.1
OG0005871	Bra021258, Bra001671, Bra022225	Sp3g15740.1
OG0005872	Bra028657, Bra005992	Sp6g34520.1
OG0005873	Bra005667	Sp6g41020.1
OG0005874	Bra023440, Bra008793, Bra006222	Sp6g30090.1
OG0005875	Bra008336	Sp5g32970.1
OG0005876	Bra011688	Sp7g34170.1
OG0005877	Bra034533, Bra011378, Bra037043	Sp7g30520.1
OG0005878	Bra008658	Sp6g28120.1
OG0005879	Bra013514, Bra038779	Sp7g19310.1
OG0005880	Bra026205	Sp1g12920.1
OG0005881	Bra007985, Bra003913	SpUn0020_0140.1, Sp5g26830.1
OG0005882	Bra025765, Bra013613, Bra019379	Sp7g20480.1
OG0005883	Bra038502	Sp7g15350.1
OG0005884	Bra037828	Sp2g28880.1
OG0005885	Bra008998, Bra028555	Sp6g32490.1
OG0005886	Bra029944, Bra019587, Bra017999	Sp5g12840.1
OG0005887	Bra017624, Bra034600	Sp1g37660.1, Sp7g31780.1
OG0005888	Bra013253, Bra015050	SpUn0226_0010.1, Sp3g22310.1
OG0005889	Bra040311, Bra004910	Sp4g27450.1
OG0005890	Bra003722, Bra015753	Sp5g31550.1
OG0005891	Bra040278	Sp3g05520.1
OG0005892	Bra004322, Bra004029	Sp5g23680.1
OG0005893	Bra033238	Sp1g00580.1
OG0005894	Bra026057	Sp1g14580.1
OG0005895	Bra025489, Bra028501	Sp7g00460.1
OG0005896	Bra011822, Bra017872, Bra010645	Sp7g35950.1
OG0005897	Bra016993, Bra004571, Bra000187	Sp4g22800.1
OG0005898	Bra037842, Bra031840	Sp2g29100.1
OG0005899	Bra036829, Bra012863	Sp5g11000.1
OG0005900	Bra025016	SpUn0632_0010.1
OG0005901	Bra013364, Bra012564	Sp7g17670.1
OG0005902	Bra030823	Sp1g41520.1
OG0005903	Bra010813, Bra032335, Bra030171	Sp1g25660.1
OG0005904	Bra016769, Bra019771	Sp1g11090.1
OG0005905	Bra002007, Bra034991	Sp5g17210.1
OG0005906	Bra007552	Sp5g02550.1
OG0005907	Bra033686	Sp2g08400.1
OG0005908	Bra016047, Bra003874	Sp5g27670.1
OG0005909	Bra026804, Bra026188	Sp1g13220.1
OG0005911	Bra016409, Bra017943	Sp7g04880.1, Sp1g19260.1, Sp4g09080.1
OG0005912	Bra004444	Sp4g29520.1
OG0005913	Bra003087, Bra029100	Sp6g15200.1
OG0005915	Bra008655, Bra023549, Bra006337	Sp6g28100.1
OG0005916	Bra016420, Bra017918	Sp1g19010.1
OG0005917	Bra001159, Bra039418	Sp3g04540.1
OG0005918	Bra000747, Bra033142, Bra035276	Sp6g05920.1
OG0005919	Bra007866, Bra004395	Sp5g24680.1
OG0005920	Bra020113	Sp6g23860.1
OG0005921	Bra012146	Sp2g29410.1
OG0005922	Bra038062, Bra012758	Sp7g14290.1
OG0005923	Bra008938, Bra023341, Bra006117	Sp6g31830.1
OG0005924	Bra001633, Bra021181, Bra022163	Sp3g14840.1
OG0005925	Bra005764, Bra009529, Bra028835	Sp6g39310.1
OG0005926	Bra009019, Bra009020	Sp6g32840.1
OG0005927	Bra000867, Bra036244, Bra018532	Sp6g02660.1
OG0005928	Bra011862, Bra033615, Bra010684	Sp7g36460.1
OG0005929	Bra013502, Bra020886, Bra038786	Sp7g19200.1
OG0005930	Bra004040, Bra033947, Bra004298	Sp5g23390.1
OG0005931	Bra019533	Sp5g13810.1
OG0005932	Bra025138	Sp2g14670.1
OG0005933	Bra037201, Bra013154	Sp3g26360.1
OG0005934	Bra016752, Bra019792	Sp1g11410.1
OG0005935	Bra035028, Bra008356	Sp5g33430.1
OG0005936	Bra023298	Sp5g18760.1
OG0005937	Bra021997	Sp5g19780.1, Sp4g06370.1, Sp4g06140.1, Sp5g19770.1, Sp4g09820.1, SpUn0012_0020.1, Sp3g25400.1, Sp3g28760.1, Sp7g06830.1
OG0005938	Bra001257, Bra029657, Bra040014	Sp3g06480.1
OG0005939	Bra033669, Bra027475	Sp2g08050.1
OG0005940	Bra022543, Bra015198, Bra015197, Bra015196	Sp6g13460.1
OG0005941	Bra001910, Bra014944, Bra023729	Sp3g21040.1
OG0005942	Bra005582, Bra021778, Bra022883	Sp4g14690.1
OG0005943	Bra017282, Bra023040	Sp4g18150.1
OG0005944	Bra022762	Sp6g12880.1
OG0005945	Bra035732	Sp6g13400.1
OG0005946	Bra037348, Bra017857, Bra000966	Sp6g00620.1
OG0005947	Bra039613, Bra024470	SpUn0030_0030.1, Sp3g31800.1
OG0005948	Bra005468, Bra022957, Bra022958	Sp4g16230.1
OG0005949	Bra016806, Bra019723, Bra031788	Sp1g10510.1
OG0005950	Bra018263, Bra021707	Sp4g13640.1
OG0005951	Bra015397, Bra032481	SpUn0024_0100.1, Sp1g04040.1
OG0005952	Bra010491, Bra013797	Sp7g22360.1
OG0005954	Bra010264, Bra011235	Sp7g28820.1
OG0005955	Bra009568, Bra028864, Bra002688	Sp6g39810.1
OG0005956	Bra014350	Sp2g12510.1
OG0005956	Bra020285	Sp6g21490.1
OG0005957	Bra002413, Bra006627, Bra020194	Sp6g22790.1
OG0005958	Bra030516	Sp1g01950.1
OG0005959	Bra014925, Bra023748	Sp3g20880.1
OG0005960	Bra030545, Bra015272, Bra032540	Sp1g02710.1
OG0005961	Bra026544, Bra025125	Sp2g14510.1
OG0005962	Bra035612, Bra028940	Sp6g18110.1
OG0005963	Bra039157, Bra001031	Sp3g01210.1
OG0005964	Bra012883, Bra036854	Sp5g11350.1
OG0005965	Bra009324, Bra028671	Sp6g34800.1
OG0005966	Bra030888, Bra037978	Sp1g40750.1
OG0005967	Bra016815, Bra019832	Sp1g10370.1
OG0005968	Bra005727, Bra009585	Sp6g40030.1
OG0005969	Bra002319, Bra020120, Bra006570	Sp6g23820.1
OG0005970	Bra000469, Bra021598	Sp4g12500.1
OG0005971	Bra033559	Sp7g37460.1
OG0005972	Bra011236, Bra024032, Bra010263	Sp7g28830.1
OG0005973	Bra026998	Sp2g01480.1
OG0005974	Bra009549, Bra005741	Sp6g39570.1
OG0005975	Bra017304	Sp4g17910.1
OG0005976	Bra036987, Bra036984	Sp7g31450.1
OG0005978	Bra012964, Bra035933	Sp2g24590.1
OG0005979	Bra014989	Sp3g21580.1
OG0005980	Bra023466, Bra006255	Sp6g29580.1
OG0005981	Bra023085, Bra005234, Bra017218	Sp4g19180.1
OG0005982	Bra006605, Bra037866, Bra002384	Sp6g23160.1
OG0005983	Bra003086, Bra029099	Sp6g15210.1
OG0005984	Bra002388, Bra020171	Sp6g23100.1
OG0005985	Bra017187, Bra005195, Bra000001	Sp4g19780.1
OG0005986	Bra006113, Bra008941	Sp6g31870.1
OG0005987	Bra020317	Sp6g21150.1
OG0005988	Bra007086, Bra014802	Sp5g07800.1
OG0005989	Bra037811, Bra031867, Bra024376	Sp2g28410.1
OG0005990	Bra008200, Bra015840, Bra003752	Sp5g30620.1
OG0005991	Bra028942, Bra002832, Bra035610	Sp6g18090.1
OG0005992	Bra040315, Bra004902	Sp4g27380.1
OG0005993	Bra029371, Bra009681, Bra026498	Sp2g23750.1
OG0005994	Bra032708, Bra040341	Sp7g10990.1
OG0005995	Bra010013, Bra036125	Sp2g20000.1
OG0005996	Bra029968	Sp5g12330.1
OG0005997	Bra021048, Bra021047, Bra040159	Sp7g16660.1
OG0005998	Bra014985, Bra001922, Bra028346	Sp7g05780.1, Sp3g21530.1
OG0005999	Bra024383, Bra031858, Bra037817	Sp2g28500.1
OG0006000	Bra010683, Bra011861, Bra033616	Sp7g36450.1
OG0006001	Bra030583, Bra032494, Bra015341	Sp1g03520.1
OG0006002	Bra003236, Bra007234	Sp5g06210.1
OG0006003	Bra039702	Sp1g40480.1
OG0006003	Bra037958	Sp1g40470.1
OG0006004	Bra028824, Bra005777	Sp6g39040.1
OG0006005	Bra035393, Bra035531, Bra039484	Sp7g06640.1
OG0006006	Bra000996, Bra040546	Sp3g00380.1
OG0006007	Bra021901, Bra005439	Sp4g16550.1
OG0006008	Bra012989, Bra035946, Bra029343	Sp2g24290.1
OG0006009	Bra023552, Bra006339	Sp6g28030.1
OG0006010	Bra038725, Bra034755	Sp3g10620.1
OG0006011	Bra028868, Bra009578	Sp6g39910.1
OG0006012	Bra002866, Bra035597, Bra028953	Sp6g17790.1
OG0006013	Bra026690, Bra040984, Bra016620	Sp1g15200.1
OG0006014	Bra003224, Bra007203	Sp5g06570.1
OG0006015	Bra000694, Bra037888	Sp6g07690.1
OG0006017	Bra005880, Bra028741	Sp6g36740.1
OG0006019	Bra034629, Bra011538	Sp7g32280.1
OG0006020	Bra019951, Bra018450	Sp1g08870.1
OG0006021	Bra026745, Bra026099, Bra016650	Sp1g14130.1
OG0006022	Bra010490, Bra013802, Bra019228	Sp7g22400.1
OG0006023	Bra002667, Bra020379	Sp6g19890.1
OG0006024	Bra031880, Bra024358	Sp2g28210.1
OG0006025	Bra038595, Bra035871	Sp2g26100.1
OG0006026	Bra030743, Bra018598	Sp1g07450.1
OG0006027	Bra019244, Bra013767	Sp7g22110.1
OG0006028	Bra023421, Bra008818	Sp6g30460.1
OG0006029	Bra006899, Bra033457	Sp5g10180.1
OG0006030	Bra018877	Sp1g37650.1
OG0006031	Bra038109, Bra039659	Sp1g39770.1
OG0006032	Bra001439, Bra038701, Bra034771	Sp3g10400.1
OG0006033	Bra014100	Sp1g35020.1
OG0006034	Bra027378	Sp3g12280.1
OG0006035	Bra012035	SpUn0118_0020.1, Sp4g09740.1, SpUn0012_0090.1, SpUn0118_0010.1
OG0006037	Bra020450, Bra006825, Bra002737	Sp6g19050.1
OG0006038	Bra039623	Sp3g31670.1
OG0006039	Bra001766, Bra038242, Bra022468	Sp3g17950.1
OG0006040	Bra025570, Bra028461	Sp7g01420.1
OG0006041	Bra012684, Bra012687, Bra040107	Sp7g17160.1
OG0006042	Bra018824	Sp1g36840.1, SpUn0137_0040.1
OG0006043	Bra025991, Bra026678, Bra016614	Sp1g15340.1
OG0006044	Bra015682, Bra019757, Bra003689	Sp5g32420.1
OG0006045	Bra035704, Bra011953	Sp4g11180.1
OG0006047	Bra018420, Bra019898, Bra031745	Sp1g09540.1
OG0006048	Bra035719, Bra022530	Sp6g13020.1
OG0006049	Bra000460	Sp4g29660.1
OG0006050	Bra029935	Sp5g12930.1
