Orthogroup	Brassica_rapa	Arabidopsis_thaliana
OG0005216	Bra028518	AT5G41990
OG0005217	Bra031535, Bra015522	AT1G06720
OG0005218	Bra023413, Bra008829, Bra006200	AT5G13450
OG0005219	Bra008835, Bra006195, Bra023404	AT5G13330
OG0005220	Bra009600, Bra005715	AT5G02280
OG0005221	Bra031587, Bra030693	AT1G07615
OG0005222	Bra036081	AT5G63240, AT5G63250
OG0005223	Bra001217, Bra029605, Bra040291	AT3G06780
OG0005224	Bra023254	AT1G32240
OG0005225	Bra024295, Bra031918	AT5G64430
OG0005226	Bra031748, Bra018422	AT1G10770
OG0005227	Bra014785, Bra007104	AT3G54840
OG0005228	Bra011500, Bra034611	AT4G34150
OG0005229	Bra009331, Bra013020	AT5G23140
OG0005230	Bra000397	AT3G61113, AT2G45695
OG0005231	Bra004572, Bra000188	AT2G40470
OG0005232	Bra005147, Bra000030	AT2G37950
OG0005233	Bra011985, Bra000498, Bra034383	AT2G28000
OG0005234	Bra000687, Bra038377	AT4G09650
OG0005235	Bra001822, Bra023888, Bra031269	AT3G21270
OG0005236	Bra009448, Bra028787	AT5G04500
OG0005237	Bra020123, Bra002322	AT5G20700
OG0005238	Bra006784, Bra020393	AT5G58070
OG0005239	Bra026489, Bra029377, Bra029378, Bra002324, Bra029376	AT5G23580
OG0005240	Bra023742, Bra014929, Bra001907	AT3G23250
OG0005241	Bra010540, Bra013720, Bra019283	AT4G23660
OG0005242	Bra023305, Bra023304, Bra010192	AT1G33055
OG0005243	Bra036424, Bra019573	AT3G49000
OG0005244	Bra007274, Bra007276	AT3G56850
OG0005245	Bra013965, Bra023626, Bra006414	AT5G17590
OG0005246	Bra021422, Bra001058	AT3G02650
OG0005247	Bra000480, Bra035664, Bra011923	AT2G28840
OG0005248	Bra033148, Bra024736, Bra033146	AT4G11320, AT4G11310
OG0005250	Bra035194, Bra008495	AT1G80130
OG0005251	Bra002729	AT5G57420
OG0005252	Bra007215, Bra003226	AT3G56090
OG0005253	Bra000590	AT2G23240, AT2G42000
OG0005254	Bra005640, Bra021745, Bra021747, Bra022867	AT2G31810
OG0005255	Bra039843	AT2G15610, AT2G15590
OG0005256	Bra017303, Bra005315, Bra023024	AT2G35680
OG0005257	Bra005920, Bra034511	AT5G06920
OG0005258	Bra022536, Bra029187, Bra035725	AT5G51120
OG0005259	Bra036718	AT2G19440
OG0005260	Bra007038, Bra014852, Bra003163	AT3G53990
OG0005261	Bra016051, Bra003876	AT1G72530
OG0005262	Bra025527, Bra028482	AT5G41040
OG0005263	Bra009442	AT5G04560
OG0005264	Bra029320, Bra012936	AT5G61620
OG0005265	Bra004435, Bra000458	AT2G47710
OG0005267	Bra001715, Bra022344	AT3G18680
OG0005268	Bra020959	AT4G19550
OG0005269	Bra000325	AT2G43780
OG0005270	Bra013866, Bra010474, Bra019186	AT4G25140
OG0005271	Bra031373, Bra012314, Bra016384	AT1G22220
OG0005272	Bra028355, Bra015007, Bra001930	AT3G24160
OG0005273	Bra023383, Bra008869, Bra008870	AT5G12940
OG0005274	Bra010136, Bra035873	AT5G62940
OG0005275	Bra005033, Bra017068	AT2G39510
OG0005276	Bra011326, Bra023962	AT2G25350, AT4G32160
OG0005277	Bra018290, Bra021678	AT2G30930
OG0005278	Bra012713, Bra038470	AT4G16490
OG0005279	Bra023767, Bra000094	AT1G61000
OG0005280	Bra031049, Bra016544, Bra025685	AT1G18750
OG0005281	Bra024448, Bra031834, Bra037845	AT5G67450
OG0005282	Bra009563	AT5G02830
OG0005283	Bra037380, Bra008533, Bra000947	AT4G01150
OG0005284	Bra027736, Bra027697	AT1G64380
OG0005285	Bra024896	AT2G01220, AT3G27610
OG0005286	Bra014935	AT3G23290
OG0005287	Bra034232	AT4G05440
OG0005288	Bra015139	AT2G04220
OG0005289	Bra031859, Bra037816, Bra024382	AT5G65410
OG0005290	Bra027628, Bra027813	AT1G63220
OG0005292	Bra003111, Bra022611	AT5G52820
OG0005293	Bra000527	AT2G27035
OG0005294	Bra031868, Bra024375	AT5G65290
OG0005295	Bra035039, Bra026004	AT1G17100
OG0005296	Bra034144, Bra029866	AT3G10760
OG0005297	Bra016032, Bra003868	AT1G72820
OG0005298	Bra037967, Bra030900	AT1G54150
OG0005299	Bra029072, Bra022653	AT5G53390
OG0005300	Bra005747, Bra009559, Bra028858, Bra028859	AT5G02890
OG0005301	Bra011461	AT4G33680
OG0005302	Bra034301, Bra027167	AT3G16380
OG0005303	Bra019705, Bra026890	AT1G13750
OG0005304	Bra030027	AT1G24340
OG0005305	Bra033794	AT3G47360, AT3G47350
OG0005306	Bra000014, Bra017159, Bra017160, Bra005169	AT2G37700
OG0005307	Bra031722, Bra018432, Bra019916	AT1G10590
OG0005308	Bra004075, Bra033982, Bra004252	AT1G67740
OG0005309	Bra013453, Bra020927	AT4G20300
OG0005310	Bra031314, Bra023859, Bra001848	AT3G21865
OG0005311	Bra011382	AT4G32780
OG0005312	Bra040690, Bra006971, Bra006972	AT3G53150
OG0005313	Bra026704	AT1G16825
OG0005313	Bra003634	AT1G78895
OG0005315	Bra020372, Bra002658, Bra029915, Bra006771	AT5G58350
OG0005316	Bra017684	AT4G34980
OG0005317	Bra032558	AT1G03080
OG0005318	Bra018836, Bra014242	AT1G50200
OG0005319	Bra025308, Bra033030	AT3G27880
OG0005320	Bra010453, Bra013906, Bra019147	AT4G25640
OG0005321	Bra016094, Bra003902, Bra008000	AT1G71970
OG0005322	Bra001711, Bra022333, Bra037577	AT3G18570
OG0005323	Bra022254, Bra021281	AT3G17860
OG0005324	Bra000519, Bra012026, Bra034341	AT2G27260
OG0005325	Bra024815, Bra026586	AT2G02560
OG0005326	Bra038013, Bra037102, Bra030835	AT1G55770
OG0005327	Bra038793, Bra020877	AT4G20960
OG0005328	Bra012516, Bra020934	AT4G20150
OG0005329	Bra027362, Bra014759, Bra021541	AT3G14205
OG0005331	Bra032300, Bra010839	AT1G29280
OG0005332	Bra009188, Bra028734	AT5G06360
OG0005334	Bra031996, Bra031995	AT3G03330
OG0005335	Bra012976	AT5G61230
OG0005336	Bra020890, Bra013512, Bra038780	AT4G21200
OG0005337	Bra037894	AT4G09950
OG0005338	Bra037175, Bra031810	AT5G66380
OG0005339	Bra041076	AT5G50590, AT5G50690
OG0005340	Bra021587, Bra001580, Bra027283	AT3G15040
OG0005341	Bra027885, Bra035464	AT1G58110
OG0005342	Bra026734, Bra026083, Bra016643	AT1G16040
OG0005343	Bra007616, Bra014429, Bra003458	AT3G61590
OG0005344	Bra006394, Bra023610, Bra008563	AT5G17300
OG0005345	Bra016383, Bra012319, Bra031382	AT1G22280
OG0005346	Bra024478, Bra039631, Bra037235	AT2G18160
OG0005347	Bra029983, Bra036037	AT3G49900
OG0005348	Bra026907, Bra016731, Bra019829	AT1G13390
OG0005349	Bra030975, Bra030371, Bra018981	AT1G52680
OG0005350	Bra001873, Bra039962, Bra023820	AT3G22550
OG0005351	Bra025000, Bra022060	AT5G46740
OG0005352	Bra003032, Bra022675	AT5G53830
OG0005353	Bra017041, Bra004996	AT2G39980
OG0005354	Bra023553	AT5G16120
OG0005355	Bra023664, Bra006439	AT5G18110
OG0005356	Bra020892, Bra038774, Bra013526	AT4G21440
OG0005357	Bra036131, Bra010002	AT5G28640
OG0005358	Bra039218, Bra032139	AT2G23820
OG0005359	Bra008850, Bra023394, Bra006185	AT5G13170
OG0005360	Bra038326, Bra004007	AT1G69120
OG0005361	Bra010766, Bra014882	AT1G30470
OG0005362	Bra002160, Bra038809, Bra023675	AT5G18460
OG0005363	Bra036530	AT5G25060
OG0005364	Bra024476, Bra039622	AT2G18260
OG0005365	Bra021057	AT4G17330
OG0005366	Bra026117	AT1G15660
OG0005367	Bra024526, Bra012337	AT1G22640
OG0005368	Bra000951, Bra037367	AT4G01245, AT4G01270
OG0005369	Bra019212, Bra013825, Bra010484	AT4G24690
OG0005370	Bra008421, Bra035124, Bra003605	AT1G79550
OG0005371	Bra026578	AT2G02820
OG0005372	Bra015090	AT3G24860
OG0005373	Bra034795, Bra038690	AT3G11964
OG0005374	Bra015655, Bra008337	AT1G77800
OG0005375	Bra006202, Bra023416	AT5G13480
OG0005376	Bra019194, Bra010476, Bra013858	AT4G25040
OG0005377	Bra026481	AT5G23810
OG0005378	Bra011466, Bra036979	AT4G33740
OG0005379	Bra029284, Bra035908	AT5G62150
OG0005380	Bra009113, Bra028758, Bra005853	AT5G05440
OG0005381	Bra020714, Bra037508, Bra036183	AT5G48170
OG0005382	Bra023524, Bra008691, Bra006306	AT5G15550
OG0005383	Bra012278, Bra017908	AT1G21360
OG0005384	Bra026689, Bra016619	AT1G17090
OG0005385	Bra007551	AT3G60680
OG0005386	Bra000933, Bra008542, Bra037402	AT4G00910
OG0005387	Bra008571, Bra023601	AT5G17210
OG0005388	Bra001716, Bra022345, Bra037569	AT3G18690
OG0005389	Bra038039, Bra012737, Bra033541	AT4G16160
OG0005390	Bra035896, Bra010077, Bra029266, Bra029264	AT5G62380
OG0005391	Bra038745, Bra001466, Bra034741, Bra034742	AT3G12700
OG0005392	Bra011244	AT4G31050
OG0005393	Bra010098, Bra035330	AT5G62550
OG0005394	Bra007372, Bra014595	AT3G57990
OG0005395	Bra039090	AT3G27230
OG0005396	Bra033103, Bra036212	AT3G29390
OG0005397	Bra014276, Bra018900, Bra014278	AT1G51200
OG0005399	Bra024834, Bra026617, Bra040974	AT2G02070
OG0005400	Bra003321, Bra007381	AT3G58130, AT2G27340
OG0005401	Bra012588, Bra013321, Bra021004	AT4G18540
OG0005402	Bra004674, Bra016891	AT2G42200
OG0005403	Bra005089	AT2G38690
OG0005404	Bra030561	AT1G04260
OG0005405	Bra037128, Bra012128, Bra036801	AT5G67060
OG0005406	Bra037299	AT2G16485
OG0005407	Bra017360, Bra025142	AT2G04030
OG0005408	Bra001483, Bra001484, Bra039364	AT3G13040
OG0005409	Bra016987, Bra004577, Bra000191	AT2G40530
OG0005410	Bra024207	AT4G28395
OG0005411	Bra002287	AT5G20260
OG0005412	Bra005268, Bra017240, Bra023066	AT2G36400
OG0005413	Bra035066, Bra008382	AT1G78815
OG0005414	Bra004014, Bra004343, Bra038345	AT1G68850
OG0005415	Bra032581, Bra033353	AT1G02860
OG0005417	Bra027008	AT1G62960
OG0005418	Bra036838, Bra038880	AT5G33210, AT3G51060
OG0005419	Bra035162, Bra003577, Bra008447	AT1G15850, AT1G80670
OG0005420	Bra017972, Bra041162, Bra019603	AT3G49600
OG0005421	Bra017413	AT2G02590
OG0005422	Bra030755, Bra018582, Bra031656	AT1G09070
OG0005423	Bra028030	AT1G34040
OG0005423	Bra036740	AT1G34060
OG0005424	Bra017416, Bra026595, Bra024818	AT2G02450
OG0005425	Bra036964	AT1G44770
OG0005426	Bra017340, Bra025176	AT3G25980
OG0005427	Bra032992, Bra025261	AT3G27250
OG0005428	Bra030666, Bra015538	AT1G06950
OG0005429	Bra027181, Bra021171	AT3G16240
OG0005430	Bra018614, Bra031632	AT1G08570
OG0005431	Bra030067	AT1G27950
OG0005432	Bra025175	AT3G25950
OG0005433	Bra017797	AT4G37150
OG0005434	Bra022418, Bra038208, Bra038206	AT3G19390
OG0005435	Bra001841, Bra023865, Bra031299	AT3G21700
OG0005436	Bra035248, Bra000737, Bra033155	AT4G11150
OG0005437	Bra002600, Bra024064, Bra006733	AT5G59000
OG0005438	Bra004736, Bra037743, Bra000282	AT2G43000
OG0005439	Bra021358, Bra031992	AT3G03440
OG0005440	Bra036205	AT3G29760
OG0005442	Bra015321, Bra030574	AT1G04500
OG0005443	Bra018600, Bra030741	AT1G08790
OG0005444	Bra010884, Bra032891, Bra030089	AT1G28310
OG0005445	Bra002244	AT5G19530
OG0005446	Bra031574, Bra015579	AT1G07430
OG0005447	Bra004348, Bra038336	AT1G68920
OG0005448	Bra030497, Bra033294	AT1G01030
OG0005449	Bra027277, Bra021591	AT3G15115
OG0005450	Bra023540, Bra006324, Bra008670	AT5G15830
OG0005451	Bra004527, Bra039275, Bra039276	AT2G46550
OG0005453	Bra020554, Bra009912	AT3G05870
OG0005454	Bra036167, Bra037483, Bra020695	AT5G48500
OG0005455	Bra038450, Bra040361, Bra029622, Bra001235	AT3G07100
OG0005456	Bra011706, Bra017782	AT4G36780
OG0005457	Bra009156, Bra028746	AT5G05980
OG0005458	Bra012571, Bra020988, Bra013358	AT4G18880
OG0005459	Bra032375, Bra010780, Bra014876	AT1G30280
OG0005460	Bra032136	AT4G30480
OG0005462	Bra035889, Bra010100	AT5G62580
OG0005463	Bra011897, Bra015215, Bra010744	AT4G38470
OG0005464	Bra026581, Bra017409, Bra024806	AT2G02790
OG0005465	Bra003481, Bra007645	AT3G61960
OG0005467	Bra000560, Bra037312, Bra037311	AT4G00050
OG0005468	Bra015658, Bra003671	AT1G77720
OG0005469	Bra035936, Bra012968	AT5G61330
OG0005470	Bra022436, Bra038219, Bra001752	AT3G19580
OG0005471	Bra026584, Bra007653	AT3G62050
OG0005472	Bra022844, Bra018236, Bra021727	AT2G31500
OG0005473	Bra009041	AT5G10320
OG0005474	Bra036800, Bra012117, Bra037137	AT5G66920
OG0005475	Bra016623, Bra026696, Bra026013	AT1G16950
OG0005476	Bra004126, Bra039739	AT1G65720
OG0005477	Bra004301	AT1G68370
OG0005478	Bra030416	AT1G51800
OG0005479	Bra002406, Bra006621, Bra020185	AT5G22330
OG0005480	Bra028123	AT5G37480
OG0005481	Bra020159, Bra002375, Bra006598	AT5G21940
OG0005482	Bra016228, Bra003959, Bra007904	AT1G70260
OG0005483	Bra030571, Bra032510, Bra032509	AT1G04445
OG0005484	Bra036802, Bra037127, Bra012130	AT5G67070
OG0005485	Bra018991, Bra030971	AT1G52810
OG0005486	Bra011068, Bra010349, Bra024178	AT4G28890
OG0005487	Bra002788	AT5G56860
OG0005488	Bra034605, Bra011489, Bra017627	AT4G34120
OG0005489	Bra027197, Bra019289, Bra001617, Bra021152	AT3G15990
OG0005490	Bra006790, Bra020400, Bra002683	AT5G57990
OG0005491	Bra013519	AT4G21330
OG0005492	Bra024388, Bra031857	AT5G65470
OG0005493	Bra017765, Bra010558	AT4G36540
OG0005494	Bra024713, Bra012455, Bra016273	AT1G26480
OG0005495	Bra003924, Bra016136, Bra007975	AT1G71450
OG0005496	Bra037375, Bra018584, Bra037371, Bra007078	AT2G19610
OG0005497	Bra020723, Bra036188, Bra037519	AT5G47920
OG0005498	Bra021600	AT2G29995
OG0005499	Bra003830, Bra015967	AT1G73760
OG0005500	Bra032003, Bra020066, Bra021363	AT3G03260
OG0005501	Bra027005	AT1G63000
OG0005502	Bra000886, Bra036284, Bra018562	AT4G02250
OG0005503	Bra014696, Bra007240	AT3G56360
OG0005504	Bra010354, Bra011055	AT4G28720
OG0005505	Bra020873, Bra020911, Bra038761, Bra013550	AT4G21710
OG0005506	Bra037364, Bra000952	AT4G01290
OG0005507	Bra003640, Bra035051, Bra008371	AT1G78600
OG0005508	Bra000293, Bra037730, Bra004750	AT2G43160
OG0005509	Bra032051	AT5G37350, AT2G24990
OG0005510	Bra009322, Bra005969	AT5G08130
OG0005511	Bra037413	AT4G01440
OG0005512	Bra036308	AT4G01883
OG0005513	Bra008346, Bra015629, Bra003658	AT1G78110
OG0005514	Bra002531, Bra020287	AT5G59790
OG0005515	Bra022288, Bra021297	AT3G18165
OG0005516	Bra004715, Bra016855	AT2G42840
OG0005517	Bra017256, Bra023054, Bra005294	AT2G36200
OG0005518	Bra031641, Bra030744, Bra018597	AT1G08820
OG0005519	Bra000937	AT4G01010
OG0005520	Bra006769	AT5G58400
OG0005520	Bra020370	AT5G58390
OG0005522	Bra040374, Bra029642, Bra001247	AT3G07360
OG0005523	Bra023548, Bra008657, Bra006336	AT5G16010
OG0005524	Bra026268, Bra024211, Bra010376	AT4G28300
OG0005525	Bra031106, Bra039028, Bra036698	AT2G19880
OG0005527	Bra023144, Bra023141	AT1G30840
OG0005528	Bra005717, Bra028876, Bra009598	AT5G02310
OG0005529	Bra037217, Bra039603	AT2G18510
OG0005530	Bra030218	AT2G22680
OG0005530	Bra017859	AT4G37890
OG0005531	Bra027480	AT5G43290
OG0005532	Bra005115	AT2G38310
OG0005533	Bra022296, Bra022297, Bra037596	AT3G18230
OG0005534	Bra026770, Bra016663, Bra026140	AT1G15360
OG0005535	Bra026543, Bra025126, Bra017376	AT2G03710
OG0005536	Bra036103, Bra039475	AT3G04970
OG0005537	Bra026803, Bra026185	AT1G14820
OG0005538	Bra017268, Bra023047, Bra005305	AT2G36010
OG0005539	Bra020502, Bra009844	AT5G25490
OG0005540	Bra027577	AT5G35830, AT3G54065, AT3G54070, AT5G35810
OG0005541	Bra022767, Bra021599, Bra018348	AT2G29980
OG0005542	Bra035954, Bra013000, Bra029350, Bra029349	AT5G60890
OG0005543	Bra016893	AT2G42150
OG0005543	Bra007371	AT3G57980
OG0005544	Bra033914, Bra023805	AT3G22800
OG0005545	Bra035642, Bra006840, Bra002774	AT5G57000
OG0005546	Bra027262, Bra021096	AT3G15300
OG0005547	Bra003314, Bra014591	AT3G58030
OG0005548	Bra006372, Bra008592	AT5G16830
OG0005549	Bra004096, Bra004217, Bra034007	AT1G67310
OG0005551	Bra010243	AT4G31300
OG0005552	Bra004693, Bra016877, Bra000257	AT2G42430
OG0005553	Bra007415, Bra003352, Bra014555	AT3G58730
OG0005554	Bra001896, Bra023780	AT3G22960
OG0005555	Bra005574, Bra022879	AT2G32235
OG0005556	Bra028642, Bra009372	AT5G09250, AT5G09240
OG0005557	Bra037224, Bra039615	AT2G18350
OG0005558	Bra023003, Bra017331, Bra005361	AT2G35190
OG0005559	Bra017265, Bra005302	AT2G36050
OG0005560	Bra006577, Bra002331	AT5G20820
OG0005561	Bra003059, Bra029071, Bra022654	AT5G53400
OG0005562	Bra000217, Bra004605, Bra016949	AT2G41190
OG0005563	Bra015600	AT1G47830
OG0005564	Bra039466, Bra040637	AT3G05050
OG0005565	Bra002836, Bra035609, Bra028943	AT5G56200
OG0005566	Bra036947, Bra036946	AT1G44350
OG0005567	Bra002018, Bra013034, Bra037283	AT2G17040
OG0005568	Bra036586, Bra009907, Bra020528	AT5G26700
OG0005569	Bra032979	AT3G27060
OG0005570	Bra009098, Bra028765	AT5G05240
OG0005571	Bra040955, Bra014079	AT1G47420
OG0005572	Bra000382	AT2G45220
OG0005573	Bra022143, Bra017476, Bra024933	AT5G47570
OG0005574	Bra001935, Bra015020	AT3G23980
OG0005575	Bra002228, Bra006500	AT5G19330
OG0005576	Bra017402, Bra026567, Bra024788	AT2G03120
OG0005577	Bra012288, Bra017933, Bra016413	AT1G21630
OG0005578	Bra009860, Bra020513	AT5G25800
OG0005579	Bra019666	AT1G14280
OG0005580	Bra004367, Bra004005, Bra004006, Bra038318	AT1G69250
OG0005581	Bra015845	AT1G75410
OG0005582	Bra018340, Bra021604	AT2G30090
OG0005583	Bra005826, Bra028777, Bra009415	AT5G04890
OG0005584	Bra027953	AT4G34180, AT1G44542
OG0005585	Bra000356, Bra004851	AT2G44620
OG0005586	Bra009412	AT5G04910
OG0005587	Bra039383, Bra001496	AT3G13235
OG0005588	Bra018125, Bra007461	AT3G47630
OG0005589	Bra023505, Bra006283, Bra008719	AT5G15130
OG0005590	Bra002168, Bra006466, Bra023684	AT5G18560
OG0005592	Bra001609, Bra027203	AT3G15850
OG0005593	Bra031853, Bra037822, Bra024399	AT5G65590
OG0005594	Bra029543	AT4G04980
OG0005595	Bra016437, Bra012266	AT1G21050
OG0005596	Bra030054, Bra010932	AT1G27530
OG0005597	Bra020657, Bra037430	AT5G49210
OG0005598	Bra007550, Bra014478	AT3G60670
OG0005599	Bra004613, Bra000222	AT2G41290
OG0005600	Bra037173	AT5G66320
OG0005601	Bra036536, Bra009824, Bra020490	AT5G25190
OG0005602	Bra014199, Bra033187	AT4G10330
OG0005603	Bra013038, Bra002011, Bra037286	AT2G16960, AT2G16953, AT2G16950
OG0005604	Bra009569, Bra028865, Bra005755	AT5G02760
OG0005605	Bra035687, Bra017324, Bra005355, Bra023007	AT2G35270
OG0005606	Bra008285, Bra015716, Bra003703	AT1G76880
OG0005607	Bra030603, Bra015387	AT4G20720, AT1G05090, AT1G05087
OG0005608	Bra002265, Bra006522, Bra020067	AT5G19855
OG0005609	Bra007231, Bra003235	AT3G56250
OG0005610	Bra012950	AT5G61500
OG0005611	Bra012011, Bra000509	AT2G27490
OG0005612	Bra023042, Bra023041, Bra005307, Bra017280	AT2G35910
OG0005613	Bra023536, Bra006320	AT5G15750
OG0005614	Bra004641, Bra003805, Bra000237	AT2G41710
OG0005615	Bra019935	AT1G59640
OG0005616	Bra016509, Bra025729, Bra025731	AT1G19330
OG0005617	Bra009618, Bra005703, Bra028883	AT5G02030
OG0005618	Bra002896	AT5G66330
OG0005619	Bra002969, Bra029012	AT5G54650
OG0005620	Bra028553, Bra008993, Bra006086	AT5G11070
OG0005621	Bra031932, Bra024270, Bra037764	AT5G64130
OG0005622	Bra023204, Bra038438	AT1G31810
OG0005623	Bra004531, Bra035645	AT2G46520
OG0005625	Bra009742, Bra006947, Bra019161, Bra012402, Bra026464	AT5G24240
OG0005626	Bra019247, Bra010548, Bra013758	AT4G24060
OG0005627	Bra001240, Bra029629	AT3G07170
OG0005628	Bra006448, Bra002146	AT5G18250
OG0005629	Bra036972, Bra034592	AT4G33920
OG0005630	Bra035104, Bra003615, Bra008406	AT1G79270
OG0005631	Bra010108	AT5G62640
OG0005632	Bra001148, Bra039436	AT3G05470
OG0005633	Bra034987, Bra011596, Bra020806	AT4G35230
OG0005634	Bra035713, Bra022759, Bra022527	AT5G50830
OG0005635	Bra006881, Bra012835, Bra033476	AT3G51850
OG0005636	Bra009580, Bra005729	AT5G02540
OG0005637	Bra004801	AT2G44065
OG0005638	Bra028921, Bra002812, Bra035624	AT5G56510
OG0005639	Bra029292, Bra029291	AT5G62020
OG0005640	Bra006125, Bra023348, Bra008929	AT5G11890
OG0005641	Bra015635	AT1G78070
OG0005642	Bra039279, Bra004532	AT2G46510
OG0005644	Bra023897, Bra031261	AT3G21200
OG0005645	Bra013903, Bra019150	AT4G25610
OG0005646	Bra018335, Bra021612, Bra022780	AT2G30130
OG0005648	Bra020136, Bra002341, Bra017494	AT5G20920
OG0005649	Bra003110, Bra027641	AT1G63440
OG0005650	Bra029680, Bra001266, Bra040030	AT3G07800
OG0005651	Bra021521, Bra001532, Bra027384	AT3G13960
OG0005652	Bra018371	AT2G29640
OG0005653	Bra016471	AT1G20270
OG0005654	Bra017734, Bra011647, Bra010506	AT4G35890
OG0005655	Bra040540, Bra001153	AT3G05545
OG0005656	Bra000783, Bra029479	AT1G54460
OG0005657	Bra007345, Bra003294	AT3G57660
OG0005658	Bra006419, Bra002104, Bra023636	AT5G17770
OG0005659	Bra026995, Bra016794, Bra019739	AT1G12064
OG0005660	Bra030232, Bra038518	AT2G22490
OG0005661	Bra029279, Bra029278, Bra035904	AT5G62180
OG0005662	Bra034725, Bra039345, Bra001473	AT3G12830
OG0005663	Bra029787, Bra029786	AT3G09760
OG0005665	Bra003052, Bra029066, Bra022657	AT5G53500
OG0005666	Bra035023, Bra003652, Bra008353	AT1G78240
OG0005667	Bra007774, Bra034284	AT2G25930
OG0005668	Bra023984, Bra011297	AT4G31780
OG0005669	Bra025237, Bra039102, Bra032963	AT3G26935
OG0005670	Bra025076, Bra021981	AT5G45500
OG0005671	Bra009639	AT5G01310
OG0005672	Bra004318, Bra033923, Bra004033	AT1G68550
OG0005673	Bra011582, Bra017691, Bra034672	AT4G35070
OG0005674	Bra030391, Bra018962	AT1G52315
OG0005675	Bra017122, Bra000057	AT2G38370
OG0005676	Bra005293, Bra017254, Bra017255, Bra023055	AT2G36210
OG0005677	Bra007423	AT3G58970
OG0005678	Bra034662, Bra011571	AT4G34910
OG0005679	Bra020546, Bra036563, Bra009885	AT5G26170
OG0005680	Bra004908, Bra040312	AT2G45410
OG0005681	Bra037638, Bra004863, Bra000361	AT2G44740
OG0005682	Bra010567, Bra011699, Bra017771	AT4G36670
OG0005683	Bra011487	AT4G34100
OG0005684	Bra019811	AT1G13130
OG0005685	Bra018649, Bra019682, Bra030714, Bra031615	AT1G08160
OG0005686	Bra037116, Bra012156	AT5G67350
OG0005687	Bra017191, Bra005201	AT2G37390
OG0005689	Bra022817, Bra021674	AT2G30880
OG0005690	Bra006498, Bra002220, Bra023711	AT5G19190
OG0005691	Bra002043, Bra034837, Bra034835	AT3G11490
OG0005692	Bra001615, Bra027199, Bra021147	AT4G14540
OG0005693	Bra017601	AT5G45550
OG0005694	Bra032953, Bra025229	AT3G26790
OG0005695	Bra004306, Bra004289	AT1G68210
OG0005696	Bra027538, Bra033732	AT5G44280
OG0005697	Bra035956, Bra029352, Bra013003	AT5G60850
OG0005698	Bra039730	AT4G14615
OG0005699	Bra012728	AT4G16230, AT4G16233, AT4G16220
OG0005700	Bra029211, Bra029212, Bra038648	AT5G63590
OG0005701	Bra014054, Bra040634	AT1G46264
OG0005702	Bra001076	AT3G03350
OG0005703	Bra017102, Bra000091	AT2G38760
OG0005704	Bra039384, Bra001497, Bra034691	AT3G13310
OG0005705	Bra034458, Bra028016	AT1G33970
OG0005706	Bra006171, Bra023384	AT5G12960, AT5G12950
OG0005707	Bra006413, Bra013968	AT5G17560
OG0005708	Bra035105, Bra003614	AT1G79280
OG0005709	Bra020851	AT4G22360
OG0005710	Bra006065, Bra009026, Bra028584	AT5G10510
OG0005711	Bra034266, Bra007628	AT3G61720, AT5G03435
OG0005712	Bra016549	AT4G26190
OG0005713	Bra001424, Bra038683, Bra034806	AT3G11840
OG0005714	Bra028888, Bra005696	AT5G01090
OG0005715	Bra011173, Bra024097, Bra010297	AT4G30200
OG0005716	Bra026970	AT1G12440
OG0005717	Bra016658, Bra026761, Bra026130	AT1G15430
OG0005721	Bra027567, Bra027568, Bra025111	AT5G44720
OG0005722	Bra031779, Bra031778	AT1G11765
OG0005723	Bra033971	AT1G17800
OG0005724	Bra018091, Bra033777	AT3G47990
OG0005726	Bra000688	AT4G09670
OG0005727	Bra011589	AT4G35140
OG0005728	Bra029296, Bra010045, Bra036933	AT5G61970
OG0005729	Bra003992, Bra007868, Bra004398	AT1G69588
OG0005730	Bra001915	AT3G23605
OG0005731	Bra036578, Bra036581, Bra009899, Bra020534	AT5G26717, AT5G26692
OG0005745	Bra021395, Bra004465	AT2G47270
OG0005746	Bra004455, Bra000454	AT2G47470
OG0005747	Bra034719, Bra039353	AT3G12910
OG0005748	Bra019393, Bra013598	AT4G22190
OG0005749	Bra041167, Bra040290, Bra001216	AT3G06778
OG0005750	Bra006216, Bra008801	AT5G13810
OG0005751	Bra012847, Bra038908, Bra036788	AT3G51600
OG0005752	Bra012699, Bra038493	AT4G16640
OG0005753	Bra006788, Bra020398, Bra002679	AT5G58010
OG0005754	Bra033783, Bra018099, Bra019519	AT3G47940
OG0005756	Bra032405, Bra039865	AT1G30580
OG0005757	Bra023674, Bra006460, Bra002159	AT5G18450
OG0005758	Bra019013, Bra019012	AT1G53070
OG0005759	Bra015313, Bra030568	AT1G04400
OG0005760	Bra016581, Bra023302	AT5G51610, AT1G32990
OG0005761	Bra007079, Bra014809	AT3G54540
OG0005762	Bra001951	AT3G24490
OG0005763	Bra019559	AT3G48710
OG0005764	Bra025180	AT3G26070, AT3G26080
OG0005766	Bra007875, Bra004407, Bra003986	AT1G69690
OG0005767	Bra014092, Bra032228	AT1G47750
OG0005768	Bra020135, Bra002338	AT5G20900
OG0005769	Bra019557, Bra022649, Bra018043	AT4G01780, AT3G48670
OG0005770	Bra013293, Bra012612	AT4G18230
OG0005771	Bra007341, Bra014617	AT3G57600
OG0005772	Bra023083, Bra005238, Bra017220	AT2G36870
OG0005773	Bra007641	AT3G61920
