Orthogroup	Brassica_rapa	Camelina_sativa
OG0008099	Bra010731	Csa12g001500, Csa10g001440
OG0008100	Bra031363	Csa17g028960, Csa03g025950, Csa14g027290
OG0008101	Bra035036, Bra008360	Csa08g022430, Csa07g051070, Csa09g085210, Csa16g042640
OG0008102	Bra010898, Bra032882	Csa14g035780, Csa17g038020, Csa03g031450
OG0008103	Bra029652	Csa19g011270, Csa15g009240, Csa01g008530
OG0008104	Bra037630, Bra004873	Csa05g004420, Csa06g051220, Csa04g062700
OG0008106	Bra036622	Csa20g055610, Csa13g036280, Csa08g028100
OG0008107	Bra017221	Csa06g039490, Csa04g050370, Csa05g017040
OG0008108	Bra030514	Csa17g003890, Csa06g001950, Csa14g003030, Csa03g002970
OG0008109	Bra032728	Csa12g061760, Csa11g041290, Csa10g033090, Csa10g033100, Csa10g033110
OG0008110	Bra001894, Bra023782	Csa01g027310, Csa19g033230, Csa15g041710
OG0008111	Bra027260, Bra021099	Csa01g017880, Csa15g019830, Csa19g022050, Csa14159s010
OG0008112	Bra012097	Csa11g104220, Csa18g040820, Csa18g041840, Csa02g076020
OG0008113	Bra022445	Csa15g027640, Csa19g027350, Csa01g022710
OG0008114	Bra023456, Bra015770	Csa09g080990, Csa16g040420, Csa07g047820
OG0008115	Bra027296, Bra001572	Csa01g017430, Csa19g021560, Csa15g019290
OG0008116	Bra026206, Bra016697	Csa03g018330, Csa14g017620, Csa17g020010
OG0008117	Bra013370	Csa12g042650, Csa11g028380, Csa10g025170
OG0008118	Bra008566, Bra006393	Csa20g025350
OG0008119	Bra028600, Bra009056	Csa20g015390, Csa08g054470, Csa13g011880
OG0008120	Bra025757	Csa03g023530, Csa14g024970, Csa17g025510
OG0008121	Bra000570, Bra039234	Csa16g045750, Csa07g054070, Csa09g088270, Csa18801s010, Csa15g005040, Csa12g085460
OG0008122	Bra005792, Bra028804, Bra009487	Csa08g060430, Csa13g006120
OG0008123	Bra016160	Csa07g037990, Csa16g032770, Csa09g072410
OG0008124	Bra024061, Bra010281	Csa12g016570, Csa10g011930, Csa11g012780
OG0008125	Bra006870, Bra012840	Csa04g037480, Csa09g058840, Csa06g025890
OG0008126	Bra036319	Csa08g052850, Csa13g055640, Csa14g037720, Csa02g004770, Csa02g004780
OG0008127	Bra026491, Bra009694	Csa20g038600, Csa13g028110, Csa08g017870
OG0008128	Bra014008	Csa17g069500, Csa14g048870, Csa03g046630
OG0008129	Bra021360	Csa19g005550, Csa15g003200, Csa01g003120
OG0008130	Bra022847	Csa07g056790, Csa09g091920, Csa16g047410, Csa09g004810
OG0008131	Bra016562, Bra025918, Bra031025	Csa17g024060, Csa14g023560, Csa03g022110
OG0008132	Bra035198	Csa16g050410, Csa09g094930, Csa07g059750, Csa16g047030, Csa07g059760
OG0008133	Bra033983, Bra004251	Csa05g081840, Csa16g027640, Csa16g027660
OG0008134	Bra014303, Bra018938	Csa17g091920, Csa14g060210, Csa03g058920
OG0008135	Bra003305, Bra014599	Csa06g033730, Csa09g070470, Csa04g044410
OG0008136	Bra020026, Bra031664	Csa17g012870, Csa03g012750, Csa14g010800
OG0008137	Bra034765, Bra001445	Csa01g013380, Csa15g016160, Csa19g016520
OG0008138	Bra035257	Csa02g021690, Csa08g043200, Csa13g048190
OG0008139	Bra004499	Csa06g053410, Csa05g002260, Csa04g066020
OG0008140	Bra010666, Bra011838	Csa12g002600, Csa11g002760, Csa10g002460
OG0008141	Bra011304, Bra023980	Csa11g011470, Csa10g010650, Csa12g014190
OG0008142	Bra009729	Csa14g038660, Csa00918s010, Csa17g037310, Csa17g036310, Csa14g016420
OG0008143	Bra003079	Csa14g011780, Csa17g013910
OG0008144	Bra018572	Csa17g012730, Csa14g010680
OG0008145	Bra026946, Bra019800	Csa14g015940, Csa03g016760, Csa17g017230
OG0008146	Bra032277, Bra032283	Csa03g055190, Csa14g055530, Csa17g081050
OG0008147	Bra002255, Bra006514	Csa08g012500, Csa20g030460
OG0008148	Bra001691, Bra021286	Csa15g024330, Csa19g025190, Csa01g020710
OG0008149	Bra039835, Bra036409	Csa01g035860, Csa19g046430, Csa15g071280
OG0008150	Bra000387	Csa10g027370
OG0008151	Bra003513	Csa05g095210, Csa16g001740, Csa07g001740
OG0008152	Bra038020, Bra038016	Csa17g095760, Csa14g067700, Csa03g062450
OG0008153	Bra024276	Csa11g101310, Csa18g037830, Csa02g072890, Csa18g037840
OG0008154	Bra011263	Csa10g011170, Csa11g012040, Csa12g015760
OG0008155	Bra037057, Bra032758, Bra038969	Csa12g060040, Csa10g032660
OG0008156	Bra020665	Csa02g035230, Csa02g035040, Csa11g078280, Csa11g078420
OG0008157	Bra007967	Csa07g038140, Csa09g072550, Csa16g032910
OG0008158	Bra031520	Csa16g052200, Csa07g061530
OG0008159	Bra015426, Bra032462	Csa03g006850, Csa14g006750, Csa17g008810
OG0008160	Bra011744, Bra017811	Csa10g003910, Csa12g004160, Csa11g004410
OG0008161	Bra034737, Bra039340	Csa15g016690, Csa01g013860, Csa19g016950
OG0008162	Bra016990, Bra000190	Csa05g012260, Csa06g044890, Csa04g054840
OG0008163	Bra024758, Bra012481, Bra010991	Csa14g034070, Csa03g029760, Csa17g035150
OG0008164	Bra007412	Csa06g035470, Csa09g071320, Csa04g046230
OG0008165	Bra009859, Bra036551	Csa20g049150, Csa08g023440, Csa13g033680
OG0008166	Bra004741	Csa06g049260, Csa05g007380, Csa04g060680
OG0008167	Bra039430	Csa10g033350, Csa11g041560
OG0008168	Bra005020, Bra000143	Csa05g013320, Csa06g043810
OG0008169	Bra019110, Bra026445	Csa10g016550, Csa11g018030
OG0008170	Bra022508, Bra000599	Csa18g020450, Csa02g037300, Csa18g008240
OG0008171	Bra022358	Csa15g026440, Csa01g021720, Csa01g021710
OG0008172	Bra005524, Bra021827	Csa16g008210, Csa07g008430
OG0008173	Bra001733, Bra022387	Csa19g026580, Csa15g026800, Csa01g022090
OG0008174	Bra016503	Csa03g023370, Csa17g025380, Csa14g024860
OG0008175	Bra032242, Bra014104	Csa17g076640, Csa03g052890, Csa14g053100
OG0008176	Bra033497, Bra009095	Csa11g034860, Csa12g054280, Csa10g030480
OG0008177	Bra028860, Bra005748	Csa20g002930, Csa13g002810, Csa08g061730
OG0008178	Bra003451, Bra014433	Csa07g003340, Csa05g093450
OG0008179	Bra000108, Bra005068	Csa04g053380, Csa04g052900, Csa05g014340, Csa06g042890
OG0008180	Bra012799, Bra033424	Csa09g059630, Csa04g038360, Csa06g026840
OG0008181	Bra040099, Bra012690	Csa11g032860, Csa12g049890, Csa10g028670
OG0008182	Bra011580, Bra034668	Csa11g006840, Csa10g007140, Csa12g008600
OG0008183	Bra005963, Bra028674	Csa08g056380, Csa13g010010, Csa20g010420
OG0008184	Bra027246	Csa15g019960, Csa19g022190, Csa01g018010
OG0008185	Bra030760	Csa03g012550, Csa14g010600, Csa17g012640
OG0008186	Bra015933	Csa09g078740, Csa07g044390, Csa21997s010, Csa16g038070
OG0008187	Bra006990	Csa06g027780, Csa09g061610, Csa04g039350
OG0008188	Bra034545, Bra037028, Bra011408	Csa11g010120, Csa10g009230, Csa12g011820
OG0008189	Bra021370	Csa08g060270, Csa01g002810, Csa19g005240, Csa12304s010, Csa02928s010, Csa15g002870
OG0008190	Bra007085	Csa09g064400, Csa06g029100, Csa04g040730
OG0008191	Bra000916	Csa19g050850, Csa08g052750, Csa13g055510, Csa02g004910
OG0008192	Bra008957, Bra006101	Csa13g014300, Csa20g017040
OG0008193	Bra022010, Bra025044	Csa18g005130
OG0008194	Bra007069	Csa04g040450, Csa06g028860, Csa09g064100
OG0008195	Bra008219, Bra015822	Csa09g080360, Csa16g039720, Csa07g047200
OG0008196	Bra039995	Csa16g015170, Csa07g014710, Csa11967s010, Csa05g034270
OG0008198	Bra013789, Bra010493	Csa12g030080, Csa10g018730, Csa23805s010
OG0008199	Bra009258, Bra028696	Csa13g009520, Csa20g009910, Csa05518s010, Csa08g056910
OG0008200	Bra039100, Bra025240	Csa04g013680, Csa09g011690, Csa06g006810, Csa04g013670
OG0008201	Bra011710, Bra017787, Bra017786	Csa10g004380, Csa12g004640, Csa11g004900
OG0008202	Bra010402, Bra019047	Csa11g016650, Csa12g023340, Csa10g015350
OG0008203	Bra001741, Bra022407	Csa15g026990, Csa19g026780
OG0008204	Bra031901, Bra037795	Csa18g038490, Csa02g073930, Csa11g101940
OG0008205	Bra032801	Csa17g035710, Csa17g035670, Csa14g034630, Csa03g030270, Csa17g035720
OG0008206	Bra011374	Csa10g009660, Csa12g013270, Csa12g013280, Csa11g010530, Csa10g009670
OG0008207	Bra030444, Bra014269	Csa03g058240, Csa14g059600, Csa17g090170
OG0008208	Bra029262, Bra010080	Csa02g070550, Csa18g035880, Csa11g099280
OG0008210	Bra011020, Bra024724	Csa03g029260, Csa14g032490, Csa17g034620
OG0008211	Bra027982	Csa11g073600, Csa18g012580, Csa20g063130
OG0008212	Bra019966, Bra018467	Csa03g013440, Csa11365s010, Csa17g013630
OG0008213	Bra039604, Bra024464	Csa19g058130, Csa01g041640, Csa15g078140
OG0008214	Bra004797	Csa06g050310, Csa05g006300, Csa04g061830
OG0008215	Bra019340, Bra013669	Csa12g033690, Csa10g020060, Csa11g023080
OG0008216	Bra022271, Bra022268	Csa01g020760, Csa15g024380, Csa24407s010, Csa19g025260
OG0008217	Bra005395	Csa17g038010, Csa12g008560, Csa12g038640, Csa11g025620, Csa09g080420, Csa07g047280, Csa08g004430, Csa13g015120, Csa20g017900, Csa20g038880
OG0008218	Bra011522, Bra034620	Csa11g007610, Csa10g007800
OG0008219	Bra010804, Bra032351	Csa03g033180, Csa17g042970, Csa14g037560
OG0008220	Bra039169	Csa01g001850, Csa19g002940, Csa15g001860
OG0008221	Bra029084, Bra003069	Csa02g049600, Csa11g085110, Csa18g024290
OG0008222	Bra035994, Bra027507	Csa20g068790, Csa11g071010, Csa18g010010
OG0008223	Bra015441, Bra032461	Csa03g006950, Csa17g008940, Csa14g006880
OG0008224	Bra035281	Csa13g047850, Csa02g024880, Csa08g042840, Csa08g042830
OG0008225	Bra013980, Bra006406	Csa20g025560, Csa08g009600, Csa13g020180
OG0008226	Bra023233	Csa17g056890, Csa14g043530, Csa12g045490
OG0008227	Bra027686, Bra028502	Csa11g060210, Csa02g055070, Csa10g050170
OG0008228	Bra030125, Bra010845	Csa03g032350, Csa14g036740, Csa17g041930
OG0008229	Bra004287, Bra004047, Bra033953	Csa05g083450, Csa16g028200, Csa07g033780
OG0008230	Bra027886	Csa16g018640, Csa07g019370, Csa05g053560
OG0008231	Bra037446	Csa02g034800, Csa11g077120, Csa18g016210
OG0008233	Bra025630	Csa10g047840, Csa11g056000, Csa12g081400
OG0008234	Bra033105, Bra025400, Bra036210	Csa04g019820, Csa06g012770, Csa09g023040
OG0008235	Bra010559, Bra011690	Csa12g004920, Csa11g005230, Csa10g004710
OG0008236	Bra026916	Csa17g018600, Csa14g016240, Csa03g017080
OG0008237	Bra023179, Bra002419	Csa20g036210, Csa20g036230
OG0008238	Bra021365, Bra032006	Csa01g002900, Csa15g002970, Csa19g005340
OG0008239	Bra006218, Bra023437	Csa20g019230, Csa08g005790, Csa13g016540
OG0008240	Bra006446, Bra002144	Csa13g021110
OG0008241	Bra036680, Bra036467	Csa01g043980, Csa15g082730, Csa19g048380
OG0008242	Bra025933	Csa03g021850, Csa14g023300, Csa17g023800
OG0008243	Bra020413, Bra002698	Csa02g062310, Csa11g091370, Csa18g030850
OG0008244	Bra002828	Csa18g028960, Csa02g059180, Csa11g089590
OG0008245	Bra009994, Bra020607	Csa20g057450, Csa08g029890, Csa13g037960
OG0008246	Bra031952, Bra036412	Csa19g006240, Csa15g003920
OG0008247	Bra003327, Bra014578	Csa09g070850, Csa06g034060, Csa09g070840
OG0008248	Bra034723	Csa01g013980, Csa19g017070, Csa15g016810
OG0008249	Bra040723	Csa03g017470, Csa14g016650, Csa17g019020, Csa17g019040, Csa14g016680
OG0008250	Bra040971, Bra036750	Csa03g038530, Csa17g059690, Csa14g044260
OG0008251	Bra032947, Bra025226	Csa06g006530, Csa04g012360
OG0008252	Bra018219	Csa09g041270, Csa06g019960, Csa04g028910
OG0008253	Bra035780, Bra035779	Csa15g030650, Csa19g028320, Csa01g023530
OG0008254	Bra035625, Bra006868	Csa02g059820, Csa18g029450, Csa11g089970
OG0008255	Bra002678, Bra020397	Csa11g091700, Csa02g062590
OG0008256	Bra005986	Csa20g011790, Csa13g010390, Csa08g056010
OG0008257	Bra017422	Csa04g007590, Csa06g002150, Csa00456s100
OG0008258	Bra027875	Csa07g018020, Csa16g018360, Csa05g054890
OG0008259	Bra035622, Bra002815	Csa11g089860, Csa18g029360, Csa02g059700
OG0008260	Bra033324, Bra030500	Csa17g001180, Csa19963s010, Csa03g002450
OG0008261	Bra025185, Bra036347	Csa09g009570, Csa06g005790
OG0008262	Bra021818, Bra005541	Csa05g023640, Csa16g008400, Csa07g008610
OG0008263	Bra017115, Bra017114, Bra005101	Csa04g052320, Csa06g041370, Csa05g014700
OG0008264	Bra009736	Csa13g028630, Csa08g018450, Csa20g039390
OG0008265	Bra033093	Csa09g022780, Csa06g012550, Csa04g016970
OG0008266	Bra001117, Bra040396	Csa19g006840, Csa01g005410
OG0008267	Bra027248, Bra001594	Csa15g019940, Csa01g017990
OG0008268	Bra007668	Csa16g002440, Csa05g094440, Csa07g002420
OG0008270	Bra006581, Bra020132	Csa13g024760, Csa08g014650, Csa20g032850
OG0008271	Bra011949, Bra035701	Csa07g016100, Csa16g016730, Csa05g038180
OG0008272	Bra006525, Bra002276	Csa08g013740, Csa13g022890, Csa20g031830
OG0008273	Bra039277	Csa05g002610
OG0008273	Bra004528	Csa04g065650
OG0008274	Bra003492, Bra007666, Bra014409	Csa05g094420, Csa07g002440, Csa16g002460
OG0008275	Bra002096, Bra040870	Csa19g054790, Csa15g076270
OG0008277	Bra032724	Csa12g062890, Csa06084s010, Csa10g033200, Csa11g041400
OG0008278	Bra001509, Bra027429	Csa19g018830, Csa01g015800, Csa15g017620
OG0008279	Bra035850, Bra038617	Csa02g071650, Csa11g100120, Csa18g036760
OG0008280	Bra018122	Csa09g048060, Csa06g021310, Csa04g030610
OG0008281	Bra000303, Bra004758	Csa04g060970, Csa06g049580, Csa05g007120
OG0008282	Bra010125, Bra029246	Csa18g036240, Csa11g099640, Csa02g071020
OG0008283	Bra033640	Csa20g066320
OG0008284	Bra035054, Bra008373	Csa16g048190, Csa07g057630, Csa09g092730
OG0008285	Bra005067	Csa05g014330, Csa06g042910
OG0008286	Bra012875, Bra038876, Bra036841	Csa09g057970, Csa06g025130, Csa04g036760
OG0008287	Bra033543, Bra033895	Csa01g027400, Csa01g027390, Csa15g041770, Csa19g033310
OG0008288	Bra008267, Bra003714	Csa09g081350, Csa07g048190, Csa16g040760
OG0008289	Bra003415, Bra007539	Csa16g004420, Csa07g004450, Csa05g092310
OG0008290	Bra004537	Csa06g052920, Csa04g065480
OG0008291	Bra010904, Bra032870	Csa17g037890, Csa03g031320
OG0008292	Bra014881, Bra010767	Csa03g033650, Csa03g033640, Csa14g038180, Csa17g043620
OG0008293	Bra019838, Bra016819	Csa17g015770, Csa14g014480, Csa03g015350, Csa08156s010
OG0008294	Bra038850	Csa01g042450, Csa15g084050, Csa19g056320
OG0008295	Bra024299, Bra015476	Csa14g007530, Csa03g008460, Csa17g009560
OG0008296	Bra004291, Bra033951	Csa05g083520, Csa16g028260, Csa07g033840
OG0008297	Bra006219	Csa08g005820, Csa20g019260, Csa13g016570
OG0008298	Bra003514, Bra007709	Csa07g001730, Csa16g001730, Csa05g095220
OG0008299	Bra001263	Csa01g008700, Csa15g009390, Csa19g011420, Csa10g035970
OG0008300	Bra015961	Csa09g078390, Csa07g043010, Csa16g037690, Csa16g037680
OG0008301	Bra011509, Bra017638	Csa06g032970, Csa09g069700, Csa04g043660, Csa08g049730
OG0008302	Bra002715, Bra006813	Csa11g091160, Csa18g030640, Csa02g062100
OG0008303	Bra012549, Bra012550, Bra013388	Csa11g067980, Csa12g042300, Csa10g024870, Csa11g028030
OG0008304	Bra001849, Bra001850, Bra001851	Csa09g022810, Csa04g019670
OG0008305	Bra023769, Bra001901	Csa15g041860, Csa01g027530, Csa19g033440
OG0008306	Bra014646, Bra007299	Csa09g069540, Csa06g032800
OG0008307	Bra012096, Bra023074	Csa11g104240, Csa02g076030, Csa18g041850
OG0008308	Bra006424	Csa08g010130, Csa20g026030, Csa13g020670
OG0008309	Bra003920, Bra016130	Csa07g038540, Csa16g034270, Csa09g072920
OG0008310	Bra009393	Csa18305s010
OG0008311	Bra020052, Bra006511	Csa13g022560, Csa20g030350
OG0008312	Bra013734, Bra019264	Csa12g030610, Csa11g021060, Csa10g019240
OG0008313	Bra008958, Bra006099	Csa20g017020, Csa13g014280, Csa08g002620
OG0008314	Bra023841, Bra031340, Bra031343	Csa15g034870, Csa01g025490
OG0008316	Bra000227, Bra016934	Csa05g011200, Csa06g047370, Csa04g055880
OG0008317	Bra020309, Bra002554	Csa18g032920, Csa02g065330, Csa11g093450
OG0008318	Bra031289, Bra023874	Csa15g031980, Csa19g029640, Csa01g024660
OG0008319	Bra017566, Bra025027	Csa00470s020, Csa18g003780, Csa11g065750
OG0008320	Bra023070, Bra017235	Csa05g017590, Csa04g049950, Csa06g039080
OG0008321	Bra007852, Bra035421	Csa05g048600, Csa16g017460, Csa07g016970
OG0008322	Bra032314, Bra010831	Csa17g042190, Csa14g036940, Csa03g032530
OG0008323	Bra027836, Bra035429	Csa16g017620, Csa05g050980
OG0008324	Bra016297	Csa17g033850, Csa03g028520, Csa14g031690, Csa14g031660
OG0008325	Bra036193, Bra037526	Csa11g074020, Csa18g013960, Csa02g032060
OG0008326	Bra017772, Bra010570	Csa12g004770, Csa11g005080, Csa10g004530
OG0008327	Bra025037	Csa20g078170, Csa11g065900, Csa18g003950
OG0008328	Bra014178	Csa17g080930, Csa14g055440, Csa03g055090
OG0008329	Bra002110, Bra023641, Bra023640	Csa20g026040, Csa13g020680, Csa08g010140
OG0008330	Bra032987, Bra025257	Csa09g013000, Csa04g014960, Csa06g007130
OG0008331	Bra007941, Bra016189	Csa16g032350, Csa16g032360, Csa07g037650, Csa09g072080
OG0008332	Bra006841, Bra002779, Bra035637	Csa18g029830
OG0008333	Bra011881	Csa10g001730, Csa12g001790, Csa11g001930, Csa10g001720
OG0008334	Bra032433, Bra015478	Csa34589s010, Csa03g008440, Csa03g008430, Csa17g009580, Csa14g007550
OG0008335	Bra025595	Csa12g079890, Csa10g047420, Csa11g057240
OG0008336	Bra034783	Csa01g013160, Csa15g015940, Csa19g016280
OG0008337	Bra019849	Csa06g022880, Csa04g035570, Csa03g015130, Csa17g015560, Csa14g014240
OG0008338	Bra039039, Bra025362	Csa09g021300, Csa00674s020, Csa04g018190
OG0008339	Bra004893	Csa04g063130, Csa06g051620, Csa05g004030
OG0008340	Bra000399, Bra004931	Csa04g063550, Csa06g052150, Csa05g003550
OG0008341	Bra026952, Bra016753	Csa17g017100, Csa14g015820, Csa03g016660
OG0008342	Bra003084, Bra022625	Csa11g084910, Csa18g024050, Csa02g049370
OG0008343	Bra037862	Csa02g021810, Csa13g041710, Csa08g034580, Csa08g034570
OG0008344	Bra024283, Bra037772	Csa02g073010, Csa18g037940, Csa11g101410
OG0008345	Bra021454	Csa01215s040, Csa05g001010, Csa15052s010, Csa01270s010
OG0008346	Bra011335, Bra023956	Csa11g011010, Csa10g010180, Csa10g010170, Csa12g013740
OG0008347	Bra040436	Csa05g095540, Csa16g001380, Csa07g001450
OG0008348	Bra011219, Bra011212, Bra024048	Csa10g011790
OG0008349	Bra037229	Csa15g076790, Csa01g041360, Csa19g057820
OG0008350	Bra021931	Csa05g020410, Csa06g037290, Csa04g047090
OG0008351	Bra010749	Csa09g041180, Csa04g028810
OG0008352	Bra007781, Bra011159	Csa16g047320, Csa09g091870, Csa07g056710
OG0008353	Bra021283, Bra022259	Csa15g024240, Csa01g020670, Csa19g025130
OG0008354	Bra004430, Bra021442	Csa05g001400, Csa04g067860, Csa06g054300
OG0008355	Bra024294	Csa18g038080, Csa11g101550
OG0008356	Bra030273, Bra031221	Csa16g043660, Csa09g086250, Csa07g052010
OG0008357	Bra013337	Csa21598s010, Csa22523s010, Csa11g029760
OG0008358	Bra019568, Bra029920, Bra018032	Csa04g034020, Csa06g022620, Csa09g051000
OG0008359	Bra011563, Bra017680, Bra034656	Csa10g007340, Csa12g008800, Csa11g007140
OG0008360	Bra021605	Csa05g033770, Csa16g014830
OG0008361	Bra021231, Bra022201	Csa15g023260
OG0008362	Bra016423	Csa14g026660, Csa14g026650, Csa17g027340
OG0008363	Bra012174, Bra038854	Csa06g009650, Csa09g019720
OG0008364	Bra023152, Bra014897	Csa03g034370, Csa14g039100, Csa17g048450
OG0008365	Bra009589	Csa04g025950, Csa06g018840, Csa00382s210
OG0008366	Bra027158	Csa16g052310
OG0008367	Bra003930	Csa09g072650, Csa07g038250, Csa16g033990
OG0008368	Bra036763	Csa17g065840, Csa03g039160, Csa14g047030, Csa05g025600
OG0008369	Bra034547, Bra011412	Csa10g009170, Csa11g010060, Csa12g011750
OG0008370	Bra002736, Bra020449	Csa18g030330, Csa02g061800, Csa11g090880
OG0008371	Bra017621, Bra011485	Csa12g009690, Csa11g008990, Csa10g008210
OG0008372	Bra008022, Bra016077	Csa09g075710, Csa16g034870, Csa07g022020
OG0008373	Bra011302, Bra010218	Csa12g014610, Csa11g011500, Csa10g010680
OG0008374	Bra000218	Csa04g055620, Csa06g047080, Csa05g011460
OG0008375	Bra020539, Bra036574	Csa08g024220, Csa13g034370, Csa20g052720
OG0008376	Bra030591, Bra015351, Bra015356	Csa14g006040, Csa17g008070, Csa03g006150
OG0008377	Bra040327, Bra000367	Csa05g004210, Csa04g062960, Csa06g051450
OG0008378	Bra001335, Bra029734	Csa19g012330, Csa01g009650, Csa15g010250
OG0008379	Bra026854, Bra019675	Csa14g017100, Csa17g019530, Csa03g017860
OG0008380	Bra030298, Bra031190	Csa16g043260, Csa07g051610
OG0008381	Bra028109	Csa12g074440, Csa10g040600, Csa11g050740
OG0008383	Bra012320	Csa14g027550, Csa03g026210, Csa17g029280, Csa05g067390
OG0008384	Bra030251, Bra038537	Csa07g052340, Csa09g086560, Csa16g043980
OG0008385	Bra011185, Bra024084	Csa12g016810, Csa11g013050, Csa02070s010, Csa10g012160
OG0008386	Bra000958	Csa02g001820, Csa08g001880, Csa13g056660, Csa05278s010
OG0008387	Bra004911, Bra039338	Csa05g003850, Csa04g063350, Csa06g051810
OG0008388	Bra005490, Bra035558	Csa11g088310, Csa18g026520, Csa02g057590
OG0008389	Bra038453, Bra040576	Csa11g033620, Csa12g051840, Csa10g029360
OG0008390	Bra025171	Csa06g005480, Csa04g011150, Csa09g009110
OG0008391	Bra016550, Bra025672	Csa14g023940, Csa17g024410
OG0008392	Bra031129, Bra036482	Csa15g082460, Csa19g048140, Csa01g043720
OG0008393	Bra011084, Bra010336, Bra024162	Csa11g014370, Csa10g013430
OG0008394	Bra009857, Bra036549	Csa20g049110, Csa08g023420
OG0008396	Bra030541, Bra015261	Csa17g006820, Csa03g004890, Csa14g004830
OG0008397	Bra037544, Bra022376	Csa15g026650
OG0008398	Bra019589, Bra017997	Csa09g051670, Csa04g034690, Csa06g023220
OG0008399	Bra008769, Bra023454	Csa08g006300, Csa13g017060, Csa20g020790, Csa20g020800
OG0008400	Bra036097, Bra030023	Csa04g036280, Csa06g024660
OG0008401	Bra038034	Csa14g067930, Csa21671s010, Csa17g095960, Csa03g062670, Csa02746s010
OG0008402	Bra006674, Bra020260	Csa18g033560, Csa02g067160, Csa11g094140
OG0008403	Bra009621	Csa20g002090, Csa08g062640, Csa13g001880
OG0008404	Bra031346	Csa15g034900, Csa19g031510, Csa01g025530
OG0008405	Bra002157, Bra006459	Csa13g021310, Csa20g026780, Csa08g010900
OG0008406	Bra038629	Csa11g100280, Csa02g071890, Csa02g071840, Csa18g036940
OG0008408	Bra006490, Bra040670	Csa13g021860, Csa08g011540
OG0008409	Bra007262	Csa09g069060, Csa06g031400, Csa04g043080
OG0008410	Bra021403, Bra004447	Csa05g001600
OG0008411	Bra001535, Bra027372	Csa01g016630, Csa19g020720, Csa15g018420
OG0008412	Bra021121, Bra027229	Csa01g018190, Csa19g022360, Csa15g020150
OG0008413	Bra006780, Bra020382	Csa18g031350, Csa02g062760, Csa11g091850
OG0008414	Bra006520	Csa20g030580, Csa03g005400, Csa08g013960, Csa08g012400, Csa13g026050, Csa13g022760
OG0008415	Bra018080	Csa04g031200, Csa06g021800, Csa09g048720
OG0008416	Bra037325	Csa11g012310, Csa10g011450, Csa12g016040, Csa12g016050
OG0008417	Bra027601, Bra021964	Csa20g076060, Csa11g067990, Csa18g005960
OG0008418	Bra030537, Bra033412	Csa14g004660, Csa03g004710, Csa17g005670
OG0008419	Bra023701, Bra002204	Csa13g021920, Csa20g028430, Csa08g011620
OG0008420	Bra020389, Bra002673	Csa18g031270, Csa02g062670, Csa11g091770
OG0008421	Bra003931	Csa16g033960, Csa07g038220
OG0008422	Bra001460, Bra038737	Csa15g016560, Csa19g016820, Csa01g013710, Csa11g034650
OG0008423	Bra001720, Bra022352	Csa19g026150, Csa01g021640, Csa15g026370
OG0008424	Bra024523, Bra024522	Csa17g029520, Csa14g027780
OG0008426	Bra001236, Bra040362	Csa15g008840, Csa19g010820, Csa01g008130
OG0008427	Bra023202, Bra033878	Csa14g041720
OG0008428	Bra029768	Csa19g012920, Csa01g010220, Csa15g010850
OG0008429	Bra010964, Bra032802	Csa14g034650, Csa17g035730, Csa03g030280
OG0008430	Bra006035, Bra009078	Csa13g011540, Csa20g013030, Csa08g054800
OG0008431	Bra014346, Bra024907	Csa09g001030, Csa06g001010, Csa04g002020, Csa05645s010
OG0008432	Bra035331	Csa18g011220, Csa20g066500, Csa11g072290
OG0008433	Bra019828	Csa03g017170, Csa14g016330, Csa17g018700
OG0008434	Bra015513	Csa17g010040, Csa03g010010
OG0008435	Bra040568, Bra039689	Csa17g094260, Csa14g064390, Csa03g061060
OG0008436	Bra019198, Bra010478	Csa12g029260, Csa10g017980
OG0008437	Bra004547	Csa04g065380, Csa05g002860, Csa06g052810
OG0008438	Bra025067	Csa20g077450, Csa11g066540, Csa18g005610
OG0008439	Bra012874, Bra036840	Csa06g025140, Csa04g036770, Csa09g057980
OG0008440	Bra020935	Csa11g026100, Csa12g039160, Csa10g023050
OG0008441	Bra025161, Bra017349	Csa04g011020, Csa09g008900, Csa06g005350
OG0008442	Bra027622, Bra026997	Csa16g055850, Csa07g064490, Csa09g097870
OG0008443	Bra019108, Bra026443	Csa12g025600, Csa11g018000, Csa13g022160, Csa10g016520
OG0008444	Bra010330, Bra011100	Csa11g014140, Csa12g018110, Csa10g013170
OG0008445	Bra010864, Bra032913	Csa03g031860, Csa17g039410, Csa14g036230
OG0008446	Bra027752	Csa07g065720, Csa16g056920, Csa09g099050
OG0008447	Bra005978, Bra009332	Csa08g056150, Csa13g010240, Csa20g011620
OG0008448	Bra010500, Bra013774	Csa10g018860, Csa12g030210
OG0008449	Bra006335, Bra008659	Csa20g023540, Csa13g018800
OG0008450	Bra025642	Csa12g081630, Csa11g055840, Csa10g046740
OG0008451	Bra012476	Csa17g035060, Csa03g029660, Csa14g033970
OG0008452	Bra036176, Bra037489, Bra020704	Csa18g014460, Csa11g074530
OG0008453	Bra019117, Bra026456	Csa12g025860, Csa11g018190, Csa10g016710
OG0008454	Bra003191, Bra007089	Csa04g040800, Csa09g064440, Csa06g029140
OG0008455	Bra029287, Bra010060	Csa18g035700, Csa11g099110, Csa02g070170
OG0008456	Bra006778, Bra002665	Csa18g031400, Csa11g091910, Csa02g062820
