Orthogroup	Brassica_rapa	Eutrema_salsugineum
OG0006721	Bra026335, Bra019040	EUTSA_v10025109mg
OG0006722	Bra037378, Bra000949	EUTSA_v10028385mg
OG0006723	Bra023498	EUTSA_v10013974mg
OG0006724	Bra021686	EUTSA_v10016438mg
OG0006725	Bra009120	EUTSA_v10012508mg
OG0006726	Bra024137, Bra011132	EUTSA_v10024841mg
OG0006727	Bra024921	EUTSA_v10001057mg
OG0006729	Bra030557	EUTSA_v10008141mg
OG0006730	Bra012446	EUTSA_v10008719mg
OG0006730	Bra041108	EUTSA_v10019111mg
OG0006731	Bra037363, Bra000954	EUTSA_v10028603mg
OG0006732	Bra023036, Bra005306	EUTSA_v10016634mg
OG0006733	Bra001373, Bra029859	EUTSA_v10021097mg
OG0006734	Bra039880, Bra023153	EUTSA_v10008022mg
OG0006735	Bra032754	EUTSA_v10026595mg
OG0006736	Bra023106	EUTSA_v10017389mg
OG0006737	Bra000837, Bra034200	EUTSA_v10028941mg
OG0006738	Bra031489	EUTSA_v10023761mg
OG0006739	Bra008774	EUTSA_v10013682mg
OG0006740	Bra002181, Bra006475	EUTSA_v10012450mg
OG0006741	Bra016335, Bra010945	EUTSA_v10008158mg
OG0006742	Bra039140	EUTSA_v10020182mg
OG0006743	Bra027717	EUTSA_v10023709mg
OG0006744	Bra023117	EUTSA_v10006950mg
OG0006745	Bra000206, Bra000205	EUTSA_v10016922mg
OG0006746	Bra022901	EUTSA_v10016939mg
OG0006747	Bra019541, Bra018063	EUTSA_v10010457mg
OG0006748	Bra023267, Bra010165	EUTSA_v10007088mg
OG0006749	Bra004832, Bra041089, Bra000353	EUTSA_v10001461mg
OG0006750	Bra011229	EUTSA_v10026851mg
OG0006751	Bra038557	EUTSA_v10022848mg
OG0006752	Bra002640, Bra020363	EUTSA_v10016090mg
OG0006753	Bra020336, Bra002591	EUTSA_v10014822mg
OG0006754	Bra040771, Bra012054	EUTSA_v10002061mg
OG0006755	Bra011734	EUTSA_v10025731mg, EUTSA_v10027845mg, EUTSA_v10027846mg
OG0006756	Bra011503, Bra017630	EUTSA_v10027438mg
OG0006757	Bra025393	EUTSA_v10005658mg
OG0006758	Bra000931, Bra037408	EUTSA_v10028602mg
OG0006759	Bra007740	EUTSA_v10006272mg
OG0006760	Bra033357, Bra030513	EUTSA_v10009124mg
OG0006761	Bra019344	EUTSA_v10025474mg
OG0006762	Bra039308, Bra004943	EUTSA_v10001707mg
OG0006763	Bra007446, Bra003375	EUTSA_v10006183mg
OG0006764	Bra000976, Bra037337	EUTSA_v10028551mg
OG0006765	Bra034346, Bra000517	EUTSA_v10002035mg
OG0006766	Bra023464, Bra008760	EUTSA_v10015753mg
OG0006767	Bra034281	EUTSA_v10018258mg
OG0006768	Bra025102, Bra027573	EUTSA_v10000758mg
OG0006769	Bra020838, Bra013632	EUTSA_v10025227mg
OG0006771	Bra004903	EUTSA_v10001360mg
OG0006772	Bra001227	EUTSA_v10022298mg
OG0006773	Bra039284, Bra000421, Bra004543	EUTSA_v10001373mg
OG0006774	Bra012486, Bra010985, Bra024763	EUTSA_v10007625mg
OG0006775	Bra040039, Bra029687, Bra001276	EUTSA_v10021870mg, EUTSA_v10022475mg
OG0006776	Bra023349	EUTSA_v10012766mg
OG0006777	Bra039119, Bra040516	EUTSA_v10022907mg, EUTSA_v10022365mg
OG0006778	Bra018002, Bra029937	EUTSA_v10010392mg
OG0006779	Bra001197, Bra020749	EUTSA_v10021784mg
OG0006781	Bra029855, Bra001370	EUTSA_v10022342mg
OG0006782	Bra013477, Bra038797	EUTSA_v10024222mg
OG0006783	Bra011941, Bra035693, Bra000490	EUTSA_v10016255mg
OG0006784	Bra019750, Bra016783, Bra026981	EUTSA_v10007823mg
OG0006785	Bra034242, Bra025212	EUTSA_v10003891mg
OG0006786	Bra037796, Bra024328, Bra031900	EUTSA_v10004930mg
OG0006787	Bra027002, Bra027615, Bra027616	EUTSA_v10023678mg
OG0006788	Bra017967	EUTSA_v10010537mg
OG0006789	Bra026780	EUTSA_v10007726mg
OG0006790	Bra018397, Bra000475	EUTSA_v10016946mg
OG0006791	Bra030374, Bra018974	EUTSA_v10011678mg
OG0006792	Bra007998, Bra016096	EUTSA_v10019318mg
OG0006793	Bra025903	EUTSA_v10007840mg
OG0006794	Bra015970, Bra008110, Bra003831	EUTSA_v10018327mg
OG0006795	Bra039130, Bra001009	EUTSA_v10021268mg
OG0006796	Bra040164, Bra021043, Bra012657	EUTSA_v10024874mg
OG0006797	Bra015222	EUTSA_v10022670mg
OG0006798	Bra014789, Bra007096	EUTSA_v10010639mg
OG0006799	Bra006012, Bra009357	EUTSA_v10012814mg
OG0006800	Bra004555, Bra000416	EUTSA_v10001562mg
OG0006801	Bra009836, Bra020497	EUTSA_v10003659mg, EUTSA_v10003665mg
OG0006802	Bra003357, Bra007420	EUTSA_v10005879mg
OG0006803	Bra029471	EUTSA_v10029404mg
OG0006804	Bra018217	EUTSA_v10002404mg, EUTSA_v10002414mg
OG0006806	Bra008971, Bra023318	EUTSA_v10016084mg
OG0006807	Bra004599, Bra016951	EUTSA_v10017546mg
OG0006808	Bra002594	EUTSA_v10013567mg
OG0006809	Bra037301	EUTSA_v10022836mg
OG0006810	Bra034148	EUTSA_v100219421mg
OG0006811	Bra008750	EUTSA_v10014133mg
OG0006812	Bra022264, Bra021285	EUTSA_v10021070mg
OG0006813	Bra033572, Bra010736	EUTSA_v10025886mg
OG0006814	Bra038754, Bra013561	EUTSA_v10025897mg
OG0006815	Bra027808	EUTSA_v10023287mg
OG0006816	Bra014539, Bra007454	EUTSA_v10006132mg
OG0006817	Bra009597	EUTSA_v10013211mg
OG0006818	Bra007067, Bra014822	EUTSA_v10010683mg
OG0006819	Bra002442, Bra006644	EUTSA_v10013464mg
OG0006820	Bra003582, Bra008445, Bra035157	EUTSA_v10019848mg
OG0006821	Bra031335	EUTSA_v10020531mg
OG0006821	Bra031332, Bra023845	EUTSA_v10020563mg
OG0006822	Bra033098, Bra025392	EUTSA_v10003599mg
OG0006823	Bra030506	EUTSA_v10007870mg
OG0006824	Bra036094, Bra012895	EUTSA_v10010517mg
OG0006825	Bra019899	EUTSA_v10007996mg, EUTSA_v10000634mg, EUTSA_v10029367mg
OG0006826	Bra033573, Bra010735	EUTSA_v10025445mg
OG0006827	Bra027927	EUTSA_v10023310mg
OG0006829	Bra025397, Bra033099	EUTSA_v10005494mg
OG0006830	Bra032786, Bra032787, Bra032788	EUTSA_v10007532mg, EUTSA_v10017450mg
OG0006831	Bra032964, Bra025238, Bra039101, Bra006931	EUTSA_v10005297mg
OG0006832	Bra028640, Bra009379, Bra006019	EUTSA_v10013785mg
OG0006833	Bra036135, Bra010029	EUTSA_v10005135mg
OG0006834	Bra013313	EUTSA_v10024567mg
OG0006835	Bra022298	EUTSA_v10020806mg
OG0006836	Bra029591, Bra040279	EUTSA_v10022295mg
OG0006837	Bra012497, Bra010974	EUTSA_v10008816mg
OG0006838	Bra003912, Bra016113	EUTSA_v10018180mg
OG0006839	Bra009746	EUTSA_v10004019mg
OG0006840	Bra006184, Bra008851, Bra023393	EUTSA_v10013511mg
OG0006841	Bra029581, Bra001201	EUTSA_v10020969mg
OG0006842	Bra035192, Bra035581, Bra003558	EUTSA_v10018730mg
OG0006843	Bra030853	EUTSA_v10011735mg
OG0006844	Bra012056, Bra031805	EUTSA_v10005118mg
OG0006846	Bra034179	EUTSA_v10028657mg
OG0006847	Bra011547	EUTSA_v10026183mg
OG0006848	Bra021327	EUTSA_v10023632mg
OG0006849	Bra029679, Bra040029	EUTSA_v10022183mg
OG0006850	Bra000427, Bra039280	EUTSA_v10001379mg
OG0006851	Bra037943	EUTSA_v10014776mg
OG0006853	Bra000671	EUTSA_v10027357mg, EUTSA_v10029269mg
OG0006855	Bra035903, Bra029275	EUTSA_v10003756mg
OG0006856	Bra024265, Bra031935	EUTSA_v10004996mg
OG0006857	Bra040046, Bra029693	EUTSA_v10020990mg
OG0006858	Bra011299, Bra023983, Bra010220	EUTSA_v10025785mg
OG0006859	Bra000918, Bra036318	EUTSA_v10028918mg
OG0006860	Bra011542, Bra017661	EUTSA_v10027578mg
OG0006861	Bra020117, Bra006568	EUTSA_v10014548mg
OG0006862	Bra029868, Bra001380, Bra034146	EUTSA_v10022117mg
OG0006863	Bra023846, Bra001855, Bra031331	EUTSA_v10020807mg
OG0006864	Bra007152	EUTSA_v100102571mg, EUTSA_v100102570mg
OG0006865	Bra016818, Bra019836	EUTSA_v10006631mg
OG0006866	Bra027021	EUTSA_v10023290mg
OG0006867	Bra001902	EUTSA_v10027911mg
OG0006868	Bra031274, Bra001825, Bra023887	EUTSA_v10020453mg
OG0006869	Bra002657	EUTSA_v10014213mg
OG0006870	Bra026435, Bra019104	EUTSA_v10024531mg
OG0006872	Bra016109, Bra003908	EUTSA_v10019351mg
OG0006873	Bra033259, Bra032638	EUTSA_v10008178mg
OG0006874	Bra028675	EUTSA_v10014193mg
OG0006876	Bra028237	EUTSA_v10028267mg
OG0006877	Bra023362, Bra008917, Bra006140	EUTSA_v10012772mg
OG0006878	Bra008956, Bra006102	EUTSA_v10012583mg
OG0006879	Bra009575, Bra005757	EUTSA_v10014890mg
OG0006880	Bra013527, Bra038772	EUTSA_v10026468mg
OG0006881	Bra000967, Bra037347	EUTSA_v10028520mg
OG0006883	Bra012717, Bra040652, Bra038465	EUTSA_v10026565mg
OG0006884	Bra037220	EUTSA_v10022818mg
OG0006885	Bra009773, Bra029416	EUTSA_v10004630mg
OG0006886	Bra009495	EUTSA_v10014260mg
OG0006887	Bra024927, Bra017474	EUTSA_v10001056mg
OG0006888	Bra023387	EUTSA_v100122210mg, EUTSA_v10012468mg
OG0006889	Bra026328, Bra019037	EUTSA_v10025473mg
OG0006890	Bra036166, Bra037479	EUTSA_v10005043mg
OG0006891	Bra030258, Bra038540	EUTSA_v10000276mg
OG0006892	Bra024272	EUTSA_v10004872mg
OG0006893	Bra024233	EUTSA_v10025984mg
OG0006894	Bra003091	EUTSA_v10013705mg
OG0006895	Bra037427, Bra020652	EUTSA_v10022243mg, EUTSA_v10005377mg
OG0006896	Bra035762, Bra001797	EUTSA_v10020069mg
OG0006897	Bra023615	EUTSA_v10015915mg
OG0006898	Bra011658, Bra017745	EUTSA_v10026039mg
OG0006899	Bra036745	EUTSA_v10007134mg
OG0006900	Bra019251, Bra013754	EUTSA_v10024328mg
OG0006901	Bra006251, Bra023460	EUTSA_v10014879mg
OG0006902	Bra025270, Bra033005	EUTSA_v10004687mg
OG0006903	Bra013944, Bra019126	EUTSA_v10025419mg
OG0006904	Bra026505, Bra009668	EUTSA_v10005074mg
OG0006905	Bra011818	EUTSA_v10000315mg
OG0006906	Bra020320	EUTSA_v10014249mg
OG0006907	Bra022420, Bra022421, Bra038209	EUTSA_v10020332mg
OG0006908	Bra029222, Bra035841, Bra038638	EUTSA_v10003950mg
OG0006909	Bra035580, Bra002889	EUTSA_v10014039mg
OG0006910	Bra033710, Bra036004	EUTSA_v10003157mg
OG0006911	Bra012742, Bra033533	EUTSA_v10026300mg
OG0006912	Bra040428, Bra007735	EUTSA_v10006027mg
OG0006913	Bra001188, Bra040231, Bra020762	EUTSA_v10021020mg
OG0006914	Bra040485, Bra004508	EUTSA_v10001545mg
OG0006915	Bra033408	EUTSA_v10024822mg, EUTSA_v10006867mg
OG0006916	Bra008169, Bra015890	EUTSA_v10018822mg
OG0006917	Bra005323	EUTSA_v10016557mg
OG0006917	Bra023198	EUTSA_v10006757mg
OG0006918	Bra025605	EUTSA_v10027705mg
OG0006919	Bra015878, Bra003776	EUTSA_v10019135mg
OG0006920	Bra009686, Bra029373	EUTSA_v10003687mg
OG0006921	Bra019390, Bra013606	EUTSA_v10025231mg
OG0006922	Bra010514, Bra011637	EUTSA_v10026015mg
OG0006923	Bra003024, Bra022684	EUTSA_v10015019mg
OG0006924	Bra032625, Bra024774, Bra006662	EUTSA_v10009170mg
OG0006925	Bra003065, Bra029074	EUTSA_v10014603mg
OG0006926	Bra000177, Bra017024	EUTSA_v10017126mg
OG0006927	Bra033365, Bra032571, Bra032564	EUTSA_v10007049mg
OG0006928	Bra015507	EUTSA_v10007168mg
OG0006929	Bra000487, Bra011939	EUTSA_v10016626mg
OG0006931	Bra021003, Bra013322	EUTSA_v10025238mg
OG0006932	Bra012280, Bra017915	EUTSA_v10007142mg
OG0006933	Bra004237, Bra033989	EUTSA_v10018804mg
OG0006934	Bra011397, Bra037034	EUTSA_v10025837mg
OG0006935	Bra017341, Bra025174	EUTSA_v10004759mg
OG0006936	Bra010835, Bra015713, Bra032306	EUTSA_v10008757mg
OG0006937	Bra017227	EUTSA_v10016820mg
OG0006938	Bra014157, Bra018754	EUTSA_v10011406mg
OG0006939	Bra011126	EUTSA_v10026646mg
OG0006940	Bra012896, Bra030016	EUTSA_v10010687mg
OG0006941	Bra035901, Bra010068	EUTSA_v10004390mg
OG0006942	Bra016835, Bra019853	EUTSA_v10008605mg
OG0006943	Bra014934	EUTSA_v10020731mg
OG0006944	Bra024201, Bra010367, Bra011029	EUTSA_v10026809mg
OG0006945	Bra023912, Bra031243, Bra001807	EUTSA_v10021027mg
OG0006946	Bra026298, Bra010390	EUTSA_v10025301mg
OG0006947	Bra028279, Bra029158	EUTSA_v10014000mg
OG0006948	Bra025299, Bra033027	EUTSA_v10005564mg
OG0006949	Bra029957	EUTSA_v10010107mg
OG0006950	Bra021879	EUTSA_v10005174mg
OG0006951	Bra000004	EUTSA_v10017427mg, EUTSA_v10022483mg
OG0006952	Bra036721	EUTSA_v10022691mg
OG0006953	Bra021639, Bra018310	EUTSA_v10016822mg
OG0006954	Bra004420	EUTSA_v10001288mg
OG0006955	Bra033519	EUTSA_v10024904mg
OG0006957	Bra007888, Bra016254	EUTSA_v100198501mg
OG0006958	Bra000547	EUTSA_v10000113mg
OG0006959	Bra040883	EUTSA_v10028537mg
OG0006960	Bra037604, Bra038100	EUTSA_v10011245mg
OG0006961	Bra022324, Bra037581	EUTSA_v10020192mg
OG0006962	Bra004445	EUTSA_v10001603mg
OG0006963	Bra031344, Bra023840	EUTSA_v10021399mg
OG0006964	Bra010806, Bra030184	EUTSA_v10009888mg
OG0006965	Bra034184, Bra000844	EUTSA_v10028679mg
OG0006966	Bra022960, Bra005464	EUTSA_v10016784mg
OG0006967	Bra003823, Bra008115	EUTSA_v10019131mg
OG0006968	Bra007704	EUTSA_v10006253mg
OG0006969	Bra004756, Bra037719	EUTSA_v10001407mg
OG0006970	Bra033459, Bra006896	EUTSA_v10010833mg
OG0006971	Bra009976	EUTSA_v10003536mg
OG0006972	Bra021925, Bra005403	EUTSA_v10016667mg
OG0006973	Bra004076, Bra004245	EUTSA_v10018396mg
OG0006974	Bra023264, Bra010162	EUTSA_v10008423mg
OG0006975	Bra039063, Bra025319	EUTSA_v10003580mg
OG0006976	Bra020187, Bra006623	EUTSA_v10014623mg
OG0006977	Bra027556, Bra033744	EUTSA_v10000956mg
OG0006978	Bra018551	EUTSA_v10028893mg
OG0006979	Bra004953, Bra039300	EUTSA_v10001583mg
OG0006980	Bra027152	EUTSA_v10023282mg
OG0006981	Bra017986, Bra019595, Bra029955	EUTSA_v10010586mg
OG0006982	Bra029305	EUTSA_v10005606mg
OG0006983	Bra017207, Bra023098	EUTSA_v10017172mg
OG0006984	Bra014874, Bra032371	EUTSA_v10009295mg
OG0006985	Bra014837, Bra007051	EUTSA_v10010557mg
OG0006986	Bra036823, Bra038890	EUTSA_v10010355mg
OG0006987	Bra007949	EUTSA_v10019454mg
OG0006988	Bra031815, Bra012085, Bra037161	EUTSA_v10003839mg
OG0006989	Bra041018, Bra038137	EUTSA_v10012156mg, EUTSA_v10011382mg
OG0006990	Bra025330, Bra025327	EUTSA_v10004882mg
OG0006991	Bra008936, Bra023344	EUTSA_v10013063mg
OG0006992	Bra017809, Bra011741	EUTSA_v10025268mg
OG0006993	Bra034596, Bra017620	EUTSA_v10026462mg
OG0006994	Bra033726, Bra036015	EUTSA_v10003223mg
OG0006995	Bra032908, Bra010869	EUTSA_v10006543mg
OG0006996	Bra011330, Bra040070, Bra040071	EUTSA_v10024659mg
OG0006997	Bra037587	EUTSA_v10021077mg
OG0006998	Bra030286	EUTSA_v10027656mg
OG0006999	Bra026553, Bra024779	EUTSA_v10005001mg
OG0007000	Bra016864	EUTSA_v10017925mg
OG0007001	Bra030038, Bra032820	EUTSA_v10007553mg
OG0007002	Bra039809, Bra007017	EUTSA_v10010743mg
OG0007004	Bra002095	EUTSA_v10022521mg
OG0007005	Bra039072	EUTSA_v10005120mg
OG0007006	Bra025149, Bra017355	EUTSA_v10005049mg
OG0007007	Bra003177, Bra014823, Bra007063	EUTSA_v10010674mg
OG0007008	Bra002576, Bra020321	EUTSA_v10014457mg
OG0007009	Bra014384, Bra007712	EUTSA_v10006001mg
OG0007010	Bra000494, Bra011952	EUTSA_v10016386mg
OG0007011	Bra017050, Bra000151	EUTSA_v10017061mg
OG0007012	Bra016928	EUTSA_v10016470mg
OG0007013	Bra028265, Bra029164	EUTSA_v10013637mg
OG0007014	Bra009513	EUTSA_v10014245mg
OG0007015	Bra001242, Bra040367	EUTSA_v10022028mg
OG0007016	Bra005763	EUTSA_v10014118mg
OG0007017	Bra003001	EUTSA_v10014149mg
OG0007017	Bra022702	EUTSA_v10012835mg
OG0007018	Bra003476, Bra014420	EUTSA_v10005923mg
OG0007019	Bra009548	EUTSA_v10013408mg
OG0007020	Bra017396, Bra024787	EUTSA_v10004149mg
OG0007021	Bra023609, Bra008564	EUTSA_v10014026mg
OG0007022	Bra005611	EUTSA_v10017153mg
OG0007023	Bra009021, Bra028578	EUTSA_v10014328mg
OG0007024	Bra032369, Bra007083	EUTSA_v10010426mg
OG0007025	Bra015953, Bra003821	EUTSA_v10019277mg
OG0007026	Bra025447	EUTSA_v10027735mg
OG0007027	Bra013217	EUTSA_v10002383mg
OG0007028	Bra037658, Bra004825	EUTSA_v10001743mg
OG0007029	Bra037761, Bra024261, Bra031937	EUTSA_v10005005mg
OG0007030	Bra002794, Bra006858	EUTSA_v10014006mg
OG0007031	Bra017453, Bra017452	EUTSA_v10019289mg, EUTSA_v10001197mg
OG0007032	Bra006243, Bra008773	EUTSA_v10012902mg
OG0007033	Bra005060	EUTSA_v10016747mg
OG0007034	Bra008237, Bra015791	EUTSA_v10018992mg
OG0007035	Bra034197, Bra000838	EUTSA_v10028489mg
OG0007036	Bra005204, Bra017194	EUTSA_v10017068mg
OG0007037	Bra037081, Bra036920	EUTSA_v10025456mg
OG0007038	Bra022340	EUTSA_v10021116mg
OG0007040	Bra019136, Bra013935	EUTSA_v10026625mg
OG0007041	Bra028784, Bra009443	EUTSA_v10013027mg
OG0007042	Bra018826, Bra014233	EUTSA_v10011774mg
OG0007043	Bra029661	EUTSA_v10021713mg
OG0007044	Bra003256	EUTSA_v10006009mg
OG0007045	Bra033409, Bra032549, Bra030535	EUTSA_v10008409mg
OG0007046	Bra031157	EUTSA_v10000116mg
OG0007047	Bra031038, Bra025676	EUTSA_v10007493mg
OG0007048	Bra029689, Bra040042	EUTSA_v10021192mg
OG0007049	Bra014421, Bra003473	EUTSA_v10006100mg
OG0007050	Bra040373, Bra029641	EUTSA_v10021229mg
OG0007051	Bra037171, Bra012071	EUTSA_v10004766mg
OG0007052	Bra021446	EUTSA_v10001474mg
OG0007053	Bra003175, Bra007054	EUTSA_v10010532mg
OG0007054	Bra030653, Bra015501	EUTSA_v10008353mg
OG0007055	Bra006773, Bra020375, Bra002661	EUTSA_v10013298mg
OG0007056	Bra007382, Bra003322	EUTSA_v10005992mg
OG0007057	Bra039979	EUTSA_v10016787mg
OG0007058	Bra003847, Bra015997	EUTSA_v10019162mg
OG0007059	Bra010355, Bra011042, Bra024188	EUTSA_v10025330mg
OG0007060	Bra021627, Bra022793	EUTSA_v10016841mg
OG0007061	Bra036229, Bra000850	EUTSA_v10028980mg
OG0007062	Bra011678, Bra017757	EUTSA_v10024901mg
OG0007063	Bra020823, Bra013667	EUTSA_v10024028mg, EUTSA_v10024773mg, EUTSA_v10000003mg
OG0007064	Bra015106, Bra013228	EUTSA_v10002777mg
OG0007065	Bra034917, Bra027941, Bra032190	EUTSA_v10011430mg
OG0007066	Bra021381, Bra001071, Bra032023	EUTSA_v10020648mg
OG0007067	Bra020147, Bra020148, Bra006594	EUTSA_v10015699mg
OG0007068	Bra005179, Bra017169	EUTSA_v10017622mg
OG0007069	Bra009886, Bra036567	EUTSA_v10004529mg
OG0007070	Bra030417	EUTSA_v10011309mg
OG0007071	Bra026841, Bra016734, Bra019824	EUTSA_v10008054mg
OG0007072	Bra007459	EUTSA_v10003034mg, EUTSA_v10019442mg, EUTSA_v10005819mg
OG0007074	Bra004256	EUTSA_v10019416mg
OG0007075	Bra037368	EUTSA_v10028843mg
OG0007076	Bra026389, Bra010420	EUTSA_v10026517mg
OG0007077	Bra033566, Bra010741	EUTSA_v10025386mg
OG0007079	Bra021443	EUTSA_v10001494mg
OG0007080	Bra023718, Bra002223	EUTSA_v10013082mg
OG0007081	Bra028914, Bra005665	EUTSA_v10015799mg
OG0007082	Bra032363, Bra030189	EUTSA_v10008361mg
OG0007083	Bra007730, Bra040432	EUTSA_v10005880mg
OG0007084	Bra006164, Bra008880	EUTSA_v10013804mg
OG0007085	Bra025495	EUTSA_v10027721mg
OG0007086	Bra001828, Bra031280	EUTSA_v10021583mg
OG0007087	Bra023372, Bra008898	EUTSA_v10014142mg
OG0007088	Bra023752, Bra014922	EUTSA_v10021696mg
OG0007089	Bra037136	EUTSA_v10005270mg
OG0007090	Bra030710, Bra018664	EUTSA_v10007441mg
OG0007091	Bra038233, Bra022459	EUTSA_v10020412mg
OG0007092	Bra009473	EUTSA_v10013878mg
OG0007093	Bra008474, Bra035184	EUTSA_v10018100mg
OG0007094	Bra005539, Bra022917	EUTSA_v10016338mg
OG0007095	Bra037157	EUTSA_v10004318mg
OG0007096	Bra040671, Bra018796	EUTSA_v10012185mg
OG0007097	Bra028110, Bra004125	EUTSA_v10018139mg
OG0007098	Bra026346	EUTSA_v10026108mg
OG0007099	Bra016506	EUTSA_v10008999mg
OG0007100	Bra001102	EUTSA_v10021319mg
OG0007101	Bra027789	EUTSA_v10023618mg
OG0007102	Bra040484, Bra004507	EUTSA_v10001426mg
OG0007103	Bra001446, Bra038707, Bra034764	EUTSA_v10019977mg
OG0007104	Bra004669, Bra016896	EUTSA_v10017091mg
OG0007105	Bra006803, Bra002695	EUTSA_v10014672mg
OG0007106	Bra020263, Bra002512	EUTSA_v10013099mg
OG0007107	Bra035277, Bra000721	EUTSA_v10028607mg
OG0007108	Bra015908, Bra008152	EUTSA_v10018504mg
OG0007109	Bra029073, Bra003063	EUTSA_v10013106mg
OG0007110	Bra011633, Bra010522	EUTSA_v10025095mg
OG0007111	Bra028437, Bra025655	EUTSA_v10027747mg
OG0007112	Bra008839, Bra023402, Bra006192	EUTSA_v10013721mg
OG0007113	Bra021240, Bra001659	EUTSA_v10021424mg
OG0007114	Bra031292, Bra001836	EUTSA_v10021637mg
OG0007115	Bra013697, Bra019299	EUTSA_v10025011mg
OG0007117	Bra029344, Bra012990	EUTSA_v10004440mg
OG0007118	Bra005188, Bra017180	EUTSA_v10016943mg
OG0007119	Bra009515	EUTSA_v10013758mg
OG0007120	Bra040517, Bra039118	EUTSA_v10022842mg, EUTSA_v10021484mg
OG0007121	Bra007822	EUTSA_v10000020mg
OG0007122	Bra037096	EUTSA_v10011551mg
OG0007123	Bra004625, Bra016929	EUTSA_v10016457mg, EUTSA_v10000860mg
OG0007124	Bra025241, Bra039099, Bra032965	EUTSA_v10005144mg
OG0007125	Bra017388, Bra024778	EUTSA_v10005346mg
OG0007126	Bra011723, Bra010582	EUTSA_v10025060mg
OG0007127	Bra026787, Bra026171	EUTSA_v10007602mg
OG0007128	Bra032837, Bra010928	EUTSA_v10007633mg
OG0007129	Bra032344	EUTSA_v10006598mg
OG0007130	Bra032492, Bra030593	EUTSA_v10006716mg
OG0007132	Bra010776	EUTSA_v10006747mg
OG0007133	Bra024700	EUTSA_v10008119mg
OG0007134	Bra031787, Bra016807	EUTSA_v10007452mg
OG0007135	Bra017800, Bra011735	EUTSA_v10025906mg
OG0007136	Bra014055, Bra032212	EUTSA_v10011723mg
OG0007137	Bra015331, Bra032501	EUTSA_v10007965mg
OG0007138	Bra022466, Bra038240	EUTSA_v10021098mg
OG0007139	Bra004328, Bra004025	EUTSA_v10019447mg
OG0007140	Bra009349, Bra028678, Bra006000	EUTSA_v10013959mg
OG0007141	Bra030883, Bra014361	EUTSA_v10011806mg
OG0007142	Bra026540, Bra036913, Bra027963	EUTSA_v10004760mg
OG0007143	Bra019165, Bra013890	EUTSA_v10025434mg
OG0007145	Bra016618, Bra026003	EUTSA_v10006749mg
OG0007146	Bra004683, Bra015850	EUTSA_v10019294mg
OG0007147	Bra004809, Bra000343	EUTSA_v10001516mg
OG0007148	Bra023763	EUTSA_v10022194mg, EUTSA_v10021924mg
OG0007149	Bra030056, Bra010927	EUTSA_v10008251mg
OG0007150	Bra022944, Bra005484	EUTSA_v10016550mg
OG0007151	Bra026831	EUTSA_v10007241mg
OG0007152	Bra034560, Bra011436	EUTSA_v10024654mg
OG0007153	Bra004603	EUTSA_v10016802mg
OG0007154	Bra003103, Bra003105	EUTSA_v10014697mg
OG0007155	Bra008718, Bra006284	EUTSA_v10013324mg
OG0007156	Bra040406, Bra040120	EUTSA_v10004764mg, EUTSA_v10021298mg
OG0007157	Bra026340	EUTSA_v10026112mg
OG0007158	Bra004171	EUTSA_v10018488mg
OG0007159	Bra012028, Bra034338	EUTSA_v10001928mg
OG0007160	Bra032902, Bra010879	EUTSA_v10007105mg
OG0007161	Bra004668, Bra000253	EUTSA_v10017043mg
OG0007162	Bra028548, Bra006975	EUTSA_v10010120mg
OG0007163	Bra033977, Bra004261	EUTSA_v10018964mg
OG0007164	Bra028722	EUTSA_v10012676mg
OG0007165	Bra006390, Bra023596, Bra008576	EUTSA_v10013127mg
OG0007166	Bra032671	EUTSA_v100275451mg, EUTSA_v100275450mg
OG0007167	Bra029209, Bra038651	EUTSA_v10004212mg
OG0007168	Bra005289	EUTSA_v10016603mg
OG0007169	Bra023905, Bra031250	EUTSA_v10020318mg
OG0007170	Bra020646, Bra036143, Bra010038	EUTSA_v10003681mg
OG0007171	Bra038830, Bra038831, Bra038832	EUTSA_v10022601mg
OG0007172	Bra006681	EUTSA_v10013786mg
OG0007173	Bra010800, Bra032357	EUTSA_v10007753mg
OG0007174	Bra013080, Bra001975	EUTSA_v10022682mg
OG0007175	Bra012147	EUTSA_v10004586mg
OG0007176	Bra033333	EUTSA_v10009368mg
OG0007177	Bra025158, Bra026510	EUTSA_v10004524mg
OG0007178	Bra036580, Bra020536, Bra009898	EUTSA_v10004904mg
OG0007179	Bra021041, Bra040167	EUTSA_v10024940mg
OG0007180	Bra036251	EUTSA_v10028688mg
OG0007181	Bra034204, Bra000827	EUTSA_v100284771mg
OG0007182	Bra020240, Bra002470	EUTSA_v10013381mg
OG0007183	Bra003083, Bra022630	EUTSA_v10013815mg
OG0007184	Bra019857	EUTSA_v10018159mg, EUTSA_v10006850mg
OG0007185	Bra004414	EUTSA_v10001532mg
OG0007186	Bra019277, Bra010542, Bra013723	EUTSA_v10026947mg
OG0007187	Bra032588	EUTSA_v10008162mg
OG0007188	Bra002292, Bra006554	EUTSA_v10015633mg
OG0007189	Bra018772, Bra014169	EUTSA_v10011650mg
OG0007190	Bra009004	EUTSA_v10013269mg
OG0007191	Bra030320, Bra031164	EUTSA_v10000235mg
OG0007192	Bra020437, Bra006815	EUTSA_v10015445mg
OG0007193	Bra002050	EUTSA_v10022914mg
