Orthogroup	Brassica_rapa	Aethionema_arabicum
OG0006332	Bra034542, Bra037033	AA320G00002
OG0006333	Bra006244, Bra008771	AA40G00635
OG0006334	Bra005154, Bra000024	AA204G00006
OG0006335	Bra026917, Bra019821	AA65G00360, AA53G00814
OG0006336	Bra018175	AA77G00003
OG0006337	Bra038610, Bra038611, Bra035853	AA4G00049
OG0006338	Bra004841	AA21G00205
OG0006339	Bra035619, Bra035620	AA25G00171, AA93G00276, AA93G00270, AA52G00047, AA52G00045
OG0006340	Bra011955	AA32G00876
OG0006341	Bra005502, Bra022935	AA19G00103, AA32G00453
OG0006342	Bra007515, Bra003404	AA61G00387
OG0006343	Bra036687, Bra031115, Bra036461	AA33G00302
OG0006344	Bra010309	AA102G00137
OG0006345	Bra021254, Bra022217	AA26G00426
OG0006347	Bra024306, Bra031915, Bra037779	AA4G00191
OG0006348	Bra006316, Bra023532	AA40G00530
OG0006349	Bra026332	AA31G00238
OG0006351	Bra024113, Bra010308	AA102G00141
OG0006352	Bra000420, Bra004545	AA21G00366
OG0006353	Bra003419, Bra007542	AA61G00432
OG0006354	Bra010774, Bra032384	AA54G00431
OG0006355	Bra009588, Bra005725, Bra028872	AA19G00298
OG0006356	Bra034766, Bra038706, Bra001444	AA168G00009
OG0006357	Bra033510	AA18G00150
OG0006358	Bra007742	AA61G00674, AA61G00675
OG0006359	Bra000710, Bra033181	AA3G00105
OG0006360	Bra025835, Bra016457	AA39G00302
OG0006361	Bra008291, Bra015695	AA31G00266
OG0006362	Bra025777, Bra016490	AA39G00250
OG0006364	Bra014089	AA462G00006
OG0006365	Bra020574, Bra009942	AA40G00120
OG0006366	Bra030727, Bra031627	AA617G00003
OG0006367	Bra005496, Bra022938	AA32G00447
OG0006368	Bra026265, Bra010373	AA228G00015
OG0006369	Bra032472, Bra015409, Bra030610, Bra030609	AA19G00005
OG0006370	Bra012496, Bra010975	AA39G00721
OG0006372	Bra022992, Bra005390	AA18G00137
OG0006374	Bra013716, Bra010538	AA54G00274
OG0006375	Bra033334, Bra032592	AA7G00009
OG0006376	Bra025200, Bra032929	AA65G00332, AA53G00854
OG0006377	Bra022941	AA32G00444, AA32G00443
OG0006378	Bra036152, Bra037436	AA191G00001
OG0006379	Bra029088, Bra003073, Bra022638	AA77G00033
OG0006380	Bra035427	AA53G00430, AA65G00088
OG0006382	Bra030946, Bra038116	AA15G00105
OG0006383	Bra008945, Bra022476, Bra002026, Bra004115	AA53G01167
OG0006384	Bra028661	AA96G00062, AA44G00159, AA2156G00002
OG0006385	Bra009633, Bra005694	AA19G00352
OG0006386	Bra014792, Bra007093	AA216G00009
OG0006387	Bra016455, Bra012247, Bra025842	AA39G00307
OG0006388	Bra017530	AA56G00013
OG0006389	Bra024658, Bra012411, Bra012421	AA39G00595
OG0006390	Bra003567, Bra008472, Bra035181	AA31G00884
OG0006392	Bra005091, Bra017110, Bra000081	AA139G00015
OG0006393	Bra013188, Bra025023	AA87G00052
OG0006394	Bra009157, Bra005873	AA105G00025
OG0006395	Bra002769, Bra020718, Bra006838	AA44G00684, AA62G00050
OG0006396	Bra014903, Bra023161, Bra038411	AA79G00040
OG0006397	Bra032960, Bra025233	AA53G00894
OG0006398	Bra037694	AA21G00138
OG0006399	Bra004748, Bra037732, Bra000291	AA21G00100
OG0006400	Bra035050, Bra008370	AA31G00729
OG0006401	Bra012032, Bra000521, Bra034329	AA32G00948
OG0006402	Bra030746, Bra018593, Bra031647	AA88G00007
OG0006403	Bra005026	AA29G00319
OG0006404	Bra027850, Bra027853, Bra027852	AA31G00039, AA31G00038
OG0006405	Bra037989, Bra011908, Bra030872	AA15G00185
OG0006406	Bra000241	AA61G00195
OG0006408	Bra007056	AA166G00013
OG0006409	Bra014859, Bra007031, Bra003157	AA62G00001
OG0006411	Bra006540	AA633G00002
OG0006412	Bra017269	AA60G00194
OG0006413	Bra025430, Bra028191, Bra028413	AA27G00021
OG0006414	Bra021715	AA32G00600
OG0006415	Bra010859	AA49G00037
OG0006416	Bra036836, Bra012868	AA13G00015
OG0006417	Bra017987, Bra029950, Bra019594	AA13G00133
OG0006418	Bra024287, Bra037775	AA44G00228
OG0006419	Bra035640, Bra002777	AA44G00690
OG0006420	Bra000400, Bra039321	AA3G00204
OG0006421	Bra004930, Bra000396	AA21G00302, AA51G00019
OG0006422	Bra003460, Bra032209, Bra007619	AA61G00491
OG0006424	Bra021385, Bra040610	AA10G00322
OG0006425	Bra009900, Bra020533, Bra036582	AA10G00023, AA40G00166
OG0006426	Bra004665, Bra000248, Bra016899	AA21G00026
OG0006427	Bra010035	AA58G00024
OG0006429	Bra026428	AA10G00469
OG0006430	Bra011385	AA333G00001
OG0006431	Bra012103, Bra031823	AA8G00047
OG0006432	Bra004113	AA53G01173
OG0006433	Bra041171, Bra030520, Bra032556	AA7G00059
OG0006434	Bra029809	AA93G00164
OG0006435	Bra016316, Bra024646	AA39G00588
OG0006436	Bra008081, Bra003853, Bra016012	AA31G00624
OG0006437	Bra009805, Bra036528	AA12G00056
OG0006438	Bra035880, Bra010124	AA5G00041
OG0006439	Bra035587, Bra028963	AA25G00110
OG0006440	Bra018622, Bra030729	AA102G00170, AA10G00249
OG0006441	Bra007849, Bra032093, Bra000566	AA128G00004
OG0006442	Bra016886	AA21G00007
OG0006444	Bra005309, Bra023044, Bra017278	AA60G00199
OG0006445	Bra009691, Bra026494	AA5G00238, AA5G00237
OG0006446	Bra040414, Bra001129	AA40G00047, AA10G00131
OG0006447	Bra001183, Bra020775, Bra040234	AA29G00003
OG0006448	Bra015813	AA31G00374
OG0006449	Bra000234, Bra004639	AA19G00467
OG0006450	Bra011621, Bra017719	AA30G00076
OG0006451	Bra005097	AA139G00005
OG0006452	Bra006549, Bra002285, Bra020093	AA8G00136
OG0006453	Bra021968, Bra021967, Bra027607	AA6G00055
OG0006454	Bra038425, Bra023190	AA9G00096, AA53G00014
OG0006455	Bra002992, Bra022717	AA11G00021
OG0006456	Bra008709, Bra006294	AA10G00410, AA40G00561
OG0006457	Bra005713, Bra009602, Bra028878	AA19G00314
OG0006458	Bra009440, Bra028783	AA93G00237
OG0006459	Bra027202, Bra021141	AA26G00294
OG0006460	Bra027351, Bra021546	AA26G00152
OG0006461	Bra011931, Bra035678	AA32G00844
OG0006462	Bra009334, Bra005980, Bra028666	AA44G00151
OG0006463	Bra028721, Bra005906, Bra009218	AA107G00003
OG0006464	Bra029111, Bra003117	AA77G00007
OG0006465	Bra025141, Bra017361, Bra026529	AA53G00788
OG0006466	Bra028272	AA55G00070
OG0006467	Bra038672, Bra034819	AA52G00041
OG0006468	Bra026289, Bra010385	AA36G00059
OG0006470	Bra003673, Bra008326	AA31G00200
OG0006471	Bra009825	AA12G00073
OG0006472	Bra027668, Bra027771	AA53G01339
OG0006473	Bra033104, Bra025399	AA53G01112
OG0006474	Bra034153, Bra029878	AA93G00281
OG0006475	Bra012922, Bra029972, Bra036028	AA13G00103
OG0006477	Bra002425, Bra020209, Bra006629	AA8G00284
OG0006478	Bra008597, Bra006368	AA40G00431
OG0006479	Bra023813	AA17G00065
OG0006480	Bra038316	AA47G00039
OG0006482	Bra017524, Bra022065, Bra024994	AA56G00006
OG0006484	Bra034537, Bra011389, Bra037040	AA768G00001
OG0006485	Bra009170	AA105G00041, AA119G00001
OG0006486	Bra039578, Bra036764, Bra034402	AA54G00089
OG0006487	Bra021638, Bra022804	AA32G00656
OG0006488	Bra029031, Bra002997, Bra022710	AA11G00030
OG0006489	Bra022145, Bra024928, Bra017475	AA154G00007
OG0006490	Bra017840	AA30G00273
OG0006491	Bra013028, Bra026507, Bra029365	AA5G00216
OG0006492	Bra011527, Bra034623, Bra011526	AA118G00065
OG0006493	Bra026383, Bra019076	AA32G01123
OG0006495	Bra030317, Bra031166	AA46G00031
OG0006496	Bra038088, Bra030861	AA87G00201
OG0006497	Bra037522, Bra020725	AA44G00555
OG0006498	Bra004929, Bra000395	AA21G00301
OG0006499	Bra038036, Bra009635	AA19G00353
OG0006500	Bra039794, Bra008018, Bra016079	AA31G00147
OG0006501	Bra010887, Bra032887	AA120G00005
OG0006502	Bra010591, Bra011740	AA30G00231
OG0006503	Bra027380, Bra021524	AA26G00116
OG0006504	Bra005283, Bra023060	AA87G00343, AA18G00020, AA60G00164
OG0006507	Bra038441, Bra010747	AA87G00309
OG0006508	Bra016971	AA93G00054
OG0006509	Bra032182	AA46G00189
OG0006509	Bra039942	AA30G00267
OG0006510	Bra019270, Bra013730	AA54G00262
OG0006511	Bra023510, Bra006288, Bra008714	AA40G00569
OG0006512	Bra003947, Bra016193, Bra007937	AA38G00030
OG0006513	Bra037357, Bra008530	AA32G00023
OG0006514	Bra040434	AA61G00644
OG0006516	Bra026254, Bra012664	AA57G00017
OG0006517	Bra040830, Bra001877, Bra023812	AA60G00092, AA60G00089
OG0006518	Bra030646, Bra015487	AA23G00024
OG0006519	Bra010814, Bra032334	AA54G00392
OG0006520	Bra020388, Bra006782, Bra002669	AA44G00577
OG0006521	Bra031541, Bra030663	AA23G00087
OG0006522	Bra039994	AA53G00756
OG0006523	Bra024404, Bra031852	AA4G00283
OG0006524	Bra004419	AA21G00562
OG0006525	Bra002216, Bra023707	AA40G00207
OG0006526	Bra030873, Bra037988	AA15G00186
OG0006528	Bra036440, Bra036438, Bra031977	AA10G00233
OG0006529	Bra020682, Bra036162, Bra037465	AA61G00064, AA208G00005
OG0006530	Bra013557, Bra038755, Bra038756	AA57G00376
OG0006531	Bra004897	AA21G00269
OG0006532	Bra028046	AA54G00134
OG0006533	Bra037306, Bra007092	AA32G00007
OG0006534	Bra021826, Bra005531, Bra022908	AA32G00472
OG0006536	Bra025693, Bra016535, Bra031053, Bra025692	AA39G00183
OG0006537	Bra039913, Bra024480	AA33G00101
OG0006538	Bra018354	AA32G00727
OG0006539	Bra028388, Bra035655	AA32G00792
OG0006540	Bra002792, Bra004557, Bra004559	AA102G00071, AA44G00703
OG0006541	Bra011754, Bra017816	AA30G00244
OG0006542	Bra035364, Bra039487	AA53G01241, AA27G00201
OG0006543	Bra003180, Bra007068	AA592G00002
OG0006544	Bra006280, Bra008720	AA40G00576
OG0006547	Bra000112	AA60G00239
OG0006548	Bra024447	AA4G00320
OG0006549	Bra034570, Bra034568, Bra034567	AA512G00001
OG0006550	Bra033634, Bra010658, Bra011835	AA30G00361
OG0006551	Bra025643	AA9G00045
OG0006552	Bra021538, Bra001538	AA26G00141
OG0006553	Bra018660	AA405G00001, AA266G00001
OG0006554	Bra024362, Bra031876, Bra037806	AA4G00248
OG0006555	Bra014134	AA18G00238
OG0006556	Bra002362, Bra030897, Bra020153	AA8G00217
OG0006557	Bra007150, Bra014766	AA70G00009
OG0006558	Bra022200, Bra021228, Bra021229	AA26G00402
OG0006559	Bra003750, Bra008202	AA31G00402
OG0006561	Bra036780	AA546G00003
OG0006562	Bra004928, Bra000393, Bra039324	AA21G00299
OG0006563	Bra012660, Bra040160	AA57G00023
OG0006564	Bra028148, Bra018410, Bra025441, Bra028147	AA27G00058
OG0006565	Bra024042, Bra011223, Bra010272	AA102G00231
OG0006566	Bra022292, Bra021300	AA26G00489
OG0006567	Bra023568	AA26G00255
OG0006568	Bra036139, Bra010033	AA58G00033
OG0006569	Bra017086, Bra000122	AA60G00289
OG0006570	Bra028662, Bra009338, Bra005984	AA44G00156
OG0006571	Bra013057	AA60G00171
OG0006572	Bra013777, Bra010499	AA39G00812
OG0006573	Bra005776, Bra009519	AA19G00219
OG0006574	Bra004549, Bra000418	AA21G00362
OG0006575	Bra028381, Bra021308	AA53G00579
OG0006576	Bra003562, Bra035187, Bra008478	AA31G00893
OG0006577	Bra037062	AA87G00296
OG0006578	Bra024845, Bra026627	AA53G00671, AA53G00669
OG0006579	Bra030594, Bra015358, Bra032491	AA19G00058
OG0006580	Bra003869, Bra016033	AA31G00659
OG0006581	Bra007972, Bra016129, Bra003919	AA31G00089
OG0006582	Bra003464, Bra007627	AA61G00522
OG0006583	Bra007660, Bra003483	AA61G00561
OG0006584	Bra008843, Bra006191, Bra023400	AA44G00533
OG0006585	Bra017419, Bra024828, Bra026612	AA53G00695
OG0006586	Bra005318, Bra023018	AA9G00090
OG0006587	Bra021491, Bra001512, Bra027414	AA26G00076
OG0006588	Bra027665	AA53G01340
OG0006589	Bra001464, Bra038741, Bra034746	AA26G00001
OG0006590	Bra021389, Bra004473	AA21G00446
OG0006591	Bra013813, Bra010489, Bra019220	AA31G00027
OG0006592	Bra011403, Bra037031	AA32G01061
OG0006593	Bra027011, Bra039260	AA16G00042
OG0006594	Bra009856, Bra036547, Bra020509	AA12G00103
OG0006595	Bra029175, Bra015190, Bra015189	AA41G00026, AA53G00295
OG0006596	Bra039117, Bra040518	AA32G01144
OG0006597	Bra040435, Bra007732	AA61G00645
OG0006598	Bra013751, Bra019252	AA54G00242
OG0006599	Bra016011, Bra008087	AA31G00623
OG0006600	Bra031831, Bra037111, Bra012162	AA4G00328
OG0006603	Bra037507	AA82G00008
OG0006608	Bra039873, Bra014896, Bra023150	AA30G00058
OG0006611	Bra025217	AA31G00681
OG0006611	Bra032938	AA60G00005, AA53G00875
OG0006612	Bra009126, Bra005863	AA35G00072
OG0006613	Bra011788, Bra010615	AA30G00290
OG0006615	Bra030064, Bra015096, Bra015094, Bra013234	AA62G00052
OG0006623	Bra021849, Bra005498	AA32G00448
OG0006624	Bra031640, Bra018603	AA102G00314
OG0006625	Bra028656	AA44G00167
OG0006626	Bra004295	AA40G00309, AA40G00306
OG0006627	Bra035092	AA31G00776
OG0006628	Bra021197, Bra022175	AA26G00368
OG0006629	Bra013547, Bra038763	AA57G00367
OG0006630	Bra029472	AA57G00331
OG0006630	Bra027706, Bra027725	AA53G01289
OG0006631	Bra004081, Bra033991	AA122G00007
OG0006632	Bra010206	AA54G00176
OG0006633	Bra009038, Bra006057	AA44G00295
OG0006634	Bra007779, Bra000554	AA32G01073
OG0006635	Bra040053, Bra029706, Bra001350	AA29G00198
OG0006637	Bra022545, Bra015195	AA41G00030
OG0006638	Bra038698, Bra001437	AA168G00024
OG0006640	Bra028958	AA25G00118
OG0006641	Bra030756	AA140G00014
OG0006642	Bra010662, Bra011837	AA30G00364
OG0006643	Bra007099, Bra003194	AA216G00002
OG0006645	Bra020505, Bra009848	AA12G00094
OG0006647	Bra020675, Bra037456, Bra036158	AA507G00001
OG0006648	Bra022379, Bra001731	AA26G00580
OG0006650	Bra005341	AA3G00267, AA3G00266
OG0006651	Bra028618, Bra009403	AA44G00243
OG0006652	Bra039861, Bra041032	AA87G00276, AA17G00115
OG0006653	Bra003524	AA61G00671
OG0006654	Bra038507	AA30G00308
OG0006656	Bra014045	AA710G00003
OG0006657	Bra015421, Bra032465	AA4G00008
OG0006658	Bra001642, Bra022182	AA26G00377
OG0006660	Bra038312, Bra004372	AA47G00028
OG0006661	Bra012508	AA32G01032
OG0006662	Bra025577, Bra028458	AA87G00124
OG0006664	Bra033582, Bra010722, Bra037061	AA46G00051
OG0006665	Bra040567, Bra039692	AA15G00141
OG0006666	Bra040483, Bra004505	AA21G00409
OG0006667	Bra002236	AA57G00374
OG0006668	Bra012720, Bra038458	AA53G00325
OG0006669	Bra003198, Bra007109	AA108G00004
OG0006670	Bra016416, Bra017929	AA39G00364
OG0006671	Bra018303, Bra022808	AA32G00648
OG0006672	Bra005552, Bra022924	AA32G00500
OG0006673	Bra037481	AA29G00128
OG0006674	Bra006305, Bra008694	AA40G00542
OG0006675	Bra034154, Bra029879	AA93G00282
OG0006676	Bra003262, Bra007291	AA61G00165, AA61G00164
OG0006677	Bra040313, Bra004907	AA21G00279
OG0006678	Bra000626, Bra022523	AA75G00013
OG0006679	Bra007611	AA61G00500
OG0006680	Bra021858, Bra005491	AA3G00275
OG0006681	Bra026470, Bra009728	AA5G00280
OG0006682	Bra019003	AA15G00079
OG0006684	Bra010761, Bra033490	AA87G00289
OG0006685	Bra013378, Bra020970	AA57G00191, AA6G00118, AA57G00190
OG0006686	Bra019357, Bra013647	AA57G00475
OG0006688	Bra026233, Bra021064	AA57G00003
OG0006689	Bra016102, Bra007993	AA31G00116
OG0006690	Bra007407, Bra003346	AA61G00283
OG0006691	Bra013448, Bra020932	AA57G00260
OG0006692	Bra001279, Bra029690	AA29G00179
OG0006693	Bra004978, Bra000178	AA29G00257
OG0006694	Bra014692, Bra003239, Bra007243	AA61G00112
OG0006695	Bra016556, Bra025897, Bra031032	AA39G00136
OG0006696	Bra037005, Bra011440	AA158G00001
OG0006697	Bra000919, Bra036320	AA32G00206
OG0006698	Bra020023	AA42G00011
OG0006699	Bra001333, Bra034047	AA93G00071
OG0006700	Bra001885, Bra033913, Bra023800	AA17G00081
OG0006701	Bra039985, Bra018380	AA32G00742
OG0006702	Bra031513	AA53G00476
OG0006703	Bra023717, Bra002222	AA40G00199
OG0006705	Bra023291	AA3G00085, AA54G00224
OG0006706	Bra032196, Bra034924, Bra036934	AA54G00029
OG0006707	Bra021557, Bra027337	AA15G00128, AA26G00164
OG0006708	Bra003584, Bra006421, Bra035154	AA31G00858
OG0006709	Bra005688, Bra028899	AA19G00371
OG0006711	Bra037997	AA15G00173
OG0006712	Bra034306, Bra034307	AA32G01010
OG0006713	Bra015466, Bra030631, Bra032445	AA114G00019
OG0006714	Bra032731	AA87G00375, AA87G00374
OG0006715	Bra000573	AA46G00196
OG0006718	Bra034844, Bra001402, Bra002039	AA52G00007
OG0006719	Bra040216, Bra039433	AA10G00072
OG0006722	Bra037378, Bra000949	AA32G00118
OG0006723	Bra023498	AA40G00586
OG0006724	Bra018284, Bra021686	AA32G00621
OG0006725	Bra009120	AA35G00065
OG0006726	Bra024137, Bra011132	AA102G00111
OG0006727	Bra024921	AA15G00179
OG0006729	Bra030557	AA19G00131
OG0006730	Bra012446, Bra041108	AA39G00631
OG0006731	Bra037363, Bra000954	AA32G00108
OG0006732	Bra023036, Bra005306	AA60G00205
OG0006733	Bra001373, Bra029859	AA93G00250
OG0006734	Bra039880, Bra023153	AA30G00063
OG0006735	Bra001920	AA78G00028
OG0006735	Bra032754	AA87G00319
OG0006736	Bra023106	AA60G00060
OG0006737	Bra000837, Bra034200	AA32G00343
OG0006738	Bra031489	AA53G00507
OG0006739	Bra008774	AA40G00631
OG0006740	Bra006475	AA40G00243
OG0006741	Bra016335, Bra010945	AA39G00542
OG0006742	Bra039140	AA10G00412
OG0006743	Bra027717	AA53G01281
OG0006744	Bra023117	AA30G00021
OG0006746	Bra022901	AA32G00493
OG0006747	Bra038616, Bra019541, Bra018063	AA96G00096
OG0006748	Bra023267, Bra010165	AA53G00232
OG0006749	Bra004832, Bra041089, Bra000353	AA21G00197
OG0006750	Bra011229	AA102G00238
OG0006751	Bra038557	AA33G00184
OG0006753	Bra020336, Bra002591	AA1G00181
OG0006755	Bra011734	AA30G00223
OG0006758	Bra000931, Bra037408	AA1G00042, AA32G00182
OG0006759	Bra007740	AA61G00669
OG0006760	Bra033357, Bra030513	AA7G00032
OG0006761	Bra019344	AA53G00245
OG0006762	Bra039308, Bra004943	AA61G00513
OG0006764	Bra000976, Bra037337	AA32G00092
OG0006765	Bra034346, Bra000517	AA32G00959
OG0006766	Bra023464, Bra008760	AA40G00649
OG0006768	Bra025102, Bra027573	AA57G00240, AA6G00127
OG0006769	Bra020838, Bra013632	AA57G00458
OG0006771	Bra004903	AA21G00275
OG0006772	Bra001227	AA29G00082
OG0006773	Bra039284, Bra000421, Bra004543	AA21G00367
OG0006774	Bra012486, Bra010985, Bra024763	AA39G00702
OG0006776	Bra023349	AA61G00143
OG0006777	Bra039119, Bra040516	AA32G01141
OG0006778	Bra018002, Bra029937	AA96G00158, AA62G00082
OG0006779	Bra001197, Bra020749	AA29G00029
OG0006781	Bra029855, Bra001370	AA93G00241
OG0006782	Bra013477, Bra038797	AA57G00291
OG0006783	Bra011941, Bra035693	AA32G00859
OG0006784	Bra019750, Bra016783, Bra026981	AA65G00271
OG0006785	Bra034242, Bra025212	AA53G00870
OG0006786	Bra037796, Bra024328, Bra031900	AA4G00214
OG0006787	Bra027002, Bra027615, Bra027616	AA53G01387
OG0006788	Bra017967	AA13G00118
OG0006789	Bra026780	AA14G00100
OG0006791	Bra030374, Bra018974	AA15G00049
OG0006792	Bra007998, Bra016096	AA31G00121
OG0006793	Bra025903	AA39G00133
OG0006794	Bra015970, Bra008110, Bra003831	AA39G00121, AA31G00568
OG0006795	Bra039130, Bra001009	AA10G00424
OG0006796	Bra040164, Bra021043, Bra012657	AA57G00027
OG0006797	Bra015222	AA123G00074
OG0006798	Bra014789, Bra007096	AA60G00223
OG0006799	Bra006012, Bra009357	AA44G00189
OG0006800	Bra004555, Bra000416	AA21G00357
OG0006801	Bra009836, Bra020497	AA12G00087
OG0006802	Bra003357, Bra007420	AA61G00297
OG0006803	Bra029471	AA6G00295
OG0006804	Bra018217	AA16G00059, AA16G00078
OG0006806	Bra008971, Bra023318	AA44G00387
OG0006807	Bra004599, Bra016951	AA93G00012
OG0006808	Bra002594	AA16G00024, AA1G00179
OG0006809	Bra037301	AA123G00007
OG0006810	Bra034148	AA93G00268
OG0006811	Bra008750	AA40G00665
OG0006812	Bra022264, Bra021285	AA26G00467
OG0006813	Bra033572, Bra010736	AA20G00074
OG0006814	Bra038754, Bra013561	AA57G00379
OG0006815	Bra027808	AA53G01371
OG0006816	Bra014539, Bra007454	AA61G00334
OG0006817	Bra009597	AA93G00103
OG0006818	Bra007067, Bra014822	AA1026G00001
OG0006819	Bra002442, Bra006644	AA8G00303
OG0006821	Bra031335, Bra031332, Bra023845	AA87G00211
OG0006822	Bra033098, Bra025392	AA53G01107
OG0006823	Bra030506	AA34G00047, AA34G00046
OG0006824	Bra036094, Bra012895	AA13G00056, AA820G00001
OG0006825	Bra019899	AA65G00141
OG0006826	Bra033573, Bra010735	AA20G00073
OG0006828	Bra035283	AA3G00084, AA3G00078
OG0006829	Bra025397, Bra033099	AA53G01109, AA40G00540
OG0006830	Bra032786, Bra032787, Bra032788	AA39G00723
OG0006831	Bra032964, Bra025238, Bra039101, Bra006931	AA53G00899
OG0006832	Bra028640, Bra009379, Bra006019	AA44G00210
OG0006833	Bra036135, Bra010029	AA188G00005
OG0006834	Bra013313	AA57G00132
OG0006835	Bra022298	AA26G00495
OG0006836	Bra029591, Bra040279	AA29G00048
OG0006837	Bra012497, Bra010974	AA39G00722
OG0006838	Bra003912, Bra016113	AA31G00107
OG0006839	Bra019020	AA11G00113
OG0006839	Bra009746	AA5G00326
OG0006840	Bra006184, Bra008851, Bra023393	AA44G00524
OG0006842	Bra035192, Bra035581, Bra003558	AA89G00052
OG0006843	Bra030853	AA26G00061, AA15G00260
OG0006844	Bra012056, Bra031805	AA8G00110
OG0006845	Bra024133, Bra038167	AA102G00115
OG0006846	Bra034179	AA32G00322
OG0006848	Bra021327	AA53G00383, AA42G00006
OG0006849	Bra029679, Bra040029	AA29G00165
OG0006850	Bra000427, Bra039280	AA21G00381
OG0006851	Bra037943	AA151G00004, AA151G00001, AA31G00021, AA151G00005
OG0006855	Bra035903, Bra029275	AA5G00091
OG0006856	Bra024265, Bra031935	AA4G00142
OG0006857	Bra040046, Bra029693	AA29G00185
OG0006858	Bra011299, Bra023983, Bra010220	AA102G00343
OG0006859	Bra000918, Bra036318	AA32G00208
OG0006860	Bra011542, Bra017661	AA45G00020
OG0006862	Bra029868, Bra001380, Bra034146	AA43G00091
OG0006863	Bra023846, Bra001855, Bra031331	AA17G00030
OG0006865	Bra016818, Bra019836	AA65G00218
OG0006866	Bra027021	AA53G01411
OG0006868	Bra031274, Bra001825, Bra023887	AA26G00783
OG0006869	Bra002657	AA198G00013
OG0006870	Bra026435, Bra019104	AA10G00476
OG0006872	Bra016109, Bra003908	AA39G00461, AA31G00111
OG0006873	Bra033259, Bra032638	AA1G00068
OG0006874	Bra028675	AA44G00059
OG0006876	Bra028237	AA9G00014
OG0006877	Bra023362, Bra008917, Bra006140	AA44G00454
OG0006878	Bra008956, Bra006102	AA44G00405
OG0006879	Bra009575, Bra005757	AA19G00286
OG0006880	Bra013527, Bra038772	AA57G00348
OG0006881	Bra000967, Bra037347	AA32G00078
OG0006883	Bra012717, Bra040652, Bra038465	AA53G00321
OG0006884	Bra037220	AA4G00205, AA21G00104
OG0006885	Bra009773, Bra029416	AA12G00021
OG0006886	Bra009495	AA19G00195
OG0006887	Bra024927, Bra017474	AA29G00268, AA154G00004
OG0006888	Bra023387	AA3G00261
OG0006889	Bra026328, Bra019037	AA106G00006, AA106G00005
OG0006890	Bra036166, Bra037479	AA587G00001
OG0006891	Bra030258, Bra038540	AA46G00118
OG0006892	Bra024272	AA4G00148
OG0006893	Bra024233	AA363G00004, AA363G00001, AA39G00039
OG0006894	Bra003091	AA9G00005
OG0006896	Bra035762, Bra001797	AA26G00730
OG0006897	Bra023615	AA40G00368, AA40G00367
OG0006898	Bra011658, Bra017745	AA30G00129
OG0006899	Bra036745	AA54G00135
OG0006900	Bra019251, Bra013754	AA54G00241
OG0006901	Bra006251, Bra023460	AA40G00646
OG0006902	Bra025270, Bra033005	AA53G00925
OG0006903	Bra013944, Bra019126	AA81G00036
OG0006904	Bra026505, Bra009668	AA5G00220
OG0006905	Bra011818	AA30G00338
OG0006906	Bra020320	AA97G00010
OG0006907	Bra022420, Bra022421, Bra038209	AA26G00610
OG0006908	Bra029222, Bra035841, Bra038638	AA4G00079
OG0006909	Bra035580, Bra002889	AA25G00104
OG0006910	Bra033710, Bra036004	AA32G00388
OG0006911	Bra012742, Bra033533	AA18G00183, AA369G00001, AA154G00012
OG0006912	Bra040428, Bra007735	AA61G00648
OG0006913	Bra001188, Bra040231, Bra020762	AA40G00230, AA29G00014
OG0006914	Bra040485, Bra004508	AA21G00406
OG0006915	Bra033408	AA19G00155
OG0006916	Bra008169, Bra015890	AA31G00468
OG0006917	Bra005323	AA9G00098
OG0006917	Bra023198	AA53G00019
OG0006918	Bra025605	AA87G00156
OG0006919	Bra015878, Bra003776	AA31G00455
OG0006920	Bra009686, Bra029373	AA5G00232
OG0006921	Bra019390, Bra013606	AA57G00433
OG0006922	Bra011637	AA30G00102
OG0006923	Bra003024, Bra022684	AA11G00057
OG0006924	Bra032625, Bra024774, Bra006662	AA1G00049
OG0006925	Bra003065, Bra029074	AA77G00028
OG0006926	Bra000177, Bra017024	AA29G00258
OG0006927	Bra033365, Bra032571, Bra032564	AA7G00045
OG0006928	Bra015507	AA23G00054
OG0006929	Bra000487, Bra011939	AA32G00857
OG0006931	Bra021003, Bra013322	AA57G00138
OG0006932	Bra012280, Bra017915	AA31G00269, AA39G00356
OG0006933	Bra004237, Bra033989	AA122G00008
OG0006934	Bra011397, Bra037034	AA320G00006, AA53G00824
OG0006935	Bra017341, Bra025174	AA53G00830
OG0006936	Bra015713, Bra032306	AA54G00352
OG0006937	Bra017227	AA60G00124
OG0006938	Bra014157, Bra018754	AA2G00052
OG0006939	Bra011126	AA102G00106
OG0006940	Bra012896, Bra030016	AA13G00062, AA93G00006
OG0006941	Bra035901, Bra010068	AA5G00087
OG0006942	Bra016835, Bra019853	AA53G00561, AA65G00196
OG0006943	Bra014934	AA87G00282, AA17G00128
OG0006945	Bra023912, Bra031243, Bra001807	AA2G00179, AA26G00755
OG0006947	Bra028279, Bra029158	AA55G00062
OG0006948	Bra025299, Bra033027	AA87G00132, AA27G00043, AA53G01023
OG0006949	Bra029957	AA13G00127
OG0006951	Bra000004	AA60G00021
OG0006952	Bra036721	AA33G00228
OG0006953	Bra021639, Bra018310	AA32G00655
OG0006954	Bra004420	AA21G00557
OG0006955	Bra033519	AA18G00156
OG0006956	Bra004073, Bra033980, Bra004254	AA134G00041
OG0006957	Bra007888, Bra016254	AA38G00090
OG0006958	Bra000547	AA106G00013
