Orthogroup	Brassica_rapa	Tarenaya_hassleriana
OG0005962	Bra035612, Bra028940	Th2v21691
OG0005963	Bra039157, Bra001031	Th2v23077
OG0005964	Bra012883, Bra036854	Th2v11682, Th2v14182, Th2v26702
OG0005965	Bra005972, Bra009324, Bra028671	Th2v11866, Th2v13828
OG0005966	Bra030888, Bra037978	Th2v06078, Th2v14787
OG0005967	Bra016815, Bra019832	Th2v04933, Th2v14702
OG0005968	Bra005727, Bra009585	Th2v08925, Th2v19979
OG0005969	Bra002319, Bra020120, Bra006570	Th2v18985
OG0005970	Bra000469, Bra021598	Th2v07473, Th2v07474, Th2v15798, Th2v07476, Th2v15796
OG0005971	Bra033559	Th2v03291, Th2v29400, Th2v05782, Th2v20878
OG0005972	Bra011236, Bra024032, Bra010263	Th2v01788, Th2v02103
OG0005973	Bra026998	Th2v04875
OG0005974	Bra009549, Bra005741	Th2v08895, Th2v20016
OG0005975	Bra017304	Th2v10576
OG0005976	Bra036987, Bra036984	Th2v02612, Th2v11992
OG0005978	Bra012964, Bra035933	Th2v11883, Th2v13876
OG0005979	Bra014989	Th2v19485, Th2v24550
OG0005980	Bra023466, Bra006255	Th2v06990, Th2v18170
OG0005981	Bra023085, Bra005234, Bra017218	Th2v03655, Th2v29370
OG0005982	Bra006605, Bra037866, Bra002384	Th2v17961, Th2v18930
OG0005983	Bra003086, Bra029099	Th2v26954, Th2v28366
OG0005984	Bra002388, Bra020171	Th2v17958, Th2v18922
OG0005985	Bra017187, Bra005195, Bra000001	Th2v14616, Th2v16965
OG0005986	Bra006113, Bra008941	Th2v17601, Th2v19269
OG0005987	Bra020317	Th2v18768, Th2v21290
OG0005988	Bra007086, Bra014802	Th2v03563, Th2v29780
OG0005989	Bra037811, Bra031867, Bra024376	Th2v13611, Th2v29329
OG0005990	Bra008200, Bra015840, Bra003752	Th2v19830
OG0005991	Bra028942, Bra002832, Bra035610	Th2v09505
OG0005992	Bra040315, Bra004902	Th2v07050, Th2v18122
OG0005993	Bra029371, Bra009681, Bra026498	Th2v24135
OG0005994	Bra032708, Bra040341	Th2v19530, Th2v25358
OG0005995	Bra010013, Bra036125	Th2v18505
OG0005996	Bra029968	Th2v13562
OG0005997	Bra021048, Bra021047, Bra040159	Th2v10628
OG0005998	Bra014985, Bra001922, Bra028346	Th2v13766
OG0005999	Bra024383, Bra031858, Bra037817	Th2v13603
OG0006000	Bra010683, Bra011861, Bra033616	Th2v12533
OG0006001	Bra030583, Bra032494, Bra015341	Th2v08072, Th2v16071
OG0006002	Bra003236, Bra007234	Th2v06740, Th2v15439
OG0006004	Bra009518, Bra028824, Bra005777	Th2v08851, Th2v20051
OG0006005	Bra035393, Bra035531, Bra039484	Th2v08543, Th2v19650
OG0006006	Bra000996, Bra040546	Th2v06987, Th2v18173, Th2v23175
OG0006007	Bra021901, Bra005439	Th2v24320, Th2v26549
OG0006008	Bra012989, Bra035946, Bra029343	Th2v13852, Th2v24097
OG0006009	Bra008645, Bra023552, Bra006339	Th2v09060, Th2v23036
OG0006010	Bra038725, Bra034755	Th2v08673, Th2v17740
OG0006011	Bra028868, Bra009578	Th2v14460, Th2v19990
OG0006012	Bra002866, Bra035597, Bra028953	Th2v09482, Th2v05509
OG0006013	Bra026690, Bra040984, Bra016620	Th2v10052, Th2v00903, Th2v26055
OG0006014	Bra003224, Bra007203	Th2v03390, Th2v22404
OG0006015	Bra000694, Bra037888	Th2v17127, Th2v04680
OG0006017	Bra005880, Bra028741	Th2v20272, Th2v14350, Th2v22174
OG0006019	Bra034629, Bra011538	Th2v02834, Th2v12072
OG0006020	Bra019951, Bra018450	Th2v06130, Th2v14839
OG0006021	Bra026745, Bra026099, Bra016650	Th2v10194, Th2v23397
OG0006022	Bra010490, Bra013802, Bra019228	Th2v30529
OG0006023	Bra002667, Bra020379	Th2v08680, Th2v14300, Th2v22124
OG0006024	Bra031880, Bra024358	Th2v11786, Th2v13639, Th2v24237
OG0006025	Bra038595, Bra035871	Th2v09258, Th2v17388, Th2v14029
OG0006026	Bra030743, Bra018598	Th2v31390
OG0006027	Bra019244, Bra013767	Th2v04612, Th2v10893
OG0006028	Bra023421, Bra008818	Th2v09193, Th2v14271, Th2v22095
OG0006029	Bra006899, Bra033457	Th2v08613, Th2v11548, Th2v13122
OG0006030	Bra018877	Th2v29100
OG0006031	Bra038109, Bra039659	Th2v30085, Th2v00883, Th2v23772, Th2v27391
OG0006032	Bra001439, Bra038701, Bra034771	Th2v08688, Th2v17725
OG0006033	Bra014100	Th2v12833, Th2v22521
OG0006034	Bra027378	Th2v00945, Th2v23686
OG0006035	Bra012035	Th2v07718, Th2v15582, Th2v24470
OG0006037	Bra020450, Bra006825, Bra002737	Th2v21739
OG0006038	Bra039623	Th2v02424, Th2v03019, Th2v21536
OG0006039	Bra001766, Bra038242, Bra022468	Th2v25105
OG0006040	Bra025570, Bra028461	Th2v01041, Th2v07653, Th2v15639
OG0006041	Bra012684, Bra012687, Bra040107	Th2v20651, Th2v20652
OG0006042	Bra018824	Th2v31235
OG0006043	Bra025991, Bra026678, Bra016614	Th2v23288
OG0006044	Bra015682, Bra019757, Bra003689	Th2v04125, Th2v05717, Th2v20805, Th2v09852
OG0006045	Bra035704, Bra011953	Th2v07606, Th2v15684, Th2v08321
OG0006046	Bra009484, Bra035069, Bra028803, Bra022066	Th2v08813
OG0006047	Bra018420, Bra019898, Bra031745	Th2v04981, Th2v20712
OG0006048	Bra035719, Bra022530	Th2v01148, Th2v08207
OG0006049	Bra000460, Bra004434	Th2v29972, Th2v13043, Th2v22750, Th2v29941, Th2v30289
OG0006050	Bra029935	Th2v14113, Th2v26778
OG0006051	Bra038499, Bra040746	Th2v02649
OG0006052	Bra009065, Bra028605, Bra006042	Th2v13648
OG0006053	Bra007282, Bra014663, Bra003253	Th2v28422
OG0006054	Bra001475, Bra039351, Bra034721	Th2v23578, Th2v26214
OG0006055	Bra035512, Bra033846	Th2v01470, Th2v10569
OG0006057	Bra032962, Bra039103	Th2v00265, Th2v06414, Th2v15113
OG0006060	Bra024628, Bra016327	Th2v04024, Th2v25680
OG0006061	Bra034698, Bra001493, Bra039377	Th2v01008, Th2v23613, Th2v26185
OG0006063	Bra006232, Bra008786	Th2v06965, Th2v18195
OG0006064	Bra035211, Bra033140	Th2v04525, Th2v16775
OG0006065	Bra008216, Bra015826	Th2v05824, Th2v20920
OG0006066	Bra027827	Th2v06122, Th2v14831
OG0006068	Bra040021, Bra029667	Th2v18300, Th2v11501, Th2v24754
OG0006069	Bra005935, Bra009263, Bra028697	Th2v13902, Th2v24046
OG0006070	Bra006055, Bra009044, Bra028593	Th2v13622
OG0006071	Bra020078, Bra006528, Bra002278	Th2v18049, Th2v19034
OG0006072	Bra023893, Bra031267	Th2v00815, Th2v21879
OG0006073	Bra002021, Bra009660	Th2v02909, Th2v12140
OG0006075	Bra005739, Bra036503, Bra031139	Th2v02264, Th2v28308, Th2v12648
OG0006076	Bra038601	Th2v23966
OG0006077	Bra011430, Bra034554, Bra037012	Th2v01995
OG0006078	Bra009178, Bra005888, Bra028737	Th2v08736, Th2v20284
OG0006079	Bra041065, Bra041074	Th2v13466, Th2v11689, Th2v11690
OG0006080	Bra000588	Th2v02283, Th2v12605
OG0006081	Bra013838, Bra019207	Th2v09412, Th2v26819
OG0006082	Bra022744, Bra002956	Th2v05477
OG0006083	Bra037588	Th2v26377, Th2v27730, Th2v25560, Th2v31161
OG0006085	Bra034033	Th2v00495, Th2v06299, Th2v14999
OG0006086	Bra003672	Th2v04784, Th2v10979
OG0006087	Bra005272, Bra040845	Th2v03632
OG0006089	Bra013423, Bra012532	Th2v04265, Th2v16602
OG0006090	Bra020819, Bra013690	Th2v16803
OG0006091	Bra001725, Bra037555	Th2v30042, Th2v30043
OG0006092	Bra020960, Bra013401	Th2v07365, Th2v10715
OG0006093	Bra017138, Bra005139, Bra000038	Th2v16909
OG0006094	Bra021409, Bra040604, Bra001066	Th2v09084, Th2v18591
OG0006095	Bra006043, Bra009064	Th2v13646
OG0006096	Bra001644, Bra022184, Bra021209	Th2v26275, Th2v25515
OG0006097	Bra014449	Th2v12859, Th2v22553
OG0006098	Bra014769, Bra018350, Bra022967, Bra005444	Th2v26531
OG0006099	Bra001844, Bra031305	Th2v19293, Th2v25475
OG0006100	Bra024389, Bra031856	Th2v11769, Th2v13598
OG0006101	Bra039872, Bra014895, Bra023149	Th2v27855
OG0006102	Bra032591, Bra030507	Th2v16313, Th2v07909, Th2v07910
OG0006103	Bra010597, Bra011758	Th2v19934, Th2v03101, Th2v11966, Th2v12326
OG0006104	Bra008273, Bra003708	Th2v09817
OG0006106	Bra012843, Bra036782	Th2v17009
OG0006107	Bra026368, Bra019063	Th2v28284, Th2v28287
OG0006108	Bra024022, Bra011249	Th2v01805, Th2v02096
OG0006109	Bra020471, Bra009793	Th2v21376, Th2v17420, Th2v17422
OG0006110	Bra027606, Bra011814	Th2v03173, Th2v12713
OG0006111	Bra011238	Th2v01791
OG0006112	Bra013839, Bra019206	Th2v26825, Th2v22903, Th2v09405
OG0006113	Bra003429	Th2v07450, Th2v13114, Th2v22824
OG0006115	Bra040733	Th2v16446
OG0006116	Bra007328, Bra003283, Bra014623	Th2v06812, Th2v15510
OG0006117	Bra034810, Bra001421	Th2v14326, Th2v22150
OG0006118	Bra032354, Bra030187, Bra010802	Th2v26582, Th2v01365, Th2v01366
OG0006119	Bra027849, Bra035435	Th2v05029, Th2v24274
OG0006120	Bra010982, Bra012490, Bra024770	Th2v03932
OG0006121	Bra026788, Bra026172	Th2v05435, Th2v08288
OG0006122	Bra029444, Bra033116	Th2v04481
OG0006123	Bra036898, Bra039715	Th2v24594, Th2v18683, Th2v30004
OG0006125	Bra040225, Bra001195, Bra020756	Th2v11330
OG0006126	Bra022294, Bra021302	Th2v26366, Th2v27743
OG0006127	Bra012144, Bra037122	Th2v11722, Th2v14231, Th2v26651
OG0006128	Bra032153	Th2v03066
OG0006129	Bra021978	Th2v16580
OG0006130	Bra026716, Bra026042	Th2v01430, Th2v05652
OG0006131	Bra016871, Bra000260	Th2v23528, Th2v20389
OG0006132	Bra000708, Bra037913	Th2v04640, Th2v16868
OG0006133	Bra008270, Bra003711, Bra015726	Th2v09812
OG0006134	Bra015581, Bra030685	Th2v08273
OG0006135	Bra002964, Bra022738, Bra029011	Th2v05471
OG0006136	Bra028688	Th2v11887
OG0006137	Bra002348, Bra006588, Bra020141	Th2v18960
OG0006138	Bra036421, Bra038376, Bra031958	Th2v18517, Th2v22832
OG0006139	Bra013232, Bra015098	Th2v19576
OG0006140	Bra036661, Bra027048	Th2v04914
OG0006141	Bra034561, Bra037007, Bra011438	Th2v01891
OG0006142	Bra007316	Th2v13164, Th2v25807
OG0006143	Bra019801, Bra026942	Th2v06429, Th2v15128, Th2v28518
OG0006144	Bra002603, Bra020342	Th2v17811, Th2v21307
OG0006145	Bra028125	Th2v06284, Th2v14985
OG0006146	Bra023570, Bra008613	Th2v09085, Th2v18590
OG0006147	Bra027840	Th2v24262
OG0006148	Bra026932, Bra008367	Th2v07542, Th2v15740
OG0006149	Bra009100, Bra028764	Th2v20190
OG0006150	Bra021007, Bra013319, Bra012592, Bra012593	Th2v27260
OG0006151	Bra007577, Bra003440	Th2v07158
OG0006152	Bra000471, Bra018364	Th2v01114
OG0006153	Bra008192, Bra003755	Th2v04062, Th2v05843, Th2v20941
OG0006154	Bra001476, Bra034720, Bra039352	Th2v23577
OG0006156	Bra023195, Bra038426	Th2v01442
OG0006157	Bra015100, Bra032686, Bra027610	Th2v25282
OG0006159	Bra024242, Bra029198, Bra037755	Th2v11828, Th2v13748
OG0006160	Bra013309, Bra012596	Th2v16537
OG0006161	Bra028710, Bra019091, Bra009299	Th2v17738
OG0006162	Bra003904, Bra016097	Th2v04181
OG0006163	Bra008810, Bra023428	Th2v09207, Th2v09211
OG0006164	Bra007062, Bra014824	Th2v06609, Th2v15309, Th2v30296
OG0006165	Bra010595, Bra011753, Bra017815	Th2v12318
OG0006166	Bra029887, Bra034157	Th2v08760
OG0006167	Bra013861, Bra022747	Th2v23258
OG0006168	Bra005538, Bra004871	Th2v24451
OG0006169	Bra023603, Bra008569, Bra006391	Th2v09123, Th2v22960
OG0006170	Bra006518, Bra020063, Bra002262	Th2v17470
OG0006171	Bra013847	Th2v09392
OG0006172	Bra025726, Bra016512	Th2v03776, Th2v05866, Th2v20969
OG0006173	Bra036689, Bra031114, Bra036459	Th2v17763
OG0006174	Bra001591, Bra027252, Bra021105	Th2v00871, Th2v23798, Th2v27363
OG0006175	Bra018856	Th2v21785, Th2v30155
OG0006176	Bra037498, Bra036180, Bra020708	Th2v24758
OG0006177	Bra026131, Bra016659	Th2v10240, Th2v23432
OG0006178	Bra031692, Bra019972	Th2v06142, Th2v14849, Th2v24299
OG0006179	Bra005090, Bra000084, Bra017108	Th2v14537, Th2v17034
OG0006180	Bra020162, Bra006599, Bra002377	Th2v18941, Th2v21484
OG0006181	Bra010072, Bra029269, Bra035898	Th2v13951
OG0006182	Bra032742, Bra013993	Th2v19484, Th2v24551
OG0006183	Bra012443, Bra024689	Th2v03994, Th2v23954
OG0006184	Bra009445, Bra028786	Th2v09199, Th2v17769, Th2v09218, Th2v19794
OG0006186	Bra035660	Th2v01100, Th2v07547
OG0006188	Bra018189, Bra028296	Th2v26903
OG0006191	Bra023457, Bra008765	Th2v24721
OG0006192	Bra032984, Bra039091	Th2v06405, Th2v15104, Th2v28478
OG0006193	Bra009612, Bra005708	Th2v08943
OG0006194	Bra022617, Bra029101, Bra003098	Th2v09726, Th2v26927
OG0006195	Bra004323, Bra004027, Bra038364	Th2v24860
OG0006196	Bra013257, Bra012638	Th2v17070, Th2v27182
OG0006197	Bra004041, Bra033948, Bra004297	Th2v03964, Th2v24827
OG0006198	Bra001926, Bra015012	Th2v19515, Th2v25343
OG0006199	Bra016067, Bra008028	Th2v05965, Th2v21087
OG0006200	Bra040662, Bra018794	Th2v01202, Th2v29125
OG0006201	Bra020394, Bra002675	Th2v05591, Th2v21781
OG0006202	Bra006601, Bra002381, Bra020163, Bra020164	Th2v18939
OG0006203	Bra017708, Bra011606	Th2v02921, Th2v12153
OG0006205	Bra002861	Th2v05510, Th2v09483
OG0006207	Bra037412, Bra000927	Th2v07862, Th2v26989
OG0006208	Bra003409, Bra014492	Th2v07087, Th2v18088
OG0006209	Bra007285, Bra003257, Bra014661	Th2v03427, Th2v06764, Th2v15462
OG0006210	Bra038495, Bra012697, Bra040745	Th2v10582, Th2v29526
OG0006211	Bra035952, Bra012997, Bra029347	Th2v11871, Th2v13842
OG0006212	Bra012894, Bra036095	Th2v13481, Th2v14202, Th2v26680
OG0006213	Bra027278	Th2v27384
OG0006214	Bra029882, Bra034156	Th2v20196
OG0006215	Bra035271	Th2v30670
OG0006216	Bra021640, Bra022806, Bra033114	Th2v08227
OG0006217	Bra017448, Bra026791	Th2v06547, Th2v15246
OG0006218	Bra004960, Bra039291	Th2v07179, Th2v12886, Th2v12883, Th2v22580
OG0006219	Bra039530	Th2v10734
OG0006220	Bra004377, Bra038309	Th2v24935
OG0006221	Bra008325, Bra003674	Th2v27996
OG0006222	Bra018978, Bra027215	Th2v00855
OG0006223	Bra034728, Bra001471	Th2v13410
OG0006224	Bra028874, Bra005724	Th2v08928, Th2v19975
OG0006225	Bra023262	Th2v27759, Th2v29071, Th2v27877
OG0006226	Bra031631, Bra030731, Bra018620	Th2v08473, Th2v19792
OG0006227	Bra002974, Bra029018	Th2v05468
OG0006230	Bra033707, Bra027517	Th2v16142, Th2v08015, Th2v27063
OG0006232	Bra001390, Bra034865	Th2v08772, Th2v14398, Th2v22226
OG0006233	Bra028831, Bra009525, Bra005766	Th2v14441
OG0006234	Bra036896	Th2v05395, Th2v18682, Th2v30005
OG0006235	Bra033430, Bra012803, Bra006925	Th2v03604, Th2v30491
OG0006236	Bra016682, Bra026810, Bra026194	Th2v05406
OG0006237	Bra020089, Bra006546	Th2v18033, Th2v19019
OG0006238	Bra014423	Th2v07201, Th2v12925, Th2v22621
OG0006239	Bra027792	Th2v20500, Th2v04856, Th2v06049, Th2v14758
OG0006240	Bra033665	Th2v01256, Th2v30979, Th2v30485, Th2v01257
OG0006241	Bra028494, Bra025504	Th2v04853, Th2v06051, Th2v14760
OG0006242	Bra012277, Bra017906	Th2v09829
OG0006243	Bra031939, Bra024259	Th2v13743
OG0006244	Bra018908, Bra014264	Th2v21862
OG0006245	Bra001842, Bra023864, Bra031300	Th2v19291
OG0006246	Bra009846, Bra020504	Th2v21441
OG0006248	Bra002465, Bra011598	Th2v12139
OG0006249	Bra023122	Th2v27868
OG0006250	Bra037124, Bra012140	Th2v13516, Th2v14227, Th2v26655
OG0006251	Bra006151, Bra032074, Bra008902	Th2v19217
OG0006252	Bra035076, Bra008386	Th2v10088, Th2v23316
OG0006254	Bra007687, Bra003501	Th2v07318, Th2v13009, Th2v22714
OG0006255	Bra018008	Th2v23920
OG0006255	Bra019578	Th2v14108, Th2v26783
OG0006256	Bra016732, Bra019827	Th2v00201, Th2v28551
OG0006257	Bra027196, Bra001618, Bra019290	Th2v21947
OG0006259	Bra034288, Bra007776	Th2v02011, Th2v11071, Th2v29809
OG0006260	Bra015802, Bra003736	Th2v05811, Th2v20907
OG0006261	Bra001099, Bra040204	Th2v11609, Th2v22852
OG0006262	Bra001448, Bra033403, Bra038708	Th2v08677
OG0006263	Bra026229, Bra023118	Th2v01407, Th2v10505
OG0006264	Bra029108, Bra034277	Th2v01965
OG0006265	Bra017730, Bra010512	Th2v02462, Th2v02971, Th2v21584
OG0006266	Bra035168, Bra008457, Bra008453	Th2v05620, Th2v10198
OG0006267	Bra033126, Bra014870	Th2v20547, Th2v04510, Th2v16754
OG0006268	Bra008926, Bra006129	Th2v19248, Th2v29021
OG0006269	Bra025298, Bra039069, Bra033023	Th2v00319, Th2v06376, Th2v15076
OG0006270	Bra009320	Th2v24103
OG0006271	Bra017920, Bra012282	Th2v05721, Th2v20809
OG0006272	Bra030446, Bra014272	Th2v24408, Th2v29917
OG0006273	Bra002280, Bra006547	Th2v18032, Th2v19018
OG0006274	Bra021534, Bra021536	Th2v23698, Th2v26125
OG0006275	Bra016421, Bra017916	Th2v05726, Th2v20814, Th2v09843
OG0006276	Bra014791, Bra007094	Th2v06625, Th2v15324, Th2v29169
OG0006277	Bra026016, Bra016624, Bra026698	Th2v05991, Th2v23305
OG0006278	Bra031048, Bra025683	Th2v30869, Th2v20326, Th2v17220
OG0006279	Bra002450, Bra020229	Th2v17909, Th2v21232
OG0006280	Bra002793, Bra006857	Th2v09543
OG0006282	Bra018921, Bra030432	Th2v30023
OG0006283	Bra026891, Bra019706	Th2v00146, Th2v28716
OG0006284	Bra003891, Bra008013	Th2v27945, Th2v21155, Th2v30712
OG0006285	Bra013929	Th2v16976
OG0006286	Bra015231, Bra013098	Th2v02553, Th2v12054
OG0006287	Bra001697, Bra022277	Th2v26346, Th2v27619
OG0006288	Bra029244, Bra029245, Bra035879	Th2v09250
OG0006289	Bra001233, Bra040358	Th2v24814
OG0006290	Bra024038, Bra011228	Th2v01782, Th2v12359
OG0006291	Bra030737	Th2v05156, Th2v06216, Th2v06217
OG0006292	Bra007303, Bra003267	Th2v21195, Th2v01054, Th2v08335
OG0006293	Bra033036, Bra005800, Bra009468	Th2v20113
OG0006294	Bra010010, Bra020620	Th2v25401, Th2v11129, Th2v18491
OG0006295	Bra023585, Bra008589, Bra006373	Th2v22981
OG0006296	Bra034988	Th2v18936
OG0006297	Bra013279, Bra013278, Bra013277, Bra012623	Th2v27163
OG0006298	Bra014967, Bra028325	Th2v19458, Th2v28768
OG0006299	Bra016492, Bra012190	Th2v05833, Th2v20928, Th2v28060
OG0006300	Bra012579, Bra020992, Bra013346	Th2v23532
OG0006301	Bra009854, Bra020508, Bra036546	Th2v17631
OG0006302	Bra037670	Th2v06950, Th2v13390, Th2v26006
OG0006303	Bra007208, Bra014712	Th2v03395, Th2v06719, Th2v15416
OG0006304	Bra002712, Bra006809	Th2v09605
OG0006305	Bra039201, Bra032167	Th2v03074, Th2v12287
OG0006306	Bra011998, Bra011999, Bra034369	Th2v06189, Th2v14893
OG0006307	Bra035935, Bra012967	Th2v13873, Th2v24070
OG0006308	Bra000439, Bra040473, Bra004480	Th2v27555
OG0006309	Bra029142, Bra022577	Th2v26898, Th2v09782, Th2v29503
OG0006310	Bra032295, Bra010844	Th2v10374, Th2v26525, Th2v31198
OG0006311	Bra036545, Bra008959, Bra006097	Th2v17632
OG0006312	Bra028882, Bra009615	Th2v10973
OG0006313	Bra023353, Bra006135, Bra008922	Th2v19244, Th2v29018
OG0006314	Bra035848, Bra038624, Bra038622	Th2v09273, Th2v17370
OG0006315	Bra033486	Th2v24574
OG0006316	Bra039612, Bra024469	Th2v02417, Th2v28829
OG0006317	Bra025955	Th2v29582, Th2v03041, Th2v29581
OG0006318	Bra007676	Th2v07277, Th2v13001, Th2v22705
OG0006319	Bra025799, Bra016474	Th2v20902, Th2v28109
OG0006320	Bra036023	Th2v13345, Th2v25968
OG0006321	Bra001923, Bra028348, Bra014987	Th2v19481, Th2v28790
OG0006322	Bra004795	Th2v06947, Th2v13386, Th2v26002
OG0006323	Bra011720, Bra017795, Bra010581	Th2v02403, Th2v03068
OG0006324	Bra030055, Bra010929, Bra032835	Th2v03821, Th2v28874
OG0006325	Bra027381, Bra021523	Th2v01923, Th2v00950, Th2v26112
OG0006326	Bra026714, Bra026039	Th2v23332
OG0006327	Bra003186, Bra014814, Bra003183	Th2v06596, Th2v15295
OG0006328	Bra008708, Bra006295	Th2v23103, Th2v24673
OG0006329	Bra029827	Th2v14421, Th2v22249, Th2v20090
OG0006330	Bra024905, Bra014342	Th2v00006
OG0006331	Bra004984, Bra017026	Th2v22405, Th2v06713, Th2v15411
OG0006332	Bra034542, Bra037033	Th2v01955, Th2v11073, Th2v29811
OG0006333	Bra006244, Bra008771	Th2v06977, Th2v18182
OG0006334	Bra005154, Bra000024	Th2v14595
OG0006335	Bra026917, Bra019821	Th2v00192, Th2v28559
OG0006336	Bra018175	Th2v28629
OG0006337	Bra038610, Bra038611, Bra035853	Th2v14046
OG0006338	Bra004841	Th2v07112, Th2v18065, Th2v12763, Th2v22450
OG0006339	Bra035619, Bra035620	Th2v09520
OG0006340	Bra011955	Th2v20022, Th2v08324, Th2v07609, Th2v07608, Th2v15682
OG0006341	Bra005502, Bra022935	Th2v16087, Th2v08057, Th2v27091
OG0006342	Bra007515, Bra003404	Th2v12773, Th2v22460
OG0006343	Bra036687, Bra031115, Bra036461	Th2v01592, Th2v02230
OG0006344	Bra010309	Th2v01696, Th2v02156, Th2v02178
OG0006345	Bra021254, Bra022217	Th2v25223
OG0006346	Bra039547, Bra012784	Th2v18238, Th2v26227
OG0006347	Bra024306, Bra031915, Bra037779	Th2v11803, Th2v24195
OG0006348	Bra006316, Bra023532	Th2v18627, Th2v23071
OG0006349	Bra026332	Th2v28024
OG0006350	Bra008201, Bra003751, Bra015839	Th2v04067, Th2v28075
OG0006351	Bra024113, Bra010308	Th2v02155, Th2v02177, Th2v12465
OG0006352	Bra000420, Bra004545	Th2v07190, Th2v12911, Th2v22606
OG0006353	Bra003419, Bra007542	Th2v07072, Th2v18102, Th2v22492
OG0006354	Bra010774, Bra032384	Th2v01385
OG0006355	Bra009588, Bra005725, Bra028872	Th2v08926
OG0006356	Bra034766, Bra038706, Bra001444	Th2v08682, Th2v17728
OG0006357	Bra038067, Bra033510, Bra012765	Th2v26256
OG0006358	Bra007742	Th2v13104, Th2v22812
OG0006359	Bra000710, Bra033181	Th2v16865, Th2v04162, Th2v30956
OG0006360	Bra025835, Bra016457	Th2v04108, Th2v05784, Th2v20880
OG0006361	Bra008291, Bra015695	Th2v09847
OG0006362	Bra025777, Bra016490	Th2v28062, Th2v05832, Th2v20927
OG0006363	Bra022337	Th2v26400, Th2v27703, Th2v30690
OG0006364	Bra014089	Th2v17242
OG0006365	Bra020574, Bra009942	Th2v25449
OG0006366	Bra030727, Bra031627	Th2v24485, Th2v07696, Th2v15600, Th2v28923
OG0006367	Bra005496, Bra022938	Th2v16090
OG0006368	Bra026265, Bra010373	Th2v02257
OG0006369	Bra032472, Bra015409, Bra030610, Bra030609	Th2v08121, Th2v27137
OG0006370	Bra012496, Bra010975	Th2v03922, Th2v30135, Th2v28269
OG0006371	Bra016664, Bra026142, Bra026772	Th2v05611, Th2v23439
OG0006372	Bra022992, Bra005390	Th2v27870
OG0006374	Bra013716, Bra010538	Th2v04556, Th2v16814
OG0006376	Bra025200, Bra032929	Th2v06433, Th2v15132
OG0006377	Bra022941	Th2v16092
OG0006378	Bra036152, Bra037436	Th2v11392, Th2v09224
OG0006379	Bra029088, Bra003073, Bra022638	Th2v09722
OG0006380	Bra035427	Th2v05026
OG0006382	Bra030946, Bra038116	Th2v26023, Th2v27405, Th2v23759, Th2v27404
OG0006383	Bra008945, Bra022476, Bra002026, Bra004115	Th2v05244
OG0006384	Bra028661	Th2v24133
OG0006385	Bra009633, Bra005694	Th2v14491
OG0006386	Bra014792, Bra007093	Th2v29170
OG0006387	Bra016455, Bra012247, Bra025842	Th2v05779, Th2v20875
OG0006388	Bra017530	Th2v07426, Th2v10651
OG0006389	Bra024658, Bra012411, Bra012421	Th2v24988
OG0006390	Bra003567, Bra008472, Bra035181	Th2v10215
OG0006391	Bra035357, Bra022485	Th2v00622, Th2v06258, Th2v14959
OG0006392	Bra005091, Bra017110, Bra000081	Th2v03758
OG0006393	Bra013188, Bra025023	Th2v11014
OG0006394	Bra009157, Bra005873	Th2v20251
OG0006395	Bra002769, Bra020718, Bra006838	Th2v09555
OG0006396	Bra014903, Bra023161, Bra038411	Th2v01419, Th2v27838
OG0006397	Bra032960, Bra025233	Th2v06417, Th2v15116, Th2v00262, Th2v28502
OG0006398	Bra037696, Bra000316, Bra037694	Th2v03325, Th2v06926
OG0006399	Bra004748, Bra037732, Bra000291	Th2v06902
OG0006400	Bra035050, Bra008370	Th2v05984, Th2v21111, Th2v23301
OG0006401	Bra012032, Bra000521, Bra034329	Th2v24474
OG0006403	Bra005026	Th2v06677, Th2v15376, Th2v22338
OG0006404	Bra027850, Bra027853, Bra027852	Th2v28641
OG0006405	Bra037989, Bra011908, Bra030872	Th2v19020, Th2v23652
OG0006406	Bra000241	Th2v03465, Th2v13184
OG0006407	Bra025373, Bra033079	Th2v05369
OG0006408	Bra007056	Th2v03759, Th2v17033
OG0006409	Bra014859, Bra007031, Bra003157	Th2v16935
OG0006410	Bra014402, Bra007670	Th2v07267, Th2v12994, Th2v22696
OG0006411	Bra006540	Th2v18040, Th2v19025
OG0006412	Bra017269	Th2v06095, Th2v14804
OG0006413	Bra025430, Bra028191, Bra028413	Th2v06308, Th2v15007
OG0006414	Bra021715	Th2v01167, Th2v15914
OG0006415	Bra010859	Th2v01898, Th2v20349
OG0006416	Bra036836, Bra012868	Th2v11664, Th2v13441
OG0006417	Bra017987, Bra029950, Bra019594	Th2v21358, Th2v29469
OG0006418	Bra024287, Bra037775	Th2v13710, Th2v24191
OG0006419	Bra035640, Bra002777	Th2v09549
OG0006420	Bra000400, Bra039321	Th2v17247
OG0006421	Bra004930, Bra000396	Th2v12851, Th2v22545
OG0006422	Bra003460, Bra032209, Bra007619	Th2v12903, Th2v22598
OG0006423	Bra024009	Th2v14224, Th2v26658
OG0006423	Bra012134	Th2v13508
OG0006424	Bra021385, Bra040610	Th2v18579, Th2v09097, Th2v22990
OG0006425	Bra009900, Bra020533, Bra036582	Th2v11262, Th2v24626
OG0006426	Bra004665, Bra000248, Bra016899	Th2v06843, Th2v15540
OG0006427	Bra010035	Th2v09005, Th2v11372, Th2v29578
